Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297)
3.079949554830628e-08,0.5774778154923844,7.6773987438430648e-11,2.3575850696063109e-13,1.0698412163365777e-11,9.2039895145748133e-18,1.0970296419185365e-12,0.0,0.0,1.2888505926851715e-06,1.4255258915335672e-09,154.0,0.0,0.99865365422099128,1.0,18.999735710571656,0.00017208977497625396,1.1767938949676381e-09,0.00029769452661486368,0.00055535096872447263,2.2988700216632734e-05,0.00025974462217333364,4.274780273950097e-10,2.869325695360717e-06,2.2111131774054209e-05,7.2447599513928052e-12,1.1130056496777698e-05,3.7288094614008598e-08,8.5672224172631825e-07,8.5589375774617826e-07,4.8627229727135463e-10,5.2569089761018355e-10,3.4109870802895033e-10,1.0860455594405171e-06,1.860030204027141e-13,1.8518319147823784e-13,1.8529576897814378e-13,3.8392748703846087e-07,5.6016293240683117e-12,5.0386022175970537e-14,2.9542129562811594e-16,8.0890191846585648e-16,4.0106956360667745e-12,4.6673676873028269e-12,2.7849238270153032e-12,8.6198565839126997e-14,8.7040023570885551e-14,1.9096486666475518e-15,2.133165135857694e-20,2.2274426729826374e-14,1.0878195533989725e-17,5.344085197504958e-10,9.5285899551234951e-15,8.1096389551733908e-15,6.5107159220954965e-19,1.1383681554331831e-18,6.5675308584763872e-15,3.3369759065066568e-22
3.229471210937295e-08,0.57747777355904,8.2320942028810902e-11,2.6440101010968789e-13,1.2852874157943168e-11,1.1395824357182644e-17,1.3828272292524094e-12,0.0,0.0,1.4164855543726592e-06,1.7216805572883508e-09,154.0,0.0,0.99858793047753625,1.0,18.999722788583899,0.0001803701416951387,1.176723334493491e-09,0.00031199472618407924,0.00058219522494162412,2.4103890557215868e-05,0.00027234143766133523,4.4814095812705739e-10,3.0080304798569601e-06,2.3183889126731104e-05,7.5961085347161313e-12,1.2234927699167255e-05,3.9118483796381606e-08,9.4322783983099597e-07,9.4231551080998913e-07,5.3537254496903909e-10,5.5612066701936015e-10,3.7554153793422614e-10,1.2097774398173746e-06,2.3621237838483763e-13,2.3554943030795747e-13,2.3569969531747063e-13,4.4235617281936185e-07,6.2490152537040377e-12,5.2821710245376148e-14,3.2843259823127506e-16,9.3199047406862851e-16,4.6861265862924229e-12,5.7138971211587458e-12,3.4297530321936951e-12,1.0786114435755499e-13,1.1311066865402917e-13,2.5905061598587669e-15,2.6692515192912049e-20,2.8666317169168261e-14,1.5095818709642026e-17,5.6518671704450906e-10,1.1327644206711252e-14,9.6555623007645173e-15,7.7400149677439015e-19,1.3986848451591946e-18,8.0781605155164856e-15,3.9730965789843273e-22
3.378992867043962e-08,0.5774777316488774,8.7946663708429914e-11,2.9493893632522425e-13,1.5311343339390215e-11,1.3968100258018938e-17,1.7247896258238609e-12,0.0,0.0,1.5500963418505403e-06,2.0616634357380025e-09,154.0,0.0,0.99852217449928093,1.0,18.99970986345782,0.00018864368945750563,1.1766527355456277e-09,0.0003262853713696708,0.0006090268280940788,2.5219000898010111e-05,0.00028492980473539682,4.6879412404930329e-10,3.1466697178485797e-06,2.4256582395477167e-05,7.9472214760819379e-12,1.3391858292229927e-05,4.0947658091778039e-08,1.0338766970175469e-06,1.0328764595056202e-06,5.8682443644630954e-10,5.8656370529213398e-10,4.1163405154338063e-10,1.3415985482296734e-06,2.9667283108496364e-13,2.9631544800400414e-13,2.9651337134321369e-13,5.0641302873812173e-07,6.939264495552385e-12,5.5256247303014326e-14,3.6357033744820043e-16,1.0669467759611482e-15,5.4342367973134327e-12,6.9282235652530031e-12,4.181343501065485e-12,1.3351797703039823e-13,1.4509329155568858e-13,3.4635213172188299e-15,3.3041842224902642e-20,3.6458959764943142e-14,2.0636422903716755e-17,5.9597581374300602e-10,1.3364470391212235e-14,1.1407708494075998e-14,9.1317889947622014e-19,1.7025183871517063e-18,9.8427787788753309e-15,4.6940743807838382e-22
3.5285145231506285e-08,0.5774776897616039,9.36444076587775e-11,3.2739441996812857e-13,1.8099795216964278e-11,1.6964069203983306e-17,2.1306701644005989e-12,0.0,0.0,1.6896748871876809e-06,2.4495778753650152e-09,154.0,0.0,0.99845638647019641,1.0,18.999696935111519,0.00019691042315215818,1.176582098340613e-09,0.0003405662712604993,0.00063584552941163682,2.6334031207035781e-05,0.00029750955526945449,4.8943733367591549e-10,3.2852421239395598e-06,2.532921155599171e-05,8.2980940861419974e-12,1.4600816692346386e-05,4.2775593051231661e-08,1.1286660346700496e-06,1.1275738188279702e-06,6.4062638507446623e-10,6.1701613601940555e-10,4.4937513584794951e-10,1.4817083139127387e-06,3.6886511477068457e-13,3.6901199632904121e-13,3.6926955450852485e-13,5.7635327385500947e-07,7.6734426300416129e-12,5.7689610777034011e-14,4.0088689404174695e-16,1.2143101121579637e-15,6.2587630635266225e-12,8.3274052459518751e-12,5.0509065734828647e-12,1.636617022473514e-13,1.8393224387469845e-13,4.5699665773906337e-15,4.0501546358110242e-20,4.5872690982822055e-14,2.7826246628704829e-17,6.2677236014809797e-10,1.5658190585054696e-14,1.3382809684100954e-14,1.0699104912470568e-18,2.0546479861084309e-18,1.1889441646783364e-14,5.5067943013893967e-22
3.678036179257295e-08,0.5774776478969275,9.9407975812963765e-11,3.6178767394794858e-13,2.1245045448233232e-11,2.0429430805944231e-17,2.6088731150547386e-12,0.0,0.0,1.835212862557506e-06,2.8897065374666492e-09,154.0,0.0,0.99839056657441561,1.0,18.999684003463351,0.00020517034766575099,1.1765114230951978e-09,0.00035483723537747054,0.00066265108052928593,2.7448981451606853e-05,0.00031008052151899104,5.1007039583312223e-10,3.4237464148285727e-06,2.6401776583158009e-05,8.6487216861901269e-12,1.5861770833003851e-05,4.4602264278212064e-08,1.2275930188766863e-06,1.2264047476932209e-06,6.9677677236355955e-10,6.4747508280452436e-10,4.8876365548871301e-10,1.6303058576553863e-06,4.5440281931589915e-13,4.5531249916312398e-13,4.5564396236682486e-13,6.524315918031014e-07,8.4526136053658192e-12,6.0121778132367271e-14,4.4043456756127882e-16,1.3746186414965371e-15,7.1634352074786628e-12,9.9293021136956982e-12,6.0501987986403157e-12,1.9881807404932669e-13,2.3066332138377901e-13,5.957434730591563e-15,4.9201736675371529e-20,5.7149984695055604e-14,3.7051996747764289e-17,6.575738186472829e-10,1.8228572277594851e-14,1.5598166968440745e-14,1.2455470677762635e-18,2.4601172233035836e-18,1.424776667214122e-14,6.4183754427834135e-22
3.827557835363962e-08,0.5774776060545567,1.0523167215433762e-10,3.9813714494824354e-13,2.4774725741055138e-11,2.4412325101959097e-17,3.1684747614164552e-12,0.0,0.0,1.9867016811383463e-06,3.3865107275846693e-09,154.0,0.0,0.99832471499622388,1.0,18.999671068431898,0.00021342346788279264,1.1764407100263097e-09,0.00036909807368279825,0.000689443233497964,2.8563851598572887e-05,0.00032264253612919003,5.3069311966749645e-10,3.5621813093645903e-06,2.7474277451301508e-05,8.9990996083896245e-12,1.717468816575911e-05,4.6427647435050595e-08,1.3306547605502347e-06,1.3293663490240214e-06,7.5527394801080199e-10,6.7793841084068505e-10,5.297984527896542e-10,1.7875899829273849e-06,5.5503751759411537e-13,5.5703927920797754e-13,5.5746152548822205e-13,7.3490211878549304e-07,9.2778396900543077e-12,6.2552726871706053e-14,4.8226557401224217e-16,1.5484093681033232e-15,8.15197583623435e-12,1.1752570916700173e-11,7.1915185678673193e-12,2.3954644883926875e-13,2.8641697885057162e-13,7.6804474915709897e-15,5.9280837885906146e-20,7.0556508529535797e-14,4.8768641813744938e-17,6.8837832199839062e-10,2.1096026056405747e-14,1.8071648272608517e-14,1.4414833713148475e-18,2.9242342805705726e-18,1.6948934351751846e-14,7.4361701468166082e-22
3.977079491470629e-08,0.5774775642341995,1.1111026163292936e-10,4.3645965608835252e-13,2.8717260216635475e-11,2.8963323726996187e-17,3.8192439328540719e-12,0.0,0.0,2.1441324980349959e-06,3.9446297080905727e-09,154.0,0.0,0.99825883192005183,1.0,18.999658129935959,0.00022166978868564863,1.1763699593510449e-09,0.00038334859658922408,0.00071622174079528412,2.9678641614501373e-05,0.00033519543214305289,5.5130531465421301e-10,3.7005455286023145e-06,2.8546714134385708e-05,9.3492231959996635e-12,1.8539535661222243e-05,4.8251718242988444e-08,1.4378483155575758e-06,1.4364556698438934e-06,8.1611622995421755e-10,7.084045308383407e-10,5.7247834779559372e-10,1.9537591670333837e-06,6.7266382504582852e-13,6.7616976539632404e-13,6.7670262219307875e-13,8.2401843162682473e-07,1.0150181425685519e-11,6.4982434536475317e-14,5.2643204353269908e-16,1.7362181160244254e-15,9.2281001182550799e-12,1.3816660301027467e-11,8.4877027642549859e-12,2.8644024809998626e-13,3.5242141183912584e-13,9.8010900974696112e-15,7.0885704834842884e-20,8.6382177688280748e-14,6.3507794463473941e-17,7.1918449112903695e-10,2.428160370067092e-14,2.0821686599587848e-14,1.6591579603703068e-18,3.4525720814626091e-18,2.002568901222649e-14,8.5677632749317088e-22
4.1266011475772954e-08,0.5774775224355657,1.17038932453588e-10,4.7677053787677058e-13,3.3101842228127667e-11,3.4135419693226228e-17,4.571661998905522e-12,0.0,0.0,2.3074962112216048e-06,4.5688799919506675e-09,154.0,0.0,0.99819291753046568,1.0,18.999645187894604,0.00022990931495454412,1.1762991712866602e-09,0.00039758861496919388,0.00074298635533622513,3.0793351465807279e-05,0.00034773904300947951,5.7190679060527888e-10,3.8388377958574188e-06,2.9619086606153082e-05,9.6990878036006796e-12,1.9956279810060931e-05,5.0074452480127591e-08,1.5491706848539647e-06,1.5476697013766088e-06,8.7930190442912095e-10,7.3887225788822298e-10,6.1680213831181184e-10,2.1290115522942582e-06,8.093243893154456e-13,8.1484268052043127e-13,8.1550929461923275e-13,9.2003353588050258e-07,1.1070697579744661e-11,6.7410878707803282e-14,5.7298601807707443e-16,1.9385795040257814e-15,1.0395515581611181e-11,1.6141805934349823e-11,9.952123427161863e-12,3.4012739765658808e-13,4.3000550884062318e-13,1.2389671804422776e-14,8.4171731208202151e-20,1.049422062303983e-13,8.1886698617117848e-17,7.4999130573627474e-10,2.7806996642867451e-14,2.3867278613174909e-14,1.9000531045709045e-18,4.0509683640124735e-18,2.3512339279481599e-14,9.8209716252332682e-22
4.276122803683962e-08,0.5774774806583638,1.2301326147252637e-10,5.1908374837085616e-13,3.7958411627380193e-11,3.9984016014869194e-17,5.4369423344575511e-12,0.0,0.0,2.4767834625059769e-06,5.2642546177638932e-09,154.0,0.0,0.9981269720121595,1.0,18.999632242227129,0.00023814205156756665,1.1762283460505609e-09,0.00041181794016398825,0.00076973683048378551,3.1907981118844545e-05,0.00036027320259130748,5.924973576777351e-10,3.9770568367616174e-06,3.0691394840225864e-05,1.0048688797318608e-11,2.1424886624025537e-05,5.1895825983157532e-08,1.6646188146161902e-06,1.6630053791446768e-06,9.4482922602409002e-10,7.6934071049164887e-10,6.6276859994331036e-10,2.3135449372567706e-06,9.6721481009376757e-13,9.7536420863747973e-13,9.7619144567896553e-13,1.0231998539928725e-06,1.2040445098628478e-11,6.9838037007488362e-14,6.2197944910735291e-16,2.1560269205427716e-15,1.1657921924540551e-11,1.8749025655702672e-11,1.1598684434217663e-11,4.0127074433636659e-13,5.2060167738062164e-13,1.5525412062659875e-14,9.9302952644388661e-20,1.2657815580636606e-13,1.0461783532140012e-16,7.8079801297668694e-10,3.1694534752837256e-14,2.7227983513071938e-14,2.1656947015623128e-18,4.7255257012815022e-18,2.7444758229432463e-14,1.1203843469608096e-21
4.425644459790629e-08,0.5774774389023043,1.2902918242765134e-10,5.634119834969749e-13,4.3317632470470478e-11,4.656691340281874e-17,6.4270492664482927e-12,0.0,0.0,2.6519846385152283e-06,6.0359224062414569e-09,154.0,0.0,0.99806099554994621,1.0,18.999619292853083,0.00024636800340066897,1.1761574838602939e-09,0.00042603638399281028,0.00079647292005959709,3.302253053997464e-05,0.00037279774517331299,6.1307682638182593e-10,4.1152013793174925e-06,3.1763638810181857e-05,1.0398021555048024e-11,2.2945321636994637e-05,5.3715814650500561e-08,1.7841895963769631e-06,1.7824595830692766e-06,1.0126964177377547e-09,7.9980923451139026e-10,7.1037648613465072e-10,2.5075567679323591e-06,1.1486884895750179e-12,1.1602141418702536e-12,1.1612330165184253e-12,1.1337692135254239e-06,1.3060479060805068e-11,7.2263887098961907e-14,6.7346419529193349e-16,2.389092498759455e-15,1.3019010829628852e-11,2.1660114653211951e-11,1.3441818203195087e-11,4.7056845098421315e-13,6.2574854831546012e-13,1.929715204351853e-14,1.1645214448929391e-19,1.5165898183857571e-13,1.3251915885713055e-16,8.1160405904076462e-10,3.596718539776662e-14,3.0923922159172229e-14,2.4576522127600205e-18,5.4826114859032468e-18,3.1860383317594463e-14,1.2724658193383693e-21
4.7246877720039623e-08,0.5774773554524514,1.4117115290676157e-10,6.5815857922249195e-13,5.5670176063466006e-11,6.217872248735752e-17,8.8334638218202228e-12,0.0,0.0,3.0200890414326403e-06,7.8296870268555725e-09,154.0,0.0,0.9979289505335982,1.0,18.999593382664735,0.00026279957222026372,1.1760156494880882e-09,0.00045443987727303281,0.0008499009601389821,3.5251388552272441e-05,0.00039781731863426119,6.5420171254066348e-10,4.3912618935762606e-06,3.3907933852137572e-05,1.1095863934290746e-11,2.6141536012570872e-05,5.7351541383388823e-08,2.0356864096520256e-06,2.033710811708879e-06,1.1554431459312504e-09,8.6074471065820174e-10,8.1051143542914627e-10,2.924803735514548e-06,1.5926166871171622e-12,1.6137231106730287e-12,1.6152372459937201e-12,1.3781213225768005e-06,1.5255617009770348e-11,7.7111573524912779e-14,7.8411459009905322e-16,2.9042002484898702e-15,1.6051961886358183e-11,2.8484939282994388e-11,1.7778156783334551e-11,6.3659834752330966e-13,8.863951477020071e-13,2.915661387436385e-14,1.5753977680284847e-19,2.137743064258567e-13,2.0769915735145373e-16,8.7321267252190859e-10,4.5762877820996768e-14,3.9404789171507408e-14,3.1270104080472401e-18,7.2711617822500175e-18,4.2298822018333371e-14,1.6214388046627055e-21
5.023731084217296e-08,0.5774772720836934,1.5343840199347836e-10,7.6109029408447542e-13,7.0418449690020306e-11,8.1480697715220402e-17,1.190232694977931e-11,0.0,0.0,3.4117274482059661e-06,9.9950106276646283e-09,154.0,0.0,0.99779678396199512,1.0,18.999567456691036,0.00027920406037834714,1.1758736699128631e-09,0.00048279759926420952,0.00090326851572092618,3.7479925235451315e-05,0.00042279644641065689,6.9527994053642171e-10,4.667009212143453e-06,3.6051971521649476e-05,1.1792578208263765e-11,2.9544637691424673e-05,6.0981441130369362e-08,2.3036351694242155e-06,2.3013973187077264e-06,1.3075272435124879e-09,9.2167609636865774e-10,9.1719657216536489e-10,3.3823246414649416e-06,2.1632721331164536e-12,2.1989122949607302e-12,2.2011077225115261e-12,1.6550921421289893e-06,1.7664512926328452e-11,8.195376016214666e-14,9.0535012904737294e-16,3.4881337751523817e-15,1.9523735025761195e-11,3.6806006633964096e-11,2.3087045106841302e-11,8.4452240184634235e-13,1.2264741678530288e-12,4.2899862239479458e-14,2.0899501331382584e-19,2.9482728921886931e-13,3.1651053026716145e-16,9.3481499230816385e-10,5.7390541653593127e-14,4.9482059582591445e-14,3.9215532119672972e-18,9.4728530401000382e-18,5.5158432699092914e-14,2.0361010244791865e-21
5.322774396430629e-08,0.577477188793722,1.6580855514943963e-10,8.722726077021221e-13,8.7831660082262217e-11,1.0502016713854073e-16,1.5758205346100724e-11,0.0,0.0,3.8268138707819063e-06,1.2579491891982182e-08,154.0,0.0,0.99766449731708384,1.0,18.999541514297654,0.0002955815068059369,1.1757315468790712e-09,0.00051110806264118242,0.00095657363496281578,3.9708140324637957e-05,0.00044773381877698547,7.3631000799289138e-10,4.9424332499393478e-06,3.819575161014984e-05,1.2488127846289562e-11,3.3154333852519124e-05,6.4605323383480928e-08,2.5880090553139883e-06,2.5854921528681681e-06,1.4689333635298579e-09,9.8260191050173604e-10,1.0304211305415304e-09,3.881685476050749e-06,2.8856418735228902e-12,2.9424919738548584e-12,2.9456067831760642e-12,1.9666736893496339e-06,2.0295535452721385e-11,8.6790269914332978e-14,1.0375821080635378e-15,4.1451024437889579e-15,2.34635568838909e-11,4.6825176332609313e-11,2.9502637435415362e-11,1.1012329248630305e-12,1.6623683521591904e-12,6.1662279975074247e-14,2.7252350404809904e-19,3.9886187190730094e-13,4.70488013409037e-16,9.9640980054102039e-10,7.1056820443532418e-14,6.1336876240564611e-14,4.8554015154967253e-18,1.2148152774522217e-17,7.0795003124293627e-14,2.5239061932291424e-21
5.621817708643963e-08,0.5774771055802372,1.7826267151215737e-10,9.9175871104924281e-13,1.0818860358344301e-10,1.3338146217255224e-16,2.0539330941504607e-11,0.0,0.0,4.2652583401194788e-06,1.5633464419169756e-08,154.0,0.0,0.99753209208191818,1.0,18.999515554854543,0.0003119319504001222,1.1755892821324871e-09,0.00053936978858155156,0.0010098143743652382,4.1936033557719178e-05,0.00047262813351238485,7.7729041895888765e-10,5.2175239650123354e-06,4.0339273911312659e-05,1.3182476527009332e-11,3.6970324136180807e-05,6.8222998717653119e-08,2.8887803866347601e-06,2.8859674841362789e-06,1.6396456597105357e-09,1.0435213337548324e-09,1.150173994480493e-09,4.4244457586734798e-06,3.7876799449294093e-12,3.8745328145311299e-12,3.8788673543749317e-12,2.314847353521458e-06,2.3157018904797207e-11,9.1620926442480856e-14,1.181220120301282e-15,4.8792931889981457e-15,2.7900508995857158e-11,5.8756290270120239e-11,3.7167233518500284e-11,1.4142184072323805e-12,2.2123814680640497e-12,8.6809919510827618e-14,3.4997843652639715e-19,5.3045985151996069e-13,6.8406248609537869e-16,1.0579964339300303e-09,8.6978538594458287e-14,7.5159348438914265e-14,5.9433719238569469e-18,1.5361760499975764e-17,8.9589321080485562e-14,3.0926769790500235e-21
5.920861020857296e-08,0.5774770224409469,1.9078471122836425e-10,1.119591356587542e-12,1.3177705070095396e-10,1.6718543052137291e-16,2.639809099768213e-11,0.0,0.0,4.7269669428536317e-06,1.9209968588252683e-08,154.0,0.0,0.99739956974039523,1.0,18.999489577736064,0.00032825543002413106,1.1754468774198972e-09,0.00056758130704460594,0.0010629887991014139,4.4163604675562189e-05,0.00049747809614620871,8.1821968416186435e-10,5.492271360241358e-06,4.2482538221303034e-05,1.3875588145232179e-11,4.0992300682429208e-05,7.1834278829686648e-08,3.2059206273794272e-06,3.2027946075390078e-06,1.8196477886980354e-09,1.1044339505608048e-09,1.2764436991993515e-09,5.01215826543704e-06,4.9004460778314444e-12,5.028657166744822e-12,5.0345854912549069e-12,2.701583534370443e-06,2.625726181514002e-11,9.644555419483423e-14,1.3366719845895808e-15,5.6948697504659685e-15,3.2863522404934915e-11,7.2825023016003035e-11,4.6231176473967601e-11,1.7915715729685764e-12,2.8967991310515975e-12,1.1996811957094219e-13,4.4336252880334918e-19,6.9477373312135822e-13,9.7505161275295086e-16,1.1195745657962294e-09,1.0538271574514036e-13,9.1148563766177981e-14,7.2009777389617684e-18,1.9182606964848869e-17,1.1194716947884178e-13,3.7506054913701409e-21
6.219904333070629e-08,0.5774769393735664,2.0336108070224696e-10,1.2558044379863346e-12,1.588931534548673e-10,2.0708894845442254e-16,3.3501491003306715e-11,0.0,0.0,5.2118418592483358e-06,2.3364722352282001e-08,154.0,0.0,0.99726693177698933,1.0,18.999463582321074,0.00034455198450739354,1.1753043344887877e-09,0.00059574115704695259,0.0011160949833436946,4.6390853422188226e-05,0.00052228242020067775,8.5909632125926989e-10,5.7666654850232242e-06,4.4625544338968222e-05,1.4567426818703105e-11,4.5219948170527372e-05,7.543897656923139e-08,3.539400391370791e-06,3.5359439472992307e-06,2.0089229123908676e-09,1.1653395489205997e-09,1.4092184328500099e-09,5.6463687590095119e-06,6.2582402436664299e-12,6.4422288463553637e-12,6.4502114727020796e-12,3.1288412846452213e-06,2.960452548836253e-11,1.0126397843650152e-13,1.5043436744839556e-15,6.5959719174545575e-15,3.8381372323933833e-11,8.9268732911898303e-11,5.6852751185962397e-11,2.2419964305702123e-12,3.7379440414783349e-12,1.6305153815450174e-13,5.5482977442205678e-19,8.9755941724033857e-13,1.3651949039372396e-15,1.1811440337939663e-09,1.2650658893625758e-13,1.0951260686305578e-13,8.6444304740267098e-18,2.3683854810794845e-17,1.3829932977350865e-13,4.5062540527313335e-21
6.518947645283962e-08,0.5774768563758197,2.1598024554204822e-10,1.4004243349136404e-12,1.8984087478656311e-10,2.5378443243152835e-16,4.2031591177162186e-11,0.0,0.0,5.7197814024257229e-06,2.8156090980216225e-08,154.0,0.0,0.99713417967649343,1.0,18.999437567993049,0.00036082165264560075,1.17516165508704e-09,0.00062384788693473591,0.001169131010587006,4.8617779544880042e-05,0.00054703982743052051,8.9991885508754921e-10,6.0406964369440968e-06,4.6768292065952739e-05,1.5257956894787067e-11,4.965294385974468e-05,7.9036905972669659e-08,3.889189447563572e-06,3.8853850611165882e-06,2.2074537003754347e-09,1.2262379956530531e-09,1.5484860382258316e-09,6.3286157208805713e-06,7.8987330642887053e-12,8.1565413581074131e-12,8.1671394017331509e-12,3.5985679570841382e-06,3.3207032569102756e-11,1.0607602527880742e-13,1.6846392479477336e-15,7.5867147825795772e-15,4.4482672867762529e-11,1.0833631367224817e-10,6.9198083097022744e-11,2.7748143719578527e-12,4.7602259321756087e-12,2.1829557143473994e-13,6.8668695172830156e-19,1.1452087184521495e-12,1.8807339585025528e-15,1.2427047335310364e-09,1.5059764232964384e-13,1.304685848772936e-13,1.029064188429131e-17,2.8942900836510283e-17,1.6910159477248866e-13,5.3685562462133187e-21
6.817990957497296e-08,0.5774767734454392,2.2863240585493087e-10,1.5534710414809374e-12,2.2493143998908713e-10,3.0799934999692324e-16,5.218591656102686e-11,0.0,0.0,6.2506800588909224e-06,3.3645055734167993e-08,154.0,0.0,0.99700131492375543,1.0,18.999411534140165,0.00037706447320075856,1.1750188409626204e-09,0.00065190005465226976,0.0012220949739690484,5.0844382794211039e-05,0.00057174904805945093,9.4068581790865226e-10,6.3143543634342532e-06,4.8910781206726652e-05,1.5947142957064734e-11,5.4290957631354962e-05,8.2627882300160643e-08,4.2552567255005331e-06,4.2510866446171195e-06,2.4152223324548546e-09,1.2871291980960701e-09,1.6942340145355923e-09,7.0604300861668065e-06,9.8630919911818557e-12,1.021700447291866e-11,1.0230895227966634e-11,4.1126988560040087e-06,3.70729656235441e-11,1.1088152170835063e-13,1.877960777703232e-15,8.6711880053873851e-15,5.1195871867092409e-11,1.3028804637435508e-10,8.3441037312347983e-11,3.3999693348669921e-12,5.9901863271014574e-12,2.8828916793379528e-13,8.4139490141659043e-19,1.4447817069486201e-12,2.5530396083330512e-15,1.3042565897150074e-09,1.7791364457445512e-13,1.5424265969614868e-13,1.215722652030694e-17,3.5041380018555527e-17,2.0483479174883693e-13,6.3468182417438015e-21
7.11703426971063e-08,0.5774766905801676,2.4130922527075791e-10,1.7149591082675376e-12,2.6448280960391067e-10,3.7049573180887185e-16,6.4177841293174257e-11,0.0,0.0,6.8044285303477853e-06,3.9895181491146935e-08,154.0,0.0,0.99686833900341987,1.0,18.999385480155397,0.00039328048490123757,1.174875893863277e-09,0.00067989622800694051,0.0012749849765871116,5.3070662924041865e-05,0.0005964088210133557,9.8139574965393124e-10,6.5876294634053138e-06,5.1053011568575756e-05,1.6634949831836556e-11,5.9133652031870097e-05,8.6211722069729289e-08,4.637570320928516e-06,4.6330165359777732e-06,2.6322105012771728e-09,1.3480131035033481e-09,1.8464495192471543e-09,7.8433349810872491e-06,1.2196103240895481e-11,1.2673329096415661e-11,1.2691323129088984e-11,4.6731568936829769e-06,4.1210465735114314e-11,1.1568029561575435e-13,2.084708282285008e-15,9.8534550860629213e-15,5.8549245752484553e-11,1.5539545169513947e-10,9.9763117918172531e-11,4.1280320699290405e-12,7.4565383527895191e-12,3.7600901863227436e-13,1.0215695825119443e-18,1.8040388673783118e-12,3.4192869244998249e-15,1.3657995594463185e-09,2.087226934875867e-13,1.8107008665030624e-13,1.426250478105526e-17,4.2065171511783762e-17,2.4600481718705795e-13,7.4507203886975968e-21
7.416077581923963e-08,0.577476607777756,2.5400360290628224e-10,1.8848984353796454e-12,3.0881917266860201e-10,4.4206968522629087e-16,7.8236948315900045e-11,0.0,0.0,7.3809137767706559e-06,4.6972583343569e-08,154.0,0.0,0.99673525339967128,1.0,18.999359405436643,0.00040946972644181868,1.1747328155362357e-09,0.0007078349849303163,0.0013277991318114087,5.5296619691527185e-05,0.00062101789415013888,1.0220471981653671e-09,6.8605119888695484e-06,5.3194982961600556e-05,1.7321342594533523e-11,6.4180682317481052e-05,8.9788243089334716e-08,5.0360975015696111e-06,5.0311417207210238e-06,2.8583994150602783e-09,1.4088896890429294e-09,2.005119369998981e-09,8.6788454631900607e-06,1.494628956656591e-11,1.5579710394041085e-11,1.5602770215319446e-11,5.2818522516283662e-06,4.5627631114794352e-11,1.2047217582410116e-13,2.3052796578164463e-15,1.1137552649434888e-14,6.657089450019796e-11,1.8394114222580274e-10,1.1835336739697529e-10,4.9702035790569093e-12,9.1902019870405691e-12,4.8485506993672488e-13,1.229982923273137e-18,2.2314730722455303e-12,4.5231780639386167e-15,1.4273336245760811e-09,2.4330326751704075e-13,2.1119525920683744e-13,1.66255064305866e-17,5.0104406829604104e-17,2.9314268437096849e-13,8.6903190549344341e-21
7.715120894137296e-08,0.577476525035966,2.66709479903076e-10,2.0632949455906049e-12,3.5827045926113004e-10,5.2355090862879993e-16,9.4609365702394845e-11,0.0,0.0,7.9800190606950947e-06,5.4945892213399833e-08,154.0,0.0,0.9966020595959767,1.0,18.999333309386802,0.00042563223648373348,1.1745896077278971e-09,0.00073571491373539393,0.0013805355635948416,5.7522252857132526e-05,0.00064557502448615639,1.0626387194340406e-09,7.1329922465406689e-06,5.5336695198725538e-05,1.8006286576032874e-11,6.9431696499678671e-05,9.3357264490070153e-08,5.4508047130404238e-06,5.4454283366725127e-06,3.0937698004094533e-09,1.4697589413723658e-09,2.1702300465766269e-09,9.5684682644069934e-06,1.8166023944805332e-11,1.8995009140176544e-11,1.9024269522975415e-11,5.9406820468133744e-06,5.0332515726448277e-11,1.2525699211704396e-13,2.5400706105297672e-15,1.2527489739465014e-14,7.5288736644733895e-11,2.1621867471408202e-10,1.394082660333891e-10,5.9383177854701218e-12,1.1224335094102373e-11,6.1868730627233057e-13,1.4695634819485656e-18,2.7363413667418343e-12,5.9157127764289177e-15,1.4888587736158406e-09,2.8194428371553774e-13,2.448717594039177e-13,1.9265974559541181e-17,5.9253480304613601e-17,3.4680458441883958e-13,1.0076048702100236e-20
