Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297)
2.0919880744781073e-16,0.5774786805301765,7.7253054630333875e-20,2.1351623494627431e-30,2.1351442193431757e-30,2.6384053897043725e-47,4.1200726544267894e-39,0.0,0.0,2.0685431985108183e-19,1.6963031477927892e-32,154.0,0.0,0.99999999999089828,1.0,19.0,1.1788123082306232e-12,3.1378378277937841e-13,3.8045471257222857e-12,3.8045467649652193e-12,2.7745867250599427e-17,1.5944104964494661e-18,1.0779604397638252e-18,1.1613197641409399e-18,2.6683445571892622e-17,1.5905177160177996e-26,6.9029975080304368e-22,1.0319710589131804e-22,1.8682912536579629e-29,1.8682907312318149e-29,4.5607212659595556e-36,1.7975070003651743e-29,6.6354020937681297e-37,4.8966086294807071e-23,1.5930885880651329e-66,1.5346207435877484e-66,1.5346207436071344e-66,1.8288543292331477e-31,6.5970470993872032e-35,1.3206241952573876e-26,6.4838912711711043e-32,2.4317311541501609e-36,5.1185775768072199e-40,1.4868053124400775e-47,1.1258442139794213e-54,1.3669681172225599e-56,3.5752495911971705e-64,1.1388786504193007e-67,3.0562406108098833e-65,1.2521972901464735e-57,1.130371788936126e-66,1.8690761074588679e-29,4.3639143625487938e-32,1.5675900697821649e-38,3.9294311350129871e-40,7.1342195062042913e-40,2.7907016185106513e-42,2.6594358831200951e-46
4.1840896527310766e-16,0.5774786805301766,1.5451031407325993e-19,8.5409759059406037e-30,8.5409250257617902e-30,2.1117779190440167e-46,3.2962148217514877e-38,0.0,0.0,4.1391570953500415e-19,6.7882546924370014e-32,154.0,0.0,0.99999999998179601,1.0,19.0,2.3576885744112431e-12,6.2747317170264479e-13,7.6092974831496121e-12,7.6092965577887047e-12,1.1097109563133253e-16,6.3778965812784329e-18,3.2264735769886219e-18,4.6452310260833261e-18,1.0672188270744196e-16,9.4644687720269873e-26,2.7613102775587428e-21,4.1280499742842837e-22,1.4947032041096625e-28,1.4947023684984059e-28,7.2944865837611306e-35,1.437869586731104e-28,1.0616259805568997e-35,1.9587224372330616e-22,2.0393985336748238e-64,1.9645506972038744e-64,1.9645506972535094e-64,1.4631536749610272e-30,5.2778851675121695e-34,6.4500169957632207e-26,5.1090100454838974e-31,1.9450665985503432e-35,8.1884673198964007e-39,4.7570699956786441e-46,7.2043489690474334e-53,8.7473168115132912e-55,4.575655859385333e-62,1.45755511321186e-65,3.8765336572037428e-63,8.0128912806118983e-56,7.23545036974448e-65,1.4951194559904812e-28,1.7456354792426438e-31,1.2541302301823321e-37,3.1433053693914299e-39,5.6852999224024183e-39,4.4460158449156552e-41,3.0261405810153201e-45
8.368292809237015e-16,0.5774786805301764,3.0902487297635375e-19,3.4164618821018919e-29,3.4164400105458074e-29,1.690947847232131e-45,2.6370348046939239e-37,0.0,0.0,8.2862604413234454e-19,2.7175699758175154e-31,154.0,0.0,0.99999999996359157,1.0,19.0,4.7154411062301452e-12,1.2545178879726495e-12,1.52187886296166e-11,1.5218788208659584e-11,4.4375835233758107e-16,2.5512066112830861e-17,8.4913501170362581e-18,1.8579408382369605e-17,4.2676632648597689e-16,4.9823346719677269e-25,1.1045458580802065e-20,1.6512517981287911e-21,1.1957897388798662e-27,1.1957884028685881e-27,1.166176348715953e-33,1.149996250481888e-27,1.6983492981747234e-34,7.8350442337351864e-22,2.6105474058784147e-62,2.5147378742967849e-62,2.514737874423857e-62,1.1705519351535762e-29,4.222403866058261e-33,2.8891490857538669e-25,3.9672746132599465e-30,1.5554335197698315e-34,1.3096529265461713e-37,1.5216902321712634e-44,4.6090658332318997e-51,5.5961981776940393e-53,5.8546689655463432e-60,1.8649838206880514e-63,4.8731889526768598e-61,5.1263413269536452e-54,4.6308933977964796e-63,1.195784222807142e-27,6.98267451010756e-31,1.0033259506556406e-36,2.5140824569022112e-38,4.5129964625271297e-38,7.058369307756931e-40,3.0617346404143126e-44
1.2552495965742953e-15,0.5774786805301765,4.6353947189664695e-19,7.260033193791079e-29,7.2599791883617916e-29,5.0225306523615352e-45,7.5403179469707208e-37,0.0,0.0,1.2439239333849199e-18,5.7781231113593066e-31,154.0,0.0,0.99999999994538713,1.0,19.0,7.0731936375067097e-12,1.8812287205445263e-12,2.2828270207721605e-11,2.2828272526313286e-11,9.4279383931399707e-16,5.4213407307272745e-17,1.4123759191812147e-17,3.947869938285188e-17,9.0669316153419441e-16,1.1614974557430503e-24,2.3471730141889449e-20,3.5089284440378675e-21,3.4192301452280715e-27,3.4192252295611726e-27,4.2906103162442879e-33,3.2877540758525241e-27,6.2505658296478183e-34,1.6649561884998846e-21,1.3469479097540814e-61,1.2975136622767375e-61,1.2975136623547534e-61,3.3470701020251212e-29,1.207350254691561e-32,6.355698703254368e-25,1.1153286758303181e-29,4.4465166712493509e-34,4.8194730158702146e-37,6.9463937019364739e-44,2.5320206577726402e-50,3.074308456509376e-52,3.7766313053919222e-59,1.2030333190514365e-62,3.1268689251669056e-60,2.8161895794669417e-53,2.2980860543215371e-62,3.4186584938081291e-27,1.4838258755479438e-30,2.8688993483647694e-36,7.1877279180791242e-38,1.2846865140070472e-37,2.5884127067256207e-39,9.3671266209031958e-44
1.6736699122248892e-15,0.5774786805301765,6.1805411083409796e-19,1.2384816965616659e-28,1.2384710359184867e-28,1.0949626503106359e-44,1.5904769136272427e-36,0.0,0.0,1.6598093767255237e-18,9.8619393307600994e-31,154.0,0.0,0.99999999992718269,1.0,19.0,9.4309461682409353e-12,2.5076058472019611e-12,3.043774221749031e-11,3.0437749739957958e-11,1.6079890340468281e-15,9.2481894474542763e-17,1.9895733417282901e-17,6.734186326951563e-17,1.546417254969359e-15,2.0891273283643882e-24,4.0040121093699506e-20,5.9858337627410662e-21,7.212167181711616e-27,7.2121547185303866e-27,1.0878017023883269e-32,6.9338227003450851e-27,1.5851642046576049e-33,2.8402272669041322e-21,7.3481316793938424e-61,7.0784483778631748e-61,7.0784483782974759e-61,7.0599715846954896e-29,2.5466586126193204e-32,1.1045053448455454e-24,2.3170071850580634e-29,9.3769609972554969e-34,1.222109713429654e-36,2.0702217899790758e-43,8.7045258691370305e-50,1.0568791600523485e-51,1.4747147741128966e-58,4.6976616043014944e-62,1.215037142367479e-59,9.681436348913616e-53,9.7218379345571977e-62,7.2098980966331823e-27,2.5312382563919983e-30,6.0513538226821082e-36,1.5159099220976603e-37,2.6988467687610464e-37,6.5431492248992594e-39,2.056915513674095e-43
2.510510543526077e-15,0.5774786805301764,9.2708348262669386e-19,2.564132858653626e-28,2.5641052870551499e-28,3.1818037848128361e-44,4.3441012298141688e-36,0.0,0.0,2.4929592151284045e-18,2.0435626683528063e-30,154.0,0.0,0.99999999989077382,1.0,19.0,1.4146451228436557e-11,3.7595774642879644e-12,4.5656663780807943e-11,4.5656687723129752e-11,3.3280716687973379e-15,1.9147229498271755e-16,3.1542523766672518e-17,1.394081266017074e-16,3.2006359156944641e-15,4.569001626470156e-24,8.2898191775541704e-20,1.2392932546368886e-20,1.9698716100627548e-26,1.9698672540040039e-26,3.8017879077445312e-32,1.8933818855116469e-26,5.5427084335773636e-33,5.8803445287644677e-21,1.0205355010206786e-59,9.8308089461083395e-60,9.8308089467944122e-60,1.9283092536378425e-28,6.9557325183590843e-32,2.3293148755850159e-24,6.172171592787629e-29,2.5602101240944477e-33,4.272511683296279e-36,9.0594849342269265e-43,4.6804303478281434e-49,5.6828479209189866e-51,9.5902193339387316e-58,3.0549548229438136e-61,7.8333952492325362e-59,5.2057165392167425e-52,8.7569089911337994e-61,1.9687683155054072e-26,5.2406164789170652e-30,1.6528153182490107e-35,4.1395468848763291e-37,7.322102961079755e-37,2.2755506175058073e-38,5.8664566540566837e-43
3.3473511748272647e-15,0.5774786805301765,1.2361130015763162e-18,4.360936056671942e-28,4.3608797970762796e-28,6.9646398819792928e-44,9.0893321948116519e-36,0.0,0.0,3.3282696947843604e-18,3.4784314358630772e-30,154.0,0.0,0.99999999985436494,1.0,19.0,1.886195628663781e-11,5.0103234012020315e-12,6.0875550158153783e-11,6.0875600036439898e-11,5.6584481291801106e-15,3.2564429004418372e-16,4.3258734762342617e-17,2.3707273117274555e-16,5.4417795383375758e-15,8.0291341957075995e-24,1.4098828114095069e-19,2.1077146272752073e-20,4.1216354579635556e-26,4.121624578266336e-26,9.4948683331554429e-32,3.9607303768821118e-26,1.3848288858210794e-32,1.0000937967088681e-20,4.6912658106006114e-59,4.5190919743536119e-59,4.5190919747093736e-59,4.0346864835237257e-28,1.4553737532013126e-31,4.0036502492211688e-24,1.2633085777905882e-28,5.3550874668699183e-33,1.0673225039481626e-35,2.638982993493167e-42,1.5596414171291288e-48,1.8936731929410692e-50,3.5999643329192533e-57,1.1467682402462888e-60,2.9228883114982852e-58,1.7346806327322627e-51,3.4541580365304419e-60,4.1184298447372055e-26,8.912920427378884e-30,3.4582443502803781e-35,8.6596875214762202e-37,1.5229560776712212e-36,5.6601735954380878e-38,1.2601439949267081e-42
4.1841918061284524e-15,0.5774786805301764,1.54514267819391e-18,6.6625486435896552e-28,6.6624476576229204e-28,1.3078889478536613e-43,1.6546807042850654e-35,0.0,0.0,4.1658951434486514e-18,5.3187369064862402e-30,154.0,0.0,0.99999999981795606,1.0,19.0,2.3577461342702239e-11,6.259757295574713e-12,7.6094398836415798e-11,7.6094484922528619e-11,8.6421201884307617e-15,4.9751067901387175e-16,5.4981410954434749e-17,3.6215584227229092e-16,8.3112033079928878e-15,1.2540568179504941e-23,2.1539836517630024e-19,3.2201118172687802e-20,7.5032845123462847e-26,7.5032614404476116e-26,2.0134142691290171e-31,7.2087657457785426e-26,2.9377559806154136e-32,1.527918266206881e-20,1.7320249920713685e-58,1.668458058013622e-58,1.6684580581563473e-58,7.3450224015023536e-28,2.6494540198743657e-31,6.1594746549421404e-24,2.2494810395770342e-28,9.7455268676947358e-33,2.2638765291276097e-35,6.4060315420410064e-42,4.2692517270833876e-48,5.1836068990656756e-50,1.0979063281838404e-56,3.4973914508320138e-60,8.8600011737996563e-58,4.7483921033016699e-51,1.089076619097334e-59,7.4957881847789385e-26,1.3616926765044707e-29,6.2956010801456609e-35,1.5761604304062991e-36,2.7558340334594453e-36,1.195361747213928e-37,2.3376264392490581e-42
5.857873068730828e-15,0.5774786805301764,2.1632025143349729e-18,1.28119358180488e-27,1.2811673078798214e-27,3.587117117333212e-43,4.3688550463708874e-35,0.0,0.0,5.848236335216203e-18,1.0247714236785783e-29,154.0,0.0,0.99999999974513853,1.0,19.0,3.300847144828641e-11,8.7546145669455592e-12,1.0653198072881466e-10,1.0653217077615444e-10,1.6606391439315828e-14,9.5669321794479684e-16,7.8416766571148347e-17,6.9624372232468855e-16,1.5970513306405392e-14,2.4783702035396173e-23,4.142034729342148e-19,6.1921534814764118e-20,1.9810880788142134e-25,1.981079638615481e-25,7.3642688328915864e-31,1.902176101028115e-25,1.0759298990311606e-31,2.9381330639345861e-20,2.1233213236960151e-57,2.0453934554916853e-57,2.045393455785025e-57,1.9393185473925213e-27,6.9953394975648766e-31,1.1944851548021095e-23,5.6085963052740077e-28,2.5707940500682044e-32,8.2873750434514325e-35,3.3114323173956429e-41,3.1864987457348708e-47,3.8689593321429453e-49,1.214129476077254e-55,3.8676794493233532e-59,9.4785677099203791e-57,3.5441227614445882e-50,8.9751222038279401e-59,1.9779126702473625e-25,2.6184826787675855e-29,1.6622208664609347e-34,4.1593408856881717e-36,7.1592065582456424e-36,4.3151992604646833e-37,6.3435595820258464e-42
7.531554331333203e-15,0.5774786805301765,2.7812629908451705e-18,2.1011676374918061e-27,2.101113511242293e-27,7.5780222584951755e-43,9.0577429259874784e-35,0.0,0.0,7.5399797863659117e-18,1.6838062643286662e-29,154.0,0.0,0.99999999967232112,1.0,19.0,4.2439481545191803e-11,1.1244160799231954e-11,1.3696940950784442e-10,1.3696974538959811e-10,2.7215148939200713e-14,1.5689700779424911e-15,1.0184708219705367e-16,1.141567687254836e-15,2.6173049085317772e-14,4.1297007734049813e-23,6.7929234711985023e-19,1.0155098424246842e-19,4.1072882142191068e-25,4.1072663248205453e-25,1.909637149811463e-30,3.9415303450364076e-25,2.7930270637582506e-31,4.8185287004787897e-20,1.0585071346383507e-56,1.019658939525859e-56,1.0196589397013564e-56,4.0207195951302542e-27,1.4503079574438366e-30,1.9683617732702923e-23,1.1055575981552637e-27,5.3255683836429123e-32,2.15050486135757e-34,1.0656544543419683e-40,1.2579201178976474e-46,1.5273323544767215e-48,5.8099407921752187e-55,1.8508028715020282e-58,4.4515673647156694e-56,1.3990981869010956e-49,3.6906873787690329e-58,4.0984653243181402e-25,4.2942960544274913e-29,3.4461911901755607e-34,8.6192533372084549e-36,1.4628387537397837e-35,1.1070644947534762e-36,1.3357187301389843e-41
1.0878916856537954e-14,0.5774786805301765,4.0173858646897171e-18,4.3561532885534304e-27,4.3559915372665197e-27,2.3225177197909221e-42,2.7215950970767105e-34,0.0,0.0,1.0951669317495736e-17,3.5050205083408198e-29,154.0,0.0,0.9999999995266865,1.0,18.999999999999996,6.1301501712969968e-11,1.6207380607638695e-11,1.978438077988254e-10,1.9784456133822842e-10,5.6336017744565287e-14,3.2527337407600782e-15,1.4870571925583947e-16,2.3654684603205627e-15,5.4178845796793857e-14,8.7131876818072422e-23,1.4082922032805541e-18,2.1053241701694598e-19,1.2341172930008614e-24,1.2341076215865472e-24,8.4343178539264984e-30,1.1827892949305575e-24,1.2370964603233892e-30,9.9896554754706003e-20,1.6119259560293571e-55,1.5527667855845482e-55,1.5527667860247338e-55,1.2081259569972491e-26,4.3577427415894118e-30,4.1013320529359284e-23,2.9790622262086426e-27,1.5971176138112346e-31,9.5154522155430771e-34,7.1117257807388184e-40,1.2971819356353945e-45,1.5750039074442717e-47,9.4903076720025599e-54,3.0232858066429216e-57,6.7997087798663018e-55,1.4427678102839704e-48,3.6876240231890411e-57,1.229882928541273e-24,8.9027978022850057e-29,1.0354731757188787e-33,2.5869322603409773e-35,4.2508846643467473e-35,4.7579247899786009e-36,4.08790330172999e-41
1.4226279381742705e-14,0.5774786805301765,5.2535112996194057e-18,7.4312075601605584e-27,7.4308514921203075e-27,5.1751419992035959e-42,6.003502200586826e-34,0.0,0.0,1.4400962161959574e-17,6.0020601378350145e-29,154.0,0.0,0.99999999938105255,1.0,18.999999999999993,8.0163521846037934e-11,2.1149496837419182e-11,2.5871759374246901e-10,2.5871893333555531e-10,9.5964834727136871e-14,5.5487685604426077e-15,1.9556377597113962e-16,4.0332845733987487e-15,9.2290229071867368e-14,1.5004415258170274e-22,2.4023869142618754e-18,3.5914349484737225e-19,2.7222978974402336e-24,2.722270711581262e-24,2.370185008425959e-29,2.6061870089760382e-24,3.4840088872054259e-30,1.7041220504518881e-19,8.8721072977812989e-55,8.5464927955670471e-55,8.5464927984423802e-55,2.6650030564656282e-26,9.6126003558850805e-30,7.0138510382946297e-23,6.0092697638963488e-27,3.5172356126978862e-31,2.6777353943413804e-33,2.5201747052876247e-39,5.6951383842573961e-45,6.9148883999554022e-47,5.0741281489313929e-53,1.6164623076486384e-56,3.5155290107680219e-54,6.3343212057465689e-48,1.6587078206510246e-56,2.7099542656979035e-24,1.5187113789969727e-28,2.2841074925469219e-33,5.7009335570951017e-35,9.1142769109217455e-35,1.309677722745561e-35,9.1017377083870862e-41
2.0921004432152206e-14,0.5774786805301764,7.7257698525078677e-18,1.6041627688561312e-26,1.6040487337926629e-26,1.6840145942116678e-41,1.9258488063196032e-33,0.0,0.0,2.1412354541797851e-17,1.3062139554228645e-28,154.0,0.0,0.99999999908978587,1.0,18.999999999999982,1.1788756200804505e-10,3.0970882524262403e-11,3.8046332868449227e-10,3.8046634876439431e-10,2.0651529548307932e-13,1.197755492908594e-14,2.8927929484108571e-16,8.6973735804287677e-15,1.9860758351259579e-13,3.2709821230488932e-22,5.1858384938574339e-18,7.7524962257846132e-19,8.7327000508205313e-24,8.7325688462076462e-24,1.1430565383739879e-28,8.3383779732649311e-24,1.6898959048751906e-29,3.6785506887444458e-19,1.5913721107147413e-53,1.5329673087980292e-53,1.5329673096593453e-53,8.5491878540865805e-26,3.083571344026682e-29,1.5171758974845321e-22,1.608225498583664e-26,1.123897960555106e-30,1.2961435102354546e-32,1.8886400172278549e-38,6.7616448205256788e-44,8.2098226021508679e-46,9.7646185955047943e-52,3.1108605339355442e-55,5.9946982207397948e-53,7.5205398792098983e-47,1.8871236237940804e-55,8.6703765376869287e-24,3.2782961917159846e-28,7.3269939493735773e-33,1.8246097310147058e-34,2.7426012334504891e-34,5.9953859334386239e-35,2.9503631496192537e-40
2.6946256977520758e-14,0.5774786805301764,9.9508113086789752e-18,2.6595873934039911e-26,2.6593470835875727e-26,3.5820323256147838e-41,4.060623969580051e-33,0.0,0.0,2.7851206168771101e-17,2.180156092075285e-28,154.0,0.0,0.99999999882764756,1.0,18.999999999999968,1.5183919803514453e-10,3.9738843292953595e-11,4.9003239606756522e-10,4.9003751063159228e-10,3.4150579271892878e-13,1.9857266881629799e-14,3.7362212740777132e-16,1.4406948602467329e-14,3.2842913688248923e-13,5.4484703766174876e-22,8.5975361188373903e-18,1.2852704587462013e-18,1.8412626157078996e-23,1.8412281913326433e-23,2.9976553241806258e-28,1.7547457487741403e-23,4.4478220147332572e-29,6.0986228947311939e-19,7.9867429999577131e-53,7.6936223058174433e-53,7.6936223106568074e-53,1.8026148860206777e-25,6.5016166197399056e-29,2.5168877237246068e-22,2.9929062297823373e-26,2.3629565239967296e-30,3.4070262578509954e-32,6.0776073132264998e-38,2.6041770347711853e-43,3.1619293088979652e-45,4.3982440420899259e-51,1.4012583179569935e-54,2.5867845589529581e-52,2.8964601077292942e-46,7.6798212322271299e-55,1.8246122073943492e-23,5.435013695551321e-28,1.5448644622617581e-32,3.8407070766658364e-34,5.5221355460385805e-34,1.522216777119187e-34,6.2494353013929023e-40
3.297150952288931e-14,0.5774786805301764,1.217586106230297e-17,3.9807535310349287e-26,3.9803176785699958e-26,6.5508927349012018e-41,7.3668958381697144e-33,0.0,0.0,3.441188595343846e-17,3.2847750839161963e-28,154.0,0.0,0.99999999856551081,1.0,18.99999999999995,1.8579083394978503e-10,4.8439826783067716e-11,5.9959947968560585e-10,5.9960724402638008e-10,5.0984578883277395e-13,2.9720497055493535e-14,4.5796385769476763e-16,2.1544878740378361e-14,4.9032319785563807e-13,8.17919949279469e-22,1.2868096250285816e-17,1.9236797337401857e-18,3.3404433356811168e-23,3.340368764905674e-23,6.4904984111243398e-28,3.1773999014677558e-23,9.6657913315973894e-29,9.1279254594779841e-19,2.8924774645327308e-52,2.7863209398488596e-52,2.7863209418791388e-52,3.2704109989122591e-25,1.1795324584268284e-28,3.7674294451039228e-22,4.8517973806990113e-26,4.2747654151703229e-30,7.3942144527137233e-32,1.5649473059926798e-37,7.8729635955831512e-43,9.5591693702300747e-45,1.5461160292565807e-50,4.925936573873408e-54,8.6591188326551964e-52,8.7566041839264073e-46,2.3861301953180967e-54,3.3039103258583911e-23,8.1346408889075462e-28,2.8026968518860278e-32,6.9562760182773339e-34,9.5829849616845536e-34,3.1928866790715585e-34,1.1371492717060513e-39
3.899676206825786e-14,0.5774786805301764,1.4400919113263432e-17,5.5676765527555341e-26,5.5669613415381898e-26,1.0833030583840029e-40,1.2090740387936636e-32,0.0,0.0,4.1094392260363018e-17,4.6242104617659713e-28,154.0,0.0,0.9999999983033756,1.0,18.999999999999929,2.1974246975196677e-10,5.7074320325102307e-11,7.0916457961236651e-10,7.0917555243414517e-10,7.1129263095894077e-13,4.1567171701940321e-14,5.4230448867122606e-16,3.0107678605158745e-14,6.8405640502957746e-13,1.1463148901454701e-21,1.7997507927846035e-17,2.6904740675066333e-18,5.4823804951879644e-23,5.4822388388021793e-23,1.2323884796815089e-27,5.2050702496251352e-23,1.8417537818344963e-28,1.2766450667198391e-18,8.7534337406431571e-52,8.4321748838641996e-52,8.4321748906470676e-52,5.3675776536924192e-25,1.9358652527820384e-28,5.2681890011141983e-22,7.1932077867636584e-26,6.9964264575518736e-30,1.4071384969983841e-31,3.4277440422918092e-37,1.9657556897613367e-42,2.3867761960569617e-44,4.3618877402014519e-50,1.3897394272053346e-53,2.3397155992098213e-51,2.1863889092347225e-45,6.2066184321869728e-54,5.4123137580221553e-23,1.1377161735714687e-27,4.5997965506285398e-32,1.1398211819383869e-33,1.5076729578584551e-33,5.8850902128200603e-34,1.870168366415822e-39
4.5022014613626415e-14,0.5774786805301763,1.6625985461441053e-17,7.4203725336649631e-26,7.4192789862371327e-26,1.6687133222801553e-40,1.8488615243467045e-32,0.0,0.0,4.7898723412823464e-17,6.2027770995988581e-28,154.0,0.0,0.99999999804124196,1.0,18.999999999999904,2.536941054416897e-10,6.5642828155422335e-11,8.1872769592428737e-10,8.1874243947827353e-10,9.4559524841837797e-13,5.5397214383741601e-14,6.2664402665823604e-16,4.0091724805410906e-14,9.0938730151642652e-13,1.5300297282334712e-21,2.3985759937228192e-17,3.5856499646917321e-18,8.3833459887262152e-23,8.3831004037279828e-23,2.135594104131637e-27,7.9446122478502944e-23,3.2025587819185448e-28,1.7014190624955396e-18,2.2847326565771567e-51,2.2008809311807769e-51,2.2008809331155315e-51,8.2080026935718996e-25,2.9602167062116922e-28,7.0185300969893632e-22,1.0019966006261436e-25,1.0669306722101272e-29,2.4437857492753041e-31,6.7215779015453407e-37,4.3168883462017023e-42,5.2414712567877005e-44,1.06465466862171e-49,3.392196320095257e-53,5.4858737360357331e-51,4.8014131394012554e-45,1.4168207085242755e-53,8.2609324666576274e-23,1.5162559657392536e-27,7.0337074028891336e-32,1.7401507158515472e-33,2.2132974594001528e-33,9.9119997308046483e-34,2.8641384720900832e-39
5.707251970436351e-14,0.577478680530176,2.1076143049025321e-17,1.1923141180746452e-25,1.1920939631073624e-25,3.4076357931182865e-40,3.7226657599020418e-32,0.0,0.0,6.1872854308751916e-17,1.0092790638890036e-27,154.0,0.0,0.9999999975169791,1.0,18.999999999999847,3.2159737648375946e-10,8.2583676498352282e-11,1.0378479779768918e-09,1.0378719624291961e-09,1.5118766187970151e-12,8.9007130585901954e-14,7.953198311366471e-16,6.4310602633147233e-14,1.4539850966212367e-12,2.4634114741658557e-21,3.8538745281813074e-17,5.7611339718205061e-18,1.6879541803577562e-22,1.6878934601027562e-22,5.275575339914795e-27,1.5938607597767906e-22,7.9645016009917523e-28,2.7337286873771943e-18,1.1504466904784746e-50,1.1082242809444637e-50,1.1082242820946096e-50,1.6527319849968463e-24,5.9602859228339834e-28,1.1265682162459182e-21,1.7127947350051074e-25,2.1367902117327401e-29,6.0627822603150951e-31,2.0413180989627516e-36,1.5883837840297148e-41,1.9285828911265605e-43,4.7026496361661735e-49,1.4984704614512953e-52,2.2438189654830708e-50,1.7666661084276794e-44,5.6196948347250295e-53,1.6573213989993518e-22,2.4361927610514255e-27,1.4161935002483046e-31,3.4927482428297598e-33,4.1278823565642737e-33,2.3211627208240968e-33,5.7789395093248902e-39
6.912302479510062e-14,0.5774786805301758,2.5526333824116076e-17,1.7489188217583243e-25,1.7485307198838181e-25,6.0903012425669953e-40,6.5630650030542023e-32,0.0,0.0,7.6334265404392542e-17,1.4989313574991015e-27,154.0,0.0,0.99999999699272224,1.0,18.999999999999776,3.895006470759947e-10,9.9266338173897537e-11,1.2569603264521723e-09,1.256995841682346e-09,2.2067149586913244e-12,1.3054963693614649e-13,9.6399129021437224e-16,9.4172709016244882e-14,2.122217264713681e-12,3.6180482085992257e-21,5.6526964042727e-17,8.4501039589574998e-18,2.9758224316185175e-22,2.9756960742524664e-22,1.096914771773613e-26,2.7999932326268026e-22,1.6665888874294324e-27,4.0097152107918175e-18,4.0856122521035637e-50,3.9356667024638742e-50,3.9356667070608291e-50,2.9138712098510474e-24,1.0507847938154644e-27,1.6503827581793495e-21,2.6171197188114031e-25,3.7474048049180936e-29,1.2657244964208573e-30,5.0085481926812375e-36,4.5208807055392231e-41,5.4891654944156804e-43,1.5332602685864094e-48,4.885925319701431e-52,6.8811800581012554e-50,5.0283182072538414e-44,1.6869594315555549e-52,2.911476801874719e-22,3.5732613164015418e-27,2.4966868373939976e-31,6.1386516262309135e-33,6.770113156044588e-33,4.5946301206397461e-33,1.0202298932488784e-38
8.117352988583772e-14,0.5774786805301755,2.9976557785727188e-17,2.4118649594129263e-25,2.4112389740773488e-25,9.9572611845766487e-40,1.0586439979869544e-31,0.0,0.0,9.1282942776802098e-17,2.0928776443926842e-27,154.0,0.0,0.99999999646847126,1.0,18.999999999999691,4.5740391721839595e-10,1.156949416698485e-10,1.4760647419924264e-09,1.4761141075017182e-09,3.0280546007496515e-12,1.8002409116715137e-13,1.1326584281590795e-15,1.2964777994453912e-13,2.9121068523592685e-12,4.9939220174712874e-21,7.7950323639694559e-17,1.1652530604209452e-17,4.8000294550488736e-22,4.7997947174606255e-22,2.0360677392064328e-26,4.5003490533099512e-22,3.1130814327246367e-27,5.5293721178319637e-18,1.1968044254755711e-49,1.1528806624717313e-49,1.1528806639658724e-49,4.7003363028314682e-24,1.6949270148503948e-27,2.2727651767316163e-21,3.7138309695369789e-25,6.0128453637675922e-29,2.3588754753495258e-30,1.0723989751080007e-35,1.0997796470460313e-40,1.3353323163420291e-42,4.1935818332821531e-48,1.3364132389396823e-51,1.7781162241555966e-49,1.2232241392902518e-43,4.2755807054865279e-52,4.67953333089131e-22,4.9274477802470446e-27,4.0271336958120617e-31,9.8710193285084613e-33,1.0187497040881223e-32,8.1370501062883697e-33,1.6472797268991903e-38
9.322403497657482e-14,0.5774786805301751,3.4426814932896915e-17,3.1811658884711653e-25,3.1802195204029112e-25,1.5257413947160838e-39,1.6005350503190367e-31,0.0,0.0,1.0671887280604981e-16,2.7946980244588935e-27,154.0,0.0,0.99999999594422606,1.0,18.999999999999591,5.253071869109635e-10,1.318734692803994e-10,1.6951612252282627e-09,1.6952267894364629e-09,3.9739126707150521e-12,2.3742986269893714e-13,1.3013212663413481e-15,1.7070626625667849e-13,3.8217469118851336e-12,6.5910153127185126e-21,1.0280873380045537e-16,1.5368385124387682e-17,7.2569262149571016e-22,7.2565245451425274e-22,3.4810338578185784e-26,6.7793204605968021e-22,5.3566428792093222e-27,7.2926930562068711e-18,3.0732304691042348e-49,2.9604402616771828e-49,2.9604402659305899e-49,7.1065636456877469e-24,2.5624780304811948e-27,2.993196566417599e-21,5.0017028951265002e-25,9.0421631993082128e-29,4.0494173525183545e-30,2.0852209183294081e-35,2.4022343657338288e-40,2.9167518026681217e-42,1.0207328807282318e-47,3.2530780988599417e-51,4.0919199391676476e-49,2.6718767535086822e-43,9.6348667029461837e-52,7.049243327875497e-22,6.4987385924318881e-27,6.0883536094296547e-31,1.4876614385081689e-32,1.4404715351083156e-32,1.3289875166764771e-32,2.4922993357751701e-38
