Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368)
5.04013575563496e-08,0.3873333855277532,1.8139587995900268e-13,5.7307240013380878e-16,1.7630414279739741e-10,4.9037696253940419e-21,5.7180641907502194e-11,0.0,0.0,1.2641198840551265e-07,4.668498694387293e-11,154.0,0.0,0.9997670838411592,1.0,18.999912226042003,2.7100921199042948e-05,1.2179109635287864e-11,1.5824657438895929e-05,9.9983238319381382e-05,3.3704286745731963e-07,8.5918997227848665e-05,2.4556865459674388e-10,1.6853459244137569e-06,2.2836873513343931e-07,4.7937684923513836e-12,1.6436196524202871e-06,3.8806900545834693e-10,4.7250093096782082e-09,4.7125284990423027e-09,7.0312604573218428e-12,1.6405918048791949e-12,5.447192357499331e-12,1.4569436183886678e-07,1.4175709329927042e-17,1.3995294018276395e-17,1.3995988113414512e-17,4.259223684211756e-08,1.5125104196117864e-13,5.5483491450535922e-14,2.5534652268284237e-17,8.1525761066509039e-18,2.156231132497601e-14,9.1092897195170927e-15,3.1097705704952444e-14,2.4880579177801873e-17,8.214318376116753e-17,7.1499160856684538e-18,3.5739546780618105e-24,1.0783364327400425e-16,3.2691202731372221e-18,2.3829302250411962e-12,1.4156576680823273e-16,7.1055949900099813e-16,2.1678345540189505e-21,3.1678849964426944e-21,3.0221334281966122e-17,6.0425832001798692e-23,3.3506813108465365e-23,9.5377070824511927e-18,4.4711774591203157e-23,1.2192072723612164e-19,1.5045795172258854e-23,1.591441998473985e-27,1.1364511801187333e-22,3.4826382670610394e-21,1.234328207931621e-21,5.6463801518942253e-22,2.2702007248665539e-15,1.5986580447280436e-21,2.4761209362080781e-22,1.5134410795001233e-20,3.1483767746433235e-23,2.0723130991484895e-25,2.3680363038385108e-22,7.950094895421054e-24,2.5360463367614466e-26,5.6883404544312816e-23,1.6836720439399949e-21,1.7332195342201618e-26,3.4132800300566132e-26,6.4738477911202787e-26,1.878641060521622e-21,6.7540241082042704e-11,9.2521660675124133e-16,3.5817809746056409e-16,2.3342265302188705e-10,8.6448670655967816e-27
5.401350456790154e-08,0.38733337157537173,1.9651242750570986e-13,6.6508991333340062e-16,2.0175202450683469e-10,6.5553278283200853e-21,7.0830376874514045e-11,0.0,0.0,1.4510128533397974e-07,6.1461105137171372e-11,154.0,0.0,0.99975028106090169,1.0,18.999905902803263,2.9034181081535885e-05,1.2178913206398428e-11,1.6930762176091794e-05,0.00010713211375335816,3.6119525292968411e-07,9.2093205573736813e-05,2.6312691701692391e-10,1.8058610361017855e-06,2.447337359404405e-07,5.1382525656324895e-12,1.8874543390229794e-06,4.1630512723799286e-10,5.4377895434279908e-09,5.4234254871711417e-09,8.0919516308703855e-12,1.8156309701564578e-12,6.2689570503527702e-12,1.7060824800835419e-07,2.0135151110974414e-17,1.9884374185373755e-17,1.9885432025369829e-17,5.2339012247415128e-08,1.7760383460758753e-13,5.9450985078324606e-14,2.9732082844190378e-17,1.0017121006889512e-17,2.7043526105355167e-14,1.208008747008601e-14,4.2128571516035467e-14,3.3531405804941279e-17,1.1842631625914618e-16,1.1141551779610009e-17,4.8165974279511281e-24,1.5340221032276339e-16,4.6452268754702808e-18,2.6353577459953437e-12,1.8562519186234623e-16,9.3799181605593642e-16,2.8425604557250073e-21,4.318698901818558e-21,4.12834914664314e-17,7.9766629269357411e-23,4.4231505861635172e-23,1.3973836573963136e-17,6.5507910573459529e-23,1.7827954821874881e-19,2.2000831605105335e-23,2.3270986890218159e-27,1.6617876941449052e-22,5.4604740348459199e-21,1.8462660199690656e-21,9.076703409783469e-22,3.0230958960759484e-15,2.1390460706645904e-21,3.4093562761128911e-22,2.1689816672441337e-20,4.3366022039835459e-23,2.9699336535976643e-25,3.6365653599410839e-22,1.2398641228847971e-23,3.1542442025752039e-26,7.5947223889195399e-23,2.7065376738985069e-21,2.7270794003198094e-26,5.4732619178863294e-26,1.0932517587692238e-25,3.1570925884181268e-21,7.3077536495011924e-11,1.0010703249183115e-15,3.8754326194352104e-16,2.7250066493130581e-10,1.5554752249721749e-26
5.7625651579453486e-08,0.3873333576240626,2.116341609464288e-13,7.6411524824167958e-16,2.2839784256486684e-10,8.5929860230927674e-21,8.636384558637102e-11,0.0,0.0,1.6507431562976885e-07,7.9492034852530001e-11,154.0,0.0,0.99973346369373617,1.0,18.999899578708874,3.0966240987546712e-05,1.2178716599669442e-11,1.8036550570946064e-05,0.00011427824683268943,3.8534721678297635e-07,9.8265643621539577e-05,2.8067843351325029e-10,1.9263298479085814e-06,2.610984747402889e-07,5.4826378668199012e-12,2.1481141438782952e-06,4.4453329347645936e-10,6.2006044879294141e-09,6.1842248531137302e-09,9.2270996060512926e-12,1.9933512437017459e-12,7.1484090994396143e-12,1.979247272726219e-07,2.7948185158826558e-17,2.7607714052373573e-17,2.7609282303782732e-17,6.3467829894809111e-08,2.0653958798066475e-13,6.3416954461721426e-14,3.4322409264112288e-17,1.2146099320162544e-17,3.3394016794463868e-14,1.5726132084769101e-14,5.5892222349284498e-14,4.4298204453298102e-17,1.6658104219221531e-16,1.6850017035985987e-17,6.363187779384275e-24,2.1326520444536234e-16,6.438263657258289e-18,2.8914525631712963e-12,2.3927151533867713e-16,1.2162647957779155e-15,3.6641066410290753e-21,5.7681849938857367e-21,5.5237565795188253e-17,1.0343090605841793e-22,5.7353617349056906e-23,1.9966367553145441e-17,9.3600310704425082e-23,2.54235841291335e-19,3.1374318926288966e-23,3.3185629322869966e-27,2.3697986753163388e-22,8.3135172251545698e-21,2.6866600565626549e-21,1.4131295077567927e-21,3.9533073100589185e-15,2.8090470146641069e-21,4.6029399717883429e-22,3.0366369830059785e-20,5.8567238295224412e-23,4.158001358066504e-25,5.4308739935188429e-22,1.877024041436527e-23,3.8662785777609285e-26,9.9475749355690304e-23,4.213727660835119e-21,4.1637507690906955e-26,8.498151680477556e-26,1.7832709121989487e-25,5.1294675302277286e-21,7.8613549897725897e-11,1.0769064360985334e-15,4.1690161025058096e-16,3.1465603725831737e-10,2.694415052385189e-26
6.123779859100542e-08,0.3873333436738244,2.2675727572556907e-13,8.7014762810325158e-16,2.5615751916356757e-10,1.1072520426622055e-20,1.038648684950017e-10,0.0,0.0,1.8633009057736168e-07,1.0122287205920414e-10,154.0,0.0,0.99971663176984971,1.0,18.999893253758785,3.2897101613138368e-05,1.2178519815468719e-11,1.9142006698669997e-05,0.00012142154167988805,4.0949875924197223e-07,0.00010443622248436095,2.9822296860488341e-10,2.0467507435563916e-06,2.7746295187784701e-07,5.8269194365539268e-12,2.4255919474112695e-06,4.7275311597579526e-10,7.0134396853851066e-09,6.9949121477965125e-09,1.0436682757621504e-11,2.1733426707400627e-12,8.0855317495997047e-12,2.2773124241587438e-07,3.8016566886803061e-17,3.7563800916213273e-17,3.7566070172175276e-17,7.6069805088251476e-08,2.3815330251881367e-13,6.7381346391036719e-14,3.9319911967312781e-17,1.4556960590032552e-17,4.0678559419984993e-14,2.0142840245227065e-14,7.2810999928957236e-14,5.7510549522366276e-17,2.2931732054642609e-16,2.4824493336618243e-17,8.2610672720612913e-24,2.9055985088907174e-16,8.7315037621496422e-18,3.1506380717553603e-12,3.0380526495336621e-16,1.5524601330634612e-15,4.6523911249211497e-21,7.5664678986296141e-21,7.2572387830461577e-17,1.3202088825911682e-22,7.3207088700873545e-23,2.790616791226934e-17,1.3082132891692166e-22,3.5464131716572849e-19,4.3764987733377702e-23,4.629164543888329e-27,3.3057086819369412e-22,1.2333957250731766e-20,3.8163885619401787e-21,2.1391083257815973e-21,5.0880102054122196e-15,3.6288702375273763e-21,6.1078300176638516e-22,4.1651131856421809e-20,7.7737766082194083e-23,5.7032096390681298e-25,7.9143503851378151e-22,2.7687290682361081e-23,4.6788123416458919e-26,1.2812178531083342e-22,6.37846036300999e-21,6.1919560066734416e-26,1.2828362857803614e-25,2.8217318833766815e-25,8.0902590762589733e-21,8.4147928977689247e-11,1.152720114053371e-15,4.4625127400643213e-16,3.5988792344609386e-10,4.513924969520411e-26
6.484994560255736e-08,0.3873333297246556,2.4187917605410705e-13,9.8318526059744516e-16,2.8495271327435362e-10,1.4053411995592872e-20,1.2341141839488193e-10,0.0,0.0,2.0886757482665832e-07,1.2712694127186334e-10,154.0,0.0,0.99969978531963199,1.0,18.999886927952936,3.482676365401262e-05,1.2178322854166504e-11,2.024711465414205e-05,0.00012856190252683692,4.3364988044161154e-07,0.00011060485338527426,3.1576028707988835e-10,2.1671221086130127e-06,2.9382716763566215e-07,6.1710923216105057e-12,2.7198804040137546e-06,5.0096418906471675e-10,7.876279975578813e-09,7.8554722189933571e-09,1.1720678411202231e-11,2.3552579265031223e-12,9.0803074328496547e-12,2.6011513334361342e-07,5.079612051387978e-17,5.0205000416378073e-17,5.0208214400344056e-17,9.0235939356662987e-08,2.7253986830962239e-13,7.134410771733851e-14,4.4738854546733698e-17,1.7267132590579607e-17,4.896185840529089e-14,2.5431877323312315e-14,9.3337692318766381e-14,7.3524048586707341e-17,3.0972931022165688e-16,3.5737138671368859e-17,1.0561316968144863e-23,3.888533445953884e-16,1.1617109527880147e-17,3.41242823411549e-12,3.8060800786703445e-16,1.954113358450922e-15,5.828573122935425e-21,9.7678915311738562e-21,9.3818258151723274e-17,1.6617739585264834e-22,9.2147261911345233e-23,3.8247613521992448e-17,1.7930103920900317e-22,4.8511476479994419e-19,5.986623040637856e-23,6.3322460810828363e-27,4.5218924997647073e-22,1.7883576434067876e-20,5.306751111250803e-21,3.1585605660392773e-21,6.4566428350734282e-15,4.6204341110419759e-21,7.9813586321356075e-22,5.6103567246847253e-20,1.0160938626267938e-22,7.6821661251709363e-25,1.1286531535469116e-21,3.9915401629089582e-23,5.5985024686380739e-26,1.6258288070061825e-22,9.418264756777793e-21,8.9962207540004884e-26,1.8890334414902387e-25,4.3466186161649504e-25,1.2428509712812903e-20,8.9680430797300687e-11,1.2285080308558777e-15,4.7559096487506024e-16,4.0819532848253182e-10,7.3414115723871305e-26
6.84620926141093e-08,0.387333315776555,2.5699804539495623e-13,1.1032256643232624e-15,3.1471047282469716e-10,1.7598838568989706e-20,1.4507602007095659e-10,0.0,0.0,2.3268568648535104e-07,1.5770572833697672e-10,154.0,0.0,0.99968292437367401,1.0,18.999880601291306,3.6755227805510658e-05,1.217812571613547e-11,2.1351858552797811e-05,0.00013569923372048153,4.578005804413161e-07,0.00011677144766226418,3.3329015400921698e-10,2.2874423305877646e-06,3.1019112224358311e-07,6.5151515751769495e-12,3.0309719423252919e-06,5.2916609609179126e-10,8.7891094903391545e-09,8.765889205724199e-09,1.3079062834920393e-11,2.5388026931153737e-12,1.0132717761899211e-11,2.9516363222906873e-07,6.6800100716939202e-17,6.6040953826837416e-17,6.6045419798426669e-17,1.0605711539943615e-07,3.0979405982553723e-13,7.5305185355611869e-14,5.059348295639125e-17,2.0294020355554888e-17,5.8308541594281494e-14,3.1701137590498767e-14,1.1795544065767404e-13,9.2720712304568894e-17,4.1132035168257861e-16,5.0400216837713886e-17,1.3318810587604319e-23,5.1217042021723476e-16,1.5196280484757051e-17,3.6764132677787815e-12,4.7114161242870078e-16,2.4292098521791678e-15,7.2150417450823771e-21,1.2431020513623799e-20,1.1954696996623204e-16,2.0657950394763054e-22,1.145506918796455e-22,5.1513739183412812e-17,2.4149138290145647e-22,6.5209958062839772e-19,8.047320045493252e-23,8.5119137770396161e-27,6.0784113906932927e-22,2.5404328895820295e-20,7.2403320470336501e-21,4.5617410794247822e-21,8.0909659437416175e-15,5.8074113283313911e-21,1.0287652680053504e-21,7.4361267787740607e-20,1.3100068632699759e-22,1.0182176496791379e-24,1.5788291524733343e-21,5.638473223425571e-23,6.6319987335795809e-26,2.0360128312546616e-22,1.3602255769361861e-20,1.2802510026589011e-25,2.7210735182212455e-25,6.5374242051561698e-25,1.8649488287144516e-20,9.5210869595739372e-11,1.3042676418276545e-15,5.0491969773838024e-16,4.5957716077266558e-10,1.1628328599521981e-25
7.207423962566124e-08,0.38733330182952114,2.7211260882882808e-13,1.2302658497344068e-15,3.4536286624847893e-10,2.1775667602140032e-20,1.6892612733918549e-10,0.0,0.0,2.577832972148746e-07,1.9348881022227886e-10,154.0,0.0,0.99966604896276534,1.0,18.999874273773877,3.8682494762613739e-05,1.2177928401750694e-11,2.2456222531519782e-05,0.00014283343972848678,4.8195085923693072e-07,0.00012293591677315293,3.5081233476060066e-10,2.407709799026847e-06,3.2655481588682599e-07,6.8590922571267916e-12,3.3588587655275757e-06,5.5735843041087339e-10,9.7519116336316204e-09,9.7261465183202764e-09,1.4511811209659318e-11,2.7237275866046202e-12,1.1242743507077278e-11,3.3296385867122549e-07,8.6602543102790881e-17,8.5641969915976515e-17,8.564807035352402e-17,1.2362409204601788e-07,3.5001053079173522e-13,7.9264526287898335e-14,5.6898024720669551e-17,2.3655005212907187e-17,6.8783156581108111e-14,3.9064723854058512e-14,1.4717764213550466e-13,1.1550931997596758e-16,5.3802780644968681e-16,6.9784339040275451e-17,1.6592267018629026e-23,6.650208710907453e-16,1.9579374110387035e-17,3.9422477083553804e-12,5.7694745282650332e-16,2.9861805216740869e-15,8.8354038145526248e-21,1.5618632656086332e-20,1.5037174258423927e-16,2.5394417519443857e-22,1.4081494257941338e-22,6.8301385178235004e-17,3.201902952603345e-22,8.6292052119079201e-19,1.0648981601540079e-22,1.1263778338066696e-26,8.0435421014963256e-22,3.5429690857176767e-20,9.7118552770321051e-21,6.4588418503223666e-21,1.0025121981470344e-14,7.2152740130236581e-21,1.3098062058603327e-21,9.714580029709184e-20,1.6682253759815133e-22,1.3302045227413927e-24,2.1707432608992509e-21,7.8213043412497196e-23,7.7859442019386302e-26,2.5196389322309303e-22,1.9258993729822296e-20,1.7884347767327647e-25,3.8431943981885834e-25,9.6241637986218918e-25,2.7399578517862958e-20,1.0073910823399073e-10,1.3799970683506745e-15,5.3423674532934063e-16,5.1403224077957759e-10,1.7985929588347761e-25
7.568638663721318e-08,0.38733328788355265,2.8722196944290067e-13,1.364302443962308e-15,3.768466445493962e-10,2.6654447867974421e-20,1.9502447314135034e-10,0.0,0.0,2.8415923233041071e-07,2.3503378185002273e-10,154.0,0.0,0.99964915911789232,1.0,18.999867945400673,4.060856521994372e-05,1.2177730911389618e-11,2.356019074951456e-05,0.00014996442514485366,5.0610071677077051e-07,0.00012909817230052261,3.6832659501234628e-10,2.5279229056080286e-06,3.4291824871279596e-07,7.2029094342944172e-12,3.7035328516522747e-06,5.8554079403070723e-10,1.0764669083900901e-08,1.0736226840681152e-08,1.6018897632427878e-11,2.9098213302245727e-12,1.2410364598943919e-11,3.7360281486528455e-07,1.1084160384589498e-16,1.0964241164261116e-16,1.0965061727613957e-16,1.4302749922996988e-07,3.9328380891839089e-13,8.3222077566412993e-14,6.3666688145649025e-17,2.7367443821622801e-17,8.0450166828066745e-14,4.7642926593473037e-14,1.8154785069780943e-13,1.4232578111246995e-16,6.9424775363417885e-16,9.5037799969900693e-17,2.0444302255144064e-23,8.5242701511726208e-16,2.4886004130234926e-17,4.2096403672847128e-12,6.9964556961602614e-16,3.6338972069490487e-15,1.0714471010858211e-20,1.9397704149886664e-20,1.8694708217847456e-16,3.0902586906139553e-22,1.713583703979414e-22,8.9286326875370297e-17,4.1856575268999143e-22,1.1258395352254611e-18,1.3893564973538112e-22,1.4695683725004546e-26,1.0494297290930851e-21,4.8596764142907048e-20,1.2829027712322726e-20,8.9828200957756596e-21,1.2295694062489042e-14,8.8713386299417095e-21,1.649159586058356e-21,1.252686748760782e-19,2.100836719195768e-22,1.7152892826656715e-24,2.9384684516395763e-21,1.0673048874706685e-22,9.0669757156731197e-26,3.0850222053260022e-22,2.6784916334808665e-20,2.4569427181489812e-25,5.3328825815439272e-25,1.3897681266258432e-24,3.9494590873053399e-20,1.0626504604392962e-10,1.455694931417297e-15,5.6354157379436967e-16,5.7155931323474465e-10,2.7228432999845495e-25
7.929853364876511e-08,0.38733327393864825,3.0232547291086383e-13,1.5053317943026797e-15,4.0910293792299382e-10,3.2309399665715719e-20,2.2342939420312479e-10,0.0,0.0,3.1181227090497118e-07,2.8292618001597923e-10,154.0,0.0,0.99963225487023688,1.0,18.999861616171728,4.2533439871763756e-05,1.2177533245432068e-11,2.4663747389191159e-05,0.00015709209469549646,5.3025015294014765e-07,0.00013525812595661954,3.8583270076703247e-10,2.6480800442346621e-06,3.5928142083689776e-07,7.5465981807487137e-12,4.0649859539019988e-06,6.1371278467513085e-10,1.1827363807978457e-08,1.1796112144066783e-08,1.7600295136945258e-11,3.0969049354194629e-12,1.3635560144254394e-11,4.1716738078594297e-07,1.4022288854459942e-16,1.3874407766666426e-16,1.3875496193416642e-16,1.6435783297785318e-07,4.3970829059363623e-13,8.7177786316639763e-14,7.091366153253265e-17,3.1448667210689889e-17,9.3373947448350282e-14,5.7562202610271194e-14,2.216396756361531e-13,1.7363349307211983e-16,8.8485954374217473e-16,1.2750698992729429e-16,2.4941480769105937e-23,1.0799511062562923e-15,3.1245119788458616e-17,4.4783458105102742e-12,8.4093379147998308e-16,4.3816678637692276e-15,1.2878246419163719e-20,2.3839388778718821e-20,2.2996858288511605e-16,3.7261613221204783e-22,2.0661989699569828e-22,1.1522837759268285e-16,5.4017969454884657e-22,1.4501105695983234e-18,1.7895269201056473e-22,1.8928422540003179e-26,1.351693639058151e-21,6.5659112245661844e-20,1.671336931828543e-20,1.2292413737945833e-20,1.4941764669099389e-14,1.0804810706530664e-20,2.0555366139235731e-21,1.5963743086507093e-19,2.6189635558428336e-22,2.1858989200855672e-24,3.9220116782852416e-21,1.4350616479343395e-22,1.0481723792817989e-25,3.7409234106367474e-22,3.6653329189430576e-20,3.3246718416845668e-25,7.282682229744749e-25,1.9721344795383274e-24,5.5951702195605879e-20,1.1178859747485083e-10,1.5313600591115703e-15,5.9283372945101634e-16,6.3215706847233792e-10,4.0424567590807585e-25
8.291068066031705e-08,0.3873332599948063,3.1742261172054779e-13,1.6533500416686117e-15,4.4207696543164483e-10,3.8818404949254661e-20,2.5419513441053078e-10,0.0,0.0,3.4074114587737059e-07,3.3777940440593298e-10,154.0,0.0,0.99961533625117382,1.0,18.999855286087083,4.4457119411978791e-05,1.217733540426019e-11,2.5766876657038517e-05,0.00016421635324378428,5.5439916760459029e-07,0.0001414156895882418,4.0333041836512146e-10,2.7681796111291029e-06,3.7564433234747953e-07,7.8901535780657465e-12,4.4432096009843329e-06,6.4187399514530129e-10,1.2939977062796501e-08,1.2905783688728531e-08,1.9255975696076841e-11,3.2848267511198559e-12,1.4918308427847243e-11,4.6374430938387709e-07,1.7552276969427154e-16,1.7371957806752482e-16,1.7373383306736071e-16,1.8770545041352415e-07,4.8937823568122347e-13,9.1131599740406741e-14,7.865311239323278e-17,3.5915979821561977e-17,1.0761878126476926e-13,6.8955153167546684e-14,2.6805667749237225e-13,2.0992369459715471e-16,1.1152502083126442e-15,1.6875787602030275e-16,3.0154366294256295e-23,1.3537226894761722e-15,3.8795067594029777e-17,4.7481571430547612e-12,1.0025868224009788e-15,5.2392315454652499e-15,1.5353910549741947e-20,2.9018991914454613e-20,2.8017267590163423e-16,4.4554317175961767e-22,2.4705877267105216e-22,1.4697645816648175e-16,6.8901178889411883e-22,1.8460332798729399e-18,2.2781197903514839e-22,2.4096437115480515e-26,1.7207466254460798e-21,8.7500314871744661e-20,2.1501028478931404e-20,1.6575341042373448e-20,1.8004974081644954e-14,1.3046829353322824e-20,2.5385039166128562e-21,2.0126183902134426e-19,3.2348215912101856e-22,2.7558602928138153e-24,5.1679972121046525e-21,1.9037645570088392e-22,1.2036812411423921e-25,4.4965485475181904e-22,4.942394535043981e-20,4.437408379776591e-25,9.8021383972795514e-25,2.7544232487066996e-24,7.8025239222209225e-20,1.1730967905033827e-10,1.6069913079319349e-15,6.2211276961685525e-16,6.9582415553692168e-10,5.8958533498805289e-25
9.013497468342094e-08,0.3873332321103051,3.4759629487403625e-13,1.9703369196041718e-15,5.0997788518099923e-10,5.4728358549386799e-20,3.2300722045795989e-10,0.0,0.0,4.0242110678499352e-07,4.7096074323384449e-10,154.0,0.0,0.99958145602527748,1.0,18.999842623351054,4.8300895931426421e-05,1.2176939197813635e-11,2.797179002882599e-05,0.00017845425750696273,6.0269593170084229e-07,0.00015372329486720016,4.3829975622361516e-10,3.0081996267607664e-06,4.0836937376895398e-07,8.5768446907566819e-12,5.2499335241311507e-06,6.9816246584216676e-10,1.5314880606292942e-08,1.527440695087858e-08,2.2790068510215655e-11,3.6626923024439109e-12,1.765637219686282e-11,5.6628160260751654e-07,2.6735743716736456e-16,2.6475677412145545e-16,2.6478041096367895e-16,2.4081324051228695e-07,5.9883084191983661e-13,9.9033329815863269e-14,9.5666007952786057e-17,4.6077951828154321e-17,1.4032825796403344e-13,9.6723069179043683e-14,3.8242955942917005e-13,2.9955780936769276e-16,1.7195997286032802e-15,2.8510563060882619e-16,4.302980856555586e-23,2.0675265143093899e-15,5.806805623717076e-17,5.2904296453692364e-12,1.3944647595032365e-15,7.3248179476680808e-15,2.1355426165814983e-20,4.191373501643027e-20,4.0527662369285942e-16,6.2290101184159653e-22,3.4540571906378564e-22,2.3176195301741351e-16,1.0864784971638649e-21,2.8995718532623118e-18,3.5782503433290964e-22,3.7848370510133203e-26,2.7027861324516963e-21,1.497917501330455e-19,3.4408771657209161e-20,2.8977901191529257e-20,2.5562507260077665e-14,1.8590995733966034e-20,3.7770308062754325e-21,3.1086616731182325e-19,4.8144145444972005e-22,4.2566696703681008e-24,8.6713965426792047e-21,3.2327073257734218e-22,1.5594474133406292e-25,6.3460181330282185e-22,8.6405077284307088e-20,7.6205681332694762e-25,1.7086198495856923e-24,5.1507474611266516e-24,1.4547886257818209e-19,1.283441315353491e-10,1.7581480443481575e-15,6.806299067233547e-16,8.3236069382796366e-10,1.1962607239265889e-24
9.735926870652483e-08,0.387333204230038,3.7774038553765121e-13,2.3152292560735045e-15,5.8018263326186927e-10,7.508022504713317e-20,4.0182312306949076e-10,0.0,0.0,4.6918806023350923e-07,6.4003906551748405e-10,154.0,0.0,0.99954751869498981,1.0,18.999829957193398,5.2139900322385482e-05,1.2176542295153149e-11,3.0174805031475898e-05,0.00019267737979877485,6.5099100738788093e-07,0.00016602028578758545,4.7323274658086153e-10,3.2479701721740147e-06,4.4109337328625123e-07,9.2629435854284705e-12,6.1236323743823363e-06,7.5440298782267336e-10,1.7889215478432288e-08,1.7841932392828539e-08,2.662093049724941e-11,4.0426079072439327e-12,2.0624365635067755e-11,6.8190599604514191e-07,3.9409722644112669e-16,3.9047898523146004e-16,3.9051666628135707e-16,3.0307075968989285e-07,7.2239277915122236e-13,1.0692684704991323e-13,1.1481826947622136e-16,5.7991227471849112e-17,1.7909088027001761e-13,1.3212951058906898e-13,5.3008987922333717e-13,4.1572802972232906e-16,2.5614641942540437e-15,4.6188514957020509e-16,5.9717015495535962e-23,3.0552562080897119e-15,8.4001113538447627e-17,5.8353658775622102e-12,1.890978202089469e-15,9.976990011343952e-15,2.8959454227222165e-20,5.8766149084129066e-20,5.6895487847444607e-16,8.4844118090196844e-22,4.7047031682421899e-22,3.5240624223587623e-16,1.652048096735324e-21,4.3917311026950264e-18,5.419664367531223e-22,5.7325659042103611e-26,4.0936796640533093e-21,2.4570000140176478e-19,5.2963938156536383e-20,4.840498356058763e-20,3.5354773635270212e-14,2.5793299971830074e-20,5.4601438052683576e-21,4.6444749696086986e-19,6.9614551141922174e-22,6.3596576496524504e-24,1.3982785959739319e-20,5.2664716104601108e-22,1.9792823637950961e-25,8.7159671059239439e-22,1.4433107968464069e-19,1.254283061729108e-24,2.8484271153525038e-24,9.1703134638213815e-24,2.5826321886247835e-19,1.3936778533641134e-10,1.9091566728069792e-15,7.3908970696137179e-16,9.8115729406316832e-10,2.2966305874961566e-24
9.999999999999998e-08,0.3873331763539942,3.8875128903340825e-13,2.4482569728341901e-15,6.0635600237190642e-10,8.3774680101596316e-20,4.3319280862722774e-10,0.0,0.0,4.948610002169911e-07,7.1194978656658369e-10,154.0,0.0,0.99953509921655292,1.0,18.999825326417525,5.3542000333922123e-05,1.217639704025419e-11,3.0979585331976176e-05,0.00019787258880071877,6.6864411927890836e-07,0.00017051247772897175,4.8599253542773542e-10,3.3355498949366249e-06,4.5305487580804741e-07,9.5135811556774097e-12,6.4597002384508032e-06,7.749482626089656e-10,1.8879963538290297e-08,1.8830059302737003e-08,2.8095259198706976e-11,4.1818716919187968e-12,2.1766615833603518e-11,7.2757261872191995e-07,4.5088207003631182e-16,4.4683252738266389e-16,4.4687682630975489e-16,3.2825285169670123e-07,7.7122772314440643e-13,1.0981007046582423e-13,1.2237517565197129e-16,6.2810078655878653e-17,1.9487121993768053e-13,1.4722700917312376e-13,5.9351813154619025e-13,4.6577776662245304e-16,2.9407162906316828e-15,5.4591119024224855e-16,6.6906382374923451e-23,3.4985304020875303e-15,9.5422992816402393e-17,6.0350631508705778e-12,2.1018690634812244e-15,1.1105935771698156e-14,3.2189227111970958e-20,6.6059323458836406e-20,6.3983462955945327e-16,9.4444649724577306e-22,5.2370636043343814e-22,4.0746527294973335e-16,1.910159921962492e-21,5.0706274415202307e-18,6.2574628449653914e-22,6.6187353891520097e-26,4.7265026827579643e-21,2.9165665097329648e-19,6.1480197621039338e-20,5.7808097523437696e-20,3.9575328145633343e-14,2.890234660676803e-20,6.2078447726602554e-21,5.3393750774110718e-19,7.9153626957065405e-22,7.3111845270016151e-24,1.6506019670126772e-20,6.2379319158721644e-22,2.1497752308182436e-25,9.7295826194033072e-22,1.7236835582881936e-19,1.4908804618187878e-24,3.4000881754458297e-24,1.1201175235659317e-23,3.1512155399914594e-19,1.4339450491156952e-10,1.9643170500500419e-15,7.6044388167000067e-16,1.0386050489056267e-09,2.8796189335927509e-24
