Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535)
4.4897574119304264e-13,0.36147131972419605,7.73026116616464e-12,4.480136126088313e-18,4.4685069866046359e-18,7.8440430519029777e-29,2.7221807353789096e-23,0.0,0.0,2.1880656306495421e-12,3.6826615464507776e-21,154.0,0.0,0.99999484150505513,1.0,18.999999997795513,1.41706172055914e-07,1.7243873793884436e-06,1.132734834550172e-06,1.1335533707959536e-06,3.6727893124124862e-07,1.5030296116193221e-09,4.0557138261501199e-13,6.9885142958558984e-10,6.5662216910921213e-07,1.3929854787478118e-17,4.0298302047630151e-12,5.4188518408803139e-12,8.814404169722903e-15,8.8122224071687496e-15,1.736603586009576e-18,3.3480703352903754e-14,4.4515896814447838e-19,2.9118879456989912e-13,3.4464845554682969e-34,3.2038224099607429e-34,3.2038258660205103e-34,3.0457724703393842e-18,2.7486452502195661e-20,4.5814233258058359e-18,6.5075114553834131e-20,4.3705020866963493e-21,7.2314234504530526e-21,4.8930295677938959e-25,5.0032268928414352e-29,9.7321708105914834e-30,2.6409356966025475e-34,4.6552967455702638e-38,5.8225801279814795e-36,5.0739488609951237e-32,1.2556829795325182e-36,1.8727162758875629e-14,6.48759798870747e-20,5.7482481724397401e-23
4.549433312533026e-13,0.3614713197240788,7.8330553622309945e-12,4.6001993529691723e-18,4.5881012912051171e-18,8.1814428765659678e-29,2.8321846202861933e-23,0.0,0.0,2.2248947534108418e-12,3.7934395654103938e-21,154.0,0.0,0.99999477310897178,1.0,18.999999997738609,1.4358966232966188e-07,1.7373809113447837e-06,1.1477704165696672e-06,1.1486124698597902e-06,3.7566089034897743e-07,1.5430877819790221e-09,4.110262153385458e-13,7.1565632049914873e-10,6.7160745890630896e-07,1.4301119035008393e-17,4.1376470908623557e-12,5.5636732447327583e-12,9.1703381069075211e-15,9.1680516958918057e-15,1.8183837275817781e-18,3.4731046609212199e-14,4.6802728813623075e-19,2.9897957018475589e-13,3.7800345137534243e-34,3.5138892092403461e-34,3.5138930501655585e-34,3.1700033113731531e-18,2.8596647197778297e-20,4.6915915310764297e-18,6.6654992862804782e-20,4.5062673199971998e-21,7.5635010187186736e-21,5.1900767210643655e-25,5.3809793817296848e-29,1.0467113877740129e-29,2.8796719694457863e-34,5.078668619977586e-38,6.2720824242509649e-36,5.4571387832221952e-32,1.3591817462711356e-36,1.942653024928463e-14,6.661100366709843e-20,5.9800262170258045e-23
4.609109213135627e-13,0.36147131972396007,7.9358507892078113e-12,4.7218548064730157e-18,4.7092754089257801e-18,8.5288983235855708e-29,2.9451130411092672e-23,0.0,0.0,2.261927075585186e-12,3.906179178845435e-21,154.0,0.0,0.99999470471589635,1.0,18.99999999768103,1.4547315243402558e-07,1.7501972238005687e-06,1.1628054720041594e-06,1.1636714120477007e-06,3.8410534107419776e-07,1.5836684592010812e-09,4.1636224682155086e-13,7.3261604109810071e-10,6.8670447150260674e-07,1.4677226084451431e-17,4.24688684304168e-12,5.7103994944171497e-12,9.5357211202085686e-15,9.533326606067644e-15,1.9027797044463009e-18,3.6009701573704028e-14,4.9173443648055693e-19,3.0687316528067284e-13,4.1408757498521696e-34,3.8493260562027533e-34,3.8493303189825779e-34,3.2975978377946998e-18,2.9736329013708998e-20,4.8027747713111043e-18,6.8249647118320977e-20,4.6441796471255134e-21,7.9058167349013071e-21,5.5006644472914903e-25,5.7814912155985987e-29,1.1246349916132108e-29,3.1363063665647173e-34,5.5340428154712356e-38,6.7492921420663786e-36,5.8634243861341206e-32,1.4696933283041915e-36,2.0141733519002675e-14,6.8368896531992413e-20,6.217939299339124e-23
4.685492872741845e-13,0.36147131972380625,8.0674281597451031e-12,4.8798943353542583e-18,4.8666804702434194e-18,8.9885841225636618e-29,3.0939871752673749e-23,0.0,0.0,2.309624019961917e-12,4.0533672837055653e-21,154.0,0.0,0.9999946171787949,1.0,18.999999997606341,1.4788397239320189e-07,1.7663470446597742e-06,1.1820491986599226e-06,1.1829462543303619e-06,3.9500385323209394e-07,1.6363728649122176e-09,4.232216380899867e-13,7.5454779515624123e-10,7.0618886214866958e-07,1.5165697651446253e-17,4.3887871514739816e-12,5.9009845847357074e-12,1.0017386873911016e-14,1.0014848850232347e-14,2.0146912819135203e-18,3.7687991548345574e-14,5.2333239675628835e-19,3.1712679754195415e-13,4.6455050972532472e-34,4.3184281506878562e-34,4.3184330122224047e-34,3.4658980066470198e-18,3.1238735123850007e-20,4.9465533092626698e-18,7.0312119601538429e-20,4.8238366801547841e-21,8.3591675708575057e-21,5.918628476211309e-25,6.3289914906673533e-29,1.2311587266576426e-29,3.4926219928497811e-34,6.1667082789373098e-38,7.4025897080123095e-36,6.4188310700777987e-32,1.6219781543554026e-36,2.1080468606794056e-14,7.06523234218321e-20,6.5315408294834015e-23
4.761876532348063e-13,0.36147131972364993,8.199007546895716e-12,5.0405431363342273e-18,5.0266738655334579e-18,9.4653996679600751e-29,3.2477960454954269e-23,0.0,0.0,2.3576538710479576e-12,4.2038205964530927e-21,154.0,0.0,0.99999452964647007,1.0,18.999999997530541,1.5029479207489089e-07,1.7822154678406336e-06,1.2012920632123145e-06,1.2022208442426232e-06,4.0600159254651451e-07,1.6899326932129086e-09,4.3032981815279316e-13,7.7672812409715644e-10,7.2585065157137119e-07,1.5662097624281673e-17,4.5330185369792575e-12,6.0946897402487995e-12,1.0514994549112618e-14,1.0512307123043871e-14,2.1310522704028538e-18,3.9413437679126408e-14,5.563737983418842e-19,3.2754887901932468e-13,5.2019477764097667e-34,4.8356961304541069e-34,4.8357016630796312e-34,3.639882957567497e-18,3.2790892403120165e-20,5.0919614584659894e-18,7.2398321482214741e-20,5.0070107328549846e-21,8.8298918594144955e-21,6.360340151121173e-25,6.9177021526500687e-29,1.3457029845414146e-29,3.8823814005744156e-34,6.8592650778334055e-38,8.1061740524540383e-36,7.0160597171123315e-32,1.787190309801469e-36,2.2045579851423733e-14,7.2973213948560346e-20,6.8554903646833796e-23
4.838260191954281e-13,0.3614713197234915,8.3305889506423584e-12,5.2038015853551529e-18,5.1892556337295772e-18,9.9597169043331376e-29,3.4066201377386147e-23,0.0,0.0,2.4060166276450574e-12,4.3575681120699498e-21,154.0,0.0,0.9999944421188387,1.0,18.999999997453649,1.5270561147910411e-07,1.7978073962258401e-06,1.2205340660090754e-06,1.2214951850478051e-06,4.1709683012206521e-07,1.7443475966869792e-09,4.3723577198982048e-13,7.9915421579905134e-10,7.4568674885072708e-07,1.6166422773152339e-17,4.6795809688301203e-12,6.2915145612481655e-12,1.1028802995162636e-14,1.1025960142532029e-14,2.2519547222601663e-18,4.1186463001180715e-14,5.9089790834817306e-19,3.3813940770511422e-13,5.8145600489023016e-34,5.4051796352751846e-34,5.4051859186858454e-34,3.8196505636739781e-18,3.4393609946877814e-20,5.23898078316559e-18,7.4507988266042737e-20,5.1937013128040532e-21,9.3183263427934872e-21,6.8267010435480662e-25,7.5499419228221008e-29,1.4687192724032254e-29,4.3080791802036408e-34,7.6162363388067963e-38,8.86294077742653e-36,7.6574649814128777e-32,1.9661928295089393e-36,2.3037303863288693e-14,7.5331566095796809e-20,7.1899544062556143e-23
4.914643851560499e-13,0.36147131972333085,8.4621723709680457e-12,5.3696700582223383e-18,5.3544258137662708e-18,1.0471910751887535e-28,3.5705399391965349e-23,0.0,0.0,2.4547122885787132e-12,4.5146389035167276e-21,154.0,0.0,0.9999943545958192,1.0,18.999999997375657,1.5511643060585259e-07,1.8131276470671994e-06,1.2397752073977992e-06,1.2407692795700382e-06,4.2828786725922927e-07,1.7996172280592588e-09,4.4389581035794569e-13,8.2182329000304499e-10,7.6569411705095674e-07,1.6678669882354806e-17,4.8284744166383285e-12,6.4914586481145302e-12,1.1559071028247576e-14,1.1556066593186116e-14,2.3774907541886266e-18,4.3007483137572479e-14,6.2694430727028452e-19,3.4889838161564304e-13,6.4879845818831775e-34,6.0311945554509641e-34,6.0312016773073928e-34,4.0052988626622803e-18,3.6047696790720402e-20,5.3875930564960256e-18,7.6640858455571819e-20,5.3839078425350214e-21,9.8248077111041755e-21,7.3186300273352687e-25,8.2281164457368202e-29,1.600676040086144e-29,4.7723484428706372e-34,8.4424013564553844e-38,9.6758967195898093e-36,8.3454898991908161e-32,2.1598910793825879e-36,2.4055873106761363e-14,7.7727377853314878e-20,7.5350993863605637e-23
4.991027511166716e-13,0.3614713197231678,8.5937578078560742e-12,5.5381489306042711e-18,5.5221844445788587e-18,1.10023591065467e-28,3.7396359383232019e-23,0.0,0.0,2.5037408526976941e-12,4.6750621217270056e-21,154.0,0.0,0.99999426707733141,1.0,18.99999999729657,1.575272494551475e-07,1.8281809545852791e-06,1.259015487725937e-06,1.260043130062392e-06,4.395730345376583e-07,1.8557412401954805e-09,4.5080606735557253e-13,8.4473259768414755e-10,7.8586977158159018e-07,1.7198835743876523e-17,4.9796988503482164e-12,6.6945216013175801e-12,1.2106057431404844e-14,1.210288512598891e-14,2.5077525380836268e-18,4.4876906524317507e-14,6.6455287785035947e-19,3.5982579879074898e-13,7.2271746763356238e-34,6.7183455556833024e-34,6.7183536122917705e-34,4.1969260566197874e-18,3.7753961910692827e-20,5.537780256356222e-18,7.8796673491042596e-20,5.5776296729956421e-21,1.0349672588989086e-20,7.8370632727460857e-25,8.95472117096421e-29,1.7420592435032997e-29,5.2779698930420737e-34,9.3428129915876881e-38,1.0548163744338519e-35,9.0826688299037585e-32,2.3692351365502129e-36,2.5101516026058237e-14,8.0160647216935063e-20,7.8910916680961768e-23
5.067411170772934e-13,0.3614713197230026,8.7253452612900523e-12,5.7092385780326186e-18,5.6925315651034852e-18,1.1551442839788723e-28,3.9139886248269801e-23,0.0,0.0,2.5531023188741034e-12,4.8388669956036252e-21,154.0,0.0,0.99999417956329628,1.0,18.999999997216385,1.5993806802699965e-07,1.8429719696690716e-06,1.2782549073407956e-06,1.2793167394062722e-06,4.5095069192207887e-07,1.9127192861022848e-09,4.5780303313518466e-13,8.6787942112257509e-10,8.0621078038680759e-07,1.7726917131199793e-17,5.1332542402363161e-12,6.9007030214159617e-12,1.267002095452293e-14,1.2666674358414371e-14,2.6428323021878574e-18,4.6795134384386851e-14,7.0376380637109186e-19,3.7092165729385099e-13,8.0373922798095938e-34,7.4715242275478321e-34,7.4715333245317127e-34,4.3946305120381363e-18,3.9513214223266361e-20,5.6895245658722938e-18,8.0975177757117824e-20,5.7748660817844368e-21,1.0893257537382767e-20,8.3829542461144515e-25,9.7323410171038422e-29,1.8933722789644834e-29,5.8278707986776005e-34,1.032279575856805e-37,1.1482978303683089e-35,9.871627113407888e-32,2.5952195533966612e-36,2.6174457030698364e-14,8.2631372188518877e-20,8.2580975454907115e-23
5.143794830379152e-13,0.36147131972283514,8.8569347312538516e-12,5.882939375902347e-18,5.865467214277136e-18,1.2119545798705979e-28,4.0936784896705885e-23,0.0,0.0,2.6027966860028284e-12,5.0060828320114151e-21,154.0,0.0,0.99999409205363676,1.0,18.999999997135117,1.6234888632141965e-07,1.8575052628288169e-06,1.2974934665895373e-06,1.2985901106579306e-06,4.6241922772104393e-07,1.9705510189270971e-09,4.6451776515799924e-13,8.9126107318091487e-10,8.2671426208389578e-07,1.8262910825008305e-17,5.2891405569041003e-12,7.1100025090572368e-12,1.325122031435772e-14,1.3247692874465938e-14,2.7828223217128199e-18,4.8762560983299011e-14,7.4461757006715061e-19,3.821859552114034e-13,8.9242380066888208e-34,8.2959369980190366e-34,8.2959472510805897e-34,4.5985107595935127e-18,4.1326262585578746e-20,5.8428083686646471e-18,8.3176118514887559e-20,5.9756162862977536e-21,1.1455899040488013e-20,8.9572737013654298e-25,1.0563653750074248e-28,2.0551366437554165e-29,6.4251360044236688e-34,1.1387967013890663e-37,1.248369588535622e-35,1.0715084518899737e-31,2.8388862272541148e-36,2.7274916638471786e-14,8.513955077585103e-20,8.6362832436120236e-23
5.22017848998537e-13,0.3614713197226653,8.9885262177316489e-12,6.0592516994717332e-18,6.0409914310376394e-18,1.2707054806115107e-28,4.278786025071148e-23,0.0,0.0,2.6528239530015467e-12,5.1767390157798274e-21,154.0,0.0,0.99999400454827636,1.0,18.999999997052765,1.6475970433841805e-07,1.8717853241230192e-06,1.316731165819182e-06,1.3178632459461698e-06,4.7397705861266823e-07,2.0292360919581355e-09,4.7147816783472564e-13,9.1487489732250091e-10,8.4737738600925717e-07,1.8806813634522672e-17,5.4473577712792312e-12,7.3224196649778979e-12,1.3849914194530903e-14,1.3846199224674405e-14,2.927814919063507e-18,5.0779573622802801e-14,7.8715493743518117e-19,3.9361869065289982e-13,9.8936510077891839e-34,9.1971050081930296e-34,9.1971165438732655e-34,4.8086654941574261e-18,4.3193915795426287e-20,5.9976142489720502e-18,8.5399245903576185e-20,6.1798794434271327e-21,1.2037933506070503e-20,9.5610096808583182e-25,1.1451429908321981e-28,2.2278919215142974e-29,7.0730076902820901e-34,1.2544236536454825e-37,1.3553790914213952e-35,1.1615855168569912e-31,3.1013243615046197e-36,2.8403111471905908e-14,8.7685180992659377e-20,9.025814918562449e-23
5.296562149591588e-13,0.3614713197224934,9.1201197207079007e-12,6.2381759238624486e-18,6.2191042543236751e-18,1.3314359660699812e-28,4.4693917245002259e-23,0.0,0.0,2.7031841188102985e-12,5.3508650096995934e-21,154.0,0.0,0.99999391704714069,1.0,18.999999996969326,1.6717052207800503e-07,1.8858165654916709e-06,1.3359680053766047e-06,1.3371361481438187e-06,4.8562262882186821e-07,2.0887741586243163e-09,4.7843809052588144e-13,9.3871826703486313e-10,8.6819737074747798e-07,1.9358622328090812e-17,5.6079058546078323e-12,7.5379540900033484e-12,1.4466361245542176e-14,1.4462451926126852e-14,3.0779024569956679e-18,5.2846552842838024e-14,8.3141695832352797e-19,4.052198617504552e-13,1.0951934636028588e-33,1.0180887973578886e-33,1.0180900930096062e-33,5.0251935746238682e-18,4.5116982591453822e-20,6.1539249878567946e-18,8.764431288634739e-20,6.3876546588295844e-21,1.263969725628433e-20,1.0195167508298265e-24,1.2398535547634411e-28,2.4121963190337873e-29,7.7748945632114196e-34,1.3797824274009376e-37,1.4696860367732798e-35,1.2576850340423485e-31,3.3836728573301924e-36,2.9559254371234576e-14,9.0268260858489873e-20,9.4268586575646558e-23
5.372945809197806e-13,0.36147131972231916,9.2517152401673285e-12,6.4197124240596546e-18,6.3998057230747863e-18,1.39418531371187e-28,4.665576082683863e-23,0.0,0.0,2.7538771823911067e-12,5.528490354519257e-21,154.0,0.0,0.99999382955015603,1.0,18.999999996884803,1.6958133954019071e-07,1.8996033227666643e-06,1.355203985608537e-06,1.356408819916879e-06,4.9735440941143333e-07,2.1491648724951688e-09,4.8532868470819391e-13,9.6278858532938037e-10,8.8917148286390763e-07,1.9918333698368588e-17,5.7707847784500868e-12,7.7566053850478406e-12,1.5100820084780198e-14,1.5096709462491651e-14,3.2331773331235121e-18,5.496387259555387e-14,8.7744495542195061e-19,4.169894666584231e-13,1.2105780033785975e-33,1.1253506112307033e-33,1.1253520640468424e-33,5.2481940237561049e-18,4.7096271653320149e-20,6.3117235599397749e-18,8.9911075203225386e-20,6.5989409941430638e-21,1.3261526520541799e-20,1.0860769781875771e-24,1.3407934657993153e-28,2.6086271389943662e-29,8.5343801393776141e-34,1.5155276382495716e-37,1.5916626960102147e-35,1.3601080936678192e-31,3.6871224660938656e-36,3.0743554491737147e-14,9.2888788398634523e-20,9.8395804790371908e-23
5.449329468804024e-13,0.36147131972214275,9.3833127760949443e-12,6.6038615749120299e-18,6.5830958762313837e-18,1.4589930986033572e-28,4.8674195956025875e-23,0.0,0.0,2.8049031427278837e-12,5.7096446689441124e-21,154.0,0.0,0.99999374205725022,1.0,18.999999996799207,1.7199215672498514e-07,1.9131498561004458e-06,1.3744391068615673e-06,1.3756812637579938e-06,5.0917089813087064e-07,2.2104078872808157e-09,4.9222504458299368e-13,9.8708328462958844e-10,9.1029703663442041e-07,2.048594453640146e-17,5.9359945146790024e-12,7.9783731511145248e-12,1.5753549296525258e-14,1.5749230284023546e-14,3.3937319792276639e-18,5.713190028241299e-14,9.2528052248233404e-19,4.2892750355331067e-13,1.3362273135188182e-33,1.2421546654906765e-33,1.2421562919043322e-33,5.4777660281497332e-18,4.9132591601734859e-20,6.4709931326615428e-18,9.2199291360590654e-20,6.8137374676234977e-21,1.3903757434896908e-20,1.1558856372033884e-24,1.4482689745428432e-28,2.8177808938613e-29,9.3552249720982822e-34,1.6623469608073844e-37,1.7216939909485772e-35,1.4691658078608285e-31,4.0129163688479428e-36,3.1956217324493121e-14,9.5546761644111853e-20,1.026414633261201e-22
5.559082712811119e-13,0.3614713197218854,9.5724046080394759e-12,6.873034410642474e-18,6.8509918137468003e-18,1.5557971401332753e-28,5.1675111989205394e-23,0.0,0.0,2.8788035275352309e-12,5.9761773733200063e-21,154.0,0.0,0.99999361634848405,1.0,18.999999996674337,1.7545618255210654e-07,1.9322022502987339e-06,1.4020759358849141e-06,1.4033728295964554e-06,5.2629497995310714e-07,2.2998974754156056e-09,5.0214836843894677e-13,1.0223793082731417e-09,9.4091152155152437e-07,2.1315349840646904e-17,6.1774596799804177e-12,8.3024794764474195e-12,1.6723940113930862e-14,1.6719308994699304e-14,3.6338567314184179e-18,6.0336568576650213e-14,9.9726250013937656e-19,4.4637576312793862e-13,1.5362533906022673e-33,1.4280997863683259e-33,1.4281016939240472e-33,5.8193350311806211e-18,5.2159982108876184e-20,6.7023844874133396e-18,9.5524237742928252e-20,7.128514913890034e-21,1.4862950273032745e-20,1.2620910015881859e-24,1.6147757601479698e-28,3.1418216685875202e-29,1.0650046259189952e-33,1.8941506110674552e-37,1.9234340449987857e-35,1.6381295747783542e-31,4.5227722044280832e-36,3.3748713455324702e-14,9.9431471963211623e-20,1.0895259843698964e-22
5.668835956818214e-13,0.3614713197216234,9.7615006030909032e-12,7.147603183348958e-18,7.1242325189728364e-18,1.6570527455275815e-28,5.479691633279128e-23,0.0,0.0,2.9533912027146207e-12,6.2501456567423525e-21,154.0,0.0,0.99999349064778709,1.0,18.999999996547256,1.7892020780657704e-07,1.9507794642683371e-06,1.4297109932115262e-06,1.431063937577079e-06,5.4358662040514553e-07,2.391144974457159e-09,5.1201904597788338e-13,1.0581259238551745e-09,9.7182556873227772e-07,2.216104817327701e-17,6.4237368782935877e-12,8.6330180298874645e-12,1.7733352438463195e-14,1.772839390317648e-14,3.8853473388659776e-18,6.364772017134876e-14,1.0731879478492708e-18,4.6417175670666099e-13,1.7614107474230065e-33,1.6374072591706551e-33,1.6374094895061971e-33,6.1749720670775651e-18,5.5309185770545374e-20,6.9367298401094002e-18,9.8892286505083356e-20,7.4505340866336625e-21,1.5865954421851024e-20,1.3755414599173496e-24,1.7964059796422829e-28,3.4953053967439408e-29,1.2092116542907559e-33,2.152585880696741e-37,2.1438549826241046e-35,1.8224473008540242e-31,5.0854992303895854e-36,3.5600769353332505e-14,1.0339348245245235e-19,1.1551660732488357e-22
5.778589200825309e-13,0.36147131972135693,9.950600761207662e-12,7.4275690035579031e-18,7.4028181074375005e-18,1.7628805432210934e-28,5.8041997071045628e-23,0.0,0.0,3.0286661654827697e-12,6.5316382296607547e-21,154.0,0.0,0.99999336495495861,1.0,18.99999999641798,1.8238423248842421e-07,1.9688933487838662e-06,1.457344279868021e-06,1.4587545949360071e-06,5.6104164056798649e-07,2.4841493586445723e-09,5.2190778006187145e-13,1.0943158249787521e-09,1.0030317071033625e-06,2.3023030021127959e-17,6.67482602947876e-12,8.9699876287563508e-12,1.8782553012796322e-14,1.8777251351444607e-14,4.1484782977294145e-18,6.7066376844293992e-14,1.1531830539901255e-18,4.823154791138796e-13,2.0142757362725289e-33,1.8724721224343545e-33,1.8724747223618335e-33,6.5449731510358e-18,5.8582600758785086e-20,7.1739812913523853e-18,1.023027504432449e-19,7.7797916976162964e-21,1.6913765938138386e-20,1.4965642099707764e-24,1.994179221640195e-28,3.8802182895494442e-29,1.3694665596545375e-33,2.4400813637146769e-37,2.3842414764826851e-35,2.0231549361398381e-31,5.705393917106259e-36,3.7512956504871712e-14,1.0743278733136391e-19,1.2233840551177875e-22
5.888342444832404e-13,0.3614713197210859,1.0139705082349301e-11,7.7129329812152274e-18,7.6867486946726362e-18,1.8734024303585366e-28,6.1412742341708931e-23,0.0,0.0,3.1046284131444849e-12,6.8207441347694424e-21,154.0,0.0,0.99999323926980277,1.0,18.999999996286508,1.8584825659767501e-07,1.9865554591192496e-06,1.4849757968804055e-06,1.4864448087840342e-06,5.7865596572454563e-07,2.5789096028150131e-09,5.3189215419669528e-13,1.1309418237023267e-09,1.0345226518836931e-06,2.3901285887372614e-17,6.9307270546555375e-12,9.313387090754213e-12,1.9872308438635144e-14,1.9866647539396271e-14,4.4235241899916588e-18,7.0593534795233828e-14,1.2373750488860548e-18,5.0080692526324882e-13,2.2976317838357221e-33,2.135881919528061e-33,2.1358849415594684e-33,6.929634994388681e-18,6.1982624996650347e-20,7.4140917183195543e-18,1.0575495349491932e-19,8.1162843456969875e-21,1.8007380409949182e-20,1.6254938003512186e-24,2.2091605613128695e-28,4.2986352775763947e-29,1.5471806292948103e-33,2.7592316821809087e-37,2.6459367273396379e-35,2.2413347198353751e-31,6.3870094257258664e-36,3.9485832088936093e-14,1.1154938084268093e-19,1.2942290559824777e-22
5.998095688839499e-13,0.3614713197208104,1.032881356647646e-11,8.0036962256867144e-18,7.9760243962139935e-18,1.9887415728444902e-28,6.4911540336001677e-23,0.0,0.0,3.1812779430912574e-12,7.1175527469939405e-21,154.0,0.0,0.99999311359212872,1.0,18.999999996152852,1.8931228013435568e-07,2.0037770621717607e-06,1.5126055452740789e-06,1.5141345863463305e-06,5.964256228475201e-07,2.675424682403382e-09,5.4181876347858425e-13,1.167996848686026e-09,1.066291300093222e-06,2.4795806282988065e-17,7.1914398761829392e-12,9.6632152339595173e-12,2.1003385176758802e-14,2.0997348524913287e-14,4.7107596703157329e-18,7.4230165262525051e-14,1.3258921752021606e-18,5.1964609015628786e-13,2.6144812515137009e-33,2.4304277248065907e-33,2.4304312277190951e-33,7.3292550039986731e-18,6.5511656158821588e-20,7.6570147626084119e-18,1.0924823056458433e-19,8.4600085313555761e-21,1.9147792942421687e-20,1.7626721269964998e-24,2.4424615283148743e-28,4.7527219055556169e-29,1.7438571951996678e-33,3.1128048445589666e-37,2.9303437404512322e-35,2.47811616989279e-31,7.1351652866001138e-36,4.1519939322086153e-14,1.1574325725201897e-19,1.3677501726636536e-22
6.107848932846595e-13,0.3614713197205305,1.0517926213550866e-11,8.2998598457583963e-18,8.2706453276012452e-18,2.1090224053994993e-28,6.8540779298626001e-23,0.0,0.0,3.2586147527997151e-12,7.422153773476161e-21,154.0,0.0,0.9999929879217504,1.0,18.999999996017017,1.9277630309849185e-07,2.0205691442351237e-06,1.5402335260738305e-06,1.5418239346479055e-06,6.143467378583723e-07,2.7736935734419314e-09,5.5161979658952819e-13,1.205473943148124e-09,1.0983307256525501e-06,2.5706581707659758e-17,7.4569644176379802e-12,1.0019470876828934e-11,2.2176549547069424e-14,2.2170120223960753e-14,5.010459452893712e-18,7.7977215195962682e-14,1.418863655780769e-18,5.3883296888084472e-13,2.9680589544863473e-33,2.7591167119173379e-33,2.7591207613663031e-33,7.7441312815733774e-18,6.9172091672281398e-20,7.9027048168339452e-18,1.1278192733147919e-19,8.8109606707327309e-21,2.0335998144119816e-20,1.9084484291404467e-24,2.6952411937059088e-28,5.2447364605451355e-29,1.9610959409871589e-33,3.5037507260713382e-37,3.2389267591711613e-35,2.734677194559564e-31,7.9549583429566094e-36,4.3615807834803747e-14,1.2001441084752624e-19,1.4439964728294582e-22
6.21760217685369e-13,0.3614713197202459,1.0707043023535298e-11,8.6014249496369039e-18,8.5706116043780423e-18,2.2343706316096061e-28,7.2302847527767415e-23,0.0,0.0,3.3366388398302905e-12,7.7346372535602084e-21,154.0,0.0,0.99999286225848594,1.0,18.999999995879012,1.9624032549010854e-07,2.0369424175893545e-06,1.567859740303845e-06,1.5695128602856013e-06,6.3241553330356305e-07,2.8737152525599441e-09,5.6154279036353373e-13,1.2433662631144875e-09,1.1306341752284954e-06,2.6633602669352095e-17,7.7273006037972723e-12,1.0382152838197252e-11,2.3392567728634676e-14,2.3385728410666811e-14,5.3228983013763045e-18,8.1835607827188359e-14,1.5164196664936163e-18,5.5836755660978204e-13,3.3618448014348962e-33,3.1251839046012307e-33,3.1251885737776289e-33,8.1745626230685337e-18,7.2966328716894196e-20,8.1511170131570697e-18,1.1635540008495245e-19,9.1691371058466872e-21,2.1572990117149392e-20,2.0631792856823397e-24,2.9687071177665978e-28,5.77703182807798e-29,2.2005967505812723e-33,3.9352086980701157e-37,3.5732125153346296e-35,3.0122450618958434e-31,8.8517726491939295e-36,4.5773953990556557e-14,1.2436283593958435e-19,1.5230169950234305e-22
6.327355420860785e-13,0.3614713197199569,1.0896163996393584e-11,8.9083926449497779e-18,8.8759233420920478e-18,2.3649132239693389e-28,7.6200133375096029e-23,0.0,0.0,3.4153502018260857e-12,8.0550935587812332e-21,154.0,0.0,0.9999927366021587,1.0,18.999999995738854,1.9970434730923009e-07,2.0529073261273878e-06,1.5954841889876972e-06,1.5972013700453046e-06,6.5062832637044553e-07,2.9754886969834419e-09,5.7153492373478333e-13,1.2816670759144724e-09,1.1631950646869067e-06,2.7576859709313096e-17,8.0024483606204574e-12,1.0751259937277247e-11,2.4652205759724727e-14,2.464493871739095e-14,5.6483510206634841e-18,8.580624315672329e-14,1.6186913131209868e-18,5.7824984859985333e-13,3.7995748729977656e-33,3.5321024760636583e-33,3.5321078463915304e-33,8.6208485181707113e-18,7.6896764225904765e-20,8.4022072134319704e-18,1.1996801558300601e-19,9.5345341128133152e-21,2.2859762449227484e-20,2.2272286119970624e-24,3.2641161733985085e-28,6.352057104856555e-29,2.4641631042572867e-33,4.4105143578226593e-37,3.9347913156479791e-35,3.3120972421563209e-31,9.8312880991897104e-36,4.7994881158225364e-14,1.2878852686053921e-19,1.6048607486887207e-22
6.43710866486788e-13,0.3614713197196636,1.1085289132090575e-11,9.2207640387459943e-18,9.1865806562949878e-18,2.5007784239591207e-28,8.0235025245769248e-23,0.0,0.0,3.4947488365108749e-12,8.3836133928458682e-21,154.0,0.0,0.99999261095259628,1.0,18.999999995596539,2.0316836855588019e-07,2.0684740551408071e-06,1.6231068731483581e-06,1.6248894709010853e-06,6.6898152543653862e-07,3.0790128845346741e-09,5.8124652277229587e-13,1.3203697575378564e-09,1.1960069729234528e-06,2.8536343357482211e-17,8.2824076152220845e-12,1.1126790993659548e-11,2.5956229537878426e-14,2.594851663484324e-14,5.9870924438739819e-18,8.9889998801008072e-14,1.7258105913147976e-18,5.9847984018972044e-13,4.2852620812568384e-33,3.9836029556562113e-33,3.9836091175666559e-33,9.0832891493725296e-18,8.0965794886814702e-20,8.6559319918667055e-18,1.2361915080370154e-19,9.9071479143934689e-21,2.419730820165315e-20,2.4009676541090137e-24,3.5827760198672535e-28,6.9723604857607942e-29,2.7537083091290717e-33,4.9332119108306571e-37,4.3253189865400571e-35,3.6355629158837319e-31,1.0899496205048182e-35,5.0279080185905513e-14,1.3329147796424403e-19,1.6895767142110803e-22
