Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198)
7.353846244501987e-18,0.7706290525291364,3.3132074976148582e-20,3.9312754489873409e-32,3.9294961290974257e-32,5.0014384889824366e-50,2.1842794776453642e-42,0.0,0.0,3.2276559618641195e-20,1.1163590274986118e-34,154.0,0.0,0.99999999999925027,1.0,19.0,1.0566758545781572e-13,7.6721949294741907e-14,2.8372630638562494e-13,2.837263696037116e-13,2.5266444176389694e-19,3.2920910764213332e-21,3.2172411599562243e-21,2.2658942990986092e-21,2.8000658021108069e-19,2.5081050430652092e-30,2.1355550493715992e-24,8.0572788517317018e-25,8.0772040188608818e-33,8.0772039595241819e-33,5.1620895427555327e-41,1.69182361853596e-32,7.7158051650312745e-42,1.5460835375990872e-25,4.4648949728572741e-75,4.2655069858068286e-75,4.2655069858130597e-75,1.6033700448005714e-35,1.8683129232399308e-38,3.2261204906322289e-30,7.734288751405055e-36,1.216996754356647e-39,1.4089033515402159e-44,1.7737535533108473e-53,3.6235623935931699e-62,1.2355900385593811e-63,8.5195381538736852e-73,1.5566835456321114e-76,1.2726567995541989e-73,3.9385605735138268e-65,2.0781639684613249e-73,1.5266200880059928e-32,7.3659918935513442e-34,7.3274177206435435e-42,6.0545537619381735e-43,7.5182651951693581e-43,1.2034068583723867e-46,9.8480987427462675e-51,5.1808193276656296e-51,7.819096796781244e-57,1.0969934299578259e-65,1.3977097985209158e-57,1.2371605642069474e-65,1.0193406229450423e-66,8.5178379534484077e-66,2.838854846190292e-67,2.8388548440732908e-67,4.3141873694366956e-77,3.3947708546715002e-56,1.4178209312696156e-59,1.3313616995506907e-67,2.9188422538810448e-75,5.8410145972590186e-76,2.5752877367237369e-84,4.0791172330169686e-85,1.6587485538452966e-95,6.8005176402105162e-61,9.4580686128601539e-67,1.6855822123946524e-76,1.1458050583680134e-96,2.306476849531823e-105,1.1906898244869511e-105,3.3897053695819622e-71,5.7212952738358987e-34,2.6539120471421786e-42,2.6509956258138842e-42
1.4714081582179042e-17,0.7706290525291364,6.6292935601534205e-20,1.5731786032412487e-31,1.5728225114600543e-31,4.0052420670977057e-49,1.7487517212804496e-41,0.0,0.0,6.4581780020971021e-20,4.4683824974877768e-34,154.0,0.0,0.99999999999849976,1.0,19.0,2.1142697594116441e-13,1.5350946536613471e-13,5.6769911035469323e-13,5.6769923274871319e-13,1.0113100745902628e-18,1.3176943250885364e-20,1.2590165978701815e-20,9.0694603335143318e-21,1.1207492179832649e-18,1.9429356011472665e-29,8.5477854762340376e-24,3.2250112636288592e-24,6.4666743801516184e-32,6.4666742851371387e-32,8.2659189105752571e-40,1.3544799001054879e-31,1.2355291249598621e-40,6.1883632864418154e-25,5.726671168822868e-73,5.4709362764970941e-73,5.4709362765130778e-73,1.2836709822689146e-34,1.4957863193042108e-37,2.3535895603513985e-29,6.1881281988950639e-35,9.7432607571190994e-39,2.2560556737140388e-43,5.6807245779445858e-52,2.3210372750419926e-60,7.9144505913168239e-62,1.0914287336120072e-70,1.9942504102751975e-74,1.6298470078456764e-71,2.5228062826102197e-63,1.3322363002347193e-71,1.2222173763077159e-31,2.9483163096277172e-33,5.8663892550778216e-41,4.8472940551913404e-42,6.0182795343174534e-42,1.8589706732798817e-45,1.5134058137196708e-49,7.9843677077565238e-50,2.4130756737313361e-55,6.7663819690520414e-64,4.3135154259995809e-56,7.6293138116381996e-64,6.2682041416623621e-65,5.2544011617096605e-64,1.7512588647286271e-65,1.7512588621174293e-65,5.3212998710456537e-75,1.0872364957529622e-54,4.5408265246299534e-58,8.5279661917875088e-66,3.7393229769208575e-73,7.4829098061626201e-74,6.5983227457042374e-82,1.0451533358490692e-82,8.5001210487499246e-93,2.1789699318923133e-59,6.0610910100410943e-65,2.079067884956041e-74,5.8715841700846615e-94,2.3638723221982898e-102,1.2203195315194098e-102,2.0910728017872948e-69,4.5805046195020216e-33,4.24597935362938e-41,4.2366651519636295e-41
2.9434552257533147e-17,0.7706290525291364,1.3261465739284157e-19,6.2940516947341371e-31,6.2933387706468746e-31,3.2058729164537745e-48,1.399532864329335e-40,0.0,0.0,1.2919407741534685e-19,1.787964699958442e-33,154.0,0.0,0.99999999999699873,1.0,19.0,4.2294575690507323e-13,3.070812261701071e-13,1.1356446985070705e-12,1.1356449285421599e-12,4.0465083355075904e-18,5.2724932838575398e-20,4.8217051031766408e-20,3.6289479226577243e-20,4.484402130000918e-18,1.4600242453704016e-28,3.4202274842516569e-23,1.2904245309789023e-23,5.1753046651717558e-31,5.1753045130916729e-31,1.3230373026316644e-38,1.0839832562436504e-30,1.9776352373536357e-39,2.4761513285801949e-24,1.2847785042116223e-70,1.2274043889947125e-70,1.2274043890018722e-70,1.0273269658217102e-33,1.197083602442913e-36,1.597781504839351e-28,4.9459838854460804e-34,7.7973886973708131e-38,3.6110771607366963e-42,1.8185561982937674e-50,1.4860660648906638e-58,5.0673018953384442e-60,1.39760000830657e-68,2.553684556513125e-72,2.0856762991086637e-69,1.6152506051095431e-61,1.0892768447690578e-69,9.7813424267371435e-31,1.1797104965930416e-32,4.6948938378840992e-40,3.8792598105328672e-41,4.8150063133619109e-41,2.9204824479008095e-44,2.2413921265869936e-48,1.1885563380180337e-48,7.5776145673698841e-54,4.2473069928098461e-62,1.3545433631142594e-54,4.7869248178178944e-62,3.9107132481706331e-63,3.298853945026705e-62,1.0995546457310915e-63,1.0995546424526022e-63,6.6811573364493062e-73,3.4805928098375658e-53,1.4536640401288819e-56,5.4601874283621811e-64,4.7883571389191862e-71,9.5821683780956525e-72,1.6898407981730664e-79,2.6767283953403492e-80,4.3539131815153403e-90,8.0838489945269386e-58,4.4876906762638201e-63,2.6103734029749609e-72,3.0075298768749994e-91,2.4216359081845398e-99,1.2501392855033201e-99,1.3129122332057315e-67,3.6657791768184989e-32,6.7843975397334032e-40,6.7547462076498689e-40
5.887549360824136e-17,0.7706290525291364,2.6525810313760062e-19,2.5178883978548681e-30,2.5177453287631544e-30,2.5654373319976426e-47,1.119838938964528e-39,0.0,0.0,2.5842609856253876e-19,7.153260428805045e-33,154.0,0.0,0.9999999999939968,1.0,19.0,8.4598331882173721e-13,6.1421166298025631e-13,2.2715357956688082e-12,2.2715362075898309e-12,1.6188274177477772e-17,2.1093403242631024e-19,1.7754888146364367e-19,1.4518014272863598e-19,1.7940091847963075e-17,1.0405213010041461e-27,1.3683136254050929e-22,5.1625379846964976e-23,4.1410297325100934e-30,4.1410294891483337e-30,2.1171366902506523e-37,8.6733158816454845e-30,3.1648090426053348e-38,9.9062172473559532e-24,1.6506557135834204e-68,1.5769426881771411e-68,1.5769426881955685e-68,8.2201773376585067e-33,9.5784867786557063e-36,9.7820706870238394e-28,3.9473358489850751e-33,6.2388058860533132e-37,5.7786393567001608e-41,5.8203459056532917e-49,9.5124369801253291e-57,3.243623698849357e-58,1.7892350036659872e-66,3.2692778986373448e-70,2.6665950905969148e-67,1.0339358678298717e-59,6.9980007901040753e-68,7.8263821984357009e-30,4.7196096802150153e-32,3.7566276362992932e-39,3.1039194423342988e-40,3.8504239822938364e-40,4.6276522809987914e-43,3.1192400950405329e-47,1.6678724615218062e-47,2.4007260972364039e-52,2.6895037011236792e-60,4.2914394569625342e-53,3.0286116403599476e-60,2.4466802607447218e-61,2.0897144282959119e-60,6.9661670917687661e-62,6.9661670502304112e-62,8.4650058372982647e-71,1.1140064223645001e-51,4.6526287854703716e-55,3.495210879230389e-62,6.1303195845432443e-69,1.2267606604721707e-69,4.3266188055630482e-77,6.8537974271826004e-78,2.2296510221341337e-87,2.5985450152897741e-56,2.8910374588567582e-61,3.3073350890002706e-70,1.5401644314305392e-88,2.4802534404206251e-96,1.2803999052916905e-96,8.3178847328890748e-66,2.9331537073599862e-31,1.0819243293658529e-38,1.072539200489255e-38
1.177573763096578e-16,0.7706290525291365,5.3054500327569433e-19,1.0072091056226278e-29,1.0071801151817489e-29,2.0527529130475721e-46,8.9595623069032063e-39,0.0,0.0,5.1691984628749553e-19,2.8617269630451939e-32,154.0,0.0,0.99999999998799283,1.0,19.0,1.6920584426104497e-12,1.2284202018686453e-12,4.5433176734203794e-12,4.5433183725561594e-12,6.4755214030879647e-17,8.4380454964811962e-19,6.115042773207409e-19,5.8075660646930009e-19,7.17627138392453e-17,6.8202718276131026e-27,5.4736993827287462e-22,2.0651829300363193e-22,3.3131378484656422e-29,3.3131374590980433e-29,3.3872714110948834e-36,6.9389961428183743e-29,5.0640457651561726e-37,3.9628090711269214e-23,2.1132979617959573e-66,2.0189248086376941e-66,2.0189248086848799e-66,6.5767674791608546e-32,7.6635157356505549e-35,5.3011684553135377e-27,3.1419638423037983e-32,4.9910550110438258e-36,9.2459323602816457e-40,1.8625416667991475e-47,6.0880751215213696e-55,2.0759586324444945e-56,2.2902670630677139e-64,4.1847621042086935e-68,3.4043126360716168e-65,6.6173154551518404e-58,4.4805528219701254e-66,6.2614156582843397e-29,1.8879971523123864e-31,3.0055863062159173e-38,2.4832468740124566e-39,3.0769375755518943e-39,7.3617553232266125e-42,3.9548123769028923e-46,2.1394871127488188e-46,7.6372197797501429e-51,1.7093416324675556e-58,1.3651979117273738e-51,1.9215838290415181e-58,1.5186543702415828e-59,1.3291502562125568e-58,4.4318743455587921e-60,4.4318742927071716e-60,1.0770509583133836e-68,3.5650835036527456e-50,1.4889502111639815e-53,2.2371026136956715e-60,7.8474044021074581e-67,1.5703688870567324e-67,1.1075759860175691e-74,1.7547061121974812e-75,1.141668685559127e-84,8.3171176684933413e-55,1.8508416535085925e-59,4.2081110109331194e-68,7.8862457224918022e-86,2.539974109525575e-93,1.3112300604415403e-93,5.2918400828355221e-64,2.3467032521690549e-30,1.7192178393324849e-37,1.6898389655774384e-37
2.3552114171249063e-16,0.7706290525291364,1.0611188381461739e-18,4.0289455269605296e-29,4.028884543825971e-29,1.6425354216541968e-45,7.1679903646738048e-38,0.0,0.0,1.0340261634361764e-18,1.1448893047736557e-31,154.0,0.0,0.99999999997598488,1.0,19.0,3.384208690009413e-12,2.4566279763858986e-12,9.0868801626372048e-12,9.0868814063978645e-12,2.590061763472408e-16,3.3753535532559467e-18,1.9042157653707778e-18,2.3230312119096082e-18,2.8703458700600684e-16,3.9942250717537046e-26,2.1895684568365519e-21,8.2610652206950274e-22,2.6506353164066155e-28,2.6506346935493632e-28,5.4183364184818929e-35,5.550955856688227e-28,8.1023610594218758e-36,1.5851878973739402e-22,2.7052785748009682e-64,2.5844694566686233e-64,2.5844694567894305e-64,5.2616656865242045e-31,6.1311016900586317e-34,2.5646413618438215e-26,2.488143040689993e-31,3.9922919701117812e-35,1.4791584945519972e-38,5.9593919990465554e-46,3.8958917054684074e-53,1.3284512114645977e-54,2.9311869348413281e-62,5.3558518004816106e-66,4.334141318874348e-63,4.2345646327511491e-56,2.8688632764893264e-64,5.0089150048388654e-28,7.5522932164614618e-31,2.4045814225074367e-37,1.9864927558344057e-38,2.4557766941788962e-38,1.1724470636154632e-40,4.4626792384900886e-45,2.4466205132311054e-45,2.4325394162897959e-49,1.0866812975813075e-56,4.3483061528750454e-50,1.2174716199428398e-56,9.2243669598459088e-58,8.4626622954598159e-57,2.8231445899280698e-58,2.823144522594828e-58,1.3721685904992405e-66,1.140815136177287e-48,4.7645870328022494e-52,1.4317308820512699e-58,1.0044579633839544e-64,2.0100425987929872e-65,2.8347382657127308e-72,4.4920053283549957e-73,5.8452887558769404e-82,2.6613607864857217e-53,1.1844932335487196e-57,5.3611555797226037e-66,4.0377202519726689e-83,2.6009090987511327e-90,1.3426872052846008e-90,3.3709547024452811e-62,1.8773837646042478e-29,2.7131459139302648e-36,2.6231226975970422e-36
3.532849071153235e-16,0.7706290525291365,1.5916927076109366e-18,8.5615792469808962e-29,8.5614823326739489e-29,4.8767514315528862e-45,2.049622276687701e-37,0.0,0.0,1.5512513022613034e-18,2.4331423986888371e-31,154.0,0.0,0.99999999996397693,1.0,19.0,5.0763589372299148e-12,3.6846264833056614e-12,1.3630441385569006e-11,1.3630443311643486e-11,5.5035767402474591e-16,7.172709225857711e-18,3.4542919132241108e-18,4.9363686631266331e-18,6.0991475144475972e-16,9.7376782703281781e-26,4.6528881385177456e-21,1.7554969803113239e-21,7.5792514648724589e-28,7.5792491726058308e-28,1.994051829750282e-34,1.5871629168836555e-27,2.982147971867019e-35,3.3685642767278013e-22,1.3958286015645053e-63,1.3334953459640199e-63,1.3334953460381895e-63,1.5045263241668131e-30,1.7531329521779107e-33,5.7917417306837698e-26,7.0731321344214661e-31,1.1414381160787684e-34,5.4438767108335873e-38,2.7206777042615023e-45,2.140410108508126e-52,7.2985357627096848e-54,1.8909354937932333e-61,3.4551099426305829e-65,2.7915629492558633e-62,2.3264777416568014e-55,1.4406810999711894e-63,1.4321793132499681e-27,1.6048811385903589e-30,6.8756809967751335e-37,5.6798701003114612e-38,7.0124228379705862e-38,4.3083568425241473e-40,1.4174499982432728e-44,7.8088677350102511e-45,1.1090677904700705e-48,5.9592365507538993e-56,1.982523210409464e-49,6.6685996606418979e-56,4.9801635453073831e-57,4.6432843330601573e-56,1.5492645183107058e-57,1.5492644749167757e-57,8.8431487902701243e-66,5.2084754471564944e-48,2.1753061805161011e-51,7.866262675345684e-58,6.4800681264443011e-64,1.2967385333227281e-64,2.1049831301252142e-71,3.3358115659954655e-72,4.9168249810873193e-81,1.1765334498533835e-52,6.33907485286077e-57,3.4550781010583758e-65,3.3963701478728034e-82,2.4457358890571675e-89,1.2625809945408743e-89,1.8498889338017235e-61,5.3680980832367548e-29,9.9204776039293201e-36,9.5166160907904353e-36
4.710486725181564e-16,0.7706290525291362,2.1222666116699742e-18,1.460511167470121e-28,1.4604973577896099e-28,1.0627183154702803e-44,4.3232762395576095e-37,0.0,0.0,2.0685952627412822e-18,4.1510320396775052e-31,154.0,0.0,0.9999999999519692,1.0,19.0,6.7685091842719573e-12,4.9124157582838901e-12,1.8174001342217082e-11,1.8174004189792686e-11,9.3879316263437638e-16,1.2235870268683948e-17,5.1602918721010464e-18,8.4207101515314731e-18,1.0403848723677943e-15,1.8047447099447524e-25,7.9373287976782378e-21,2.9946894941526466e-21,1.5986941803311106e-27,1.5986935990247592e-27,5.0567424688148513e-34,3.3476502960497403e-27,7.5632104275123703e-35,5.7464099205908928e-22,7.6148826579241276e-63,7.2748262742138026e-63,7.2748262746266945e-63,3.173504404674905e-30,3.6978894978116919e-33,1.0216740313358314e-25,1.4840710203925829e-30,2.4074068330378131e-34,1.3805862774209124e-37,8.109089187779194e-45,7.3588020136205424e-52,2.5092612415970879e-53,7.3842835932908031e-61,1.3492541378218277e-64,1.0885359631620546e-61,7.9985091172743873e-55,5.9577401093794092e-63,3.0207582658780615e-27,2.7377550133650833e-30,1.4502895044317873e-36,1.1979946557979567e-37,1.4772907275811958e-37,1.0912632541612511e-39,3.1918814314753413e-44,1.7644624366317029e-44,3.3020867612898296e-48,2.0455708374867756e-55,5.9026717371442829e-49,2.2865991691135468e-55,1.6855409181501673e-56,1.5946284315668879e-55,5.3214222757800221e-57,5.3214221064640422e-57,3.4504512511530045e-65,1.5524730330073077e-47,6.483858369832905e-51,2.7045441514441978e-57,2.5306071757778979e-63,5.0640382573313936e-64,9.2179298059464527e-71,1.4608653842083646e-71,2.3889423003780031e-80,4.0203610712503689e-52,2.3952921091951839e-56,1.3481146636208945e-64,1.6501975385996507e-81,1.3065149203537442e-88,6.7447223875068025e-89,6.3540218800472162e-61,1.1322736562640414e-28,2.5011314275574567e-35,2.3826439456047539e-35
7.065762033238221e-16,0.7706290525291364,3.1834145009786711e-18,3.0238167663935475e-28,3.0237930805094142e-28,3.0853116681717224e-44,1.1808290135213411e-36,0.0,0.0,3.1035620507849856e-18,8.5954535221276975e-31,154.0,0.0,0.99999999992795341,1.0,19.0,1.0152809677937201e-11,7.3675033642661217e-12,2.7261118283626888e-11,2.7261123706611112e-11,1.943463012204576e-15,2.5332956033542211e-17,8.7673653438302874e-18,1.7433403908266391e-17,2.1537752919228494e-15,4.0868171830886389e-25,1.6433330241545406e-20,6.2001604404138363e-21,4.366558642686985e-27,4.3665566102051006e-27,1.7680034073523617e-33,9.1428131413708101e-27,2.6447847517664471e-34,1.1897283805980196e-21,1.0575989504073785e-61,1.0103699532250231e-61,1.01036995329025e-61,8.6678935156267234e-30,1.0100150191161586e-32,2.1881066100294144e-25,4.0181163857843233e-30,6.5743605008494509e-34,4.8273750530289898e-37,3.5491336677072312e-44,3.9573416615080319e-51,1.3494050457644326e-52,4.8026232068054223e-60,8.7753584409707507e-64,7.0612491571045439e-61,4.3013571363070228e-54,5.150074742220719e-62,8.2500338784257671e-27,5.6682071326382023e-30,3.9612153799699005e-36,3.2718331474438282e-37,4.0266096102161708e-37,3.8084831032287199e-39,9.3786282054066931e-44,5.206468117896892e-44,1.442824949032247e-47,1.0971710100543051e-54,2.5791329694405531e-48,1.2241420256917497e-54,8.8240019223185587e-56,8.5602652930843344e-55,2.8574217952937081e-56,2.8574216853226534e-56,2.2410747507841544e-64,6.7952666501740344e-47,2.8380169383371123e-50,1.4545131449128644e-56,1.645958744648593e-62,3.2937460853439275e-63,7.1510394017515119e-70,1.1334156846652531e-70,2.1842186900157366e-79,2.4717303289378251e-51,1.7303804410922376e-55,8.756030773658529e-64,1.5087817072260838e-80,1.3926389906869682e-87,7.1893277229239555e-88,3.4119193345345949e-60,3.0925148379895269e-28,8.6597390482216172e-35,8.1549011291131591e-35
9.421037341294878e-16,0.7706290525291364,4.2445625175027939e-18,5.1427348778726226e-28,5.1426982940926477e-28,6.7482588369512378e-44,2.4706993468805618e-36,0.0,0.0,4.1389657882579137e-18,1.4620635306628785e-30,154.0,0.0,0.99999999990393762,1.0,19.0,1.3537110170946181e-11,9.8218218458846614e-12,3.6348230568470585e-11,3.6348239823875018e-11,3.3050079268388545e-15,4.3084848821520161e-17,1.2570869265454209e-17,2.9648601826055338e-17,3.6626600906459322e-15,7.349764465305478e-25,2.794888496548563e-20,1.0544882596256235e-20,9.1363361523269198e-27,9.1363310744895786e-27,4.4170007918903334e-33,1.9128562377335042e-26,6.6083654875352605e-34,2.0234232216242842e-21,4.8616628626155318e-61,4.6445565014640266e-61,4.6445565018022591e-61,1.8136223086366482e-29,2.1132973367888067e-32,3.7955707425097724e-25,8.3423403138044818e-30,1.3753850764078416e-33,1.2061032870869405e-36,1.0339613840389484e-43,1.3188122302488874e-50,4.4969883770899722e-52,1.8029449959349773e-59,3.2943464895210817e-63,2.6460549341027841e-60,1.4334579044733335e-53,2.0118913536499403e-61,1.7260692649430709e-26,9.6401665478858152e-30,8.2882167203149609e-36,6.845269326483179e-37,8.4095770293615165e-37,9.5012405385313406e-39,2.053936481244235e-43,1.1434675219718919e-43,4.1982228657007713e-47,3.6496366126281242e-54,7.5045651404077359e-48,4.0664009097638058e-54,2.8842077643970183e-55,2.8492548061730309e-54,9.5127332682822349e-56,9.5127328558101653e-56,8.4056730687747439e-64,1.979763031952679e-46,8.2683919682109216e-50,4.8474897218137302e-56,6.1793053423116718e-62,1.2365454407012053e-62,2.9865724257521244e-69,4.7339318639979663e-70,1.0046191764396891e-78,8.2970823562725619e-51,6.6307649517274388e-55,3.2841533749964438e-63,6.9395572894294204e-80,6.994008169813008e-87,3.6105709408684779e-87,1.1358768519368491e-59,6.4704216254307012e-28,2.1461367874922047e-34,2.0020796396717783e-34
1.4131587957408194e-15,0.7706290525291362,6.3668589682817345e-18,1.1205014214718397e-27,1.1204936478532905e-27,2.245675393638008e-43,7.8017497815821899e-36,0.0,0.0,6.2112080515441381e-18,3.1865805526780533e-30,154.0,0.0,0.99999999985590615,1.0,19.0,2.0305711154809189e-11,1.4727934748263046e-11,5.4522439847676257e-11,5.4522461410234132e-11,7.1992664586513048e-15,9.387333990226499e-17,2.0310538407351082e-17,6.4592469471241097e-17,7.9783366708500189e-15,1.7128570960750102e-24,6.0895145266554818e-20,2.2975222479060841e-20,2.8849870440114068e-26,2.8849846938048353e-26,2.0442208384910076e-32,6.0390311316410018e-26,3.0598573331169377e-33,4.4086428906173829e-21,9.1250238257057255e-60,8.7175293822084048e-60,8.7175293833357562e-60,5.7269044302443212e-29,6.673173409351247e-32,8.4584573608351888e-25,2.5774083720257467e-29,4.3412857784072423e-33,5.5832380717541209e-36,7.1626003049536834e-43,1.4025358974212167e-49,4.7824767805656396e-51,3.029914635404852e-58,5.5362974477497116e-62,4.3974328415234891e-59,1.5244601532070028e-52,2.3959858804386037e-60,5.4493305909121324e-26,2.1004025321341429e-29,2.6171735968644309e-35,2.1610589331948694e-36,2.6415990307925791e-36,4.3772123071254593e-38,6.9319273810193976e-43,3.8769042512541986e-43,2.8944922774957746e-46,3.8464645680170906e-53,5.1740692568426617e-47,4.2558287545860245e-53,2.7971894412747627e-54,3.0124771857518073e-53,1.0068059711036381e-54,1.00680590212903e-54,1.4056176200175523e-62,1.3717793297243601e-45,5.7291471610176515e-49,5.1564444277906605e-55,1.0387038117286608e-60,2.0785357941005662e-61,8.1754219849018405e-68,1.2965014179123496e-68,4.6232750252516101e-77,6.4071168940788189e-50,8.3616126330910249e-54,5.4918432031012314e-62,3.1935970836669805e-78,5.5732303253120019e-85,2.8771128865118403e-85,1.2021960313752673e-58,2.0430077879733861e-27,9.6649199098044235e-34,8.747250342324546e-34
1.884213857352151e-15,0.7706290525291365,8.4891559697142241e-18,1.9672285760195389e-27,1.9672141126027585e-27,5.2260760333551981e-43,1.7745416891839689e-35,0.0,0.0,8.2853416562006891e-18,5.5962979665777902e-30,154.0,0.0,0.9999999998078748,1.0,19.0,2.7074312135831546e-11,1.96307219184561e-11,7.269662897097814e-11,7.2696669070098427e-11,1.2636670606354571e-14,1.6481012056052363e-16,2.8117591659443798e-17,1.1339276451542533e-16,1.4004150711134758e-14,3.1198597230952002e-24,1.0691158009132043e-19,4.0336814681328365e-20,6.5620234817117423e-26,6.5620166695905133e-26,5.9249335525751306e-32,1.373365511939878e-25,8.8718767644139738e-33,7.7401076935960205e-21,5.3084623751995502e-59,5.071403392280628e-59,5.0714033930594916e-59,1.3026116508355661e-28,1.5178411848278693e-31,1.5029715335584151e-24,5.7538361664577717e-29,9.8709453723854675e-33,1.6185254751029204e-35,2.6051037762664827e-42,6.2966084094150347e-49,2.1470671104781982e-50,1.651424647671879e-57,3.0175102201483616e-61,2.3834234533883046e-58,6.8439817492758152e-52,1.1415595285961298e-59,1.2392588355410581e-25,3.6876053030879073e-29,5.9528663532125574e-35,4.9144828475266679e-36,5.9812998375984051e-36,1.2643763400464577e-37,1.6323734247289985e-42,9.1522865239124194e-43,1.0495140488178608e-45,1.7179688057777665e-52,1.8760653656915524e-46,1.8930964340334184e-52,1.1920058668110481e-53,1.3479758882508637e-52,4.5078113166401308e-54,4.5078109415972159e-54,7.6429129797309017e-62,4.9900950905527058e-45,2.0840742314649164e-48,2.3152757867009729e-54,5.6620332217909723e-60,1.1330155316206776e-60,5.3201571429801577e-67,8.4387800144985426e-68,3.5356568698293627e-76,2.466300725723182e-49,3.9741814757968413e-53,2.9861378445585712e-61,2.4423086014196795e-77,4.9319198229266084e-84,2.54604438844191e-84,5.3826585777517105e-58,4.6465890144531654e-27,2.7437973810866976e-33,2.4281540166911303e-33
2.8263239805748136e-15,0.7706290525291364,1.2733751632147983e-17,4.3855090302947673e-27,4.3854691223959983e-27,1.7808497467683604e-42,5.9248473569914477e-35,0.0,0.0,1.2439309022524661e-17,1.2484085859982794e-29,154.0,0.0,0.9999999997118123,1.0,19.0,4.0611514089315025e-11,2.9426284765504297e-11,1.0904494647172789e-10,1.0904504267306749e-10,2.815682951642385e-14,3.6740658806643848e-16,4.3698843253039667e-17,2.5273488206876201e-16,3.1203827050867873e-14,7.2277138584950323e-24,2.3833556028551629e-19,8.9921852353018176e-20,2.1909278273916629e-25,2.1909243698336891e-25,3.0068675897957545e-31,4.5834745123040069e-25,4.5069038401340555e-32,1.7254846735708991e-20,1.0486646307930135e-57,1.0018346212242323e-57,1.0018346214833867e-57,4.3491835745264723e-28,5.0677671486827922e-31,3.3921055499381564e-24,1.8388476130318986e-28,3.2928928090418286e-32,8.217919589246097e-35,2.0545368954224563e-41,7.8865755956221957e-48,2.6892277318107858e-49,3.3595012500789196e-56,6.1385904772978768e-60,4.7418581098163712e-57,8.5721717274419052e-51,1.4166406375982033e-58,4.1359064440160319e-25,8.2206874304159783e-29,1.9875391051397831e-34,1.6400911951636879e-35,1.975457800792303e-35,6.3593184054767002e-37,5.6740320637283807e-42,3.1908481657041992e-42,8.2012399947814631e-45,2.1138289263327821e-51,1.466016406385734e-45,2.296931385029296e-51,1.2697381530238758e-52,1.6693838374181779e-51,5.5945188106164019e-53,5.5945180546981344e-53,1.5404683904536879e-60,3.9374482904788521e-44,1.6444299213550753e-47,2.9013203151854072e-53,1.1523929264638706e-58,2.3059748684763245e-59,1.7951076488141351e-65,2.8501988933246739e-66,2.0213033215276476e-74,1.9527976168793209e-48,5.0906242645358973e-52,6.0187142938175885e-60,1.3962465101296529e-75,4.857824223242414e-82,2.5077952662282682e-82,6.6803342295668373e-57,1.5511463134544543e-26,1.3193569207563526e-32,1.1070596654468579e-32
