Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071)
2.265397094933348e-19,0.7122872599710889,4.9704572050767859e-19,7.2140855742469481e-32,6.5650162600768367e-32,9.1568501751187068e-50,1.5830509447440772e-43,0.0,0.0,9.2217302663185459e-20,3.5991739934012404e-35,154.0,0.0,0.99999999999943523,1.0,19.0,3.3018846998241661e-14,2.8382891469768155e-13,1.2388267054231492e-13,1.238832597731885e-13,3.3189898998347282e-20,5.4209287066183554e-23,5.412026777244819e-23,3.2385588084385126e-23,5.2559958720253771e-20,3.5075125776895848e-33,1.0022573661868285e-25,1.6164786810696846e-25,1.5519310153011583e-34,1.5519310149242378e-34,3.246703314493732e-44,9.9234300776856609e-34,5.2250075513435774e-45,7.3301027077181429e-27,5.4935611674527495e-80,5.1416417507668218e-80,5.141641750771111e-80,3.0226795451936051e-38,2.7678773779475426e-40,4.1488470495831941e-33,2.8909567169756921e-38,7.3425264909628336e-41,7.7719148047319419e-47,5.1108683234389913e-57,3.6850294922698198e-67,7.4971369151837672e-68,1.7228881120848909e-78,1.8124345978949593e-82,4.605615448940111e-79,3.7952754721889618e-70,1.9112633581204979e-76,6.2663223110011324e-34,1.0130951026529886e-33,3.8006758312100755e-43,2.6858687392876445e-43
4.532762388906604e-19,0.712287259971089,9.9452327930959364e-19,2.7575876559721072e-31,2.6277173969456291e-31,7.3329076525028856e-49,1.2674033189001194e-42,0.0,0.0,1.8451475368070724e-19,1.4406077797206018e-34,154.0,0.0,0.99999999999887013,1.0,19.0,6.6066381092001406e-14,5.6790424789631275e-13,2.4787297144522058e-13,2.4787415035492784e-13,1.3284605631362668e-19,2.1697842084064819e-22,2.1626579028398443e-22,1.2962673176361261e-22,2.1037675457647547e-19,2.7931875430967814e-32,4.011641420422652e-25,6.4701273806367297e-25,1.242488451184951e-33,1.2424884505813879e-33,5.1989505791384614e-43,7.9447759744494713e-33,8.3668176945669457e-44,2.9339513628311214e-26,7.0460379899245358e-78,6.5946663745545894e-78,6.5946663745655917e-78,2.4199815640063837e-37,2.2159848885230102e-39,3.2713866065545804e-32,2.314453104684404e-37,5.8784795175999297e-40,1.2445176953262929e-45,1.6368523712837713e-55,2.360432972188288e-65,4.8022652807394321e-66,2.2071950809540938e-76,2.3219132646816734e-80,5.9001968479829133e-77,2.4310506585964911e-68,1.2253613342387302e-74,5.0168668045852392e-33,4.0550206076919679e-33,3.0428516245428741e-42,2.1503270819888265e-42
9.067492976853115e-19,0.7122872599710889,1.9894783973206164e-18,1.0774089295794948e-30,1.0514292350604124e-30,5.8692997561118838e-48,1.0143078451704009e-41,0.0,0.0,3.6910974294695626e-19,5.7643092823410096e-34,154.0,0.0,0.99999999999773992,1.0,19.0,1.3216144927937245e-13,1.136054389600412e-12,4.9585357292377706e-13,4.9585593100128566e-13,5.315569847424477e-19,8.6819630361646343e-22,8.625064498154361e-22,5.1867561482946293e-22,8.4178060249366533e-19,2.2118279523192579e-31,1.6051791067452462e-24,2.5888937184412039e-24,9.9436837606804514e-33,9.9436837510195249e-33,8.3216911425917952e-42,6.3582322251542981e-32,1.3392350538888597e-42,1.1739627098710185e-25,9.0280789056183933e-76,8.4497370684593879e-76,8.4497370684875894e-76,1.9367207465747605e-36,1.7734613910197112e-38,2.541162015315856e-31,1.8521537095774329e-36,4.7045602072694174e-39,1.9920347042717273e-44,5.240120019820049e-54,1.5113196901240571e-63,3.0747571212342868e-64,2.826421053767546e-74,2.9733233312255307e-78,7.555322497533796e-75,1.5565342377307467e-66,7.8492082768189569e-73,4.0150161928424324e-32,1.6225364300118276e-32,2.4352060618960177e-41,1.720913541079118e-41
1.8136954152746136e-18,0.712287259971089,3.9793886349714331e-18,4.2583666482808192e-30,4.2064015917698567e-30,4.6966314326751361e-47,8.116003853482931e-41,0.0,0.0,7.3830007040427613e-19,2.3061004103773071e-33,154.0,0.0,0.9999999999954795,1.0,19.0,2.6435158565352086e-13,2.2723525742398331e-12,9.9181477457187054e-13,9.9181949024022139e-13,2.1265718236200529e-18,3.4733504921460859e-21,3.4280838600826313e-21,2.0750389296024385e-21,3.3676669902115841e-18,1.733210194231596e-30,6.4217616415925442e-24,1.0357260604644621e-23,7.9564577620022572e-32,7.956457746541682e-32,1.3317365257892505e-40,5.087546802536933e-31,2.1432099795976744e-41,4.6966152770711028e-25,2.0241709362538253e-73,1.8945018507027144e-73,1.8945018507153383e-73,1.5496708740635289e-35,1.4190385590467964e-37,1.920146758307312e-30,1.4818248780177775e-35,3.7643469552969345e-38,3.1878909661343853e-43,1.6771841965464634e-52,9.6744736891175071e-62,1.968257092305075e-62,3.6185835691899911e-72,3.8066583317476738e-76,9.6724275723520882e-73,9.96390750531112e-65,6.6411161087547153e-71,3.2126198085111389e-31,6.4912022207317319e-32,1.9485348065327121e-40,1.3769896548247108e-40
3.627587650453218e-18,0.712287259971089,7.9592091167881501e-18,1.6930911757794904e-29,1.6826975779217348e-29,3.7577848693642947e-46,6.4934195897046136e-40,0.0,0.0,1.4766821210182048e-18,9.2251631801441524e-33,154.0,0.0,0.99999999999095868,1.0,19.0,5.2873185839944303e-13,4.5449405484745781e-12,1.9837371726319792e-12,1.9837466006179435e-12,8.5069616441139656e-18,1.3894532258008229e-20,1.3536659428101259e-20,8.3008210814393853e-21,1.3471735869766941e-17,1.3315369488682764e-29,2.5689137054313762e-23,4.143241378757982e-23,6.3657705278124073e-31,6.3657705030731354e-31,2.1309792489114424e-39,4.0704158727164736e-30,3.4294780262662918e-40,1.8787990085758157e-24,2.600114360135087e-71,2.4335501415713897e-71,2.4335501416038748e-71,1.2398544478267381e-34,1.1353386317458679e-36,1.3816910901098192e-29,1.1852853425166755e-34,3.0117379100819716e-37,5.1011024879876945e-42,5.3675101736942877e-51,6.1922747584248619e-60,1.2598089776765227e-60,4.6322485886812148e-70,4.8730085480986439e-74,1.2380842646493705e-70,6.3775307609733234e-63,4.2672311621820384e-69,2.5703348133433238e-30,2.5966921846601514e-31,1.5589758007967245e-39,1.1016920893220837e-39
7.255372120810427e-18,0.7122872599710891,1.5918850106481929e-17,6.7518521538583996e-29,6.7310642131167727e-29,3.0064246188517958e-45,5.1949822944441429e-39,0.0,0.0,2.9534518050432244e-18,3.6902240573650114e-32,154.0,0.0,0.99999999998191702,1.0,19.0,1.0574924038817875e-12,9.0900829170157729e-12,3.967581947807886e-12,3.9676007898519429e-12,3.4029087574023989e-17,5.5580386924581275e-20,5.2784393790149233e-20,3.3204554111180936e-20,5.3888908739141772e-17,9.8650666047446332e-29,1.0276072863903055e-22,1.6573639546544336e-22,5.0928580860711229e-30,5.0928580464868095e-30,3.4096891401796112e-38,3.256474447471002e-29,5.4874221889973509e-39,7.5155018348125444e-24,3.328551523887675e-69,3.1153233720101521e-69,3.1153233720933253e-69,9.919307007329835e-34,9.0831401263879048e-36,9.189318414406674e-29,9.4781419634498313e-34,2.4094637527946827e-36,8.1620448472458797e-41,1.7176657207307356e-49,3.9632037660412805e-58,8.0630785279048746e-59,5.9295024696667527e-68,6.237687566394554e-72,1.5845266372076747e-68,4.0817721135216726e-61,2.7314340939766473e-67,2.0563573605761911e-29,1.0387191197725892e-30,1.2472397573532053e-38,8.8138874089176606e-39
1.4510941061524845e-17,0.712287259971089,3.1838132190110828e-17,2.6966382633372569e-28,2.6924804739081786e-28,2.4052261026775209e-44,4.15608449804867e-38,0.0,0.0,5.9070135042819792e-18,1.4761265583326006e-31,154.0,0.0,0.99999999996383371,1.0,19.0,2.1150134948084803e-12,1.8180233336369669e-11,7.9352714143824781e-12,7.9353090486725919e-12,1.361179703444166e-16,2.2232604148876837e-19,2.0096419214290734e-19,1.3282026833199243e-19,2.1555820048688515e-16,6.8696975536134306e-28,4.1105127019304081e-22,6.6295904142818266e-22,4.0743830147671698e-29,4.0743829514323614e-29,5.4554779004524876e-37,2.605220849579367e-28,8.7800291714871894e-38,3.0062618895251351e-23,4.2607502763848634e-67,3.9878051565846272e-67,3.9878051567975618e-67,7.9356348311346293e-33,7.2666843909052637e-35,5.4800807821116823e-28,7.5753581582084125e-33,1.9275512250901482e-35,1.3059174198302335e-39,5.4964967598874404e-48,2.5364365606471166e-56,5.1603422454205966e-57,7.5897244881996253e-66,7.9842011726397769e-70,2.0274643646724229e-66,2.6123199916876453e-59,1.7481976630672061e-65,1.6451119625126621e-28,4.1549608561673655e-30,9.978153439122629e-38,7.0511689518528323e-38
2.1766510002239262e-17,0.712287259971089,4.7757414377981089e-17,5.7277922334894946e-28,5.7215552585374511e-28,7.1405965800085752e-44,1.1883876894532507e-37,0.0,0.0,8.8605975347095002e-18,3.1367979612957654e-31,154.0,0.0,0.9999999999457504,1.0,19.0,3.1725345856971754e-12,2.7270249439979757e-11,1.1902960797179875e-11,1.1903017193739827e-11,2.8925072979141027e-16,4.7244562201688027e-19,4.1293480725545051e-19,2.8224380408882391e-19,4.580612438292085e-16,1.8206686372151851e-27,8.7348916570670123e-22,1.4087963513569767e-21,1.1650259686501677e-28,1.1650259453389218e-28,2.0079606076956561e-36,7.4493150307114388e-28,3.2316398001916167e-37,6.3883447306675351e-23,2.1983934210744063e-66,2.0575635874535352e-66,2.0575635875842658e-66,2.2691097612574854e-32,2.0778302030908014e-34,1.3469147630729842e-27,2.1648885772363341e-32,5.5115177487769859e-35,4.8065945435758393e-39,2.5094840914924422e-47,1.3935863162007863e-55,2.8352305480553969e-56,4.8963925272667502e-65,5.1508834855501242e-69,1.3078468500749819e-65,1.4352787293978989e-58,8.6754533554191898e-65,4.7039993828031867e-28,8.8293444272839483e-30,2.8531454031746412e-37,2.0161881178055515e-37
3.6277647883668097e-17,0.712287259971089,7.9595979170686984e-17,1.5828904421518484e-27,1.5818507807729307e-27,3.3448645788128333e-43,5.4614267241439464e-37,0.0,0.0,1.4767854920319923e-17,8.6724460133209335e-31,154.0,0.0,0.99999999990958377,1.0,19.0,5.287576767322577e-12,4.5449744400101572e-11,1.9838339227666006e-11,1.9838433068659018e-11,7.9968572169833969e-16,1.3061803331928434e-18,1.0522443595982467e-18,7.8031875002474704e-19,1.2663927818592376e-15,6.8905348470536237e-27,2.4149543402766848e-21,3.8949294779511517e-21,5.3540637016964033e-28,5.3540635223445931e-28,1.5448744549098968e-35,3.4234055802574526e-27,2.4864365254953019e-36,1.7661994896967472e-22,1.4819855554469607e-64,1.387049056612809e-64,1.3870490567616645e-64,1.0428061830753715e-31,9.5490021855285697e-34,4.4353539743082231e-27,9.9324203297925838e-32,2.5327571095364766e-34,3.6980544595809284e-38,3.2666279299989358e-46,3.1071146847261187e-54,6.3213787709949043e-55,1.8939073104779375e-63,1.9923457238858654e-67,5.0555824598274737e-64,3.200071548197448e-57,2.7439043743440883e-63,2.1617689231842935e-27,2.4410678147194628e-29,1.3112084941110947e-36,9.2654694389976609e-37
4.933767197695405e-17,0.712287259971089,1.0825068782092865e-16,2.8182275095755099e-27,2.8168133418832135e-27,7.7186773030248483e-43,1.2293644195530749e-36,0.0,0.0,2.0084458719997367e-17,1.5443174990399165e-30,154.0,0.0,0.99999999987703381,1.0,19.0,7.1911147306626704e-12,6.181085591091842e-11,2.6980179544417538e-11,2.6980307045282936e-11,1.4239920466518845e-15,2.3259245722122071e-18,1.7770011246800163e-18,1.3895113096531689e-18,2.2550524542076407e-15,1.400133947331003e-26,4.3003268934324109e-21,6.9357292417765336e-21,1.2051969843811333e-27,1.2051969349878789e-27,4.2545538516178807e-35,7.7060101053038974e-27,6.8477157408996634e-36,3.1450844199240577e-22,8.4750938138529698e-64,7.9321764237393288e-64,7.9321764246670773e-64,2.347352045671901e-31,2.1494755051304378e-33,8.4513430510821739e-27,2.2337034388464582e-31,5.7010367651411936e-34,1.018434572547522e-37,1.0679283596028413e-45,1.1728946296953397e-53,2.3862367779578872e-54,8.0500467496017272e-63,8.4684668046310107e-67,2.1485633342128235e-63,1.2079846386667618e-56,1.2582524044301565e-62,4.8660939448833686e-27,4.3468272464268678e-29,2.9515232772629478e-36,2.0856216206479983e-36
6.239769607024001e-17,0.712287259971089,1.3690539682767299e-16,4.3988797815183946e-27,4.3970909164731026e-27,1.4861943287488393e-42,2.3235821787439793e-36,0.0,0.0,2.5401138891754942e-17,2.4107180808724715e-30,154.0,0.0,0.99999999984448384,1.0,19.0,9.0946526938728149e-12,7.8171508104864172e-11,3.4122019574653613e-11,3.4122180717920832e-11,2.2228520989358927e-15,3.6308050685760666e-18,2.6348816299424047e-18,2.1690368369697804e-18,3.520137695184405e-15,2.4015284221978575e-26,6.7128792774167057e-21,1.0826784261463984e-20,2.2779039542596736e-27,2.2779038430137423e-27,9.5822910806081172e-35,1.4564765694325201e-26,1.5423020480828369e-35,4.9095273039416512e-22,2.6170023117325741e-63,2.449356256154603e-63,2.4493562564957247e-63,4.4366555345594354e-31,4.0626543861256166e-33,1.3789356655311778e-26,4.2177347945060294e-31,1.0774975997858488e-33,2.2937567050112371e-37,2.827870794145122e-45,3.6101495815233939e-53,7.3447960948316344e-54,2.8526401670755296e-62,3.0009123650175388e-66,7.6120098525987668e-63,3.7181561298419725e-56,3.642444511914866e-62,9.1971743060939063e-27,6.7854669133435363e-29,5.578578379528822e-36,3.9419051251173248e-36
7.545772016352596e-17,0.712287259971089,1.6556010617117182e-16,6.3057189039609165e-27,6.3035551249637958e-27,2.5269110310003348e-42,3.883783282751892e-36,0.0,0.0,3.0717891205036969e-17,3.4559613968755767e-30,154.0,0.0,0.99999999981193388,1.0,19.0,1.0998190656960208e-11,9.453172643665639e-11,4.1263859334245591e-11,4.1264054120733294e-11,3.1865923478863513e-15,5.2050268723997621e-18,3.6011924557164545e-18,3.1094574760906993e-18,5.0463293749436132e-15,3.6874903068633422e-26,9.6234088690852434e-21,1.5520995382682891e-20,3.8074335824130617e-27,3.8074333686056494e-27,1.8416492535960082e-34,2.434429604614331e-26,2.9642487837248081e-35,7.0381705351351402e-22,8.0655189066421519e-63,7.5488390322885594e-63,7.5488390333966359e-63,7.4157103432287472e-31,6.7905790734945222e-33,2.0380023871928462e-26,7.0433883115223382e-31,1.8009404462241574e-33,4.4084294292037576e-37,6.1770320550266783e-45,8.8743809618152004e-53,1.8054797573368837e-53,7.8253113955177497e-62,8.232052555404074e-66,2.0877067971196397e-62,9.1398802250097108e-56,9.6660001544789473e-62,1.5372628627384952e-26,9.7274683928978713e-29,9.3243898892512778e-36,6.5886559222570581e-36
1.0157776835009786e-16,0.712287259971089,2.2286952562613196e-16,1.0863260389742891e-26,1.0860346184497691e-26,5.5870852916092764e-42,8.291443728322971e-36,0.0,0.0,4.1351560349023526e-17,5.9543035198067993e-30,154.0,0.0,0.99999999974683396,1.0,19.0,1.4805266582855063e-11,1.2725117371824291e-10,5.5547538236230956e-11,5.5547800353373905e-11,5.4900666886698459e-15,8.9676980729202235e-18,5.7387468599958542e-18,5.3572100865431027e-18,8.6941415082330551e-15,6.9270682041346318e-26,1.6580095884943588e-20,2.6741000066808025e-20,8.1284448771151115e-27,8.1284443242335061e-27,4.7622766127760725e-34,5.1971726810494249e-26,7.6653943768366954e-35,1.2126009187972591e-21,5.0930726010885207e-62,4.7668086460281393e-62,4.7668086467749693e-62,1.5831721455886271e-30,1.4497127135478113e-32,3.6422467833155477e-26,1.5014730470301605e-30,3.8446071442754602e-33,1.13996093354911e-36,1.9021434300893715e-44,3.211069508561771e-52,6.5328738970667616e-53,3.2910644357222013e-61,3.4621325645185937e-65,8.777537435024341e-62,3.3071367952873398e-55,4.5802925723000478e-61,3.2818449696937777e-26,1.6759378587322893e-28,1.990652645700933e-35,1.4065714502697764e-35
1.2769781653666977e-16,0.712287259971089,2.8017894632587387e-16,1.6626521591205255e-26,1.6622855854369613e-26,1.0467427643481986e-41,1.5077101397072977e-35,0.0,0.0,5.1985496157451096e-17,9.113743992166456e-30,154.0,0.0,0.99999999968173403,1.0,19.0,1.8612342508296188e-11,1.599690173640834e-10,6.9831216137806491e-11,6.9831545703596352e-11,8.4029691047304734e-15,1.3725963465735282e-17,8.1621578898128025e-18,8.1996760451320518e-18,1.3307051922879959e-14,1.1263453355417449e-25,2.5377509229299043e-20,4.0929795745729055e-20,1.4780704177064339e-26,1.4780703006231265e-26,1.0085000594540929e-33,9.4503936007979544e-26,1.623330184379702e-34,1.8560080527850843e-21,1.8283394980282177e-61,1.7112154519418771e-61,1.7112154522418448e-61,2.8788301810006114e-30,2.63614694471462e-32,5.7104239507166167e-26,2.7264796041412966e-30,6.9906632590900308e-33,2.414069705624892e-36,4.6148904087499295e-44,8.8040029642228345e-52,1.7911615576125479e-52,1.0080659292923665e-60,1.0604656679378933e-64,2.6879368118155635e-61,9.0673973252302808e-55,1.4258372071816581e-60,5.9676152010027161e-26,2.5651918539447307e-28,3.6197875468978789e-35,2.5576426822904262e-35
1.5381786472324168e-16,0.7122872599710891,3.3748836835482805e-16,2.3677284008903004e-26,2.3672865309888059e-26,1.7715294877130444e-41,2.4940482031140153e-35,0.0,0.0,6.2619716717561713e-17,1.2979141989335036e-29,154.0,0.0,0.99999999961663411,1.0,19.0,2.2419418433252792e-11,1.9268514868155676e-10,8.4114892971117381e-11,8.4115290184602942e-11,1.1966605943221035e-14,1.9547351183623528e-17,1.0817776641371103e-17,1.16771765864397e-17,1.8950473891217347e-14,1.6788010900999004e-25,3.6140501072900935e-20,5.8288748021203087e-20,2.4450180886621484e-26,2.4450178671611002e-26,1.9078981165243128e-33,1.563262310086517e-25,3.0711235984888004e-34,2.6431696409836536e-21,5.5685482633497861e-61,5.2118251827155456e-61,5.2118251837099182e-61,4.762151942133735e-30,4.3607036561343801e-32,8.2741173361820493e-26,4.5037758834459807e-30,1.1563351795870883e-32,4.5669637758760966e-36,9.8536967406210683e-44,2.0979812290121258e-51,4.2683123096429241e-52,2.6555559670668784e-60,2.7935956334339707e-64,7.0791156327097048e-61,2.1607477949620954e-54,3.7836169459515683e-60,9.87149140748906e-26,3.6531290208698557e-28,5.9878369829033499e-35,4.2307472169603656e-35
2.0605796109638547e-16,0.712287259971089,4.5210721647527311e-16,4.1713863871512794e-26,4.1707933269350532e-26,4.2130070784345818e-41,5.7529827941703074e-35,0.0,0.0,8.3889028138345698e-17,2.2867708469822357e-29,154.0,0.0,0.99999999948643459,1.0,19.0,3.0033570281685163e-11,2.5811217834595025e-10,1.1268224337275442e-10,1.1268277678778407e-10,2.1082560141633576e-14,3.4439394790726027e-17,1.6541034884170935e-17,2.0572957157103031e-17,3.3386618346442454e-14,3.149955400527051e-25,6.367397833061862e-20,1.0269575328921828e-19,5.6398847345205617e-26,5.6398840632462532e-26,5.7819587606013718e-33,3.6058490135398923e-25,9.3078432403092837e-34,4.6568565911801838e-21,4.6136003503136412e-60,4.3180515697229203e-60,4.3180515709554201e-60,1.09847950661512e-29,1.0058766889870084e-31,1.4915936698285023e-25,1.0352353478067192e-29,2.6669687880220156e-32,1.3840223971661931e-35,3.9591546624751393e-43,1.1322882395117568e-50,2.3036241886970625e-51,1.956697228404869e-59,2.0584152289368219e-63,5.2104352916473527e-60,1.1661637301040197e-53,2.2604125686040038e-59,2.2769759946588168e-25,6.4362482989042982e-28,1.3812044210173378e-34,9.7584509000004374e-35
2.582980574695293e-16,0.7122872599710891,5.6672606999554723e-16,6.498082920519397e-26,6.497337721911409e-26,8.2280014293388995e-41,1.1051582794251344e-34,0.0,0.0,1.0515949634242621e-16,3.562444581846363e-29,154.0,0.0,0.99999999935623507,1.0,19.0,3.7647722128149254e-11,3.2353225294744668e-10,1.4124958943465409e-10,1.4125026041676665e-10,3.284163987778225e-14,5.3650285580271671e-17,2.2650938271664437e-17,3.2048273733757848e-17,5.2008451019088217e-14,5.1082802108217473e-25,9.9192476025316246e-20,1.5998128176402575e-19,1.0834317623467952e-25,1.083431604475178e-25,1.3598002938971012e-32,6.9267125071471984e-25,2.1891587858728156e-33,7.2545356371965908e-21,1.9894680498483257e-59,1.8620220653015384e-59,1.8620220659379347e-59,2.1102008673337385e-29,1.9323068575682877e-31,2.3570604567347814e-25,1.982165554256517e-29,5.1226962561656194e-32,3.2549140054516315e-35,1.1320756582463378e-42,3.9081821864970905e-50,7.9511412023485692e-51,8.0898560705385253e-59,8.5104151180384496e-63,2.1526586781669884e-59,4.0251064782329511e-53,8.1329579250974569e-59,4.3739929301756361e-25,1.0026503272230511e-27,2.6533170369529461e-34,1.8745168801861745e-34
3.6277825021581693e-16,0.712287259971089,7.9596379324635454e-16,1.2721636568579885e-25,1.2720583026452336e-25,2.3010060879480015e-40,3.0397854662809923e-34,0.0,0.0,1.4770390540850331e-16,6.9749050496362623e-29,154.0,0.0,0.99999999909583648,1.0,19.0,5.2876025815168608e-11,4.5435152690429132e-10,1.9838426853061943e-10,1.9838521947501972e-10,6.4292998086321704e-14,1.0503718904916309e-16,3.530345389898606e-17,6.2741842005311611e-17,1.0181523378146837e-13,1.0488560476696517e-24,1.9420046081545249e-19,3.1321356836321404e-19,2.980024661996527e-25,2.9800240422603905e-25,5.3378683858143826e-32,1.9051015907046735e-24,8.5949297345098182e-33,1.4203034971402751e-20,2.4344424231348463e-58,2.2784912490088556e-58,2.2784912502567826e-58,5.8042106925386858e-29,5.314891785585237e-31,4.6921837176033482e-25,5.4105341141123499e-29,1.4086358381904299e-31,1.2776815106709385e-34,6.4778056535312135e-42,3.3389607125598908e-49,6.793069782833466e-50,1.0586323112312583e-57,1.1136705932900515e-61,2.8095702153900056e-58,3.4388561377314319e-52,6.7804536030556512e-58,1.2030094897596654e-24,1.9630029289932033e-27,7.2980543865022121e-34,5.155304551697972e-34
5.717386357083921e-16,0.7122872599710891,1.2544393045913869e-15,3.1449626743053658e-25,3.1447932404476241e-25,9.2609745802019661e-40,1.209589195188918e-33,0.0,0.0,2.3280661468485623e-16,1.7244979912415213e-28,154.0,0.0,0.99999999857504085,1.0,19.0,8.3332633165571275e-11,7.1590659528174309e-10,3.1265357460952707e-10,3.1265510596191328e-10,1.5892035843777607e-13,2.5967316170302971e-16,6.1174202911004394e-17,1.5509659771624967e-16,2.5166836093217093e-13,2.7103099901066429e-24,4.8010390391443527e-19,7.7432853975395366e-19,1.1858082827065105e-24,1.1858078710029217e-24,3.5458645255787494e-31,7.5796931306799999e-24,5.7117136181767469e-32,3.5112855840701467e-20,7.1819183700083785e-57,6.7218424599154821e-57,6.7218424669355464e-57,2.3096170988002499e-28,2.1148965343572123e-30,1.1778866562381764e-24,2.1168812148905722e-28,5.6018178396217465e-31,8.4870012356436547e-34,7.4761290173842784e-41,6.9445111329762614e-48,1.412852085884505e-48,4.0916192253719049e-56,4.3043691626865376e-60,1.0788797696805908e-56,7.1522829801986355e-51,1.2094527989651137e-56,4.7863288684929346e-24,4.8529494285823415e-27,2.9040290288350196e-33,2.050829839843284e-33
9.896594066935425e-16,0.7122872599710891,2.1713905866651239e-15,9.4030187652576823e-25,9.4027051885825139e-25,4.9729363467961609e-39,6.4594965572224848e-33,0.0,0.0,4.03067599976856e-16,5.1570928923573654e-28,154.0,0.0,0.9999999975334557,1.0,19.0,1.4424584777182895e-10,1.2386829990797238e-09,5.4119197830904193e-10,5.4119475441933943e-10,4.7500327794726418e-13,7.763999410277741e-16,1.1321418837364203e-16,4.6363886654003061e-16,7.5222141194591986e-13,8.3748264554772571e-24,1.435475437512615e-18,2.315182320769015e-18,6.3324902674142991e-24,6.3324862011642116e-24,3.5017193490325943e-30,4.0465228527618456e-23,5.6453073683525429e-31,1.049848658089928e-19,4.010578674806394e-55,3.7536599018147692e-55,3.7536599095678758e-55,1.2334012853656716e-27,1.1294040376620718e-29,3.5615034141608745e-24,1.0915876086832068e-27,2.9876427123473069e-30,8.3804101188060728e-33,1.406821470361792e-39,2.5407165136282969e-46,5.1690621865060135e-47,2.9472127152262626e-54,3.1004971593973585e-58,7.6684985498881304e-55,2.6167357911675814e-49,3.7383215327118273e-55,2.5552471191234101e-23,1.4509951313019331e-26,1.5508128775226328e-32,1.0945526480290738e-32
1.407580177678693e-15,0.7122872599710891,3.0883422145841559e-15,1.901103317723391e-24,1.9010545896396262e-24,1.3931068641750046e-38,1.8069246202384389e-32,0.0,0.0,5.7340267436449584e-16,1.0428401913423039e-27,154.0,0.0,0.99999999649187865,1.0,19.0,2.0515906225202325e-10,1.7610146827044774e-09,7.6973010406622294e-10,7.6973423727748272e-10,9.6009275591846514e-13,1.5697311003274165e-15,1.6528472434224542e-16,9.3723638133722699e-16,1.5204154624858684e-12,1.7161449368888029e-23,2.9022670345343455e-18,4.6808667289391402e-18,1.7713948277529793e-23,1.7713933110015926e-23,1.3060851543890022e-29,1.1316928825896468e-22,2.1066623171725409e-30,2.1226007291581576e-19,3.1975750865562362e-54,2.9927375812468252e-54,2.9927375883906438e-54,3.4502360767640106e-27,3.1592958090597633e-29,7.233063835574738e-24,2.9776461534810471e-27,8.3495356911695905e-30,3.1255505300081312e-32,6.7445660298523332e-39,1.5129212922055417e-45,3.0780247148574465e-46,2.1164201604374379e-53,2.226508957310723e-57,5.4808810127267749e-54,1.5581894985856944e-48,2.4222191940380582e-54,7.1462711842277163e-23,2.9336430044945029e-26,4.338095174801778e-32,3.0605086446574461e-32
1.8255009486638436e-15,0.7122872599710891,4.0052941883495926e-15,3.1969031215662427e-24,3.1968329139281041e-24,2.9718054450973478e-38,3.851947094442834e-32,0.0,0.0,7.4381183812071374e-16,1.7539277156083443e-27,154.0,0.0,0.99999999545030949,1.0,19.0,2.6607227660615411e-10,2.282902004566347e-09,9.982679518835106e-10,9.9827355471184597e-10,1.6140525858273441e-12,2.639664198541847e-15,2.1728702246076035e-16,1.5758124291807733e-15,2.556034814185895e-12,2.9070150462707604e-23,4.8804802645940219e-18,7.8713814754259244e-18,3.7762014901886071e-23,3.7761974980683568e-23,3.4374213263645459e-29,2.4120140464574016e-22,5.546989238315352e-30,3.569385926264504e-19,1.6573473515812702e-53,1.5511772560627533e-53,1.5511772601575657e-53,7.3551603439116794e-27,6.7348850081379482e-29,1.2191969322074568e-23,6.201315917164763e-27,1.7783603553054866e-29,8.2254759758390103e-32,2.1402572857165354e-38,5.6658474249048588e-45,1.1527120899895269e-45,9.1830665447720455e-53,9.6608257829984229e-57,2.3676773660662731e-53,5.8353789971578067e-48,1.0046268520675555e-53,1.5231081394731718e-22,4.9332391628504741e-26,9.247785992537637e-32,6.5216979528806485e-32
