Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270)
9.782723919497452e-13,1.145469702805423,4.2052491691138214e-13,8.1358724374916589e-20,8.1358438291816174e-20,1.0505200711567005e-31,2.8458045123650769e-25,0.0,0.0,9.0759523769300437e-14,4.8908623078228449e-23,154.0,0.0,0.99999924038900101,1.0,18.99999999979002,7.7417093439920833e-08,1.6032603958272366e-07,1.6899353978275784e-07,1.6907093216622319e-07,7.5240891169015969e-08,1.431998689466117e-10,2.8708322745170473e-14,6.66399500968937e-11,1.0835208370697754e-07,1.9000558613049804e-18,2.0090633031056226e-13,3.4926121661769303e-13,6.2529965587427786e-16,6.2529965587427786e-16
9.995594954463404e-13,1.1454697028053655,4.2967540038200605e-13,8.4937949131700176e-20,8.4937644031516173e-20,1.1234984375453521e-31,3.0356489763773571e-25,0.0,0.0,9.3060440242838757e-14,5.1196034081643146e-23,154.0,0.0,0.99999922390353513,1.0,18.999999999781217,7.9101678996693173e-08,1.6153429111331654e-07,1.7266764881690527e-07,1.7274882180026838e-07,7.779483699255018e-08,1.4947739784591633e-10,2.9332555523631032e-14,6.9163094490333538e-11,1.1202994249434929e-07,1.9833525827793239e-18,2.0974383794359917e-13,3.6460766607370415e-13,6.6698802207945764e-16,6.6698802207945764e-16
1e-12,1.145469702805307,4.2986475581678517e-13,8.5012829454707223e-20,8.5012523952330017e-20,1.1250445080425829e-31,3.0396641550186188e-25,0.0,0.0,9.3108200942788913e-14,5.1243980451010598e-23,154.0,0.0,0.99999922356240267,1.0,18.999999999781028,7.9136538957231478e-08,1.6155879376746075e-07,1.7274367755400547e-07,1.7282492984764246e-07,7.784788816855114e-08,1.4960871397729889e-10,2.9345466284500791e-14,6.9215646484488087e-11,1.1210633986053595e-07,1.9850950211701074e-18,2.0992872529992541e-13,3.6492871389044911e-13,6.6786970122888318e-16,6.6786970122888318e-16
1.0208465989429356e-12,1.145469702805307,4.3882587985294653e-13,8.8594218389241241e-20,8.8593893445910422e-20,1.1999044730293087e-31,3.2337541140605708e-25,0.0,0.0,9.5375247572497876e-14,5.3541502830451081e-23,154.0,0.0,0.99999920741896331,1.0,18.999999999772246,8.0786264460403208e-08,1.6269577398434767e-07,1.7634162369153878e-07,1.7642667939965349e-07,8.0367583390275822e-08,1.5588862007767259e-10,2.9956750416603588e-14,7.1718152238606857e-11,1.1573487542744937e-07,2.0684233466874582e-18,2.187715230569398e-13,3.8028325346220508e-13,7.1048814649851689e-16,7.1048814649851689e-16
1.0421337024395308e-12,1.145469702805247,4.4797635532477551e-13,9.2327532113862587e-20,9.2327186483729812e-20,1.2798272893699034e-31,3.4402958457289184e-25,0.0,0.0,9.770394610645072e-14,5.5945405581025953e-23,154.0,0.0,0.99999919093525103,1.0,18.999999999763109,8.2470849831052393e-08,1.6381229732407449e-07,1.8001546446671119e-07,1.8010450561942827e-07,8.2958403106788792e-08,1.6243347560720335e-10,3.0582251977131799e-14,7.430446695382562e-11,1.1946583520849981e-07,2.1552673561708508e-18,2.2798938400520737e-13,3.962879281776496e-13,7.5583847088706043e-16,7.5583847088706043e-16
1.063420805936126e-12,1.1454697028051866,4.5712682679806404e-13,9.6137890271899731e-20,9.6137523093717812e-20,1.363356665763925e-31,3.655450092364246e-25,0.0,0.0,1.0004653619271744e-13,5.8408118870443732e-23,154.0,0.0,0.99999917445236497,1.0,18.999999999753815,8.4155435108642211e-08,1.6488560279543072e-07,1.8368917120244877e-07,1.8378230110479503e-07,8.5566596007217202e-08,1.6911190442631517e-10,3.1207020454578831e-14,7.6921395479703429e-11,1.2322181359515367e-07,2.2438838175736255e-18,2.3739741917596041e-13,4.126216396255101e-13,8.0307743130700407e-16,8.0307743130700407e-16
1.0847079094327211e-12,1.1454697028051246,4.6627729427338325e-13,1.0002529282968372e-19,1.0002490322461368e-19,1.4505830595326875e-31,3.8793927739328504e-25,0.0,0.0,1.0240301817915651e-13,6.0930019517712715e-23,154.0,0.0,0.99999915797027328,1.0,18.999999999744354,8.5840020293173958e-08,1.6591736172233572e-07,1.8736274395874995e-07,1.874600664870739e-07,8.8191490232422641e-08,1.7592384655429929e-10,3.182935438899063e-14,7.9568308203412755e-11,1.2700184306406383e-07,2.3342719338797005e-18,2.4699562699042587e-13,4.2928433722287672e-13,8.5224345765884048e-16,8.5224345765884048e-16
1.1059950129293163e-12,1.1454697028050618,4.7542775775130357e-13,1.0398973975355527e-19,1.039893268251661e-19,1.5415975974672949e-31,4.1122998107545602e-25,0.0,0.0,1.0477339241347193e-13,6.3511484622748165e-23,154.0,0.0,0.99999914148894498,1.0,18.99999999973473,8.7524605384649011e-08,1.6690918222650455e-07,1.9103618279558627e-07,1.9113780237708668e-07,9.0832439330058346e-08,1.8286924203709522e-10,3.2455258138238448e-14,8.2244588304617058e-11,1.3080499267940977e-07,2.4264309054343652e-18,2.5678400590166814e-13,4.4627597039796576e-13,9.0337497406446206e-16,9.0337497406446206e-16
1.1272821164259115e-12,1.1454697028049974,4.8457821723239542e-13,1.080312310098618e-19,1.0803079384413064e-19,1.6364920774654391e-31,4.3543471232479126e-25,0.0,0.0,1.0715765924321226e-13,6.615289156654683e-23,154.0,0.0,0.99999912500835098,1.0,18.999999999724942,8.9209190383068575e-08,1.6786261080897466e-07,1.9470948777290244e-07,1.9481550937967951e-07,9.3488821618807646e-08,1.8994803094743268e-10,3.3084091676606602e-14,8.4949631582710938e-11,1.346303671773576e-07,2.5203599405390846e-18,2.6676255439414914e-13,4.6359648859020825e-13,9.5651039879745547e-16,9.5651039879745547e-16
1.1485692199225067e-12,1.1454697028049328,4.9372867271722799e-13,1.1214976656495773e-19,1.1214930423026974e-19,1.7353589685806444e-31,4.6057106319258103e-25,0.0,0.0,1.0955581901577049e-13,6.8854618011176676e-23,154.0,0.0,0.99999910852846252,1.0,18.999999999714991,9.0893775288433893e-08,1.6877913479027755e-07,1.9838265895061606e-07,1.9849318809967439e-07,9.6160039207454348e-08,1.9716015338482169e-10,3.3702881333749015e-14,8.7682846194708018e-11,1.3847710555345314e-07,2.6160582507878697e-18,2.7693127098307482e-13,4.812458412502486e-13,1.0116881442832019e-15,1.0116881442832019e-15
1.1698563234191019e-12,1.1454697028048664,5.0287912420637117e-13,1.1634534638519746e-19,1.1634485793234596e-19,1.8382914153054434e-31,4.8665662567231171e-25,0.0,0.0,1.1196787207838032e-13,7.1617041900259843e-23,154.0,0.0,0.99999909204925208,1.0,18.999999999704887,9.2578360100746184e-08,1.6966018241545843e-07,2.0205569638861732e-07,2.0217083910705291e-07,9.8845517952665426e-08,2.0450554947594518e-10,3.4321157016669324e-14,9.0443652634176591e-11,1.4234438100182679e-07,2.7135250304717569e-18,2.8729015421433383e-13,4.9922397784018243e-13,1.068946616912838e-15,1.068946616912838e-15
1.191143426915697e-12,1.1454697028047995,5.1202957170039385e-13,1.2061797043694089e-19,1.2061745489912741e-19,1.9453832341538917e-31,5.1370899175393302e-25,0.0,0.0,1.1439381877811946e-13,7.4440541458557926e-23,154.0,0.0,0.99999907557069367,1.0,18.999999999694619,9.4262944820006519e-08,1.7050712687478547e-07,2.0572860014676932e-07,2.0584846294656793e-07,1.0154470584269758e-07,2.1198415937432053e-10,3.4961780898808954e-14,9.3231483290934951e-11,1.4623139858761949e-07,2.8127594786438874e-18,2.9783920266341395e-13,5.1753084783336063e-13,1.1283242171957732e-15,1.1283242171957732e-15
1.2124305304122922e-12,1.1454697028047311,5.2118001519986523e-13,1.2496763868654972e-19,1.249670950793837e-19,2.0567289161911196e-31,5.4174575338428644e-25,0.0,0.0,1.1683365946190742e-13,7.7325495192250736e-23,154.0,0.0,0.99999905909276232,1.0,18.999999999684185,9.5947529446216009e-08,1.7132128721565002e-07,2.0940137028490798e-07,2.0952606020874529e-07,1.0425707263082021e-07,2.1959592326052509e-10,3.5590057044813735e-14,9.6045782339845127e-11,1.5013739471908684e-07,2.9137608306394507e-18,3.0857841493509823e-13,5.3616640071452751e-13,1.1898593396507907e-15,1.1898593396507907e-15
1.2337176339088874e-12,1.1454697028046619,5.3033045470535368e-13,1.2939435110039481e-19,1.2939377842189414e-19,2.1724236220402348e-31,5.7078450254623677e-25,0.0,0.0,1.1928739447650974e-13,8.0272281888338052e-23,154.0,0.0,0.99999904261543338,1.0,18.999999999673594,9.7632113979375674e-08,1.7210393287106077e-07,2.1307400686284251e-07,2.1320363146711156e-07,1.0698210801489644e-07,2.2734078134170864e-10,3.6177012406467263e-14,9.8886005231877901e-11,1.5406163452607039e-07,3.0165282901465302e-18,3.1950778966223452e-13,5.5513058597953491e-13,1.2535903730277861e-15,1.2535903730277861e-15
1.2550047374054826e-12,1.1454697028045915,5.394808902174275e-13,1.338981076448489e-19,1.3389750487543937e-19,2.2925631869367159e-31,6.0084283117925596e-25,0.0,0.0,1.21755024168534e-13,8.3281280615212419e-23,154.0,0.0,0.99999902613868386,1.0,18.999999999662851,9.9316698419486481e-08,1.7285628320391632e-07,2.1674650994035466e-07,2.1688117716137722e-07,1.0971932182058178e-07,2.3521867385205853e-10,3.6816182048918345e-14,1.0175161872585399e-10,1.5800341212381652e-07,3.1210610015151268e-18,3.3062732550582155e-13,5.744233531356235e-13,1.3195557000878948e-15,1.3195557000878948e-15
1.2762918409020778e-12,1.1454697028045202,5.4863132173665436e-13,1.3847890828629434e-19,1.3847827438881002e-19,2.4172441154769109e-31,6.3193833126263806e-25,0.0,0.0,1.2423654888443442e-13,8.6352870722031302e-23,154.0,0.0,0.99999900966249133,1.0,18.999999999651944,1.0100128276654941e-07,1.7357951184002203e-07,2.2041887957719985e-07,2.2055869780754586e-07,1.124682422594855e-07,2.432295410522876e-10,3.7514003309542451e-14,1.046421003849777e-10,1.6196204810460899e-07,3.227358216667257e-18,3.4193702115372809e-13,5.940446517011234e-13,1.3877936978365185e-15,1.3877936978365185e-15
1.297578944398673e-12,1.1454697028044483,5.5778174926360263e-13,1.431367529911123e-19,1.4313608691079545e-19,2.5465635887138622e-31,6.6408859470386597e-25,0.0,0.0,1.2673196897050544e-13,8.9487431839527359e-23,154.0,0.0,0.99999899318683383,1.0,18.999999999640888,1.0268586702056542e-07,1.742747452419626e-07,2.2409111583310578e-07,2.2423619412583835e-07,1.1522841650246242e-07,2.513733232302931e-10,3.8061751957348018e-14,1.0755693871675697e-10,1.6593689036334853e-07,3.3354192539465373e-18,3.5343687532098225e-13,6.1399443120584886e-13,1.4583427372137877e-15,1.4583427372137877e-15
1.3188660478952682e-12,1.1454697028043745,5.669321727988388e-13,1.4787164172569482e-19,1.4787094239019594e-19,2.6806194563799763e-31,6.9731121346168444e-25,0.0,0.0,1.2924128477288902e-13,9.2685343879086575e-23,154.0,0.0,0.99999897671169102,1.0,18.999999999629665,1.0437045118153537e-07,1.7494306796048873e-07,2.2776321876777387e-07,2.2791366650441367e-07,1.1799940856859679e-07,2.5964996070040542e-10,3.8572439451543328e-14,1.1049563255447796e-10,1.6992731105754443e-07,3.4452431551062111e-18,3.651268867483914e-13,6.3427264119065683e-13,1.5312411834385376e-15,1.5312411834385376e-15
1.3401531513918634e-12,1.1454697028043002,5.7608259234293063e-13,1.5268357445643114e-19,1.5268284077580879e-19,2.8195102457993444e-31,7.31623779405797e-25,0.0,0.0,1.3176449663756673e-13,9.5946987033770011e-23,154.0,0.0,0.99999896023704282,1.0,18.999999999618289,1.0605503524946011e-07,1.7558552046709812e-07,2.3143518844087795e-07,2.3159111504568726e-07,1.2078080019648757e-07,2.6805939380421829e-10,3.9434265903715157e-14,1.1345769128637801e-10,1.7393270786202529e-07,3.5568289862206067e-18,3.7700705420306498e-13,6.5487923120794485e-13,1.6065273956190432e-15,1.6065273956190432e-15
1.3614402548884585e-12,1.1454697028042249,5.8523300789644469e-13,1.5757255114971914e-19,1.5757178201644023e-19,2.9633351543607974e-31,7.6704388443599092e-25,0.0,0.0,1.3430160491036642e-13,9.9272741777420984e-23,154.0,0.0,0.99999894376287046,1.0,18.999999999606757,1.0773961922434047e-07,1.7620310407116298e-07,2.3510702491206509e-07,2.3526854088986083e-07,1.2357218886760186e-07,2.7660156290986074e-10,3.9987681714758962e-14,1.1644263426386141e-10,1.7795250112243228e-07,3.6701764536352741e-18,3.8907737647666047e-13,6.7581415082122212e-13,1.6842397270859582e-15,1.6842397270859582e-15
1.3791429971135632e-12,1.1454697028041614,5.9284265676832887e-13,1.6169698996606746e-19,1.6169619049356782e-19,3.0867721750367106e-31,7.9735603935526123e-25,0.0,0.0,1.364220940709887e-13,1.0208760118702648e-22,154.0,0.0,0.99999893006299789,1.0,18.999999999597055,1.0914054980938529e-07,1.7669845147755006e-07,2.3816048946402655e-07,2.3832673792922017e-07,1.2590089326994593e-07,2.8380643537099667e-10,4.0406603992729739e-14,1.1894205702537063e-10,1.8130599696583512e-07,3.7657791041860768e-18,3.9926009761513425e-13,6.9347403124284757e-13,1.7507420220783605e-15,1.7507420220783605e-15
1.3968457393386678e-12,1.1454697028040972,6.0045230288109163e-13,1.658747114810093e-19,1.658738808810475e-19,3.2137484258400368e-31,8.2845644003240268e-25,0.0,0.0,1.385521942695393e-13,1.0494728190833665e-22,154.0,0.0,0.99999891636343141,1.0,18.999999999587242,1.1054148033008263e-07,1.7717780105793424e-07,2.4121386197054401e-07,2.4138491938393951e-07,1.2823602863097235e-07,2.9110303107363785e-10,4.1091324259052297e-14,1.2145671476754796e-10,1.8466875385012022e-07,3.862598634792329e-18,4.0957432620832358e-13,7.1136091686443729e-13,1.8189707667882466e-15,1.8189707667882466e-15
1.4145484815637725e-12,1.1454697028040322,6.0806194623505892e-13,1.7010571567522664e-19,1.7010485314944356e-19,3.3443220218055253e-31,8.6035520421855841e-25,0.0,0.0,1.4069190570467088e-13,1.0785200321035146e-22,154.0,0.0,0.99999890266416103,1.0,18.999999999577323,1.1194241078643293e-07,1.7764166929971468e-07,2.4426714246588047e-07,2.4444308600710413e-07,1.3057738732678792e-07,2.984913157635168e-10,4.1549826792984852e-14,1.2398634642289449e-10,1.8804047278260794e-07,3.9606351192662735e-18,4.2002006159947849e-13,7.2947477869583475e-13,1.8889480103646565e-15,1.8889480103646565e-15
1.4322512237888771e-12,1.1454697028039666,6.1567158683055587e-13,1.7439000252940346e-19,1.743891072693222e-19,3.478551399846047e-31,8.9306244965793479e-25,0.0,0.0,1.4284122857496129e-13,1.1080198449650133e-22,154.0,0.0,0.99999888896517697,1.0,18.999999999567297,1.133433411784366e-07,1.780905559843677e-07,2.4732033098428574e-07,2.4750123787308334e-07,1.3292476844914969e-07,3.059712551991659e-10,4.1964334416489945e-14,1.2653069540089313e-10,1.9142086444161684e-07,4.0598878121695121e-18,4.3059730314314497e-13,7.478155877522686e-13,1.9606957991361646e-15,1.9606957991361646e-15
1.4481836917914713e-12,1.1454697028039071,6.2252026100828034e-13,1.7829141735646504e-19,1.782904919359055e-19,3.6025320912531195e-31,9.2319858433491262e-25,0.0,0.0,1.4478383709934823e-13,1.1349584638572968e-22,154.0,0.0,0.99999887663632869,1.0,18.999999999558181,1.1460417847622388e-07,1.7848214494726528e-07,2.500681220388717e-07,2.5025356195024328e-07,1.3504239976552579e-07,3.1278153720861907e-10,4.2493149846880285e-14,1.2883298424692355e-10,1.9447040045427826e-07,4.1502545650033119e-18,4.402292577681583e-13,7.6451633182889058e-13,2.0268008441907151e-15,2.0268008441907151e-15
1.4641161597940655e-12,1.1454697028038472,6.293689329521448e-13,1.8223599110837136e-19,1.8223503485689628e-19,3.729564614595155e-31,9.5400516002219927e-25,0.0,0.0,1.4673423119166015e-13,1.1622670682221525e-22,154.0,0.0,0.99999886430769869,1.0,18.999999999548979,1.1586501572189095e-07,1.7886233284568187e-07,2.5281583864482559e-07,2.5300587448286847e-07,1.3716461418643685e-07,3.196660068928943e-10,4.296277496118627e-14,1.3114680889601303e-10,1.9752653646734453e-07,4.2416058171800785e-18,4.4996773140732229e-13,7.8140085856216638e-13,2.0943739539032027e-15,2.0943739539032027e-15
1.4800486277966596e-12,1.1454697028037861,6.3621760266238624e-13,1.8622372377104595e-19,1.8622273601084223e-19,3.8596922388751327e-31,9.8548955254552521e-25,0.0,0.0,1.4869241099650594e-13,1.1899472603030112e-22,154.0,0.0,0.99999885197928029,1.0,18.999999999539693,1.1712585291543813e-07,1.7923145164207013e-07,2.5556348082708915e-07,2.557581755937835e-07,1.3929127826557445e-07,3.2662463931650557e-10,4.3428471149170292e-14,1.3347199126334967e-10,2.0058908030895735e-07,4.3339411727433941e-18,4.5981272361239624e-13,7.9846914683336626e-13,2.1634311942022533e-15,2.1634311942022533e-15
1.4959810957992538e-12,1.145469702803725,6.4306627013924173e-13,1.9025461533041382e-19,1.9025359537629264e-19,3.9929584441983242e-31,1.0176591377276903e-24,0.0,0.0,1.5065837665844561e-13,1.2180006432250486e-22,154.0,0.0,0.99999883965106728,1.0,18.999999999530321,1.183866900568657e-07,1.7958982360957722e-07,2.5831104861059548e-07,2.5851046545215915e-07,1.4142226245165494e-07,3.3365740955234299e-10,4.3896400775781344e-14,1.3580835601680927e-10,2.036578454163622e-07,4.4272602988087032e-18,4.6976423394197593e-13,8.1572117552728468e-13,2.233988629171751e-15,2.233988629171751e-15
1.511913563801848e-12,1.1454697028036631,6.4991493538294818e-13,1.9432866577240156e-19,1.9432761293179825e-19,4.1294069218149912e-31,1.0505212913879746e-24,0.0,0.0,1.5263212832199035e-13,1.2464288209951993e-22,154.0,0.0,0.99999882732305401,1.0,18.999999999520863,1.196475271461739e-07,1.7993776162958716e-07,2.6105854202026933e-07,2.6126274423343413e-07,1.4355744096881008e-07,3.4076429268167317e-10,4.4363750779078222e-14,1.3815573053203016e-10,2.0673265066366228e-07,4.5215628658078015e-18,4.7982226196139128e-13,8.3315692353224282e-13,2.306062321049541e-15,2.306062321049541e-15
1.5278460318044422e-12,1.1454697028036007,6.5676359839374246e-13,1.9844587508293707e-19,1.9844478865591129e-19,4.269081574131913e-31,1.0840833893420438e-24,0.0,0.0,1.5461366613160274e-13,1.2752333985021271e-22,154.0,0.0,0.99999881499523435,1.0,18.999999999511321,1.2090836418336298e-07,1.8027556947790416e-07,2.6380596108102711e-07,2.6401501210698859e-07,1.4569669170154347e-07,3.4794526379413721e-10,4.4831102215465347e-14,1.4051394484884573e-10,2.0981332019614768e-07,4.616848542914038e-18,4.8998680724259996e-13,8.5077636974008719e-13,2.3796683302274741e-15,2.3796683302274741e-15
1.5597109678096303e-12,1.1454697028034744,6.7046091771754185e-13,2.0680977025337096e-19,2.0680861452417606e-19,4.5582860682595593e-31,1.1533369213770189e-24,0.0,0.0,1.5860010076663675e-13,1.3339781766892937e-22,154.0,0.0,0.99999879034015415,1.0,18.999999999491983,1.2343003810138465e-07,1.8092196636853074e-07,2.6930057625541768e-07,2.6951951579776621e-07,1.4998693879586617e-07,3.6252937036887388e-10,4.5765835394084864e-14,1.4526222603492512e-10,2.1599157381854866e-07,4.810367905879687e-18,5.1063544791053999e-13,8.8656627234944079e-13,2.5315415328262321e-15,2.5315415328262321e-15
1.5915759038148185e-12,1.1454697028033456,6.8415822811253339e-13,2.1534630072916925e-19,2.1534507280953458e-19,4.8609273689516144e-31,1.2254787402888572e-24,0.0,0.0,1.6261768171827305e-13,1.3942478345290131e-22,154.0,0.0,0.99999876568578328,1.0,18.999999999472308,1.2595171181093267e-07,1.8153127225662342e-07,2.7479489433292975e-07,2.7502397783243922e-07,1.5429209604627351e-07,3.7740953016104004e-10,4.6700608699577985e-14,1.5005189162775466e-10,2.2219129914994167e-07,5.0078157455659069e-18,5.3171015265015536e-13,9.2309071456059219e-13,2.6897366832037357e-15,2.6897366832037357e-15
1.6234408398200066e-12,1.1454697028032148,6.9785552958060994e-13,2.2405546639780947e-19,2.2405416334045858e-19,5.1773642971964356e-31,1.3005678524790934e-24,0.0,0.0,1.6666641014045805e-13,1.4560552428692303e-22,154.0,0.0,0.99999874103208142,1.0,18.999999999452296,1.284733853120087e-07,1.821056151682608e-07,2.8028891551259211e-07,2.8052839947890814e-07,1.5861130800293245e-07,3.9258554418891745e-10,4.7635345666673638e-14,1.548816738105269e-10,2.2841126428375834e-07,5.2091894215967491e-18,5.5321091826563622e-13,9.6034952763514254e-13,2.8543821980876943e-15,2.8543821980876943e-15
1.6553057758251948e-12,1.1454697028030818,7.1155282212366344e-13,2.329372671467931e-19,2.3293588594544356e-19,5.5079590527705794e-31,1.3786632642945331e-24,0.0,0.0,1.7074628718635954e-13,1.5194132866623116e-22,154.0,0.0,0.99999871637900983,1.0,18.999999999431946,1.3099505860461446e-07,1.8264700102809543e-07,2.8578263999329891e-07,2.8603278196612488e-07,1.6294376829982786e-07,4.0805721360448896e-10,4.857007745746143e-14,1.5975034360770774e-10,2.3465030799750237e-07,5.4144862953547482e-18,5.7513774165779742e-13,9.9834254289102102e-13,3.025606464708021e-15,3.025606464708021e-15
1.687170711830383e-12,1.1454697028029464,7.2525010574358444e-13,2.4199170286364546e-19,2.4199024045300896e-19,5.8530772144154104e-31,1.4598239820270765e-24,0.0,0.0,1.7485731400836747e-13,1.5843348649640233e-22,154.0,0.0,0.99999869172653277,1.0,18.999999999411269,1.3351673168875147e-07,1.8315732086006884e-07,2.912760679738103e-07,2.9153712648545182e-07,1.6728871676013146e-07,4.2382433969334795e-10,4.9504803248285883e-14,1.6465670966430413e-10,2.4090733558428187e-07,5.6237037300003766e-18,5.9749061982103972e-13,1.0370695917024603e-12,3.2035378408064059e-15,3.2035378408064059e-15
1.719035647835571e-12,1.145469702802809,7.3894738044226328e-13,2.5121877343591552e-19,2.5121722669169801e-19,6.2130877400020123e-31,1.5441090119136426e-24,0.0,0.0,1.7899949175809421e-13,1.6508328909325313e-22,154.0,0.0,0.99999866707461571,1.0,18.999999999390262,1.360384045644212e-07,1.8363835731336478e-07,2.967691996527529e-07,2.9704143419177316e-07,1.7164543677281951e-07,4.39886723874609e-10,5.0439522623808032e-14,1.6959961710283196e-10,2.4718131507495842e-07,5.8368390904655654e-18,6.2026954984050781e-13,1.0765305054999739e-12,3.3883046546458687e-15,3.3883046546458687e-15
1.7509005838407592e-12,1.1454697028026692,7.5264464622158847e-13,2.6061847875117627e-19,2.6061684449007806e-19,6.5883629666748404e-31,1.6315773601361948e-24,0.0,0.0,1.8317282158637514e-13,1.7189202918274918e-22,154.0,0.0,0.99999864242322722,1.0,18.999999999368921,1.3856007723162508e-07,1.840917902453565e-07,3.0226203522861899e-07,3.0254570620449954e-07,1.7601325304837195e-07,4.5624416770082712e-10,5.1374236024938986e-14,1.7457794651820001e-10,2.5347127400619967e-07,6.0538897434528919e-18,6.4347452888958961e-13,1.1167251157703319e-12,3.5800352050196692e-15,3.5800352050196692e-15
1.7827655198459474e-12,1.1454697028025276,7.6634190308344895e-13,2.7019081869702446e-19,2.7018909367673998e-19,6.9792786110356182e-31,1.7222880328217885e-24,0.0,0.0,1.8737730464326933e-13,1.7886100090088747e-22,154.0,0.0,0.99999861777233634,1.0,18.999999999347249,1.4108174969036434e-07,1.845192035861607e-07,3.0775457489976753e-07,3.080499436088329e-07,1.8039152885927514e-07,4.7289647285789328e-10,5.2308943502304311e-14,1.7959061271429449e-10,2.5977629544661344e-07,6.2748530574342942e-18,6.671055542267726e-13,1.1576532540565328e-12,3.7788577612628326e-15,3.7788577612628326e-15
1.8146304558511355e-12,1.1454697028023837,7.8003915102973181e-13,2.7993579316108044e-19,2.7993397408029874e-19,7.3862137692987031e-31,1.816300036042593e-24,0.0,0.0,1.9161294207805989e-13,1.8599149979359806e-22,154.0,0.0,0.99999859312191497,1.0,18.999999999325247,1.4360342194064029e-07,1.8492209071037051e-07,3.1324681886442373e-07,3.1355414745678767e-07,1.847796638806275e-07,4.8984344116494819e-10,5.3243645103781653e-14,1.8463656368184064e-10,2.6609551488707147e-07,6.4997264026497768e-18,6.9116262319310196e-13,1.1993147519577788e-12,3.9849005632617754e-15,3.9849005632617754e-15
1.8464953918563237e-12,1.145469702802238,7.9373639006232376e-13,2.8985340203098864e-19,2.8985148552939303e-19,7.8095509174435604e-31,1.9136723758158967e-24,0.0,0.0,1.9587973503925457e-13,1.9328482281664847e-22,154.0,0.0,0.99999856847193591,1.0,18.999999999302926,1.4612509398245402e-07,1.8530185930122553e-07,3.1873876732067903e-07,3.1905831876814939e-07,1.8917709223478109e-07,5.0708487457429488e-10,5.4178341407458621e-14,1.8971477963966095e-10,2.7242811742485871e-07,6.7285071511063847e-18,7.1564573320979509e-13,1.2417094411294513e-12,4.1982918214636236e-15,4.1982918214636236e-15
1.878360327861512e-12,1.1454697028020893,8.074336201831107e-13,2.9994364519441694e-19,2.999416278526854e-19,8.2496759113689688e-31,2.0144640581041006e-24,0.0,0.0,2.0017768467458624e-13,2.0074226833554741e-22,154.0,0.0,0.99999854382237408,1.0,18.999999999280273,1.4864676581580664e-07,1.8565983601122318e-07,3.2423042046649209e-07,3.2456245853141737e-07,1.935832806178121e-07,5.2462057517131487e-10,5.5113032374461652e-14,1.9482427209339044e-10,2.7877333506566239e-07,6.9611926765771099e-18,7.4055488177590007e-13,1.2848371532830875e-12,4.4191597168856078e-15,4.4191597168856078e-15
1.9420901998718884e-12,1.1454697028017873,8.3482805369680958e-13,3.2064203395262494e-19,3.2063980443663367e-19,9.1818497607437714e-31,2.2265414738004417e-24,0.0,0.0,2.0886705855472091e-13,2.1615472737100872e-22,154.0,0.0,0.99999849452440759,1.0,18.999999999233999,1.5369010885713277e-07,1.8631534346487702e-07,3.3521284161795795e-07,3.3557064721710217e-07,2.0241995577923381e-07,5.6057398693473795e-10,5.6982398628210503e-14,2.0513328307534549e-10,2.9149876188465316e-07,7.4382675624745662e-18,7.9165128492708823e-13,1.3732909736630181e-12,4.8838379963702179e-15,4.8838379963702179e-15
2.0058200718822647e-12,1.1454697028014762,8.6222245158590096e-13,3.4203095853752371e-19,3.4202850246192009e-19,1.0185889769162149e-30,2.453004329733383e-24,0.0,0.0,2.1768107288484955e-13,2.3223929201500563e-22,154.0,0.0,0.99999844522783998,1.0,18.999999999186436,1.5873345106462612e-07,1.8689777887363918e-07,3.461940838998239e-07,3.4657872083234427e-07,2.1128600478408232e-07,5.9770209579638389e-10,5.885174540010628e-14,2.1555627815689575e-10,3.0426648929437622e-07,7.9309300857974541e-18,8.4445181410548117e-13,1.4646748679119865e-12,5.3799602616334713e-15,5.3799602616334713e-15
2.069549943892641e-12,1.1454697028011567,8.8961681386544666e-13,3.6411041805131222e-19,3.6410772055870156e-19,1.1265004477412437e-30,2.6943246716270236e-24,0.0,0.0,2.2661973681899337e-13,2.4900639993192758e-22,154.0,0.0,0.99999839593251549,1.0,18.999999999137597,1.6377679243829345e-07,1.8741528764491992e-07,3.5717414889096513e-07,3.5758668625427798e-07,2.2017815324231177e-07,6.3600332322088526e-10,6.0721073813821318e-14,2.2608638023155124e-10,3.1707180194806422e-07,8.4391593001783983e-18,8.9895645186785269e-13,1.5589874917412333e-12,5.9085509023497839e-15,5.9085509023497839e-15
