Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389)
1.532917737913405e-19,0.34470576223386007,4.7088111077358306e-19,1.0791659698771212e-31,9.2864990851973632e-32,2.2036045586139181e-49,3.1828103898888742e-43,0.0,0.0,1.6461966529536414e-19,9.6254648579523811e-35,154.0,0.0,0.9999999999993272,1.0,19.0,2.5346765789231963e-14,2.4913346298702015e-13,1.9913368214153981e-13,1.991343175699096e-13,1.9866174552935843e-20,1.226699727755226e-22,1.2252744015266201e-22,7.2717621820895183e-23,3.2086791322456244e-20,5.6759785315197127e-33,2.4057017574404329e-25,2.037686268188272e-25,1.4088113514095543e-34,1.408811350931315e-34,4.1169683840995052e-44,4.6504366643298032e-34,6.6542226983852969e-45,1.748637483325304e-26,6.3298871501306194e-80,5.9177786483016807e-80,5.9177786483055931e-80,1.0254465236102394e-37,5.0687073580005584e-40,6.6795964495423101e-33,1.0156639195315275e-37,1.4584899365768037e-40,1.1078187574519566e-46,5.0761156631947116e-57,5.1335354689311824e-67,5.6016758910988809e-68,1.7999512909074604e-78,3.7852480214083208e-82,2.4154399582360549e-79,5.2629907646623647e-70,3.4316131334877941e-76,2.879265352281559e-34,1.4189784931348824e-33,7.4940542733551017e-43,2.8912555615722591e-43,1.3384963932170585e-43,1.9673246771483425e-47,5.316188323905574e-53,3.2342056610819547e-53,5.9228059470583103e-59,4.969027812446396e-69,2.1045763522923217e-59,1.0036713301667065e-68,3.8719144739460338e-69,5.9497342552970998e-69,6.8135912617898987e-70,6.8135912617288654e-70,6.1033479077202064e-81,9.2803240009931851e-65
3.0671672896738244e-19,0.34470576223386007,9.4217132781854241e-19,4.0181826674941519e-31,3.717019766182992e-31,1.7646711632770592e-48,2.5481835978050724e-42,0.0,0.0,3.2938242338632079e-19,3.8526951741648396e-34,154.0,0.0,0.99999999999865385,1.0,19.0,5.0715553095186251e-14,4.9848326965337633e-13,3.9844037331747478e-13,3.98441644581983e-13,7.9516456477558554e-20,4.909995766531595e-22,4.8985812509832979e-22,2.9105996340809688e-22,1.2843076249522409e-19,4.5263280605446597e-32,9.6290764613796814e-25,8.1560554264541882e-25,1.1279056974545893e-33,1.1279056966887839e-33,6.5925091353566884e-43,3.72317636278415e-33,1.0655424275349869e-43,6.9991070110410756e-26,8.1187091530278948e-78,7.5901390560619083e-78,7.5901390560719422e-78,8.2098074113072292e-37,4.0580478736557821e-39,5.2878477235731522e-32,8.1313165207082798e-37,1.1676778829937285e-39,1.7739520844877338e-45,1.6257226377905149e-55,3.288269427888734e-65,3.5881352534484664e-66,2.305921509590717e-76,4.8492895242446355e-80,3.0944020521698902e-77,3.3711915990953991e-68,2.2000976632377746e-74,2.3051626063390512e-33,5.6796119280289625e-33,5.9998000994732797e-42,2.3147616643802735e-42,1.0716068103965946e-42,1.6163315886166873e-46,8.4750405712841984e-52,5.154588434618669e-52,9.7249334758150998e-58,1.6311888100726165e-67,3.4556028317558264e-58,3.2947276271905574e-67,1.2709199992922259e-67,1.9531318267242876e-67,2.2367145649053667e-68,2.2367145648653031e-68,4.006426530845489e-79,2.9752210822355449e-63
6.135666393194664e-19,0.34470576223386007,1.8847517624497406e-18,1.5475377354655589e-30,1.4872920711966574e-30,1.4124526642721341e-47,2.039321324092495e-41,0.0,0.0,6.5890814854452072e-19,1.5415805166082301e-33,154.0,0.0,0.99999999999730715,1.0,19.0,1.0145312770698575e-13,9.9718256515572784e-13,7.970537549299633e-13,7.9705629743708036e-13,3.1816928501965811e-19,1.9646378501826138e-21,1.955516336889517e-21,1.1646187249831183e-21,5.138901516464447e-19,3.5941030876312716e-31,3.8528848233755879e-24,3.2634845380184058e-24,9.0266734947090171e-33,9.0266734824511602e-33,1.0552294216391835e-41,2.9796716259301736e-32,1.7055612203625583e-42,2.8005544778770401e-25,1.0402491010399083e-75,9.725234863545684e-76,9.7252348635713991e-76,6.5703411616470759e-36,3.2476716164153329e-38,4.1390766150735632e-31,6.5072515914165918e-36,9.344957620628532e-39,2.8394744241974067e-44,5.2044929367546155e-54,2.1053888033841723e-63,2.2973846773145629e-64,2.9528467317584574e-74,6.2097556177841099e-78,3.9624753890700039e-75,2.1584816011657964e-66,1.409300612573554e-72,1.844830043473993e-32,2.2725845675800717e-32,4.8016635012704482e-41,1.852511567097196e-41,8.576044613902855e-42,1.3596218580473845e-45,1.3446187743547712e-50,8.1738050673840626e-51,1.6336858635487404e-56,5.4765772980436725e-66,5.8050468934077502e-57,1.106152224048124e-65,4.2662132444357776e-66,6.5575092115214095e-66,7.5096365291463493e-67,7.5096365288774152e-67,2.6893489123234325e-77,9.5384355218546577e-62
1.2272664600236341e-18,0.34470576223386007,3.7699126338772525e-18,6.0706412167717871e-30,5.9501367550457354e-30,1.1302490991105e-46,1.6317669045627803e-40,0.0,0.0,1.3179604347660658e-18,6.1673307654276245e-33,154.0,0.0,0.99999999999461386,1.0,19.0,2.0292827693014837e-13,1.9945798848406072e-12,1.5942805151974148e-12,1.5942855984947629e-12,1.2728833923523821e-18,7.859830592121014e-21,7.7871350312342617e-21,4.6592312394755329e-21,2.0558937343180961e-18,2.8314988960753656e-30,1.5414048089888394e-23,1.3056063141735523e-23,7.2227102301079164e-32,7.222710210491403e-32,1.6887062265164736e-40,2.3841883949754479e-31,2.7294513315697266e-41,1.1204041503531775e-24,1.3321940276732729e-73,1.2454612833774241e-73,1.2454612833840101e-73,5.2572713590739061e-35,2.5986307182437105e-37,3.1724537733294263e-30,5.2063532851360544e-35,7.4773631104384135e-38,4.5440701158447738e-43,1.6657830811051289e-52,1.3477328335110684e-61,1.4706360956986724e-62,3.7804469053486948e-72,7.9501764179556906e-76,5.0728932165877668e-73,1.3817193909177574e-64,9.0234877992771977e-71,1.4761433246588402e-31,9.0918180298781121e-32,3.8420602775978358e-40,1.4822886862209622e-40,6.8620319525622297e-41,1.1936263098508383e-44,2.1145895780163789e-49,1.2841292566460551e-49,2.8610761183226987e-55,1.9158298495274683e-64,1.0166385927726151e-55,3.8693980663257711e-64,1.4918638010165604e-64,2.2939890837224156e-64,2.6270803249273067e-65,2.6270803247392583e-65,1.8804808216146848e-75,3.060829572054817e-60
2.4546661014319695e-18,0.34470576223386007,7.540234385392741e-18,2.4043506571703934e-29,2.3802484121589612e-29,9.0431504730899224e-46,1.3055374761983754e-39,0.0,0.0,2.6360683508297221e-18,2.4671369899733095e-32,154.0,0.0,0.99999999998922717,1.0,19.0,4.0587857537472829e-13,3.9893694389440373e-12,3.188734023902218e-12,3.188744182186527e-12,5.0919405398412098e-18,3.1441880310184434e-20,3.0865145754034554e-20,1.8638425657709732e-20,8.224232254330048e-18,2.1975659856042617e-29,6.1661210003676276e-23,5.2228502465789741e-23,5.7787167768625819e-31,5.7787167454731136e-31,2.7021907527349167e-39,1.9075292261725979e-30,4.3675603179382218e-40,4.4819813341272502e-24,2.9859479384105198e-71,2.7915472332898273e-71,2.7915472333193015e-71,4.2062166993396288e-34,2.0791019540397462e-36,2.340375528710982e-29,4.1647795449918566e-34,5.9824219755781915e-37,7.2712089011094066e-42,5.3310352390582977e-51,8.6263617048900602e-60,9.4130221178666032e-61,4.839465231955912e-70,1.0177263887381463e-73,6.4935735397631039e-71,8.8438977158593427e-63,7.6326748241506352e-69,1.1810251822644973e-30,3.6370231499446213e-31,3.073939967373559e-39,1.1859402991490447e-39,5.4899760184598888e-40,1.1241557357390691e-43,3.2704051453347237e-48,1.9821823427948678e-48,5.367502631828273e-54,7.1742378767469655e-63,1.9072579889601198e-54,1.4488515868768218e-62,5.5824703840380839e-63,8.5905232831346347e-63,9.837972692551088e-64,9.8379726911440092e-64,1.4070791891545627e-73,9.8447485776742779e-59
4.9094653842486404e-18,0.34470576223386007,1.5080877923065576e-17,9.5695872585438302e-29,9.5213811010670463e-29,7.2349989499880791e-45,1.0444795665329717e-38,0.0,0.0,5.2722975574392002e-18,9.8689807794495906e-32,154.0,0.0,0.9999999999784539,1.0,19.0,8.1177917225690645e-13,7.9789282061892816e-12,6.3776409939914255e-12,6.3776612773200425e-12,2.0368531620945168e-17,1.2577263232621797e-19,1.2123595381353495e-19,7.4556607468561617e-20,3.2898171810883689e-17,1.6585153036639753e-28,2.4665487325709386e-22,2.0892250689826149e-22,4.6231928070130769e-30,4.6231927567878424e-30,4.3236800414457997e-38,1.5260916739439689e-29,6.9884324532262862e-39,1.7928654735384605e-23,3.8351818554523047e-69,3.5854916169160073e-69,3.5854916169918468e-69,3.3651335290164519e-33,1.6633605005954213e-35,1.6184033333201962e-28,3.3308645978182905e-33,4.7861063821710108e-36,1.1634388594230207e-40,1.7060011090472655e-49,5.5211026012762572e-58,6.0245864105003686e-59,6.1947777720216953e-68,1.302745163625515e-71,8.3111237397110293e-69,5.6603315591196919e-61,4.9039138113621743e-67,9.4486242860304841e-30,1.4548684219516438e-30,2.4592685565695694e-38,9.4879208618872868e-39,4.3919160646260176e-39,1.1700181089402228e-42,4.9040501968136533e-47,2.9619223366381801e-47,1.1114153366460432e-52,2.9632716030473658e-61,3.9492402619483736e-53,5.9833310429429258e-61,2.3023996822988547e-61,3.5484128704248809e-61,4.0637604916883823e-62,4.063760490527404e-62,1.1609767157577378e-71,3.1816558101252594e-57
9.819063949881984e-18,0.3447057622338601,3.0162165136978669e-17,3.8182715970511528e-28,3.8086299469768621e-28,5.788215348558024e-44,8.3560349103667098e-38,0.0,0.0,1.054480946858598e-17,3.9476976272612078e-31,154.0,0.0,0.99999999995690725,1.0,19.0,1.6235803659933364e-12,1.5957964377662983e-11,1.2755454744888285e-11,1.2755495189433573e-11,8.1475309369497561e-17,5.0310071189828768e-19,4.6799083866609415e-19,2.9823146664854372e-19,1.3159459777808239e-16,1.1911674505964476e-27,9.8663954131887864e-22,8.3570699744372856e-22,3.6986419008694466e-29,3.6986418205085356e-29,6.9179197569125077e-37,1.2208956732728575e-28,1.1181713881884369e-37,7.1716077036946282e-23,4.9093952283517747e-67,4.5897681288262107e-67,4.5897681290203769e-67,2.6921713990222722e-32,1.3307199466547167e-34,1.0161516202021469e-27,2.662969080287242e-32,3.8288825437877127e-35,1.8615055480981544e-39,5.4592200957639186e-48,3.533518425955788e-56,3.8557493163908385e-57,7.9293467351473536e-66,1.6675209573365295e-69,1.0635715228588577e-66,3.6226253867438936e-59,3.138830927406229e-65,7.5590377071595392e-29,5.8195917959768609e-30,1.9674612869418672e-37,7.5904337579632959e-38,3.5131791149837305e-38,1.3690100699355841e-41,6.9684291478003902e-46,4.184240505099636e-46,2.5864145592472353e-51,1.3752615357624243e-59,9.1904186380690127e-52,2.7759014646070725e-59,1.06540967580003e-59,1.6469696807960541e-59,1.8862335611141644e-60,1.8862335600378604e-60,1.0763046224557243e-69,1.0380694591689816e-55
1.963826108114867e-17,0.3447057622338601,6.032474011907452e-17,1.5253960653270895e-27,1.5234674919861882e-27,4.6306983623842729e-43,6.6849073294090447e-37,0.0,0.0,2.1090047282584383e-17,1.5791151142834835e-30,154.0,0.0,0.99999999991381394,1.0,19.0,3.2471827533544919e-12,3.1915711275180433e-11,2.5511081489556042e-11,2.5511161977792e-11,3.2590075479752528e-16,2.0124228957792634e-18,1.7488137160320209e-18,1.1929297601429529e-18,5.2637761151472449e-16,7.9000480355976031e-27,3.9465981233793684e-21,3.342861733601355e-21,2.958948421196785e-28,2.9589482926225066e-28,1.1068350800028747e-35,9.7671749839337468e-28,1.7890769997988118e-36,2.8686721870727141e-22,6.2841763198217309e-65,5.875043847510454e-65,5.875043848007533e-65,2.1537637608158406e-31,1.0645885291565351e-33,5.6599669112555303e-27,2.1275486906509706e-31,3.0629928851213069e-34,2.9783060603981589e-38,1.7468921624491873e-46,2.2613775512022181e-54,2.4675986644836662e-55,1.014923392274097e-63,2.1343589572386193e-67,1.360671154793004e-64,2.3184042695424319e-57,2.008898472387509e-63,6.0472361067343996e-28,2.3278601715782178e-29,1.5739873035100636e-36,6.0722861336258594e-37,2.8098774826927245e-37,1.7877364104989919e-40,9.1028998863022609e-45,5.419757348955167e-45,6.7233648159824529e-50,7.1316921547020963e-58,2.3890421448001853e-50,1.4384880285928887e-57,5.4926579868182622e-58,8.5421668358837402e-58,9.7838478943366189e-59,9.783847883183894e-59,1.1152723420071637e-67,3.4492489013450853e-54
2.9457458212415357e-17,0.34470576223386007,9.0487315655439992e-17,3.2402714133454322e-27,3.2373781294682138e-27,1.3747536704659169e-42,1.9114715865677064e-36,0.0,0.0,3.1635499088281297e-17,3.3556594020499443e-30,154.0,0.0,0.99999999987072064,1.0,19.0,4.8707851406039416e-12,4.7873132733904958e-11,3.8266707477098131e-11,3.8266827798158875e-11,6.9253559779285042e-16,4.2764108275251487e-18,3.5490780321163253e-18,2.5349712244804778e-18,1.1185467615215874e-15,2.0424024822795879e-26,8.3865458389376888e-21,7.1036020531703141e-21,8.4607685757889211e-28,8.4607681025573772e-28,4.073817970825412e-35,2.7927926459604057e-27,6.584974754940295e-36,6.0959465267393385e-22,3.2424052655617669e-64,3.0313078672212455e-64,3.0313078675264261e-64,6.1584396896217909e-31,3.0440670019856025e-33,1.3502496521715947e-26,6.0788006603829864e-31,8.7580264205761156e-34,1.0961926186347049e-37,7.9755559805939326e-46,1.2424526433289603e-53,1.3557552700290355e-54,6.5475794930411878e-63,1.3769402204227416e-66,8.7768248790365371e-64,1.2737844550486956e-56,9.9691653487568426e-63,1.7291260321348961e-27,4.9467173385115531e-29,4.5006330038271241e-36,1.7362777745602973e-36,8.033369809716135e-37,6.2490199646289204e-40,3.060058210560722e-44,1.8155807358816379e-44,2.9320759485571445e-49,3.7630232716134121e-57,1.0418671364638838e-49,7.5882345722222923e-57,2.8921030034622534e-57,4.5075383077005678e-57,5.1628857347716546e-58,5.1628857278279438e-58,6.9437105468598133e-67,1.6365242167436007e-53
3.9276655343682043e-17,0.34470576223386007,1.2064989174607505e-16,5.5264533147738555e-27,5.522594917422815e-27,2.9955438602723346e-42,4.0318541068917228e-36,0.0,0.0,4.218116488567052e-17,5.724416120599907e-30,154.0,0.0,0.99999999982762733,1.0,19.0,6.4943875277416873e-12,6.3830228760473501e-11,5.1022332707514821e-11,5.1022492710567817e-11,1.1813773460426763e-15,7.2950642306374152e-18,5.8087555694372953e-18,4.3243504576926033e-18,1.908098022348743e-15,3.954664684694338e-26,1.4306482582520208e-20,1.2117927784495285e-20,1.784624073732045e-27,1.7846239537120346e-27,1.0331914222972877e-34,5.8907850557377173e-27,1.6700868359644201e-35,1.0398983742891868e-21,1.7688533456852789e-63,1.6536918194873202e-63,1.6536918196572082e-63,1.2989961078261862e-30,6.4208295589351398e-33,2.4654758361550033e-26,1.2813033903436547e-30,1.8472775557621777e-33,2.7801293344598555e-37,2.3772497727743603e-45,4.2717515353291539e-53,4.6613042134723376e-54,2.5569739098161894e-62,5.3772585353329853e-66,3.4270816046191234e-63,4.3794754130833491e-56,4.2173459906215337e-62,3.6472130514777665e-27,8.4385305422843989e-29,9.493153225751184e-36,3.6622770886011816e-36,1.6942535926977898e-36,1.5356343157026476e-39,7.1875632330421271e-44,4.2528742019946789e-44,8.4851602421425429e-49,1.2588192898094526e-56,3.0150683585475433e-49,2.5378598500804926e-56,9.6563564837610096e-57,1.5079622147836023e-56,1.7272449377811291e-57,1.7272449351368527e-57,2.6442767662455741e-66,5.3569297736631362e-53
5.891504960621541e-17,0.3447057622338601,1.809750452281818e-16,1.1439638964900825e-26,1.143384908244962e-26,8.6952855673972912e-42,1.1012263719188101e-35,0.0,0.0,6.3272998705830463e-17,1.1851858941983145e-29,154.0,0.0,0.99999999974144083,1.0,19.0,9.7415923017550123e-12,9.5743657064852312e-11,7.6533581391422097e-11,7.65338205641633e-11,2.4458652360623555e-15,1.5103523837365185e-17,1.1246642812824561e-17,8.9529665301085083e-18,3.9504317866909449e-15,9.4784988443653209e-26,2.9619799403156125e-20,2.5088666925927683e-20,4.8743699345226579e-27,4.8743695148176504e-27,3.6130163598766421e-34,1.6089436738147793e-26,5.8403371742241705e-35,2.1529807643884838e-21,2.4566414619599681e-62,2.2967013636109559e-62,2.2967013638793305e-62,3.5479713138564687e-30,1.7537306279923751e-32,5.4849957107360109e-26,3.4955830282008034e-30,5.0452829304192152e-33,9.721927365231058e-37,1.0405397909652293e-44,2.2973728523646105e-52,2.5068766157452749e-53,1.6631140843149053e-61,3.497502254844233e-65,2.228517229170727e-62,2.35530745884154e-55,3.7987422704818259e-61,9.9615930806915847e-27,1.7470930907470459e-28,2.5928784766078786e-35,1.0002641814021381e-35,4.6265412596173235e-36,5.183566713885884e-39,2.2322456378977496e-43,1.3158077200298373e-43,3.5861448377431711e-48,6.5415363267858866e-56,1.2742801706962572e-48,1.3182909873096752e-55,5.001478473984052e-56,7.8369921666943933e-56,8.9769931486233102e-57,8.9769931319834138e-57,1.6639897190432952e-65,3.0430089198819205e-52
7.855344386874878e-17,0.34470576223386007,2.4130020074853513e-16,1.9453723494569481e-26,1.9445999808461438e-26,1.9015864231008402e-41,2.3041363712292262e-35,0.0,0.0,8.4365619449714486e-17,2.0157192596080691e-29,154.0,0.0,0.99999999965525432,1.0,19.0,1.2988797075357558e-11,1.2765588869425742e-10,1.0204482729111151e-10,1.0204514548319562e-10,4.1597307995041718e-15,2.5687155245159063e-17,1.7969679151090918e-17,1.5226558277088559e-17,6.7185765316186694e-15,1.7773226215671872e-25,5.0375562935640793e-20,4.2669285300378219e-20,1.019882210168679e-26,1.0198821052980957e-26,9.0277254470935271e-34,3.3664235466154196e-26,1.459332885180931e-34,3.6616594949983327e-21,1.1292851015831625e-61,1.0557627859947585e-61,1.0557627861339236e-61,7.4235576509131928e-30,3.6693946390059775e-32,9.7463857509539155e-26,7.3064120008910606e-30,1.0556033598822078e-32,2.4291779495246881e-36,3.0315666640670909e-44,7.6565400474880776e-52,8.3547611975854114e-53,6.2437309939297155e-61,1.3130482483840616e-64,8.364993750568263e-62,7.8496210562435749e-55,1.4984102100630896e-60,2.0842831261732652e-26,2.9713500868084217e-28,5.4251735236546753e-35,2.0928541080157741e-35,9.6784285375617346e-36,1.2681312822728335e-38,5.0822920767993743e-43,2.9874816779514413e-43,1.0237108807580246e-47,2.1381535716826133e-55,3.6375955200117215e-48,4.3076825982815339e-55,1.6308298569248179e-55,2.5617680264736516e-55,2.934502613853729e-56,2.9345026077193268e-56,6.1344020333252139e-65,9.9479037370447395e-52
9.819183813128216e-17,0.34470576223386007,3.0162535845272391e-16,2.9718771851493866e-26,2.9709111204235444e-26,3.5676821368055056e-41,4.1945953320413334e-35,0.0,0.0,1.0545908332612066e-16,3.0796071170517276e-29,154.0,0.0,0.99999999956906782,1.0,19.0,1.6236001848519984e-11,1.5956683821626414e-10,1.2755607020771228e-10,1.2755646752479262e-10,6.355055783735734e-15,3.9244183166853486e-17,2.5802957592129591e-17,2.3262587891746526e-17,1.0264348993693273e-14,2.9183165109728168e-25,7.6962518788131556e-20,6.5189058848548992e-20,1.8566577940738003e-26,1.8566575715843765e-26,1.9152827426132574e-33,6.1283975158977947e-26,3.096114902062943e-34,5.5941914186435047e-21,4.169345403165997e-61,3.8978994004331061e-61,3.8978994009914116e-61,1.3514325916754413e-29,6.6799971350015586e-32,1.5342941352632745e-25,1.3287142712337821e-29,1.9216135041902509e-32,5.1536201547518293e-36,7.3603104815462443e-44,2.0961519959960528e-51,2.2873059614825517e-52,1.9044292749272256e-60,4.0049950669663527e-64,2.5510112836371085e-61,2.1490123665590997e-54,4.7244004312100726e-60,3.7943281211618854e-26,4.5395537399692085e-28,9.8763261329257866e-35,3.8098983329842738e-35,1.7615791467404083e-35,2.6483605412382377e-38,9.8759864355687133e-43,5.7915271124034001e-43,2.4464753582700442e-47,5.7631184906756463e-55,8.6931649557734144e-48,1.1607377962733219e-54,4.3849803601716049e-55,6.9054197646059833e-55,7.9103948657082939e-56,7.9103948472758757e-56,1.8432417121308935e-64,2.6512601910487297e-51
1.374686266563489e-16,0.34470576223386007,4.2227568054978238e-16,5.7143157541791935e-26,5.7129608738279184e-26,9.7621443313354006e-41,1.1074980413294852e-34,0.0,0.0,1.4764859343692596e-16,5.9221654283141833e-29,154.0,0.0,0.99999999939669493,1.0,19.0,2.2730411393496829e-11,2.2338481070414981e-10,1.7857854690427991e-10,1.7857910403726492e-10,1.222021361399298e-14,7.5465187547970385e-17,4.3627895819675257e-17,4.4732422547106142e-17,1.9737440800098674e-14,6.1871709682813492e-25,1.4799628560009624e-19,1.2535631271389801e-19,4.9021282576652313e-26,4.9021274425933044e-26,7.0164229110418185e-33,1.6180416369120967e-25,1.1342963594941252e-33,1.0757438652040906e-20,5.111300760810961e-60,4.7785285966959933e-60,4.7785285978434718e-60,3.5681923990297052e-29,1.7637177945249786e-31,3.0627964176107342e-25,3.4982163313222403e-29,5.0731020900042871e-32,1.8879498139380594e-35,3.8073562517913378e-43,1.5656061724615424e-50,1.7083783333122269e-51,2.1074904595795874e-59,4.4320528012929668e-63,2.820324873927656e-60,1.6050875213994337e-53,3.8933997249202013e-59,1.0017922083755175e-25,8.7294051994745855e-28,2.6076426039140414e-34,1.0058794644664979e-34,4.6486220025020427e-35,9.440160293111702e-38,2.8980714185494487e-42,1.6918504181944328e-42,1.224563872187691e-46,4.1399398860477753e-54,4.3512944297035815e-47,8.326873649190398e-54,3.1151846305249891e-54,4.9621740944152654e-54,5.6851460034518385e-55,5.6851459839349201e-55,1.9516918684416108e-63,1.5972062548516538e-50
1.7674541518141565e-16,0.34470576223386007,5.4292601151655132e-16,9.3709911612382119e-26,9.3692451663800383e-26,2.0580372295108121e-40,2.2961221108737434e-34,0.0,0.0,1.8984152795521886e-16,9.712636213583959e-29,154.0,0.0,0.99999999922432214,1.0,19.0,2.9224820936686111e-11,2.8719757654391985e-10,2.2960101148497104e-10,2.2960173120097564e-10,2.0040581895707964e-14,1.2376270333268158e-16,6.3624631185119534e-17,7.3359907506022746e-17,3.2368484812501912e-14,1.0769539289691365e-24,2.4271360778516403e-19,2.055840763142848e-19,1.016334355666178e-25,1.0163341440325997e-25,1.8218027456670086e-32,3.3545367669849899e-25,2.9453303849367027e-33,1.7642177946323686e-20,2.5480666524034178e-59,2.3821743143388794e-59,2.3821743150253879e-59,7.3977752534594582e-29,3.6566302518692859e-31,5.1338448797731295e-25,7.2340456097215493e-29,1.0516825039452794e-31,4.9019860715868279e-35,1.2258736386271602e-42,6.1832421918627978e-50,6.7471103494626913e-51,1.0088920906586329e-58,2.1217045393216138e-62,1.3494022352349833e-59,6.3391712427548084e-53,1.6010183230870438e-58,2.0769235585663509e-25,1.4316205136452524e-27,5.4062965302115554e-34,2.0853529923883092e-34,9.6331358574838606e-35,2.4154949179701324e-37,6.3950705284754754e-42,3.7227428149975121e-42,3.880480542544467e-46,1.6076972551193251e-53,1.37886740021095e-46,3.23075482742675e-53,1.2009556553373629e-53,1.927428182069477e-53,2.2084544885760474e-54,2.2084544793868372e-54,9.1892102524410602e-63,5.5375044143337051e-50
2.552989922315491e-16,0.34470576223386007,7.8422670005547381e-16,1.9426670741640094e-25,1.942413229597179e-25,6.2780503275862894e-40,6.8991879731146564e-34,0.0,0.0,2.7423766876884596e-16,2.013736120501198e-28,154.0,0.0,0.9999999988795768,1.0,19.0,4.2213640017702754e-11,4.1480749266481303e-10,3.3164590430392275e-10,3.3164696102449875e-10,4.1545302885042737e-14,2.5658208699861982e-16,1.065959114313944e-16,1.5208303196714945e-16,6.7101769424295454e-14,2.389220476893642e-24,5.0318891367379878e-19,4.2621261916555907e-19,3.0537918563859776e-25,3.0537909184589134e-25,8.0737974638879034e-32,1.0078919867323488e-24,1.3054731847858362e-32,3.6575405712577674e-20,3.8803214977625667e-58,3.6276924918450581e-58,3.6276924935669898e-58,2.2228287102159991e-28,1.0987121069801655e-30,1.0903142749440354e-24,2.1605376624293875e-28,3.1593016441257313e-31,2.1723918328833151e-34,8.1932824296362409e-42,6.3857595452820815e-49,6.9680972229696866e-50,1.6504639605591575e-57,3.4709562094352083e-61,2.2029631392151465e-58,6.5467973126611858e-52,1.5996972749055646e-57,6.2402494145712089e-25,2.9680057826739181e-27,1.6244350865559781e-33,6.2652625578388328e-34,2.8912086525395485e-34,1.0498987829662816e-36,2.0772983947788137e-41,1.2046019668690205e-41,2.5340912656738022e-45,1.6148824799690241e-52,9.0044905332253662e-46,3.2356487379657342e-52,1.1781664696929304e-52,1.9374570759983982e-52,2.220632715380131e-53,2.2206327007909325e-53,1.4589198872780468e-61,4.2126937327380118e-49
4.1240614633181605e-16,0.3447057622338601,1.2668281835539849e-15,5.0507282870349247e-25,5.0503097266507768e-25,2.7244612894914907e-39,2.9661851730995681e-33,0.0,0.0,4.4307103717213317e-16,5.2364719037221434e-28,154.0,0.0,0.99999999819008722,1.0,19.0,6.8191278158288533e-11,6.699648772313337e-10,5.357355445738242e-10,5.3573732993171629e-10,1.0800521521018194e-13,6.6711654647234085e-16,1.9718604159911493e-16,3.9538980509622702e-16,1.7444429441375195e-13,6.5966071872449738e-24,1.3082998357199832e-18,1.1081595240178567e-18,1.312923271252376e-24,1.3129225797435711e-24,5.9523433767967984e-31,4.3327776102713076e-24,9.6274467389826839e-32,9.5096688717559232e-20,1.3580767106564884e-56,1.2696589098270277e-56,1.2696589109898077e-56,9.5567474324565272e-28,4.7237174042604534e-30,2.8949564370935071e-24,9.1662441784697664e-28,1.3576161652689624e-30,1.6014898188979633e-33,1.0755742692577847e-40,1.5427403682665715e-47,1.6834285528449385e-48,7.5344117025198912e-56,1.58451822426506e-59,1.000679350597021e-56,1.5816465514144902e-50,3.3053899566112669e-56,2.6825903213440368e-24,7.7168620601356523e-27,6.9839571468832684e-33,2.6930438319130582e-33,1.2399110375886211e-33,7.5978947072908355e-36,9.5939945191757876e-41,5.5426789084307495e-41,3.2553871532509135e-44,3.7986901632876779e-51,1.1567494617885096e-44,7.5577049875001498e-51,2.6240587059135767e-51,4.5655151698493195e-51,5.2367157925433133e-52,5.2367157276572302e-52,6.4886084699869288e-60,6.6363246092466607e-48
