Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721),S(3665)
2.7648291377561218e-09,0.8144803016493377,2.3306713497329106e-06,5.6919249210750853e-09,1.1596812012317013e-08,1.6760520086858302e-10,2.2977952505660775e-10,0.0,0.0,2.3882765595932936e-05,3.5687995887960127e-08,154.0,0.0,0.81911477723525028,0.99999996453115758,18.999747046962057,0.0024627664526331032,1.9318396590599815e-05,0.0077281696209152836,0.008914671172936206,0.050555075040664657,0.00022198873319740034,1.0299440680044603e-09,6.3744613512146379e-06,0.1098104855837015,1.5657621439528529e-12,0.00015029026323761869,3.2469848124849502e-05,0.00093966817391165608,0.00093941451154956005,1.1693473383597555e-07,2.0153409579572218e-05,6.5738290162874135e-08,1.422387661027351e-05,7.0941810619009233e-09,1.3845780083825528e-08,1.4365393301833353e-08,4.7230288175491804e-07,2.2053103260464259e-09,3.2914298739205807e-14,2.1585117278029414e-14,1.9804555316489107e-13,1.9958383488064937e-09,9.7609558227008938e-10,1.5058342735154634e-11,1.4558018489348643e-10,2.7125249629188065e-12,1.3826166038743667e-14,1.3256027956014911e-16,4.0844899147491946e-13,1.1569196829274921e-12,9.0850852606014476e-06,8.7701824140350589e-12,2.5135841824886284e-13,1.4761836554608987e-14,1.3787005276039065e-14,2.5896043238111128e-11,2.4453700810498888e-21,1.4178406165444924e-21,3.1701412097483083e-13,1.1122903575696161e-17,3.7069993447571948e-13,3.2543773689741087e-18,3.2295601589509731e-18,2.5221685122759257e-17,5.0431289827126922e-13,4.1389728277776935e-13,1.3561913304674987e-14,3.7099172770032766e-10,1.3159301101394597e-12,4.4737107838051243e-12,3.9272442958890637e-13,8.2947544371095372e-15,2.0465477553479357e-16,2.8768388467111068e-13,1.6045730368502736e-16,1.3786020825496028e-14,8.2964907875154002e-12,7.6910082689166325e-14,1.7291664342727962e-15,2.6041345189733865e-17,1.5045481060154887e-16,3.8374843188097282e-16,5.9483576663762089e-10,2.045177823393085e-15,1.0855003771414056e-15,3.33108619266403e-09,2.2031009579331223e-20,6.3685977067067821e-18,6.9058969768147563e-17,1.1180200815341419e-22,1.7018704804042852e-21,9.9499609762473011e-23,2.9653624644027577e-09,5.2243925569249964e-11,3.0001076816445287e-08,2.344571107009468e-09,1.0559056734787456e-10
2.836594711108112e-09,0.8144804931595411,2.4203795372087419e-06,6.0525608635955657e-09,1.2393067280449185e-08,1.8236728038596854e-10,2.5094461470830928e-10,0.0,0.0,2.5029592000522877e-05,3.9201267810538563e-08,154.0,0.0,0.81492238259971428,0.99999996364005994,18.999741751681515,0.0025197794751776058,1.9224106556675515e-05,0.0078656157402690607,0.0091016143224096849,0.051726309400768833,0.00022595780254291298,1.051541743436418e-09,6.5081604007350646e-06,0.11239206116565145,1.5937573419902033e-12,0.00015716517893069219,3.3063358890528642e-05,0.00098487486645624958,0.00098460352324509798,1.225598201477215e-07,2.066761560631178e-05,6.8900842467700106e-08,1.4947187602436487e-05,7.885518743769654e-09,1.5620516239610188e-08,1.6222965467398277e-08,5.0470788018424206e-07,2.3209963516767561e-09,3.3604648906701698e-14,2.266556219664057e-14,2.1148684576569172e-13,2.1653293629370558e-09,1.0860940060377124e-09,1.6773712385957257e-11,1.6373316056923923e-10,3.0666736642022371e-12,1.6129439028797648e-14,1.4908981680811096e-16,4.6732064530266672e-13,1.3316252530070783e-12,9.3133446337667815e-06,9.069340177894399e-12,2.599641609326117e-13,1.5265396432463238e-14,1.4542145241549524e-14,2.7334587217939508e-11,2.5290920660744683e-21,1.4663831384916685e-21,3.4363022779490637e-13,1.2056774504067735e-17,3.9546649821828141e-13,3.4718017380865546e-18,3.4453280157208903e-18,2.6906774440719051e-17,5.5438147724919168e-13,4.528623533672069e-13,1.5258610893496325e-14,4.1577402244608182e-10,1.4813613810233673e-12,5.1550784688141525e-12,4.5287690884456853e-13,9.5587411029217422e-15,2.3600395525101802e-16,3.4044029264627311e-13,1.9040031784828432e-16,1.5004605007691296e-14,9.2604896786814106e-12,8.6325322364845335e-14,2.0950686808601094e-15,3.1610313980505375e-17,1.8700499276551199e-16,4.3534411966138928e-16,6.0790736996864974e-10,2.0901198821776317e-15,1.1093538513319385e-15,3.5014553823476351e-09,2.4937494046472487e-20,7.3996556796361684e-18,7.9338084463820744e-17,1.2990241606766558e-22,1.9774173506478937e-21,1.1560832261373554e-22,3.0632127360525337e-09,5.5213457453168761e-11,3.0715585869382228e-08,2.4146004319637267e-09,1.113301497548345e-10
2.908360284460102e-09,0.8144806888042422,2.5112774714328276e-06,6.4266665264640644e-09,1.3224942246119171e-08,1.9800847117600041e-10,2.735007258486381e-10,0.0,0.0,2.6198086149793556e-05,4.2951121438668723e-08,154.0,0.0,0.81075327881870496,0.99999996275046521,18.999736511082546,0.0025764687618665509,1.9130340043347844e-05,0.008000407361191085,0.0092866200147163,0.052890931438451798,0.00022985027425391014,1.0729155531347228e-09,6.6404736216561627e-06,0.11496103186264252,1.6212122708211866e-12,0.00016414613680630361,3.3645458380717939e-05,0.0010308924876647758,0.0010306024822403026,1.2828572732204169e-07,2.1179306346218648e-05,7.2120084128160704e-08,1.5687021712562758e-05,8.7377621576895683e-09,1.7564502896419559e-08,1.8260224710251971e-08,5.3831208363329466e-07,2.4394178538519088e-09,3.4287843398741346e-14,2.3770309460845527e-14,2.2543153316584262e-13,2.3437858896373619e-09,1.2050885897558915e-09,1.8630994144990008e-11,1.8355974605608802e-10,3.455184749584142e-12,1.8740374892834221e-14,1.6714329770692619e-16,5.3287278672290554e-13,1.5274984588500454e-12,9.5403156427761309e-06,9.370887657081562e-12,2.6863874770663891e-13,1.5772978923168452e-14,1.5315818744159067e-14,2.8808988920738083e-11,2.6134838089700793e-21,1.5153139901727085e-21,3.7164776100304009e-13,1.3039817159346416e-17,4.2103860886266965e-13,3.6962977922992472e-18,3.6681138499351593e-18,2.8646672198566963e-17,6.0774029138563393e-13,4.9414622860875537e-13,1.7108360208581145e-14,4.6458938962545962e-10,1.6624637037088241e-12,5.9184915668354768e-12,5.2031398029487297e-13,1.0975007171522499e-14,2.7114992689568008e-16,4.0114901794526489e-13,2.2493741100754763e-16,1.6296687262375696e-14,1.0308575115612565e-11,9.6559948410444358e-14,2.5260984140513857e-15,3.8181081592555441e-17,2.3117790437606617e-16,4.9216789228395018e-16,6.2084407825845309e-10,2.1345980908629791e-15,1.1329611321657643e-15,3.6755085592236294e-09,2.8134020541866165e-20,8.5639777008853642e-18,9.0837359837417229e-17,1.5034229147392267e-22,2.2885809846968397e-21,1.3379908449146205e-22,3.1619820214653606e-09,5.8273614668524374e-11,3.1427629709381503e-08,2.4844296194046891e-09,1.1722243866118651e-10
2.9801258578120923e-09,0.8144808885056827,2.6033465853205283e-06,6.8144088195376548e-09,1.4093246772955983e-08,2.1455637043643716e-10,2.9750530509180806e-10,0.0,0.0,2.7387922083470353e-05,4.6946079511649826e-08,154.0,0.0,0.80660731908390404,0.99999996186236784,18.999731324456501,0.0026328361138107685,1.9037093734987777e-05,0.0081325795530624492,0.0094697087215030052,0.054048977923320786,0.0002336671602727774,1.0940678625278769e-09,6.7714156570825574e-06,0.11751746762569533,1.6481340680201057e-12,0.000171230432392385,3.4216297231558314e-05,0.0010777053984630817,0.0010773957026493247,1.3411050251847924e-07,2.1688495748192056e-05,7.5394917121751031e-08,1.6443270935058187e-05,9.6534328690670974e-09,1.9688393006755591e-08,2.0488800804167318e-08,5.7311691092469454e-07,2.5605571233490786e-09,3.4963957824457424e-14,2.4899202046478654e-14,2.39880856857649e-13,2.531360856494959e-09,1.3335300647355773e-09,2.0637394860080876e-11,2.051583367237976e-10,3.8802086659778527e-12,2.1690009916955955e-14,1.8681031884511258e-16,6.056606808573621e-13,1.7465030312262416e-12,9.7660054517830334e-06,9.6748177080140421e-12,2.7738196903553407e-13,1.6284572000764786e-14,1.6107894648238495e-14,3.0318993545233062e-11,2.6985432712466683e-21,1.5646319896585254e-21,4.0109659661454593e-13,1.40730798069632e-17,4.4741173609004763e-13,3.9278257477057584e-18,3.89787819317016e-18,3.0441070060849753e-17,6.6449434906319303e-13,5.3780368355530834e-13,1.9119612921881801e-14,5.1767988917038493e-10,1.8602437996694734e-12,6.7712698279877424e-12,5.9568938914360849e-13,1.2557145596645508e-14,3.1043345945490699e-16,4.7075709651104633e-13,2.6462570226669538e-16,1.7664691266229472e-14,1.1445752170540761e-11,1.0765583421177872e-13,3.0317298618083485e-15,4.5900956428010997e-17,2.843109658588238e-16,5.5457919514307647e-16,6.3364734729577407e-10,2.1786174553266416e-15,1.1563248765652019e-15,3.8532077146931396e-09,3.1640304961124186e-20,9.8745439883780461e-18,1.0366670863388991e-16,1.7334950233213768e-22,2.6388307615058121e-21,1.5427469174480708e-22,3.2616656690327718e-09,6.1424932537059676e-11,3.2137222703531798e-08,2.5540542708064416e-09,1.2326731321343599e-10
3.0518914311640824e-09,0.8144810921871244,2.6965685510166333e-06,7.2159518514480047e-09,1.4998788614726313e-08,2.3203858440490128e-10,3.2301682199881576e-10,0.0,0.0,2.8598777704613043e-05,5.1194666271777227e-08,154.0,0.0,0.80248435767925386,0.99999996097576116,18.999726191103999,0.0026888833208842449,1.8944364340762896e-05,0.0082621669632360565,0.009650900687925644,0.055200485395458229,0.00023740946036198291,1.1150010108832371e-09,6.9010009881515768e-06,0.12006143796308603,1.6745297852514075e-12,0.00017841540961983931,3.4776024266461257e-05,0.0011252981663442696,0.0011249677037584453,1.4003221844145779e-07,2.2195197684502875e-05,7.8724257789067786e-08,1.7215827113146135e-05,1.0635048736009824e-08,2.2003148207839994e-08,2.2920692274047572e-08,6.091229739452006e-07,2.6843964204065007e-09,3.5633066956719278e-14,2.6052082656721116e-14,2.5483570902934225e-13,2.7281990991015469e-09,1.4718756133389778e-09,2.2800227740060642e-11,2.2862942290179399e-10,4.3439476188995524e-12,2.5011474759639808e-14,2.081823844513807e-16,6.8626852366441342e-13,1.9907308526760642e-12,9.9904211841606778e-06,9.981124055265205e-12,2.8619364053396196e-13,1.6800165100737472e-14,1.6918244100145109e-14,3.1864350641331208e-11,2.7842686590904816e-21,1.6143360968843825e-21,4.320061568108338e-13,1.5157594788589771e-17,4.74581238888749e-13,4.1663448486543393e-18,4.1345806126370373e-18,3.2289652159642614e-17,7.247480589764801e-13,5.8388829212886724e-13,2.1300970250970361e-14,5.7529463006164195e-10,2.0757416905667309e-12,7.7211577077068027e-12,6.7969505933893323e-13,1.4319538472615205e-14,3.5421522484601291e-16,5.5029498628113222e-13,3.1007232876470102e-16,1.9111050691198547e-14,1.2677188628110304e-11,1.196553108725365e-13,3.6225149794845437e-15,5.4934190050713548e-17,3.4793338506901591e-16,6.2295018057973848e-16,6.4631861719919866e-10,2.2221829275224573e-15,1.179447712834697e-15,4.0345152503524389e-09,3.5476755362868519e-20,1.1345187803561455e-17,1.1794291396618188e-16,1.9916689157775572e-22,3.0318640774316488e-21,1.7725126824936256e-22,3.3622594767246242e-09,6.4667939007740292e-11,3.2844378642757831e-08,2.6234706963926116e-09,1.2946464958761711e-10
3.1236570045160726e-09,0.8144812997728352,2.7909252767683695e-06,7.6314569691751764e-09,1.5942373003435302e-08,2.5048271621709773e-10,3.5009475324383302e-10,0.0,0.0,2.983033474056399e-05,5.5705401784293012e-08,154.0,0.0,0.79838424997128676,0.99999996009063863,18.999721110334754,0.0027446121618066727,1.885214859444737e-05,0.0083892038220538621,0.0098302159352967201,0.056345490167110324,0.00024107816224891717,1.1357173116012679e-09,7.0292439359064771e-06,0.12259301194366032,1.7004063892936066e-12,0.00018569846000264295,3.5324786517667065e-05,0.001173655562882719,0.0011733032075647023,1.460489730336042e-07,2.2699425947784731e-05,8.210703666145272e-08,1.8004581967367579e-05,1.1685121121011141e-08,2.4520033367512109e-08,2.5568262602260088e-08,6.4633010938972983e-07,2.8109179795826635e-09,3.6295244741672677e-14,2.7228793765058158e-14,2.7029664513147892e-13,2.9344374105800342e-09,1.6205884541810481e-09,2.5126905657017562e-11,2.5407549168932763e-10,4.8486533788409448e-12,2.8740058459830393e-14,2.3135281698500294e-16,7.7530994738817785e-13,2.2624067165692233e-12,1.0213569921565353e-05,1.0289801261070269e-11,2.9507360205606079e-13,1.7319749068677186e-14,1.7746740574109424e-14,3.3444814202959487e-11,2.8706584145027909e-21,1.6644254085135356e-21,4.6440541726983281e-13,1.6294378779341761e-17,5.0254239071798276e-13,4.4118135886788614e-18,4.3781799304100028e-18,3.4192096806961473e-17,7.8860521733697637e-13,6.3245246182733394e-13,2.3661176593032758e-14,6.3768969851526095e-10,2.3100305518657648e-12,8.7763348809975223e-12,7.7306204819391274e-13,1.6277376586999639e-14,4.0287629564662936e-16,6.408813230071503e-13,3.6193735880248647e-16,2.0638208267579548e-14,1.4008215623681854e-11,1.3260112628441343e-13,4.3101721927921116e-15,6.5463388878401609e-17,4.2378765918858591e-16,6.9766564373309082e-16,6.5885931258760145e-10,2.26529940620917e-15,1.2023322410402383e-15,4.219393973577566e-09,3.9664468505270096e-20,1.2990623264443072e-17,1.3378986765163792e-16,2.280527653477728e-22,3.4716137809939695e-21,2.029586999444494e-22,3.463759684993829e-09,6.8003155170469895e-11,3.3549110836476554e-08,2.6926758214696731e-09,1.3581432149436871e-10
3.1954225778680628e-09,0.8144815111880819,2.8863989038412129e-06,8.0610827973357076e-09,1.6924802256020249e-08,2.6991635421855558e-10,3.787995661684181e-10,0.0,0.0,3.1082278704174314e-05,6.0486796490692319e-08,154.0,0.0,0.79430685239955812,0.99999995920699303,18.999716081467451,0.0028000244042252773,1.8760443254184333e-05,0.0085137239478029463,0.010007674263700181,0.057484028324360628,0.00024467424176896326,1.1562190525271053e-09,7.1561586631769459e-06,0.12511225820011632,1.7257707630462119e-12,0.00019307702183197378,3.5862729247539962e-05,0.001222762561277677,0.0012223871363449502,1.5215888917335699e-07,2.3201194249501562e-05,8.5542198290895707e-08,1.8809427123191578e-05,1.280615222810158e-08,2.7250610865937384e-08,2.8444236137097506e-08,6.8473740957204015e-07,2.9401040144648745e-09,3.6950564308555896e-14,2.8429177657029205e-14,2.8626389614272661e-13,3.1502046055248828e-09,1.7801374319356559e-09,2.7624934518709506e-11,2.8160092837371194e-10,5.3966250649340615e-12,3.2913270681250919e-14,2.5641666736926927e-16,8.7342850132093079e-13,2.5638930967152586e-12,1.043545870354042e-05,1.060084470176956e-11,3.0402171699219266e-13,1.7843316120601502e-14,1.8593259914216829e-14,3.5060142752508451e-11,2.9577112084603383e-21,1.7148991539702317e-21,4.9832291456049883e-13,1.7484433047229337e-17,5.3129040181752834e-13,4.6641899063509674e-18,4.6286344177898517e-18,3.6148078012810045e-17,8.5616899818453172e-13,6.8354746969517482e-13,2.620911336637532e-14,7.0512808139385925e-10,2.5642165426104852e-12,9.9454264973484127e-12,8.7656147771119128e-13,1.8446678491349097e-14,4.568186306796618e-16,7.4372778857430702e-13,4.2093677628729032e-16,2.2248614872745231e-14,1.5444328219223724e-11,1.4653640583269679e-13,5.1076795878126326e-15,7.7690997623650586e-17,5.1385282038333418e-16,7.7912294842122978e-16,6.7127084274795037e-10,2.307971737405018e-15,1.224981033256462e-15,4.4078070931571081e-09,4.4225225837875085e-20,1.4826472884726415e-17,1.5133880873598367e-16,2.6028137639684578e-22,3.9622555344075677e-21,2.3164106509112414e-22,3.5661629697538573e-09,7.1431095759716496e-11,3.4251432194503493e-08,2.761667105411691e-09,1.4231620063236819e-10
3.267188151220053e-09,0.8144817263591118,2.982971803476882e-06,8.5049852771866624e-09,1.7946875399042448e-08,2.9036706071678171e-10,4.0919270176678302e-10,0.0,0.0,3.2354298855309195e-05,6.5547345988442483e-08,154.0,0.0,0.79025202246717408,0.99999995832481603,18.9997111038296,0.0028551218047959417,1.8669245102251151e-05,0.0086357607516111858,0.010183295254573826,0.058616135728788488,0.00024819866300682445,1.176508496253297e-09,7.2817591764373447e-06,0.12761924493225824,1.7506297065258807e-12,0.00020054857938411677,3.6389995969603638e-05,0.0012726043339260501,0.0012722046102549398,1.5836011437622714e-07,2.3700516218886004e-05,8.9028701082028666e-08,1.9630254137759031e-05,1.4000632562454573e-08,3.0206734631198684e-08,3.1561693720030534e-08,7.2434325232680318e-07,3.0719367222310065e-09,3.7599097979352446e-14,2.9653076470653185e-14,3.0273738053856084e-13,3.3756215969341337e-09,1.9509966123264881e-09,3.0301906720882601e-11,3.1131191772867252e-10,5.9902069132506878e-12,3.7570902098856571e-14,2.8347062511574279e-16,9.8129810787915765e-13,2.8976949223209457e-12,1.0656094527255267e-05,1.0914250549366259e-11,3.130378717186219e-13,1.8370859811892288e-14,1.9457680373314954e-14,3.6710099418715977e-11,3.0454259355623163e-21,1.7657566923355655e-21,5.337867535911877e-13,1.8728743714498208e-17,5.6082043899455267e-13,4.9234313589929632e-18,4.885901967688088e-18,3.81572668316175e-17,9.2754194644993389e-13,7.3722349921203248e-13,2.8953793062298868e-14,7.7787958510372795e-10,2.8394386123978237e-12,1.1237513169011504e-11,9.9100544194053012e-13,2.0844309076496968e-14,5.1646554810398248e-16,8.6014408868831245e-13,4.8784553457941017e-16,2.3944728624355321e-14,1.6991185918621982e-11,1.6150461472458231e-13,6.0293726054283672e-15,9.184085544670374e-17,6.2036951102836485e-16,8.6773194362639027e-16,6.8355460180099812e-10,2.3502047149021601e-15,1.2473966338428755e-15,4.5997182149723977e-09,4.9181488980324845e-20,1.6869294816183861e-17,1.7072856197688866e-16,2.9614340230314686e-22,4.5082150957870846e-21,2.6355705989371062e-22,3.6694664354172825e-09,7.4952269648176048e-11,3.4951355297966984e-08,2.8304424715494049e-09,1.4897015709707294e-10
3.338953724572043e-09,0.8144819452131455,3.08062657389289e-06,8.9633177053472538e-09,1.9009387810797992e-08,3.1186236116103998e-10,4.4133655714380808e-10,0.0,0.0,3.3646088162633162e-05,7.0895526030337692e-08,154.0,0.0,0.78621961873141932,0.99999995744409897,18.999706176757478,0.002909906109263605,1.8578550944886583e-05,0.0087553472422832752,0.010357098273259641,0.059741848019113267,0.00025165237843613193,1.1965878803980037e-09,7.4060593276041628e-06,0.1301140399102208,1.7749899378544746e-12,0.00020811066214190062,3.6906728469320322e-05,0.0013231662500240396,0.0013227409449579806,1.6465082049920998e-07,2.4197405402085466e-05,9.2565517126039195e-08,2.0466954525781885e-05,1.5271038509347348e-08,3.3400543946194657e-08,3.4934068047870956e-08,7.6514533002722427e-07,3.2063982880681867e-09,3.8240917277885388e-14,3.0900332235466829e-14,3.1971671596657339e-13,3.6108014848135265e-09,2.1336448828196324e-09,3.3165494688198201e-11,3.4331634544140716e-10,6.6317860364796764e-12,4.2755082841541561e-14,3.1261292856568796e-16,1.0996234940406267e-12,3.2664643531718029e-12,1.0875484347291674e-05,1.1230015756890365e-11,3.2212197516106008e-13,1.8902375012665741e-14,2.0339882649434884e-14,3.8394452009295275e-11,3.1338017097808644e-21,1.8169975098857125e-21,5.7082461510405325e-13,2.0028282020586878e-17,5.9112764318421036e-13,5.1894952768638373e-18,5.1499402476165167e-18,4.0219332557309777e-17,1.0028259734534766e-12,7.9352967780253918e-13,3.1904353508781591e-14,8.5622075023019816e-10,3.1368682865614517e-12,1.2662140686014321e-11,1.1172478897592357e-12,2.3487997639924651e-14,5.8226218569281198e-16,9.9154303671626068e-13,5.6350067777237598e-16,2.5729014022016545e-14,1.8654613124144428e-11,1.7754952192026664e-13,7.0910462923721795e-15,1.0815982569937321e-16,7.4586697535334015e-16,9.6391487114222546e-16,6.9571196886544151e-10,2.3920030810341367e-15,1.2695815598409287e-15,4.7950913377243695e-09,5.4556394717652545e-20,1.9136609772881465e-17,1.9210577606366884e-16,3.3594641808589025e-22,5.1141755162670746e-21,2.9898041915074788e-22,3.7736676079859088e-09,7.8567180330585492e-11,3.564889246074194e-08,2.8990002464610907e-09,1.5577605975074585e-10
3.4107192979240333e-09,0.8144821676783645,3.1793460373230548e-06,9.436230772239334e-09,2.0113130880288795e-08,3.3442973373738273e-10,4.7529446748575276e-10,0.0,0.0,3.4957343265676311e-05,7.6539787736925286e-08,154.0,0.0,0.78220950079447693,0.99999995656483309,18.999701299595902,0.0029643790525419765,1.8488357612061698e-05,0.0088725160310779254,0.010529102471522549,0.060861200612823851,0.00025503632905734928,1.2164594179062909e-09,7.5290728158461578e-06,0.13259671047766453,1.7988580942292762e-12,0.00021576084402942644,3.741306682461686e-05,0.0013744338731972673,0.001373981649282783,1.7102920344944321e-07,2.4691875261690895e-05,9.6151632036780237e-08,2.1319419784619589e-05,1.6619830029318578e-08,3.684445704353513e-08,3.8575138785332133e-08,8.0714067774159464e-07,3.3434708894521122e-09,3.8876092939277006e-14,3.217078691048606e-14,3.3720123063210807e-13,3.8558496552396457e-09,2.3285655594717315e-09,3.6223444511422188e-11,3.7772369989301252e-10,7.3237901811093314e-12,4.8510338913507077e-14,3.4394327545324129e-16,1.2291405982329989e-12,3.6730055500190229e-12,1.1093635075567991e-05,1.1548138046737269e-11,3.312739584473153e-13,1.9437857888125631e-14,2.1239749920109415e-14,4.0112973079117139e-11,3.2228378610841385e-21,1.8686212181323995e-21,6.0946376320986128e-13,2.1384004586500109e-17,6.222071450454858e-13,5.4623389000662855e-18,5.4207068355591467e-18,4.2333943784478134e-17,1.0821223545652756e-12,8.5251411471929622e-13,3.5070052346076043e-14,9.4043476215434862e-10,3.4577094305419581e-12,1.4229329451924455e-11,1.256185482523004e-12,2.6396355434116413e-14,6.5467594801164124e-16,1.1394457404121844e-12,6.4880452739956892e-16,2.76039411198823e-14,2.0440599535810833e-11,1.9471516564028458e-13,8.3100621561455905e-15,1.2691950005878453e-16,8.9319205532925343e-16,1.068106264919977e-15,7.0774430822050149e-10,2.4333715271015681e-15,1.291538301206162e-15,4.9938908487065698e-09,6.0373749541901857e-20,2.1646927617387707e-17,2.1562516135513521e-16,3.8001536288713795e-22,5.7850842467483575e-21,3.3820033162494722e-22,3.878764428185289e-09,8.2276326397785532e-11,3.6344055782671406e-08,2.967339107404295e-09,1.6273377655877413e-10
3.4824848712760234e-09,0.8144823936838974,3.279113237098386e-06,9.923872600248102e-09,2.125889168251306e-08,3.5809659936694434e-10,5.111306875819833e-10,0.0,0.0,3.6287764437182195e-05,8.2488553015638172e-08,154.0,0.0,0.77822152929424782,0.99999995568700861,18.999696471698211,0.0030185423587925433,1.8398661957237338e-05,0.0089872993364269148,0.010699326790037957,0.061974228707794052,0.00025835144453399971,1.2361252973470261e-09,7.6508131893840464e-06,0.13506732355494258,1.822240732882167e-12,0.0002234967426598569,3.7909149426160917e-05,0.00142639295915904,0.0014259124229100838,1.774934828964891e-07,2.5183939176728804e-05,9.9786044788924745e-08,2.2187541418553826e-05,1.804944846632928e-08,4.055116450443362e-08,4.2499027442880898e-08,8.5032570055148323e-07,3.4831367002905718e-09,3.9504694919358804e-14,3.3464282420961557e-14,3.5518997439828498e-13,4.1108638887640046e-09,2.536246000331966e-09,3.9483569687606538e-11,4.146449744951981e-10,8.068685487677403e-12,5.4883646524704762e-14,3.775627339751032e-16,1.3706169528036163e-12,4.1202794352610785e-12,1.131055358144088e-05,1.1868615901376447e-11,3.4049377463100101e-13,1.9977305882905658e-14,2.2157167874842411e-14,4.1865439994523468e-11,3.3125339327502601e-21,1.9206275522644608e-21,6.497310529586233e-13,2.2796853680439677e-17,6.5405407882141404e-13,5.7419195002235542e-18,5.6981593407232701e-18,4.4500769351491285e-17,1.1655317287879728e-12,9.1422393909180122e-13,3.8460261713282216e-14,1.0308113578851959e-09,3.8031979943906421e-12,1.594958363499773e-11,1.4087584260907467e-12,2.9588892686021855e-14,7.3419694023674558e-16,1.3054868882059194e-12,7.4472793252484049e-16,2.9571984693123714e-14,2.2355300495400645e-11,2.1304582041771165e-13,9.7054596660936387e-15,1.4841797776910022e-16,1.0655402794862286e-15,1.180752842630833e-15,7.1965296946664592e-10,2.4743146938063076e-15,1.3132693210450921e-15,5.196081519623947e-09,6.6658023768791143e-20,2.4419773590525835e-17,2.4144972692314769e-16,4.2869300039610431e-22,6.5261601493664518e-21,3.8152184984405319e-22,3.9847552446381221e-09,8.6080202001122938e-11,3.7036857195655763e-08,3.0354580368152779e-09,1.6984317489654766e-10
3.5542504446280136e-09,0.8144826231598102,3.3799114347677661e-06,1.0426388781604049e-08,2.2447452669549443e-08,3.8289031209582394e-10,5.4891037293462145e-10,0.0,0.0,3.7637055545738106e-05,8.8750210180430344e-08,154.0,0.0,0.77425556589525912,0.99999995481061532,18.999691692426072,0.0030723977415029039,1.8309460857209386e-05,0.0090997289885967666,0.010867789960848556,0.063080967283883557,0.00026159864332723831,1.2555876831742781e-09,7.7712938472144483e-06,0.13752594564223977,1.8451443320334925e-12,0.0002313160185960347,3.8395112997390471e-05,0.0014790294533964263,0.0014785191540876515,1.8404190198735207e-07,2.5673610442952446e-05,1.0346776755788695e-07,2.3071210962282013e-05,1.9562314465720186e-08,4.4533622476989603e-08,4.6720192034257664e-08,8.9469620005369074e-07,3.6253778949346362e-09,4.0126792403319121e-14,3.4780660693783456e-14,3.7368172960458884e-13,4.3759344771205916e-09,2.757177225748671e-09,4.2953744969206432e-11,4.5419257076735264e-10,8.8689742591576067e-12,6.1924484268338626e-14,4.1357365453435638e-16,1.5248520422357605e-12,4.6114084391146581e-12,1.1526246691916787e-05,1.2191448555880465e-11,3.4978139846985208e-13,2.0520717708511561e-14,2.3092024745955017e-14,4.3651634994294793e-11,3.4028896792059589e-21,1.9730163698976218e-21,6.9165293794169795e-13,2.426775748454094e-17,6.8666359466564681e-13,6.0281944887208679e-18,5.9822555109298877e-18,4.6719479179446151e-17,1.2531541000501524e-12,9.7870533796573329e-13,4.2084463144206266e-14,1.1276467293335975e-09,4.1746017383273771e-12,1.7833900029905588e-11,1.5759512767800574e-12,3.308603507850116e-14,8.2133838838313762e-16,1.4914201316787017e-12,8.5231358113748633e-16,3.1635623451805389e-14,2.4405037276706724e-11,2.325859656606327e-13,1.1298072437886974e-14,1.7298172062747354e-16,1.2664891341152165e-15,1.302313389944949e-15,7.3143928768436697e-10,2.5148371720760829e-15,1.3347770560389627e-15,5.4016285024569349e-09,7.3434345255813756e-20,2.7475714167537917e-17,2.6975101669480106e-16,4.8234037271166412e-22,7.3429004090489178e-21,4.2926629406494647e-22,4.0916388070722141e-09,8.9979297307278389e-11,3.7727308503553732e-08,3.1033562829372049e-09,1.7710412183062361e-10
