Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721),S(3665)
6.91290121329792e-21,0.8144769834857352,2.501193033163812e-18,4.0011970146788625e-31,2.3918661199988766e-32,2.5616305986592571e-45,2.4989011170846518e-45,0.0,0.0,1.0312458779787695e-19,4.4001547226287925e-36,154.0,0.0,0.99999999999948941,1.0,19.0,6.8568569497807981e-15,4.4941303266281059e-13,2.7112743566789703e-14,2.7115256555033333e-14,1.803651768166737e-21,3.5133598206393019e-25,3.5133476279747031e-25,1.8635707279465958e-25,3.8690351900906134e-21,1.5850252090928834e-36,1.6270869356470927e-27,1.0246121950582071e-26,7.7858713191227711e-37,7.7858713190725616e-37,4.2822373723545267e-48,1.5169548552033611e-35,7.3881644961395339e-49,1.2521813053363217e-28,3.6899115399264075e-86,3.3954012767704645e-86,3.3954012767713982e-86,2.3415486121137282e-41,9.8189983598357917e-43,1.6797340388052336e-36,2.4584582800236888e-41,7.5868705034851284e-43,5.974965910173182e-50,1.8851603453243484e-61,3.8041883363914508e-73,4.3097061437844169e-73,2.6430273775538286e-85,2.2362026846541914e-89,1.4228382752582869e-85,4.0216999708797778e-76,9.5582640866201841e-81,7.0716811101203056e-36,3.199090174876063e-34,3.5540466337946477e-45,1.7804785555320771e-44,4.0623821679879561e-45,3.7788712377379121e-48,2.2004467426200838e-56,1.4964632957724869e-56,2.0847910271238354e-61,1.7003208362257145e-72,5.4634580976719329e-61,5.4831395969572366e-72,2.7468880712177747e-71,2.9081229242964943e-72,3.5536156906333957e-72,3.5536156906285573e-72,7.3543089084748754e-85,4.4410298328490298e-65,5.9306568468109157e-66,1.7528243233230784e-76,3.7901516088531883e-87,8.5883091383557593e-88,3.0638278085421864e-98,2.3108486102589139e-98,1.0336581391811422e-111,1.1657941347433083e-64,3.8829288898736232e-73,4.6290466259700501e-84,1.4531670174446716e-111,2.8895165298603513e-123,1.3433583405236638e-123,1.2495236968768436e-76,6.9005122220706795e-40,3.5779249980978713e-51,3.5779203815485868e-51,1.0050947952615825e-50,1.6827952107352593e-78,3.7109720630460199e-87,5.2999191991898399e-85,3.6365232000565866e-98,1.9287218366941816e-98,1.8217923886981001e-97,5.0446192258207858e-21,3.4777675308289479e-34,8.6284581740779944e-20,6.9974062835182323e-32,6.8446782652542923e-34
1.3831808422437105e-20,0.8144769834857352,5.0045591271973979e-18,8.4846590629521586e-31,9.5736978630393913e-32,2.0513820527295341e-44,2.0006403365782282e-44,0.0,0.0,2.0633877168891201e-19,1.761208606790566e-35,154.0,0.0,0.99999999999897848,1.0,19.0,1.3719671203596292e-14,8.9921650821090513e-13,5.4249042948254395e-14,5.425407110769788e-14,7.219307445482244e-21,1.4062595356837195e-24,1.4061194288704136e-24,7.4591394555985446e-25,1.5486223586854161e-20,1.2682266235981645e-35,6.5125880534012091e-27,4.101118996315049e-26,6.2334311978676123e-36,6.2334311977872102e-36,6.857158848126421e-47,1.2144862451754614e-34,1.18306891100402e-47,5.011988500157314e-28,4.7326781584540697e-84,4.3549394851355644e-84,4.3549394851379592e-84,1.8746626588765855e-40,7.8611690591023625e-42,1.3426202744169246e-35,1.9682588782233754e-40,6.0741090641664808e-42,9.567729533235024e-49,6.0375886765865701e-60,2.4367620269460526e-71,2.760570022048649e-71,3.3859902954990693e-83,2.8648059901310832e-87,1.8228017209389837e-83,2.5760884866082659e-74,6.1279188223310312e-79,5.6616447147682573e-35,1.2804697767869244e-33,2.8453983182308671e-44,1.4254654074834307e-43,3.2523751615937611e-44,3.0260633749848323e-47,3.5214126918668424e-55,2.3945609796182738e-55,3.3390959759156964e-60,5.4467500334282587e-71,8.7505225751696574e-60,1.7564487464022927e-70,8.7992400137588775e-70,9.3157836455187666e-71,1.1383534446036539e-70,1.1383534446005541e-70,4.7117658183697861e-83,1.4223254076928006e-63,1.899407068708984e-64,1.1227667081442912e-74,4.8555748846015816e-85,1.1002509228598322e-85,7.8501849356516328e-96,5.9208905862699305e-96,5.2969174060347835e-109,1.9612678210906552e-63,1.3055925663539606e-71,2.9657421159927327e-82,7.4466647891980586e-109,2.9614323701902944e-120,1.3767925650425566e-120,4.002683266131426e-75,5.5246055416194657e-39,5.7293332861868465e-50,5.7293185008598696e-50,1.6094612027592913e-49,5.3906102611629346e-77,2.3775492026627991e-85,3.3979007329377133e-83,4.6597276351456406e-96,2.4714054528142809e-96,2.3343820517978428e-95,1.0093621265924596e-20,1.3920133447080427e-33,1.7264412836557318e-19,2.8007860900902248e-31,2.7396550807460752e-33
2.766962284071548e-20,0.8144769834857352,1.0011291315337438e-17,1.8888573202048328e-30,3.8307261771420842e-31,1.6419370778072216e-43,1.601120306332467e-43,0.0,0.0,4.1276714081498983e-19,7.0471285422121889e-35,154.0,0.0,0.99999999999795663,1.0,19.0,2.7445299711212036e-14,1.7988234247003237e-12,1.0852164170889986e-13,1.0853170020968614e-13,2.888663273035273e-20,5.6268698760776516e-24,5.6252273927768115e-24,2.9846273307975192e-24,6.1965064725641549e-20,1.0137566853539769e-34,2.6058835251444285e-26,1.6409817937244174e-25,4.9886394244691331e-35,4.9886394243404363e-35,1.097591892028219e-45,9.7195808332605856e-34,1.8936806776170287e-46,2.0054482419187093e-27,6.0639741236499371e-82,5.5799780724912169e-82,5.5799780724973534e-82,1.5002998782624718e-39,6.2913244168368936e-41,1.0710181451785538e-34,1.5752011451870437e-39,4.8611325276864852e-41,1.5314595862125333e-47,1.9328406835458727e-58,1.560193967225761e-69,1.7675196214733776e-69,4.3359339022865374e-81,3.6685307394336056e-85,2.3341892270474346e-81,1.6494009971415736e-72,3.9252729656475667e-77,4.5310363680891275e-34,5.1235469952778495e-33,2.2771834271251826e-43,1.1408054833933666e-42,2.602887511963431e-43,2.4228406591324285e-46,5.6296223778587322e-54,3.8273304178569676e-54,5.3470140230523986e-59,1.7444262172790255e-69,1.4012525321221572e-58,5.6253540750495757e-69,2.8180947427025421e-68,2.9835593807122408e-69,3.6457970155014752e-69,3.64579701548162e-69,3.0180786832956619e-81,4.5533556193397164e-62,6.080658871410391e-63,7.1887777400528608e-73,6.217812959993006e-83,1.4089277948424488e-83,2.0105163242272763e-93,1.5164034533790945e-93,2.7131967852044995e-106,3.440272848218037e-62,4.5746349322618107e-70,1.8996791023722276e-80,3.8143443479618167e-106,3.0338219662473168e-117,1.4104470424044132e-117,1.2819368065981374e-73,4.421363405061788e-38,9.170637561295478e-49,9.1705902287424574e-49,2.5761860422341398e-48,1.726447160254151e-75,1.5229174819750776e-83,2.1765681061908536e-81,5.9694959998962734e-94,3.1660779242838825e-94,2.9905208366614864e-93,2.0191625346168567e-20,5.5698665601883311e-33,3.4536322161452993e-19,1.1206792553000805e-30,1.0962188889050622e-32
5.534525167727223e-20,0.8144769834857352,2.0024755691908997e-17,4.5444361651882478e-30,1.532539912790198e-30,1.3138823176694045e-42,1.281139511886928e-42,0.0,0.0,8.2562388444317614e-19,2.8193103260247833e-34,154.0,0.0,0.99999999999591282,1.0,19.0,5.489655672638256e-14,3.5980371192520902e-12,2.1706683922105516e-13,2.1708695840030505e-13,1.1556533568625521e-19,2.2511143465704441e-23,2.249592072472204e-23,1.194045240093698e-23,2.479005972307679e-19,8.0922960780463622e-34,1.0425230949273867e-25,6.5649957157596044e-25,3.9916694870127281e-34,3.9916694868067713e-34,1.7565040715613323e-44,7.7771410910658141e-33,3.030505453792067e-45,8.0230988381163167e-27,7.7658227982029531e-80,7.145993707519756e-80,7.1459937075354729e-80,1.2004678517077396e-38,5.0340154052862249e-40,8.514506164509202e-34,1.2603936007537562e-38,3.8896433668816558e-40,2.450833187726959e-46,6.1863888267588982e-57,9.987371798157435e-68,1.1314539088781892e-67,5.5511889361237526e-79,4.6967291900136926e-83,2.9884004200561316e-79,1.0558418605986901e-70,2.5132648377181788e-75,3.6255173682722613e-33,2.0497524226619371e-32,1.8220927221266147e-42,9.1281760192293608e-42,2.0827037500326304e-42,1.9403534074150717e-45,8.9871245271659603e-53,6.1073611144370588e-53,8.5642795891053924e-58,5.5880306266818166e-68,2.244377591912063e-57,1.8019987225759917e-67,9.0271839719633083e-67,9.557429914931765e-68,1.1678822421199907e-67,1.1678822421072694e-67,1.9335959295196013e-79,1.4573801151978932e-60,1.9462198723068128e-61,4.6018005046560857e-71,7.9605141043896319e-81,1.8038158349813347e-81,5.1480339581518695e-91,3.8828319180512199e-91,1.3894576032456616e-103,6.4676579575590635e-61,1.7167045945296971e-68,1.2170695880362339e-78,1.9533672551998557e-103,3.1073071538767957e-114,1.4446108690407394e-114,4.1065130424771698e-72,3.5377623738918177e-37,1.4675919681596901e-47,1.4675768188094491e-47,4.1227362775322221e-47,5.5304421903866417e-74,9.7568928032605516e-82,1.3936219726249106e-79,7.6489385776805317e-92,4.0568228136263465e-92,3.8318267901493173e-91,4.038763350680191e-20,2.2283093120113156e-32,6.9080140810992462e-19,4.483446763558099e-30,4.3855893705468021e-32
1.1069650935038573e-19,0.814476983485735,4.0051684446218021e-17,1.2154777924966623e-29,6.1306585707063648e-30,1.051238932460566e-41,1.0250089266561105e-41,0.0,0.0,1.6513373932036719e-18,1.1278159353890788e-33,154.0,0.0,0.99999999999182532,1.0,19.0,1.0979907075647973e-13,7.1964639546474279e-12,4.3415723420882324e-13,4.3419747472815799e-13,4.6229892446433882e-19,9.005190209010465e-23,8.9921861093139418e-23,4.7765693666609464e-23,9.9168300592332014e-19,6.4437847195422997e-33,4.1704317731674409e-25,2.6262120083092914e-24,3.1936387994012295e-33,3.1936387990716678e-33,2.8106914629300786e-43,6.222303122027704e-32,4.8493014989106602e-44,3.209500728516214e-26,9.9427729398345977e-78,9.149190589848665e-78,9.1491905898889062e-78,9.6046547063012099e-38,4.0275947134078933e-39,6.7254534170235129e-33,1.0083999910919107e-37,3.1120081851696572e-39,3.9217296275900586e-45,1.9798513391594363e-55,6.3925969021442069e-66,7.2420741968938878e-66,7.1062826338854909e-77,6.0124570755650264e-81,3.8255510487743545e-77,6.7581056875180287e-69,1.6088384623830021e-73,2.9006890546701678e-32,8.1996769825071629e-32,1.4578125806321287e-41,7.3032323936552492e-41,1.666318437734901e-41,1.5551707964941376e-44,1.4310631712912001e-51,9.7168785037828655e-52,1.3727655907062833e-56,1.7913616013365823e-66,3.5975055427646021e-56,5.7766472413611358e-66,2.8937288853900511e-65,3.0638403544669085e-66,3.7439007958936386e-66,3.7439007958120647e-66,1.2396982887336702e-77,4.6641061881019821e-59,6.2285576454702071e-60,2.9454666178146145e-69,1.0190554053514763e-78,2.3091325733605873e-79,1.3180388447730164e-88,9.9411230984233982e-89,7.114792649246763e-101,1.342739121447899e-59,7.1097646532660539e-67,7.803073343935481e-77,1.0002322462926999e-100,3.1822271337749315e-111,1.4794417423388294e-111,1.3164322118637109e-70,2.830478455921816e-36,2.3483584728051667e-46,2.3483099913977649e-46,6.5970487168200733e-46,1.7729036214504384e-72,6.2554967747018402e-80,8.9212413307981217e-78,9.8079229345309698e-90,5.2019212767570431e-90,4.9132945251204058e-89,8.0779649828650227e-20,8.9139626756174061e-32,1.381677781090639e-18,1.793524664199689e-29,1.7543785214037841e-31
2.2139902469661273e-19,0.8144769834857353,8.0105541959499697e-17,3.6572197733008098e-29,2.4523632158641433e-29,8.4104438040257383e-41,8.2004607029855206e-41,0.0,0.0,3.3027644967411558e-18,4.5114474909713651e-33,154.0,0.0,0.9999999999836503,1.0,19.0,2.1960409881569853e-13,1.4393315410606002e-11,8.6833802403818906e-13,8.6841850717068574e-13,1.8492706200587491e-18,3.6022226359811416e-22,3.5915008386809397e-22,1.9107052411429399e-22,3.9668927402145103e-18,5.1068721029279632e-32,1.668240590015611e-24,1.0505275481373512e-23,2.5550323273969634e-32,2.5550323268696384e-32,4.4973320011964203e-42,4.9780779959698538e-31,7.7592754113040988e-43,1.2838525323839618e-25,1.2728362234229561e-75,1.1712448096390132e-75,1.1712448096493161e-75,7.6840885397232871e-37,3.2222287339308303e-38,5.2467528462936714e-32,8.0674128184261356e-37,2.4897215866554701e-38,6.2750788784021075e-44,6.3358496397208201e-54,4.0914756189000178e-64,4.635169480350462e-64,9.0965205792946155e-75,7.6963502053044979e-79,4.8969348065419152e-75,4.3254134649028799e-67,1.0297683442945796e-71,2.3206610274217115e-31,3.2800042523180013e-31,1.1663054221980377e-40,5.8428603904406158e-40,1.3331136080690159e-40,1.2485809745378408e-43,2.2676636921574552e-50,1.5371915747821147e-50,2.2040296602720263e-55,5.7518836864374935e-65,5.7759379786669514e-55,1.8547972963803678e-64,9.2906650797298385e-64,9.8377101051340828e-65,1.2021336557718626e-64,1.2021336557194598e-64,7.9609222931081151e-76,1.4925921304842628e-57,1.9932427906050902e-58,1.8851989236989909e-67,1.3044608619650155e-76,2.9558480692723695e-77,3.3743602514337487e-86,2.5450645158614269e-86,3.6429703226918751e-98,3.1334529967985096e-58,3.3092831877763111e-65,5.0108692657705943e-75,5.1214653366501305e-98,3.2587765196627707e-108,1.5150301405023985e-108,4.226948395056678e-69,2.2644899822753392e-35,3.7574764774179745e-45,3.7573213390611059e-45,1.0555813562360018e-44,5.6926375863660301e-71,4.0170678982457532e-78,5.7103581357577013e-76,1.2596360854746949e-87,6.6809089526644243e-88,6.3099070805023879e-87,1.6156368247467329e-19,3.5657301609597458e-31,2.7634305270117672e-18,7.1743905840318616e-29,7.0177996424124013e-31
4.428040553890667e-19,0.814476983485735,1.6021325700471753e-16,1.2219398257693846e-28,9.8096524431290463e-29,6.7285679851419905e-40,6.5605242830155953e-40,0.0,0.0,6.6056190478820948e-18,1.8046158532616613e-32,154.0,0.0,0.99999999996730016,1.0,19.0,4.3921415493023407e-13,2.8787009463200192e-11,1.7366996031122398e-12,1.7368605712059088e-12,7.3972303759866183e-18,1.4409183514845146e-21,1.4322324240577671e-21,7.6429744400589733e-22,1.5867888213838579e-17,4.0102267927942887e-31,6.6730981211065894e-24,4.2021956748231325e-23,2.0440743743340473e-31,2.0440743734903049e-31,7.1959043360701231e-41,3.9825556163298357e-30,1.2415151142943441e-41,5.1355146170365518e-25,2.8522296113213072e-73,2.6245789265792214e-73,2.6245789266253201e-73,6.1474167425976646e-36,2.5778441730315756e-37,3.998098772248972e-31,6.4538113129511276e-36,1.9918195028835263e-37,1.004035693719668e-42,2.0275202752637139e-52,2.6186080432221764e-62,2.9665805831115296e-62,1.1643831962487699e-72,9.8515700149956872e-77,6.2681578769329501e-73,2.7683319169845046e-65,8.6567005941203237e-70,1.8565722786379636e-30,1.3120283902201645e-30,9.3306647113659684e-40,4.6743946325632777e-39,1.0665091174128359e-39,1.0059050255302688e-42,3.5594479761994614e-49,2.4051254198134647e-49,3.5505151058800096e-54,1.8529553953299501e-63,9.3045730607722241e-54,5.9750132047936256e-63,2.9924434461115034e-62,3.1692098614110987e-63,3.872672787437825e-63,3.8726727871116299e-63,5.1289566723247481e-74,4.7764184154368686e-56,6.3785418918221102e-57,1.206559029500488e-65,1.6697541416351626e-74,3.7835854826409734e-75,8.6385877583905606e-84,6.5155384784279736e-84,1.8652505174723186e-95,9.1648576130746076e-57,1.9273296013800914e-63,3.2283359149260374e-73,2.6222601460522983e-95,3.3370761785202437e-105,1.5514322571451839e-105,1.3617112660742978e-67,1.8116345365301996e-34,6.0118330425618137e-44,6.0113366526916792e-44,1.6889727145871528e-43,1.8338827016970169e-69,2.5880626646683235e-76,4.8208364867358378e-74,1.6230126721347469e-85,8.608348245022644e-86,8.1295034153133897e-85,3.2313174777602536e-19,1.4263210830689623e-30,5.5269360186928206e-18,2.8698146195276353e-28,2.8071769695490358e-30
8.856141167739745e-19,0.8144769834857352,3.2042868716977124e-16,4.4058533376745616e-28,3.9239008943064813e-28,5.3829395625117027e-39,5.2484817164137816e-39,0.0,0.0,1.3211329526427862e-17,7.2185379781384814e-32,154.0,0.0,0.99999999993459987,1.0,19.0,8.784342671436965e-13,5.7574362131140386e-11,3.473422758921617e-12,3.4737446958998151e-12,2.9589201687503971e-17,5.7637318894753209e-21,5.6941103900752718e-21,3.0572192585941538e-21,6.3472153880628296e-17,3.0938735846698349e-30,2.6692663986111408e-23,1.6808953594357733e-22,1.6352788982457221e-30,1.6352788968957206e-30,1.1513561767582415e-39,3.1860802096970134e-29,1.9864477627212806e-40,2.0542267474138763e-24,3.6631701228188072e-71,3.3707942289878982e-71,3.3707942291065064e-71,4.9179917545208474e-35,2.0622998114285289e-36,2.9198975513536069e-30,5.1626749582990361e-35,1.5934664430749461e-36,1.606469663082535e-41,6.4881188326570889e-51,1.6759234892447374e-60,1.8986278344263503e-60,1.4904234396250192e-70,1.261011941048526e-74,8.023126360914419e-71,1.7717476053249996e-63,5.561070938600241e-68,1.485274473106146e-29,5.2481669156072804e-30,7.4646201394175102e-39,3.7395526780301467e-38,8.5320608605052081e-39,8.1595994593077826e-42,5.4866127130805733e-48,3.6849470224594454e-48,5.7576254138855998e-53,6.0082801810661556e-62,1.5088584192545096e-52,1.9373102548373033e-61,9.6997330688276123e-61,1.0276386401199086e-61,1.2557476389048572e-61,1.2557476386930479e-61,3.3258787122012691e-72,1.5284727429954017e-54,2.0411585234483484e-55,7.7220744888265351e-64,2.1373122655906547e-72,4.8430497802948148e-73,2.2115042970170254e-81,1.6679989850327303e-81,9.5502038732843409e-93,2.6448889355563089e-55,1.1125899812252093e-61,2.0934186777567646e-71,1.3426142429304916e-92,3.417209417475864e-102,1.5886868257269975e-102,4.4154672425593626e-66,1.4493241098927788e-33,9.6181522014070233e-43,9.6165641547036563e-43,2.7023894006203059e-42,5.946522427034665e-68,1.6782324109548592e-74,3.0972902657016041e-72,2.1047083975904232e-83,1.1163612796173417e-83,1.0540531973419392e-82,6.4626787841595287e-19,5.7053423703698504e-30,1.1053947001410121e-17,1.1479375246410595e-27,1.1228822106044183e-29
1.7712342395437905e-18,0.814476983485735,6.4085954779835065e-16,1.6659591668892597e-27,1.5695683417811681e-27,4.3063857142562389e-38,4.1988102907679631e-38,0.0,0.0,2.6422755988574993e-17,2.8874307848927973e-31,154.0,0.0,0.99999999986919941,1.0,19.0,1.7568744915081874e-12,1.1514892571837694e-10,6.946869061185476e-12,6.9475129319599589e-12,1.1835724223509747e-16,2.3055043637174095e-20,2.2502242206303569e-20,1.2228926299608984e-20,2.5388954968794985e-16,2.3099130905977691e-29,1.06771198769869e-22,6.7236155601049445e-22,1.3082308678442325e-29,1.3082308656842276e-29,1.8421714918502715e-38,2.5488759398081643e-28,3.1783312545420017e-39,8.2169488137889895e-24,4.6890360233672935e-69,4.3147806552220823e-69,4.3147806555257367e-69,3.9344167406457907e-34,1.6498496356233505e-35,1.9871539270810675e-29,4.1294680531194904e-34,1.2747678063816857e-35,2.570342605653127e-40,2.0761916355063942e-49,1.0725879095216499e-58,1.2151182931238254e-58,1.9077366410515566e-68,1.6140908086588222e-72,1.0269098222854309e-68,1.1339151868029618e-61,3.5593327954977575e-66,1.1882250662612021e-28,2.0992774178114381e-29,5.9717311976739162e-38,2.9916480407339285e-37,6.8255078570344566e-38,6.7073344378986945e-41,8.1785913520039861e-47,5.4338957420168573e-47,9.4577842963149732e-52,1.9730553269421514e-60,2.4785317420196973e-51,6.3611916113876998e-60,3.1830712938679312e-59,3.3747215196853553e-60,4.1238623702003153e-60,4.1238623688043081e-60,2.1840022221005558e-70,4.891137011943486e-53,6.531739296102666e-54,4.9421524726200818e-62,2.7357735045259469e-70,6.1991331117040549e-71,5.6614685223083613e-79,4.2700990755007114e-79,4.8897292298912456e-90,7.9880469714789932e-54,6.7152905842983709e-60,1.3746836368995275e-69,6.8742199151751058e-90,3.4992402266148511e-99,1.6268236025650857e-99,1.4500353616089453e-64,1.1594650166703514e-32,1.5386252612166345e-41,1.5381173526916255e-41,4.3238463551163351e-41,1.9528313346603211e-66,1.1020432823148444e-72,1.9826957835103481e-70,2.7637292764557692e-81,1.4660141227162504e-81,1.3836400799750693e-80,1.2925401398447018e-18,2.2821485559842219e-29,2.2107968964265486e-17,4.5917734486728749e-27,4.4915516894194872e-29
3.542474485083422e-18,0.8144769834857352,1.281721270249398e-15,6.4710713939370497e-27,6.2782893401741688e-27,3.4451221882269979e-37,3.3590582020546486e-37,0.0,0.0,5.2845630933092008e-17,1.1549759771342008e-30,154.0,0.0,0.99999999973839837,1.0,19.0,3.5137549399874344e-12,2.3029748590106657e-10,1.3893761628293616e-11,1.3895049352138464e-11,4.7342884084012296e-16,9.222039961405502e-20,8.7887171355712962e-20,4.8915726150002814e-20,1.0155579239714e-15,1.6291755624736817e-28,4.2708587932358362e-22,2.6894530030868584e-21,1.0465877774799138e-28,1.0465877740239293e-28,2.9474514268637791e-37,2.0391014371789632e-27,5.0853289792362039e-38,3.286787907706146e-23,6.0020029475456944e-67,5.5229531470563903e-67,5.5229531478337502e-67,3.1475427160738103e-33,1.3198836183360084e-34,1.2209842662468186e-28,3.3024705098575397e-33,1.0197966114453806e-34,4.1124806140900703e-39,6.643706862772086e-48,6.8644539036925058e-57,7.7766341392708078e-57,2.4418645296970507e-66,2.0660039250565327e-70,1.3143024246199752e-66,7.2569425384900084e-60,2.2779893236462548e-64,9.5058037237868019e-28,8.3971308197006887e-29,4.7773985750258519e-37,2.3933065673357029e-36,5.4601323729118993e-37,5.6532479641856417e-40,1.1507968412554414e-45,7.512831206635103e-46,1.5918126016359396e-50,6.6362618552245624e-59,4.1715457584222824e-50,2.1390613132567742e-58,1.0691203700599503e-57,1.1351128446309325e-58,1.3871192854088242e-58,1.387119284463629e-58,1.4687058132874188e-68,1.5651639287232399e-51,2.0901564705378936e-52,3.1629776535074291e-60,3.5017900818009373e-68,7.9348855417244585e-69,1.4493302271619314e-76,1.0931453837305518e-76,2.5035413912441067e-87,2.4799219856200068e-52,4.1676503572880269e-58,9.244522869464619e-68,3.5196006944986837e-87,3.5832219971263816e-96,1.6658674236339633e-96,4.8774012885835636e-63,9.2757292354767943e-32,2.4608843511438006e-40,2.4592607628793938e-40,6.9181628002767482e-40,6.5686201047073088e-65,7.4110568950534985e-71,1.2693063716755021e-68,3.7159264875434199e-79,1.9713757156130673e-79,1.8591270257520691e-78,2.5850846632977747e-18,9.1286174409876863e-29,4.4216012879659288e-17,1.8367140465770189e-26,1.7966252462427511e-28
5.313714730623054e-18,0.8144769834857352,1.9225829938943338e-15,1.3630548219630131e-26,1.3341374836544091e-26,1.0227717975769948e-36,9.6048173011633108e-37,0.0,0.0,7.9268527897832142e-17,2.4543268918752511e-30,154.0,0.0,0.99999999960759733,1.0,19.0,5.2706353882169447e-12,3.4544547909476462e-10,2.084065415798219e-11,2.084258572168755e-11,1.006035082770895e-15,1.9596848187624633e-19,1.8372847171233397e-19,1.0394584390257122e-19,2.1580580057067308e-15,4.3466254949648118e-28,9.075581696544897e-22,5.7150918173433879e-21,2.9925891704764692e-28,2.9925891577562032e-28,1.0848529016159568e-36,5.8305513030332585e-27,1.8717370464304845e-37,6.9844295614321906e-23,3.0968120365320373e-66,2.8496400193970305e-66,2.849640019874289e-66,9.0000172426139801e-33,3.7740450863826619e-34,3.0424273219991896e-28,9.441180100454077e-33,2.9159492240341206e-34,1.5136527635560632e-38,3.0332577015004169e-47,3.7715173647730835e-56,4.2726939980941202e-56,1.5753315166360707e-65,1.3328510899838838e-69,8.4787840331616734e-66,3.9871613308482496e-59,1.1327110172075748e-63,2.7180637154029764e-27,1.7843916036268462e-28,1.3660383546402263e-36,6.8433350277284642e-36,1.5612101395052931e-36,1.6636758946764103e-39,3.9928225079486262e-45,2.5868202705877942e-45,5.9979759069565185e-50,3.0897675186039448e-58,1.5718452496844785e-49,9.9583121016099365e-58,4.9749353502352291e-57,5.2850373995792695e-58,6.4584195833256751e-58,6.4584195779663403e-58,8.2053047892657118e-68,7.145999738167801e-51,9.5429020381337218e-52,1.737835409142691e-59,2.2591369860943503e-67,5.1190932894318387e-68,1.076297125055624e-75,8.1178909319348778e-76,2.1058970405564569e-86,1.0917080083858951e-51,2.221880653101469e-57,5.1646917366626376e-67,2.9605728681812435e-86,3.3694677560378992e-95,1.5664914458389837e-95,2.2709347800762304e-62,2.6522778243279444e-31,9.0560604273823617e-40,9.0486508976844226e-40,2.5463427615790589e-39,3.0583451551215079e-64,4.1403777698786434e-70,6.3037469864772498e-68,2.432049418178376e-78,1.2903052467220729e-78,1.2165478538995305e-77,3.8776291873464229e-18,1.9398326574260897e-28,6.6324056784736152e-17,3.9030202626313984e-26,3.8178315060173282e-28
7.084954976162686e-18,0.8144769834857352,2.5634447187331577e-15,2.3144389681809607e-26,2.2758824835176106e-26,2.2285672823735059e-36,2.0259355505212756e-36,0.0,0.0,1.0569144688279575e-16,4.1867963375796888e-30,154.0,0.0,0.99999999947679652,1.0,19.0,7.0275158361967195e-12,4.6059290530226278e-10,2.7787546650251197e-11,2.7790122041865379e-11,1.7161750938476254e-15,3.3429928423473424e-19,3.0876805697929046e-19,1.773192116997904e-19,3.6813879196862472e-15,8.6329457092255003e-28,1.5481880685825827e-21,9.7492779590177191e-21,6.3122398594444234e-28,6.3122398271831992e-28,2.7514098542841799e-36,1.2298309654271152e-26,4.7471253812479862e-37,1.1914619856169878e-22,1.6894203698453471e-65,1.5545793025753909e-65,1.5545793028410699e-65,1.8983661427017696e-32,7.960557452619886e-34,5.7280493150223116e-28,1.9910693717255492e-32,6.1505190927468281e-34,3.8389199902092215e-38,9.0412193236990821e-47,1.2967179179227082e-55,1.4690317930274421e-55,6.1520562159456041e-65,5.2051232627451031e-69,3.31108772412362e-65,1.3708603467105933e-58,4.7733040277636704e-63,5.7331781323235792e-27,3.0439632933376894e-28,2.8813715591712818e-36,1.4434522005790038e-35,3.2929545610007678e-36,3.5994777073419753e-39,9.620965418366372e-45,6.1939861068188002e-45,1.553101453868424e-49,9.3718014257579974e-58,4.0700982525915423e-49,3.0202787264151576e-57,1.5082260101823806e-56,1.6030661123918162e-57,1.958992250008011e-57,1.9589922481837738e-57,2.863901153933608e-67,2.1300428443749804e-50,2.8444658348794033e-51,5.9750320545452731e-59,8.8225231493312354e-67,1.9991400096718202e-67,4.7135144729893298e-75,3.5551366900057372e-75,1.0232033094852662e-85,3.70953275510516e-51,8.3555129595055453e-57,1.8026346374210731e-66,1.4384691702530328e-85,1.799987954642954e-94,8.368282338698706e-95,6.8884974720488909e-62,5.5944186494924175e-31,2.296439210801324e-39,2.2942315050845698e-39,6.4580737974981055e-39,9.2766863421504169e-64,1.4451176287872601e-69,2.6635306979968434e-67,9.6233477471961451e-78,5.1057865959411601e-78,4.8128729618673319e-77,5.1701737119906476e-18,3.3091275956964611e-28,8.8432100679496095e-17,6.658095990471706e-26,6.512773949201667e-28
