Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298)
5.380196136284008e-13,0.6097041905945532,6.240648537514957e-10,5.8452767997190933e-16,5.8452422291360254e-16,8.1630936418151981e-26,3.2311026874835673e-21,0.0,0.0,2.7217402680091182e-11,8.6216371453995043e-20,154.0,0.0,0.99990451555299364,1.0,18.999999993735099,8.2779053391440373e-07,4.2810032194882216e-05,4.5320176963042345e-06,4.5357679996738879e-06,1.2952117354419828e-05,4.5844202920638123e-09,6.2310782315438397e-13,1.6526281475424755e-09,2.9820279502229262e-05,2.9324034621595074e-17,2.7005213741184556e-11,1.6713218189525453e-10,7.1928059796312629e-13,7.1920666980480212e-13,7.3928158324061604e-17,9.196582894194691e-12
5.621890961882122e-13,0.609704190592769,6.520979194643931e-10,6.3822362859801341e-16,6.3821970615609262e-16,9.3295518786581415e-26,3.6863958522347307e-21,0.0,0.0,2.8526057835928855e-11,9.4500318364091933e-20,154.0,0.0,0.99990024343818273,1.0,18.999999993193541,8.649754748210743e-07,4.3555070443340071e-05,4.7353715960590775e-06,4.7394581091367862e-06,1.3885478683091556e-05,5.0002719003936957e-09,6.5109191077479316e-13,1.7769971648478253e-09,3.1969206496338426e-05,3.1984034101742655e-17,2.9485600833691693e-11,1.8244428862637485e-10,8.2049774360577149e-13,8.2041213654959841e-13,8.5607056172972786e-17,1.0343836024679834e-11
5.863585787480236e-13,0.6097041905909146,6.801308285157531e-10,6.9427861412248628e-16,6.9427418542772006e-16,1.0603647268668416e-25,4.1825663986478717e-21,0.0,0.0,2.9842122769510027e-11,1.0319701031482716e-19,154.0,0.0,0.99989597209922676,1.0,18.999999992631807,9.0216024968067486e-07,4.4248043069128573e-05,4.9387054879444569e-06,4.9431438955847931e-06,1.4834372167970133e-05,5.4337064227443541e-09,6.7907540444306257e-13,1.9039478900002243e-09,3.4153894568575808e-05,3.4756503871815036e-17,3.2074917584052424e-11,1.9842372444505828e-10,9.307780181884036e-13,9.3067954399855522e-13,9.8474189848351473e-17,1.1571487254010901e-11
6.10528061307835e-13,0.6097041905889906,7.0816358099323008e-10,7.5269262336574825e-16,7.5268764579224111e-16,1.1990382119374155e-25,4.7213713795137024e-21,0.0,0.0,3.1165599670692872e-11,1.1231069941738191e-19,154.0,0.0,0.9998917014833052,1.0,18.999999992050107,9.3934485852109746e-07,4.4892587591609094e-05,5.1420194287414484e-06,5.1468255030487674e-06,1.5797712302576993e-05,5.884667455579713e-09,7.0705832394856848e-13,2.0333366051291932e-09,3.63718445246973e-05,3.7641083142808044e-17,3.4773160790407596e-11,2.1507003611206657e-10,1.0505078533316421e-12,1.0503952651093557e-12,1.1258822228610453e-16,1.2880806478524656e-11
6.346975438676465e-13,0.6097041905869979,7.3619617698300631e-10,8.134656431555286e-16,8.1346007232074989e-16,1.349478974612375e-25,5.3045678199476731e-21,0.0,0.0,3.2496490722017555e-11,1.2184565542767789e-19,154.0,0.0,0.99988743154128845,1.0,18.999999991448629,9.7652930136833882e-07,4.5492087339550296e-05,5.3453134750299131e-06,5.3505030675417378e-06,1.6774489435848718e-05,6.3530987756105465e-09,7.3504068797904426e-13,2.1650275894004133e-09,3.8620731814665568e-05,4.0637412278678525e-17,3.7580327325908698e-11,2.3238277082617033e-10,1.1800734182356294e-12,1.1799454104500213e-12,1.2800778560780284e-16,1.4272973718632824e-11
6.588670264274579e-13,0.6097041905849367,7.6422861656989294e-10,8.7659766032674511e-16,8.7659145009156086e-16,1.5121934483685751e-25,5.9339127173954237e-21,0.0,0.0,3.383479809873278e-11,1.318061657487334e-19,154.0,0.0,0.99988316222747986,1.0,18.999999990827551,1.0137135782466321e-06,4.6049689243097796e-05,5.548587683190546e-06,5.5541767175059085e-06,1.7763764462667403e-05,6.8389443392166673e-09,7.6302251418201548e-13,2.2988926734655487e-09,4.0898394308498064e-05,4.374513279264846e-17,4.0496414134531123e-11,2.5036147622416104e-10,1.3198606199337586e-12,1.3197158284551324e-12,1.4479147862603774e-16,1.574908540983456e-11
6.830365089872693e-13,0.6097041905828081,7.9226089983742136e-10,9.4208866172139304e-16,9.4208176419009603e-16,1.6876911697797767e-25,6.6111630416379541e-21,0.0,0.0,3.5180523968821999e-11,1.4219653543301091e-19,154.0,0.0,0.99987889349937564,1.0,18.999999990187053,1.0508976891785723e-06,4.6568320367422775e-05,5.7518421094067917e-06,5.7578465742344536e-06,1.8764663889898417e-05,7.3421482818711067e-09,7.9100381922277022e-13,2.4348108190240904e-09,4.3202820936657287e-05,4.6963887343521618e-17,4.3521418227124079e-11,2.6900570038080403e-10,1.4702551035463901e-12,1.47009210568136e-12,1.6299786502954587e-16,1.7310160248802782e-11
7.072059915470807e-13,0.6097041905806124,8.2029302686793037e-10,1.0099386341884399e-15,1.009930999708781e-15,1.8764847796665836e-25,7.3380757347965139e-21,0.0,0.0,3.6533670493029418e-11,1.5302108718475724e-19,154.0,0.0,0.99987462531744065,1.0,18.999999989527307,1.0880816341852286e-06,4.7050703297784172e-05,5.9550768096666818e-06,5.9615127522699698e-06,1.9776375245188707e-05,7.8626549175662489e-09,8.1898461883906686e-13,2.5726677216292722e-09,4.5532141119588743e-05,5.0293319732012684e-17,4.6655336677679581e-11,2.8831499180873728e-10,1.631642252534526e-12,1.6314595670624182e-12,1.8268547210734512e-16,1.8957144633345002e-11
7.313754741068921e-13,0.6097041905783503,8.4832499774264672e-10,1.0801475645837306e-15,1.0801391417469486e-15,2.0790900242413236e-25,8.116407711337293e-21,0.0,0.0,3.7894239824885725e-11,1.6428416136233549e-19,154.0,0.0,0.99987035764490206,1.0,18.999999988848476,1.1252654132862534e-06,4.7499370419570099e-05,6.1582918397645774e-06,6.1651753597801842e-06,2.079814281552479e-05,8.4004087382419497e-09,8.4696492789277195e-13,2.712355436140347e-09,4.7884614956474826e-05,5.3733074897089429e-17,4.9898166619814774e-11,3.0828889945831875e-10,1.8044071889534141e-12,1.804203276163517e-12,2.0391278989666576e-16,2.069091771164295e-11
7.555449566667035e-13,0.6097041905760225,8.7635681254175874e-10,1.1527154397698953e-15,1.1527061754107487e-15,2.2960257562479813e-25,8.9479158580758983e-21,0.0,0.0,3.9262234110733356e-11,1.7599011598054801e-19,154.0,0.0,0.99986609044755625,1.0,18.999999988150716,1.162449026499978e-06,4.7916677198254199e-05,6.361487255302816e-06,6.3688344989127249e-06,2.182926368423557e-05,8.9553544132155704e-09,8.7494476041863397e-13,2.853772023050954e-09,5.0258624101106907e-05,5.7282798912326761e-17,5.3249905243450796e-11,3.2892697271742678e-10,1.9889347737060525e-12,1.9887080354354763e-12,2.2673827057555216e-16,2.2512296077874843e-11
7.797144392265149e-13,0.6097041905736292,9.0438847134448626e-10,1.2276422466162653e-15,1.2276320858130624e-15,2.5278139360972114e-25,9.8343570341816635e-21,0.0,0.0,4.0637655489751861e-11,1.8814332671295137e-19,154.0,0.0,0.99986182369358867,1.0,18.999999987434176,1.1996324738435079e-06,4.8304814535395354e-05,6.564663111693303e-06,6.5724902661301765e-06,2.2869084043721791e-05,9.5274367886139583e-09,9.0292412967027124e-13,2.9968212144342061e-09,5.2652663272571432e-05,6.0942138982273063e-17,5.6710549791676512e-11,3.5022876141121774e-10,2.1856096067965652e-12,2.1853583864685609e-12,2.5122032800464025e-16,2.4422038141138527e-11
8.038839217863263e-13,0.609704190571171,9.3241997422914518e-10,1.3049279719987957e-15,1.3049168580734254e-15,2.7749796329964635e-25,1.0777488071181836e-20,0.0,0.0,4.2020506093982673e-11,2.0074818689416206e-19,154.0,0.0,0.99985755735340809,1.0,18.999999986699013,1.2368157553328065e-06,4.8665820268971076e-05,6.7678194641590026e-06,6.7761427525266286e-06,2.3916995763532932e-05,1.0116600886807282e-08,9.3090304816367514e-13,3.1414120983388804e-09,5.5065332353829911e-05,6.4710743438829289e-17,6.0280097557785744e-11,3.7219381580184383e-10,2.3948160275834194e-12,2.3945386102460342e-12,2.7741733738499568e-16,2.6420848191821849e-11
8.280534043461377e-13,0.6097041905686487,9.6045132127320758e-10,1.3845726027999903e-15,1.3845604773179533e-15,3.0380510260752286e-25,1.177906577296565e-20,0.0,0.0,4.3410788048353881e-11,2.1380910752215351e-19,154.0,0.0,0.9998532913994902,1.0,18.999999985945355,1.2739988709827767e-06,4.900158987045956e-05,6.970956367735397e-06,6.9797920441265984e-06,2.4972433198149957e-05,1.0722791905844796e-08,9.5888152771833008e-13,3.2874588207410052e-09,5.749532904218108e-05,6.8588261737639423e-17,6.3958545882479935e-11,3.9482168658813445e-10,2.6169381150324753e-12,2.6166327273974512e-12,3.0538763502443911e-16,2.8509380183953634e-11
8.522228869059491e-13,0.6097041905660623,9.8848251255335672e-10,1.466576125908834e-15,1.4665629286792725e-15,3.3175594055054231e-25,1.2840846915788265e-20,0.0,0.0,4.4808503470704814e-11,2.273305172605438e-19,154.0,0.0,0.99984902580623325,1.0,18.99999998517335,1.3111818208073333e-06,4.9313886391696614e-05,7.1740738772718447e-06,7.1834382221672675e-06,2.60348702186498e-05,1.1345955218892484e-08,9.8685957949593085e-13,3.4348803041269672e-09,5.9941442015172545e-05,7.2574344454493004e-17,6.7745892151227091e-11,4.1811192490524254e-10,2.8523596879698394e-12,2.8520244984516487e-12,3.3518951819029591e-16,3.0688241252284728e-11
8.763923694657606e-13,0.6097041905634126,1.0165135481455408e-09,1.5509385282207278e-15,1.5509241972964573e-15,3.6140391736169195e-25,1.3964588248274648e-20,0.0,0.0,4.6213654471810177e-11,2.413168624408741e-19,154.0,0.0,0.99984476054982496,1.0,18.999999984383113,1.3483646048194718e-06,4.9604349714440716e-05,7.3771720474329043e-06,7.3870813633649384e-06,2.7103817452455279e-05,1.1986036373672552e-08,1.0148372140369932e-12,3.5835999817756704e-09,6.2402544575594095e-05,7.6668643281740542e-17,7.1642133791768747e-11,4.4206408232425939e-10,3.1014643053344979e-12,3.1010974240894813e-12,3.6688124501694659e-16,3.2957994982815453e-11
9.00561852025572e-13,0.6097041905606998,1.0445444281250201e-09,1.6376597966374304e-15,1.6376442683149696e-15,3.9280278460082764e-25,1.5152046491423361e-20,0.0,0.0,4.7626243155404274e-11,2.5577260706487797e-19,154.0,0.0,0.99984049560811561,1.0,18.999999983574785,1.3855472230313356e-06,4.9874505154011134e-05,7.5802509326995996e-06,7.5907215401667001e-06,2.8178819715842256e-05,1.2642981091904794e-08,1.0428144412955067e-12,3.7335455468201048e-09,6.4877588740261372e-05,8.0870811024719824e-17,7.5647268271765439e-11,4.6667771085179949e-10,3.3646352664307305e-12,3.3642347453962867e-12,4.0052103444432575e-16,3.5319164454931652e-11
9.247313345853835e-13,0.6097041905579245,1.0725751525664122e-09,1.7267399180670004e-15,1.7267231268866029e-15,4.2600660526526641e-25,1.6404978338610333e-20,0.0,0.0,4.9046271618204896e-11,2.7070223280674108e-19,154.0,0.0,0.99983623096050389,1.0,18.999999982748477,1.4227296754542719e-06,5.012577146313701e-05,7.7833105873706295e-06,7.7943588209880643e-06,2.9259453625435394e-05,1.3316735268749826e-08,1.0707912706715129e-12,3.8846487152481459e-09,6.7365599740890742e-05,8.5180501598194077e-17,7.9761293096573887e-11,4.9195236292956003e-10,3.6422556111802658e-12,3.6418194441140881e-12,4.3616706617848811e-16,3.7772235071462893e-11
9.489008171451949e-13,0.6097041905550872,1.100605721543732e-09,1.8181788794237463e-15,1.8181607581694295e-15,4.6106975389990218e-25,1.7725140455592496e-20,0.0,0.0,5.0473741949937016e-11,2.8611023901535111e-19,154.0,0.0,0.99983196658782658,1.0,18.999999981904317,1.459911962098889e-06,5.0359468277325733e-05,7.9863510655635295e-06,7.9979932704374111e-06,3.0345325376365508e-05,1.4007244972254109e-08,1.09876771104192e-12,4.0368450020767538e-09,6.98656709086841e-05,8.9597370022802822e-17,8.3984205807147508e-11,5.1788759143385315e-10,3.9347081203741766e-12,3.9342342428935035e-12,4.7387748067281718e-16,4.0317657191269161e-11
9.730702997050063e-13,0.6097041905521878,1.1286361351304348e-09,1.9119766676281747e-15,1.9119571473277535e-15,4.9804691670684522e-25,1.9114289480511493e-20,0.0,0.0,5.1908656233356418e-11,3.0200114271653816e-19,154.0,0.0,0.99982770247226027,1.0,18.999999981042414,1.4970940829751083e-06,5.0576823039811697e-05,8.1893724212157949e-06,8.2016249495279134e-06,3.1436068675730184e-05,1.4714456442796841e-08,1.1267437707897374e-12,4.1900735099832139e-09,7.2376958916472946e-05,9.4121072421523593e-17,8.831600397805427e-11,5.4448294967511621e-10,4.2423753159244951e-12,4.2418616055453679e-12,5.1371037912713167e-16,4.2955848577813731e-11
9.972397822648177e-13,0.6097041905492274,1.1566663933994488e-09,2.008133269606948e-15,2.0081122795320625e-15,5.3699309165458893e-25,2.057418202389727e-20,0.0,0.0,5.3351016544273108e-11,3.1837947861530606e-19,154.0,0.0,0.99982343859722644,1.0,18.99999998016288,1.5342760380922112e-06,5.077897744220841e-05,8.3923747080859574e-06,8.4052539158776765e-06,3.2531342820578e-05,1.5438316092538651e-08,1.1547194578314823e-12,4.3442767297046741e-09,7.4898679353603524e-05,9.8751266016144843e-17,9.2756685215605238e-11,5.7173799139740095e-10,4.5656394611155489e-12,4.5650837372920508e-12,5.557238234989592e-16,4.5687196676494933e-11
1e-12,0.609704190546206,1.159867511878e-09,2.0192646763517896e-15,2.0192435138461902e-15,5.4156859620631087e-25,2.0745485180834843e-20,0.0,0.0,5.3516211668187209e-11,3.2028114270287766e-19,154.0,0.0,0.99982295166621471,1.0,18.999999980061315,1.5385223034728331e-06,5.0801145285380322e-05,8.4155568861386941e-06,8.4285087030330493e-06,3.2656699804223861e-05,1.5522039546821572e-08,1.1579143306394108e-12,4.3619466860771697e-09,7.5187296886809526e-05,9.9286806056882798e-17,9.3270749853724261e-11,5.7489253867325618e-10,4.6035665129028409e-12,4.6030058497012341e-12,5.6066320160632871e-16,4.6005066958808144e-11
1.0214092648246291e-12,0.609704190546206,1.1846964964232102e-09,2.1066486722928391e-15,2.1066261399589863e-15,5.7796358858670591e-25,2.210657466867168e-20,0.0,0.0,5.48008249515745e-11,3.3524979909805282e-19,154.0,0.0,0.99981917494730443,1.0,18.999999979265823,1.5714578274588847e-06,5.0966993415031991e-05,8.5953579797546242e-06,8.6088802238987111e-06,3.3630830910219788e-05,1.6178770504872114e-08,1.1826947796430977e-12,4.4994003515457438e-09,7.7430102610087374e-05,1.0348760912375208e-16,9.7306247156087246e-11,5.9965227077784153e-10,4.9048825608549812e-12,4.9042825850184594e-12,5.9997583652161625e-16,4.8512060732818313e-11
1.0455787473844405e-12,0.6097041905431239,1.2127264442736945e-09,2.207522862624692e-15,2.2074987137912567e-15,6.2101402933007099e-25,2.3713223970152063e-20,0.0,0.0,5.6258083517248593e-11,3.5261667423478175e-19,154.0,0.0,0.99981491150815116,1.0,18.999999978351347,1.6086394510832625e-06,5.1141858699874082e-05,8.7983222896254864e-06,8.8125039249754052e-06,3.4734238183383949e-05,1.6935766433874024e-08,1.2106697432846265e-12,4.6553930873703787e-09,7.9970550048183726e-05,1.0832976115322406e-16,1.0196468746409426e-10,6.282253424261064e-10,5.2604863619244623e-12,5.2598398375227352e-12,6.4652440172657138e-16,5.1430773762645278e-11
1.069748229944252e-12,0.6097041905399815,1.2407562370224461e-09,2.3107558275473846e-15,2.3107299862176703e-15,6.6620034780262095e-25,2.5395886456054821e-20,0.0,0.0,5.7722794296406911e-11,3.7048469178130301e-19,154.0,0.0,0.99981064826642585,1.0,18.999999977419552,1.6458209089729641e-06,5.130449203247456e-05,9.0012676909262754e-06,9.0161250676330397e-06,3.5841290471486732e-05,1.7709250803759513e-08,1.2386443554232774e-12,4.8122065024941944e-09,8.2519390441317312e-05,1.1327738260174015e-16,1.0673200383095177e-10,6.5745676138383104e-10,5.6328323532300863e-12,5.6321369257666164e-12,6.9542746346964338e-16,5.4443644384860861e-11
1.0939177125040633e-12,0.6097041905367793,1.2687858747406032e-09,2.4163475540117931e-15,2.4163199424330527e-15,7.1357879012064692e-25,2.7156318626498954e-20,0.0,0.0,5.9194959337307275e-11,3.8885845718142494e-19,154.0,0.0,0.9998063852097191,1.0,18.999999976470548,1.6830022011351302e-06,5.1455747963722291e-05,9.2041942367097295e-06,9.2197436976969663e-06,3.6951732759951917e-05,1.849917070833794e-08,1.2666186223551889e-12,4.9697948569289784e-09,8.5076036661761067e-05,1.1833013505130112e-16,1.1160819397322884e-10,6.8734608312403724e-10,6.0223017660524226e-12,6.0215550231254617e-12,7.4674292696076648e-16,5.7550958526017569e-11
1.1180871950638748e-12,0.6097041905335174,1.2968153574989269e-09,2.5242980289747597e-15,2.5242685676382263e-15,7.6320591470562138e-25,2.8996276954009614e-20,0.0,0.0,6.0674580681376604e-11,4.0774259356913492e-19,154.0,0.0,0.9998021223264888,1.0,18.999999975504419,1.7201833275764557e-06,5.1596421343772527e-05,9.4071019798544688e-06,9.4233598584428603e-06,3.806532785006295e-05,1.930547341047051e-08,1.2945925500262922e-12,5.1281149554609752e-09,8.763994259977832e-05,1.2348768116525951e-16,1.1659325563133325e-10,7.1789286355053651e-10,6.4292755742962382e-12,6.4284750456379398e-12,8.0052865829638443e-16,6.0752981005861472e-11
1.1422566776236862e-12,0.6097041905301964,1.324844685367821e-09,2.6346072393990613e-15,2.6345758470399768e-15,8.1513859239056627e-25,3.0917517883521722e-20,0.0,0.0,6.2161660363233318e-11,4.2714174177077166e-19,154.0,0.0,0.99979785960599976,1.0,18.999999974521256,1.7573642883032219e-06,5.1727251492832305e-05,9.6099909730659039e-06,9.6269735907386826e-06,3.9181855114319526e-05,2.012810634152972e-08,1.3225661440517233e-12,5.2871260060712287e-09,9.0210600298042562e-05,1.2874968468486057e-16,1.21687186568185e-10,7.490966589973222e-10,6.8541344947398557e-12,6.8532776522553616e-12,8.5684248449334391e-16,6.4049957012068264e-11
1.1664261601834976e-12,0.6097041905268165,1.3528738584173553e-09,2.7472751722533804e-15,2.7472417658510304e-15,8.6943400652595885e-25,3.2921797832383407e-20,0.0,0.0,6.3656200410709954e-11,4.4706056030718586e-19,154.0,0.0,0.99979359703826531,1.0,18.999999973521156,1.7945450833213256e-06,5.1848926080568522e-05,9.812861268877074e-06,9.8305849331786492e-06,4.0301109338746769e-05,2.0967017100860502e-08,1.3505394097340656e-12,5.4467894862328143e-09,9.2787537286250949e-05,1.3411581042579742e-16,1.2688998456796356e-10,7.809570262279476e-10,7.2972589872841767e-12,7.296343245090653e-12,9.1574219352362095e-16,6.7442113471951892e-11
1.190595642743309e-12,0.609704190523378,1.3809028767172871e-09,2.8623018145122785e-15,2.8622663092900186e-15,9.2614965308518047e-25,3.5010873190359679e-20,0.0,0.0,6.5158202844875318e-11,4.6750372539589176e-19,154.0,0.0,0.99978933461399788,1.0,18.999999972504213,1.8317257126363043e-06,5.1962084734525713e-05,1.0015712919649499e-05,1.0034193922209846e-05,4.1422899646073225e-05,2.1822153455243179e-08,1.378512352081011e-12,5.607069016646156e-09,9.5370314101924852e-05,1.3958572427477502e-16,1.322016474349251e-10,8.134735224348948e-10,7.7590292552013225e-12,7.7580519696669759e-12,9.772855343497151e-16,7.092966032835439e-11
1.2147651253031204e-12,0.609704190519881,1.4089317403370772e-09,2.9796871531561692e-15,2.9796494625814589e-15,9.8534334076950884e-25,3.7186500319635893e-20,0.0,0.0,6.6667669680056763e-11,4.8847593095320853e-19,154.0,0.0,0.99978507232455816,1.0,18.999999971470501,1.8689061762533626e-06,5.2067322396470605e-05,1.0218545977573966e-05,1.0237800592251707e-05,4.2547048494132346e-05,2.2693463338358106e-08,1.4064849758217247e-12,5.7679302419988383e-09,9.7958521984399145e-05,1.451590931860846e-16,1.3762217299228581e-10,8.4664570523893201e-10,8.239825245382915e-12,8.238783715165957e-12,1.0415302169606976e-15,7.4512791726406166e-11
1.2389346078629318e-12,0.6097041905163262,1.4369604493459112e-09,3.0994311751712966e-15,3.0993912109557265e-15,1.047073191112657e-24,3.9450435554821386e-20,0.0,0.0,6.8184602923862321e-11,5.0998188859639198e-19,154.0,0.0,0.99978081016191012,1.0,18.999999970420117,1.9060864741773966e-06,5.2165192444249277e-05,1.0421360494671346e-05,1.044140497580888e-05,4.3673390744239706e-05,2.35808948502521e-08,1.4344572854220736e-12,5.9293407183595085e-09,0.00010055178072991913,1.5083558517819237e-16,1.4315155908116686e-10,8.8047313268846287e-10,8.7400266485879877e-12,8.7389181146755761e-12,1.1085339124087743e-15,7.8191687117374281e-11
1.2631040904227432e-12,0.6097041905127136,1.4649890038127124e-09,3.2215338675497095e-15,3.2214915396490365e-15,1.1113976385848554e-24,4.1804435202953025e-20,0.0,0.0,6.9709004577202539e-11,5.3202632764575517e-19,154.0,0.0,0.99977654811858008,1.0,18.99999996935313,1.9432666064130119e-06,5.2256209595531241e-05,1.0624156522793338e-05,1.0645007103577819e-05,4.4801772794659178e-05,2.4484396256806539e-08,1.4624292850996122e-12,6.0912698068369213e-09,0.00010314973669659363,1.566148693303369e-16,1.4878980355959888e-10,9.1495536325886654e-10,9.2600128996904857e-12,9.2588345454376399e-12,1.1783542528461558e-15,8.1966512285388781e-11
1.2872735729825546e-12,0.6097041905090433,1.4930174038061579e-09,3.345995217289242e-15,3.3459504339034165e-15,1.1783754306964903e-24,4.4250255543498787e-20,0.0,0.0,7.1240876634312524e-11,5.546139951267799e-19,154.0,0.0,0.99977228618761516,1.0,18.999999968269634,1.9804465729645466e-06,5.2340852608686564e-05,1.082693411362323e-05,1.0848607004547416e-05,4.5932051774608804e-05,2.5403915989207225e-08,1.4904009788374152e-12,6.2536885731554308e-09,0.00010575206094873044,1.6249661577913629e-16,1.5453690430158138e-10,9.5009195585183028e-10,9.800163177926451e-12,9.7989121290948889e-12,1.2510488315620482e-15,8.5837420302437867e-11
1.311443055542366e-12,0.6097041905053162,1.5210456493946958e-09,3.4728152113934944e-15,3.4727678789666934e-15,1.2480656281012863e-24,4.6789652828361385e-20,0.0,0.0,7.2780221082773571e-11,5.7774965577221799e-19,154.0,0.0,0.99976802436254941,1.0,18.999999967169696,2.0176263738360916e-06,5.2419566794977835e-05,1.1029693318676651e-05,1.1052204706094049e-05,4.7064094794573824e-05,2.6339402643415965e-08,1.5183723703967135e-12,6.4165696928176104e-09,0.00010835844753080927,1.6848049571521e-16,1.603928591961951e-10,9.8588246979467346e-10,1.0360856407140729e-11,1.0359529731937712e-11,1.3266752030197366e-15,8.9804552416646539e-11
1.3356125381021774e-12,0.6097041905015321,1.5490737406465527e-09,3.6019938368718132e-15,3.6019438600924667e-15,1.3205276046990458e-24,4.9424383281881836e-20,0.0,0.0,7.4327039903534831e-11,6.0143809202418291e-19,154.0,0.0,0.99976376263736766,1.0,18.999999966053405,2.0548060090315015e-06,5.2492766355249711e-05,1.1232434189302249e-05,1.1255800234071338e-05,4.8197778248993047e-05,2.7290804979643803e-08,1.5463434633296363e-12,6.5798873615431331e-09,0.00011096861186203592,1.7456618137981006e-16,1.6635766614676308e-10,1.0223264648396703e-09,1.0942471256033363e-11,1.0941065965150468e-11,1.405290882893732e-15,9.3868038878499569e-11
1.3597820206619889e-12,0.6097041904976912,1.5771016776297527e-09,3.7335310807392687e-15,3.7334783625400986e-15,1.3958210477379418e-24,5.2156203100843094e-20,0.0,0.0,7.5881335070935005e-11,6.2568410403622927e-19,154.0,0.0,0.99975950100647559,1.0,18.999999964920828,2.0919854785544187e-06,5.2560836553373196e-05,1.1435156776682438e-05,1.1459393612894897e-05,4.9332987167660863e-05,2.8258071921826039e-08,1.5743142609909691e-12,6.7436172106904246e-09,0.00011358228924305526,1.8075334606145948e-16,1.7243132307005921e-10,1.0594235011633602e-09,1.1545386138405528e-11,1.1543899185057422e-11,1.4869533481069877e-15,9.8027999709343317e-11
1.3839515032218003e-12,0.609704190493794,1.6051294604121219e-09,3.8674269300166516e-15,3.8673713715746911e-15,1.4740059579163655e-24,5.4986868454473644e-20,0.0,0.0,7.7443108552723717e-11,6.5049250967542631e-19,154.0,0.0,0.99975523946467004,1.0,18.999999963772034,2.1291647824082841e-06,5.2624135737846605e-05,1.1637861131834057e-05,1.1662984865622369e-05,5.0469614612442206e-05,2.9241152557098843e-08,1.6022847665485396e-12,6.907736227383925e-09,0.00011619923346699013,1.8704166409260729e-16,1.7861382789556064e-10,1.0971731393658562e-09,1.2169979213405115e-11,1.2168407493368249e-11,1.5717200368681349e-15,1.0228454541619753e-10
1.4081209857816117e-12,0.609704190489841,1.6331570890613049e-09,4.0036813717304399e-15,4.0036228724670738e-15,1.5551426494843354e-24,5.791813548445125e-20,0.0,0.0,7.9012362310082844e-11,6.7586814452441686e-19,154.0,0.0,0.99975097800710988,1.0,18.999999962607106,2.1663439205963514e-06,5.2682997222161084e-05,1.184054730560906e-05,1.1866574014029015e-05,5.1607561116134895e-05,3.0239996135277644e-08,1.6302549829940626e-12,7.0722226790851529e-09,0.0001188192155275171,1.9343081084629321e-16,1.8490517856474157e-10,1.1355749404701481e-09,1.2816628385771894e-11,1.2814968737423184e-11,1.659648348708696e-15,1.0663777765662805e-10
1.432290468341423e-12,0.6097041904858318,1.6611845636447703e-09,4.142294392912796e-15,4.1422328504937872e-15,1.6392917503444621e-24,6.0951760304906365e-20,0.0,0.0,8.0589098297647915e-11,7.0181586188346957e-19,154.0,0.0,0.99974671662929393,1.0,18.999999961426113,2.2035228931217009e-06,5.2737731033800002e-05,1.204321534869518e-05,1.2070161078679088e-05,5.2746734160534259e-05,3.1254552068337156e-08,1.6582249131532433e-12,7.2370560423603115e-09,0.00012144202241719892,1.9992046273281708e-16,1.9130537303040674e-10,1.174628465921405e-09,1.3485711306082242e-11,1.3483960510437724e-11,1.7507956445202755e-15,1.1108778985717029e-10
1.4564599509012345e-12,0.6097041904817673,1.6892118842298233e-09,4.2832659806015481e-15,4.2832012909370662e-15,1.7265142021524785e-24,6.4089499002426098e-20,0.0,0.0,8.2173318463529192e-11,7.2834053277252024e-19,154.0,0.0,0.99974245532703421,1.0,18.999999960229125,2.2407016999872515e-06,5.278862554105006e-05,1.2245865311616567e-05,1.2273746078993225e-05,5.388704769096099e-05,3.2284769929893049e-08,1.6861945596941873e-12,7.4022169356109446e-09,0.00012406745600976763,2.0651029719642633e-16,1.9781440925606192e-10,1.2143332775862659e-09,1.4177605370993547e-11,1.4175760151746952e-11,1.8452192465917045e-15,1.1563466778854841e-10
1.5047989160208573e-12,0.6097041904734715,1.7452660636731323e-09,4.5722848036778062e-15,4.5722135002306862e-15,1.9104244945997337e-24,7.0684342237311944e-20,0.0,0.0,8.5364219090181921e-11,7.8314030783084406e-19,154.0,0.0,0.9997339329338798,1.0,18.999999957787423,2.3150588167498882e-06,5.2879950529792774e-05,1.2651111198247695e-05,1.2680909958947787e-05,5.6170781709499898e-05,3.4391990538067778e-08,1.7421330118594977e-12,7.7334491260086609e-09,0.00012932547921987728,2.199892287818452e-16,2.1115899889141961e-10,1.2956950091264579e-09,1.5631335253115542e-11,1.5629291128649665e-11,2.0441244658780911e-15,1.2501932872748162e-10
