Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949)
7.0821481185318885e-12,0.4294897461038254,1.6885980364874113e-11,9.0655026282698086e-17,8.7858620257723374e-17,2.6478584993061474e-26,6.4222748973198608e-21,0.0,0.0,3.5682483894877745e-11,5.8833757182971564e-19,154.0,0.0,0.99997640481941708,1.0,18.999999881434846,1.0628102991760884e-06,6.5043034697691435e-07,6.5288756577471893e-06,6.6194369711260885e-06,3.3250252366912479e-06,1.0443068243415559e-07,2.4753838677904066e-12,1.4096316584574143e-08,5.2896355364303261e-06,1.1697916808084666e-15,2.1138574458751633e-10,2.0400206038493878e-10,3.646823922138974e-12,3.6449335885588178e-12,1.2348426309324203e-15,2.6223655523956452e-12,6.5549094922155458e-16,1.5400161507560023e-11,7.863945479372196e-28,7.3600368898608925e-28,7.3600866369093164e-28,2.3790959206035806e-15,1.0792919127006592e-17,1.0925394231628585e-16,6.7511538154570864e-19,1.2689443670906563e-19,2.6646586352366691e-18,2.6552006277742885e-21,3.8355713280767217e-24,4.8682250196188454e-25,1.8971300719363118e-28,4.3999798944302688e-32,2.6861428629964148e-31,3.993468820318352e-27
7.332380029697409e-12,0.4294897460847588,1.7485840354884463e-11,9.7285391138912734e-17,9.4188434691140304e-17,3.0224885275772188e-26,7.1280298761347606e-21,0.0,0.0,3.8062620779461593e-11,6.5620037692285532e-19,154.0,0.0,0.99997557156149142,1.0,18.999999873662563,1.1003615290691886e-06,6.5042998244658655e-07,6.7560301123870027e-06,6.853246802491385e-06,3.4512156444133229e-06,1.1163551699283328e-07,2.5628196168127961e-12,1.4661305279660426e-08,5.4903866330739249e-06,1.2504976860961882e-15,2.2658366363588409e-10,2.1845702130996215e-10,4.0441847467283853e-12,4.0420814370695564e-12,1.3718095650844071e-15,2.8237220758273551e-12,7.3150009374090999e-16,1.6507489608288335e-11,1.001443418768664e-27,9.3728054301047045e-28,9.372871029345622e-28,2.656364635464036e-15,1.1973001268640949e-17,1.1363291019618229e-16,7.0282406982834479e-19,1.3580312261331585e-19,2.9558522899564847e-18,3.0520117742650624e-21,4.5661481042090456e-24,5.7976292566326104e-25,2.3406150177734969e-28,5.4762768461381324e-32,3.1997701451524812e-31,4.7563179030834263e-27
7.582611940862929e-12,0.42948974606515283,1.8085921066650524e-11,1.0415707495961769e-16,1.0073922771780576e-16,3.4354556455297074e-26,7.883732133976093e-21,0.0,0.0,4.051911637909374e-11,7.2953145108622965e-19,154.0,0.0,0.99997473830418626,1.0,18.999999865670432,1.1379127042219147e-06,6.5042956413248139e-07,6.9829639041770911e-06,7.0870561783021108e-06,3.577405954107309e-06,1.1906007797992036e-07,2.6502551953834987e-12,1.5226320479061261e-08,5.6911376002757444e-06,1.3336649975092458e-15,2.423090695084836e-10,2.3339196769754503e-10,4.4691948893628078e-12,4.4668632606581766e-12,1.5184763877819762e-15,3.0325379997360587e-12,8.1315231684283054e-16,1.7653262407417378e-11,1.2649410981306736e-27,1.1839058767654223e-27,1.1839144467836628e-27,2.9553948164756543e-15,1.3235772257446135e-17,1.1801208350078349e-16,7.3058363516879387e-19,1.4498917756516661e-19,3.2670913936257531e-18,3.4913405959416152e-21,5.4034054588252498e-24,6.8632195135923391e-25,2.8670923199591617e-28,6.7664661236026944e-32,3.7887747074017594e-31,5.6310464445188704e-27
7.83284385202845e-12,0.4294897460450122,1.8686222516736668e-11,1.1127076706811945e-16,1.0751108182228458e-16,3.8892876296814496e-26,8.6910959833219258e-21,0.0,0.0,4.3051966921156518e-11,8.0859996806874594e-19,154.0,0.0,0.99997390504750094,1.0,18.999999857460363,1.175463824634325e-06,6.5042911292696648e-07,7.2096789008966249e-06,7.3208651056353014e-06,3.7035961578553982e-06,1.2670249811220351e-07,2.737690606146833e-12,1.5791355105295016e-08,5.891888425442635e-06,1.4192726983302376e-15,2.5856196031145617e-10,2.4880550467728058e-10,4.9227561471244e-12,4.9201803370920169e-12,1.6751651541836395e-15,3.2488104328877407e-12,9.0064487819316723e-16,1.8837480630349705e-11,1.5856315838972605e-27,1.4840647527997611e-27,1.4840758516825755e-27,3.2771365361256233e-15,1.4583987263935594e-17,1.2239140737528237e-16,7.5839374772097306e-19,1.5445031321711861e-19,3.5989862692879766e-18,3.9760557337484513e-21,6.358488610881407e-24,8.0793074708569483e-25,3.488488724674946e-28,8.3039760804855619e-32,4.461089718762725e-31,6.6294293385644391e-27
8.08307576319397e-12,0.42948974602434153,1.9286744721653508e-11,1.1862715162670962e-16,1.1450407961907595e-16,4.3865933161428871e-26,9.5518363905309954e-21,0.0,0.0,4.5661168664407652e-11,8.9368093302925916e-19,154.0,0.0,0.99997307179143557,1.0,18.999999849034186,1.2130148903064763e-06,6.5042864236662908e-07,7.4361769544609681e-06,7.554673589760133e-06,3.8297862505275144e-06,1.34560925966068e-07,2.8251258510710088e-12,1.6356403888723734e-08,6.092639100416331e-06,1.5073000494959814e-15,2.753423341646436e-10,2.6469624416067389e-10,5.4057676989835083e-12,5.4029313275373291e-12,1.8421969835362007e-15,3.472536484841923e-12,9.9417446263346139e-16,2.0060145011313707e-11,1.9734710535962307e-27,1.8470770561824456e-27,1.8470913132301258e-27,3.6225516659370265e-15,1.6020397181864882e-17,1.2677084097676504e-16,7.8625416214319801e-19,1.6418426182450756e-19,3.9521420907333841e-18,4.5091110461972825e-21,7.4432709449861721e-24,9.461151381711387e-25,4.2179604388984218e-28,1.012614590038146e-31,5.2251738224353593e-31,7.7640226805159937e-27
8.33330767435949e-12,0.42948974600314527,1.9887487697856639e-11,1.2622690768053037e-16,1.2171830385411815e-16,4.9300626547530185e-26,1.0467668976849873e-20,0.0,0.0,4.8346717898472193e-11,9.8505517761300085e-19,154.0,0.0,0.99997223853598971,1.0,18.999999840393755,1.2505659012384267e-06,6.5042816050512156e-07,7.6624599010564031e-06,7.7884816345928385e-06,3.955976229071531e-06,1.4263352584279786e-07,2.9125609316182729e-12,1.692146291264865e-08,6.2933896203442653e-06,1.5977264880886502e-15,2.9265018919814087e-10,2.8106280479308061e-10,5.9191261185136215e-12,5.9160122892669019e-12,2.0198920637250854e-15,3.7037132660341219e-12,1.0939371829822945e-15,2.1321256293026e-11,2.4397483575106987e-27,2.2835103197980882e-27,2.2835284937404737e-27,3.9926137134006848e-15,1.7547748635602872e-17,1.3115035394842298e-16,8.141646963370365e-19,1.7418877606682259e-19,4.3271589288147692e-18,5.0935448606028538e-21,8.670374222915997e-24,1.1024983500525828e-24,5.0699728447920951e-28,1.2274540965456036e-31,6.0900263860264273e-31,9.0481866438706106e-27
8.58353958552501e-12,0.42948974598142786,2.048845146174574e-11,1.3407070920106489e-16,1.291538374062717e-16,5.5224667632665646e-26,1.1440310019431966e-20,0.0,0.0,5.1108610943400488e-11,1.0830093551001522e-18,154.0,0.0,0.99997140528116335,1.0,18.999999831540883,1.2881168574302333e-06,6.5042767163723448e-07,7.8885295612737245e-06,8.0222892430352106e-06,4.0821660918598769e-06,1.509184776350262e-07,2.9999958488715012e-12,1.7486529274788246e-08,6.4941399826401305e-06,1.6905316258397876e-15,3.1048552354973086e-10,2.9790381190603888e-10,6.4637253865158135e-12,6.4603166882771897e-12,2.2085696557922569e-15,3.9423378878517246e-12,1.2001285828163785e-15,2.2620815226418007e-11,2.9972130523940983e-27,2.8052996132353541e-27,2.8053226136189151e-27,4.3883076610142686e-15,1.9168783987468548e-17,1.3552992379580111e-16,8.4212521562545686e-19,1.8446162887059306e-19,4.724631797359295e-18,5.7324792311528994e-21,1.0053188549765748e-23,1.2788037258061856e-24,6.060382476494879e-28,1.4795283117543681e-31,7.0652026111874309e-31,1.049610816253326e-26
8.83377149669053e-12,0.42948974595919387,2.1089636029664007e-11,1.4215922512926025e-16,1.3681076328878176e-16,6.1666579815915257e-26,1.2471476452368034e-20,0.0,0.0,5.3946844149269697e-11,1.187835935624922e-18,154.0,0.0,0.99997057202695661,1.0,18.999999822477385,1.3256677588819536e-06,6.5042717823150857e-07,8.1143877402406825e-06,8.2560964172378346e-06,4.2083558379571007e-06,1.5941397669431367e-07,3.0874306036326524e-12,1.8051600824060547e-08,6.6948901858186839e-06,1.785695247646969e-15,3.2884833536289022e-10,3.1521789746998525e-10,7.0404569035543316e-12,7.0367354118166579e-12,2.4085480984223216e-15,4.1884074627190947e-12,1.3129436392314327e-15,2.3958822570404217e-11,3.660211118399286e-27,3.4258746291378272e-27,3.4259035404346265e-27,4.8106298073788013e-15,2.0886241345039402e-17,1.3990953384669975e-16,8.7013562045057872e-19,1.9500061323381176e-19,5.1451506986841027e-18,6.42911920368011e-21,1.1605892099741974e-23,1.4768574188917453e-24,7.2065212133083918e-28,1.773939591835978e-31,8.160828505440659e-31,1.2122823422210258e-26
9.334235319021573e-12,0.4294897459131934,2.2292667642676264e-11,1.5907305107497566e-16,1.5278912477834986e-16,7.6222175439821766e-26,1.4716256516644539e-20,0.0,0.0,5.9852316592212629e-11,1.4193052425770297e-18,154.0,0.0,0.99996890552040141,1.0,18.999999803725654,1.4007693975653657e-06,6.5042618283648257e-07,8.5654767984033549e-06,8.7237094687843153e-06,4.4607349781722797e-06,1.7702947453115556e-07,3.2622996278612393e-12,1.9181753621472421e-08,7.0963901118034816e-06,1.983017940070127e-15,3.6715638396860558e-10,3.5125986474704357e-10,8.2938694601805324e-12,8.2894665620613938e-12,2.8436763049364032e-15,4.7028699266726275e-12,1.5592218141731856e-15,2.6750185564658335e-11,5.369063984109744e-27,5.0254076951004565e-27,5.025452520668865e-27,5.7391995373884672e-15,2.46213532774988e-17,1.4866882912086276e-16,9.2630581667350424e-19,2.1686824794905402e-19,6.057661820715632e-18,8.0087467486383264e-21,1.5281735981891684e-23,1.9460443435120182e-24,1.0043216470840689e-27,2.512855485303818e-31,1.0756875880725419e-30,1.597715929953649e-26
9.784652759119511e-12,0.4294897458700697,2.3376151406953728e-11,1.7513902702238836e-16,1.679276474796115e-16,9.1396126352517303e-26,1.6953953179799417e-20,0.0,0.0,6.5428289127896677e-11,1.654184229175267e-18,154.0,0.0,0.99996740566662046,1.0,18.999999786146546,1.468360685169918e-06,6.5042528382551913e-07,8.970751481937642e-06,9.1445597422391101e-06,4.6878758005974555e-06,1.9358570189914276e-07,3.4196811984698832e-12,2.0198896710990408e-08,7.4577394935849124e-06,2.1684750745603499e-15,4.0343758207901443e-10,3.853019738038133e-10,9.5407231926608974e-12,9.5356406076297967e-12,3.2771154454952397e-15,5.1913189378245201e-12,1.8054695855636504e-15,2.9393913594272193e-11,7.4498236608052624e-27,6.9730915906515879e-27,6.9731568076320457e-27,6.6762017908162584e-15,2.8340099115084182e-17,1.565522380530793e-16,9.7702904311512515e-19,2.3743755331299325e-19,6.9635571449189759e-18,9.661591308943435e-21,1.9330071029437576e-23,2.4632105665022226e-24,1.3336020127776885e-27,3.3852054615649499e-31,1.3619048897588974e-30,2.0226551464304646e-26
1e-11,0.4294897458238839,2.389442426833495e-11,1.8310379006109485e-16,1.7541935177443657e-16,9.9401806850644119e-26,1.8099640160073325e-20,0.0,0.0,6.818157347478319e-11,1.7759337011037676e-18,154.0,0.0,0.99996668857837012,1.0,18.999999777509796,1.500676416690275e-06,6.5042485427774602e-07,9.1642826492435513e-06,9.3457702540755768e-06,4.7964730349408037e-06,2.0173332001174188e-07,3.4949260737106351e-12,2.0685199513308309e-08,7.6305025837874482e-06,2.2597418825528718e-15,4.2138770502995639e-10,4.0211237182794914e-10,1.0178180313377567e-11,1.0172749629438724e-11,3.498905210731728e-15,5.4333577582842353e-12,1.9317787280616668e-15,3.0701916867500118e-11,8.6664558426747799e-27,8.1119280234251971e-27,8.1120055710621233e-27,7.1599464427251261e-15,3.0242446093229841e-17,1.6032134772427093e-16,1.0013369877918252e-18,2.4756548012186939e-19,7.4260161128794523e-18,1.0535507106431592e-20,2.1544694056469881e-23,2.7462884704936196e-24,1.5201284601737535e-27,3.885065578314478e-31,1.5185925430932509e-30,2.2552858194579172e-26
1.0249460794869153e-11,0.4294897458238839,2.449500221660946e-11,1.9256029213551055e-16,1.8430325728393616e-16,1.0932027330707492e-25,1.9490088286199329e-20,0.0,0.0,7.1441674690926438e-11,1.9249807797887594e-18,154.0,0.0,0.99996585789541959,1.0,18.999999767319132,1.5381112922169516e-06,6.5042435675688577e-07,9.3882849061046921e-06,9.5788544972544388e-06,4.9222732479992917e-06,2.1135729498722901e-07,3.5820904798685141e-12,2.1248538480944509e-08,7.8306332441673669e-06,2.3675463363866588e-15,4.4266971774286914e-10,4.22016643696322e-10,1.0951033504299648e-11,1.09451802963944e-11,3.767958184114858e-15,5.7206163848537909e-12,2.0852497210748267e-15,3.2252726590744601e-11,1.0284542779181593e-26,9.6265625466006167e-27,9.6266568827048941e-27,7.7504337635998903e-15,3.2549814676055782e-17,1.6468752933167805e-16,1.0295415702731952e-18,2.5953288726339121e-19,7.9861025975604039e-18,1.1619660047767101e-20,2.4357169566347754e-23,3.1059338656319871e-24,1.7627943466632626e-27,4.5406639584934522e-31,1.7176807163186653e-30,2.5508700667671188e-26
1.0714268830618795e-11,0.429489745776014,2.5614615245547952e-11,2.1084083610499456e-16,2.0144466500964188e-16,1.2975860033285898e-25,2.2267653514999682e-20,0.0,0.0,7.7718378487319743e-11,2.2267221802612426e-18,154.0,0.0,0.99996431012635589,1.0,18.999999747805109,1.607861710393406e-06,6.5042342983668625e-07,9.8051287758568655e-06,1.001314777256751e-05,5.1566702867891307e-06,2.2981523058533451e-07,3.7444992075085947e-12,2.2298179563310712e-08,8.2035264362819223e-06,2.5743057904631795e-15,4.8372178748139155e-10,4.603327469972637e-10,1.2492461507181226e-11,1.2485764169698647e-11,4.3050245223043549e-15,6.2755352174355555e-12,2.3923129601937339e-15,3.524421776772279e-11,1.3994805114985914e-26,1.3099658586442425e-26,1.3099792813893719e-26,8.9403910187062475e-15,3.7154739764029418e-17,1.7282281528130147e-16,1.0822253741926419e-18,2.8249750407833187e-19,9.1012847033480853e-18,1.3857625902867688e-20,3.0370953613711128e-23,3.8754411697901241e-24,2.3009313767946685e-27,6.0127974977461463e-31,2.1437157303193206e-30,3.1834139803747417e-26
1.1179076866368436e-11,0.42948974572648646,2.6734990595556547e-11,2.2998469543605966e-16,2.1935240998705044e-16,1.5293613764361037e-25,2.5297687060543106e-20,0.0,0.0,8.4258378607667773e-11,2.5615832622275902e-18,154.0,0.0,0.99996276235942938,1.0,18.999999727615286,1.6776119396996493e-06,6.504225016905733e-07,1.0221293889502253e-05,1.0447439569355855e-05,5.3910669174884112e-06,2.4894871325252234e-07,3.9069073818168052e-12,2.3347818776746431e-08,8.5764190707767382e-06,2.7886325096666495e-15,5.2659377949163033e-10,5.0024184909583192e-10,1.4170589405152662e-11,1.4162971217008566e-11,4.890307943050656e-15,6.8560569860565279e-12,2.7278802009401073e-15,3.8368392368211283e-11,1.8794190065695537e-26,1.7592340127658844e-26,1.7592528258319088e-26,1.0253009217635407e-14,4.2172204225785235e-17,1.8095808674582276e-16,1.1350804064165481e-18,3.0631825874134723e-19,1.031263557851904e-17,1.6400161952668447e-20,3.75076264454362e-23,4.7893841796373916e-24,2.9689413618546748e-27,7.8691763101894525e-31,2.6498024678212447e-30,3.9348437457891051e-26
1.1643884902118078e-11,0.42948974567532744,2.7856128367750075e-11,2.4999585141597607e-16,2.3802703329999887e-16,1.7908764655780982e-25,2.8591235061257034e-20,0.0,0.0,9.1061653467884126e-11,2.931807605008098e-18,154.0,0.0,0.99996121459463994,1.0,18.999999706760278,1.7473619801360491e-06,6.5042157262546825e-07,1.0636790875608229e-05,1.0881729888275973e-05,5.6254631399813944e-06,2.6874711724349248e-07,4.0693150030252522e-12,2.4397455460786631e-08,8.9493111474863061e-06,3.010407467750788e-15,5.7128568197459405e-10,5.4173558928528238e-10,1.5990970052693336e-11,1.598235109535581e-11,5.5257914383579181e-15,7.4621632545362399e-12,3.0931658990274679e-15,4.1625255716168603e-11,2.4935741739623015e-26,2.3341521905478252e-26,2.334178196162425e-26,1.1695341921579204e-14,4.7619488070289992e-17,1.8909333860623441e-16,1.1881066429369306e-18,3.3098222619279452e-19,1.16236326023867e-17,1.9272849910435982e-20,4.5914867742925292e-23,5.8669290997846905e-24,3.790591645151256e-27,1.0188073835920436e-30,3.2465745548688066e-30,4.8209708797268948e-26
1.210869293786772e-11,0.4294897456225627,2.8978028662575182e-11,2.7087823098298592e-16,2.5746907781352344e-16,2.0845763160906724e-25,3.2159351625016792e-20,0.0,0.0,9.8128181803921836e-11,3.3397074456897214e-18,154.0,0.0,0.999959666831988,1.0,18.999999685250547,1.8171118317029736e-06,6.5042064374304713e-07,1.105163019567055e-05,1.1316018729758441e-05,5.8598589538511445e-06,2.8919998384016686e-07,4.2317220712818385e-12,2.5447089180777373e-08,9.3222026657659424e-06,3.2395135094555572e-15,6.1779748313301587e-10,5.8480567980602683e-10,1.7959127211606668e-11,1.7949424385880923e-11,6.2134476011059203e-15,8.0938355999783015e-12,3.4893781244535259e-15,4.5014813214599752e-11,3.271710830526819e-26,3.0625886762765501e-26,3.0626241686694999e-26,1.3274557539454633e-14,5.3513821625310568e-17,1.9722856749370281e-16,1.2413040704014384e-18,3.5647669780067863e-19,1.3037699332694069e-17,2.2502165407778934e-20,5.5752214835470237e-23,7.1288104952549296e-24,4.7927255398015094e-27,1.3059625045786111e-30,3.9455366520244773e-30,5.8589069111804179e-26
1.2573500973617362e-11,0.42948974556821723,3.0100691579815439e-11,2.92635707581342e-16,2.7767908820080339e-16,2.4130035267558508e-25,3.6013098854916322e-20,0.0,0.0,1.0545794266669428e-10,3.7876635917225603e-18,154.0,0.0,0.99995811907147292,1.0,18.999999663096389,1.886861494400792e-06,6.5041971528371336e-07,1.1465822146739889e-05,1.175030609408085e-05,6.0942543590071307e-06,3.1029701872588696e-07,4.3941285866775437e-12,2.6496719654904579e-08,9.6950936254902082e-06,3.4758353210937471e-15,6.6612917117079969e-10,6.2944390490327981e-10,2.0080555804340043e-11,2.0069682847006757e-11,6.9552387157011988e-15,8.7510556126875426e-12,3.9177186173465862e-15,4.8537070343804596e-11,4.2486096888988222e-26,3.9771088896895833e-26,3.9771567617155099e-26,1.4997936349643397e-14,5.9872385693288473e-17,2.0536377122399657e-16,1.2946726827009624e-18,3.8278917788930564e-19,1.4558206406041056e-17,2.6115463530633923e-20,6.7191434998406844e-23,8.597384218636214e-24,6.005507467946e-27,1.658705805807909e-30,4.7590938822024192e-30,7.0671080193543986e-26
1.3038309009367004e-11,0.42948974551231617,3.1224117218596482e-11,3.1527210200270924e-16,2.986576109693854e-16,2.7787983712836074e-25,4.0163546875435174e-20,0.0,0.0,1.1305091541710746e-10,4.2781253359658306e-18,154.0,0.0,0.9999565713130949,1.0,18.99999964030793,1.9566109682298712e-06,6.5041878673223427e-07,1.187937686400641e-05,1.218459198138374e-05,6.3286493556452005e-06,3.3202808940148424e-07,4.5565345492523592e-12,2.7546346738281965e-08,1.0067984026989237e-05,3.7192594016066175e-15,7.1628073429289923e-10,6.756421198990062e-10,2.236072216398888e-11,2.234858966429795e-11,7.7531168475409255e-15,9.4338048961652142e-12,4.3793828430762081e-15,5.2192032659691996e-11,5.4646657146558953e-26,5.1155358895109383e-26,5.1155997568546211e-26,1.6872867593601091e-14,6.6712311706506022e-17,2.1349894867415858e-16,1.3482124802235506e-18,4.0990738032472708e-19,1.6188472423651461e-17,3.0140964603246899e-20,8.041688898670497e-23,1.0296679425206807e-23,7.462676191524895e-27,2.0888000402433217e-30,5.7005807514094111e-30,8.4654189686409975e-26
1.3967925080866287e-11,0.4294897453959446,3.3473257054023368e-11,3.631966691405584e-16,3.4292238900326594e-16,3.6335411620341731e-25,4.9398866053776797e-20,0.0,0.0,1.2902641554522821e-10,5.3967047303005334e-18,154.0,0.0,0.9999534758027504,1.0,18.999999592867862,2.0961093492832868e-06,6.5041692929788545e-07,1.2704614343709951e-05,1.3053159325183743e-05,6.7974381233907387e-06,3.7735260209647683e-07,4.8813448159849739e-12,2.9645590461978752e-08,1.0813763155422604e-05,4.2269692588322842e-15,8.2204343861226143e-10,7.7268629082139993e-10,2.7418992038997566e-11,2.7404059713837166e-11,9.5248918552936603e-15,1.0875817755611827e-11,5.4074333046088329e-15,5.9900095443249828e-11,8.8079135482611253e-26,8.2454502295701859e-26,8.245560572821183e-26,2.1107472386024375e-14,8.1904529371491709e-17,2.2976922263515581e-16,1.4558056473938234e-18,4.6651283544613226e-19,1.9791300698887717e-17,3.954570008047312e-20,1.1302900938533633e-22,1.4492221101286219e-23,1.1264594658668764e-26,3.2361481714313805e-30,8.0254971937578211e-30,1.1918949498563876e-25
1.489754115236557e-11,0.4294897452736393,3.572544894889121e-11,4.1468147681047556e-16,3.9026782161573626e-16,4.6718850044374926e-25,5.9954031601870842e-20,0.0,0.0,1.4605452309094107e-10,6.7164066004273711e-18,154.0,0.0,0.99995038030095429,1.0,18.999999543008272,2.2356069748661648e-06,6.5041507083595522e-07,1.3527420574726161e-05,1.3921720761307416e-05,7.2662252573213292e-06,4.2509560267379713e-07,5.2061528714402569e-12,3.1744820165633335e-08,1.1559540051585873e-05,4.7617702542635684e-15,9.3508550173834108e-10,8.7587442230004708e-10,3.3177105009788595e-11,3.3158977851908333e-11,1.1544188093682635e-14,1.2419727270719663e-11,6.5829697857990244e-15,6.813904746217102e-11,1.3762503193033754e-25,1.2884055182149606e-25,1.2884239176204487e-25,2.603955904588298e-14,9.9226544528138578e-17,2.4603938793326407e-16,1.5640836223545996e-18,5.2619883867340002e-19,2.3871725016691305e-17,5.0958914268294582e-20,1.5532860810222837e-22,1.9943055294698557e-23,1.6549997323838617e-26,4.8763603198423489e-30,1.1046617485446692e-29,1.6407654595746544e-25
1.5827157223864854e-11,0.42948974514558563,3.7980693673025651e-11,4.6975527869020299e-16,4.4069834942462467e-16,5.9184808176384855e-25,7.1917896039146246e-20,0.0,0.0,1.6413508361086738e-10,8.2592826250080194e-18,154.0,0.0,0.99994728480770634,1.0,18.999999490804647,2.3751038449814515e-06,6.5041321312559648e-07,1.4347871066062266e-05,1.4790276289891872e-05,7.735010756767345e-06,4.7518160217421968e-07,5.5309587155784728e-12,3.3844035672952016e-08,1.2305314714561765e-05,5.3228167843970481e-15,1.0554068293186326e-09,9.8514382414424045e-10,3.9677787297841974e-11,3.965604569919526e-11,1.3826263066557733e-14,1.406538674506551e-11,7.9153355789622422e-15,7.6908935720006577e-11,2.0925085315554909e-25,1.959007973420538e-25,1.9590377109764461e-25,3.1731883203671424e-14,1.1881364698085563e-16,2.6230944320209954e-16,1.6730464574400708e-18,5.8887430856952579e-19,2.8454508055558178e-17,6.4636122538596351e-20,2.0927910896540785e-22,2.6906760596416557e-23,2.3745062231624325e-26,7.1704572680980568e-30,1.4906914685773286e-29,2.2144609300089274e-25
1.6756773295364138e-11,0.42948974501196313,4.0238991986199068e-11,5.2844606238896374e-16,4.9421844468837988e-16,7.3995540420661442e-25,8.5379442863186667e-20,0.0,0.0,1.8326794717021861e-10,1.004847286415574e-17,154.0,0.0,0.99994418932300677,1.0,18.999999436330107,2.5145999596320911e-06,6.5041135631049047e-07,1.5166038971563849e-05,1.5658825911055267e-05,8.2037946216789774e-06,5.2753746617468614e-07,5.8557623483567373e-12,3.5943236824763037e-08,1.3051087144418808e-05,5.9092896205005546e-15,1.1830073270009294e-09,1.1004328589165111e-09,4.6963330622872619e-11,4.6937530625258714e-11,1.6386218978141948e-14,1.5812649692920332e-11,9.4137786339980267e-15,8.6209808278986525e-11,3.1055307157578531e-25,2.9074926537532235e-25,2.9075394050631128e-25,3.8248687562908149e-14,1.4080035127748066e-16,2.785793872079838e-16,1.7826942071477871e-18,6.5445120686647659e-19,3.3563660235858882e-17,8.0845399278621744e-20,2.7707752245483295e-22,3.5672388593819491e-23,3.3360061155780705e-26,1.0317689132052263e-29,1.9766845298869814e-29,2.9369097597012926e-25
1.768638936686342e-11,0.42948974487294583,4.2500344638283709e-11,5.9078107333097603e-16,5.5083261199044076e-16,9.1429085683106338e-25,1.004277874713492e-19,0.0,0.0,2.0345296820212382e-10,1.2108203566117293e-17,154.0,0.0,0.99994109384685548,1.0,18.999999379655524,2.6540953188210302e-06,6.5040949909588825e-07,1.5981995163282802e-05,1.6527369624745676e-05,8.6725768525515651e-06,5.8209234143987868e-07,6.1805637696723751e-12,3.8042423630202886e-08,1.3796857342092537e-05,6.5203950869872401e-15,1.3178869004344608e-09,1.2216809154268369e-09,5.5075599460999411e-11,5.5045273002508566e-11,1.9239005330221789e-14,1.7661369838955124e-11,1.1087453158043187e-14,9.6041714214078252e-11,4.5106528188138651e-25,4.223145432514013e-25,4.2232171409794418e-25,4.5655624383598872e-14,1.6532040151404752e-16,2.948492200217304e-16,1.8930269351504684e-18,7.2284444183205141e-19,3.9222464801016301e-17,9.9866978180076702e-20,3.6116414584274167e-22,4.656192607851317e-23,4.5999249163882049e-26,1.4561634536592141e-29,2.5805162270608047e-29,3.8347862312487704e-25
1.8616005438362705e-11,0.4294897447287024,4.4764752369400501e-11,6.567868379177934e-16,6.1054538888846971e-16,1.1177930675751471e-24,1.1715217810123091e-19,0.0,0.0,2.2469000537107488e-10,1.4463785092855533e-17,154.0,0.0,0.99993799837925224,1.0,18.999999320849536,2.7935899225512117e-06,6.5040764122200218e-07,1.6795808302630555e-05,1.7395907430830369e-05,9.141357449488209e-06,6.3877758478793274e-07,6.5053629793961174e-12,4.0141596177513085e-08,1.4542625307894263e-05,7.1553642645917396e-15,1.4600454552692087e-09,1.3488283829844871e-09,6.4056038126215855e-11,6.4020693283580011e-11,2.2399421456072723e-14,1.9611401118048068e-11,1.2945421176091291e-14,1.0640470356869842e-10,6.4259871454756333e-25,6.0165889027759329e-25,6.0166964843672228e-25,5.4019681499882198e-14,1.9250677610025594e-16,3.1111894232726511e-16,2.0040447100638061e-18,7.9397177462415208e-19,4.545350212644329e-17,1.2199286559000181e-19,4.6423181128889712e-22,5.9931709612209736e-23,6.2371172462359872e-26,2.0196828009438408e-29,3.3219701496246054e-29,4.9376318225832574e-25
1.954562150986199e-11,0.42948974457939587,4.7032215910064165e-11,7.2648918598865487e-16,6.7336134652990098e-16,1.3535592980628105e-24,1.3564199678910236e-19,0.0,0.0,2.469789214404745e-10,1.7141609959145315e-17,154.0,0.0,0.99993490292019716,1.0,18.999999259978637,2.9330837708255824e-06,6.5040578347948498e-07,1.760754490937542e-05,1.8264439329249232e-05,9.6101364121939096e-06,6.9752669411139526e-07,6.8301599774293657e-12,4.2240754480680221e-08,1.5288391041501717e-05,7.8134522176887026e-15,1.6094828971547365e-09,1.4818166263876264e-09,7.394567767958757e-11,7.3904798906536161e-11,2.5882118992704308e-14,2.166259767498324e-11,1.4996654053564036e-14,1.1729882731211202e-10,8.9961745652974417e-25,8.4232990701570028e-25,8.4234572810762634e-25,6.3409111721373395e-14,2.224916924861924e-16,3.2738855423299236e-16,2.1157475982272475e-18,8.6775372854972872e-19,5.2278673277308322e-17,1.475264665664507e-19,5.8923469616543517e-22,7.6173793833863467e-23,8.329938154723931e-26,2.757592862672586e-29,4.2228142607867569e-29,6.2779729455938204e-25
