Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721)
2.1717190052411276e-19,0.3647350693261378,5.1976062572145209e-19,1.4456884362930941e-31,1.3072117715628935e-31,3.0149582882982207e-43,7.2688671889555266e-43,0.0,0.0,1.8388787624069398e-19,1.793406465095015e-34,154.0,0.0,0.99999999999919542,1.0,19.0,3.2701762625016685e-14,2.9100720749006273e-13,2.4043176392420551e-13,2.4043225312909638e-13,3.2687351439537633e-20,1.9731193616193039e-22,1.9699723874957078e-22,1.1764097717559872e-22,5.2028235799624371e-20,1.2411511466582883e-32,3.7039168758885796e-25,3.1243018311898162e-25,2.9221049820150373e-34,2.9221049806865214e-34,1.1441757846074074e-43,9.7287077178526775e-34,1.8434021207243467e-44,2.6953504868274098e-26,3.6461767308767509e-79,3.4116170243123888e-79,3.4116170243152316e-79,3.0369492149563165e-37,1.0080017599454557e-39,1.4654516271532484e-32,2.0238956280131652e-37,2.7401508330697329e-40,2.822966577270994e-46,1.7931425970368966e-56,2.4224156654637483e-66,2.5915035209972374e-67,1.114937138306964e-77,3.2885146094294405e-81,1.5406695112890923e-78,2.4888290253127963e-69,1.4744368920255699e-75,6.1121751167824596e-34,2.0120956458972144e-33,1.4156556061931068e-42,5.2847945858881466e-43,2.5397221173228696e-43,3.4350059355832866e-47,1.3728576893134821e-52,8.3036585971105304e-53,1.386466506398816e-58,1.5830453351867902e-68,4.9175796287877321e-59,3.1235727528798712e-68,1.1659301332962773e-68,1.8623629519257713e-68,2.0864793307103635e-69,2.086479330614733e-69,2.4789101578334287e-80,2.5596200569334216e-59,1.0867372458938324e-61,5.8552714067133569e-71,8.4944670616827363e-80,1.8168900603551465e-80,7.837383946754432e-90,2.9320260159906539e-90,8.2998214983833232e-102,3.149501317983351e-62,2.1496395425088682e-69,1.2415159614441636e-79,1.3900416817913873e-102,1.8503658136270731e-112,9.0130922320055624e-113,2.0726851729786517e-72,4.0292626632800071e-36,1.3230397710934468e-45,1.3229904332616451e-45,8.1741008626093489e-46,8.197082317651625e-76,3.9275692731663862e-83,5.335403580446561e-80,2.4370624009118582e-92,1.4530325473255525e-92,9.0972229679821043e-93,9.1229759876468035e-21,4.6073039012907589e-32,2.0520356732967399e-19,1.1674367844105784e-29
4.345324821086287e-19,0.36473506932613786,1.0399728247946785e-18,5.5093274353788872e-31,5.232253779550434e-31,2.4144118670282092e-42,5.819513535628964e-42,0.0,0.0,3.6793562341590868e-19,7.1783015240569221e-34,154.0,0.0,0.99999999999839018,1.0,19.0,6.5431936859553177e-14,5.8226707216920814e-13,4.8107241690830788e-13,4.8107339551014213e-13,1.3083455819179403e-19,7.8976195090892933e-22,7.8724460631670714e-22,4.7087041985986786e-22,2.0824847975015975e-19,9.8848647993610406e-32,1.4825320172878779e-24,1.2505349469770409e-24,2.3394607469514891e-33,2.3394607448241343e-33,1.832170349785435e-42,7.7888797954799766e-33,2.9518444605120748e-43,1.0788426227124396e-25,4.6765839061529368e-77,4.3757377790326579e-77,4.3757377790399479e-77,2.4314059811604896e-36,8.0701431515268377e-39,1.1558705764098644e-31,1.6202997950515933e-36,2.1937845262532225e-39,4.5204200540536914e-45,5.7428789093149705e-55,1.5516700673736969e-64,1.6599787163686206e-65,1.4283480249296238e-75,4.2129221763555995e-79,1.9737335423566587e-76,1.5942109197538471e-67,9.4522363059367423e-74,4.8934553955158679e-33,8.0536262388523275e-33,1.1333852578790424e-41,4.2310470733435936e-42,2.0333108469277415e-42,2.8601035793661056e-46,2.1853751347608849e-51,1.3213904255347917e-51,2.3062101737274317e-57,5.2635017139599715e-67,8.1797664093160247e-58,1.0385477014755024e-66,3.8761233220555341e-67,6.1922345187898691e-67,6.9374178315691676e-68,6.937417830920778e-68,1.6480084869449945e-78,8.1976744548158293e-58,3.4804845359477227e-60,3.7505768505937917e-69,1.0882285441013551e-77,2.3276228532494013e-78,2.0081047685028871e-87,7.5124788676044996e-88,4.2531914013918756e-99,9.5235399678753609e-61,1.2989499752349531e-67,8.2537434229870457e-78,7.1231813041803089e-100,1.8964182861051917e-109,9.2374128500740861e-110,6.891553366730542e-71,3.2258596436902431e-35,2.1185111777329644e-44,2.1183531807937421e-44,1.3089209677103017e-44,2.7254802663041835e-74,2.6110939000313714e-81,3.4207664875021014e-78,3.2399177082310188e-90,1.9317322084893788e-90,1.2093379078068055e-90,1.8253878106168606e-20,1.8441222586118031e-31,4.1058541749160484e-19,4.6727895653085626e-29
8.692536452776607e-19,0.3647350693261379,2.0803972237290605e-18,2.1490098206734079e-30,2.0935830453199348e-30,1.9325080633496709e-41,4.6573794996733719e-41,0.0,0.0,7.3603143998107928e-19,2.8722571564288544e-33,154.0,0.0,0.99999999999677969,1.0,19.0,1.3089228532844964e-13,1.164786283189584e-12,9.6235372168750976e-13,9.6235567839151208e-13,5.2350838648325888e-19,3.1600764883354949e-21,3.1399835062085655e-21,1.8840944557971771e-21,8.3326475151772168e-19,7.8290858611919265e-31,5.932059143257503e-24,5.0037686686675603e-24,1.8722796016997518e-32,1.8722795982946042e-32,2.9326604494630336e-41,6.233468075497683e-32,4.7248712452581403e-42,4.316775743425812e-25,5.9921005970007737e-75,5.6066268639186888e-75,5.6066268639373708e-75,1.9458637604085607e-35,6.4585671860436716e-38,8.9839086847302401e-31,1.296656539799536e-35,1.7556907247926736e-38,7.2356015094325874e-44,1.8384905613585123e-53,9.9349131165559827e-63,1.0628383379134329e-63,1.8290694725187246e-73,5.3948529046053698e-77,2.5274084797509608e-74,1.0207290421206977e-65,6.0545074505135795e-72,3.9162496774235137e-32,3.2224995150953427e-32,9.070526551641115e-41,3.386120396323448e-41,1.6272488650289345e-41,2.4650325065285993e-45,3.4571685687825404e-50,2.0890697418138127e-50,3.9669294375678367e-56,1.8089133539980933e-65,1.4070077590920992e-56,3.5690798843200514e-65,1.331766152523089e-65,2.1281081844843398e-65,2.3842156988631903e-66,2.3842156984018632e-66,1.1321992861201871e-76,2.6243579670461493e-56,1.1142229613741285e-58,2.4013939051645566e-67,1.3935319031484812e-75,2.9806390648267631e-76,5.1429642239035454e-85,1.9240253864271956e-85,2.1785765517973056e-96,2.958596100441741e-59,8.0670049219206155e-66,5.6704091546662206e-76,3.6486474084379047e-97,1.9427736809285755e-106,9.4632090085822282e-107,2.36845338066829e-69,2.5816673975120255e-34,3.3907534835172037e-43,3.3902477892951386e-43,2.0951254107650002e-43,9.3667880437318721e-73,1.7938489977426268e-79,2.1913441014474775e-76,4.4505382947843546e-88,2.6535909603773301e-88,1.6609985026164666e-88,3.651568234490576e-20,7.3788911152987392e-31,8.2134911774401417e-19,1.8697244848314194e-28
1.738695971615725e-18,0.36473506932613786,4.1612460247495407e-18,8.4865611350745168e-30,8.3756954477631098e-30,1.5463979696695396e-40,3.7266112216324746e-40,0.0,0.0,1.4722243619703813e-18,1.1490911167113012e-32,154.0,0.0,0.9999999999935586,1.0,19.0,2.6181298226553629e-13,2.3298226318823662e-12,1.9249163264899031e-12,1.9249202366832944e-12,2.0943723042754617e-18,1.2642363448595521e-20,1.2482513019727918e-20,7.5376001854293567e-21,3.3335982054302542e-18,6.1373935640912841e-30,2.373209919235521e-23,2.0018332801601237e-23,1.4981081369041497e-31,1.4981081314548229e-31,4.6931945305630858e-40,4.9877168045077557e-31,7.5613250093368625e-41,1.7269913849227125e-24,7.6737779385502062e-73,7.1801213692293495e-73,7.1801213692772019e-73,1.5569866872134549e-34,5.1678350047376504e-37,6.7957738261544923e-30,1.0374010553168502e-34,1.4048135182003115e-37,1.1579271758416949e-42,5.8843836254129136e-52,6.3596779926878201e-61,6.8035920736809733e-62,2.3417039824093355e-71,6.906872155324792e-75,3.2356291515688257e-72,6.5340360614702291e-64,3.8765130460434419e-70,3.1335917806579661e-31,1.2892096315607878e-31,7.2577992108111013e-40,2.7094057239583334e-40,1.3020178800468542e-40,2.2541737354353909e-44,5.4062426497870592e-49,3.2628788611545219e-49,7.2301024683805632e-55,6.5827165394573076e-64,2.5644041277944989e-55,1.2987254077591283e-63,4.8438478568868653e-64,7.7443986948390629e-64,8.6764548531036705e-65,8.6764548495583883e-65,8.233699364145504e-75,8.3997036857876258e-55,3.5662597961430533e-57,1.537219007764204e-65,1.7841032674003556e-73,3.8160355315583852e-74,1.3168798210439913e-82,4.9265652065566698e-83,1.115671761566385e-93,9.3250751096018193e-58,5.0839989042202841e-64,4.1236949028086184e-74,1.8685103762158951e-94,1.9898297248755905e-103,9.6924180389163745e-104,8.6190946511312882e-68,2.0657250081866378e-33,5.4255284758649394e-42,5.4239106091406585e-42,3.3528809527494525e-42,3.4086890157988548e-71,1.3045415914637034e-77,1.4032418451015873e-74,6.4702534178663458e-86,3.8579776992743935e-86,2.4141490183861385e-86,7.3039290829154249e-20,2.9520369309513386e-30,1.6428765179630236e-18,7.4801154282403096e-28
3.477580624291853e-18,0.3647350693261378,8.3229436393973643e-18,3.3727252811249988e-29,3.3505508560670339e-29,1.2372749953592968e-39,2.9815720598698205e-39,0.0,0.0,2.9446153613848025e-18,4.5967483468765928e-32,154.0,0.0,0.99999999998711642,1.0,19.0,5.2365437613688452e-13,4.6598870359055687e-12,3.8500415170706455e-12,3.8500493237893494e-12,8.3781540012284813e-18,5.0573567741295021e-20,4.9309478703008225e-20,3.0152818725008979e-20,1.3335450954119861e-17,4.7185961023591802e-29,9.4936121933675969e-23,8.0079847134919335e-23,1.1986002928689402e-30,1.1986002841491866e-30,7.509820830727934e-39,3.9905447355019065e-30,1.2099327531335849e-39,6.9085277309702351e-24,1.7199822786644079e-70,1.6093352733856981e-70,1.6093352734071139e-70,1.2457076748250684e-33,4.1346605166453207e-36,4.8992005515201162e-29,8.2980579926254239e-34,1.1239482251930795e-36,1.8528571221603168e-41,1.8831858647157105e-50,4.0705968215935296e-59,4.3547299901217544e-60,2.9976804587099052e-69,8.8416799943204208e-73,4.1416662642244611e-70,4.1821970722790475e-62,3.2071952245921926e-68,2.5071066929370125e-30,5.1572581414012606e-31,5.8067904235188155e-39,2.1677222871765417e-39,1.0416676887401276e-39,2.2543615466328342e-43,8.2726127360485668e-48,4.9815317542193053e-48,1.439096796285154e-53,2.6141849974595524e-62,5.1042509374668949e-54,5.1569859273695936e-62,1.9216441618494502e-62,3.0756157059218936e-62,3.4458169560219742e-63,3.4458169532828508e-63,6.5323643821446528e-73,2.6881828754613905e-53,1.1413209387209558e-55,9.8392339136638563e-64,2.2838937189461078e-71,4.8850409338351084e-72,3.3715579631272018e-80,1.2613346264188252e-80,5.7128472135036738e-91,3.4270237346307053e-56,3.7283496148029591e-62,3.2716129791448754e-72,9.5677911022730193e-92,2.0378026503514222e-100,9.9260932306469724e-101,3.4230370663352289e-66,1.6527350730243997e-32,8.6792301930167432e-41,8.6740569195563019e-41,5.3651494634738884e-41,1.3537457746672271e-69,1.0349828746496276e-75,1.1868840653872741e-72,1.0259849123426759e-83,6.1180546515054377e-84,3.8260983493309871e-84,1.4608650782474809e-19,1.1809108763694453e-29,3.2859313172578037e-18,2.9922896848880304e-27
6.955349929644108e-18,0.36473506932613786,1.6646338919120472e-17,1.3447099560791745e-28,1.3402748831617102e-28,9.8988263697273746e-39,2.3853708926809888e-38,0.0,0.0,5.8894179819567012e-18,1.8387819935132596e-31,154.0,0.0,0.99999999997423206,1.0,19.0,1.047337163868281e-12,9.3199826707386712e-12,7.7002918221359642e-12,7.7003073832026691e-12,3.3513843373498007e-17,2.0230248847555988e-19,1.9241998333071603e-19,1.2061589578986318e-19,5.3343757410810199e-17,3.5006249904307318e-28,3.797599337398316e-22,3.2033241454528057e-22,9.5892573241920205e-30,9.5892571846706795e-30,1.2016150595893256e-37,3.1925752153597067e-29,1.935983428327059e-38,2.7635235157712607e-23,2.2091626698238043e-68,2.0670465358720703e-68,2.0670465359271739e-68,9.9661353786933314e-33,3.307885376772772e-35,3.2676066941587327e-28,6.6356619405517396e-33,8.9918638528668891e-36,2.9646747022406261e-40,6.0264164971411409e-49,2.6052803079000762e-57,2.7871324427846853e-58,3.837177740848976e-67,1.1317784950993971e-70,5.3006328869092227e-68,2.6767072163641771e-60,2.0600476896422602e-66,2.0057729508290842e-29,2.0629871306294849e-30,4.6456524680508064e-38,1.7342471951968663e-38,8.3330088959854294e-39,2.5248796895794281e-42,1.2170476394051894e-46,7.2995162832001443e-47,3.205525845175664e-52,1.1613144491477036e-60,1.136949789488869e-52,2.2903641809770545e-60,8.5190658854597628e-61,1.3663814112900357e-60,1.5308869205628911e-61,1.530886917841984e-61,5.7964827172120902e-71,8.6026061704164819e-52,3.652405114486307e-54,6.2974221477592501e-62,2.9235302248813619e-69,6.253162242453328e-70,8.6315587032844694e-78,3.2291789080268505e-78,2.9251250393276693e-88,1.0976516980523057e-54,2.3930446451177079e-60,2.9030603594471317e-70,4.8989557357887107e-89,2.086815070836632e-97,1.0164831884983188e-97,1.5207666698395091e-64,1.3222478709631908e-31,1.3879485823326824e-39,1.3862958866659273e-39,8.5846571556886675e-40,6.0143362440481633e-68,9.1838965303243273e-74,7.6282913791773383e-71,1.8192927163102315e-81,1.0850327219590874e-81,6.7774000284424135e-82,2.921809419243231e-19,4.7238357217292433e-29,6.5720409112744137e-18,1.1969645771817847e-26
1.391088854034862e-17,0.36473506932613786,3.3293129680276497e-17,5.370079450171001e-28,5.361208643309644e-28,7.9193115009953292e-38,1.908342022421694e-37,0.0,0.0,1.1779105710071043e-17,7.3553402950238331e-31,154.0,0.0,0.99999999994846334,1.0,19.0,2.0947027392858748e-12,1.8640041249440803e-11,1.5400792127881998e-11,1.5400823065677801e-11,1.3405701030479322e-16,8.0922630401195802e-19,7.3362512072858749e-19,4.8247110400130152e-19,2.1337763494447818e-16,2.4430985804544903e-27,1.5190705903442132e-21,1.2813556601322863e-21,7.6715875743851411e-29,7.6715873511511211e-29,1.9225773405004752e-36,2.5541013882457752e-28,3.0976284374353953e-37,1.1054318765992725e-22,2.8279369076975149e-66,2.6460148336217449e-66,2.6460148337628243e-66,7.973098949287354e-32,2.6463710090452515e-34,1.9556691727910218e-27,5.303702766955346e-32,7.1934237366283983e-35,4.7434482112567036e-39,1.9284431551001822e-47,1.6673717057132432e-55,1.7837565897218216e-56,4.9115666215455646e-65,1.4486707500966528e-68,6.7824715442900876e-66,1.7130847826437493e-58,1.3185691393125955e-64,1.6046442548373658e-28,8.2521158678834488e-30,3.7166095478350527e-37,1.387409949678671e-37,6.6654004630423937e-38,3.1737739843692478e-41,1.6763192045789509e-45,9.9906911927521788e-46,8.0174561164786202e-51,5.7935880322190353e-59,2.8436659525920389e-51,1.1420703689310947e-58,4.2326144091569468e-59,6.8174566264096091e-59,7.6386320802461445e-60,7.6386320504102001e-60,5.7772919533634861e-69,2.7528863722795037e-50,1.1687914867593218e-52,4.0304272423794195e-60,3.7421909765464443e-67,8.0041946101123706e-68,2.2096895113566858e-75,8.2668586951988978e-76,1.4976931810533677e-85,3.5070777130535187e-53,1.5292963904002221e-58,2.8934490230426905e-68,2.5083142287611326e-86,2.136940266237259e-94,1.0408991056492033e-94,7.5881367731961594e-63,1.0578186764725265e-30,2.2182220429277779e-38,2.2129513748901795e-38,1.3735741208598847e-38,3.0009554509123595e-66,9.153477168397793e-72,4.8860841170915341e-69,3.6230996069394308e-79,2.1615048265214039e-79,1.3468948888562019e-79,5.8436981055702399e-19,1.8895727337702372e-28,1.314426008101583e-17,4.7879557071068232e-26
2.7821965761757646e-17,0.36473506932613786,6.6586712009427693e-17,2.1462799074074173e-27,2.1445053015237004e-27,6.3355491290865624e-37,1.5266917561816468e-36,0.0,0.0,2.3558811114168893e-17,2.9422161895635694e-30,154.0,0.0,0.9999999998969259,1.0,19.0,4.1894338899402633e-12,3.7279627658101435e-11,3.0801791521836318e-11,3.080185284020586e-11,5.3622477126385959e-16,3.2369372370092131e-18,2.6810001543128883e-18,1.9298856988958342e-18,8.5350533501680559e-16,1.5538177055476215e-26,6.0763438000359256e-21,5.1254742407026132e-21,6.1373422947698675e-28,6.1373419376094655e-28,3.0759847941756456e-35,2.043274307591928e-27,4.9561922833031439e-36,4.4217723333880078e-22,3.6198456562373737e-64,3.3869798487481035e-64,3.3869798491092728e-64,6.3785571015358968e-31,2.1171217653991124e-33,1.0354773380048805e-26,4.2351093604561406e-31,5.7544263740530802e-34,7.5891274571998328e-38,6.1707100786589628e-46,1.0670653089055168e-53,1.1415480341405823e-54,6.2864980216830224e-63,1.8542090537431779e-66,8.6752327670659285e-64,1.0963203214827247e-56,8.4391441308139274e-63,1.2837111294236212e-27,3.300879505360267e-29,2.9733219147878835e-36,1.1099079570226048e-36,5.3305207766569107e-37,4.3842503476258275e-40,2.0957841540946694e-44,1.2384660428332084e-44,2.2066745515185352e-49,3.1821081476035686e-57,7.8267280002723523e-50,6.2667452616387967e-57,2.3058948286468645e-57,3.7453716993193342e-57,4.1969344449726731e-58,4.1969344099848613e-58,6.3425738254994802e-67,8.8092244900576467e-49,3.7401251687612869e-51,2.5794687635748921e-58,4.7899961273616552e-65,1.0245331641229534e-65,5.6566295528408328e-73,2.1163123234860345e-73,7.6681762871146444e-83,1.1213127138435112e-51,9.7790976914577648e-57,3.176559915626658e-66,1.2842547964794055e-83,2.1882231468872081e-91,1.0658789727133239e-91,4.1691914954228424e-61,8.4625742376764328e-30,3.5410609303703142e-37,3.5243094794848048e-37,2.1977274929518482e-37,1.6488261634396302e-64,1.0049073449972799e-69,3.1316069965237704e-67,7.9463145603027338e-77,4.743652547069095e-77,2.9417966850234471e-77,1.1687475495566408e-18,7.5583678350734051e-28,2.6288698347331523e-17,1.9152017548460025e-25
4.173304298316667e-17,0.3647350693261379,9.9880295145418007e-17,4.5597501416781516e-27,4.5570874430951711e-27,1.8808745552737103e-36,4.3653976768773879e-36,0.0,0.0,3.5338846466123202e-17,6.2523024226733073e-30,154.0,0.0,0.99999999984538845,1.0,19.0,6.2841650404138558e-12,5.5918683333130689e-11,4.6202789698253431e-11,4.6202881155748682e-11,1.1394682338318815e-15,6.8785108787314746e-18,5.3619149888669658e-18,4.1009924413303512e-18,1.8136838668774586e-15,3.9354855528227639e-26,1.2912268690113549e-20,1.0891664557000539e-20,1.7549015625142842e-27,1.7549014310584521e-27,1.1321383662099179e-34,5.8424542756785523e-27,1.8241995645713432e-35,9.3962941014664058e-22,1.8677080254912472e-63,1.7475577831111074e-63,1.747557783332847e-63,1.8238747908350866e-30,6.0536632269732594e-33,2.419474642005432e-26,1.209684801051469e-30,1.6453487436170089e-33,2.7932247484488409e-37,2.8172610308146384e-45,5.8626677206468414e-53,6.2718906688068316e-54,4.0555910161163235e-62,1.1962009843159494e-65,5.5954780973132245e-63,6.0234007048810002e-56,4.2191068985420775e-62,3.6705906532960067e-27,7.0143893350306723e-29,8.5018666234424112e-36,3.1735982519405114e-36,1.5238945598116338e-36,1.5565960694736565e-39,6.921104484660466e-44,4.0761165498094331e-44,9.756657449835019e-49,1.6993422745578778e-56,3.4605330295762383e-49,3.3454839623621688e-56,1.2278585911684316e-56,2.0003148651879148e-56,2.2415649702680925e-57,2.2415649478376548e-57,3.9909430102579972e-66,4.0219654307939175e-48,1.707601557870222e-50,1.417234558874878e-57,3.0902009203358191e-64,6.609632673377253e-65,4.2006727985776511e-72,1.5716081220537899e-72,6.4502084758621887e-82,4.9566134361637549e-51,5.2330290876308109e-56,1.9987894411515718e-65,1.0802713640117458e-82,2.0576834899970494e-90,1.0022933923045351e-90,2.2267486367979074e-60,2.4197622825449144e-29,1.3019121765628538e-36,1.2942852650794038e-36,8.0890858562628962e-37,8.8063017421817155e-64,6.3231810186172015e-69,1.5554769890314894e-66,5.7708943335736802e-76,3.4455905820802378e-76,2.1340359648446289e-76,1.7531252902904836e-18,1.6061579722492294e-27,3.9433136540480122e-17,4.0698158902663185e-25
5.564412020457569e-17,0.3647350693261378,1.3317387908824733e-16,7.7774188561376838e-27,7.7738673083285639e-27,4.0983366289291261e-36,9.207903776090952e-36,0.0,0.0,4.7119211765921573e-17,1.0665826302268926e-29,154.0,0.0,0.99999999979385124,1.0,19.0,8.3788961907066488e-12,7.4557208289640345e-11,6.1603786657133954e-11,6.1603908123774234e-11,1.9437816726843638e-15,1.1733946636682168e-17,8.6649137034490744e-18,6.9957793060038356e-18,3.0939041175692554e-15,7.5003144966344358e-26,2.2026845060972243e-20,1.8579926255357462e-20,3.7016017002106843e-27,3.701601366817214e-27,2.8712805158768708e-34,1.2323351343329955e-26,4.6265417904273962e-35,1.6028997088246677e-21,1.0189045510046368e-62,9.5335810213188901e-63,9.5335810225532717e-63,3.8470880268354354e-30,1.2768950012862756e-32,4.358141028800665e-26,2.5491053017651634e-30,3.4704031813484308e-33,7.0840371717737721e-37,8.3972731118659034e-45,2.0156686518733298e-52,2.1563653712185913e-53,1.5837903128990619e-61,4.6714093179801034e-65,2.1847318791045526e-62,2.0709309921692299e-55,1.7593519365552651e-61,7.7422905027196278e-27,1.1965740824738248e-28,1.7932926133372099e-35,6.6939448958998964e-36,3.2137553541391786e-36,3.8628151764705321e-39,1.6034850595412766e-43,9.4194694759197391e-44,2.8492531835129665e-48,5.7321588077075066e-56,1.0105852880277441e-48,1.1281344083354596e-55,4.1309051333399863e-56,6.7479184504215174e-56,7.5620070665717212e-57,7.5620069811057627e-57,1.5314853197976078e-65,1.1988305585209177e-47,5.0898550494518634e-50,4.872728018898913e-57,1.2068018544429995e-63,2.5812278538730433e-64,1.8396191573259763e-71,6.8826628874516054e-72,3.1339913594065232e-81,1.6935356742172398e-50,1.977157734585992e-55,7.6701588537422986e-65,5.2487623703580236e-82,1.0992239652354832e-89,5.3542973923000379e-90,7.5120421917342757e-60,5.1039643235194825e-29,3.2986469229267429e-36,3.2759704655510053e-36,2.0515629901314256e-36,2.9708375023064758e-63,2.4264567699129763e-68,6.577641625430118e-66,2.4863270248862326e-75,1.484728434335389e-75,9.1846724221009928e-76,2.3375030327585636e-18,2.739920840403414e-27,5.2577574660461701e-17,6.9426379701063189e-25
8.346627464739374e-17,0.3647350693261378,1.9976104886750751e-16,1.610016152759892e-26,1.6094829919716683e-26,1.1896236582347969e-35,2.5149685649093213e-35,0.0,0.0,7.0680716732869837e-17,2.2082680985349832e-29,154.0,0.0,0.99999999969077646,1.0,19.0,1.2568358490867914e-11,1.1183301268566287e-10,9.2405777717413001e-11,9.2405959178806238e-11,4.0242897147707387e-15,2.4293676384885265e-17,1.6449419707898073e-17,1.4483748690191176e-17,6.4054346709101794e-15,1.7596133475152488e-25,4.5603852752505391e-20,3.8467432410830046e-20,1.0110238850605771e-26,1.0110237684755047e-26,1.0040598515167697e-33,3.3658508668693419e-26,1.6179087072024696e-34,3.3186052584029387e-21,1.4150879056822785e-61,1.3240548583581189e-61,1.3240548585531167e-61,1.0507617733202532e-29,3.487602051461233e-32,9.5468556691945012e-26,6.9511765843316986e-30,9.4782193164798279e-33,2.4772100994769093e-36,3.6755098503388395e-44,1.0840283820338901e-51,1.1596952416370091e-52,1.0301249071211679e-60,3.0383733217368255e-64,1.4205066815758035e-61,1.1137485661021744e-54,1.5445577008165727e-60,2.1146354159227434e-26,2.4773581644072232e-28,4.8980453503897138e-35,1.8282797009148467e-35,8.775117499905433e-36,1.318561614915775e-38,4.8871072280469339e-43,2.8610689905172195e-43,1.2175024353273081e-47,3.0104643119227238e-55,4.3182894331186646e-48,5.9216211481130374e-55,2.1596489838652518e-55,3.5444138377793578e-55,3.9722495590362431e-56,3.9722495064375483e-56,9.736405383556435e-65,5.2474981759598707e-47,2.2279114682800344e-49,2.6206269043678784e-56,7.8494344218641134e-63,1.6789135131848742e-63,1.4272775074610935e-70,5.3400179957229128e-71,2.8654622049202214e-80,1.0410880937616795e-49,1.4281544908511042e-54,4.876297212010735e-64,4.7990337984070626e-81,1.1716992662621857e-88,5.7073232648916258e-89,3.9460416626205699e-59,1.3940425594628844e-28,1.1516178325774253e-35,1.1417347361601159e-35,7.1743824069311944e-36,1.5605497802214594e-62,1.5426155860824171e-67,5.9179473660807842e-65,1.8865407597827289e-74,1.1268800861274921e-74,6.9559679014418357e-75,3.5062585217649072e-18,5.6726668472041319e-27,7.8866450728706451e-17,1.437387218212789e-24
1.112884290902118e-16,0.36473506932613786,2.66348221613802e-16,2.7380230564126232e-26,2.7373114544882964e-26,2.6015763188388348e-35,5.2621610191489878e-35,0.0,0.0,9.4243435035618982e-17,3.7557552688867089e-29,154.0,0.0,0.99999999958770169,1.0,19.0,1.6757820790364319e-11,1.4910686556593331e-10,1.2320776430038064e-10,1.2320800597868563e-10,6.8441562142119905e-15,4.1317205149927874e-17,2.5821500770925149e-17,2.4632848156896291e-17,1.089379707106292e-14,3.2461948625599551e-25,7.7560273163749861e-20,6.5423077620290635e-20,2.1154021306390444e-26,2.1154018393335646e-26,2.5087868110421077e-33,7.0424106112392156e-26,4.0426798581117321e-34,5.6440831088551205e-21,6.5049689352987857e-61,6.0865022543229374e-61,6.0865022553340911e-61,2.1985490317570816e-29,7.2972370293462587e-32,1.6794003967043203e-25,1.4523395436667592e-29,1.9830614898369715e-32,6.1896397681674972e-36,1.0708348367680262e-43,3.6127575135746792e-51,3.8649336785563199e-52,3.8673151709727529e-60,1.1406731791616154e-63,5.3316373951349434e-61,3.7118065311586964e-54,6.0560900959050697e-60,4.4244773395048747e-26,4.2133405747953985e-28,1.0248357027772381e-34,3.8252885687307736e-35,1.8355564204658679e-35,3.2477461516836973e-38,1.0976635006461836e-42,6.4104998710754324e-43,3.4981757785692433e-47,9.8999182558810389e-55,1.2407478220913817e-47,1.946553049915899e-54,7.0784024598607961e-55,1.1656979126431598e-54,1.3064606357908639e-55,1.3064606164285532e-55,3.6099731307191845e-64,1.5288626825200969e-46,6.4910213385430447e-49,8.7339713819178169e-56,2.9468982275061285e-62,6.3031088616788303e-63,5.9613210494248749e-70,2.2303891118968313e-70,1.3179667771894565e-79,3.4946686343521921e-49,5.4725053298264908e-54,1.8079877756686621e-63,2.2073113264112811e-80,5.8844737030486344e-88,2.8663152101624901e-88,1.2978461280104216e-58,2.9167862503376581e-28,2.8735948407106467e-35,2.8448963409790711e-35,1.7926752789083814e-35,5.1325939116234697e-62,5.7195594820525925e-67,2.3339415651043768e-64,7.7860304517781102e-74,4.6516801038869535e-74,2.8672305722406651e-74,4.6750140171487478e-18,9.647729007300077e-27,1.0515532652789039e-16,2.444621310260372e-24
