Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016)
7.819641981948697e-10,0.3865311742706508,3.1450355410865512e-14,4.7310474764133883e-18,2.8462501936590873e-18,4.6719968241049909e-26,1.4268929886626129e-20,0.0,0.0,4.0193434536454894e-10,2.872860099628634e-16,154.0,0.0,0.9999828373410713,1.0,18.999995698840447,1.7487548527168004e-06,1.9558512428917557e-10,3.398774307457156e-06,7.5419917390979303e-06,9.151539111998604e-08,4.2219846797295177e-06,1.1681088548875262e-11,7.8756986875523718e-08,7.66060126259865e-08,1.5434858408524675e-13,3.7015454976898501e-09,8.0575370125272456e-11,2.4409272971498348e-11,2.4364770403893705e-11,2.577777167100481e-14,6.5017623493173613e-14,1.8724795904553976e-14,2.568916021246126e-10,4.9402653921125032e-24,4.7992927289253603e-24,4.7993121916618897e-24,4.0499651777322656e-12,2.259520273380143e-16,1.7665749094239179e-15,2.8159679222571475e-19,9.90795224449149e-21,3.2585486908358652e-18,1.3020081254002836e-19,2.1483078440066125e-20,8.5241561692960237e-23,4.4380758194812673e-24
8.025322249747029e-10,0.3865311739591008,3.2460482379789298e-14,5.0189960359202379e-18,3.0496822341157848e-18,5.193718084510702e-26,1.5619579046126109e-20,0.0,0.0,4.2223671858515228e-10,3.1541924937754703e-16,154.0,0.0,0.99998238582779153,1.0,18.999995557765832,1.7947459769903393e-06,1.9558504056619032e-10,3.4602409403500319e-06,7.7403501734451184e-06,9.3925232350628915e-08,4.3609585268226951e-06,1.1988307515807207e-11,8.0836805131190414e-08,7.8623250806921009e-08,1.5942923510731235e-13,3.8988171256127654e-09,8.360100452270242e-11,2.6046697794209939e-11,2.5999206197732263e-11,2.7507777730884861e-14,6.8435396191381637e-14,1.9983818712744967e-14,2.7066102174818327e-10,5.783549829322946e-24,5.6185534054116731e-24,5.618576825935089e-24,4.3735527750570311e-12,2.4267895873008084e-16,1.8132267115359456e-15,2.9097121412951613e-19,1.0388341337927745e-20,3.4950751430985815e-18,1.4276582761738033e-19,2.4142995244957022e-20,9.5830233215616598e-23,5.1249478894597858e-24
8.231002517545361e-10,0.3865311736472645,3.3479702550554479e-14,5.3161962742124632e-18,3.2634978847803222e-18,5.7588398231550692e-26,1.7065829464650413e-20,0.0,0.0,4.4302098209383263e-10,3.4553147626999535e-16,154.0,0.0,0.99998193431021742,1.0,18.999995416561045,1.8407367719654118e-06,1.9558495660552317e-10,3.521577471226802e-06,7.9387080694393198e-06,9.6335072441370477e-08,4.5000620614062809e-06,1.2295525644789034e-11,8.2916617714716714e-08,8.0640488044274355e-08,1.6451462729928684e-13,4.1012096647193056e-09,8.6649406412445681e-11,2.7744704928818185e-11,2.7694113574450766e-11,2.9301820701074115e-14,7.1938045145047564e-14,2.1289533626651715e-14,2.8479420675381803e-10,6.742005782977933e-24,6.5497123613204268e-24,6.549740405043136e-24,4.7135274017439606e-12,2.6013936435374029e-16,1.8598783864174269e-15,3.0044653596190838e-19,1.0882199609233921e-20,3.7425904631735336e-18,1.5617575234336378e-19,2.7049117750926513e-20,1.0740404731989047e-22,5.8958444859825605e-24
8.436682785343693e-10,0.38653117333517567,3.4507995362733868e-14,5.6226871311151547e-18,3.4880592966433164e-18,6.3698256810155313e-26,1.8612523106237301e-20,0.0,0.0,4.6428693543023411e-10,3.7771132791791473e-16,154.0,0.0,0.99998148278834853,1.0,18.999995275241456,1.8867272376440302e-06,1.9558487362810727e-10,3.5827992732858559e-06,8.1370654267131045e-06,9.8744911391552226e-08,4.6392799101736561e-06,1.2602742935254359e-11,8.4996424622204679e-08,8.2657724337712542e-08,1.6960419863734503e-13,4.3087230965998436e-09,8.9719959426288495e-11,2.9503742329335256e-11,2.9449939668085789e-11,3.1160374335857813e-14,7.5525376155686389e-14,2.2642286867521606e-14,2.9929148121317745e-10,7.8276091947031957e-24,7.6044064475275663e-24,7.6044398694038507e-24,5.0702662260336464e-12,2.7834296357343366e-16,1.9065299339810436e-15,3.1002284735395231e-19,1.13898084112424e-20,4.0013817041856998e-18,1.7046519845723534e-19,3.0217004287439042e-20,1.2002582961522537e-22,6.7584640147050495e-24
8.642363053142025e-10,0.3865311730228646,3.5545340298703687e-14,5.9385069046885829e-18,3.7237359428284821e-18,7.0292199729744658e-26,2.0264669622372053e-20,0.0,0.0,4.8603440165858841e-10,4.1204934843954732e-16,154.0,0.0,0.99998103126218507,1.0,18.999995133820615,1.9327173740282056e-06,1.9558479009093749e-10,3.6439199014901323e-06,8.335422244898838e-06,1.0115474920198312e-07,4.7785985180109388e-06,1.2909959386647822e-11,8.7076225849879667e-08,8.4674959688129043e-08,1.746974535680185e-13,4.5213574028352577e-09,9.2812078890965309e-11,3.1324245976135507e-11,3.1267119660977839e-11,3.308389972120225e-14,7.9197195469050863e-14,2.4042415383164618e-14,3.1415316895931921e-10,9.0532068995615528e-24,8.7951189161491833e-24,8.7951585698518658e-24,5.4441458422842959e-12,2.9729919723890914e-16,1.9531813541432001e-15,3.1970023794182623e-19,1.1911451519851847e-20,4.2717416110981154e-18,1.8566951514305932e-19,3.3662781268756204e-20,1.3376074583247688e-22,7.7209882332961825e-24
8.848043320940357e-10,0.3865311727103573,3.6591716883391779e-14,6.2636933181094215e-18,3.9709046044865154e-18,7.7396486577949213e-26,2.2027449706060812e-20,0.0,0.0,5.0826322458666463e-10,4.4863798975757929e-16,154.0,0.0,0.99998057973172705,1.0,18.999994992310466,1.9787071811199499e-06,1.9558470593764201e-10,3.7049513074865334e-06,8.5337785236288759e-06,1.035645858726827e-07,4.9180059330826158e-06,1.3217174998393392e-11,8.9156021393937611e-08,8.6692194095755508e-08,1.7979395515098286e-13,4.7391125649969257e-09,9.5925208898403162e-11,3.3206640478094406e-11,3.3146077384804751e-11,3.5072845912266343e-14,8.2953309774118957e-14,2.5490247315973894e-14,3.2937959360180266e-10,1.0432553662758657e-23,1.0135215432383533e-23,1.0135262280138493e-23,5.8355423303281697e-12,3.1701723648557608e-16,1.9998326468173702e-15,3.2947879725724773e-19,1.2447414842534703e-20,4.553968651050247e-18,2.0182480530346519e-19,3.7403152622569006e-20,1.4867634263480086e-22,8.7920999683823154e-24
9.053723588738689e-10,0.38653117239767726,3.7647104684057585e-14,6.5982835787039732e-18,4.2299493578214103e-18,8.5038203044437406e-26,2.3906218439762552e-20,0.0,0.0,5.3097326631180427e-10,4.8757161242617027e-16,154.0,0.0,0.99998012819697446,1.0,18.999994850721556,2.0246966589212731e-06,1.955846229092002e-10,3.7659040292483466e-06,8.7321342625356397e-06,1.0597442140271629e-07,5.0574916171935799e-06,1.3524389769920936e-11,9.1235811250478614e-08,8.8709427560024043e-08,1.8489331812643108e-13,4.961988564646728e-09,9.9058819704436937e-11,3.5151339619942207e-11,3.5087225866930505e-11,3.7127650512890832e-14,8.6793526202080262e-14,2.6986102428286269e-14,3.4497107854153448e-10,1.1980349690445962e-23,1.1638980548527778e-23,1.1639035671633952e-23,6.2448313088478184e-12,3.3750599125771917e-16,2.0464838119159445e-15,3.3935861472912974e-19,1.2997986161789975e-20,4.8483670368219119e-18,2.1896794171336792e-19,4.1455409456917458e-20,1.6484258941354153e-22,9.9810011372319192e-24
9.259403856537021e-10,0.386531172084845,3.8711483310099825e-14,6.942314430037814e-18,4.5012615621363837e-18,9.3245270547061333e-26,2.5906508637663045e-20,0.0,0.0,5.541644050563445e-10,5.289464863355844e-16,154.0,0.0,0.99997967665792709,1.0,18.999994709063174,2.0706858074341889e-06,1.9558453961884171e-10,3.8267873583535817e-06,8.9304894612514562e-06,1.0838425579280989e-07,5.1970462785147147e-06,1.3831603700679066e-11,9.3315595415673769e-08,9.0726660081755885e-08,1.8999520279989692e-13,5.189985383337038e-09,1.0221240541845437e-10,3.7158746860835067e-11,3.709096782806116e-11,3.9248740203421217e-14,9.0717652325320063e-14,2.8530292489758945e-14,3.6092794698520556e-10,1.3712278603865447e-23,1.3321654629745327e-23,1.3321719239808081e-23,6.6723879833349433e-12,3.5877411856322822e-16,2.0931348493546341e-15,3.4933977982887943e-19,1.3563454909302428e-20,5.1552467442471579e-18,2.3713658303095814e-19,4.5837439959817321e-20,1.8233192104891449e-22,1.1297431081468755e-23
9.465084124335352e-10,0.3865311717718787,3.978483241288857e-14,7.2958221978512648e-18,4.7852398487980869e-18,1.0204645582046912e-25,2.8034034182720963e-20,0.0,0.0,5.7783653325953549e-10,5.7286079130861203e-16,154.0,0.0,0.99997922511458548,1.0,18.999994567343517,2.1166746266607069e-06,1.9558445530892627e-10,3.8876094874417964e-06,9.128844119408603e-06,1.1079408904335542e-07,5.3366617241295399e-06,1.4138816790089999e-11,9.5395373885736296e-08,9.2743891661491811e-08,1.9509930965119146e-13,5.4231030026107199e-09,1.0538548195119715e-10,3.9229255789388804e-11,3.915769613644344e-11,4.1436531222418863e-14,9.472549615641329e-14,3.0123121630848231e-14,3.7725052195921317e-10,1.5645045866516861e-23,1.5199471221583149e-23,1.5199546672489329e-23,7.118587189142167e-12,3.8083003046811352e-16,2.1397857590470895e-15,3.5942238193852378e-19,1.4144111967857618e-20,5.474923524293957e-18,2.5636918964731112e-19,5.0567739525689856e-20,2.0121928161395798e-22,1.2751685219968136e-23
9.670764392133684e-10,0.38653117145879407,4.0867131685618614e-14,7.6588428305627265e-18,5.082290111025678e-18,1.1147138046686094e-25,3.0294693358881962e-20,0.0,0.0,6.0198955589585407e-10,6.194146176019655e-16,154.0,0.0,0.99997877356694942,1.0,18.999994425569806,2.1626631166028402e-06,1.9558437213241264e-10,3.9483776401749237e-06,9.3271982366394491e-06,1.1320392115319945e-07,5.4763307300764259e-06,1.4446029037578248e-11,9.7475146656793031e-08,9.4761122298478029e-08,2.0020537458360982e-13,5.6613414040011328e-09,1.0857758519073669e-10,4.1363250539978388e-11,4.1287794223400138e-11,4.3691429807350899e-14,9.8816866147119604e-14,3.1764886666131635e-14,3.9393912632298488e-10,1.7796417654037748e-23,1.7289694849246863e-23,1.7289782649910064e-23,7.5838034301080911e-12,4.0368190183894436e-16,2.1864365409058659e-15,3.6960651031509146e-19,1.474024949727365e-20,5.8077189104646381e-18,2.7670503935841692e-19,5.5665421102432354e-20,2.2158216899914705e-22,1.4354634027873356e-23
9.876444659932016e-10,0.38653117114560537,4.1958360863181312e-14,8.031411934995195e-18,5.3928254944190481e-18,1.2155053046867075e-25,3.2694572178823579e-20,0.0,0.0,6.2662338899240205e-10,6.6870996632449833e-16,154.0,0.0,0.99997832201501902,1.0,18.999994283748403,2.2086512772625987e-06,1.9558428912977678e-10,4.0090981858127442e-06,9.5255518125763619e-06,1.1561375212284112e-07,5.6160469267758172e-06,1.4753240442597821e-11,9.9554913724976223e-08,9.6778351993343421e-08,2.0531316473556947e-13,5.9047005690321209e-09,1.1178826937940891e-10,4.3561106174667272e-11,4.3481636464558696e-11,4.6013832598880287e-14,1.0299157118737342e-13,3.3455877390873398e-14,4.1099408278165322e-10,2.0185260156478336e-23,1.9610659238632714e-23,1.9610761066537847e-23,8.0684109132017166e-12,4.2733767784119485e-16,2.2330871948464891e-15,3.7989225429855351e-19,1.5352160781030382e-20,6.1539602221104146e-18,2.9818424284584854e-19,6.1150225752729279e-20,2.4350068043407201e-22,1.6117742348457992e-23
9.999999999999999e-10,0.386531170832325,4.2618164179391086e-14,8.2598255066139967e-18,5.5860273274501006e-18,1.2793281019143862e-25,3.4205760023742458e-20,0.0,0.0,6.4165245247393582e-10,6.9968377023818489e-16,154.0,0.0,0.99997805075867752,1.0,18.999994198533525,2.2362769232624776e-06,1.9558423865004853e-10,4.0455534433374144e-06,9.644705634338986e-06,1.1706137456844835e-07,5.6999969416012158e-06,1.4937786712723289e-11,1.0080425944903176e-07,9.7990132834203146e-08,2.0838223667849158e-13,6.0533522003336303e-09,1.1372573145640559e-10,4.491224883298843e-11,4.4830311812527548e-11,4.7441553141687196e-14,1.0553936847129354e-13,3.449546719121977e-14,4.2141553265031131e-10,2.1742737778905377e-23,2.1123891877414346e-23,2.1124003013843545e-23,8.3690011077745763e-12,4.4193780594761112e-16,2.2611109076542823e-15,3.8611995361471099e-19,1.5727451855893779e-20,6.368555998115295e-18,3.1165388074744472e-19,6.4639624614528938e-20,2.5744977158669586e-22,1.7258879947913779e-23
1.0082124927730348e-09,0.386531170832325,4.3058499722052301e-14,8.4135648079017721e-18,5.7172663881493056e-18,1.3231526566305849e-25,3.5239947707556495e-20,0.0,0.0,6.5173795832139564e-10,7.2085074978250891e-16,154.0,0.0,0.99997787045879438,1.0,18.999994141884937,2.2546391086419946e-06,1.9558420473561367e-10,4.0697767402576415e-06,9.7239048468516461e-06,1.1802358195310125e-07,5.7558046979878568e-06,1.5060451004570399e-11,1.0163467508648718e-07,9.8795580746985232e-08,2.1042247478610938e-13,6.1531804792180121e-09,1.1501710566778544e-10,4.5823189034608289e-11,4.5739588530607247e-11,4.8404127012822091e-14,1.0724942060428376e-13,3.5196376853825665e-14,4.2841571389804549e-10,2.2831579302743165e-23,2.2181805949202504e-23,2.2181923664778678e-23,8.5727835795899244e-12,4.5180508120123492e-16,2.2797377207822012e-15,3.902797031622984e-19,1.5980140091780548e-20,6.5139805641785644e-18,3.2084775895508934e-19,6.7042533422987501e-20,2.6705755888166906e-22,1.8053089044370985e-23
1.028780519552868e-09,0.38653117051896374,4.4167528080193207e-14,8.8053364637867889e-18,6.0560404167431049e-18,1.4379782917816668e-25,3.7937291382169779e-20,0.0,0.0,6.7733319824704284e-10,7.7594279176123899e-16,154.0,0.0,0.99997741889827563,1.0,18.999993999984355,2.3006266107430391e-06,1.9558412130589804e-10,4.1304182551680311e-06,9.9222573390976724e-06,1.2043341064271863e-07,5.8955990917010359e-06,1.5367660722912859e-11,1.0371443073748439e-07,1.0081280855855709e-07,2.155331236973709e-13,6.4067811160636221e-09,1.1826368082504581e-10,4.8149857064235232e-11,4.8062007710891493e-11,5.0862691583286144e-14,1.1159022416113805e-13,3.6986661608850644e-14,4.4620434210397614e-10,2.5756560897190959e-23,2.502372340900005e-23,2.5023859070851561e-23,9.097295132486939e-12,4.77091619239398e-16,2.3263881186255651e-15,4.0076894601660913e-19,1.6624482573221904e-20,6.8881188238381673e-18,3.4473740976325027e-19,7.3363373913129709e-20,2.923382402798477e-22,2.0173386994625834e-23
1.0493485463327012e-09,0.3865311702055314,4.5285425796965238e-14,9.2067616594547987e-18,6.4095824323997999e-18,1.5603135683114055e-25,4.0793272327975934e-20,0.0,0.0,7.0340905070879552e-10,8.3409382775090541e-16,154.0,0.0,0.99997696733346286,1.0,18.999993858051013,2.3466137835677427e-06,1.9558403859903746e-10,4.1910270965329144e-06,1.0120609288946864e-05,1.2284323819181117e-07,6.0354257415594991e-06,1.5674869597085923e-11,1.0579418067408673e-07,1.0283003542836624e-07,2.2064495184253137e-13,6.6655024610642448e-09,1.2152759608777857e-10,5.0541460111141141e-11,5.0449243212742834e-11,5.3389896280072096e-14,1.1601379205639871e-13,3.88270019476198e-14,4.643602897108377e-10,2.8982611158605229e-23,2.815818634232242e-23,2.8158342223347576e-23,9.6423190621069865e-12,5.0320459068128615e-16,2.3730383882926738e-15,4.1136007209636963e-19,1.7285484135755688e-20,7.2767196643714413e-18,3.6989589543004144e-19,8.0134438040405497e-20,3.1943090160500127e-22,2.2492003443508627e-23
1.0699165731125344e-09,0.38653116989203645,4.6412172773053182e-14,9.6178749156711869e-18,6.7783345077862995e-18,1.6904988648795363e-25,4.3814760671285304e-20,0.0,0.0,7.299654643249843e-10,8.9541350512490197e-16,154.0,0.0,0.99997651576435598,1.0,18.99999371608877,2.3926006271181188e-06,1.955839542293713e-10,4.2516071139432685e-06,1.0318960696031621e-05,1.2525306460163528e-07,6.1752807975932615e-06,1.5982077626512748e-11,1.0787392489246885e-07,1.0484726135767221e-07,2.2575781847268269e-13,6.9293444957056639e-09,1.2480846613125649e-10,5.2998340204218443e-11,5.2901636439108506e-11,5.5986102803041341e-14,1.2051993492270803e-13,4.0717662115396176e-14,4.8288387891949885e-10,3.2533397651911345e-23,3.1608195580717153e-23,3.1608374185145076e-23,1.0208228668011651e-11,5.3015109225425114e-16,2.4196885296961753e-15,4.2205317060570905e-19,1.7963441365060821e-20,7.6801335166716719e-18,3.9636680882744163e-19,8.7378088990356481e-20,3.4842650973173455e-22,2.5022980707378632e-23
1.1110526266722008e-09,0.38653116926488773,4.8692134312158066e-14,1.0469302619516159e-17,7.563273191431925e-18,1.9758266932217539e-25,5.0382764907909139e-20,0.0,0.0,7.8451979847136778e-10,1.0280069335649797e-15,154.0,0.0,0.99997561261326129,1.0,18.999993432090744,2.4845733264039296e-06,1.955837872507146e-10,4.3726938346228707e-06,1.0715661880437543e-05,1.3007271399985325e-07,6.4550629688955152e-06,1.6596491148817789e-11,1.1203339615919716e-07,1.088817103925678e-07,2.3598618610471706e-13,7.4723905598064001e-09,1.314195912640207e-10,5.8109262042715944e-11,5.8003224144276422e-11,6.1386928356003828e-14,1.2977919026401345e-13,4.4650969843885544e-14,5.2103527044706208e-10,4.0710405537912316e-23,3.9553229238044083e-23,3.9553461818271446e-23,1.1404197266997898e-11,5.8657210033572905e-16,2.5129884273648568e-15,4.4374564104177825e-19,1.9371412096323712e-20,8.5328307483541509e-18,4.5342483949698449e-19,1.0337603573648436e-19,4.1250468376906714e-22,3.0781690031185711e-23
1.1521886802318672e-09,0.38653116863756753,5.1007252727091643e-14,1.1359891692462114e-17,8.4145372102802403e-18,2.2968687481551045e-25,5.7700410811986017e-20,0.0,0.0,8.4099589545441178e-10,1.1746384979729771e-15,154.0,0.0,0.99997470944499245,1.0,18.999993148012884,2.5765447086165623e-06,1.9558362011731417e-10,4.493701030968276e-06,1.1112360889375087e-05,1.3489235883742425e-07,6.7349229886218836e-06,1.7210901285310075e-11,1.1619284450697102e-07,1.1291615566493431e-07,2.4621739975241278e-13,8.0359191600616527e-09,1.3809420975075944e-10,6.3485211839986894e-11,6.3369355348175499e-11,6.7067906393537888e-14,1.3936648389216102e-13,4.8788585120569597e-14,5.6066109241840728e-10,5.0503731724648056e-23,4.9068889741539478e-23,4.906918955903226e-23,1.2688184222654534e-11,6.4640761488147673e-16,2.606287810945834e-15,4.6584707003404593e-19,2.0850778143530955e-20,9.449128871911744e-18,5.1627864038158321e-19,1.215500096522486e-19,4.853582005304598e-22,3.7576165485715924e-23
1.1933247337915337e-09,0.3865311680101154,5.3357368705002479e-14,1.228991149345246e-17,9.335922436113251e-18,2.6566822561691395e-25,6.5830232646615365e-20,0.0,0.0,8.9939351486803117e-10,1.3362542151755732e-15,154.0,0.0,0.99997380625955057,1.0,18.999992863872784,2.668514773772107e-06,1.9558345319080695e-10,4.6146463029614564e-06,1.1509057719904431e-05,1.3971199911407352e-07,7.0148432534479299e-06,1.7825308031437097e-11,1.2035226990492637e-07,1.1695059717617762e-07,2.5645081586595543e-13,8.6199301480148894e-09,1.4482963998383896e-10,6.9128668703062037e-11,6.9002504621013695e-11,7.3031658564595244e-14,1.4928031639782999e-13,5.3132423117894892e-14,6.0176391932146507e-10,6.2152386247378805e-23,6.038746831181239e-23,6.0387851192719464e-23,1.406317086306606e-11,7.0970776427400841e-16,2.6995866797460688e-15,4.8835816984705154e-19,2.2403929430406936e-20,1.0432037679700356e-17,5.8531053236283457e-19,1.4210431912311073e-19,5.6782038615463831e-22,4.5545245286896723e-23
1.2344607873512e-09,0.38653116738255977,5.5742323589312515e-14,1.325962897007196e-17,1.033133969926863e-17,3.0584776272078301e-25,7.4838297732378163e-20,0.0,0.0,9.5971246688110871e-10,1.5138306982362019e-15,154.0,0.0,0.99997290305693687,1.0,18.999992579684143,2.7604835218866545e-06,1.9558328607357718e-10,4.7355433381118008e-06,1.1905752369085971e-05,1.4453163482992972e-07,7.2948100724296618e-06,1.8439711382652518e-11,1.2451167232230366e-07,1.2098503492802961e-07,2.6668593392604724e-13,9.2244233750572154e-09,1.5162334711297185e-10,7.5042007752695307e-11,7.4905042737074404e-11,7.9280696541044674e-14,1.5951919522381497e-13,5.7684318632964666e-14,6.4434632460821699e-10,7.5919615870532385e-23,7.376481852979866e-23,7.3765303236267009e-23,1.5532136937513225e-11,7.7652001066713784e-16,2.7928850330756018e-15,5.1127965248252809e-19,2.4033260998191793e-20,1.1484657853707756e-17,6.609184467218288e-19,1.6525517783325168e-19,6.6077414438594337e-22,5.4840684476475223e-23
1.2755968409108665e-09,0.38653116675492566,5.8161959378634803e-14,1.4269308928388127e-17,1.1404814632228669e-17,3.5056213586687763e-25,8.4794311812023633e-20,0.0,0.0,1.0219526011957795e-09,1.7083751560534289e-15,154.0,0.0,0.99997199983715213,1.0,18.999992295457581,2.8524509529762963e-06,1.9558311894077574e-10,4.8564027647706425e-06,1.2302444833980423e-05,1.4935126598481724e-07,7.5748128137090594e-06,1.9054111334409405e-11,1.2867105172835506e-07,1.2501946892195652e-07,2.7692236524874419e-13,9.8493986924273409e-09,1.5847292828582407e-10,8.12275056277723e-11,8.107924216903783e-11,8.5817427841496781e-14,1.7008163463371902e-13,6.244603035087364e-14,6.8841088086856414e-10,9.2094299468589981e-23,8.9481713865651927e-23,8.9482322504105345e-23,1.7098060923609873e-11,8.4688931557771091e-16,2.8861828702447372e-15,5.3461222970394832e-19,2.5741171904155893e-20,1.2610180357962457e-17,7.4351633870924834e-19,1.9123110632241086e-19,7.6515368654999342e-22,6.562790975327667e-23
1.3167328944705329e-09,0.38653116612723065,6.0616118725808266e-14,1.5319214249607861e-17,1.2560487523467444e-17,4.001638916627966e-25,9.5771724285900714e-20,0.0,0.0,1.0861137982222744e-09,1.9209253922341139e-15,154.0,0.0,0.99997109660019823,1.0,18.999992011201353,2.9444170670571225e-06,1.9558295184128607e-10,4.9772328341502542e-06,1.2699135111648838e-05,1.5417089257862752e-07,7.8548432225110718e-06,1.9668507882160299e-11,1.3283040809227643e-07,1.290538991594699e-07,2.8715980805250269e-13,1.0494855951211588e-08,1.6537610023612111e-10,8.7687345497435733e-11,8.7527282090922971e-11,9.2644161133939493e-14,1.8096615568078351e-13,6.7419244725468158e-14,7.3396015997950826e-10,1.1099236268552396e-22,1.0784522405821161e-22,1.0784598252662552e-22,1.8763920278945471e-11,9.2085829556483747e-16,2.9794801905625166e-15,5.5835661307719464e-19,2.753006434552494e-20,1.3811885793334686e-17,8.3353458758014172e-19,2.2027334135840404e-19,8.8194629660699563e-22,7.8086799525438279e-23
1.3578689480301993e-09,0.38653116549948924,6.3104644937012859e-14,1.6409606062833735e-17,1.380261317989449e-17,4.5502175943411634e-25,1.0784783332484296e-19,0.0,0.0,1.1521959620833367e-09,2.1525498036637157e-15,154.0,0.0,0.99997019334607595,1.0,18.999991726921877,3.0363818641452222e-06,1.955827847246047e-10,5.0980399609531478e-06,1.3095823199152505e-05,1.5899051461130498e-07,8.1348948805270433e-06,2.0282901021357378e-11,1.3698974138327502e-07,1.3308832564211481e-07,2.9739802769409146e-13,1.1160795002343878e-08,1.7233068882950742e-10,9.4423621646863341e-11,9.4251252955464767e-11,9.9763111087019547e-14,1.921712861768575e-13,7.2605579528868911e-14,7.8099673323016139e-10,1.3295821096119358e-22,1.2919010946150288e-22,1.291910479377368e-22,2.0532691644634739e-11,9.9846736854283577e-16,3.0727769933382372e-15,5.8251351400546476e-19,2.9402342968194017e-20,1.5093143722627448e-17,9.3142038354079728e-19,2.5263625245131466e-19,1.01219412871201e-21,9.2412489666491797e-23
1.3990050015898657e-09,0.38653116487171246,6.5627381970946213e-14,1.7540743878498948e-17,1.5135560797016404e-17,5.1552093475740188e-25,1.2110389086155524e-19,0.0,0.0,1.2201990152573579e-09,2.4043473788704579e-15,154.0,0.0,0.99996929007478663,1.0,18.999991442624136,3.1283453442566869e-06,1.9558261760420846e-10,5.2188291373614027e-06,1.3492509093552947e-05,1.6381013208275976e-07,8.4149627919350813e-06,2.0897290747452502e-11,1.4114905157057017e-07,1.3712274837139739e-07,3.0763684153414928e-13,1.1847215696605713e-08,1.7933462037687964e-10,1.0143834366728316e-10,1.0125316067645494e-10,1.0717640280236258e-13,2.036955606615099e-13,7.8006587093578987e-14,8.2952317142414435e-10,1.5836618061931239e-22,1.5388023306659018e-22,1.5388138653991823e-22,2.240735100522612e-11,1.0797548909243175e-15,3.1660732778814655e-15,6.0708364375755909e-19,3.136041434014397e-20,1.6457411969962374e-17,1.0376381016924908e-18,2.8858776514166133e-19,1.1569960360098457e-21,1.0881620603872026e-22
1.4401410551495321e-09,0.38653116424390865,6.8184174438029822e-14,1.871288569048508e-17,1.6563813835399803e-17,5.8206336068048932e-25,1.3562520746518604e-19,0.0,0.0,1.2901228945266046e-09,2.6774476961799511e-15,154.0,0.0,0.99996838678633149,1.0,18.999991158312028,3.2203075074076072e-06,1.9558245048388403e-10,5.3396042461681056e-06,1.3889192791911891e-05,1.6862974499290737e-07,8.6950430702760077e-06,2.1511677055897302e-11,1.4530833862336834e-07,1.4115716734881804e-07,3.178761074898646e-13,1.2554117884626187e-08,1.8638591437989717e-10,1.0873344030636674e-10,1.0853493047208397e-10,1.1488607588739247e-13,2.1553752037128411e-13,8.3623757290892042e-14,8.7954204496362613e-10,1.8762200729313332e-22,1.8230998949881026e-22,1.8231139834683934e-22,2.4390873813630844e-11,1.1647572860283669e-15,3.2593690435014819e-15,6.3206771349108189e-19,3.3406686555923506e-20,1.7908235901347181e-17,1.1526696632908843e-18,3.284097904838848e-19,1.3175094284988588e-21,1.275261244878042e-22
1.4812771087091985e-09,0.3865311636160847,7.077486759960921e-14,1.9926288056452182e-17,1.8091969901762395e-17,6.5506800667754543e-25,1.5150125710676697e-19,0.0,0.0,1.3619675478333466e-09,2.9730109218218865e-15,154.0,0.0,0.99996748348071207,1.0,18.999990873988555,3.3122683536140721e-06,1.9558228335864426e-10,5.4603683037462387e-06,1.4285874291291245e-05,1.7344935334166793e-07,8.9751326954901496e-06,2.2126059942143239e-11,1.4946760251087404e-07,1.4519158257587085e-07,3.281157151526241e-13,1.3281501416881985e-08,1.934826773066868e-10,1.1631076304861814e-10,1.1609841043877404e-10,1.2289408824237742e-13,2.276957132090946e-13,8.9458520299790513e-14,9.3105592391883465e-10,2.2116431051875787e-22,2.1490574985447286e-22,2.1490746046764618e-22,2.6486235090643952e-11,1.253509164439512e-15,3.3526642895075208e-15,6.5746643427170537e-19,3.5543568931490932e-20,1.944924769447689e-17,1.2770148849697399e-18,3.7239865993110238e-19,1.4949521568601567e-21,1.487882585068417e-22
