Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144)
3.4130047535726557e-12,0.39785918820919264,1.1838598150070787e-11,3.4523073822016338e-17,3.4521735799026833e-17,3.9937015710690943e-27,1.3377223788665273e-21,0.0,0.0,1.3874742947103898e-11,1.1512444803697311e-19,154.0,0.0,0.99998535354418194,1.0,18.999999957723741,5.9001932825324303e-07,8.5108755810128054e-07,4.0002441659631868e-06,4.0271671421855457e-06,1.9553203108365013e-06,3.4548973538645022e-08,1.5592688436516687e-12,7.7118510330654104e-09,3.1802046517419065e-06,3.7305796903712344e-16,7.2034061836393331e-11,7.1518456103269353e-11,6.5849074812039158e-13,6.5816586700811167e-13,2.2141698266369266e-16,8.2661546637419993e-13,1.0346412961627321e-16,5.2388550698788062e-12
3.4756718449690788e-12,0.3978591882059309,1.2056587663179933e-11,3.5803711906412362e-17,3.5802298796351491e-17,4.2697902910166318e-27,1.4128063110648337e-21,0.0,0.0,1.4324089501350065e-11,1.2134482334486853e-19,154.0,0.0,0.99998508489658411,1.0,18.999999956288296,6.0085269952699402e-07,8.5117044185867523e-07,4.0730724929729755e-06,4.1010695066837594e-06,1.9970346334926037e-06,3.5802017139582335e-08,1.5878835366316083e-12,7.8937747754065593e-09,3.2480504199069556e-06,3.8658834845982243e-16,7.4702716378130239e-11,7.4148735238151487e-11,6.9529059134501609e-13,6.949464719980557e-13,2.3422077622389057e-16,8.6134676771242633e-13,1.0989857073646052e-16,5.4329477433494563e-12
3.538338936365502e-12,0.3978591882026202,1.2274599460497163e-11,3.7107717039494593e-17,3.710622608292831e-17,4.5598410984744691e-27,1.4906498421266912e-21,0.0,0.0,1.4780450174926334e-11,1.277974134433033e-19,154.0,0.0,0.99998481624923763,1.0,18.999999954831313,6.1168606607332845e-07,8.512431181321936e-07,4.1458793893151031e-06,4.1749716364166842e-06,2.038752760531567e-06,3.7076399984330323e-08,1.6164981386984859e-12,8.0758899467159833e-09,3.3159023784059607e-06,4.0034915071132539e-16,7.7419897216341129e-11,7.6825783872905318e-11,7.3343129599671097e-13,7.3306719084776545e-13,2.4750766109843653e-16,8.968094028375348e-13,1.1659748784699634e-16,5.6305702066474217e-12
3.601006027761925e-12,0.3978591881992605,1.2492633542454363e-11,3.8435091609889141e-17,3.8433519997490415e-17,4.8643129307517414e-27,1.5713028704743199e-21,0.0,0.0,1.5243824853043278e-11,1.3448735693177938e-19,154.0,0.0,0.99998454760212008,1.0,18.999999953352859,6.2251942789224971e-07,8.5130684080230054e-07,4.2186649048576282e-06,4.2488735457299732e-06,2.0804742230830867e-06,3.8372072219166689e-08,1.6451126554087936e-12,8.2581822013627738e-09,3.3837597646521212e-06,4.1433983746725313e-16,8.0185604175693296e-11,7.9549564197001948e-11,7.7293648450522584e-13,7.7255163179284395e-13,2.6128646079297309e-16,9.3300335714890509e-13,1.235662515887891e-16,5.8317224629614904e-12
3.663673119158348e-12,0.3978591881958522,1.271068990948734e-11,3.9785838006268544e-17,3.9784182878812475e-17,5.1836720902633672e-27,1.6548152995700098e-21,0.0,0.0,1.5714213421800939e-11,1.4141983879153256e-19,154.0,0.0,0.99998427895521169,1.0,18.999999951852988,6.333527849837613e-07,8.5136270972574995e-07,4.291429089352165e-06,4.3227752478948234e-06,2.1221986098717762e-06,3.9688984106774353e-08,1.6737270919004487e-12,8.440638268166308e-09,3.4516219097330052e-06,4.2855987166014006e-16,8.2999837089916704e-11,8.2320038451950719e-11,8.138297602083221e-13,8.1342338398809578e-13,2.7556599167387182e-16,9.6992860830503177e-13,1.3081022855256018e-16,6.0364045161395335e-12
3.726340210554771e-12,0.39785918819239546,1.292876856203549e-11,4.1159958617352214e-17,4.1158217065710988e-17,5.5183922458859826e-27,1.7412370379161717e-21,0.0,0.0,1.6191615768139278e-11,1.486000903726463e-19,154.0,0.0,0.99998401030849537,1.0,18.999999950331773,6.4418613734786575e-07,8.514116896538753e-07,4.3641719924341583e-06,4.3966767551884473e-06,2.1639255601429518e-06,4.1027086025969681e-08,1.7023414529266862e-12,8.6232458699235122e-09,3.5194882269047966e-06,4.4300871747653514e-16,8.5862595801125179e-11,8.5137168931196335e-11,8.561347073780409e-13,8.5570601753381824e-13,2.9035506297808698e-16,1.0075851271753262e-12,1.3833478124466375e-16,6.2446163706391442e-12
3.789007301951193e-12,0.39785918818889027,1.3146869500541497e-11,4.2557455831906762e-17,4.2555624897044815e-17,5.8689544343144139e-27,1.8306179990553948e-21,0.0,0.0,1.6676031779792279e-11,1.5603338938119886e-19,154.0,0.0,0.99998374166195592,1.0,18.99999994878927,6.5501948498456593e-07,8.5145462682750499e-07,4.4368936636231581e-06,4.4705780789685291e-06,2.2056547574572021e-06,4.238632847143124e-08,1.7309557428875215e-12,8.8059936489631953e-09,3.5873582014995758e-06,4.5768584035412815e-16,8.8773880159188451e-11,8.8000917980015723e-11,8.9987489124691944e-13,8.9942308350203838e-13,3.0566247682298864e-16,1.0459728786750254e-12,1.4614526805810004e-16,6.456358031481985e-12
3.851674393347616e-12,0.3978591881853369,1.3364992725451053e-11,4.3978332038746366e-17,4.3976408711715324e-17,6.2358470614186475e-27,1.9230081015705044e-21,0.0,0.0,1.7167461345245399e-11,1.6372505986644544e-19,154.0,0.0,0.99998347301557999,1.0,18.99999994722554,6.6585282789386469e-07,8.514922635349099e-07,4.5095941523230812e-06,4.5444792297420832e-06,2.2473859242466607e-06,4.3766662053429318e-08,1.7595699658505045e-12,8.9888710982755143e-09,3.6552313820714412e-06,4.725907069787306e-16,9.1733690021151306e-11,9.0911247995415722e-11,9.4507385803415501e-13,9.4459811396269075e-13,3.2149702821617234e-16,1.0850918224976145e-12,1.5424704324804712e-16,6.6716295042115231e-12
3.977008576140462e-12,0.39785918817808585,1.3801306036277062e-11,4.689023098477695e-17,4.6888113646886903e-17,7.0206141091567193e-27,2.117015430261198e-21,0.0,0.0,1.8171360695025285e-11,1.7990504310335788e-19,154.0,0.0,0.99998293572327424,1.0,18.999999944034631,6.8751949953026749e-07,8.515541561197899e-07,4.6549317792948719e-06,4.6922810504100093e-06,2.3308532237213039e-06,4.6590405644457807e-08,1.8167982255501075e-12,9.3549768673426225e-09,3.7909858281835224e-06,5.0308154443560059e-16,9.779888571774601e-11,9.6871500772019347e-11,1.0399422303302818e-12,1.0394161017871168e-12,3.5478268818755798e-16,1.1655231033577313e-12,1.7134585497773622e-16,7.1127619098893723e-12
4.0898093406540235e-12,0.3978591881713964,1.4194064240044421e-11,4.9590920155387155e-17,4.9588617416294473e-17,7.7878051675297633e-27,2.3024141760090601e-21,0.0,0.0,1.9098855359167162e-11,1.9540501772658556e-19,154.0,0.0,0.99998245216065573,1.0,18.999999941090799,7.0701948783534054e-07,8.5159746871625419e-07,4.7856636927191316e-06,4.8253021874681617e-06,2.405978383636912e-06,4.9203413442711785e-08,1.8683034650512851e-12,9.6848253925349573e-09,3.9131723050720578e-06,5.3129685700633829e-16,1.0342351776266307e-10,1.0239465899895881e-10,1.1305486302840145e-12,1.1299742149848476e-12,3.8663067887043807e-16,1.2404114436689609e-12,1.8778462029616072e-16,7.5218530966292249e-12
4.198623874069266e-12,0.397859188164797,1.4573011316006107e-11,5.22679855473616e-17,5.2265493988052436e-17,8.585506227262736e-27,2.4912327043185732e-21,0.0,0.0,2.0015105523995745e-11,2.1123061989427207e-19,154.0,0.0,0.99998198568687346,1.0,18.999999938186658,7.2583035761033066e-07,8.516305272626662e-07,4.9117113955734767e-06,4.9536221242965078e-06,2.4784519423655168e-06,5.1788116883876681e-08,1.9179884190473259e-12,1.0003292130560984e-08,4.0310461232838024e-06,5.592065422319072e-16,1.0899836758981381e-10,1.0786510302157632e-10,1.2227766483473687e-12,1.2221529327709605e-12,4.1910039971339206e-16,1.3148975321562143e-12,2.046151766946267e-16,7.9273251379147014e-12
4.307438407484509e-12,0.39785918815805477,1.4952025595579256e-11,5.501558688600992e-17,5.5012896450321522e-17,9.4426209572499323e-27,2.6901080987992511e-21,0.0,0.0,2.0952499765478116e-11,2.2794361160877176e-19,154.0,0.0,0.99998151921342027,1.0,18.999999935219638,7.4464121313200567e-07,8.5165678465492267e-07,5.0376961971758446e-06,5.0819416953247801e-06,2.5509280064271237e-06,5.4435446421524557e-08,1.967673231379427e-12,1.0321994007649554e-08,4.1489240245622868e-06,5.8779246896057121e-16,1.1471952192442184e-10,1.1347525383937011e-10,1.3198655943951999e-12,1.3191898329402614e-12,4.5333226600026182e-16,1.3915871352849704e-12,2.2242918893817024e-16,8.3434398844489986e-12
4.416252940899752e-12,0.39785918815117033,1.5331107081180707e-11,5.783373667952081e-17,5.7830837049776908e-17,1.0362011521958702e-26,2.8993019071144246e-21,0.0,0.0,2.1911037524729078e-11,2.4557378135958561e-19,154.0,0.0,0.99998105274027149,1.0,18.999999932190022,7.6345205440037533e-07,8.5167762378973558e-07,5.1636183514357783e-06,5.2102609303216458e-06,2.623406058707698e-06,5.7145148219003063e-08,2.0173579135744666e-12,1.064090125511867e-08,4.2668051678557703e-06,6.1705189624424377e-16,1.2058698023095269e-10,1.1922491671097158e-10,1.4219379580935375e-12,1.4212073315492823e-12,4.8937202987425333e-16,1.4704799164390857e-12,2.4125451438116446e-16,8.7701973807360089e-12
4.525067474314995e-12,0.39785918814414406,1.5710255775238386e-11,6.0722447436533361e-17,6.0719328033499162e-17,1.1346607190179427e-26,3.1190757227509077e-21,0.0,0.0,2.2890718247231518e-11,2.6415133785653918e-19,154.0,0.0,0.99998058626740716,1.0,18.999999929098088,7.822628814154499e-07,8.5169414599834286e-07,5.2894781112342722e-06,5.3385798552912484e-06,2.6958856873805073e-06,5.9916969467919926e-08,2.0670424757016534e-12,1.0959987868795805e-08,4.3846888833554236e-06,6.4698209423807291e-16,1.2660074200562442e-10,1.2511389735670865e-10,1.5291160584500175e-12,1.528327674098433e-12,5.2726537966485612e-16,1.5515755249112216e-12,2.6111897191905771e-16,9.207597673588896e-12
4.6338820077302375e-12,0.3978591881369769,1.6089471680189307e-11,6.3681731666138897e-17,6.3678381648976142e-17,1.2399404356513755e-26,3.3496911850199839e-21,0.0,0.0,2.3891541382535046e-11,2.8370690983401179e-19,154.0,0.0,0.99998011979481216,1.0,18.999999925944103,8.0107369417723827e-07,8.5170723001140816e-07,5.4152757284279165e-06,5.4668984929539973e-06,2.7683665638570537e-06,6.2750658383977036e-08,2.1167269265586371e-12,1.127923112824507e-08,4.5025746366339616e-06,6.7758034415545478e-16,1.3276080677235214e-10,1.3114200195702314e-10,1.6415220442183143e-12,1.6406729359363079e-12,5.6705794003930496e-16,1.6348735988694205e-12,2.8205034196689574e-16,9.6556408118351769e-12
4.74269654114548e-12,0.39785918812966947,1.6468754798477937e-11,6.6711601877882558e-17,6.6708010144104443e-17,1.3523466562873227e-26,3.5914099790584077e-21,0.0,0.0,2.4913506383996058e-11,3.0427154585637367e-19,154.0,0.0,0.99997965332247329,1.0,18.99999992272835,8.1988449268574966e-07,8.5171757637152914e-07,5.5410114538530705e-06,5.5952168631594829e-06,2.8408484261796702e-06,6.5645964202822085e-08,2.1664112738313996e-12,1.15986111838411e-08,4.6204620016347823e-06,7.0884393822324117e-16,1.3906717407926533e-10,1.3730903715089421e-10,1.7592778943011236e-12,1.7583650226625018e-12,6.0879527215348419e-16,1.720373767591539e-12,3.0407636646763116e-16,1.0114326846063405e-11
4.851511074560723e-12,0.39785918812222226,1.6848105132554705e-11,6.9812070581764608e-17,6.9808225767190742e-17,1.4721924519987867e-26,3.8444938358294197e-21,0.0,0.0,2.5956612708550239e-11,3.2587671412461253e-19,154.0,0.0,0.99997918685038112,1.0,18.999999919451085,8.3869527694099296e-07,8.5172574247251079e-07,5.666685537329981e-06,5.7235349832460689e-06,2.9133310659190909e-06,6.8602637175917443e-08,2.2160955242334944e-12,1.1918110697180849e-08,4.7383506393617343e-06,7.4077017963712997e-16,1.4551984349567487e-10,1.4361481003426826e-10,1.8825054181517483e-12,1.8815256705290261e-12,6.5252287380229869e-16,1.8080756532280998e-12,3.2722474891883206e-16,1.05836558284026e-11
4.960325607975966e-12,0.3978591881146357,1.7227522684874692e-11,7.2983150288241213e-17,7.2979040766952653e-17,1.5997976128924222e-26,4.1092045321237597e-21,0.0,0.0,2.7020859816510977e-11,3.4855430228413387e-19,154.0,0.0,0.9999787203785272,1.0,18.999999916112575,8.5750604694297717e-07,8.5173217168762733e-07,5.7922982276669038e-06,5.8518528683582292e-06,2.9858143172823648e-06,7.1620428566425165e-08,2.2657796836289408e-12,1.2237714523751772e-08,4.8562402801638346e-06,7.7335638251723214e-16,1.521188146093963e-10,1.5005912815849469e-10,2.0113262561743381e-12,2.0102764468403576e-12,6.982861795695365e-16,1.8979788722677543e-12,3.5152315441035479e-16,1.106362781232758e-11
5.069140141391209e-12,0.3978591881069107,1.7607007457896538e-11,7.6224853508225396e-17,7.622046739251966e-17,1.7354886502612802e-26,4.3858038905606949e-21,0.0,0.0,2.8106247171390998e-11,3.7233661723375189e-19,154.0,0.0,0.99997825390690587,1.0,18.999999912713079,8.7631680269171013e-07,8.5173721723134338e-07,5.9178497726642128e-06,5.9801705317256445e-06,3.0582980481901133e-06,7.4699090645108546e-08,2.3154637571402849e-12,1.2557409433829834e-08,4.9741307092230245e-06,8.065998718638148e-16,1.5886408702439583e-10,1.5664179952876737e-10,2.1458618801227822e-12,2.1447387503521327e-12,7.4613056097721935e-16,1.9900830367377798e-12,3.7699920967183333e-16,1.1554242852487741e-11
5.1779546748064515e-12,0.3978591880990477,1.7986559454081406e-11,7.9537192753087589e-17,7.9532517893433503e-17,1.8795987987385001e-26,4.674553779589055e-21,0.0,0.0,2.9212774239746074e-11,3.9725638493589445e-19,154.0,0.0,0.99997778743551147,1.0,18.999999909252864,8.9512754418720104e-07,8.5174116077491905e-07,6.0433404191184648e-06,6.1084879849061098e-06,3.1307821533154949e-06,7.7838376686250463e-08,2.3651477492426711e-12,1.2877183869572013e-08,5.0920217552324961e-06,8.4049798351322983e-16,1.6575566035874154e-10,1.6336263260257286e-10,2.2862335934982268e-12,2.2850338116684615e-12,7.9610132663443323e-16,2.0843877551406376e-12,4.0368050313016225e-16,1.2055501004558057e-11
5.286769208221694e-12,0.39785918809104714,1.8366178675892171e-11,8.2920180534655918e-17,8.291520451964879e-17,2.03246801845196e-26,4.9757161134882624e-21,0.0,0.0,3.0340440491038436e-11,4.233467502280313e-19,154.0,0.0,0.99997732096434044,1.0,18.999999905732185,9.1393827142945806e-07,8.5174422676270008e-07,6.1687704128264788e-06,6.2368052379963771e-06,3.2032665487308358e-06,8.1038040963588162e-08,2.4148316638454879e-12,1.3197027734184008e-08,5.209913281689789e-06,8.7504806409401459e-16,1.7279353424282488e-10,1.7022143628814377e-10,2.432562531945219e-12,2.4312826936378575e-12,8.4824372238564344e-16,2.1808926331742298e-12,4.3159458497501622e-16,1.2567402325109731e-11
5.395583741636937e-12,0.39785918808291,1.8745865125792639e-11,8.6373829365216584e-17,8.6368539521532987e-17,2.1944429971798654e-26,5.289552852369383e-21,0.0,0.0,3.1489245397516368e-11,4.506412766353265e-19,154.0,0.0,0.99997685449338913,1.0,18.999999902151281,9.3274898441848934e-07,8.5174659381832146e-07,6.2941399985893851e-06,6.365122299816228e-06,3.2757511676424521e-06,8.4297838746264719e-08,2.4645155043636337e-12,1.3516932207833355e-08,5.3278051799597547e-06,9.1024747098317649e-16,1.7997770831780827e-10,1.7721801994291911e-10,2.5849696636465029e-12,2.583606291747814e-12,9.0260293145849828e-16,2.2795972743057452e-12,4.6076896722946279e-16,1.3089946871497285e-11
5.50439827505218e-12,0.3978591880746364,1.912561880624692e-11,8.9898151757513865e-17,8.9892535149866764e-17,2.3658771525072812e-26,5.6163260021761711e-21,0.0,0.0,3.2659188434107691e-11,4.7917394618450926e-19,154.0,0.0,0.9999763880226552,1.0,18.999999898510413,9.5155968315430324e-07,8.5174840410387141e-07,6.4194494202166558e-06,6.49343917806997e-06,3.3482359568909215e-06,8.7617526294796885e-08,2.5141992737800717e-12,1.3836889586164335e-08,5.4456973635824775e-06,9.4609357226265493e-16,1.8730818223426277e-10,1.8435219337200975e-10,2.7435757897164627e-12,2.7421253345180267e-12,9.5922407461112618e-16,2.3805012802425121e-12,4.9123112382391705e-16,1.3623134701759474e-11
5.7220273418826655e-12,0.3978591880576828,1.9885327868671591e-11,9.7158867280585603e-17,9.7152557291070726e-17,2.7385703252835623e-26,6.3097297875115382e-21,0.0,0.0,3.5062486810212696e-11,5.4009173421826415e-19,154.0,0.0,0.99997545508183239,1.0,18.999999891049789,9.8918103786631197e-07,8.5175078064048969e-07,6.669888741367935e-06,6.7500724099039003e-06,3.4932058869988977e-06,9.4435600664325536e-08,2.6135666093838755e-12,1.447693703189206e-08,5.681482327634939e-06,1.0197153835854057e-15,2.024080282342926e-10,1.9903255100279209e-10,3.0798673964259699e-12,3.0782318356254885e-12,1.0794323347195683e-15,2.5889057865709369e-12,5.5612846576140806e-16,1.4721440449002467e-11
5.917893502030103e-12,0.3978591880419641,2.0569295978055009e-11,1.0393534036971789e-16,1.0392835946889912e-16,3.1100279150335176e-26,6.9806651017409689e-21,0.0,0.0,3.7297742537932288e-11,5.9950166274401273e-19,154.0,0.0,0.99997461543581911,1.0,18.999999884132642,1.0230402083611989e-06,8.5175192957633704e-07,6.8950807947949343e-06,6.9810417498283181e-06,3.623679064794087e-06,1.0077426555777437e-07,2.7029969911293248e-12,1.5053101596572678e-08,5.8936892151894799e-06,1.0881605228363829e-15,2.1649823174035821e-10,2.1271353097543797e-10,3.4049388731951351e-12,3.4031238511310996e-12,1.1958069609688799e-15,2.7839876499971255e-12,6.192151030659809e-16,1.5746316245793048e-11
6.11694189921644e-12,0.39785918802554676,2.1264599719281989e-11,1.1105670356877612e-16,1.1104899373464564e-16,3.5248783331063437e-26,7.7096272579142701e-21,0.0,0.0,3.9639471849946662e-11,6.6454889325264362e-19,154.0,0.0,0.99997376214877864,1.0,18.999999876907985,1.0574494414069006e-06,8.5175248183669982e-07,7.1237356812125013e-06,7.2157631230781479e-06,3.7562721444283294e-06,1.0741086685596668e-07,2.7938801447115887e-12,1.5638718380752882e-08,6.1093440249835269e-06,1.1598227985105544e-15,2.3130297943951713e-10,2.2707048398297726e-10,3.7577894829510099e-12,3.7557791467549073e-12,1.3222980137107287e-15,2.9895331456341196e-12,6.8803818238911117e-16,1.6823173336663052e-11
6.315990296402777e-12,0.39785918800868575,2.1960128477636924e-11,1.1841482770337747e-16,1.1840633983789907e-16,3.9797944749290392e-26,8.4876922184096955e-21,0.0,0.0,4.2051920776849163e-11,7.3452856058728881e-19,154.0,0.0,0.99997290886244017,1.0,18.999999869488121,1.0918586267595822e-06,8.5175262301873767e-07,7.3521945749691248e-06,7.4504839873702717e-06,3.8888652510976947e-06,1.1424254426521769e-07,2.8847631011368839e-12,1.6224406910605729e-08,6.3249989065672661e-06,1.2335915213365155e-15,2.4659725907677695e-10,2.4188364988224088e-10,4.1340482739835893e-12,4.131829144046595e-12,1.4573533992715519e-15,3.2024291002433805e-12,7.6177653772056576e-16,1.7935645628326114e-11
6.515038693589114e-12,0.3978591879913845,2.2655882268121904e-11,1.2600978938530158e-16,1.2600047278476867e-16,4.4772714035059497e-26,9.3164659524627797e-21,0.0,0.0,4.4535086220491496e-11,8.0966922995935502e-19,154.0,0.0,0.99997205557680036,1.0,18.999999861874485,1.1262677644192937e-06,8.5175248675240788e-07,7.5804589204616191e-06,7.6852043585229357e-06,4.0214583348333138e-06,1.2126785380342078e-07,2.9756458665282353e-12,1.681015136755772e-08,6.5406537786721017e-06,1.3094510990822002e-15,2.6238106877765741e-10,2.5715188621261158e-10,4.5344465190277745e-12,4.5320046762967817e-12,1.6012462541095403e-15,3.4226730425274977e-12,8.4059647688161276e-16,1.9083733495253887e-11
6.714087090775451e-12,0.39785918797364606,2.335186110570596e-11,1.3384166523142491e-16,1.3383146758595661e-16,5.0198797627722077e-26,1.0197554942593654e-20,0.0,0.0,4.7088965106344614e-11,8.9020413327710071e-19,154.0,0.0,0.99997120229185832,1.0,18.999999854068548,1.1606768543860842e-06,8.5175216405767559e-07,7.8085301514034482e-06,7.9199242489481052e-06,4.1540513615997017e-06,1.2848536216877935e-07,3.0665284456896848e-12,1.7395939339307773e-08,6.7563085859440455e-06,1.3873860548423666e-15,2.7865440669641069e-10,2.728740553660502e-10,4.9597136613090624e-12,4.9570347483884388e-12,1.7542490306184865e-15,3.6502624998787183e-12,9.2466389000403089e-16,2.0267437314006839e-11
6.913135487961788e-12,0.3978591879554741,2.4048065005322091e-11,1.4191053186370931e-16,1.4189939925674601e-16,5.6102658224798263e-26,1.113256618462933e-20,0.0,0.0,4.9713554382868526e-11,9.7637116556153245e-19,154.0,0.0,0.99997034900761272,1.0,18.999999846071727,1.1950858966600029e-06,8.5175171894902813e-07,8.0364096909046812e-06,8.1546436684207554e-06,4.2866443074596844e-06,1.3589364665986709e-07,3.1574108424041544e-12,1.7981761050546779e-08,6.9719632894533393e-06,1.4673810261754035e-15,2.9541727100953288e-10,2.8904902455662576e-10,5.4105773223985027e-12,5.4076465446471235e-12,1.9166335000682967e-15,3.8851949991637495e-12,1.0141442513086494e-15,2.1486757462762313e-11
7.112183885148125e-12,0.3978591879368714,2.4744493981865283e-11,1.5021646590918933e-16,1.5020434281698873e-16,6.2511515217710351e-26,1.2123107187725401e-20,0.0,0.0,5.2408851021038116e-11,1.068412881521181e-18,154.0,0.0,0.99996949572406291,1.0,18.999999837885444,1.2294948912410997e-06,8.517511948162716e-07,8.2640989515488599e-06,8.3893626246022062e-06,4.4192371561883772e-06,1.4349129509877697e-07,3.2482930596361297e-12,1.8567608839617311e-08,7.1876178628137761e-06,1.5494207642734862e-15,3.1266965991134925e-10,3.0567566579121056e-10,5.8877633097749062e-12,5.8845654363986389e-12,2.0886707554359024e-15,4.1274680670445081e-12,1.1092026208316717e-15,2.2741694320993475e-11
7.311232282334462e-12,0.39785918791784153,2.5441148050191089e-11,1.5875954399996026e-16,1.5874637329109302e-16,6.9453345091339839e-26,1.3170785974385971e-20,0.0,0.0,5.5174852013964371e-11,1.1665764924525543e-18,154.0,0.0,0.99996864244120809,1.0,18.999999829511108,1.2639038381294235e-06,8.5175061907995574e-07,8.4915993354629628e-06,8.6240811234297553e-06,4.5518298975323735e-06,1.5127690576118583e-07,3.339175099682512e-12,1.9153476768882613e-08,7.4032722893513498e-06,1.6334901332074095e-15,3.304115716107285e-10,3.2275285584280517e-10,6.3919956237142028e-12,6.3885149888542193e-12,2.2706312139842707e-15,4.3770792302120813e-12,1.2100036459986416e-15,2.403224826923024e-11
7.510280679520799e-12,0.3978591878983876,2.6138027225114e-11,1.6753984277316211e-16,1.6752556570800778e-16,7.6956881941607383e-26,1.4277211080489479e-20,0.0,0.0,5.8011554376444611e-11,1.2711138622652249e-18,154.0,0.0,0.99996778915904816,1.0,18.999999820950116,1.2983127373250233e-06,8.5175000925866657e-07,8.7189122344074489e-06,8.8587991695564207e-06,4.6844225249409557e-06,1.5924908728633702e-07,3.4300569643429155e-12,1.9739360184979837e-08,7.6189265584142474e-06,1.7195741089545703e-15,3.4864300432737363e-10,3.4027947621619582e-10,6.9239964661654352e-12,6.9202169699811984e-12,2.4627846205851124e-15,4.634026015691669e-12,1.3167115636515549e-15,2.5358419688789501e-11
7.908377473893473e-12,0.3978591878582197,2.7532460953799345e-11,1.8581240894056495e-16,1.8579573650868912e-16,9.3767803466750795e-26,1.6672736961533405e-20,0.0,0.0,6.3897051376010409e-11,1.5003405788695596e-18,154.0,0.0,0.99996608259681197,1.0,18.999999803273688,1.3671303926382501e-06,8.5174872664943951e-07,9.1729810930172973e-06,9.3282339172566052e-06,4.9496074232610297e-06,1.7574764887928954e-07,3.6118201727439787e-12,2.091115992679209e-08,8.0502346002322672e-06,1.897726339791895e-15,3.8657442573398269e-10,3.7667655744595575e-10,8.0741835943144168e-12,8.0697563454230215e-12,2.8787459110283784e-15,5.1699165642986403e-12,1.5485029803668965e-15,2.8117616470244332e-11
8.24850470907659e-12,0.3978591878225857,2.8724555215060818e-11,2.0217657162574068e-16,2.0215765170159762e-16,1.1018907218184954e-25,1.8920389780475857e-20,0.0,0.0,6.9149526392897478e-11,1.7187878206073798e-18,154.0,0.0,0.99996462454081314,1.0,18.999999787592415,1.4259268938972775e-06,8.5174759828762296e-07,9.5603484492293923e-06,9.7293096974233793e-06,5.1761765707461005e-06,1.9042232416028105e-07,3.7671150690243186e-12,2.1912348419698922e-08,8.4187364242528465e-06,2.0561841805549099e-15,4.2053352996782495e-10,4.0918752626285974e-10,9.151484549157117e-12,9.1464488835187097e-12,3.2689035829831659e-15,5.6509941844280196e-12,1.7667620554226062e-15,3.0587892882923693e-11
8.588631944259707e-12,0.39785918778575596,2.9917306963233251e-11,2.1923444483296714e-16,2.1921308377261738e-16,1.2867565156783431e-25,2.1361711203191944e-20,0.0,0.0,7.4608400927642533e-11,1.9594930548100906e-18,154.0,0.0,0.99996316648684169,1.0,18.999999771384878,1.4847232558998106e-06,8.5174645920324313e-07,9.9471871016630844e-06,1.0130384189100317e-05,5.4027453523484898e-06,2.0562303951459279e-07,3.922409466080762e-12,2.2913548783806197e-08,8.7872377344949326e-06,2.2203222433000053e-15,4.5592195407386283e-10,4.429955861430022e-10,1.0319725192714861e-11,1.0314028176452168e-11,3.692505751035244e-15,6.1534569876904989e-12,2.004510511656915e-15,3.3162173405733628e-11
8.928759179442825e-12,0.39785918774774565,3.1110716270923238e-11,2.3698641108654096e-16,2.3696240720688396e-16,1.4939387353153232e-25,2.4004742388495494e-20,0.0,0.0,8.0273660712974245e-11,2.2238533307541877e-18,154.0,0.0,0.99996170843489718,1.0,18.999999754657736,1.543519478646095e-06,8.5174531626617903e-07,1.0333503688779959e-05,1.0531457397582535e-05,5.6293137654998311e-06,2.2134315838776746e-07,4.0777033659535192e-12,2.3914755722251902e-08,9.155738526793661e-06,2.3900688659915299e-15,4.9273968932069474e-10,4.7809529655119698e-10,1.1582455269231722e-11,1.1576041835442938e-11,4.1508782358561204e-15,6.6772926565260811e-12,2.2625555529252546e-15,3.5840459952182113e-11
9.268886414625942e-12,0.3978591877085695,3.2304783210361603e-11,2.5543285295285465e-16,2.554059965273295e-16,1.7251655697402175e-25,2.6857528873476279e-20,0.0,0.0,8.6145291651645904e-11,2.5133051635454213e-18,154.0,0.0,0.99996025038497982,1.0,18.999999737417532,1.6023155621363772e-06,8.5174416973765289e-07,1.0719304765324075e-05,1.0932529326149637e-05,5.8558818101029687e-06,2.3757612791900647e-07,4.2329967699025003e-12,2.4915965953668087e-08,9.524238801003432e-06,2.5653532903245034e-15,5.3098672699393565e-10,5.144812555125066e-10,1.2943209653263298e-11,1.293602261097623e-11,4.6453412985716676e-15,7.22248888012066e-12,2.5417009884936335e-15,3.8622754437005765e-11
