Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153)
1.6447633443840544e-09,0.45930254597238596,7.8401815905399582e-09,8.8319974318820915e-12,1.8603264016809489e-11,8.702112367043045e-17,2.1287510003579e-13,0.0,0.0,1.3827086054201515e-06,3.1460262196094964e-10,154.0,0.0,0.99490487243055503,1.0,18.999811610742373,0.00024035542938221485,6.207857621777385e-07,0.0012055865538296631,0.0013948744992690687,0.00079172271160642105,0.00018377336589003428,4.9095228146917479e-10,3.1725411167573268e-06,0.0012558689204341408,2.0704097347354248e-12,9.5470411554311378e-06,1.2954026996803219e-06,7.3828992482747147e-06,7.3789101475559046e-06,2.4737704009782295e-09,7.6642640460138748e-08,1.5097827171382486e-09,7.4675239497765495e-07,8.4992721322060043e-13,8.4936570883604406e-13,8.5097518236757061e-13,5.5829753575359942e-08,2.8811957070684435e-11,2.4714296254758883e-14,1.0292321847351322e-15,3.4618217410223894e-15,1.0907379817792311e-11,2.0145731697285736e-12,1.539800483166591e-13,6.1224684153230468e-14,3.8691442133275206e-15,2.1197669038137157e-17,3.3836340406001262e-20,6.7401921754738668e-16,1.4475825493731212e-17,4.765917793888028e-08,4.7328501817600532e-14,7.0682916642832536e-15,2.455156885294576e-17,9.3016724141329102e-18,2.4304149081925996e-14,1.1245565746145624e-22,6.451809423953974e-23,2.849070940821001e-16,5.8749749509102928e-21,1.1152664377385232e-16,2.7045294610006761e-21,1.8829640587827613e-22,2.0802401036413014e-20,1.4224041951592631e-17,1.3888096064155381e-17,3.3594588743725747e-19,4.4669355755841078e-13,1.4908014446957276e-16,2.0736530969044515e-16
1.6855388840175376e-09,0.45930253476790545,8.1357054287345749e-09,9.3557065744282384e-12,2.0213549699031434e-11,9.7057235677025264e-17,2.3606546499222075e-13,0.0,0.0,1.4518531641789795e-06,3.4677204831185461e-10,154.0,0.0,0.99477886265965176,1.0,18.999806874119315,0.00024628612011396914,6.20713508007079e-07,0.00123502461961428,0.0014292522539561252,0.00081129766527283606,0.0001883581075760294,5.0305206542749318e-10,3.250770678478851e-06,0.0012869368884889101,2.1220619091678308e-12,1.0024488333266883e-05,1.3298720040002374e-06,7.781005730501579e-06,7.7768010274371667e-06,2.6071732547653329e-09,7.9400814050463547e-08,1.5912194466454363e-09,7.8544424720696257e-07,9.673396739429371e-13,9.6832775959731205e-13,9.7021092230562525e-13,6.0076060527578965e-08,3.0444257068310354e-11,2.5323709498672692e-14,1.0788690869536717e-15,3.7144219457352868e-15,1.1916133826006079e-11,2.2484145950497444e-12,1.7273487713643953e-13,6.9517837363490263e-14,4.4669763553577292e-15,2.4922444534525514e-17,3.841964957783195e-20,7.6968233452669272e-16,1.6960420019207183e-17,4.9363806214076376e-08,4.9676530571811819e-14,7.4257102025170947e-15,2.5769774127461027e-17,9.9553979338119181e-18,2.6073280997652516e-14,1.1814214283174976e-22,6.7780546365952574e-23,3.1320165907950886e-16,6.4584353527595329e-21,1.2226393795566447e-16,2.9649098915310384e-21,2.0642476432749952e-22,2.2805249605009378e-20,1.5989414102586463e-17,1.5602458851636504e-17,3.8695525094995371e-19,4.9818433941591356e-13,1.6713217209411555e-16,2.3784896960916567e-16
1.7263144236510208e-09,0.4593025235975767,8.435872905621633e-09,9.8979251269521588e-12,2.1927747541105416e-11,1.0798158765710332e-16,2.6125083394544406e-13,0.0,0.0,1.5226725792822858e-06,3.8134226347463594e-10,154.0,0.0,0.99465286769836714,1.0,18.999802138375639,0.00025221545969940059,6.2064126218499486e-07,0.0012644450682605304,0.0014636201266620844,0.00083086980468814731,0.0001929401005436759,5.151483657812488e-10,3.328977717792034e-06,0.0013180012249870351,2.1736831162547928e-12,1.0513496013636193e-05,1.3643207489007013e-06,8.1895631900915973e-06,8.1851371623105575e-06,2.7440783831519259e-09,8.2172966440635843e-08,1.674794655735123e-09,8.2517169030565868e-07,1.0973055251667015e-12,1.1002740123524947e-12,1.1024686573127977e-12,6.4531219638325469e-08,3.2124505365264829e-11,2.5932947291598104e-14,1.1297437422988464e-15,3.9792339435624594e-15,1.2992323097853103e-11,2.5033813381035161e-12,1.9327298862294913e-13,7.8712411259474364e-14,5.1404386422283283e-15,2.9195264083317627e-17,4.3501142584357579e-20,8.7641765119145841e-16,1.9802083914161563e-17,5.1076643803200882e-08,5.2086822980010826e-14,7.7927303933567056e-15,2.7020286046798722e-17,1.0638576250435127e-17,2.7924834218949515e-14,1.2398138932557123e-22,7.1130640650860742e-23,3.4352628131992942e-16,7.0837579546160702e-21,1.3373226189481887e-16,3.2430178457487392e-21,2.2578736076329966e-22,2.494446398105081e-20,1.7922510507047312e-17,1.7478339428685386e-17,4.441710783619279e-19,5.5416712158563542e-13,1.8687433182944481e-16,2.7195893513615106e-16
1.767089963284504e-09,0.45930251246137094,8.740666655718886e-09,1.0458909064388573e-11,2.3750328275046947e-11,1.1985028104097741e-16,2.8855949066356229e-13,0.0,0.0,1.5951659629147358e-06,4.1842918428963116e-10,154.0,0.0,0.99452688755408192,1.0,18.999797403507173,0.00025814344836317191,6.2056902464893239e-07,0.0012938478999784204,0.0014979781122274468,0.00085043913071424198,0.00019751934483227396,5.2724118071570636e-10,3.407162222963667e-06,0.0013490619312115011,2.2252733564390709e-12,1.1014057933044856e-05,1.3987489250015278e-06,8.6085653902178349e-06,8.6039123123708891e-06,2.8844836915392256e-09,8.4958233614733933e-08,1.7605070654222931e-09,8.6593888375679075e-07,1.2407908321567116e-12,1.2462387781873871e-12,1.2487867665891437e-12,6.9200135425636568e-08,3.3852898591343766e-11,2.6542009542132705e-14,1.1818611185369526e-15,4.2565487523486941e-15,1.4138709422646354e-11,2.7808452476471065e-12,2.15716885808721e-13,8.8882702410836439e-14,5.8970287174310371e-15,3.4081642874679789e-17,4.9121880811861896e-20,9.952256199566235e-16,2.3042632668424587e-17,5.2797167259478025e-08,5.4560099648914536e-14,8.1694613598037951e-15,2.8303478465647495e-17,1.1351870531164329e-17,2.9860707073050978e-14,1.2997513307656949e-22,7.4569373149392631e-23,3.759740957245946e-16,7.7528633315808884e-21,1.4596173631141636e-16,3.5395837483269486e-21,2.4643504968919104e-22,2.7225663043951241e-20,2.0034603873127218e-17,1.9526434280808286e-17,5.081695923189336e-19,6.1491573396844621e-13,2.0841976542392794e-16,3.1002786410524386e-16
1.8486410425514703e-09,0.4593024902912096,9.3640637955659355e-09,1.163819218614749e-11,2.7738992327417844e-11,1.4665611486312594e-16,3.5008754972975132e-13,0.0,0.0,1.7451710688504155e-06,5.0063015856422564e-10,154.0,0.0,0.99427497174598933,1.0,18.999787936379288,0.00026999537382449087,6.2042457461878564e-07,0.0013526007135223291,0.0015666644013350556,0.00088956934588637661,0.00020666958753778241,5.5141634708066602e-10,3.5634635840327237e-06,0.0014111724577137656,2.3283609379636389e-12,1.2049819435168674e-05,1.4675435459206547e-06,9.477879052558449e-06,9.4727546850398453e-06,3.1757864652985122e-09,9.0564914813515744e-08,1.9383383678203221e-09,9.5060914081153143e-07,1.5724163369226039e-12,1.5846281701594181e-12,1.5880263126443484e-12,7.9198817505953894e-08,3.745490519388663e-11,2.7759607051068307e-14,1.2898438822232094e-15,4.8498493666977397e-15,1.6653304665708181e-11,3.4090212912758108e-12,2.6683774813792583e-13,1.1246847973295247e-13,7.6922862007916346e-15,4.5987802004813025e-17,6.2156865550825593e-20,1.2733902031203394e-15,3.0907009419427656e-17,5.6259338436391384e-08,5.9698597997923946e-14,8.9525096995965766e-15,3.0969457209122912e-17,1.2871487971984587e-17,3.3993081119850397e-14,1.4243333670873921e-22,8.1716897548578506e-23,4.4762238407943712e-16,9.2303221321659958e-21,1.7282705789463324e-16,4.191070226899485e-21,2.917932399772451e-22,3.223694562114577e-20,2.4843171847335744e-17,2.4184163302914504e-17,6.5900854442124446e-19,7.5185605638178489e-13,2.5739636121332908e-16,3.9948237762033161e-16
1.92203701389174e-09,0.45930247045447004,9.9407700178890635e-09,1.2766272902195003e-11,3.1746235361287823e-11,1.7461934738693186e-16,4.1412638659026017e-13,0.0,0.0,1.8858916659556659e-06,5.8443565586335878e-10,154.0,0.0,0.9940482982667076,1.0,18.999779418915814,0.00028065748884185281,6.2029459822813711e-07,0.0014054179981413521,0.0016284481959011319,0.00092477692576513012,0.00021489540591845371,5.7316205852245586e-10,3.7040576248642669e-06,0.001467059527882796,2.4210338593511218e-12,1.3021457449936493e-05,1.5293883087428488e-06,1.0295919751824078e-05,1.0290351606476185e-05,3.4499085481258752e-09,9.5648134988314701e-08,2.1056829253656612e-09,1.030409969145206e-06,1.9277686848315073e-12,1.94860667574148e-12,1.9529607170375269e-12,8.8977727417158492e-08,4.0863334800852611e-11,2.8854843539841149e-14,1.3913282193283845e-15,5.4294928129755661e-15,1.9184963805060014e-11,4.066192498440798e-12,3.2069926436518713e-13,1.378647085062478e-13,9.6788640856612198e-15,5.9589100518675934e-17,7.6192433238213384e-20,1.5764401369614971e-15,3.9850849070595159e-17,5.9396960790817144e-08,6.4546323224413029e-14,9.6916294756851495e-15,3.34845849951284e-17,1.4348911942987456e-17,3.8019955459738707e-14,1.541926422507083e-22,8.8463449921542048e-23,5.2034485200463579e-16,1.072993353922033e-20,1.9992114130857669e-16,4.8481040671801576e-21,3.3753766373169456e-22,3.729091941053405e-20,2.9905641417861623e-17,2.9081109874607964e-17,8.2453154325364841e-19,8.9435619153159445e-13,3.0887401672030782e-16,4.9732502699713307e-16
1.9954329852320096e-09,0.4593024507278318,1.0532197865590305e-08,1.3959090607692201e-11,3.6178458715011296e-11,2.0661734483965345e-16,4.8729976310239581e-13,0.0,0.0,2.0320219709789491e-06,6.7831980268707174e-10,154.0,0.0,0.99382167290888501,1.0,18.999770904223606,0.00029131523036796575,6.2016464894787147e-07,0.0014581782076643417,0.0016901998762263899,0.00095997540230988295,0.000223112319265633,5.948964491007159e-10,3.8445784733636886e-06,0.0015229348537286374,2.5136064557095069e-12,1.4030433791021608e-05,1.5911663648236839e-06,1.1147704337259513e-05,1.1141673802801129e-05,3.7353386078463139e-09,1.0076260959182139e-07,2.2799321030367999e-09,1.1136441046192788e-06,2.3441184540015317e-12,2.3766011271218439e-12,2.3821255662883672e-12,9.9525140501973752e-08,4.4430802014811534e-11,2.9949509855707812e-14,1.4969160247485685e-15,6.0541573211618014e-15,2.1988645120392823e-11,4.8200843582048016e-12,3.8287912219385099e-13,1.6777450783201829e-13,1.2077315385037531e-14,7.6499152642932219e-17,9.272250057547999e-20,1.9373113668076618e-15,5.0928291819483472e-17,6.2552707279028323e-08,6.9610290729869689e-14,1.0464063998395792e-14,3.6111913357540957e-17,1.5934496878331759e-17,4.2350283964971506e-14,1.664819813535962e-22,9.5514093311135064e-23,6.0149216961303202e-16,1.240327583975231e-20,2.2997210453661219e-16,5.5768423360036259e-21,3.8827435178172617e-22,4.2896471059560366e-20,3.5744787728058144e-17,3.4721990577587752e-17,1.0227971504703976e-18,1.0570238902602184e-12,3.6817143402576439e-16,6.1421172964981425e-16
2.0688289565722794e-09,0.45930243111112395,1.1138248086297e-08,1.5218103663307907e-11,4.1065117364143852e-11,2.4306015658521729e-16,5.7056727779752655e-13,0.0,0.0,2.1835566934664416e-06,7.8305475963366829e-10,154.0,0.0,0.99359509571524396,1.0,18.999762392278615,0.00030196859971383432,6.200347264451e-07,0.0015108813437000939,0.001751919412485902,0.00099516477955699165,0.00023132032786814667,6.1661950832509841e-10,3.985026061705406e-06,0.001578798441133081,2.6060787302927275e-12,1.5076711931227608e-05,1.6528777081466177e-06,1.2033196390327386e-05,1.2026684826026441e-05,4.0320644095268087e-09,1.0590490886742981e-07,2.4610784300265275e-09,1.2003356689630328e-06,2.8288578374183826e-12,2.8766915842130028e-12,2.8836378124434908e-12,1.1086938827758105e-07,4.8158446039970349e-11,3.1043605470303322e-14,1.6066361073594036e-15,6.7255289164690945e-15,2.5081701756721037e-11,5.6806990808008364e-12,4.54283367006702e-13,2.0279230409313693e-13,1.4953004791752706e-14,9.7359871128798811e-17,1.1207558906612731e-19,2.3644581496048687e-15,6.4547806532636385e-17,6.5724520093876245e-08,7.4895436545553372e-14,1.1270567084371347e-14,3.8854003284876165e-17,1.7632335862958713e-17,4.6995752688059485e-14,1.7931334714831301e-22,1.0287570842009294e-22,6.9168533584050699e-16,1.4263154930155608e-20,2.6317331972522056e-16,6.3819742725955573e-21,4.443297851916721e-22,4.9089673176438521e-20,4.2443649623046984e-17,4.1184983443223168e-17,1.2586661798238225e-18,1.2418332908361996e-12,4.3612438110022581e-16,7.5295071181208845e-16
2.1422249279125492e-09,0.4593024116041762,1.175882200760143e-08,1.6544760544837716e-11,4.6436637036146546e-11,2.8438331158288574e-16,6.6495480148227651e-13,0.0,0.0,2.3404905104677841e-06,8.9944041595843312e-10,154.0,0.0,0.99336856672841223,1.0,18.999753883056858,0.00031261759819068514,6.1990483148510809e-07,0.0015635274079686306,0.0018136067749318029,0.00103034506131902,0.00023951943203209038,6.3833122573231518e-10,4.1254003222387968e-06,0.0016346502956139446,2.6984506865493102e-12,1.6160255343933265e-05,1.7145223376327542e-06,1.2952359488654589e-05,1.2945348220528939e-05,4.3400737156850011e-09,1.1107196885089227e-07,2.6491144339692165e-09,1.2905087442440183e-06,3.3899238133521822e-12,3.4576052732052575e-12,3.466266123826806e-12,1.2303872351520456e-07,5.2047404088120453e-11,3.2137129856623914e-14,1.7205172286191277e-15,7.4452902514738682e-15,2.8481811728625312e-11,6.6586425594810281e-12,5.3587608923161749e-13,2.4356387790670014e-13,1.8378541062350004e-14,1.229075094699627e-16,1.346086023242348e-19,2.86720826611471e-15,8.1177975084639502e-17,6.8910566199337215e-08,8.0406884829072188e-14,1.2111922632717134e-14,4.1713513403974952e-17,1.9446595833148752e-17,5.1968252351761803e-14,1.9269921137409735e-22,1.1055545053846462e-22,7.9156874581344782e-16,1.6322859172871273e-20,2.9972336603760507e-16,7.2683153801772298e-21,5.0603923632673022e-22,5.5907569688315122e-20,5.009059218092839e-17,4.8553094475883254e-17,1.5374977050451262e-18,1.4508741266199167e-12,5.1362293133157602e-16,9.1663938526294563e-16
2.215620899252819e-09,0.4593023922068178,1.2393821533569723e-08,1.7940499903611373e-11,5.2324408935591639e-11,3.3104848842717756e-16,7.7155681208855183e-13,0.0,0.0,2.502818066645285e-06,1.0283043024887573e-09,154.0,0.0,0.99314208599092424,1.0,18.999745376534413,0.0003232622271099663,6.1977496245615e-07,0.0016161164023010691,0.0018752619338933095,0.0010655162512136713,0.00024770963208080906,6.6003159088618981e-10,4.2657011874884651e-06,0.0016904904223709143,2.7907223281219822e-12,1.7281027503159133e-05,1.776100251720097e-06,1.3905157211516291e-05,1.3897627528395639e-05,4.6593542880838364e-09,1.1626104760763037e-07,2.8440326420395175e-09,1.3841873728352367e-06,4.0358141296209067e-12,4.1287416641020483e-12,4.1394563272150888e-12,1.3606132029555546e-07,5.609881147999277e-11,3.3230082489035081e-14,1.8385881024409831e-15,8.2151205498548574e-15,3.2206960987352539e-11,7.7651345183695588e-12,6.2868051166499752e-13,2.9078850610993583e-13,2.2434239382333797e-14,1.5398242019087944e-16,1.6070800990240017e-19,3.4558184307263268e-15,1.0135392839751172e-16,7.2109209720933158e-08,8.6149936862500026e-14,1.2988942849121006e-14,4.4693194269630539e-17,2.1381521265887769e-17,5.7279889846448595e-14,2.0665249612446543e-22,1.1856073333369971e-22,9.0181059782823915e-16,1.8596167788850569e-20,3.3982607034082007e-16,8.2408084125023869e-21,5.7374683754719596e-22,6.3388183428981765e-20,5.8779454519416448e-17,5.6914274588557766e-17,1.8651799308586771e-18,1.6863546339922817e-12,6.0161300791399882e-16,1.1086826678256209e-15
2.289016870593089e-09,0.45930237291887893,1.3043149141212975e-08,1.9406750625404448e-11,5.8760784563971521e-11,3.8354416058257383e-16,8.9153868418538834e-13,0.0,0.0,2.670533974381556e-06,1.170501505566176e-09,154.0,0.0,0.99291565354521916,1.0,18.999736872687439,0.00033390248778334579,6.1964512422445427e-07,0.0016686483286394902,0.0019368848597767459,0.0011006783526825142,0.00025589092835487799,6.817205933775312e-10,4.4059285901537011e-06,0.0017463188263154206,2.8828936588480244e-12,1.843899188363301e-05,1.8376114480992941e-06,1.4891553140172172e-05,1.4883486289628019e-05,4.9898938877977182e-09,1.2146969001626875e-07,3.0458255809929259e-09,1.4813955573831079e-06,4.7756023943697755e-12,4.9001969859469635e-12,4.9133563026209172e-12,1.4996527406381509e-07,6.031380166274764e-11,3.4322462843250792e-14,1.9608773954204705e-15,9.0366955541906061e-15,3.6275427846728719e-11,9.0120175622136768e-12,7.3377996049187427e-13,3.452210117049889e-13,2.7208581002880025e-14,1.9153950739624302e-16,1.9079098025097953e-19,4.1415305300907324e-15,1.256843143432867e-16,7.531898985991489e-08,9.213006152810671e-14,1.3902466708245457e-14,4.7795883421023669e-17,2.3441437322654373e-17,6.2942998036556405e-14,2.211865493841016e-22,1.2689921481563779e-22,1.0231033302614044e-15,2.1097359867250234e-20,3.8369056197731612e-16,9.3045247013986723e-21,6.4780567368217748e-22,7.1570526350349548e-20,6.8609696759524507e-17,6.6361535120634264e-17,2.2481616388902522e-18,1.950604396924445e-12,7.0109789812372153e-16,1.332811689832582e-15
2.3624128419333586e-09,0.45930235374018863,1.3706707877091363e-08,2.0944931885204031e-11,6.577907086458617e-11,4.4238618704571411e-16,1.026138831182503e-12,0.0,0.0,2.8436328138808568e-06,1.3269145858087599e-09,154.0,0.0,0.99268926943364377,1.0,18.999728371492136,0.00034453838152271097,6.1951530357199943e-07,0.0017211231890367975,0.0019984755230655587,0.0011358313690157046,0.00026406332121208171,7.0339822282452484e-10,4.5460824631101321e-06,0.0018021355121102289,2.9749646827573979e-12,1.9634111960851277e-05,1.899055928138773e-06,1.5911510853517803e-05,1.5902888037674017e-05,5.3316802737195646e-09,1.2669570295520378e-07,3.2544857762516491e-09,1.5821572607776398e-06,5.6189515651653408e-12,5.7827870777150311e-12,5.798839213001674e-12,1.6477860168176277e-07,6.4693506146096e-11,3.5414270396393604e-14,2.0874137260402561e-15,9.9116874830062728e-15,4.0705769511527413e-11,1.0411764682833311e-11,8.5231867228698228e-13,4.0767362681811142e-13,3.2798649568873316e-14,2.3665896586189392e-16,2.2530641033480219e-19,4.9366262776505748e-15,1.5485853504818837e-16,7.8538605500481205e-08,9.8352887739905456e-14,1.4853358731448851e-14,5.1024501453643091e-17,2.5630752288031707e-17,6.8970143378666362e-14,2.3631512558242332e-22,1.3557878617977312e-22,1.1561640704435361e-15,2.38412236218872e-20,4.3153133967517709e-16,1.0464665780248042e-20,7.2857789499800542e-22,8.0494612010365278e-20,7.9686539781626946e-17,7.6993056902659965e-17,2.6934828789670067e-18,2.2460770004071126e-12,8.1313967003530369e-16,1.5931020941610691e-15
2.4358088132736284e-09,0.45930233467057757,1.4384401354088161e-08,2.2556453201073078e-11,7.3413525428822974e-11,5.0811838912785398e-16,1.1766708191611539e-12,0.0,0.0,3.0221091332696155e-06,1.4984534976562849e-09,154.0,0.0,0.99246293369844851,1.0,18.999719872924782,0.00035516990964016724,6.1938551938108016e-07,0.0017735409856565996,0.0020600338943203441,0.0011709753033477797,0.00027222681102739247,7.2506446887194995e-10,4.6861627394065866e-06,0.0018579404841631191,3.0669354040758671e-12,2.0866351211139486e-05,1.9604336966724088e-06,1.696499392836366e-05,1.6955796299587365e-05,5.6847012026005673e-09,1.3193713140114075e-07,3.4700057519295075e-09,1.6864964061229851e-06,6.5761270289590182e-12,6.7880698872755369e-12,6.8075263863865601e-12,1.8052924147952628e-07,6.923905450238593e-11,3.6505504626872233e-14,2.2182256662029811e-15,1.0841764984977225e-14,4.5516809093883224e-11,1.1977486416146478e-11,9.8550256391891652e-13,4.7901779728294085e-13,3.9310558403968228e-14,2.9055733584273564e-16,2.6473592298705269e-19,5.8544817586922147e-15,1.8965426654333562e-16,8.1766900355753641e-08,1.0482419722938438e-13,1.5842507821511374e-14,5.4382048274255136e-17,2.7953959888146924e-17,7.5374133165292656e-14,2.5205236705447715e-22,1.4460756117083076e-22,1.3017350841074167e-15,2.6843065659491708e-20,4.8356833844604784e-16,1.1726565003593861e-20,8.1643483014538815e-22,9.0201468032484835e-20,9.2121105287751687e-17,8.891229950990593e-17,3.2088057778457662e-18,2.5753526435511972e-12,9.3886057078947832e-16,1.8939923994432529e-15
2.5092047846138982e-09,0.4593023157098756,1.5076133747982259e-08,2.4242714493505988e-11,8.1699351230507364e-11,5.8131319028291864e-16,1.3445256902548877e-12,0.0,0.0,3.2059574487067648e-06,1.6860555012464548e-09,154.0,0.0,0.99223664638179077,1.0,18.999711376961717,0.00036579707344803689,6.1925576694908749e-07,0.0018259017207730771,0.0021215599441788608,0.0012061101586990106,0.00028038139819295177,7.4671932119207599e-10,4.8261693522686469e-06,0.0019137337466925977,3.1588058272209973e-12,2.2135673111718887e-05,2.0217447566282365e-06,1.8051965944869651e-05,1.8042174601327114e-05,6.048944430844013e-09,1.371922262324025e-07,3.6923780319294428e-09,1.7944368767049557e-06,7.6580112878695045e-12,7.9283702400735772e-12,7.9518124953584473e-12,1.9724505331216528e-07,7.3951574456343955e-11,3.759616501451934e-14,2.3533417394289919e-15,1.1828593093227381e-14,5.072762073802017e-11,1.3722939253896623e-11,1.1346001364264101e-12,5.6018618047160181e-13,4.6859912203573722e-14,3.5459929813447527e-16,3.09594971066436e-19,6.9096263190344959e-15,2.3094549055597384e-16,8.5002842767099685e-08,1.1154991576966553e-13,1.687082584552068e-14,5.7871598546475032e-17,3.0415642162074617e-17,8.2168024486521577e-14,2.6841278149452447e-22,1.539938631476146e-22,1.460584243379033e-15,3.0118720630392605e-20,5.4002699142708357e-16,1.3095689049248817e-20,9.1175709057092507e-22,1.0073314765904758e-19,1.0603056991876947e-16,1.0222812204248457e-16,3.8024478762849368e-18,2.9411410151755855e-12,1.0794445638263239e-15,2.2403038281008066e-15
2.582600755954168e-09,0.45930229685791274,1.5781809793939576e-08,2.6005106144206795e-11,9.0672691373309071e-11,6.6257224133042242e-16,1.5311742763660767e-12,0.0,0.0,3.3951722444942558e-06,1.8906850739478038e-09,154.0,0.0,0.99201040752573388,1.0,18.999702883579353,0.00037641987425885803,6.1912602897277499e-07,0.0018782053967708442,0.0021830536433560554,0.0012412359379871333,0.00028852708311804913,7.6836276948450048e-10,4.9661022350979919e-06,0.0019695153037468114,3.2505759568026636e-12,2.344204114077284e-05,2.0829891083449504e-06,1.9172390487300866e-05,1.9161986468382801e-05,6.4243977147121016e-09,1.4245941869384431e-07,3.9215951400702347e-09,1.9060025159588023e-06,8.8761179974196642e-12,9.2168044309926499e-12,9.2448905814063411e-12,2.1495381861667877e-07,7.8832191903093671e-11,3.8686251040565497e-14,2.4927904211567205e-15,1.2873833179268297e-14,5.6357515798481775e-11,1.5662533164443738e-11,1.3009432847493843e-12,6.5217457542316716e-13,5.5572269435117802e-14,4.3031038841832369e-16,3.6043390419708327e-19,8.1178030871533628e-15,2.7971124961298704e-16,8.8245509801050454e-08,1.1853610558054516e-13,1.7939246408149309e-14,6.1496297748553692e-17,3.3020471896645801e-17,8.9365131838576145e-14,2.8541122243908983e-22,1.6374621388570046e-22,1.6335055266681138e-15,3.3684561536997569e-20,6.0113830371018328e-16,1.4577639707864924e-20,1.0149346951670314e-21,1.1213274351749433e-19,1.2153832168709647e-16,1.1705490507222816e-16,4.4834166148683444e-18,3.3462841506143336e-12,1.2361388598828838e-15,2.6372608352005368e-15
2.655996727294438e-09,0.45930227811452,1.6501334783123247e-08,2.7845009051348478e-11,1.0037062410681753e-10,7.5252699796640353e-16,1.7381693901926277e-12,0.0,0.0,3.5897479731824932e-06,2.1133338257567211e-09,154.0,0.0,0.99178421717224641,1.0,18.999694392754151,0.00038703831338538397,6.1899633381117186e-07,0.0019304520161448106,0.0022445149626440829,0.0012763526440154258,0.00029666386622910045,7.8999480347515983e-10,5.1059613214689112e-06,0.0020252851591851121,3.3422457976270182e-12,2.4785418777509798e-05,2.1441667526346363e-06,2.0326231141040574e-05,2.0315195422667589e-05,6.8110488092663043e-09,1.4773730374066777e-07,4.1576495994390333e-09,2.0212171274388463e-06,1.0242604570106377e-11,1.0667303415989591e-11,1.0700775683298195e-11,2.3368324046678161e-07,8.3882030860870407e-11,3.977576218748873e-14,2.6366001406777387e-15,1.397914291034552e-14,6.2426030902248733e-11,1.7811337722580474e-11,1.4859279597221483e-12,7.5604368095858865e-13,6.5583583024924447e-14,5.1939016899302686e-16,4.1783894044085209e-19,9.4960284590269409e-15,3.3704482613414613e-16,9.1494077045443476e-08,1.2578895946052604e-13,1.9048723903352461e-14,6.5259359127011927e-17,3.5773214441284198e-17,9.6979032807890658e-14,3.0306287417992174e-22,1.7387332492149048e-22,1.8213195310610099e-15,3.7557510300082473e-20,6.6713893633264385e-16,1.6178155916416242e-20,1.1263672120776605e-21,1.2444440326448818e-19,1.3877411156205411e-16,1.3351266807361268e-16,5.261443488441499e-18,3.7937591279074826e-12,1.4102553669897951e-15,3.0905114569291447e-15
2.7293926986347076e-09,0.45930225947952763,1.723461455952749e-08,2.976379468114971e-11,1.1083115811846519e-10,8.5183924713242887e-16,1.9671478899008369e-12,0.0,0.0,3.789679055670844e-06,2.3550204185827549e-09,154.0,0.0,0.99155807536320306,1.0,18.999685904462648,0.0003976523921405818,6.1886665543760811e-07,0.0019826415815000537,0.0023059438729123205,0.0013114602795161862,0.00030479174796962705,8.1161541291809898e-10,5.2457465451342778e-06,0.0020810433167475369,3.4338153546887838e-12,2.6165769502222956e-05,2.2052776937816049e-06,2.1513451489663139e-05,2.150176497948026e-05,7.2088854673773972e-09,1.5302463079817989e-07,4.4005339317828611e-09,2.1401044747899772e-06,1.1770283261874387e-11,1.2294634541638736e-11,1.2334327010414253e-11,2.534609436254985e-07,8.9102213414620908e-11,4.0864697939279472e-14,2.7847992776111067e-15,1.5146176223787818e-14,6.8952917924667559e-11,2.0185086850073402e-11,1.6910146824996956e-12,8.7292065987308688e-13,7.7040613069763541e-14,6.2372604966421948e-16,4.8243303079269779e-19,1.1062650519080075e-14,4.0416354420697469e-16,9.4747813122325738e-08,1.3331479654484006e-13,2.0200232828169738e-14,6.9164061495963682e-17,3.8678728949147882e-17,1.0502357197276257e-13,3.213832408460711e-22,1.8438409128874341e-22,2.0248739920687027e-15,4.1755048476885526e-20,7.3827129688739619e-16,1.7903115960587219e-20,1.2464639116814098e-21,1.3771334652574098e-19,1.5787420156824278e-16,1.5172718351463728e-16,6.1470180536055277e-18,4.286680596186155e-12,1.6031720572903435e-15,3.6061475521546017e-15
