Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153)
2.1720935354683874e-19,0.45930301738911344,4.8580704221995794e-19,1.0570144782812856e-31,9.5767793917860255e-32,2.0084859517367925e-49,3.43693883407674e-43,0.0,0.0,1.3904295758388864e-19,8.1009274275406213e-35,154.0,0.0,0.99999999999932043,1.0,19.0,3.1887451734566009e-14,2.7620683855309991e-13,1.8567542374106267e-13,1.8567604851928432e-13,3.0981995819440896e-20,1.2085808198439897e-22,1.2066715358706498e-22,7.2170677533869631e-23,4.9118640228327812e-20,7.522351627520491e-33,2.2420117196390379e-25,2.3426088028991916e-25,2.1641003103621689e-34,2.1641003095806576e-34,6.731522887366103e-44,8.9559372932164233e-34,1.0835879863378418e-44,1.6339975270995418e-26,1.5883784117541653e-79,1.4865316680021155e-79,1.4865316680033152e-79,1.0060209586868104e-37,5.9586255106542382e-40,8.8970954599967835e-33,9.6408704076044464e-38,1.5930362537703549e-40,1.6221727909540594e-46,1.0245250591470204e-56,1.098591723940031e-66,1.4497030693528973e-67,4.9537119838478809e-78,8.0662303782989217e-82,8.5568103599078239e-79,1.1298725154845228e-69,5.9898936916552138e-76,5.6490328414332823e-34,1.4770251856934191e-33,8.2424562594200715e-43,3.7819038824692787e-43,1.8360085718727794e-43,2.4208204291840596e-47,7.9215630107649305e-53,4.783911965679371e-53,7.7640795071529336e-59,8.7707193803787144e-69,3.4134225985398087e-59,1.7196648133962269e-68,7.8894765096617946e-69,1.0269178037049482e-68,1.4182999695848411e-69,1.4182999695714914e-69,1.3349604397283778e-80,1.2805893897833368e-64,6.0737925591033905e-62,3.249427366949474e-71
4.346074206936313e-19,0.45930301738911333,9.7203615852085536e-19,4.0319669304436266e-31,3.8332075380993079e-31,1.6084180339753817e-48,2.7516408741357539e-42,0.0,0.0,2.7820678205151465e-19,3.2424828369790024e-34,154.0,0.0,0.99999999999864042,1.0,19.0,6.3802607597433502e-14,5.526534849923666e-13,3.7151216385425328e-13,3.7151341381065799e-13,1.2400869328063881e-19,4.8374729115394079e-22,4.8221933567755988e-22,2.8887074974675546e-22,1.966025179893387e-19,5.9915387044583236e-32,8.9738897217323327e-25,9.3765402123985495e-25,1.7325961115228877e-33,1.7325961102714529e-33,1.0779197454708131e-42,7.1701937316212243e-33,1.7351521761145572e-43,6.5402484264934528e-26,2.0372531197614251e-77,1.9066245523972721e-77,1.9066245524003499e-77,8.0542847671029524e-37,4.7705235028714934e-39,7.0192397212362125e-32,7.7183339664137948e-37,1.2753963334336921e-39,2.5975874316917492e-45,3.2812356540455781e-55,7.036991785379233e-65,9.2860235314282396e-66,6.3462096345528282e-76,1.0333662860532393e-79,1.0962029051721147e-76,7.2373598363958981e-68,3.8401589332797969e-74,4.5226600570175246e-33,5.9119499709218961e-33,6.5989767397024007e-42,3.0278212656378684e-42,1.4699152177588758e-42,2.0174862675340647e-46,1.261107098897403e-51,7.6136232044350596e-52,1.2925935136299839e-57,2.9187288594012907e-67,5.682795883068784e-58,5.7226318101755762e-67,2.6251285144976635e-67,3.4174004395260985e-67,4.7198584080532898e-68,4.7198584079644635e-68,8.8826290846131382e-79,4.1059340362783839e-63,1.9452486050294237e-60,2.0814111349832265e-69
8.694035549872164e-19,0.4593030173891133,1.9444943917091985e-18,1.5735428307577882e-30,1.5337823141610969e-30,1.2873868376046813e-47,2.2021489800411947e-41,0.0,0.0,5.5653462609908472e-19,1.2974160506004055e-33,154.0,0.0,0.9999999999972804,1.0,19.0,1.2763291932301316e-13,1.1055462877501052e-12,7.4318564335202505e-13,7.4318814324061126e-13,4.9619605057659815e-19,1.9356192583584904e-21,1.9234204900638959e-21,1.1558589296502117e-21,7.8666576010902253e-19,4.7462972479932785e-31,3.59072478558269e-24,3.7518374247336434e-24,1.3866034567016858e-32,1.3866034546985781e-32,1.7253704806505619e-41,5.738331438540791e-32,2.7773721701592092e-42,2.6169512755209734e-25,2.610329652933488e-75,2.4429554472847201e-75,2.442955447292608e-75,6.4458757661322683e-36,3.8178686536868792e-38,5.4581570493021299e-31,6.1766537516559548e-36,1.0207025988263794e-38,4.1578233343141193e-44,1.0504349846376726e-53,4.5055907866132566e-63,5.9455834854994743e-64,8.1266318652209086e-74,1.3232761062398344e-77,1.4037115766823107e-74,4.633880906829513e-66,2.4598255477532264e-72,3.6195008617867322e-32,2.3655500470620086e-32,5.2811869009712793e-41,2.4231749886806979e-41,1.1763660883044999e-41,1.7416211369566405e-45,1.995383543307311e-50,1.2039392519216758e-50,2.2269066747659185e-56,1.0046450929505302e-65,9.7904375394042304e-57,1.9697071261129151e-65,9.0335256363799133e-66,1.1762999706174691e-65,1.624622870811656e-66,1.624622870750537e-66,6.1119059718098765e-77,1.3166235447603467e-61,6.2274107154709677e-59,1.3326718126265615e-67
1.7389958235743864e-18,0.45930301738911333,3.8894108604320789e-18,6.2156577248884625e-30,6.136127999849967e-30,1.0301711106656452e-46,1.7620537686600372e-40,0.0,0.0,1.1131910946434961e-18,5.1905135326164003e-33,154.0,0.0,0.99999999999456024,1.0,19.0,2.5529354277355114e-13,2.2113299327858791e-12,1.4865325994331309e-12,1.4865375975208794e-12,1.9851052946528241e-18,7.7437373027678714e-21,7.6466743113632616e-21,4.6241856412506895e-21,3.1471720980051433e-18,3.7219970394610548e-30,1.4365237231149429e-23,1.5009792659552234e-23,1.1094934327532615e-31,1.1094934295476474e-31,2.7611445666710905e-40,4.5915326591777173e-31,4.444695468997406e-41,1.0469509143348634e-24,3.3429161960702501e-73,3.1285685785950073e-73,3.1285685786152099e-73,5.157680110539197e-35,3.0548749777380792e-37,4.1322702999367379e-30,4.9416867494863266e-35,8.1671381981916818e-38,6.6538446738616307e-43,3.3620856362252201e-52,2.8841830370124385e-61,3.8059717162834874e-62,1.0404288824463594e-71,1.6941517261534395e-75,1.797054365111045e-72,2.9663059526540039e-64,1.5749697323177824e-70,2.8961478775684181e-31,9.4637404744952019e-32,4.2257518306001325e-40,1.9389045704720491e-40,9.4125108151937565e-41,1.5968240343747026e-44,3.1214459300364442e-49,1.8811744641156251e-49,4.0691915958465977e-55,3.6652642406711934e-64,1.7889912699895619e-55,7.1856851424617988e-64,3.2940171028991979e-64,4.2915808749001201e-64,5.9272675200926725e-65,5.9272675196470698e-65,4.4560349757428046e-75,4.226748079805963e-60,1.9931885632255335e-57,8.5309139276881636e-66
3.478180360748727e-18,0.45930301738911344,7.7792438072626142e-18,2.4705578224605004e-29,2.4546509652921316e-29,8.2424253785829776e-46,1.4097768644264617e-39,0.0,0.0,2.2265071535293937e-18,2.0763779937345507e-32,154.0,0.0,0.99999999998911993,1.0,19.0,5.1061478967214198e-13,4.422889380966419e-12,2.9732264999375917e-12,2.9732364880096813e-12,7.9410513407003823e-18,3.0977469148575232e-20,3.0209782285144314e-20,1.8498226153666299e-20,1.2589687446612606e-17,2.8634198584489569e-29,5.746562513512924e-23,6.0044056372156267e-23,8.876790147764737e-31,8.8767900964700245e-31,4.4182489523717423e-39,3.6735679531677711e-30,7.1122226639845445e-40,4.1881444808390347e-24,7.4927326391550799e-71,7.0122990027653112e-71,7.0122990028557249e-71,4.1265361012552288e-34,2.4441320133656855e-36,2.9833931990953571e-29,3.9528054758390249e-34,6.534277505191264e-37,1.0647150274563812e-41,1.0759721211350032e-50,1.8460600355313618e-59,2.4360632611994496e-60,1.3318820987165344e-69,2.1687311741324091e-73,2.300263786282254e-70,1.8986239271741927e-62,1.3209282667065721e-68,2.3171339114877048e-30,3.7858042288069779e-31,3.3809223186301919e-39,1.5512652006711e-39,7.530395303420209e-40,1.6028108314210211e-43,4.7796089840379407e-48,2.874224042263517e-48,8.1287635364466462e-54,1.4608251719795435e-62,3.5737532993849073e-54,2.8635781158216792e-62,1.3115104173076819e-62,1.7105013443228574e-62,2.3624691264509608e-63,2.362469126096163e-63,3.5479801393483807e-73,1.3606124425632578e-58,6.3788619061206426e-56,5.4603579345950844e-64
6.956549435097407e-18,0.4593030173891133,1.5558909738462781e-17,9.8508183962978024e-29,9.819003425981824e-29,6.5943786113209714e-45,1.127875036359411e-38,0.0,0.0,4.4531517584894248e-18,8.3058787692511305e-32,154.0,0.0,0.9999999999782393,1.0,19.0,1.0212572834593831e-12,8.8459769099859147e-12,5.9466142543155158e-12,5.9466341985909633e-12,3.1765369184638038e-17,1.2391491041346162e-19,1.1791189790802673e-19,7.3995741029621129e-20,5.0360594901543883e-17,2.1267726369694498e-28,2.2987185095212757e-22,2.401859930223743e-22,7.1017690923401682e-30,7.101769010265516e-30,7.0694561497028283e-38,2.9389827567371733e-29,1.1380091672814661e-38,1.6753259522662682e-23,9.6237418103509806e-69,9.0066679782406724e-69,9.0066679784733101e-69,3.3013859698195123e-33,1.9553984032993492e-35,1.9942792097002526e-28,3.1609245441088075e-33,5.2275846659543282e-36,1.7036037265855316e-40,3.4432381108894598e-49,1.1815232388717976e-57,1.5591396502262128e-58,1.7048746013007518e-67,2.7760830621073966e-71,2.9439497968427395e-68,1.2151654287066246e-60,8.4859950196839051e-67,1.853788114779952e-29,1.5143832697604027e-30,2.7048660381420283e-38,1.2410618965720926e-38,6.0240769483046345e-39,1.8026368466445234e-42,7.039932917495673e-47,4.2172622971180944e-47,1.818196433236598e-52,6.5165495534689494e-61,7.9935716843840391e-53,1.2770987474856263e-60,5.8384817934223395e-61,7.6307840812921995e-61,1.0539569159009906e-61,1.05395691558485e-61,3.1614072258457583e-71,4.4045001721561092e-57,2.0413354173984078e-54,3.4948026731827735e-62
1.391328758379477e-17,0.4593030173891133,3.111824175101948e-17,3.9340446954043313e-28,3.9276813006846674e-28,5.2757033146131741e-44,9.0232145104156416e-38,0.0,0.0,8.9064909171618805e-18,3.3224421645052368e-31,154.0,0.0,0.99999999995647815,1.0,19.0,2.042542270994102e-12,1.7692026500438127e-11,1.1893389576547416e-11,1.1893429352059616e-11,1.2706303205156596e-16,4.9566965971379273e-19,4.4972927272852672e-19,2.9598759057393852e-19,2.0144484538911258e-16,1.4871050103874949e-27,9.1950608708898982e-22,9.607634732479946e-22,5.6815498780481005e-29,5.6815497467287108e-29,1.131109191952124e-36,2.3512242150061431e-28,1.8208470839853088e-37,6.7014400741316242e-23,1.2319298820782797e-66,1.1529386021761477e-66,1.1529386022357085e-66,2.6411720541680694e-32,1.564355801034074e-34,1.1969867560819638e-27,2.5264508270779619e-32,4.1820301985866031e-35,2.7257489902807745e-39,1.1018308181856187e-47,7.561716624173984e-56,9.9784516986559079e-57,2.1822310073801853e-65,3.5533737357436453e-69,3.7669591935221938e-66,7.7770260207758337e-59,5.4316298787200384e-65,1.4830544664941475e-28,6.0576559893392022e-30,2.1639438440123161e-37,9.928583976952075e-38,4.8185356818218862e-38,2.2744763803845885e-41,9.7147869355648472e-46,5.7842403140476977e-46,4.5649077051102951e-51,3.2634520401888914e-59,2.0069292405011008e-51,6.3925825493914766e-59,2.9119559021828131e-59,3.8219165776782461e-59,5.2790626097040432e-60,5.279062606540998e-60,3.1630450315964594e-69,1.4416262296677967e-55,6.5323958476713809e-53,2.2367167392950505e-60
2.7826763881189495e-17,0.45930301738911333,6.2236906376758377e-17,1.5723614582577251e-27,1.5710885191998872e-27,4.2206829782588434e-43,7.2186573525695936e-37,0.0,0.0,1.7813369029512108e-17,1.3290088347000442e-30,154.0,0.0,0.99999999991295585,1.0,19.0,4.0851122459044897e-12,3.5383623825231571e-11,2.3786939474915767e-11,2.3787018682592101e-11,5.0824906002845677e-16,1.9826982783501964e-18,1.6446530799783702e-18,1.1839512485329923e-18,8.0577451729294447e-16,9.4834883978240298e-27,3.6780615840519497e-21,3.8430926216011931e-21,4.5452934423067077e-28,4.545293232203874e-28,1.8096935409150696e-35,1.8809732174086524e-27,2.9133479314785293e-36,2.6806032376093436e-22,1.5769079420243784e-64,1.4757966895861885e-64,1.4757966897386675e-64,2.1129636620078919e-31,1.2514994091626953e-33,6.3559761543517452e-27,2.0174365531782194e-31,3.3454450033245883e-34,4.3609777267240535e-38,3.5256852350742555e-46,4.8392637241815536e-54,6.3858994797682484e-55,2.7931212171835076e-63,4.548102561295068e-67,4.8181974773841701e-64,4.9770554277148699e-57,3.4763740483201551e-63,1.186439690787381e-27,2.4230867870981295e-29,1.7311750707959383e-36,7.9427265028372122e-37,3.8535305424693566e-37,3.150676669427338e-40,1.2176776811908993e-44,7.1905217596646662e-45,1.2599675297958032e-49,1.7975533717859171e-57,5.5393573947718411e-50,3.5177609732917365e-57,1.5909823073882306e-57,2.1056717789431155e-57,2.9087747358093717e-58,2.9087747323268911e-58,3.4824806972304152e-67,4.8189359520022088e-54,2.0903626802385524e-51,1.4314964522606245e-58
4.174024017858422e-17,0.4593030173891133,9.3355571603122711e-17,3.3404829856968904e-27,3.3385731169801349e-27,1.2530299292435829e-42,2.064091195391893e-36,0.0,0.0,2.6720446936863393e-17,2.8241796307920854e-30,154.0,0.0,0.99999999986943355,1.0,19.0,6.1276822206558264e-12,5.3074719308149672e-11,3.5680488627189037e-11,3.5680607116858327e-11,1.0800203839285672e-15,4.2132456706748426e-18,3.2907347216248475e-18,2.5158875485158618e-18,1.7122567889864752e-15,2.4050731013279645e-26,7.8159040016456431e-21,8.1665957180576395e-21,1.2996737388803417e-27,1.29967366155025e-27,6.6607084982286242e-35,5.3783774103315134e-27,1.0723006787040724e-35,5.696298834603865e-22,8.1362685226146121e-64,7.6145714278100786e-64,7.6145714287462217e-64,6.0417762335968693e-31,3.5785168923346962e-33,1.4868266408490948e-26,5.7624813909662425e-31,9.5655514943071501e-34,1.605085086465771e-37,1.6096654159108177e-45,2.6587878218869932e-53,3.5085403679075092e-54,1.8019189346468173e-62,2.9341061274565921e-66,3.10771238227582e-63,2.7344933992093955e-56,1.7300623105520667e-62,3.3924568258223815e-27,5.1490744595555984e-29,4.950092912436404e-36,2.2710916945836181e-36,1.1016516134275134e-36,1.1194537060935564e-39,4.0253418962553648e-44,2.3692299407751666e-44,5.5745114517214655e-49,9.6050128684844431e-57,2.4507941458303943e-49,1.8790347412670219e-56,8.4767518627743692e-57,1.1252375598323715e-56,1.5544589033102803e-57,1.5544589011178862e-57,2.1923939304982344e-66,2.291361363862181e-53,9.5438162686478784e-51,7.8650551440533901e-58
5.565371647597894e-17,0.45930301738911333,1.2447423743011243e-16,5.6977691730173707e-27,5.6952219345439141e-27,2.7303138676510818e-42,4.3537735994283083e-36,0.0,0.0,3.5627724639211515e-17,4.8177690218907808e-30,154.0,0.0,0.99999999982591126,1.0,19.0,8.1702521952481118e-12,7.076531296342778e-11,4.7574037033367536e-11,4.7574194722911079e-11,1.8423715975854389e-15,7.1873114907712072e-18,5.3199286949280894e-18,4.291789176458174e-18,2.920883089573842e-15,4.5881346826126952e-26,1.3333033243703573e-20,1.3931272522818684e-20,2.7413928210387916e-27,2.7413926249170193e-27,1.6892604102418554e-34,1.134448526949051e-26,2.7195731592743437e-35,9.7172307596923798e-22,4.4386387173241107e-63,4.1540334447394218e-63,4.1540334452605541e-63,1.2743883013304102e-30,7.5481409953449926e-33,2.6801488931142933e-26,1.2143026716939608e-30,2.0175864753285047e-33,4.0707379974641431e-37,4.7978528284845547e-45,9.1412933073979756e-53,1.2062864490433053e-53,7.0368593013723098e-62,1.1458287874234326e-65,1.2133941881824168e-62,9.4015801529650821e-56,7.2787529730202988e-62,7.1556295785737261e-27,8.7837284615519073e-29,1.0441195500338258e-35,4.7903243889060577e-36,2.3232842196429852e-36,2.7792893754963338e-39,9.3331420866750025e-44,5.4796492136632883e-44,1.6286313090558246e-48,3.2412077914418174e-56,7.1601610699594741e-49,6.3388354198671345e-56,2.853003617014793e-56,3.7974069808742117e-56,5.2460976226472151e-57,5.2460976142310684e-57,8.4161475422746042e-66,7.5170386625363603e-53,2.844729401407381e-50,2.704159107812638e-57
8.348066907076839e-17,0.45930301738911333,1.8671157049372274e-16,1.17950753089354e-26,1.1791251956764963e-26,7.9254044745583552e-42,1.1891527172641752e-35,0.0,0.0,5.3442748950519996e-17,9.9747452601004283e-30,154.0,0.0,0.99999999973886666,1.0,19.0,1.22553921440594e-11,1.0614532255939379e-10,7.1361132094686906e-11,7.1361368163402681e-11,3.8143365884536522e-15,1.4880434287318757e-17,1.0105328136750971e-17,8.8855291957919601e-18,6.0472226416322258e-15,1.0777994073483557e-25,2.7604393185730201e-20,2.8842971846741742e-20,7.4876063592699761e-27,7.4876056734474241e-27,5.9071865250406907e-34,3.0984954025802665e-26,9.5103896155752646e-35,2.0118322608370071e-21,6.1645265840718575e-62,5.7692574790898674e-62,5.7692574799131084e-62,3.4807593224179224e-30,2.0616348430521512e-32,5.8758794781467216e-26,3.3113157277760166e-30,5.5103510877341308e-33,1.4234932111150973e-36,2.1000345431253265e-44,4.9161976340221877e-52,6.4874220617918456e-53,4.5768979727562962e-61,7.4526947754178567e-65,7.8894605048324696e-62,5.0561804032491687e-55,6.4931093704092782e-61,1.9544020569904688e-26,1.8185620245047904e-28,2.8518184712962885e-35,1.3083548376588071e-35,6.3437017745283479e-36,9.4919680518761644e-39,2.8475160571107536e-43,1.6662601447794293e-43,6.9628101187964983e-48,1.703096327727781e-55,3.0611495530693236e-48,3.3289584707408336e-55,1.4923294557606755e-55,1.9956235869635461e-55,2.7571002320534081e-56,2.7571002267002756e-56,5.3531323099793768e-65,4.2899889547818985e-52,1.2451839350974478e-49,1.4543378988299326e-56
1.1130762166555784e-16,0.45930301738911344,2.4894890576604654e-16,2.0058951035388916e-26,2.0053849037139876e-26,1.7332221911901631e-41,2.4881078768857091e-35,0.0,0.0,7.1258507979255392e-17,1.6964689603392408e-29,154.0,0.0,0.99999999965182229,1.0,19.0,1.6340532092285803e-11,1.415234868743951e-10,9.5148224412352648e-11,9.5148538986639358e-11,6.4870868982879005e-15,2.5307736653349837e-17,1.5871247667753203e-17,1.5111827341694473e-17,1.028458235398486e-14,1.990291662748117e-25,4.6947882003907875e-20,4.9054378908688861e-20,1.5666591852449371e-26,1.5666590138817442e-26,1.4759951323371979e-33,6.4830198157404419e-26,2.3763679184857538e-34,3.4216026643233283e-21,2.8337500701439161e-61,2.6520501734714518e-61,2.6520501738983421e-61,7.2829269562461732e-30,4.313633840812426e-32,1.0341738240380964e-25,6.9185196188487e-30,1.152892878051148e-32,3.5567892236377619e-36,6.1183102597799468e-44,1.6384289890209031e-51,2.1620735015677161e-52,1.7182684669936087e-60,2.7979092893580113e-64,2.9611800347300288e-61,1.6850813212573761e-54,2.5554769996581402e-60,4.089219319160301e-26,3.0929000977794059e-28,5.9669627856672971e-35,2.7374564130535665e-35,1.3269599377511802e-35,2.3386978850917564e-38,6.4003681051066127e-43,3.7363894226213222e-43,2.0011852864402388e-47,5.602233877318388e-55,8.7980673878197103e-48,1.0946100216775498e-54,4.892672803211044e-55,6.5651398834760274e-55,9.0705998890169351e-56,9.0705998691637931e-56,1.9853141794986508e-64,1.4061691921870498e-51,3.6278443212292784e-49,4.8469878590400102e-56
1.3913457426034727e-16,0.45930301738911333,3.1118624340484882e-16,3.0644152132978325e-26,3.0637768039962925e-26,3.2518082447555316e-41,4.5295086578973225e-35,0.0,0.0,8.9075054205206122e-17,2.5918611558499672e-29,154.0,0.0,0.99999999956477781,1.0,19.0,2.0425672039885538e-11,1.768996741977904e-10,1.1893531379039181e-10,1.1893570727016661e-10,9.9106424890586128e-15,3.8664514821054518e-17,2.2423280956249206e-17,2.3087246063692926e-17,1.5712263525724615e-14,3.2268411793953942e-25,7.1725794099475497e-20,7.4944042658525126e-20,2.852044993193506e-26,2.8520446296390858e-26,3.1313761909488593e-33,1.1801958260791254e-25,5.0416801352767119e-34,5.2274386338348617e-21,1.0462267287771762e-60,9.791427296821819e-61,9.7914272985344238e-61,1.3258311919639328e-29,7.852810697690707e-32,1.6170063321291395e-25,1.2576678019167313e-29,2.0986914225392989e-32,7.5458282572870186e-36,1.4854467484945264e-43,4.4855428178063985e-51,5.9191295902070645e-52,5.2409411953371932e-60,8.5339972146977186e-64,9.0298147873710867e-61,4.6132635032660258e-54,8.0443243109350544e-60,7.4441845134890527e-26,4.7252547489417017e-28,1.0862632796428937e-34,4.9833229337810706e-35,2.4150226397310955e-35,4.9102363331314817e-38,1.2302742736510473e-42,7.1679377440287068e-43,4.8079390999717766e-47,1.5177814589332868e-54,2.1137758316427357e-47,2.9643823215351749e-54,1.3211067597313538e-54,1.7788359839778688e-54,2.4577985127716661e-55,2.4577985067765056e-55,5.9951608752134685e-64,3.7580783002216142e-51,8.8081449595743664e-49,1.3269903716386643e-55
1.669615268551367e-16,0.45930301738911344,3.7342358345325154e-16,4.3592978947988509e-26,4.358530838496624e-26,5.5048073397669054e-41,7.5128270080169023e-35,0.0,0.0,1.0689240197271674e-16,3.6872396442748725e-29,154.0,0.0,0.99999999947773333,1.0,19.0,2.4510811986847193e-11,2.1227384861639833e-10,1.4272240017524097e-10,1.4272287320466193e-10,1.4098642167304356e-14,5.5004147245728744e-17,2.9538853721666709e-17,3.2843600641881728e-17,2.2351889025698796e-14,4.7980103764697816e-25,1.0203715545076673e-19,1.0661543090678773e-19,4.7305171844900405e-26,4.7305164923431705e-26,5.9615945131782935e-33,1.9574965026963652e-25,9.5987418917624813e-34,7.4365572813776888e-21,3.2860844005322223e-60,3.0753808551125978e-60,3.0753808557012501e-60,2.1990794590624398e-29,1.3024989685684235e-31,2.3385834065843194e-25,2.0828759502464608e-29,3.4807890275673871e-32,1.4365888700541475e-35,3.2022041377168418e-43,1.0821622132642969e-50,1.428023052722187e-51,1.4010014518613788e-59,2.281300534934474e-63,2.4132269878877936e-60,1.1129755779855484e-53,2.1697531233035665e-59,1.2347073955973026e-25,6.7221496788860747e-28,1.8017198962552501e-34,8.2653422487206416e-35,4.0045165019795295e-35,9.2716339852831834e-38,2.1302580867097251e-42,1.2390744606850465e-42,1.0275834890401006e-46,3.6294496384822081e-54,4.5176967320008668e-47,7.0857124429865931e-54,3.1480436113930042e-54,4.2541583636753724e-54,5.8781860995353282e-55,5.8781860836471487e-55,1.5888180046086288e-63,8.8023786993936298e-51,1.8988346090685079e-48,3.2015040025847136e-55
2.226154320447156e-16,0.4593030173891133,4.9789827077429881e-16,7.6577043891442334e-26,7.6566782194013521e-26,1.3065861817403929e-40,1.7396422089629007e-34,0.0,0.0,1.4252950061589823e-16,6.477634477200759e-29,154.0,0.0,0.99999999930364458,1.0,19.0,3.2681091878857455e-11,2.8301616320391203e-10,1.9029656397104763e-10,1.9029719882691253e-10,2.4766278234684064e-14,9.662631606978569e-17,4.4663976589044405e-17,5.7695411294516512e-17,3.9264284894888885e-14,8.9483681265291837e-25,1.7924975501629327e-19,1.8729243215668471e-19,1.0953806700751364e-25,1.095380456961746e-25,1.8355660031044206e-32,4.5325624045620511e-25,2.9556790104695912e-33,1.3063879521297401e-20,2.8518195573072174e-59,2.6689610596164165e-59,2.6689610604259593e-59,5.0921169147764304e-29,3.0160174954516007e-31,4.1976804040550399e-25,4.8045081026283735e-29,8.0588841240009666e-32,4.4231866391088158e-35,1.330359197927813e-42,6.1815563756443933e-50,8.157192953457502e-51,1.1250699103126381e-58,1.832000225390954e-62,1.9355264428316688e-59,6.357570198585203e-53,1.3332898737240167e-58,2.8589518861546277e-25,1.1808870136609225e-27,4.1719926110806166e-34,1.9137735884886674e-34,9.2659691512419715e-35,2.8145258722456216e-37,5.2755756165778333e-42,3.059795472198642e-42,4.1961006270161757e-46,2.0300584932916071e-53,1.8447851911733306e-46,3.9564339565974434e-53,1.7358614941883204e-53,2.3805174948180434e-53,3.2898830524884447e-54,3.2898830400282482e-54,1.24601972842265e-62,4.1984159808129145e-50,7.8894173036391169e-48,1.8289281288518e-54
3.339232424238734e-16,0.45930301738911333,7.4684767425484517e-16,1.7083345717585645e-25,1.7081791237721499e-25,4.5118434199764751e-40,5.8871231490575881e-34,0.0,0.0,2.1381329087106188e-16,1.4452437391093609e-28,154.0,0.0,0.99999999895546754,1.0,19.0,4.9021651655241305e-11,4.2447670789890251e-10,2.8544485573986241e-10,2.8544582683479501e-10,5.5248152072163238e-14,2.1556975246282805e-16,7.6785013346084342e-17,1.2871032614778297e-16,8.759003522367936e-14,2.127116501114139e-24,3.9990008566180292e-19,4.1784288215224694e-19,3.7068758708584423e-25,3.706874740335147e-25,9.7370372028034804e-32,1.5337532861196811e-24,1.568195748821211e-32,2.9145070440381439e-20,5.9111365797838326e-58,5.5321149113168439e-58,5.532114914454694e-58,1.7232304873035808e-28,1.0206500793202405e-30,9.5760621807938187e-25,1.6117206180145724e-28,2.7263541338855329e-31,2.3462829745950782e-34,1.1507969987679992e-41,9.0804427706612236e-49,1.1982572175295437e-49,2.9155741324357498e-57,4.7475827672728402e-61,4.9991282221212876e-58,9.3390030024701538e-52,1.7615799246575412e-57,9.6742779310541535e-25,2.6345178499365058e-27,1.4118419107396675e-33,6.4754853854431711e-34,3.1304864581992877e-34,1.4685656182285742e-36,1.9253591701042213e-41,1.1128812972396061e-41,3.5573310152384462e-45,2.9077143439667563e-52,1.5639543393780399e-45,5.6412859487667041e-52,2.3967690716924834e-52,3.4136349925757815e-52,4.7199400602571921e-53,4.7199400288174247e-53,3.1439767729992915e-61,4.162027271130388e-49,6.8260852222092515e-47,2.6872252171146375e-53
5.565388631821889e-16,0.45930301738911333,1.2447465965526459e-15,4.724829487888614e-25,4.7245619835766531e-25,2.1659712061990286e-39,2.7948050391476745e-33,0.0,0.0,3.5641923757495063e-16,3.997934593916364e-28,154.0,0.0,0.99999999825911523,1.0,19.0,8.1702771177466899e-11,7.0730150414454502e-10,4.7574129600822443e-10,4.7574299520584065e-10,1.5278130195623421e-13,5.9623116815197916e-16,1.4323679382346232e-16,3.5595706440410759e-16,2.4221841127169843e-13,6.2002498753898649e-24,1.1060619955594855e-18,1.1556881372875619e-18,1.7597703212619169e-24,1.7597693625288526e-24,8.2569308318699794e-31,7.2800694188571692e-24,1.3303998118749573e-31,8.0610775878446871e-20,2.5754488810216772e-56,2.4103113237755647e-56,2.4103113264603802e-56,8.1807922086888373e-28,4.8453474110150771e-30,2.6971338575510656e-24,7.5089561573521582e-28,1.2934081118304606e-30,1.9895112982534904e-33,1.8087320274218983e-40,2.7208860751409702e-47,3.5904895127204938e-48,1.6983084405354165e-55,2.7654747828084793e-59,2.8913203546381411e-56,2.7983639337314258e-50,4.4096874322591291e-56,4.5919650402819728e-24,7.2866657831686296e-27,6.7024424869553959e-33,3.073175031842083e-33,1.4807931328446538e-33,1.2270011133759166e-35,9.7353255567575009e-41,5.6103931434566134e-41,5.497941855252595e-44,8.5243241225278631e-51,2.4171281705302456e-44,1.6377177788295839e-50,6.5162802143997053e-51,1.0032726700385469e-50,1.3886644130738912e-51,1.3886643951098889e-51,1.7964002085855515e-59,8.0001788423434443e-48,1.0733982892458935e-45,8.056035235609894e-52
