Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31)
3.083333522627716e-07,0.43814278515257987,3.7661003835425734e-06,0.00012424218758801624,0.00030820878094240815,7.1523864336116724e-08,0.0013959828411494785,0.0,0.0,0.0028966021155525678,0.012572503119895689,154.0,0.0,0.32836014112616979,1.0,18.962837146262551,0.020323556447141834,3.6018469083677258e-07,0.011896627513935507,0.05412995396227796,0.11969434853513054,0.0017040357689203302,1.8697526633895398e-08,0.00012043319032441109,0.22905777079563305,1.8147256369606708e-11,0.087686354822335097,1.6111140152009978e-05,0.076867220617133858,0.037832823118577191,1.2642182647537076e-05,2.3881326836512634e-05,7.647573535848869e-06,0.051590913239598316,0.00023604493471912806,0.0059181720524738206,0.012639904167475726,0.016408454160116451,2.7994756768596363e-06,8.9254349518067354e-13,7.0466046641025098e-11,1.2631993026025291e-09,2.5329152366722982e-05,0.0011384136665526731,0.00010166714955094697,0.00018213205853432444,3.5444055496832493e-05,0.00018874230362041884,1.0642202132125587e-10,0.0002716610185381527,0.00053732544867741484,1.217819588730949e-05,3.992532451544607e-06,5.719398572727961e-07,2.3683291144828671e-09,8.6265088907769534e-09,2.3858722053688613e-05,8.5777102033093159e-15,4.9272191139505284e-15,2.781279368105881e-05,6.0869887624861821e-10,7.3392751994770203e-07,1.7678363528328945e-11,1.4939435271069942e-12,1.3608441815653267e-10,2.6718752930609727e-05,1.6206587760798578e-06,4.7844653012130888e-06,0.00065682536769135467,4.5240777479075829e-07,6.8081179552291251e-06,5.1318813870769871e-06,5.0948521851950488e-08,1.13270544044877e-09,0.00021872823268508267,5.4189563770683682e-07,1.579903747877248e-09,7.7747929519765994e-05,2.0313628853316771e-05
3.1402622769398647e-07,0.4381434946836514,3.7455475433459077e-06,0.00012837101545176187,0.00031370529124205516,7.3442444236203766e-08,0.0014454486397798972,0.0,0.0,0.0028974659812564013,0.012811165954166901,154.0,0.0,0.32292366227070984,1.0,18.962448559643931,0.020343541053149814,3.5547445113576317e-07,0.011545537148061636,0.053595690275393376,0.12068811463080958,0.0016537193087190515,1.8512572338473387e-08,0.00011924187734448956,0.23167030698478125,1.7611407463410557e-11,0.088661799572405692,1.5635744054127042e-05,0.077615325219097878,0.037779223928298758,1.2623992884770382e-05,2.4154388300289213e-05,7.6365708111134854e-06,0.052454342168477885,0.00023541095974766998,0.0059726346062709042,0.01296262943892079,0.016492971707974046,2.8463689619541262e-06,8.8371454488809851e-13,7.1643597640141854e-11,1.2702403110796275e-09,2.5607923499125595e-05,0.0011710653441617451,0.00010458402534929712,0.00018739255602034282,3.6470410847292461e-05,0.00019749796513591136,1.0949579543908871e-10,0.00028577183588572548,0.0005616747018782972,1.2279649989579403e-05,4.1559999009368817e-06,5.9534755430222704e-07,2.4652964425300399e-09,9.0000169750043456e-09,2.4892376577924431e-05,8.9287688664015025e-15,5.1288746739887158e-15,2.9363672874652294e-05,6.4264075697348329e-10,7.6610790440336656e-07,1.8453095458258558e-11,1.5594481933797641e-12,1.4204814768489173e-10,2.8613530752922293e-05,1.7203692475187859e-06,5.1302547529569109e-06,0.00066971826512225057,4.6140768723622502e-07,6.9559805138291012e-06,5.2432803466894432e-06,5.2053924616432601e-08,1.1572933860998561e-09,0.00022981450561580636,5.693648424129302e-07,1.6510239302819508e-09,8.3665157353055871e-05,2.1762906752446592e-05
3.1971910312520135e-07,0.43814418214404527,3.7247080228939427e-06,0.00013244939914576405,0.00031912594671966015,7.5359784556914401e-08,0.0014951954579252764,0.0,0.0,0.0028983026854753472,0.013046710295534289,154.0,0.0,0.31760806588575058,1.0,18.962067376524569,0.020357676685338642,3.5086744526230759e-07,0.011205493412992013,0.053061845733091341,0.121656141582949,0.0016049872984183285,1.8327779058576967e-08,0.00011805160133420292,0.2342484173321347,1.7092432274934506e-11,0.089611427673115182,1.5175303775866779e-05,0.078341375878631561,0.037720725462058499,1.2604172403158545e-05,2.4423848454153065e-05,7.6245816074314105e-06,0.053303521248135081,0.00023471369970428271,0.006022485065605745,0.013281287725975709,0.016570966936018592,2.8924883521577281e-06,8.7489327969046929e-13,7.2801669478988793e-11,1.2767855556420628e-09,2.5878388454010161e-05,0.0012036109798271347,0.00010749143751256263,0.0001926364239885254,3.7493533025979862e-05,0.00020638459034549994,1.125598527249493e-10,0.00030021631328885077,0.00058640506022846438,1.2378477204688446e-05,4.3211205034705585e-06,6.1899142366424137e-07,2.5632444081412502e-09,9.3781041752743719e-09,2.593872683791125e-05,9.2833695414759383e-15,5.332564841017173e-15,3.0950651678695558e-05,6.7737269852190914e-10,7.9869375297890027e-07,1.9237567712893398e-11,1.6257782006962631e-12,1.4808685631214185e-10,3.0590126523679233e-05,1.8236854804152254e-06,5.4915411122546502e-06,0.00068233173740613008,4.702161657602973e-07,7.1010516575630092e-06,5.352572382099297e-06,5.3138413007320984e-08,1.1814162924301463e-09,0.00024113630493120778,5.9741739048832124e-07,1.7224324342848273e-09,8.9843451683009693e-05,2.3274899931009353e-05
3.2541197855641624e-07,0.43814484839120627,3.7036153525084965e-06,0.00013647290621672436,0.00032447150218693825,7.727551492651801e-08,0.0015452011259143648,0.0,0.0,0.0028991186467348063,0.013279174227210071,154.0,0.0,0.31240985094749263,1.0,18.961693346364424,0.020366176880110731,3.4636061467550231e-07,0.010876171243417752,0.052528883979164324,0.1225990115808345,0.00155779303035584,1.8143306407943889e-08,0.00011686339039846821,0.23679284661545441,1.6589833387444828e-11,0.090535921427344304,1.4729379456474449e-05,0.079046067174664086,0.037657793511433786,1.2582876732150259e-05,2.468978527010142e-05,7.611700008678616e-06,0.054138674431837022,0.00023395950453030406,0.0060679070134209423,0.01359580987151577,0.016642732053496589,2.9378459994023705e-06,8.6608731898552813e-13,7.3940569695754542e-11,1.282856918409835e-09,2.6140828123043e-05,0.0012360386921266933,0.00011038832338960271,0.00019786171784540551,3.851304048700794e-05,0.00021539653631196955,1.1561305692853566e-10,0.00031498989408263649,0.00061150600781863717,1.2474736982224387e-05,4.4877946654966256e-06,6.4285720074475487e-07,2.6621139332361902e-09,9.7605349349124179e-09,2.6997120715745718e-05,9.6412982939292186e-15,5.5381667264520867e-15,3.2572701637641155e-05,7.1287219255384981e-10,8.3166453444758566e-07,2.0031285881631042e-11,1.6928917567912741e-12,1.541967381644027e-10,3.264953861662437e-05,1.9306413041920339e-06,5.8685608726043194e-06,0.00069466781576280447,4.7883444230636756e-07,7.2433325908231242e-06,5.4597585557684007e-06,5.420199798238555e-08,1.2050743939134618e-09,0.00025268910925342207,6.2604205932195841e-07,1.7940315384416187e-09,9.6283688707151041e-05,2.4850336439828021e-05
3.311048539876311e-07,0.4381454942363225,3.6823006439764479e-06,0.00014043747075991942,0.0003297427338312886,7.9189286241378794e-08,0.0015954443908611702,0.0,0.0,0.0028999194302274686,0.013508596850285435,154.0,0.0,0.30732564204497187,1.0,18.961326228418923,0.020369248316720795,3.4195101250292955e-07,0.010557249002578555,0.051997225958384879,0.12351729051720552,0.001512090297823126,1.7959299258626547e-08,0.00011567817768878045,0.23930431795149515,1.6103118719126889e-11,0.091435949633707422,1.4297535839076139e-05,0.079730073056553885,0.037590853312764093,1.256024783650677e-05,2.4952274450670009e-05,7.5980118931169437e-06,0.054960029155622071,0.00023315417884399198,0.0061090830321229861,0.013906137949557477,0.016708547262176108,2.9824542462939099e-06,8.5730357846030142e-13,7.5060610485806069e-11,1.2884753898367437e-09,2.6395513941800004e-05,0.001268337454965681,0.00011327369677801576,0.0002030666325540072,3.9528579082635439e-05,0.00022452825151710235,1.1865435334416873e-10,0.00033008797163176518,0.00063696728080767865,1.2568487106501516e-05,4.6559249409896233e-06,6.6693092916130238e-07,2.7618472136814816e-09,1.0147077507522802e-08,2.8066916606182108e-05,1.0002345811887853e-14,5.7455600971014949e-15,3.4228777090557604e-05,7.4911635417949628e-10,8.6500004101187817e-07,2.0833763372750288e-11,1.7607477277548772e-12,1.6037404755597743e-10,3.4792713941037652e-05,2.0412692950863177e-06,6.261543213590454e-06,0.0007067288421179124,4.8726397281064245e-07,7.3828289694769306e-06,5.5648432834681569e-06,5.5244723748390022e-08,1.2282686651675604e-09,0.00026446840322552997,6.5522764199132468e-07,1.8657271482259084e-09,0.00010298639319365651,2.6489901432360871e-05
3.36797729418846e-07,0.43814612044595735,3.6607927689715936e-06,0.0001443393835438129,0.00033494043541183754,8.1100769363388492e-08,0.0016459048844496911,0.0,0.0,0.0029007098648300062,0.013735018059700937,154.0,0.0,0.30235218395251229,1.0,18.960965791442021,0.020367091050498921,3.3763579865342409e-07,0.0102484094773418,0.051467253512800536,0.12441152855699636,0.001467833536170115,1.7775888989848685e-08,0.00011449680944603141,0.24178353358420998,1.5631803025836656e-11,0.092312167175552323,1.3879343622792479e-05,0.080394047090969575,0.03752029340619234,1.2536415421180191e-05,2.5211389511589188e-05,7.5835957227406711e-06,0.055767815303625234,0.00023230303010650299,0.006146193875841568,0.014212224255381573,0.016768681080025351,3.026325569687488e-06,8.4854832969837255e-13,7.6162107287361647e-11,1.2936610921701546e-09,2.6642707983233505e-05,0.0013004970473395052,0.00011614664343213896,0.00020824949445399216,4.0539820456582352e-05,0.00023377428169217654,1.216827640311583e-10,0.00034550590112173053,0.00066277886507798694,1.2659783754722162e-05,4.8254160481788461e-06,6.9119896354215391e-07,2.8623877291662401e-09,1.0537504096522361e-08,2.9147483805731426e-05,1.0366307447882098e-14,5.954627399108132e-15,3.5917818282521402e-05,7.8608199005346556e-10,8.9868040129494854e-07,2.164452172816629e-11,1.8293056644769616e-12,1.6661510141220496e-10,3.7020548774543983e-05,2.1556008063646243e-06,6.6707101214988212e-06,0.00071851743009707461,4.9550640980216256e-07,7.5195504311397234e-06,5.6678339765570281e-06,5.6266664205061511e-08,1.251000741998425e-09,0.00027646968435235582,6.8496296420549445e-07,1.9374286619583044e-09,0.00010995175145520251,2.8194237846680524e-05
3.424906048500609e-07,0.4381467277467025,3.6391185229227641e-06,0.00014817528111982648,0.00034006541479260393,8.3009653925038566e-08,0.0016965630912609555,0.0,0.0,0.0029014941427042509,0.013958478350446162,154.0,0.0,0.29748633649083395,1.0,18.960611813377341,0.02035989873680874,3.334122351994802e-07,0.0099493406794584609,0.050939312651774503,0.12528226068150147,0.0014249779378949525,1.7593194617770751e-08,0.00011332005227787988,0.24423117563678251,1.5175409126747521e-11,0.093165214720974984,1.3474380553150095e-05,0.081038622770026228,0.03744646911059904,1.251149808582881e-05,2.5467201860642739e-05,7.5685232417180387e-06,0.056562264305189458,0.00023141091249927252,0.0061794177766151589,0.01451403038731356,0.016823390687690894,3.0694725315020656e-06,8.3982725411294415e-13,7.7245377550138702e-11,1.2984333046867245e-09,2.6882663094147151e-05,0.0013325080056405703,0.00011900631680430221,0.00021340875349358464,4.1546460518135763e-05,0.00024312927469655746,1.2469738327483889e-10,0.00036123901029852046,0.00068893099328360265,1.2748681552622672e-05,4.9961748795325709e-06,7.1564797068408882e-07,2.9636802491141954e-09,1.0931590971921738e-08,3.0238202838590113e-05,1.0732983236210908e-14,6.1652537679232683e-15,3.7638754272466129e-05,8.2374566201494567e-10,9.3268609128556332e-07,2.2463090884041863e-11,1.8985258249261245e-12,1.7291628127562015e-10,3.9333889627535251e-05,2.2736659975631949e-06,7.0962765127639785e-06,0.00073003643030398622,5.0356357800715388e-07,7.6535101711715092e-06,5.7687407228970482e-06,5.7267919789249396e-08,1.2732728509713468e-09,0.00028868846909200845,7.1523689938755237e-07,2.0090491662407226e-09,0.00011717962487967646,2.9963947117208077e-05
3.481834802812758e-07,0.43814731682796715,3.6173027758905853e-06,0.00015194213414390859,0.00034511849080406113,8.4915647227632264e-08,0.0017474003177143965,0.0,0.0,0.0029022759047046356,0.014179018649044564,154.0,0.0,0.29272506965174344,1.0,18.960264081044464,0.020347858846358671,3.2927768200103534e-07,0.0096597364899962436,0.050413716535466745,0.12613000720972853,0.0013834795445613589,1.7411323820247337e-08,0.00011214859976072479,0.24664790683023022,1.4733468883183182e-11,0.093995718515515803,1.30822322972149e-05,0.08166441386617021,0.0373697056565305,1.2485604364302967e-05,2.5719780873017691e-05,7.5528601051577359e-06,0.057343608345019191,0.00023048226704209455,0.0062089298656162724,0.014811526410366165,0.016872922289677256,3.1119077357645311e-06,8.3114549187379793e-13,7.8310739675100451e-11,1.3028104900943669e-09,2.7115623064638898e-05,0.0013643615784229421,0.00012185193400922079,0.00021854297586088338,4.2548217994743716e-05,0.00025258798455556232,1.2769737328098768e-10,0.00037728260925087512,0.0007154141414336848,1.283523362778469e-05,5.1681105054260228e-06,7.4026492968538314e-07,3.0656708348579019e-09,1.1329118567198705e-08,3.1338465727319927e-05,1.1102177894942755e-14,6.3773270294514983e-15,3.9390505648112947e-05,8.6208374650587416e-10,9.6699794348147478e-07,2.3289009384908307e-11,1.9683691927618404e-12,1.7927403495428349e-10,4.1733534133100395e-05,2.3954938628414872e-06,7.5384503593811131e-06,0.00074128889929696805,5.1143745252971778e-07,7.7847245590992088e-06,5.8675760008246701e-06,5.8248614643517245e-08,1.2950877462778583e-09,0.00030112029829358535,7.4603838213558788e-07,2.0805058246326704e-09,0.00012466956387435327,3.1799589910877787e-05
3.5387635571249066e-07,0.43814788834511653,3.5953686116794238e-06,0.00015563723508092931,0.00035010049040558224,8.6818473221941253e-08,0.001798398661699026,0.0,0.0,0.0029030583139462141,0.01439668016670737,154.0,0.0,0.28806545896860142,1.0,18.959922389824278,0.020331152872294155,3.2522959254053811e-07,0.0093792971726442409,0.049890748200715471,0.12695527429817713,0.0013432953185885472,1.7230373885656583e-08,0.00011098307854960957,0.24903437117051772,1.4305523963210147e-11,0.094804290254195539,1.2702493141239244e-05,0.082272014823211906,0.0372903010103042,1.2458833687798002e-05,2.5969193963349005e-05,7.5366664617220765e-06,0.058112079672512452,0.00022952115835447818,0.0062349016949012643,0.01510469009406794,0.016917511484356166,3.1536437909173625e-06,8.2250768718982219e-13,7.9358512068784467e-11,1.3068103216672693e-09,2.7341822822782086e-05,0.0013960496835670256,0.00012468277199175046,0.00022365083700299191,4.354483306080569e-05,0.00026214527474671239,1.3068196009675801e-10,0.00039363199930781431,0.00074221902511535935,1.2919491660738289e-05,5.3411341712363399e-06,7.6503713207070364e-07,3.168306837930362e-09,1.1729871558273088e-08,3.2447676213888117e-05,1.1473700827781113e-14,6.5907377011279282e-15,4.117198705578667e-05,9.0107248993687175e-10,1.0015971544168888e-06,2.4121824568181544e-11,2.0387974926564968e-12,1.8568487794205585e-10,4.4220231957743764e-05,2.521112258801275e-06,7.9974328155828578e-06,0.00075227807182851535,5.1913013926616559e-07,7.9132127963063872e-06,5.9643544169896189e-06,5.9208894002117725e-08,1.3164486518728429e-09,0.00031376074205150889,7.773564202370562e-07,2.1517195793002564e-09,0.00013242082211455635,3.3701686883359627e-05
3.5956923114370554e-07,0.4381484429219552,3.5733374562712493e-06,0.00015925818544103255,0.00035501224611309966,8.8717871562962802e-08,0.0018495409829451669,0.0,0.0,0.0029038441193079381,0.014611504271328523,154.0,0.0,0.2835046811164571,1.0,18.959586543343189,0.020309956529473139,3.2126550997468492e-07,0.0091077297728225873,0.049370663054630212,0.12775855442019046,0.0013043832009298265,1.7050432575471752e-08,0.00010982405393430456,0.25139119460597359,1.3891126455889347e-11,0.095591527021542319,1.2334766535781878e-05,0.082862001175451269,0.03720852841983531,1.2431277228866416e-05,2.6215506654647682e-05,7.5199974642622983e-06,0.058867909998676082,0.00022853130821176573,0.0062575008472320146,0.015393506217627436,0.016957383638412031,3.1946932769331502e-06,8.1391802948560084e-13,8.0389012316456391e-11,1.3104497107581968e-09,2.7561488648360849e-05,0.0014275648677360678,0.00012749816390484847,0.0002287311150174208,4.4536066039555147e-05,0.00027179612081409482,1.3365042974920709e-10,0.00041028248112017401,0.00076933659544168947,1.3001505933974787e-05,5.5151592903697956e-06,7.8995218058550212e-07,3.2715368959165806e-09,1.2133638926229423e-08,3.3565249935544843e-05,1.1847366105983086e-14,6.8053789815318507e-15,4.2982109553599559e-05,9.4068806018816335e-10,1.036465290730841e-06,2.4961092708508636e-11,2.1097732026478698e-12,1.9214539452976567e-10,4.6794685728871045e-05,2.6505479317727043e-06,8.4734183453336658e-06,0.00076300733598299198,5.266438573639073e-07,8.0389966045289996e-06,6.0590924714338889e-06,6.0148921871074875e-08,1.3373592096219226e-09,0.00032660540403595513,8.0918010538203437e-07,2.2226152030939682e-09,0.00014043237099415322,3.5670719451764673e-05
3.6526210657492043e-07,0.43814898115311657,3.5512291963937073e-06,0.00016280288266273766,0.00035985459366524793,9.0613596732744443e-08,0.0019008108741710927,0.0,0.0,0.0029046357101082218,0.014823532376300018,154.0,0.0,0.27904000972966791,1.0,18.959256353160296,0.020284439946229225,3.173830633888085e-07,0.0088447484192536816,0.048853691154930698,0.12854032682575309,0.0012667021543270225,1.6871578902678408e-08,0.00010867203485526708,0.2537189856563799,1.3489839331844285e-11,0.096358011291297813,1.197866550544149e-05,0.083434929989236656,0.037124638706952776,1.2403018653046753e-05,2.6458782644255627e-05,7.5029037244499322e-06,0.059611329971929208,0.00022751612600197763,0.0062768906242541903,0.015677965936895268,0.016992754262689733,3.2350687168488801e-06,8.0538029057371512e-13,8.140255648840626e-11,1.313744834458942e-09,2.7774838401584007e-05,0.0014589002680352652,0.00013029749569166277,0.00023378268440253693,4.552169617547425e-05,0.00028153561237417971,1.3660212459366208e-10,0.00042722936198247866,0.00079675803478235327,1.3081325378958634e-05,5.6901014332740164e-06,8.1499798701913822e-07,3.3753109259299821e-09,1.2540214005093651e-08,3.4690614559182279e-05,1.2222992435721072e-14,7.0211467316317058e-15,4.4819782795086109e-05,9.8090659440025632e-10,1.0715842938841795e-06,2.5806379123452951e-11,2.1812595637413272e-12,1.9865223861885949e-10,4.945755197586316e-05,2.7838265443436409e-06,8.9665948503543211e-06,0.0007734802109393284,5.3398092352632513e-07,8.1620999414724587e-06,6.1518083481242279e-06,6.106887896093492e-08,1.357823433066587e-09,0.00033964992534366137,8.4149862268763743e-07,2.2931217653233535e-09,0.00014870291419652457,3.7707130581165201e-05
3.709549820061353e-07,0.4381495036062388,3.5290622889754739e-06,0.00016626950675275093,0.000364628369914596,9.250541722538493e-08,0.0019521926330258272,0.0,0.0,0.0029054351631098733,0.015032805844223627,154.0,0.0,0.27466881142480681,1.0,18.958931638460303,0.020254767848938371,3.1357996422103447e-07,0.0085900745427459381,0.048340039295144979,0.12930105798263203,0.0012302121925165956,1.6693883860115119e-08,0.00010752747859291052,0.25601833601513341,1.3101236754366822e-11,0.097104310977975283,1.1633812945870681e-05,0.08399134032162231,0.037038862329809401,1.2374134832773104e-05,2.6699083866974732e-05,7.4854317445906389e-06,0.060342568724616838,0.00022647873636307214,0.0062932298037223612,0.01595806620773085,0.017023829386965377,3.2747825519974557e-06,7.9689785940910327e-13,8.239945851788101e-11,1.316711163240878e-09,2.7982081763203241e-05,0.0014900495758028535,0.00013308020284426167,0.00023880451015281852,4.6501520474511858e-05,0.00029135895457418318,1.3953643986343044e-10,0.00044446796244887216,0.00082447475232430968,1.3158997621230137e-05,5.865878311190705e-06,8.401627705725846e-07,3.479580114995766e-09,1.2949394516037072e-08,3.5823209878054056e-05,1.260040313359317e-14,7.2379394607245288e-15,4.6683917050782128e-05,1.0217042432166667e-09,1.1069364836409162e-06,2.6657258261934249e-11,2.2532205869957105e-12,2.0520213440207689e-10,5.2209442081648687e-05,2.9209727011102587e-06,9.4771437983171216e-06,0.00078370032709272565,5.4114373791691776e-07,8.2825487492841766e-06,6.2425217207315866e-06,6.1968960738917613e-08,1.3778456645578291e-09,0.00035288998791248012,8.7430125914235516e-07,2.3631721867744744e-09,0.00015723090230908448,3.9811325582221301e-05
3.766478574373502e-07,0.4381500108238492,3.506853862226608e-06,0.00016965650678655938,0.00036933441093493162,9.4393114788329958e-08,0.0020036712348445859,0.0,0.0,0.0029062442829817089,0.015239365903638738,154.0,0.0,0.27038854201671397,1.0,18.958612225749548,0.020221099739707878,3.0985400287007213e-07,0.0083434370207944447,0.047829892912679903,0.13004120199976307,0.0011948744015634958,1.65174110831037e-08,0.0001063907950353514,0.25828982112588017,1.2724904306631279e-11,0.097830979532828849,1.1299841824040353e-05,0.084531753690976486,0.036951411238286574,1.2344696462607461e-05,2.6936470555517488e-05,7.4676242898966824e-06,0.061061853482189177,0.00022542200429899478,0.0063066724568243519,0.016233809260535605,0.017050805931148987,3.313847120646338e-06,7.8847377371801841e-13,8.33800296571731e-11,1.3193634883602788e-09,2.8183420482395797e-05,0.0015210070024278192,0.00013584576734712345,0.00024379564218403072,4.7475352609125033e-05,0.00030126146906117276,1.4245282041236384e-10,0.00046199362229652557,0.00085247837950536403,1.3234569023691554e-05,6.0424097572077574e-06,8.6543505507171479e-07,3.5842969087977627e-09,1.3360982589237706e-08,3.6962487874175395e-05,1.2979426084826572e-14,7.4556583024288219e-15,4.8573425075384523e-05,1.0630572116478054e-09,1.1425045604373469e-06,2.7513313761357822e-11,2.3256210583456535e-12,2.1179187680321168e-10,5.5050923241763723e-05,3.0620099738304999e-06,1.000524035081487e-05,0.00079367140827837587,5.4813477155306605e-07,8.4003707259696262e-06,6.3312535789012047e-06,6.2849375716296489e-08,1.3974305369096871e-09,0.00036632131754203939,9.0757741107154931e-07,2.4327031160232617e-09,0.00016601454740669083,4.1983672917118363e-05
3.823407328685651e-07,0.4381505033250548,3.4846198090629471e-06,0.00017296258736607524,0.00037397355033219701,9.6276483714484811e-08,0.0020552323062292023,0.0,0.0,0.0029070646372330701,0.015443253577041894,154.0,0.0,0.26619674291588785,1.0,18.958297948558815,0.020183590067503816,3.0620304547796477e-07,0.0081045722622749942,0.047323417836797256,0.13076120103377431,0.0011606509526883592,1.6342217439754646e-08,0.00010526235048369405,0.26053400073500182,1.2360439128191779e-11,0.098538556077333306,1.0976395293838169e-05,0.085056674554925216,0.036862480543981738,1.2314768593328023e-05,2.7171001298423264e-05,7.4495207115257371e-06,0.06176940922748226,0.00022434855797744222,0.006317367817307842,0.01650520212101203,0.017073872070652335,3.3522746398175042e-06,7.8011074819713857e-13,8.4344578045975082e-11,1.3217159488518497e-09,2.837904862914629e-05,0.0015517672470945877,0.00013859371480523999,0.00024875521007359114,4.8443021885193294e-05,0.00031123859451492587,1.4535075764167382e-10,0.00047980170588890025,0.00088076076536112448,1.3308084728167882e-05,6.2196177052385091e-06,8.9080366506237949e-07,3.6894149991967513e-09,1.3774784774670383e-08,3.8107912749922085e-05,1.3359893684726991e-14,7.6742069810418504e-15,5.0487223828326587e-05,1.1049417967276241e-09,1.1782716067530734e-06,2.8374138470116691e-11,2.3984265413932018e-12,2.1841833165049166e-10,5.7982519428090541e-05,3.2069609260297532e-06,1.0551053490780437e-05,0.00080339725586047188,5.5495655503761772e-07,8.5155951136108334e-06,6.4180260756822732e-06,6.3710343953947027e-08,1.4165829397219016e-09,0.0003799396865604542,9.4131659072528735e-07,2.5016555427014906e-09,0.0001750518375350699,4.4224505011280355e-05
3.8803360829977997e-07,0.43815098160719634,3.4623748735193531e-06,0.00017618669511647265,0.00037854661774025397,9.8155330180546476e-08,0.00210686209946335,0.0,0.0,0.0029078975864360763,0.01564450961877397,154.0,0.0,0.2620910376966884,1.0,18.957988647156373,0.02014238839300659,3.0262503084561885e-07,0.0078732242446288361,0.046820761890844075,0.13146148567945665,0.0011275051049644501,1.6168353593005112e-08,0.00010414247126970526,0.26275141942120284,1.2007449943787208e-11,0.099227565568307391,1.0663126745344291e-05,0.085566590791957137,0.03677225002382991,1.2284411165132137e-05,2.7402733095572043e-05,7.431157269039509e-06,0.06246545841385133,0.00022326080937791831,0.0063254601952618221,0.016772256172771578,0.017093207594543733,3.3900771896129555e-06,7.7181120132651559e-13,8.5293408318351393e-11,1.3237820580360003e-09,2.8569152848733318e-05,0.0015823254663878015,0.00014132361172207428,0.00025368241810139956,4.9404372268029476e-05,0.00032128588679481178,1.4822978660213822e-10,0.00049788760698520171,0.00090931397181785202,1.3379588695325313e-05,6.3974261648389857e-06,9.1625772304034796e-07,3.7948893093212259e-09,1.4190612043069963e-08,3.9258960932381026e-05,1.3741642797124218e-14,7.8934917876776228e-15,5.2424236055377188e-05,1.1473344221269844e-09,1.2142210875816329e-06,2.9239334464661436e-11,2.4716033783651323e-12,2.2507843580783146e-10,6.1004712354830831e-05,3.3558471369384947e-06,1.1114746149121748e-05,0.00081288173448098959,5.6161166839627687e-07,8.6282525129513372e-06,6.5028623829169184e-06,6.455209559663424e-08,1.435307987464208e-09,0.00039374091617166095,9.7550843207803535e-07,2.5699742380025617e-09,0.00018434055103636006,4.6534119068770582e-05
3.9372648373099485e-07,0.4381514461472135,3.4401327307153539e-06,0.00017932800529132044,0.00038305443748491014,1.0002947162772615e-07,0.0021585474677640595,0.0,0.0,0.0029087443103778588,0.015843174461612233,154.0,0.0,0.25806912882687894,1.0,18.957684168266315,0.020097639547459783,2.9911796750199363e-07,0.0076491445056267168,0.046322056361627367,0.13214247534492224,0.001095401204710141,1.599586451569846e-08,0.0001030314470723352,0.26494260710333767,1.1665557056919788e-11,0.099898518989764054,1.0359699798202723e-05,0.08606197418384523,0.03668088547425509,1.2253679460284526e-05,2.7631721411415242e-05,7.4125674043630704e-06,0.063150220721744893,0.00022216097299387696,0.0063310889294545319,0.01703498675794057,0.017108984255369507,3.4272666998366896e-06,7.6357727994951184e-13,8.6226821250628077e-11,1.3255747294247037e-09,2.8753912616481586e-05,0.0016126772456499213,0.00014403506293426979,0.00025857654057629461,5.0359261464556539e-05,0.00033139901874515985,1.5108948326327338e-10,0.00051624675303907895,0.0009381302689557803,1.3449123743023001e-05,6.5757611943963939e-06,9.4178664577526339e-07,3.9006759776499179e-09,1.4608279778057285e-08,4.04151210531109e-05,1.4124514699233565e-14,8.1134215485987611e-15,5.4383391738611755e-05,1.1902116698869058e-09,1.2503368500953007e-06,3.0108513044395883e-11,2.5451186894302777e-12,2.3176919713549207e-10,6.4117942444600316e-05,3.5086892247393207e-06,1.1696475330353612e-05,0.0008221287592943818,5.681027319648102e-07,8.7383747152930911e-06,6.5857865609213263e-06,6.5374869589231008e-08,1.4536109907118495e-09,0.00040772087851272392,1.0101426959070057e-06,2.6376073976375159e-09,0.00019387827066361793,4.8912777889507395e-05
