Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233)
1.5827659375367465e-12,0.35585002084726136,6.1073314783612759e-13,6.0257560502196029e-19,6.025646745247354e-19,5.7446622021760039e-30,1.09239081272522e-23,0.0,0.0,7.3838822486549685e-13,1.846659604358059e-21,154.0,0.0,0.99999768468761208,1.0,18.999999994835363,1.2029365729391581e-07,1.6769741885976282e-07,8.3857221904489288e-07,8.4077699714548548e-07,1.410106996384044e-07,3.6836731689810246e-09,4.6520305852428627e-13,1.4797790367210065e-09,2.0179747825476848e-07,4.9412566252650201e-17
1.5989434350639757e-12,0.355850020847059,6.1697488915566181e-13,6.1495605635303595e-19,6.1494478740064009e-19,5.9477429666171939e-30,1.1262297742434278e-23,0.0,0.0,7.4976832890949002e-13,1.8931960862254976e-21,154.0,0.0,0.99999766105025545,1.0,18.999999994735813,1.2152317913643783e-07,1.6797905384678623e-07,8.4710572325856455e-07,8.493613710002877e-07,1.4302987898725328e-07,3.7588674197799612e-09,4.7000481379975436e-13,1.5041164675005422e-09,2.0468708420309576e-07,5.0421238663613667e-17
1.615120932591205e-12,0.35585002084685485,6.2321661873200843e-13,6.2746239347967328e-19,6.2745077915529266e-19,6.1560014735798493e-30,1.1607604235670644e-23,0.0,0.0,7.6122588428461156e-13,1.9404749875809732e-21,154.0,0.0,0.99999763741305847,1.0,18.999999994635409,1.2275270091439283e-07,1.6825241467983927e-07,8.5563847725657744e-07,8.5794564123727388e-07,1.4505239650872097e-07,3.8348114018137411e-09,4.7469255126309069e-13,1.5285572231395857e-09,2.0758146735255484e-07,5.1439971462146936e-17
1.6312984301184341e-12,0.355850020846649,6.2945833656513038e-13,6.400946161650324e-19,6.4008264948188063e-19,6.3695213100396084e-30,1.1959897581248315e-23,0.0,0.0,7.7276088769920526e-13,1.9885020106808258e-21,154.0,0.0,0.99999761377601659,1.0,18.999999994534164,1.2398222262778103e-07,1.6851774355874369e-07,8.6417048133542768e-07,8.6652980925205817e-07,1.4707815448667098e-07,3.9115048185915732e-09,4.7947103881784651e-13,1.5530997032589839e-09,2.1048048786366005e-07,5.246875511995371e-17
1.6474759276456633e-12,0.3558500208464414,6.3570004265499021e-13,6.5285272417227417e-19,6.5284039807359102e-19,6.5883865319103598e-30,1.2319247753333399e-23,0.0,0.0,7.843733358625954e-13,2.037282864088629e-21,154.0,0.0,0.99999759013912526,1.0,18.999999994432056,1.2521174427660252e-07,1.6877527734084717e-07,8.727017357915243e-07,8.7511387677324551e-07,1.4910705736040152e-07,3.9889473737110056e-09,4.8419337195637713e-13,1.5777423261604631e-09,2.1338400898152238e-07,5.3507589679977196e-17
1.6636534251728925e-12,0.35585002084623213,6.4194173700155056e-13,6.6573671726455737e-19,6.657240246236104e-19,6.8126818568180203e-30,1.2685724725921167e-23,0.0,0.0,7.9606322548548796e-13,2.0868232652671228e-21,154.0,0.0,0.99999756650238003,1.0,18.999999994329112,1.2644126586085766e-07,1.6902524547056403e-07,8.8123224092115054e-07,8.8369784521159838e-07,1.5113901255997783e-07,4.0671387708942445e-09,4.8900436204543682e-13,1.6024835362727683e-09,2.1629189823127582e-07,5.4556467109310154e-17
1.6798309227001217e-12,0.355850020846021,6.4818341960477406e-13,6.7874659520504077e-19,6.7873352882512454e-19,7.0424926745060988e-30,1.3059398472833244e-23,0.0,0.0,8.0783055327999238e-13,2.1371289407167862e-21,154.0,0.0,0.9999975428657768,1.0,18.999999994225309,1.2767078738054647e-07,1.6926787007195615e-07,8.8976199702046351e-07,8.9228171630693835e-07,1.5317393046887983e-07,4.1460787139900534e-09,4.9369361312028565e-13,1.6273218041730045e-09,2.1920402736462362e-07,5.5615389409689169e-17
1.6960084202273509e-12,0.3558500208458084,6.5442509046462335e-13,6.9188235775688236e-19,6.9186891037131845e-19,7.2779050054267561e-30,1.3440338967728283e-23,0.0,0.0,8.196753159595349e-13,2.1882056254173948e-21,154.0,0.0,0.99999751922931146,1.0,18.999999994120675,1.2890030883566921e-07,1.6950336664262562e-07,8.9829100438550144e-07,9.0086549130454688e-07,1.5521172414404979e-07,4.2257669069659371e-09,4.9852118756763399e-13,1.6522556245195951e-09,2.2212027195920381e-07,5.6684345108359201e-17
1.71218591775458e-12,0.3558500208455939,6.6066674958106108e-13,7.0514400468323849e-19,7.0513016895537686e-19,7.5190054796475858e-30,1.3828616184107438e-23,0.0,0.0,8.3159751023881262e-13,2.2400590625428895e-21,154.0,0.0,0.99999749559297979,1.0,18.999999994015191,1.3012983022622604e-07,1.6973194449352095e-07,9.068192633121878e-07,9.0944917200122925e-07,1.5725230913845102e-07,4.306203053904089e-09,5.0317276488319867e-13,1.6772835148300742e-09,2.2504051116465734e-07,5.7763339475952826e-17
1.7283634152818093e-12,0.35585002084537776,6.6690839695404989e-13,7.1853153574726611e-19,7.1851730427048353e-19,7.7658813393834329e-30,1.4224300095313696e-23,0.0,0.0,8.4359713283380068e-13,2.2926950034940716e-21,154.0,0.0,0.99999747195677779,1.0,18.999999993908876,1.3135935155221705e-07,1.699538069012363e-07,9.1534677409633073e-07,9.1803275946185845e-07,1.592956034396225e-07,4.3873868590018715e-09,5.0804334960347962e-13,1.7024040152295145e-09,2.2796462761469466e-07,5.8852356745676588e-17
1.7445409128090385e-12,0.3558500208451598,6.731500325835522e-13,7.3204495071212031e-19,7.3203031600982211e-19,8.0186204470502725e-30,1.4627460674529831e-23,0.0,0.0,8.5567418046176637e-13,2.3461192080055828e-21,154.0,0.0,0.99999744832070203,1.0,18.999999993801708,1.3258887281364252e-07,1.7016915119125216e-07,9.238735370336217e-07,9.2661625561346471e-07,1.6134152743609536e-07,4.4693180265732432e-09,5.1264320614252343e-13,1.7276156884248307e-09,2.3089250737903474e-07,5.9951407828931256e-17
1.7607184103362677e-12,0.3558500208449403,6.7939165646953087e-13,7.4568424934095591e-19,7.4566920386657532e-19,8.2773112889072224e-30,1.5038167894777377e-23,0.0,0.0,8.6782864984127773e-13,2.4003374441935238e-21,154.0,0.0,0.99999742468474839,1.0,18.999999993693717,1.3381839401050251e-07,1.7037816887003568e-07,9.3239955241963487e-07,9.3519966126396225e-07,1.6339000386409629e-07,4.5519962610494741e-09,5.1757933597072361e-13,1.7529171195030528e-09,2.3382403988713427e-07,6.1060470003354214e-17
1.775278158110774e-12,0.35585002084474127,6.8500910792616793e-13,7.5806724844385846e-19,7.5805182676445797e-19,8.5152954559294246e-30,1.5414314603644095e-23,0.0,0.0,8.7883386516943665e-13,2.4498175284844609e-21,154.0,0.0,0.99999740341249221,1.0,18.999999993595804,1.3492496303247318e-07,1.705610289021738e-07,9.4007232735489441e-07,9.4292465067338903e-07,1.6523575309918771e-07,4.627045170096134e-09,5.2175721399184447e-13,1.775764000190438e-09,2.3646545368652205e-07,6.2067199502001098e-17
1.7898379058852802e-12,0.35585002084454076,6.9062654987049341e-13,7.7055221295007963e-19,7.7053640884525334e-19,8.7582380996918335e-30,1.5796681779866774e-23,0.0,0.0,8.8990178706912311e-13,2.4999496742576975e-21,154.0,0.0,0.99999738214032952,1.0,18.999999993497227,1.3603153200214604e-07,1.7073904663298469e-07,9.4774449722824583e-07,9.5064956904167072e-07,1.6708345592781225e-07,4.7026987487169204e-09,5.260713795786651e-13,1.7986814561066878e-09,2.3910966324282536e-07,6.3082035887966373e-17
1.8043976536597864e-12,0.35585002084433903,6.9624398230247984e-13,7.831391426869572e-19,7.8312294988529057e-19,9.0062050067873787e-30,1.6185320433447291e-23,0.0,0.0,9.0103241315083961e-13,2.5507381036628906e-21,154.0,0.0,0.99999736086825797,1.0,18.999999993397957,1.3713810091952125e-07,1.7091235040420459e-07,9.5541606225492242e-07,9.5837441760915905e-07,1.6893306057016877e-07,4.7789567816826846e-09,5.3026840967405286e-13,1.821668500324573e-09,2.4175659445507136e-07,6.4104984686650876e-17
1.8189574014342927e-12,0.3558500208441358,7.0186140522210006e-13,7.9582803748182895e-19,7.9581144966089833e-19,9.2592623849992635e-30,1.6580281574278648e-23,0.0,0.0,9.1222574102596521e-13,2.6021870445050359e-21,154.0,0.0,0.99999733959627546,1.0,18.999999993298026,1.3824466978459886e-07,1.7108106504081435e-07,9.6308702265007754e-07,9.6609919709652184e-07,1.7078451666529993e-07,4.8558190538433822e-09,5.346003067121455e-13,1.8447241601753457e-09,2.4440617525276458e-07,6.5136034538515935e-17
1.833517149208799e-12,0.35585002084393125,7.074788186293268e-13,8.0861889716203208e-19,8.0860190794840488e-19,9.5174768521818925e-30,1.6981616212147856e-23,0.0,0.0,9.234817683067328e-13,2.6543007300942998e-21,154.0,0.0,0.99999731832437944,1.0,18.99999999319742,1.3935123859737899e-07,1.7124531204140868e-07,9.7075737862878841e-07,9.7382390870545987e-07,1.7263777519428746e-07,4.9332853501259103e-09,5.3882436634011947e-13,1.8678474766638332e-09,2.4705833548597307e-07,6.6175190836594399e-17
1.848076896983305e-12,0.35585002084372536,7.1309622252413302e-13,8.2151172155490312e-19,8.2149432452413782e-19,9.7809154327117848e-30,1.7389375356736827e-23,0.0,0.0,9.3480049260622075e-13,2.7070833991975231e-21,154.0,0.0,0.99999729705256768,1.0,18.999999993096143,1.4045780735786175e-07,1.7140520969901128e-07,9.7842713040605571e-07,9.8154855317550553e-07,1.7449278843150902e-07,5.0113554555334629e-09,5.4314669607151811e-13,1.8910375041514277e-09,2.4971300685557303e-07,6.722244348563908e-17
1.8626366447578114e-12,0.35585002084351813,7.1871361690649123e-13,8.3450651048777831e-19,8.3448869916442485e-19,1.0049645557822078e-29,1.7803610017622279e-23,0.0,0.0,9.4618191153835367e-13,2.7605392960419013e-21,154.0,0.0,0.99999727578083808,1.0,18.999999992994194,1.4156437606604723e-07,1.7156087318376282e-07,9.8609627819680283e-07,9.8927313162794199e-07,1.7634950991127712e-07,5.0900291551455314e-09,5.4737847293610749e-13,1.9142933101795748e-09,2.5237012286550705e-07,6.8277796328147211e-17
1.8771963925323177e-12,0.3558500208433095,7.2433100177637428e-13,8.4760326378799351e-19,8.475850316455931e-19,1.0323735066430766e-29,1.8224371204275542e-23,0.0,0.0,9.5762602271790376e-13,2.8146726703253054e-21,154.0,0.0,0.99999725450918819,1.0,18.999999992891585,1.4267094472193547e-07,1.7171241461822686e-07,9.9376482221587884e-07,9.9699764481074867e-07,1.782078943974572e-07,5.1693062341180717e-09,5.516911513696039e-13,1.9376139753151942e-09,2.5502961877930442e-07,6.9341240260206073e-17
1.891756140306824e-12,0.3558500208430996,7.2994837713375511e-13,8.608019812828836e-19,8.6078332174396909e-19,1.0603252205451276e-29,1.8651709926062428e-23,0.0,0.0,9.691328237604912e-13,2.8694877772196481e-21,154.0,0.0,0.99999723323761636,1.0,18.999999992788304,1.4377751332552658e-07,1.7185994315500805e-07,1.0014327626780536e-06,1.0047220937843649e-06,1.8006789785215227e-07,5.2491864776835061e-09,5.5593087151366529e-13,1.960998592980277e-09,2.5769143157526696e-07,7.0412778099204421e-17
1.9063158880813302e-12,0.3558500208428882,7.3556574297860645e-13,8.7410266279978338e-19,8.7408356923587938e-19,1.0888265629756077e-29,1.9085677192243276e-23,0.0,0.0,9.8070231228258456e-13,2.9249888773695955e-21,154.0,0.0,0.99999721196612001,1.0,18.999999992684355,1.4488408187682068e-07,1.7200356505543057e-07,1.009100099798022e-06,1.0124464793037758e-06,1.8192947740395972e-07,5.3296696711507239e-09,5.602365520218691e-13,1.9844462692720987e-09,2.6035549990104158e-07,7.1492401719049943e-17
1.9208756358558365e-12,0.35585002084267553,7.4118309931090084e-13,8.8750530816602737e-19,8.8748577389764915e-19,1.1178844402078258e-29,1.9526324011972939e-23,0.0,0.0,9.9233448590149794e-13,2.9811802368904405e-21,154.0,0.0,0.99999719069469784,1.0,18.999999992579745,1.4599065037581788e-07,1.7214338376676214e-07,1.0167668337904031e-06,1.020170802375877e-06,1.8379259131681521e-07,5.4107555999050135e-09,5.6448270599985398e-13,2.0079561227832252e-09,2.6302176402903372e-07,7.2580113072252635e-17
1.9354353836303427e-12,0.3558500208424615,7.4680044613061153e-13,9.0100991720894861e-19,9.0098993550560465e-19,1.1475057992954548e-29,1.9973701394300797e-23,0.0,0.0,1.0040293422353941e-12,3.0380661273665352e-21,154.0,0.0,0.99999716942334738,1.0,18.999999992474468,1.4709721882251818e-07,1.7227949999705414e-07,1.0244329648697379e-06,1.0278950637565975e-06,1.8565719895979821e-07,5.4924440494080536e-09,5.687824934850166e-13,2.0315272844257759e-09,2.6569016581319701e-07,7.3675904837474408e-17
1.949995131404849e-12,0.3558500208422461,7.5241778343771094e-13,9.1461648975588037e-19,9.1459605383607032e-19,1.1776976280701788e-29,2.0427860348170777e-23,0.0,0.0,1.015786878903282e-12,3.0956508258501726e-21,154.0,0.0,0.99999714815206686,1.0,18.999999992368533,1.4820378721692169e-07,1.7241201178770055e-07,1.0320984932504926e-06,1.0356192644049877e-06,1.8752326077785806e-07,5.5747348051978616e-09,5.7303380605892442e-13,2.0551588972590016e-09,2.6836064864713897e-07,7.4779778226444192e-17
1.9645548791793552e-12,0.3558500208420294,7.5803511123217201e-13,9.283250256341559e-19,9.2830412866537153e-19,1.2084669551401456e-29,2.0888851882421324e-23,0.0,0.0,1.0276070935250158e-12,3.153938614860577e-21,154.0,0.0,0.9999971268808544,1.0,18.99999999226193,1.4931035555902853e-07,1.7254101458399595e-07,1.0397634191470555e-06,1.0433434050738628e-06,1.8939073826334694e-07,5.6576276528887882e-09,5.7732879228514769e-13,2.0788501163198501e-09,2.7103315742338341e-07,7.5891726600754721e-17
1.9791146269538615e-12,0.3558500208418113,7.6365242951396738e-13,9.4213552467110672e-19,9.4211415976983173e-19,1.2398208498881325e-29,2.1356727005785406e-23,0.0,0.0,1.0394899837212964e-12,3.2129337823828581e-21,154.0,0.0,0.99999710560970856,1.0,18.999999992154674,1.5041692384883872e-07,1.7266660130384811e-07,1.0474277427737402e-06,1.0510674866795193e-06,1.9125959392829764e-07,5.7411223781714721e-09,5.8158430973218137e-13,2.1026001084555566e-09,2.7370763849369732e-07,7.701175054744956e-17
1.9936743747283677e-12,0.35585002084159184,7.692697382830701e-13,9.5604798669406493e-19,9.5602614692577595e-19,1.2717664224694041e-29,2.183153672689052e-23,0.0,0.0,1.0514355471136713e-12,3.2726406218669228e-21,154.0,0.0,0.99999708433862722,1.0,18.999999992046753,1.515234920863524e-07,1.7278886240469839e-07,1.055091464344782e-06,1.0587915099684432e-06,1.9312979127742451e-07,5.8252187668128334e-09,5.8587538047553143e-13,2.1264080521586925e-09,2.7638403963045327e-07,7.8139844007254236e-17
2.008234122502874e-12,0.3558500208413711,7.7488703753945289e-13,9.7006241153036128e-19,9.7004008990952685e-19,1.3043108238094825e-29,2.2313332054258687e-23,0.0,0.0,1.0634437813245314e-12,3.3330634322263745e-21,154.0,0.0,0.99999706306760872,1.0,18.999999991938171,1.5263006027156958e-07,1.7290788594867892e-07,1.0627545840743426e-06,1.0665154758183554e-06,1.9500129478183544e-07,5.9099166046560263e-09,5.9013430972530957e-13,2.1502731374042735e-09,2.7906230998900893e-07,7.9276007038446206e-17
2.0227938702773802e-12,0.355850020841149,7.805043272830886e-13,9.8417879900732652e-19,9.841559884974079e-19,1.3374612456019319e-29,2.2802163996306438e-23,0.0,0.0,1.0755146839771147e-12,3.3942065178374169e-21,154.0,0.0,0.99999704179665172,1.0,18.99999999182894,1.5373662840449036e-07,1.7302375766604349e-07,1.0704171021765047e-06,1.0742393849668766e-06,1.9687406985344062e-07,5.9952156776204261e-09,5.944221808934639e-13,2.1741945654893512e-09,2.8174240007108423e-07,8.042023407221432e-17
2.0373536180518865e-12,0.3558500208409256,7.8612160751395006e-13,9.9839714895229121e-19,9.9837384246574179e-19,1.3712249203061745e-29,2.3298083561344835e-23,0.0,0.0,1.0876482526955018e-12,3.4560741885377636e-21,154.0,0.0,0.99999702052575445,1.0,18.999999991719047,1.5484319648511475e-07,1.7313656101691603e-07,1.0780790188652768e-06,1.0819632382566633e-06,1.9874808282004005e-07,6.0811157717015959e-09,5.9868387763686312e-13,2.1981715488746693e-09,2.8442426168910948e-07,8.1572524719427421e-17
2.0519133658263927e-12,0.3558500208407009,7.9173887823201011e-13,1.0127174611925844e-18,1.0126936515908512e-18,1.4056091211453158e-29,2.3801141757579451e-23,0.0,0.0,1.0998444851046199e-12,3.5186707596255483e-21,154.0,0.0,0.99999699925491525,1.0,18.999999991608497,1.559497645134429e-07,1.732463772514032e-07,1.0857403343545898e-06,1.0896870364145139e-06,2.0062330090107051e-07,6.1676166729712618e-09,6.0296913388779033e-13,2.222203311028708e-09,2.8710784793151766e-07,8.273287382686608e-17
2.066473113600899e-12,0.35585002084047473,7.9735613943724158e-13,1.0271397355555358e-18,1.0271154156490577e-18,1.4406211621039701e-29,2.4311389593110377e-23,0.0,0.0,1.1121033788302386e-12,3.582000551858228e-21,154.0,0.0,0.99999697798413267,1.0,18.99999999149729,1.5705633248947486e-07,1.7335328546811515e-07,1.0934010488582997e-06,1.0974107802509826e-06,2.0249969218399595e-07,6.254718167577281e-09,6.0723307416253848e-13,2.2462890862737519e-09,2.8979311312895639e-07,8.3901280626920577e-17
2.0810328613754053e-12,0.3558500208402473,8.0297339112961753e-13,1.0416639718684735e-18,1.041639134416683e-18,1.4762683979260885e-29,2.4828878075932207e-23,0.0,0.0,1.1244249314989735e-12,3.6460678914515086e-21,154.0,0.0,0.99999695671340516,1.0,18.999999991385437,1.5816290041321062e-07,1.7345736267113693e-07,1.1010611625901855e-06,1.105134470480552e-06,2.043772256013215e-07,6.3424200417436222e-09,6.1151619165103104e-13,2.2704281196342496e-09,2.9248001282139466e-07,8.5077740318551506e-17
2.0955926091499115e-12,0.3558500208400186,8.0859063330911048e-13,1.0562901699587262e-18,1.0562648076700482e-18,1.5125582241127779e-29,2.535365821393406e-23,0.0,0.0,1.1368091407382808e-12,3.7108771100782388e-21,154.0,0.0,0.9999969354427316,1.0,18.999999991272926,1.5926946828465029e-07,1.735586838254913e-07,1.1087206757639509e-06,1.1128581078841844e-06,2.0625587090821742e-07,6.4307220817703337e-09,6.1578194899980408e-13,2.2946196666871665e-09,2.9516850372609902e-07,8.6262251814014516e-17
2.1101523569244178e-12,0.3558500208397885,8.1420786597569368e-13,1.0710183296536209e-18,1.0709924351854741e-18,1.5494980769201306e-29,2.5885781014899572e-23,0.0,0.0,1.1492560041764632e-12,3.7764325448673372e-21,154.0,0.0,0.99999691417211023,1.0,18.999999991159761,1.6037603610379399e-07,1.7365732191113318e-07,1.1163795885932224e-06,1.1205816931629284e-06,2.0813559866073446e-07,6.5196240740335159e-09,6.2006331565911391e-13,2.3188629934145419e-09,2.9785854370645995e-07,8.7454810610759143e-17
2.124712104698924e-12,0.3558500208395572,8.1982508912933966e-13,1.0858484507804854e-18,1.0858220167392814e-18,1.5870954333570495e-29,2.6425297486506868e-23,0.0,0.0,1.1617655194426638e-12,3.8427385384026956e-21,154.0,0.0,0.9999968929015397,1.0,18.999999991045954,1.6148260387064169e-07,1.7375334797551376e-07,1.1240379012915508e-06,1.1283052270702917e-06,2.1001638019459703e-07,6.6091258049852953e-09,6.2433054314260349e-13,2.3431573760580087e-09,3.0055009174164181e-07,8.8655415350305858e-17
2.1392718524734303e-12,0.35585002083932454,8.2544230277002136e-13,1.1007805331666459e-18,1.1007535521077899e-18,1.6253578084610632e-29,2.6972258636335635e-23,0.0,0.0,1.1743376841668134e-12,3.9097994383577931e-21,154.0,0.0,0.99999687163101902,1.0,18.999999990931492,1.6258917158519348e-07,1.7384683131011062e-07,1.1316956140724167e-06,1.136028710296816e-06,2.118981875539816e-07,6.6992270611487268e-09,6.2860740757599052e-13,2.3675021003005749e-09,3.0324310782465984e-07,8.9864061939503631e-17
2.1538316002479365e-12,0.35585002083909045,8.3105950689771202e-13,1.1158145766394292e-18,1.1157870410673192e-18,1.6642927609967042e-29,2.752671547185237e-23,0.0,0.0,1.1869724959797469e-12,3.9776195982575963e-21,154.0,0.0,0.99999685036054653,1.0,18.999999990816381,1.6369573924744939e-07,1.7393783923167977e-07,1.1393527271492186e-06,1.1437521435578295e-06,2.1378099357977108e-07,6.7899276291283869e-09,6.3288216843570233e-13,2.3918964625556307e-09,3.0593755308867886e-07,9.108074814809725e-17
2.1683913480224428e-12,0.355850020838855,8.3667670151238397e-13,1.1309505810261599e-18,1.1309224833941886e-18,1.7039078917809687e-29,2.8088719000414662e-23,0.0,0.0,1.1996699525131672e-12,4.0462033772535973e-21,154.0,0.0,0.99999682909012122,1.0,18.999999990700619,1.6480230685740954e-07,1.7402643721372488e-07,1.1470092407352765e-06,1.1514755275466018e-06,2.1566477185651313e-07,6.8812272956072385e-09,6.3715498358990383e-13,2.4163397693963459e-09,3.0863338973110663e-07,9.2305471077841121e-17
2.182951095796949e-12,0.3558500208386184,8.4229388661401056e-13,1.1461885461541636e-18,1.1461598788647169e-18,1.7442108418389079e-29,2.8658320229276032e-23,0.0,0.0,1.2124300513996089e-12,4.1155551398761545e-21,154.0,0.0,0.99999680781974187,1.0,18.999999990584211,1.6590887441507391e-07,1.7411268902254654e-07,1.1546651550438357e-06,1.1591988629436961e-06,2.1754949665753099e-07,6.9731258473431623e-09,6.4142916313064236e-13,2.4408313369501453e-09,3.1133058093504286e-07,9.3538227708458847e-17
2.2120705913459615e-12,0.355850020838141,8.5352822827801911e-13,1.176970357943289e-18,1.1769405283420241e-18,1.8269109639178067e-29,2.9820519816391897e-23,0.0,0.0,1.2381381667658239e-12,4.2565801008766609e-21,154.0,0.0,0.99999676527911574,1.0,18.999999990349458,1.6812200937351565e-07,1.742784010546729e-07,1.1699751866810664e-06,1.1746453906568548e-06,2.2132168620617957e-07,7.1587187539902799e-09,6.4997664549727455e-13,2.4899565651643664e-09,3.167288844544826e-07,9.6027830896032861e-17
2.241190086894974e-12,0.3558500208376585,8.6476253188952097e-13,1.2081600106253961e-18,1.2081289877097836e-18,1.9124550618704576e-29,3.1013722289139585e-23,0.0,0.0,1.2640968231553166e-12,4.4007295053536986e-21,154.0,0.0,0.99999672273865914,1.0,18.99999999011213,1.7033514412277495e-07,1.7443545287796091e-07,1.18528282376537e-06,1.1900917319821214e-06,2.2509736955698939e-07,7.346704644634486e-09,6.5852411606944606e-13,2.5392668628884524e-09,3.221321879228779e-07,9.8549534868683037e-17
2.2703095824439866e-12,0.3558500208371708,8.7599679744829975e-13,1.2397575028190677e-18,1.2397252551785325e-18,2.0009057211811123e-29,3.2238335701773029e-23,0.0,0.0,1.2903060016584429e-12,4.5480384644207395e-21,154.0,0.0,0.99999668019836363,1.0,18.999999989872222,1.725482786628523e-07,1.7458429706131091e-07,1.2005880679999948e-06,1.205537892057281e-06,2.2887636411988188e-07,7.5370818160518132e-09,6.6707144403617029e-13,2.588757092472529e-09,3.2754023003944852e-07,1.0110331678314298e-16
2.299429077992999e-12,0.3558500208366779,8.8723102495413927e-13,1.2717628331428794e-18,1.271729328958801e-18,2.0923261798299156e-29,3.3494768106855957e-23,0.0,0.0,1.3167656833790136e-12,4.6985421764043502e-21,154.0,0.0,0.99999663765822067,1.0,18.99999998962976,1.7476141299374795e-07,1.7472536248475197e-07,1.2158909210869741e-06,1.2209838758771082e-06,2.3265849686211431e-07,7.7298485662318918e-09,6.7561868517032058e-13,2.6384222590905954e-09,3.3295276318071447e-07,1.0368915380691716e-16
2.3285485735420116e-12,0.35585002083617967,8.9846521440682375e-13,1.3041760002153979e-18,1.3041412072611135e-18,2.1867803279863e-29,3.4783427555262507e-23,0.0,0.0,1.3434758494342818e-12,4.8522759267772829e-21,154.0,0.0,0.99999659511822259,1.0,18.999999989384737,1.7697454711546227e-07,1.7485905562340016e-07,1.2311913847271302e-06,1.2364296882977467e-06,2.3644360379026306e-07,7.9250031943766037e-09,6.8416583193155898e-13,2.6882575066124032e-09,3.3836955265917332e-07,1.063070231247576e-16
2.357668069091024e-12,0.35585002083567635,9.0969936580613699e-13,1.3369970026551833e-18,1.3369608882959886e-18,2.2843327073696962e-29,3.6104722096178592e-23,0.0,0.0,1.370436480954921e-12,5.0092750880478202e-21,154.0,0.0,0.99999655257836184,1.0,18.999999989137162,1.7918768102799559e-07,1.7498576173478976e-07,1.2464894606200734e-06,1.251875334040598e-06,2.4023152947119221e-07,8.1225440008981986e-09,6.9271288608150423e-13,2.7382581136383999e-09,3.4379037603776816e-07,1.0895690193747426e-16
2.415907060189049e-12,0.35585002083465406,9.3216755444378738e-13,1.4038625081107498e-18,1.4038236514054675e-18,2.4889935840330041e-29,3.8846848643841747e-23,0.0,0.0,1.4251090649820494e-12,5.3332115682924821e-21,154.0,0.0,0.99999646749902527,1.0,18.999999988634375,1.836139482255205e-07,1.7521965397817172e-07,1.2770784559567192e-06,1.2827661437260124e-06,2.4781525567495741e-07,8.5247773567677118e-09,7.0980672741100269e-13,2.8387371731334343e-09,3.5464329244266581e-07,1.1435259693186423e-16
2.474146051287074e-12,0.3558500208336113,9.5463559086536729e-13,1.4723593384578938e-18,1.47231760397126e-18,2.7068381692378228e-29,4.172441210957383e-23,0.0,0.0,1.48078328477377e-12,5.670636336251981e-21,154.0,0.0,0.99999638242015931,1.0,18.999999988121459,1.8804021458632496e-07,1.7542973728300986e-07,1.3076579206696255e-06,1.3136563401487509e-06,2.5540858693094055e-07,8.9365350613077003e-09,7.2690023033950416e-13,2.9398242221873179e-09,3.6550995460541864e-07,1.1987605672073865e-16
2.532385042385099e-12,0.3558500208325481,9.7710347506915615e-13,1.542487482644803e-18,1.5424427316772892e-18,2.9384062424253636e-29,4.4740676826089654e-23,0.0,0.0,1.5374589898575607e-12,6.0218355013635992e-21,154.0,0.0,0.99999629734171724,1.0,18.999999987598461,1.9246648011041092e-07,1.7561843533420251e-07,1.3382278683121933e-06,1.3445459565969093e-06,2.6301054539728068e-07,9.3578035612953642e-09,7.4399341175117586e-13,3.0414859727136442e-09,3.7638896315732514e-07,1.2552709949380287e-16
2.590624033483124e-12,0.35585002083146416,9.9957120705343657e-13,1.614246929619538e-18,1.6141990202073806e-18,3.1842480025872066e-29,4.7898907099084294e-23,0.0,0.0,1.5951360299747358e-12,6.3870965625259424e-21,154.0,0.0,0.99999621226365731,1.0,18.999999987065404,1.9689274479778038e-07,1.7578792508831079e-07,1.3687883124185339e-06,1.3754350245358506e-06,2.7062025277529443e-07,9.7885693227936426e-09,7.6108628963109304e-13,3.1436909593565706e-09,3.8727906118380942e-07,1.3130554369945889e-16
2.648863024581149e-12,0.35585002083036016,1.0220387868164944e-12,1.6876376683300334e-18,1.6875864552452594e-18,3.4449240655670855e-29,5.120236720723285e-23,0.0,0.0,1.6538142550801346e-12,6.7667084069399089e-21,154.0,0.0,0.99999612718594244,1.0,18.999999986522365,2.0131900864843494e-07,1.759401617322728e-07,1.3993392665035003e-06,1.4063235737077088e-06,2.7823692023981899e-07,1.0228818831122906e-08,7.7817888042901898e-13,3.2464094399876776e-09,3.9817911981394902e-07,1.3721120804444211e-16
2.707102015679174e-12,0.35585002082923584,1.044506214356618e-12,1.7626596877240972e-18,1.7626050224745552e-18,3.7210054607806003e-29,5.4654321402191441e-23,0.0,0.0,1.7134935153417927e-12,7.1609613088716009e-21,154.0,0.0,0.99999604210853854,1.0,18.999999985969367,2.0574527166237619e-07,1.7607690133876038e-07,1.4298807440627134e-06,1.4372116322261144e-06,2.8585983929885116e-07,1.0678538590831491e-08,7.9527119968489941e-13,3.3496133009815253e-09,4.0908812513989802e-07,1.4324391149342228e-16
