Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137)
2.860793658899231e-12,0.4641296175663242,2.2140134424775419e-14,1.42833088965241e-20,1.4118723831324598e-20,5.083018574251285e-32,3.0153734458428105e-25,0.0,0.0,1.6437066514520444e-13,2.3435355401843411e-22,154.0,0.0,0.99999944626563009,1.0,18.999999998176339,5.0305516970646585e-08,1.0494739350609782e-08,2.2813044325956076e-07,2.2888531007239814e-07,1.5910547254169452e-08,1.2890443898553286e-09,1.5269615376303539e-13,5.3431707801142027e-10,1.8183069662642329e-08,2.5928875113242094e-17,9.2187507624391151e-13,2.3890879796433229e-13,6.0013038522132861e-16,5.9976268280021573e-16,2.6494583386708538e-19,3.8021083159190067e-16,1.0275658724550997e-19,6.6923479316014478e-14,7.9282978861734026e-36,7.5607726463783872e-36,7.5607740286412703e-36,2.7187979766321646e-18,2.2402515885388522e-21,6.988396864411833e-18,5.0517022619987181e-21,4.2823899922255964e-23,1.215150796551547e-22,2.7826032140244507e-26,1.3480555967067295e-29,3.2549329588594781e-31,4.4760646453781115e-35,1.3317037414555379e-38,1.0375025792312827e-37,1.4594961525230968e-32,1.3404276971289444e-39,3.3268905508313565e-16,2.5934847000852934e-22
2.928644534435037e-12,0.4641296175661082,2.2665957455283415e-14,1.4973234618657302e-20,1.4796693406576075e-20,5.5517281021719883e-32,3.2351039928509723e-25,0.0,0.0,1.7150968859557299e-13,2.5023650535740622e-22,154.0,0.0,0.99999943313745632,1.0,18.999999998094872,5.1498636236704403e-08,1.050919954163168e-08,2.3351015929899037e-07,2.3430664615600658e-07,1.6394967151170849e-08,1.3505747077969661e-09,1.5631309972261713e-13,5.5423645399910657e-10,1.8736679852168648e-08,2.7166588736539648e-17,9.6609643788780781e-13,2.5033867253394974e-13,6.4378018381378902e-16,6.4338299974966295e-16,2.8548702113660316e-19,4.0222493304834437e-16,1.1169704298940494e-19,7.0133767684056579e-14,9.3401113587132271e-36,8.9071417190993088e-36,8.9071433861612829e-36,2.9185446779224362e-18,2.4032801586610473e-21,7.2489282794750009e-18,5.2408589458169895e-21,4.5086811386119518e-23,1.3119160159545967e-22,3.079636180137908e-26,1.5290618703268739e-29,3.6920506902106509e-31,5.2026855703970845e-35,1.5492124594429753e-38,1.1774204489817198e-37,1.6555097704780893e-32,1.5427245369172774e-39,3.5195157757937661e-16,2.7179155702026686e-22
2.996495409970843e-12,0.464129617565888,2.3191813559926127e-14,1.5679636957426922e-20,1.5490575817974325e-20,6.0519955819605094e-32,3.465260328010846e-25,0.0,0.0,1.7879860684066813e-13,2.6682842442593013e-22,154.0,0.0,0.99999942000931152,1.0,18.99999999801183,5.2691755416271686e-08,1.0522270460225196e-08,2.3888845642350779e-07,2.3972781595879847e-07,1.6880021455313799e-08,1.4135234555882572e-09,1.5992993473341343e-13,5.7432189290004382e-10,1.9291015063315126e-08,2.843283578415198e-17,1.011352942773626e-12,2.6203385811800409e-13,6.8949334787421469e-16,6.8906511590900675e-16,3.0706664600960274e-19,4.2489938685082454e-16,1.2116531919837849e-19,7.341920581982438e-14,1.0962057414639081e-35,1.0453903071388116e-35,1.0453905073312358e-35,3.1279222020948932e-18,2.5740242319700504e-21,7.5116317318287497e-18,5.4316240055187117e-21,4.740824035914132e-23,1.4137270789924355e-22,3.4000101102472584e-26,1.7291317237533598e-29,4.1752168309062192e-31,6.0256036509435869e-35,1.7957904639163081e-38,1.3321394943081486e-37,1.8721744628608944e-32,1.7698416266194337e-39,3.7179190698713665e-16,2.845260844800939e-22
3.064346285506649e-12,0.4641296175656636,2.3717702737609034e-14,1.6402529740372483e-20,1.6200372056483444e-20,6.5852002769513644e-32,3.7060843288060235e-25,0.0,0.0,1.8623740393203334e-13,2.8414572529358993e-22,154.0,0.0,0.99999940688119315,1.0,18.999999997927208,5.3884874509348495e-08,1.053408558044449e-08,2.4426533571166715e-07,2.4514882623445382e-07,1.736564921532711e-08,1.4778895547594455e-09,1.6354666330172599e-13,5.945666410322613e-10,1.984600563907269e-08,2.9727594561361782e-17,1.0576445597739202e-12,2.7399423674031155e-13,7.3731721231888072e-16,7.3685632405717433e-16,3.2971029294729533e-19,4.4823499766866899e-16,1.3117796875900802e-19,7.6779791570657746e-14,1.2819559633891089e-35,1.2225301881660089e-35,1.2225304275867984e-35,3.347164504016165e-18,2.7526615089419478e-21,7.776418885981431e-18,5.6239335822347386e-21,4.9788144855567874e-23,1.5207126939322118e-22,3.7449259477806629e-26,1.9497431609584725e-29,4.7080029644368774e-31,6.9548324091557443e-35,2.0744980754001764e-38,1.5028124661133579e-37,2.1110922041132276e-32,2.0241565703103775e-39,3.9221074697838242e-16,2.9755205140457092e-22
3.1321971610424547e-12,0.46412961756543497,2.4243624987281233e-14,1.7141926785248625e-20,1.6926083113375629e-20,7.1527507962878864e-32,3.9578178878510872e-25,0.0,0.0,1.9382606402327121e-13,3.0220488847735661e-22,154.0,0.0,0.99999939375309888,1.0,18.999999997841016,5.5077993515934868e-08,1.0544765552901245e-08,2.4964079824120252e-07,2.505696834619864e-07,1.7851795335797673e-08,1.5436719276606878e-09,1.6716328975059603e-13,6.1496421938047873e-10,2.0401588614689101e-08,3.1050843389944675e-17,1.1049712590244021e-12,2.8621969049938612e-13,7.8729909101756841e-16,7.8680389589963322e-16,3.5344353499990733e-19,4.7223249110104928e-16,1.4175158293510398e-19,8.0215522875187654e-14,1.4940442071817143e-35,1.4247872548617069e-35,1.4247875400767622e-35,3.5765060181296502e-18,2.9393696480807614e-21,8.0432049989731738e-18,5.8177264141715449e-21,5.2226482750355331e-23,1.6330014733032319e-22,4.1156148337488795e-26,2.192449185515333e-29,5.2941620561933401e-31,8.0011521471903732e-35,2.3886346921708506e-38,1.690650899418924e-37,2.3739463495022832e-32,2.3082137045192764e-39,4.1320873203663434e-16,3.1086945716531634e-22
3.2000480365782606e-12,0.46412961756520227,2.4769580307933619e-14,1.7897841900033804e-20,1.7667709980233197e-20,7.7560850947649171e-32,4.2207029128962889e-25,0.0,0.0,2.0156457136630754e-13,3.2102246092398228e-22,154.0,0.0,0.99999938062502569,1.0,18.99999999775326,5.6271112436030787e-08,1.0554419436734685e-08,2.5501484508902883e-07,2.5599039385691332e-07,1.8338410014588184e-08,1.6108694974614283e-09,1.7077981822725139e-13,6.3550841242565582e-10,2.0957707074732371e-08,3.2402560608157248e-17,1.1533330118725698e-12,2.9871010156838549e-13,8.3948627680689196e-16,8.3895508208508532e-16,3.7829193381552146e-19,4.968925212734349e-16,1.5290278799118411e-19,8.3726397759636195e-14,1.735509497152602e-35,1.6550596724312189e-35,1.6550600109263521e-35,3.816181657757297e-18,3.1343262661405477e-21,8.3119087742708091e-18,6.0129437310025907e-21,5.4723211813878529e-23,1.7507219336332691e-22,4.5133380822806811e-26,2.4588796562882771e-29,5.9376329523237674e-31,9.1761483951613381e-35,2.741751248411317e-38,1.8969265775308757e-37,2.6625036555080764e-32,2.6247317012519939e-39,4.3478643410406361e-16,3.2447830147457036e-22
3.2678989121140665e-12,0.46412961756496546,2.529556869859719e-14,1.8670288882938938e-20,1.8425253648950517e-20,8.3966704726921458e-32,4.4949813268322727e-25,0.0,0.0,2.0945291030780817e-13,3.4061505599217162e-22,154.0,0.0,0.99999936749697194,1.0,18.999999997663956,5.7464231269636351e-08,1.0563145813227809e-08,2.6038747733124189e-07,2.6141096338197179e-07,1.8825448234301432e-08,1.6794811881497769e-09,1.7439625271024536e-13,6.5619325742883824e-10,2.1514309571920381e-08,3.3782724570725167e-17,1.2027297908284214e-12,3.1146535219505737e-13,8.9392604150361448e-16,8.933571122219012e-16,4.0428103964885892e-19,5.2221567770426362e-16,1.6464824206431502e-19,8.7312414334267266e-14,2.0096647887646044e-35,1.9165068415258195e-35,1.916507241811664e-35,4.0664268144026365e-18,3.3377089383388064e-21,8.5824522216048263e-18,6.2095291525337736e-21,5.727828973983035e-23,1.8740024952529069e-22,4.9393871561070549e-26,2.7507431413175838e-29,6.6425448747646178e-31,1.0492251300373564e-34,3.1376630119500165e-38,2.1229729949605851e-37,2.9786162985865552e-32,2.9766113391354512e-39,4.5694436859001062e-16,3.3837858437134629e-22
3.3357497876498724e-12,0.46412961756472443,2.582159015834144e-14,1.9459281522416007e-20,1.9198715111735912e-20,9.0760035757770882e-32,4.7808950676948129e-25,0.0,0.0,2.1749106528574021e-13,3.6099935343453739e-22,154.0,0.0,0.99999935436893583,1.0,18.999999997573099,5.8657350016751532e-08,1.0571033792466719e-08,2.6575869604311985e-07,2.6683139775739955e-07,1.9312869302586678e-08,1.7495059245318865e-09,1.7801259701633517e-13,6.7701303415080149e-10,2.2071349601768673e-08,3.5191313648829429e-17,1.2531615695171827e-12,3.2448532470168556e-13,9.5066563591795239e-16,9.5005719489431612e-16,4.3143639137002202e-19,5.4820249151210718e-16,1.7700463226604845e-19,9.0973570789981205e-14,2.320115037963726e-35,2.2125666302406543e-35,2.2125671019669286e-35,4.3274773570550618e-18,3.5496951985615484e-21,8.8547605225063573e-18,6.4074285914939458e-21,5.9891674167668311e-23,2.0029714821543503e-22,5.3950836420086482e-26,3.0698287698961388e-29,7.4132219124385666e-31,1.1962775957025428e-34,3.5804627229739151e-38,2.3701868190986846e-37,3.3242238923055273e-32,3.3669434425912941e-39,4.7968299980241765e-16,3.5257030620814431e-22
3.4036006631856783e-12,0.46412961756447946,2.6347644686272761e-14,2.0264833597166595e-20,1.9988095361113458e-20,9.7956103950268355e-32,5.0786860886695864e-25,0.0,0.0,2.2567902082607341e-13,3.8219209937934922e-22,154.0,0.0,0.99999934124091538,1.0,18.9999999974807,5.9850468677376391e-08,1.0578163923301714e-08,2.7112850229912289e-07,2.7225170247079674e-07,1.9800636436603645e-08,1.8209426322313299e-09,1.8162885480705779e-13,6.9796225498977476e-10,2.262878512770295e-08,3.6628306230094223e-17,1.3046283226339487e-12,3.3776990148503596e-13,1.0097522898668729e-15,1.0091025176784026e-15,4.5978351647324179e-19,5.7485344102658338e-16,1.8998867199756516e-19,9.4709865395048377e-14,2.6707760432601835e-35,2.5469733430630857e-35,2.5469738971428132e-35,4.5995696314953006e-18,3.7704625395603672e-21,9.1287619013125073e-18,6.6065901602966416e-21,6.2563322700627954e-23,2.1377571218945023e-22,5.8817792262373802e-26,3.4180080828365611e-29,8.254187508615393e-31,1.3601963675566361e-34,4.0745340751083822e-38,2.6400293506406116e-37,3.7013555028515096e-32,3.7990169889491603e-39,5.0300274585752561e-16,3.6705346763820616e-22
3.4714515387214842e-12,0.46412961756423027,2.6873732281532946e-14,2.1086958876150371e-20,2.0793395389924813e-20,1.0557046266667681e-31,5.3885963580969785e-25,0.0,0.0,2.3401676153961554e-13,4.0421010631208212e-22,154.0,0.0,0.99999932811290881,1.0,18.999999997386766,6.1043587251510934e-08,1.0584609015876319e-08,2.7649689717289461e-07,2.7767188278658732e-07,2.0288716387412415e-08,1.8937902376884812e-09,1.8524502959502407e-13,7.1903565552025888e-10,2.3186578151800271e-08,3.8093680718575546e-17,1.3571300259001715e-12,3.5131896501630303e-13,1.0712332121873816e-15,1.0705402471578337e-15,4.8934793108561123e-19,6.0216895686015538e-16,2.0361709846238922e-19,9.8521296491975135e-14,3.0658940763302606e-35,2.9237764418124699e-35,2.9237770905567926e-35,4.8829404596020801e-18,4.0001884131418234e-21,9.4043875014178216e-18,6.8069640815771954e-21,6.529319292013995e-23,2.2784875455339418e-22,6.4008556699210971e-26,3.7972368809278842e-29,9.1701689444331598e-31,1.5425024190901511e-34,4.6245655402552729e-38,2.9340279827628008e-37,4.1121316629062028e-32,4.2763273834109499e-39,5.2690398311783124e-16,3.8182806960328782e-22
3.53930241425729e-12,0.46412961756397714,2.7399852943297782e-14,2.1925671118593509e-20,2.1614616191330951e-20,1.1361895872081841e-31,5.7108678594769098e-25,0.0,0.0,2.4250427211897503e-13,4.2707025305677491e-22,154.0,0.0,0.99999931498491501,1.0,18.999999997291305,6.2236705739155194e-08,1.0590434885118902e-08,2.8186388173726214e-07,2.830919437550956e-07,2.0777079100456179e-08,1.9680476681598923e-09,1.888611247499987e-13,7.4022818541663094e-10,2.3744694326777992e-08,3.9587415534747259e-17,1.4106666560219227e-12,3.6513239784105568e-13,1.1351555907497966e-15,1.1344175289394586e-15,5.2015513997574822e-19,6.301494264925766e-16,2.1790667036216634e-19,1.0240786249449762e-13,3.510066316883659e-35,3.3473600335872779e-35,3.3473607908515355e-35,5.1778271386599481e-18,4.2390502303494836e-21,9.6815712665586603e-18,7.0085026023620959e-21,6.8081242397369663e-23,2.4252907876046122e-22,6.9537247844589908e-26,4.2095570715812532e-29,1.0166101818577772e-30,1.744817880863066e-34,5.2355645385765081e-38,3.253777659048873e-37,4.5587663838916738e-32,4.8025849017767603e-39,5.5138705020359742e-16,3.9689411332193039e-22
3.607153289793096e-12,0.46412961756372,2.79260066707756e-14,2.2780984073997111e-20,2.2451758758813841e-20,1.2211773237760478e-31,6.0457425914736718e-25,0.0,0.0,2.511415373356484e-13,4.5078948475720134e-22,154.0,0.0,0.99999930185693287,1.0,18.999999997194323,6.3429824140309158e-08,1.0595701022799617e-08,2.8722945706423729e-07,2.8851189022125301e-07,2.1265697408664594e-08,2.0437138517176713e-09,1.9247714350470952e-13,7.6153499974588039e-10,2.4303102605262932e-08,4.1109489115488518e-17,1.4652381906498469e-12,3.7921008257918388e-13,1.2015665924710192e-15,1.2007814876686948e-15,5.5223063656236126e-19,6.5879519841486206e-16,2.3287416576205285e-19,1.0636956188469741e-13,4.0082621075145254e-35,3.8224631407102604e-35,3.8224640220520025e-35,5.4844674406682091e-18,4.4872253616388734e-21,9.960249826925582e-18,7.2111599117497492e-21,7.0927428702473107e-23,2.5782947861002717e-22,7.5418284069140604e-26,4.6570985136644479e-29,1.1247134523119989e-30,1.9688704488502627e-34,5.912871955006024e-38,3.6009423301654474e-37,5.0435691665837335e-32,5.3817233008422685e-39,5.7645225161893813e-16,4.1225160027820654e-22
3.675004165328902e-12,0.4641296175634588,2.8452193463206007e-14,2.365291148214551e-20,2.3304824086178123e-20,1.3108321735272316e-31,6.3934625679208371e-25,0.0,0.0,2.599285420372248e-13,4.7538481285786673e-22,154.0,0.0,0.99999928872896082,1.0,18.999999997095816,6.4622942454972879e-08,1.0600461205024069e-08,2.9259362422501639e-07,2.9393172683295177e-07,2.1754546755040315e-08,2.1207877172488687e-09,1.9609308896039276e-13,7.8295145061446276e-10,2.4861774922754485e-08,4.2659879914073298e-17,1.5208446083407493e-12,3.935519019248444e-13,1.27051336332779e-15,1.2696792270447542e-15,5.8559990292270997e-19,6.8810658587515694e-16,2.48536380113246e-19,1.1040639321023495e-13,4.5658450442293033e-35,4.3542007676384626e-35,4.3542017904881357e-35,5.8030996116509951e-18,4.7448911370456749e-21,1.024036238990748e-17,7.4148920619307401e-21,7.3831709412031698e-23,2.7376273824851053e-22,8.1666383754075698e-26,5.1420808605254794e-29,1.2418632715509922e-30,2.2164978864265335e-34,6.6621770036699972e-38,3.9772564092875463e-37,5.5689470100934539e-32,6.0179085963772371e-39,6.0209986102955153e-16,4.2790053221092647e-22
3.742855040864708e-12,0.4641296175631935,2.8978413319858575e-14,2.4541467073114593e-20,2.4173813167552736e-20,1.4053214081247108e-31,6.7542698178261297e-25,0.0,0.0,2.6886527114470377e-13,5.0087331508483226e-22,154.0,0.0,0.99999927560099833,1.0,18.999999996995804,6.5816060683146357e-08,1.0604764041366846e-08,2.9795638428998169e-07,2.9935145804905807e-07,2.2243604941895688e-08,2.199268194454849e-09,1.9970896409216768e-13,8.0447307915486417e-10,2.5420685911044582e-08,4.4238566400155986e-17,1.5774858885207389e-12,4.0815773864640756e-13,1.3420430283699395e-15,1.3411578298357168e-15,6.2028840980099103e-19,7.1808387026475081e-16,2.6491012442111351e-19,1.1451835508169484e-13,5.1885959183204173e-35,4.9480857797819451e-35,4.9480869636269743e-35,6.133962370968415e-18,5.0122248463474027e-21,1.0521850635279096e-17,7.6196568924053908e-21,7.6794042115018046e-23,2.9034163217169437e-22,8.8296565045192533e-26,5.6668154012058076e-29,1.3686183786729778e-30,2.4896526199093588e-34,7.4895324415932625e-38,4.384526226273829e-37,6.1374064192170934e-32,6.7155480085953006e-39,6.2833012422557098e-16,4.4384091110328131e-22
3.87855679193632e-12,0.464129617562651,3.0030952223051322e-14,2.6368517675325395e-20,2.5959566570479488e-20,1.6094867910445717e-31,7.5161143299425207e-25,0.0,0.0,2.8718784261334951e-13,5.5459848411310787e-22,154.0,0.0,0.99999924934509676,1.0,18.999999996791257,6.8202296880022676e-08,1.0612169094426133e-08,3.0867768740993177e-07,3.1019062122985925e-07,2.3222269558564933e-08,2.3604447067645056e-09,2.0694051468392539e-13,8.4781493388034068e-10,2.6539134440937496e-08,4.7480740395260574e-17,1.6938729581918622e-12,4.3816099566146863e-13,1.4930394366545285e-15,1.4920458521681028e-15,6.937249714724134e-19,7.8003711345410525e-16,2.9985951495321853e-19,1.2296766520442657e-13,6.6549565552787725e-35,6.3464778991155096e-35,6.3464794726498056e-35,6.8333368946045278e-18,5.5766050253666379e-21,1.1088732665233129e-17,8.0321244630455921e-21,8.2892693944483876e-23,3.2548737262642355e-22,1.0276474237701921e-25,6.8452554287122907e-29,1.6532929569609761e-30,3.1209554574381144e-34,9.4045178505075245e-38,5.2995266898469461e-37,7.4141055104909097e-32,8.3140793525425107e-39,6.8253947093071707e-16,4.765960188633729e-22
4.000688367900771e-12,0.4641296175621493,3.0978350308808813e-14,2.8069869144199162e-20,2.7621213851624952e-20,1.8115073834438696e-31,8.2489612119363907e-25,0.0,0.0,3.0419006454514492e-13,6.0617847188615723e-22,154.0,0.0,0.99999922571480859,1.0,18.999999996602046,7.0349909161414905e-08,1.0617667922960996e-08,3.1832205867162556e-07,3.1994554876574277e-07,2.4103600015931744e-08,2.5103034591858632e-09,2.1344869714960937e-13,8.8714118467004686e-10,2.7546346454335438e-08,5.0495252584619062e-17,1.8021603607914064e-12,4.6606569185047978e-13,1.6382420327264847e-15,1.6371435314481255e-15,7.6458497030820649e-19,8.380746724408714e-16,3.3391630805105892e-19,1.3082897804390634e-13,8.2649521335623298e-35,7.8818478930746894e-35,7.8818499089009067e-35,7.5070070775761036e-18,6.1193892725556162e-21,1.1603093412815312e-17,8.4064881782801362e-21,8.8579593344545058e-23,3.5945456458303361e-22,1.1724961191481432e-25,8.0669319944101448e-29,1.9484251958820092e-30,3.7985336722336607e-34,1.1463659950647889e-37,6.2485406299653302e-37,8.7377271078709092e-32,1.0012408402268785e-38,7.3332254315218828e-16,5.070723890059595e-22
4.122819943865222e-12,0.46412961756163473,3.1925855512533038e-14,2.9825309012689389e-20,2.933446957144186e-20,2.0319269151284686e-31,9.0279755891308423e-25,0.0,0.0,3.2167716213758859e-13,6.6092096400115628e-22,154.0,0.0,0.9999992020845383,1.0,18.999999996408025,7.2497521162578949e-08,1.0622252490153743e-08,3.2796188755230968e-07,3.297001963047711e-07,2.4985347948160588e-08,2.6647030253026747e-09,2.1995669279081727e-13,9.2674672623384196e-10,2.8554035575533179e-08,5.360110870892126e-17,1.9138004340349384e-12,4.9482398453740809e-13,1.7925451396557391e-15,1.7913344842962172e-15,8.4011491232161005e-19,8.9827295177834291e-16,3.7054044720097622e-19,1.3893369486157472e-13,1.0197676890883e-34,9.724988883081179e-35,9.7249914463309887e-35,8.22403849173529e-18,6.6962530119707626e-21,1.2121107173369686e-17,8.7836164116483644e-21,9.4453922609904898e-23,3.9571183995082983e-22,1.332196629922226e-25,9.4577333959143145e-29,2.2844286869218164e-30,4.5949310886644282e-34,1.3888117613270453e-37,7.3293836898820533e-37,1.0244674008602482e-31,1.1990395917131753e-38,7.8599621947665512e-16,5.384930883017846e-22
4.244951519829673e-12,0.46412961756110754,3.2873467830898334e-14,3.1634917004634688e-20,3.1099339539615678e-20,2.2718270217543655e-31,9.8545695240275131e-25,0.0,0.0,3.3964904978852942e-13,7.1892795180747607e-22,154.0,0.0,0.99999917845428232,1.0,18.999999996209201,7.4645132883514914e-08,1.0626074880756061e-08,3.3759718026508753e-07,3.3945458395958223e-07,2.5867443905357295e-08,2.8236371924962719e-09,2.2646451502748902e-13,9.666114459277037e-10,2.9562122435030933e-08,5.679818379385952e-17,2.0287930850296453e-12,5.2443519270376151e-13,1.9562228357919279e-15,1.9548925425178942e-15,9.2046293418455717e-19,9.6063278229407859e-16,4.0983033984961919e-19,1.4728180951710918e-13,1.2505278377142733e-34,1.192563160600523e-34,1.1925634842527419e-34,8.985840373054084e-18,7.3082287610758268e-21,1.26425108814593e-17,9.1633189893842941e-21,1.0051543529744745e-22,4.3433335127772774e-22,1.5077328806228511e-25,1.1034694487243508e-28,2.6654225007563979e-30,5.5263201494253198e-34,1.6728469841083876e-37,8.5553819855784803e-37,1.1953426093841396e-31,1.4283706612051369e-38,8.4056122436606021e-16,5.7085813593408651e-22
4.367083095794124e-12,0.4641296175605677,3.3821187260808708e-14,3.3498772742606043e-20,3.2915829569352802e-20,2.532320144566039e-31,1.0730155238819641e-24,0.0,0.0,3.5810564248709779e-13,7.8030212086981359e-22,154.0,0.0,0.99999915482403812,1.0,18.999999996005606,7.6792744324222854e-08,1.0629261828920995e-08,3.4722794301456248e-07,3.4920873039411658e-07,2.6749830014043978e-08,2.9870997566471114e-09,2.3297217631286146e-13,1.0067166798053451e-09,3.0570540893217586e-08,6.0086353036101425e-17,2.1471382275450856e-12,5.5489863610583757e-13,2.1295489808559857e-15,2.1280913193511505e-15,1.0057770542419606e-18,1.0251548385065295e-15,4.5188445059262089e-19,1.5587331635331884e-13,1.5246427984011493e-34,1.4539728321651327e-34,1.4539732381305864e-34,9.7938268718004349e-18,7.9563486256352235e-21,1.3167060420041276e-17,9.5454194357465717e-21,1.0676388529591359e-22,4.7539315026028407e-22,1.7001200680570283e-25,1.2815958343463223e-28,3.0957939892490481e-30,6.6104760961081491e-34,2.0040448866620675e-37,9.94073216776938e-37,1.3883667398455419e-31,1.6931309152893081e-38,8.9701814550801052e-16,6.0416755295934054e-22
4.489214671758575e-12,0.46412961756001514,3.4769013799381111e-14,3.5416955748057266e-20,3.478394547740555e-20,2.8145495305676743e-31,1.1656145115488484e-24,0.0,0.0,3.7704685577868259e-13,8.4514685058232303e-22,154.0,0.0,0.99999913119380346,1.0,18.999999995797271,7.8940355484702807e-08,1.0631918963623877e-08,3.5685418199684983e-07,3.5896265292813309e-07,2.76324580384766e-08,3.1550845221231444e-09,2.3947968820329838e-13,1.047045108102599e-09,3.1579235824784105e-08,6.3465491803049732e-17,2.2688357815325396e-12,5.8621363527371615e-13,2.312797216188864e-15,2.3112042097325582e-15,1.0962051726584301e-18,1.0918396648027367e-15,4.9680128364728476e-19,1.6470821016152387e-13,1.8486912049262745e-34,1.7630016529954491e-34,1.7630021590311565e-34,1.0649417039693867e-17,8.6416443018714575e-21,1.3694529253443796e-17,9.9297539848019184e-21,1.1319902684291388e-22,5.1896518788215899e-22,1.9104046150846979e-25,1.4820810745896687e-28,3.5802071634244215e-30,7.866879584052896e-34,2.3885287971737116e-37,1.1500528688307212e-36,1.6056323765589774e-31,1.9975673483930548e-38,9.5536745672195265e-16,6.3842136217220089e-22
4.611346247723026e-12,0.46412961755945015,3.5716947443930198e-14,3.7389545441474161e-20,3.6703693084096208e-20,3.1196892327270283e-31,1.263395169590042e-24,0.0,0.0,3.9647260573245082e-13,9.1356621377898032e-22,154.0,0.0,0.99999910756357646,1.0,18.999999995584208,8.1087966364954839e-08,1.0634134345037107e-08,3.6647590339958816e-07,3.6871636763410542e-07,2.8515287765750329e-08,3.3275853017682092e-09,2.4598706142301394e-13,1.0875806583409819e-09,3.2588161273171794e-08,6.6935475632604284e-17,2.3938856726793884e-12,6.1837951151024958e-13,2.5062409649999236e-15,2.5045043905607558e-15,1.19189507156329e-18,1.1606876972439807e-15,5.4467936760480403e-19,1.737864861494565e-13,2.2300257868196283e-34,2.126661597854596e-34,2.1266622249026687e-34,1.1554034817094201e-17,9.3651470784767074e-21,1.4224707159998749e-17,1.0316170664228174e-20,1.198206145362841e-22,5.6512331455800674e-22,2.1396641244623918e-25,1.7069714605279448e-28,4.12361105826747e-30,9.3168224976930243e-34,2.8330081848685066e-37,1.3250791023707951e-36,1.8493600445269701e-31,2.346297390566608e-38,1.0156095370396916e-15,6.7361958798028469e-22
4.733477823687477e-12,0.4641296175588726,3.6664988191953843e-14,3.9416621142523003e-20,3.8675078213340294e-20,3.4489441102087552e-31,1.3664987681904683e-24,0.0,0.0,4.1638280891118108e-13,9.856649763405131e-22,154.0,0.0,0.99999908393335546,1.0,18.999999995366437,8.3235576964978979e-08,1.0635981409281022e-08,3.7609311340195111e-07,3.7846988942718391e-07,2.9398285661071421e-08,3.5045959168904334e-09,2.5249430592391366e-13,1.1283084153652696e-09,3.3597278913774957e-08,7.0496180232940774e-17,2.5222878319953934e-12,6.5139558689005831e-13,2.7101534326150016e-15,2.7082648209576589e-15,1.2929944151940777e-18,1.2316992817234165e-15,5.9561724214825064e-19,1.8310813991145971e-13,2.6768394869567779e-34,2.5527659206231515e-34,2.5527666932728324e-34,1.250910902022197e-17,1.0127887838491674e-20,1.4757399055369127e-17,1.0704528444669996e-20,1.2662840334094847e-22,6.1394128028162805e-22,2.389007332753715e-25,1.9584344324339506e-28,4.7312480846613313e-30,1.0983516889876882e-33,3.3448159315027004e-37,1.5208490856820588e-36,2.1219019638374228e-31,2.7443297768333109e-38,1.0777446865937996e-15,7.0976225628792314e-22
4.8556093996519284e-12,0.46412961755828275,3.7613136041120069e-14,4.149826207019777e-20,4.0698106692668875e-20,3.8035498286361996e-31,1.4750665935431742e-24,0.0,0.0,4.3677738234331718e-13,1.0615485967980884e-21,154.0,0.0,0.99999906030313912,1.0,18.999999995143995,8.5383187284775264e-08,1.0637521392202695e-08,3.8570581817465894e-07,3.8822323214850726e-07,3.028142376093241e-08,3.6861101972506525e-09,2.5900143094127445e-13,1.1692145380329311e-09,3.4606556789027315e-08,7.4147481482271876e-17,2.6540421954295601e-12,6.8526118425852498e-13,2.9248076067241505e-15,2.9227582425275483e-15,1.3996507500386327e-18,1.3048746889113408e-15,6.4971344656321802e-19,1.9267316740088865e-13,3.1982352514146805e-34,3.0499957108391739e-34,3.0499966578409294e-34,1.3516073328410974e-17,1.0930897061057067e-20,1.5292423902879668e-17,1.1094696452022626e-20,1.3362214859256628e-22,6.6549273477710849e-22,2.6595740643095115e-25,2.2387620098534701e-28,5.4086623681944138e-30,1.2892207110425996e-33,3.9319468724799414e-37,1.7391579215762144e-36,2.4257457984834835e-31,3.1970859901827455e-38,1.1417731396951177e-15,7.4684939438850739e-22
