Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668)
1.8563577019740365e-17,0.675786848338178,6.4584042399464691e-21,1.3385344685272843e-32,1.3384255605879956e-32,1.2139990506242102e-50,1.9556610559661543e-42,0.0,0.0,1.5029340333056991e-20,9.2470449025614577e-35,154.0,0.0,0.99999999999930822,1.0,19.0,1.0229539584894552e-13,2.6589643236415089e-14,2.814277229418113e-13,2.8142773826527126e-13,2.0842757911664872e-19,8.9363431446398512e-21,8.5827126146621044e-21,6.5180320297841569e-21,1.997732742414165e-19,1.1348153692270487e-29,3.8323752988018021e-24,6.6025798274261862e-25,1.0499610843234486e-32,1.0499610620349963e-32,1.9459878707755975e-40,1.1685269974054882e-32,2.8285737659805828e-41,2.7168750352505689e-25,2.1717923674926904e-74,2.0924992149112533e-74,2.0924992149135346e-74,7.6905027038058352e-35,3.1783419882483163e-38,1.5152648519586285e-29,2.745653884363966e-35,1.1559750960993523e-39,2.1376517946902741e-44,5.4868979606005541e-53,3.1512493890913342e-61,4.3990066887685601e-63,8.7313027744356826e-72,2.392105531353596e-75,8.7523498393020205e-73,3.5068501208540486e-64,2.9872850773081115e-73,1.2191483275889065e-32,2.7413494924769614e-34,7.4628522478216094e-42,2.1426435031800199e-43,3.9396769658919313e-43,1.3806063892733649e-46,1.7625518879362442e-50,8.7849467760073057e-51,2.599032633651796e-56,6.1272791299395724e-65,2.3046479273255779e-57,5.5755173795010993e-65,1.5906897180359654e-66,4.0690553199196052e-65,5.367533052258413e-67,5.3675330423613415e-67,2.1625149527111427e-76,2.1990217729030563e-55,1.9339352339031225e-59,3.5088459611944473e-67,2.1602245560684737e-74,4.2128616190796212e-75,2.8705173927306464e-83,3.2168820265589662e-84,3.6187986337098442e-94,4.6722671864093179e-61,1.3377162782779221e-66,7.7345559656161326e-76,1.1305480222998664e-95,6.3979491218151287e-104,3.3818913503921931e-104
3.71432822558315e-17,0.675786848338178,1.2922419689347715e-20,5.3574089153199421e-32,5.3571903094541585e-32,9.7221621238441792e-50,1.5657179784562031e-41,0.0,0.0,3.0072825818188045e-20,3.7013430537724488e-34,154.0,0.0,0.99999999999861588,1.0,19.0,2.0467966693184296e-13,5.3201551271221355e-14,5.6309993513720034e-13,5.6309995477390192e-13,8.3424225073912756e-19,3.5768659068727534e-20,3.3038673950299685e-20,2.6088996913091235e-20,7.996029443273677e-19,8.7158645766764159e-29,1.5339487975314403e-23,2.6427524987772525e-24,8.4060725485784058e-32,8.4060721916845857e-32,3.116001328149235e-39,9.3552034246470788e-32,4.5293686589736838e-40,1.0874580103801148e-24,2.7855392114816615e-72,2.6838378754453433e-72,2.6838378754511967e-72,6.157078519258138e-34,2.5446060143450742e-37,1.0789852370509639e-28,2.1951772165456922e-34,9.2546579072364953e-39,3.4229665668814717e-43,1.7572537007330477e-51,2.0184885733371741e-59,2.8177220190148027e-61,1.1185503552911358e-69,3.0644805365174649e-73,1.1203446685838379e-70,2.2462636541723404e-62,1.9150270505827644e-71,9.7604767661447644e-32,1.0972541349375289e-33,5.9748189152341568e-41,1.7153989315139128e-42,3.1530349024639662e-42,2.196958365830122e-45,2.6744320237990843e-49,1.3410447655601681e-49,8.2703323354972273e-55,3.8981194929841628e-63,7.3335760618003181e-56,3.5458054925754119e-63,1.0052788985655038e-64,2.5892441513413531e-63,3.4157067204100149e-65,3.4157067078142407e-65,2.7521828214641744e-74,7.0427383564631644e-54,6.1937532744258975e-58,2.2475644498165226e-65,2.7674494580686346e-72,5.3970667064979786e-73,7.3545841255590296e-81,8.2422808216760913e-82,1.8544170827545655e-91,1.497374988957659e-59,8.5744758674846642e-65,9.8435906922103514e-74,5.7933800362720015e-93,6.5571352998417867e-101,3.4660356066643972e-101
7.430269272801378e-17,0.6757868483381781,2.5850450843280452e-20,2.1436182408225452e-31,2.1435739536825414e-31,7.7821884089944253e-49,1.2530502492839999e-40,0.0,0.0,6.0163060749763437e-20,1.4811115684658909e-33,154.0,0.0,0.99999999999723121,1.0,19.0,4.0944820909354318e-13,1.0642285675912262e-13,1.1264443058329013e-12,1.1264443078450872e-12,3.3379656785122442e-18,1.4312120880534238e-19,1.2273537774465817e-19,1.0438902896259301e-19,3.1993670690231537e-18,6.4487613591162084e-28,6.1377927383027594e-23,1.0574451426109308e-23,6.7274122734738669e-31,6.7274117022491582e-31,4.9872642575133457e-38,7.4868175939609347e-31,7.2498284197192315e-39,4.3512482030394867e-24,6.2493553279847991e-70,6.0211884504216083e-70,6.0211884504478274e-70,4.9275344006635043e-33,2.0364579452141446e-36,7.0596581765350827e-28,1.7520016371371502e-33,7.406264221388371e-38,5.4787789610056568e-42,5.6253780621991356e-50,1.2923394328425107e-57,1.8040495100053909e-59,1.4323111518318957e-67,3.9240883911783076e-71,1.4323043396322064e-68,1.4381726966895703e-60,1.5274960892701826e-69,7.8111512762737108e-31,4.3904451739425331e-33,4.7816700399926345e-40,1.3728105816264507e-41,2.5216238633356572e-41,3.5037403064292038e-44,3.8737729646264326e-48,1.9628436872734314e-48,2.6377324503378195e-53,2.4850781995542885e-61,2.3389640477964494e-54,2.2588362500907206e-61,6.3249888641974849e-63,1.6513596895798051e-61,2.1787235057989638e-63,2.1787234897307253e-63,3.5109181785317198e-72,2.2545905712965901e-52,1.982804679294249e-56,1.4390341995521252e-63,3.5438076942494691e-70,6.91111021931079e-71,1.8834350282664898e-78,2.1109045707982156e-79,9.4985862491446255e-89,5.5557711196118471e-58,6.3493221777841167e-63,1.2557320405439811e-71,2.9674511205945691e-90,6.7173174248845089e-98,3.5507063628116174e-98
1.4862151367237832e-16,0.6757868483381779,5.1706514171666648e-20,8.5757848510957164e-31,8.5756918146822448e-31,6.2281568323299225e-48,1.0026306021523279e-39,0.0,0.0,1.2035658645574803e-19,5.9261486340453303e-33,154.0,0.0,0.99999999999446187,1.0,19.0,8.189852934005651e-13,2.1285542635543378e-13,2.2531328324440901e-12,2.2531327306575447e-12,1.3353316401536414e-17,5.7257788415747281e-19,4.2881845297002461e-19,4.1761656683288959e-19,1.2798861603747148e-17,4.4792468205470489e-27,2.4555163925711358e-22,4.2304684064179139e-23,5.3829510798428753e-30,5.3829501658184108e-30,7.9800716498733977e-37,5.9902901364013307e-30,1.1601730006548685e-37,1.7407823837337229e-23,8.0290346772494156e-68,7.7358908785096262e-68,7.7358908785771094e-68,3.9427767057637049e-32,1.6294754246310541e-35,4.124465277726734e-27,1.3942350121535528e-32,5.9256969615528923e-37,8.7672004439645837e-41,1.8003721949491821e-48,8.2721589501981812e-56,1.1547573568002209e-57,1.8336249479982887e-65,5.023565614146036e-69,1.8277442824703691e-66,9.2056261049785234e-59,9.8127416560634201e-68,6.2497932995876792e-30,1.7564635011719456e-32,3.8260610602172274e-39,1.0984091994380876e-40,2.0148676890160809e-40,5.5912071380181522e-43,5.2054814771716665e-47,2.6807222725192838e-47,8.4183142249801257e-52,1.5844799352277548e-59,7.4647946754688578e-53,1.4381460211815685e-59,3.9302458915888048e-61,1.0537935332119711e-59,1.3906623271821356e-61,1.3906623066697848e-61,4.4819589324305562e-70,7.2159918463299209e-51,6.3461171600200605e-55,9.2115074829159589e-62,4.5369136335985129e-68,8.8478419019021605e-69,4.8218540803550648e-76,5.4049210518123376e-77,4.8641828673294549e-86,1.785921303054723e-56,4.0903892566531192e-61,1.6030391908088077e-69,1.5196182687096936e-87,6.8798167852560467e-95,3.6366020933384117e-95
2.972591555611074e-16,0.6757868483381781,1.034186449105201e-19,3.4305782294107962e-30,3.4305560588142566e-30,4.9844835626106257e-47,8.021806756492781e-39,0.0,0.0,2.4079586122133697e-19,2.3712427633114086e-32,154.0,0.0,0.99999999998892319,1.0,19.0,1.6380594619490944e-12,4.2568040760749143e-13,4.5065090265463691e-12,4.5065086280938202e-12,5.3411854265488166e-17,2.2904967764650187e-18,1.3626516850720599e-18,1.6705421118183925e-18,5.1194093675881238e-17,2.8294254784651576e-26,9.8228624022483606e-22,1.6923245009280818e-22,4.3067683700930851e-29,4.3067669078923841e-29,1.2765655226408713e-35,4.7922048462297963e-29,1.8563517866093149e-36,6.9636946007732243e-23,1.0279389504508753e-65,9.9040842067992123e-66,9.9040842069720137e-66,3.1545217014802137e-31,1.3037036097195352e-34,2.13256235966613e-26,1.1034713587463433e-31,4.740304287895197e-36,1.4026933202008377e-39,5.7609821268177893e-47,5.2940042221123262e-54,7.390199664165169e-56,2.346964627882039e-63,6.4299624599046939e-67,2.3245491314923328e-64,5.8914036406745104e-57,6.2859261767453733e-66,4.9998061935471522e-29,7.026422460549427e-32,3.0611372567756955e-38,8.7873428209102261e-40,1.6075617895611965e-39,8.9160850879769227e-42,6.2986576275081021e-46,3.313054214183999e-46,2.6849302814232758e-50,1.0085202906632196e-57,2.3808147721757608e-51,9.1274762530255239e-58,2.3808651008302422e-59,6.7187164835858305e-58,8.8708215783879832e-60,8.870821316696411e-60,5.7179739374357305e-68,2.3092225489534982e-49,2.0308481317274748e-53,5.8956372480627534e-60,5.8075238163464989e-66,1.1325729377054961e-66,1.2341278025998044e-73,1.3837259094683024e-74,2.4905810403233957e-83,5.7159070179777005e-55,2.6185497571452455e-59,2.0451183181498261e-67,7.7808189047212488e-85,7.0452706223232503e-92,3.7240597498956151e-92
5.945344393385656e-16,0.675786848338178,2.0684292271653889e-19,1.3722856667535108e-29,1.3722783825578315e-29,3.989963027831546e-46,6.417750592401029e-38,0.0,0.0,4.8188330403747064e-19,9.4900802905778897e-32,154.0,0.0,0.99999999997784572,1.0,19.0,3.2762077987840952e-12,8.5116979894568498e-13,9.0132579782765859e-12,9.0132573189753241e-12,2.13610054653742e-16,9.1623506562171823e-18,3.8285379392514919e-18,6.6819601039804599e-18,2.0474056365299942e-16,1.5866174447390781e-25,3.9293031361191318e-21,6.7695687811143306e-22,3.4455760402821359e-28,3.4455737018801366e-28,2.0414070359025443e-34,3.8331744011618987e-28,2.9699496319026851e-35,2.7855900541563196e-22,1.3158854659036724e-63,1.2678418759812401e-63,1.267841876025481e-63,2.523738518793509e-30,1.0430116545666015e-33,9.9446802237959962e-26,8.6417038923314694e-31,3.7912984598681304e-35,2.2437790525059647e-38,1.8430900697080227e-45,3.3873929386130474e-52,4.728653704087262e-54,3.0034370628723444e-61,8.2285076194505867e-65,2.9373627659821872e-62,3.769642304441679e-55,4.0290008161077803e-64,3.9992299390529477e-28,2.8106809060946857e-31,2.4490227302048639e-37,7.0289845860959821e-39,1.2789912643006064e-38,1.4184718860259112e-40,6.7599513214168202e-45,3.6351388688561563e-45,8.5436194391912251e-49,6.390818849316782e-56,7.5758996997847612e-50,5.7510720403778121e-56,1.3766170692722114e-57,4.2718719386360228e-56,5.6457052131941506e-58,5.6457048800886215e-58,7.2783724663107571e-66,7.3890201124350968e-48,6.4982695113472741e-52,3.772952094787295e-58,7.4331324949884348e-64,1.4495851536114925e-64,3.1574901180476255e-71,3.542102603313124e-72,1.2750926421670646e-80,1.8287776927242234e-53,1.675596953026583e-57,2.6032180315282963e-65,3.9835145189040983e-82,7.2138768376538237e-89,3.8131841711521402e-89
8.918097231160237e-16,0.6757868483381781,3.1026721685085865e-19,2.9161427315694281e-29,2.9161266395902373e-29,1.1848999696028903e-45,1.835098021073336e-37,0.0,0.0,7.2317964001471236e-19,2.0173603943190438e-31,154.0,0.0,0.99999999996676825,1.0,19.0,4.9143561353570386e-12,1.2764986796914347e-12,1.3520003493538517e-11,1.3520003226266252e-11,4.5385917009158389e-16,1.9470214570178557e-17,6.5725582691335246e-18,1.4198630242901879e-17,4.3501408421220405e-16,3.7958157566765727e-25,8.3498668158046092e-21,1.4385498950433119e-21,9.8523104611419083e-28,9.8523018563620961e-28,7.511693189985694e-34,1.09593497518381e-27,1.0930866224907563e-34,5.9194481707708221e-22,6.7895055247677694e-63,6.5416175250003011e-63,6.5416175252719183e-63,7.2164060293652525e-30,2.9823966330113907e-33,2.217170014673613e-25,2.4411064669384498e-30,1.0839028915488947e-34,8.2575504186977342e-38,8.4140100025126104e-45,1.8609719128878886e-51,2.5978362111958258e-53,1.9374835184664453e-60,5.3081203342031893e-64,1.8876638681429958e-61,2.0709728594775662e-54,2.0417087725301394e-63,1.1434115704414539e-27,5.9727649806835517e-31,7.0027544334862952e-37,2.0096739106779287e-38,3.6455387349456987e-38,5.2070961930215118e-40,2.1093944421473351e-44,1.1430930146694121e-44,3.8920942298246591e-48,3.499420589612575e-55,3.4512431388489903e-49,3.1428929562914906e-55,7.3090662867544518e-57,2.3418895975445635e-55,3.0960913333572934e-57,3.0960911188075717e-57,4.6879221507374564e-65,3.3734340931050681e-47,2.9667623152182954e-51,2.0729062025926559e-57,4.7952600941611223e-63,9.351537557638953e-64,2.344422287993436e-70,2.6303636867151876e-71,1.0725428867227334e-79,8.0843586056420554e-53,8.9670428992474984e-57,1.6767049954956383e-64,3.350729273526006e-81,6.7834065628488667e-88,3.5856419989776664e-88
1.4863602906709401e-15,0.675786848338178,5.1711587043262014e-19,8.0623843535896911e-29,8.0623257082701274e-29,5.5561553726634907e-45,8.4335483524341177e-37,0.0,0.0,1.2066078836504353e-18,5.5824194379837222e-31,154.0,0.0,0.9999999999446133,1.0,19.0,8.1906528074546955e-12,2.1265148830355115e-12,2.2533480778237662e-11,2.2533484684579658e-11,1.2543195665499702e-15,5.3829934093056469e-17,1.2397557917908407e-17,3.9250462562074411e-17,1.2022378603550862e-15,1.2007789991085288e-24,2.3085174537881041e-20,3.9772078281828276e-21,4.5278143627623325e-27,4.5278077480743809e-27,5.773821636240622e-33,5.0348222938847458e-27,8.4086631487723498e-34,1.6365709743461169e-21,4.577048620043134e-61,4.4099384562860575e-61,4.4099384565953381e-61,3.3164435911648215e-29,1.3706163643685185e-32,6.4317948200174879e-25,1.082428977619404e-29,4.9787216599848865e-34,6.3503996844684568e-37,1.0948020751118744e-43,4.1474497039340759e-50,5.7896612099515652e-52,7.490963370310996e-59,2.05230620913262e-62,7.1425795739744594e-60,4.615468981166186e-53,6.0713222662402014e-62,5.2529339674012678e-27,1.651310352331529e-30,3.2182437995811821e-36,9.2330567401671555e-38,1.6594613241536099e-37,3.969536614823047e-39,1.0903897004239075e-43,5.9831758454192169e-44,5.0207308371948919e-47,7.6747831315242988e-54,4.4520362291032689e-48,6.8270301888295976e-54,1.4004921835037257e-55,5.165755103732143e-54,6.8408339219087601e-56,6.84083309955559e-56,1.7968457985360391e-63,4.3906324696686036e-46,3.861319699536521e-50,4.6210468187019061e-56,1.8545208319699928e-61,3.6165692367910359e-62,1.5911408492723325e-68,1.7868646281074543e-69,1.2946897030983325e-77,1.3031008515632331e-51,2.4402562664432502e-55,6.4266859172116022e-63,4.0447383164008852e-79,1.470301835657893e-85,7.7718740518475372e-86
2.021455801470365e-15,0.675786848338178,7.0327971141322975e-19,1.4356797842391294e-28,1.4356673593209572e-28,1.2829580053396438e-44,1.8983918274308445e-36,0.0,0.0,1.6423682404702072e-18,9.9465186312278194e-31,154.0,0.0,0.99999999992467392,1.0,19.0,1.1139319811495872e-11,2.891011590897841e-12,3.0645599231226079e-11,3.0645609816888764e-11,2.2330120768022703e-15,9.5855441844442007e-17,1.7728877207868437e-17,6.9887804721753328e-17,2.1402932178998086e-15,2.2499684091863955e-24,4.110800765673683e-20,7.0822519600791947e-21,1.0192103490192606e-26,1.0192085280565214e-26,1.5894061613244729e-32,1.1331188830575674e-26,2.3155657797099153e-33,2.9142587851383536e-21,2.6175028746009417e-60,2.5219366339262446e-60,2.5219366341190056e-60,7.4653231275487892e-29,3.0852554114195363e-32,1.1654051480615315e-24,2.388999041697621e-29,1.1203901746455737e-33,1.748538393505216e-36,3.5785710696531949e-43,1.5654104876952677e-49,2.1852457519541665e-51,3.1837155091387225e-58,8.722477852501505e-62,3.0203792716410096e-59,1.7420594960935806e-52,2.7072944396179907e-61,1.1822063058971494e-26,2.9405038113699915e-30,7.2442577342033132e-36,2.0780129194143446e-37,3.7157502427692677e-37,1.0886424396256665e-38,2.5516488931678023e-43,1.4062785037498322e-43,1.6359019509616159e-46,2.8829865320427623e-53,1.4506039335824734e-47,2.5572020660622236e-53,5.0563565494119555e-55,1.9438214764137705e-53,2.575426703131665e-55,2.5754263543298656e-55,7.6213367842443265e-63,1.4353141553527689e-45,1.262276641146327e-49,1.7443072902819086e-55,7.8823612258500446e-61,1.5371634436007384e-61,7.442939474916838e-68,8.3598758089593556e-69,6.5323473192386205e-77,4.8314054587163107e-51,1.0316612876796569e-54,2.7258843147045547e-62,2.0407697640421295e-78,7.8532244376335644e-85,4.1511390377731136e-85
2.5565513122697897e-15,0.675786848338178,8.8944360823600044e-19,2.2411256119966699e-28,2.2411028688982333e-28,2.4716765969534267e-44,3.5880948600214521e-36,0.0,0.0,2.0788430040415126e-18,1.5535898106587764e-30,154.0,0.0,0.99999999990473454,1.0,19.0,1.4087986814640817e-11,3.6549605590321539e-12,3.8757705931703456e-11,3.8757726358464835e-11,3.4848770036879686e-15,1.4963189340280186e-16,2.3088584909992587e-17,1.0908679263195819e-16,3.3401783598505409e-15,3.6285965972189845e-24,6.4170315567710845e-20,1.1055513900526352e-20,1.9263782500051173e-26,1.9263741505365816e-26,3.577988241729485e-32,2.1412393821214352e-26,5.2148029372103957e-33,4.5492087233241268e-21,8.0825243197278816e-60,7.7874276245060503e-60,7.7874276252148098e-60,1.4110001484032016e-28,5.831346725115358e-32,1.8388628100880498e-24,4.4246115654785113e-29,2.1169821948956438e-33,3.9372543891741195e-36,9.4742278847873617e-43,4.8174842126467353e-49,6.725001352632046e-51,1.1280168073590946e-57,3.0904473882129849e-61,1.0619007382990934e-58,5.3611146184195247e-52,7.9097170309542833e-61,2.2339992171967908e-26,4.5901752578719303e-30,1.369214109048971e-35,3.9269010554855045e-37,6.9843670548599075e-37,2.4405704155056355e-38,4.9533873285561414e-43,2.7386319005582429e-43,4.3144738904377142e-46,8.81568546676684e-53,3.8257732126318861e-47,7.7897545806910805e-53,1.4717512975421013e-54,5.9576008917934277e-53,7.8987350085208921e-55,7.8987337765195924e-55,2.6919290102299873e-62,3.8004587316634238e-45,3.3422809413022081e-49,5.3686248246342129e-55,2.7930659741746215e-60,5.4468172688460405e-61,3.0114091217234273e-67,3.3834449482949602e-68,3.0003916648461352e-76,1.2636382427088997e-50,3.1902421514526217e-54,9.6280839873934422e-62,9.3735200558478493e-78,4.07334783324629e-84,2.1531328090696032e-84
3.0916468230692147e-15,0.675786848338178,1.0756075578075545e-18,3.2128270808262768e-28,3.2127897590019552e-28,4.2049336910008455e-44,5.9973766215555108e-36,0.0,0.0,2.5159925998317317e-18,2.2284455594572623e-30,154.0,0.0,0.99999999988479515,1.0,19.0,1.703665381693918e-11,4.4183924732826417e-12,4.6869801530723027e-11,4.6869834803602705e-11,4.9946104979726804e-15,2.1450832235911397e-16,2.8458480715761782e-17,1.5637137045940241e-16,4.7872248815611143e-15,5.3186882040741187e-24,9.1992936883360182e-20,1.5848897833041234e-20,3.2198724997812272e-26,3.219864624020535e-26,6.873585286029096e-32,3.5783295659009434e-26,1.0021754056893376e-32,6.5216302775796178e-21,2.491010425631855e-59,2.4000624853549259e-59,2.4000624855851546e-59,2.3584405253387756e-28,9.7468880021703606e-32,2.6551438344124763e-24,7.2584866947660252e-29,3.5374747390859469e-33,7.5655804197851304e-36,2.0691370895029383e-42,1.1840434328580778e-48,1.6528739540646983e-50,3.0939389946944103e-57,8.4765336008529524e-61,2.8932189281802717e-58,1.3176572869201484e-51,2.0781440137843403e-60,3.7333450473849905e-26,6.58035557899469e-30,2.288591212158619e-35,6.5626044304560537e-37,1.1614402945732347e-36,4.6708997547449013e-38,8.4333109433438282e-43,4.6731245807856574e-43,9.3904516172843558e-46,2.1545563695579609e-52,8.326791202982934e-47,1.8974621818091517e-52,3.449271700786053e-54,1.459001586185302e-52,1.9355343040761244e-54,1.9355339670668962e-54,7.3636685164598482e-62,8.3010120212321842e-45,7.3002384229822733e-49,1.3196316745950357e-54,7.6615233394511998e-60,1.4940836622003568e-60,9.1498937342896208e-67,1.0282991449831058e-67,1.0041471859096335e-75,2.9122112278199679e-50,8.1357284743600254e-54,2.6337254312211016e-61,3.137055153035369e-77,1.4933029618703641e-83,7.8934577653750757e-84
4.161837844668064e-15,0.675786848338178,1.4479355772431332e-18,5.5353751403480747e-28,5.5352968915253485e-28,9.3074835203012526e-44,1.2803745429160728e-35,0.0,0.0,3.3918307319441887e-18,3.8430178488618411e-30,154.0,0.0,0.99999999984491639,1.0,19.0,2.2933987819605279e-11,5.94407816377053e-12,6.3093967412191112e-11,6.3094033252770634e-11,8.6016463475972223e-15,3.6957437531693055e-16,3.9204009918119677e-17,2.6937439083383719e-16,8.2444898224641483e-15,9.4094253392228156e-24,1.5849397338464557e-19,2.7305933792123157e-20,6.8740692166029989e-26,6.8740488637204171e-26,1.776168308030471e-31,7.6369977246796455e-26,2.5911995010134512e-32,1.1236070262567105e-20,1.5729794579955356e-58,1.5155492525707782e-58,1.5155492527259499e-58,5.0350260919305536e-28,2.0808520723803884e-31,4.6133207425420628e-24,1.5039160641945353e-28,7.5487060591203451e-33,1.9557292710246655e-35,6.3699335309550157e-42,4.2832825999227426e-48,5.9792797579161405e-50,1.3009340558479527e-56,3.5642203414003798e-60,1.2040367515102331e-57,4.7666320643632969e-51,9.5418666321438882e-60,7.9678372461651603e-26,1.1337238174485718e-29,4.8858828772994561e-35,1.4006725959568295e-36,2.459090273592298e-36,1.1998211407290449e-37,1.8400208689316748e-42,1.0223783181483314e-42,2.8754572698016785e-45,7.7260677542163695e-52,2.5497513520552176e-46,6.7689581712953292e-52,1.1620666678884125e-53,5.2484632574085171e-52,6.9691849091096143e-54,6.9691834979457322e-54,3.0834001487044757e-61,2.5559686907247619e-44,2.2478074309100365e-48,4.7745006933711094e-54,3.2219402082193234e-59,6.2831065319002284e-60,4.4301863833616959e-66,4.9808426373895564e-67,5.5590690475595895e-75,1.0654608390452873e-49,3.3498647924969253e-53,1.1028238666786695e-60,1.7367082680527354e-76,9.3858144449400164e-83,4.9612531946817354e-83
5.232028866266914e-15,0.6757868483381781,1.8202637916592138e-18,8.4724781007240791e-28,8.4723371826387854e-28,1.7455459347888223e-43,2.3282257985886719e-35,0.0,0.0,4.2701633129275874e-18,5.8875637755189841e-30,154.0,0.0,0.99999999980503762,1.0,19.0,2.8831321819142061e-11,7.4678555125573132e-12,7.9318092258443032e-11,7.9318201823590861e-11,1.316042312005074e-14,5.6567017223014385e-16,4.9952916884051657e-17,4.1224994088751862e-16,1.2613977614081962e-14,1.4651966093498186e-23,2.425910266672823e-19,4.1794459720654241e-20,1.2499755328879066e-25,1.2499712252626672e-25,3.7589491162243606e-31,1.3883048975945958e-25,5.4867612310188225e-32,1.7197939941236585e-20,5.6467664495455005e-58,5.4406004059917212e-58,5.4406004066149748e-58,9.1556857598215217e-28,3.7838056865612061e-31,7.0991644960412534e-24,2.6595051997022927e-28,1.3720663688290481e-32,4.1403932606073555e-35,1.5450768343395442e-41,1.1741432101830199e-47,1.6390539579423121e-49,3.9841357188981047e-56,1.0915530420854855e-59,3.65691960129335e-57,1.3066402370315368e-50,2.9342334666608322e-59,1.448447132882206e-25,1.7352773510175321e-29,8.8844446902816126e-35,2.5463370438532018e-36,4.4368835706758575e-36,2.5255666286481885e-37,3.3952802040384318e-42,1.8900665814349529e-42,6.942221425845868e-45,2.1023838471021308e-51,6.1558655916994376e-46,1.8339730426866151e-51,3.0062258328858754e-53,1.4319902762031124e-51,1.9029620486036119e-53,1.9029616178772649e-53,9.4113922446876401e-61,6.2006798660051505e-44,5.4530692391962383e-48,1.3089642499883872e-53,9.8683326544563272e-59,1.9244136741556048e-59,1.500785801060096e-65,1.6878642282750327e-66,2.0670741390275046e-74,2.859183855169753e-49,1.009293833472528e-52,3.3661242413138679e-60,6.4577447622364325e-76,3.8025112451605958e-82,2.0099718791183617e-82
6.302219887865764e-15,0.6757868483381781,2.19259221428049e-18,1.2065825057829158e-27,1.2065593330623268e-27,2.9572954341026943e-43,3.8513445246348367e-35,0.0,0.0,5.1511595308814482e-18,8.3924734232581701e-30,154.0,0.0,0.99999999976515908,1.0,19.0,3.4728655815337265e-11,8.9895974603838564e-12,9.5542173286392489e-11,9.5542338505509336e-11,1.8734308657888222e-14,8.0557842828686534e-16,6.0701804061259739e-17,5.8701180671470506e-16,1.7956424947040249e-14,2.1124472081866082e-23,3.454775622200769e-19,5.9520082562609884e-20,2.0677037848062263e-25,2.0676956402969788e-25,7.1066258075788632e-31,2.2958536657219443e-25,1.0378834397602362e-31,2.4491847354049545e-20,1.7198260685101958e-57,1.6570344276491787e-57,1.6570344278557829e-57,1.514534906980232e-27,6.2591541028175942e-31,1.014824651096568e-23,4.2783173160361951e-28,2.2686835301990061e-32,7.8305237408060422e-35,3.2982535024150396e-41,2.7974080691142728e-47,3.9050629443204105e-49,1.0493650620002909e-55,2.8750077213747115e-59,9.5524184232069999e-57,3.1130839767101191e-50,7.7142892879008609e-59,2.3953114774219543e-25,2.4712327659702456e-29,1.469659473747512e-34,4.2110711073557106e-36,7.2818131759086582e-36,4.7489668908338521e-37,5.6784380046099554e-42,3.1655447563591041e-42,1.4750289637345671e-44,4.9721759371609843e-51,1.307949481677401e-45,4.3186447549988029e-51,6.7724426676353948e-53,3.3957309443049427e-51,4.5161219664405407e-53,4.5161208357635544e-53,2.4705348769476109e-60,1.3238613150490112e-43,1.1642391993529421e-47,3.1190211037255532e-53,2.5994644978128191e-58,5.0691628295401684e-59,4.3335100591556845e-65,4.8752504053878395e-66,6.5013744838701558e-74,6.6187490194536364e-49,2.6001091217285296e-52,8.8362349821901303e-60,2.0310940008988915e-75,1.2944687942870223e-81,6.8424417133796514e-82
