Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953)
4.574148270917868e-11,0.5585239724369895,2.2724967962596242e-12,3.1070327141574664e-17,2.7403481809548439e-17,3.034261670913564e-26,8.3385599065406638e-21,0.0,0.0,7.2785957025989007e-11,3.5788061257412135e-18,154.0,0.0,0.99998232947146026,1.0,18.999999566553882,1.6016596388960477e-06,4.0097983612016401e-08,6.1426932291602963e-06,6.5388604530973171e-06,1.2833754184041589e-06,4.1465157346992913e-07,2.9235631182565941e-12,1.8718777825497461e-08,1.6297042055835671e-06,6.8756615872651154e-15,4.927277891981857e-10,2.2153578699045314e-10,1.2739640724930366e-11,1.2731806393414547e-11,4.8158355343148638e-15,1.2760690606889869e-12,3.0184959812255589e-15,3.6022157549959851e-11,4.8289703989028396e-26,4.5784544029971272e-26,4.5784868367552392e-26,2.7827673422818069e-14,3.6827000427795364e-17,2.05840445947806e-16,2.5843221207939611e-19,5.0868260545487418e-20,3.6267999574512223e-18,1.7125566571038037e-20,1.1943830990347665e-22,6.1732274612685679e-24
4.7938951985053286e-11,0.5585239723177909,2.3839381220932693e-12,3.4309646930043188e-17,3.0120670832528368e-17,3.6573770645617853e-26,9.6039388557312005e-21,0.0,0.0,7.9837008387092801e-11,4.2124993268336313e-18,154.0,0.0,0.99998148059273184,1.0,18.999999529196767,1.6786020978806991e-06,4.0097953149413648e-08,6.4212721247639398e-06,6.8529599418410721e-06,1.3458608460041347e-06,4.5107557424150818e-07,3.0639992500566811e-12,1.9644692428189964e-08,1.7090519208817252e-06,7.4796372893225806e-15,5.4120262788888224e-10,2.4222636914627528e-10,1.46142304572101e-11,1.4605233093721996e-11,5.5272937445557546e-15,1.4026955994315942e-12,3.4700697431638383e-15,3.9567129508700531e-11,6.6651391500127462e-26,6.3194601003538858e-26,6.3195070458175934e-26,3.2377361691857064e-14,4.2306810635869633e-17,2.1602224108048358e-16,2.721930906007698e-19,5.5389542128175882e-20,4.1476319036268315e-18,2.055095629643428e-20,1.5018719513932472e-22,7.7720637586717337e-24
5.013642126092789e-11,0.5585239721948729,2.4955875628760393e-12,3.77239030039497e-17,3.2968423344703367e-17,4.3720335936414939e-26,1.0991783243165951e-20,0.0,0.0,8.7211251382100335e-11,4.9248521348419769e-18,154.0,0.0,0.9999806317133495,1.0,18.999999490673911,1.7555442849133087e-06,4.0097922695953809e-08,6.6986839124438393e-06,7.1670587313461678e-06,1.4083462132391322e-06,4.886649918181895e-07,3.2044350685545905e-12,2.0570604957451658e-08,1.7883995699491838e-06,8.1029377410225636e-15,5.9195133515740043e-10,2.6374460298258466e-10,1.6659492413717606e-11,1.6649225198059874e-11,6.3037793414034303e-15,1.5352507556532411e-12,3.963436315810199e-15,4.3278564042415938e-11,9.0653119101675457e-26,8.5952778458905078e-26,8.5953446643656418e-26,3.7421597536949903e-14,4.8296468058521248e-17,2.2620401341273305e-16,2.860461148351907e-19,6.0061170379675208e-20,4.7133474454091669e-18,2.4453708265413059e-20,1.8686268728902447e-22,9.6819087918553934e-24
5.2333890536802495e-11,0.5585239720683552,2.6074451380041276e-12,4.1314728645907035e-17,3.594704351315854e-17,5.1868263808716942e-26,1.2507847171257176e-20,0.0,0.0,9.4908400253453095e-11,5.7218924388957481e-18,154.0,0.0,0.99997978283331268,1.0,18.999999451022621,1.8324861999945578e-06,4.0097892231836099e-08,6.9749658937917191e-06,7.4811568215886612e-06,1.4708315201176628e-06,5.2738252899381556e-07,3.3448705737224054e-12,2.1496515415552575e-08,1.867747152805103e-06,8.7449444862315882e-15,6.4497390212361717e-10,2.8607969680807857e-10,1.8882075775920682e-11,1.8870427687347057e-11,7.1478360834666411e-15,1.6737264300989517e-12,4.5002524894587586e-15,4.7156479291769884e-11,1.2165321681138701e-25,1.1534723452053058e-25,1.1534817107374022e-25,4.2989349913365369e-14,5.4817187153265875e-17,2.3638576296951779e-16,2.9999129483782211e-19,6.4878940260804184e-20,5.3253680817450854e-18,2.8873587846737825e-20,2.3025541883651946e-22,1.1944922249246653e-23
5.45313598126771e-11,0.5585239719383529,2.7195108663242988e-12,4.5083712655948434e-17,3.9056839363275939e-17,6.1107439253876859e-26,1.4157898289103654e-20,0.0,0.0,1.0292817835237905e-10,6.6098543497470944e-18,154.0,0.0,0.99997893395262127,1.0,18.999999410278985,1.9094278431251252e-06,4.0097861763841565e-08,7.2501541769947592e-06,7.7952542125373586e-06,1.5333167666367672e-06,5.6719208182498967e-07,3.4853057655297766e-12,2.2422423811461626e-08,1.947094669454063e-06,9.4050588553028832e-15,7.0027031990723147e-10,3.0922107739015991e-10,2.1288543343651343e-11,2.1275399215508732e-11,8.0619746636365607e-15,1.8181145345723653e-12,5.0821534780462843e-15,5.1200893701121984e-11,1.6125474285258825e-25,1.528982500988288e-25,1.5289954444472233e-25,4.9109906164895446e-14,6.1890006392121518e-17,2.4656748984946585e-16,3.1402864091950972e-19,6.9838797957481649e-20,5.9850732582357142e-18,3.3851542092758035e-20,2.8121769841238881e-22,1.4606672797820931e-23
5.89262983644263e-11,0.558523971668337,2.9442668552381658e-12,5.3162296946873626e-17,4.5671209731824771e-17,8.3238805750197792e-26,1.7883101454436176e-20,0.0,0.0,1.1993455946576389e-10,8.6845070416046612e-18,154.0,0.0,0.99997723618927326,1.0,18.999999325653398,2.0633103135369361e-06,4.0097800818901754e-08,7.7973883394870713e-06,8.4234468964633765e-06,1.6582870785954023e-06,6.4994856022621252e-07,3.7661752089611465e-12,2.4274234415208412e-08,2.1057895041627445e-06,1.0777310991812902e-14,8.1768467240424298e-10,3.5788146303639531e-10,2.6678960674122407e-11,2.6662462649949855e-11,1.0110378721304917e-14,2.1245957360175942e-12,6.3876454496669323e-15,5.9789295214123115e-11,2.7408773750556724e-25,2.5989176269185384e-25,2.59894143092171e-25,6.3128053237469128e-14,7.7775228381736113e-17,2.6693087556240253e-16,3.4237987287847926e-19,8.0169288398589936e-20,7.4528536108405179e-18,4.56511461526347e-20,4.0957701910029912e-22,2.132627165181174e-23
6.288174306100059e-11,0.5585239714144875,3.14725930733679e-12,6.1057401829768268e-17,5.2075934355768297e-17,1.0787174790294879e-25,2.1752164983523357e-20,0.0,0.0,1.3634109548338857e-10,1.0929388621135525e-17,154.0,0.0,0.99997570820001891,1.0,18.999999246093651,2.2018036068430565e-06,4.0097746004498855e-08,8.2864977641352145e-06,8.9888179201978737e-06,1.7707601529073175e-06,7.2782499809717563e-07,4.0189566361114046e-12,2.5940856886615407e-08,2.2486146290286589e-06,1.2068643316192868e-14,9.311340703551164e-10,4.0433150608452211e-10,3.2223350205018745e-11,3.2203399293138062e-11,1.2218155722400775e-14,2.4205684131057179e-12,7.7327561558008348e-15,6.8088474474529961e-11,4.2727001660363968e-25,4.051510365217044e-25,4.0515500094147254e-25,7.7934607603123642e-14,9.4167619135153874e-17,2.8525784493736998e-16,3.6821129483860694e-19,8.9914926256524144e-20,8.949966798775815e-18,5.8613056000645236e-20,5.6085140375144941e-22,2.9267869448637028e-23
6.683718775757487e-11,0.5585239711509787,3.3509264447709019e-12,6.9552561423820544e-17,5.8910638894034687e-17,1.3761915362836033e-25,2.6145682876832117e-20,0.0,0.0,1.5378903424446588e-10,1.3575174342224011e-17,154.0,0.0,0.99997418020864015,1.0,18.999999163505599,2.3402960190395441e-06,4.0097691192429478e-08,8.7725745243421395e-06,9.554186677876069e-06,1.8832330316477342e-06,8.0872870912865006e-07,4.2717370475974463e-12,2.7607472652467943e-08,2.3914395395042125e-06,1.3410173385855252e-14,1.0519506068376164e-09,4.5323885660126693e-10,3.8461820316248525e-11,3.8437981283499285e-11,1.4590601525911553e-14,2.735572079685047e-12,9.2484312195753231e-15,7.6927410326842096e-11,6.478855389795142e-25,6.143621803332469e-25,6.1436857711462037e-25,9.5000233406558793e-14,1.126681211780875e-16,3.0358474057488655e-16,3.9434150003961215e-19,1.0006428691826667e-19,1.0621263001548813e-17,7.4070040552663889e-20,7.528717652385277e-22,3.9375717409867467e-23
7.079263245414916e-11,0.5585239708783597,3.5552683588119812e-12,7.8655610501958413e-17,6.6177263945805813e-17,1.731488974991891e-25,3.1097804768579343e-20,0.0,0.0,1.72277055380845e-10,1.6665606353197296e-17,154.0,0.0,0.99997265221513576,1.0,18.999999078061414,2.4787875501303637e-06,4.0097636342112911e-08,9.2557908082279705e-06,1.0119553169338541e-05,1.9957057148339683e-06,8.924875253902233e-07,4.5245164432768947e-12,2.9274081725403182e-08,2.5342642356595087e-06,1.4799046340516482e-14,1.1801342300540146e-09,5.0454900556841163e-10,4.5429740749287816e-11,4.5401556020698579e-11,1.72412467330069e-14,3.0695599632589124e-12,1.0943481850677948e-14,8.6306219611255523e-11,9.5865263229369758e-25,9.0907376189505532e-25,9.0908379812605949e-25,1.1450480013070063e-13,1.3339326555311141e-16,3.219115626139166e-16,4.2077055323115749e-19,1.1059857805839278e-19,1.2473453912155528e-17,9.2298894028160926e-20,9.9301460039148162e-22,5.2050804613051885e-23
7.474807715072344e-11,0.5585239705971494,3.7602851356757795e-12,8.8374018920648546e-17,7.3877793163541754e-17,2.1517102736650646e-25,3.6642836529795519e-20,0.0,0.0,1.9180391324684546e-10,2.0246552111866695e-17,154.0,0.0,0.99997112421950451,1.0,18.999998989923462,2.6172782001194795e-06,4.0097581503402601e-08,9.736309013632631e-06,1.0684917394432855e-05,2.1081782024443085e-06,9.7893906806932172e-07,4.7772948230162829e-12,3.0940684106822175e-08,2.6770887175149425e-06,1.6232569641433611e-14,1.3156848882042714e-09,5.5820930748259389e-10,5.3161701424635462e-11,5.3128691576612938e-11,2.0183323466163601e-14,3.4224854062182988e-12,1.2826524548315102e-14,9.6225021387959742e-11,1.3878819867886499e-24,1.3161399712422808e-24,1.3161553293456804e-24,1.3663015863264353e-13,1.5645785392101181e-16,3.4023831106986878e-16,4.4749852024309199e-19,1.2150023950621937e-19,1.4512917424518882e-17,1.1358610983520598e-19,1.2894016562687607e-21,6.7736774824189364e-23
7.870352184729773e-11,0.5585239703078364,3.9659768566724066e-12,9.8714912393956642e-17,8.201425368207036e-17,2.6443798162777368e-25,4.2815243698295635e-20,0.0,0.0,2.1236843266473838e-10,2.4365997458559745e-17,154.0,0.0,0.99996959622174542,1.0,18.999998899244897,2.755767969010857e-06,4.0097526688934526e-08,1.0214282305455882e-05,1.1250279353013975e-05,2.2206504944731009e-06,1.0679301901975141e-06,5.0300721866910265e-12,3.2607279786784309e-08,2.8199129851111611e-06,1.7708203830783734e-14,1.4586025294860158e-09,6.1416889219930107e-10,6.1691538950403516e-11,6.1653203187134048e-11,2.3429775521387181e-14,3.7943018655581436e-12,1.4905987736658176e-14,1.0668393674968462e-10,1.970395720103538e-24,1.8685929238419209e-24,1.8686159057980982e-24,1.6155989300850819e-13,1.8197498530058661e-16,3.5856498583343164e-16,4.7452546788595888e-19,1.3275287129092097e-19,1.6745719451095364e-17,1.3822734326004549e-19,1.6509176763270217e-21,8.6921313834883935e-23
8.265896654387201e-11,0.5585239700108817,4.1723435983498385e-12,1.0968509207072653e-16,9.0588716491271166e-17,3.2174480968473699e-25,4.9649654941062072e-20,0.0,0.0,2.3396950491530243e-10,2.9074040486645676e-17,154.0,0.0,0.9999680682218578,1.0,18.999998806170158,2.8942568568084584e-06,4.0097471851482418e-08,1.0689855140894421e-05,1.1815639044924665e-05,2.3331225909405299e-06,1.1593164514759018e-06,5.2828485341763958e-12,3.4273868763869132e-08,2.9627370385214749e-06,1.922355382330516e-14,1.6088871020946175e-09,6.7237858159200906e-10,7.1052361866011135e-11,7.1008178479876092e-11,2.699326803585941e-14,4.18496291259556e-12,1.7190118083262642e-14,1.1768308864859343e-10,2.7485303954903639e-24,2.6065947288740699e-24,2.6066284325508962e-24,1.8947909685305944e-13,2.100560823481249e-16,3.7689158688898099e-16,5.0185146410973821e-19,1.4434116596749821e-19,1.9177634447943575e-17,1.6652691047172672e-19,2.0872262943128782e-21,1.1013745403507507e-22
8.66144112404463e-11,0.5585239697067205,4.3793854326312833e-12,1.2129105300618202e-16,9.9603296758645856e-17,3.8792939529225201e-25,5.7180865544356103e-20,0.0,0.0,2.5660608395474872e-10,3.4422886107379832e-17,154.0,0.0,0.99996654021984077,1.0,18.999998710835477,3.0327448635162505e-06,4.00974170051754e-08,1.1163163765024922e-05,1.2380996469997901e-05,2.4455944918402994e-06,1.2529616227510313e-06,5.5356238653477425e-12,3.594045104302456e-08,3.1055608777854268e-06,2.0776360689598313e-14,1.7665385542231583e-09,7.3279081066274383e-10,8.1276574713892323e-11,8.1226001530640136e-11,3.088619670660668e-14,4.5944222326904377e-12,1.968698652375279e-14,1.2922260173612968e-10,3.773223641651452e-24,3.5784690012255381e-24,3.5785175335700699e-24,2.2057417098237415e-13,2.4081091719712548e-16,3.952181142909294e-16,5.2947657788049872e-19,1.5625084488172279e-19,2.1814164747900139e-17,1.9879732099357551e-19,2.6087842435997595e-21,1.3796480330728821e-22
9.056985593702059e-11,0.5585239693957625,4.5871024269465764e-12,1.3353900155853908e-16,1.0906015410493595e-16,4.6387268269543065e-25,6.544384092889339e-20,0.0,0.0,2.8027718285175292e-10,4.0466841274569846e-17,154.0,0.0,0.99996501221569323,1.0,18.999998613369339,3.1712319891381957e-06,4.0097362183250755e-08,1.163433667755335e-05,1.2946351628069849e-05,2.558066197157866e-06,1.3487372193210953e-06,5.7883981800862169e-12,3.760702662283921e-08,3.2483845029319497e-06,2.2364493917486037e-14,1.9315568340623639e-09,7.9535955298414153e-10,9.2395900968432233e-11,9.2338375777831198e-11,3.512069657138433e-14,5.022633624964819e-12,2.2404494000100482e-14,1.4130260221535374e-10,5.1051870910014092e-24,4.8418144115704122e-24,4.8418831438691965e-24,2.5503264158765217e-13,2.7434763685736949e-16,4.1354456802375929e-16,5.5740087894247853e-19,1.6846859825951401e-19,2.4660558736653411e-17,2.353588426474568e-19,3.2268539521052791e-21,1.7103070102790721e-22
9.452530063359487e-11,0.5585239690783949,4.7954946443580329e-12,1.4643487179465733e-16,1.1896149283873115e-16,5.504989053002094e-25,7.4473720185623225e-20,0.0,0.0,3.0498187042740145e-10,4.7262310785410415e-17,154.0,0.0,0.99996348420941483,1.0,18.999998513892923,3.3097182336782593e-06,4.0097307356146683e-08,1.2103495072984252e-05,1.3511704518976869e-05,2.6705377069057911e-06,1.4465220608189697e-06,6.0411714782773924e-12,3.9273595498751824e-08,3.3912079140242467e-06,2.398594411406685e-14,2.1039418898006023e-09,8.6004025013864399e-10,1.0444140490726425e-10,1.0437634587990655e-10,3.9708650384392746e-14,5.469551002022518e-12,2.5350376933841882e-14,1.5392321770460854e-10,6.8161656630634391e-24,6.4647003152068012e-24,6.4647961859813911e-24,2.9304299642909057e-13,3.1077278819072445e-16,4.3187094803730769e-16,5.8562443778633397e-19,1.8098202881186458e-19,2.7721827964491209e-17,2.7653909634311528e-19,3.9535146797255106e-21,2.1001130777774177e-22
9.848074533016916e-11,0.5585239687549826,5.0045621436810823e-12,1.5998434096515724e-16,1.2930956215454884e-16,6.4877581668953366e-25,8.430581962872429e-20,0.0,0.0,3.3071926808567439e-10,5.4867793599362426e-17,154.0,0.0,0.99996195620100448,1.0,18.999998412520522,3.4482035971404051e-06,4.0097252510447729e-08,1.2570753255830718e-05,1.4077055142547825e-05,2.7830090210896647e-06,1.5462018560516005e-06,6.2939437598068719e-12,4.0940157670962659e-08,3.5340311111165393e-06,2.5638816121589555e-14,2.2836936696239037e-09,9.2678974491496673e-10,1.1744351248556949e-10,1.1737031857645792e-10,4.4661696610057926e-14,5.935128389671288e-12,2.8532212449437104e-14,1.6708457711165835e-10,8.9902840763171992e-24,8.526945314414759e-24,8.5270771859298482e-24,3.3479453735590722e-13,3.5019134247379052e-16,4.5019725433377758e-16,6.1414732567042184e-19,1.9377959863181949e-19,3.1002763260651455e-17,3.2267267881420701e-19,4.8016723150855066e-21,2.5563263363266253e-22
9.999999999999999e-11,0.5585239684258695,5.0850428058363141e-12,1.6536347203615105e-16,1.3340340112951714e-16,6.8983229452020848e-25,8.830298037196031e-20,0.0,0.0,3.4087912397685373e-10,5.8017038760249467e-17,154.0,0.0,0.99996136930462931,1.0,18.999998373103196,3.5013944833556696e-06,4.0097231444414771e-08,1.2749741267714626e-05,1.4294201192317125e-05,2.8262083012668743e-06,1.5849687916465394e-06,6.3910313010492843e-12,4.1580269089567774e-08,3.5888883018544304e-06,2.6281642317716993e-14,2.3546930235599861e-09,9.5296872172779455e-10,1.2269810834779679e-10,1.2262162614338745e-10,4.6663583042827156e-14,6.1189032539574647e-12,2.9818621308796258e-14,1.7228351220990844e-10,9.9686599660741195e-24,9.4549967516132993e-24,9.4551452858767593e-24,3.5186552487460811e-13,3.6614926445118358e-16,4.5723622240639643e-16,6.251823183894884e-19,1.9876827820616865e-19,3.2322308494174249e-17,3.4178073104127567e-19,5.1626131749522376e-21,2.7508300692206051e-22
1.0243619002674344e-10,0.5585239684258695,5.2143049795999305e-12,1.7419284410545883e-16,1.4010665629824797e-16,7.5971492380823553e-25,9.4975636362954347e-20,0.0,0.0,3.5748854682290109e-10,6.3343879619314353e-17,154.0,0.0,0.99996042819046183,1.0,18.999998309359935,3.586688079528596e-06,4.009719767857451e-08,1.3036219032379216e-05,1.4642403498607593e-05,2.8954801396952964e-06,1.6476688112817631e-06,6.5467150245618566e-12,4.26067131411147e-08,3.6768540942377893e-06,2.7321322522045992e-14,2.4708121217159382e-09,9.9556621803751485e-10,1.3143203127025916e-10,1.3135008260977252e-10,4.999123705666985e-14,6.4193199266451093e-12,3.1957423362033823e-14,1.8078681051748883e-10,1.1725481129586306e-23,1.112147928398116e-23,1.1121658358736171e-23,3.8047724755632499e-13,3.9270671955769848e-16,4.6852348693124138e-16,6.4296961452106483e-19,2.068505791756267e-19,3.4507949912474648e-17,3.7410081153592712e-19,5.7850679387591174e-21,3.0867150953442816e-22
1.0639163472331773e-10,0.5585239680913803,5.4247232027785233e-12,1.8906558780667758e-16,1.5135511470274516e-16,8.843717221769479e-25,1.0651885186314886e-19,0.0,0.0,3.8528892440719676e-10,7.2753246893264305e-17,154.0,0.0,0.9999589001777861,1.0,18.999998204512821,3.7251716808467963e-06,4.0097142855338063e-08,1.3499994080187596e-05,1.5207749586982024e-05,3.0079510627247269e-06,1.7508212607739341e-06,6.7994852724335973e-12,4.427326190750463e-08,3.8196768634374329e-06,2.9031777510943863e-14,2.6652971942579767e-09,1.0663291282544206e-09,1.4643616947805313e-10,1.4634482775085799e-10,5.5708444166741516e-14,6.9220798643258262e-12,3.5633282940671107e-14,1.9503004906914053e-10,1.5135032556968698e-23,1.4355789639449328e-23,1.4356029943434547e-23,4.3028167232539663e-13,4.3842081163198897e-16,4.8684964581096269e-16,6.7209137681774636e-19,2.2018500416768355e-19,3.8241781957725901e-17,4.3117101444896755e-19,6.9182852378691092e-21,3.6995650529733832e-22
1.1034707941989201e-10,0.5585239677518211,5.6358168599670101e-12,2.0460756320125781e-16,1.630573220969187e-16,1.0238459329971804e-24,1.1897133556374816e-19,0.0,0.0,4.1411966271869286e-10,8.3160659195609304e-17,154.0,0.0,0.99995737216297709,1.0,18.999998098075071,3.8636544010989699e-06,4.0097088015495052e-08,1.3962174296520077e-05,1.5773093407495229e-05,3.1204217901886532e-06,1.8555633184007129e-06,7.0522545033150807e-12,4.5939803967977698e-08,3.9624994187757619e-06,3.0768591120301193e-14,2.8671488354288971e-09,1.1390391556059562e-09,1.6248455416259147e-10,1.6238316297503976e-10,6.1824267981381012e-14,7.4433625664666616e-12,3.956691945824058e-14,2.0981442488095637e-10,1.9349162983967152e-23,1.8353452365564676e-23,1.8353771305469599e-23,4.8439881217930137e-13,4.8743400660035954e-16,5.0517573094924642e-16,7.0151268556151189e-19,2.3377362526454076e-19,4.2208475639344009e-17,4.9423680308934351e-19,8.2167568574221589e-21,4.4036879784532622e-22
1.143025241164663e-10,0.5585239674074808,5.8475859941039376e-12,2.2082355820824773e-16,1.7521570859052501e-16,1.1792817420123734e-24,1.3236914845630265e-19,0.0,0.0,4.4398006524136653e-10,9.4632963949421417e-17,154.0,0.0,0.99995584414603389,1.0,18.999997990137121,4.0021362402890792e-06,4.0097033176572282e-08,1.4422850126923502e-05,1.6338434959966978e-05,3.232892322079311e-06,1.9618045491055923e-06,7.3050227170998729e-12,4.7606339322689875e-08,4.1053217602894935e-06,3.2530263770896256e-14,3.0763669934051835e-09,1.2136581476948924e-09,1.7960524859582206e-10,1.7949313383234448e-10,6.8349442796010629e-14,7.9831225089169156e-12,4.3765320539548039e-14,2.2514007094363147e-10,2.4516747358349455e-23,2.3255748176485898e-23,2.3256167178458593e-23,5.4302002719741061e-13,5.3984521107639445e-16,5.2350174234781474e-16,7.3123361426685902e-19,2.4760787031419804e-19,4.6412082071836302e-17,5.6365740772515446e-19,9.6967697730968023e-21,5.2084299325911095e-22
1.1825796881304058e-10,0.5585239670586314,6.0600306444144269e-12,2.3771816908234003e-16,1.8783274973780394e-16,1.3518680399938094e-24,1.4674854669304856e-19,0.0,0.0,4.7486947469743033e-10,1.0723909045274588e-16,154.0,0.0,0.99995431612695629,1.0,18.999997880784264,4.1406171984210894e-06,4.0096978351253206e-08,1.4882106875128338e-05,1.6903774244215141e-05,3.3453626583910286e-06,2.0694596590387587e-06,7.5577899136837934e-12,4.9272867971784034e-08,4.2481438880178656e-06,3.4315381134150799e-14,3.29295161636091e-09,1.2901490687833746e-09,1.9782576888822674e-10,1.9770223905720505e-10,7.5294493524507285e-14,8.5413142793460979e-12,4.8235337318648818e-14,2.4100712104047577e-10,3.0807102060584758e-23,2.922336401942441e-23,2.9223909257391192e-23,6.0633695152501225e-13,5.9575187300766446e-16,5.4182768000823255e-16,7.6125423689608941e-19,2.6167980405183777e-19,5.0856499167582254e-17,6.39797513128811e-19,1.137546976784918e-20,6.1236790612904351e-22
1.2221341350961487e-10,0.5585239667055298,6.2731508465045103e-12,2.5529581130706264e-16,2.0091096658212823e-16,1.5428386647314249e-24,1.6214598519491111e-19,0.0,0.0,5.0678727081601936e-10,1.2105004837611679e-16,154.0,0.0,0.99995278810574373,1.0,18.999997770096943,4.2790972754989623e-06,4.0096923517874657e-08,1.5340024995357572e-05,1.7469111260057382e-05,3.4578327991329539e-06,2.1784482032829186e-06,7.8105560929644165e-12,5.0939389913889746e-08,4.3909658020188094e-06,3.6122609285687358e-14,3.5169026524677165e-09,1.3684759515557118e-09,2.1717309988869682e-10,2.1703744645827118e-10,8.2669741787398135e-14,9.1178925769688844e-12,5.2983688415689185e-14,2.5741570967035389e-10,3.8411865847395181e-23,3.6438180084821934e-23,3.643888330678937e-23,6.7454141708518278e-13,6.5525000393594847e-16,5.6015354391542738e-16,7.9157462777897512e-19,2.7598209108539686e-19,5.5545482867120431e-17,7.2302701773203434e-19,1.3270865087330173e-20,7.159872994079297e-22
1.2616885820618915e-10,0.5585239663484184,6.4869466324518254e-12,2.7356072986899951e-16,2.1445292568374648e-16,1.7534726444205607e-24,1.7859812126253391e-19,0.0,0.0,5.3973286822862211e-10,1.3613892650230567e-16,154.0,0.0,0.99995126008239588,1.0,18.999997658151027,4.417576471526662e-06,4.0096868676712432e-08,1.57966803680326e-05,1.8034446007309468e-05,3.5703027443047728e-06,2.2886943101801314e-06,8.0633212548401847e-12,5.2605905147882226e-08,4.533787502338096e-06,3.7950690134161966e-14,3.7482200498948163e-09,1.4486038514004206e-09,2.3767371040135615e-10,2.375252081255997e-10,9.0485311738401518e-14,9.7128122122717956e-12,5.801696374260431e-14,2.7436597197681778e-10,4.7546970726636254e-23,4.5105142433755728e-23,4.5106041894929822e-23,7.4782538565839103e-13,7.1843420090074954e-16,5.7847933405704074e-16,8.2219486160162464e-19,2.9050796103697834e-19,6.0482657713567266e-17,8.1372081102204435e-19,1.5401829342191665e-20,8.3280058767544331e-22
1.3012430290276344e-10,0.5585239659875254,6.7014180308928674e-12,2.9251700894750372e-16,2.2846123913246076e-16,1.9850944423438685e-24,1.961418181890999e-19,0.0,0.0,5.7370571448419924e-10,1.5258089168240338e-16,154.0,0.0,0.99994973205691262,1.0,18.9999975450181,4.5560547865081516e-06,4.0096813846290101e-08,1.6252144559800456e-05,1.8599778485784689e-05,3.6827724938982892e-06,2.4001264213354425e-06,8.316085399211245e-12,5.4272413673622917e-08,4.6766089890113686e-06,3.9798437110048137e-14,3.9869037568089905e-09,1.5304988030743916e-09,2.5935356775422198e-10,2.5919147499009412e-10,9.875113564268224e-14,1.0326028106739861e-11,6.3341628146421162e-14,2.918580436829821e-10,5.8454702794291397e-23,5.5454221289375397e-23,5.5455362801346654e-23,8.2638088857284545e-13,7.8539766799293436e-16,5.9680505043154245e-16,8.5311501339716034e-19,3.0525117571733357e-19,6.5671526808606162e-17,9.1225856811411184e-19,1.7788103720487514e-20,9.6396350652831401e-22
1.3407974759933773e-10,0.5585239656230666,6.9165650671069488e-12,3.1216858105293792e-16,2.4293856454694503e-16,2.2390742027531848e-24,2.1481414887381979e-19,0.0,0.0,6.0870528817722715e-10,1.7045318798442314e-16,154.0,0.0,0.9999482040292933,1.0,18.999997430765621,4.6945322204473927e-06,4.0096759016789369e-08,1.6706485068768415e-05,1.9165108695295207e-05,3.7952420479175415e-06,2.5126770464113819e-06,8.5688485259785605e-12,5.5938915490682459e-08,4.8194302620896701e-06,4.1664731099678769e-14,4.2329537213745669e-09,1.6141277796177157e-09,2.8223815175320101e-10,2.8206171076866898e-10,1.074769592196527e-13,1.0957495292583387e-11,6.8964024898564533e-14,3.0989206103172354e-10,7.140585297520321e-23,6.7742454954654123e-23,6.7743893060310904e-23,9.1039997330620636e-13,8.5623223756524541e-16,6.1513069303420474e-16,8.8433515847265875e-19,3.2020599821494013e-19,7.1115481185875479e-17,1.0190245604815303e-18,2.0450298570272682e-20,1.110688750688078e-21
1.38035192295912e-10,0.5585239652552452,7.1323877630970123e-12,3.3251923564503659e-16,2.5788760506228089e-16,2.5168279978614798e-24,2.3465239943507255e-19,0.0,0.0,6.4473109718219471e-10,1.8983513601250954e-16,154.0,0.0,0.99994667599953768,1.0,18.99999731545725,4.8330087733483504e-06,4.0096704177327621e-08,1.7159765555793356e-05,1.9730436635652513e-05,3.9077114063670303e-06,2.6262825318660755e-06,8.8216106350437368e-12,5.7605410598032045e-08,4.9622513216244994e-06,4.3548516610499325e-14,4.486369891753418e-09,1.6994586533933685e-09,3.0635246805351092e-10,3.0616090532720774e-10,1.1667234676261457e-13,1.1607168912466332e-11,7.4890379038210981e-14,3.2846816073080391e-10,8.6701957528543376e-23,8.2256079242301615e-23,8.2257878526547143e-23,1.000074656351358e-12,9.3102839110634227e-16,6.3345626185372859e-16,9.1585537237703123e-19,3.3536716378535528e-19,7.6817808635966862e-17,1.1344074818702364e-18,2.3409894409407258e-20,1.2742465832954967e-21
