Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403)
1.4138031664138956e-12,1.0660370652731974,6.5722556778525283e-09,1.2153026981522927e-14,1.2152913654505905e-14,6.225147171228718e-24,1.1060013028856186e-19,0.0,0.0,1.1672002092321059e-10,7.8677952027628003e-19,154.0,0.0,0.99931526524976133,1.0,18.999999978536934,3.6729344870791449e-06,0.00014169166895712686,1.1967615710184644e-05,1.1990437354451602e-05,0.00014695959865387227,1.7655955521659317e-08,8.2365972790623354e-13,3.6895444168365527e-09,0.00036842883803709032,1.0106964742135988e-16,1.4364590609786104e-10,2.1355136828332645e-09,3.1555184475887906e-11,3.1553054508954553e-11,2.1299669333644976e-15
1.4439683062145241e-12,1.0660370652689934,6.7124308451917869e-09,1.2677092272750112e-14,1.2676971659614137e-14,6.6384211732134574e-24,1.1782995288053379e-19,0.0,0.0,1.19419360670796e-10,8.229982633765825e-19,154.0,0.0,0.99930070068592169,1.0,18.999999977701858,3.7512728763360636e-06,0.0001418197421985614,1.2222380286054119e-05,1.2246064288784216e-05,0.00015090788022640726,1.8385193199414519e-08,8.4121989903106299e-13,3.7926678633067805e-09,0.00037832738520603094,1.0524410154817819e-16,1.4983774491476882e-10,2.2268459372114709e-09,3.3609686717272679e-11,3.360741151839478e-11,2.2751988779115446e-15
1.4741334460151526e-12,1.0660370652647067,6.8526038681344879e-09,1.3212216969498748e-14,1.3212088762039757e-14,7.0698628867124438e-24,1.253681027351741e-19,0.0,0.0,1.2212750339966455e-10,8.6013022414753719e-19,154.0,0.0,0.99928613651035325,1.0,18.999999976853164,3.8296100991767767e-06,0.00014193554590813157,1.2477121992778676e-05,1.2501683609045291e-05,0.00015485955148518093,1.9127874380455119e-08,8.5877954710812563e-13,3.8959533431729895e-09,0.00038823443989610218,1.0949551197760267e-16,1.5616010261591044e-10,2.3200582051170623e-09,3.5751108672878159e-11,3.5748681797391015e-11,2.4268754871455487e-15
1.504298585815781e-12,1.0660370652603384,6.9927747472070035e-09,1.3758400902601653e-14,1.3758264786186162e-14,7.5198855456999325e-24,1.3322101216488256e-19,0.0,0.0,1.2484445318418501e-10,8.9818186156045289e-19,154.0,0.0,0.99927157270714984,1.0,18.999999975990946,3.9079461556314539e-06,0.00014204023705468785,1.2731840904470775e-05,1.2757295328675011e-05,0.00015881428705674918,1.9883925429524585e-08,8.7633867306035226e-13,3.9993877194136819e-09,0.00039814918641728454,1.1382345719026273e-16,1.6261297151000034e-10,2.4151485378810366e-09,3.7981220378927704e-11,3.7978635244188856e-11,2.5851347388404409e-15
1.5344637256164095e-12,1.066037065255889,7.1329434829330945e-09,1.4315643902933049e-14,1.4315499556498529e-14,7.9889037774331707e-24,1.4139511312330933e-19,0.0,0.0,1.2757021407479919e-10,9.3715965371237507e-19,154.0,0.0,0.99925700926190497,1.0,18.999999975115276,3.9862810457290802e-06,0.0001421348635090542,1.298653709483471e-05,1.3012899460060458e-05,0.00016277179224930688,2.0653273111210652e-08,8.9389727773890002e-13,4.1029589003481377e-09,0.00040807088599641438,1.182275179556626e-16,1.6919634391256644e-10,2.5121149892354874e-09,4.0301790037148958e-11,4.0299039922681264e-11,2.7501144677030733e-15
1.564628865417038e-12,1.0660370652513587,7.273110075834109e-09,1.4883945801408374e-14,1.4883792897463611e-14,8.4773336032060354e-24,1.4989683720538998e-19,0.0,0.0,1.3030479009815487e-10,9.7707009782885798e-19,154.0,0.0,0.99924244616157054,1.0,18.99999997422626,4.0646147694975646e-06,0.00014222037433191646,1.3241210637169549e-05,1.3268496014619515e-05,0.00016673180015942525,2.1435844587773818e-08,9.1145536192842767e-13,4.2066557564555594e-09,0.00041799886952396329,1.2270727731975689e-16,1.7591021214543511e-10,2.6109556153088211e-09,4.2714584017033423e-11,4.2711662064667872e-11,2.9219523655496858e-15
1.5947940052176665e-12,1.066037065246748,7.4132745264291731e-09,1.546330642898409e-14,1.5463144633609567e-14,8.9855924390967333e-24,1.5873261564737901e-19,0.0,0.0,1.3304818525723715e-10,1.017919710266699e-18,154.0,0.0,0.99922788339432811,1.0,18.999999973323966,4.1429473269638427e-06,0.00014229762909171101,1.3495861604371934e-05,1.3524085002878103e-05,0.00017069406905158177,2.2231567416987601e-08,9.290129263515309e-13,4.3104680438124315e-09,0.00042793253098469231,1.2726232059258477e-16,1.8275456853625725e-10,2.7116684746209423e-09,4.5221366858091422e-11,4.5218266072109955e-11,3.1007859814820685e-15
1.624959145018295e-12,1.0660370652420579,7.5534368352353465e-09,1.6053725616657527e-14,1.6053554589505795e-14,9.5140990967095506e-24,1.6790887932688477e-19,0.0,0.0,1.3580040353149965e-10,1.0597150265166284e-18,154.0,0.0,0.99921332094947379,1.0,18.999999972408471,4.221278718153965e-06,0.0001423674063034626,1.3750490068938838e-05,1.3779666434541253e-05,0.00017465837998490593,2.3040369549990601e-08,9.4656997167507408e-13,4.4143863336238345e-09,0.00043787132150805894,1.3189223533596886e-16,1.8972940541807245e-10,2.8142516280784052e-09,4.782390127210269e-11,4.7820614519380634e-11,3.2867527220633709e-15
1.6551242848189234e-12,1.0660370652372884,7.6935970027677776e-09,1.6655203195466701e-14,1.6655022589762745e-14,1.0063273783910778e-23,1.7743205876290388e-19,0.0,0.0,1.3856144887699394e-10,1.1024626012059622e-18,154.0,0.0,0.99919875881731213,1.0,18.999999971479866,4.2996089430931883e-06,0.00014243041107157408,1.400509610297026e-05,1.4035240318558482e-05,0.00017862453466379704,2.3862179329150293e-08,9.6412649851432733e-13,4.518401947363396e-09,0.00044781474397985715,1.3659661135129549e-16,1.9683471512890777e-10,2.9187031389695532e-09,5.0523948145362176e-11,5.0520468155510675e-11,3.4799898514935594e-15
1.685289424619552e-12,1.0660370652324396,7.8337550295398312e-09,1.7267738996490199e-14,1.726754845903182e-14,1.0633538105558769e-23,1.8730858411585578e-19,0.0,0.0,1.4133132522649854e-10,1.1461690081012146e-18,154.0,0.0,0.99918419698906213,1.0,18.99999997053823,4.3779380018060426e-06,0.00014248728201196573,1.4259679778171807e-05,1.4290806663184018e-05,0.00018259235349121108,2.4696925485938407e-08,9.8168250743568035e-13,4.6225068970742111e-09,0.00045776234816193576,1.4137504066735019e-16,2.040704900114088e-10,3.0250210729596336e-09,5.3323266540921425e-11,5.3319585906429636e-11,3.6806344917845233e-15
1.7154545644201804e-12,1.0660370652275128,7.973910916063226e-09,1.7891332850847017e-14,1.7891132022005194e-14,1.122531506422824e-23,1.9754488518761747e-19,0.0,0.0,1.4411003648964721e-10,1.1908408401106677e-18,154.0,0.0,0.99916963545676996,1.0,18.99999996958363,4.4562658943164009e-06,0.0001425385975216629,1.4514241165857311e-05,1.4546365476032185e-05,0.00018656167380546478,2.5544537138817873e-08,9.9923799896227541e-13,4.7266938304192948e-09,0.00046771372627198057,1.4622711752821325e-16,2.1143672241250006e-10,3.1332034980858956e-09,5.6223613700825322e-11,5.6219724877202386e-11,3.8888236229348222e-15
1.7456197042208088e-12,1.0660370652225086,8.1140646628481355e-09,1.8525984589696455e-14,1.8525773103415725e-14,1.1839029060928755e-23,2.0814739142155798e-19,0.0,0.0,1.4689758655305559e-10,1.2364847092869047e-18,154.0,0.0,0.9991550742132318,1.0,18.999999968616155,4.534592620647547e-06,0.00014258488145727646,1.4768780336951289e-05,1.4801916764128368e-05,0.00019053234828327601,2.6404943791141328e-08,1.0167929735774544e-12,4.8309559801040658e-09,0.00047766850898004317,1.5115243838124071e-16,2.189334046830725e-10,3.2432484847526839e-09,5.9226745048344106e-11,5.9222640354260999e-11,4.1046940831040731e-15
1.7757848440214373e-12,1.0660370652174265,8.2542162704032826e-09,1.9171694044238007e-14,1.9171471528036816e-14,1.2475105895817579e-23,2.1912253190257366e-19,0.0,0.0,1.4969397928044807e-10,1.283107246829301e-18,154.0,0.0,0.99914051325192266,1.0,18.99999996763588,4.612918180822224e-06,0.00014262660827798842,1.5023297361991413e-05,1.5057460533955945e-05,0.00019450424349340208,2.7278075329060993e-08,1.0343474317258064e-12,4.9352871173234845e-09,0.00048762636178260622,1.561506018650997e-16,2.2656052917769624e-10,3.3551541057265209e-09,6.2334414190200884e-11,6.2330085807632109e-11,4.3283825687870047e-15
1.8059499838220658e-12,1.066037065212268,8.3943657392360448e-09,1.98284610457112e-14,1.9828227120682308e-14,1.3133972768906774e-23,2.304767353571225e-19,0.0,0.0,1.5249921851278285e-10,1.3307151030864807e-18,154.0,0.0,0.99912595256693271,1.0,18.999999966642868,4.6912425748626858e-06,0.00014266420770350609,1.5277792311130949e-05,1.5312996791499478e-05,0.00019847723858668352,2.8163862019449957e-08,1.0519013738183319e-12,5.0396815089137646e-09,0.00049758698171860848,1.6122120879785527e-16,2.3431808825435598e-10,3.4689184361311821e-09,6.5548372918794484e-11,6.5543812893159463e-11,4.5600256349871266e-15
1.8361151236226943e-12,1.066037065207033,8.5345130698525294e-09,2.0496285425395551e-14,2.0496039706206374e-14,1.3816058280764703e-23,2.4221643015325944e-19,0.0,0.0,1.5531330806837713e-10,1.3793149475587247e-18,154.0,0.0,0.99911139215290845,1.0,18.999999965637215,4.7695658027907521e-06,0.0001426980689327694,1.5532265254141087e-05,1.5568525542284432e-05,0.00020245122410961628,2.906223450783477e-08,1.0694548002356796e-12,5.1441338779136979e-09,0.00050755009439515007,1.6636386216514925e-16,2.4220607427420766e-10,3.5845395534427654e-09,6.8870371214417537e-11,6.8865571454722133e-11,4.7997596953900607e-15
1.8662802634233227e-12,1.066037065201722,8.674658262757644e-09,2.1175167014610436e-14,2.1174909109503429e-14,1.4521792433211916e-23,2.5434804430067096e-19,0.0,0.0,1.5813625174303039e-10,1.4289134689003524e-18,154.0,0.0,0.99909683200500221,1.0,18.999999964618983,4.8478878646278359e-06,0.00014272854446487464,1.57867162604133e-05,1.5824046791413754e-05,0.00020642610092979423,2.9973123816339262e-08,1.0870077113274738e-12,5.2486393672640646e-09,0.00051751545129364543,1.7157816710843317e-16,2.5022447960135436e-10,3.7020155374847716e-09,7.2302157247470179e-11,7.2297109526447614e-11,5.0477210225365031e-15
1.8964454032239512e-12,1.066037065196336,8.8148013184551847e-09,2.1865105644715018e-14,2.1864835155508054e-14,1.5251606630011447e-23,2.6687800545070993e-19,0.0,0.0,1.6096805331014819e-10,1.4795173749220542e-18,154.0,0.0,0.99908227211882139,1.0,18.999999963588238,4.9262087603949926e-06,0.00014275595355972602,1.6041145398961623e-05,1.6079560543601522e-05,0.00021040177926266916,3.0896461341639581e-08,1.1045601074171322e-12,5.3531935063954359e-09,0.00052748282732997559,1.7686373091324215e-16,2.5837329660264073e-10,3.8213444704231685e-09,7.5845477380668784e-11,7.5840173334920786e-11,5.3040457479948196e-15
1.9266105430245797e-12,1.0660370651908744,8.9549422374478671e-09,2.2566101147108136e-14,2.2565817669194862e-14,1.6005933677553614e-23,2.7981274089643122e-19,0.0,0.0,1.6380871652086414e-10,1.5311333925931926e-18,154.0,0.0,0.99906771249038817,1.0,18.999999962545065,5.0045284901129484e-06,0.00014278058537236575,1.6295552738424918e-05,1.6335066803203945e-05,0.00021437817779008386,3.1832178852930256e-08,1.1221119888054284e-12,5.45779218047461e-09,0.00053745201864470785,1.8222016299756716e-16,2.6665251764746294e-10,3.9425244367614697e-09,7.950207617125042e-11,7.9496507301387874e-11,5.5688698625332881e-15
1.9869408226258366e-12,1.0660370651797284,9.2352176673245505e-09,2.4001262094553315e-14,2.4000951399713386e-14,1.7589864567620105e-23,3.0692224205585531e-19,0.0,0.0,1.6951664276699297e-10,1.6374287665680092e-18,154.0,0.0,0.99903859399270101,1.0,18.999999960421693,5.1611644514826967e-06,0.00014282253934817565,1.6804302292789264e-05,1.6846056860451302e-05,0.00022233284795968573,3.374048276075493e-08,1.1572142085596958e-12,5.6671082908338761e-09,0.0005573951264432501,1.9314408026977206e-16,2.8360214135706006e-10,4.1904298193100718e-09,8.7162078939295196e-11,8.7155954379776213e-11,6.1245595189533933e-15
2.0412380742669677e-12,1.066037065169445,9.4874582517063451e-09,2.533071975988383e-14,2.5330383121616046e-14,1.9103606973776439e-23,3.3276959245978235e-19,0.0,0.0,1.7468412038926935e-10,1.7366239022844251e-18,154.0,0.0,0.99901238819354432,1.0,18.999999958468855,5.3021328290294429e-06,0.0001428531787055052,1.7262103019828096e-05,1.730592232466515e-05,0.00022949384511697211,3.5499618894256309e-08,1.188804448621236e-12,5.8556101507831831e-09,0.00057534845442135953,2.0321410026469518e-16,2.9930270802074934e-10,4.4198560292567492e-09,9.4460958948553858e-11,9.4454303839050839e-11,6.6551095030453292e-15
2.095535325908099e-12,1.066037065158925,9.7396919209394908e-09,2.6695999071149883e-14,2.669563507863723e-14,2.0703566200481613e-23,3.6002835247075094e-19,0.0,0.0,1.7988036706926949e-10,1.8392037734660334e-18,154.0,0.0,0.99898618318278154,1.0,18.999999956476831,5.4430974288871036e-06,0.00014287821392751577,1.7719834168387875e-05,1.7765763567076619e-05,0.0002366562211513398,3.7297821870357713e-08,1.2203930247710494e-12,6.0442058049480907e-09,0.00059330527089687766,2.1350775540135337e-16,3.1542566521394048e-10,4.6552499039371535e-09,1.0215391087344407e-10,1.0214669556742508e-10,7.2153060189680335e-15
2.14983257754923e-12,1.0660370651481716,9.9919186779236545e-09,2.8097099046494821e-14,2.8096706251467669e-14,2.23923171796281e-23,3.8873599311096034e-19,0.0,0.0,1.8510540389415439e-10,1.9452083048342116e-18,154.0,0.0,0.99895997894780686,1.0,18.999999954446011,5.5840582511681588e-06,0.0001428985606479977,1.8177496125491752e-05,1.8225580603422354e-05,0.00024381971856444356,3.9134706972616459e-08,1.2519799380840089e-12,6.2328808693126618e-09,0.00061126493033748178,2.2402284340004579e-16,3.3197096850720309e-10,4.8966003560508079e-09,1.1025104397736101e-10,1.1024323804026468e-10,7.8059370963465245e-15
2.204129829190361e-12,1.0660370651371873,1.0244138525550607e-08,2.9534018704473056e-14,2.9533595621213061e-14,2.4172449620078172e-23,4.1892998164412187e-19,0.0,0.0,1.9035925172679704e-10,2.054677622400754e-18,154.0,0.0,0.99893377547807494,1.0,18.99999995237679,5.725015295983453e-06,0.00014291498461202107,1.8635089274394911e-05,1.8685373447430923e-05,0.00025098412201114418,4.100989323667523e-08,1.2835651895069423e-12,6.4216229572401747e-09,0.00062922689288617123,2.3475718345953748e-16,3.4893857348719683e-10,5.143896322445395e-09,1.1876244874475028e-10,1.1875402095544998e-10,8.4277893003592872e-15
2.258427080831492e-12,1.066037065125974,1.0496351466704726e-08,3.100675706404902e-14,3.1006302169393025e-14,2.604656801969747e-23,4.5064778157611874e-19,0.0,0.0,1.9564193120797551e-10,2.1676520535050413e-18,154.0,0.0,0.99890757276476128,1.0,18.999999950269572,5.8659685634424661e-06,0.00014292812632456321,1.9092613994623014e-05,1.9145142111102878e-05,0.00025814925136757519,4.2923003413662427e-08,1.3151487798689733e-12,6.6104214011230495e-09,0.00064719070698336385,2.4570861604761434e-16,3.6632843575496017e-10,5.3971267640251899e-09,1.2769819692197846e-10,1.2768911527424353e-10,9.0816477349320333e-15
2.312724332472623e-12,1.066037065114534,1.074855750426341e-08,3.2515313144596104e-14,3.2514824877940051e-14,2.8017291677210327e-23,4.8392685265566379e-19,0.0,0.0,2.009534627585434e-10,2.2841721268499833e-18,154.0,0.0,0.99888137080047956,1.0,18.999999948124717,6.0069180536535429e-06,0.00014293852165430664,1.9550070662009908e-05,1.9604886604951708e-05,0.00026531495593673624,4.487366393395489e-08,1.3467307098832207e-12,6.7992670129139281e-09,0.00066515599484069925,2.5687500269370525e-16,3.8414051092443847e-10,5.6562806656599663e-09,1.3706834155804622e-10,1.3705857326200037e-10,9.7682960459191733e-15
2.3670215841137543e-12,1.0660370651028699,1.1000756641097409e-08,3.4059685965895765e-14,3.4059162729198561e-14,3.0087254703883015e-23,5.1880465087495695e-19,0.0,0.0,2.0629386658157827e-10,2.4042785725367857e-18,154.0,0.0,0.99885516957904597,1.0,18.999999945942623,6.1478637667240642e-06,0.00014294661905429583,2.0007459648734805e-05,2.0064606938211308e-05,0.0002724811096055276,4.6861504871291349e-08,1.3783109801866379e-12,6.988151877874304e-09,0.00068312244030004359,2.6825422578330964e-16,4.0237475462121571e-10,5.921347036094339e-09,1.4688291704514921e-10,1.4687242852872492e-10,1.048851642427335e-14
2.4213188357548854e-12,1.0660370650909845,1.1252948880071123e-08,3.5639874548136514e-14,3.5639314705923942e-14,3.2259106035032954e-23,5.5531862847034241e-19,0.0,0.0,2.1166316266450794e-10,2.5280123220985099e-18,154.0,0.0,0.9988289690952814,1.0,18.99999994372364,6.2888057027606182e-06,0.00014295279379519609,2.0464781323358845e-05,2.0524303119013236e-05,0.00027964760684193098,4.8886159907241683e-08,1.4098895913457724e-12,7.1770691783313844e-09,0.00070108977879868235,2.7984418835467016e-16,4.21031122481432e-10,6.1923149078576422e-09,1.5715193915908253e-10,1.5714069606947332e-10,1.1243089609202755e-14
2.4756160873960164e-12,1.0660370650788793,1.1505134224042846e-08,3.7255877911913098e-14,3.7255279791281713e-14,3.4535509441368369e-23,5.9350623392296351e-19,0.0,0.0,2.170613707812153e-10,2.6554145085324813e-18,154.0,0.0,0.99880276934484979,1.0,18.999999941468161,6.4297438618691238e-06,0.00014295735985369565,2.0922036050861244e-05,2.0983975154539195e-05,0.00028681435935163361,5.0947266296022575e-08,1.4414665438425002e-12,7.3660130420355523e-09,0.00071905778898769803,2.9164281389747126e-16,4.401095701508523e-10,6.4691733371742856e-09,1.6788540509949355e-10,1.6787337230460227e-10,1.2032794891316554e-14
2.5299133390371475e-12,1.066037065066557,1.1757312675864965e-08,3.8907695078225637e-14,3.8907056968846641e-14,3.6919143540160828e-23,6.3340491195941807e-19,0.0,0.0,2.2248851049412219e-10,2.7865264663315478e-18,154.0,0.0,0.99877657032412048,1.0,18.999999939176536,6.5706782441549341e-06,0.00014296057990024431,2.1379224192674797e-05,2.144362305115265e-05,0.00029398129326917659,5.3044464829656368e-08,1.4730418381151695e-12,7.5549784112606564e-09,0.00073702628569036232,3.0364804615320708e-16,4.5961005328406222e-10,6.7519114038746808e-09,1.7909329352998297e-10,1.7908043511986725e-10,1.2858410115758426e-14
2.5842105906782786e-12,1.0660370650540199,1.2009484238384144e-08,4.0595325068478763e-14,4.059464522260196e-14,3.9412701806253025e-23,6.7505210355241191e-19,0.0,0.0,2.2794460115625282e-10,2.9213897315142142e-18,154.0,0.0,0.99875037203005201,1.0,18.999999936849132,6.7116088497229372e-06,0.00014296267370396171,2.1836346106721092e-05,2.190324681451256e-05,0.00030114834679424257,5.5177399803468537e-08,1.50461547456504e-12,7.7439609296735912e-09,0.00075499511397646548,3.1585784891772525e-16,4.7953252754377402e-10,7.0405182113066882e-09,1.9078556461805583e-10,1.907718439063705e-10,1.372071168532838e-14
2.6385078423194097e-12,1.0660370650412703,1.2261648914441457e-08,4.2318766904480895e-14,4.2318043536938505e-14,4.2018892582903034e-23,7.1848524592141169e-19,0.0,0.0,2.3342966191327633e-10,3.0600460416536567e-18,154.0,0.0,0.9987241744600962,1.0,18.999999934486294,6.8525356786776247e-06,0.00014296382516330722,2.2293402147445181e-05,2.2362846449671294e-05,0.0003083154682144199,5.734571898192162e-08,1.5361874535250642e-12,7.9329568448918711e-09,0.00077296414420551559,3.2827020584582472e-16,4.9987694860022842e-10,7.3349828862476222e-09,2.0297216007492241e-10,2.0295753960035885e-10,1.4620474563592764e-14
2.692805093960541e-12,1.06603706502831,1.2513806706872524e-08,4.4078019608443402e-14,4.407725089665398e-14,4.4740439092467133e-23,7.6374177253329711e-19,0.0,0.0,2.3894371170552905e-10,3.202537335905648e-18,154.0,0.0,0.99869797761211743,1.0,18.999999932088382,6.9934587311231598e-06,0.00014296418816488754,2.2750392665849916e-05,2.2822421961158851e-05,0.00031548261425753108,5.9549073564782888e-08,1.5677577753046328e-12,8.1219629247265854e-09,0.00079093326789613243,3.408831202573465e-16,5.2064327213068053e-10,7.6352945788168242e-09,2.1566300319515128e-10,2.1564744472287334e-10,1.5558472277982693e-14
2.747102345601672e-12,1.0660370650151416,1.2765957618507612e-08,4.587308220297981e-14,4.5872266286952193e-14,4.7580079446922832e-23,8.1085911310301216e-19,0.0,0.0,2.4448676927001723e-10,3.3489057550353868e-18,154.0,0.0,0.99867178148432534,1.0,18.99999992965575,7.1343780071634318e-06,0.00014296389147082513,2.3207318009529812e-05,2.3281973353055168e-05,0.00032264974871715652,6.1787118153622224e-08,1.5993264402026715e-12,8.3109763851565498e-09,0.000808902394280329,3.5369461494540968e-16,5.4183145381895767e-10,7.9414424623887942e-09,2.288679988961734e-10,2.2885146341925046e-10,1.6535476922880824e-14
2.801399597242803e-12,1.066037065001767,1.3018101652171731e-08,4.7703953711105141e-14,4.7703088693442253e-14,5.0540566658234292e-23,8.59874693594215e-19,0.0,0.0,2.500588531423997e-10,3.4991936414432564e-18,154.0,0.0,0.99864558607521869,1.0,18.999999927188732,7.2752935069020939e-06,0.00014296304281262285,2.3664178522704553e-05,2.3741500629052562e-05,0.00032981684130131873,6.4059510718636982e-08,1.6308934484563278e-12,8.4999948282607828e-09,0.00082687144741723517,3.6670273198677846e-16,5.6344144935507893e-10,8.2534157335068893e-09,2.4259703375763991e-10,2.4257948149847724e-10,1.7552259162696641e-14
2.855696848883934e-12,1.0660370649881885,1.3270238810684694e-08,4.9570633156235092e-14,4.956971710213789e-14,5.362466864856213e-23,9.1082593621992638e-19,0.0,0.0,2.5565998165895093e-10,3.6534435391895356e-18,154.0,0.0,0.99861939138353806,1.0,18.999999924687671,7.4162052304426085e-06,0.00014296173232675917,2.4120974546252165e-05,2.4201003792509429e-05,0.00033698386666628855,6.6365912565799756e-08,1.6624588002893336e-12,8.6890161886803091e-09,0.00084484036377091489,3.7990553255351145e-16,5.8547321443492697e-10,8.571203611797579e-09,2.5685997606063417e-10,2.5684136647239917e-10,1.8609588234930307e-14
2.909994100525065e-12,1.066037064974408,1.3522369096861214e-08,5.1473119562185354e-14,5.1472150499456691e-14,5.6835168260319336e-23,9.6375025944317988e-19,0.0,0.0,2.61290172958505e-10,3.8116981940180652e-18,154.0,0.0,0.99859319740822605,1.0,18.999999922152913,7.5571131778882715e-06,0.00014296003543307808,2.4577706417741759e-05,2.4660482846496653e-05,0.000344150803607096,6.8705988304327254e-08,1.6940224959392889e-12,8.878038687470716e-09,0.00086280909018102993,3.9330109672668754e-16,6.0792670475996469e-10,8.8947953398853046e-09,2.7166667582673877e-10,2.7164696759478546e-10,1.9708231953225163e-14
2.9642913521661962e-12,1.0660370649604276,1.377449251351093e-08,5.3411411953170851e-14,5.3410387872219398e-14,6.0174863266075274e-23,1.0186850779776675e-18,0.0,0.0,2.6694944498438025e-10,3.9740005533788805e-18,154.0,0.0,0.99856700414839517,1.0,18.999999919584781,7.6980173493422436e-06,0.000142958015239976,2.5034374471465997e-05,2.5119937793837473e-05,0.00035131763438111955,7.1079405814465547e-08,1.7255845355821214e-12,9.067060792374062e-09,0.00088077758216712257,4.0688752331240352e-16,6.3080187603699064e-10,9.2241801833078773e-09,2.8702696485695852e-10,2.87006115900248e-10,2.0848956710408918e-14
3.0185886038073273e-12,1.0660370649462498,1.402660906343847e-08,5.5385509353805042e-14,5.5384428207649178e-14,6.364656637830928e-23,1.0756678027883875e-18,0.0,0.0,2.7263781548628551e-10,4.1403937664498425e-18,154.0,0.0,0.99854081160329855,1.0,18.999999916983608,7.8389177449075759e-06,0.0001429557245530243,2.5490979038473144e-05,2.5579368637141836e-05,0.00035848434414320092,7.3485836215590374e-08,1.75714491938187e-12,9.2560811836279513e-09,0.00089874580251248545,4.2066292965882661e-16,6.5409868397793127e-10,9.5593474304324409e-09,3.029506567705011e-10,3.0292862424301945e-10,2.2032527481523667e-14
3.0728858554484584e-12,1.0660370649318764,1.4278718749443497e-08,5.7395410789099286e-14,5.7394270493370886e-14,6.7253105259015863e-23,1.1347358410922906e-18,0.0,0.0,2.7835530202220732e-10,4.3109211841572653e-18,154.0,0.0,0.99851461977230882,1.0,18.999999914349722,7.9798143646872142e-06,0.00014295320755505748,2.594752044659885e-05,2.6038775378835964e-05,0.00036565092047315437,7.592495383461804e-08,1.7887036475418403e-12,9.4450987245209317e-09,0.00091671372007965724,4.3462545147520244e-16,6.7781708429965852e-10,9.9002863923720312e-09,3.1944754704341476e-10,3.1942428733558781e-10,2.3259707826844705e-14
3.1814803587307206e-12,1.06603706490255,1.478291754086e-08,6.1522621865698003e-14,6.1521356868194142e-14,7.4882075777639116e-23,1.2592774683110722e-18,0.0,0.0,2.8987769248058234e-10,4.6645530460433293e-18,154.0,0.0,0.99846223825062574,1.0,18.999999908985096,8.2615962773008006e-06,0.00014294763589839537,2.6860415081672749e-05,2.6957516566320317e-05,0.00037998363312807403,8.0899963885137454e-08,1.8518161374830835e-12,9.8231214835442397e-09,0.00095264854732908522,4.6310447509439061e-16,7.2651848497683105e-10,1.0599436818382448e-08,3.5420001408624257e-10,3.5417416614181719e-10,2.5847944425381078e-14
3.2900748620129828e-12,1.0660370648724657,1.5287088910059664e-08,6.5793037390987679e-14,6.5791638905696189e-14,8.3084695463818905e-23,1.3926091424331465e-18,0.0,0.0,3.0151675305948239e-10,5.0352469821371733e-18,154.0,0.0,0.99840985958003281,1.0,18.999999903493453,8.5433630880051942e-06,0.0001429415293598312,2.7773060936305863e-05,2.7876161372908894e-05,0.00039431570796176187,8.6001893551511358e-08,1.9149220065406924e-12,1.0201122756816675e-08,0.0009885819025016911,4.923100403133248e-16,7.7690572389700701e-10,1.1321546402025826e-08,3.913623683898465e-10,3.9133374864303956e-10,2.8619746806891618e-14
3.398669365295245e-12,1.0660370648416377,1.5791232879264189e-08,7.020664957930984e-14,7.0205108521267152e-14,9.1884124742452635e-23,1.5350299863300835e-18,0.0,0.0,3.1327261750908727e-10,5.4233570646732824e-18,154.0,0.0,0.9983574837581527,1.0,18.999999897877299,8.8251147976217813e-06,0.00014293504895959301,2.8685460520693208e-05,2.8794709813593549e-05,0.00040864709973331703,9.1228249768635275e-08,1.9780212557434676e-12,1.0579097852259196e-08,0.0010245136721745451,5.2222787577227135e-16,8.2897844695979225e-10,1.2066530442674412e-08,4.310123245177503e-10,4.309807433449228e-10,3.1581172827370179e-14
3.507263868577507e-12,1.0660370648100834,1.629534947061847e-08,7.4763450651305196e-14,7.4761757636658417e-14,1.0130376410357794e-22,1.68683906296643e-18,0.0,0.0,3.2514541668697717e-10,5.8292405955113857e-18,154.0,0.0,0.998305110783271,1.0,18.999999892139069,9.1068514069713911e-06,0.00014292830751313107,2.9597616296566797e-05,2.9713161902151541e-05,0.00042297777675846652,9.6576587863299834e-08,2.0411138860372121e-12,1.0957043287826815e-08,0.0010604437769102938,5.5284398712717428e-16,8.8273630013337724e-10,1.2834304595813805e-08,4.7322731040443759e-10,4.7319257214644474e-10,3.4738257992605915e-14
3.6158583718597693e-12,1.0660370647778163,1.6799438706191192e-08,7.9463432833891759e-14,7.9461578179960935e-14,1.1136725437559191e-22,1.8483353754201962e-18,0.0,0.0,3.3713527861419863e-10,6.2532581065680103e-18,154.0,0.0,0.99825274065414404,1.0,18.999999886281174,9.3885729168744207e-06,0.0001429213835330326,3.0509530678136528e-05,3.0631517651450254e-05,0.00043730771699992916,1.0204451061561293e-07,2.1041998983049351e-12,1.1334956487772351e-08,0.0010963721614559599,5.8414465167684772e-16,9.3817892945266881e-10,1.3624784870506164e-08,5.1808446855836542e-10,5.1804637154281328e-10,3.8097015552166167e-14
