Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890)
2.9681510006837227e-10,0.8039525000433504,1.8906453187618179e-11,1.3594184928675399e-15,1.0555246279465022e-15,2.4958766147906404e-23,1.4337637519704405e-18,0.0,0.0,1.6210037451329452e-09,1.0442310983716418e-15,154.0,0.0,0.99990318997130001,1.0,18.999995850416042,1.1110333926747363e-05,4.5598575048690131e-08,2.7750140387827347e-05,3.1778704664209138e-05,9.6179811549201777e-06,4.0845288180396138e-06,9.6685383429185797e-12,6.3419935150122916e-08,1.2339805297958617e-05,6.6484058375714721e-14,1.1163303771092267e-08,5.2629073775734536e-09,2.1932147827815966e-09,2.1922733626884036e-09,5.7259729782088553e-13,6.425009691382313e-11,3.6882275573108645e-13,8.1901972773166765e-10,6.8373688905672805e-21,6.4912664772120541e-21,6.4916068893129442e-21,3.5045609890258828e-12,4.6368321517609368e-15,6.8590061248112389e-16,9.120193077925114e-19,6.0873069216270945e-19,3.2409007724341268e-16,1.0895270995579282e-17,3.1470888641280258e-19,2.8343987125557712e-20,2.6464099191386028e-22,1.3563366374140798e-25,1.1103703714080613e-26,4.0930048261492505e-22,2.2630471996031163e-26
3.094222295572993e-10,0.8039524990074488,1.9781614896812463e-11,1.4860120158778621e-15,1.151541496837434e-15,2.9550842333870068e-23,1.6287793928396705e-18,0.0,0.0,1.7609433010080448e-09,1.2231771391871169e-15,154.0,0.0,0.99989907801196409,1.0,18.999995624524725,1.1582125928048417e-05,4.5598412945544396e-08,2.8878777241848106e-05,3.3128310884676501e-05,1.0027308773582849e-05,4.3075740180383152e-06,1.0079150475778859e-11,6.6125101672517201e-08,1.2864975550569259e-05,7.0114575947061855e-14,1.2131675613896472e-08,5.6321280272793585e-09,2.4543237392351044e-09,2.4532700804588653e-09,6.4080983856034425e-13,6.9651590711060546e-11,4.1284888580757975e-13,8.9020397035161317e-10,8.9463260907570839e-21,8.4943084908356195e-21,8.4947737532594529e-21,3.9869494245164424e-12,5.1993557357728022e-15,7.1515758808067539e-16,9.6523373320511528e-19,6.4621731153200074e-19,3.5893303374700158e-16,1.2597052057406429e-17,3.7716862845930256e-19,3.419654980998866e-20,3.332730481315831e-22,1.7533746007805855e-25,1.3396528962832138e-26,4.9464371621406636e-22,2.8819551571775824e-26
3.2076864609733365e-10,0.8039524980732844,2.0574294255303335e-11,1.6050828622481835e-15,1.2419130964803966e-15,3.4207070879152512e-23,1.8191351713451959e-18,0.0,0.0,1.8918333160496116e-09,1.4029773932344084e-15,154.0,0.0,0.99989537724699451,1.0,18.99999542079896,1.2006730648809474e-05,4.5598267052638894e-08,2.9894098325791755e-05,3.434294443853575e-05,1.0395701932526429e-05,4.5087333225324797e-06,1.0448697723192097e-11,6.8559727350376584e-08,1.3337627007701506e-05,7.3388855738323422e-14,1.3037637922501658e-08,5.9706156571197744e-09,2.7045943397526742e-09,2.7034330915991345e-09,7.0619353050193041e-13,7.46864712739327e-11,4.550545576039253e-13,9.5681563746074973e-10,1.1284936770335745e-20,1.0715714394263031e-20,1.0716323881533036e-20,4.4571510698291624e-12,5.7395415679003322e-15,7.4148860447523474e-16,1.0141316454141071e-18,6.8053414563925999e-19,3.9201678577557648e-16,1.4279010469178626e-17,4.409125427645043e-19,4.0215390379220905e-20,4.0674519901113366e-22,2.1891465198683779e-25,1.5754507749892704e-26,5.8258183938601661e-22,3.5525078414022232e-26
3.32115062637368e-10,0.8039524971376532,2.1371742553565073e-11,1.7290441728857303e-15,1.3360808771339396e-15,3.9399777078762259e-23,2.02417431823827e-18,0.0,0.0,2.0274072717341417e-09,1.6018393229060951e-15,154.0,0.0,0.99989167648054178,1.0,18.999995216734103,1.2431327714558444e-05,4.5598121159504852e-08,3.0909053339590989e-05,3.5557566580091605e-05,1.0764093482978463e-05,4.7102270050012263e-06,1.0818241491218936e-11,7.0994330105972795e-08,1.3810276789042337e-05,7.6668578220765722e-14,1.3976215333799915e-08,6.3147012476468851e-09,2.9695901159202733e-09,2.9683149392261557e-09,7.7542660278109715e-13,7.9884504304372404e-11,4.9975000949446749e-13,1.025840207292863e-09,1.4113767763839391e-20,1.3403053679939227e-20,1.3403844295354983e-20,4.9628109806696515e-12,6.3124793688232693e-15,7.6781937296042334e-16,1.0639820084247346e-18,7.1540960998382639e-19,4.2675678598389276e-16,1.6110721458813945e-17,5.1237352700305747e-19,4.7011895096926081e-20,4.9281057161440166e-22,2.7114312319871394e-25,1.8417160818645134e-26,6.8206430949378799e-22,4.3469067499098456e-26
3.4346147917740233e-10,0.8039524962007852,2.217395975798731e-11,1.8579188174128662e-15,1.4340920857524382e-15,4.5169868612783263e-23,2.2445050757102145e-18,0.0,0.0,2.1676649578802576e-09,1.8210598788033123e-15,154.0,0.0,0.99988797571260757,1.0,18.999995012380971,1.2855917125404373e-05,4.5597975266159031e-08,3.1923693085932429e-05,3.6772177307736635e-05,1.1132483424939476e-05,4.9120042682713211e-06,1.1187781779379078e-11,7.3428909936152529e-08,1.4282924895793938e-05,7.9952916565639618e-14,1.4947407302152583e-08,6.664141171057879e-09,3.2495472882281596e-09,3.2481517419286569e-09,8.4857086282251873e-13,8.5244493336896262e-11,5.4697533512927208e-13,1.0972786875916003e-09,1.7511732359438355e-20,1.6631399070336037e-20,1.6632415294508573e-20,5.5051833267779614e-12,6.9187431687616559e-15,7.9414989350217276e-16,1.1147852196274838e-18,7.5085477955178947e-19,4.6317466248242027e-16,1.8099315387823981e-17,5.9213250402700139e-19,5.4652379797353239e-20,5.9304906127328546e-22,3.333351526246921e-25,2.1410470449245425e-26,7.9410506019617892e-22,5.2825148893643867e-26
3.5480789571743667e-10,0.8039524952628839,2.2980945752352404e-11,1.991729327336951e-15,1.5359949058115955e-15,5.1559921537039116e-23,2.4807433079611193e-18,0.0,0.0,2.3126061832547571e-09,2.061978559480141e-15,154.0,0.0,0.99988427494319387,1.0,18.999994807782741,1.3280498881456282e-05,4.5597829372733187e-08,3.293806075871604e-05,3.7986776619862968e-05,1.1500871758409932e-05,5.1140219229721433e-06,1.1557318587191956e-11,7.5863466837719574e-08,1.4755571329149352e-05,8.3241167776869669e-14,1.5951213281881166e-08,7.0187030352299601e-09,3.5446918094293199e-09,3.5431693549877648e-09,9.2568543136705682e-13,9.0765250675526959e-11,5.9676888511396072e-13,1.1711320852714457e-09,2.1566797984681933e-20,2.0484450534946037e-20,2.0485745621775793e-20,6.0855196929344295e-12,7.5588827463325058e-15,8.204801660658947e-16,1.1665416760860356e-18,7.8688173658337899e-19,5.0129254694114731e-16,2.0252003904942099e-17,6.8078809961880077e-19,6.3206076949983313e-20,7.091703369835397e-22,4.0694409891783055e-25,2.476156168805586e-26,9.19766087544428e-22,6.3784130446918559e-26
3.66154312257471e-10,0.8039524943241165,2.3792700341575339e-11,2.1304979464930772e-15,1.6418384549573247e-15,5.8614197152502623e-23,2.7335126505186029e-18,0.0,0.0,2.4622307726911188e-09,2.3259774122671413e-15,154.0,0.0,0.99988057417230181,1.0,18.99999460297613,1.3705072982823215e-05,4.559768347910138e-08,3.3952193087179108e-05,3.9201364514862311e-05,1.1869258483390405e-05,5.3162432435572133e-06,1.1926851914176068e-11,7.8298000807513226e-08,1.5228216090292756e-05,8.6532734070446994e-14,1.6987632727267331e-08,7.3781650687825019e-09,3.8552398365831825e-09,3.8535838422170111e-09,1.006826866004541e-12,9.6445597329507796e-11,6.4916734718908926e-13,1.2474014064750231e-09,2.6376616691700863e-20,2.5055138197635466e-20,2.5056775504681343e-20,6.7050693454617057e-12,8.233424688801607e-15,8.4681019061737577e-16,1.2192517745601113e-18,8.2350341772518693e-19,5.4113312122998513e-16,2.2576082642832451e-17,7.7895637237791001e-19,7.274515612552314e-20,8.4301917445492317e-22,4.935736306757595e-25,2.8498710366046386e-26,1.0601580368011339e-21,7.6555043071030156e-26
3.7750072879750535e-10,0.8039524933846294,2.4609223255252153e-11,2.2742466738615156e-15,1.7516727828656988e-15,6.6378658867151017e-23,3.0034446592064704e-18,0.0,0.0,2.6165385646425362e-09,2.6144810335712901e-15,154.0,0.0,0.99987687339993347,1.0,18.999994397992385,1.4129639429614197e-05,4.5597537585231485e-08,3.4966121307897636e-05,4.0415940991126157e-05,1.2237643599881446e-05,5.5186369964264946e-06,1.2296381759848833e-11,8.0732511842376647e-08,1.5700859180399351e-05,8.9827107055122411e-14,1.8056665092552885e-08,7.7423155533199337e-09,4.1813981773035693e-09,4.1796019220177063e-09,1.0920492779535885e-12,1.0228436294949521e-10,7.0420582202169087e-13,1.3260876566307464e-09,3.2049170294181643e-20,3.0446239515436049e-20,3.0448293978013957e-20,7.3650794739813837e-12,8.9428734054161497e-15,8.7313996712252535e-16,1.272915911526767e-18,8.6073348439599213e-19,5.827196563889186e-16,2.5078934085384183e-17,8.8727057227016106e-19,8.3344745671331879e-20,9.9658080846762685e-22,5.9498719524708415e-25,3.2651351591039669e-26,1.2164408069613299e-21,9.1366214896839672e-26
3.888471453375397e-10,0.8039524924445445,2.5430514151032662e-11,2.4229972999335975e-15,1.8655488692907915e-15,7.4900989049988462e-23,3.2911789588009693e-18,0.0,0.0,2.7755294091026061e-09,2.9289565685121472e-15,154.0,0.0,0.99987317262609088,1.0,18.999994192858068,1.4554198221938272e-05,4.5597391691291782e-08,3.5979871991129127e-05,4.1630506047045881e-05,1.2606027107883496e-05,5.721176613688953e-06,1.2665908123727621e-11,8.3166999939105153e-08,1.6173500600635373e-05,9.3123854283679215e-14,1.9158309831939734e-08,8.1109522972474658e-09,4.5233647125348872e-09,4.5214213899726882e-09,1.181404442697081e-12,1.0828038576421552e-10,7.6191789500490977e-13,1.4071918405101851e-09,3.8703428989493217e-20,3.6771009623023562e-20,3.677356938136126e-20,8.0667954111710201e-12,9.6877120968207101e-15,8.9946949554667143e-16,1.3275344832042463e-18,8.9858621279471137e-19,6.2607604511772036e-16,2.7768030573189048e-17,1.0063809267659967e-18,9.5082955621979351e-20,1.1719863065400316e-21,7.1311771932974976e-25,3.7250088723874889e-26,1.3898241735014407e-21,1.0846637385425662e-25
4.0019356187757403e-10,0.8039524915039667,2.6256572617823681e-11,2.5767714373083253e-15,1.983518622288873e-15,8.4230605876609296e-23,3.5973633913926296e-18,0.0,0.0,2.9392031658548522e-09,3.2709137101003942e-15,154.0,0.0,0.99986947185077535,1.0,18.999993987595776,1.497874935990446e-05,4.5597245797184896e-08,3.6993467736872152e-05,4.2845059681012791e-05,1.2974409007397132e-05,5.9238394971916246e-06,1.3035431005329093e-11,8.5601465094509547e-08,1.6646140352158433e-05,9.6422607924571144e-14,2.0292566399589903e-08,8.4838821483053829e-09,4.8813287968038491e-09,4.8792315189253369e-09,1.2749419047214356e-12,1.1443251251759301e-10,8.2233570422738422e-13,1.4907149622838602e-09,4.6470023210621011e-20,4.4153824616778718e-20,4.4156992805933699e-20,8.8114608306525458e-12,1.0468403681269334e-14,9.2579877585527353e-16,1.3831078855743378e-18,9.3707640141950252e-19,6.7122682847888531e-16,3.0650937426826267e-17,1.1369544547482937e-18,1.0804090191396095e-19,1.3715179665928143e-21,8.5007754639057873e-25,4.2326702865538912e-26,1.5815684305063279e-21,1.2812577954489356e-25
4.1153997841760837e-10,0.803952490562985,2.7087398178837357e-11,2.7355905466477733e-15,2.105634876598637e-15,9.4418680166010876e-23,3.9226541644882778e-18,0.0,0.0,3.1075597029868254e-09,3.641904697953639e-15,154.0,0.0,0.99986577107398877,1.0,18.999993782224717,1.5403292843621803e-05,4.5597099902808131e-08,3.8006927766076036e-05,4.4059601891418067e-05,1.3342789298422928e-05,6.1266064273855148e-06,1.3404950404168693e-11,8.8035907305425908e-08,1.7118778436117443e-05,9.9723055140006442e-14,2.1459434249625486e-08,8.8609205394974476e-09,5.2554716381154598e-09,5.2532134387116343e-09,1.3727090769276628e-12,1.2073959840633878e-10,8.8549000498190344e-13,1.5766580255750409e-09,5.5491927724284935e-20,5.2730836849561714e-20,5.2734733561882153e-20,9.6003179259913126e-12,1.1285391680355282e-14,9.5212780801417634e-16,1.4396365144018415e-18,9.7621929266786058e-19,7.1819721795932079e-16,3.3735316156510855e-17,1.279674807283811e-18,1.2230273193926923e-19,1.5976147410054131e-21,1.0081686071337882e-24,4.7914162868866329e-26,1.7929850528470513e-21,1.5063738425460514e-25
4.228863949576427e-10,0.8039524896216755,2.792299029449509e-11,2.899475958785922e-15,2.2319513921619227e-15,1.0551815220821144e-22,4.2677159988789084e-18,0.0,0.0,3.2805988956235426e-09,4.043524316686142e-15,154.0,0.0,0.99986207029573293,1.0,18.999993576761252,1.5827828673199317e-05,4.5596954008347337e-08,3.9020268424915605e-05,4.5274132676653044e-05,1.3711167980961326e-05,6.329461059115235e-06,1.3774466319762112e-11,9.0470326568650732e-08,1.7591414853652521e-05,1.0302492987887374e-13,2.2658912836128682e-08,9.2418910646766691e-09,5.6459666590070223e-09,5.6435404970583794e-09,1.4747513351107004e-12,1.2720050701799697e-10,9.5141023107128336e-13,1.6650220335104956e-09,6.5925157297864159e-20,6.2650641602071648e-20,6.2655406032164739e-20,1.043460757168006e-11,1.2139101066147292e-14,9.7845659198873131e-16,1.4971207652560786e-18,1.0160305061012002e-18,7.6701311369662996e-16,3.7028927735862961e-17,1.4352421345891974e-18,1.3795565147141973e-19,1.8528776897334455e-21,1.1898928232300629e-24,5.4046635887975573e-26,2.0254373790746e-21,1.7631802338859564e-25
4.3423281149767705e-10,0.8039524886801028,2.8763348365195962e-11,3.0684488935845711e-15,2.3625228527710844e-15,1.1758374858238928e-22,4.6332222762957928e-18,0.0,0.0,3.4583206248464375e-09,4.4774098939956684e-15,154.0,0.0,0.99985836951600937,1.0,18.999993371219276,1.6252356848746044e-05,4.5596808113763797e-08,4.0033503615517908e-05,4.648865203510899e-05,1.4079545055012873e-05,6.5323894909474048e-06,1.4143978751624607e-11,9.2904722880972665e-08,1.8064049605895365e-05,1.0632800586667122e-13,2.3891001613141742e-08,9.6266250808397363e-09,6.0529798400475133e-09,6.0503786029343491e-09,1.5811121078440581e-12,1.3381411026944342e-10,1.0201245531307028e-12,1.7558079887679702e-09,7.793947323030229e-20,7.4074954468930107e-20,7.4080747251244968e-20,1.1315569467692462e-11,1.3029939071553765e-14,1.0047851277441307e-15,1.5555610335300925e-18,1.0565259815308525e-18,8.177011194698871e-16,4.0539635923723049e-17,1.6043729783042753e-18,1.5508995297762451e-19,2.1400754651240006e-21,1.3979627444618676e-24,6.0759498470810078e-26,2.2803413154133519e-21,2.0550963555494439e-25
4.455792280377114e-10,0.8039524877383218,2.9608471733956354e-11,3.2425304759409428e-15,2.4974048648313134e-15,1.3067199896524068e-22,5.0198551868718495e-18,0.0,0.0,3.6407247767747934e-09,4.9452412985158217e-15,154.0,0.0,0.99985466873482021,1.0,18.999993165610604,1.6676877370371011e-05,4.5596662218889539e-08,4.1046645162266336e-05,4.7703159965177288e-05,1.4447920520578171e-05,6.7353798989135687e-06,1.4513487699270018e-11,9.5339096239214037e-08,1.8536682693969237e-05,1.0963209064393269e-13,2.5155700034666971e-08,1.0014961335060513e-08,6.4766700467191318e-09,6.4738865532908239e-09,1.6918329620150934e-12,1.4057928834583498e-10,1.0916599341260221e-12,1.8490168936201196e-09,9.1719100190999825e-20,8.7179298940162343e-20,8.7186304689475281e-20,1.2244442268508058e-11,1.3958295965315962e-14,1.0311134152460854e-15,1.6149577144556208e-18,1.0977219306912898e-18,8.7028855486165091e-16,4.4275410623218206e-17,1.7878001882854813e-18,1.737990453270001e-19,2.4621498311288952e-21,1.6353124213607513e-24,6.8089348198659766e-26,2.5591660611834495e-21,2.3858051271097034e-25
4.5692564457774573e-10,0.8039524867963797,3.0458359688927416e-11,3.4217417493368204e-15,2.6366539562266661e-15,1.4484125292933227e-22,5.4283058764247451e-18,0.0,0.0,3.8278112417874455e-09,5.4487409374690132e-15,154.0,0.0,0.9998509679521671,1.0,18.999992959945295,1.7101390238183237e-05,4.55965163239007e-08,4.2059703122474562e-05,4.8917656465249367e-05,1.4816294377657677e-05,6.9384222258760582e-06,1.4882993162212697e-11,9.7773446640176187e-08,1.9009314118988816e-05,1.1293702051000403e-13,2.6453007554666758e-08,1.0406745614023959e-08,6.9171893406282752e-09,6.9142163441382692e-09,1.806953684259024e-12,1.4749492964000701e-10,1.1660421821893541e-12,1.944649749974971e-09,1.0746345278740962e-19,1.0215370363556979e-19,1.0216213370081249e-19,1.3222463698037039e-11,1.4924545793095208e-14,1.0574414544600176e-15,1.6753112031210139e-18,1.1396347963532947e-18,9.2480346498308813e-16,4.8244331267814999e-17,1.9862728630669881e-18,1.9417948489967534e-19,2.8222212195780129e-21,1.9051085152815325e-24,7.6074015874570598e-26,2.8634348559085596e-21,2.7592658073886636e-25
4.682720611177801e-10,0.8039524858543161,3.1313011465797248e-11,3.6061036873113744e-15,2.7803275752788963e-15,1.601516967312325e-22,5.8592745935774403e-18,0.0,0.0,4.0195799138629671e-09,5.9896737541707505e-15,154.0,0.0,0.99984726716805183,1.0,18.999992754231911,1.7525895452291749e-05,4.5596370428836746e-08,4.3072686050050506e-05,5.0132141533716767e-05,1.5184666626251903e-05,7.1415079178980582e-06,1.5252495139966981e-11,1.0020777408063543e-07,1.9481943882060495e-05,1.1624265623191584e-13,2.778292362706351e-08,1.0801830414142704e-08,7.3746832759935153e-09,7.3715134669064139e-09,1.9265123585396969e-12,1.5455993069231538e-10,1.2432960009531969e-12,2.042707559412936e-09,1.2538787128830845e-19,1.1920340865494303e-19,1.1921350409695758e-19,1.4250870651763004e-11,1.5929047086138984e-14,1.0837692453509496e-15,1.7366218944867244e-18,1.1822812176799294e-18,9.812746281466088e-16,5.2454590224341478e-17,2.2005563131167952e-18,2.1633100809952274e-19,3.2235943261750183e-21,2.2107616480035269e-24,8.475257826171142e-26,3.1947257483348886e-21,3.1797271081383858e-25
4.796184776578144e-10,0.8039524849121652,3.2172426250084256e-11,3.7956372032010926e-15,2.9284840897891515e-15,1.7666537008924519e-22,6.3134708367310068e-18,0.0,0.0,4.2160306900188311e-09,6.5698472254152064e-15,154.0,0.0,0.99984356638247618,1.0,18.999992548477714,1.7950393012805587e-05,4.5596224533477595e-08,4.4085601219897179e-05,5.1346615168971121e-05,1.555303726636148e-05,7.344629699871631e-06,1.5621993632045427e-11,1.0264207855739713e-07,1.9954571984282552e-05,1.1954887939228812e-13,2.9145447705739696e-08,1.1200074630385313e-08,7.8492911823197108e-09,7.8459171909963902e-09,2.0505454401151289e-12,1.6177319613091936e-10,1.3234450375378651e-12,2.1431913232205293e-09,1.4572436592840508e-19,1.3854958050514352e-19,1.3856161530907471e-19,1.5330899287489726e-11,1.697214353901024e-14,1.1100967878844226e-15,1.7988901833951786e-18,1.2256780007750045e-18,1.0397315618313226e-15,5.6914496204153069e-17,2.4314320459685845e-18,2.4035656526839989e-19,3.669763748862864e-21,2.5559379930380495e-24,9.4165371370872161e-26,3.5546723875180482e-21,3.6517406191345978e-25
4.909648941978488e-10,0.803952483969956,3.30366031793276e-11,3.9903631584169651e-15,3.081182786153788e-15,1.9444618295058089e-22,6.7916135009024535e-18,0.0,0.0,4.4171634698340738e-09,7.1911113587681945e-15,154.0,0.0,0.99983986559544191,1.0,18.999992342688902,1.8374882919833765e-05,4.5596078637957117e-08,4.5098454819146355e-05,5.2561077369404171e-05,1.5921406297986875e-05,7.5477813843088648e-06,1.5991488637961384e-11,1.0507636006726681e-07,2.0427198426744815e-05,1.2285558927699918e-13,3.0540579244537806e-08,1.1601343262264225e-08,8.3411464340531601e-09,8.3375608333195454e-09,2.1790878260960702e-12,1.6913363861250215e-10,1.406511928327487e-12,2.2461020424209231e-09,1.6872236925537747e-19,1.6043003509849378e-19,1.6044431963165206e-19,1.6463785105844174e-11,1.8054164657757127e-14,1.1364240820259349e-15,1.8621164645852894e-18,1.2698420936563339e-18,1.1002045272120478e-15,6.1632477675740929e-17,2.6796977723066495e-18,2.6636235599547741e-19,4.1644196711968581e-21,2.9445711113097334e-24,1.0435400429457631e-25,3.9449648360716774e-21,4.1801745484999909e-25
5.023113107378831e-10,0.803952483027713,3.3905541345179762e-11,4.190302369468564e-15,3.2384838685466605e-15,2.1355993224781989e-22,7.2944310244385847e-18,0.0,0.0,4.6229781550436047e-09,7.8553586897868878e-15,154.0,0.0,0.99983616480695081,1.0,18.999992136870727,1.8799365173485306e-05,4.5595932742404379e-08,4.6111252109956805e-05,5.377552813340774e-05,1.6289773721128561e-05,7.7509577085647375e-06,1.6360980157228648e-11,1.075106186070178e-07,2.0899823210529032e-05,1.2616270022563816e-13,3.1968317697260413e-08,1.2005507135699461e-08,8.8503767079138578e-09,8.8465720155186914e-09,2.3121729227796977e-12,1.7664017876342562e-10,1.4925183426529707e-12,2.351440717801546e-09,1.9464949601378184e-19,1.8509996834830927e-19,1.8511685307445667e-19,1.7650763021556685e-11,1.9175426379799301e-14,1.1627511277404306e-15,1.9263011327051592e-18,1.3147905649854492e-18,1.162724532461322e-15,6.6617086273814878e-17,2.9461674320915267e-18,2.9445786581189255e-19,4.711453593335665e-21,3.3808740343330679e-24,1.1536137358398515e-25,4.3673504056214881e-21,4.770227782354957e-25
5.136577272779174e-10,0.8039524820854579,3.4779239795406138e-11,4.3954756139116948e-15,3.4004484581609906e-15,2.3407431864453136e-22,7.8226615356156188e-18,0.0,0.0,4.8334746491939986e-09,8.5645242791876482e-15,154.0,0.0,0.99983246401700465,1.0,18.999991931027662,1.9223839773869234e-05,4.559578684657294e-08,4.7123997567866185e-05,5.4989967459373767e-05,1.6658139535787197e-05,7.9541541965032005e-06,1.6730468189358815e-11,1.0994485417343899e-07,2.1372446336709035e-05,1.2947013937986473e-13,3.3428662517670081e-08,1.2412442639624816e-08,9.3771042285424414e-09,9.3730729095090705e-09,2.449832709925283e-12,1.8429174512131644e-10,1.5814850244903625e-12,2.4592083499388926e-09,2.237923100876209e-19,2.1283269391307635e-19,2.1285257337420081e-19,1.8893067426420361e-11,2.0336231666739512e-14,1.1890779249932793e-15,1.9914445823168893e-18,1.3605405859939222e-18,1.2273233350005043e-15,7.1877000200817307e-17,3.2316712398347554e-18,3.2475590425923391e-19,5.3149641132259672e-21,3.8693515983534033e-24,1.2723167816409052e-25,4.8236345144804987e-21,5.4274442680864008e-25
5.250041438179518e-10,0.8039524811432084,3.5657697535796178e-11,4.6059036353800703e-15,3.5671385925044922e-15,2.5605896326992844e-22,8.3770529991334422e-18,0.0,0.0,5.048652857351736e-09,9.3205857099807031e-15,154.0,0.0,0.99982876322560521,1.0,18.999991725163522,1.9648306721094577e-05,4.559564095052175e-08,4.8136694999319076e-05,5.6204395345694271e-05,1.7026503741963279e-05,8.1573670409845707e-06,1.7099952733864347e-11,1.1237906676333589e-07,2.1845067806350485e-05,1.3277784477063696e-13,3.4921613159489434e-08,1.2822031476277821e-08,9.9214460030703024e-09,9.9171804719472515e-09,2.5920978021313162e-12,1.9208727407708036e-10,1.6734318322780974e-12,2.5694059392207655e-09,2.5645709804044382e-19,2.4392038765661535e-19,2.4394370473336362e-19,2.019193224480187e-11,2.1536871071274341e-14,1.2154044737500292e-15,2.057547207908102e-18,1.4071094151880353e-18,1.2940334428597659e-15,7.7421027617273464e-17,3.5370557481469487e-18,3.5737264431911098e-19,5.9792627605172503e-21,4.4148130331365845e-24,1.4001043478220259e-25,5.3156815675402271e-21,6.1577277255835236e-25
5.476969768980205e-10,0.803952479258785,3.7428886711026725e-11,5.0426068376019464e-15,3.9149482231882537e-15,3.0472721435450095e-22,9.5673607021776025e-18,0.0,0.0,5.49305404219912e-09,1.0981519021608433e-14,154.0,0.0,0.99982136163845425,1.0,18.99999131338442,2.0497217656505589e-05,4.5595349158050208e-08,5.0161958211095068e-05,5.8633216792967373e-05,1.7763227328869795e-05,8.5638293681443665e-06,1.7838911358053136e-11,1.1724742300066733e-07,2.2790305780240694e-05,1.3939385191459803e-13,3.8005329722047787e-08,1.3648721142543496e-08,1.106341556437595e-08,1.1058658661507781e-08,2.8905598769724329e-12,2.0810600426836669e-10,1.8663410540583013e-12,2.7970949899399885e-09,3.3368105402176009e-19,3.1742821992543889e-19,3.1745995731177821e-19,2.2964276759707881e-11,2.4058755569423443e-14,1.2680568256353262e-15,2.1926315646621201e-18,1.5027728974720803e-18,1.4339213611896409e-15,8.939732554820244e-17,4.2109353110946561e-18,4.3004398774103535e-19,7.508570753614964e-21,5.697524410259279e-24,1.6848205792401772e-25,6.4148225490862965e-21,7.8630007359498663e-25
5.703898099780891e-10,0.8039524773745417,3.9219100145044213e-11,5.5005773930644055e-15,4.2824273630207749e-15,3.601606990482582e-22,1.087154014046683e-17,0.0,0.0,5.9561809719980754e-09,1.285482962433072e-14,154.0,0.0,0.99981396004551193,1.0,18.999990901553947,2.1346097980590501e-05,4.5595057365047252e-08,5.2187062258234741e-05,6.1061992462365291e-05,1.8499944481852374e-05,8.970324170052005e-06,1.8577856025890768e-11,1.2211568729329763e-07,2.3735537140567396e-05,1.4601038765233901e-13,4.1219463013917068e-08,1.4484727311363383e-08,1.2277125358804592e-08,1.2271846188823641e-08,3.2077789221816798e-12,2.2468801535391726e-10,2.0713885668259241e-12,3.0345158699933581e-09,4.2919588435749968e-19,4.0836679587409752e-19,4.0840942476637362e-19,2.5977660335191504e-11,2.6743176111935548e-14,1.3207081831183394e-15,2.3315573576645457e-18,1.6019203782940021e-18,1.5826633721933679e-15,1.0261917232812607e-16,4.974908803542664e-18,5.1347013316756715e-19,9.3383538028932921e-21,7.2740650940064469e-24,2.0116735421729234e-25,7.6809031845034419e-21,9.9410526491978018e-25
5.930826430581578e-10,0.8039524754905527,4.1028328549541218e-11,5.9799803903834248e-15,4.6701052373091802e-15,4.229872275142058e-22,1.2295944064499495e-17,0.0,0.0,6.4380329209661359e-09,1.4957868690288253e-14,154.0,0.0,0.99980655844679278,1.0,18.999990489686969,2.219494769422148e-05,4.5594765571257866e-08,5.421202201785877e-05,6.3490722341027762e-05,1.9236655200915431e-05,9.3768365616673507e-06,1.931678673347263e-11,1.2698385961549211e-07,2.4680761895574321e-05,1.526272096991326e-13,4.4564008663439341e-08,1.5329272139026491e-08,1.356334524547903e-08,1.355751258090751e-08,3.5439563689957331e-12,2.4182507536154944e-10,2.2887050306066692e-12,3.2816765774603271e-09,5.4624211928136123e-19,5.1982985632060507e-19,5.1988641903743697e-19,2.9241941844683434e-11,2.9592062779666767e-14,1.373358545920702e-15,2.4743277408429684e-18,1.7046919627603897e-18,1.7405465536952115e-15,1.1716205376729261e-16,5.8363471074916989e-18,6.0870587619945579e-19,1.1511378042600417e-20,9.1952116523892261e-24,2.384795949212758e-25,9.1310570698460382e-21,1.2453643143355164e-24
