Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438)
2.24552348981051e-12,0.3575854700112705,1.5906521772277039e-15,6.4854801269665367e-22,6.485350760305325e-22,8.0453413472981321e-34,1.2935954561884469e-26,0.0,0.0,3.8309665383981113e-14,3.4082871401768338e-23,154.0,0.0,0.99999980551202794,1.0,18.999999999276749,1.6139706603157425e-08,1.7899809338302857e-09,8.5954075789077574e-08,8.6178476794235874e-08,1.8532549258365006e-09,4.737887204119419e-10,9.9094977811765643e-14,2.4932085871113735e-10,1.8489980633158231e-09,1.2312548571819776e-17,2.2867565326502723e-13,2.4938803999825785e-14,3.1840705848367117e-17,3.1813861712353232e-17,2.0281109328821558e-20,1.1867262971883741e-17,6.5630266850612977e-21,1.6322420113070034e-14,2.2722698569921145e-38,2.1841661606349341e-38,2.1841662612528605e-38
2.3173287826300867e-12,0.35758547001117974,1.6415758818255607e-15,6.9070517088712407e-22,6.9069095288109374e-22,9.0706284135020508e-34,1.4217272867108621e-26,0.0,0.0,4.0608628301983222e-14,3.725313706323102e-23,154.0,0.0,0.99999979929396965,1.0,18.999999999232308,1.6655806961890338e-08,1.7988527573758838e-09,8.8687107124184264e-08,8.8928430339119129e-08,1.9361744466916255e-09,5.0446653959114304e-10,1.0225742640247384e-13,2.6307515637030716e-10,1.9317271211276799e-09,1.3109853357009085e-17,2.4352172575981481e-13,2.6555052520502262e-14,3.4989793711218861e-17,3.4959938767056076e-17,2.2483393617372535e-20,1.2842658844547019e-17,7.3715505454108051e-21,1.7382108330191508e-14,2.8317211720711927e-38,2.7219258422422859e-38,2.7219259716449875e-38
2.3891340754496634e-12,0.3575854700110864,1.6925032549433162e-15,7.3419074796804406e-22,7.3417516667160438e-22,1.019065984025033e-33,1.5580541814506444e-26,0.0,0.0,4.2973991954548188e-14,4.0615235987486854e-23,154.0,0.0,0.99999979307592923,1.0,18.999999999186677,1.7171907296336333e-08,1.8069248439177878e-09,9.1419182893393394e-08,9.167814354764653e-08,2.0194851475064501e-09,5.3609980647445978e-10,1.054195985764154e-13,2.7706972300846721e-10,2.0148464603932986e-09,1.3931991907314902e-17,2.5883407567162774e-13,2.8221776211398924e-14,3.8339683589106943e-17,3.8306593983190991e-17,2.4841090919104894e-20,1.3860837053181384e-17,8.2485149968417236e-21,1.8475079099988523e-14,3.505267660734124e-38,3.3693569375268019e-38,3.3693571026753088e-38
2.46093936826924e-12,0.3575854700109907,1.7434342962008017e-15,7.7900483962973512e-22,7.7898781055007599e-22,1.1411082420092174e-33,1.7028303722331004e-26,0.0,0.0,4.5405743585787833e-14,4.4175011287580541e-23,154.0,0.0,0.99999978685790503,1.0,18.999999999139849,1.7688007606495424e-08,1.8142692844375778e-09,9.4150303708823898e-08,9.4427624252467212e-08,2.1031517659525208e-09,5.6868790897069225e-10,1.0858150334211225e-13,2.9129672597024507e-10,2.0983208997807923e-09,1.4778948313411146e-17,2.7461266290973324e-13,2.9938951162349905e-14,4.1896548609359893e-17,4.1859991908102334e-17,2.7359547935446798e-20,1.4921989089801647e-17,9.1971533221029056e-21,1.9601329587497669e-14,4.311664344477241e-38,4.1444873014545774e-38,4.144487510705254e-38
2.5327446610888168e-12,0.35758547001089275,1.7943690052293394e-15,8.25147541552752e-22,8.2512897765457529e-22,1.2737705714393682e-33,1.8563101087491134e-26,0.0,0.0,4.790387053938709e-14,4.7938326026969554e-23,154.0,0.0,0.99999978063989547,1.0,18.999999999091852,1.8204107892367619e-08,1.8209516713767412e-09,9.6880470182202573e-08,9.7176880030890364e-08,2.1871422183743617e-09,6.0223023538074845e-10,1.1174314941441366e-13,3.0574858794061318e-10,2.1821184293299334e-09,1.5650706676163299e-17,2.9085744868977986e-13,3.1706553477471499e-14,4.5666558975272342e-17,4.5626294139312517e-17,3.0044108895892658e-20,1.6026289117506828e-17,1.0220727063929433e-20,2.0760857050997499e-14,5.2720531827949431e-38,5.0676391835800436e-38,5.0676394469101671e-38
2.6045499539083935e-12,0.3575854700107923,1.8453073816713617e-15,8.7261894940817812e-22,8.7259876111351904e-22,1.4176502038064299e-33,2.0187476585530041e-26,0.0,0.0,5.0468360255560525e-14,5.1911063214249795e-23,154.0,0.0,0.99999977442189947,1.0,18.999999999042679,1.8720208153952928e-08,1.8270316844665432e-09,9.9609682924864331e-08,9.9925918213208924e-08,2.2714273132387216e-09,6.3672617439739495e-10,1.1490454522406937e-13,3.2041797862090263e-10,2.266209924559591e-09,1.654725110662194e-17,3.075683954912108e-13,3.3524559275153186e-14,4.9655881967845401e-17,4.9611659328080461e-17,3.2900115537178677e-20,1.7173895532646989e-17,1.1322524227748596e-20,2.1953658838968957e-14,6.410183566216219e-38,6.1616411727925443e-38,6.1616415020541395e-38
2.67635524672797e-12,0.3575854700106894,1.8962494251800548e-15,9.2141915885791058e-22,9.2139725404595915e-22,1.5733606444584734e-33,2.1903973070606177e-26,0.0,0.0,5.3099200268108005e-14,5.6099125797749265e-23,154.0,0.0,0.99999976820391567,1.0,18.999999998992347,1.9236308391251354e-08,1.832563623720358e-09,1.0233794254775249e-07,1.0267474589075226e-07,2.3559804904285812e-09,6.7217511510500427e-10,1.1806569892699136e-13,3.3529780667619436e-10,2.3505688863605851e-09,1.7468565726016172e-17,3.2474546701606466e-13,3.5392944688048673e-14,5.3870681947530073e-17,5.3822243182848645e-17,3.5932907089321364e-20,1.8364952386094072e-17,1.2505857592095342e-20,2.3179732387154908e-14,7.7526459231432213e-38,7.4520527475034642e-38,7.4520531567079425e-38
2.748160539547547e-12,0.35758547001058416,1.9471951354190041e-15,9.715482655549354e-22,9.7152454956185824e-22,1.7415316711324697e-33,2.3715133575476378e-26,0.0,0.0,5.5796378201566124e-14,6.0508436659993064e-23,154.0,0.0,0.99999976198594298,1.0,18.999999998940858,1.9752408604262903e-08,1.837596894364575e-09,1.0506524966141895e-07,1.0542336992367617e-07,2.4407775840457655e-09,7.0857644697930479e-10,1.2122661841321311e-13,3.5038121194524223e-10,2.4351712043431213e-09,1.8414634665747124e-17,3.4238862814911964e-13,3.7311685863066861e-14,5.8317120355973944e-17,5.826419847258786e-17,3.9147820265813832e-20,1.9599590676352824e-17,1.3774063120280827e-20,2.4439075215715498e-14,9.3291188117642308e-38,8.9674017881578369e-38,8.9674022937941939e-38
2.8199658323671235e-12,0.35758547001047664,1.9981445120618573e-15,1.0230063651435945e-21,1.0229807407623573e-21,1.922809332513938e-33,2.5623501311479381e-26,0.0,0.0,5.8559881768452463e-14,6.514493861203938e-23,154.0,0.0,0.99999975576798017,1.0,18.999999998888221,2.026850879298759e-08,1.8421764480646015e-09,1.0779160487602446e-07,1.0817179694849923e-07,2.5257966065912078e-09,7.4592955988712989e-10,1.2438731131555734e-13,3.6566155790434487e-10,2.5199949415127928e-09,1.9385442067381423e-17,3.6049784491933647e-13,3.9280758961362874e-14,6.3001355717766422e-17,6.2943675030042643e-17,4.2550189256537433e-20,2.0877929526128653e-17,1.5130498467226197e-20,2.5731684926476262e-14,1.1172629867701414e-37,1.073943540836638e-37,1.0739436029755815e-37
2.8917711251867002e-12,0.3575854700103667,2.0490975547919945e-15,1.0757935532598449e-21,1.0757659207400326e-21,2.1178559468234125e-33,2.7631619668518955e-26,0.0,0.0,6.1389698766599422e-14,7.0014594387687968e-23,154.0,0.0,0.99999974955002657,1.0,18.999999998834436,2.0784608957425416e-08,1.8463431843888437e-09,1.1051700880133893e-07,1.1092003338539297e-07,2.6110175525942754e-09,7.8423384408616638e-10,1.2754778501802088e-13,3.81132424376882e-10,2.6050201383509695e-09,2.0380972082644684e-17,3.7907308446255925e-13,4.1300140158329096e-14,6.7929543642180547e-17,6.7866819754881725e-17,4.6145345723046588e-20,2.2200077252866636e-17,1.6578541575756321e-20,2.7057559200265955e-14,1.3319830977459958e-37,1.2803384460383477e-37,1.280338522007343e-37
2.963576418006277e-12,0.3575854700102546,2.100054263302215e-15,1.1299099255315077e-21,1.1298801825791473e-21,2.3273501004286908e-33,2.9742032215047191e-26,0.0,0.0,6.4285817076575093e-14,7.5123386637565567e-23,154.0,0.0,0.9999997433320813,1.0,18.999999998779522,2.1300709097576389e-08,1.8501343160838254e-09,1.1324146204674164e-07,1.1366808544523487e-07,2.6964222199433903e-09,8.2348869022470627e-10,1.3070804666388624e-13,3.9678760048051086e-10,2.6902286345558035e-09,2.1401208873415019e-17,3.9811431498543129e-13,4.3369805643586205e-14,7.3107836824913065e-17,7.3039776616760099e-17,4.9938618795948625e-20,2.3566132342789716e-17,1.8121589357006232e-20,2.8416695794341127e-14,1.5811288047130135e-37,1.5198242070065318e-37,1.5198242994266184e-37
3.0353817108258536e-12,0.35758547001013996,2.1510146372944242e-15,1.1853555775785097e-21,1.1853236193558912e-21,2.5519866464819158e-33,3.1957282698048546e-26,0.0,0.0,6.7248224659187693e-14,8.0477317923092396e-23,154.0,0.0,0.99999973711414325,1.0,18.999999998723474,2.1816809213440505e-08,1.8535837014163928e-09,1.1596496522122149e-07,1.1641595913643111e-07,2.7819940473253287e-09,8.6369348934139433e-10,1.3386810316356882e-13,4.1262107780428491e-10,2.7756039068549415e-09,2.2446136611716507e-17,4.1762150573048766e-13,4.5489731620974172e-14,7.8542385049823991e-17,7.8468686658300327e-17,5.3935335073763784e-20,2.4976184337118383e-17,1.9763056449911243e-20,2.9809092539894725e-14,1.8691785735160306e-37,1.7967056555834178e-37,1.7967057674902018e-37
3.1071870036454303e-12,0.3575854700100232,2.2019786764793404e-15,1.2421306050131161e-21,1.2420963241386154e-21,2.7924767035805272e-33,3.4279915043024705e-26,0.0,0.0,7.0276909553071617e-14,8.6082410710333326e-23,154.0,0.0,0.99999973089621208,1.0,18.999999998666308,2.2332909305017782e-08,1.8567221465548509e-09,1.1868751893337723e-07,1.1916366027151713e-07,2.8677179663195843e-09,9.0484763286497906e-10,1.3702796120220805e-13,4.2862704380819824e-10,2.8611309214396094e-09,2.3515739479712704e-17,4.3759462694238563e-13,4.7659894308543319e-14,8.4239335190676036e-17,8.4159687997998327e-17,5.8140818622661305e-20,2.6430314638396534e-17,2.15063740550433e-20,3.1234747339645792e-14,2.2010647517390713e-37,2.115723908557062e-37,2.1157240434539412e-37
3.178992296465007e-12,0.35758547000990415,2.2529463805762088e-15,1.3002351034401591e-21,1.3001983899880589e-21,3.0495476544511823e-33,3.6712473353979824e-26,0.0,0.0,7.3371859872351804e-14,9.1944707363735606e-23,154.0,0.0,0.99999972467828713,1.0,18.999999998608025,2.2849009372308208e-08,1.8595776806943467e-09,1.2140912379141779e-07,1.2191119447354288e-07,2.9535802668245072e-09,9.4695051261406353e-10,1.4018762724701165e-13,4.4479987543790075e-10,2.9467959996998738e-09,2.4610001669700164e-17,4.5803364983523627e-13,4.9880269938545369e-14,9.0204831212872603e-17,9.0118915833057462e-17,6.2560390976785803e-20,2.79285972441375e-17,2.3354988838337253e-20,3.2693658165507866e-14,2.5822071451921241e-37,2.4820886424763469e-37,2.4820888043930624e-37
3.3226028821041608e-12,0.35758547000965907,2.3548927824237658e-15,1.4204328956549968e-21,1.4203909770932808e-21,3.6164230813767005e-33,4.1917545182269743e-26,0.0,0.0,7.9760509607760879e-14,1.0446518118010544e-22,154.0,0.0,0.9999997122424531,1.0,18.999999998488139,2.3881209434028567e-08,1.8645396693321334e-09,1.2684948937604102e-07,1.2740578365952336e-07,3.1256712682754431e-09,1.0340000500109117e-09,1.4650640817607543e-13,4.7762455444761631e-10,3.118491715120076e-09,2.6872440835461031e-17,5.0030929018159384e-13,5.4471565025808155e-14,1.029660222315319e-16,1.0286657718798026e-16,7.206307558368999e-20,3.1057882124305362e-17,2.7381967967924632e-20,3.5711240115922369e-14,3.5165940813039076e-37,3.3802476352729319e-37,3.3802478657524547e-37
3.4518524091793992e-12,0.3575854700094311,2.4466570754338147e-15,1.5331586584055149e-21,1.5331116537731998e-21,4.1909476788355333e-33,4.7003582736974528e-26,0.0,0.0,8.5736804352748548e-14,1.166742690169533e-22,154.0,0.0,0.99999970105021796,1.0,18.999999998376484,2.4810189406515929e-08,1.8682706020644323e-09,1.3174257941470598e-07,1.3235039576061493e-07,3.2809126129876769e-09,1.1155832182566981e-09,1.5219271505637402e-13,5.0768470117949286e-10,3.273376476853145e-09,2.8992812590212207e-17,5.3995048021654335e-13,5.8775220719862504e-14,1.1543109783792184e-16,1.1531829560460911e-16,8.1401009270792531e-20,3.4025852437351067e-17,3.1401224041918552e-20,3.8540780473424059e-14,4.5916321554049905e-37,4.4136046311744151e-37,4.4136049438328531e-37
3.5727053372711894e-12,0.35758547000921115,2.5324707083582816e-15,1.6424594367264432e-21,1.6424073187215809e-21,4.7875615782336745e-33,5.2116925276513305e-26,0.0,0.0,9.1518921870431391e-14,1.2892922642370175e-22,154.0,0.0,0.99999969058508942,1.0,18.999999998268898,2.5678818817805304e-08,1.8712295165519165e-09,1.3631502078921335e-07,1.3697336684899327e-07,3.4263278847296688e-09,1.1946387764427589e-09,1.5750913452736083e-13,5.3620979616405609e-10,3.4184577357662382e-09,3.104749499433969e-17,5.7838165423573913e-13,6.2946141225643886e-14,1.2795914816773656e-16,1.2783279753237215e-16,9.0833988569889487e-20,3.6931214591245565e-17,3.5516646794532259e-20,4.1283953258744171e-14,5.8401179265029684e-37,5.613684644615191e-37,5.6136850562260387e-37
3.69355826536298e-12,0.35758547000898516,2.6182947182803074e-15,1.7555279702293667e-21,1.7554703807311566e-21,5.4456266938069069e-33,5.7588389538249582e-26,0.0,0.0,9.7488536342454927e-14,1.4202510691589105e-22,154.0,0.0,0.99999968011996965,1.0,18.999999998158248,2.654744816029726e-08,1.8737535075646121e-09,1.40884785481979e-07,1.4159595639487979e-07,3.571955891770199e-09,1.2763706829272749e-09,1.628251151768871e-13,5.6511624254594582e-10,3.5637512413970307e-09,3.3171740394670512e-17,6.1813212297266799e-13,6.7258864708721736e-14,1.4136054070657637e-16,1.4121957521109445e-16,1.0097097151595358e-19,3.9962610798994186e-17,3.9994523965941147e-20,4.4121297688501016e-14,7.3687818888103316e-37,7.0830801213075906e-37,7.0830806582467995e-37
3.81441119345477e-12,0.35758547000875285,2.7041291041366412e-15,1.8723647144786389e-21,1.8723012832303479e-21,6.1692174367555949e-33,6.3430111514741344e-26,0.0,0.0,1.0364559357009431e-13,1.5599145943455101e-22,154.0,0.0,0.99999966965485776,1.0,18.999999998044562,2.741607743399182e-08,1.8759064828914525e-09,1.454518763782126e-07,1.4621818508796202e-07,3.7177653744788004e-09,1.360776052631018e-09,1.6814068080066962e-13,5.9438335062128957e-10,3.7092258059175433e-09,3.5365473802924749e-17,6.5920178049280539e-13,7.1713278381663523e-14,1.5566445937396796e-16,1.5550777042310801e-16,1.1183723497982802e-19,4.3120207925872437e-17,4.4851715880105062e-20,4.7052806327989039e-14,9.2281296519358875e-37,8.8703385847286377e-37,8.8703392791801562e-37
3.93526412154656e-12,0.3575854700085144,2.7899738649145277e-15,1.9929701249930484e-21,1.9929004696005833e-21,6.9625386359560743e-33,6.965422862993977e-26,0.0,0.0,1.0999003981475832e-13,1.7085799209055244e-22,154.0,0.0,0.99999965918975187,1.0,18.999999997927869,2.8284706638888994e-08,1.8777429591615802e-09,1.5001629636001359e-07,1.5084007249544724e-07,3.8637296667837806e-09,1.4478520035847112e-09,1.7345585390343275e-13,6.2399155316705165e-10,3.8548548245073023e-09,3.7628620311655552e-17,7.0159052660450475e-13,7.630926957033441e-14,1.7090006487952463e-16,1.7072650169652215e-16,1.2345803563880972e-19,4.6404147794902139e-17,5.0105147363632222e-20,5.0078472152402055e-14,1.1475690386543769e-36,1.1030758829911329e-36,1.103075972089498e-36
4.05611704963835e-12,0.35758547000826985,2.8758289996489646e-15,2.1173446572479871e-21,2.1172683831784644e-21,7.8299255227949709e-33,7.6272879739039548e-26,0.0,0.0,1.165218217756262e-13,1.8665457206635988e-22,154.0,0.0,0.99999964872465119,1.0,18.999999997808178,2.9153335774988789e-08,1.8793094653940988e-09,1.5457804830637474e-07,1.5546163712316063e-07,4.0098260096448506e-09,1.5375956569256776e-09,1.7877065576917906e-13,6.5392234434348438e-10,4.0006155904028855e-09,3.9961105094162128e-17,7.4529826654640779e-13,8.1046725713776779e-14,1.8709649474626078e-16,1.8690486433631468e-16,1.3585861000379318e-19,4.981455092954018e-17,5.5771799942290157e-20,5.3198288524522472e-14,1.4176721504653978e-36,1.3627068286651814e-36,1.3627069421191258e-36
4.1769699777301404e-12,0.3575854700080192,2.9616945074201138e-15,2.2454887666774813e-21,2.245405467257797e-21,8.7758437163705535e-33,8.3298205128336329e-26,0.0,0.0,1.2324088656861618e-13,2.0341122551574487e-22,154.0,0.0,0.99999963825955474,1.0,18.999999997685521,3.0021964842291208e-08,1.8806456999824514e-09,1.5913713509318529e-07,1.6008289647299462e-07,4.1560349851298665e-09,1.630004136894492e-09,1.8408510652726386e-13,6.8415822224404089e-10,4.1464887302745952e-09,4.236285340440258e-17,7.9032491069351703e-13,8.5925534364090259e-14,2.0428286333388089e-16,2.040719304545189e-16,1.4906417444709873e-19,5.3351519638879074e-17,6.1868704914873346e-20,5.6412249173742697e-14,1.7404961380143007e-36,1.6730146560888379e-36,1.6730147995333606e-36
4.297822905821931e-12,0.3575854700077626,3.0475703873508586e-15,2.3774029086761137e-21,2.3773121650915165e-21,9.8048892090092538e-33,9.0742346515090906e-26,0.0,0.0,1.3014718170650141e-13,2.2115813746172997e-22,154.0,0.0,0.99999962779446194,1.0,18.999999997559915,3.0890593840796271e-08,1.8817855155629274e-09,1.6369355959323456e-07,1.6470386709721734e-07,4.3023400346797121e-09,1.725074570831635e-09,1.8939922521485576e-13,7.1468263458738909e-10,4.2924577235978639e-09,4.4833790576907065e-17,8.3667037427934204e-13,9.0945583186311465e-14,2.2248826186204297e-16,2.2225674899969457e-16,1.6309992522936949e-19,5.7015140643885244e-17,6.8412937119007217e-20,5.9720348176233657e-14,2.124342915901241e-36,2.0419794240693747e-36,2.0419796042212965e-36
4.418675833913721e-12,0.3575854700074999,3.1334566386044874e-15,2.5130875386008524e-21,2.512988919893515e-21,1.0921788352059195e-32,9.8617447047399046e-26,0.0,0.0,1.3724065508004292e-13,2.39925651692951e-22,154.0,0.0,0.99999961732937204,1.0,18.999999997431374,3.1759222770503988e-08,1.8827577795386481e-09,1.6824732467621506e-07,1.6932456464999542e-07,4.4487270381946467e-09,1.8228040891741509e-09,1.9471302983619497e-13,7.4547992719436848e-10,4.43850848270642e-09,4.7373842026690838e-17,8.8433457713229627e-13,9.6106759958293993e-14,2.4174175843359897e-16,2.4148834578581236e-16,1.779910385252386e-19,6.0805487372061991e-17,7.5421609261319379e-20,6.3122579936130391e-14,2.578527158260246e-36,2.4785546893066818e-36,2.4785549141323075e-36
4.539528762005511e-12,0.3575854700072314,3.2193532603824926e-15,2.652543111772774e-21,2.6524361748403616e-21,1.2131397841950937e-32,1.0693565130406703e-25,0.0,0.0,1.44521254940114e-13,2.5974427065846855e-22,154.0,0.0,0.99999960686428424,1.0,18.99999999729992,3.2627851631414353e-08,1.8835871175219204e-09,1.7279843320872614e-07,1.7394500393620219e-07,4.5951839503895225e-09,1.9231898254523113e-09,2.000265374187284e-13,7.7653529517977501e-10,4.5846289899828008e-09,4.9982933249167584e-17,9.3331744342598173e-13,1.0140895257058872e-13,2.620723980578105e-16,2.6179572352057851e-16,1.9376267044850691e-19,6.4722621939903682e-17,8.2911866783365717e-20,6.6618939167708931e-14,3.1134658771297239e-36,2.9927536123607771e-36,2.9927538912636927e-36
4.660381690097301e-12,0.3575854700069569,3.3052602519225009e-15,2.7957700834786994e-21,2.7956543730729419e-21,1.3438704706522075e-32,1.1570910529449248e-25,0.0,0.0,1.5198892988080902e-13,2.8064465536103613e-22,154.0,0.0,0.99999959639919844,1.0,18.99999999716557,3.3496480423527378e-08,1.8842945405903798e-09,1.7734688805427676e-07,1.7856519895752875e-07,4.7417004939799359e-09,2.0262289162862797e-09,2.0533976406614373e-13,8.0783473684114811e-10,4.7308089917492355e-09,5.2660989820062691e-17,9.8361890144327464e-13,1.0685204902632383e-13,2.8350920267353953e-16,2.8320786183320981e-16,2.1043995707725445e-19,6.87665968255295e-17,9.0900883252379834e-20,7.0209420878548094e-14,3.7407731309133811e-36,3.5957399948800184e-36,3.595740338910762e-36
4.7812346181890914e-12,0.35758547000667645,3.3911776124963141e-15,2.9427689089727338e-21,2.9426439576979998e-21,1.4848826291591593e-32,1.2494995645855052e-25,0.0,0.0,1.5964362882348891e-13,3.0265762524889605e-22,154.0,0.0,0.99999958593411409,1.0,18.999999997028333,3.436510914684307e-08,1.8848979725677831e-09,1.8189269207328947e-07,1.8318516295603213e-07,4.8882679017699546e-09,2.1319185013827814e-09,2.1065272500845432e-13,8.3936501011089149e-10,4.8770397409477976e-09,5.5407937395326754e-17,1.0352388833535216e-12,1.1243593744108542e-13,3.0608117117241471e-16,3.0575371730170754e-16,2.2804801447862472e-19,7.2937456274723983e-17,9.9405856228349363e-20,7.3894020353627017e-14,4.4733600108946316e-36,4.2999243903211147e-36,4.2999248124106098e-36
4.902087546280882e-12,0.3575854700063902,3.4771053414080511e-15,3.0935400434777273e-21,3.0934053717895932e-21,1.6367010247763589e-32,1.3467035366648481e-25,0.0,0.0,1.6748530100168903e-13,3.2581415810621623e-22,154.0,0.0,0.99999957546903062,1.0,18.999999996888235,3.5233737801361422e-08,1.8854127002429451e-09,1.8643584812310334e-07,1.8780490845531943e-07,5.0348786964336169e-09,2.2402557235317748e-09,2.1596543464936689e-13,8.7111359137180478e-10,5.0233137774277338e-09,5.8223701711048979e-17,1.0881773250018323e-12,1.1816050604279791e-13,3.2981727942197193e-16,3.2946222347969881e-16,2.4661193873297486e-19,7.7235237501485258e-17,1.0844400354005386e-19,7.7672733140286283e-14,5.3255399973369569e-36,5.119065376149069e-36,5.119065891367755e-36
5.022940474372672e-12,0.3575854700060981,3.5630434379924008e-15,3.2480839421866535e-21,3.2479390583904754e-21,1.7998634517443762e-32,1.4488244721880306e-25,0.0,0.0,1.7551389594683207e-13,3.5014538994225461e-22,154.0,0.0,0.99999956500394815,1.0,18.999999996745284,3.6102366387082462e-08,1.8858517616655716e-09,1.9097635905797732e-07,1.9242444729952894e-07,5.1815265005852718e-09,2.3512377286031304e-09,2.2127790661111431e-13,9.0306863647595624e-10,5.1696247384520777e-09,6.1108208583370931e-17,1.1424341657096415e-12,1.240256431716046e-13,3.5474648028877184e-16,3.5436229092289467e-16,2.6615680595746366e-19,8.1659971723450142e-17,1.1803255991957316e-19,8.1545555033992915e-14,6.3131397958066765e-36,6.0683760938686682e-36,6.0683767197133996e-36
5.143793402464462e-12,0.35758547000580027,3.6489919016129537e-15,3.4064010602639149e-21,3.4062454605134019e-21,1.9749207322057853e-32,1.5559838884617683e-25,0.0,0.0,1.8372936347470818e-13,3.7568261487931097e-22,154.0,0.0,0.99999955453886591,1.0,18.999999996599495,3.6970994904006169e-08,1.8862262788635638e-09,1.9551422772909374e-07,1.9704379069020983e-07,5.328205874035426e-09,2.46486166554331e-09,2.2659015377687185e-13,9.3521894386512139e-10,5.3159671963272963e-09,6.4061383908400111e-17,1.1980093480860255e-12,1.3003123727974856e-13,3.8089770366149159e-16,3.8048280721519593e-16,2.8670767232931914e-19,8.6211685049114028e-17,1.2818877396622023e-19,8.5512482064873347e-14,7.4536158003219629e-36,7.1646361978124365e-36,7.1646369545233041e-36
5.264646330556252e-12,0.3575854700054966,3.7349507316606425e-15,3.5684918528465766e-21,3.5683250211423625e-21,2.1624367149462696e-32,1.6683033170934558e-25,0.0,0.0,1.9213165367268957e-13,4.0245728503951509e-22,154.0,0.0,0.99999954407378433,1.0,18.999999996450882,3.7839623352132582e-08,1.8865457400274644e-09,2.0004945698456141e-07,2.0166294922119042e-07,5.4749121757640195e-09,2.5811246863720477e-09,2.3190218833086016e-13,9.6755391970240743e-10,5.4623365206936296e-09,6.7083153662123887e-17,1.254902817849306e-12,1.3617717693145362e-13,4.0829985647399318e-16,4.0785263699446902e-16,3.0828957410886997e-19,9.0890399230300413e-17,1.3892990541523107e-19,8.9573510484980403e-14,8.7661763350436064e-36,8.426309358523597e-36,8.4263102694329359e-36
5.3854992586480424e-12,0.3575854700051872,3.8209199275522528e-15,3.7343567750455384e-21,3.7341781832337509e-21,2.3629882741539048e-32,1.7859043039902439e-25,0.0,0.0,2.0072071688764e-13,4.3050101043051755e-22,154.0,0.0,0.99999953360870253,1.0,18.999999996299465,3.8708251731461683e-08,1.8868182387646367e-09,2.0458204966941923e-07,2.062819329115436e-07,5.621641446892498e-09,2.7000239461790418e-09,2.3721402179625962e-13,1.00006354490672e-09,5.6087287617659547e-09,7.0173443900323323e-17,1.3131145236583908e-12,1.4246335080280491e-13,4.3698182272836618e-16,4.3650062197802275e-16,3.3092752766227038e-19,9.5696132300153282e-17,1.5027322268108786e-19,9.3728636756255442e-14,1.0271909809897724e-35,9.8736664508803348e-36,9.8736675427963546e-36
5.506352186739833e-12,0.3575854700048721,3.9068994887290225e-15,3.903996281946635e-21,3.9038053897174714e-21,2.577165308195491e-32,1.9089084093581546e-25,0.0,0.0,2.0949650371447702e-13,4.5984555883015092e-22,154.0,0.0,0.99999952314362073,1.0,18.999999996145242,3.9576880041993484e-08,1.8870506784452794e-09,2.0911200862563903e-07,2.1090075123676467e-07,5.7683903107307091e-09,2.8215566031206394e-09,2.4252566507106833e-13,1.0327383439750968e-09,5.7551405506102908e-09,7.3332180758487076e-17,1.3726444169532632e-12,1.4888964768163073e-13,4.6697246351794663e-16,4.6645558098781853e-16,3.5464652948388082e-19,1.006288991180437e-16,1.6223600064428988e-19,9.7977857539143089e-14,1.199391891568499e-35,1.1528914547653436e-35,1.1528915851280878e-35
5.627205114831623e-12,0.3575854700045512,3.9928894146553153e-15,4.0774108286116781e-21,4.0772070834979724e-21,2.8055707384089377e-32,2.0374372077012307e-25,0.0,0.0,2.1845896498534977e-13,4.9052285567012242e-22,154.0,0.0,0.99999951267853904,1.0,18.999999995988226,4.0445508283727978e-08,1.8872489473780423e-09,2.1363933669212936e-07,2.1551941315826318e-07,5.9151558870921266e-09,2.9457198184165398e-09,2.4783712846202202e-13,1.065569355490624e-09,5.9015690136558226e-09,7.6559290451725714e-17,1.4334924518040904e-12,1.5545595646738297e-13,4.9830061705031114e-16,4.9774630997543707e-16,3.794715562183621e-19,1.0568871183669095e-16,1.7483551865587861e-19,1.0232116968182172e-13,1.3957460987887515e-35,1.3416331842704235e-35,1.3416333393104773e-35
5.748058042923413e-12,0.3575854700042248,4.0788897048173633e-15,4.2546008700794458e-21,4.2543837074552486e-21,3.0488205079108577e-32,2.1716122878207197e-25,0.0,0.0,2.2760805175940065e-13,5.2256498391879008e-22,154.0,0.0,0.99999950221345668,1.0,18.999999995828446,4.1314136456665173e-08,1.8874180684518707e-09,2.1816403670473852e-07,2.2013792715125722e-07,6.0619357190985731e-09,3.0725107563464816e-09,2.5314842171667568e-13,1.0985481042282699e-09,6.0480116996677532e-09,7.9854699274685622e-17,1.4956585847685136e-12,1.6216216617101923e-13,5.3099509867024729e-16,5.3040158204682516e-16,4.054275646825552e-19,1.1087558030119559e-16,1.8808905873964569e-19,1.067585702100172e-13,1.6190094674449637e-35,1.5562408633860071e-35,1.5562410470955139e-35
