Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422)
2.2375231025093964e-19,0.6215743531915279,5.3627927013586807e-19,8.995498403246079e-32,8.15649667092623e-32,1.3556120927306215e-49,2.2356675333668621e-43,0.0,0.0,1.1128645461453683e-19,5.0058019529824921e-35,154.0,0.0,0.99999999999937528,1.0,19.0,3.3710790026920502e-14,3.0015808380686107e-13,1.4544484298591158e-13,1.454454905089056e-13,3.4737956283599238e-20,7.2164027213762007e-23,7.2045596409785205e-23,4.3024186370470775e-23,5.5296821867106372e-20,4.6771995194769235e-33,1.3549978604459562e-25,1.9484837734386441e-25,1.8781008928371852e-34,1.8781008923209619e-34,4.4459272833580723e-44,1.0658939481963526e-33,7.1630451110340661e-45,9.8963361009615255e-27,9.1060966676669131e-80,8.5202579515641611e-80,8.5202579515714795e-80,4.638323446115398e-38,3.8152082573189095e-40,5.5206366842210955e-33,4.4772287998201401e-38,1.0336849945833111e-40,1.0974690444664475e-46,7.1832262553616725e-57,5.8668841460086328e-67,1.0700812643785291e-67,2.7833234024944157e-78,3.3262183915488751e-82,6.5555039586801375e-79,6.0357226739366746e-70,3.252521501666827e-76,6.6960407714228902e-34,1.2554192929236456e-33,5.3402145937392995e-43,3.3991339449168833e-43,1.6331755103280298e-43,2.2127615712375596e-47,5.335767477947396e-53,3.2273857145187941e-53,5.3993872635782703e-59,6.3530824500391457e-69,3.2647330753006135e-59,1.2537210575201468e-68,7.9792006579474967e-69,7.4747980062836353e-69
4.47699018686285e-19,0.6215743531915279,1.073024465086204e-18,3.4325975591456588e-31,3.2647243131738504e-31,1.0855892861708496e-48,1.7898934088121869e-42,0.0,0.0,2.226696352582142e-19,2.0036256594720757e-34,154.0,0.0,0.99999999999875,1.0,19.0,6.7450868316191633e-14,6.0057676432952702e-13,2.910160497215792e-13,2.9101734524511935e-13,1.390423184376573e-19,2.8884417251072896e-22,2.8789617818244414e-22,1.7220884341994725e-22,2.2133133716525769e-19,3.7244548865463057e-32,5.4235226644400879e-25,7.799012978152476e-25,1.5036226780606068e-33,1.5036226772339776e-33,7.1192696393668153e-43,8.5336305890761891e-33,1.1470202105423843e-43,3.9611134995031517e-26,1.1679473677627906e-77,1.0928077320797315e-77,1.0928077320816086e-77,3.7134790742791201e-37,3.0544864131499308e-39,4.3524359792339948e-32,3.5843975196723679e-37,8.275756384027509e-40,1.7573785558180951e-45,2.3005642384784109e-55,3.7580124576506231e-65,6.8543687350695582e-66,3.5657206410634797e-76,4.2612244319996387e-80,8.3981758567744158e-77,3.8661614007293289e-68,2.085277295635784e-74,5.3609027848536106e-33,5.0249488813460363e-33,4.275418732504739e-42,2.7213726665452354e-42,1.3075260908165312e-42,1.8444441689873472e-46,8.4921801056725458e-52,5.1348777206783531e-52,8.9907722183939466e-58,2.1145713082162638e-67,5.4362597049185375e-58,4.1728422785047684e-67,2.6554563247767128e-67,2.4879348933490012e-67
8.955924355569757e-19,0.6215743531915278,2.1465148554857459e-18,1.3398969191455696e-30,1.3063149756438827e-30,8.689116834985348e-48,1.4324587126798985e-41,0.0,0.0,4.4543611442017583e-19,8.0171151111500043e-34,154.0,0.0,0.99999999999749944,1.0,19.0,1.3493102489457393e-13,1.2014135744918686e-12,5.821584627574084e-13,5.8216105402969125e-13,5.5635009327462409e-19,1.1557529171853345e-21,1.1481841765076745e-21,6.8905947540747574e-22,8.8561318208831014e-19,2.9489445331380301e-31,2.1701155093814607e-24,3.1206210510506671e-24,1.2033551209471637e-32,1.2033551196240212e-32,1.1395446593147745e-41,6.8294946737136571e-32,1.8359784225164973e-42,1.5849613583249661e-25,1.4964893754507103e-75,1.4002130624256725e-75,1.4002130624304834e-75,2.9719118885186185e-36,2.4445174470407276e-38,3.3799907837249761e-31,2.8684347496515912e-36,6.623106161332698e-39,2.8129443739632334e-44,7.3648869368967069e-54,2.4061510130673774e-63,4.3886619575576612e-64,4.5660793265492157e-74,5.4567059704995065e-78,1.0754038206060594e-74,2.4753957840926935e-66,1.3357509616912183e-72,4.2903494161059316e-32,2.0106340764880942e-32,3.4216343385310947e-41,2.1779231198064972e-41,1.0464064793303441e-41,1.5927814333407051e-45,1.3429507798375956e-50,8.1150276877961179e-51,1.5494618692163794e-56,7.280867921310986e-66,9.3688027089536114e-57,1.4367433984317213e-65,9.1407947278279598e-66,8.5664964513659945e-66
1.791379269298357e-18,0.6215743531915279,4.293495638280308e-18,5.2932817426888797e-30,5.2261105265220689e-30,6.9530580335399201e-47,1.146184611321901e-40,0.0,0.0,8.909695442425266e-19,3.2073701919727339e-33,154.0,0.0,0.99999999999499822,1.0,19.0,2.6989133805069871e-13,2.4030849912886313e-12,1.1644432870870421e-12,1.1644484688669692e-12,2.2257603142843405e-18,4.6237641713458037e-21,4.5635508074713236e-21,2.7566849046662787e-21,3.5430256925056691e-18,2.310332796349083e-30,8.6818751085217233e-24,1.248451616103179e-23,9.6286692346649897e-32,9.6286692134904722e-32,1.8236356631567302e-40,5.4646280296354409e-31,2.9381603140121364e-41,6.340877494902449e-25,3.3552545668733247e-73,3.1393950066995042e-73,3.1393950067210389e-73,2.3779810905252112e-35,1.9559853584819392e-37,2.5527093298786765e-30,2.2949073906759754e-35,5.2994686188241735e-38,4.5016082421558593e-43,2.3572497914886563e-52,1.54025945190054e-61,2.8093324366350301e-62,5.845816708109161e-72,6.9860599643897331e-76,1.3767473986178607e-72,1.5845854029717533e-64,1.1301620384695796e-70,3.4329280270144066e-31,8.043845504731616e-32,2.737827281591108e-40,1.7426660472896975e-40,8.3726532273183853e-41,1.4611613497684605e-44,2.0986407864900193e-49,1.2665598730002244e-49,2.8328328848182546e-55,2.6577071136104872e-64,1.7128690195378886e-55,5.2441614704314613e-64,3.3348495191156598e-64,3.1270441886641813e-64
3.58295293678112e-18,0.6215743531915279,8.5874572118513472e-18,2.1040493531813733e-29,2.0906143491452656e-29,5.5631573269174777e-46,9.1703475550546077e-40,0.0,0.0,1.7820382898809382e-18,1.2830541765299234e-32,154.0,0.0,0.99999999998999578,1.0,19.0,5.3981196436038889e-13,4.8064190108027977e-12,2.3290129287782105e-12,2.3290232877669964e-12,8.9037471954548632e-18,1.8496561327260748e-20,1.8020522249028709e-20,1.102762357586366e-20,1.4173226501810921e-17,1.7742016341419048e-29,3.4730326639261008e-23,4.9942128429752493e-23,7.7036667125954777e-31,7.7036666787130311e-31,2.9180921517425982e-39,4.3721089650906743e-30,4.7015254578893254e-40,2.5365574229845188e-24,4.3099352003681311e-71,4.0326564738541234e-71,4.0326564739095425e-71,1.9025655741913778e-34,1.5649368547867507e-36,1.8353011277326519e-29,1.835658389107201e-34,4.2399412994136727e-37,7.2032464915241491e-42,7.5439310390604354e-51,9.8586339601707526e-60,1.7981503280726708e-60,7.4833909460744114e-70,8.943048319206815e-74,1.7622576397078271e-70,1.0142348162850033e-62,7.2618255536208632e-69,2.746597814426517e-30,3.2178000319833849e-31,2.1904697059360468e-39,1.3942598504222319e-39,6.6984570264388694e-40,1.467759632909448e-43,3.2072267025354245e-48,1.9311027813849364e-48,5.6632421732393174e-54,1.0600476862527792e-62,3.4242725943736157e-54,2.0914148523470734e-62,1.3287163000466129e-62,1.2472855951638281e-62
7.166100271746645e-18,0.6215743531915279,1.7175380390921087e-17,8.3896686907920508e-29,8.3627976988198426e-29,4.4508182193849344e-45,7.3366263392544901e-39,0.0,0.0,3.5641833251326025e-18,5.132439015460997e-32,154.0,0.0,0.99999999997999089,1.0,19.0,1.0796532169695315e-12,9.6130517937722965e-12,4.6581521842881554e-12,4.658172883638425e-12,3.5616288745582499e-17,7.3989250942316741e-20,7.0270000052341752e-20,4.411218140241947e-20,5.6694975324931604e-17,1.3135272459736214e-28,1.3892695809191301e-22,1.9977663823996675e-22,6.1632258194836316e-30,6.1632257652696851e-30,4.6691153301790346e-38,3.4978395268005431e-29,7.522793602517309e-39,1.0146642540107944e-23,5.5173886045480328e-69,5.1624286332244979e-69,5.1624286333663873e-69,1.5221248249884847e-33,1.2520089010009257e-35,1.2190391297272265e-28,1.4678899307575361e-33,3.3920562281108975e-36,1.1525590407791196e-40,2.4141456042435074e-49,6.3097609199006377e-58,1.1508591247175802e-58,9.5791022501594264e-68,1.1447535751976895e-71,2.2553792570676919e-68,6.4913449072909055e-61,4.6482595216218608e-67,2.1973739619721321e-29,1.2871723582849419e-30,1.7524588168234496e-38,1.1154522530840337e-38,5.3585375800436287e-39,1.6521749559391836e-42,4.7077730373309616e-47,2.8230387948340573e-47,1.2678162037352385e-52,4.7328009352166531e-61,7.6658353956487946e-53,9.3352278271866042e-61,5.9197527250323473e-61,5.5691114349184617e-61
1.4332394941677695e-17,0.6215743531915279,3.4351226876771209e-17,3.3505616268919277e-28,3.3451871516272963e-28,3.5607842910815115e-44,5.8694404105166475e-38,0.0,0.0,7.1285035715352759e-18,2.0530281507411571e-31,154.0,0.0,0.99999999995998123,1.0,19.0,2.1593357221468666e-12,1.9226176337544717e-11,9.3164305838185128e-12,9.3164719162320419e-12,1.4246685925793935e-16,2.9596298516122661e-19,2.6754639801567997e-19,1.7645145308894909e-19,2.2678261421253975e-16,9.136296108078357e-28,5.5571912743580296e-22,7.991227755734018e-22,4.9306974846121158e-29,4.9306973978699169e-29,7.4705518128083383e-37,2.7983161322136451e-28,1.2036680651815767e-37,4.0587395730046523e-23,7.0625960658238695e-67,6.6082255218571285e-67,6.6082255222203823e-67,1.2177289370239045e-32,1.0016308669821269e-34,7.2579203914638853e-28,1.1732109683010508e-32,2.7136168534810784e-35,1.8440805007345922e-39,7.7252180051968567e-48,4.0382245332166414e-56,7.3654576772666189e-57,1.226118717888858e-65,1.4652773439738321e-69,2.8858579165293652e-66,4.1544378046134539e-59,2.9750219614167827e-65,1.757927131374988e-28,5.1487939506671502e-30,1.4020001096916442e-37,8.9236925680809185e-38,4.2861600976520334e-38,2.0862480070839531e-41,6.461147033559617e-46,3.849595347921381e-46,3.1855735874884734e-51,2.3720126187839979e-59,1.9261531856326228e-51,4.6763591063526131e-59,2.9543884734500513e-59,2.7915083142023576e-59
2.1498689611608746e-17,0.621574353191528,5.1527073490331968e-17,7.1166273733715234e-28,7.1085652543180208e-28,1.0571202178053911e-43,1.6783033986976532e-37,0.0,0.0,1.0692853993837273e-17,4.362726937584474e-31,154.0,0.0,0.99999999993997157,1.0,19.0,3.2390182272832514e-12,2.8839159861219285e-11,1.3974708871859356e-11,1.3974770797517853e-11,3.0274213345485008e-16,6.2892504819994472e-19,5.4975936654055605e-19,3.7496031507476496e-19,4.8191314678314208e-16,2.4199174523720993e-27,1.1809101964408983e-21,1.6981460072417616e-21,1.4098798730938762e-28,1.4098798411672167e-28,2.7496353450304613e-36,8.0014479796809679e-28,4.4303060775062197e-37,8.6248731744341585e-23,3.6440447602327325e-66,3.4096059539330873e-66,3.409605954156107e-66,3.4819655219577218e-32,2.8640556730601181e-34,1.7825629613400044e-27,3.3528183184545167e-32,7.7591434921050369e-35,6.787371622813424e-39,3.5270303501476228e-47,2.2187088538179434e-55,4.046780016648752e-56,7.9101136752260625e-65,9.4530092348347034e-69,1.8615688923111396e-65,2.2825595733983177e-58,1.4763584684338756e-64,5.0265809250836614e-28,1.0941252275580258e-29,4.0088681409424804e-37,2.5516113520347176e-37,1.2254546387085293e-37,7.2208647971294091e-41,2.2176468597175511e-45,1.3176492602810461e-45,1.3772581038074772e-50,1.24218451629012e-58,8.3275742506516869e-51,2.4484925563241558e-58,1.5448025411697142e-58,1.461933784301396e-58
3.5831278951470846e-17,0.6215743531915278,8.5878767228295993e-17,1.9666643608008146e-27,1.9653204416561231e-27,4.9518655630583991e-43,7.7129131576045837e-37,0.0,0.0,1.7821675542038274e-17,1.2061839235652441e-30,154.0,0.0,0.99999999989995225,1.0,19.0,5.3983832373922215e-12,4.8064562844726351e-11,2.3291265001983209e-11,2.3291368007813534e-11,8.3698522695045227e-16,1.7388022807384343e-18,1.4009808452449779e-18,1.0366518762452763e-18,1.3323358064821553e-15,9.1465404930445752e-27,3.2648878836316103e-21,4.694900660893567e-21,6.4793290743945183e-28,6.4793288287574738e-28,2.1155009225149854e-35,3.6771440390418712e-27,3.4086952375767349e-36,2.384537339100466e-22,2.4565310210013234e-64,2.2984906497292187e-64,2.2984906499831575e-64,1.6001938291432909e-31,1.3162227477966029e-33,5.8631404335279857e-27,1.5382756554305649e-31,3.5656280423477663e-34,5.2220059894188377e-38,4.5911802735013925e-46,4.946792018222707e-54,9.0226260018480761e-55,3.0596034582316126e-63,3.6563944064033273e-67,7.196085913836073e-64,5.0891527462881803e-57,4.6694809787457731e-63,2.3100146532846794e-27,3.0249514702018951e-29,1.8423392860115625e-36,1.1726026993260222e-36,5.6300146816401401e-37,5.0610257866793362e-40,1.3860206241306078e-44,8.1796261263137475e-45,1.6217895303552853e-49,2.4903310132499334e-57,9.8061301394885448e-50,4.9045536791565262e-57,3.0747945831936193e-57,2.9315132026518794e-57
4.8730609357346735e-17,0.621574353191528,1.1679529200509983e-16,3.501488645925323e-27,3.4996605948350906e-27,1.1427032201056647e-42,1.7361728900679656e-36,0.0,0.0,2.423771243450171e-17,2.1478741039280073e-30,154.0,0.0,0.99999999986393484,1.0,19.0,7.3418117463579815e-12,6.5366969915680839e-11,3.1676165158869598e-11,3.1676305083697314e-11,1.4904109947630703e-15,3.0962975290695304e-18,2.366022291892672e-18,1.8459629756033518e-18,2.3724766826996903e-15,1.8573535468727562e-26,5.8138097695318924e-21,8.3602437267954532e-21,1.4584936385119005e-27,1.4584935708637721e-27,5.8260486140337452e-35,8.2771702058315351e-27,9.3876421660350086e-36,4.2461631660735319e-22,1.4048268338425958e-63,1.3144476156031567e-63,1.314447615761425e-63,3.6020293194092458e-31,2.9628106642682445e-33,1.1166385028758008e-26,3.4594506812717557e-31,8.0259470660516702e-34,1.4381267417784879e-37,1.5009518707938494e-45,1.8673483543157102e-53,3.405921662315699e-54,1.3004833835004113e-62,1.5541507553483231e-66,3.0582570395699405e-63,1.921087679836487e-56,2.1412501519484203e-62,5.199792082495033e-27,5.386553076965103e-29,4.1470957979120694e-36,2.6394836415982166e-36,1.2670937882008031e-36,1.3568438305866065e-39,3.4861637871243588e-44,2.0516643708973124e-44,5.1744736913950485e-49,9.2021201729847501e-57,3.1287390076272849e-49,1.8118250183310989e-56,1.1336629425561291e-56,1.0833065971738998e-56
6.162993976322262e-17,0.6215743531915279,1.4771181721867064e-16,5.4653389126256442e-27,5.4630264606414037e-27,2.2002214854550792e-42,3.2814845842240608e-36,0.0,0.0,3.0653852527748021e-17,3.3528873034872563e-30,154.0,0.0,0.99999999982791743,1.0,19.0,9.2852402551836936e-12,8.26688947427201e-11,4.0061064934465294e-11,4.0061241755287703e-11,2.3265322695646004e-15,4.8333694311328554e-18,3.5083804979832324e-18,2.8815610998320192e-18,3.7034372267135445e-15,3.1840315819065801e-26,9.0754503092755829e-21,1.3050474126233337e-20,2.7566517872643897e-27,2.7566516349039091e-27,1.3121681632745379e-34,1.5644289317308335e-26,2.1143663842497849e-35,6.6283289006968859e-22,4.3379284612315657e-63,4.0588488131037287e-63,4.0588488136856618e-63,6.8080815024725751e-31,5.5999129513069539e-33,1.8212857440435427e-26,6.5322616840234688e-31,1.5169061581120205e-33,3.2390029270306142e-37,3.9745153218413872e-45,5.7476658509988012e-53,1.0483368044647082e-53,4.6084339845870168e-62,5.5073368477970077e-66,1.0834932884660043e-62,5.913074726618394e-56,6.1985852995052902e-62,9.8278819563958721e-27,8.4084955008360325e-29,7.838291134105786e-36,4.9887255728908136e-36,2.394457721897721e-36,2.9959283190911518e-39,7.1708549132534152e-44,4.2098254454580549e-44,1.3431859619908482e-48,2.7770240615778838e-56,8.1215568758000601e-49,5.4658441890057312e-56,3.4112027477243912e-56,3.26949815268925e-56
7.452927016909852e-17,0.621574353191528,1.7862834284481412e-16,7.834449747525869e-27,7.8316525897165044e-27,3.7409421702250339e-42,5.4848823944937511e-36,0.0,0.0,3.7070090105071675e-17,4.8066411750437381e-30,154.0,0.0,0.99999999979190002,1.0,19.0,1.1228668763877115e-11,9.9970364051061803e-11,4.8445964349891675e-11,4.8446178068036402e-11,3.3352243467262921e-15,6.9289915656454887e-18,4.7951801227307642e-18,4.1309080815683455e-18,5.3091006588351137e-15,4.88687049201263e-26,1.3010329130554215e-20,1.8708819106830755e-20,4.6076431599494774e-27,4.6076428671225546e-27,2.5218956439389092e-34,2.6148668568129898e-26,4.063735817794011e-35,9.5021997404646015e-22,1.3369359175610745e-62,1.2509244475033236e-62,1.2509244476923553e-62,1.1379464202982191e-30,9.3600508503059514e-33,2.6910928879145424e-26,1.0908585217815018e-30,2.5353721271416434e-33,6.2251217082127833e-37,8.6816932651918706e-45,1.4128770045053726e-52,2.5769956561881777e-53,1.2641772843932951e-61,1.5107634164591353e-65,2.9716476105896681e-62,1.4535374407836928e-55,1.6449262623829557e-61,1.642682660460654e-26,1.205419974045108e-28,1.3101417063086286e-35,8.3383528315459255e-36,4.0015709801349642e-36,5.6793680066878495e-39,1.275031909581013e-43,7.4708374116072976e-44,2.8935747604388654e-48,6.7327764634602749e-56,1.7495962793288983e-48,1.3247649948631452e-55,8.249078556295901e-56,7.9273702781697746e-56
1.003279309808503e-16,0.621574353191528,2.4046139503796542e-16,1.3496860867099693e-26,1.3493093455281754e-26,8.2713576843462622e-42,1.1709611611036428e-35,0.0,0.0,4.9902787570366983e-17,8.281409834101856e-30,154.0,0.0,0.99999999971986542,1.0,19.0,1.5115525780962274e-11,1.3457226389978021e-10,6.5215762359385359e-11,6.5216049931576359e-11,5.746140143401744e-15,1.193790263062973e-17,7.6418102458642261e-18,7.1170430874943154e-18,9.1468618748838767e-15,9.1746347341070479e-26,2.2415394241361663e-20,3.2233276216896836e-20,9.8368028058610297e-27,9.8368020486438454e-27,6.5213106951609708e-34,5.5823819032124225e-26,1.0508611349502865e-34,1.637126585875047e-21,8.4422486645804384e-62,7.899118507860312e-62,7.8991185091343611e-62,2.4293899942902452e-30,1.9982662063578428e-32,4.8079181866384852e-26,2.3254572988015632e-30,5.4124544996963661e-33,1.6097330685501015e-36,2.6734237160980848e-44,5.1122955528902473e-52,9.3244944857724377e-53,5.3167066911914637e-61,6.3537784106463448e-65,1.2494012150026964e-61,5.2594197907826303e-55,7.7945824486781966e-61,3.506902055244807e-26,2.0768085378355376e-28,2.7970055406926518e-35,1.780103388143386e-35,8.540560934262932e-36,1.4448942659653069e-38,2.9399220571311278e-43,1.7181021817046001e-43,8.7640849312033203e-48,2.3957466215368015e-55,5.2991926157361017e-48,4.7117066239038445e-55,2.9235803643023696e-55,2.821162316329511e-55
1.2612659179260209e-16,0.6215743531915279,3.0229444875615318e-16,2.0657280488444655e-26,2.065254126650046e-26,1.5496438380462148e-41,2.1292673228868788e-35,0.0,0.0,6.273584537649133e-17,1.2675660907644605e-29,154.0,0.0,0.99999999964783071,1.0,19.0,1.9002382797558432e-11,1.6917248006539016e-10,8.1985559037547881e-11,8.1985920621745916e-11,8.7949102070719352e-15,1.8272160058903253e-17,1.0869327236679e-17,1.0893253726838949e-17,1.3999976829469653e-14,1.4911036623615143e-25,3.4309021877484186e-20,4.9336277784164734e-20,1.7887169585433056e-26,1.7887167981879863e-26,1.381008269322417e-33,1.0150848117592345e-25,2.2254492752310995e-34,2.5057874117399793e-21,3.0306453124630853e-61,2.8356694342728664e-61,2.8356694347845936e-61,4.4175877647278054e-30,3.6336325768382714e-32,7.5363858430266451e-26,4.2227647063625937e-30,9.8414843533908735e-33,3.408895219115147e-36,6.486133530375898e-44,1.4016719804039397e-51,2.5565585662564946e-52,1.6285279752430393e-60,1.9461889258114939e-64,3.8260394472337687e-61,1.442010054876449e-54,2.4264401174702991e-60,6.3768532385401514e-26,3.1787647982155392e-28,5.0860534205927266e-35,3.2368553281619857e-35,1.5526069038450262e-35,3.0261004551229687e-38,5.6479899158639255e-43,3.2940543342814305e-43,2.1025877855559082e-47,6.4953790333319805e-55,1.2713269567113346e-47,1.2769316404884881e-54,7.8998917544202807e-55,7.6495450067029929e-55
1.5192525260435388e-16,0.621574353191528,3.6412750410281697e-16,2.9417315507943608e-26,2.9411602461868542e-26,2.6226524868581644e-41,3.5222256647422133e-35,0.0,0.0,7.556928796454004e-17,1.8051789503640575e-29,154.0,0.0,0.99999999957579622,1.0,19.0,2.2889239813632423e-11,2.0377089842915808e-10,9.8755354294079106e-11,9.875579015623418e-11,1.2524767804523098e-14,2.6021658051738505e-17,1.4406311961451456e-17,1.5513106733329447e-17,1.9937265410366842e-14,2.2216168336061036e-25,4.8860005407640713e-20,7.0260547413231276e-20,2.9588883292612756e-26,2.9588880258971362e-26,2.6126161532160653e-33,1.6791300199736338e-25,4.2102524787630088e-34,3.56853041901673e-21,9.2303943577236294e-61,8.6365590369890035e-61,8.6365590386853446e-61,7.3075606687202345e-30,6.0107403574338711e-32,1.0918126929269023e-25,6.9754986530058118e-30,1.6278931476727895e-32,6.4489849180228776e-36,1.3849166714949952e-43,3.3401638750913931e-51,6.0922419141139003e-52,4.2900436938008225e-60,5.126865747810418e-64,1.0076519583252879e-60,3.4362890289797878e-54,6.4388275743310962e-60,1.0548444405210398e-25,4.5269275878348506e-28,8.4133275764187234e-35,5.3542726775617962e-35,2.5676397119530874e-35,5.6759126747050558e-38,9.7547203119225337e-43,5.679585898286571e-43,4.4496933727940705e-47,1.5338229831856462e-54,2.6905012237156633e-47,3.0141412056684462e-54,1.8592273702158634e-54,1.8065518273922937e-54
2.0352257422785743e-16,0.6215743531915279,4.8779361977333573e-16,5.1826371213430294e-26,5.1818702102064541e-26,6.237141428708514e-41,8.1246640227070739e-35,0.0,0.0,1.0123734916852486e-16,3.1805191234838127e-29,154.0,0.0,0.99999999943172713,1.0,19.0,3.0662953844184479e-11,2.7296224097065411e-10,1.3229494046214658e-10,1.3229552608969961e-10,2.206592575466268e-14,4.5846116754422991e-17,2.2029611514778103e-17,2.733113529908282e-17,3.5125139656677241e-14,4.1660451251805355e-25,8.6083778967573192e-20,1.2378821016579204e-19,6.8252210885400367e-26,6.8252201691735198e-26,7.9176379619261833e-33,3.8731123648569607e-25,1.2760272002871522e-33,6.2871992953320506e-21,7.6474778858445188e-60,7.1554791608294432e-60,7.1554791629320167e-60,1.6856260689098657e-29,1.3864880661145501e-31,1.9678186582045963e-25,1.6034195146296133e-29,3.754567545999068e-32,1.9543698960181206e-35,5.5645081130895837e-43,1.8026982548184931e-50,3.2880048305465034e-51,3.1610382638616209e-59,3.7776474697644738e-63,7.4166996618065609e-60,1.854577569615327e-53,3.8466913707125335e-59,2.4331236978150683e-25,7.9757459772880458e-28,1.9406882531945823e-34,1.2349923345983472e-34,5.9188397589705141e-35,1.6951319722467531e-37,2.4081304708499899e-42,1.3980296055606992e-42,1.7570466825936617e-46,8.1083815706587904e-54,1.0623958817443727e-46,1.5909724150405447e-53,9.7060153694858179e-54,9.5537984360800931e-54
2.55119895851361e-16,0.6215743531915279,6.1145974205942062e-16,8.0733755537844634e-26,8.0724117014016919e-26,1.2181162059065778e-40,1.5607624869258897e-34,0.0,0.0,1.2690697352144982e-16,4.9547820228846262e-29,154.0,0.0,0.99999999928765793,1.0,19.0,3.8436667872615272e-11,3.4214628126802649e-10,1.6583452085495381e-10,1.6583525807019644e-10,3.4373499515376055e-14,7.1419873783112691e-17,3.0168524411100296e-17,4.2576073746449181e-17,5.4716669692645408e-14,6.7534553800838588e-25,1.3410286833535149e-19,1.9283948705139718e-19,1.3111369503728586e-25,1.311136734154339e-25,1.8620698784649895e-32,7.4401177050252897e-25,3.001153150558644e-33,9.7943130101363884e-21,3.297730959406599e-59,3.0855722054696418e-59,3.0855722065552961e-59,3.2381217037524898e-29,2.6634680132412738e-31,3.1091920063621186e-25,3.0701314375220079e-29,7.2117462417754975e-32,4.5962435674338112e-35,1.5911079741448621e-42,6.2221538162417286e-50,1.1348806296639969e-50,1.3069134541007893e-58,1.5618495081972013e-62,3.0641871751027833e-59,6.4012199079645641e-53,1.3840384418899284e-58,4.6739482328046112e-25,1.2424760052599796e-27,3.728094831840019e-34,2.3723169479365521e-34,1.136317699036109e-34,3.95178595343893e-37,4.8291699174113221e-42,2.7981557003431095e-42,4.9755187814834752e-46,2.7687776027393397e-53,3.0084404769924499e-46,5.4265808797377522e-53,3.2837102019451393e-53,3.2632769399289473e-53
3.583145390983681e-16,0.6215743531915279,8.5879200649148564e-16,1.5805649480199647e-25,1.580428602011241e-25,3.4065461575792895e-40,4.2929444893231906e-34,0.0,0.0,1.7825091479280472e-16,9.7010116926870718e-29,154.0,0.0,0.99999999899952041,1.0,19.0,5.3984095923108822e-11,4.8049244454201491e-10,2.329136643033148e-10,2.3291471113587042e-10,6.7291905818570215e-14,1.3982670406356713e-16,4.7023832814679294e-17,8.3352431083212391e-17,1.071170825102558e-13,1.3859926046455096e-24,2.6254852768835473e-19,3.7754381175727191e-19,3.6063373186074902e-25,3.6063364698256087e-25,7.3095258529043094e-32,2.0463078990974608e-24,1.1782929675912551e-32,1.9175447703750864e-20,4.035317773097233e-58,3.7757065714588416e-58,3.7757065735877306e-58,8.9066161782283435e-29,7.3259814190873157e-31,6.188482999064637e-25,8.380653286545137e-29,1.9830798294347909e-31,1.8042046208624087e-34,9.1044096659151471e-42,5.3159015645622649e-49,9.695863069097299e-50,1.7102155728978151e-57,2.0438317501403481e-61,3.9993770513251834e-58,5.4688884159382706e-52,1.1538739490570927e-57,1.285508852991465e-24,2.4325368658085557e-27,1.0254272959189156e-33,6.5243556188913239e-34,3.1209958370830837e-34,1.5322385351345513e-36,1.4037694813118914e-41,8.1126688312177147e-42,2.8052296945397117e-45,2.3221685674452577e-52,1.6961779406461867e-45,4.5349208923518669e-52,2.6754883346007023e-52,2.7394041511539184e-52
