Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961)
6.954501999967596e-17,0.49022193198830466,1.4951912623598058e-16,7.3162996682521695e-27,7.3134888880483093e-27,3.7496169432616219e-42,5.7459176503014559e-36,0.0,0.0,4.0534214566027378e-17,5.8575063833922357e-30,154.0,0.0,0.99999999979457677,1.0,19.0,1.0059513527686264e-11,8.5767618290169362e-11,5.4794685291552895e-11,5.4794872526783899e-11,2.565226467716248e-15,8.9111361629776181e-18,6.4190011839436814e-18,5.3259840107228439e-18,4.0574989999533968e-15,5.985322368489476e-26,1.6417090274867349e-20,1.8133416467273924e-20,3.8930555497018192e-27,3.8930552713592755e-27,2.397620761518815e-34,1.7064841872490453e-26,3.8580467134789929e-35,1.1971124927476854e-21,1.3007133943766717e-62,1.2174713273881434e-62,1.2174713275302138e-62,1.6137328363674232e-30,1.0069426104347491e-32,3.4172694843140654e-26,1.5307625414794583e-30,2.6664353058418567e-33,5.6988920723049796e-37,6.9798905047427879e-45,1.2749051757090942e-52
9.272674573661434e-17,0.49022193198830477,1.9935895040537764e-16,1.2442089812260221e-26,1.2438340074579858e-26,8.2000869674070013e-42,1.2022394367546813e-35,0.0,0.0,5.4046523870853825e-17,9.9622058684312676e-30,154.0,0.0,0.99999999972610221,1.0,19.0,1.3412692282875709e-11,1.1435441092972205e-10,7.3059618392051948e-11,7.3059867730187584e-11,4.3627227583147915e-15,1.5155518574001304e-17,1.0191585244528925e-17,9.0580402985122184e-18,6.9006551475178946e-15,1.1175129652134271e-25,2.7921194189208737e-20,3.084021658119098e-20,8.1455822093552039e-27,8.145581513870338e-27,5.9908342015194629e-34,3.570504756116972e-26,9.640144384953132e-35,2.0359765560830188e-21,5.9792048913261418e-62,5.5965522851611357e-62,5.5965522858978371e-62,3.3764747662248812e-30,2.1068628030736281e-32,6.0543114162753486e-26,3.1990768835723646e-30,5.5788477935879999e-33,1.4239542539551368e-36,2.0335551803136964e-44,4.248915241640113e-52
1.1590847147355273e-16,0.49022193198830466,2.4919877605265477e-16,1.9007674597186005e-26,1.9002984233303029e-26,1.5384658661005539e-41,2.1886325652191519e-35,0.0,0.0,6.7559301443704522e-17,1.5220185014205943e-29,154.0,0.0,0.99999999965762765,1.0,19.0,1.6765871037651363e-11,1.4293987581542752e-10,9.1324549731968101e-11,9.1324861300107391e-11,6.6651655269156606e-15,2.3154216026315159e-17,1.4546515165342931e-17,1.3838535082228778e-17,1.0542500945050383e-14,1.828328464386076e-25,4.2657298979527948e-20,4.7116905806211402e-20,1.4828730768947065e-26,1.4828729293437909e-26,1.2709844166458351e-33,6.4999080120437204e-26,2.0452473647059639e-34,3.1105138764823369e-21,2.2075355943922363e-61,2.0662594115656977e-61,2.0662594118612488e-61,6.1467520810480215e-30,3.8354657672044564e-32,9.5106438795006722e-26,5.8167895798534512e-30,1.0155656059669052e-32,3.0209792399126288e-36,4.9372359120718219e-44,1.1632347713752341e-51
1.6227192294742948e-16,0.4902219319883046,3.4887843187368028e-16,3.6548670277198434e-26,3.6542091138307555e-26,4.2096425074205341e-41,5.7786414730166205e-35,0.0,0.0,9.4586290807276705e-17,2.9268683404898017e-29,154.0,0.0,0.99999999952067875,1.0,19.0,2.3472228545935289e-11,2.001067392834062e-10,1.2785440701946986e-10,1.2785484414820456e-10,1.2816471434558129e-14,4.4524744258341101e-17,2.4328841410941305e-17,2.6610532474630331e-17,2.0272214045768445e-14,3.8543034698165317e-25,8.202852517806858e-20,9.0604185749969535e-20,3.9152255492796432e-26,3.9152250087447905e-26,4.6560514866072914e-33,1.7161229483868122e-25,7.492970322474918e-34,5.9814118351826204e-21,2.7062710206725077e-60,2.5330771563408585e-60,2.5330771569483015e-60,1.6229281609880743e-29,1.0126769702683692e-31,1.8933619023984198e-25,1.530776020156693e-29,2.6810851758282648e-32,1.1066780597613222e-35,2.5539181213279143e-43,8.6880612934420939e-51
2.0863537442130623e-16,0.49022193198830477,4.4855809369715873e-16,5.9937441042259828e-26,5.9928960978840212e-26,8.8746592584208435e-41,1.1980577731243655e-34,0.0,0.0,1.216151820553174e-16,4.8001838195627322e-29,154.0,0.0,0.99999999938372974,1.0,19.0,3.0178586052538581e-11,2.5726821084090139e-10,1.643842571563284e-10,1.6438482167814776e-10,2.1018327761097889e-14,7.3020458622526085e-17,3.5160459197035523e-17,4.3640427986155719e-17,3.3245346930004513e-14,6.6837516587515938e-25,1.3452661676156541e-19,1.4859066520748588e-19,8.1172462981129124e-26,8.1172448946258429e-26,1.2089239939071271e-32,3.5578680457049151e-25,1.9456307632064569e-33,9.8095036315001332e-21,1.3491201855140629e-59,1.2627802251932628e-59,1.2627802255566814e-59,3.3647431911239597e-29,2.0995338769086118e-31,3.1685083977579332e-25,3.1643014787400872e-29,5.5579828252502415e-32,2.8734208716720265e-35,8.2229187298824663e-43,3.4312616305678307e-50
3.0136227736905975e-16,0.49022193198830466,6.4791743534893946e-16,1.2425586194739368e-25,1.2424352601302711e-25,2.7071965855126848e-40,3.5998197351724368e-34,0.0,0.0,1.7567866940246145e-16,9.9522028043767137e-29,154.0,0.0,0.99999999910983228,1.0,19.0,4.3591301060703958e-11,3.71574983120239e-10,2.374439359811864e-10,2.3744476262327729e-10,4.3571829791174404e-14,1.513843860838638e-16,5.8134862207190887e-17,9.0470920290776275e-17,6.8918927056023824e-14,1.4760610888886085e-24,2.7889785316220097e-19,3.0805506997471289e-19,2.4389986071236632e-25,2.4389979851348002e-25,5.3575227616297755e-32,1.0689758985520663e-24,8.6236587034457534e-33,2.0336864648572822e-20,2.0545068192656729e-58,1.9230240781656945e-58,1.9230240790772374e-58,1.0110118602398947e-28,6.3084948229896381e-31,6.717076683795727e-25,9.4420298672857668e-29,1.6696027035897409e-31,1.2733730662064291e-34,5.4957742985723467e-42,3.5435688756325702e-49
4.868160832645668e-16,0.4902219319883046,1.0466361906712136e-15,3.2305579779061787e-25,3.2303542109035997e-25,1.1748119559923978e-39,1.5476794883200858e-33,0.0,0.0,2.8382846331917244e-16,2.5878960694730414e-28,154.0,0.0,0.99999999856203858,1.0,19.0,7.0416731056870083e-11,6.0012386168711791e-10,3.835632078364954e-10,3.8356459142545723e-10,1.1327139281200403e-13,3.9360120923093024e-16,1.0596548399523067e-16,2.3520661666640106e-16,1.7916490761190648e-13,4.0583643736443528e-24,7.2513925615951916e-19,8.0094804578161772e-19,1.0486039061396215e-24,1.0486034475888752e-24,3.9495497515056509e-31,4.5952893120360425e-24,6.3595771118179173e-32,5.2876203076514594e-20,7.1905849632389798e-57,6.7304075642298423e-57,6.7304075703852771e-57,4.3466957505918356e-28,2.7122252178681192e-30,1.7806657090230745e-24,3.9979668829011436e-28,7.1742371476428398e-31,9.3868372467447299e-34,7.2142163852620167e-41,8.560494206751003e-48
8.577236950555808e-16,0.49022193198830466,1.8440739893880653e-15,1.0013067378687089e-24,1.0012680505875565e-24,6.6434255463049555e-39,8.7151746725948301e-33,0.0,0.0,5.0021932726045538e-16,8.0232966470855838e-28,154.0,0.0,0.99999999746645551,1.0,19.0,1.2406759096854468e-10,1.0569630930945889e-09,6.7580140837522047e-10,6.7580404302543738e-10,3.509881814215268e-13,1.2199850063504147e-15,2.028699233815188e-16,7.2891299407257735e-16,5.5516899316466154e-13,1.3090406616318049e-23,2.2476121751822105e-18,2.4825828351142261e-18,5.9048082751237547e-24,5.9048034328104175e-24,4.1703098431663588e-30,2.5869713367760932e-23,6.7200349388748153e-31,1.6389293756820953e-19,4.4858932473638398e-55,4.1988087150628455e-55,4.198808722677511e-55,2.4477085371858748e-27,1.5272855658713933e-29,5.5950595999640741e-24,2.1817121265471558e-27,4.0352589775212865e-30,9.9105566396465048e-33,1.4658318649872206e-39,3.4032776182089533e-46
1.2286313068465948e-15,0.49022193198830466,2.641512172200975e-15,2.0537602889941409e-24,2.0536991309991776e-24,1.8945686165007132e-38,2.4826335579692976e-32,0.0,0.0,7.1673189260085012e-16,1.6460036421528461e-27,154.0,0.0,0.999999996370879,1.0,19.0,1.7771845077267595e-10,1.5134578006781051e-09,9.6803915135535222e-10,9.6804322147168952e-10,7.1972781842688071e-13,2.5022984108250869e-15,2.9999415947874429e-16,1.4948517057750875e-15,1.1384160193523246e-12,2.727888340148843e-23,4.61007110188355e-18,5.0920130501213293e-18,1.6820612139858271e-23,1.6820593729609207e-23,1.5854356848178395e-29,7.367915958513648e-23,2.5558922144734494e-30,3.3616035753150709e-19,3.6668631034684529e-54,3.4321942272389191e-54,3.4321942344145766e-54,6.9726949319345521e-27,4.350672209185762e-29,1.1537457692466733e-23,6.0777222590496623e-27,1.1485492257568482e-29,3.7675024591792525e-32,7.1564185727468237e-39,2.0603632355856941e-45
1.5995389186376088e-15,0.49022193198830466,3.438950739109329e-15,3.4804179819852242e-24,3.4803285327258586e-24,4.0812596786764189e-38,5.3450885301274304e-32,0.0,0.0,9.333661591898589e-16,2.7899894810245904e-27,154.0,0.0,0.99999999527530858,1.0,18.999999999999993,2.3136931046926432e-10,1.9696082320100749e-09,1.2602764367825404e-09,1.2602821273286337e-09,1.2193961515718991e-12,4.2405357789672178e-15,3.9688701183574724e-16,2.5329095162544163e-15,1.9287570626406493e-12,4.6623721928536482e-23,7.8125146197246343e-18,8.629234147655623e-18,3.6214590554212911e-23,3.6214541572317067e-23,4.2179356937843337e-29,1.5860189928869596e-22,6.8025389017826434e-30,5.6967836104429611e-19,1.9421640600490782e-53,1.8178710627187739e-53,1.8178710669140889e-53,1.5012304579992591e-26,9.3669512486840779e-29,1.9606974859320726e-23,1.2816436635796063e-26,2.4708978389659236e-29,1.002263295664083e-31,2.2955995496201833e-38,7.7964057801896417e-45
1.970446530428623e-15,0.4902219319883046,4.2363896901127056e-15,5.2812816077147879e-24,5.2811563302262348e-24,7.5069286161939732e-38,9.8278975569900075e-32,0.0,0.0,1.1501221269397165e-15,4.2344713069929765e-27,154.0,0.0,0.99999999417974439,1.0,18.999999999999989,2.8502017005831018e-10,2.4254146426502604e-09,1.5525132646623714e-09,1.5525207605740286e-09,1.8498959909950325e-12,6.4346915307171418e-15,4.9368758415789314e-16,3.8429695674022545e-15,2.9260383948210773e-12,7.1124863028503457e-23,1.1854941732925686e-17,1.3094241948120133e-17,6.658690121962445e-23,6.6586794181564895e-23,9.2167613312190794e-29,2.91565687960917e-22,1.4870446252455021e-29,8.6444687694369967e-19,7.6753009059057134e-53,7.1841034530399369e-53,7.1841034712933799e-53,2.7603080827162617e-26,1.7222793612977398e-28,2.9802697637486967e-23,2.3091935405995731e-26,4.5397010711243208e-29,2.1899667103016408e-31,5.8600247801047545e-38,2.2887337902939214e-44
2.712261754010651e-15,0.49022193198830466,5.8312687444032922e-15,1.0005633608266049e-23,1.0005407699342399e-23,1.9123913783497202e-37,2.5022828335466753e-31,0.0,0.0,1.5839991656977428e-15,8.0256059622068722e-27,154.0,0.0,0.99999999198863498,1.0,18.999999999999979,3.9232188891377546e-10,3.3359963481474258e-09,2.1369855478002897e-09,2.1369972094182999e-09,3.5030303119778819e-12,1.2190737873998786e-14,6.8725657401233025e-16,7.2786635900614751e-15,5.5408526977601424e-12,1.3559582567111594e-22,2.2459743752264205e-17,2.4807602931098966e-17,1.6953665115663768e-22,1.6953629286863079e-22,3.0847715459775959e-28,7.4209214636414724e-22,4.9810852306473268e-29,1.6377352333345533e-18,6.9754229351552591e-52,6.5290158305960788e-52,6.5290158513024803e-52,7.0281724327443944e-26,4.3850910639403185e-28,5.6569376874308759e-23,5.6517755446104419e-26,1.154094304549763e-28,7.3288528289243742e-31,2.5365802417055258e-37,1.2613516266111435e-43
3.454076977592679e-15,0.4902219319883046,7.426149335070044e-15,1.6226831316657123e-23,1.622645449842879e-23,3.9015156492539473e-37,5.1027066538617304e-31,0.0,0.0,2.0183630083870183e-15,1.3020885159783848e-26,154.0,0.0,0.99999998979755045,1.0,18.999999999999964,4.9962360733907446e-10,4.2452049630699063e-09,2.7214560008130931e-09,2.7214725688301848e-09,5.6783527216110442e-12,1.9770393495334982e-14,8.8081140161899595e-16,1.180099785001753e-14,8.9816282469871971e-12,2.2069127256769312e-22,3.6424470666336686e-17,4.0232064121218394e-17,3.4572187084106509e-22,3.4572097065350346e-22,7.7495905818165856e-28,1.5127673874934338e-21,1.2522850339406597e-28,2.6560249657980388e-18,3.3081894694920739e-51,3.0964748559736386e-51,3.0964748670493359e-51,1.4332287832921779e-25,8.9421528283288055e-28,9.1830179409454957e-23,1.1097817767229377e-25,2.3499745940294649e-28,1.8409827756180131e-30,7.6894691416895944e-37,4.5170835909053895e-43
4.195892201174707e-15,0.4902219319883046,9.0210314621102088e-15,2.3944890632465863e-23,2.3944298134543839e-23,6.9573362487423933e-37,9.095653949441705e-31,0.0,0.0,2.4532136545204002e-15,1.9221864764977776e-26,154.0,0.0,0.99999998760649089,1.0,18.999999999999947,6.0692532533420997e-10,5.1530426383580039e-09,3.3059246237469913e-09,3.3059468396992096e-09,8.3750452132210285e-12,2.9173612227873021e-14,1.0744470836984744e-15,1.7408987833109102e-14,1.3247071176058878e-11,3.2641068736244671e-22,5.3749115824329617e-17,5.936759215718948e-17,6.1625325304270396e-22,6.1625134515697712e-22,1.6423039192933045e-27,2.6955961896662726e-21,2.6558180763780435e-28,3.9193156033833691e-18,1.1904614593678917e-50,1.1142753650668868e-50,1.1142753695018649e-50,2.5548049404149764e-25,1.5939499369743587e-27,1.355774094275714e-22,1.9057847550057842e-25,4.1826470929756762e-28,3.9010623076751765e-30,1.9062727622413758e-36,1.2889901643278376e-42
4.937707424756735e-15,0.4902219319883045,1.0615915125521146e-14,3.3159827396773177e-23,3.315894007874946e-23,1.1317523883562457e-36,1.4790092956093933e-30,0.0,0.0,2.8885511036399977e-15,2.6630087889338728e-26,154.0,0.0,0.99999998541545598,1.0,18.999999999999932,7.1422704289918468e-10,6.0595115029634117e-09,3.8903914166477099e-09,3.8904200231439017e-09,1.1592298142444509e-11,4.0400348387408408e-14,1.2680202854493005e-15,2.4101658379556475e-14,1.8335900845456338e-11,4.5275354311502722e-22,7.44336728082155e-17,8.2214154147384688e-17,1.0020634416218624e-21,1.0020598341919302e-21,3.1049364738133831e-27,4.3816456526420607e-21,5.0249345850810798e-28,5.427606692866402e-18,3.5903052186280891e-50,3.3605361140509476e-50,3.3605361290413468e-50,4.1543563256991191e-25,2.5918561518758477e-27,1.8780344422991118e-22,2.9852165185893765e-25,6.7908885141307778e-28,7.3746066359905507e-30,4.1481781288119034e-36,3.192031837680051e-42
6.421337871920791e-15,0.49022193198830444,1.3805687061445264e-14,5.6080394099074661e-23,5.6078624585762912e-23,2.4865910210895905e-36,3.2468938488836766e-30,0.0,0.0,3.7606864091005572e-15,4.5074187645429136e-26,154.0,0.0,0.99999998103346088,1.0,18.99999999999989,9.2883047673866296e-10,7.8683509421580862e-09,5.059319512524987e-09,5.0593631312487361e-09,1.9585388883551973e-11,6.8324197770397913e-14,1.6552254564222759e-15,4.0737306618390207e-14,3.0978822685889735e-11,7.6730762513336628e-22,1.2588249778716083e-16,1.3904025391523812e-16,2.1998358621430298e-21,2.199825549344068e-21,8.8739466508070048e-27,9.6116876602674335e-21,1.4388523116587977e-27,9.1791885042323788e-18,2.5478592884321672e-49,2.3848038973647767e-49,2.3848039136847049e-49,9.1205327616689148e-25,5.6899236842923768e-27,3.1766273575972037e-22,6.0753437042251528e-25,1.4859138360088962e-27,2.1071550285730681e-29,1.5702436304674482e-35,1.6367024865240752e-41
7.904968319084847e-15,0.49022193198830427,1.6995465142821796e-14,8.4988654497999556e-23,8.4985519368239312e-23,4.6401819637025322e-36,6.054160061574055e-30,0.0,0.0,4.6347689211873859e-15,6.8365187697012848e-26,154.0,0.0,0.99999997665156481,1.0,18.999999999999829,1.1434339088575301e-09,9.6717397707697833e-09,6.2282402888005487e-09,6.2283019007371096e-09,2.9651353722621346e-11,1.0354158634452241e-13,2.0424002299747913e-15,6.1700377061976201e-14,4.6900474382087517e-11,1.1643494938953711e-21,1.9077089561137278e-16,2.1071010746688732e-16,4.1017952301348775e-21,4.1017715914124532e-21,2.033553288576275e-26,1.7908261802955269e-20,3.3031895378795424e-27,1.3910766877856593e-17,1.0821594324186274e-48,1.0129045140209548e-48,1.0129045225227826e-48,1.7006893311807933e-24,1.0609395113981721e-26,4.8134891544579649e-22,1.0542849529899953e-24,2.7616136739541896e-27,4.8276353272675666e-29,4.4356754386418332e-35,5.6900054380688036e-41
9.388598766248903e-15,0.490221931988304,2.0185249369630178e-14,1.1988473137739762e-22,1.1987963570397291e-22,7.7782304919667773e-36,1.0140583321153055e-29,0.0,0.0,5.5107986363161424e-15,9.6515072091260465e-26,154.0,0.0,0.99999997226976722,1.0,18.999999999999762,1.358037339255807e-09,1.1469694399141608e-08,7.3971537458293812e-09,7.3972363391173323e-09,4.1783951775062259e-11,1.4605215944830442e-13,2.4295747691321438e-15,8.6983331474272187e-14,6.6090984533962095e-11,1.6438751406131332e-21,2.6909881635878302e-16,2.9722345922034125e-16,6.8703827390770276e-21,6.8703358835985247e-21,4.0298337930920584e-26,2.9973320688023776e-20,6.5571405729068547e-27,1.9622338301384159e-17,3.5171510176281851e-48,3.2920641836342068e-48,3.2920642155827789e-48,2.8487391279735821e-24,1.7770434967383399e-26,6.7880305789297255e-22,1.6500707491205403e-24,4.6107976099421126e-27,9.564650938607249e-29,1.0391117612669273e-34,1.5677822217128022e-40
1.0872229213412959e-14,0.4902219319883038,2.3375039741849879e-14,1.6076874753650938e-22,1.6076098486738031e-22,1.2087060271340867e-35,1.5745991917078764e-29,0.0,0.0,6.3887755509062383e-15,1.2953583155123007e-25,154.0,0.0,0.99999996788806833,1.0,18.999999999999684,1.5726407679335154e-09,1.3262231190411631e-08,8.5660598839665378e-09,8.5661664539149843e-09,5.5976960108452742e-11,1.9585556235330956e-13,2.8167501147449816e-15,1.1657864346728807e-13,8.8540510136925658e-11,2.2058805535995391e-21,3.6086621017220087e-16,3.9858005353058583e-16,1.0668072225245303e-20,1.0667988307392595e-20,7.2156900028593315e-26,4.6506795853948609e-20,1.1760952682773104e-26,2.6313899270990942e-17,9.6129764303305311e-48,8.9977759395921794e-48,8.9977760380841874e-48,4.4236246838275184e-24,2.7593294119352637e-26,9.0996633031984271e-22,2.4023139980947041e-24,7.1367092180701185e-27,1.7122399385022443e-28,2.143300755084628e-34,3.7071655341151379e-40
1.3839490107741071e-14,0.49022193198830344,2.975463892244132e-14,2.6050108923718966e-22,2.6048542684068867e-22,2.4966742608496055e-35,3.2473765245007276e-29,0.0,0.0,8.1505709641916361e-15,2.1023799985238956e-25,154.0,0.0,0.99999995912496431,1.0,18.999999999999485,2.0018476201273108e-09,1.6831116423622837e-08,1.0903850204986875e-08,1.0904013742808038e-08,9.0519426394880042e-11,3.1733943780098218e-13,3.5910958833281563e-15,1.8867630300939893e-13,1.4317741046929268e-10,3.5773146210186124e-21,5.8471921809321384e-16,6.458219466449692e-16,2.200109654453652e-20,2.200087665074902e-20,1.8897925517585687e-25,9.5766282227504224e-20,3.0914532328743021e-26,4.2636975885653624e-17,5.4612051278011078e-47,5.1117057287371562e-47,5.1117058039562121e-47,9.1238630598070988e-24,5.6906635259420431e-26,1.4731854683939423e-21,4.3913164193288532e-24,1.4622913227970518e-26,4.4822585189153108e-28,7.2102516353871619e-34,1.6178785296588524e-39
1.6806751002069183e-14,0.4902219319883027,3.6134262684432586e-14,3.8418666262155353e-22,3.8415893561646641e-22,4.478194823457336e-35,5.8157411546848036e-29,0.0,0.0,9.9201551325264098e-15,3.1056776140488206e-25,154.0,0.0,0.99999995036225064,1.0,18.999999999999243,2.4310544654390833e-09,2.0378525492383112e-08,1.3241611254703448e-08,1.3241843827412582e-08,1.3322930497656995e-10,4.6799037337188159e-13,4.365435862802621e-15,2.7793336290621826e-13,2.107329625732076e-10,5.2786195842749398e-21,8.6232952211481937e-16,9.5243374058854653e-16,3.9401481530239621e-20,3.9401005451231771e-20,4.0894664286042754e-25,1.7124836898895013e-19,6.7132364989828657e-26,6.2879968840389954e-17,2.0983435722379238e-46,1.9640565983871212e-46,1.9640566329872989e-46,1.6341374955833248e-23,1.0191359043784419e-25,2.1705373740095244e-21,7.0467536404465814e-24,2.602077225501345e-26,9.6951486911964371e-28,1.8928230195742154e-33,5.1407144474464856e-39
1.9774011896397295e-14,0.4902219319883019,4.2513911027660805e-14,5.3182645077947057e-22,5.3178160155388508e-22,7.3044440728138836e-35,9.471713486878224e-29,0.0,0.0,1.1697528027493235e-14,4.3062126039848727e-25,154.0,0.0,0.99999994159992467,1.0,18.999999999998956,2.8602613038690006e-09,2.3904587668833175e-08,1.5579343035958243e-08,1.5579656767526339e-08,1.840574334133773e-10,6.478055296513638e-13,5.1397701359473118e-15,3.8429002720929575e-13,2.9112940469728286e-10,7.3097633304183341e-21,1.193696726314862e-15,1.3184133890151287e-15,6.4169976244838701e-20,6.4169069229219999e-20,7.7874364890482983e-25,2.7848260573531677e-19,1.2827196979601726e-25,8.7042850364695756e-17,6.4029946102226992e-46,5.9932249117453019e-46,5.9932250328221548e-46,2.661638816875601e-23,1.659787121384886e-25,3.0015546301306072e-21,1.0379191250421316e-23,4.2110782522831733e-26,1.8454129167712167e-27,4.2219065000188466e-33,1.3370399782230648e-38
2.2741272790725407e-14,0.49022193198830105,4.8893583951963721e-14,7.0342143674554189e-22,7.0335351501964297e-22,1.1127524334722117e-34,1.4407320432943967e-28,0.0,0.0,1.3482689620777149e-14,5.7049470865631581e-25,154.0,0.0,0.99999993283798416,1.0,18.999999999998622,3.2894681354172285e-09,2.7409431432694306e-08,1.7917045551593022e-08,1.7917452622735588e-08,2.4295495062377214e-10,8.5678206742813256e-13,5.9140987645572919e-15,5.076867113980118e-13,3.8428945175836911e-10,9.6707137488035416e-21,1.5788204361745829e-15,1.7437588456464573e-15,9.7607322830560179e-20,9.7605745328771236e-20,1.3537675829976927e-24,4.2296462076353538e-19,2.2373420594359789e-25,1.1512559279670719e-16,1.6723526142160462e-45,1.5653279200357888e-45,1.5653279555502532e-45,4.0489337139267088e-23,2.5246656581881132e-25,3.9657714724246558e-21,1.4391234801075317e-23,6.3652927211861e-26,3.2066934642277964e-27,8.4024733110087752e-33,3.0335320668055765e-38
2.570853368505352e-14,0.4902219319883,5.5273281457179772e-14,8.9897260345914313e-22,8.9887476637971271e-22,1.6100453995516612e-34,2.081458849415171e-28,0.0,0.0,1.5275639884164136e-14,7.3028438185479603e-25,154.0,0.0,0.99999992407642679,1.0,18.999999999998241,3.7186749600839321e-09,3.0893184475365203e-08,2.0254718804449244e-08,2.0255231452414898e-08,3.0987329532680115e-10,1.0949171477889946e-12,6.6884217548237263e-15,6.4806404274037778e-13,4.9013629287715703e-10,1.2361438732154907e-20,2.0177002585698658e-15,2.2284680643329215e-15,1.4101420989633057e-19,1.4101164757528882e-19,2.1978753802588859e-24,6.1015629640096602e-19,3.6444566149846025e-25,1.4712816857768235e-16,3.8920848207710595e-45,3.6430053809643703e-45,3.6430054726150911e-45,5.8500842543329736e-23,3.6474160927931366e-25,5.0627237920829035e-21,1.9082384393983002e-23,9.1387285710575783e-26,5.2039406510493573e-27,1.5364214090248065e-32,6.2250748841533768e-38
3.1643055473709747e-14,0.49022193198829744,6.8032750209708005e-14,1.3619474104252238e-21,1.3617656442387766e-21,3.0112226738856901e-34,3.881220979082802e-28,0.0,0.0,1.8884906308860714e-14,1.1099978039177231e-24,154.0,0.0,0.99999990655445226,1.0,18.999999999997339,4.5770885887734207e-09,3.7797925503066676e-08,2.4929977533190354e-08,2.4930738271694148e-08,4.6757961386424534e-10,1.6586515820362535e-12,8.2370508949521759e-15,9.7952414358319913e-13,7.3958531518777666e-10,1.8732083980781583e-20,3.0567266749664723e-15,3.3759696038912059e-15,2.6293909376782062e-19,2.6293327447181941e-19,4.9868963619434898e-24,1.1343594983407136e-18,8.3239963931643638e-25,2.2289271041940107e-16,1.6561164888385516e-44,1.5501312947926721e-44,1.5501313424733544e-44,1.0910287163039427e-22,6.8011055340427595e-25,7.6529861483919436e-21,3.0497991194143909e-23,1.6830356773903224e-25,1.1797618378921897e-26,4.270341416315129e-32,2.1151217776689811e-37
3.757757726236597e-14,0.49022193198829456,8.0792317283965851e-14,1.9207587333189431e-21,1.9204549580402333e-21,5.058200142462588e-34,6.5000783577260801e-28,0.0,0.0,2.2525327077848163e-14,1.5705329940949697e-24,154.0,0.0,0.99999988903398274,1.0,18.999999999996259,5.4355021899387673e-09,4.4619816898535117e-08,2.960511924490716e-08,2.960617769620683e-08,6.5679374956756768e-10,2.3389861269327052e-12,9.785657706702392e-15,1.3781995012410872e-12,1.0388712389692665e-09,2.6421442284199931e-20,4.3107728578494657e-15,4.760901640995631e-15,4.4034909524344845e-19,4.4033762970339354e-19,9.8162290770837037e-24,1.8941286969181129e-18,1.6493109778684042e-24,3.143362573938973e-16,5.4738806800889225e-44,5.1235739848634389e-44,5.1235741698169392e-44,1.8275112383574139e-22,1.1389991246200823e-24,1.0768661294848522e-20,4.4608561858420591e-23,2.7840639987443425e-25,2.320315390079565e-26,9.9555199951030222e-32,5.8262225566910661e-37
4.3512099051022195e-14,0.490221931988291,9.3551982678683756e-14,2.575414432349782e-21,2.5749434306908918e-21,7.8766519831550438e-34,1.0091652353596675e-27,0.0,0.0,2.619690196896473e-14,2.1126624369995058e-24,154.0,0.0,0.99999987151500025,1.0,18.999999999994991,6.2939157635812556e-09,5.1359852644858071e-08,3.4280143962320579e-08,3.4281550193495986e-08,8.7713768878452972e-10,3.1358980815281256e-12,1.1334242350679699e-14,1.843622586725244e-12,1.387396148341952e-09,3.5429256901320799e-20,5.7798357112960784e-15,6.3832478108440695e-15,6.8364792970179185e-19,6.8362749580312471e-19,1.7478005013200496e-23,2.9319796901524255e-18,2.9558936539177642e-24,4.2145859256360418e-16,1.5155557373625019e-43,1.4185664310025169e-43,1.4185664895610582e-43,2.8377723106563516e-22,1.7683194504587683e-24,1.4406094619060956e-20,6.1396877685804847e-23,4.2695872041380521e-25,4.1279678303076366e-26,2.0494296479487212e-31,1.3832218981217069e-36
4.944662083967842e-14,0.490221931988287,1.0631174639260233e-13,3.3259223663418989e-21,3.3252317851012416e-21,1.1593687556925561e-33,1.4809565609100187e-27,0.0,0.0,2.989963076159355e-14,2.7371596261395012e-24,154.0,0.0,0.99999985399748692,1.0,18.999999999993538,7.1523293097021553e-09,5.8019014850872663e-08,3.8955051708146934e-08,3.8956856227866385e-08,1.128237933662846e-09,4.0493647492585125e-12,1.2882804978724791e-14,2.3753291091564399e-12,1.7845692702065464e-09,4.5755271140661844e-20,7.4639121607190892e-15,8.2429917504579866e-15,1.003238604817158e-18,1.0032048102625319e-18,2.8878720677790313e-23,4.28991997116602e-18,4.915833948202855e-24,5.4425950052021303e-16,3.6849667195467112e-43,3.4491447020628521e-43,3.449144862145211e-43,4.165157908001729e-22,2.5949823178692739e-24,1.8561656820512629e-20,8.084665689658897e-23,6.1895804739265771e-25,6.8150372419340948e-26,3.8451918778494235e-31,2.94083993643315e-36
