Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310)
5.213686312924815e-13,0.34780920956319816,2.3332333231658424e-13,7.9837645233826497e-20,7.9837151428677498e-20,2.3986518441001422e-31,4.9100561499382172e-25,0.0,0.0,2.2989256941848776e-13,2.0497281340794569e-22,154.0,0.0,0.99999916479881235,1.0,18.999999999311843,4.1879256846629107e-08,1.2230415896733079e-07,3.0137097854827416e-07,3.015837386391171e-07,2.7573891704692777e-08,4.4999155087475941e-10,1.6797822090829493e-13,2.37772529262604e-10,3.9800211834775146e-08,5.9465047991090114e-18,6.3392187898674142e-13,3.3812723460422047e-13,3.249687349677077e-16,3.2486483495021921e-16,8.3901347731083564e-20,5.9730492302793852e-16,1.9998669757440111e-20,4.6312770967634968e-14,5.6527504261821942e-37,5.3186672756584092e-37,5.318668480302664e-37,5.0822516603249472e-19,1.2923327010394113e-21,2.1347258405814881e-18,8.6845509907792742e-21
5.32583396161948e-13,0.34780920956314054,2.383443400585178e-13,8.3309744309199708e-20,8.3309218070236741e-20,2.5743988209697169e-31,5.2337936259589889e-25,0.0,0.0,2.3686735433149863e-13,2.1544826214606476e-22,154.0,0.0,0.99999914685420421,1.0,18.99999999928281,4.2780088927047814e-08,1.2384683556853071e-07,3.0784368358480923e-07,3.0806648150015683e-07,2.8603839609683186e-08,4.6951431658917201e-10,1.7128218689963164e-13,2.4727684526745242e-10,4.1286840790029046e-08,6.2045092129328822e-18,6.6147995314778129e-13,3.5281522912764587e-13,3.4638257627995325e-16,3.4627043762138057e-16,9.0439869030961352e-20,6.3381928305592985e-16,2.1698789541705064e-20,4.8326112233073555e-14,6.5603495987576243e-37,6.1726275907702731e-37,6.1726290188759059e-37,5.4191819714513098e-19,1.3775040186626217e-21,2.2200578050319283e-18,9.0351314853177824e-21
5.426766845444678e-13,0.34780920956308764,2.4286332500818566e-13,8.6497837786068773e-20,8.6497281166737135e-20,2.7403211438848136e-31,5.5370568102116502e-25,0.0,0.0,2.4321771340578063e-13,2.2515363827153089e-22,154.0,0.0,0.99999913070457669,1.0,18.99999999925619,4.3590837769760998e-08,1.2520801612880427e-07,3.136687647956462e-07,3.1390081806841737e-07,2.9541723623033505e-08,4.8743762480116273e-10,1.7472487546501629e-13,2.5596203140402976e-10,4.2640584533969151e-08,6.4413764252761778e-18,6.8678331228361838e-13,3.6630087246696644e-13,3.6644121522244687e-16,3.6632127912630837e-16,9.6619233374652647e-20,6.6783351199027388e-16,2.3316862763920027e-20,5.0174729100430112e-14,7.4812510928928486e-37,7.0391042395120212e-37,7.0391058989296312e-37,5.7349381661310074e-19,1.4572861497973641e-21,2.298035463631143e-18,9.3555611963728235e-21
5.527699729269876e-13,0.3478092095630338,2.473823838338273e-13,8.9745810044544312e-20,8.9745221895355569e-20,2.913802149632875e-31,5.8518149724973482e-25,0.0,0.0,2.4963727850131273e-13,2.3512521380871697e-22,154.0,0.0,0.99999911455543211,1.0,18.999999999229122,4.440158658437215e-08,1.2654389841055007e-07,3.1949351136883175e-07,3.1973503147578445e-07,3.048976369053705e-08,5.0569509418324071e-10,1.7798792216190386e-13,2.647703346702963e-10,4.4008987549601913e-08,6.6826599576526687e-18,7.1256138004873406e-13,3.8003891076260339e-13,3.8725926150141455e-16,3.8713115534859224e-16,1.0308502936878699e-19,7.0295088538979082e-16,2.5021123453708601e-20,5.2058028132664893e-14,8.5107972016036192e-37,8.0078048434354224e-37,8.0078067663085716e-37,6.0627952257031583e-19,1.5400897588154616e-21,2.3771185274989259e-18,9.6805927219766802e-21
5.618539324712555e-13,0.3478092095629846,2.5144959993956732e-13,9.2720182244488242e-20,9.2719564717937544e-20,3.0765724490945578e-31,6.145102305735729e-25,0.0,0.0,2.5547405684307975e-13,2.4432989253507985e-22,154.0,0.0,0.9999991000216073,1.0,18.999999999204359,4.5131260493495304e-08,1.2772495119706663e-07,3.247354972400186e-07,3.2498571911838798e-07,3.1351527108119686e-08,5.2241245393318117e-10,1.8089783791451541e-13,2.7280206745660128e-10,4.5252858670007398e-08,6.9035902362969319e-18,7.3616750864749885e-13,3.9261891923531796e-13,4.0665643387868825e-16,4.0652064800350884e-16,1.0915492879281423e-19,7.3550943560417614e-16,2.6630946386681222e-20,5.3782649932211714e-14,9.5389158267505086e-37,8.9751625034631617e-37,8.9751646940218535e-37,6.3684049880741518e-19,1.6172427207111636e-21,2.4492293804199749e-18,9.9770184213087446e-21
5.709378920155233e-13,0.34780920956293465,2.5551687588244684e-13,9.5743057764011317e-20,9.5742409896095316e-20,3.2457924821733611e-31,6.4480297520176564e-25,0.0,0.0,2.6136688947466364e-13,2.5375515114295093e-22,154.0,0.0,0.99999908548816008,1.0,18.999999999179231,4.586093437985642e-08,1.2888623003753838e-07,3.2997721218599e-07,3.3023630866704027e-07,3.2221228822673631e-08,5.3940035298117188e-10,1.8385921547148382e-13,2.8093166178346378e-10,4.650818794646705e-08,7.1280961035200444e-18,7.6015813591111034e-13,4.0540332353077887e-13,4.2669039479164188e-16,4.2654661229530447e-16,1.1546761472121173e-19,7.6897948628304649e-16,2.8314881616329226e-20,5.5535363209588022e-14,1.0671691703790222e-36,1.0040992442307664e-36,1.0040994932607604e-36,6.6841744772281265e-19,1.6969293840616009e-21,2.5222188816871787e-18,1.0277102593175952e-20
5.800218515597912e-13,0.3478092095628841,2.5958421166134584e-13,9.8814437316687231e-20,9.8813758127809645e-20,3.4216198961728299e-31,6.760753242672139e-25,0.0,0.0,2.6731577517802296e-13,2.6340334518559011e-22,154.0,0.0,0.999999070955084,1.0,18.99999999915374,4.6590608243455789e-08,1.300280660087623e-07,3.3521865626890988e-07,3.3548680110311259e-07,3.3098735922283204e-08,5.5665872917863514e-10,1.8676106452676505e-13,2.8915824727444942e-10,4.7774783533678306e-08,7.3561766777736624e-18,7.8453325468072281e-13,4.1839210276879868e-13,4.473714066699047e-16,4.4721930347187567e-16,1.2202820147238547e-19,8.0336931951430041e-16,3.007499655674873e-20,5.7316167462487582e-14,1.1917854949292268e-36,1.1213508870768658e-36,1.1213511696101289e-36,7.0102735615213176e-19,1.779190625771765e-21,2.5960792166396779e-18,1.0580813008508831e-20
5.89105811104059e-13,0.3478092095628327,2.6365160727515523e-13,1.0193432161607641e-19,1.0193361011104784e-19,3.604214036800068e-31,7.083428711306614e-25,0.0,0.0,2.7332071273990848e-13,2.732768345983779e-22,154.0,0.0,0.99999905642237286,1.0,18.99999999912788,4.7320282084293655e-08,1.3115078463685926e-07,3.4045982955092752e-07,3.4073719723688586e-07,3.3983917723370735e-08,5.7418752039126519e-10,1.8965573870278683e-13,2.9748096129927226e-10,4.9052456802725714e-08,7.5878311747870919e-18,8.0929285786111389e-13,4.315852360726627e-13,4.6870973089477113e-16,4.6854897570815252e-16,1.2884180897937235e-19,8.3868707830804616e-16,3.1913377639144131e-20,5.9125062193192252e-14,1.3286707844384424e-36,1.2501464354286708e-36,1.2501467553446421e-36,7.3468722862394109e-19,1.8640673201274338e-21,2.6708026401641878e-18,1.0888117725056194e-20
5.981897706483269e-13,0.3478092095627806,2.6771906272277625e-13,1.0510271137572612e-19,1.0510196654376368e-19,3.7937359481372704e-31,7.4162120938064925e-25,0.0,0.0,2.7938170095181709e-13,2.8337798369844431e-22,154.0,0.0,0.99999904189002053,1.0,18.999999999101654,4.8049955902370297e-08,1.3225470599267836e-07,3.457007320941783e-07,3.459874978611889e-07,3.4876645732396069e-08,5.9198666449902682e-10,1.9260536823810276e-13,3.0589894890321354e-10,5.0341022285798023e-08,7.823058801499366e-18,8.3443693841998607e-13,4.4498270256912815e-13,4.9071562779937223e-16,4.9054588210699246e-16,1.3591356238427059e-19,8.7494076898706161e-16,3.383212999566628e-20,6.0962046908526053e-14,1.4788152601947232e-36,1.39141759395111e-36,1.3914179555079917e-36,7.6941408735199797e-19,1.9516003388020502e-21,2.7463814760625578e-18,1.1198985084777114e-20
6.072737301925947e-13,0.34780920956272776,2.717865780031206e-13,1.0831960730917058e-19,1.083188281238978e-19,3.9903483726149794e-31,7.759259328334752e-25,0.0,0.0,2.8549873860994433e-13,2.9370916118441876e-22,154.0,0.0,0.99999902735802104,1.0,18.999999999075062,4.8779629697685972e-08,1.3334014478886563e-07,3.5094136396078281e-07,3.5123770390338779e-07,3.5776793606888095e-08,6.100560993961516e-10,1.9552994277025469e-13,3.1441136273486653e-10,5.1640297619940962e-08,8.061858689889104e-18,8.5996548938725663e-13,4.5858448138842402e-13,5.1339935666885915e-16,5.1322027470008182e-16,1.4324859163991112e-19,9.1213826361894593e-16,3.5833377137529498e-20,6.2827121119808398e-14,1.6432720697295489e-36,1.5461552751986599e-36,1.5461556830637518e-36,8.0522497222765117e-19,2.0418305508637751e-21,2.8228081164036627e-18,1.1513383711175573e-20
6.200860429311845e-13,0.3478092095626521,2.7752363588865605e-13,1.1293927810342746e-19,1.1293844869027843e-19,4.2800280510705667e-31,8.2608529587549633e-25,0.0,0.0,2.9422168279192701e-13,3.0867619729194024e-22,154.0,0.0,0.99999900686220333,1.0,18.999999999036937,4.980878537211608e-08,1.3484026197505301e-07,3.5833246202799168e-07,3.5864260651502998e-07,3.7058764713403731e-08,6.360011604998464e-10,1.9963765088487984e-13,3.2657644024639305e-10,5.3490697412660878e-08,8.4047406817882878e-18,8.9662532889693482e-13,4.7811613911139386e-13,5.4656528124723306e-16,5.4637242925784942e-16,1.5405161515671028e-19,9.6622210511074322e-16,3.8800374226944495e-20,6.5505430336808359e-14,1.9017334654317897e-36,1.7893420764685224e-36,1.7893425584422778e-36,8.5760948854361714e-19,2.1737580507734298e-21,2.9320293467010945e-18,1.1962764462293141e-20
6.328983556697742e-13,0.3478092095625749,2.8326081279549968e-13,1.1765544662740114e-19,1.1765456486980932e-19,4.5846075653986228e-31,8.7836124382380031e-25,0.0,0.0,3.0305612153232292e-13,3.2411222824095057e-22,154.0,0.0,0.99999898636705975,1.0,18.999999998998092,5.083794100126855e-08,1.3630507695500483e-07,3.6572302193045481e-07,3.6604732493153052e-07,3.8354907968943741e-08,6.6248361882810259e-10,2.0373718097389377e-13,3.389253611666074e-10,5.5361553318532513e-08,8.7547251368352921e-18,9.3404997022324384e-13,4.9805413940842851e-13,5.8112881638991676e-16,5.8092147156463995e-16,1.6540301337768399e-19,1.0222201308045013e-15,4.1941811899093911e-20,6.823961624751421e-14,2.1942790441997884e-36,2.0645988152848252e-36,2.0645993828912019e-36,9.1223233561894872e-19,2.3112470823305764e-21,3.042901212234145e-18,1.2419021895931933e-20
6.45710668408364e-13,0.3478092095624963,2.8899810872070084e-13,1.2246811488299781e-19,1.2246717862064194e-19,4.9045607681128435e-31,9.3279753214955238e-25,0.0,0.0,3.1200205150027774e-13,3.4002394457498274e-22,154.0,0.0,0.99999896587257386,1.0,18.999999998958529,5.1867096585144073e-08,1.3773542044368692e-07,3.7311304384232557e-07,3.7345186138714734e-07,3.9664889880135934e-08,6.8950330026908409e-10,2.0789620904567949e-13,3.5145582357316903e-10,5.7252383972611532e-08,9.1118098147086274e-18,9.7223939442926024e-13,5.1839842375828537e-13,6.1711873699205206e-16,6.1689615594265844e-16,1.7731722145318205e-19,1.0801531175735864e-15,4.5263827940421426e-20,7.1029677525518438e-14,2.5245723416255983e-36,2.3753725363216617e-36,2.3753732025863629e-36,9.691415031860184e-19,2.4544122897710685e-21,3.1554030452274575e-18,1.2882070774409736e-20
6.585229811469537e-13,0.34780920956241623,2.9473552366134839e-13,1.2737728487207445e-19,1.2737629190087729e-19,5.2403682328714463e-31,9.8943791722517129e-25,0.0,0.0,3.2105946938276247e-13,3.5641805417260693e-22,154.0,0.0,0.99999894537873057,1.0,18.999999998918252,5.2896252123743295e-08,1.3913210365519159e-07,3.8050252793770074e-07,3.8085621828407137e-07,4.0988384782300697e-08,7.1706003076734819e-10,2.1198569109111633e-13,3.6416555432994394e-10,5.9162719309902778e-08,9.4759922937084799e-18,1.0111935828138715e-12,5.3914893365344917e-13,6.5456381380491915e-16,6.5432523248990583e-16,1.8980868780889544e-19,1.1400413536773706e-15,4.8772627204303544e-20,7.3875612861444203e-14,2.8965871164906151e-36,2.725402176580495e-36,2.7254029561918398e-36,1.0283850507962997e-18,2.6033683071489894e-21,3.2695144363646115e-18,1.3351826925962373e-20
6.713352938855435e-13,0.3478092095623348,3.0047305761457011e-13,1.3238295859643946e-19,1.3238190666856728e-19,5.5925172545023546e-31,1.0483261563243041e-24,0.0,0.0,3.3022837188437582e-13,3.7330128224636358e-22,154.0,0.0,0.99999892488551501,1.0,18.999999998877254,5.3925407617066912e-08,1.4049591875037763e-07,3.8789147439062043e-07,3.8826039768893157e-07,4.2325074659744401e-08,7.4515363632382711e-10,2.1618371068706058e-13,3.7705230873507231e-10,6.1092100305971429e-08,9.8472704594553873e-18,1.0509125169092841e-12,5.6030561060012724e-13,6.9349281343688705e-16,6.9323744708390404e-16,2.0289187286490784e-19,1.201904649977311e-15,5.2474480117875883e-20,7.677742096275142e-14,3.3146261077538942e-36,3.118736214174471e-36,3.1187371236574529e-36,1.0900111077823573e-18,2.7582297583713324e-21,3.3852152316217116e-18,1.3828207231707016e-20
6.841476066241332e-13,0.3478092095622519,3.0621071057753201e-13,1.3748513805785315e-19,1.3748402488171454e-19,5.9615018490275391e-31,1.1095060076217963e-24,0.0,0.0,3.3950875572713176e-13,3.9068037134137076e-22,154.0,0.0,0.99999890439291172,1.0,18.999999998835548,5.4954563065115527e-08,1.4182763923786819e-07,3.9527988337506818e-07,3.9566440213273754e-07,4.3674648984777305e-08,7.7378394299581364e-10,2.2017585694979039e-13,3.9011387020050851e-10,6.3040078744581314e-08,1.022564168557097e-17,1.0913961784777718e-12,5.8186839611824667e-13,7.3393449835429125e-16,7.336615413849598e-16,2.1658124798894612e-19,1.2657623499843729e-15,5.6375721342337832e-20,7.9735100553525466e-14,3.7833393173850224e-36,3.5597498709830689e-36,3.5597509288865695e-36,1.1540678732215691e-18,2.9191112572295457e-21,3.5024855294013981e-18,1.4311129613785845e-20
6.96959919362723e-13,0.3478092095621676,3.1194848254743817e-13,1.4268382525802871e-19,1.4268264849827381e-19,6.3478227536953362e-31,1.1730212301936725e-24,0.0,0.0,3.4890061765029454e-13,4.085620813347079e-22,154.0,0.0,0.99999888390090697,1.0,18.999999998793136,5.5983718467889786e-08,1.4312802039350012e-07,4.0266775506497108e-07,4.0306823325360597e-07,4.5036804549324317e-08,8.0295077689693984e-10,2.2451283418340928e-13,4.0334804991548572e-10,6.5006216974641395e-08,1.0611104255169615e-17,1.1326445495099768e-12,6.0383723174145181e-13,7.759176268823669e-16,7.7562625283956185e-16,2.3089129443412848e-19,1.3316333403687581e-15,6.0482748370724722e-20,8.2748650374316031e-14,4.3077439350559242e-36,4.053163860167647e-36,4.0531650872661302e-36,1.2206036159002486e-18,3.086127407432749e-21,3.6213056774915518e-18,1.4800513022886674e-20
7.097722321013127e-13,0.3478092095620819,3.1768637352153003e-13,1.4797902219863218e-19,1.4797777947615185e-19,6.751987427023311e-31,1.2389155840171124e-24,0.0,0.0,3.5840395441007943e-13,4.2695318943336244e-22,154.0,0.0,0.99999886340948618,1.0,18.999999998750013,5.7012873825390281e-08,1.443977997611436e-07,4.1005508963419938e-07,4.1047189387428531e-07,4.6411245263869146e-08,8.3265396419716062e-10,2.2853334312120606e-13,4.1675268644087703e-10,6.6990087620001347e-08,1.1003655155276864e-17,1.1746576122199654e-12,6.2621205901709968e-13,8.1947095320637604e-16,8.1916031468441474e-16,2.4583650210856224e-19,1.399536063508462e-15,6.4802019852580449e-20,8.5818069181840322e-14,4.8932489796351455e-36,4.6040675718260007e-36,4.604068991339412e-36,1.2896666742663883e-18,3.2593928026476469e-21,3.7416562694540611e-18,1.5296277423249489e-20
7.213033135660435e-13,0.3478092095620037,3.2285057714454118e-13,1.5282721692758132e-19,1.5282591276834202e-19,7.1314168859600971e-31,1.3002908280256066e-24,0.0,0.0,3.6705226581179866e-13,4.4394633742841449e-22,154.0,0.0,0.99999884496769575,1.0,18.999999998710596,5.7939113608432157e-08,1.4551503220238418e-07,4.167032316519866e-07,4.1713504410275056e-07,4.7658506628996831e-08,8.5984527129842562e-10,2.3219828862461907e-13,4.2896083531126479e-10,6.8790387325649119e-08,1.1363009946527293e-17,1.2131231655231989e-12,6.4669647812796021e-13,8.6003522801205784e-16,8.5970650955814575e-16,2.5984223419331727e-19,1.4624005366561478e-15,6.8876219718568267e-20,8.8628313077655535e-14,5.4772439633465569e-36,5.1535505892576629e-36,5.1535522040059708e-36,1.3540242895496016e-18,3.4207694664191133e-21,3.8512644885131168e-18,1.57478557907665e-20
7.328343950307743e-13,0.3478092095619242,3.2801487715677921e-13,1.5775358762673964e-19,1.5775222003631524e-19,7.5260956889040109e-31,1.3636605169521116e-24,0.0,0.0,3.7579086687623266e-13,4.6136256645838865e-22,154.0,0.0,0.99999882652635741,1.0,18.999999998670617,5.886535335480321e-08,1.4660857391623464e-07,4.2335093886948875e-07,4.237980592470429e-07,4.8915278683263786e-08,8.8747075725343209e-10,2.358524614992552e-13,4.4130378766625894e-10,7.0604414783326376e-08,1.1728103008793302e-17,1.2522080922050644e-12,6.6750966054909903e-13,9.0191560654039752e-16,9.015680893666807e-16,2.7438476386841598e-19,1.5269381350287856e-15,7.3132409848107536e-20,9.1483808974816462e-14,6.1199773051723841e-36,5.7583008756808566e-36,5.7583027087639072e-36,1.4205035778809757e-18,3.5873843561014798e-21,3.9620830385991079e-18,1.6204481805026661e-20
7.443654764955051e-13,0.3478092095618436,3.3317927355630895e-13,1.6275813575522711e-19,1.6275670270728928e-19,7.9364077376940852e-31,1.4290565536921941e-24,0.0,0.0,3.8461975527321702e-13,4.7920685310927523e-22,154.0,0.0,0.99999880808546193,1.0,18.999999998630067,5.9791593064503838e-08,1.476789272528472e-07,4.2999821141333983e-07,4.3046094066396147e-07,5.0181359756478531e-08,9.1553029545702237e-10,2.3965914471678594e-13,4.5378002343025518e-10,7.2431878901909198e-08,1.2098932876561536e-17,1.2919123797559889e-12,6.8865156369701718e-13,9.4513304199461693e-16,9.4476599190508479e-16,2.8947466897408415e-19,1.5931614181587621e-15,7.757542055767552e-20,9.4384555999906597e-14,6.8262902854071163e-36,6.4228736357296234e-36,6.4228757125508567e-36,1.4891399225812402e-18,3.7593209897370272e-21,4.0740982717333477e-18,1.6666099179250511e-20
7.558965579602359e-13,0.34780920956176203,3.3834376634121876e-13,1.6784086277213487e-19,1.6783936220845209e-19,8.3627413440876106e-31,1.496510841732614e-24,0.0,0.0,3.9353892868321564e-13,4.9748418533404479e-22,154.0,0.0,0.99999878964499966,1.0,18.999999998588954,6.0717832737534445e-08,1.4872658393484732e-07,4.3664504941013719e-07,4.3712369017591093e-07,5.1456552444906555e-08,9.4402375934094593e-10,2.4329889621937541e-13,4.6638803964773132e-10,7.427249474848565e-08,1.2475497482608341e-17,1.3322360158063602e-12,7.1012214499720452e-13,9.8970848486411589e-16,9.8932115221423342e-16,3.0512253097057014e-19,1.6610826792951517e-15,8.2210118911280935e-20,9.7330553289630554e-14,7.6013394814762341e-36,7.1521207414834122e-36,7.152123089939221e-36,1.5599687525788807e-18,3.9366628788619095e-21,4.1872966936584861e-18,1.713265226059946e-20
7.674276394249667e-13,0.3478092095616792,3.4350835550962001e-13,1.7300177013652515e-19,1.730001999669624e-19,8.8054892297820881e-31,1.5660552851513139e-24,0.0,0.0,4.025483847972531e-13,5.1619956245267278e-22,154.0,0.0,0.99999877120496128,1.0,18.999999998547278,6.164407237389546e-08,1.497520252512365e-07,4.4329145298644072e-07,4.4378630892723117e-07,5.2740663533427513e-08,9.7295102237384916e-10,2.4711338472711482e-13,4.7912635031644141e-10,7.6125983435997035e-08,1.285779559893754e-17,1.3731789881260457e-12,7.3192136188413784e-13,1.0356628829249714e-15,1.0352545025822861e-15,3.2133893461750628e-19,1.7307139502621499e-15,8.7041408067431316e-20,1.0032179999074707e-13,8.4506101244489997e-36,7.9512032999053924e-36,7.9512059505853618e-36,1.6330255423921416e-18,4.1194935285226581e-21,4.3016649623193703e-18,1.7604086023984884e-20
7.789587208896974e-13,0.3478092095615953,3.4867304105964727e-13,1.7824085930743166e-19,1.7823921740994975e-19,9.2650485264396595e-31,1.6377217886174045e-24,0.0,0.0,4.1164812131676461e-13,5.3535799515040524e-22,154.0,0.0,0.99999875276533812,1.0,18.999999998505036,6.2570311973587227e-08,1.5075572227022355e-07,4.499374222687736e-07,4.5044879881525264e-07,5.4033503910093336e-08,1.0023119580612653e-09,2.5067452009307814e-13,4.9199348620280032e-10,7.7992071999911112e-08,1.3245824979495509e-17,1.4147412846217708e-12,7.5404917180127826e-13,1.0830171812404902e-15,1.0825869725463026e-15,3.381344676251605e-19,1.8020670067917807e-15,9.2074226562123629e-20,1.0335829525992059e-13,9.3799311046105748e-36,8.8256057719194114e-36,8.8256087583188612e-36,1.7083458121037773e-18,4.3078964372943445e-21,4.417189886233464e-18,1.8080346065250217e-20
7.893366942079552e-13,0.34780920956151873,3.5332134045944e-13,1.830228862116857e-19,1.830211779183637e-19,9.6933577610542553e-31,1.7040623728067969e-24,0.0,0.0,4.1991507204033331e-13,5.5298354843485988e-22,154.0,0.0,0.99999873617002488,1.0,18.999999998466539,6.340392758195796e-08,1.5164083876934787e-07,4.5591842340606687e-07,4.5644493031149919e-07,5.5204371014818654e-08,1.0291074857843294e-09,2.5408753000435296e-13,5.0368285431388042e-10,7.9682104085122594e-08,1.35999508474456e-17,1.4526768637634136e-12,7.7424511260245959e-13,1.1268502731496464e-15,1.1263997386108057e-15,3.5375435593304378e-19,1.8677663969362719e-15,9.6780182907100907e-20,1.0612982783949802e-13,1.0289898266277574e-35,9.68179832406805e-36,9.681801643855176e-36,1.7780987275964243e-18,4.4822923426229663e-21,4.5221404860721387e-18,1.8513062144582081e-20
7.997146675262129e-13,0.34780920956144135,3.5796971792552891e-13,1.8786824262460864e-19,1.87866466167493e-19,1.0135905257471339e-30,1.7721709282384758e-24,0.0,0.0,4.2825514637777424e-13,5.709757135253719e-22,154.0,0.0,0.99999871957503439,1.0,18.999999998427587,6.4237543160627191e-08,1.525090452456785e-07,4.6189907295988055e-07,4.6244095956220704e-07,5.6382026678145645e-08,1.0562540937647793e-09,2.573859475332207e-13,5.1547434650387381e-10,8.1381934793037223e-08,1.3958716578472932e-17,1.4911140771783598e-12,7.9470714828362348e-13,1.17184951267043e-15,1.1713779959763636e-15,3.6985963903189409e-19,1.9348780021028542e-15,1.0165705503379731e-19,1.0893801048311705e-13,1.1274491947002759e-35,1.0608207516215957e-35,1.060821120150903e-35,1.8497398287506165e-18,4.6613302677666655e-21,4.6280080053953104e-18,1.8949605143762927e-20
8.100926408444707e-13,0.34780920956136313,3.626181734565997e-13,1.927769296097791e-19,1.9277508319765681e-19,1.0592989574066571e-30,1.8420707146292598e-24,0.0,0.0,4.3666834267439333e-13,5.8933816653246712e-22,154.0,0.0,0.99999870298036053,1.0,18.999999998388187,6.5071158709595212e-08,1.533606650159257e-07,4.6787937102237398e-07,4.6843688736694835e-07,5.7566341103472063e-08,1.0837516898637956e-09,2.6080763810627045e-13,5.2736692533961675e-10,8.3091376775001636e-08,1.4322121301341817e-17,1.530052916326774e-12,8.1543524783948148e-13,1.2180301631897115e-15,1.2175369966368801e-15,3.864580400735217e-19,2.0034099033747189e-15,1.0670851275745618e-19,1.1178284259591605e-13,1.2338732764293763e-35,1.1609557301490574e-35,1.1609561387017794e-35,1.9232951031188492e-18,4.8450710699834033e-21,4.7347831296197154e-18,1.9389936647733032e-20
8.204706141627284e-13,0.3478092095612839,3.6726670705135366e-13,1.9774894823075708e-19,1.9774703004915559e-19,1.1064912297468468e-30,1.9137849921018745e-24,0.0,0.0,4.4515465928236015e-13,6.0807459136891851e-22,154.0,0.0,0.9999986863859972,1.0,18.999999998348333,6.5904774228862248e-08,1.5419601491846481e-07,4.7385931768568111e-07,4.7443271502894851e-07,5.875718709494545e-08,1.1116001819678608e-09,2.6407577664848393e-13,5.3935956442518983e-10,8.4810246436289329e-08,1.4690163388755554e-17,1.5694933727588946e-12,8.3642938027090972e-13,1.2654074862330547e-15,1.264891990701237e-15,4.0355728345461496e-19,2.073370019513924e-15,1.1193824836277166e-19,1.1466432358955397e-13,1.3487919876157457e-35,1.2690833716203851e-35,1.2690838239485326e-35,1.9987905694824161e-18,5.0335756021345267e-21,4.8424566432717743e-18,1.9834018650134371e-20
8.308485874809862e-13,0.3478092095612038,3.7191531870850593e-13,2.0278429955108496e-19,2.0278230776227142e-19,1.1551977923284727e-30,1.9873370211689548e-24,0.0,0.0,4.537140945603949e-13,6.2718867944299984e-22,154.0,0.0,0.99999866979193874,1.0,18.999999998308027,6.6738389718428603e-08,1.5501540570117255e-07,4.7983891304191147e-07,4.8042844326827591e-07,5.9954439901764947e-08,1.1397994779877548e-09,2.6748621210453884e-13,5.5145124784747874e-10,8.6538363711365821e-08,1.5062842071704064e-17,1.6094354381113346e-12,8.5768951458470434e-13,1.3139967415384157e-15,1.313458226468544e-15,4.2116509460134531e-19,2.1447661166790197e-15,1.1734997526981131e-19,1.1758245288191221e-13,1.4727631662253056e-35,1.3857285520862052e-35,1.3857290522394859e-35,2.076252276609573e-18,5.2269047128698132e-21,4.9510194249839515e-18,2.0281813532766729e-20
8.412265607992439e-13,0.3478092095611229,3.7656400842678581e-13,2.0788298463428775e-19,2.0788091737726885e-19,1.2054493816405417e-30,2.0627500627277135e-24,0.0,0.0,4.6234664687358043e-13,6.4668412955466275e-22,154.0,0.0,0.99999865319817904,1.0,18.999999998267278,6.7572005178294476e-08,1.5581914222801617e-07,4.8581815718315116e-07,4.8642407338265422e-07,6.1157977135245254e-08,1.1683494858582165e-09,2.7074691163829693e-13,5.6364096991990473e-10,8.8275551944178522e-08,1.5440155676798133e-17,1.6498791041040763e-12,8.7921561979349921e-13,1.363813187080908e-15,1.3632509504537714e-15,4.3928919980876506e-19,2.2176058136013517e-15,1.2294742732724293e-19,1.2053722989691104e-13,1.6063733293016024e-35,1.5114431322177544e-35,1.5114436845628458e-35,2.155706302828706e-18,5.4251192466961101e-21,5.0604624452220595e-18,2.0733284056113116e-20
8.516045341175017e-13,0.347809209561041,3.8121277620493647e-13,2.1304500454387339e-19,2.1304285993439501e-19,1.257277021962985e-30,2.1400473780610903e-24,0.0,0.0,4.7105231459335131e-13,6.6656464791849372e-22,154.0,0.0,0.99999863660471255,1.0,18.999999998226077,6.8405620608460157e-08,1.5660752357352192e-07,4.9179705020146127e-07,4.9241960606154977e-07,6.2367678730892094e-08,1.1972501135380091e-09,2.7416394561321264e-13,5.7592773510996626e-10,9.0021637833416486e-08,1.5822103477850282e-17,1.6908243625408024e-12,9.0100766491578298e-13,1.4148720790678465e-15,1.414285407383234e-15,4.5793732611889223e-19,2.2918965839520648e-15,1.2873435849330864e-19,1.2352865406449975e-13,1.7502388529256759e-35,1.6468070675604205e-35,1.6468076768012851e-35,2.2371787561074831e-18,5.6282800439751389e-21,5.1707767656047369e-18,2.1188393356641931e-20
