Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326)
1.0873203192700305e-12,0.7257831932283105,154.0,0.0,0.0,0.0,0.99999612399135007,1.0,18.999999998376449,1.9957002423545535e-07,7.5236404608775813e-07,7.5165792620501955e-07,1.1625237430401983e-09,1.5689681486596144e-13,8.5856206254899641e-07,4.9562341427717532e-07,2.9050600155460232e-09,8.1369274544514989e-07,4.6087067490686286e-10,1.2360184214347067e-17,5.1964945450392989e-12,3.4107009632779003e-18,4.6077715834055351e-12,1.5927818496551182e-14,1.5930887205029985e-14,2.3652944186405382e-18,7.0341406016718945e-19
1.1215703855191919e-12,0.7257831932279045,154.0,0.0,0.0,0.0,0.99999600231412156,1.0,18.999999998278625,2.0585636159228946e-07,7.7605364415764654e-07,7.7529727967116105e-07,1.2364070631485762e-09,1.6183733569444688e-13,8.6526859345505002e-07,5.187968816321567e-07,2.943399456288645e-09,8.5173793711935712e-07,4.8480016463233107e-10,1.3145740571522062e-17,5.4931432317996116e-12,3.5877938694314578e-18,4.9019333583764382e-12,1.747898220831517e-14,1.7482388749809912e-14,2.6182528493843562e-18,7.882886453494808e-19
1.1558204517683533e-12,0.7257831932274883,154.0,0.0,0.0,0.0,0.9999958806470074,1.0,18.999999998178232,2.1214269759065919e-07,7.997429027370287e-07,7.9893437392463795e-07,1.31253466999643e-09,1.6677778570734081e-13,8.715072905146962e-07,5.4214428711292601e-07,2.9799616115711932e-09,8.9006869382193642e-07,5.090633744278175e-10,1.3955159486020564e-17,5.7964126453819781e-12,3.7673565365621762e-18,5.2051530518005137e-12,1.912759924798325e-14,1.9131368235147107e-14,2.8888046861274544e-18,8.8018247772664794e-19
1.1900705180175147e-12,0.7257831932270613,154.0,0.0,0.0,0.0,0.99999575898934456,1.0,18.999999998075275,2.1842903223062604e-07,8.2343183596182496e-07,8.2256921174954823e-07,1.3909037808296193e-09,1.7171816787361333e-13,8.7731078832104847e-07,5.656534971002038e-07,3.0148288692877799e-09,9.2866509512568901e-07,5.3364616883042556e-10,1.4788411369988078e-17,6.1062187163355047e-12,3.9492843523982861e-18,5.517426825132399e-12,2.0876624125632805e-14,2.0880781089790246e-14,3.1775471122315865e-18,9.794170452020528e-19
1.2243205842666761e-12,0.7257831932266237,154.0,0.0,0.0,0.0,0.99999563734051489,1.0,18.999999997969773,2.2471536551224761e-07,8.4712045736920207e-07,8.462017959265093e-07,1.4715116163427241e-09,1.7665848500030725e-13,8.8270944501399509e-07,5.8931322436543089e-07,3.0480797981721455e-09,9.6750861016941098e-07,5.5853501110082428e-10,1.5645466672238593e-17,6.4224812719462865e-12,4.1334771356394789e-18,5.8387508424358045e-12,2.2729010096816488e-14,2.2733581490203582e-14,3.4850770677325823e-18,1.0863163193610992e-18
1.2585706505158375e-12,0.7257831932261758,154.0,0.0,0.0,0.0,0.9999955156999405,1.0,18.999999997861746,2.310016974355777e-07,8.7080877992293416e-07,8.698321292326648e-07,1.5543554006747707e-09,1.8159873978221858e-13,8.8773150105435369e-07,6.1311296903816046e-07,3.0797893248278475e-09,1.0065820007408245e-06,5.8371693786486976e-10,1.6526295878209071e-17,6.7451238556225361e-12,4.319838948287272e-18,6.1691212703621193e-12,2.4687709163580017e-14,2.4692722361414925e-14,3.8119912469715085e-18,1.2012065879293211e-18
1.292820716764999e-12,0.7257831932257174,154.0,0.0,0.0,0.0,0.99999539406708338,1.0,18.999999997751196,2.3728802800066664e-07,8.9449681603768784e-07,8.9346021444169061e-07,1.6394323614049586e-09,1.8653893483754173e-13,8.9240322692610376e-07,6.3704296369001707e-07,3.110028902553317e-09,1.0458692311179107e-06,6.0917953482916472e-10,1.7430869509915184e-17,7.0740735546504857e-12,4.5082779159230969e-18,6.5085342781303511e-12,2.6755672075462031e-14,2.6761155377856748e-14,4.1588860968265988e-18,1.3244162978824584e-18
1.3270707830141603e-12,0.7257831932252485,154.0,0.0,0.0,0.0,0.99999527244144015,1.0,18.999999997638149,2.4357435720756154e-07,9.1818457760228194e-07,9.1708605432380131e-07,1.7267397295483952e-09,1.9147907262882241e-13,8.9674906055525774e-07,6.6109412224203307e-07,3.1388666723499037e-09,1.0853553841872817e-06,6.3491091352412747e-10,1.8359158125904813e-17,7.4092608359251826e-12,4.698706055590909e-18,6.8569860375083138e-12,2.8935848330477187e-14,2.8941830964201088e-14,4.5263578153834244e-18,1.4562759085175606e-18
1.3613208492633217e-12,0.7257831932247695,154.0,0.0,0.0,0.0,0.99999515082254165,1.0,18.999999997522625,2.4986068505630629e-07,9.4187207600196116e-07,9.4070965164575506e-07,1.8162747395518354e-09,1.9641915551228255e-13,9.007917351537926e-07,6.8525799243197167e-07,3.1663676164715687e-09,1.1250265834071848e-06,6.6089968903148672e-10,1.9311132321212493e-17,7.7506193892902628e-12,4.8910391109652038e-18,7.2144727227949841e-12,3.1231186176083584e-14,3.1237698296188435e-14,4.9150023509781684e-18,1.5971177538593307e-18
1.3955709155124831e-12,0.7257831932242799,154.0,0.0,0.0,0.0,0.99999502920994998,1.0,18.999999997404629,2.5614701154694208e-07,9.6555932213972671e-07,9.6433100917086112e-07,1.908034629289426e-09,2.0135918580079757e-13,9.0455239814156038e-07,7.0952671159887724e-07,3.1925937048549736e-09,1.1648699202165755e-06,6.871349586553519e-10,2.0286762727315807e-17,8.0980859781411206e-12,5.0851963945018839e-18,7.5809905108039169e-12,3.3644632610135602e-14,3.365170530145098e-14,5.3254154015524443e-18,1.7472759138211155e-18
1.4298209817616446e-12,0.7257831932237805,154.0,0.0,0.0,0.0,0.99999490760325604,1.0,18.999999997284167,2.6243333667950728e-07,9.8924632645676221e-07,9.8795012965898204e-07,2.0020166400584573e-09,2.0629916565661435e-13,9.0805072176469256e-07,7.3389296555489009e-07,3.2176040347580522e-09,1.2048733865127267e-06,7.1360628149713069e-10,2.1286020012088925e-17,8.451600296956806e-12,5.2811006362785449e-18,7.9565355808476938e-12,3.6179133381822974e-14,3.6186798660330792e-14,5.758192414234982e-18,1.9070860935674571e-18
1.464071048010806e-12,0.7257831932232707,154.0,0.0,0.0,0.0,0.9999947860020777,1.0,18.999999997161265,2.6871966045403806e-07,1.0129330989519963e-06,1.0115670158665455e-06,2.0982180165751158e-09,2.1123909713307111e-13,9.1130500599483883e-07,7.5834995032706466e-07,3.2414549639240819e-09,1.2450258118406731e-06,7.403036588957513e-10,2.2308874879756692e-17,8.8111048354372424e-12,5.4786778392385961e-18,8.3411041147232749e-12,3.8837632992597246e-14,3.8845923806692887e-14,6.2139285850719807e-18,2.0768855105526484e-18
1.4983211142599674e-12,0.7257831932227509,154.0,0.0,0.0,0.0,0.999994664406059,1.0,18.999999997035932,2.7500598287056787e-07,1.0366196492008325e-06,1.0351816705465419e-06,2.1966360069702506e-09,2.1617898227756394e-13,9.1433227425293076e-07,7.8289133656704607e-07,3.2642002375738323e-09,1.2853168049626305e-06,7.6721751569623767e-10,2.3355298070851938e-17,9.1765447489370631e-12,5.6778571405654359e-18,8.7346922966982613e-12,4.1623074697086145e-14,4.1632024928733741e-14,6.6932188588597493e-18,2.2570127887429354e-18
1.5325711805091288e-12,0.7257831932222211,154.0,0.0,0.0,0.0,0.99999454281486666,1.0,18.999999996908169,2.8129230392912838e-07,1.060305986373093e-06,1.0587940964485375e-06,2.2972678627851348e-09,2.2111882299274701e-13,9.1714836245844596e-07,8.0751123644234326e-07,3.2858911095121838e-09,1.3257366995015863e-06,7.9433868231152084e-10,2.4425260362169049e-17,9.5478677349039285e-12,5.8785706789274532e-18,9.1372963134979479e-12,4.4538400503996874e-14,4.4548044969785493e-14,7.1966579290599421e-18,2.4478078595653667e-18
1.5668212467582902e-12,0.7257831932216814,154.0,0.0,0.0,0.0,0.9999944212281896,1.0,18.999999996777998,2.8757862362974911e-07,1.0839921192501928e-06,1.0824042963186726e-06,2.4001108389672397e-09,2.260586210586713e-13,9.1976800186736781e-07,8.3220417283697765e-07,3.3065764576210223e-09,1.3662765033763153e-06,8.2165837754400745e-10,2.5518732566717507e-17,9.9250239150440355e-12,6.0807534673458705e-18,9.5489123542931087e-12,4.7586551177009026e-14,4.7596925629115977e-14,7.7248402377845597e-18,2.6496118691577061e-18
1.6010713130074516e-12,0.7257831932211314,154.0,0.0,0.0,0.0,0.99999429964573783,1.0,18.999999996645435,2.9386494197245755e-07,1.1076780562415956e-06,1.1060122728996734e-06,2.5051621938660136e-09,2.3099837829165134e-13,9.2220489613043144e-07,8.5696505070104393e-07,3.3263028939978274e-09,1.4069278517643879e-06,8.4916819213482255e-10,2.6635685533680205e-17,1.0307965722950168e-11,6.2843432714473729e-18,9.9695366106885383e-12,5.0770466235657522e-14,5.0781607362724883e-14,8.2783599758340104e-18,2.8627670915203922e-18
1.635321379256613e-12,0.7257831932205718,154.0,0.0,0.0,0.0,0.99999417806724011,1.0,18.999999996510482,3.0015125895727943e-07,1.1313638054005661e-06,1.1296180289308506e-06,2.6124191892286597e-09,2.3593809637320431e-13,9.2447179297505156e-07,8.8178913039920031e-07,3.3451148699882067e-09,1.4476829633469242e-06,8.7686007300990357e-10,2.7776090148367283e-17,1.0696647796939026e-11,6.4892804928742758e-18,1.0399165276712196e-11,5.4093083956206418e-14,5.4105029384136393e-14,8.8578110827707682e-18,3.0876168471952046e-18
1.6695714455057744e-12,0.7257831932200022,154.0,0.0,0.0,0.0,0.99999405649244311,1.0,18.999999996373152,3.0643757458423909e-07,1.1550493744392598e-06,1.1532215671481111e-06,2.7218790901959301e-09,2.4087777683416462e-13,9.2658055088697342e-07,9.0667200291827044e-07,3.3630547763495321e-09,1.4885345996055596e-06,9.0472630819337006e-10,2.8939917332168713e-17,1.1091026877855904e-11,6.6955080576332975e-18,1.0837794548804992e-11,5.7557341372514081e-14,5.7570129665188224e-14,9.4637872470163857e-18,3.3245054271185326e-18
1.7038215117549358e-12,0.725783193219423,154.0,0.0,0.0,0.0,0.99999393492111011,1.0,18.999999996233456,3.1272388885335915e-07,1.1787347707431699e-06,1.176822890283958e-06,2.8335391652979128e-09,2.4581742128855498e-13,9.2854220114094e-07,9.3160956680409492e-07,3.3801630387716057e-09,1.5294760269584065e-06,9.3275951235988206e-10,3.0127138042513751e-17,1.1491061711616237e-11,6.902971309172542e-18,1.1285420625811127e-11,6.1166174276890229e-14,6.1179844936817499e-14,1.0096881905966095e-17,3.5737780213199114e-18
1.7380715780040972e-12,0.7257831932188339,154.0,0.0,0.0,0.0,0.99999381335302018,1.0,18.999999996091397,3.1901020176466083e-07,1.2024200013849631e-06,1.2004220010674976e-06,2.9473966864498354e-09,2.5075703123425473e-13,9.3036700550460037e-07,9.5659800670708071e-07,3.3964782089695182e-09,1.5705009815371143e-06,9.6095261299892793e-10,3.1337723272825395e-17,1.189671295626451e-11,7.1116179059875668e-18,1.1742039708968967e-11,6.4922517220945435e-14,6.4937110689843692e-14,1.075768824611799e-17,3.8357806521580255e-18
1.7723216442532586e-12,0.7257831932182349,154.0,0.0,0.0,0.0,0.99999369178796671,1.0,18.999999995946993,3.2529651331816388e-07,1.2261050731377317e-06,1.224018902224444e-06,3.0634489289478645e-09,2.556966079721116e-13,9.320645099170822e-07,9.8163377342437988e-07,3.4120370515537678e-09,1.6116036364210156e-06,9.8929883716514522e-10,3.2571644052471524e-17,1.2307943093341312e-11,7.3213977235650563e-18,1.2207648001902399e-11,6.8829303516433372e-14,6.8844861175748367e-14,1.1446799203213512e-17,4.1108601118061024e-18
1.80657171050242e-12,0.7257831932176263,154.0,0.0,0.0,0.0,0.99999357022575686,1.0,18.999999995800252,3.3158282351388693e-07,1.249789992487683e-06,1.2476135964771238e-06,3.1816931714649193e-09,2.6063615293646915e-13,9.3364359442290958e-07,1.0067135653343415e-06,3.4268746268733403e-09,1.6527785711570519e-06,1.0177916987898594e-09,3.3828871446725516e-17,1.2724716343358925e-11,7.5322627604788713e-18,1.2682241710612664e-11,7.2889465236086336e-14,7.2906029407452417e-14,1.2164807462385593e-17,4.3993639037167105e-18
1.8408217767515812e-12,0.7257831932170081,154.0,0.0,0.0,0.0,0.99999344866620998,1.0,18.999999995651184,3.378691323518475e-07,1.2734747656462874e-06,1.2712060865444826e-06,3.302126696046481e-09,2.6557566747943547e-13,9.3511251962260897e-07,1.0318343111260648e-06,3.4410243700184635e-09,1.6940207434059346e-06,1.0464249865300614e-09,3.5109376556721884e-17,1.3146998585194905e-11,7.7441670484638684e-18,1.3165817043470582e-11,7.7105933214444535e-14,7.7123547160090665e-14,1.291230545831147e-17,4.701640187812922e-18
1.8750718430007424e-12,0.7257831932163802,154.0,0.0,0.0,0.0,0.99999332710915767,1.0,18.999999995499788,3.4415543983206191e-07,1.2971593985619207e-06,1.2947963751420866e-06,3.4247467881064171e-09,2.70515152687196e-13,9.3647896988312216e-07,1.0569931537336644e-06,3.4545181661611405e-09,1.7353254625661496e-06,1.07519275213206e-09,3.6413130519405347e-17,1.3574757279222029e-11,7.957066566299586e-18,1.365837021120922e-11,8.1481637048679406e-14,8.1500344971783948e-14,1.3689885375368611e-17,5.0180377291688454e-18
1.9093219092499037e-12,0.7257831932157428,154.0,0.0,0.0,0.0,0.99999320555444227,1.0,18.999999995346084,3.5044174595454529e-07,1.320843896931003e-06,1.3183844649821295e-06,3.5495507364228012e-09,2.7545460982979332e-13,9.3775009353407604e-07,1.0821874353912043e-06,3.4673864224032154e-09,1.7766883652378211e-06,1.1040892992879959e-09,3.7740104507492626e-17,1.4007961394001378e-11,8.1709191573401104e-18,1.4159897426916893e-11,8.6019505099411106e-14,8.6039352144408873e-14,1.4498139147792908e-17,5.3489058499577648e-18
1.943571975499065e-12,0.7257831932150958,154.0,0.0,0.0,0.0,0.99999308400191667,1.0,18.999999995190073,3.567280507193123e-07,1.3445282662086738e-06,1.3419703587734369e-06,3.6765358331337477e-09,2.803940401530987e-13,9.3893254026010424e-07,1.1074146837301405e-06,3.4796581362938697e-09,1.818105392398127e-06,1.1331091729643548e-09,3.9090269729429959e-17,1.4446581336373401e-11,8.3856844505372648e-18,1.467039490603052e-11,9.0722464491521069e-14,9.0743496744365365e-14,1.5337658459838667e-17,5.6945943844601964e-18
1.977822041748226e-12,0.7257831932144392,154.0,0.0,0.0,0.0,0.99999296245144342,1.0,18.999999995031764,3.6301435412637619e-07,1.3682125116190117e-06,1.3655540592214712e-06,3.805699373733244e-09,2.8533344454141957e-13,9.400324958847647e-07,1.132672598846579e-06,3.4913609611708985e-09,1.8595727681689039e-06,1.1622471491824853e-09,4.0463597429339437e-17,1.4890588884789519e-11,8.6013237848104128e-18,1.5189858866329307e-11,9.559344111495924e-14,9.5615705603342136e-14,1.6209034745939559e-17,6.0554536369374472e-18
2.0120721079973873e-12,0.7257831932137732,154.0,0.0,0.0,0.0,0.99999284090289342,1.0,18.999999994871175,3.693006561757496e-07,1.3918966381648195e-06,1.389135569028334e-06,3.9370386570669926e-09,2.9027282410701814e-13,9.4105571472801619e-07,1.1579590412706915e-06,3.5025212684730139e-09,1.9010869800653766e-06,1.191498225231979e-09,4.1860058886981665e-17,1.5339957125734022e-11,8.817800136618031e-18,1.5718285527928707e-11,1.0063535962554695e-13,1.0065890431908003e-13,1.7112859190869957e-17,6.4318343421885e-18
2.0463221742465485e-12,0.7257831932130977,154.0,0.0,0.0,0.0,0.99999271935614642,1.0,18.999999994708293,3.7558695686744434e-07,1.4155806506369994e-06,1.4127148908927738e-06,4.0705509853282541e-09,2.9521218003188997e-13,9.4200754970653867e-07,1.1832720207753406e-06,3.5131642071636004e-09,1.9426447606226721e-06,1.220857610298572e-09,4.3279625417716398e-17,1.5794660393092977e-11,9.0350780505969319e-18,1.625567111327472e-11,1.0585114344577501e-13,1.0587601725613353e-13,1.8049722729906213e-17,6.8240876286196781e-18
2.0805722404957097e-12,0.7257831932124128,154.0,0.0,0.0,0.0,0.99999259781108985,1.0,18.999999994543142,3.8187325620147168e-07,1.4392645536235257e-06,1.4362920275101901e-06,4.2062336640537049e-09,3.0015151301073647e-13,9.4289298033436208e-07,1.2086096859653815e-06,3.5233137603998216e-09,1.9842430703040007e-06,1.2503207164890159e-09,4.4722268372445224e-17,1.625467421033365e-11,9.2531235731415259e-18,1.6802011847138329e-11,1.1124371476559784e-13,1.1126996754663051e-13,1.902021604898778e-17,7.232564983667348e-18
2.114822306744871e-12,0.7257831932117185,154.0,0.0,0.0,0.0,0.99999247626761867,1.0,18.999999994375724,3.8815955417784179e-07,1.4629483515180432e-06,1.4598669815726338e-06,4.3440840021192766e-09,3.050908239934424e-13,9.4371663877026769e-07,1.2339703145931781e-06,3.5329927995747749e-09,2.0258790816011064e-06,1.2798831502361014e-09,4.6187959137574533e-17,1.6719975235364e-11,9.4719041887944497e-18,1.7357303956610335e-11,1.1681599454322373e-13,1.1684367709103005e-13,2.0024929584878021e-17,7.6576182214240968e-18
2.1833224392431937e-12,0.7257831932103018,154.0,0.0,0.0,0.0,0.99999223318504471,1.0,18.999999994034116,4.0073214605764929e-07,1.5103156486821383e-06,1.5070103527841172e-06,4.6262769084460742e-09,3.1496938393234651e-13,9.4519557041232144e-07,1.2847541670473803e-06,3.5510255633586775e-09,2.1092538740082086e-06,1.3392893495960125e-09,4.9188369821947637e-17,1.7666350905647426e-11,9.9115474718742498e-18,1.8494727222312167e-11,1.2851135715069215e-13,1.2854205538956099e-13,2.213937780921819e-17,8.5588610595982062e-18
2.244972558491684e-12,0.7257831932089948,154.0,0.0,0.0,0.0,0.99999201441522678,1.0,18.999999993718983,4.1204747410638086e-07,1.5529458970967523e-06,1.5494319494747832e-06,4.8876369899500895e-09,3.2386002127860486e-13,9.4635552607016247e-07,1.3305232309090711e-06,3.5658543456274652e-09,2.184395601668524e-06,1.3930542483415099e-09,5.1967276623310194e-17,1.85359585128519e-11,1.0309441598123532e-17,1.9548984063522357e-11,1.3968106428430885e-13,1.3971465982101719e-13,2.4165332518148965e-17,9.43020419014915e-18
2.3066226777401744e-12,0.725783193207658,154.0,0.0,0.0,0.0,0.99999179564919349,1.0,18.99999999339661,4.2336279775643857e-07,1.5955758652950809e-06,1.5918465164017091e-06,5.1559785875408358e-09,3.3275059996870897e-13,9.473738921485397e-07,1.3763449264165767e-06,3.579468744752603e-09,2.2596237417393196e-06,1.4470806875407642e-09,5.4820414949941033e-17,1.9422380201300703e-11,1.0709271305913664e-17,2.0632184790937049e-11,1.5147839734834319e-13,1.5151506941669074e-13,2.6311331830243123e-17,1.0360736517240836e-17
2.3682727969886647e-12,0.725783193206291,154.0,0.0,0.0,0.0,0.99999157688653839,1.0,18.999999993067018,4.3467811700786372e-07,1.6382055728813309e-06,1.6342540691445628e-06,5.4312861267810197e-09,3.4164112478340928e-13,9.4826795180121279e-07,1.4222128276522865e-06,3.5919682096143552e-09,2.3349277444397767e-06,1.5013490632895959e-09,5.7747619205419593e-17,2.0325514469622294e-11,1.1110891512695569e-17,2.1744307484212617e-11,1.6392034693596117e-13,1.6396028026420276e-13,2.8580810183909296e-17,1.1352518057667357e-17
2.429922916237155e-12,0.7257831932048944,154.0,0.0,0.0,0.0,0.99999135812690043,1.0,18.999999992730263,4.4599343186069304e-07,1.6808350379900219e-06,1.6766546232482436e-06,5.7135440679588117e-09,3.5053159884089816e-13,9.4905287669063064e-07,1.468121293756076e-06,3.6034440424048332e-09,2.4102983488609387e-06,1.5558412413393436e-09,6.0748724162505582e-17,2.1245268129515513e-11,1.1514168012399458e-17,2.2885330247006319e-11,1.7702389077182866e-13,1.7706727558154269e-13,3.0977199414451796e-17,1.240761029954297e-17
2.4915730354856454e-12,0.7257831932034683,154.0,0.0,0.0,0.0,0.99999113936995832,1.0,18.999999992386364,4.5730874231495972e-07,1.7234642773963498e-06,1.7190481942229629e-06,6.0027369060104115e-09,3.5942202536197276e-13,9.497419857355032e-07,1.5140653727223444e-06,3.6139800672324469e-09,2.4857274250240422e-06,1.6105404467357328e-09,6.3823564962360186e-17,2.2181555623538156e-11,1.1918976658680582e-17,2.4055231206906098e-11,1.9080599372652808e-13,1.9085302573114725e-13,3.3503928757015584e-17,1.3528075862100314e-17
2.5532231547341357e-12,0.7257831932020126,154.0,0.0,0.0,0.0,0.99999092061542805,1.0,18.999999992035349,4.6862404837069342e-07,1.7660933066181801e-06,1.7614347975443247e-06,6.2988491704427809e-09,3.6831240867026842e-13,9.5034697199710162e-07,1.5600407170431497e-06,3.6236532433290446e-09,2.5612078353872316e-06,1.6654311618297135e-09,6.6971977113770455e-17,2.3134298399416568e-11,1.232520261012278e-17,2.5253988515364455e-11,2.052836078308955e-13,2.0533448823393908e-13,3.6164424849513224e-17,1.4715978193979454e-17
2.614873273982626e-12,0.7257831932005276,154.0,0.0,0.0,0.0,0.99999070186305539,1.0,18.999999991677257,4.7993935002792061e-07,1.8087221400104424e-06,1.8038144486534051e-06,6.6018654252565706e-09,3.7720275106848973e-13,9.5087810193051826e-07,1.6060435096261159e-06,3.6325342283279132e-09,2.6367333132209322e-06,1.72049903188543e-09,7.019379649222919e-17,2.4103424335297576e-11,1.2732739631683443e-17,2.6481580347635732e-11,2.2047367229028699e-13,2.2052860778332782e-13,3.8962111735535775e-17,1.5973381305233445e-17
2.6765233932311164e-12,0.7257831931990132,154.0,0.0,0.0,0.0,0.99999048311261585,1.0,18.999999991312112,4.9125464728666526e-07,1.8513507908522578e-06,1.8461871629568336e-06,6.911770268869198e-09,3.8609305469733501e-13,9.5134438929036182e-07,1.6520703991358824e-06,3.640687894064752e-09,2.7122983564543648e-06,1.7757307779571333e-09,7.3488859339157854e-17,2.5088867213440883e-11,1.3141489449917531e-17,2.7737984902716658e-11,2.3639311349877621e-13,2.3645231625917403e-13,4.1900410867247746e-17,1.7302349530553462e-17
2.7381735124796067e-12,0.7257831931974699,154.0,0.0,0.0,0.0,0.99999026436390925,1.0,18.999999990939944,5.0256994014694844e-07,1.8939792714275129e-06,1.8885529558268684e-06,7.2285483340381072e-09,3.949833235811986e-13,9.5175374769641151e-07,1.6981184432698327e-06,3.6481738000163767e-09,2.7878981345482038e-06,1.8311141163124314e-09,7.6857002261173153e-17,2.6090566237133926e-11,1.3551361156643562e-17,2.902318040328953e-11,2.5305884505329189e-13,2.531225327417195e-13,4.4982741108267493e-17,1.8704947319205102e-17
2.799823631728097e-12,0.7257831931958972,154.0,0.0,0.0,0.0,0.99999004561675697,1.0,18.999999990560774,5.1388522860879017e-07,1.9366075930994291e-06,1.9309118426014806e-06,7.5521842877842128e-09,4.0387355942045269e-13,9.5211312476301937e-07,1.7441850588884607e-06,3.6550466281426741e-09,2.8635284066208727e-06,1.8866376838712363e-09,8.0298062229142103e-17,2.7108465586987141e-11,1.3962270657155096e-17,3.0337145095667808e-11,2.7048776776769906e-13,2.70556163525484e-13,4.8212518736534004e-17,2.0183239048381829e-17
2.8614737509765874e-12,0.7257831931942959,154.0,0.0,0.0,0.0,0.99998982687100091,1.0,18.999999990174636,5.2520051267220749e-07,1.9792357663795825e-06,1.9732638385844245e-06,7.8826628313154866e-09,4.1276376327565479e-13,9.5242862013076519e-07,1.7902679781309245e-06,3.6613565824592418e-09,2.9391854494010373e-06,1.9422909691843444e-09,8.3811876577397904e-17,2.8142514013215183e-11,1.4374140159411299e-17,3.167985724974373e-11,2.8869676968682826e-13,2.8877010213313275e-13,5.1593157447161464e-17,2.1739288857253552e-17
2.9231238702250777e-12,0.7257831931926657,154.0,0.0,0.0,0.0,0.99998960812649884,1.0,18.999999989781543,5.3651579233721596e-07,2.0218638009917541e-06,2.0156089590453258e-06,8.2199686999507332e-09,4.2165393910071856e-13,9.5270558909527051e-07,1.8363652098856045e-06,3.6671497558996329e-09,3.014865993971722e-06,1.9980642485833694e-09,8.7398283003061654e-17,2.9192664461293002e-11,1.4786897701486132e-17,3.3051295158937814e-11,3.0770272610045606e-13,3.0778122932931108e-13,5.5128068355282573e-17,2.3375160499699266e-17
2.984773989473568e-12,0.7257831931910068,154.0,0.0,0.0,0.0,0.99998938938312554,1.0,18.999999989381539,5.4783106760383e-07,2.0644917059309804e-06,2.0579472192197484e-06,8.5640866630435349e-09,4.3054408826669246e-13,9.5294873346919694e-07,1.8824750060073979e-06,3.6724684670034202e-09,3.0905671703073821e-06,2.0539485271344121e-09,9.1057119565069288e-17,3.0258873728399476e-11,1.5200476714603479e-17,3.4451437140149964e-11,3.2752249955723985e-13,3.2760641313445253e-13,5.8820659998881054e-17,2.5092917213773737e-17
3.0464241087220583e-12,0.7257831931893194,154.0,0.0,0.0,0.0,0.99998917064076887,1.0,18.999999988974626,5.591463384720624e-07,2.1071194895181601e-06,2.1002786343092799e-06,8.9150015239063795e-09,4.394342106538146e-13,9.5316218126946105e-07,1.9285958316898235e-06,3.677351568925423e-09,3.1662864586321706e-06,2.1099354840323926e-09,9.478822468336449e-17,3.1341102148102515e-11,1.561481561901773e-17,3.5880261533712097e-11,3.4817293987860874e-13,3.4826250883855626e-13,6.2674338341614214e-17,2.6894621606009039e-17
3.1080742279705487e-12,0.7257831931876032,154.0,0.0,0.0,0.0,0.99998895189932813,1.0,18.999999988560841,5.7046160494192503e-07,2.1497471594505669e-06,2.1426032194816034e-06,9.2726981197349125e-09,4.483243103019391e-13,9.5334955669570355e-07,1.9747263394468572e-06,3.6818347331528776e-09,3.2420216467044959e-06,2.1660174220862376e-09,9.8591437138295026e-17,3.2439313300850627e-11,1.6029857450145109e-17,3.7337746703342009e-11,3.6967088417261483e-13,3.6976635901493926e-13,6.6692506775625944e-17,2.8782335548785425e-17
3.169724347219039e-12,0.7257831931858587,154.0,0.0,0.0,0.0,0.99998873315871439,1.0,18.999999988140193,5.8177686701342815e-07,2.1923747228485893e-06,2.1849209898705756e-06,9.637161321532407e-09,4.5721438857512279e-13,9.5351404162060755e-07,2.0208653462506907e-06,3.6859507100478922e-09,3.3177707922828207e-06,2.2221872209817693e-09,1.0246659606961149e-16,3.3553473748110493e-11,1.6445549512699228e-17,3.8823871036098343e-11,3.9203315684774568e-13,3.921347935339594e-13,7.0878566124351176e-17,3.0758120089273829e-17
3.2313744664675293e-12,0.725783193184086,154.0,0.0,0.0,0.0,0.99998851441884773,1.0,18.999999987712723,5.9309212468658172e-07,2.2350021862989775e-06,2.2272319605763051e-06,1.0008376034034391e-08,4.6610444399435416e-13,9.5365842959956322e-07,2.0670118134508047e-06,3.689729568085439e-09,3.3935321901577127e-06,2.2784382940428902e-09,1.0641354097561432e-16,3.4683552788242641e-11,1.686184306070064e-17,4.0338612942336691e-11,4.1527656962670029e-13,4.1538462957671428e-13,7.5235914645311989e-17,3.2824035368689333e-17
3.2930245857160197e-12,0.725783193182285,154.0,0.0,0.0,0.0,0.99998829567965741,1.0,18.999999987278439,6.0440737796139442e-07,2.2776295558948227e-06,2.2695361466652233e-06,1.0386327195633417e-08,4.749944807735635e-13,9.5378517327532677e-07,2.113164829148809e-06,3.693198913487874e-09,3.4693043432156471e-06,2.3347645482350415e-09,1.1043211171264673e-16,3.5829522232379471e-11,1.727869300143992e-17,4.1881950855666344e-11,4.3941792156013047e-13,4.3953267164871412e-13,7.9767948032905912e-17,3.498214055074628e-17
