Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925)
4.060107515518571e-11,0.708301456374834,154.0,0.0,0.0,0.0,0.99908109508984067,1.0,18.999997127052996,2.1472942454640971e-05,9.209820326532891e-05,8.933708681405287e-05,2.7791456404445171e-06,1.4533432302827001e-11,7.1263751342505802e-06,0.00024004365370502886,6.488282711996801e-08,0.00046578514058138006,9.0222899600373397e-08,2.270188131104219e-14,2.7213819484722158e-08,5.294162391281616e-16,5.7960707932276663e-08,1.348581435681424e-08,1.3489252883024707e-08,2.1945790698231887e-12,1.2431899827898057e-12,1.4017002177599796e-09,3.8607761048848174e-20,3.5931594639232449e-20,3.5938468673616635e-20,1.1966186069811457e-12,3.5593026347127849e-09,1.2313308883794822e-15,8.0392113864221558e-18,4.7369592051964585e-09,2.4386248432243927e-09,7.5693390614995276e-16,1.8244125231276671e-14,2.995967216551078e-21,2.4802350486836825e-19,3.8483989013702163e-17,3.801596242625849e-17,2.2433809808638907e-19,8.4216389762792401e-22,5.51054481864961e-22,6.7341599400858007e-21,6.1577115845055078e-25,1.4757453948841593e-28,4.2413601875547153e-28,3.2975318732365635e-26,9.6873387550568287e-25,1.3184932634879975e-15,3.2180071674430949e-17,1.4957306268525086e-18
4.179461177286035e-11,0.7083014559002176,154.0,0.0,0.0,0.0,0.99905410248304349,1.0,18.999997008442651,2.2103815358760647e-05,9.4802942757032561e-05,9.1924529004926028e-05,2.8948749021544249e-06,1.4960250150318768e-11,7.1261933717376982e-06,0.0002471664852859212,6.4881074080297692e-08,0.00047960748556467923,9.2910792696146896e-08,2.3647240968702512e-14,2.8618406097592422e-08,5.4518860916171395e-16,6.1037245206799568e-08,1.4640068882057418e-08,1.4643803284429821e-08,2.3828868579687752e-12,1.3506570516800746e-12,1.4853527575223285e-09,4.6879334580811348e-20,4.3637430839196588e-20,4.3646031829211699e-20,1.311771160317399e-12,3.7516507483598032e-09,1.3639171010794258e-15,8.3335542534500721e-18,5.0156877997111955e-09,2.5820317043884915e-09,8.5819093978706374e-16,1.9846961338566681e-14,3.4917682782174315e-21,2.7193520197127427e-19,4.3448007563501538e-17,4.2920332841771921e-17,2.6076019311691303e-19,1.0042951257703059e-21,6.5924789197161798e-22,7.8281563455198503e-21,7.5794183387114763e-25,1.8498251622306803e-28,5.074322411287426e-28,4.0554134168144624e-26,1.1599312185941343e-24,1.3966670183725388e-15,3.4625467603574939e-17,1.5847503399652697e-18
4.2988148390534995e-11,0.7083014554235744,154.0,0.0,0.0,0.0,0.99902711072415018,1.0,18.999996889266384,2.2734667697591528e-05,9.7507533662964554e-05,9.4511140503466423e-05,3.0111651866830493e-06,1.5387045835157314e-11,7.1260116149483322e-06,0.00025428909933860461,6.487932110256597e-08,0.00049342947018641452,9.5598538098806525e-08,2.4597158092526399e-14,3.00572932993741e-08,5.6095952552619018e-16,6.4174229547964354e-08,1.5854600254582056e-08,1.5858646072022999e-08,2.5810536403831633e-12,1.4637938166453617e-12,1.5714316702362337e-09,5.6600898252168708e-20,5.2695923515809061e-20,5.2706615627286806e-20,1.4341709991622873e-12,3.9490338299118662e-09,1.5068812751040455e-15,8.6311811819684686e-18,5.3019978586081769e-09,2.7293319937113138e-09,9.6965586162499412e-16,2.1537939909216745e-14,4.0524723510950844e-21,2.973555745558425e-19,4.888224993685696e-17,4.8288883344050504e-17,3.017992001544635e-19,1.1915690492477188e-21,7.8468024997340215e-22,9.0610669133219954e-21,9.2745530700664282e-25,2.3041632707211755e-28,6.0400382916208061e-28,4.958530635160207e-26,1.3818103617660282e-24,1.4770797775646694e-15,3.7171076508672568e-17,1.6763291056200454e-18
4.418168500820964e-11,0.7083014549450921,154.0,0.0,0.0,0.0,0.99900011981312986,1.0,18.999996769569229,2.3365499471783802e-05,0.0001002119759911237,9.7096966418015566e-05,3.1279714321806112e-06,1.5813814636800341e-11,7.1258298638769976e-06,0.00026141149588608645,6.4877568310018917e-08,0.00050725109448869683,9.8286135815314393e-08,2.5551357358721765e-14,3.1530477351380238e-08,5.7673113739797277e-16,6.7370460444189002e-08,1.7130569507940689e-08,1.713494258116638e-08,2.7892699176101734e-12,1.5827108734327427e-12,1.6599371291340875e-09,6.7972951895891328e-20,6.3294488118281992e-20,6.3307698412358532e-20,1.5640399501019353e-12,4.1514524700746409e-09,1.6607491292532124e-15,8.9316685370656211e-18,5.5958584004796536e-09,2.8805093980656256e-09,1.0920408130160465e-15,2.3319094136080378e-14,4.6844618009944318e-21,3.243289702868905e-19,5.4815846295801435e-17,5.4150277391570374e-17,3.478841499049515e-19,1.4069881403876627e-21,9.2949432547200971e-22,1.044584961412467e-20,1.1285745748669772e-24,2.8530285018280781e-28,7.1550130218699315e-28,6.0294781888060153e-26,1.6382245054401011e-24,1.5597312644098249e-15,3.9817379085474566e-17,1.7704666019120333e-18
4.537522162588428e-11,0.7083014544649453,154.0,0.0,0.0,0.0,0.99897312974995234,1.0,18.999996649392866,2.3996310681987615e-05,0.00010291626974948733,9.9682048445471144e-05,3.2452519863410466e-06,1.6240569119008745e-11,7.1256481185221817e-06,0.00026853367495130508,6.4875815553809856e-08,0.00052107235851350895,1.0097358585529888e-07,2.6509251659638062e-14,3.3037954515727756e-08,5.9249772584775941e-16,7.0624762372866003e-08,1.8469114665892637e-08,1.8473831131489434e-08,3.0077224145021448e-12,1.7075166252325909e-12,1.7508693074131761e-09,8.1216545264504927e-20,7.5639811920985892e-20,7.5656038914307126e-20,1.7015992730061503e-12,4.3589071863734217e-09,1.8260593276872528e-15,9.2361294245961279e-18,5.8972385696185955e-09,3.0355476721136236e-09,1.2260866483764513e-15,2.5192434040132e-14,5.3945495411114332e-21,3.529055535734344e-19,6.12788053636199e-17,6.0534025532535761e-17,3.9947001150008638e-19,1.6538098049692235e-21,1.0960272806317922e-21,1.1996252789253829e-20,1.3660786817906861e-24,3.5127231306236262e-28,8.4372495074494578e-28,7.2935861051492704e-26,1.9333822112867328e-24,1.6446212379760161e-15,4.2564820362947836e-17,1.8671625481961374e-18
4.6568758243558925e-11,0.7083014539832928,154.0,0.0,0.0,0.0,0.99894614053458675,1.0,18.9999965287757,2.4627101328853098e-05,0.00010562041494607832,0.00010226642505482165,3.3629684229670963e-06,1.6667275860134819e-11,7.1254663788872463e-06,0.00027565563655712914,6.487406273482848e-08,0.00053489326230270369,1.0366088822737752e-07,2.747118400854964e-14,3.4579721054790389e-08,6.082745095096697e-16,7.3935984235657234e-08,1.9871351201881769e-08,1.9876427486486282e-08,3.236594155541501e-12,1.8383173265008391e-12,1.8442283782251202e-09,9.6574686460967067e-20,8.9959183015038856e-20,8.997900610167701e-20,1.8470696564624373e-12,4.5713984270730479e-09,2.0033634784926553e-15,9.5416421477634833e-18,6.2061076355092729e-09,3.194430638025563e-09,1.3725632603943156e-15,2.7159946735559825e-14,6.189995543665979e-21,3.8312325593277117e-19,6.8302010783447227e-17,6.7470499055667058e-17,4.5703844746399151e-19,1.9355596237682957e-21,1.2868221750710551e-21,1.3726838862214928e-20,1.6453080211256996e-24,4.3018047448618135e-28,9.9063370826155236e-28,8.7791633400284943e-26,2.2718690788952009e-24,1.7317494911360132e-15,4.541381162254615e-17,1.966416702870563e-18
4.776229486123357e-11,0.7083014535002801,154.0,0.0,0.0,0.0,0.99891915216700267,1.0,18.999996407753006,2.525787141303036e-05,0.00010832441158879793,0.00010485013154811541,3.4810854810385796e-06,1.7094023784100311e-11,7.1252846449724328e-06,0.00028277738072636098,6.4872309999349796e-08,0.00054871380589801026,1.0634804293795982e-07,2.8435118351622813e-14,3.6155773230866241e-08,6.2402099080628384e-16,7.7302998908512141e-08,2.1338372453656644e-08,2.134382526824378e-08,3.476064533039953e-12,1.9752171224671319e-12,1.9400145147076017e-09,1.1431385172525226e-19,1.065019156830079e-19,1.0652600550521402e-19,2.0006713198704799e-12,4.7889265724860468e-09,2.1932261294078217e-15,9.8558786199321032e-18,6.5224349923227226e-09,3.3571421852011682e-09,1.532269874323092e-15,2.9223596686674928e-14,7.0785238379927157e-21,4.1504466991310763e-19,7.5917216504470349e-17,7.4990887727532704e-17,5.2109856458878089e-19,2.2560453150245946e-21,1.504640230510267e-21,1.5653007944130778e-20,1.9722138703226632e-24,5.2413321298751296e-28,1.158354589500741e-27,1.0517763036865626e-25,2.6586709075632928e-24,1.8211158499295368e-15,4.8364731036303501e-17,2.0682288626418744e-18
4.895583147890821e-11,0.7083014530160433,154.0,0.0,0.0,0.0,0.99889216464716923,1.0,18.999996286357131,2.5888620935169486e-05,0.00011102825968587044,0.00010743320032458845,3.5995708007208214e-06,1.7520576310748344e-11,7.1251029167752365e-06,0.00028989890748173632,6.4870557424533515e-08,0.0005625339893410346,1.0903504999444183e-07,2.9405441821405329e-14,3.7766107306712093e-08,6.3984493650037051e-16,8.0724702632662415e-08,2.2871250081156298e-08,2.2877096415446233e-08,3.7263093820118559e-12,2.1183180928331718e-12,2.0382278900374992e-09,1.3472549693898712e-19,1.2554077908638536e-19,1.25569908912391e-19,2.1626240777105108e-12,5.0114919406091614e-09,2.3962247634529361e-15,1.0158696610217577e-17,6.8461901584118114e-09,3.5236662699907966e-09,1.7060353499847388e-15,3.1385325967195195e-14,8.0683392009200006e-21,4.4868173196580888e-19,8.4157045545014284e-17,8.3127273141342984e-17,5.921876411122807e-19,2.6193703681190845e-21,1.7524730463329488e-21,1.779102089166736e-20,2.3534101096175077e-24,6.3551270531842988e-28,1.3491921394641818e-27,1.2544456962650233e-25,3.0991968652455753e-24,1.9127201708051347e-15,5.1417926428146507e-17,2.172598859336942e-18
5.0149368096582855e-11,0.7083014525307098,154.0,0.0,0.0,0.0,0.99886517797505592,1.0,18.999996164617993,2.6519349895920527e-05,0.00011373195924465106,0.00011001566134334704,3.7183944609603063e-06,1.7947562873348162e-11,7.1249211942954762e-06,0.00029702021684592354,6.4868804868553408e-08,0.00057635381267325707,1.1172190940652202e-07,3.0369532464502673e-14,3.9410719545798174e-08,6.5545957258089402e-16,8.4200014240764123e-08,2.4471034576099105e-08,2.4477291693097429e-08,3.987501064367279e-12,2.2677203004633158e-12,2.1388686772572552e-09,1.5812752860601208e-19,1.4737338925589458e-19,1.4740844739232652e-19,2.3331472567103881e-12,5.2390947969903764e-09,2.6129497980297686e-15,1.0502981552765585e-17,7.1773427758038856e-09,3.6939869154152331e-09,1.8947185091123982e-15,3.3647054524991155e-14,9.1681433565875046e-21,4.8414960490923984e-19,9.3054991517451979e-17,9.191247562290758e-17,6.7087185981386461e-19,3.0299470216595288e-21,2.0335544250861782e-21,2.0158022167618927e-20,2.7962254378857802e-24,7.6700454725210029e-28,1.5656374585194988e-27,1.4898113046737313e-25,3.5993020055815751e-24,2.0065623357889713e-15,5.4573720110335522e-17,2.2795265543261225e-18
5.13429047142575e-11,0.7083014520443954,154.0,0.0,0.0,0.0,0.99883819215063185,1.0,18.999996042563343,2.7150058295933526e-05,0.0001164355102740451,0.00011259754237131527,3.8375287316260863e-06,1.837406309571039e-11,7.124739477534408e-06,0.00030414130884152371,6.4867052292941141e-08,0.00059017327593603318,1.1440862118182763e-07,3.1345264609031915e-14,4.1089606211760274e-08,6.7128428264499032e-16,8.7727874560499856e-08,2.6138755716480912e-08,2.6145441147136351e-08,4.2598085427441697e-12,2.4235218347545754e-12,2.241937049404701e-09,1.8486583961348515e-19,1.7232366273762417e-19,1.7236566603455533e-19,2.5124595871807403e-12,5.4717353600207572e-09,2.8440045858366399e-15,1.0812044118511428e-17,7.5158626096967407e-09,3.868088210887373e-09,2.0992084491270969e-15,3.6010680440458385e-14,1.0387151584920068e-20,5.2140968263778047e-19,1.0264541684358956e-16,1.0138030870653255e-16,7.5774703901361237e-19,3.4925097293172498e-21,2.3513726625290891e-21,2.2772063270655793e-20,3.308758135312065e-24,9.216269148343673e-28,1.8103778482762812e-27,1.762169134023169e-25,4.165310688223212e-24,2.1026422498945441e-15,5.7832411475939431e-17,2.3890118355274594e-18
5.241708767016468e-11,0.7083014516059613,154.0,0.0,0.0,0.0,0.998813905633399,1.0,18.999995932465499,2.7717678277051447e-05,0.00011886857921413578,0.00011492076055816649,3.9449940227594091e-06,1.8757835602353994e-11,7.1245759373387215e-06,0.00031055010580604842,6.4865475043647695e-08,0.00060261048504723616,1.1682653555600221e-07,3.2226552787620994e-14,4.26299057580756e-08,6.8555201425981201e-16,9.0947020040591665e-08,2.7698625284980395e-08,2.7705711404114526e-08,4.5145262354958125e-12,2.5692941481788001e-12,2.3367743123087342e-09,2.1209258987059584e-19,1.9773466969137294e-19,1.9778391109006372e-19,2.681535789027073e-12,5.6854192478211564e-09,3.0647149251188608e-15,1.1087667961123446e-17,7.8268045401072732e-09,4.027998735787411e-09,2.2975236379837512e-15,3.8226617341107988e-14,1.1594222536201052e-20,5.5652974263873214e-19,1.118979659835325e-16,1.1051354065839834e-16,8.4345489350966728e-19,3.9574485052916545e-21,2.671917797825991e-21,2.5351588401236277e-20,3.8370059734112026e-24,1.0833510367416505e-27,2.0572236117535371e-27,2.0428251330817233e-25,4.7366913924165371e-24,2.191027388408351e-15,6.0853439900871568e-17,2.4897352539285174e-18
5.3383852330481145e-11,0.7083014512108249,154.0,0.0,0.0,0.0,0.99879204835491653,1.0,18.999995833190756,2.8228522021560247e-05,0.00012105823840597726,0.00011701128713090752,4.0418960662296104e-06,1.9103447388800728e-11,7.1244287551220754e-06,0.00031631787256465425,6.4864055595339614e-08,0.00061380372393455597,1.1900255625671847e-07,3.3016632589113513e-14,4.4039907265636404e-08,6.9828633681846956e-16,9.3879311570967578e-08,2.9150853749115439e-08,2.9158312966325503e-08,4.7516831010012621e-12,2.7050445622678068e-12,2.4238092966992213e-09,2.3941069522924397e-19,2.2323542398200594e-19,2.2329207806442771e-19,2.8400737291384526e-12,5.8812238056133891e-09,3.2740835116753527e-15,1.1357640260583202e-17,8.1117155129518853e-09,4.1745160137996165e-09,2.4881621482756287e-15,4.0293947987228904e-14,1.2776063152798041e-20,5.8949119033074588e-19,1.2075092828450311e-16,1.1925136778928598e-16,9.2709261403467183e-19,4.4186562021596262e-21,2.9908687680637298e-21,2.7869353144072388e-20,4.3727591465079039e-24,1.2495189930043494e-27,2.3028464331708078e-27,2.3274283760032634e-25,5.3056912151531352e-24,2.2721236860198903e-15,6.3643972323958783e-17,2.5821574911117177e-18
5.435061699079761e-11,0.7083014508152219,154.0,0.0,0.0,0.0,0.99877019163254799,1.0,18.999995733751192,2.8739352277324523e-05,0.00012324780016166262,0.00011910147543651256,4.138959697851902e-06,1.9448959969869583e-11,7.1242815766565249e-06,0.00032208549674769913,6.486263617210069e-08,0.0006249967266534406,1.2117848010697658e-07,3.3809680256259582e-14,4.5472389582237081e-08,7.1105826956228206e-16,9.6844267227749073e-08,3.0649420417035587e-08,3.0657264693770468e-08,4.9964226307949852e-12,2.8451616918625503e-12,2.5124373268879616e-09,2.6963313631955243e-19,2.5145201804929202e-19,2.5151703100958639e-19,3.0047657074996022e-12,6.0803338382184908e-09,3.4939690252033518e-15,1.1622500720086383e-17,8.4014067595218481e-09,4.3234857031205234e-09,2.6908529589852738e-15,4.24314378754969e-14,1.4054271815296757e-20,6.2372685377985608e-19,1.3012215146568777e-16,1.2849975096427477e-16,1.0172647846882436e-18,4.9235215192446762e-21,3.3410284848397056e-21,3.0584390667968092e-20,4.9714869114808589e-24,1.4374866809652891e-27,2.5725077166948699e-27,2.6454496023242112e-25,5.9308455928868554e-24,2.3546880764504896e-15,6.6502473961221384e-17,2.6762576473814914e-18
5.531738165111407e-11,0.7083014504191998,154.0,0.0,0.0,0.0,0.99874833546627706,1.0,18.999995634157727,2.9250169044689697e-05,0.00012543726448524821,0.00012119133640170377,4.23617400832069e-06,1.9794558537192717e-11,7.1241344019423909e-06,0.00032785297836706754,6.4861216759950248e-08,0.000636189493225632,1.2335430711110701e-07,3.4601966092760126e-14,4.6927350722864832e-08,7.2378346802039879e-16,9.9841364433045155e-08,3.2194834486795041e-08,3.2203075917086127e-08,5.2488283722668089e-12,2.9896940388713995e-12,2.6026584946484307e-09,3.0300495124357821e-19,2.8261417942331874e-19,2.8268859720881878e-19,3.175727129741494e-12,6.2827493792738808e-09,3.7247169444428552e-15,1.1898132116898011e-17,8.6958624462443061e-09,4.4748994745531332e-09,2.9061279128419216e-15,4.4640054797854812e-14,1.5434808842620476e-20,6.5927530984829062e-19,1.4003155290662695e-16,1.382781970782126e-16,1.1143482202226924e-18,5.4752435984048247e-21,3.7247990617480586e-21,3.3508139112042696e-20,5.6392447087910879e-24,1.6496453850196704e-27,2.8680580317488505e-27,3.0001049015013425e-25,6.6165306631953834e-24,2.4387205493934076e-15,6.942906388384493e-17,2.7720357095717886e-18
5.6284146311430535e-11,0.7083014500228013,154.0,0.0,0.0,0.0,0.99872647985608731,1.0,18.999995534420592,2.9760972324001173e-05,0.00012762663138139393,0.00012328088028231847,4.3335287588248792e-06,2.0139824856547188e-11,7.1239872309794932e-06,0.00033362031743461583,6.4859797390648675e-08,0.00064738202367282038,1.2553003727280619e-07,3.5401630647311809e-14,4.8404788702575853e-08,7.3665247680859645e-16,1.0287008913958812e-07,3.3787597020838372e-08,3.3796247829203304e-08,5.5089825378301744e-12,3.1386893301605289e-12,2.6944728917494394e-09,3.3978654053632584e-19,3.1696610027145996e-19,3.1705107693065983e-19,3.3530731868239614e-12,6.4884704479456483e-09,3.9666783105464719e-15,1.2149387989773743e-17,8.995066791602423e-09,4.6287490269475242e-09,3.1345324101332682e-15,4.6920757611468661e-14,1.6923889110567051e-20,6.9613328168719012e-19,1.5049941985890842e-16,1.4860661068054494e-16,1.2187339086465521e-18,6.0771883278103185e-21,4.1447184933845158e-21,3.665247201945257e-20,6.3825439504669169e-24,1.8885985472957088e-27,3.191452694752661e-27,3.3948536412272718e-25,7.3673750671448427e-24,2.5242211015876556e-15,7.2423854149429117e-17,2.8694916726541244e-18
5.7250910971747e-11,0.7083014496260667,154.0,0.0,0.0,0.0,0.99870462480196187,1.0,18.999995434549326,3.0271762115604334e-05,0.00012981590085348187,0.00012537011664125015,4.4310144031317613e-06,2.0485617606354035e-11,7.1238400637674631e-06,0.00033938751396217205,6.4858378075628176e-08,0.00065857431801664382,1.2770567059666296e-07,3.6191707164282597e-14,4.9904701536607717e-08,7.4927399061494589e-16,1.0592993572773038e-07,3.5428201061386283e-08,3.543727360076265e-08,5.7769660240392062e-12,3.2921945285353567e-12,2.7878806098244695e-09,3.8025431519646907e-19,3.5476705250377323e-19,3.5486385905408146e-19,3.5369189047340189e-12,6.6974970484613257e-09,4.220209724842743e-15,1.2447263528178455e-17,9.2990040659652193e-09,4.7850260871069603e-09,3.3766254881851551e-15,4.927449632003185e-14,1.8527988287988479e-20,7.3436970785980113e-19,1.6154640786907492e-16,1.5950517806787571e-16,1.330827269523731e-18,6.7328937082532857e-21,4.603465781995403e-21,4.0029706420573972e-20,7.2083772539585261e-24,2.1571762386447668e-27,3.5447555876073575e-27,3.8334121194137688e-25,8.1882698176622878e-24,2.6111897370481438e-15,7.5486949571277519e-17,2.9686255400035517e-18
5.812099916603181e-11,0.7083014492687495,154.0,0.0,0.0,0.0,0.99868495572867089,1.0,18.999995344557895,3.0731461396342026e-05,0.0001317861600852337,0.00012725017381515051,4.5188560287516284e-06,2.0796343800295098e-11,7.1237076164835937e-06,0.00034457786897503314,6.4857100719157483e-08,0.00066864718107554916,1.2966365779505494e-07,3.6912959050502731e-14,5.1273837447441777e-08,7.6084902859301333e-16,1.0870999563877001e-07,3.6946050325064777e-08,3.6955513088613705e-08,6.0249110480701951e-12,3.4342433864767231e-12,2.8733099213774116e-09,4.2006886894189531e-19,3.919637585484494e-19,3.9207240297452752e-19,3.7080322140434927e-12,6.8884472108892865e-09,4.4585795992296008e-15,1.2679069988224254e-17,9.576581308327827e-09,4.9277441450439985e-09,3.6066860942664266e-15,5.145608495633956e-14,2.0075585844929471e-20,7.6994901421284443e-19,1.7200121386652009e-16,1.6981840794356735e-16,1.4386482523081008e-18,7.3720608945107061e-21,5.0518680229198254e-21,4.3278891817143306e-20,8.0283817784004136e-24,2.4267589299011267e-27,3.8900963053171149e-27,4.2688618256893839e-25,8.9912298012739533e-24,2.6907167289548641e-15,7.8302217532514362e-17,3.059280637886415e-18
5.890407854088814e-11,0.7083014489469797,154.0,0.0,0.0,0.0,0.9986672539477901,1.0,18.999995263483942,3.1145181408540859e-05,0.00013355932592847786,0.00012894202354325271,4.5979929174863522e-06,2.1076154522688921e-11,7.123588416525801e-06,0.00034924908978580356,6.4855951115505055e-08,0.0006777125943431047,1.3142577921411444e-07,3.7559429287868271e-14,5.2521622157479344e-08,7.7118957100334025e-16,1.1123296334198798e-07,3.8345871356521772e-08,3.8355694039439639e-08,6.2535861587630513e-12,3.5652701368655358e-12,2.9512998749459474e-09,4.5884384754774467e-19,4.2819444601964812e-19,4.2831479391324387e-19,3.866684217209894e-12,7.0625915840476786e-09,4.6815973902659399e-15,1.290144981654587e-17,9.8296583407048081e-09,5.057860904626403e-09,3.8239699918995854e-15,5.34713099371063e-14,2.1556961499812645e-20,8.0293341480864941e-19,1.8183903811154855e-16,1.7952204958995304e-16,1.5415773046378478e-18,7.9894547704559579e-21,5.4860617180617386e-21,4.6381242103938964e-20,8.8335501995072773e-24,2.6940193401572755e-27,4.2244984154380127e-27,4.6964271327182022e-25,9.7692482798021791e-24,2.7633077599025535e-15,8.0883387268250084e-17,3.1420322767719831e-18
5.968715791574447e-11,0.7083014486250537,154.0,0.0,0.0,0.0,0.99864955253171395,1.0,18.999995182337003,3.1558892572068351e-05,0.00013533242785970724,0.00013063368654607198,4.6772006744273023e-06,2.1355940305998152e-11,7.1234692190289007e-06,0.00035392021709702463,6.4854801535178577e-08,0.00068677785274154465,1.3318783710529777e-07,3.8206774419485952e-14,5.3784149091004391e-08,7.8153661189816223e-16,1.1377547787876812e-07,3.9777932229279807e-08,3.9788123158065806e-08,6.4875377201292144e-12,3.6993368984001552e-12,3.0303353693821233e-09,5.0058462605173893e-19,4.6720164739309916e-19,4.673347725766141e-19,4.0298046471110474e-12,7.2389046817738616e-09,4.9128585667678714e-15,1.3125155670521217e-17,1.0085812849312384e-08,5.1895557332415171e-09,4.0512741138787787e-15,5.5536114293287549e-14,2.3126201463766794e-20,8.3685410599307606e-19,1.920947566387362e-16,1.8963691016611688e-16,1.6503327918275293e-18,8.649002710962804e-21,5.9509822815363368e-21,4.9659794171598415e-20,9.7070164563129645e-24,2.986571587336045e-27,4.5825695553335013e-27,5.1602597001045438e-25,1.0602834209647313e-23,2.8368620280534089e-15,8.3509537852629635e-17,3.2258848184784953e-18
6.04702372906008e-11,0.708301448302989,154.0,0.0,0.0,0.0,0.99863185148043365,1.0,18.999995101121065,3.1972594887108044e-05,0.00013710546588111894,0.00013232516682380491,4.7564753076112821e-06,2.1635757142929419e-11,7.1233500239927895e-06,0.00035859125091492887,6.4853651981797634e-08,0.00069584295628226812,1.3494983147085852e-07,3.885385432215992e-14,5.5061417193518848e-08,7.9186446959035212e-16,1.1633728600678301e-07,4.1242480141287809e-08,4.1253047706870737e-08,6.7268062913844797e-12,3.8364672167887559e-12,3.1104164533456691e-09,5.4547171988238565e-19,5.0915484169585618e-19,5.0930189966924013e-19,4.1974543161818731e-12,7.4173864829395573e-09,5.1525633190215384e-15,1.335293887719669e-17,1.0345036573711793e-08,5.3228242874626858e-09,4.2889221298145261e-15,5.7650986248554191e-14,2.4787274969208907e-20,8.7171938155212858e-19,2.0278005303718591e-16,2.0017442359487676e-16,1.7651589789265805e-18,9.3529384333026e-21,6.4483468431444962e-21,5.3121980725608111e-20,1.0653539133535427e-23,3.3064248882999149e-27,4.9656326708611234e-27,5.6628918800949628e-25,1.1495134538109853e-23,2.9113795469152344e-15,8.6180713677268192e-17,3.3108382779359763e-18
6.125331666545713e-11,0.7083014479808017,154.0,0.0,0.0,0.0,0.99861415079394045,1.0,18.999995019839922,3.2386288353843452e-05,0.00013887843999504319,0.00013401646816349859,4.8358130381011141e-06,2.1915527703884282e-11,7.1232308314174098e-06,0.00036326219124573685,6.4852502453588233e-08,0.00070490790497665292,1.367117623130351e-07,3.9502163186413875e-14,5.6353425410596979e-08,8.0220849292920457e-16,1.1891813781368227e-07,4.2739759087018894e-08,4.2750711743932495e-08,6.971431906114535e-12,3.9766843325765908e-12,3.1915431754890177e-09,5.9369382161401915e-19,5.5423122208527832e-19,5.5439345497393864e-19,4.3696939720722996e-12,7.59803696180516e-09,5.400914228737752e-15,1.3579604619691981e-17,1.0607321275469572e-08,5.4576622357142052e-09,4.5372437409055552e-15,5.9816410373593828e-14,2.654427541456299e-20,9.0754004950669647e-19,2.1390676858210663e-16,2.1114617231415341e-16,1.8863068246096408e-18,1.0103579934785487e-20,6.9799433330027327e-21,5.6775440842880104e-20,1.1678137529721735e-23,3.6557180832846047e-27,5.3750652671699332e-27,6.206995656564521e-25,1.2449428755413276e-23,2.9868603322385898e-15,8.8896956905687964e-17,3.3968926726646606e-18
6.203639604031346e-11,0.708301447658507,154.0,0.0,0.0,0.0,0.99859645047222578,1.0,18.999994938497132,3.2799972972458138e-05,0.00014065135020367923,0.00013570759415286435,4.9152102861841477e-06,2.2195305620494094e-11,7.1231116413027285e-06,0.00036793303809565725,6.4851352948349122e-08,0.00071397269883605424,1.3847362963411579e-07,4.0150613821274147e-14,5.7660172687876988e-08,8.125441591852842e-16,1.2151778666554693e-07,4.4270009901082058e-08,4.4281356166651607e-08,7.2214540794416307e-12,4.1200111853041746e-12,3.2737155844402401e-09,6.4544804653849802e-19,6.0261592985629508e-19,6.027946715871498e-19,4.5465842987304594e-12,7.7808560883149679e-09,5.6581162686718363e-15,1.3808693377695973e-17,1.0872658738097599e-08,5.5940652582382371e-09,4.7965747077234402e-15,6.2032867614407266e-14,2.8401422564570558e-20,9.4432934818267484e-19,2.2548690210043767e-16,2.2256388713756136e-16,2.0140340689493203e-18,1.0903331394061196e-20,7.5476324079479273e-21,6.062802279438562e-20,1.2786102321941683e-23,4.0367261952830534e-27,5.8123008867040341e-27,6.7953884341984178e-25,1.3469132650749915e-23,3.0633044018725056e-15,9.1658307617671032e-17,3.4840480226083574e-18
