Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359)
8.487904450900895e-13,0.40232008578015577,154.0,0.0,0.0,0.0,0.99999619437153731,1.0,18.999999996800543,1.513955598459659e-07,1.0262305280469909e-06,1.0249539179278915e-06,2.2356541572066865e-09,3.8931843648096958e-13,7.5220332743271999e-07,3.2084958136928088e-07,2.3832910872241635e-09,5.2440177836154183e-07,9.6341547205553602e-10,2.3945572784179991e-17,6.2588563366302363e-12,7.1764801374615496e-18,4.7481168834100487e-12,1.2626841333747742e-14,1.2630830177146267e-14,3.1437629066094473e-18,8.450804919110463e-19,6.0488031789347266e-18,1.202277832471284e-33,1.1232883834489264e-33,1.1232895087024057e-33
8.827860747825214e-13,0.4023200857795854,154.0,0.0,0.0,0.0,0.99999604234620987,1.0,18.999999996552432,1.5745921321379039e-07,1.0673049314785871e-06,1.0659127653433769e-06,2.4172912967758051e-09,4.0490207139332184e-13,7.6267500831420898e-07,3.4102811921611695e-07,2.4323741142849811e-09,5.5738191577940985e-07,1.0298696988225349e-09,2.5891091996534482e-17,6.7471992865102172e-12,7.6715021601303669e-18,5.1352263916815358e-12,1.4203764475156488e-14,1.420832691863112e-14,3.5840220650245268e-18,9.7842140960499975e-19,6.8047907886666656e-18,1.5823051891168122e-33,1.4783500638712825e-33,1.4783516041617608e-33
9.167817044749534e-13,0.4023200857789956,154.0,0.0,0.0,0.0,0.9999958903360282,1.0,18.999999996295905,1.6352286509951527e-07,1.1083779083825573e-06,1.1068645738981667e-06,2.6059395622336738e-09,4.2048516503113707e-13,7.7242457743377469e-07,3.614758715521544e-07,2.4792088959506385e-09,5.9080206258518096e-07,1.0977379454747208e-09,2.7911709250614718e-17,7.2525100785136029e-12,8.1770574481075011e-18,5.5374364637870032e-12,1.5906650158340952e-14,1.5911840557914714e-14,4.0642098080501252e-18,1.1261897657062619e-18,7.6212623617444136e-18,2.060932951928246e-33,1.9255353646348921e-33,1.9255374481547057e-33
9.507773341673854e-13,0.4023200857783867,154.0,0.0,0.0,0.0,0.99999573834000144,1.0,18.999999996031018,1.6958651550322948e-07,1.1494495177786788e-06,1.1478093526293348e-06,2.8015899203363115e-09,4.360677397885657e-13,7.8150182979622952e-07,3.8217427374322597e-07,2.5238984118104395e-09,6.2463187645921725e-07,1.1669611934033238e-09,3.0007327788932097e-17,7.7746846619767909e-12,8.6927063621270963e-18,5.9547396455759702e-12,1.7740316225560206e-14,1.7746191584740642e-14,4.5860937793463492e-18,1.2892654010855148e-18,8.500543361351254e-18,2.6586087552455513e-33,2.4839489781880843e-33,2.4839517656659796e-33
9.847729638598174e-13,0.4023200857777586,154.0,0.0,0.0,0.0,0.99999558635720409,1.0,18.999999995757832,1.7565016442501617e-07,1.1905198162234087e-06,1.1887471105622386e-06,3.0042333494726764e-09,4.5164981712508719e-13,7.8995312683956398e-07,4.0310604126171815e-07,2.5665409246115419e-09,6.5884310730744737e-07,1.2374828872429572e-09,3.2177850978601556e-17,8.3136237497141166e-12,9.2180276120260318e-18,6.3871284893745419e-12,1.9709578128782217e-14,1.9716198109743442e-14,5.1514409844759125e-18,1.4685399767532897e-18,9.4449591064703487e-18,3.3990378330299609e-33,3.1757392961283967e-33,3.1757429874364837e-33
1e-12,0.40232008577711165,154.0,0.0,0.0,0.0,0.99999551828640898,1.0,18.999999995632798,1.7836614250140873e-07,1.2089152677318403e-06,1.2070813320811033e-06,3.0972649335938379e-09,4.5862905414819848e-13,7.9354711508215375e-07,4.125529959163891e-07,2.5850021895556751e-09,6.7428336822462579e-07,1.2694769918807819e-09,3.3174317100472672e-17,8.5604317736865958e-12,9.4563540718121862e-18,6.5856902897269e-12,2.0636876341899339e-14,2.0643849899969243e-14,5.419227667542889e-18,1.5543304023671466e-18,9.8897102112366499e-18,3.7840660510817433e-33,3.535475430364317e-33,3.5354796033938616e-33
1.0187685935522494e-12,0.40232008577711165,154.0,0.0,0.0,0.0,0.99999543438677319,1.0,18.999999995476422,1.8171381186495305e-07,1.2315888579126819e-06,1.2296778567105425e-06,3.2138608396496707e-09,4.6723141760451584e-13,7.9782163311886384e-07,4.2425508144578535e-07,2.6072301962709246e-09,6.9340945303928665e-07,1.3092488320792626e-09,3.442318231118091e-17,8.8692325999542438e-12,9.7526174910268181e-18,6.8345955539289026e-12,2.1819248932572674e-14,2.1826675866507448e-14,5.7620177333476933e-18,1.6649162014255285e-18,1.0456834780957881e-17,4.3095571083162522e-33,4.0264479446583943e-33,4.0264527864509091e-33
1.0527642232446814e-12,0.40232008577644596,154.0,0.0,0.0,0.0,0.99999528242790259,1.0,18.999999995186844,1.8777745782311275e-07,1.2726566947804108e-06,1.2706016000762343e-06,3.4304633924771695e-09,4.8281256093237763e-13,8.0514753662967973e-07,4.4560641135812403e-07,2.6460556939789686e-09,7.2830642531477215e-07,1.3822070949522978e-09,3.6743225402510575e-17,9.4414208082755297e-12,1.0296089142020132e-17,7.297133404352233e-12,2.4074139316903072e-14,2.4082438213607986e-14,6.4195895973504615e-18,1.8793071075573959e-18,1.1538495442105092e-17,5.4215367528529711e-33,5.0653849885732323e-33,5.0653912830731946e-33
1.0867598529371134e-12,0.40232008577576156,154.0,0.0,0.0,0.0,0.99999513047983923,1.0,18.999999994889155,1.9384110229956323e-07,1.3137233765928863e-06,1.3115183496496472e-06,3.6540320211530645e-09,4.9839326599172629e-13,8.1196825399965775e-07,4.6714608128617916e-07,2.6831027868857884e-09,7.635112245121404e-07,1.4563079104616866e-09,3.9137883992553237e-17,1.0030102109044883e-11,1.0848071854402338e-17,7.7747346120748245e-12,2.6479057579887487e-14,2.6488296136636313e-14,7.1259213762708797e-18,2.1126353725491714e-18,1.2692266028717573e-17,6.7708101739025402e-33,6.3260306981448807e-33,6.3260388132032789e-33
1.1207554826295454e-12,0.4023200857750587,154.0,0.0,0.0,0.0,0.99999497854188091,1.0,18.999999994583423,1.9990474529436792e-07,1.3547889510392589e-06,1.3524281144094785e-06,3.8845577504483329e-09,5.1397355087747506e-13,8.1831862165290174e-07,4.8886110347201464e-07,2.718452933835521e-09,7.9900262324284549e-07,1.5315035902879168e-09,4.1607061945233998e-17,1.063519418589083e-11,1.1408210390084757e-17,8.2673917547971639e-12,2.9038809640454291e-14,2.9049058250209203e-14,7.8827770727877349e-18,2.3658326821202871e-18,1.3920471368739508e-17,8.3981333371896286e-33,7.8464647284349131e-33,7.8464751089955313e-33
1.1547511123219774e-12,0.4023200857743375,154.0,0.0,0.0,0.0,0.99999482661337169,1.0,18.99999999426969,2.0596838680758631e-07,1.3958534638182475e-06,1.3933309033228071e-06,4.1220316166921224e-09,5.2955343292929909e-13,8.2423107379512416e-07,5.1073938575567311e-07,2.7521838625029469e-09,8.347608578972615e-07,1.6077484364894209e-09,4.415066324828069e-17,1.1256618490853234e-11,1.1976164337629287e-17,8.7750974164457737e-12,3.1758199040956735e-14,3.1769530799963961e-14,8.6919198736826432e-18,2.6398391335410371e-18,1.5225436186444193e-17,1.0349674440762201e-32,9.6698236594127244e-33,9.6698368405248353e-33
1.1887467420144094e-12,0.4023200857735979,154.0,0.0,0.0,0.0,0.99999467469369852,1.0,18.999999993948009,2.120320268392739e-07,1.4369169587212171e-06,1.434226725345113e-06,4.3664446677568541e-09,5.4513292876315823e-13,8.2973580807846866e-07,5.32769669811815e-07,2.7843697403045287e-09,8.7076752769770817e-07,1.6849986584267057e-09,4.6768592013064125e-17,1.1894300071834311e-11,1.2551607493402946e-17,9.2978441871317022e-12,3.4642026949726922e-14,3.4654517664539756e-14,9.5551121364565658e-18,2.9356026763628515e-18,1.6609485109212622e-17,1.2677534906998426e-32,1.1844787800853962e-32,1.1844804422384297e-32
1.2227423717068414e-12,0.4023200857728403,154.0,0.0,0.0,0.0,0.99999452278228951,1.0,18.999999993618435,2.1809566538948269e-07,1.4779794777117851e-06,1.4751155894202971e-06,4.6177879630433584e-09,5.6071205430149692e-13,8.3486093980388691e-07,5.5494147365980284e-07,2.8150813374630829e-09,9.070055007360585e-07,1.7632122931612382e-09,4.9460752474439027e-17,1.2548167407968391e-11,1.3134227268616043e-17,9.8356246631113874e-12,3.7695092163578033e-14,3.770882035754602e-14,1.0474115379700573e-17,3.2540785882798423e-18,1.8074942673921946e-17,1.5440302643051128e-32,1.4426098150176549e-32,1.44261189733816e-32
1.2567380013992734e-12,0.4023200857720645,154.0,0.0,0.0,0.0,0.99999437087861032,1.0,18.999999993281019,2.2415930245826126e-07,1.5190410610021019e-06,1.5159975044806974e-06,4.8760525734660084e-09,5.7629082480219593e-13,8.3963264549436879e-07,5.7724503813655183e-07,2.8443861826048826e-09,9.4345882648815915e-07,1.842349129176064e-09,5.2227048990584816e-17,1.3218152252528187e-11,1.3723724121104391e-17,1.0388431446749823e-11,4.0922191110259077e-14,4.0937238029518783e-14,1.1450690275900424e-17,3.5962289838057717e-18,1.9624133332965607e-17,1.870363850013959e-32,1.7475104372804895e-32,1.7475130298934224e-32
1.2907336310917053e-12,0.40232008577127093,154.0,0.0,0.0,0.0,0.99999421898216201,1.0,18.999999992935813,2.3022293804565507e-07,1.5601017471259551e-06,1.5568724794471058e-06,5.1412295814378957e-09,5.9186925488630679e-13,8.4407529658836725e-07,5.9967127705278862e-07,2.8723487112387714e-09,9.8011265434845781e-07,1.9223706332764198e-09,5.506738604284662e-17,1.390418948301495e-11,1.4319811010800337e-17,1.0956257146485795e-11,4.432811785086583e-14,4.4344567469865524e-14,1.2486596646023842e-17,3.9630223536677082e-18,2.1259381459924999e-17,2.2540896873199295e-32,2.106034468503448e-32,2.1060376776146007e-32
1.3247292607841373e-12,0.40232008577045947,154.0,0.0,0.0,0.0,0.99999406709247818,1.0,18.999999992582843,2.3628657215170674e-07,1.6011615730088213e-06,1.5977405232287901e-06,5.4133100808560097e-09,6.0744735856462734e-13,8.4821158392513856e-07,6.2221173078227245e-07,2.8990304074394583e-09,1.0169531577755264e-06,2.0032398805391643e-09,5.7981668235576781e-17,1.4606216958107414e-11,1.4922212877914568e-17,1.1539094376799071e-11,4.79176640822106e-14,4.793560310879924e-14,1.3583593455627364e-17,4.3554331330193575e-18,2.2983011354911296e-17,2.7033781390104749e-32,2.5258158526577449e-32,2.5258198028755809e-32
1.3587248904765693e-12,0.4023200857696304,154.0,0.0,0.0,0.0,0.99999391520912384,1.0,18.999999992222172,2.4235020477645609e-07,1.6422205740349956e-06,1.6386016447235056e-06,5.6922851770864416e-09,6.2302514926318034e-13,8.5206263364151972e-07,6.4485852305301966e-07,2.9244899390393813e-09,1.0539674636709818e-06,2.084921487186619e-09,6.0969800295976218e-17,1.5324175381162472e-11,1.553066614290204e-17,1.213693575817944e-11,5.1695619139153539e-14,5.1715137019262498e-14,1.4743438812233496e-17,4.7744412967126027e-18,2.4797347249594724e-17,3.2273036641142585e-32,3.0153332911345904e-32,3.0153381280525877e-32
1.3927205201690013e-12,0.40232008576878353,154.0,0.0,0.0,0.0,0.99999376333169177,1.0,18.999999991853837,2.4841383591994033e-07,1.6832787841119169e-06,1.6794558528175176e-06,5.9781459869496154e-09,6.3860263984762192e-13,8.5564811506857733e-07,6.6760432072114254e-07,2.9487832866245905e-09,1.091143586633239e-06,2.1673815462635475e-09,6.4031687073936244e-17,1.6058008169969419e-11,1.6144918227309649e-17,1.2749773917097427e-11,5.5666769996898015e-14,5.5687958918841607e-14,1.5967889963636866e-17,5.2210319799445627e-18,2.6704713311938051e-17,3.8359176893066536e-32,3.5839783339110427e-32,3.5839842269718279e-32
1.4267161498614333e-12,0.4023200857679192,154.0,0.0,0.0,0.0,0.9999936114598027,1.0,18.999999991477882,2.5447746558219439e-07,1.7243362357318087e-06,1.7203031563856148e-06,6.2708836387055259e-09,6.5417984264661685e-13,8.5898634118518295e-07,6.9044229631962693e-07,2.9719638666206899e-09,1.1284703677466621e-06,2.2505875659993653e-09,6.7167233541880492e-17,1.6807661332469232e-11,1.6764727094626351e-17,1.3377601485976624e-11,5.9835901273252406e-14,5.9858856171671898e-14,1.7258703296823435e-17,5.6961951226777045e-18,2.8707433650650169e-17,4.5403252726876459e-32,4.2421270145833345e-32,4.2421341602469985e-32
1.4607117795538653e-12,0.4023200857670374,154.0,0.0,0.0,0.0,0.99999345959310126,1.0,18.999999991094338,2.6054109376325082e-07,1.7653929600307441e-06,1.7611435642911295e-06,6.5704892720390014e-09,6.6975676947426389e-13,8.6209436214712767e-07,7.1336609318869284e-07,2.9940826487419531e-09,1.1659374175901014e-06,2.3345084107425139e-09,7.0376344794607049e-17,1.7573083348163305e-11,1.7389860810293046e-17,1.4020411103167478e-11,6.4207795230860773e-14,6.4232613790334394e-14,1.8617634337313818e-17,6.2009251363306628e-18,3.0807832319375219e-17,5.3527656536584298e-32,5.0012151168729219e-32,5.0012237421131092e-32
1.4947074092462973e-12,0.4023200857661383,154.0,0.0,0.0,0.0,0.9999933077312555,1.0,18.999999990703255,2.6660472046314034e-07,1.8064489868452525e-06,1.8019770853859487e-06,6.876954038044984e-09,6.8533343165157602e-13,8.6498805236965454e-07,7.3636979300957927e-07,3.0151882680620549e-09,1.2035350631736147e-06,2.4191142443595398e-09,7.3658926049130739e-17,1.8354225054950784e-11,1.8020097120073605e-17,1.4678195412922477e-11,6.8787231779403968e-14,6.8814014437744163e-14,2.0046437748849147e-17,6.7362205913447237e-18,3.3008233320631369e-17,6.2866967826455858e-32,5.8738171602326918e-32,5.8738275263851543e-32
1.5287030389387293e-12,0.40232008576522205,154.0,0.0,0.0,0.0,0.9999931558739561,1.0,18.999999990304662,2.7266834568189159e-07,1.8475043447665574e-06,1.8428037285105382e-06,7.1902690992138434e-09,7.0090984002704161e-13,8.6768219160545571e-07,7.5944788557694701e-07,3.0353271319517396e-09,1.2412542985340271e-06,2.5043764759964314e-09,7.7014882644525827e-17,1.9151039541147132e-11,1.8655223046022394e-17,1.5350947065372586e-11,7.3578988477773474e-14,7.3607838429031128e-14,2.1546867333365367e-17,7.3030839243262722e-18,3.531096060951304e-17,7.356883924373269e-32,6.8737291921363986e-32,6.8737415991260039e-32
1.5626986686311613e-12,0.4023200857642885,154.0,0.0,0.0,0.0,0.99999300402091296,1.0,18.999999989898598,2.7873196941953124e-07,1.8885590611925535e-06,1.8836235024939527e-06,7.5104256294166791e-09,7.1648600499636217e-13,8.7019054043046176e-07,7.8259524065617506e-07,3.0545435221177483e-09,1.2790867387380669e-06,2.5902677081039274e-09,8.0444120041768809e-17,1.996348204244734e-11,1.9295034499315463e-17,1.603865871650493e-11,7.8587840536218905e-14,7.8618863733413633e-14,2.3120676031187616e-17,7.9025211635447939e-18,3.7718338097169342e-17,8.5794924282011681e-32,8.0160554744647812e-32,8.0160702654381055e-32
1.5966942983235933e-12,0.4023200857633379,154.0,0.0,0.0,0.0,0.99999285217185552,1.0,18.999999989485094,2.8479559167608439e-07,1.9296131623776134e-06,1.9244364161538565e-06,7.8374148138906794e-09,7.3206193652135801e-13,8.7252591052330932e-07,8.0580708178168323e-07,3.0728796919674585e-09,1.3170245770579508e-06,2.6767616866323104e-09,8.3946543823581119e-17,2.0791509843607384e-11,1.993933590924397e-17,1.6741323028141566e-11,8.3818560818471648e-14,8.3851865976064618e-14,2.4769615921373007e-17,8.5355416716370828e-18,4.023268965407081e-17,9.9721847588096876e-32,9.3172991511819014e-32,9.3173167175739093e-32
1.6306899280160253e-12,0.4023200857623704,154.0,0.0,0.0,0.0,0.99999270032653087,1.0,18.999999989064193,2.9085921245157481e-07,1.970666673480317e-06,1.9652424782965335e-06,8.1712278492244634e-09,7.4763764414805248e-13,8.7470023009853879e-07,8.2907896186204909e-07,3.0903759595137791e-09,1.3550605451000118e-06,2.7638332533049279e-09,8.7522059694272557e-17,2.1635082184627404e-11,2.058793986769236e-17,1.7458932667919291e-11,8.9275919843845225e-14,8.9311618439971808e-14,2.6495438222151765e-17,9.2031579044380703e-18,4.285633911307645e-17,1.1554221880316819e-31,1.0795456984312299e-31,1.0795477771376767e-31
1.6646855577084573e-12,0.4023200857613858,154.0,0.0,0.0,0.0,0.9999925484847022,1.0,18.999999988635928,2.9692283174602431e-07,2.0117196186091839e-06,2.0060416977169129e-06,8.5118559433434741e-09,7.632131370240419e-13,8.7672460482821262e-07,8.5240674046713536e-07,3.1070707960248193e-09,1.3931878756824384e-06,2.8514582998836036e-09,9.1170573479584687e-17,2.2494160171230269e-11,2.1240666788452725e-17,1.8191480309270451e-11,9.4964685789314761e-14,9.5002892067791092e-14,2.8299893291442015e-17,9.9063851849276064e-18,4.5591610272311658e-17,1.3346569086763825e-31,1.2470118245092781e-31,1.2470142757927579e-31
1.6986811874008892e-12,0.4023200857603843,154.0,0.0,0.0,0.0,0.99999239664614858,1.0,18.999999988200319,3.0298644955945375e-07,2.0527720208665035e-06,2.0468340831985751e-06,8.8592903154953643e-09,7.7878842391513754e-13,8.7860937456282476e-07,8.7578656268133287e-07,3.1230009106131367e-09,1.4314002682726941e-06,2.9396137243428198e-09,9.489199112653422e-17,2.3368706689438896e-11,2.1897344580759671e-17,1.8938958631404608e-11,1.0088962449157551e-13,1.0093045546369425e-13,3.0184730627425307e-17,1.0646241491347845e-17,4.8440826897867824e-17,1.5372006371771301e-31,1.4362567847046959e-31,1.4362596657146577e-31
1.7326768170933212e-12,0.402320085759366,154.0,0.0,0.0,0.0,0.99999224481066351,1.0,18.999999987757409,3.0905006589188234e-07,2.0938239023903338e-06,2.0876196435137754e-06,9.2135221962354222e-09,7.9436351322127248e-13,8.8036416614076947e-07,8.992148394150679e-07,3.1382013309504042e-09,1.4696918568083481e-06,3.0282773888730917e-09,9.868621870325692e-17,2.4258686324064884e-11,2.2557808336451541e-17,1.9701360319291122e-11,1.0705549944908297e-13,1.0709907489521071e-13,3.2151698869169308e-17,1.1423747258605446e-17,5.1406312726333202e-17,1.7655243430013152e-31,1.649589380758785e-31,1.6495927559956878e-31
1.7666724467857532e-12,0.40232008575833117,154.0,0.0,0.0,0.0,0.99999209297805369,1.0,18.999999987307227,3.1511368074332824e-07,2.134875284394743e-06,2.1283983874234525e-06,9.5745428274119991e-09,8.0993841299178298e-13,8.8199794255597965e-07,9.2268822907406567e-07,3.1527054802848848e-09,1.508057179737037e-06,3.1174280796372008e-09,1.0255316239885171e-16,2.5164065280929346e-11,2.3221900030186426e-17,2.0478678063642439e-11,1.134670718240747e-13,1.1351351429506404e-13,3.4202545797282147e-17,1.2239925192127546e-17,5.4490391467164664e-17,2.0223039382985521e-31,1.8895099124595293e-31,1.8895138545458158e-31
1.8006680764781852e-12,0.40232008575727957,154.0,0.0,0.0,0.0,0.99999194114813805,1.0,18.99999998684979,3.2117729411380846e-07,2.1759261872083756e-06,2.1691703236772519e-06,9.9423434621519698e-09,8.2551313094006554e-13,8.8351904873499426e-07,9.4620362049268735e-07,3.1665452509311309e-09,1.5464911521224564e-06,3.2070454682061086e-09,1.0649272852322472e-16,2.6084811312645033e-11,2.3889468232172346e-17,2.1270904560898174e-11,1.2012910044457545e-13,1.2017853526300339e-13,3.6339018334586365e-17,1.3095800093391747e-17,5.7695386804909152e-17,2.3104327321376444e-31,2.1587218154256172e-31,2.1587264059399584e-31
1.8346637061706174e-12,0.40232008575621137,154.0,0.0,0.0,0.0,0.99999178932074839,1.0,18.999999986385138,3.2724090600333907e-07,2.2169766303114107e-06,2.2099354610135352e-06,1.0316915364846196e-08,8.4108767445756276e-13,8.8493525415741003e-07,9.697581170441226e-07,3.1797510743935441e-09,1.5849890396738164e-06,3.2971100746044224e-09,1.1050482350693359e-16,2.7020893647796702e-11,2.4560367832888502e-17,2.2078032513209872e-11,1.2704634180638613e-13,1.2709889706762926e-13,3.8562862546805435e-17,1.3992398696399154e-17,6.1023622401282974e-17,2.6330343756178839e-31,2.4601437576303646e-31,2.4601490880089936e-31
1.8686593358630494e-12,0.40232008575512657,154.0,0.0,0.0,0.0,0.99999163749572606,1.0,18.999999985913295,3.333045164119348e-07,2.2580266323709702e-06,2.2506938081593992e-06,1.0698249811135038e-08,8.5666205062720695e-13,8.8625379253740003e-07,9.933490218462752e-07,3.1923519882779949e-09,1.623546434566119e-06,3.3876032318982334e-09,1.1458935390103242e-16,2.7972282923363924e-11,2.5234459779292216e-17,2.2900054628426368e-11,1.3422355007505792e-13,1.3427935664821556e-13,4.0875823643259784e-17,1.4930749514405491e-17,6.4477421897117599e-17,2.9934763070532186e-31,2.7969222032645907e-31,2.796928375773679e-31
1.9026549655554814e-12,0.4023200857540254,154.0,0.0,0.0,0.0,0.9999914856729234,1.0,18.99999998543429,3.3936812533961e-07,2.2990762112750591e-06,2.2914453738306868e-06,1.1086338087893842e-08,8.7223626623633301e-13,8.8748139876890691e-07,1.0169738239878147e-06,3.2043757001386176e-09,1.6621592329278031e-06,3.4785070522609577e-09,1.1874622637691638e-16,2.8938951120238135e-11,2.5911610822037937e-17,2.3736963620079779e-11,1.4166547708785231e-13,1.4172466861652612e-13,4.3279645977569499e-17,1.5911882696268636e-17,6.8059108914178659e-17,3.3953837064120304e-31,3.1724444525228235e-31,3.1724515813059913e-31
1.9366505952479134e-12,0.40232008575290773,154.0,0.0,0.0,0.0,0.99999133385220207,1.0,18.999999984948136,3.4543173278637763e-07,2.34012538416508e-06,2.3321901667320093e-06,1.1481171493218491e-08,8.8781032778897233e-13,8.8862434332314588e-07,1.040630185704055e-06,3.2158486484000993e-09,1.70082361388081e-06,3.5698043944554972e-09,1.2297534772616633e-16,2.992087150169207e-11,2.6591693273248958e-17,2.4588752207372062e-11,1.4937687235568728e-13,1.4943958525862739e-13,4.5776073048360733e-17,1.6936829891810659e-17,7.1771007056865974e-17,3.8426539681792089e-31,3.5903521658822928e-31,3.5903603780875366e-31
1.9706462249403454e-12,0.40232008575177375,154.0,0.0,0.0,0.0,0.99999118203343296,1.0,18.999999984454881,3.5149533875225014e-07,2.3811741674669944e-06,2.3729281955567561e-06,1.188274133641093e-08,9.0338424151767728e-13,8.8968846427411056e-07,1.0643159304371665e-06,3.2267960604894716e-09,1.7395360200260145e-06,3.6614788326736198e-09,1.2727662486039478e-16,3.0918018554666452e-11,2.7274584774394352e-17,2.5455413115162037e-11,1.5736248306507127e-13,1.5742885653669683e-13,4.8366847499973251e-17,1.8006624125630332e-17,7.5615439913801235e-17,4.3394717017909641e-31,4.0545553814291317e-31,4.0545648184195688e-31
2.0046418546327774e-12,0.40232008575062345,154.0,0.0,0.0,0.0,0.99999103021649516,1.0,18.999999983954535,3.5755894323723912e-07,2.4222225769211899e-06,2.4136594689871104e-06,1.2291038937964768e-08,9.1895801339490423e-13,8.9067919711567201e-07,1.0880290317197313e-06,3.2372420083051842e-09,1.7782931392743332e-06,3.7535146266758907e-09,1.3164996481109107e-16,3.1930367933745074e-11,2.7960168073855975e-17,2.6336939073952962e-11,1.6562705408002511e-13,1.6569723009082704e-13,5.1053711123167297e-17,1.9122299678837215e-17,7.9594731059309357e-17,4.8903242687767592e-31,4.5692470337712534e-31,4.5692578524242674e-31
2.0386374843252094e-12,0.402320085749457,154.0,0.0,0.0,0.0,0.99999087840127543,1.0,18.999999983447118,3.6362254624135547e-07,2.4632706276110848e-06,2.4543839956940658e-06,1.2706055629550817e-08,9.3453164914381839e-13,8.9160160252257333e-07,1.1117676028248516e-06,3.2472094611454674e-09,1.8170918879307114e-06,3.8458966931778919e-09,1.3609527472946611e-16,3.2957896407694869e-11,2.8648330813783246e-17,2.7233322819880492e-11,1.7417532794399217e-13,1.7424945124082613e-13,5.3838404855829045e-17,2.0284891978211347e-17,8.3711204054800423e-17,5.5000178657267356e-31,5.1389179830625136e-31,5.1389303571620358e-31
2.1066287437100734e-12,0.4023200857470755,154.0,0.0,0.0,0.0,0.99999057477557296,1.0,18.999999982411186,3.7574974780701037e-07,2.5453657099073508e-06,2.5358128435658968e-06,1.3556211665302709e-08,9.6567853396383776e-13,8.9325994849863089e-07,1.1593142507985372e-06,3.265795541023842e-09,1.8948029899487597e-06,4.0316424348064792e-09,1.4520143367178551e-16,3.5058402988288811e-11,3.0031968456774184e-17,2.907063464578194e-11,1.9214194280121678e-13,1.9222440601700803e-13,5.9708242140944976e-17,2.2754973650436966e-17,9.2364989784189288e-17,6.9168489093956911e-31,6.4627459686235523e-31,6.4627620501616727e-31
2.167820877156451e-12,0.4023200857448769,154.0,0.0,0.0,0.0,0.9999903015173226,1.0,18.999999981454909,3.8666422415161166e-07,2.6192501958103589e-06,2.6090758196153531e-06,1.4344244653049767e-08,9.9371031741232455e-13,8.9456274982894853e-07,1.202176947901879e-06,3.281096147981993e-09,1.9648585615915669e-06,4.1998590451389426e-09,1.5364218499608157e-16,3.7000559419347866e-11,3.1285030010308711e-17,3.0774956164932491e-11,2.0932968966669581e-13,2.0942018169877389e-13,6.5343122323549069e-17,2.5148909754580699e-17,1.0064586861475068e-16,8.4485780181748844e-31,7.8939342440568239e-31,7.8939544583269625e-31
2.2290130106028287e-12,0.40232008574262673,154.0,0.0,0.0,0.0,0.99999002826318339,1.0,18.999999980476083,3.9757869569832723e-07,2.6931337266470386e-06,2.6823170706224286e-06,1.5153913191987737e-08,1.0217417384730981e-12,8.9570829298057845e-07,1.2450982609239327e-06,3.2951583536610182e-09,2.0350099396867855e-06,4.3689902501141033e-09,1.6231468048699235e-16,3.8991580599750069e-11,3.2544904528872927e-17,3.2527304203035389e-11,2.275102839350558e-13,2.2760931694440052e-13,7.1322008219858331e-17,2.7711001124819588e-17,1.0940735220289363e-16,1.0262091458198603e-30,9.5884157298613121e-31,9.588440977418759e-31
2.2902051440492063e-12,0.402320085740325,154.0,0.0,0.0,0.0,0.9999897550127167,1.0,18.999999979474818,4.0849316244719995e-07,2.7670163699878567e-06,2.7555366467537097e-06,1.5985167130678596e-08,1.0497728227845982e-12,8.967155599382237e-07,1.2880711129781431e-06,3.3080823896153235e-09,2.1052455576637e-06,4.5389684797920844e-09,1.712183829590742e-16,4.1031365127157899e-11,3.3811088672936316e-17,3.4327636599450822e-11,2.4671130045945325e-13,2.4681940279721258e-13,7.7655022233218961e-17,3.0447315526219383e-17,1.1866299124205173e-16,1.239927491216224e-30,1.1585328518591329e-30,1.1585359863089129e-30
2.351397277495584e-12,0.40232008573797184,154.0,0.0,0.0,0.0,0.99998948176553271,1.0,18.999999978451235,4.1940762439826878e-07,2.8408981884104836e-06,2.8287345980594982e-06,1.6837956433874903e-08,1.0778035940909636e-12,8.9760123953024605e-07,1.3310892821152856e-06,3.3199603725446491e-09,2.1755552462741346e-06,4.7097311569698644e-09,1.8035275647142893e-16,4.3119819800660602e-11,3.5083116294682531e-17,3.6175911251834365e-11,2.669602898816442e-13,2.6707800608553401e-13,8.4352277869267776e-17,3.3363926020637696e-17,1.2842633637149596e-16,1.4906844428322163e-30,1.3928324385047563e-30,1.3928363077123602e-30
2.4125894109419617e-12,0.40232008573556766,154.0,0.0,0.0,0.0,0.99998920852128526,1.0,18.999999977405452,4.3032208155156841e-07,2.9147792398693228e-06,2.9019109744740859e-06,1.7712231182250548e-08,1.1058340743820743e-12,8.9838000528944613e-07,1.3741472977310727e-06,3.3308769624865608e-09,2.2459300642794711e-06,4.8812203276600941e-09,1.8971726632482215e-16,4.5256858955857503e-11,3.6360555685386753e-17,3.8072086115964796e-11,2.8828477866660422e-13,2.8841266945614477e-13,9.1423879748802535e-17,3.6466909791792255e-17,1.3871093818979915e-16,1.7836750565673579e-30,1.6665946459978276e-30,1.666599396385291e-30
