Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429)
1.5685430386231685e-12,0.9836421736702452,154.0,0.0,0.0,0.0,0.99999395987706419,1.0,18.999999998014935,3.2100721096463831e-07,9.0312209418926568e-07,9.0212274204966898e-07,1.4841258388307407e-09,1.3460873830261346e-13,1.1342060023048123e-06,1.0386478516594712e-06,4.4592887793439632e-09,1.7345563613079177e-06,4.9703514065596956e-10,1.5344856183795845e-17,1.0399974362484886e-11,3.588525930173998e-18,9.0453651958279566e-12,4.7666156895029673e-14,4.7673697768540369e-14,5.6004005812000349e-18,1.940452578889272e-18,2.3619602552665598e-13,1.2954352226887362e-32,1.208901525345386e-32,1.208904182957391e-32,3.0375016596989825e-18,3.7755466558979384e-12,6.7329717738359585e-21,1.2681247576553417e-20,2.2479091119765263e-13,1.3460145715613328e-13,2.0350613349155176e-23,5.041282138958426e-20,1.3030729438994702e-30,2.032922526313196e-25,9.7576170334518731e-25,7.7227168777298988e-25,1.3979529765465272e-28,1.5866052404445596e-32,5.8944769918563864e-33,4.3034615672086529e-30,1.8359039412187557e-37,1.3304244369882885e-41,3.4079645866711112e-39,2.0456173432956752e-38,1.6194467686307405e-35,7.5565615483880402e-20,8.3262560929535705e-23,3.6479247312189148e-23,3.2498446350258959e-24,3.9398893527734114e-21,7.0328691330536409e-21,1.5974990261395993e-16,6.5649843443613129e-19,5.6439043753163937e-19
1.5999481806184803e-12,0.9836421736698265,154.0,0.0,0.0,0.0,0.99999383936215003,1.0,18.999999997940304,3.2743433621989115e-07,9.2119898184718316e-07,9.2015490815769435e-07,1.543544238737329e-09,1.3730318605910015e-13,1.1368439140652909e-06,1.0668281495660431e-06,4.4830089447884684e-09,1.7816178769925518e-06,5.1216299532278668e-10,1.5959209316381542e-17,1.0745636140838745e-11,3.6977475056896807e-18,9.4100002865934846e-12,5.0582060379769838e-14,5.0590109850312931e-14,5.9667261662114362e-18,2.0827223411818609e-18,2.457476851219119e-13,1.4880156596059496e-32,1.3886198767585517e-32,1.3886229906342342e-32,3.2248698117391485e-18,3.8608032119140101e-12,7.0246351058864965e-21,1.3069853567506953e-20,2.3607682924588661e-13,1.4135923258043709e-13,2.2035707497518392e-23,5.3498761753162712e-20,1.4391459077821476e-30,2.1656659229865784e-25,1.0566140103046205e-24,8.3983076305956425e-25,1.5517999760128096e-28,1.7975610404431889e-32,6.6785382622735989e-33,4.753114084349074e-30,2.1230168254735185e-37,1.5396498793221773e-41,3.8643844463596576e-39,2.3297222656056548e-38,1.8348805688815641e-35,7.8618659368247945e-20,8.8337142359469899e-23,3.8153016994707076e-23,3.4138267882572619e-24,4.185696968581235e-21,7.3220467464913115e-21,1.6618632579281124e-16,6.9498692603315821e-19,5.9890547304618293e-19
1.6313533226137922e-12,0.9836421736694002,154.0,0.0,0.0,0.0,0.99999371885131172,1.0,18.999999997864432,3.338614601132644e-07,9.3927577702016559e-07,9.3818592025473694e-07,1.6041048249508245e-09,1.3999762002903526e-13,1.1393097601743332e-06,1.0950717515354998e-06,4.5057006428512236e-09,1.8287851127981693e-06,5.2737878487526856e-10,1.6585372155468553e-17,1.1095031703524586e-11,3.8076039680563357e-18,9.7817926818010152e-12,5.3614322719204446e-14,5.3622903599191295e-14,6.3487458886545487e-18,2.2321102746309852e-18,2.5548864135012668e-13,1.7046208897534067e-32,1.5907587973037874e-32,1.5907624345452143e-32,3.4198382456115497e-18,3.9464393905195315e-12,7.3232593606574585e-21,1.3460816602923636e-20,2.4766488975682464e-13,1.4829791995260113e-13,2.3823579094179466e-23,5.6708008616778307e-20,1.5863685508495917e-30,2.3041218674621578e-25,1.1424031676487558e-24,9.1175396950012798e-25,1.7189604295636888e-28,2.0314661103293529e-32,7.547945208570261e-33,5.2396426144671135e-30,2.4478990561284978e-37,1.7766014561372598e-41,4.3708225394270456e-39,2.646569984793863e-38,2.0737677013512116e-35,8.1732049547768582e-20,9.361273210647491e-23,3.9865213776463871e-23,3.5829542428677317e-24,4.4415068700052136e-21,7.6170119869548567e-21,1.7274895929529341e-16,7.3488461049047495e-19,6.3479713315954949e-19
1.662758464609104e-12,0.9836421736689676,154.0,0.0,0.0,0.0,0.99999359834430712,1.0,18.999999997787345,3.4028858264478364e-07,9.5735248324096291e-07,9.5621577970017926e-07,1.665806238683831e-09,1.4269204073904191e-13,1.1416147635844895e-06,1.123374528291124e-06,4.5274084650539238e-09,1.876051172783017e-06,5.426789767058461e-10,1.7223330651789917e-17,1.1448113104467197e-11,3.9180698119688318e-18,1.0160739649842883e-11,5.6765205176241522e-14,5.6774340798052601e-14,6.7467889042577964e-18,2.3888071884997601e-18,2.6541889345723881e-13,1.947696545748914e-32,1.8176006651503807e-32,1.8176049011431746e-32,3.6225618348491603e-18,4.0324552079033004e-12,7.6288925974730551e-21,1.3854046851709489e-20,2.5955573196331935e-13,1.5541790177190797e-13,2.5718347507219139e-23,6.0042967936744782e-20,1.7454139197211179e-30,2.4484140627803092e-25,1.2333274589928681e-24,9.8822713350301885e-25,1.9002852337313948e-28,2.2902834079854093e-32,8.5100042257835177e-33,5.7652762788143533e-30,2.8146173262615684e-37,2.0442948538098202e-41,4.9315896028303414e-39,2.9991953801160163e-38,2.3381164011025197e-35,8.4905779823240652e-20,9.9093150111079158e-23,4.1615837284552232e-23,3.7572994837687832e-24,4.7075171947323033e-21,7.9177626349323439e-21,1.7943775496752605e-16,7.7621207388700778e-19,6.7209214451653027e-19
1.6941636066044158e-12,0.983642173668528,154.0,0.0,0.0,0.0,0.99999347784090886,1.0,18.999999997709033,3.4671570381447274e-07,9.7542910390040833e-07,9.7424448785177892e-07,1.7286471227645125e-09,1.4538644869458936e-13,1.1437694152331717e-06,1.1517326198875579e-06,4.5481750695523105e-09,1.9234096107919517e-06,5.5806018011534704e-10,1.7873070772782654e-17,1.1804834476305608e-11,4.0291205566957849e-18,1.0546838460593929e-11,6.0036968150345181e-14,6.004668236662713e-14,7.1611842430383199e-18,2.5530043146999125e-18,2.7553844072488328e-13,2.2198832560423253e-32,2.0716098435817436e-32,2.071614762829702e-32,3.8331956643073833e-18,4.1188506802698408e-12,7.9415830025344489e-21,1.4249458091641311e-20,2.7174995220194293e-13,1.6271953485090176e-13,2.7724214804007882e-23,6.3506045131839121e-20,1.9169817598085668e-30,2.5986663827026984e-25,1.329589170334838e-24,1.0694400632610294e-24,2.0966611382211338e-28,2.5760998444905587e-32,9.5724837477562532e-33,6.332332858465885e-30,3.2275827645246396e-37,2.3460050058312257e-41,5.5512707823007534e-39,3.3908494674763363e-38,2.630061941908968e-35,8.8139844011381386e-20,1.0478221161318962e-22,4.3404886673059216e-23,3.9369349682223282e-24,4.9839260041885368e-21,8.224296482941957e-21,1.8625266491450316e-16,8.1898967836700713e-19,7.1081722358806027e-19
1.7569738905950392e-12,0.9836421736676281,154.0,0.0,0.0,0.0,0.99999323684408992,1.0,18.999999997548766,3.5956994206844978e-07,1.0115821014223998e-06,1.0102984556963741e-06,1.8577418813478364e-09,1.5077522826335857e-13,1.1476662425257535e-06,1.2086005530742483e-06,4.5870460814650379e-09,2.0183799158486827e-06,5.8905273501439566e-10,1.9207839841933576e-17,1.2529023529715303e-11,4.2528837073744046e-18,1.1340480697102433e-11,6.6952172933363179e-14,6.6963117978902647e-14,8.0403473819981377e-18,2.9046660709979777e-18,2.9634541803843653e-13,2.8631972886374961e-32,2.6719628030931699e-32,2.6719693834174178e-32,4.2788154373654079e-18,4.2927806548395969e-12,8.5883286966013671e-21,1.5046495847710841e-20,2.9705071379143754e-13,1.7786906327581705e-13,3.2086468410290885e-23,7.0826172138177711e-20,2.3006205123201798e-30,2.9175477429509484e-25,1.5389540415802441e-24,1.2468643941586696e-24,2.5382970780370525e-28,3.2377288421237881e-32,1.2032205244827677e-32,7.6004398334029777e-30,4.2117542875237258e-37,3.0659737713435305e-41,6.9871580698755924e-39,4.3053957196533854e-38,3.3059520295174545e-35,9.478894946953716e-20,1.1680150260427749e-22,4.7098257697147959e-23,4.3123663594139916e-24,5.5687309441024793e-21,8.8547050083325889e-21,2.0026063732681252e-16,9.0897565356705722e-19,7.926644002135317e-19
1.8135031461866003e-12,0.9836421736667951,154.0,0.0,0.0,0.0,0.99999301995727652,1.0,18.999999997400398,3.7113875183978361e-07,1.0441195378800879e-06,1.0427431029194179e-06,1.9778105705237522e-09,1.5562509092197819e-13,1.1507510621761367e-06,1.2599370648551551e-06,4.6192022737936781e-09,2.1041126687484952e-06,6.1719178749688997e-10,2.0449284727182481e-17,1.3192821696498484e-11,4.456044871725142e-18,1.2079190653569228e-11,7.3611927272896082e-14,7.3624066865188757e-14,8.8908174096860055e-18,3.2487384467095223e-18,3.1571908054471141e-13,3.5726361404713809e-32,3.3340268583568121e-32,3.3340353336322102e-32,4.7084863775910671e-18,4.4506162148299752e-12,9.1950213384637598e-21,1.5770492719332892e-20,3.2086415123462389e-13,1.921279966582711e-13,3.643630670611532e-23,7.7876569751918332e-20,2.6963074889618515e-30,3.2261707781614288e-25,1.7477478740831221e-24,1.4247421623451671e-24,2.9969010382823273e-28,3.9491904019861483e-32,1.4677475943632348e-32,8.9085324643579031e-30,5.307760933249073e-37,3.8690490123457105e-41,8.5329721562548498e-39,5.2994020237015061e-38,4.0328463515960243e-35,1.0097942464317172e-19,1.2837060372495063e-22,5.0553692044507685e-23,4.6690735744472851e-24,6.1326036128486205e-21,9.4418293205676429e-21,2.1329864801601599e-16,9.9512228482578993e-19,8.7148550400309305e-19
1.8700324017781617e-12,0.9836421736659401,154.0,0.0,0.0,0.0,0.99999280307919636,1.0,18.999999997248135,3.8270755719910181e-07,1.0766567439456741e-06,1.0751840409922637e-06,2.1015501105269735e-09,1.6047491923652034e-13,1.153483168621208e-06,1.3114033369884498e-06,4.648892458482286e-09,2.1900621280996677e-06,6.455464925707213e-10,2.1728684603327281e-17,1.3867785927291452e-11,4.660763040370826e-18,1.284103018869725e-11,8.0698448808224248e-14,8.0711868331615209e-14,9.7993802999389687e-18,3.6201018758072514e-18,3.357060496858015e-13,4.427627874289782e-32,4.1319265516444538e-32,4.1319373830069454e-32,5.16620798944727e-18,4.609682109551002e-12,9.8253343965293306e-21,1.6500365284877276e-20,3.4566812423428612e-13,2.0698002117730787e-13,4.1215246250008701e-23,8.5379453843571322e-20,3.1447261196680306e-30,3.5560388684416007e-25,1.9771644056282089e-24,1.6211112293051211e-24,3.5197804834531181e-28,4.7868066683353325e-32,1.7792122209213328e-32,1.0391121450167243e-29,6.6403294273134343e-37,4.8469553451913586e-41,1.0354762183976952e-38,6.4815016962310418e-38,4.8887410912714851e-35,1.0736528621423412e-19,1.4067483020892394e-22,5.4133597406779674e-23,5.0440467846825114e-24,6.733244180174179e-21,1.004765740343851e-20,2.2674453557070821e-16,1.0862740572919917e-18,9.5535506242479688e-19
1.926561657369723e-12,0.9836421736650637,154.0,0.0,0.0,0.0,0.99999258620894949,1.0,18.999999997092015,3.9427635814650094e-07,1.1091937349632535e-06,1.1076212777749273e-06,2.2289526444947158e-09,1.6532471549427973e-13,1.1559028928363755e-06,1.3629845304416681e-06,4.676305749594094e-09,2.2762035125396158e-06,6.7410150668039659e-10,2.3045958233846557e-17,1.4553712877924493e-11,4.8669274333680343e-18,1.3625983433319369e-11,8.8224889033086113e-14,8.8239676913295868e-14,1.0767950418447323e-17,4.0198833405384765e-18,3.5630632238770836e-13,5.4522304981353658e-32,5.0881143266696392e-32,5.0881280682270264e-32,5.6528923129062628e-18,4.7699784339006441e-12,1.0479553480749227e-20,1.7235723370318329e-20,3.7146488869089316e-13,2.2242648605690601e-13,4.6450796846448689e-23,9.3348833449738876e-20,3.6509927233106793e-30,3.9078805733917322e-25,2.228528803710231e-24,1.837223241866977e-24,4.1135037743960219e-28,5.7679348089882395e-32,2.1440789970406953e-32,1.2065164133516816e-29,8.2506934019934342e-37,6.0305288357968011e-41,1.2490765774838119e-38,7.8800039495840644e-38,5.8914073960496906e-35,1.1394649864365459e-19,1.5373626339405284e-22,5.7837958463675274e-23,5.4377075790301361e-24,7.3718050350679239e-21,1.0672176797566117e-20,2.4059802959319825e-16,1.1825419314385117e-18,1.0444285250822583e-18
1.983090912961284e-12,0.9836421736641652,154.0,0.0,0.0,0.0,0.99999236934573255,1.0,18.999999996932047,4.0584515468206745e-07,1.1417305251850044e-06,1.1400548211105562e-06,2.3600103323710243e-09,1.7017448181982087e-13,1.1580459508014617e-06,1.4146675041841689e-06,4.7016167544358056e-09,2.3625148763892116e-06,7.0284257813049286e-10,2.4401024555992585e-17,1.5250414801682155e-11,5.0744351539661656e-18,1.4434034533449969e-11,9.6204390415976038e-14,9.6220638121261103e-14,1.1798440816376676e-17,4.4492122973781085e-18,3.7751989585159228e-13,6.6735794925539699e-32,6.2279148274803543e-32,6.2279321414289771e-32,6.1694535725265186e-18,4.9315052828423523e-12,1.1157965533177301e-20,1.7976204567780852e-20,3.9825643006951322e-13,2.3846857858165401e-13,5.217134435066238e-23,1.0179871200495757e-19,4.2205463510361589e-30,4.2824262175127475e-25,2.5032086831329484e-24,2.0743720747008441e-24,4.7850765715474854e-28,6.9116731661913813e-32,2.5694621096445745e-32,1.3948690667545557e-29,1.0185669649562381e-36,7.4548539411394276e-41,1.4983085363576868e-38,9.52646193144699e-38,7.0604028509429065e-35,1.2072302652936641e-19,1.6757693576863413e-22,6.1666758241671161e-23,5.850477266817212e-24,8.0494377969294865e-21,1.1315375157920468e-20,2.5485886214804312e-16,1.2840346988390446e-18,1.1388612389385691e-18
2.039620168552845e-12,0.9836421736632456,154.0,0.0,0.0,0.0,0.99999215248882689,1.0,18.99999999676826,4.1741394680587932e-07,1.1742671278490167e-06,1.1724846788254718e-06,2.4947153508708173e-09,1.7502422018653745e-13,1.1599439730637715e-06,1.4664406203442509e-06,4.7249866882732127e-09,2.4489767842628231e-06,7.3175646926531633e-10,2.5793802680421008e-17,1.5957718350798758e-11,5.283190626746521e-18,1.5265167650213574e-11,1.0465008640910769e-13,1.0466788845107559e-13,1.2892763231652971e-17,4.9092203300962599e-18,3.9934676753429346e-13,8.122172880488619e-32,7.5797909707458121e-32,7.5798126443867297e-32,6.7168081695150454e-18,5.0942627513856557e-12,1.1860858828006136e-20,1.8721472256096766e-20,4.2604449443313526e-13,2.5510734267984992e-13,5.840615253653352e-23,1.1074308735006045e-19,4.8591588947867745e-30,4.6804078838061079e-25,2.8026142073524603e-24,2.3338939308809615e-24,5.5419563526720875e-28,8.2389748255700741e-32,3.0631678518214532e-32,1.6060837877631635e-29,1.2498209124359296e-36,9.1596946682678543e-41,1.7877942568796109e-38,1.1455936452771851e-37,8.4171884812043393e-35,1.2769483460062705e-19,1.8221883108621044e-22,6.5619978512654922e-23,6.282776880194781e-24,8.7672933224780376e-21,1.197724025122891e-20,2.6952676770656372e-16,1.3908590231726572e-18,1.2388084492448663e-18
2.0961494241444062e-12,0.9836421736623046,154.0,0.0,0.0,0.0,0.99999193563759037,1.0,18.999999996600671,4.2898273451800648e-07,1.2068035552515119e-06,1.2049108587292118e-06,2.633059893444003e-09,1.7987393242737108e-13,1.1616249731767384e-06,1.5182935718558601e-06,4.7465644025300249e-09,2.5355720232362449e-06,7.6083088425356293e-10,2.7224211890822123e-17,1.6675463470972261e-11,5.4931050762293337e-18,1.6119366959779339e-11,1.135751014573009e-13,1.1359455539141654e-13,1.4052828090251202e-17,5.4010408400464252e-18,4.2178693513025605e-13,9.8321735192966927e-32,9.1756260945432513e-32,9.1756530593741204e-32,7.2958746738155079e-18,5.258250934568183e-12,1.2588522971599337e-20,1.947121376223886e-20,4.5483061589399318e-13,2.7234369536166049e-13,6.5185364962629989e-23,1.2019595174009579e-19,5.5729452165887792e-30,5.1025594073950317e-25,3.1281981894465274e-24,2.6171674420686322e-24,6.3920669651032897e-28,9.7727649161676375e-32,3.6337385452188456e-32,1.8421883205021934e-29,1.5247984013150269e-36,1.1189955470996851e-40,2.1225941048434103e-38,1.3707273375248481e-37,9.98524964512839e-35,1.3486188771279516e-19,1.9768388447947513e-22,6.9697600102096161e-23,6.7350271764982392e-24,9.5265217125030412e-21,1.2657759953467776e-20,2.8460148309314797e-16,1.5031194804378637e-18,1.3444253004477997e-18
2.1526786797359674e-12,0.9836421736613423,154.0,0.0,0.0,0.0,0.99999171879144844,1.0,18.999999996429302,4.4055151781851187e-07,1.2393398188139584e-06,1.2373333686145681e-06,2.7750361702396752e-09,1.8472362024491417e-13,1.1631137627387162e-06,1.5702172297527833e-06,4.7664873346112462e-09,2.6222853478261699e-06,7.900544019782979e-10,2.8692171643546554e-17,1.7403502380143473e-11,5.7040960423433278e-18,1.6996616653300712e-11,1.2299255100679995e-13,1.2301375743261664e-13,1.5280544507486717e-17,5.9258087692283849e-18,4.4484039655472932e-13,1.1841728756199406e-31,1.1051022315716615e-31,1.1051055668781691e-31,7.9075738162213689e-18,5.4234699274389772e-12,1.3341248902520456e-20,2.0225138657031384e-20,4.8461614093556401e-13,2.9017844128340557e-13,7.2540006836393907e-23,1.3017129185184221e-19,6.3683732981186898e-30,5.5496163691664826e-25,3.4814561927194688e-24,2.9256137683253075e-24,7.3438132115872276e-28,1.1538061564169557e-31,4.2904978442509813e-32,2.1053278730184937e-29,1.850201119246473e-36,1.3596172320363397e-40,2.5082337668616601e-38,1.6323394710550896e-37,1.1790220738940231e-34,1.4222415084251296e-19,2.1399398257334606e-22,7.3899603124769084e-23,7.2076486405626971e-24,1.0328272318465292e-20,1.3356922247433992e-20,3.0008274743322074e-16,1.6209185984087357e-18,1.4558668370769923e-18
2.2092079353275285e-12,0.9836421736603591,154.0,0.0,0.0,0.0,0.99999150194988762,1.0,18.999999996254168,4.5212029670745199e-07,1.2718759291452823e-06,1.2697522162576295e-06,2.9206364080703894e-09,1.8957328522064715e-13,1.1644323171127285e-06,1.622203508608865e-06,4.784882382853101e-09,2.7091032552737264e-06,8.1941641382830797e-10,3.0197601567237082e-17,1.8141698627775523e-11,5.9160869312807387e-18,1.7896900936859797e-11,1.3291554151402756e-13,1.329386040751727e-13,1.657782028930415e-17,6.4846603538500426e-18,4.6850714992819569e-13,1.4193308227134402e-31,1.3245615824078704e-31,1.3245656851772856e-31,8.5528284805145336e-18,5.5899198250430723e-12,1.4119328891558703e-20,2.0982977173885505e-20,5.1540224984438553e-13,3.0861228558116978e-13,8.0501986876452892e-23,1.406830887909363e-19,7.252274410978993e-30,6.0223160894340934e-25,3.8639266309355128e-24,3.2606966975486584e-24,8.4060954703646155e-28,1.356210058723438e-31,5.0435974557166691e-32,2.3977685277405545e-29,2.2335313899270113e-36,1.6435035575717437e-40,2.9507322188034068e-38,1.9351604007494435e-37,1.3860013806917365e-34,1.4978158908326957e-19,2.3117096359723271e-22,7.8225967160382663e-23,7.701061486993407e-24,1.117369374894909e-20,1.4074715220394455e-20,3.1597030210284894e-16,1.74435689532921e-18,1.5732880046126067e-18
2.2657371909190897e-12,0.9836421736593545,154.0,0.0,0.0,0.0,0.99999128511244728,1.0,18.999999996075289,4.6368907118487797e-07,1.3044118960996459e-06,1.30216740941782e-06,3.0698528503765101e-09,1.9442292882346771e-13,1.165600099128346e-06,1.6742452474379208e-06,4.8018667141981998e-09,2.7960137866459086e-06,8.4890706592572178e-10,3.1740421462463862e-17,1.8889926226463887e-11,6.129006598381446e-18,1.882020403141581e-11,1.4335717045428205e-13,1.4338219583822389e-13,1.7946561933557907e-17,7.0787329041971849e-18,4.9278719356190876e-13,1.6934060075446958e-31,1.5803409371714182e-31,1.5803459576245763e-31,9.2325636956290333e-18,5.7576007224072008e-12,1.4923056541751774e-20,2.1744478736889222e-20,5.4718997567955058e-13,3.2764584522994733e-13,8.9104099173079618e-23,1.5174531809864932e-19,8.2318533073626437e-30,6.5213976216212855e-25,4.2771908681871959e-24,3.6239227445383238e-24,9.5883243488612579e-28,1.587446388309574e-31,5.9040652571984022e-32,2.7219006599143646e-29,2.6831622343501202e-36,1.9769945428512205e-40,3.4566305357822427e-38,2.2843906190884092e-37,1.622495101143677e-34,1.5753416764129574e-19,2.4923661749655989e-22,8.2676671388357542e-23,8.2156856623924279e-24,1.2063933875972906e-20,1.481112706180659e-20,3.3226389067987212e-16,1.8735329178727359e-18,1.6968436503339679e-18
2.322266446510651e-12,0.9836421736583291,154.0,0.0,0.0,0.0,0.99999106827871598,1.0,18.999999995892683,4.7525784125083593e-07,1.3369477288301259e-06,1.3345789558379363e-06,3.2226777571906426e-09,1.9927255241781912e-13,1.1666343460898948e-06,1.7263361040944012e-06,4.8175485101805929e-09,2.8830063504834112e-06,8.7851720544918724e-10,3.3320551301351361e-17,1.9648068849872882e-11,6.3427889605902362e-18,1.9766510172757057e-11,1.543305263303827e-13,1.5435762426800176e-13,1.938867463128279e-17,7.7091646077395334e-18,5.1768052594445605e-13,2.0116186066145189e-31,1.8773122401683071e-31,1.8773183530411834e-31,9.9477066278395247e-18,5.9265127145265322e-12,1.5752726788406038e-20,2.2509410597295873e-20,5.7998022109189053e-13,3.4727965911515746e-13,9.8380025046800171e-23,1.6337194975833952e-19,9.3146984310738648e-30,7.0476017459644161e-25,4.7228733184001564e-24,4.0168412496927534e-24,1.0900435370840894e-27,1.8507211517407133e-31,6.8838548169748183e-32,3.0802423639823127e-29,3.2084114445188581e-36,2.367160105654949e-40,4.0330215453406955e-38,2.6857342180233752e-37,1.8917900971026003e-34,1.6548185183175586e-19,2.6821268604359248e-22,8.725169469356508e-23,8.7519408475421131e-24,1.3000139841163058e-20,1.556614606110666e-20,3.4896325889648448e-16,2.0085432783824541e-18,1.8266885241498668e-18
2.378795702102212e-12,0.983642173657283,154.0,0.0,0.0,0.0,0.99999085144832545,1.0,18.999999995706357,4.8682660690536694e-07,1.3694834358386081e-06,1.3669868632441887e-06,3.3791034051021335e-09,2.0412215727110506e-13,1.167550324460992e-06,1.7784704615669523e-06,4.8320276562120945e-09,2.9700715663097559e-06,9.0823833074436625e-10,3.4937911227211898e-17,2.0416019091632058e-11,6.5573726362558024e-18,2.0735803611456075e-11,1.6584868868126886e-13,1.6587797194625404e-13,2.0906062267957092e-17,8.3770943529015156e-18,5.4318714572926973e-13,2.3797336032765817e-31,2.2208559224318362e-31,2.2208633302195543e-31,1.0699186572974554e-17,6.0966558963523916e-12,1.6608635899114353e-20,2.3277556566685035e-20,6.1377377324893354e-13,3.6751419696987527e-13,1.0836433490515764e-22,1.7557694820160545e-19,1.0508792148826313e-29,7.6016709632358952e-25,5.2026415444764894e-24,4.4410444773392873e-24,1.2352903696800236e-27,2.1495017507016622e-31,7.9958963148317383e-32,3.4754428878542974e-29,3.8196197759623691e-36,2.8218624545021625e-40,4.6875803234631756e-38,3.1454338587169292e-37,2.1974418965248767e-34,1.7362460707521201e-19,2.8812086294759885e-22,9.1951015749408151e-23,9.3102464595465474e-24,1.398345806179506e-20,1.6339760605563354e-20,3.6606815459319714e-16,2.1494826914080345e-18,1.962977279411136e-18
2.435324957693773e-12,0.9836421736562158,154.0,0.0,0.0,0.0,0.9999906346209444,1.0,18.99999999551634,4.9839536814850891e-07,1.4020190250221278e-06,1.3993911393462373e-06,3.5391220872216563e-09,2.0897174456046629e-13,1.168361555438043e-06,1.8306433449828437e-06,4.8453963780260499e-09,3.0572011260276787e-06,9.3806254498270348e-10,3.6592421554185309e-17,2.119367778104661e-11,6.7727006105465845e-18,2.1728068612827567e-11,1.7792472809055524e-13,1.7795631249864404e-13,2.2500627424759954e-17,9.0836615715806915e-18,5.6930705172302493e-13,2.8041022170206762e-31,2.6168995720551572e-31,2.6169085085901168e-31,1.1487934948654435e-17,6.2680303627808752e-12,1.7491081473771636e-20,2.4048715835671894e-20,6.4857131705390491e-13,3.8834986729051739e-13,1.1909249009762583e-22,1.8837427231415742e-19,1.1822521001859334e-29,8.1843494884872803e-25,5.718206357076592e-24,4.8981677136974766e-24,1.395675887758852e-27,2.4875309315986175e-31,9.2541488711177236e-32,3.9102860750681331e-29,4.5282333825596329e-36,3.3498220773177316e-40,5.4285955378390066e-38,3.6703072855108563e-37,2.5432891027197799e-34,1.8196239889434079e-19,3.0898279396438123e-22,9.6774613081396279e-23,9.8910216539318797e-24,1.5015034236705742e-20,1.7131959178194231e-20,3.8357832767412716e-16,2.2964440095499043e-18,2.1058644737059257e-18
2.4918542132853342e-12,0.9836421736551278,154.0,0.0,0.0,0.0,0.99999041779627751,1.0,18.999999995322632,5.0996412498029524e-07,1.4345545037159093e-06,1.4317917918372313e-06,3.7027261131458584e-09,2.1382131537935214e-13,1.1690800145235706e-06,1.8828503481786679e-06,4.8577398291205247e-09,3.1443876712913253e-06,9.6798251312885866e-10,3.8284002766867038e-17,2.1980953351491171e-11,6.9887199247597394e-18,2.2743289456888845e-11,1.9057170619504723e-13,1.9060571060312648e-13,2.4174271379822942e-17,9.8300060985490936e-18,5.9604024287486603e-13,3.2917053654077668e-31,3.0719585021088288e-31,3.0719692364980392e-31,1.2314885286553786e-17,6.4406362086423149e-12,1.840036244458835e-20,2.4822701879923758e-20,6.8437344684107278e-13,4.0978702434014531e-13,1.3060084476867342e-22,2.0177787544142798e-19,1.3264685977867236e-29,8.7963832448123093e-25,6.2713219130403621e-24,5.3898893644764384e-24,1.5723599641157065e-27,2.868841107351282e-31,1.0673654288317188e-31,4.3876938148181378e-29,5.3468906107360668e-36,3.960687442346753e-40,6.2650016409484322e-38,4.2677854179740479e-37,2.9334681935899099e-34,1.9049519291088406e-19,3.3082007700520021e-22,1.0172246511488575e-22,1.0494685326706156e-23,1.6096013352079747e-20,1.7942730355741825e-20,4.0149353006356128e-16,2.4495182586232726e-18,2.2555045696381618e-18
2.5483834688768954e-12,0.98364217365402,154.0,0.0,0.0,0.0,0.999990200974059,1.0,18.999999995125268,5.2153287740075664e-07,1.4670898787333243e-06,1.4641888283938441e-06,3.8699078089221021e-09,2.1867087074348542e-13,1.169716308127771e-06,1.9350875687230859e-06,4.8691366329918532e-09,3.2316246849934475e-06,9.9799142197955622e-10,4.0012575519942599e-17,2.2777761257411202e-11,7.2053813878029473e-18,2.3781450438322613e-11,2.0380267569321916e-13,2.0383922199830123e-13,2.5928894109475297e-17,1.0617268045919644e-17,6.2338671826640242e-13,3.8501992056174933e-31,3.5931782600052825e-31,3.5931911009532162e-31,1.3180973224688554e-17,6.6144735286915223e-12,1.9336779076102185e-20,2.5599341446739838e-20,7.211806767249072e-13,4.3182597434565751e-13,1.4292664770897901e-22,2.1580170539393836e-19,1.4844512803218819e-29,9.4385198571297007e-25,6.8637858134488128e-24,5.9179310521073972e-24,1.7665608712313617e-27,3.2977690519891342e-31,1.2270592208290035e-31,4.9107294998235569e-29,6.2895132694366387e-36,4.6651085272447967e-40,7.2064119148681457e-38,4.9459520541271202e-37,3.3724287117841121e-34,1.9922295484281401e-19,3.5365426224512473e-22,1.0679455021113342e-22,1.1121656116379424e-23,1.7227539687114031e-20,1.8772062806706864e-20,4.1981351566373664e-16,2.6087946721550662e-18,2.412051935589633e-18
