Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429)
5.111502441741829e-17,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999980133003,1.0,19.0,1.0460904233477527e-11,2.9446950062211048e-11,2.9446843037112511e-11,1.7872756431592101e-18,1.3544458124961392e-18,1.2894638435166983e-10,2.8955457526596811e-15,3.6116676590528803e-13,4.8355985308880391e-15,1.0456031353562879e-18,1.0636581177674303e-26,1.9444836296598652e-20,6.0990824043461555e-27,1.0749046902338691e-20,2.3118780955450865e-27,2.311878154778108e-27,5.2015703637464857e-35,7.2172732568198186e-36,2.7899980302287499e-22,1.6802289412525655e-63,1.5678740607664821e-63,1.5678740609739321e-63,1.4371329277980569e-31,1.076276809729686e-16,6.8926893043377841e-30,1.5019449329287961e-31,2.1148785256007957e-26,1.2663846032562422e-26,4.4525085908002864e-41,2.4404274722271419e-33,1.4622310076760757e-52,2.1278384665974728e-42,4.824475111731076e-42,3.5006356309920314e-46,3.1423180376024003e-54,1.9896812386778627e-62,7.3743366915928879e-63,1.1657468430053876e-51,1.414393000217339e-71,9.8592180818603906e-76,5.7561183873890734e-72,1.8935563432267858e-68,2.0248933679419755e-65,8.94492988615106e-29,4.0829081415211963e-36,5.5096887062466241e-36,2.340945859599145e-36,1.1611969246389151e-37,5.8536625443552404e-33,1.9015948023711413e-25,3.6079016035599739e-32,2.7407092807948132e-32
6.81534044061942e-17,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999999973510656,1.0,19.0,1.3947880193084139e-11,3.9262621519681212e-11,3.9262478908569541e-11,3.0396898454600313e-18,2.1714837350581326e-18,1.7192571836112965e-10,4.9245172061684895e-15,4.8155063811543577e-13,8.2240068718405512e-15,1.7782871945602377e-18,1.9940130260509859e-26,3.3070418587637628e-20,1.0838546218856862e-26,1.8281328324920267e-20,4.8372269484766583e-27,4.8372270964809272e-27,1.2997023465490025e-34,1.8033923623441279e-35,4.7450600742627035e-22,7.723787121153813e-63,7.2073068067131911e-63,7.2073068077889166e-63,3.0069681037368323e-31,1.4350386073778838e-16,1.1722686121996795e-29,3.1396570867616596e-31,4.4250045004354646e-26,2.6496829486506388e-26,1.1125619580813136e-40,5.1061956384462442e-33,4.2602430061731664e-52,5.3167524377609709e-42,1.095931708748587e-41,1.0198962517834944e-45,1.0472533507217161e-53,7.4697504342695056e-62,2.7685065598054394e-62,3.1125542551886256e-51,5.9075091548351842e-71,4.1179190268184608e-75,2.4038606788395932e-71,7.1088908863077358e-68,7.6019455425551572e-65,1.5212995598902382e-28,8.5428168641815485e-36,1.1527940538867419e-35,4.8972172372227527e-36,2.8995715083760794e-37,1.2246485292573081e-32,3.234117219749757e-25,7.5489354518191391e-32,5.7344859759730217e-32
8.51917843949701e-17,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999966888309,1.0,19.0,1.7434856152293014e-11,4.9078292630246425e-11,4.9078114424718106e-11,4.6439610351857963e-18,3.1282577784468442e-18,2.1490350320927622e-10,7.523472519320911e-15,6.0193165876604754e-13,1.2564295566236839e-14,2.7168047028582767e-18,3.2734746810150804e-26,5.0523868529110615e-20,1.7063354481474265e-26,2.7929753258203911e-20,8.8059925925238406e-27,8.8059929065246495e-27,2.7573981554285783e-34,3.8260757516764597e-35,7.2493838151118084e-22,2.8516392859151752e-62,2.6609536128237341e-62,2.660953613255296e-62,5.4740776983588946e-31,1.7938015035238039e-16,1.7909651974246951e-29,5.7102356717988576e-31,8.0554956808300351e-26,4.8236130703788007e-26,2.3604235694504276e-40,9.295640382727066e-33,1.0343641985162562e-51,1.1279772006396368e-41,2.1552482590758913e-41,2.476199681400427e-45,2.86709791624645e-53,2.2783855282528738e-61,8.4443589409925376e-62,7.0332563438118721e-51,1.9876496819922258e-70,1.3855255719686022e-74,8.0870249932970025e-71,2.1683243234179108e-67,2.3187070604327473e-64,2.3242032219565972e-28,1.5551880175269358e-35,2.0985851456905391e-35,8.9136676336648681e-36,6.1485967737223871e-37,2.2291780211905258e-32,4.9410027051372525e-25,1.3742541246335469e-31,1.0439419220772633e-31
1.1926854437252192e-16,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999953643648,1.0,19.0,2.4408808069492555e-11,6.8709633937431228e-11,6.8709384368772725e-11,8.9301746814453312e-18,5.3212582115841529e-18,3.0085432843818339e-10,1.4467017902279582e-14,8.4268496666445406e-13,2.4160105379752962e-14,5.2242429954592913e-18,6.9379817356516664e-26,9.715439189972931e-20,3.4065192093412596e-26,5.3707954927066054e-20,2.3250437540362853e-26,2.325043869068654e-26,1.0101495852194037e-33,1.4017324108307558e-34,1.3940317798654347e-21,3.4958937141535454e-61,3.262127538160008e-61,3.2621275390469923e-61,1.4453208253190512e-30,2.5113306603102004e-16,3.4439765290991991e-29,1.5037986428822901e-30,2.1268461381753056e-25,1.2735507822846e-25,8.6478727676650324e-40,2.4543254936455156e-32,5.3510675831609514e-51,4.1321942221518279e-41,6.8451301572107736e-41,1.280900440738342e-44,2.1414338905602415e-52,2.5213338323163511e-60,9.3447968444093914e-61,3.0908082361470096e-50,3.352199955779068e-69,2.3367235799157059e-73,1.3627245789064509e-69,2.3995673864445495e-66,2.5659552206855725e-63,4.4693630793225941e-28,4.1061573549368854e-35,5.5406451333334125e-35,2.3523672390352671e-35,2.2503959464738745e-36,5.8838959780586526e-32,9.501377497027433e-25,3.6284275706465156e-31,2.7563167782885459e-31
1.5334530435007375e-16,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999940398987,1.0,19.0,3.1382759985076669e-11,8.8340974117785862e-11,8.8340652869734251e-11,1.4645463137890266e-17,7.7997250889010298e-18,3.8679886242775151e-10,2.3725302782437782e-14,1.0834266937462297e-12,3.962155983138951e-14,8.567621371544679e-18,1.2073914826418861e-25,1.5933097054132347e-19,5.7102824635046148e-26,8.8080931292247993e-20,4.8203999741915946e-26,4.8204002728749022e-26,2.6228535194666916e-33,3.6397730723391039e-34,2.28620946049106e-21,1.7427600867711147e-60,1.6262238348321581e-60,1.6262238353628196e-60,2.9965156941805513e-30,3.2288642786783924e-16,5.6481332822633002e-29,3.1105201280787341e-30,4.4094038290026083e-25,2.6403412981674993e-25,2.2455611807190033e-39,5.0884338189371424e-32,1.7230258407313097e-50,1.0729122429633462e-40,1.6355203757209916e-40,4.1241950013757205e-44,8.4574586351005933e-52,1.2070096257982627e-59,4.4735291318523237e-60,9.1237829319459032e-50,1.920482309747587e-68,1.3387146635503109e-72,7.8037565882541291e-69,1.1487245518337188e-65,1.2283708002891771e-62,7.329746261931977e-28,8.5130938066415057e-35,1.148669377552383e-34,4.8749775278604305e-35,5.8399702374446405e-36,1.2195430135794719e-31,1.558223759059391e-24,7.5226201723314913e-31,5.7145370562793183e-31
2.2149882430517737e-16,0.9836421736813817,154.0,0.0,0.0,0.0,0.9999999991390971,1.0,19.0,4.5330663811399249e-11,1.276036515442471e-10,1.2760318554299594e-10,3.0362652507372397e-17,1.3167362256285727e-17,5.5866906171594518e-10,4.9184241417922274e-14,1.5648754132149844e-12,8.2138313766570762e-14,1.7761654102850693e-17,2.6779193919399061e-25,3.3031265084935523e-19,1.2128071711043237e-25,1.8260756611557894e-19,1.4483913482081782e-25,1.4483914805817666e-25,1.1624057764679698e-32,1.6132911145377631e-33,4.73972359005514e-21,2.6539618071657343e-59,2.4764946198518839e-59,2.4764946211829126e-59,9.003679912835174e-30,4.6639448982801644e-16,1.1709678092224289e-28,9.2953933663140183e-30,1.3248402800956023e-24,7.9331144009412331e-25,9.9535982472127157e-39,1.5289280074483762e-31,1.1518343356552066e-49,4.7548289353195722e-40,6.4468320563516746e-40,2.7564868161250221e-43,8.7345551630842014e-51,1.974588314009968e-58,7.318400748433349e-59,5.321777731567301e-49,5.0982514123761244e-67,3.5538542252355195e-71,2.0678552118568789e-67,1.8792768097448845e-64,2.0095342975073505e-61,1.519588015115582e-27,2.5579379033309861e-34,3.4510977263892306e-34,1.4633255928307842e-34,2.5857947932440305e-35,3.6619942662274815e-31,3.2304767728907132e-24,2.2603151206855216e-30,1.7170536015935453e-30
3.578058642153846e-16,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999860931299,1.0,19.0,7.3226471444662119e-11,2.0612899563372696e-10,2.0612823357507033e-10,7.8943286023783382e-17,2.4573211988344067e-17,9.0233400137268282e-10,1.2786576464035209e-13,2.5276339329138858e-12,2.1353746634713798e-13,4.6177512805382925e-17,7.3919763918457354e-25,8.5876880410460436e-19,3.220368590735226e-25,4.7478263874631899e-19,6.2271005838057071e-25,6.227101559791835e-25,8.5700748536687481e-32,1.1897790789156541e-32,1.2323365746831104e-20,9.2886274301563986e-58,8.6675083966136272e-58,8.6675084056017594e-58,3.8709823637057247e-29,7.5341596685321596e-16,3.0445817220992354e-28,3.9486798449163483e-29,5.6953555880248331e-24,3.4103663674113536e-24,7.3412914358086643e-38,6.5733554795121722e-31,1.5127848401654812e-48,3.5053489046061833e-39,4.2352390037535807e-39,3.6186677392898949e-42,2.1102391934937519e-49,9.0142618713587685e-57,3.3409502568214329e-57,6.1085034624852113e-48,4.4849484445838171e-65,3.1263337361801579e-69,1.8111572025722442e-65,8.5794668120325286e-63,9.1738005934078473e-60,3.950954514957836e-27,1.0997383401279958e-33,1.4834297471841689e-33,6.2773654375265072e-34,1.9036831029386542e-34,1.572139944432058e-30,8.399289377548068e-24,9.7176737071794545e-30,7.3821644057204964e-30
6.304199440357991e-16,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999754975077,1.0,19.0,1.2901808663365954e-10,3.6317964287718261e-10,3.6317826038249011e-10,2.446885124145471e-16,4.7959240359770963e-17,1.5893621707638435e-09,3.9623712520598806e-13,4.4525954490913789e-12,6.6172107941813659e-13,1.4311011321263345e-16,2.3911576410880647e-24,2.6614857678155346e-18,1.013076114578594e-24,1.4716156245449459e-18,3.5065520887523248e-24,3.5065531195848365e-24,9.0509989842098377e-31,1.2573183772256771e-31,3.8197014984536792e-20,5.7947773477128808e-56,5.4072879377382611e-56,5.4072879488571698e-56,2.1798061363126828e-28,1.3274803331502732e-15,9.4371497690491908e-28,2.1690201638057776e-28,3.2064584364019806e-23,1.9200202323348507e-23,7.7594874633623643e-37,3.7015343144217004e-30,3.07713772953651e-47,3.7015073707517972e-38,4.1178447046611987e-38,7.3537922142519786e-41,8.3906964348661014e-48,7.0833078368001795e-55,2.6252846236746626e-55,1.1322659206970698e-46,7.0041190833745892e-63,4.8823984086313277e-67,2.8035615358563399e-63,6.7421344533769113e-61,7.2086806347310267e-58,1.2246213409690334e-26,6.1927357531102989e-33,8.34971650577526e-33,3.5184596334159662e-33,2.0056519198273662e-33,8.8261474869446165e-30,2.6034055317072652e-23,5.4719583315771033e-29,4.1569799435646671e-29
9.030340238562137e-16,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999649019644,1.0,19.0,1.8480970171928613e-10,5.2023023616620274e-10,5.2022819484827997e-10,5.0187834470169194e-16,7.1497780087045139e-17,2.2759882207393378e-09,8.1256052535649467e-13,6.3768164619321077e-12,1.3569864956569921e-12,2.9349758304667605e-16,4.9886165997046688e-24,5.4583999836444962e-18,2.0900576831039097e-24,3.01842428752456e-18,9.9888697623511914e-24,9.9888736819495122e-24,3.4413647895284447e-30,4.7823058150613611e-31,7.8345809584837384e-20,4.7367742476021065e-55,4.420032210049861e-55,4.420032220527733e-55,6.2094880054164951e-28,1.901573249105063e-15,1.935702204269794e-27,6.0704269639266469e-28,9.1326608539986575e-23,5.4686171376329484e-23,2.951709287963526e-36,1.0544306208232633e-29,1.5031127328190883e-46,1.4072615165976167e-37,1.5273587055054767e-37,3.5905105429474325e-40,5.0801020041387511e-47,5.162548454076759e-54,1.9133947320522004e-54,5.4019658633356268e-46,5.997035129079398e-62,4.1803990091848168e-66,2.3940197993767772e-62,4.9140474368521786e-60,5.2539266007272285e-57,2.511816590740645e-26,1.7640777564266328e-32,2.377779984612756e-32,9.9894483212369049e-33,7.6156215081087813e-33,2.5087919208389056e-29,5.3398306014169556e-23,1.5587225958123543e-28,1.184169431974132e-28
1.1756481036766283e-15,0.9836421736813817,154.0,0.0,0.0,0.0,0.99999999543064966,1.0,19.0,2.4060131670154236e-10,6.7728077575083939e-10,6.7727803697341523e-10,8.5051181082249503e-16,9.495692903901739e-17,2.9622123756379409e-09,1.3767534238102579e-12,8.3002972431593425e-12,2.2991958701311727e-12,4.9732177516396843e-16,8.5315616998493221e-24,9.2492191484766139e-18,3.5528505485402585e-24,5.1152064229167858e-18,2.1505928136766578e-23,2.1505938566203166e-23,9.1565546886519455e-30,1.2728740473989507e-30,1.3276973367105592e-19,2.5088470689744239e-54,2.341083692882344e-54,2.3410836990083327e-54,1.336901757462897e-27,2.475694714701589e-15,3.2804454407731101e-27,1.2855806753935302e-27,1.965977839320585e-22,1.1772231819989569e-22,7.85718261972636e-36,2.2701785220480515e-29,4.8240100458172772e-46,3.7440442376481503e-37,4.006404981806029e-37,1.1518276909508446e-39,1.9224241859927066e-46,2.2620912993943679e-53,8.3839891548723715e-54,1.7088419555708285e-45,2.9954519764107071e-61,2.088076669002499e-65,1.1927491343030667e-61,2.153302498217077e-59,2.3021317259550129e-56,4.2566799848870043e-26,3.7980330131106445e-32,5.1178248113175083e-32,2.1439954286027105e-32,2.0238418458150988e-32,5.3903918288939697e-29,9.049198757098153e-23,3.3558400596042487e-28,2.5495031674251276e-28
1.4482621834970429e-15,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999999437111098,1.0,19.0,2.9639293158042872e-10,8.3433126161390721e-10,8.3432778675885286e-10,1.2905879568659547e-15,1.183725988225019e-16,3.6480348670211305e-09,2.0887306218268214e-12,1.0223038073153859e-11,3.4882069199199999e-12,7.5456396599481292e-16,1.3019983915416681e-23,1.4033641756098392e-17,5.4013195279127764e-24,7.7619600579341994e-18,3.9542440658827509e-23,3.9542463452074588e-23,2.001058553005219e-29,2.782644372435227e-30,2.0146877877934795e-19,9.9148009940152624e-54,9.2518110892954288e-54,9.2518111159490817e-54,2.4581402616786976e-27,3.0498447299392043e-15,4.97797133314769e-27,2.3258771551946025e-27,3.6142985157713743e-22,2.1642339507388448e-22,1.7178440614102326e-35,4.1741250021240131e-29,1.2320391037615412e-45,8.1815203499483265e-37,8.6721522841689313e-37,2.9405007604352748e-39,5.6438550090348763e-46,7.5335734334086227e-53,2.7921693018373586e-53,4.31993842203192e-45,1.118474809595853e-60,7.7967586687148509e-65,4.4424522684153061e-61,7.171666953083077e-59,7.6669255240954073e-56,6.4592105220414653e-26,6.9833401802258188e-32,9.4072792890219455e-32,3.9299505268697559e-32,4.4176207779384351e-32,9.8912280540315898e-29,1.3731504972525454e-22,6.170171327491052e-28,4.6877097075944248e-28
1.9934903431378717e-15,0.9836421736813815,154.0,0.0,0.0,0.0,0.99999999225205682,1.0,18.999999999999996,4.0797616102809351e-10,1.1484320721361696e-09,1.1484270093141062e-09,2.4450648277524669e-15,1.6518202056239909e-16,5.0184757167995106e-09,3.9557223939354981e-12,1.4066300917879215e-11,6.6061071188855532e-12,1.4292329986265309e-15,2.4833224524643444e-23,2.6582180787986327e-17,1.0254785158714475e-23,1.4705374968843723e-17,1.0067888086501515e-22,1.006789571760135e-22,6.698920064869844e-29,9.3217401240578762e-30,3.8169221256829206e-19,9.0107276797165919e-53,8.4081921916672719e-53,8.4081922219027805e-53,6.2587181683325567e-27,4.1982304093590327e-15,9.4314701841115179e-27,5.7377762573843071e-27,9.1998331235108296e-22,5.508839675983777e-22,5.7559109031470487e-35,1.0627733917081358e-28,5.3385033447139581e-45,2.7384737055464945e-36,2.8686411789358412e-36,1.2730170953738362e-38,3.1107999109039677e-45,5.2083056309263248e-52,1.9303563901274913e-52,1.8459182479578599e-44,9.5614523490297389e-60,6.6653443573911402e-64,3.7766657183816755e-60,4.9588687558329294e-58,5.3005028228299879e-55,1.2237269695048421e-25,1.7780193423763593e-31,2.3937970253014896e-31,9.9449770603772468e-32,1.4753508130871418e-31,2.508355219853784e-28,2.6014913771270951e-22,1.5709184046025147e-27,1.1935355667644786e-27
2.538718502778701e-15,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999999013303387,1.0,18.999999999999993,5.195593900622841e-10,1.4625326678230432e-09,1.4625258625215506e-09,3.9653014688003844e-15,2.1198597732148625e-16,6.3873126243389846e-09,6.412853599528447e-12,1.790660724177736e-11,1.0709547739955782e-11,2.3173547154013713e-15,4.0428260677510999e-23,4.3101602559069068e-17,1.6649371828995294e-23,2.3848654172410401e-17,2.0530604755285176e-22,2.0530623931679533e-22,1.6832625971788966e-28,2.3437539108046393e-29,6.1901606847221448e-19,4.2734652629151489e-52,3.987704333624129e-52,3.987704349796888e-52,1.2762992585584835e-26,5.3467302874099858e-15,1.5296413110834053e-26,1.1351086631799491e-26,1.8755462359329003e-21,1.1230729208007049e-21,1.4474780886973745e-34,2.1672266852929342e-28,1.6197342955180919e-44,6.880049852231559e-36,7.1581342174151783e-36,3.8595428928495633e-38,1.1141339987771029e-44,2.1619591938623161e-51,8.0128822191150064e-52,5.5546886919410262e-44,4.5254278934543438e-59,3.154744403693853e-63,1.7806587445651573e-59,2.0586275420525031e-57,2.2002315461330828e-54,1.9845986897226775e-25,3.6257534312565316e-31,4.878725278025726e-31,2.0160042167734256e-31,3.6991619488857913e-31,5.0952869721308747e-28,4.2190018463438008e-22,3.2033103875348728e-27,2.4338762026702315e-27
3.08394666241953e-15,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999998801404211,1.0,18.999999999999989,6.311426186830036e-10,1.7766330487979199e-09,1.7766243463890739e-09,5.851290015818293e-15,2.5881886989931116e-16,7.7545475396782628e-09,9.4594067581161077e-12,2.1743959407306097e-11,1.5797330582089036e-11,3.418771344318275e-15,5.9805012320491741e-23,6.3589367021672715e-17,2.4583940431153258e-23,3.5191782155293186e-17,3.6596050822652431e-22,3.6596091473030998e-22,3.5679361008680877e-28,4.9709868531105259e-29,9.1344030492985382e-19,1.5378205324295124e-51,1.4349885443580275e-51,1.4349885508339988e-51,2.2750384978640377e-26,6.4953443641460687e-15,2.2573025872268252e-26,1.9634531150799085e-26,3.3422899892174728e-21,2.001355810848751e-21,3.0706106885115315e-34,3.8631104428075684e-28,4.0188583039560017e-44,1.4581203090043591e-35,1.5103803261933712e-35,9.5692420980953693e-38,3.1795934553648055e-44,7.0031233260960734e-51,2.5955731258175802e-51,1.3702155038194204e-43,1.6442819153119426e-58,1.1462692216884422e-62,6.4452949638802373e-59,6.6690918342625887e-57,7.1271016320716258e-54,2.9285354641079884e-25,6.4629256703507162e-31,8.6914714621359902e-31,3.5722520165606469e-31,7.8242511395007909e-31,9.04714383253679e-28,6.2256778738976842e-22,5.7097019772523602e-27,4.3384112718553657e-27
4.1744029817011884e-15,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999998377615207,1.0,18.999999999999982,8.5430907468404496e-10,2.4048331673375175e-09,2.4048202061349526e-09,1.0720492320014746e-14,3.5245878251922147e-16,1.0484218963969359e-08,1.7317993615084995e-11,2.940981044231684e-11,2.8921271413017001e-11,6.260876260119637e-15,1.0990334268542858e-22,1.1646005517193198e-16,4.5068597023245576e-23,6.4477524684717359e-17,9.0414654388264372e-22,9.0414790445443049e-22,1.1939566135144991e-27,1.6661414347296858e-28,1.6735897742064645e-18,1.4740788011494914e-50,1.3755092716921491e-50,1.3755092818604842e-50,5.6208446192374386e-26,8.7929151139154671e-15,4.1362140107919923e-26,4.5524203601611499e-26,8.2525676707655745e-21,4.9416190975700551e-21,1.0296981526697555e-33,9.5442632564266884e-28,1.8628235894047911e-43,4.8775120678027922e-35,5.0272450246878146e-35,4.4251853979279524e-37,2.088886154150707e-43,6.7622847944236917e-50,2.5063173512358261e-50,6.2907527979691087e-43,2.4257919392213092e-57,1.6911546129255972e-61,9.2996333364662603e-58,6.4420956399287816e-56,6.88202124334076e-53,5.3656013184947679e-25,1.596725350594094e-30,2.1446145671765242e-30,8.7104132507432005e-31,2.6037912438395492e-30,2.2159719863342569e-27,1.1406511067454213e-21,1.4105148021078138e-26,1.0718518953796831e-26
5.264859300982847e-15,0.9836421736813814,154.0,0.0,0.0,0.0,0.99999997953838615,1.0,18.999999999999964,1.0774755290312454e-09,3.0330324289807452e-09,3.0330145886127251e-09,1.7052610934540174e-14,4.4609594510065434e-16,1.3207505048117057e-08,2.752594249022473e-11,3.7063872285488572e-11,4.596867695246212e-11,9.954327932119415e-15,1.7512758768395775e-22,1.8517461007574506e-16,7.1699947921129548e-23,1.025624830638266e-16,1.812352383075377e-21,1.8123558087940784e-21,3.0056639607798131e-27,4.200521427809681e-28,2.6621403177243961e-18,7.2546553822214732e-50,6.769547390781726e-50,6.7695474519996066e-50,1.1267131821644397e-25,1.1090942659121273e-14,6.5800562462980562e-26,8.5912927164871003e-26,1.6532488499227005e-20,9.8996170743173457e-21,2.5971633714559193e-33,1.9131406243223487e-27,5.8905937345359444e-43,1.2274328613252777e-34,1.2625443129497133e-34,1.396615332033653e-36,8.2154492643512498e-43,3.2842503035609393e-49,1.2172493766851218e-49,1.9791299323684972e-42,1.4381367571499155e-56,1.0026278044354236e-60,5.4469573132040894e-57,3.1294494437229272e-55,3.3424096624964284e-52,8.5349188059641217e-25,3.2005937972479084e-30,4.2935354161711121e-30,1.7237711109507587e-30,6.5217107206697994e-30,4.4045534451721485e-27,1.8143959962010835e-21,2.8271043026721856e-26,2.1485133927042639e-26
