Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620)
3.846087366116634e-12,0.5207024686690669,154.0,0.0,0.0,0.0,0.99999945781269128,1.0,18.99999999795978,5.5995121252636902e-08,2.2228866698297551e-07,2.2136308792402874e-07,1.4825837525613187e-09,1.402892179851083e-13,7.3668272091376378e-09,1.5697471592783325e-08,3.8891381959393404e-12,1.7430983160808266e-08,5.5723502250991824e-10,3.1465102879351811e-17,9.8068446901596277e-13,7.648414425393526e-18,2.4996276788870764e-13,8.6698321295030897e-16,8.6749959605544173e-16,3.7271640316069597e-19,1.436667019725932e-19,7.0755309769500654e-14,1.9858911101886778e-35,1.8970044716035418e-35,1.897004838688707e-35,3.4081804268033018e-18,2.6126783152050449e-13,4.5655650889960524e-22
3.920293717086089e-12,0.5207024686688483,154.0,0.0,0.0,0.0,0.99999944735482516,1.0,18.99999999788632,5.7075488278141602e-08,2.2657218786296822e-07,2.2560527306768881e-07,1.5399709261828891e-09,1.4299272933886492e-13,7.3696844960224891e-09,1.6064897025077822e-08,3.8970276588429249e-12,1.7838984332780991e-08,5.7329581393516765e-10,3.2683075909116837e-17,1.0188309233586383e-12,7.8688618284611807e-18,2.5966175759277902e-13,9.1803239241169571e-16,9.1858193251100843e-16,3.9580642601660677e-19,1.5373367329615616e-19,7.35103532687936e-14,2.2696645524091599e-35,2.1680768689096883e-35,2.1680772965533064e-35,3.6110148530698499e-18,2.6908409090265979e-13,4.7886227082104914e-22
3.994500068055543e-12,0.5207024686686264,154.0,0.0,0.0,0.0,0.99999943689696547,1.0,18.999999997811702,5.8155855228321071e-08,2.3085562827898808e-07,2.2984638256827267e-07,1.5984334155842778e-09,1.4569618990311538e-13,7.3722503477377679e-09,1.6432457540284473e-08,3.9044015091836688e-12,1.8247135506069279e-08,5.8943692687428873e-10,3.3923871884302233e-17,1.0577041220082701e-12,8.090411735418704e-18,2.6954383383190925e-13,9.7104298852491802e-16,9.7162710075724583e-16,4.1983174389438841e-19,1.6428048843353982e-19,7.6317980916589522e-14,2.5874892510764647e-35,2.4716765294480711e-35,2.4716770262144235e-35,3.8218078298141619e-18,2.7700521825107566e-13,5.0186192057644905e-22
4.068706419024997e-12,0.5207024686684009,154.0,0.0,0.0,0.0,0.99999942643911155,1.0,18.999999997735941,5.9236222103175329e-08,2.3513899159311433e-07,2.3408641721526866e-07,1.6579704313331234e-09,1.4839960180002897e-13,7.3745544891188304e-09,1.6800139360229632e-08,3.9112934444269825e-12,1.8655421380941861e-08,6.056549992470935e-10,3.5187474049669674e-17,1.0973040417274593e-12,8.3130179979016955e-18,2.7960891289929028e-13,1.026051667929083e-15,1.0266717980461661e-15,4.4481083784491206e-19,1.7531927923853144e-19,7.9178191800835941e-14,2.9427012619708228e-35,2.8109902095447392e-35,2.8109907850154146e-35,4.0407174287973518e-18,2.8503120345431097e-13,5.2556614241353741e-22
4.1429127699944516e-12,0.5207024686681723,154.0,0.0,0.0,0.0,0.99999941598126285,1.0,18.999999997659028,6.0316588902704384e-08,2.3942228102669803e-07,2.3832537779758579e-07,1.7185811845765684e-09,1.5110296706294922e-13,7.3766236132234603e-09,1.7167930112041236e-08,3.9177349597659808e-12,1.9063828218159966e-08,6.2194680970156188e-10,3.6473865662280991e-17,1.1376306604815297e-12,8.5366363991996659e-18,2.8985691113951122e-13,1.0830950804760447e-15,1.0837527048531853e-15,4.7076218045127956e-19,1.8686219668980966e-19,8.2090985050067992e-14,3.3388927504570092e-35,3.1894493143566948e-35,3.1894499792292698e-35,4.2679019905042456e-18,2.9316203644803679e-13,5.4998565620418764e-22
4.29132547193336e-12,0.5207024686677043,154.0,0.0,0.0,0.0,0.99999939506557844,1.0,18.999999997501778,6.2477322275786914e-08,2.4798865046848112e-07,2.4680007992092321e-07,1.8430207510308033e-09,1.56509565397793e-13,7.3801501686712718e-09,1.7903795137098053e-08,3.929382530885303e-12,1.9880956726594501e-08,6.5473942860797818e-10,3.9114950318927144e-17,1.2204639125893437e-12,8.9867419363860267e-18,3.1090133077351991e-13,1.2034326205403078e-15,1.2041697851019658e-15,5.2565545966181571e-19,2.1150910199659126e-19,8.8074315350667589e-14,4.2699517769638455e-35,4.078837114707027e-35,4.0788379954800251e-35,4.7477307053487176e-18,3.0973820577527757e-13,6.0101361719691248e-22
4.424896903678378e-12,0.5207024686672717,154.0,0.0,0.0,0.0,0.99999937624147528,1.0,18.999999997356358,6.4421982053949071e-08,2.5569815993275521e-07,2.544236464332076e-07,1.9586806411492724e-09,1.6137536311870372e-13,7.3827362839276054e-09,1.8566346097303409e-08,3.9386006632610718e-12,2.06166749107588e-08,6.8447533172895004e-10,4.1569698705835556e-17,1.2974989515246549e-12,9.3948916175907661e-18,3.3046605383474045e-13,1.3190625219684753e-15,1.3198766292803621e-15,5.7856964515171803e-19,2.3553766673521659e-19,9.3639136339686519e-14,5.2898571519148568e-35,5.0530951647055745e-35,5.0530962898657534e-35,5.2094708813806838e-18,3.2501523755410933e-13,6.4949335137028137e-22
4.558468335423396e-12,0.5207024686668282,154.0,0.0,0.0,0.0,0.99999935741738177,1.0,18.999999997207279,6.6366641588057755e-08,2.6340747428751453e-07,2.6204374521859873e-07,2.0778071989523069e-09,1.6624103768490031e-13,7.3848670524261359e-09,1.9229108107796478e-08,3.946762844759388e-12,2.135262745481622e-08,7.1440588277734118e-10,4.4098025076848071e-17,1.3768882010816531e-12,9.8057130623965988e-18,3.5062213635098731e-13,1.4418541712469558e-15,1.4427504813546293e-15,6.3492081551872131e-19,2.6138929215505402e-19,9.9374312321895226e-14,6.5116902744401817e-35,6.2202438295001751e-35,6.2202452564138989e-35,5.7004966895590292e-18,3.406318216350558e-13,7.0045897412597867e-22
4.692039767168414e-12,0.5207024686663738,154.0,0.0,0.0,0.0,0.99999933859329604,1.0,18.999999997054559,6.8311300878112927e-08,2.7111660795256498e-07,2.6966038085711343e-07,2.2003958447480387e-09,1.7110659819826855e-13,7.3866226988520535e-09,1.9892043982512781e-08,3.9539900512306648e-12,2.2088773066153691e-08,7.4451666194288404e-10,4.6699832230697301e-17,1.4586315684276949e-12,1.0219008342550505e-17,3.7136909229603226e-13,1.5720207048512369e-15,1.5730046565977365e-15,6.9481639748376748e-19,2.8913534901629182e-19,1.052798394753729e-13,7.9676887622617414e-35,7.611078051936747e-35,7.6110798491381611e-35,6.2217412378094852e-18,3.565879008187062e-13,7.5397429059058806e-22
4.825611198913432e-12,0.5207024686659087,154.0,0.0,0.0,0.0,0.99999931976921652,1.0,18.999999996898215,7.0255959924114654e-08,2.7882557427921684e-07,2.772735579227185e-07,2.3264420048941587e-09,1.7597205308626131e-13,7.388069279312664e-09,2.0555123102863314e-08,3.9603893887062142e-12,2.2825077744896095e-08,7.7479431791119947e-10,4.9375023094512446e-17,1.5427289690276225e-12,1.0634594196117747e-17,3.9270643617951986e-13,1.709775083951145e-15,1.7108522949878103e-15,7.5836372935213359e-19,3.1884730731409948e-19,1.1135571428689562e-13,9.6940761409187606e-35,9.2602003261889826e-35,9.2602025751347964e-35,6.7741404245719563e-18,3.7288341828245951e-13,8.1010347907289264e-22
4.95918263065845e-12,0.5207024686654326,154.0,0.0,0.0,0.0,0.99999930094514189,1.0,18.999999996738264,7.2200618726063e-08,2.8653438562959015e-07,2.8488328098333848e-07,2.4559411117899286e-09,1.8083741015194805e-13,7.389261196454319e-09,2.1218320251917533e-08,3.9660556880273285e-12,2.3561513489345227e-08,8.0522648855816577e-10,5.2123500723652179e-17,1.6291803258625223e-12,1.1052300938922135e-17,4.1463368304617799e-13,1.855330094621651e-15,1.8565063614013784e-15,8.2567006112177039e-19,3.5059671860584684e-19,1.1760193352916603e-13,1.1731418850219159e-34,1.120636173202575e-34,1.1206364529063259e-34,7.3586329316369699e-18,3.8951831755766436e-13,8.6891109087018412e-22
5.092754062403468e-12,0.5207024686649462,154.0,0.0,0.0,0.0,0.99999928212107103,1.0,18.999999996574715,7.4145277283957954e-08,2.9424305344997442e-07,2.9248955460086428e-07,2.5888886038681982e-09,1.8570267662030479e-13,7.3902432702635991e-09,2.1881614654537368e-08,3.9710729150636658e-12,2.4298057230113423e-08,8.3580172759103964e-10,5.4945168301536136e-17,1.7179855687260347e-12,1.1471971457611563e-17,4.3715034847505166e-13,2.0088983480514105e-15,2.0101796458063282e-15,8.9684255459028453e-19,3.8445520032721856e-19,1.2401849423974984e-13,1.4125004090820055e-34,1.3492822877158956e-34,1.3492826335726431e-34,7.9761602169998118e-18,4.0649254250846609e-13,9.3046205007203811e-22
5.226325494148486e-12,0.5207024686644491,154.0,0.0,0.0,0.0,0.99999926329700339,1.0,18.999999996407595,7.6089935597799595e-08,3.0195158833878519e-07,3.000923833311605e-07,2.725279925587435e-09,1.9056785918113471e-13,7.3910524410124982e-09,2.2544989188021344e-08,3.9755154198588703e-12,2.5034689953597159e-08,8.665094365905458e-10,5.7839929139471766e-17,1.8091446335892277e-12,1.1893460276859263e-17,4.6025594857875445e-13,2.17069228074928e-15,2.1720847634545918e-15,9.7198828346071229e-19,4.2049442185128044e-19,1.3060539370156382e-13,1.6925238656757508e-34,1.6167734886994675e-34,1.6167739140073918e-34,8.6276665077315881e-18,4.2380603731220534e-13,9.9482165336180077e-22
5.359896925893504e-12,0.5207024686639411,154.0,0.0,0.0,0.0,0.99999924447293798,1.0,18.999999996236912,7.8034593667587922e-08,3.0966000010935162e-07,3.076917717240734e-07,2.8651105274237666e-09,1.9543296402869387e-13,7.3917191512624579e-09,2.320842974151256e-08,3.9794490370421873e-12,2.5771395990642903e-08,8.973398022246315e-10,6.0807686676488139e-17,1.9026574620295071e-12,1.2316632697551457e-17,4.8395000000273637e-13,2.3409241547489594e-15,2.3424341550745672e-15,1.0512142334461568e-18,4.5878609216209061e-19,1.3736262942484697e-13,2.0188069678031232e-34,1.9284541324591424e-34,1.9284546527433623e-34,9.3140987928675373e-18,4.4145874644130008e-13,1.0620555698159054e-21
5.493468357638522e-12,0.5207024686634227,154.0,0.0,0.0,0.0,0.99999922564887422,1.0,18.99999999606268,7.9979251493322975e-08,3.1736829784803891e-07,3.152877243234396e-07,3.008375865863031e-09,2.0029799689835328e-13,7.392268482107681e-09,2.3871924689322704e-08,3.9829320595667564e-12,2.6508162431708973e-08,9.2828373812510264e-10,6.3848344479169508e-17,1.9985240007150978e-12,1.2741363998977405e-17,5.0823201992456436e-13,2.5198060578119781e-15,2.5214400870632619e-15,1.1346273023734268e-18,4.9940194891063421e-19,1.4429019913047174e-13,2.3975427582394583e-34,2.2902401336180703e-34,2.2902407669327795e-34,1.0036406816312049e-17,4.5945061464646793e-13,1.132229840701262e-21
5.62703978938354e-12,0.5207024686628939,154.0,0.0,0.0,0.0,0.99999920682481169,1.0,18.999999995884913,8.1923909075004781e-08,3.2507648996808297e-07,3.2288024566709301e-07,3.1550714033928351e-09,2.0516296310061186e-13,7.3927210946293909e-09,2.4535464454545388e-08,3.9860161018594137e-12,2.7244978642287673e-08,9.5933283105371811e-10,6.6961806241481143e-17,2.0967442009388946e-12,1.3167538699898684e-17,5.3310152605321346e-13,2.7075499036292264e-15,2.7093146516781949e-15,1.2223343002857967e-18,5.4241374868337712e-19,1.5138810073448548e-13,2.8355691828201024e-34,2.7086634549452978e-34,2.7086642222077764e-34,1.0795543069760282e-17,4.7778158694117873e-13,1.2054108792708956e-21
5.7606112211285576e-12,0.5207024686623546,154.0,0.0,0.0,0.0,0.99999918800074972,1.0,18.999999995703625,8.3868566412633393e-08,3.3278458425946943e-07,3.304693402868736e-07,3.3051926084946323e-09,2.1002786755258043e-13,7.3930940114470206e-09,2.519904114678851e-08,3.988746865577005e-12,2.7981835860631488e-08,9.9047929102207327e-10,7.0147975784603976e-17,2.1973180181965092e-12,1.3595049873888387e-17,5.5855803662836456e-13,2.904367432021148e-15,2.906269767229036e-15,1.3144419495449734e-18,5.8789325834303828e-19,1.5865633233378765e-13,3.3404179913043161e-34,3.1909188206804028e-34,3.1909197460393537e-34,1.1592462785636192e-17,4.9645160858724273e-13,1.2816654705580032e-21
5.8941826528735755e-12,0.5207024686618047,154.0,0.0,0.0,0.0,0.9999991691766883,1.0,18.999999995518817,8.5813223506208797e-08,3.4049258793512079e-07,3.3805501270863513e-07,3.4587349556357987e-09,2.1489271480709547e-13,7.3934012603533765e-09,2.5862648263833867e-08,3.9911648176658735e-12,2.8718726866466265e-08,1.0217159051054452e-09,7.3406757056770487e-17,2.300245411804624e-12,1.4023798515372485e-17,5.846010704197131e-13,3.1104702091367272e-15,3.1125171782689967e-15,1.4110568849323431e-18,6.3591224733777829e-19,1.6609489219286741e-13,3.9203660256034514e-34,3.7449127104687293e-34,3.744913821709505e-34,1.2428123930046883e-17,5.1546062508146049e-13,1.3610607711685574e-21
6.0277540846185935e-12,0.5207024686612445,154.0,0.0,0.0,0.0,0.9999991503526271,1.0,18.999999995330519,8.7757880355731033e-08,3.4820050767364794e-07,3.4563726745225228e-07,3.6156939252617307e-09,2.1975750907974425e-13,7.3936544016400243e-09,2.6526280447209231e-08,3.993305790112959e-12,2.9455645709570526e-08,1.0530359946910044e-09,7.6738054133089562e-17,2.4055263445558878e-12,1.4453692952813876e-17,6.1123014672628106e-13,3.3260696276513454e-15,3.3282684557859731e-15,1.5122856537495528e-18,6.8654248087812483e-19,1.7370377873152672e-13,4.5844889511403985e-34,4.379314687183601e-34,4.3793160161730247e-34,1.330348719575331e-17,5.3480858214325692e-13,1.4436643090725809e-21
6.161325516363611e-12,0.5207024686606738,154.0,0.0,0.0,0.0,0.99999913152856557,1.0,18.999999995138722,8.9702536961200154e-08,3.5590834965892372e-07,3.5321610903162959e-07,3.7760650037879465e-09,2.2462225427385246e-13,7.3938629608194886e-09,2.718993328161124e-08,3.9952015105278797e-12,3.0192587487048082e-08,1.0844333759038524e-09,8.0141771215381217e-17,2.5131607824066663e-12,1.4884648305515545e-17,6.3844478537573566e-13,3.5513769069636336e-15,3.5537349973934357e-15,1.6182347159184873e-18,7.3985571388358045e-19,1.8148299051351604e-13,5.3427174857427096e-34,5.1036111106085988e-34,5.1036126937821861e-34,1.4219515995157185e-17,5.5449542570322872e-13,1.5295439833942355e-21
6.294896948108629e-12,0.520702468660093,154.0,0.0,0.0,0.0,0.99999911270450381,1.0,18.999999994943451,9.1647193322616147e-08,3.6361611961672667e-07,3.6079154195470896e-07,3.9398436835921982e-09,2.2948695400355767e-13,7.3940347857929019e-09,2.7853603129349602e-08,3.9968800720294404e-12,3.0929548159489582e-08,1.1159023229635193e-09,8.3617812632015937e-17,2.6231486941941645e-12,1.5316585980645265e-17,6.6624450672371183e-13,3.7866030933913957e-15,3.7891280275210839e-15,1.7290104440807072e-18,7.9592368560770645e-19,1.8943252623601153e-13,6.2058961786866721e-34,5.9281612872477331e-34,5.9281631661422729e-34,1.5177176453304007e-17,5.745211018925341e-13,1.6187680642008319e-21
6.428468379853647e-12,0.5207024686595018,154.0,0.0,0.0,0.0,0.9999990938804415,1.0,18.999999994744712,9.3591849439979052e-08,3.7132382284867615e-07,3.683635707234775e-07,4.1070254630066027e-09,2.3435161161527387e-13,7.3941763424172641e-09,2.8517286993344642e-08,3.9983663495858422e-12,3.1666524398840454e-08,1.1474375342491915e-09,8.7166082837738049e-17,2.7354900513799801e-12,1.5749433207443136e-17,6.9462883165314066e-13,4.0319590603666873e-15,4.0346585976052481e-15,1.8447191236963877e-18,8.5481811486427461e-19,1.9755238471986913e-13,7.1858447933978891e-34,6.8642561073801487e-34,6.8642583292147217e-34,1.6177437400902203e-17,5.9488555703305838e-13,1.7114051922908898e-21
6.562039811598665e-12,0.5207024686589001,154.0,0.0,0.0,0.0,0.99999907505637886,1.0,18.999999994542506,9.5536505313288895e-08,3.7903146426365557e-07,3.7593219983397534e-07,4.2776058463097616e-09,2.392162302075517e-13,7.3942929584772553e-09,2.9180982404040429e-08,3.9996823687945734e-12,3.2403513462825655e-08,1.1790341008756359e-09,9.0786486413499776e-17,2.8501848278175232e-12,1.6183122605891758e-17,7.2359728157357839e-13,4.2876555086301201e-15,4.2905375862790537e-15,1.9654669531428108e-18,9.1661069578924917e-19,2.0584256490060014e-13,8.2954223479397927e-34,7.924179221073894e-34,7.9241818393825532e-34,1.7221270367358298e-17,6.1558873762830204e-13,1.8075243789813398e-21
6.695611243343683e-12,0.5207024686582882,154.0,0.0,0.0,0.0,0.99999905623231511,1.0,18.999999994336854,9.7481160942545702e-08,3.8673904840690867e-07,3.8349743377630328e-07,4.4515803437189274e-09,2.4408081264936433e-13,7.3943890242843228e-09,2.98446873264224e-08,4.000847632349182e-12,3.3140513091698932e-08,1.2106874775981639e-09,9.4478928066305228e-17,2.9672329995410632e-12,1.6617591787351675e-17,7.5314937842053948e-13,4.5539029664244473e-15,4.5569756995623409e-15,2.0913600438124308e-18,9.813730940811916e-19,2.1430306582001534e-13,9.5485938675533604e-34,9.1212708049994472e-34,9.1212738803189047e-34,1.8309649573828114e-17,6.3663059035493716e-13,1.9071950058939617e-21
6.962754106833719e-12,0.5207024686570338,154.0,0.0,0.0,0.0,0.9999990185841855,1.0,18.999999993915225,1.0137047146890032e-07,4.0215406139566836e-07,3.9861773408720579e-07,4.8096937513704237e-09,2.5380987950750828e-13,7.3945332666405945e-09,3.1172119327459348e-08,4.0027929073523608e-12,3.4614536960899329e-08,1.2741481438926342e-09,1.0207954506026521e-16,3.2083894428002881e-12,1.7488642778720036e-17,8.1400260326190531e-13,5.1188921622428399e-15,5.1223712621075731e-15,2.3590060200518459e-18,1.120093844682859e-18,2.3173502652921536e-13,1.2547535886624949e-33,1.1986010574960101e-33,1.1986014777724248e-33,2.0623957008637249e-17,6.7973009972997908e-13,2.117469957109617e-21
7.203182683974751e-12,0.52070246865587,154.0,0.0,0.0,0.0,0.99999898470086546,1.0,18.999999993524042,1.048708501079583e-07,4.1602741627816429e-07,4.1221443781524953e-07,5.1435587683116508e-09,2.6256594070142418e-13,7.3946228899589107e-09,3.2366826712284615e-08,4.0041815853802096e-12,3.5941179088922953e-08,1.3314179721566474e-09,1.0916551717373112e-16,3.4334786514462959e-12,1.8274719359556565e-17,8.7076179291017373e-13,5.6655753854243576e-15,5.6694497499021464e-15,2.6185469240242189e-18,1.2558175537654637e-18,2.4800628039647183e-13,1.5902939280703003e-33,1.5191262374229309e-33,1.5191267885212708e-33,2.2869010094612971e-17,7.1967738519855284e-13,2.3195669493752312e-21
7.445917150903101e-12,0.5207024686546617,154.0,0.0,0.0,0.0,0.99999895049257548,1.0,18.999999993117896,1.0840479919273177e-07,4.3003369639448882e-07,4.2593045564080002e-07,5.4917107963689858e-09,2.7140589662502839e-13,7.3946867524452803e-09,3.3573004527704756e-08,4.005307056286989e-12,3.7280558367189781e-08,1.3893661541287245e-09,1.1655472158237023e-16,3.6684613831809203e-12,1.9070106953631612e-17,9.2997612618526159e-13,6.2554977200777939e-15,6.2598006147424239e-15,2.8991602942417991e-18,1.4037343703882237e-18,2.6499338017054308e-13,2.0042404592856593e-33,1.9145492613793669e-33,1.9145499793922689e-33,2.5297520234269323e-17,7.6112009401897652e-13,2.5363880285528573e-21
7.688651617831452e-12,0.52070246865342,154.0,0.0,0.0,0.0,0.99999891628428172,1.0,18.99999999270052,1.1193874747153378e-07,4.4403986215072705e-07,4.3963535873330409e-07,5.8509740834039592e-09,2.8024578036326822e-13,7.3947317521673736e-09,3.4779191040733935e-08,4.0062095691394006e-12,3.8619947312820945e-08,1.4474271716537185e-09,1.2417975593227446e-16,3.9112156938638126e-12,1.9867043343666002e-17,9.9110751868674208e-13,6.8848504818230715e-15,6.8896125809217255e-15,3.1990772098493046e-18,1.5630218888051221e-18,2.8254294126588873e-13,2.5072125336063883e-33,2.3950143890864542e-33,2.3950153166514886e-33,2.7894655779566776e-17,8.0368009679864273e-13,2.766484757412884e-21
7.931386084759802e-12,0.5207024686521448,154.0,0.0,0.0,0.0,0.99999888207598409,1.0,18.999999992271956,1.1547269494436446e-07,4.5804592824785402e-07,4.5332917375535694e-07,6.2213219687109181e-09,2.8908560119549926e-13,7.3947633416293152e-09,3.5985383724005773e-08,4.0069330690955213e-12,3.9959343119346817e-08,1.5055863237518054e-09,1.3204005436563636e-16,4.1617415109508346e-12,2.0665326742035758e-17,1.0541531265415493e-12,7.5548888709467295e-15,7.5601419095423481e-15,3.5189303206162984e-18,1.7341082750027889e-18,3.0065496163361774e-13,3.1145855857106197e-33,2.9752091613965743e-33,2.975210350145259e-33,3.066639158505289e-17,8.4735708042576841e-13,3.0102913132288389e-21
8.174120551688153e-12,0.5207024686508368,154.0,0.0,0.0,0.0,0.99999884786768256,1.0,18.999999991832254,1.1900664161122397e-07,4.7205190747899976e-07,4.6701192730558752e-07,6.6027278555461291e-09,2.9792536719683166e-13,7.394785420423687e-09,3.7191580769965659e-08,4.007512902200318e-12,4.1298743779600104e-08,1.5638308172889692e-09,1.4013505238220216e-16,4.420038771982731e-12,2.146478154846476e-17,1.1191101115449644e-12,8.2668662261452186e-15,8.2726429986488908e-15,3.8593513376029889e-18,1.9174211660671067e-18,3.1932943979296737e-13,3.8437885380834946e-33,3.6717827501590054e-33,3.6717842622463863e-33,3.3618731152771099e-17,8.9215073307702741e-13,3.268245889567925e-21
8.416855018616503e-12,0.5207024686494954,154.0,0.0,0.0,0.0,0.99999881365937671,1.0,18.99999999138144,1.2254058747211242e-07,4.8605781098343865e-07,4.8068364591881335e-07,6.9951652109725207e-09,3.0676508539844951e-13,7.3948008194040843e-09,3.8397780866445076e-08,4.0079775683689154e-12,4.2638147836506344e-08,1.6221495129874514e-09,1.4846418683597716e-16,4.686107423064579e-12,2.2265254863730069e-17,1.1859756411476014e-12,9.0220340282996581e-15,9.0283683869847471e-15,4.2209710350665001e-18,2.113387650024541e-18,3.3856637475831863e-13,4.714503026521696e-33,4.5035362745381384e-33,4.5035381843744928e-33,3.6757706496377622e-17,9.3806074414283745e-13,3.5407906919365403e-21
8.659589485544854e-12,0.5207024686481212,154.0,0.0,0.0,0.0,0.99999877945106652,1.0,18.999999990919566,1.2607453252702998e-07,5.0006364845243242e-07,4.943443560661908e-07,7.3986075657095176e-09,3.1560476191753985e-13,7.3948115568592435e-09,3.9603983077918825e-08,4.0083499719524299e-12,4.3977554251228015e-08,1.6805327195822373e-09,1.5702689593203813e-16,4.9599474176832298e-12,2.3066613664226175e-17,1.2547468884428283e-12,9.8216419041221111e-15,9.8285687576260096e-15,4.6044192523016652e-18,2.3224342515964471e-18,3.5836576598003703e-13,5.7488703099131719e-33,5.4916204583372702e-33,5.4916228545372857e-33,4.0089378009990209e-17,9.8508680416652527e-13,3.82837193355453e-21
8.902323952473204e-12,0.5207024686467143,154.0,0.0,0.0,0.0,0.99999874524275212,1.0,18.999999990446646,1.2960847677597677e-07,5.1406942829564122e-07,5.0799408415535281e-07,7.8130285139957828e-09,3.2444440206233201e-13,7.3948190210053868e-09,4.0810186760915411e-08,4.008648369580337e-12,4.531696230923352e-08,1.738972027410448e-09,1.6582261922362057e-16,5.2415587157697882e-12,2.3868742517790658e-17,1.3254210321552727e-12,1.066693762948653e-14,1.0674492941303385e-14,5.0103248953223514e-18,2.5449869215341914e-18,3.7872761329663913e-13,6.9716918036657381e-33,6.6597271963621091e-33,6.6597301839101928e-33,4.3619834348552532e-17,1.0332286047949625e-12,4.1314398314879437e-21
9.145058419401554e-12,0.5207024686452746,154.0,0.0,0.0,0.0,0.99999871103443372,1.0,18.999999989962731,1.3314242021895299e-07,5.280751578367098e-07,5.2163285653058576e-07,8.2384017134118797e-09,3.3328401045555522e-13,7.3948241835431544e-09,4.2016391465028281e-08,4.0088874455471729e-12,4.6656371510376857e-08,1.7974601128252927e-09,1.7485079760835448e-16,5.5309412826090234e-12,2.467154089906383e-17,1.3979952566259703e-12,1.1559167133731036e-14,1.1567387920694739e-14,5.4393159390328972e-18,2.7814710246706727e-18,3.9965191687856547e-13,8.4106999609646806e-33,8.0343483233005278e-33,8.0343520260156147e-33,4.7355192273445475e-17,1.0824858387203628e-12,4.4504486016453274e-21
9.387792886329905e-12,0.5207024686438022,154.0,0.0,0.0,0.0,0.99999867682611066,1.0,18.999999989467838,1.366763628559587e-07,5.420808434534082e-07,5.3526069947297752e-07,8.6747008847317155e-09,3.4212359112289469e-13,7.394827735720472e-09,4.3222596869847455e-08,4.0090790257441644e-12,4.799578149886441e-08,1.8559905980543021e-09,1.8411087332511147e-16,5.8280950880744925e-12,2.5474921265883982e-17,1.4724667517999259e-12,1.2499574503260053e-14,1.2508498834021289e-14,5.8920194290458847e-18,3.0323113321918687e-18,4.2113867718788444e-13,1.0096800620494193e-32,9.6450071253918582e-33,9.645011688669699e-33,5.130159652346037e-17,1.1328581996383283e-12,4.7858564545837062e-21
9.630527353258255e-12,0.5207024686422974,154.0,0.0,0.0,0.0,0.9999986426177836,1.0,18.99999998896201,1.4021030468699412e-07,5.5608649069115217e-07,5.4887763920056283e-07,9.1218998117784349e-09,3.5096314756464608e-13,7.3948301672644255e-09,4.4428802748372684e-08,4.0092325914824039e-12,4.9335192022627777e-08,1.9145579376801877e-09,1.9360228995094603e-16,6.133020106027851e-12,2.6278807501108461e-17,1.5488327132140509e-12,1.3489401985036986e-14,1.3499068978536742e-14,6.3690614834444641e-18,3.2979320163124481e-18,4.4318789494563954e-13,1.2064323869829973e-32,1.152449798750264e-32,1.1524503581355534e-32,5.5465219689881573e-17,1.1843453822135916e-12,5.1381255914337553e-21
9.873261820186606e-12,0.5207024686407599,154.0,0.0,0.0,0.0,0.99999860840945187,1.0,18.999999988445275,1.4374424571205931e-07,5.7009210436364226e-07,5.6248370186846762e-07,9.5799723412795533e-09,3.5980268281924333e-13,7.3948318157814616e-09,4.5635008944115285e-08,4.0093556980705355e-12,5.0674602907896865e-08,1.9731573180004583e-09,2.0332449239802126e-16,6.4457163137971166e-12,2.708313353121022e-17,1.6270903419850348e-12,1.4529889990094873e-14,1.4540339814035548e-14,6.8710672945535864e-18,3.578756646121087e-18,4.6579957110289521e-13,1.4351290018015442e-32,1.3709140474168786e-32,1.3709147296587527e-32,5.9852262091179184e-17,1.236947082049444e-12,5.5077221998044703e-21
1e-11,0.5207024686375883,154.0,0.0,0.0,0.0,0.99999859054836204,1.0,18.999999988171147,1.4558941084666859e-07,5.7740479923192748e-07,5.6958347883802529e-07,9.8234564454583554e-09,3.6441803389147012e-13,7.3948324444502225e-09,4.62648016610777e-08,4.0094099283428997e-12,5.1373945381826412e-08,2.003764941216926e-09,2.0849223791610313e-16,6.6120714399074059e-12,2.7503249036351443e-17,1.6687015118424005e-12,1.5093701607624894e-14,1.5104576479768068e-14,7.1433064791031504e-18,3.7315656640697448e-18,4.7782923948127696e-13,1.5686182039081723e-32,1.4984307275692668e-32,1.4984314828691747e-32,6.2233714622746993e-17,1.2648546174104043e-12,5.7077408667894356e-21
