Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398)
3.09972951177645e-17,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999999486988,1.0,19.0,4.7881285854650368e-13,2.1377855532062661e-12,2.137784457141093e-12,1.7304360635663647e-19,1.5714754133554345e-19,3.7562684632727328e-13,5.2354419289949668e-18,1.3408803409072804e-16,5.8662306297629445e-18,1.1858056267740462e-19,5.1348706750087939e-28,1.1663484138365456e-22,5.4912158341069457e-28,2.7829943991748142e-23,1.3713223037561797e-30,1.3713223721706536e-30,6.085094824358589e-38,7.5635159467431323e-39,8.3922928991216714e-24,1.5666374136395207e-69,1.4957176249790657e-69,1.4957176249884178e-69,6.0785598625199376e-33,1.1987386252191884e-18,2.9894643635082959e-32,2.9919991969281179e-33,1.6051771996606303e-30,1.4325744321279107e-30,9.6152733926680833e-45,4.5927595843726915e-36,2.3764567167564806e-57,1.782583333368513e-45,1.9108469810615926e-45,8.7062811213442198e-50,4.617900110784208e-58,6.5137671279466877e-66,1.4266190477731577e-67,6.7297025361474638e-55,6.8067606802330639e-76,2.010003154997848e-79,6.284544365059909e-77,1.2503594462112437e-72,7.0666329228203153e-69,2.700834633373193e-32,1.8739354607731773e-39,1.0066024235566194e-40,1.2130231491842155e-40,4.7728443128420123e-43,1.2890613803538171e-37,6.91796715192344e-29,4.9377420649494728e-36,2.6891549324038703e-36,1.1933314058680605e-43,8.7070162166528498e-44,7.8241402342503951e-45,9.52246817790811e-48,7.8864301393390894e-52,1.1246561065693026e-38,6.4622061759239372e-48,2.2777087011620945e-45,7.1785008085968362e-82,5.0735228865075497e-48,7.0092210149139121e-53
6.19979540223025e-17,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999998973921,1.0,19.0,9.576776772317461e-13,4.2758025980777121e-12,4.2758005576876562e-12,6.9223062876776227e-19,5.7516977375712506e-19,7.5127175871112656e-13,2.0942929803516322e-17,2.6818552186872485e-16,2.3466224619936557e-17,4.7435589256563504e-19,3.6215138637185333e-27,4.6657723926330382e-22,3.3045284818095071e-27,1.1132882273284917e-22,1.0971618332787881e-29,1.0971619427453341e-29,9.736384939152819e-37,1.2102681039815117e-37,3.3571900841509293e-23,2.0123968546618015e-67,1.9212980736550793e-67,1.9212980736791445e-67,4.8633107841442426e-32,2.3976409088110623e-18,1.1958981703268298e-31,2.3872452050059849e-32,1.2842326449882792e-29,1.1461406579873964e-29,1.5386004167434346e-43,3.6745560660369607e-35,7.605461670802606e-56,2.852284846167075e-44,2.9551156747013742e-44,2.7861695400156777e-48,2.9556314391415195e-56,8.3381250006840663e-64,1.8261826068475095e-65,2.0792570172055726e-53,1.7426368123361472e-73,5.1459234959878435e-77,1.6067009415758704e-74,1.6005648278323137e-70,9.0458362271614527e-67,1.0804215939265424e-31,1.499290301129425e-38,8.0533648835940404e-40,9.698934071910887e-40,7.6241181993591551e-42,1.031236100351168e-36,2.7674114857350691e-28,3.9505617920244448e-35,2.1515276172317309e-35,1.9094524090156613e-42,1.3932131707017827e-42,1.2519881196252565e-43,1.3099902233940191e-46,2.1856099332141176e-50,8.9980992152230873e-38,5.1761122956395268e-47,3.6409988705594008e-44,1.8472625829501063e-79,7.0382971202066988e-47,2.2391983199592714e-51
1.2399927183137848e-16,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999997947775,1.0,19.0,1.9154073145436049e-12,8.5518354254954741e-12,8.5518317200461774e-12,2.7690341426566667e-18,1.9618466688799661e-18,1.5024934973734796e-12,8.3770789676711856e-17,5.3636520546805854e-16,9.3863856947812361e-17,1.8974611292531513e-18,2.3380009793491326e-26,1.8663841673577041e-21,1.759289372041347e-26,4.453333053609042e-22,8.7777085258719443e-29,8.7777102771778626e-29,1.5576585449701481e-35,1.9364712655157897e-36,1.3429304695106611e-22,2.5761800069044365e-65,2.4595594434458307e-65,2.459559443507446e-65,3.8908351911127334e-31,4.7955461998106421e-18,4.7839081619956818e-31,1.8994394223987875e-31,1.0273852175911075e-28,9.1691172428640541e-29,2.46188640498624e-42,2.9397836947326762e-34,2.4338761285020334e-54,4.5634442680249787e-43,4.6463833972055e-43,8.9153581341617574e-47,1.8915255400364736e-54,1.0672364428158674e-61,2.3374184515586644e-63,6.5348100146643794e-52,4.4609701351179184e-71,1.3173043447119505e-74,4.1015659304966244e-72,2.0486602770167837e-68,1.1578198620760232e-64,4.3218608471981012e-31,1.1994885489711961e-37,6.4426472958206831e-39,7.7496574584099553e-39,1.2185239666592665e-40,8.2485063308537982e-36,1.1070091914551875e-27,3.1605884368706429e-34,1.7213028813639469e-34,3.0550486601436181e-41,2.22909082714298e-41,2.0032776585667339e-42,1.634972934184171e-45,5.5127609528740934e-49,7.1988149622726511e-37,4.1434298602380307e-46,5.8140709768360454e-43,4.7296584441175826e-77,8.8855134812332976e-46,7.1574633891208806e-50
2.480019074495305e-16,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999995895494,1.0,19.0,3.8308665889328184e-12,1.7103896940863328e-11,1.7103889889830242e-11,1.1076353587878402e-17,6.0281050534003291e-18,3.0046646796350582e-12,3.3505527348623275e-16,1.0726634118150279e-15,3.7542418283939836e-16,7.5896821845320363e-18,1.3444900077618515e-25,7.4656831044072893e-21,8.3905397100396592e-26,1.7813686129698171e-21,7.0223289715957388e-28,7.0223317729635193e-28,2.4915420835189382e-34,3.0982530033712373e-35,5.3718297149679131e-22,3.297664624523437e-63,3.1483833261962548e-63,3.1483833263539988e-63,3.112745020448424e-30,9.5917596769142721e-18,1.9136988610593717e-30,1.5031333227001394e-30,8.2184821681810475e-28,7.3347586881316883e-28,3.9391200939670917e-41,2.3518817232563165e-33,7.7886113332404854e-53,7.300277344002979e-42,7.3687724998073553e-42,2.852443801044091e-45,1.2103788368843576e-52,1.3658408972122417e-59,2.9914102381070308e-61,2.0721291664382126e-50,1.1418236163848541e-68,3.3717593001217162e-72,1.0440320878708489e-69,2.6219130032698025e-66,1.4817690553870794e-62,1.7287784980534575e-30,9.5961265858439545e-37,5.1536797635578078e-38,6.1841581235222492e-38,1.947484587425821e-39,6.5961251348197544e-35,4.4281235234781305e-27,2.5285132391647496e-33,1.3770735811624139e-33,4.8874646596792926e-40,3.5661126848111428e-40,3.2053094998144398e-41,1.8130832060847172e-44,1.2379998035475011e-47,5.7591791535799554e-36,3.3157565780843068e-45,9.2651401053056567e-42,1.2108496006159273e-74,9.9787593574779641e-45,2.2878575438474199e-48
3.7200454306768245e-16,0.4672323110880678,154.0,0.0,0.0,0.0,0.99999999993843214,1.0,19.0,5.7463258630875279e-12,2.5655954850929429e-11,2.5655943904686776e-11,2.3537380001020145e-17,1.0853309633181417e-17,4.5065636161828494e-12,7.1194575305255914e-16,1.608900464284447e-15,7.977240584369538e-16,1.6127706290860234e-17,3.2516058418387742e-25,1.5864663847768046e-20,1.8852908071589821e-25,3.7854297047092754e-21,2.0079586870525145e-27,2.0079597180074331e-27,9.1692102383692312e-34,1.1403374946671732e-34,1.1415204488917415e-21,1.7014757891051803e-62,1.6244520340639493e-62,1.6244520341607957e-62,8.9005659533781257e-30,1.4388376048972524e-17,4.0667774391256485e-30,4.2713465744213077e-30,2.3498560547727594e-27,2.0971788651784638e-27,1.4498663927650146e-40,6.7249511372539982e-33,3.556020980764254e-52,2.6867512887628739e-41,2.7068238536478715e-41,1.3022295068672783e-44,6.6497813410376046e-52,8.811091702108468e-59,1.9297702056776807e-60,9.4437814461501976e-50,8.4789935999557474e-68,2.5038139263810648e-71,7.7414441058076226e-69,1.6914168805268232e-65,9.5589490659251184e-62,3.6736748804068579e-30,2.7439076460333706e-36,1.4735472720578587e-37,1.765719523656843e-37,7.1648974885101715e-39,1.885625352350109e-34,9.4098140966765499e-27,7.2299829393403146e-33,3.9375915195824584e-33,1.7987912673705192e-39,1.3124811291360435e-39,1.179770598360987e-40,5.7228808125759915e-44,4.9815048160960727e-47,1.6467737939214616e-35,9.4817305574698759e-45,3.4035784752921667e-41,7.4339926232361395e-74,3.1640241560665041e-44,1.0441678096627149e-47
4.960071786858344e-16,0.4672323110880678,154.0,0.0,0.0,0.0,0.99999999991790933,1.0,19.0,7.6617851370077333e-12,3.4208009469339738e-11,3.4207993764621223e-11,4.0152107936889966e-17,1.6124021868058287e-17,6.0081903563572484e-12,1.2144194641957766e-15,2.1450763698496672e-15,1.3607379768341906e-15,2.7511326037264485e-17,5.9928051025627033e-25,2.706332322513217e-20,3.3158834062886232e-25,6.4575160223581149e-21,4.2353792762937802e-27,4.2353818907056862e-27,2.325203596248679e-33,2.892079413264766e-34,1.9473054049546945e-21,9.2822296244678216e-62,8.8620342949399223e-62,8.8620342954790455e-62,1.877395100234185e-29,1.9185395315840829e-17,6.9376910377586895e-30,8.9589334588599246e-30,4.956294004186447e-27,4.4233496815442117e-27,3.6771889687056107e-40,1.4184914370356818e-32,1.0599526154123023e-51,6.8136315156189975e-41,6.8571060115216238e-41,3.881315212719132e-44,2.2862004395641942e-51,3.4407925754675142e-58,7.5358870373191552e-60,2.8118140732539253e-49,3.7131153242301837e-67,1.0964696191066384e-70,3.3854900948846406e-68,6.605176161542249e-65,3.7328362190832266e-61,6.2668746619017997e-30,5.7877125643537641e-36,3.1079724287375332e-37,3.719512636065019e-37,1.8165006859186108e-38,3.9764527810324924e-34,1.6052078966896061e-26,1.5250124648569847e-32,8.3055446814828241e-33,4.5618400823800045e-39,3.3285350639578772e-39,2.9921571276266027e-40,1.2831141494866778e-43,1.3390055864895319e-46,3.4735316821020807e-35,2.0000572271682775e-44,8.6170894618832639e-41,4.1383721921794422e-73,7.1163221367585864e-44,3.1113879828146568e-47
7.440124499221384e-16,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999987686372,1.0,19.0,1.1492703684297778e-11,5.1312111490207528e-11,5.1312083733159234e-11,8.3130030090045552e-17,2.7202306867690496e-17,9.0108051615036631e-12,2.5140324429738947e-15,3.217284694568148e-15,2.8169339515825401e-15,5.695636115869112e-17,1.3479467957701159e-24,5.6031306699742443e-20,7.0797309506859583e-25,1.336950123176459e-20,1.1568167828124031e-26,1.1568176968983992e-26,8.1295239364650214e-33,1.0113347392264176e-33,4.0316599973116569e-21,1.2891528873145404e-60,1.2307944929095842e-60,1.230794492994751e-60,5.1277769256270307e-29,2.8780379418592295e-17,1.4364436551947621e-29,2.4242385968715544e-29,1.3536087067808678e-26,1.208056792742327e-26,1.2859373215973532e-39,3.8743520482876503e-32,4.6396414047266616e-51,2.382430861668454e-40,2.3949441973069234e-40,1.6987283973569401e-43,1.2294360876468576e-50,2.2378150794525874e-57,4.9011738096766105e-59,1.2292252995572635e-48,2.8806581549792094e-66,8.5065169002711203e-70,2.6199999422590804e-67,4.2960560048883905e-64,2.4277539457585394e-60,1.2974800892877466e-29,1.5808079749447399e-35,8.488065417011639e-37,1.0136890941167847e-36,6.3486097966904308e-38,1.0856914059667183e-33,3.3233869011994646e-26,4.1652715372296114e-32,2.2685077687520155e-32,1.5951267580556302e-38,1.1638837371157918e-38,1.0463717905126157e-39,3.7501571510184591e-43,5.0149606625190672e-46,9.4873120092049024e-35,5.4630131310408868e-44,3.0045436656349619e-40,6.5375025092456173e-72,2.0878804775354118e-43,1.3612139815562825e-46
9.920177211584423e-16,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999983581811,1.0,19.0,1.5323622230725468e-11,6.8416202520067553e-11,6.8416158422612055e-11,1.4138254897682712e-16,3.8807019897105836e-17,1.2012419413250096e-11,4.2752707100020901e-15,4.2892682182281868e-15,4.7903738270743365e-15,9.686394429322265e-17,2.4129535617569979e-24,9.5294681377656705e-20,1.2258023874884459e-24,2.2738048815545692e-20,2.4204513561115292e-26,2.4204536397768933e-26,2.030968386577674e-32,2.5269665645985779e-33,6.8568082366212911e-21,5.9260693840907697e-60,5.6578033820781727e-60,5.6578033825198051e-60,1.0729067135410082e-28,3.8376845108090475e-17,2.4431460007329977e-29,5.0306223197020819e-29,2.8319971550107741e-26,2.5274759103060598e-26,3.2132175794493716e-39,8.1064543406634059e-32,1.3517724488126022e-50,5.952362734632998e-40,5.9799402088044414e-40,4.9488265307021615e-43,4.0971532906268915e-50,8.4008909335400804e-57,1.8399298659562092e-58,3.578800958122315e-48,1.2031161395369921e-65,3.552780198841401e-69,1.0924469123273045e-66,1.6127999669982826e-63,9.1139331702771422e-60,2.2066765371425392e-29,3.3075833949242707e-35,1.7758422629780907e-36,2.1168558744870292e-36,1.5855856897787842e-37,2.2708830182374402e-33,5.6522167265067889e-26,8.7151129018978541e-32,4.7464831675514159e-32,3.9854316361702711e-38,2.9079762355891498e-38,2.6145958201723821e-39,8.1839417868326117e-43,1.3068059163399286e-45,1.9850646348201901e-34,1.1430736392913151e-43,7.4892496678061749e-40,3.3900074739768094e-71,4.5679855770844461e-43,3.9643876304268126e-46
1.2400229923947463e-15,0.46723231108806773,154.0,0.0,0.0,0.0,0.9999999997947725,1.0,19.0,1.9154540776229208e-11,8.5520282146710111e-11,8.5520216741652814e-11,2.1600067084771963e-16,5.0604285880988517e-17,1.5012961973095252e-11,6.5309554331924041e-15,5.3610109302044993e-15,7.3178332075746671e-15,1.4798001508554397e-16,3.8190419102333477e-24,1.4558881194420331e-19,1.8951657451101341e-24,3.473862378351845e-20,4.4063431977527111e-26,4.4063480419631302e-26,4.3081045353990059e-32,5.3610520160411563e-33,1.0475663500623773e-20,2.1879195139772972e-59,2.0888750414286693e-59,2.0888750416058445e-59,1.9531923389028756e-28,4.7974898211035234e-17,3.7327784469654486e-29,9.0818111525140661e-29,5.1551596644291969e-26,4.6008315494673606e-26,6.8172099197651746e-39,1.4757506629646619e-31,3.2820364098120567e-50,1.2627109473896547e-39,1.2680320007667817e-39,1.2014358242011832e-42,1.1216235779459856e-49,2.562268016900821e-56,5.6117781389039849e-58,8.6843885595434118e-48,4.0478466252968797e-65,1.1953245421255517e-68,3.6693148692090999e-66,4.9191648207740591e-63,2.7797457183612183e-59,3.371305292082015e-29,6.0213333613789373e-35,3.2325825640302269e-36,3.8460452518566035e-36,3.3623902604274882e-37,4.1326714587646876e-33,8.6353140366016557e-26,1.5865467238833152e-31,8.6407970152098258e-32,8.4547572008850651e-38,6.1690421061733716e-38,5.5471416947911155e-39,1.5363425618479156e-42,2.8632914055880199e-45,3.6137350042583951e-34,2.0809573975612188e-43,1.5850056363489533e-39,1.3600097555632212e-70,8.5921855314346275e-43,9.6216065238361004e-46
1.7360335348673543e-15,0.4672323110880678,154.0,0.0,0.0,0.0,0.99999999971268139,1.0,19.0,2.6816377864406794e-11,1.1972840704854635e-10,1.197282832404505e-10,4.1536146912181148e-16,7.4223468854711873e-17,2.1010766932010591e-11,1.2555692544992032e-14,7.5037591083617675e-15,1.4068456719725388e-14,2.845322872165994e-16,7.6775834305800969e-24,2.7996209141393829e-19,3.6978901884081173e-24,6.680115924965142e-20,1.1634052770301129e-25,1.163407050796482e-25,1.5773761907801451e-31,1.9638992823204795e-32,2.014434813563975e-20,2.6822231886205536e-58,2.5608021935903438e-58,2.5608021939544904e-58,5.1570388006851858e-28,6.7175866363131202e-17,7.1788978494140851e-29,2.3448051026069959e-28,1.3608356549007295e-25,1.2145066328244245e-25,2.4976283152306395e-38,3.8964215510573551e-31,1.697900570785476e-49,4.6244019404503258e-39,4.6414931449715878e-39,6.2130811323027418e-42,8.3750463735208176e-49,2.8346812582994149e-55,6.2084080343771828e-57,4.4877311614143542e-47,6.8247659838507351e-64,2.0153680199172534e-67,6.1184496856813764e-65,5.4427957897937916e-62,3.0752814222989505e-58,6.4829020623107519e-29,1.5898096975132379e-34,8.5330067419282946e-36,1.010027111773866e-35,1.2300088257604032e-36,1.0901485195735314e-32,1.6605399963741548e-25,4.1888983343400869e-31,2.281425243383153e-31,3.096631664163951e-37,2.2594865017795984e-37,2.0322856371670214e-38,4.2462862577353475e-42,1.1120316682637609e-44,9.5413139201795307e-34,5.4944656916799463e-43,5.7606456711389327e-39,2.7952149578342632e-69,2.3822112498583818e-42,4.9702504008498323e-45
2.232044077339962e-15,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999963059039,1.0,19.0,3.4478214948831722e-11,1.5393648641595526e-10,1.539362832508772e-10,6.8119110629705233e-16,9.7865530291025534e-17,2.7004224153372426e-11,2.0586345184155542e-14,9.6455299256204245e-15,2.3066677142999582e-14,4.6658726692141101e-16,1.2923437403576437e-23,4.591368115896385e-19,6.1157957966675135e-24,1.0955369664758099e-19,2.4120301402508999e-25,2.4120347439783951e-25,4.0938170091854977e-31,5.0990983758750594e-32,3.3036690951004565e-20,1.3371312936744994e-57,1.2766009814172908e-57,1.2766009816351509e-57,1.0691889808328766e-27,8.6383281828765083e-17,1.177479717816411e-28,4.7649373242053601e-28,2.8208293548500203e-25,2.5175089620466476e-25,6.4855178902335321e-38,8.0782605952875257e-31,5.4671975737048084e-49,1.2004194137908986e-38,1.2046749734403407e-38,2.0000454142646476e-41,3.3070644622459778e-48,1.3567937705159111e-54,2.9715969788307837e-56,1.4442860786945591e-46,3.9093543702429513e-63,1.154445413080388e-66,3.4855504707841301e-64,2.6052844321644078e-61,1.4719550257923327e-57,1.0631939402098605e-28,3.2960715600298668e-34,1.7687367607825967e-35,2.0839147764755586e-35,3.1899794354279655e-36,2.2582804541523466e-32,2.723279416748566e-25,8.6845300917772934e-31,4.729962583386445e-31,8.0389123940504751e-37,5.8657083144506493e-37,5.2771205962683825e-38,9.0361635097857711e-42,2.9784988133256942e-44,1.9781496866842685e-33,1.1391535176760025e-42,1.4860529137914804e-38,1.6723095519749958e-68,5.0786219956667678e-42,1.5987003098650435e-44
3.2240651622851782e-15,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999946640872,1.0,19.0,4.980188910642521e-11,2.223525087438246e-10,2.2235208383644367e-10,1.4122270795329967e-15,1.4510949998583129e-16,3.8978113462454334e-11,4.2657055927305065e-14,1.3926142187939692e-14,4.7796562631920445e-14,9.6711780766440436e-16,2.7576229230209072e-23,9.5187068908185223e-19,1.2795965271904842e-23,2.2712408635972779e-19,7.2474414070420397e-25,7.2474617884293369e-25,1.8121742918508637e-30,2.2596415040258088e-31,6.8490970178533104e-20,2.036241617448699e-56,1.9440634396218489e-56,1.9440634401682935e-56,3.2126375562582029e-27,1.2481745193743116e-16,2.4417580478721385e-28,1.3679112425589927e-27,8.4720580875945121e-25,7.5610678329674182e-25,2.874765596366381e-37,2.4272827606106465e-30,3.6548166512360347e-48,5.3164916726969807e-38,5.3366297071786186e-38,1.335942660271299e-40,3.4133199587511133e-47,2.2182534988121961e-53,4.8583345964121602e-55,9.6479971920687379e-46,1.0371550649225567e-61,3.0628051102867362e-65,9.0348368350474284e-63,4.2602479124816046e-60,2.4065347130923521e-56,2.204188074591929e-28,9.9037149121755444e-34,5.3119223242090797e-35,6.1910269722288351e-35,1.4094768393930908e-35,6.7722597943099431e-32,5.6458325862014612e-25,2.6093724217779784e-30,1.4212128930524475e-30,3.5609772316718379e-36,2.5983649073491138e-36,2.3390697316404331e-37,2.8011894519275383e-41,1.3753988729445082e-43,5.9437352418070235e-33,3.4228620270684049e-42,6.47596880717251e-38,4.1945460125890115e-67,1.5778874767433389e-41,1.0654288585930512e-43
5.2081073321756096e-15,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999913804627,1.0,18.999999999999996,8.0449237376587037e-11,3.5918400807627958e-10,3.5918288728420185e-10,3.6717880516274319e-15,2.3957537900775634e-16,6.2873896098962504e-11,1.1078786169317681e-13,2.2475664061859576e-14,1.2413606272831135e-13,2.5134181535278097e-15,7.352538375266103e-23,2.4748655912980874e-18,3.3527746957267243e-23,5.9052393984667228e-19,3.1158918312224042e-24,3.1159068210973348e-24,1.3324241514969518e-29,1.6656312957018144e-30,1.7807746028355242e-19,7.1265869420991886e-55,6.8039751230513947e-55,6.803975126741368e-55,1.3812439307530564e-26,2.0176314796990391e-16,6.3520660921546872e-28,5.3506706402572804e-27,3.6388582029248293e-24,3.2475761185089789e-24,2.1203095842374896e-36,1.0435643147412464e-29,4.8001771642572177e-47,3.9135978177464249e-37,3.9340256910808725e-37,1.7512192771167665e-39,8.2342617533016779e-46,1.0111510584976798e-51,2.2145868698967225e-53,1.2663608461764688e-44,9.1101692068445832e-60,2.6903837062219175e-63,7.5216579178233701e-61,1.9426063821109834e-58,1.0969772302072184e-54,5.7309019293883137e-28,4.2578928867045647e-33,2.2812643048087105e-34,2.5967208014873532e-34,1.0320620952065904e-34,2.8990608903023321e-31,1.4679171978115624e-24,1.121777077223386e-29,6.1102024309764266e-30,2.6224390139654243e-35,1.9136139440048648e-35,1.7250994978215723e-36,1.2383003846363366e-40,1.0524067372800587e-42,2.5553687992300518e-32,1.4715991773511293e-41,4.5968660493577912e-37,2.8324487067560098e-65,6.9894158821051694e-41,1.3892705505362891e-42
7.192149502066041e-15,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999880968549,1.0,18.999999999999989,1.1109658558671573e-10,4.9601478087216406e-10,4.96012627122281e-10,6.9946462403531699e-15,3.3403451420495117e-16,8.6700488558189328e-11,2.1084093717826918e-13,3.1009601961015088e-14,2.3624396575402375e-13,4.7861203753264288e-15,1.4166547939187827e-22,4.7145507034603791e-18,6.408022604559914e-23,1.1249333254612062e-18,8.0518818301500887e-24,8.0519329778203588e-24,4.5455990801437511e-29,5.6916722195025899e-30,3.3923403817600812e-19,5.0652669776798429e-54,4.8359685989641918e-54,4.8359686020287658e-54,3.569393474271451e-26,2.7881198410145605e-16,1.2106507342927766e-27,1.2882124477659777e-26,9.3962384543796654e-24,8.385872091177106e-24,7.2481690252304809e-36,2.6967156885429653e-29,2.1087541582965904e-46,1.3361500755403793e-36,1.3445889640485267e-36,7.6851716180931864e-39,4.5106150118854107e-45,6.7276595997633583e-51,1.4734685024783145e-52,5.5622390835078586e-44,7.1869825515025774e-59,2.1224593760887872e-62,5.8313984611818539e-60,1.2927105131404327e-57,7.2987051535071672e-54,1.0917225169355261e-27,1.1002944855389904e-32,5.8901185570794096e-34,6.5841527285318238e-34,3.5116474184731845e-34,7.4666174544942329e-31,2.7963411863858252e-24,2.8986818859041875e-29,1.5789547905200803e-29,8.9558010285509579e-35,6.5352927950474385e-35,5.896927416806546e-36,3.2361303573803387e-40,3.6433175596162064e-42,6.6033754942073123e-32,3.8028076552770489e-41,1.5332366449397257e-36,2.3523884623450145e-64,1.8280980731630916e-40,6.079605598778193e-42
9.176191671956472e-15,0.4672323110880676,154.0,0.0,0.0,0.0,0.99999999848132604,1.0,18.999999999999979,1.4174393373681145e-10,6.3284482793083279e-10,6.3284130337467745e-10,1.1380777652193374e-14,4.2849511305209974e-16,1.1045808180135028e-10,3.427281786011772e-13,3.9527982978160701e-14,3.8402155280486813e-13,7.7844169118859938e-15,2.319960121221186e-22,7.670912408526448e-18,1.0444248460316893e-22,1.830349620662047e-18,1.6431561176486328e-23,1.6431689216133996e-23,1.1377242077268515e-28,1.4267208721052709e-29,5.5196031156793036e-19,2.3925405311404028e-53,2.2842331853922535e-53,2.2842331870045615e-53,7.2842464440424601e-26,3.5596395952992464e-16,1.9707593671253671e-27,2.4664962119392234e-26,1.9161517310078668e-23,1.7101102023153519e-23,1.8175327413448042e-35,5.5032274362295801e-29,6.3651667760412322e-46,3.3466028012637355e-36,3.3713165779266364e-36,2.317515811066947e-38,1.6065254957675095e-44,2.7819261887951835e-50,6.0928797087850044e-52,1.6787589861225981e-43,3.3989053145997716e-58,1.0037817737646185e-61,2.7142821224762806e-59,5.3465583771251402e-57,3.0180583511446055e-53,1.7763132600095133e-27,2.2453787494573293e-32,1.2010525367091963e-33,1.3201838064311005e-33,8.7684888978767982e-34,1.518972717010658e-30,4.5498468840862723e-24,5.9151026554767289e-29,3.2221834868397011e-29,2.2436917515063055e-34,1.6373236009211909e-34,1.478642587510135e-35,6.6465813565863578e-40,9.2031399074025151e-42,1.3475505768800695e-31,7.7604126405085879e-41,3.760098247748513e-36,1.2376187785116101e-63,3.7564525681013839e-40,1.8287045272872515e-41
1.1160233841846904e-14,0.46723231108806773,154.0,0.0,0.0,0.0,0.99999999815296825,1.0,18.999999999999972,1.7239128182687434e-10,7.696741500859673e-10,7.6966891606424863e-10,1.6830159431946714e-14,5.2295576409593108e-16,1.3414687251336145e-10,5.0635884143656274e-13,4.8030835034486909e-14,5.673671460645285e-13,1.1507475493880995e-14,3.4451650889321377e-22,1.1343937959170886e-17,1.5460327064307925e-22,2.7067704271612458e-18,2.9183706191566578e-23,2.9183974781493118e-23,2.3862237057527173e-28,2.9967517774558104e-29,8.1625596951353128e-19,8.7058368973848332e-53,8.31173447777662e-53,8.311734484248914e-53,1.2937638812266562e-25,4.3321907361461445e-16,2.9157924279407563e-27,4.124561893457029e-26,3.4008792566832566e-23,3.035186718962044e-23,3.8189644895566824e-35,9.7741708692986015e-29,1.5586704826690555e-45,7.0238320067074801e-36,7.0832629725115109e-36,5.6697401369794191e-38,4.5178041007182496e-44,8.8804116403127131e-50,1.9449580942964216e-51,4.1105657225366403e-43,1.2180215285916785e-57,3.5971998720297534e-61,9.5785003166170409e-59,1.7071521659923009e-56,9.6341929574035109e-53,2.626860122315265e-27,3.9879570562784243e-32,2.1315037170739222e-33,2.3049059297994046e-33,1.8348743288383185e-33,2.689560855487376e-30,6.7284264511621307e-24,1.050520493249368e-28,5.7228325226570724e-29,4.7102091801842491e-34,3.437336012626231e-34,3.1067771622340431e-35,1.1855042367850207e-39,1.9433934045737206e-41,2.3933403392643367e-31,1.3783042828346847e-40,7.7330707580892944e-36,4.9681774799629588e-63,6.7022302322989206e-40,4.4629576422870646e-41
