Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398)
1.2553584793234462e-09,0.46723223086408633,154.0,0.0,0.0,0.0,0.99979248478127802,1.0,18.999969920293751,1.9379416777496187e-05,8.6154539467488397e-05,5.6862324158223402e-05,2.9665995562216929e-05,5.947699023438852e-11,8.2884678536264762e-09,7.0141197344469142e-06,4.7027104494770891e-12,7.8593635822339648e-06,3.9496276308628889e-07,6.1912659020920185e-13,1.4182446132091997e-07,5.339647551045073e-15,9.4153626674205437e-09,1.3834930533816831e-08,1.3847732614502763e-08,7.6510532190218482e-12,5.1337309201373569e-12,1.0542856946524987e-08,2.1974382942401748e-18,2.1058768629945466e-18,2.10603196968901e-18,3.8899214991641586e-10,1.8285841977522709e-08,1.8079468550897135e-13,8.4343552893382618e-18,6.5562724470295424e-11,5.8283739754923657e-11,1.7283669690744357e-14,6.6382698231888109e-14,5.8363822885058027e-20,2.2641559524833345e-18,2.13761270177118e-15,1.9789870187748915e-15,1.4723553868731284e-16,2.0191514648851858e-17,5.6293638424073914e-19,1.1702354742889595e-17,3.0721538617296841e-20,1.0529079263728534e-22,1.7748896278818624e-25,7.9651170890077595e-22,3.101022516743653e-20,2.7351661365774548e-17,1.2518173638420044e-17,3.5137443929993983e-21,1.2836808081005018e-20,6.0477275066357016e-17,6.4374606302221623e-19,3.974593155438234e-14,1.6806354773486056e-15,4.2879363187926778e-14,4.9088420420532413e-17,3.6834281813686499e-17,1.1656121228462006e-16,3.8012535281259822e-25,7.4923817560932013e-23,1.2005247081195651e-16,6.9137910261447529e-26,2.3128282061931737e-20,1.1067410608241498e-23,2.1524462501515045e-25,1.9290268378340695e-19
1.270234284265287e-09,0.46723222983799734,154.0,0.0,0.0,0.0,0.99979002475080725,1.0,18.999969535152555,1.9608915925436142e-05,8.7175105671748483e-05,5.7507081861801399e-05,3.0046005518059418e-05,6.0181539543803691e-11,8.2884492116813259e-09,7.0972710916370866e-06,4.7026988782527475e-12,7.9525370085623241e-06,3.9964777594198167e-07,6.2705736367203309e-13,1.4520491607512197e-07,5.4029859731919779e-15,9.5576357935415409e-09,1.4227114392266024e-08,1.4240279966121636e-08,7.8679797718503245e-12,5.2794018065175198e-12,1.0797748093040823e-08,2.3534197770093202e-18,2.2554661735216227e-18,2.2556344074508978e-18,4.0305549152190218e-10,1.8716919323811761e-08,1.892954062019214e-13,8.5967259721909732e-18,6.7012042035853044e-11,5.9569601082990556e-11,1.8178486111379343e-14,6.8344118242286806e-14,6.2068116167207536e-20,2.3460976772526391e-18,2.2413881366313918e-15,2.0732450756601464e-15,1.5596057540070904e-16,2.1572388204439279e-17,6.0293473661029665e-19,1.2418390675729043e-17,3.32985433833014e-20,1.1512463573637115e-22,1.9010021679385962e-25,8.6382471333794529e-22,3.3253436916435382e-20,2.8068831148523238e-17,1.2877337172503097e-17,3.6059131507103178e-21,1.3225602990687609e-20,6.2312440277115792e-17,6.546687058567e-19,4.042020429224044e-14,1.7094461490593432e-15,4.4183808696725463e-14,5.058232382985554e-17,3.7955268331874489e-17,1.2014269373531215e-16,3.9103167008968201e-25,7.7225940522932055e-23,1.232525913953939e-16,7.0980851503964651e-26,2.3744799230409172e-20,1.1993424781899113e-23,2.2142028829581308e-25,2.0128284079860884e-19
1.2851100892071278e-09,0.46723222881193655,154.0,0.0,0.0,0.0,0.99978756469678454,1.0,18.999969150011061,1.9838411702534425e-05,8.8195663672748843e-05,5.8151830882727664e-05,3.0426010466922112e-05,6.088608315690894e-11,8.2884305834010687e-09,7.1804222119045847e-06,4.70268730695785e-12,8.0457102122279646e-06,4.0433275097240567e-07,6.3498803262170929e-13,1.4862517043736615e-07,5.4663238834180508e-15,9.700045088562799e-09,1.4625182818680341e-08,1.463871736411451e-08,8.0881618516870009e-12,5.4272607261512113e-12,1.1055767531190923e-08,2.5183005409681253e-18,2.4135990733621441e-18,2.4137813618025961e-18,4.1745239134810183e-10,1.9153007915083252e-08,1.9809212627318859e-13,8.7605968472207886e-18,6.8474700437418532e-11,6.0867216098722107e-11,1.9108098985935145e-14,7.0337037866588434e-14,6.5958708134006277e-20,2.4299863141794051e-18,2.3488838352293121e-15,2.1707755193978212e-15,1.6508806207141465e-16,2.3028647600677114e-17,6.4523576063359166e-19,1.3168985139279512e-17,3.6056449462542239e-20,1.2574054841908474e-22,2.0343749703711571e-25,9.3592183460604766e-22,3.5629076095709805e-20,2.879765646443697e-17,1.3242805497926346e-17,3.699580306498962e-21,1.3620929197289258e-20,6.4178445671098749e-17,6.6561644609949013e-19,4.1096025559406492e-14,1.7383246272190249e-15,4.5510236265497898e-14,5.2101412435451644e-17,3.9095153394647492e-17,1.2378496359032418e-16,4.0212943792338424e-25,7.956713736557683e-23,1.2649163850509782e-16,7.2846210433313786e-26,2.4368815898172543e-20,1.2983831778258467e-23,2.2770435977167939e-25,2.0991558947597249e-19
1.2999858941489687e-09,0.46723222778590423,154.0,0.0,0.0,0.0,0.99978510461921355,1.0,18.999968764869269,2.0067904108826829e-05,8.9216213466622845e-05,5.8796571230400002e-05,3.0806010393752837e-05,6.1590621087582368e-11,8.2884119421715785e-09,7.2635730953265631e-06,4.702675735519931e-12,8.1388831933165722e-06,4.0901768815981132e-07,6.4291859678266864e-13,1.5208522389460654e-07,5.5296612826595228e-15,9.8425849388204126e-09,1.5029141324713194e-08,1.5043050326152753e-08,8.3116025094033513e-12,5.5773097349330502e-12,1.1316918186337625e-08,2.6924651911646834e-18,2.580645430131706e-18,2.5808427530464395e-18,4.3218673065872781e-10,1.9594107690960107e-08,2.0719163082241778e-13,8.9259715754709339e-18,6.9950625894341287e-11,6.2176518030013698e-11,2.0073417248094663e-14,7.2361518251527036e-14,7.0042534376931517e-20,2.5158446175076654e-18,2.4601870941212941e-15,2.2716502784882113e-15,1.7463137423130338e-16,2.456337488539701e-17,6.8994142297638104e-19,1.39553701397154e-17,3.9005520199910713e-20,1.3719004927428873e-22,2.1753295364296264e-25,1.0130801777210083e-21,3.8143234355833484e-20,2.9538239158340497e-17,1.3614634594501217e-17,3.7947589544904239e-21,1.4022802791743813e-20,6.6075364922314028e-17,6.7658850459834943e-19,4.1773347272560914e-14,1.7672688065137541e-15,4.6858695776126415e-14,5.3645743442000805e-17,4.0253979928612401e-17,1.2748815512611309e-16,4.1342035618718149e-25,8.1947493756964406e-23,1.2976942672423307e-16,7.4733880268163294e-26,2.500029634310753e-20,1.4042207163438217e-23,2.3409780199093001e-25,2.1880514365449056e-19
1.32973750403265e-09,0.46723222573392464,154.0,0.0,0.0,0.0,0.99978018439343974,1.0,18.999967994584836,2.0526878809137186e-05,9.1257288417525564e-05,6.0086025935007695e-05,3.1565995129673631e-05,6.2999679852402e-11,8.2883746766187803e-09,7.4298741518658343e-06,4.7026525923582497e-12,8.3252284880195397e-06,4.1838744893457347e-07,6.5877940957073081e-13,1.5912472604113565e-07,5.6563345444882558e-15,1.0128034961582832e-08,1.5854749515267382e-08,1.5869423905105159e-08,8.7682711491742407e-12,5.8839858306005179e-12,1.1848624848825292e-08,3.0702415410687869e-18,2.9430129612017875e-18,2.9432435152738033e-18,4.6268325210975988e-10,2.0491340554559548e-08,2.2632651746943287e-13,9.2612329367398825e-18,7.2941984883199872e-11,6.4829917439043463e-11,2.211486615369012e-14,7.6505399579160884e-14,7.8818473642302245e-20,2.6935612452409756e-18,2.6945704547497045e-15,2.4837237562503798e-15,1.9502035770757731e-16,2.7880982307308082e-17,7.8699057407598828e-19,1.5640584667155234e-17,4.5520481844717478e-20,1.6280972376534939e-22,2.4813205542092088e-25,1.1837526599234577e-21,4.361249976183684e-20,3.1055087266511602e-17,1.437760100664632e-17,3.9897035160930269e-21,1.4846254643868974e-20,6.9962230685673572e-17,6.9860257795322015e-19,4.3132306997842525e-14,1.825346166631337e-15,4.9621902575386605e-14,5.6810352789344224e-17,4.2628622597537736e-17,1.350778153474999e-16,4.3658850383314937e-25,8.682601436149035e-23,1.3644049236958393e-16,7.8575729876423693e-26,2.6285507129805833e-20,1.6377920919796748e-23,2.4721668301075292e-25,2.3737157260226436e-19
1.3594891139163315e-09,0.4672322236820585,154.0,0.0,0.0,0.0,0.99977526407351214,1.0,18.999967224299315,2.098584002665358e-05,9.3298330493524881e-05,6.1375446017548498e-05,3.2325959638653433e-05,6.4408715822593975e-11,8.2883374024447765e-09,7.5961742617721424e-06,4.7026294487244445e-12,8.5115728932449405e-06,4.2775705812428153e-07,6.7463980023027259e-13,1.6632341840731512e-07,5.7830057571626038e-15,1.0413945352327669e-08,1.6703978673978744e-08,1.6719440457354573e-08,9.2380076717779082e-12,6.1994449056913044e-12,1.2392891482423971e-08,3.4900544543430876e-18,3.3457484950062124e-18,3.3460168905575945e-18,4.9457610327310349e-10,2.1408617429733792e-08,2.4675588178886136e-13,9.6025220440947465e-18,7.5985536871559482e-11,6.7529272674684094e-11,2.4310346223235687e-14,8.0776226421872937e-14,8.8454794204016454e-20,2.879429614914204e-18,2.9452564919891521e-15,2.7100541174533645e-15,2.1724006369505026e-16,3.1551556461342695e-17,8.9496240608542501e-19,1.7484471610216327e-17,5.2934700536542583e-20,1.9245174322523375e-22,2.8217505479405167e-25,1.378316116399523e-21,4.9714089070053267e-20,3.26202030468299e-17,1.5166692182897483e-17,4.1908532368622817e-21,1.5696079891864918e-20,7.3973591283635874e-17,7.207051617966503e-19,4.4496727750340672e-14,1.8836626544177175e-15,5.2473798085640122e-14,6.0076575031156217e-17,4.5079513878959664e-17,1.4291265729661988e-16,4.6054995300537395e-25,9.1862134128635615e-23,1.4326433558016062e-16,8.2505563692917212e-26,2.760015170539157e-20,1.9032214929310363e-23,2.6078476819370581e-25,2.5701603207548707e-19
1.3892407238000129e-09,0.4672322216303066,154.0,0.0,0.0,0.0,0.99977034365945716,1.0,18.999966454012757,2.1444787761662407e-05,9.5339339663690434e-05,6.2664831500549263e-05,3.308590385291495e-05,6.5817728974273144e-11,8.2883001299232661e-09,7.7624734255462256e-06,4.7026063046583066e-12,8.6979164095481488e-06,4.3712651558695461e-07,6.9049976734088087e-13,1.7368129688332939e-07,5.909674918583035e-15,1.070027884209307e-08,1.7576865282248116e-08,1.7593136505830432e-08,9.7208322705802831e-12,6.5237005680464783e-12,1.2949741488276803e-08,3.9553980094329106e-18,3.7922136738664774e-18,3.7925250288603504e-18,5.2789632938868292e-10,2.2345937830035607e-08,2.6853676721260081e-13,9.9498497576458641e-18,7.9080706148896356e-11,7.0274063066805956e-11,2.6667564361787866e-14,8.517444465733453e-14,9.9013111831511659e-20,3.0736317974708581e-18,3.212979388606983e-15,2.9512404093982436e-15,2.4140752525932305e-16,3.5602828788847613e-17,1.0147905319708481e-18,1.9497943759721786e-17,6.1347218702295197e-20,2.2663241179063698e-22,3.1995632062757339e-25,1.5994634391686778e-21,5.6504290472643178e-20,3.4234424244996329e-17,1.5982370186501461e-17,4.3983158264879383e-21,1.6572394426189419e-20,7.810997405302379e-17,7.4289084452385849e-19,4.5866275567082544e-14,1.9422036474059875e-15,5.5414728700970833e-14,6.3444807411761839e-17,4.7606951866516841e-17,1.5099360139862557e-16,4.8531873466288875e-25,9.7056444694493428e-23,1.5023953065212571e-16,8.6522560658496095e-26,2.8943955395389973e-20,2.2039304588008186e-23,2.7481000252022617e-25,2.7777257402851596e-19
1.4189923336836943e-09,0.46723221957866873,154.0,0.0,0.0,0.0,0.99976542315130124,1.0,18.999965683725161,2.1903722014450052e-05,9.7380315897093131e-05,6.3954182392918969e-05,3.3845827718293563e-05,6.7226719286089148e-11,8.2882628569887528e-09,7.928771643688631e-06,4.7025831601524777e-12,8.8842590374844708e-06,4.4649582118061746e-07,7.0635930977214478e-13,1.811983573569417e-07,6.0363420268301402e-15,1.09870011287194e-08,1.8473442865252379e-08,1.8490545614693703e-08,1.0216763502502991e-11,6.8567653227955667e-12,1.35191982667538e-08,4.4699604463573962e-18,4.2859576236850554e-18,4.2863176055583043e-18,5.6267497354644185e-10,2.3303301267381958e-08,2.9172744486070232e-13,1.0303227288896564e-17,8.2226923350804064e-11,7.3063773839713011e-11,2.9194420948576283e-14,8.9700483468205892e-14,1.1055785527925469e-19,3.2763498801301402e-18,3.4984892245330885e-15,3.2078920078618558e-15,2.6764434191929765e-16,4.0063951499519516e-17,1.1474638814539721e-18,2.1692400295241653e-17,7.0865323526221732e-20,2.6592007009018376e-22,3.6178766336381503e-25,1.8501208797529296e-21,6.4042967645255634e-20,3.589859869676151e-17,1.682510330982233e-17,4.6122002924699986e-21,1.7475309134214674e-20,8.2371882109621287e-17,7.6515454434763526e-19,4.7240636838849766e-14,2.0009554143134884e-15,5.8445019669366426e-14,6.6915422924536857e-17,5.0211216455846175e-17,1.5932150976863461e-16,5.1090906891693864e-25,1.0240950021431206e-22,1.5736468127036129e-16,9.0625916638862424e-26,3.0316649187063079e-20,2.5436112758008252e-23,2.8930043807765254e-25,2.9967539060572754e-19
1.4487439435673757e-09,0.46723221752714506,154.0,0.0,0.0,0.0,0.99976050254907112,1.0,18.99996491343656,2.236264278530289e-05,9.9421259162805212e-05,6.5243498693788371e-05,3.4605731190398876e-05,6.8635686736692274e-11,8.2882255828719882e-09,8.0950689166934778e-06,4.7025600152020409e-12,9.0706007776021826e-06,4.5586497476330088e-07,7.222184265976397e-13,1.8887459571349427e-07,6.1630070799845838e-15,1.1274080633456086e-08,1.9393742234248545e-08,1.9411698631865421e-08,1.0725818422152799e-11,7.1986506627395708e-12,1.4101285217453764e-08,5.0376297438553819e-18,4.8307223969480953e-18,4.8311372668081842e-18,5.9894307669131061e-10,2.4280707252012902e-08,3.1638741344565313e-13,1.0662665847220714e-17,8.5423625387324329e-11,7.5897896043775243e-11,3.1899009795640095e-14,9.4354756779401137e-14,1.2315632166968567e-19,3.4877659661004102e-18,3.8025519650112924e-15,3.4806285104592324e-15,2.9607674839623953e-16,4.4965531766909389e-17,1.2940285924436915e-18,2.4079737482331071e-17,8.1605027333541099e-20,3.1093902334602615e-22,4.0799893140352637e-25,2.1334627352982016e-21,7.2393702167488564e-20,3.7613584251146013e-17,1.7695366018050404e-17,4.83261693023734e-21,1.8404930311750687e-20,8.675979631677968e-17,7.8749148862976351e-19,4.8619517034673167e-14,2.059905059194127e-15,6.1564976413976626e-14,7.0488771827165656e-17,5.2892570481637991e-17,1.6789718999127637e-16,5.3733536332210041e-25,1.0792181979194379e-22,1.6463842235919837e-16,9.4814845490436902e-26,3.1717970086003377e-20,2.9262411093954995e-23,3.0426423309244297e-25,3.2275880760482453e-19
1.4784955534510571e-09,0.46723221547573573,154.0,0.0,0.0,0.0,0.9997555818527929,1.0,18.999964143146958,2.2821550074507334e-05,0.00010146216942990019,6.6532780394980279e-05,3.5365614232144881e-05,7.0044631304733469e-11,8.2881883080112095e-09,8.261365245048564e-06,4.702536869809363e-12,9.2569416304426534e-06,4.6523397619304131e-07,7.380771170433841e-13,1.9671000783590851e-07,6.2896700761271082e-15,1.1561488286934499e-08,2.0337791699696969e-08,2.0356623902347402e-08,1.1248012699797996e-11,7.5493671478489965e-12,1.4696025739204731e-08,5.6624990213696305e-18,5.4304482485175708e-18,5.43092490770557e-18,6.3673167762575142e-10,2.5278155292467281e-08,3.425773991795007e-13,1.1028176641398618e-17,8.8670255374341376e-11,7.877592649000609e-11,3.4789618102832129e-14,9.9137664515711807e-14,1.3687872941494452e-19,3.7080621743107535e-18,4.1259494491218535e-15,3.7700796344425538e-15,3.2683568038309456e-16,5.0339664549084876e-17,1.455589858508861e-18,2.6672359036379599e-17,9.3691549751019247e-20,3.6237355302535175e-22,4.5893859362675415e-25,2.4529261857722838e-21,8.1623933963676905e-20,3.9380248699002709e-17,1.8593638897010829e-17,5.0596773139541031e-21,1.936136003453259e-20,9.1274177062564107e-17,8.0989719525797337e-19,5.0002639552560688e-14,2.1190404711177707e-15,6.4774885723879525e-14,7.4165183007246792e-17,5.5651260742391362e-17,1.7672139851730069e-16,5.6461221129144532e-25,1.1359388966313383e-22,1.7205942148888104e-16,9.9088579870337868e-26,3.3147661387129989e-20,3.3560960526756102e-23,3.1970965103276628e-25,3.4705727872494105e-19
1.53799877321842e-09,0.46723221137326004,154.0,0.0,0.0,0.0,0.99974574017819895,1.0,18.999962602564736,2.3739324209116623e-05,0.00010554389084453935,6.9111239938204474e-05,3.6885318903620115e-05,7.2862451707738854e-11,8.2881137559196322e-09,8.5939550697331796e-06,4.7024905776973395e-12,9.6296206764272859e-06,4.8397152202586974e-07,7.6979321627163636e-13,2.1285833689790407e-07,6.5429898896997858e-15,1.2137183219803894e-08,2.2297242743160005e-08,2.2317893155010058e-08,1.2331875689262016e-11,8.2773315341451549e-12,1.5923561087315389e-08,7.1012669419201036e-18,6.8115657622932064e-18,6.8121895122118044e-18,7.1699451736642753e-10,2.7333175566415849e-08,3.9979646390025476e-13,1.1777459771168888e-17,9.5311102302026565e-11,8.4661727783955246e-11,4.116300852901372e-14,1.0909091932453875e-13,1.6799114959474019e-19,4.1760235101868914e-18,4.8339553073127274e-15,4.4016946309454765e-15,3.9588074270615095e-16,6.2641593868136964e-17,1.8284289120077848e-18,3.2525667341608926e-17,1.2245489054720889e-19,4.8755132185598471e-22,5.7649348498008253e-25,3.2153720281927022e-21,1.0301277295351513e-19,4.3072134755246931e-17,2.0476167828563764e-17,5.5341819590626721e-21,2.1355034274780337e-20,1.0068408670541897e-16,8.5489832191920984e-19,5.2780588755107527e-14,2.2378238131537277e-15,7.1465622281629228e-14,8.182840807442373e-17,6.140156236573946e-17,1.951181883927621e-16,6.2177686221195256e-25,1.2541907231713502e-22,1.8733803299425093e-16,1.0788749307955064e-25,3.609116090377357e-20,4.3761643690846828e-23,3.5207893087010229e-25,3.994378084903868e-19
1.5975019929857828e-09,0.46723220727124243,154.0,0.0,0.0,0.0,0.999735898127731,1.0,18.999961061978471,2.4657044420569204e-05,0.00010962547989362479,7.1689560871565809e-05,3.8404941521594264e-05,7.5680180324331435e-11,8.2880392006928734e-09,8.9265411215338717e-06,4.7024442838185753e-12,1.0002296179648166e-05,5.0270845754351261e-07,8.0150760305073935e-13,2.296433115578882e-07,6.7963014521957077e-15,1.2713896451030483e-08,2.4351979543634439e-08,2.4374537161114391e-08,1.3468454065607731e-11,9.0407269458696269e-12,1.7201991486276829e-08,8.8233166440225546e-18,8.4649963446250503e-18,8.4658037457282452e-18,8.0371176037448451e-10,2.9468358122980606e-08,4.63894995175294e-13,1.2551166342104815e-17,1.0214513062131381e-10,9.071726498589254e-11,4.8384755607178098e-14,1.1956320879219048e-13,2.0451725564496526e-19,4.6816911432123934e-18,5.629078553295568e-15,5.1079733131777655e-15,4.7592348298449748e-16,7.725748186159445e-17,2.2760745056807876e-18,3.936209688286056e-17,1.5836045986765949e-19,6.4829135996527138e-22,7.1763482240594177e-25,4.1708114687778073e-21,1.2883162872694143e-19,4.6981395463103207e-17,2.2476655340847346e-17,6.0366320656104874e-21,2.3457076829110925e-20,1.1060494572936334e-16,9.0012723956011686e-19,5.5572590813419948e-14,2.3572225283254459e-15,7.8519191805100967e-14,8.9907348651660772e-17,6.7463810128854717e-17,2.1451702435573713e-16,6.8252342958333265e-25,1.3788835528396195e-22,2.0319054565965358e-16,1.1701691449601816e-25,3.9145226895231241e-20,5.6445553103125218e-23,3.8647645813690283e-25,4.5709497762437594e-19
1.6570052127531456e-09,0.46723220316968284,154.0,0.0,0.0,0.0,0.999726055701601,1.0,18.999959521388085,2.557471071115643e-05,0.00011370693632979145,7.4267743009172755e-05,3.9924481909788312e-05,7.849781698375164e-11,8.2879646421651378e-09,9.2591234041540937e-06,4.7023979881715526e-12,1.0374968144219244e-05,5.2144478161047541e-07,8.3322027370176539e-13,2.470648987920978e-07,7.049604748263706e-15,1.329146742068877e-08,2.650215682549391e-08,2.6526710861878745e-08,1.4657833467978579e-11,9.839611095622402e-12,1.8531504098891627e-08,1.0869329317229815e-17,1.0429936358807273e-17,1.0430971026397931e-17,8.9713163999298752e-10,3.1683698968028418e-08,5.3540298315142602e-13,1.3349386012111377e-17,1.09168101823367e-10,9.6938713442810581e-11,5.652811348835692e-14,1.3055733517402482e-13,2.471292234338988e-19,5.2265225626465526e-18,6.5181441856345596e-15,5.8943075037239802e-15,5.6818717928741522e-16,9.4500937777451229e-17,2.8096855314074834e-18,4.7300203987413877e-17,2.0279405918237815e-19,8.5268044686963171e-22,8.8588102489808006e-25,5.3578484141791083e-21,1.5977373937814046e-19,5.1115324262128077e-17,2.4599161541922999e-17,6.5679653871600648e-21,2.566818569322944e-20,1.2103985950355809e-16,9.4555688643249027e-19,5.8376975678694784e-14,2.4771634941204552e-15,8.5937324205463859e-14,9.8403988568093276e-17,7.3839492704696956e-17,2.3492241926195435e-16,7.4697520217344281e-25,1.5100463936339266e-22,2.1960756029810573e-16,1.2647143115204507e-25,4.230804851463271e-20,7.2077421284669116e-23,4.2297204465882036e-25,5.2030853193941394e-19
1.7165084325205084e-09,0.4672321990685815,154.0,0.0,0.0,0.0,0.999716212900021,1.0,18.9999579807935,2.6492323083169748e-05,0.00011778825990569526,7.6845786145352511e-05,4.1443939911697128e-05,8.1315361515254268e-11,8.2878900804938313e-09,9.5917019212110981e-06,4.7023516907588014e-12,1.074763657416062e-05,5.4018049309135917e-07,8.6493122495846591e-13,2.6512306553805183e-07,7.3028997625539053e-15,1.3869760105082552e-08,2.8747904853245159e-08,2.8774544719102052e-08,1.5900085995544743e-11,1.0674032572158102e-11,1.9912286075519838e-08,1.3283787544150595e-17,1.2749261536424369e-17,1.2750575135948999e-17,9.9750235526167958e-10,3.3979194079498792e-08,6.1487004895311348e-13,1.4172208433097645e-17,1.1637587032764422e-10,1.0332233460849178e-10,6.5669425209882864e-14,1.4207596723610939e-13,2.9655085127990652e-19,5.811975482662935e-18,7.5082300794687662e-15,6.7662414223102058e-15,6.7397641964542745e-16,1.1471244051034981e-16,3.4415474519766026e-18,5.6467661651258905e-17,2.5734021819965356e-19,1.1102172204840554e-21,1.0851057242064968e-24,6.820912876859631e-21,1.9660830039814236e-19,5.5481367508783305e-17,2.6847840036347729e-17,7.1291393453016654e-21,2.7989020452458121e-20,1.3199174507240011e-16,9.911633987147384e-19,6.1192270652691949e-14,2.5975822289732757e-15,9.3721544051331511e-14,1.0732007616020231e-16,8.0529922051670713e-17,2.5633833047467747e-16,8.1525830785396827e-25,1.6477046829272366e-22,2.3658025374709072e-16,1.362459618109501e-25,4.5577925890127635e-20,9.118434497096912e-23,4.6163710989394404e-25,5.8935985268485704e-19
1.7760116522878712e-09,0.4672321949679383,154.0,0.0,0.0,0.0,0.99970636972320259,1.0,18.999956440194609,2.7409881538900672e-05,0.00012186945037401306,7.9423690062875712e-05,4.2963315382375267e-05,8.4132813748108621e-11,8.2878155156369812e-09,9.9242766762381354e-06,4.7023053915811926e-12,1.1120301473400929e-05,5.5891559085086108e-07,8.9664045379584223e-13,2.8381777869455664e-07,7.5561864797177157e-15,1.4448659308798695e-08,3.1089333125869862e-08,3.1118148412927796e-08,1.7195272252539317e-11,1.1544032218425708e-11,2.1344524554015419e-08,1.611514783564781e-17,1.5469696273496057e-17,1.5471349607677207e-17,1.105072070857859e-09,3.635483940742815e-08,7.0286544164924994e-13,1.5019723250944644e-17,1.2376438144988077e-10,1.0986447411013245e-10,7.5888120799938093e-14,1.5412166136295758e-13,3.5355910771319507e-19,6.4395078335130933e-18,8.6066666185770619e-15,7.7294686346041157e-15,7.9467904581660495e-16,1.3826032331918242e-16,4.1851340607405715e-18,6.7001591586068885e-17,3.2380120453252645e-19,1.4319889476477996e-21,1.319557238097306e-24,8.6108751023051147e-21,2.4018545901620239e-19,6.0087122659755174e-17,2.9226936639368079e-17,7.7211307958869553e-21,3.0420209871072412e-20,1.4346336747318302e-16,1.036925735736055e-18,6.4017177259430993e-14,2.7184218795981864e-15,1.0187319456583171e-13,1.1665715179234284e-16,8.7536254065131317e-17,2.7876822710717958e-16,8.8750167455578185e-25,1.7918807196923058e-22,2.5410037450595447e-16,1.4633575445465348e-25,4.8953269284817073e-20,1.1436099295893245e-22,5.0254465882390977e-25,6.64531865097255e-19
1.835514872055234e-09,0.46723219086775325,154.0,0.0,0.0,0.0,0.99969652617135807,1.0,18.999954899591316,2.8327386080640821e-05,0.00012595050748744277,8.2001454538878571e-05,4.4482608182523256e-05,8.6950173511598462e-11,8.2877409475845537e-09,1.0256847672686218e-05,4.702259090639449e-12,1.1492962845779397e-05,5.7765007375377466e-07,9.2834795730672688e-13,3.031490051217116e-07,7.8094648844078727e-15,1.5028067474294354e-08,3.3526533555600482e-08,3.3557614023564408e-08,1.8543443107899418e-11,1.244964431729571e-11,2.282840665966261e-08,1.9416013281636754e-17,1.864198324576809e-17,1.8644047437886967e-17,1.2200889170328699e-09,3.8810630873986122e-08,7.9997803519652582e-13,1.5892020105474793e-17,1.313296694072599e-10,1.1656155985144297e-10,8.7266715372929078e-14,1.6669687958333742e-13,4.1898564578401107e-19,7.1105777528011659e-18,9.8210363267166605e-15,8.7898290507128562e-15,9.317680611262509e-16,1.6554174284095994e-16,5.0551698627746225e-18,7.9048896822649649e-17,4.0421699050151744e-19,1.8308621366798773e-21,1.593878239580802e-24,1.0785698710401261e-20,2.9144143876285329e-19,6.4940336542899533e-17,3.1740788163633204e-17,8.3449358065424837e-21,3.2962358690346152e-20,1.5545737227036273e-16,1.0828253458792017e-18,6.6850550627259369e-14,2.8396323182380337e-15,1.1039345902621633e-13,1.2641657239844251e-16,9.4859506993565971e-17,3.0221514972893708e-16,9.6383699342640948e-25,1.9425940482842354e-22,2.7216023186316006e-16,1.5673638002209096e-25,5.2432597002370669e-20,1.4227499399581738e-22,5.4576926109194719e-25,7.4610896431597533e-19
