Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590)
4.008118766759951e-13,0.7404634204411712,154.0,0.0,0.0,0.0,0.99996998121833813,1.0,18.999999998480579,3.9809427082158423e-07,1.7312043147932157e-06,1.7305348870483108e-06,1.0586075309680099e-09,2.1990592180837994e-13,1.575321705215231e-05,3.248544421395647e-06,1.8546262851722389e-07,6.9700146955799827e-06,4.3867894297617388e-10,7.4641948814241419e-18,1.8159132874680232e-10,2.2644762704966653e-18,2.8395931509352547e-11,8.5047406959908922e-14,8.5055832639301194e-14,6.773716285852339e-18,1.6519270375864112e-18,3.4156793493081599e-13,1.3990857822335522e-32,1.2875462400026835e-32,1.287551357460579e-32,1.8030868230015248e-18,2.1921202760582669e-11,3.3263710575908851e-20,4.4912765799972596e-20,1.0034703825100992e-12,4.6768595201189741e-13,3.6068798070008648e-23,9.0546332798147648e-20,2.8666280749390983e-30,1.4980169560210077e-24,1.4991232922925517e-24
4.2662948285250216e-13,0.7404634204403655,154.0,0.0,0.0,0.0,0.99996805901756702,1.0,18.999999998288697,4.2373638335526956e-07,1.8426908618923854e-06,1.841927232753025e-06,1.1983417036388711e-09,2.3406893283733811e-13,1.6286036851256479e-05,3.6086576029604172e-06,1.9334088275230606e-07,7.742667326068114e-06,4.8935192425434441e-10,8.4494700964387329e-18,2.0296236010235531e-10,2.5260536897629459e-18,3.2164732366917138e-11,1.0254579705162406e-13,1.0255628508567127e-13,8.3970236798122747e-18,2.0909640422223753e-18,3.8698447213146854e-13,2.1651379729432631e-32,1.9925406828991306e-32,1.992549112921852e-32,2.1767468098758451e-18,2.338009916629641e-11,3.7833863407707654e-20,5.0152210469670361e-20,1.1919109683535736e-12,5.5551166753576457e-13,4.6325168193554369e-23,1.0918539200917435e-19,3.9184727103642683e-30,1.9245496188291002e-24,1.9258877444623611e-24
4.498653284113585e-13,0.7404634204396024,154.0,0.0,0.0,0.0,0.99996632983375533,1.0,18.99999999810705,4.4681423887314399e-07,1.9430267247569627e-06,1.9421724810596754e-06,1.3313944565628229e-09,2.4681538491851084e-13,1.6733940697771321e-05,3.942662536503844e-06,2.0011736960733364e-07,8.4593026564041617e-06,5.3661817693632041e-10,9.387634946582779e-18,2.2295181751215423e-10,2.7700454112764354e-18,3.5756601145553728e-11,1.2021157341729786e-13,1.202241959407892e-13,1.0069477527422817e-17,2.5529886628163819e-18,4.3028204946162895e-13,3.1375503645776869e-32,2.8874544572293096e-32,2.8874673394039562e-32,2.5545605903801805e-18,2.4697960357340614e-11,4.2214507456047977e-20,5.5042676180654665e-20,1.3786828537038344e-12,6.4255955137238733e-13,5.7301145455805697e-23,1.2800475657433881e-19,5.1103389373336424e-30,2.3811632021295925e-24,2.3827362479748294e-24
4.731011739702148e-13,0.740463420438804,154.0,0.0,0.0,0.0,0.99996460136247256,1.0,18.999999997917005,4.6989205105469706e-07,2.0433607422641259e-06,2.0424102973332813e-06,1.4713386238628537e-09,2.595616025528051e-13,1.7153818819764467e-05,4.2854409139684341e-06,2.066093795144621e-07,9.1947622444711099e-06,5.853804034922023e-10,1.0374392371176291e-17,2.4362734386736752e-10,3.021759515915936e-18,3.9537776766063735e-11,1.3979586218397942e-13,1.3981090279780004e-13,1.1956221778390982e-17,3.0843219178235547e-18,4.7587477229465451e-13,4.4624616857088283e-32,4.1067829862438072e-32,4.1068022556280289e-32,2.9740141054165677e-18,2.6020420975208316e-11,4.685110464384511e-20,6.0090947162012932e-20,1.5821903792852245e-12,7.3740722355128474e-13,7.0124352804893199e-23,1.4887002546659579e-19,6.5763018138504376e-30,2.9147943585032368e-24,2.9166288005613402e-24
4.963370195290711e-13,0.7404634204379705,154.0,0.0,0.0,0.0,0.99996287356518643,1.0,18.999999997718664,4.9296981991593069e-07,2.1436929853735692e-06,2.1426406978824285e-06,1.6181580504511395e-09,2.7230759475554658e-13,1.7547424689474122e-05,4.6364437556204887e-06,2.1282885380348574e-07,9.9478682150978735e-06,6.3556778351314147e-10,1.1409628457854697e-17,2.6496153912436301e-10,3.2808304208732526e-18,4.3508145967914449e-11,1.6139714651992125e-13,1.6141490814237358e-13,1.4070711849061281e-17,3.6908256110425273e-18,5.2376260550239874e-13,6.2404326012911622e-32,5.7430786951677187e-32,5.7431069667395786e-32,3.4373381213191414e-18,2.7347481499552516e-11,5.1746099273124425e-20,6.528972873054938e-20,1.8028522644099984e-12,8.4024981493954159e-13,8.499216066269333e-23,1.7188654673814433e-19,8.3612150282950898e-30,3.5337072672671262e-24,3.5358310918150682e-24
5.195728650879275e-13,0.7404634204371023,154.0,0.0,0.0,0.0,0.99996114640553113,1.0,18.999999997512088,5.1604754547198286e-07,2.2440235216851075e-06,2.2428636989703664e-06,1.7718366190309705e-09,2.850533701151928e-13,1.7916402050937372e-05,4.995156435599954e-06,2.1878723251307949e-07,1.0717516401799312e-05,6.8711284898402523e-10,1.2493229560725225e-17,2.8692815347249066e-10,3.5469098487686234e-18,4.7667595610639375e-11,1.8511385054610494e-13,1.8513465554069285e-13,1.6426408543681068e-17,4.3784839320535509e-18,5.7394551548847363e-13,8.5937720331469941e-32,7.9089114919849487e-32,7.908952249239597e-32,3.9467710616774458e-18,2.8679142410323299e-11,5.6901944000081323e-20,7.0632071514186722e-20,2.0410608513436175e-12,9.5127016216155887e-13,1.0211213452022852e-22,1.9715963729316903e-19,1.0514599222906347e-29,4.246598041536744e-24,4.2490407595064519e-24
5.428087106467838e-13,0.7404634204361995,154.0,0.0,0.0,0.0,0.99995941984918035,1.0,18.999999997297383,5.3912522773717572e-07,2.3443524155979471e-06,2.343079316815514e-06,1.9323582500078355e-09,2.9779893681356893e-13,1.8262291796433328e-05,5.3610965290329426e-06,2.2449547545429522e-07,1.1502671727602604e-05,7.3995132542479811e-10,1.3625082299739939e-17,3.0950203900292203e-10,3.81966600760458e-18,5.2016012671829034e-11,2.1104433941064881e-13,2.1106852970145361e-13,1.9036774717862882e-17,5.1533943848491812e-18,6.2642347011591809e-13,1.1669876359185692e-31,1.0739942524489219e-31,1.0740000347617058e-31,4.5045589785821898e-18,3.0015404187698118e-11,6.2321099836596646e-20,7.6111355094818879e-20,2.2971837583213577e-12,1.0706395780643747e-12,1.2170205952141279e-22,2.2479458296568097e-19,1.3090876975971522e-29,5.0625962056627155e-24,5.0653888670689963e-24
5.660445562056401e-13,0.7404634204352626,154.0,0.0,0.0,0.0,0.9999576938637309,1.0,18.99999999707461,5.622028667250618e-07,2.4446797284623311e-06,2.4432875675919531e-06,2.0997069014007545e-09,3.1054430264513171e-13,1.8586538407229564e-05,5.7338117955528429e-06,2.2996408237783065e-07,1.2302363878547982e-05,7.940219806517372e-10,1.4805073560070499e-17,3.3265910343392734e-10,4.0987828100548595e-18,5.6553284245240456e-11,2.3928691936072154e-13,2.393148565368329e-13,2.1915272749471414e-17,6.021759371860457e-18,6.8119643863833949e-13,1.5644897904216929e-31,1.439830111243121e-31,1.4398381952108489e-31,5.1129555239746522e-18,3.1356267312015408e-11,6.8006036151699636e-20,8.172127242874493e-20,2.5715654278285141e-12,1.1985185733657125e-12,1.4398996502803025e-22,2.5489663859403062e-19,1.6149608330720947e-29,5.9912661670362909e-24,5.9944413754538418e-24
5.892804017644964e-13,0.7404634204342921,154.0,0.0,0.0,0.0,0.99995596841859102,1.0,18.999999996843847,5.8528046244846656e-07,2.5450055187240341e-06,2.5434884674298858e-06,2.2738665687538453e-09,3.2328947503532969e-13,1.8890495993779624e-05,6.1128782882259117e-06,2.3520311230048788e-07,1.3115683246253712e-05,8.4926648064979963e-10,1.6033090491484657e-17,3.5637626576543869e-10,4.3839591294615084e-18,6.127929753901584e-11,2.6993983781225767e-13,2.6997190322250139e-13,2.5075362654171005e-17,6.9898783753526374e-18,7.3826439163429084e-13,2.0727751837541407e-31,1.9076273254469791e-31,1.9076384757725052e-31,5.77422192109627e-18,3.2701732263711557e-11,7.3959230672982353e-20,8.745581499462567e-20,2.8645285785933179e-12,1.3350575334228526e-12,1.6921414916620512e-22,2.875710280923107e-19,1.975572685840536e-29,7.0426086824059134e-24,7.0462006094954075e-24
6.125162473233527e-13,0.740463420433288,154.0,0.0,0.0,0.0,0.99995424348487583,1.0,18.999999996605165,6.0835801491952957e-07,2.6453298420618609e-06,2.6436820324160815e-06,2.4548212850481186e-09,3.3603446105807282e-13,1.9175433948057526e-05,6.4978985839096487e-06,2.4022220200248981e-07,1.3941777131023798e-05,9.0562925242427858e-10,1.7309020507724285e-17,3.806314138361178e-10,4.6749080918598784e-18,6.6193939874007099e-11,3.0310128341764929e-13,3.0313787825671195e-13,2.8530500726488651e-17,8.0641407127787397e-18,7.9762730094482803e-13,2.7164481463037223e-31,2.5000320119275495e-31,2.5000472014571732e-31,6.4906269360402739e-18,3.4051799523260962e-11,8.0183169487966842e-20,9.3309258670157685e-20,3.1763755643420897e-12,1.480397351543709e-12,1.976232033538391e-22,3.2292294451871383e-19,2.3979776267446318e-29,8.2270623185966133e-24,8.2311067186798749e-24
6.357520928822091e-13,0.7404634204322508,154.0,0.0,0.0,0.0,0.99995251903531068,1.0,18.999999996358632,6.3143552414974284e-07,2.7456527515186332e-06,2.7438682785942923e-06,2.6425551206135217e-09,3.4877926745237075e-13,1.9442542241502368e-05,6.8885001245640708e-06,2.4503058374735211e-07,1.4779846183013011e-05,9.6305735335357049e-10,1.8632751285885117e-17,4.0540336366431426e-10,4.9713564015631098e-18,7.1297098682197093e-11,3.3886938613173633e-13,3.3891093151854143e-13,3.2294138518330112e-17,9.251018810569587e-18,8.5928513961402534e-13,3.5242993196858055e-31,3.2435436930134716e-31,3.2435641479371916e-31,7.2644468494028893e-18,3.5406469571119029e-11,8.6680347045428338e-20,9.9276150277126583e-20,3.5073896473632106e-12,1.6346700225905904e-12,2.2947603680916525e-22,3.6105755014105502e-19,2.8898147549792238e-29,9.5555049077398445e-24,9.5600391324241329e-24
6.589879384410654e-13,0.7404634204311807,154.0,0.0,0.0,0.0,0.99995079504413664,1.0,18.999999996104322,6.5451299014998587e-07,2.8459742976259715e-06,2.8440472219656577e-06,2.8370521830411879e-09,3.6152390063818922e-13,1.9692936392665752e-05,7.2843336619729951e-06,2.4963710225961547e-07,1.5629141065265482e-05,1.0215003467099745e-09,2.0004170765798146e-17,4.3067182049189615e-10,5.273043698586741e-18,7.658866150521117e-11,3.7734221727629646e-13,3.7738915432533993e-13,3.6379722045270899e-17,1.0557061956031929e-17,9.2323788183230042e-13,4.5298176032296471e-31,4.1689865879598303e-31,4.1690138405395191e-31,8.0979654280332614e-18,3.6765742887668043e-11,9.3453266156677135e-20,1.0535129475362756e-19,3.8578361926714818e-12,1.7979991995760766e-12,2.6504190104031318e-22,4.0207997649960551e-19,3.459331666354173e-29,1.1039254997038192e-23,1.1044318009889579e-23
6.822237839999217e-13,0.7404634204300778,154.0,0.0,0.0,0.0,0.99994907148702594,1.0,18.999999995842295,6.7759041293056123e-07,2.94629452852322e-06,2.9442188784890893e-06,3.038296617095931e-09,3.7426836673155945e-13,1.9927662126521255e-05,7.6850717990001984e-06,2.5405023099420563e-07,1.6488959323875779e-05,1.0809101830342171e-09,2.1423167149412466e-17,4.564173414534799e-10,5.5797219462907894e-18,8.2068515992913069e-11,4.1861778960317226e-13,4.1867057948943351e-13,4.0800691169407163e-17,1.1988890491293325e-17,9.8948550288240383e-13,5.7717419651301978e-31,5.3120176121722307e-31,5.3120535618989134e-31,8.9934738968809648e-18,3.8129619953165624e-11,1.0050443799680117e-19,1.1152974293543615e-19,4.2279637880516526e-12,1.9705007157114291e-12,3.046004143158392e-22,4.4609532446737291e-19,4.1154082749858068e-29,1.269007329309873e-23,1.2695705684364593e-23
7.05459629558778e-13,0.7404634204289429,154.0,0.0,0.0,0.0,0.99994734834099719,1.0,18.999999995572605,7.0066779250122494e-07,3.0466134900707376e-06,3.0443832640816318e-06,3.2462726046289554e-09,3.8701267155896845e-13,2.0147699742326242e-05,8.0904076220924998e-06,2.5827808772296766e-07,1.735864245392673e-05,1.1412410871237782e-09,2.2889628900179817e-17,4.8262129981243528e-10,5.8911548480009391e-18,8.7736549902080567e-11,4.6279405735611457e-13,4.6285318137411578e-13,4.5570479137807775e-17,1.35531904216376e-17,1.0580279790879663e-12,7.294654663167103e-31,6.713672507729348e-31,6.7137194918805461e-31,9.9532709109407665e-18,3.9498101247695824e-11,1.078363821058714e-19,1.1780677991953167e-19,4.6180052940413291e-12,2.1522830737999903e-12,3.4844158611608414e-22,4.9320866430793052e-19,4.8675806885542091e-29,1.4520164100833898e-23,1.4526408102214539e-23
7.286954751176344e-13,0.7404634204277756,154.0,0.0,0.0,0.0,0.99994562558434164,1.0,18.999999995295322,7.2374512887121792e-07,3.1469312259578049e-06,3.1445403946188197e-06,3.4609643644907904e-09,3.9975682067107147e-13,2.0353968207281096e-05,8.5000534196306032e-06,2.6232844946542923e-07,1.8237573149619709e-05,1.2024494503838757e-09,2.4403444742440747e-17,5.0926585070159119e-10,6.2071172913124587e-18,9.3592651095156436e-11,5.0996891633144413e-13,5.1003487594896699e-13,5.0702512246562842e-17,1.5256708410301097e-17,1.1288652877644855e-12,9.1496173590977979e-31,8.4209514728466547e-31,8.421012347486163e-31,1.0979662527294101e-17,4.0871187251122473e-11,1.1545162639011152e-19,1.2417791397205305e-19,5.0281788279987565e-12,2.3434479049077782e-12,3.9686584156527513e-22,5.4352503573090539e-19,5.7260651371321472e-29,1.6542176756942589e-23,1.6549076256411965e-23
7.519313206764907e-13,0.7404634204265764,154.0,0.0,0.0,0.0,0.99994390319654824,1.0,18.999999995010494,7.4682242204929352e-07,3.2472477778054136e-06,3.2446902859350073e-06,3.6823561524444541e-09,4.125008193557518e-13,2.0547328993290701e-05,8.9137394807098737e-06,2.6620876679148301e-07,1.9125172726973242e-05,1.2644937282856112e-09,2.5964503660812209e-17,5.3633389830510356e-10,6.5273948187577069e-18,9.9636707539069673e-11,5.6024020393763221e-13,5.6031352084454144e-13,5.6210209593323472e-17,1.710624713187673e-17,1.2019974071726376e-12,1.1394851589708296e-30,1.0487445638563283e-30,1.0487523871099822e-30,1.2074962177246557e-17,4.2248878443045117e-11,1.2335270712303381e-19,1.306388659635833e-19,5.4586886864154039e-12,2.5440903982501828e-12,4.5018404584430907e-22,5.9714944794523813e-19,6.7017819555347502e-29,1.8769207057990299e-23,1.8776807614665917e-23
7.75167166235347e-13,0.7404634204253456,154.0,0.0,0.0,0.0,0.99994218115823585,1.0,18.999999994718181,7.6989967204374598e-07,3.347563185264191e-06,3.3448329538236876e-06,3.9104322610788258e-09,4.2524467265055825e-13,2.0728589673757518e-05,9.331212969050836e-06,2.6992617752380648e-07,2.002089870771753e-05,1.3273343426765676e-09,2.7572694899576776e-17,5.6380906441765607e-10,6.8517831235225698e-18,1.0586860730412281e-10,6.1370569925389274e-13,6.1378691540645629e-13,6.2106982888373777e-17,1.9108660957340445e-17,1.277424316473802e-12,1.4096465032314103e-30,1.2974005717814759e-30,1.2974105492312307e-30,1.3241490638560739e-17,4.3631175302756947e-11,1.3154216894654357e-19,1.3718555931088879e-19,5.9097262095429379e-12,2.7542997041916092e-12,5.087175285841802e-22,6.5418687971032545e-19,7.8063796190783779e-29,2.1214798683113344e-23,2.122314754217528e-23
7.984030117942033e-13,0.7404634204240833,154.0,0.0,0.0,0.0,0.99994045945109011,1.0,18.999999994418442,7.9297687886243323e-07,3.4478774861076896e-06,3.4449684140378057e-06,4.1451770197222451e-09,4.3798838535456073e-13,2.089850729574965e-05,9.7522368672355671e-06,2.7348751986577604e-07,2.0924242554078414e-05,1.3909335887091501e-09,2.9227907962073448e-17,5.9167565832189018e-10,7.1800875690003383e-18,1.1228823856294076e-10,6.7046312308786734e-13,6.7055280074892107e-13,6.8406236308881353e-17,2.1270851946506607e-17,1.3551459956876807e-12,1.732922501522635e-30,1.5949454163835138e-30,1.5949580500346524e-30,1.448157600778379e-17,4.50180783092049e-11,1.4002256487201279e-19,1.4381411038922678e-19,6.3814705920229495e-12,2.9741593120771891e-12,5.7279810824000912e-22,7.1474227938514616e-19,9.0522588326750166e-29,2.389294461136777e-23,2.3902090719026819e-23
8.216388573530597e-13,0.74046342042279,154.0,0.0,0.0,0.0,0.99993873805780131,1.0,18.999999994111317,8.1605404251280333e-07,3.5481907163212635e-06,3.5450966822900488e-06,4.3865747943563361e-09,4.5073196203964159e-13,2.1057791541412359e-05,1.0176588986928117e-05,2.7689934497871205e-07,2.1834727545134698e-05,1.4552555461706987e-09,3.0930032610089926e-17,6.1991864792937466e-10,7.5121227310678278e-18,1.1889548958947783e-10,7.3061013803245161e-13,7.3070885980773589e-13,7.5121366389659036e-17,2.3599766126294438e-17,1.4351624256519329e-12,2.1177380731801782e-30,1.9491342182358183e-30,1.9491501071635099e-30,1.5797553672669034e-17,4.6409587940951828e-11,1.4879645628132551e-19,1.5052081939507645e-19,6.8740896428532815e-12,3.2037474044504551e-12,6.427681164456277e-22,7.7892056497546818e-19,1.0452596673220364e-28,2.6818088533740243e-23,2.6828082552255238e-23
8.44874702911916e-13,0.7404634204214657,154.0,0.0,0.0,0.0,0.99993701696200876,1.0,18.999999993796862,8.3913116300191578e-07,3.6485029101867353e-06,3.6452177742531254e-06,4.6346099875300177e-09,4.6347540706125025e-13,2.1207107691501548e-05,1.0604061041046882e-05,2.8016792903105244e-07,2.2751906786097808e-05,1.5202659950116511e-09,3.2678958863256413e-17,6.4852363213325857e-10,7.8477119620323517e-18,1.2569024875807915e-10,7.9424434852182385e-13,7.9435271739278382e-13,8.2265761944376424e-17,2.6102390034919266e-17,1.517473587983708e-12,2.5735535617216696e-30,2.3686752942638483e-30,2.3686951497654734e-30,1.7191766284691204e-17,4.7805704676140414e-11,1.578664129278958e-19,1.5730216164781674e-19,7.3877404977867774e-12,3.4431371890999311e-12,7.1898042234867783e-22,8.4682662417922075e-19,1.2021370785244908e-28,3.00051262598367e-23,3.0016020582581027e-23
8.681105484707723e-13,0.7404634204201106,154.0,0.0,0.0,0.0,0.99993529614824572,1.0,18.999999993475129,8.6220824033646214e-07,3.7488141003630543e-06,3.7453317055600439e-06,4.8892670382737767e-09,4.7621872456865301e-13,2.1347079403340891e-05,1.1034457774037513e-05,2.8329928474147978e-07,2.3675361342250212e-05,1.5859323348743131e-09,3.4474576998440965e-17,6.77476814322074e-10,8.1866869752304239e-18,1.3267240454259332e-10,8.6146330088673139e-13,8.615819402400525e-13,8.985280400933172e-17,2.878574751315898e-17,1.6020794650430091e-12,3.1109571338175733e-30,2.863315232416465e-30,2.863339894997615e-30,1.866656373165486e-17,4.9206428992459122e-11,1.6723501293766014e-19,1.6415477930235879e-19,7.9225702871196355e-12,3.6923972103129735e-12,8.0179845692618381e-22,9.185653144301213e-19,1.377338362978273e-28,3.3469407119266373e-23,3.348125588584354e-23
8.913463940296286e-13,0.7404634204187248,154.0,0.0,0.0,0.0,0.99993357560189033,1.0,18.999999993146155,8.8528527452278785e-07,3.8491243179631291e-06,3.845438491804365e-06,5.150530422014101e-09,4.8896191851469475e-13,2.1478291314918596e-05,1.1467596146578287e-05,2.8629917243741001e-07,2.4604698489672765e-05,1.6522235084313662e-09,3.6316777549146347e-17,7.06764977005564e-10,8.5288874492925557e-18,1.3984184551553288e-10,9.3236448340907755e-13,9.3249403706320149e-13,9.7895865802492511e-17,3.1656896724890663e-17,1.6889800398977873e-12,3.7417624838370857e-30,3.4439288529200833e-30,3.443959311275432e-30,2.0224303110395282e-17,5.0611761367109686e-11,1.7690484281004485e-19,1.7107547344892087e-19,8.4787167616857778e-12,3.9515916406495805e-12,8.9159623728057669e-22,9.9424146293963903e-19,1.5724286786400595e-28,3.7226735357739553e-23,3.7239594469148064e-23
9.14582239588485e-13,0.7404634204173091,154.0,0.0,0.0,0.0,0.99993185530911699,1.0,18.999999992809986,9.0836226556690928e-07,3.9494335926270243e-06,3.9455381485404549e-06,5.4183846504881659e-09,5.017049926650947e-13,2.1601291486108086e-05,1.1903304571278973e-05,2.8917311064936314e-07,2.5539550075382061e-05,1.7191099283521886e-09,3.8205451304908271e-17,7.3637545750545151e-10,8.8741606511352263e-18,1.4719846034728008e-10,1.0070453263758653e-12,1.0071864586047076e-12,1.0640831269330679e-16,3.4722927390364805e-17,1.778175296290687e-12,4.4791119879141466e-30,4.1226141888264695e-30,4.1226516009858591e-30,2.1867348699571516e-17,5.2021702276776351e-11,1.8687849741891069e-19,1.7806119659074173e-19,9.0563088796976814e-12,4.2207805544668707e-12,9.8875839091614065e-22,1.0739598667373728e-18,1.7890605308328649e-28,4.1293371527897863e-23,4.1307298661745222e-23
9.378180851473415e-13,0.7404634204158625,154.0,0.0,0.0,0.0,0.99993013525685137,1.0,18.999999992466677,9.3143921347453352e-07,4.0497419525917e-06,4.0456306912837301e-06,5.6928142716587164e-09,5.1444795060731205e-13,2.1716593687212063e-05,1.2341422196179966e-05,2.9192638626072088e-07,2.6479570980026696e-05,1.7865634077251007e-09,4.0140489310695346e-17,7.6629612466639324e-10,9.2223610767929638e-18,1.5474213780533429e-10,1.0856032021325308e-12,1.0857565976866097e-12,1.1540350218117839e-16,3.7990958217027357e-17,1.869665218607365e-12,5.3375854513949908e-30,4.9127926184949588e-30,4.9128383353143984e-30,2.359807193255103e-17,5.343625219759673e-11,1.9715858001347537e-19,1.8510904548011268e-19,9.6554673568855673e-12,4.5000201843370533e-12,1.0936801799958632e-21,1.1578252927099243e-18,2.0289762130639868e-28,4.5686033874894958e-23,4.5701088500660754e-23
9.610539307061979e-13,0.7404634204143861,154.0,0.0,0.0,0.0,0.99992841543272915,1.0,18.999999992116262,9.5451611825107301e-07,4.1500494247574294e-06,4.1457161355108783e-06,5.9738038696291529e-09,5.2719079575898265e-13,2.1824679544333242e-05,1.2781798233076304e-05,2.9456406423145613e-07,2.7424437676758595e-05,1.8545570937726718e-09,4.212178286631036e-17,7.9651535654447777e-10,9.5733501092493283e-18,1.6247276675360015e-10,1.1681354251357032e-12,1.1683017892608656e-12,1.2489478388120125e-16,4.1468134513877393e-17,1.9634497918463102e-12,6.3333145933551932e-30,5.8293142824970271e-30,5.8293698736839301e-30,2.5418851370385489e-17,5.4855411605134012e-11,2.0774770221921483e-19,1.9221625428832406e-19,1.0276305182219349e-11,4.7893631614236497e-12,1.206767525578668e-21,1.2459424776383262e-18,2.2940102531429401e-28,5.0421899716744673e-23,5.043814311109305e-23
9.842897762650543e-13,0.7404634204128802,154.0,0.0,0.0,0.0,0.99992669582505489,1.0,18.999999991758784,9.7759297990166383e-07,4.2503560347510992e-06,4.2457944966600932e-06,6.2613380645588354e-09,5.3993353137595453e-13,2.1926000550494851e-05,1.3224291327872974e-05,2.97090996913658e-07,2.8373846880285413e-05,1.9230654047047385e-09,4.4149223525792885e-17,8.2702201903236433e-10,9.9269956924650444e-18,1.7039023615171128e-10,1.2547392520054282e-12,1.2549193104593568e-12,1.3489549951549687e-16,4.5161625976322052e-17,2.0595290015900884e-12,7.4841034115378014e-30,6.888568917128626e-30,6.8886362000004462e-30,2.7332072674877288e-17,5.6279180974350768e-11,2.1864848403874499e-19,1.9938018809986956e-19,1.0918928101358438e-11,5.0888587408157699e-12,1.3284370318370137e-21,1.3384161282341097e-18,2.5860918645944537e-28,5.5518606819454487e-23,5.5536102081595634e-23
1e-12,0.7404634204113442,154.0,0.0,0.0,0.0,0.9999255332806597,1.0,18.9999999915131,9.9319568697635423e-07,4.3181748803142373e-06,4.313455489026779e-06,6.45944633531218e-09,5.485490913931207e-13,2.1990887594217229e-05,1.3524602096966004e-05,2.987391132934697e-07,2.9018191060472367e-05,1.9696644905555729e-09,4.5546110644486485e-17,8.4780564523718115e-10,1.0167544046452138e-17,1.7584921006361271e-10,1.3156500679633361e-12,1.3158398070392754e-12,1.4195258521108389e-16,4.7785074949662473e-17,2.1257902940399877e-12,8.3598671651911259e-30,7.6946790613890047e-30,7.6947554187837589e-30,2.8679229585305142e-17,5.7244432534537198e-11,2.2619664610546036e-19,2.0425473654954597e-19,1.1365812770387401e-11,5.2971299233139656e-12,1.4157786906040508e-21,1.4034608400126034e-18,2.7999202631816038e-28,5.917818610813134e-23,5.9196564465568007e-23
1.0075256218239107e-12,0.7404634204113442,154.0,0.0,0.0,0.0,0.9999249764227659,1.0,18.999999991394279,1.0006697984311782e-06,4.3506618069864845e-06,4.3458657901312833e-06,6.5554015125785935e-09,5.5267616055995797e-13,2.2020979950914776e-05,1.3668768970340403e-05,2.9951183297599365e-07,2.9327514280458818e-05,1.9920639695605793e-09,4.6222703096823715e-17,8.5780544538173799e-10,1.0283172020836871e-17,1.784944350543907e-10,1.3455118815768903e-12,1.3457063806435442e-12,1.4541898290845991e-16,4.9078624629355764e-17,2.1579028339779485e-12,8.8095545706646187e-30,8.1086022363547042e-30,8.1086833075402604e-30,2.9340128581736383e-17,5.7707560779584014e-11,2.2986355385268442e-19,2.0659833671880946e-19,1.1583435069849531e-11,5.3985530127620248e-12,1.4591160102548425e-21,1.435350921174055e-18,2.9072474033613443e-28,6.0994254766961273e-23,6.101306683406218e-23
1.0307614673827672e-12,0.7404634204097789,154.0,0.0,0.0,0.0,0.99992325721539543,1.0,18.99999999102279,1.023746573844241e-06,4.4509667647216919e-06,4.4459300312862805e-06,6.8559789057064405e-09,5.6541868626589578e-13,2.2110014510327422e-05,1.4115106940798623e-05,3.0183102595355217e-07,3.0285173355095905e-05,2.061529570898467e-09,4.8342113640130586e-17,8.8885541658534015e-10,1.0641759243354651e-17,1.8678525261084257e-10,1.4405504549516556e-12,1.4407601614538004e-12,1.5647855998470038e-16,5.322634291773329e-17,2.2585712756797293e-12,1.0331201956722165e-29,9.5092379936946974e-30,9.5093352639978042e-30,3.1445418873826988e-17,5.9140551494521583e-11,2.4139554842049927e-19,2.1386830876492019e-19,1.226991867797003e-11,5.7184891006885876e-12,1.5992425038058724e-21,1.536851503133708e-18,3.2596028297919796e-28,6.6867406325887206e-23,6.6887601988531638e-23
1.0539973129416236e-12,0.740463420408184,154.0,0.0,0.0,0.0,0.99992153819304053,1.0,18.999999990644355,1.0468233061452421e-06,4.551270930113866e-06,4.5459872354490415e-06,7.1630549717634945e-09,5.7816111130878991e-13,2.2193476169743036e-05,1.4563188791416515e-05,3.0405284243881607e-07,3.1246574257069752e-05,2.1314400901976755e-09,5.0507347468895002e-17,9.201621425824504e-10,1.1002643181760191e-17,1.952625780641756e-10,1.5399520555484704e-12,1.5401777568584373e-12,1.6808754876904067e-16,5.7612011932633175e-17,2.3615343138709921e-12,1.2072649539533768e-29,1.1112205855297641e-29,1.111232208795323e-29,3.3650350354503781e-17,6.0578153592179763e-11,2.5324711288133108e-19,2.2118782604745384e-19,1.2978465548993555e-11,6.0487073468293639e-12,1.74926531111222e-21,1.643022490819706e-18,3.645386175907078e-28,7.3157088805133108e-23,7.3178736722830729e-23
