Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320)
1.8223333099221234e-12,0.45182913324772533,154.0,0.0,0.0,0.0,0.99997841700585732,1.0,18.999999978392967,6.2017327428476765e-07,3.9963505780827742e-06,3.9840958388350805e-06,1.6863643823271102e-08,1.1196755442971951e-12,3.0445017026322955e-06,3.5232677051646529e-06,1.8544730307288159e-08,6.374292305197864e-06,4.713973806495784e-09,1.5339996900806834e-16,9.8577352493976772e-11,3.0399060787907371e-17,8.4059822120470112e-11,6.6558056394663479e-13,6.6580065676770523e-13,1.5942862474092944e-16,6.0663147562366736e-17,3.4193638451726671e-12,6.3931763397077667e-30,5.9397860225628134e-30,5.9398146150423582e-30,1.2579089843122353e-16,2.8301637180997173e-11,1.8194402835820827e-19,3.7700548048120731e-19,1.6408789697417445e-12,9.0693473100829984e-13,1.0487671708636689e-21
1.8640491488397478e-12,0.4518291332453476,154.0,0.0,0.0,0.0,0.99997792439969069,1.0,18.999999977471202,6.3436972936278792e-07,4.0877854879387256e-06,4.074911701153704e-06,1.7631440008753978e-08,1.145294098802026e-12,3.0486013371959268e-06,3.6268757418544131e-06,1.861914844548837e-08,6.5617401212293566e-06,4.8671061130728316e-09,1.6038426904690681e-16,1.0243895812216807e-10,3.1386569971207882e-17,8.7930808666428505e-11,7.1221044859378398e-13,7.124472957310172e-13,1.712123165142121e-16,6.5633671417297724e-17,3.5776680577026192e-12,7.4882392646565397e-30,6.9572139855360089e-30,6.9572482434598996e-30,1.3487499161789233e-16,2.9109865236252415e-11,1.918061500627913e-19,3.8936174443317876e-19,1.7325224987276981e-12,9.5758646619606748e-13,1.1493018344421455e-21
1.905764987757372e-12,0.45182913324292584,154.0,0.0,0.0,0.0,0.99997743180482013,1.0,18.999999976532326,6.4856617522845075e-07,4.1792196981010136e-06,4.1657108787111329e-06,1.8415738836699853e-08,1.1709124572459484e-12,3.0523212206813193e-06,3.7306166264657879e-06,1.8688942121643316e-08,6.749428301289217e-06,5.0208442977861635e-09,1.6751868735539238e-16,1.0635720486206992e-10,3.2377986328445389e-17,9.1887955123032758e-11,7.6096278930933411e-13,7.6121723108553533e-13,1.8356307514231843e-16,7.0877444108197612e-17,3.739553581670978e-12,8.7401707724605156e-30,8.1203939582610162e-30,8.1204348400494066e-30,1.443970826495024e-16,2.9925274696798194e-11,2.0199505642250741e-19,4.0177223043988717e-19,1.8268189155027992e-12,1.0097043962550702e-12,1.2569508368791082e-21
1.9474808266749965e-12,0.45182913324045987,154.0,0.0,0.0,0.0,0.99997693922036701,1.0,18.999999975576404,6.6276261188191126e-07,4.2706532458714327e-06,4.2564934088948112e-06,1.9216502937643486e-08,1.1965306300811125e-12,3.0556965173555347e-06,3.8344780520502349e-06,1.8754398669667267e-08,6.9373345797130923e-06,5.1751510608598601e-09,1.7480288399769019e-16,1.1033169730729332e-10,3.3373069321624718e-17,9.5931198488331082e-11,8.1188428786266318e-13,8.1215718556406924e-13,1.9649413095241195e-16,7.6402198405755441e-17,3.9050204053192678e-12,1.01672442195165e-29,9.4463051132880316e-30,9.446353713004304e-30,1.543684219599505e-16,3.0747865840876706e-11,2.125158667301517e-19,4.1423397821897315e-19,1.9237711858600416e-12,1.0632901564770848e-12,1.3720481401965228e-21
1.989196665592621e-12,0.4518291332379504,154.0,0.0,0.0,0.0,0.99997644664552565,1.0,18.999999974603519,6.7695903932331322e-07,4.3620861662559659e-06,4.3472593290074531e-06,2.0033695026662392e-08,1.2221486271164662e-12,3.0587591353632877e-06,3.9384488512516066e-06,1.8815787570448268e-08,7.125438752580993e-06,5.3299913981741859e-09,1.8223651980702393e-16,1.1436206461292546e-10,3.4371593216929685e-17,1.0006047583177702e-10,8.65021611871245e-13,8.6531384774165574e-13,2.100187045859522e-16,8.2215670889002605e-17,4.0740685183082629e-12,1.1789394075217592e-29,1.0953470195247486e-29,1.0953527758214037e-29,1.6480031998565215e-16,3.1577638947441671e-11,2.2337373495726158e-19,4.2674420968331919e-19,2.0233819740623707e-12,1.1183452154848619e-12,1.4949358873761074e-21
2.0309125045102452e-12,0.4518291332353971,154.0,0.0,0.0,0.0,0.99997595407955608,1.0,18.999999973613729,6.9115545755278909e-07,4.4535184921060769e-06,4.4380086762672434e-06,2.0867277903185478e-08,1.2477664575572707e-12,3.0615380282072132e-06,4.0425188907927267e-06,1.8873361561085777e-08,7.3137224868229751e-06,5.4853324599807332e-09,1.8981925638393671e-16,1.1844795896949689e-10,3.5373346173607435e-17,1.0427572429402722e-10,9.2042139484019196e-13,9.2073387207423942e-13,2.241500070100242e-16,8.8325601073126009e-17,4.246697911632927e-12,1.3628326219925874e-29,1.2662058025810614e-29,1.2662125965628006e-29,1.7570414695499323e-16,3.2414594296072599e-11,2.345738497510431e-19,4.3930031773322071e-19,2.12565367076387e-12,1.1748708906654808e-12,1.6259644359747131e-21
2.0726283434278696e-12,0.4518291332328005,154.0,0.0,0.0,0.0,0.99997546152177974,1.0,18.999999972607114,7.0535186657046149e-07,4.5449502542513289e-06,4.5287414878080438e-06,2.1717214450802231e-08,1.2733841300420822e-12,3.0640594683308413e-06,4.1466789757255745e-06,1.8927357675226124e-08,7.502169146989113e-06,5.6411434183108266e-09,1.9755075609453476e-16,1.2258905417174006e-10,3.637812938891424e-17,1.0857688108674637e-10,9.7813023620160708e-13,9.784638789372463e-13,2.38901239528601e-16,9.4739730617979014e-17,4.4229085775425462e-12,1.5707632970557013e-29,1.4593990403258632e-29,1.4594070320320187e-29,1.8709133267846845e-16,3.3258732166894922e-11,2.4612143443127481e-19,4.5189985572320189e-19,2.2305884183472767e-12,1.2328683621755952e-12,1.7654923917020755e-21
2.114344182345494e-12,0.4518291332301606,154.0,0.0,0.0,0.0,0.99997496897157345,1.0,18.99999997158373,7.1954826637644369e-07,4.6363814816238129e-06,4.6194578006795845e-06,2.2583467637072278e-08,1.2990016526778837e-12,3.0663472953888926e-06,4.2509207625405484e-06,1.8977998218780969e-08,7.6907636380472049e-06,5.7973953425416086e-09,2.0543068206877436e-16,1.2678504427624373e-10,3.7385756295670475e-17,1.1296388349241974e-10,1.0381947013537614e-12,1.0385504546640513e-12,2.5428559379375175e-16,1.0146580260986723e-16,4.6027005094658046e-12,1.8052912928758406e-29,1.6773053485017554e-29,1.6773147186615504e-29,1.9897336633950287e-16,3.4110052840504621e-11,2.5802174698718903e-19,4.645405275882116e-19,2.3381881339171991e-12,1.2923386856508672e-12,1.9138866419610144e-21
2.1560600212631183e-12,0.4518291332274777,154.0,0.0,0.0,0.0,0.99997447642836523,1.0,18.999999970543652,7.3374465697084032e-07,4.7278122013749446e-06,4.7101576518476776e-06,2.3466000513335384e-08,1.3246190330727695e-12,3.0684231415306459e-06,4.3552366803207522e-06,1.9025491685025195e-08,7.8794922627355996e-06,5.9540610826200506e-09,2.1345869819873903e-16,1.3103564234250615e-10,3.8396051809196663e-17,1.1743666886417197e-10,1.1006613217001005e-12,1.1010401515843498e-12,2.7031625181680327e-16,1.0851156090992504e-16,4.7860737019404322e-12,2.0691895746563794e-29,1.9225013741426339e-29,1.9225123263549524e-29,2.1136179628595472e-16,3.4968556597898047e-11,2.7028008007433533e-19,4.7722017858442512e-19,2.4484545301644322e-12,1.3532828037386612e-12,2.0715223893501285e-21
2.1977758601807427e-12,0.45182913322475166,154.0,0.0,0.0,0.0,0.99997398389162939,1.0,18.999999969486929,7.4794103835374845e-07,4.8192424389850573e-06,4.8008410781944051e-06,2.4364776214521922e-08,1.3502362783663747e-12,3.0703066358131949e-06,4.4596198592005314e-06,1.90700336128274e-08,8.0683425921307182e-06,6.111115159475212e-09,2.2163446913688648e-16,1.3534057925222223e-10,3.9408851620605885e-17,1.2199517462559133e-10,1.165576594688102e-12,1.1659794880624274e-12,2.8700638597945277e-16,1.1588474956299396e-16,4.9730281505472026e-12,2.3654571904136806e-29,2.1977738568757403e-29,2.1977866199684661e-29,2.2426822982229702e-16,3.5834243720405826e-11,2.8290176101142821e-19,4.8993678658372874e-19,2.5613891342974093e-12,1.4157015565623508e-12,2.2387831851290681e-21
2.239491699098367e-12,0.4518291332219829,154.0,0.0,0.0,0.0,0.99997349136088276,1.0,18.999999968413633,7.621374105252581e-07,4.9106722183662478e-06,4.8915081165183188e-06,2.5279757958963713e-08,1.3758533952590157e-12,3.0720155896795899e-06,4.5640640654509981e-06,1.9111807391547846e-08,8.2573033482041599e-06,6.2685336621761582e-09,2.2995766029434956e-16,1.3969960260194342e-10,4.0424001533600161e-17,1.2663933827056024e-10,1.2329869838479736e-12,1.2334149485353407e-12,3.0436915904483125e-16,1.2359311226143449e-16,5.1635638518479648e-12,2.6973327593872916e-29,2.5061321649192497e-29,2.5061469954989932e-29,2.3770433300247403e-16,3.6707114489631097e-11,2.9589215177717906e-19,5.026884539086609e-19,2.6769933052200099e-12,1.4795956912163058e-12,2.4160609626464378e-21
2.2812075380159914e-12,0.4518291332191716,154.0,0.0,0.0,0.0,0.99997299883568236,1.0,18.999999967323813,7.7633377348545226e-07,5.0021015619589057e-06,4.9821588035346422e-06,2.6210909048205333e-08,1.4014703900387668e-12,3.0735661652627366e-06,4.6685636425762658e-06,1.915098501592538e-08,8.44636429725434e-06,6.4262941514194339e-09,2.3842793783923394e-16,1.4411247566453911e-10,4.1441356842081004e-17,1.3136909736308974e-10,1.3029389188312205e-12,1.3033929835510041e-12,3.2241772416851836e-16,1.3164439185879887e-16,5.3576808033275007e-12,3.0683084804835351e-29,2.8508213145185982e-29,2.8508384997220572e-29,2.5168183042343346e-16,3.7587169187391587e-11,3.0925664900711658e-19,5.15473399682922e-19,2.7952682491187997e-12,1.5449658703816924e-12,2.6037560707304092e-21
2.3229233769336158e-12,0.4518291332163179,154.0,0.0,0.0,0.0,0.99997250631561996,1.0,18.999999966217537,7.9053012723440854e-07,5.0935304908222851e-06,5.072793175875458e-06,2.7158192866815874e-08,1.4270872686064167e-12,3.074973028108619e-06,4.7731134578626904e-06,1.9187727794064548e-08,8.6355161532036396e-06,6.5843755689560036e-09,2.4704496869486534e-16,1.4857897641518069e-10,4.2460781746062742e-17,1.3618438953715916e-10,1.3754787954490734e-12,1.3759600098061891e-12,3.4116522490951381e-16,1.4004632992877276e-16,5.5553790033389343e-12,3.4821446701270271e-29,3.2353354815436505e-29,3.2353553420022857e-29,2.6621250501932732e-16,3.8474408095665308e-11,3.2300068399039615e-19,5.2828995263878794e-19,2.9162150336072766e-12,1.6118126801446695e-12,2.802277307042105e-21
2.36463921585124e-12,0.4518291332134218,154.0,0.0,0.0,0.0,0.9999720138003203,1.0,18.999999965094851,8.0472647177219842e-07,5.1849590247195146e-06,5.1634112700899024e-06,2.8121572882201045e-08,1.4527040364996698e-12,3.0762494857596426e-06,4.8777088538768457e-06,1.9222187011435423e-08,8.8247504898488372e-06,6.742758152592333e-09,2.5580842053810302e-16,1.5309889661784007e-10,4.3482148803536139e-17,1.4108515249655928e-10,1.4506529757107911e-12,1.4511624101844398e-12,3.6062479524116834e-16,1.4880666636522818e-16,5.7566584510525128e-12,3.9428848388733685e-29,3.6634320139492676e-29,3.6634549069793992e-29,2.8130819785638469e-16,3.9368831496539855e-11,3.3712972266660037e-19,5.4113654436395501e-19,3.0398346005605807e-12,1.6801366370907377e-12,3.0120419513918317e-21
2.4063550547688645e-12,0.4518291332104833,154.0,0.0,0.0,0.0,0.99997152128943878,1.0,18.999999963955823,8.1892280709888839e-07,5.2763871821973615e-06,5.2540131226443684e-06,2.9101012644415785e-08,1.4783206989156392e-12,3.0774076135045635e-06,4.9823456044549952e-06,1.9254504553616221e-08,9.0140596612374851e-06,6.9014233564229054e-09,2.6471796179766152e-16,1.5767204096854883e-10,4.4505338416064186e-17,1.4607132401473982e-10,1.5285077878618415e-12,1.5290465337938993e-12,3.8080955956207728e-16,1.5793313901961716e-16,5.96151914640752e-12,4.4548713161126818e-29,4.1391459537801551e-29,4.1391722768110347e-29,2.969808079284487e-16,4.0270439672164641e-11,3.516492656225316e-19,5.540117029801769e-19,3.1661277777616538e-12,1.749938194742121e-12,3.2334757990182305e-21
2.448070893686489e-12,0.4518291332075031,154.0,0.0,0.0,0.0,0.99997102878265831,1.0,18.999999962800491,8.3311913321454017e-07,5.3678149806611179e-06,5.3445987699226871e-06,3.0096475785977293e-08,1.5039372607312229e-12,3.0784583684826347e-06,5.0870198747684025e-06,1.928481349034111e-08,9.2034367294182848e-06,7.0603537759723151e-09,2.7377326165235734e-16,1.6229822629189001e-10,4.5530238346037819e-17,1.5114284193465982e-10,1.6090895264219678e-12,1.60965869600506e-12,4.0173263270693458e-16,1.6743348337227383e-16,6.1699610900671521e-12,5.0227614321679306e-29,4.6668050773772695e-29,4.6668352716301422e-29,3.1324229195317964e-16,4.1179232904706412e-11,3.6656484808899937e-19,5.6691404720273318e-19,3.2950952894688353e-12,1.8212177493989758e-12,3.46701319383041e-21
2.4897867326041132e-12,0.4518291332044809,154.0,0.0,0.0,0.0,0.99997053627968691,1.0,18.999999961628919,8.4731545011921158e-07,5.4592424364448231e-06,5.4351682482263239e-06,3.1107926021678405e-08,1.5295537265232075e-12,3.0794116932214221e-06,5.1917281850867131e-06,1.9313238623258438e-08,9.3928753988819987e-06,7.2195330779446852e-09,2.8297399002942955e-16,1.6697728078741663e-10,4.6556743263649434e-17,1.5629964416864142e-10,1.6924444522231415e-12,1.6930451784884304e-12,4.2340711995735362e-16,1.7731543223450534e-16,6.3819842833761487e-12,5.6515442670661617e-29,5.2510454624192677e-29,5.2510800168508883e-29,3.3010466416892072e-16,4.2095211476307486e-11,3.8188203993760196e-19,5.7984228075519509e-19,3.4267377660048736e-12,1.8939756454396934e-12,3.7130970616131412e-21
2.5315025715217376e-12,0.4518291332014168,154.0,0.0,0.0,0.0,0.99997004378025567,1.0,18.999999960441158,8.615117578129564e-07,5.5506695648772214e-06,5.5257215937745686e-06,3.213532714840152e-08,1.5551701005870682e-12,3.0802766095877114e-06,5.2964673778965782e-06,1.9339896999655314e-08,9.5823699570726425e-06,7.3789459342966639e-09,2.9231981760289405e-16,1.7170904332289077e-10,4.7584754321743065e-17,1.6154166869822654e-10,1.7786187924474137e-12,1.7792522292521239e-12,4.4584611705265113e-16,1.875867154786369e-16,6.5975887283210446e-12,6.3465579752360186e-29,5.8968275904097394e-29,5.8968670459342787e-29,3.4757999613222314e-16,4.3018375669046617e-11,3.9760644567750629e-19,5.9279518714351526e-19,3.5610557524580643e-12,1.9682121801304252e-12,3.9721789431951835e-21
2.573218410439362e-12,0.45182913319831103,154.0,0.0,0.0,0.0,0.99996955128411735,1.0,18.99999995923725,8.7570805629582407e-07,5.6420963803436291e-06,5.6162588427047267e-06,3.3178643044932753e-08,1.5807863869534777e-12,3.0810613040392895e-06,5.4012345880648562e-06,1.936489839426322e-08,9.771915220406919e-06,7.5385779603679207e-09,3.0181041579178471e-16,1.7649336277143571e-10,4.8614178756827858e-17,1.6686885357403586e-10,1.8676587406646567e-12,1.8683260626793703e-12,4.690627102006008e-16,1.9825505979344118e-16,6.8167744274928465e-12,7.1135076953608807e-29,6.6094529931989258e-29,6.6094979472026856e-29,3.6568041651603036e-16,4.3948725764902476e-11,4.1374370445222369e-19,6.0577162475102913e-19,3.6980497165777232e-12,2.0439276079892848e-12,4.2447190275808242e-21
2.6149342493569863e-12,0.4518291331951638,154.0,0.0,0.0,0.0,0.99996905879104414,1.0,18.999999958017256,8.8990434556786151e-07,5.7335228963439897e-06,5.7067800310723038e-06,3.4237837671776791e-08,1.6064025894049905e-12,3.0817732049826489e-06,5.5060272157646154e-06,1.9388345761127546e-08,9.9615064852920628e-06,7.6984156568194555e-09,3.1144545675847853e-16,1.813300973898722e-10,4.9644929514656339e-17,1.7228113691563068e-10,1.9596104568702146e-12,1.960312859565951e-12,4.9306997608815488e-16,2.0932818846261812e-16,7.0395413840520056e-12,7.958484054592998e-29,7.3945814521065333e-29,7.3946325632703533e-29,3.8441811090851793e-16,4.4886262045719352e-11,4.3029949003638564e-19,6.1877052222025023e-19,3.8377200559385578e-12,2.1211221447464404e-12,4.5311861850446846e-21
2.6566500882746107e-12,0.45182913319197515,154.0,0.0,0.0,0.0,0.99996856630082631,1.0,18.99999995678122,9.0410062562911212e-07,5.8249491255473799e-06,5.7972851948512019e-06,3.5312875070971928e-08,1.6320187114919167e-12,3.082419052967243e-06,5.610842901908233e-06,1.9410335657400664e-08,1.0151139483679581e-05,7.858446355145405e-09,3.2122461340708796e-16,1.8621911423568102e-10,5.0676924898841615e-17,1.7777845691137658e-10,2.0545200675224497e-12,2.0552587671575628e-12,5.17880981892136e-16,2.2081382116420806e-16,7.2658896016955401e-12,8.8879822763095881e-29,8.2582487581899093e-29,8.2583067516346467e-29,4.0380532161258897e-16,4.5830984793175118e-11,4.4727951083251952e-19,6.3179087413032881e-19,3.9800671044416242e-12,2.1997959709374879e-12,4.8320580001898764e-21
2.7400817661098598e-12,0.45182913318547424,154.0,0.0,0.0,0.0,0.99996758132819863,1.0,18.999999954261202,9.3249315811941209e-07,6.007800770381011e-06,5.9782475921316353e-06,3.7510334761131184e-08,1.6832507276898576e-12,3.083536474615819e-06,5.8205350903035991e-06,1.9450299580872813e-08,1.0530515557500099e-05,8.17903994174242e-09,3.4121396906469249e-16,1.9615350368037764e-10,5.2744347642335093e-17,1.8902795996200695e-10,2.2533973105399617e-12,2.2542123359117204e-12,5.6996643446990462e-16,2.4505345831906257e-16,7.729329837528058e-12,1.1028668678836601e-28,1.0247335126037869e-28,1.0247409352986272e-28,4.4457754354389556e-16,4.7741990813709634e-11,4.82535264790953e-19,6.5789222582963987e-19,4.2727923796034174e-12,2.3615820563040017e-12,5.4789697115801023e-21
2.815170276161584e-12,0.451829133179483,154.0,0.0,0.0,0.0,0.99996669486081213,1.0,18.99999995193879,9.5804640586017155e-07,6.1723663817098359e-06,6.1410593048166415e-06,3.9541871696281669e-08,1.7293592987539796e-12,3.0843719168113126e-06,6.0093174382615809e-06,1.9482133767882792e-08,1.0872061506736433e-05,8.4681224168792865e-09,3.5969399848859906e-16,2.0527208731162944e-10,5.4608563636285332e-17,1.9944271937447747e-10,2.4429648835667331e-12,2.4438529699695262e-12,6.1972302788420256e-16,2.6835725948419776e-16,8.158674009710137e-12,1.3318506588995963e-28,1.2375026616540123e-28,1.2375118717795104e-28,4.8361785799825436e-16,4.9486476769462886e-11,5.1577430334408466e-19,6.8144794221015085e-19,4.54540171543648e-12,2.5122499023822485e-12,6.1154248973085681e-21
2.890258786213308e-12,0.4518291331733596,154.0,0.0,0.0,0.0,0.99996580840009142,1.0,18.999999949565126,9.8359962375853876e-07,6.3369312279533264e-06,6.3038196535902309e-06,4.1624183702711918e-08,1.7754676554284036e-12,3.0850728793049881e-06,6.1981466606541435e-06,1.9510494517096008e-08,1.1213692313728056e-05,8.7576660885402704e-09,3.7863590944810702e-16,2.1455834575652362e-10,5.6475753784515544e-17,2.1013203938260435e-10,2.6428318644048328e-12,2.643797275184917e-12,6.722865258200541e-16,2.9311744788486195e-16,8.5996215467572898e-12,1.6003854429614137e-28,1.487023961847713e-28,1.4870353249539977e-28,5.2495556871589484e-16,5.1254251247203413e-11,5.5047822340825636e-19,7.0506014513029416e-19,4.8266864402888458e-12,2.6677121597363336e-12,6.8063803509253716e-21
2.965347296265032e-12,0.45182913316710466,154.0,0.0,0.0,0.0,0.99996492194529529,1.0,18.999999947140449,1.0091528118146833e-06,6.5014953590078869e-06,6.4665288453259503e-06,4.3757063997498672e-08,1.8215758116929876e-12,3.0856609527830474e-06,6.387015201077066e-06,1.9535760650363735e-08,1.1555394307469472e-05,9.0476210625493127e-09,3.9803782091744578e-16,2.2401175724859599e-10,5.8345596330522428e-17,2.2109556197150471e-10,2.853266054832899e-12,2.8543131740754358e-12,7.27732793580798e-16,3.1937889401680053e-16,9.0521724859770696e-12,1.9139969105079474e-28,1.7784324321137252e-28,1.7784463759692798e-28,5.6866409733145534e-16,5.304531588012972e-11,5.8668156805205666e-19,7.2872487486045348e-19,5.1166468614702395e-12,2.8279689747751643e-12,7.5549407858405744e-21
3.040435806316756e-12,0.4518291331607186,154.0,0.0,0.0,0.0,0.99996403549578161,1.0,18.999999944665021,1.0347059700287566e-06,6.6660588193748538e-06,6.6291870860554637e-06,4.5940306639020586e-08,1.867683780017771e-12,3.0861542551619552e-06,6.5759167185417113e-06,1.9558269647700983e-08,1.1897156015878469e-05,9.3379428395556898e-09,4.1789785952394664e-16,2.3363185689850249e-10,6.0217804307855299e-17,2.3233292983830362e-10,3.074534907537505e-12,3.0756682399192336e-12,7.8613759747994245e-16,3.4718641994477119e-16,9.5163268683001165e-12,2.2788099628985851e-28,2.1174199958402869e-28,2.117437019004122e-28,6.1481744507687653e-16,5.4859672297764111e-11,6.2441924359755671e-19,7.5243859981639903e-19,5.4152829649927229e-12,2.9930203163203755e-12,8.3643050197658681e-21
3.1155243163684803e-12,0.45182913315420214,154.0,0.0,0.0,0.0,0.99996314905099404,1.0,18.999999942139087,1.060259098400894e-06,6.8306216487453857e-06,6.7917945809719959e-06,4.8173706523535134e-08,1.9137915715253202e-12,3.086567992651546e-06,6.7648458911116446e-06,1.9578322170922975e-08,1.2238967810536514e-05,9.6285917301969664e-09,4.3821415951684998e-16,2.4341823047055482e-10,6.2092121768612581e-17,2.4384378638981228e-10,3.3069055268086691e-12,3.30812969744923e-12,8.475766050388998e-16,3.7658479775542717e-16,9.9920847379263772e-12,2.701595822912643e-28,2.5102792729200711e-28,2.5102999542294262e-28,6.6349018910183179e-16,5.6697322125620754e-11,6.6372651956004664e-19,7.7619817015410616e-19,5.7225944675327546e-12,3.162866004328208e-12,9.2377665932269658e-21
3.1906128264202044e-12,0.45182913314755624,154.0,0.0,0.0,0.0,0.99996226261045051,1.0,18.999999939562887,1.0858121969312192e-06,6.9951838825214878e-06,6.9543515344337863e-06,5.0457059381769504e-08,1.9598991961334744e-12,3.0869149303129657e-06,6.9537982512146271e-06,1.9596186089054455e-08,1.2580821608736139e-05,9.9195323340864821e-09,4.5898486273607997e-16,2.5337050884469475e-10,6.396832042352373e-17,2.5562777574023942e-10,3.5506446692328129e-12,3.5519644235449876e-12,9.1212538518395993e-16,4.0761874827648144e-16,1.0479446142009706e-11,3.189821550050258e-28,2.9639496080174612e-28,2.9639746170632857e-28,7.1475747881605681e-16,5.8558266984912746e-11,7.046390285880259e-19,8.0000077644850492e-19,6.0385808600112038e-12,3.3375057339782405e-12,1.0178714386837528e-20
3.2657013364719285e-12,0.45182913314078127,154.0,0.0,0.0,0.0,0.99996137617373249,1.0,18.999999936936657,1.1113652656198428e-06,7.1597455522809645e-06,7.1168581499674955e-06,5.2790161775525347e-08,2.0060066626907168e-12,3.0872057867396163e-06,7.1427700475104126e-06,1.9612100066300408e-08,1.2922710623572899e-05,1.0210733074891658e-08,4.8020811858163284e-16,2.6348836308027695e-10,6.5846196643818834e-17,2.6768454270893209e-10,3.806018744383291e-12,3.8074389479223872e-12,9.7985940844254404e-16,4.4033294001927686e-16,1.0978411130376207e-11,3.7517019669421573e-28,3.4860653409780447e-28,3.4860954496423823e-28,7.6869503225294321e-16,6.0442508492293867e-11,7.4719276640345612e-19,8.2384391275925571e-19,6.3632414441461348e-12,3.5169390958778363e-12,1.1190633237367408e-20
3.3407898465236526e-12,0.45182913313387757,154.0,0.0,0.0,0.0,0.99996048974047624,1.0,18.999999934260622,1.136918304466867e-06,7.3243066861902557e-06,7.2793146302716128e-06,5.5172811094297461e-08,2.0521139790909507e-12,3.0874495615595639e-06,7.3317581302699716e-06,1.9626276744077623e-08,1.3264629156574085e-05,1.050216578751116e-08,5.0188208398282007e-16,2.7377150003832694e-10,6.7725568799009958e-17,2.8001373281814259e-10,4.0732938155084976e-12,4.074819453821061e-12,1.0508540471387403e-15,4.7477198831931366e-16,1.1488979755273938e-11,4.3962540952503477e-28,4.0850064109269754e-28,4.0850425060612722e-28,8.2537913245478394e-16,6.2350048259632218e-11,7.9142409174231021e-19,8.4772534386382374e-19,6.6965753627839357e-12,3.7011655928275904e-12,1.2277104552582116e-20
3.4158783565753767e-12,0.45182913312684614,154.0,0.0,0.0,0.0,0.99995960331036515,1.0,18.999999931535012,1.162471313472384e-06,7.4888673093724788e-06,7.4417211772198435e-06,5.7604805551906359e-08,2.0982211523713545e-12,3.0876538099304625e-06,7.5207598553065241e-06,1.9638905574465951e-08,1.3606572423891284e-05,1.0793805350055839e-08,5.240049233673028e-16,2.8421965848336048e-10,6.9606274883576004e-17,2.9261499229081951e-10,4.3527356002176436e-12,4.3543717786896738e-12,1.1251845755881595e-15,5.1098045463323351e-16,1.201115207114955e-11,5.1333541261396983e-28,4.7699513174478634e-28,4.7699944147741708e-28,8.8488662387922339e-16,6.4280887893811289e-11,8.3736972629542843e-19,8.7164307609084457e-19,7.0385816253212363e-12,3.890184653873214e-12,1.3441806924876108e-20
3.4909668666271008e-12,0.45182913311968725,154.0,0.0,0.0,0.0,0.99995871688312399,1.0,18.999999928760051,1.1880242926364791e-06,7.6534274442359964e-06,7.6040779918644726e-06,6.008594418314444e-08,2.144328188810722e-12,3.0878248738633424e-06,7.709773003015803e-06,1.9650155347047319e-08,1.3948536409828434e-05,1.1085629355292643e-08,5.4657480863090927e-16,2.9483260560702854e-10,7.148817039823757e-17,3.0548796804841717e-10,4.644609471164263e-12,4.6463614148690364e-12,1.2029261702921265e-15,5.4900284596340607e-16,1.2544928134448652e-11,5.9737969790630332e-28,5.5509324888895745e-28,5.5509837482104503e-28,9.4729490882678985e-16,6.6235028996555428e-11,8.8506675464970629e-19,8.9559533121394441e-19,7.3892591291285758e-12,4.0839956461474175e-12,1.4688516743705042e-20
3.566055376678825e-12,0.45182913311240164,154.0,0.0,0.0,0.0,0.99995783045851339,1.0,18.999999925935953,1.2135772419592308e-06,7.8179871107679704e-06,7.7663852744397249e-06,6.2616026840435842e-08,2.1904350940119855e-12,3.087968077478727e-06,7.8987957100394213e-06,1.9660176444015933e-08,1.4290517743207611e-05,1.1377617817101825e-08,5.6958991910733641e-16,3.0561013392559643e-10,7.3371126456955949e-17,3.1863230770872461e-10,4.9491804567274954e-12,4.951053510273128e-12,1.2841539101312217e-15,5.8888361438920468e-16,1.3090308003437275e-11,6.9293584970609896e-28,6.4388941026948159e-28,6.4389548445014668e-28,1.0126819438893353e-15,6.8212473164276637e-11,9.3455262422962228e-19,9.1958052313485827e-19,7.7486066776337319e-12,4.2825978848654075e-12,1.6021108806824919e-20
3.641143886730549e-12,0.4518291331049899,154.0,0.0,0.0,0.0,0.99995694403632385,1.0,18.999999923062944,1.2391301614407125e-06,7.9825463267962067e-06,7.9286432243651007e-06,6.5194854190509736e-08,2.2365418729676519e-12,3.0880878908956315e-06,8.0878264119062881e-06,1.9669102849436071e-08,1.4632513593596137e-05,1.1669752908641268e-08,5.9304844153740503e-16,3.1655205851565803e-10,7.525502809834721e-17,3.3204765958371037e-10,5.2667132416911607e-12,5.2687128690679697e-12,1.3689427765581888e-15,6.3066715669108533e-16,1.3647291738042401e-11,8.0128603378618617e-28,7.4457524129528513e-28,7.445824136525114e-28,1.0811262364193301e-15,7.0213221987940722e-11,9.8586514523912802e-19,9.4359723715228073e-19,8.1166229955000073e-12,4.485990641714641e-12,1.7443556930338777e-20
