Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448)
9.233769063031174e-17,0.64567298049283,154.0,0.0,0.0,0.0,0.99999999908815684,1.0,19.0,3.0112768124756525e-11,1.353767838676888e-10,1.3537608496759428e-10,2.1179226445826526e-17,1.3212087796344414e-17,6.0843229978313449e-10,2.3195011998114664e-14,2.4805413832686548e-12,4.1682696883133153e-14,1.2038132130737276e-17,1.4843423476592922e-25,2.9635041687434483e-19,7.10620709756478e-26,1.4071990334287869e-19,5.8500777933558289e-26,5.8500781219847908e-26,2.8782785271004484e-33,4.0800772950230455e-34,4.080413944134758e-21,2.2874814805703406e-60,2.1257335328913144e-60,2.1257335336002479e-60,5.1529319827791585e-30,7.0283852878586129e-16,1.4664542688096528e-28,6.0849751372985977e-30,4.4402881234280952e-25,2.4708702611717201e-25,3.3826729942226391e-39,8.6932615203146696e-32
1.2968778196934333e-16,0.64567298049283,154.0,0.0,0.0,0.0,0.99999999871932188,1.0,19.0,4.229321828845843e-11,1.9013594286356232e-10,1.9013495979163392e-10,4.1464961520618253e-17,2.222199132207826e-17,8.5450332953666041e-10,4.54101340057097e-14,3.4838085824155642e-12,8.1604478212163019e-14,2.3567956970855661e-17,3.1312428328938249e-25,5.8018959111265949e-19,1.430051628041486e-25,2.7550336245891282e-19,1.6090882055177416e-25,1.6090883345382888e-25,1.130009047971041e-32,1.601950943826151e-33,7.9886922252913404e-21,2.7991099753420103e-59,2.6011847640304265e-59,2.6011847654205926e-59,1.4173380861342297e-29,9.8713738881580853e-16,2.8710619871795173e-28,1.6683575355158996e-29,1.2212885808508774e-24,6.7960581581967537e-25,1.3281626485663322e-38,2.3911179694160663e-31
2.0438796464740651e-16,0.64567298049283,154.0,0.0,0.0,0.0,0.99999999798165318,1.0,19.0,6.6654118597379094e-11,2.9965424709987614e-10,2.9965268870515322e-10,1.025098518037719e-16,4.2237293516238744e-17,1.3465816137245276e-09,1.1225602175774064e-13,5.4901713757546987e-12,2.0173017064998804e-13,5.8262435787091677e-17,8.3071767779208588e-25,1.4342997691140929e-18,3.626232263910129e-25,6.8110124012995825e-19,6.4028666802986431e-25,6.4028675376423888e-25,7.5087695820670952e-32,1.0646590573384375e-32,1.9749706417359157e-20,8.257735936804599e-58,7.6738311206060278e-58,7.6738311284262434e-58,5.6398760009322515e-29,1.5557429974545008e-15,7.0979503619160199e-28,6.5916303901829742e-29,4.8594614110429626e-24,2.7041260216830185e-24,8.8274845958396712e-38,9.5147134502618162e-31
3.537883300035329e-16,0.6456729804928301,154.0,0.0,0.0,0.0,0.99999999650632088,1.0,19.0,1.1537591914128504e-10,5.1869080590207051e-10,5.1868806359116083e-10,3.0649606447294514e-16,8.490403711908246e-17,2.3304831323900938e-09,3.3559224756946252e-13,9.5022106250942438e-12,6.0307750371490727e-13,1.7418523377593816e-16,2.6188423416540911e-24,4.2881449489403122e-18,1.1047509010279276e-24,2.0364411144312826e-18,3.4192799367137125e-24,3.4192807839737347e-24,7.4201174028184554e-31,1.0524740890171296e-31,5.9050177417351228e-20,4.611350253872054e-56,4.2852816425953013e-56,4.285281651232119e-56,3.0118445153850964e-28,2.6929857702797679e-15,2.1222902572903749e-27,3.4678654410991827e-28,2.5947516641461797e-23,1.4438915916260674e-23,8.7274965195237491e-37,5.0810810026764721e-30
5.031886953596593e-16,0.6456729804928298,154.0,0.0,0.0,0.0,0.99999999503099524,1.0,19.0,1.6409771958661055e-10,7.3772730083695992e-10,7.3772332788953248e-10,6.1967711506655252e-16,1.2873508413729047e-16,3.3140446642804445e-09,6.7842646269838698e-13,1.3513334898706599e-11,1.219169216755372e-12,3.5214376249788797e-16,5.4108399163071373e-24,8.669300778809103e-18,2.250672849276961e-24,4.1173063920640168e-18,9.5647944308231782e-24,9.5647975922884643e-24,2.7686664322695956e-30,3.9279559657031609e-31,1.193886003939702e-19,3.6765632311344179e-55,3.4165934517513345e-55,3.4165934597094196e-55,8.4251139371210854e-28,3.8302706172371619e-15,4.2909775575117556e-27,9.5963673092876179e-28,7.2576929961477233e-23,4.038660813261632e-23,3.2574382221185307e-36,1.4213376074565125e-29
8.01989426071912e-16,0.6456729804928301,154.0,0.0,0.0,0.0,0.99999999208036383,1.0,18.999999999999996,2.6154132018152044e-10,1.1758001031321883e-09,1.1757935247260442e-09,1.5736210485326908e-15,2.15933368919955e-16,5.2801483664076917e-09,1.7223784395547848e-12,2.1532839577494861e-11,3.0952076444777955e-12,8.9409737269160342e-16,1.4006404325250391e-23,2.2012122604697508e-17,5.7534397937987617e-24,1.0455614977158567e-17,3.9047134975535293e-23,3.9047155970766267e-23,1.8385189960261228e-29,2.6100193603104934e-30,3.0317958895937738e-19,1.2249628748860405e-53,1.1383458162524407e-53,1.1383458208958663e-53,3.43949463701688e-27,6.1049665342074955e-15,1.0897197828752696e-26,3.8149272538806116e-27,2.9622139117627762e-22,1.6483718971032358e-22,2.1649360923645721e-35,5.8024464233239314e-29
1.0709100837129396e-15,0.64567298049283,154.0,0.0,0.0,0.0,0.99999998942481838,1.0,18.999999999999993,3.4924056037979583e-10,1.5700654110126508e-09,1.5700563236756707e-09,2.8056104617309933e-15,2.9428960626686069e-16,7.0484801004981824e-09,3.0702116982964141e-12,2.8747266621379711e-11,5.5173372483872539e-12,1.5938810357673441e-15,2.5175570059592401e-23,3.9241308213354581e-17,1.0286016147923612e-23,1.8641384399921626e-17,9.0754531921246806e-23,9.0754593623744734e-23,5.4029412885224563e-29,7.6730213861807532e-30,5.4054157458083552e-19,7.3592366917764554e-53,6.8388655519065152e-53,6.8388655825595237e-53,7.9942504075727094e-27,8.1523367537783369e-15,1.9429482909498198e-26,8.7074283919664187e-27,6.8838248995892944e-22,3.8306158161790625e-22,6.3653283186175553e-35,1.3486229036065723e-28
1.3398307413539671e-15,0.64567298049283,154.0,0.0,0.0,0.0,0.99999998676929425,1.0,18.999999999999989,4.3693980025867383e-10,1.9643305160410572e-09,1.9643187643326467e-09,4.3913798854677779e-15,3.7255734954121355e-16,8.8157121121332095e-09,4.8045735832568369e-12,3.5958732397990193e-11,8.634079797426628e-12,2.4944433259775925e-15,3.9597153707121785e-23,6.1414602008681065e-17,1.6125472598406513e-23,2.9177841179912193e-17,1.7500038309811117e-22,1.75000527193609e-22,1.261702685840386e-28,1.7925080510265424e-29,8.4606680439821149e-19,2.9574982214331152e-52,2.7483737823928932e-52,2.7483737967228808e-52,1.5415318413356794e-26,1.0199843294358685e-14,3.0412630811771894e-26,1.6489524164445131e-26,1.3271929729054166e-21,7.3853801421032555e-22,1.4872051271107966e-34,2.6005275256038576e-28
1.6087513989949947e-15,0.64567298049283,154.0,0.0,0.0,0.0,0.99999998411379198,1.0,18.999999999999986,5.2463903981815636e-10,2.3585954182284008e-09,2.35858084670162e-09,6.3309246898572484e-15,4.5080283765354116e-16,1.0581845052428537e-08,6.925235240222111e-12,4.3167238064405581e-11,1.2445024028483331e-11,3.5957070265764832e-15,5.7271112821829378e-23,8.8530445421961994e-17,2.3271306536744263e-23,4.206497576713825e-17,2.9944569677262215e-22,2.9944598532999198e-22,2.5264965845649533e-28,3.5907413501852436e-29,1.2197552541520395e-18,9.7942178602898095e-52,9.101669729187525e-52,9.1016697813764309e-52,2.6377622478296987e-26,1.2247486155992648e-14,4.3846920632494423e-26,2.7725569242103525e-26,2.2706395520824834e-21,1.2635341303358417e-21,2.9795265432110899e-34,4.4498028687147018e-28
1.8776720566360222e-15,0.64567298049283,154.0,0.0,0.0,0.0,0.99999998145831093,1.0,18.999999999999982,6.1233827905824533e-10,2.7528601176306218e-09,2.7528425707874601e-09,8.6242400252922303e-15,5.2905061153501089e-16,1.2346879599706688e-08,9.4319582523439709e-12,5.0372784826360916e-11,1.6949741493885668e-11,4.897591673107236e-15,7.8197402871696948e-23,1.2058721428096261e-16,3.1722994214934307e-23,5.7302778048227743e-17,4.7207533118454912e-22,4.7207585182404274e-22,4.5583098688856736e-28,6.4807968858183496e-29,1.6616068939805421e-18,2.7367420828131267e-51,2.5432273767444114e-51,2.5432273926753391e-51,4.1584641589286615e-26,1.429526533871694e-14,5.9732643113148711e-26,4.2962433740797715e-26,3.57912519990146e-21,1.9916621394097416e-21,5.3782909494305285e-34,7.0151060307381448e-28
2.4155133719180773e-15,0.64567298049283,154.0,0.0,0.0,0.0,0.99999997614741365,1.0,18.999999999999968,7.8773675658024887e-10,3.5413889083734476e-09,3.541364944127261e-09,1.4272164831473657e-14,6.8554792515001023e-16,1.587365594729094e-08,1.5602733514598718e-11,6.4775005961419011e-11,2.8038959957624017e-11,8.10293520445412e-15,1.2980681523738012e-22,1.9951770287660294e-16,5.2542052279446744e-23,9.4830349028948233e-17,9.9053952459454674e-22,9.9054088707007501e-22,1.1927692187574641e-27,1.6970490095683419e-28,2.7497996261441143e-18,1.522307592807749e-50,1.4146654578282393e-50,1.4146654683460966e-50,8.7257263613575256e-26,1.8391232667546695e-14,9.8859429006830105e-26,8.7197939635212625e-26,7.5077686643183867e-21,4.1778193395986964e-21,1.4086866734650411e-33,1.4719572878174803e-27
2.9533546872001324e-15,0.6456729804928297,154.0,0.0,0.0,0.0,0.9999999708366023,1.0,18.999999999999947,9.6313523282469947e-10,4.3299168889124178e-09,4.3298858843910809e-09,2.1335115423900809e-14,8.4204918079984372e-16,1.93960465697402e-08,2.3314996156685469e-11,7.9165405432764521e-11,4.1898315013732279e-11,1.2109831281115156e-14,1.9442503333762701e-22,2.9819309602149229e-16,7.8578463816905982e-23,1.4176047248997481e-16,1.7942109122359452e-21,1.7942138618611385e-21,2.5820066000590555e-27,3.6761554146181975e-28,4.1106447397889232e-18,5.7162171556188027e-50,5.3120244832939163e-50,5.3120245277874633e-50,1.5805613462447278e-25,2.2487745281095036e-14,1.4779531161790471e-25,1.529247987543171e-25,1.3595268780466636e-20,7.565307206912214e-21,3.0522012253196571e-33,2.6662284052836408e-27
3.4911960024821875e-15,0.6456729804928298,154.0,0.0,0.0,0.0,0.99999996552587656,1.0,18.999999999999932,1.1385337077916128e-09,5.1184440599335896e-09,5.1184053916201427e-09,2.9813050739251552e-14,9.9854640581365528e-16,2.2914057177078853e-08,3.2566739218841916e-11,9.3543993398926467e-11,5.8524200049491369e-11,1.6917601957463413e-14,2.7205167965907619e-22,4.1659970938624261e-16,1.0982781603867855e-22,1.9809306213225856e-16,2.9504620708481847e-21,2.9504677194035543e-21,4.9441398433115695e-27,7.0440967631347572e-28,5.7441419564946982e-18,1.7443089633067938e-49,1.6209692430868887e-49,1.6209692581694275e-49,2.5991780320573439e-25,2.6584803179615987e-14,2.0654274355541775e-25,2.4354326966143596e-25,2.2350047582507852e-20,1.2437045373419236e-20,5.8498367945020687e-33,4.3844422661056115e-27
4.029037317764242e-15,0.6456729804928296,154.0,0.0,0.0,0.0,0.99999996021523663,1.0,18.999999999999911,1.3139321814810045e-09,5.9069704220959373e-09,5.9069234658549554e-09,3.970593042448562e-14,1.1550461139128621e-15,2.6427693370302702e-08,4.3355994062674164e-11,1.0791077982949575e-10,7.7913077317705744e-11,2.2525581886635996e-14,3.6268638324077476e-22,5.5472411311185276e-16,1.4628577816219256e-22,2.6382803307583543e-16,4.5254750252983175e-21,4.5254849335586759e-21,8.6718675323444988e-27,1.2363825547260903e-27,7.6502910005008155e-18,4.6246929759860463e-49,4.2976820503223946e-49,4.2976820947527995e-49,3.9867442348360001e-25,3.0682406363353098e-14,2.7510413424636298e-25,3.6179414025594345e-25,3.4270813876975498e-20,1.9070548377852069e-20,1.0270060185432971e-32,6.7249484989645083e-27
4.566878633046297e-15,0.6456729804928297,154.0,0.0,0.0,0.0,0.9999999549046823,1.0,18.999999999999886,1.4893306538928895e-09,6.6954959760516438e-09,6.6954401071348896e-09,5.1013715260531129e-14,1.3115422362063521e-15,2.993696058454179e-08,5.5680850348306286e-11,1.2226577440375651e-10,1.0006151383669646e-10,2.8933125086089907e-14,4.6632878351196168e-22,7.1255326839591891e-16,1.8794814544847253e-22,3.3896530280831511e-16,6.5835670221831761e-21,6.5835832746755383e-21,1.4223153985781188e-26,2.0293215148854114e-27,9.8290916038188682e-18,1.0978765886448837e-48,1.0202460374280661e-48,1.0202460491501611e-48,5.7999433537897998e-25,3.4780554832541805e-14,3.5348182547293869e-25,5.0985124251296038e-25,4.9841506022688114e-20,2.7735111494491115e-20,1.6860702837346671e-32,9.7833261017085768e-27
5.642561263610407e-15,0.6456729804928296,154.0,0.0,0.0,0.0,0.9999999442838301,1.0,18.99999999999984,1.8401275948841987e-09,8.2725446619066862e-09,8.2724690909874174e-09,7.787384369439029e-14,1.6245396474959206e-15,3.6942409763203217e-08,8.4929744648379699e-11,1.5094042662507431e-10,1.5262336641823769e-10,4.414432235870765e-14,7.1263523366079161e-22,1.0872737801036488e-15,2.8686930905310344e-22,5.1744640912333978e-16,1.2406009772126891e-20,1.2406047407709115e-20,3.2930047164575027e-26,4.7054959422265385e-27,1.5004646425813284e-17,4.9216451305744593e-48,4.5736374303550221e-48,4.5736374975738077e-48,1.0929777276757484e-24,4.2978487628228022e-14,5.3969546898783391e-25,9.0281704197864623e-25,9.3863673676921269e-20,5.2231957223619471e-20,3.9115533500306627e-32,1.8435645905409079e-26
6.572988860539801e-15,0.6456729804928294,154.0,0.0,0.0,0.0,0.99999993509744234,1.0,18.99999999999979,2.143554591945789e-09,9.636633640360739e-09,9.6365390066567666e-09,1.0567139146502369e-13,1.8952689684370815e-15,4.2987831795959875e-08,1.1516545830460321e-10,1.7570503773971126e-10,2.0695858706390259e-10,5.987504658789714e-14,9.6764445546371938e-22,1.4748448678712147e-15,3.8918418083239646e-22,7.0215975026118238e-16,1.9601393081448577e-20,1.9601462174568947e-20,6.044447842251579e-26,8.6485700249144252e-27,2.0360960819303475e-17,1.4307526863116079e-47,1.3295847988548802e-47,1.3295848216280177e-47,1.7269534372184894e-24,5.0071170052542938e-14,7.3245550283601428e-25,1.3540682753576924e-24,1.4822508906907119e-19,8.2482243596542303e-20,7.1924941692643758e-32,2.9128225166289671e-26
7.503416457469194e-15,0.6456729804928291,154.0,0.0,0.0,0.0,0.99999992591130926,1.0,18.999999999999734,2.4469815851844523e-09,1.1000720209213851e-08,1.1000604634539702e-08,1.3770271115034296e-13,2.165994592819483e-15,4.902025535346314e-08,1.4996985421590637e-10,2.004344960626935e-10,2.6950397807042167e-10,7.7989499975873193e-14,1.2615761597438373e-21,1.9212020571835419e-15,5.0701488832063445e-22,9.1500977749893296e-16,2.9149465442606247e-20,2.9149582498321677e-20,1.02386450000865e-25,1.4669143381838737e-26,2.6533223886057092e-17,3.6006891978844464e-47,3.3460863191124924e-47,3.3460863844007978e-47,2.5682587755377268e-24,5.7165484332182161e-14,9.5462538422478419e-25,1.914864099411278e-24,2.2031003963808758e-19,1.2259507618173218e-19,1.2204822887234537e-31,4.3317015588568436e-26
8.433844054398587e-15,0.6456729804928288,154.0,0.0,0.0,0.0,0.99999991672543043,1.0,18.99999999999967,2.7504085746002643e-09,1.2364804371790882e-08,1.2364665974840244e-08,1.7396759951111623e-13,2.4367250288582309e-15,5.5039708403418183e-08,1.8933310229135721e-10,2.2512885152635906e-10,3.402418742450738e-10,9.8484349848779378e-14,1.5944284780851447e-21,2.4262780851173123e-15,6.4033973894422091e-22,1.1559960634145171e-15,4.1383625857766078e-20,4.1383812299584049e-20,1.630501880403612e-25,2.3391435220638496e-26,3.3521434257554229e-17,8.1238381421541651e-47,7.549406288370922e-47,7.5494064530150769e-47,3.6462900338559603e-24,6.426143046838715e-14,1.2062172595037857e-24,2.589727472111964e-24,3.1260873096551406e-19,1.7395616959394181e-19,1.9470399808779469e-31,6.1497479862717503e-26
9.36427165132798e-15,0.6456729804928288,154.0,0.0,0.0,0.0,0.99999990753980528,1.0,18.999999999999599,3.0538355601933038e-09,1.3728886131430283e-08,1.372872302776271e-08,2.1446585300761666e-13,2.7074556467669155e-15,6.1046218896426495e-08,2.3324537845163343e-10,2.4978815406884757e-10,4.1915462119831789e-10,1.2135626307135995e-13,1.9661995392612915e-21,2.9900056809352662e-15,7.8913703712640758e-22,1.4251181799572087e-15,5.6637777883621957e-20,5.6638060688416614e-20,2.4728221459755265e-25,3.552228424760796e-26,4.1325590566348367e-17,1.6832830218157501e-46,1.5642591754948219e-46,1.5642592131488399e-46,4.9904918750871264e-24,7.1359008462403479e-14,1.4872432954480694e-24,3.3821200453524172e-24,4.276098400587657e-19,2.3795038776523986e-19,2.958081102835141e-31,8.4165834327946747e-26
1.1225126845186767e-14,0.6456729804928282,154.0,0.0,0.0,0.0,0.99999988916931415,1.0,18.999999999999435,3.6606895199113709e-09,1.6457042455187502e-08,1.6456824272288965e-08,3.0816164298382579e-13,3.2489100906162583e-15,7.3020523476902491e-08,3.3467790749152384e-10,2.9900179936815411e-10,6.0143438913391561e-10,1.7421799835427434e-13,2.8264904212075674e-21,4.2931475368331759e-15,1.1330625279679097e-21,2.0477681963373216e-15,9.7538866482707821e-20,9.7539448276356529e-20,5.0854638683895238e-25,7.3246651398537818e-26,5.9381735549939588e-17,6.018702694792064e-46,5.5931250447491335e-46,5.5931252073285362e-46,8.5949584876681081e-24,8.5559060028848816e-14,2.1376464246039576e-24,5.3293937361942385e-24,7.3562616451109262e-19,4.0935102397843963e-19,6.1049422520633892e-31,1.449469309022729e-25
1.2899896519659675e-14,0.6456729804928276,154.0,0.0,0.0,0.0,0.99999987263673473,1.0,18.999999999999272,4.2068580705845189e-09,1.8912374961814208e-08,1.8912100731575418e-08,4.0696392468546705e-13,3.7362163765353344e-15,8.3753412710561071e-08,4.4142691765175793e-10,3.4317469776116424e-10,7.9326816294422342e-10,2.2988983509350425e-13,3.7338355790605916e-21,5.6658918955374848e-15,1.4952946079861465e-21,2.7043734656810488e-15,1.4802177974946083e-19,1.4802279135197174e-19,8.8397845770929414e-25,1.2762298867488599e-25,7.8422787499738755e-17,1.5903381553452697e-45,1.4778868186270181e-45,1.4778868678492026e-45,1.3044208321943494e-23,9.8344687404869944e-14,2.8237959452372954e-24,7.5034437784925065e-24,1.1152940837686954e-18,6.2062333428026478e-19,1.0645550892183393e-30,2.1996747209385319e-25
1.4574666194132582e-14,0.645672980492827,154.0,0.0,0.0,0.0,0.99999985610496933,1.0,18.999999999999083,4.7530266088730736e-09,2.1367699734454854e-08,2.1367363302927796e-08,5.1947915060657465e-13,4.223523711428234e-15,9.4444799140754994e-08,5.6276326241234205e-10,3.8723479655302821e-10,1.0113161703117802e-09,2.9321183542856473e-13,4.767248423610623e-21,7.2276275711833631e-15,1.9073220605456595e-21,3.4521321830236367e-15,2.1347189418727365e-19,2.1347353767711257e-19,1.4357181685947533e-24,2.0776993586562838e-25,1.0010748317605928e-16,3.7276007679740064e-45,3.4640260408350043e-45,3.4640261707583257e-45,1.8813033297431481e-23,1.1113560201960876e-13,3.6055010777892921e-24,1.0082306929773877e-23,1.6069003265185063e-18,8.9418551240688209e-19,1.7344701799562266e-30,3.1723059589660551e-25
1.6249435868605492e-14,0.6456729804928263,154.0,0.0,0.0,0.0,0.99999983957401495,1.0,18.999999999998874,5.2991951347774789e-09,2.3823016792343881e-08,2.3822611987534573e-08,6.4570613676546783e-13,4.7108278740016788e-15,1.0509484323709518e-07,6.9863053990344799e-10,4.3118238375754942e-10,1.2554770540968353e-09,3.6416477311775937e-13,5.9267180700981767e-21,8.9779665856804202e-15,2.3690197408890412e-21,4.2910418583493915e-15,2.9583187048111275e-19,2.9583440246291145e-19,2.2112270241930112e-24,3.2075209474750856e-25,1.244358147079205e-16,7.9586847609727734e-45,7.3959355196123197e-45,7.3959358275573607e-45,2.6072884963197968e-23,1.2393180388037608e-13,4.4828326831428093e-24,1.3068846696870351e-23,2.2247326342798044e-18,1.237988196524458e-18,2.6797731068576159e-30,4.3962344233021647e-25
1.79242055430784e-14,0.6456729804928254,154.0,0.0,0.0,0.0,0.99999982304386859,1.0,18.999999999998643,5.8453636482981798e-09,2.6278326154661649e-08,2.6277846786584073e-08,7.856436993123121e-13,5.1981298936809874e-15,1.1570370484482254e-07,8.4897256770883708e-10,4.7501774664601152e-10,1.5256498515293314e-09,4.4272947071371145e-13,7.2122336350106539e-21,1.0916521961161698e-14,2.8802628218639256e-21,5.2211000019127538e-15,3.9704426113563926e-19,3.9704799895476643e-19,3.2633354964686311e-24,4.7447966336929878e-25,1.5140777424605599e-16,1.5773941886674176e-44,1.4658586933262672e-44,1.4658587603649299e-44,3.4995246274535171e-23,1.367332929945018e-13,5.4558616397186797e-24,1.6464587347318698e-23,2.9830230942683537e-18,1.6599510542124984e-18,3.9672561079463279e-30,5.9003303050332859e-25
2.1273744892024217e-14,0.6456729804928236,154.0,0.0,0.0,0.0,0.99999978998598804,1.0,18.999999999998117,6.9377006381902162e-09,3.1188921869073354e-08,3.1188274732764552e-08,1.1066458181059552e-12,6.1727319844242065e-15,1.367985169720743e-07,1.1928572002075412e-09,5.6235294504003473e-10,2.1436292332434125e-09,6.2261766697420973e-13,1.0161358985405326e-20,1.535673862509561e-14,4.0508873815889043e-21,7.3546517346048037e-15,6.637971461026754e-19,6.6380452099312356e-19,6.4348658062668955e-24,9.4001676956917292e-25,2.1328254604490087e-16,5.2611139489370324e-44,4.8891088173956608e-44,4.8891090847351426e-44,5.8513691593789314e-23,1.6235213301224769e-13,7.689295251296308e-24,2.4485970953485531e-23,4.9776391036797475e-18,2.7698869814352644e-18,7.8722562936547631e-30,9.8645167369597922e-25
2.4623284240970033e-14,0.6456729804928214,154.0,0.0,0.0,0.0,0.99999975693130405,1.0,18.999999999997506,8.0300375785526942e-09,3.609948703019786e-08,3.6098647150974565e-08,1.482476037215997e-12,7.1473279978198926e-15,1.5773050210727597e-07,1.5939719806082017e-09,6.4924267551948178e-10,2.8644543047329712e-09,8.3272394965841436e-13,1.361453741600081e-20,2.0545201118801342e-14,5.4182032737417852e-21,9.8527674651588748e-15,1.0292714575556741e-18,1.029284619237206e-18,1.1477207022003064e-23,1.6844603808617871e-24,2.857317361884118e-16,1.46519717802537e-43,1.3615957582271467e-43,1.3615958444732055e-43,9.0741094304733299e-23,1.8799212213187603e-13,1.030636938718999e-23,3.4144470703242758e-23,7.7035195995291533e-18,4.2867465999913485e-18,1.4129094756068475e-29,1.5295841972116729e-24
2.797282358991585e-14,0.6456729804928191,154.0,0.0,0.0,0.0,0.9999997238797933,1.0,18.99999999999681,9.1223744693890904e-09,4.1010021789779421e-08,4.1008964050717767e-08,1.9131248882681869e-12,8.1219175698230613e-15,1.7850091708785429e-07,2.0518751556059468e-09,7.3568921027553807e-10,3.6873312119716484e-09,1.0728966059961628e-12,1.7571681880864825e-20,2.647884861490861e-14,6.9812229908249527e-21,1.2715427280443706e-14,1.5090075509526351e-18,1.5090293502686116e-18,1.899806656844605e-23,2.8012258744008971e-24,3.6875528261547327e-16,3.5695976524467936e-43,3.3171988081710752e-43,3.3171990461185074e-43,1.3305078502372564e-22,2.1365326041272352e-13,1.3307651845460753e-23,4.5433699983232126e-23,1.1272566971661658e-17,6.2727997140244005e-18,2.3533661718077691e-29,2.2425280819990409e-24
3.132236293886167e-14,0.6456729804928163,154.0,0.0,0.0,0.0,0.99999969083143225,1.0,18.999999999996028,1.021471131070286e-08,4.5920526298799223e-08,4.5919225441495983e-08,2.3985829045402079e-12,9.096501183798385e-15,1.9911100904707409e-07,2.5661283827154341e-09,8.2169480990491249e-10,4.6114722303559708e-09,1.3429846852115021e-12,2.2032705349250863e-20,3.3154635904583879e-14,8.7389639852066962e-21,1.5942611270656737e-14,2.118544812382892e-18,2.1185788926848488e-18,2.9683307082512859e-23,4.3969578768191344e-24,4.6235312358436844e-16,7.8555355364028628e-43,7.3000888502465073e-43,7.3000894340670449e-43,1.8681666281782088e-22,2.3933554791443031e-13,1.6693710732302704e-23,5.8346469398846604e-23,1.5795818606973999e-17,8.7898347695120311e-18,3.699814511106534e-29,3.1483799959330306e-24
3.80214416367533e-14,0.6456729804928096,154.0,0.0,0.0,0.0,0.99999962474406712,1.0,18.999999999994209,1.2399384844776202e-08,5.5741445165296768e-08,5.5739581734154951e-08,3.5338885743646631e-12,1.1045650518554307e-14,2.3985516449935775e-07,3.7619484715742974e-09,9.9239218862693515e-10,6.7604259793358503e-09,1.9723070915242289e-12,3.246604125183653e-20,4.8720526544264686e-14,1.2834704234901611e-20,2.3490472153716675e-14,3.7891751423940408e-18,3.7892483207659552e-18,6.366108778374643e-23,9.517203793791627e-24,6.8127144376265428e-16,3.0846202516590024e-42,2.8665156431872273e-42,2.8665159262795965e-42,3.3421538009368559e-22,2.9076357082048488e-13,2.4622431742007062e-23,8.901325861407325e-23,2.8144811408412283e-17,1.5661626751008443e-17,8.0337339596935457e-29,5.6311899042019007e-24
4.4050612464855766e-14,0.6456729804928029,154.0,0.0,0.0,0.0,0.99999956527597988,1.0,18.999999999992284,1.4365590856108961e-08,6.4580170187399959e-08,6.4577712652170832e-08,4.7430160863950744e-12,1.2799864705258814e-14,2.7598891494395581e-07,5.0265751576191883e-09,1.1445342743448586e-09,9.0330289407065438e-09,2.6395091319822649e-12,4.3578436979036092e-20,6.5237713650300501e-14,1.7177060983949963e-20,3.1530019960243817e-14,5.8925330095242183e-18,5.8926635647183801e-18,1.1345461505172351e-22,1.7100434350088365e-23,9.1446140633474912e-16,8.6312399334415608e-42,8.020953818925333e-42,8.0209547351116232e-42,5.1984890329367844e-22,3.3712112237573369e-13,3.307992155779849e-23,1.2208867282457771e-22,4.3618742313095037e-17,2.4272338699058135e-17,1.4476082488524862e-28,8.7571522481438097e-24
