Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254)
4.990891371132834e-13,0.8720290967447244,154.0,0.0,0.0,0.0,0.99996926018082544,1.0,18.999999998493283,4.5264898798539493e-07,1.6582205235214554e-06,1.6575295083033849e-06,1.0643404852239464e-09,1.8329433301591085e-13,1.4715245429377056e-05,3.8814474778601975e-06,1.6555938368998705e-07,8.207455527232081e-06,4.226029752292289e-10,7.6619068169321949e-18,1.9436080895047699e-10,2.2211038106839615e-18,3.0410226686255799e-11,1.0829056210934348e-13,1.0830081087928803e-13,8.1307250374413318e-18,2.1180449071197468e-18,3.3039508062751678e-13,2.3985769855578283e-32,2.2091616033144614e-32,2.2091713811055939e-32,1.8183401364667608e-18,1.9603256004952441e-11,2.9809780270519871e-20,3.4571460544683415e-20
5.060296215518672e-13,0.8720290967445266,154.0,0.0,0.0,0.0,0.99996883528847069,1.0,18.999999998453312,4.589435540643306e-07,1.6812752758683939e-06,1.6805636947532478e-06,1.0939097244058098e-09,1.8584215699914909e-13,1.4810043619151653e-05,3.9701477407845358e-06,1.6696451698725579e-07,8.3950154950290016e-06,4.3272168813734473e-10,7.8747708169850598e-18,1.991027334790315e-10,2.2742857245074725e-18,3.1260136239847873e-11,1.1286660252897559e-13,1.1287735354173536e-13,8.5206212827219611e-18,2.2303914770752399e-18,3.396474344993153e-13,2.6418382064155058e-32,2.4332167696941812e-32,2.4332276890406159e-32,1.8956552002671746e-18,1.9885192928288032e-11,3.0671311898035714e-20,3.5406436273565146e-20
5.122760575465926e-13,0.8720290967443467,154.0,0.0,0.0,0.0,0.99996845292393888,1.0,18.999999998416929,4.6460866101997869e-07,1.7020244678881806e-06,1.701294094839457e-06,1.1208628092035617e-09,1.8813584885409547e-13,1.4893835061457504e-05,4.0504606813432639e-06,1.6821407393260993e-07,8.5648401674957094e-06,4.4189675504050188e-10,8.0688015924535334e-18,2.0340514917753135e-10,2.3225080280122633e-18,3.2035028410555173e-11,1.170935712204632e-13,1.1710478856569468e-13,8.8822412960471013e-18,2.3351039354486962e-18,3.480837820950353e-13,2.8785540020472905e-32,2.6512437020139667e-32,2.6512557467771237e-32,1.9670949842826524e-18,2.0139155103332961e-11,3.1457817826282393e-20,3.6163657706833202e-20
5.185224935413181e-13,0.8720290967441647,154.0,0.0,0.0,0.0,0.99996807059540771,1.0,18.999999998380158,4.7027376559283512e-07,1.7227735801412344e-06,1.72202414676107e-06,1.1481385295706178e-09,1.9043006308688413e-13,1.4976205378155399e-05,4.1312228778622764e-06,1.6944952764802746e-07,8.7356148142168883e-06,4.5113561090654817e-10,8.265154998233833e-18,2.077400560324198e-10,2.3710655959849919e-18,3.2819367746421133e-11,1.2142466858747948e-13,1.2143636605053629e-13,9.2541658385503321e-18,2.4432972182621807e-18,3.5662360955033756e-13,3.1332189501678939e-32,2.8858031125578089e-32,2.885816382952618e-32,2.040316489726766e-18,2.039332470503616e-11,3.2254889089226702e-20,3.6926250756581388e-20
5.247689295360435e-13,0.8720290967439808,154.0,0.0,0.0,0.0,0.99996768830234817,1.0,18.999999998343,4.7593886778310248e-07,1.7435226134354665e-06,1.7427538507112484e-06,1.1757366939909195e-09,1.9272347481889356e-13,1.505717868533296e-05,4.2124267058493677e-06,1.7067103736465635e-07,8.9073233130077237e-06,4.6043745063529811e-10,8.4638296558880821e-18,2.1210710410792038e-10,2.4199541969482589e-18,3.3613152818312116e-11,1.258611562935772e-13,1.2587334787689665e-13,9.6365443784248712e-18,2.5550389410600823e-18,3.6526691653071249e-13,3.4069506128681136e-32,3.1379243942855093e-32,3.1379389980612077e-32,2.1153420945296958e-18,2.0647701739170122e-11,3.3062548391504879e-20,3.7694149356505823e-20
5.310153655307689e-13,0.872029096743795,154.0,0.0,0.0,0.0,0.999967306044241,1.0,18.999999998305455,4.8160396759098046e-07,1.7642715685661966e-06,1.763483206883017e-06,1.2036571110638708e-09,1.9501698394928682e-13,1.5136778682355756e-05,4.2940646725623188e-06,1.7187876048342124e-07,9.0799498202721203e-06,4.6980147947011828e-10,8.6648241873576522e-18,2.1650594749044301e-10,2.4691696537905183e-18,3.4416382197472557e-11,1.3040429580773361e-13,1.3041699573116726e-13,1.0029526386497353e-17,2.6703970471454377e-18,3.7401370270558934e-13,3.7009224523266153e-32,3.4086884328061412e-32,3.4087044857200122e-32,2.1921941921970672e-18,2.0902286211507483e-11,3.3880818455901636e-20,3.8467288289109492e-20
5.372618015254943e-13,0.8720290967436074,154.0,0.0,0.0,0.0,0.99996692382057362,1.0,18.999999998267533,4.87269065016666e-07,1.7850204463192214e-06,1.7842122154692638e-06,1.2318995895036378e-09,1.9731083954433662e-13,1.5215028661429703e-05,4.3761294139856721e-06,1.7307285260629723e-07,9.2534787646100484e-06,4.792269128070067e-10,8.8681372155382606e-18,2.2093624421985447e-10,2.5187078427603011e-18,3.5229054455521029e-11,1.3505534840547237e-13,1.3506857110660576e-13,1.0433261334323457e-17,2.7894397990499037e-18,3.8286396774826385e-13,4.01636562588979e-32,3.6992292600963927e-32,3.6992468864087445e-32,2.2708951917091302e-18,2.1157078127821006e-11,3.4709722023252076e-20,3.9245603170035545e-20
5.497546735149451e-13,0.8720290967432264,154.0,0.0,0.0,0.0,0.99996615947454692,1.0,18.999999998190535,4.9859925272223208e-07,1.8265179727913839e-06,1.8256691906561115e-06,1.2893499658733129e-09,2.0189814617508809e-13,1.5367569890085315e-05,4.5415103480454064e-06,1.754207580515741e-07,9.6031829119785706e-06,4.9825890087150556e-10,9.2817132579534826e-18,2.2988984794503282e-10,2.618736165422603e-18,3.6882721896484887e-11,1.4468623705487052e-13,1.4470054949652761e-13,1.1273587927218586e-17,3.038853729899145e-18,4.0087493314782173e-13,4.7168739692658431e-32,4.3444384335454304e-32,4.3444596159182358e-32,2.4339336040142698e-18,2.1667284315467813e-11,3.6399520714073175e-20,4.0817507038945639e-20
5.622475455043958e-13,0.8720290967428377,154.0,0.0,0.0,0.0,0.99996539526032413,1.0,18.999999998112013,5.0992943090131782e-07,1.8680151989439877e-06,1.8671247778122382e-06,1.3480862950556058e-09,2.0648726443256717e-13,1.5514980988856219e-05,4.7085130366729823e-06,1.7771596404831505e-07,9.9563163449798196e-06,5.1752733204735067e-10,9.7045467824590742e-18,2.3896525535084831e-10,2.7200071948217382e-18,3.8574143721414543e-11,1.5476390866404192e-13,1.5477937121678152e-13,1.2158719886359676e-17,3.3038328531930554e-18,4.192998101896554e-13,5.5195303744341662e-32,5.0837346073340264e-32,5.0837599578702875e-32,2.6046369054101217e-18,2.2178320348293261e-11,3.8132126743747542e-20,4.240936181252512e-20
5.747404174938465e-13,0.8720290967424413,154.0,0.0,0.0,0.0,0.99996463117408729,1.0,18.999999998031974,5.2125959955539397e-07,1.9095121307190546e-06,1.9085789784758576e-06,1.4081070508987167e-09,2.1106957572803557e-13,1.565743425512756e-05,4.8770830066851733e-06,1.7995965242495488e-07,1.0312763878667169e-05,5.370262837158341e-10,1.0136626804216486e-17,2.4815986918026716e-10,2.8224898026247941e-18,4.0303308516608371e-11,1.6529844646151622e-13,1.6531512124856546e-13,1.3089852860957742e-17,3.5849341882905629e-18,4.3813859639503752e-13,6.4364727371175029e-32,5.9282982514385226e-32,5.9283284705280201e-32,2.7831849246993527e-18,2.2690186272479212e-11,3.9907722690423861e-20,4.402068148319999e-20
5.872332894832973e-13,0.8720290967420377,154.0,0.0,0.0,0.0,0.99996386721213282,1.0,18.999999997950432,5.3258975868588874e-07,1.9510087738782156e-06,1.950031794183059e-06,1.4694107090633406e-09,2.1566814352622133e-13,1.5795096201770658e-05,5.0471676137187514e-06,1.8215297848688645e-07,1.0672414195180904e-05,5.5674998165722066e-10,1.0577942344682081e-17,2.5747115046455083e-10,2.9261536404870675e-18,4.2070204874137741e-11,1.762999306146668e-13,1.7631788151623474e-13,1.4068182367850983e-17,3.8827192001007818e-18,4.5739128934176506e-13,7.4809720679658026e-32,6.8903536349098876e-32,6.8903895216949199e-32,2.9697577345092909e-18,2.3202882134204837e-11,4.1726491418492785e-20,4.5650992221254958e-20
5.99726161472748e-13,0.8720290967416267,154.0,0.0,0.0,0.0,0.99996310337086325,1.0,18.999999997867384,5.4391990829419074e-07,1.992505134123088e-06,1.9914832264678987e-06,1.5319957469503166e-09,2.2022755878675081e-13,1.592812801507882e-05,5.2187158974504327e-06,1.8429707275520854e-07,1.1035159537607067e-05,5.7669278984970213e-10,1.1028482454817894e-17,2.6689661470209777e-10,3.0309690863412556e-18,4.387482139156852e-11,1.8777843834962717e-13,1.8779773100679865e-13,1.5094903757390555e-17,4.1977534140693967e-18,4.7705788666029342e-13,8.6674803750881392e-32,7.9832129421705664e-32,7.9832554057363732e-32,3.1645356413202276e-18,2.3716407979645067e-11,4.3588616067600758e-20,4.7299831537754463e-20
6.122190334621988e-13,0.8720290967412077,154.0,0.0,0.0,0.0,0.99996233964678694,1.0,18.999999997782847,5.5525004838165024e-07,2.034001216827528e-06,2.0329332768623923e-06,1.595860643717436e-09,2.2488287822175488e-13,1.6056685633378696e-05,5.3916785567432868e-06,1.8639304113148658e-07,1.1400895657423911e-05,5.9684920928350262e-10,1.148823615638403e-17,2.7643383149635742e-10,3.1369072384023713e-18,4.5717146671986904e-11,1.997440439213909e-13,1.9976474573992714e-13,1.6171212197942589e-17,4.5306063382421026e-18,4.9713838603325238e-13,1.0011710979760656e-31,9.2213502644856165e-32,9.2214003360218554e-32,3.3676991875432523e-18,2.4230763854969585e-11,4.5494280055589435e-20,4.8966748187207097e-20
6.247119054516495e-13,0.8720290967407818,154.0,0.0,0.0,0.0,0.99996157603651903,1.0,18.999999997696818,5.6658017894957708e-07,2.0754970275438352e-06,2.0743819468964162e-06,1.6610038803652934e-09,2.2944886406284912e-13,1.6180919599015905e-05,5.5660079964426395e-06,1.8844196404181292e-07,1.1769521913453035e-05,6.1721388250580139e-10,1.1957192555375437e-17,2.8608042643688168e-10,3.2439399385986018e-18,4.7597169324246512e-11,2.1220681846725028e-13,2.1222899862147094e-13,1.7298302659270739e-17,4.8818515613627689e-18,5.1763278519724841e-13,1.153076743017144e-31,1.0620520360926581e-31,1.0620579207383113e-31,3.5794291629024078e-18,2.4745949806341835e-11,4.7443667092339933e-20,5.0651302540450034e-20
6.372047774411002e-13,0.8720290967403481,154.0,0.0,0.0,0.0,0.99996081253678115,1.0,18.999999997609308,5.779102999992419e-07,2.1169925714462352e-06,2.1158292380977287e-06,1.7274239397267332e-09,2.3397992727314845e-13,1.630097522590883e-05,5.7416582744026071e-06,1.9044489699781437e-07,1.2140941159845635e-05,6.3778159020814624e-10,1.2435340717868061e-17,2.9583407986642711e-10,3.3520397551375643e-18,4.9514877962906285e-11,2.2517683002319497e-13,2.2520055945969027e-13,1.8477369890139957e-17,5.2520666051755452e-18,5.3854108194149458e-13,1.3243196541846192e-31,1.2197807525357589e-31,1.2197876463849977e-31,3.7999066029160656e-18,2.5261965879917951e-11,4.9436961178376139e-20,5.2353066304599345e-20
6.49697649430551e-13,0.8720290967399077,154.0,0.0,0.0,0.0,0.99996004914439351,1.0,18.99999999752033,5.8924041153187894e-07,2.1584878535500641e-06,2.1572751519920164e-06,1.7951193064338822e-09,2.3855702257404778e-13,1.6416992880346638e-05,5.9185850127095915e-06,1.92402871618599e-07,1.2515059558362277e-05,6.5854724515413187e-10,1.292266971607056e-17,3.0569252463507582e-10,3.461179950404252e-18,5.1470261208088527e-11,2.3866414357764572e-13,2.3868949501872585e-13,1.9709608395511751e-17,5.6418326845845677e-18,5.5986327410552955e-13,1.5169054279294755e-31,1.3971686284546738e-31,1.3971766797703737e-31,4.0293127842834629e-18,2.5778812121845594e-11,5.1474346600023849e-20,5.4071622024765054e-20
6.621905214200017e-13,0.8720290967394594,154.0,0.0,0.0,0.0,0.99995928585626981,1.0,18.999999997429882,6.0057051354868739e-07,2.1999828788469246e-06,2.1987196901029394e-06,1.8640884668894509e-09,2.431598368293456e-13,1.6529108327916255e-05,6.0967452879985274e-06,1.9431689684900878e-07,1.289178634644383e-05,6.7950588485858162e-10,1.3419168659962893e-17,3.1565354342294099e-10,3.5713344423533427e-18,5.3463307685333721e-11,2.5267882111691211e-13,2.5270586906372867e-13,2.0996212408916046e-17,6.0517344076738428e-18,5.815993595764523e-13,1.7330028429886527e-31,1.5962134418728177e-31,1.5962228171744143e-31,4.2678292207275825e-18,2.6296488578262108e-11,5.3556007925438332e-20,5.5806562483325994e-20
6.746833934094525e-13,0.8720290967390043,154.0,0.0,0.0,0.0,0.99995852266941276,1.0,18.999999997337973,6.119006060508333e-07,2.2414776522128296e-06,2.240162853952137e-06,1.9343299092709004e-09,2.477627234876764e-13,1.6637452941074211e-05,6.2760975658274143e-06,1.9618795961320717e-07,1.3271033698444663e-05,7.0065266751369718e-10,1.3924826669443257e-17,3.2571496730381148e-10,3.682477783213906e-18,5.5494006025567803e-11,2.6723092161521252e-13,2.6725974235067881e-13,2.2338375876299992e-17,6.4823595900590734e-18,6.0374933628736458e-13,1.9749588204994476e-31,1.8190770790620736e-31,1.8190879650391355e-31,4.5156376632552507e-18,2.68149952952928e-11,5.5682130005795026e-20,5.7557490365619888e-20
6.871762653989032e-13,0.8720290967385418,154.0,0.0,0.0,0.0,0.99995775958091515,1.0,18.999999997244604,6.2323068903944936e-07,2.2829721783975567e-06,2.2816046450592039e-06,2.0058421235555665e-09,2.5234412654404497e-13,1.6742153654927899e-05,6.4566017146574071e-06,1.9801702458674245e-07,1.365271675519397e-05,7.2198287321586624e-10,1.443963288238649e-17,3.3587467624607541e-10,3.7945851659003167e-18,5.7562344865175004e-11,2.8233050099142666e-13,2.8236117258317322e-13,2.3737292459442709e-17,6.9342992872108001e-18,6.2631320221783754e-13,2.24530502243016e-31,2.0680916138382633e-31,2.0681042193593289e-31,4.7729201034599125e-18,2.7334332319050613e-11,5.7852897979390636e-20,5.9324018360561914e-20
6.996691373883539e-13,0.8720290967380717,154.0,0.0,0.0,0.0,0.99995699658796178,1.0,18.999999997149789,6.3456076251563363e-07,2.3244664619573744e-06,2.3230450649416686e-06,2.0786236015348426e-09,2.5695259036991153e-13,1.6843332912489932e-05,6.6382190231611026e-06,1.9980503397948836e-07,1.4036753660594528e-05,7.4349190521632292e-10,1.4963576418301198e-17,3.4613059958974034e-10,3.9076324307443976e-18,5.966831284604512e-11,2.9798761208495022e-13,2.9802021438833005e-13,2.5194155539952758e-17,7.4081478398920137e-18,6.4929095539437889e-13,2.5467608840031712e-31,2.3457621015778212e-31,2.3457766597490425e-31,5.0398587754383038e-18,2.7854499695636108e-11,6.0068497273903921e-20,6.1105769263245546e-20
7.121620093778047e-13,0.8720290967375949,154.0,0.0,0.0,0.0,0.99995623368782283,1.0,18.999999997053532,6.4589082648045265e-07,2.3659605074791418e-06,2.3644841151150322e-06,2.1526728367898965e-09,2.6148863977023243e-13,1.6941108942572631e-05,6.8209121123639659e-06,2.01552908531748e-07,1.442306537584354e-05,7.651752839648295e-10,1.5496646490171817e-17,3.5648071385734606e-10,4.0215960337030105e-18,6.1811898615454172e-11,3.1421230469411992e-13,3.1424691935495437e-13,2.6710158198626733e-17,7.9045026358218299e-18,6.7268259388819874e-13,2.8822454891479019e-31,2.6547775204527615e-31,2.6547942908511552e-31,5.3166361522993183e-18,2.8375497471136045e-11,6.2329113603030879e-20,6.2902375486188389e-20
7.246548813672554e-13,0.8720290967371108,154.0,0.0,0.0,0.0,0.99995547087784531,1.0,18.99999999695584,6.5722088093494371e-07,2.4074543190652429e-06,2.4059217970928279e-06,2.227988324658693e-09,2.662294914256998e-13,1.7035596213959285e-05,7.0046447920544969e-06,2.0326154911590173e-07,1.4811575375808192e-05,7.87028637482976e-10,1.6038832109470907e-17,3.6692303923410485e-10,4.1364529970499924e-18,6.3993090825886389e-11,3.3101462562735769e-13,3.310513360842609e-13,2.8286493185067138e-17,8.4239637180702674e-18,6.964881158114831e-13,3.2548985098330534e-31,2.9980300634003783e-31,2.9980493346111849e-31,5.6034349412859176e-18,2.8897325691620698e-11,6.4634932962108941e-20,6.4713478269400539e-20
7.371477533567062e-13,0.8720290967366194,154.0,0.0,0.0,0.0,0.99995470815545362,1.0,18.999999996856712,6.6855092588011616e-07,2.4489479014039182e-06,2.4473581123866046e-06,2.3045685622520077e-09,2.7076005346797933e-13,1.7126905506438642e-05,7.1893820383260861e-06,2.0493183693934242e-07,1.5202209601537367e-05,8.0904770003393478e-10,1.6590122688499295e-17,3.774556391219188e-10,4.2521808997501799e-18,6.621187813506043e-11,3.4840461867388717e-13,3.4844351016052788e-13,2.992435292012764e-17,8.9671337205728697e-18,7.2070751931703054e-13,3.6680944514040261e-31,3.3786282631291953e-31,3.3786503555039715e-31,5.9004380856903499e-18,2.9419984403142987e-11,6.698614163102283e-20,6.6538727571192505e-20
7.496406253461569e-13,0.872029096736121,154.0,0.0,0.0,0.0,0.99995394551815042,1.0,18.999999996756152,6.7988096131694894e-07,2.490441258523855e-06,2.4887930625058953e-06,2.3824120484782851e-09,2.7521490864778304e-13,1.7215143750458846e-05,7.3750900442717314e-06,2.0656463296768878e-07,1.5594896567456897e-05,8.3122831554517652e-10,1.7150507347632826e-17,3.8807662140695637e-10,4.3687578984796388e-18,6.8468249206026057e-11,3.6639232456207077e-13,3.6643348410958799e-13,3.1624929511175372e-17,9.5346180061333787e-18,7.4534080259939214e-13,4.1254452976396588e-31,3.7998994297078852e-31,3.7999246981830922e-31,6.2078287682625864e-18,2.9943473651738768e-11,6.9382926178042803e-20,6.8377782348986107e-20
7.608842101366626e-13,0.8720290967356664,154.0,0.0,0.0,0.0,0.99995325921532718,1.0,18.999999996664442,6.9007798508125401e-07,2.5277850904425858e-06,2.526083351635083e-06,2.4535500244549207e-09,2.7944061745453446e-13,1.7292017765291567e-05,7.5430302677074066e-06,2.0800278943498042e-07,1.5950012876705471e-05,8.513256491861202e-10,1.7662619897622029e-17,3.9770954387852988e-10,4.4743855780728111e-18,7.0531107920508351e-11,3.8310060054337567e-13,3.8314387724480282e-13,3.3210056375349132e-17,1.0066645051805332e-17,7.6786462330360874e-13,4.577996673405319e-31,4.2167511733602739e-31,4.2167796347607311e-31,6.493513320529114e-18,3.0415324122707383e-11,7.1579154076641248e-20,7.0044460589843414e-20
7.721277949271683e-13,0.8720290967352062,154.0,0.0,0.0,0.0,0.99995257297775075,1.0,18.999999996571589,7.0027500114524841e-07,2.5651287462239061e-06,2.5633725372916839e-06,2.5257089256039945e-09,2.8348743683315336e-13,1.7366560652175106e-05,7.7117073526471075e-06,2.0941185912650179e-07,1.6306687334108909e-05,8.7154767914075348e-10,1.8182082121248193e-17,4.0741123961163993e-10,4.5806686408468874e-18,7.2624392046148722e-11,4.0030846985991908e-13,4.0035393698178549e-13,3.4847817826783362e-17,1.0619304039681879e-17,7.9072368393798973e-13,5.0724294516499774e-31,4.6721819709569879e-31,4.6722139727489585e-31,6.7878942239797497e-18,3.0887847399514788e-11,7.3812586201239833e-20,7.1721815654114345e-20
7.83371379717674e-13,0.8720290967347404,154.0,0.0,0.0,0.0,0.9999518868037508,1.0,18.999999996477584,7.1047200950958923e-07,2.6024722284054354e-06,2.6006606205720473e-06,2.5988876613146727e-09,2.8764104708874225e-13,1.7438843128494967e-05,7.8810989412302152e-06,2.1079243039677831e-07,1.6664872663396008e-05,8.9189158694321635e-10,1.8708885993082495e-17,4.1718041559953403e-10,4.6875922741699323e-18,7.4748093329102367e-11,4.1802324591827083e-13,4.1807097804178678e-13,3.6539082217038203e-17,1.1193041298956715e-17,8.1391798326695227e-13,5.6119241013871275e-31,5.1691216688583048e-31,5.1691575904323854e-31,7.0911055088001089e-18,3.1361043515681199e-11,7.6083359153044118e-20,7.340961626211131e-20
7.934906060291291e-13,0.872029096734316,154.0,0.0,0.0,0.0,0.9999512693001642,1.0,18.999999996392017,7.1964931045482249e-07,2.6360812162901368e-06,2.6342189538977877e-06,2.6656195815513929e-09,2.9140390693120599e-13,1.7502021445878991e-05,8.0341443328564674e-06,2.1201105514087182e-07,1.6988493323343629e-05,9.1030303097488116e-10,1.9189280151994025e-17,4.2602932186679397e-10,4.7843592560759423e-18,7.6685424334177482e-11,4.3440599256551783e-13,4.3445582804502073e-13,3.8107682693634158e-17,1.1727796809317154e-17,8.3507948074514519e-13,6.1387801621096009e-31,5.6544211941133099e-31,5.6544609962105494e-31,7.3716565414918013e-18,3.1787495325576198e-11,7.8159094268973381e-20,7.4937380774368488e-20
8.036098323405842e-13,0.8720290967338874,154.0,0.0,0.0,0.0,0.99995065184560239,1.0,18.999999996305519,7.2882660516431175e-07,2.6696900678364058e-06,2.6677763959831996e-06,2.733175891917106e-09,2.9517989195021326e-13,1.7563472931256546e-05,8.1877355602219182e-06,2.1320747532104686e-07,1.7313268195798518e-05,9.2880899921412094e-10,1.9675609023579663e-17,4.349309550457987e-10,4.8816230419824253e-18,7.8647380541508186e-11,4.5121058459251441e-13,4.5126258586481844e-13,3.9720956452227169e-17,1.2280315851873347e-17,8.565125197181732e-13,6.7074587220644649e-31,6.1782459378458834e-31,6.1782899823425499e-31,7.6595667985372997e-18,3.2214492186908865e-11,8.0265286101141057e-20,7.6473261789249628e-20
8.137290586520393e-13,0.8720290967334537,154.0,0.0,0.0,0.0,0.99995003443894037,1.0,18.999999996218108,7.380038936385017e-07,2.7032987851532259e-06,2.7013329476248453e-06,2.80155579977715e-09,2.9878687350191825e-13,1.7623244735207066e-05,8.3418577162981582e-06,2.1438209532831124e-07,1.7639165759465783e-05,9.474075680755437e-10,2.0167867028024001e-17,4.4388442641968278e-10,4.9793735212711579e-18,8.0633955941060027e-11,4.6844234933714986e-13,4.684965798000143e-13,4.137953606132318e-17,1.2850926803028531e-17,8.7821709933536857e-13,7.3206870104660107e-31,6.7431082545065546e-31,6.7431569317926706e-31,7.9549343091570935e-18,3.2642034124086315e-11,8.2402034622533215e-20,7.8017101460043133e-20
8.238482849634944e-13,0.8720290967330161,154.0,0.0,0.0,0.0,0.99994941707907803,1.0,18.999999996129784,7.4718117587782738e-07,2.7369073697509569e-06,2.7348886096184572e-06,2.8707585132539708e-09,3.0260278847267972e-13,1.7681382750404595e-05,8.4964962917535494e-06,2.1553531229715273e-07,1.7966155333990578e-05,9.6609685246475445e-10,2.0666048201994699e-17,4.5288886321884272e-10,5.0776007873656678e-18,8.2645144524969021e-11,4.8610661284177816e-13,4.8616313685459123e-13,4.3084053937994422e-17,1.3439958875210011e-17,9.0019321876068354e-13,7.9813335567394799e-31,7.3516506767892821e-31,7.3517044076292525e-31,8.2578572028554285e-18,3.3070121161505542e-11,8.4569439928704463e-20,7.9568745098634873e-20
8.339675112749495e-13,0.8720290967325739,154.0,0.0,0.0,0.0,0.99994879976494289,1.0,18.999999996040554,7.5635845188271339e-07,2.7705158240071886e-06,2.7684433827589391e-06,2.9407832412271057e-09,3.0610067538425484e-13,1.7737931651972786e-05,8.6516371621946577e-06,2.1666751625524764e-07,1.8294207052979804e-05,9.8487500488224835e-10,2.1170147236289151e-17,4.6194340829193092e-10,5.1762951283720501e-18,8.4680940287533912e-11,5.0420869985237753e-13,5.0426758273680823e-13,4.4835142347767131e-17,1.4047742082956536e-17,9.2244087717254298e-13,8.6924141868193204e-31,8.0066514406839975e-31,8.0067106781819837e-31,8.5684337093361646e-18,3.34987533235532e-11,8.6767602237904509e-20,8.1128041101972681e-20
8.430748149552591e-13,0.8720290967321717,154.0,0.0,0.0,0.0,0.99994824422045092,1.0,18.99999999595946,7.6461799495700874e-07,2.800763322287511e-06,2.79864191927226e-06,3.0045076655498557e-09,3.0958401167635689e-13,1.7787502895805288e-05,8.7916820499664142e-06,2.1766885026863314e-07,1.8590337717146613e-05,1.001849827901076e-09,2.1628890983570157e-17,4.7013464570440708e-10,5.265511521939298e-18,8.6534190649636568e-11,5.2087931711119366e-13,5.2094037962597528e-13,4.6451462170715108e-17,1.4611052610931963e-17,9.4269593490924093e-13,9.3781221062975834e-31,8.6382822803815098e-31,8.6383468896482098e-31,8.8545776721613954e-18,3.3884988371100475e-11,8.8772328483644691e-20,8.2537827491004426e-20
8.521821186355687e-13,0.8720290967317657,154.0,0.0,0.0,0.0,0.99994768871140316,1.0,18.999999995877637,7.7287753298204075e-07,2.8310107177576446e-06,2.8288397370360527e-06,3.0688967057685361e-09,3.1280743291841248e-13,1.7835852983026366e-05,8.9321129222156881e-06,2.1865374816089857e-07,1.8887284578745233e-05,1.0188938745671575e-09,2.2092419452890728e-17,4.783651864625847e-10,5.3550917428931042e-18,8.8407363588502433e-11,5.3791276330219208e-13,5.3797605984030378e-13,4.810647685327156e-17,1.519006125845863e-17,9.6317093799254239e-13,1.0109661005361372e-30,9.3121314955398322e-31,9.312201897942769e-31,9.1470724602565127e-18,3.4271665007104531e-11,9.0802122411485398e-20,8.3953585858810957e-20
8.603786919478474e-13,0.8720290967313976,154.0,0.0,0.0,0.0,0.99994718878296129,1.0,18.999999995803368,7.8031111288768919e-07,2.8582332863704319e-06,2.8560171589701484e-06,3.1274146131854888e-09,3.1594551053216824e-13,1.7878348841540429e-05,9.0588228614634433e-06,2.195263264010355e-07,1.9155217977519473e-05,1.034291652945406e-09,2.2513682232773153e-17,4.8580578737989379e-10,5.4360194979997021e-18,9.011024942175796e-11,5.5355628965211251e-13,5.5362164389810396e-13,4.9629454869811232e-17,1.5724791121699964e-17,9.8178649356791868e-13,1.0809314197248226e-30,9.956611140600138e-31,9.9566871402076531e-31,9.4158070814902591e-18,3.4620051552313887e-11,9.265043040803292e-20,8.5232788283530576e-20
8.68575265260126e-13,0.8720290967310265,154.0,0.0,0.0,0.0,0.9999466888821168,1.0,18.999999995728512,7.8774468870387696e-07,2.8854557735897413e-06,2.8831939996059307e-06,3.1864699746611149e-09,3.1893176675365634e-13,1.7919901342571092e-05,9.1858309746278946e-06,2.2038600349633659e-07,1.9423781891604194e-05,1.0497435642482568e-09,2.293881422950761e-17,4.9327731831850428e-10,5.5172317664373303e-18,9.1829265812088899e-11,5.6949967669521595e-13,5.6956713378931869e-13,5.118448453572665e-17,1.6272609567059813e-17,1.0005802040035815e-12,1.1550047462897057e-30,1.0638932963471422e-30,1.063901494572953e-30,9.6897964438569836e-18,3.4968795811494197e-11,9.451915611390707e-20,8.6516668963067343e-20
8.767718385724047e-13,0.8720290967306522,154.0,0.0,0.0,0.0,0.99994618900835841,1.0,18.999999995653059,7.9517826043080693e-07,2.9126781800859316e-06,2.9103702593638569e-06,3.2460623715810266e-09,3.2199186295048521e-13,1.7960531424401006e-05,9.3131306419055717e-06,2.2123297016659561e-07,1.9692962323254751e-05,1.0652487139557053e-09,2.3367812240939451e-17,5.0077936013925942e-10,5.5987238476144593e-18,9.3564409572992822e-11,5.8574575110050834e-13,5.8581535669582002e-13,5.277190150257968e-17,1.6833693809193757e-17,1.0195520688961901e-12,1.2333850027281168e-30,1.136092950970906e-30,1.1361017882585576e-30,9.9690929911506654e-18,3.5317897797579271e-11,9.6408353084717763e-20,8.7805154494600849e-20
