Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951)
1.9148775370578225e-12,0.552470156343106,154.0,0.0,0.0,0.0,0.99999809767216763,1.0,18.999999997141227,1.3662881986016731e-07,6.1114807656210395e-07,6.098490790767087e-07,2.0765571831377318e-09,2.2218548209016655e-13,1.5233372549812451e-07,1.610341165067992e-07,2.6139112844934942e-10,2.2820981668714854e-07,7.8055728738007484e-10,2.8333332591948894e-17,3.0525371417545233e-12,7.2103111605309833e-18,2.1837400981958127e-12,8.2876206441210057e-15,8.2905476085312509e-15,2.1853472524253886e-18,7.4161329184268729e-19,2.0393242750152189e-13,8.5119968400059773e-34,8.0174909176543391e-34,8.0174966666826504e-34,5.2125897686913245e-18,1.4355778456655201e-12,3.0003713394289634e-21,1.6744320433609165e-20,1.2648645537804792e-14,8.9252777586685189e-15,3.8659818442560615e-24,1.8535317854880568e-20,1.0527447862849638e-31,1.1323262149605423e-25,4.2952616538166788e-25,3.1623387313389206e-25,5.403951490984413e-29
1.9337783835628555e-12,0.5524701563429391,154.0,0.0,0.0,0.0,0.99999807892297721,1.0,18.999999997088302,1.3797741448457753e-07,6.1717612469586403e-07,6.1584816257253202e-07,2.117465520535384e-09,2.2441654402597269e-13,1.524952603206339e-07,1.6316813506339709e-07,2.6206000030898734e-10,2.3123404579582835e-07,7.9255233785172892e-10,2.8891490726728848e-17,3.1117457570992169e-12,7.3211060381850822e-18,2.2269289188480872e-12,8.5350675366873669e-15,8.5380910595994279e-15,2.255184439865481e-18,7.6833445055538252e-19,2.0797690443744242e-13,9.1170860546103614e-34,8.5874297404963748e-34,8.5874359590390574e-34,5.3700789614487996e-18,1.4538117473124769e-12,3.0680767111920276e-21,1.7003366162340227e-20,1.295821364769102e-14,9.1437173143653534e-15,4.0216410811045438e-24,1.9089072414991889e-20,1.1059045456527428e-31,1.1690970489279252e-25,4.4684564584016033e-25,3.2987317973179563e-25,5.6949372342687862e-29
1.9526792300678885e-12,0.5524701563427706,154.0,0.0,0.0,0.0,0.99999806017390724,1.0,18.999999997034944,1.393260090395923e-07,6.2320413182584439e-07,6.2184685198156892e-07,2.1587672533400341e-09,2.2635096546076698e-13,1.5265131578013893e-07,1.6530437674491857e-07,2.627140745179676e-10,2.3426142542387907e-07,8.0458842255454053e-10,2.9455042056475486e-17,3.1715080841753165e-12,7.4322906895932917e-18,2.2705380368111603e-12,8.7873837898979834e-15,8.7905060178161065e-15,2.3264999607630318e-18,7.9572377539176025e-19,2.1206107961016689e-13,9.758660778845399e-34,9.1917347746475228e-34,9.1917414959099741e-34,5.5307400673466077e-18,1.4721250558438013e-12,3.1366965025245595e-21,1.7263081659199621e-20,1.3271856656755022e-14,9.3650321799005217e-15,4.1819691505886203e-24,1.9653737619680044e-20,1.1611938318743996e-31,1.2066678853368761e-25,4.6468582316182576e-25,3.4395305404633344e-25,5.9984074833372125e-29
1.9715800765729215e-12,0.552470156342601,154.0,0.0,0.0,0.0,0.99999804142495408,1.0,18.999999996981153,1.406746035252117e-07,6.29232098086758e-07,6.2784514746509946e-07,2.2004622203010491e-09,2.2858047252960909e-13,1.5280207699846743e-07,1.6744276644076095e-07,2.6335367762521428e-10,2.3729184912819636e-07,8.1666481505140917e-10,3.002396149266318e-17,3.2318239094226503e-12,7.5438484758100103e-18,2.3145673768783095e-12,9.0446165520356292e-15,9.0478396561625206e-15,2.3993093126822298e-18,8.2379046714928604e-19,2.1618495277718138e-13,1.0438542145974694e-33,9.8321213843831003e-34,9.8321286435722702e-34,5.6946059180156951e-18,1.4905177703966823e-12,3.2062358895858333e-21,1.7523508574755129e-20,1.358957864991945e-14,9.5892252363876472e-15,4.3470593170180287e-24,2.0229419528686408e-20,1.2186763240686379e-31,1.2450477078514701e-25,4.830571451989299e-25,3.5848304148815962e-25,6.3147642969136315e-29
1.9904809230779545e-12,0.5524701563424299,154.0,0.0,0.0,0.0,0.99999802267611348,1.0,18.999999996926928,1.4202319794143596e-07,6.3526002436189463e-07,6.3384304918433741e-07,2.2425502602356404e-09,2.3093520030528673e-13,1.5294772285728157e-07,1.6958323157218183e-07,2.6397912891500384e-10,2.4032521405370542e-07,8.2878080191863897e-10,3.0598233957255969e-17,3.292693024014846e-12,7.6557676059922651e-18,2.359016863863852e-12,9.3068129627036154e-15,9.3101391389521328e-15,2.4736279903338742e-18,8.5254374118027258e-19,2.203485237005455e-13,1.1158625765804666e-33,1.0510375085932157e-33,1.0510382920361737e-33,5.8617093805090055e-18,1.5089898901133392e-12,3.2767000581196976e-21,1.7784855990993855e-20,1.3911383571813004e-14,9.8162992659419196e-15,4.5170058192508067e-24,2.0816224191035172e-20,1.278417010802439e-31,1.2842455099777367e-25,5.0197017035932177e-25,3.7347279694925994e-25,6.6444187075484839e-29
2.0093817695829875e-12,0.5524701563422574,154.0,0.0,0.0,0.0,0.99999800392738225,1.0,18.999999996872269,1.4337179228826523e-07,6.4128791174611849e-07,6.398405573004473e-07,2.2850312120082966e-09,2.3302455010686089e-13,1.5308842780022711e-07,1.7172570136110223e-07,2.6459074254463499e-10,2.4336141989714441e-07,8.409356788923066e-10,3.117786879117731e-17,3.3541152224664022e-12,7.7680466734135612e-18,2.4038864225967815e-12,9.5740201554538365e-15,9.577451624455338e-15,2.5494714864394666e-18,8.819928231587376e-19,2.2455179214583114e-13,1.1920860280242461e-33,1.1228331348132561e-33,1.1228339797295167e-33,6.0320833465686286e-18,1.5275414141395329e-12,3.3480942005588129e-21,1.8047160964936563e-20,1.4237275267287077e-14,1.0046256980270641e-14,4.6919035759703297e-24,2.141425764827388e-20,1.3404817888159772e-31,1.324270292083923e-25,5.2143553407272614e-25,3.8893205159484607e-25,6.9877879685502278e-29
2.0282826160880205e-12,0.5524701563420837,154.0,0.0,0.0,0.0,0.9999979851787566,1.0,18.999999996817188,1.4472038656569965e-07,6.4731576072170799e-07,6.4583767197452018e-07,2.3279049145582192e-09,2.3505641539885548e-13,1.5322435961170155e-07,1.7387010773134026e-07,2.6518882483554815e-10,2.4640037018424904e-07,8.5312875580257578e-10,3.1762870985429621e-17,3.4160903043988047e-12,7.8806821157387749e-18,2.4491759779292416e-12,9.8462852542809953e-15,9.8498242613977641e-15,2.6268552905781388e-18,9.1214695434173702e-19,2.287947578839093e-13,1.272727917347334e-33,1.1987905555631865e-33,1.1987914661319441e-33,6.2057607469210597e-18,1.5461723416264894e-12,3.4204235198922411e-21,1.8310308137448372e-20,1.4567257431477181e-14,1.027910098543409e-14,4.871848580331687e-24,2.2023625930159214e-20,1.4049380111713091e-31,1.3651310653707706e-25,5.4146399366318631e-25,4.0487065730095144e-25,7.3452993229532622e-29
2.0471834625930535e-12,0.5524701563419082,154.0,0.0,0.0,0.0,0.9999979664302332,1.0,18.999999996761666,1.4606898077373931e-07,6.5334357165852061e-07,6.5183439336758391e-07,2.3711712068874228e-09,2.3733939303042186e-13,1.5335568059647596e-07,1.7601638482999625e-07,2.6577367561318148e-10,2.4944197159148273e-07,8.6535935419622128e-10,3.2353227228701548e-17,3.4786180736672477e-12,7.9936627893032614e-18,2.4948854547328212e-12,1.0123655375145645e-14,1.012730419048111e-14,2.7057948896872221e-18,9.4301538883852533e-19,2.330774206898619e-13,1.3579989924265315e-33,1.2791082791033417e-33,1.2791092597441131e-33,6.3827745450361374e-18,1.5648826717299753e-12,3.4936932279820549e-21,1.8574246592629084e-20,1.4901333636323695e-14,1.0514833800559878e-14,5.0569377299711507e-24,2.2644435056541998e-20,1.4718542632489207e-31,1.4068368501419478e-25,5.6206640901239002e-25,4.2129856750608352e-25,7.7173884720199575e-29
2.0660843090980865e-12,0.5524701563417318,154.0,0.0,0.0,0.0,0.99999794768180872,1.0,18.999999996705718,1.4741757491238442e-07,6.5937134544398991e-07,6.5783072164059559e-07,2.4148299280684774e-09,2.3965162354416644e-13,1.5348254716156947e-07,1.7816446919710111e-07,2.6634558760187314e-10,2.524861341864542e-07,8.7762680850069725e-10,3.2948930667515547e-17,3.5416983387550656e-12,8.1069807954223519e-18,2.5410147779009384e-12,1.0406177624979462e-14,1.0409938543389129e-14,2.7863057677348144e-18,9.7460739465949022e-19,2.3739978034338425e-13,1.448118483217408e-33,1.3639928032577018e-33,1.3639938586425403e-33,6.5631577411907518e-18,1.5836724036107516e-12,3.5679085466718439e-21,1.8839008000915596e-20,1.5239507321171481e-14,1.0753457851209575e-14,5.2472689399393824e-24,2.327679103615369e-20,1.5413005328501513e-31,1.4493966769268782e-25,5.8325375545486041e-25,4.3822584998230931e-25,8.1045007539722503e-29
2.0849851556031195e-12,0.5524701563415538,154.0,0.0,0.0,0.0,0.99999792893347994,1.0,18.99999999664934,1.4876616898163508e-07,6.653990830100173e-07,6.6382665695446195e-07,2.4588809172241267e-09,2.4171773344415707e-13,1.5360511162258249e-07,1.803142990327219e-07,2.6690484855546919e-10,2.5553277038929476e-07,8.8993046218911677e-10,3.3549991937359867e-17,3.6053309113854061e-12,8.2206356540002053e-18,2.5875638723425237e-12,1.0693899104291823e-14,1.069777444539083e-14,2.8684034065768534e-18,1.0069322494849609e-18,2.4176183662749805e-13,1.5433118649507387e-33,1.4536565084887439e-33,1.4536576435511719e-33,6.7469433618286438e-18,1.6025415364330901e-12,3.6430747049084501e-21,1.9104598514195134e-20,1.5581781833380598e-14,1.099497549803566e-14,5.4429408499632072e-24,2.3920799869821626e-20,1.6133478126149855e-31,1.4928195835260379e-25,6.0503709052812107e-25,4.5566265390825881e-25,8.5070884164696319e-29
2.1038860021081525e-12,0.5524701563413746,154.0,0.0,0.0,0.0,0.99999791018524364,1.0,18.999999996592539,1.5011476298149144e-07,6.714267847652515e-07,6.6982219947000141e-07,2.5033240135656645e-09,2.437699726569771e-13,1.5372351936400927e-07,1.8246581534912557e-07,2.6745173768486326e-10,2.5858179660544907e-07,9.0226967436478767e-10,3.4156411384780524e-17,3.6695156088505112e-12,8.3346222961926122e-18,2.6345326629938555e-12,1.0986866902260871e-14,1.0990859010436714e-14,2.9521032843423941e-18,1.0399992474463554e-18,2.4616358933097719e-13,1.6438158866426812e-33,1.5483223944367307e-33,1.5483236143882045e-33,6.9341644795465578e-18,1.6214900693673421e-12,3.7191969441707502e-21,1.9370980878104574e-20,1.5928160364483404e-14,1.1239388991730793e-14,5.6440533796555436e-24,2.4576567544442254e-20,1.6880688891726606e-31,1.5371146205628063e-25,6.2742761703922758e-25,4.736192723258967e-25,8.925616056126299e-29
2.1227868486131855e-12,0.5524701563411938,154.0,0.0,0.0,0.0,0.99999789143709694,1.0,18.999999996535308,1.5146335691195361e-07,6.774544509367814e-07,6.7581734934797828e-07,2.548159056358724e-09,2.4621269815101779e-13,1.5383791163719581e-07,1.8461896083554618e-07,2.6798652905419282e-10,2.6163313161687866e-07,9.1464381358270242e-10,3.4768166169329111e-17,3.7342522517978709e-12,8.4489259051183982e-18,2.6819210748079759e-12,1.1285128101112998e-14,1.1289239345533094e-14,3.0374208768739342e-18,1.0738176925144569e-18,2.5060503824604087e-13,1.7498744524925345e-33,1.6482202004603808e-33,1.6482215108006918e-33,7.1248541952275101e-18,1.6405180015875363e-12,3.7962805136209745e-21,1.9638122880078024e-20,1.6278646013089375e-14,1.1486700517416578e-14,5.8507072349025424e-24,2.5244200038371556e-20,1.7655376586220026e-31,1.5822908465247285e-25,6.5043662701661324e-25,4.9210608663546556e-25,9.360555912108989e-29
2.1416876951182185e-12,0.5524701563410119,154.0,0.0,0.0,0.0,0.99999787268903717,1.0,18.999999996477651,1.5281195077302173e-07,6.8348208281068169e-07,6.8181210674907703e-07,2.5933858849478285e-09,2.4837781999832026e-13,1.5394842391933144e-07,1.8677368052400172e-07,2.6850948943481906e-10,2.6468669752562418e-07,9.2705226185963411e-10,3.5385264461907391e-17,3.7995406656289562e-12,8.5635457209304906e-18,2.7297290327622634e-12,1.1588729772972755e-14,1.1592962547594917e-14,3.1243716566910959e-18,1.1083969024606599e-18,2.5508618316976962e-13,1.8617419866697947e-33,1.7535895750654589e-33,1.7535909815984696e-33,7.3190456508867221e-18,1.6596253322729354e-12,3.8743306736036983e-21,1.9906037107741041e-20,1.663324174799137e-14,1.173691216860953e-14,6.0630042648665481e-24,2.5923803317567153e-20,1.8458296471869576e-31,1.6283573313224454e-25,6.7407554233778795e-25,5.1113360683119944e-25,9.8123914636741108e-29
2.1605885416232516e-12,0.5524701563408287,154.0,0.0,0.0,0.0,0.99999785394106122,1.0,18.999999996419568,1.5416054456469586e-07,6.8950968085600513e-07,6.8780647183391725e-07,2.6390043387429286e-09,2.5040349349577789e-13,1.5405518722142323e-07,1.8892992125860111e-07,2.6902087981359145e-10,2.6774241900173433e-07,9.3949441198849032e-10,3.6007717279276413e-17,3.8653806795173216e-12,8.6784815223858829e-18,2.7779564618542429e-12,1.1897718981587952e-14,1.1902075705168365e-14,3.2129710935578688e-18,1.1437462058026577e-18,2.5960702390320929e-13,1.9796821039775475e-33,1.864678823762835e-33,1.8646803326104624e-33,7.5167720226187419e-18,1.6788120606070129e-12,3.9533526937385002e-21,2.0174711521902417e-20,1.6991950437572086e-14,1.1990025967971733e-14,6.2810472688911199e-24,2.6615483337722787e-20,1.9290217589337354e-31,1.6753231543319405e-25,6.9835589284232961e-25,5.307124498273887e-25,1.0281615706643445e-28
2.177599303477781e-12,0.5524701563406625,154.0,0.0,0.0,0.0,0.99999783706795231,1.0,18.999999996366931,1.5537427891787087e-07,6.9493449030601656e-07,6.9320106511257855e-07,2.6803956540283897e-09,2.5246907486339651e-13,1.5414817403982133e-07,1.9087179572083773e-07,2.6947145050084524e-10,2.7049435083737623e-07,9.5072066783196839e-10,3.6572486616095615e-17,3.9251081714912014e-12,8.7821829109112155e-18,2.8217197338844825e-12,1.2180454505514734e-14,1.2184924871695402e-14,3.2941329723211262e-18,1.1762267260578789e-18,2.6370972031892528e-13,2.0912449338837179e-33,1.9697612584282239e-33,1.9697628648664273e-33,7.6977755546061887e-18,1.6961480004253755e-12,4.0253078142070646e-21,2.0417146454484183e-20,1.731830713645415e-14,1.2220311347327984e-14,6.4822844189657478e-24,2.724840853449214e-20,2.0064388132167428e-31,1.7183688400252555e-25,7.2076624146199573e-25,5.488136403299883e-25,1.0719199141907455e-28
2.1946100653323106e-12,0.5524701563404952,154.0,0.0,0.0,0.0,0.99999782019490757,1.0,18.999999996313949,1.5658801321483696e-07,7.0035927324589596e-07,6.9859534086213237e-07,2.7221039387138472e-09,2.5444399374453362e-13,1.5423831718235417e-07,1.9281482392421318e-07,2.6991303982686799e-10,2.7324791771078008e-07,9.6197330887148555e-10,3.7141582319778517e-17,3.9852822039900198e-12,8.8861287232671297e-18,2.865822662147814e-12,1.2467626348522584e-14,1.2472212354676027e-14,3.3766540657351044e-18,1.2093453993695408e-18,2.6784457004206284e-13,2.2081515028576165e-33,2.0798770595158578e-33,2.0798787690221335e-33,7.8816934948983421e-18,1.7135482510908078e-12,4.0980582699423112e-21,2.0660167567458504e-20,1.7647999549090252e-14,1.2452950442698604e-14,6.6883359251437692e-24,2.7891278936687123e-20,2.0863261163338568e-31,1.7621569818026311e-25,7.4371411384409611e-25,5.6737795648179036e-25,1.1171645451934983e-28
2.21162082718684e-12,0.552470156340327,154.0,0.0,0.0,0.0,0.99999780332192456,1.0,18.999999996260623,1.5780174745559415e-07,7.0578403001342967e-07,7.0398929919954126e-07,2.7641290758588345e-09,2.5641226705898379e-13,1.5432570369362566e-07,1.9475897055159212e-07,2.7034582692310136e-10,2.7600306957221385e-07,9.732519133044922e-10,3.7715001521337743e-17,4.0459026597376993e-12,8.9903143864395628e-18,2.9102651920073257e-12,1.275926880348052e-14,1.2763972465072251e-14,3.4605456457958415e-18,1.2431090466518319e-18,2.7201157293519429e-13,2.3306131256880305e-33,2.1952252700569292e-33,2.1952270883698504e-33,8.068550096348445e-18,1.7310128120162089e-12,4.1716079208824034e-21,2.0903770166750034e-20,1.7981029576276621e-14,1.2687944594350972e-14,6.8992786153222673e-24,2.8544171765687179e-20,2.1687424994764038e-31,1.806694217279061e-25,7.6720812963332357e-25,5.8641335033792655e-25,1.1639333172251655e-28
2.2286315890413696e-12,0.5524701563401578,154.0,0.0,0.0,0.0,0.99999778644900195,1.0,18.999999996206959,1.590154816401426e-07,7.1120876101336129e-07,7.0938294024172223e-07,2.8064709485672938e-09,2.583839889162531e-13,1.5441041785601731e-07,1.9670420140657243e-07,2.7076998722667609e-10,2.787597579601946e-07,9.8455606629448607e-10,3.8292742520851869e-17,4.1069694238673574e-12,9.0947360519064397e-18,2.9550472688397546e-12,1.3055416157570146e-14,1.3060239508163479e-14,3.5458189826283461e-18,1.277524495509908e-18,2.762107288634396e-13,2.4588479035685706e-33,2.3160113254617197e-33,2.3160132585914626e-33,8.2583696349166028e-18,1.7485416826172024e-12,4.2459606332666678e-21,2.114794535047185e-20,1.831739905670837e-14,1.2925295098730838e-14,7.1151899648217516e-24,2.9207164235918363e-20,2.2537477549868242e-31,1.8519871904887415e-25,7.9125698205534293e-25,6.0592784682582788e-25,1.2122647492482991e-28
2.245642350895899e-12,0.5524701563399874,154.0,0.0,0.0,0.0,0.99999776957613762,1.0,18.999999996152951,1.6022921576848238e-07,7.1663346665816557e-07,7.147762641055493e-07,2.8491294399865832e-09,2.6035484541134704e-13,1.5449254135553089e-07,1.9865048334619692e-07,2.7118569265242438e-10,2.815179359061303e-07,9.9588535968109227e-10,3.8874803758525166e-17,4.1684823838093376e-12,9.1993899549961671e-18,3.0001688380351744e-12,1.3356102692412613e-14,1.3361047783673156e-14,3.6324853445283206e-18,1.3125985798576989e-18,2.8044203769435854e-13,2.5930807666992442e-33,2.4424470936513978e-33,2.4424491478904364e-33,8.4511764091444706e-18,1.7661348623120279e-12,4.3211202794967052e-21,2.1392682855531504e-20,1.8657109770708114e-14,1.316500321109337e-14,7.3361480827512836e-24,2.9880333555014532e-20,2.3414026247393495e-31,1.8980425517390876e-25,8.1586943638165731e-25,6.259295422254377e-25,1.2621980181728734e-28
2.2626531127504286e-12,0.5524701563398157,154.0,0.0,0.0,0.0,0.99999775270333013,1.0,18.999999996098602,1.6144294984061347e-07,7.2205814734867089e-07,7.2016927090785396e-07,2.8921044333069193e-09,2.6232569293796485e-13,1.545721534018254e-07,2.0059778423224986e-07,2.7159311171386688e-10,2.8427755786529993e-07,1.0072393917800287e-09,3.9461183634264763e-17,4.2304414292124519e-12,9.3042723839366401e-18,3.045629844996816e-12,1.3661362684139148e-14,1.366643158583901e-14,3.7205559979853401e-18,1.3483381396409505e-18,2.847054992978751e-13,2.7335435646576268e-33,2.574750960185542e-33,2.5747531421195607e-33,8.6469947398595545e-18,1.783792350521464e-12,4.3970907380594905e-21,2.1637973987415992e-20,1.9000163442924636e-14,1.3407070147407527e-14,7.5622317046937277e-24,3.0563756923908535e-20,2.4317687967750638e-31,1.9448669575287603e-25,8.4105432911013829e-25,6.4642660335812324e-25,1.3137729570346413e-28
2.296674636459488e-12,0.5524701563394695,154.0,0.0,0.0,0.0,0.99999771895787903,1.0,18.999999995988883,1.638704178162501e-07,7.3290743544182613e-07,7.309543337950047e-07,2.9790034586262315e-09,2.6626741618027337e-13,1.547241481466508e-07,2.0449531908931491e-07,2.7238374828038089e-10,2.8980095844470966e-07,1.0300200970228702e-09,4.0646892928065513e-17,4.3556973457717251e-12,9.5147082696166012e-18,3.1375699538975146e-12,1.4285740115273128e-14,1.4291062919613896e-14,3.9009552364827661e-18,1.4218410741841416e-18,2.9332888031395601e-13,3.0341222994507142e-33,2.8578703801858132e-33,2.85787283849708e-33,9.0477634656181883e-18,1.8193002501797146e-12,4.5514796366203981e-21,2.2130184598925101e-20,1.9696306294711438e-14,1.3898285168140035e-14,8.0300935457096269e-24,3.1961674581293559e-20,2.6208866005108369e-31,2.0408495597123179e-25,8.9317713316973924e-25,6.8893984407938551e-25,1.4220105093744502e-28
2.3306961601685474e-12,0.5524701563391189,154.0,0.0,0.0,0.0,0.99999768521263588,1.0,18.999999995877804,1.6629788556705301e-07,7.4375662838010559e-07,7.4173812983696306e-07,3.0671670909064584e-09,2.7020917469183003e-13,1.5486698878859547e-07,2.0839656793318626e-07,2.7314317924001194e-10,2.9532962235318494e-07,1.0528950947333423e-09,4.1849857663373678e-17,4.4827363336539925e-12,9.7260151899464717e-18,3.2308671590312839e-12,1.4928822549909746e-14,1.4934407753356479e-14,4.087106793811058e-18,1.4980881334970964e-18,3.0208087091717262e-13,3.3625837547499875e-33,3.1672531102461917e-33,3.167255875085227e-33,9.4608708255166794e-18,1.855065377007759e-12,4.7091584789515682e-21,2.2624512309391378e-20,2.0405840353061857e-14,1.439894914337453e-14,8.5194179616889795e-24,3.3401534681293177e-20,2.8216139394719534e-31,2.1399883731266581e-25,9.4769751796810958e-25,7.3353432155967172e-25,1.5373094498229569e-28
2.3647176838776068e-12,0.5524701563387642,154.0,0.0,0.0,0.0,0.99999765146758912,1.0,18.999999995765368,1.6872535309302278e-07,7.546057291528765e-07,7.5252065996682921e-07,3.156594397217469e-09,2.741508562552353e-13,1.5500122657168387e-07,2.1230130710428079e-07,2.7387263618654066e-10,3.0086323263120851e-07,1.0758613956623088e-09,4.30700651107702e-17,4.6115575860570953e-12,9.9381655315026833e-18,3.3255210240985576e-12,1.5590883998745318e-14,1.5596740242751652e-14,4.2791007366295532e-18,1.5771342388385414e-18,3.109614701488429e-13,3.7210489035400116e-33,3.5048969573529546e-33,3.5049000616448959e-33,9.8865121906178123e-18,1.8910877264599997e-12,4.870158512951902e-21,2.3120892255551479e-20,2.1128777561882572e-14,1.4909070493093264e-14,9.0308575352765413e-24,3.4883954589680978e-20,3.0344792763005191e-31,2.2423368732400332e-25,1.0046887572848725e-24,7.802779273824384e-25,1.6600127300863542e-28
2.398739207586666e-12,0.552470156338405,154.0,0.0,0.0,0.0,0.99999761772272733,1.0,18.999999995651589,1.7115282039415975e-07,7.6545474065452073e-07,7.6330192511701417e-07,3.2472844453175284e-09,2.780925074919287e-13,1.5512737951621418e-07,2.1620932642307929e-07,2.7457330207169838e-10,3.0640149142255636e-07,1.0989161053860591e-09,4.4307502549773381e-17,4.742160327916295e-12,1.0151132556793109e-17,3.4215311130104998e-12,1.6272198384248873e-14,1.6278334455309665e-14,4.4770271025708951e-18,1.6590343931383982e-18,3.19970677084943e-13,4.1117657502354667e-33,3.8729193848293553e-33,3.8729228644834563e-33,1.0324883289409307e-17,1.9273672940282477e-12,5.034511084447121e-21,2.3619262145502082e-20,2.1865129118138006e-14,1.5428657110198841e-14,9.5650749778050592e-24,3.6409551564938827e-20,3.2600270248705496e-31,2.3479486348133235e-25,1.0642252776081688e-24,8.2923969479650878e-25,1.7904744072177122e-28
2.4327607312957256e-12,0.5524701563380416,154.0,0.0,0.0,0.0,0.99999758397803973,1.0,18.999999995536452,1.7358028747046447e-07,7.7630366568776549e-07,7.7408192621924083e-07,3.339236303652563e-09,2.820341279544644e-13,1.5524593449434334e-07,2.2012042834798705e-07,2.7524631319775334e-10,3.1194411878085827e-07,1.1220564211828343e-09,4.5562157269423206e-17,4.874543814608034e-12,1.0364890375438495e-17,3.5188969898885993e-12,1.6973039540737069e-14,1.697946437043614e-14,4.680975900265661e-18,1.7438436760577506e-18,3.2910849083497305e-13,4.537115034824822e-33,4.2735628854400705e-33,4.2735667795718735e-33,1.0776180207245722e-17,1.9639040752405723e-12,5.2022476371508586e-21,2.411956222229662e-20,2.2614905518515005e-14,1.5957716393443171e-14,1.0122743141793294e-23,3.7978942758477762e-20,3.4988177975659778e-31,2.4568773317441572e-25,1.1263826599513763e-24,8.8048980052967728e-25,1.9290598305371484e-28
2.466782255004785e-12,0.5524701563376739,154.0,0.0,0.0,0.0,0.99999755023351677,1.0,18.999999995419977,1.7600775432193735e-07,7.8715250696654913e-07,7.8486066420454525e-07,3.4324490413554892e-09,2.8597571775067733e-13,1.5535734910041655e-07,2.2403442721647366e-07,2.7589276105947103e-10,3.1749085159417808e-07,1.1452796291187749e-09,4.6834016568127677e-17,5.0087073307514991e-12,1.0579413917244807e-17,3.6176182190643037e-12,1.7693681214443262e-14,1.7700403879496649e-14,4.891037109365136e-18,1.8316172394678179e-18,3.3837491054090038e-13,4.9996159478087362e-33,4.7092003646720841e-33,4.7092047158385225e-33,1.1240599385821224e-17,2.0006980656602276e-12,5.3733997126305065e-21,2.4621734390207283e-20,2.337811660147273e-14,1.6496255277099972e-14,1.0704545033433114e-23,3.9592745214842041e-20,3.7514286459461354e-31,2.5691767369199016e-25,1.191237641653795e-24,9.3409956658588769e-25,2.0761458235971043e-28
2.5348253024229034e-12,0.5524701563369262,154.0,0.0,0.0,0.0,0.99999748274492783,1.0,18.999999995183003,1.8086268735038913e-07,8.0884994868834791e-07,8.0641435454509535e-07,3.6226534348289488e-09,2.9385880963793447e-13,1.5556045090488312e-07,2.3187042858556083e-07,2.7711011881512659e-10,3.2859565972130154e-07,1.1919642938050537e-09,4.9429298143161772e-17,5.2823717296528433e-12,1.1010661844472837e-17,3.8191249926824615e-12,1.9195460658260697e-14,1.9202806804891912e-14,5.329856535564791e-18,2.0162781523069128e-18,3.572935645449102e-13,6.0468764412057856e-33,5.6956336946149231e-33,5.6956391025425868e-33,1.2209592071281682e-17,2.0750576565446386e-12,5.7260770874378524e-21,2.5631471475717322e-20,2.4944879096363693e-14,1.760179741456448e-14,1.1943332883395424e-23,4.2956051560824619e-20,4.3005023934039468e-31,2.8041032578403638e-25,1.3293531466061506e-24,1.0486891065060037e-24,2.3973852579967508e-28
2.602868349841022e-12,0.5524701563361615,154.0,0.0,0.0,0.0,0.99999741525689201,1.0,18.999999994940705,1.8571761947951805e-07,8.3054708585927675e-07,8.2796300357322362e-07,3.8178901925219676e-09,3.0174179139181618e-13,1.5573982372003066e-07,2.3971605700985822e-07,2.7823327588929251e-10,3.397141110324457e-07,1.2389500601092728e-09,5.2093245849350082e-17,5.5631483443004934e-12,1.144469122341602e-17,4.026047952704489e-12,2.0779724925640889e-14,2.0787732603201201e-14,5.7942046393719762e-18,2.2134596338294602e-18,3.7672663284442509e-13,7.2766978458139253e-33,6.8540257182559891e-33,6.8540324009537245e-33,1.3233439989690162e-17,2.1504460318529932e-12,6.0927974981377537e-21,2.6648043315866208e-20,2.6565483575644538e-14,1.8745330716097234e-14,1.3287106221031838e-23,4.6504404828270511e-20,4.9122027461065615e-31,3.0531603558862224e-25,1.4792088968483741e-24,1.1736018750181725e-24,2.7574437972723967e-28
2.6709113972591402e-12,0.5524701563353801,154.0,0.0,0.0,0.0,0.99999734776934823,1.0,18.999999994693088,1.905725507093267e-07,8.5224393726869357e-07,8.4950661871252332e-07,4.0181518921789308e-09,3.0962466905587398e-13,1.5589824002739263e-07,2.4757018759361009e-07,2.7926952179090418e-10,3.5084461137988573e-07,1.2862181386963808e-09,5.4825758410721594e-17,5.8510323933569958e-12,1.1881328485999432e-17,4.2383836213110132e-12,2.2448660820035397e-14,2.2457369240080022e-14,6.2848002162672994e-18,2.4236050866608712e-18,3.9667410964442583e-13,8.7148419472566526e-33,8.2086423669890507e-33,8.2086505799136984e-33,1.4313727458902574e-17,2.2268631572568558e-12,6.4738167991661727e-21,2.7671047749359678e-20,2.8239988776795543e-14,1.9926896563930342e-14,1.4741696174078718e-23,5.0242737543106499e-20,5.5917629704997403e-31,3.3167817655532962e-25,1.6414606330442321e-24,1.3094498916413585e-24,3.1597680271573683e-28
