Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128)
7.551581123037078e-14,0.9787074812124884,154.0,0.0,0.0,0.0,0.999999474886483,1.0,18.999999999991939,2.1518546221270698e-08,6.2964053824272299e-08,6.2961700559077984e-08,5.1897545874434532e-12,8.5623343861134192e-15,3.4642464612294945e-07,1.0848405656517742e-08,1.3032268372577129e-09,1.9084714179457893e-08,2.8729259841784668e-12,4.9326008613567289e-20,1.0756279982623907e-13,1.9260060130453121e-20,4.4985430820348574e-14,1.3464552389260895e-17,1.3464552389260895e-17
8.696488161737237e-14,0.9787074812124736,154.0,0.0,0.0,0.0,0.99999939537089311,1.0,18.999999999989331,2.4781005236147485e-08,7.2509645752736728e-08,7.2506504042974378e-08,6.8814819188713257e-12,9.861488534782225e-15,3.9396638069601038e-07,1.4267224371551533e-08,1.4883014911498097e-09,2.5099162919861029e-08,3.7895881106783228e-12,6.5408268622330696e-20,1.4195398126053059e-13,2.5405795500476542e-20,5.9656839418316217e-14,2.0563271177661872e-17,2.0563271177661872e-17
9.841395200437395e-14,0.9787074812124572,154.0,0.0,0.0,0.0,0.99999931587924362,1.0,18.999999999986358,2.8043463863537987e-08,8.2055115388737125e-08,8.205106603995903e-08,8.8111099490361932e-12,1.1160626037991001e-14,4.4029175344093225e-07,1.8119338009937851e-08,1.670240916659787e-09,3.1875872122454461e-08,4.8270248958950001e-12,8.375250768447174e-20,1.8090645703499461e-13,3.2361314115929762e-20,7.6394499815934909e-14,2.9799757076536119e-17,2.9799757076536119e-17
1.0986302239137554e-13,0.9787074812124387,154.0,0.0,0.0,0.0,0.99999923641094957,1.0,18.999999999983032,3.1305922103519368e-08,9.1600464710935772e-08,9.1595386676926065e-08,1.0978512288113739e-11,1.2459747165050186e-14,4.8543188512896795e-07,2.2393660619127105e-08,1.8490982254219428e-09,3.939533919092322e-08,5.98325812531295e-12,1.0435752407533564e-19,2.2435320520072804e-13,4.0113352226060319e-20,9.5198074562988641e-14,4.1455253477020801e-17,4.1455253477020801e-17
1.2131209277837713e-13,0.9787074812124181,154.0,0.0,0.0,0.0,0.99999915696544017,1.0,18.999999999979355,3.4568379956166883e-08,1.0114569566558109e-07,1.0113946608069138e-07,1.3383562613396969e-11,1.3758852180867534e-14,5.2941710024252232e-07,2.7079389903434451e-08,2.0249256293029863e-09,4.7638560542934228e-08,7.2563419874552617e-12,1.2722211670842445e-19,2.7222833922444488e-13,4.8648863339581191e-20,1.1606722637151336e-13,5.5810957831554086e-17,5.5810957831554086e-17
1.327611631653787e-13,0.9787074812123955,154.0,0.0,0.0,0.0,0.99999907754215867,1.0,18.999999999975319,3.7830837421554005e-08,1.1069081016703876e-07,1.1068330437799311e-07,1.6026134669253722e-11,1.5057941346012192e-14,5.7227694735886364e-07,3.216599996288097e-08,2.1977744556540534e-09,5.6587018836182212e-08,8.6443625428026191e-12,1.5234508513499333e-19,3.2446708874204866e-13,5.7955014663819972e-20,1.3900161811349019e-13,7.3148021693832154e-17,7.3148021693832154e-17
1.4421023355238027e-13,0.9787074812123708,154.0,0.0,0.0,0.0,0.99999899814056203,1.0,18.999999999970939,4.1093294499752354e-08,1.202358100983155e-07,1.2022690169549173e-07,1.8906102267088734e-11,1.6357014916783814e-14,6.1404021905561222e-07,3.7643234202389751e-08,2.3676951623305966e-09,6.6222670494126799e-08,1.0145437200513278e-11,1.7972522954368957e-19,3.8100578060512481e-13,6.8019183596173446e-20,1.6400091281859894e-13,9.374755074660634e-17,9.374755074660634e-17
1.5565930393938185e-13,0.9787074812123444,154.0,0.0,0.0,0.0,0.99999891876012126,1.0,18.999999999966203,4.4355751190831838e-08,1.2978069731157302e-07,1.2977025815977057e-07,2.2023339285310317e-11,1.7656073145284034e-14,6.5473497127456517e-07,4.3501098433934004e-08,2.5347373524348229e-09,7.6527933571174173e-08,1.1757714204514137e-11,2.0936135076023575e-19,4.4178182027753653e-13,7.8828954278394209e-20,1.9106477367203701e-13,1.1789060481621781e-16,1.1789060481621781e-16
1.6710837432638342e-13,0.9787074812123162,154.0,0.0,0.0,0.0,0.99999883940031997,1.0,18.999999999961126,4.7618207494860623e-08,1.3932547362863305e-07,1.3931337389733575e-07,2.537771966929668e-11,1.8955116279484856e-14,6.9438854215241619e-07,4.9729854168591481e-08,2.6989497887840525e-09,8.7485675951945091e-08,1.3479372128847875e-11,2.4125225024710989e-19,5.0673367357788731e-13,9.037211421293865e-20,2.2019286401239704e-13,1.4585819788745532e-16,1.4585819788745532e-16
1.78557444713385e-13,0.9787074812122859,154.0,0.0,0.0,0.0,0.99999876006065469,1.0,18.999999999955705,5.0880663411905246e-08,1.4887014084147394e-07,1.4885624903461696e-07,2.8969117431359883e-11,2.0254144563296161e-14,7.3302757036905116e-07,5.6320012080448418e-08,2.8603804081345873e-09,9.9079203852863464e-08,1.5308619381260903e-11,2.7539673010320228e-19,5.7580084873049527e-13,1.0263665093456857e-19,2.5138484732959386e-13,1.7793129812500294e-16,1.7793129812500294e-16
1.9000651510038657e-13,0.9787074812122535,154.0,0.0,0.0,0.0,0.99999868074063469,1.0,18.999999999949942,5.4143118942030632e-08,1.5841470071271954e-07,1.5839888369796729e-07,3.279740665070879e-11,2.15531582366324e-14,7.7067801304463563e-07,6.3262325631234961e-08,3.0190763351768171e-09,1.1129225060650654e-07,1.724369371450078e-11,3.1179359306346361e-19,6.4892387870504934e-13,1.1561074873364438e-19,2.8464038726284126e-13,2.1439082789724966e-16,2.1439082789724966e-16
2.0145558548738814e-13,0.9787074812122193,154.0,0.0,0.0,0.0,0.99999860143978103,1.0,18.999999999943835,5.7405574085300084e-08,1.6795915497612072e-07,1.6794127801366387e-07,3.6862461473412998e-11,2.2852157535477986e-14,8.0736516318653438e-07,7.0547784855321338e-08,3.1750838962979e-09,1.241089657280646e-07,1.9282861745458859e-11,3.5044164249856159e-19,7.2604430384955232e-13,1.2928278543201959e-19,3.1995914759867958e-13,2.5551766379751204e-16,2.5551766379751204e-16
2.1290465587438972e-13,0.9787074812121833,154.0,0.0,0.0,0.0,0.99999852215762641,1.0,18.999999999937387,6.0668028841775381e-08,1.7750350533702772e-07,1.7748343210790774e-07,4.1164156112367541e-11,2.4151142691951706e-14,8.4311366668378677e-07,7.8167610305884552e-08,3.3284486331070636e-09,1.3751390426533415e-07,2.1424418482336379e-11,3.913396824145457e-19,8.0710465482281893e-13,1.4364132921273198e-19,3.5734079226905476e-13,3.0159263666270555e-16,3.0159263666270555e-16
2.243537262613913e-13,0.9787074812121453,154.0,0.0,0.0,0.0,0.99999844289371587,1.0,18.999999999930608,6.3930483211516802e-08,1.8704775347285574e-07,1.8702534610682444e-07,4.5702364847257626e-11,2.5450113934370086e-14,8.7794753886031449e-07,8.6113247158265771e-08,3.4792153157276425e-09,1.5149201642524407e-07,2.3666686859697603e-11,4.3448651745251188e-19,8.920484358213221e-13,1.5867513550257668e-19,3.9678498534944582e-13,3.5289653159196293e-16,3.5289653159196293e-16
2.3580279664839287e-13,0.9787074812121056,154.0,0.0,0.0,0.0,0.99999836364760508,1.0,18.999999999923489,6.7192937194583143e-08,1.9659190103354272e-07,1.9656702013646411e-07,5.0476962024522836e-11,2.6749071487309569e-14,9.118901806049762e-07,9.4376359464064261e-08,3.6274279558643498e-09,1.6602863746556016e-07,2.6008017281123818e-11,4.7988095288826192e-19,9.8082010808966797e-13,1.7437314390564205e-19,4.3829139105703959e-13,4.0971008796623774e-16,4.0971008796623774e-16
2.4725186703539444e-13,0.978707481212064,154.0,0.0,0.0,0.0,0.99999828441886063,1.0,18.999999999916039,7.0455390791031817e-08,2.0613594964199882e-07,2.0610845432280178e-07,5.5487822057321242e-11,2.8048015571667867e-14,9.449643940923598e-07,1.0294882455102065e-07,3.7731298196514507e-09,1.8110947784306404e-07,2.8446787169280062e-11,5.2752179463196233e-19,1.073365073707552e-12,1.9072447518654779e-19,4.8185967374894924e-13,4.7231399946807794e-16,4.7231399946807794e-16
2.701500078093976e-13,0.978707481211975,154.0,0.0,0.0,0.0,0.9999981260117925,1.0,18.99999999990014,7.6980296824298603e-08,2.252237563613538e-07,2.2519060366909717e-07,6.6217828675529059e-11,3.0645864200196105e-14,1.0085958419283358e-06,1.2099035651968851e-07,4.0571706298764975e-09,2.1284847771400297e-07,3.3610287502510928e-11,6.2953792385367659e-19,1.2695611028253007e-12,2.2534447761345482e-19,5.7518052820354559e-13,6.1601543420478949e-16,6.1601543420478949e-16
2.9075833450600045e-13,0.9787074812118883,154.0,0.0,0.0,0.0,0.99999798350069435,1.0,18.999999999884714,8.2852710932553789e-08,2.4240245973530477e-07,2.4236371907892208e-07,7.6681595075403856e-11,3.29838840461584e-14,1.0631111463635472e-06,1.382084120163299e-07,4.3046397265313016e-09,2.4313880303906981e-07,3.8574940795923322e-11,7.2902318359347343e-19,1.4585131714580272e-12,2.5863130886869909e-19,6.6621755213411837e-13,7.6796472404390462e-16,7.6796472404390462e-16
3.113666612026033e-13,0.9787074812117963,154.0,0.0,0.0,0.0,0.99999784103960077,1.0,18.99999999986823,8.8725123788998185e-08,2.5958086655426953e-07,2.5953605935220382e-07,8.7908903046286433e-11,3.5321863527446184e-14,1.1151415762931263e-06,1.563116324384387e-07,4.544614018671142e-09,2.7498632770393511e-07,4.3831252540783773e-11,8.3576825824418773e-19,1.6588829486515354e-12,2.9387368386040419e-19,7.6392984379222818e-13,9.4303802594933868e-16,9.4303802594933868e-16
3.319749878992062e-13,0.9787074812116985,154.0,0.0,0.0,0.0,0.99999769862634824,1.0,18.999999999850701,9.4597535393919162e-08,2.7675898536248687e-07,2.7670762522094342e-07,9.9899022573460385e-11,3.7659803807033646e-14,1.1648003954570415e-06,1.7525967057111439e-07,4.7773204914001133e-09,3.0832007220177521e-07,4.9370680166161668e-11,9.4976620676695308e-19,1.8703839996533393e-12,3.310143254173042e-19,8.6831545054921569e-13,1.142870695534871e-15,1.142870695534871e-15
3.5258331459580904e-13,0.9787074812115949,154.0,0.0,0.0,0.0,0.9999975562588681,1.0,18.999999999832131,1.0046994574759161e-07,2.9393682445390989e-07,2.9387841741637118e-07,1.1265122433975829e-10,3.9997706013828103e-14,1.2121957044390061e-06,1.9501401843746379e-07,5.0029792551811221e-09,3.4307229264455752e-07,5.5184931314721162e-11,1.0710100947552535e-18,2.0927385648224443e-12,3.6999763402782503e-19,9.7937242111798149e-13,1.3690976101389462e-15,1.3690976101389462e-15
3.731916412924119e-13,0.9787074812114854,154.0,0.0,0.0,0.0,0.99999741393518271,1.0,18.99999999981253,1.0634235485027859e-07,3.1111439187954258e-07,3.1104843666895085e-07,1.2616477972489165e-10,4.2335571243668331e-14,1.2574306762694453e-06,2.1553792337126912e-07,5.221803754182996e-09,3.7917833311664986e-07,6.1265956509274931e-11,1.1994929944285541e-18,2.3256772967170493e-12,4.107696386699856e-19,1.0970988055261749e-12,1.623353169151307e-15,1.623353169151307e-15
3.9379996798901477e-13,0.9787074812113696,154.0,0.0,0.0,0.0,0.99999727165340135,1.0,18.999999999791914,1.1221476270223176e-07,3.2829169545455858e-07,3.2821768370838321e-07,1.4043896080478193e-10,4.4673400560293993e-14,1.3006037811451219e-06,2.3679630796655864e-07,5.4340009682291048e-09,4.1657648484874389e-07,6.76059420371505e-11,1.3352079846259422e-18,2.5689390052564246e-12,4.5327794910171591e-19,1.2214926550905907e-12,1.9072712943321753e-15,1.9072712943321753e-15
4.1440829468561763e-13,0.9787074812112487,154.0,0.0,0.0,0.0,0.99999712941171648,1.0,18.999999999770285,1.1808716930369198e-07,3.4546874276521234e-07,3.4538615926360951e-07,1.5547304035089268e-10,4.7011194996286023e-14,1.3418090009731005e-06,2.5875569365198605e-07,5.6397716086723621e-09,4.5520785176860336e-07,7.4197303041515691e-11,1.4781481507997742e-18,2.8222704105470557e-12,4.9747170953880944e-19,1.3525520223927022e-12,2.2224854301250467e-15,2.2224854301250467e-15
4.350166213822205e-13,0.9787074812111223,154.0,0.0,0.0,0.0,0.99999698720839925,1.0,18.999999999747651,1.2395957465488963e-07,3.626455411755451e-07,3.6255386406281555e-07,1.7126629182956202e-10,4.9348955553979178e-14,1.3811360339131017e-06,2.8138412782802181e-07,5.839310308219534e-09,4.9501622231957071e-07,8.1032676819060785e-11,1.6283065850093295e-18,3.0854259033440834e-12,5.4330155371648655e-19,1.4902749612553039e-12,2.5706285439633326e-15,2.5706285439633326e-15
4.556249480788233e-13,0.97870748121099,154.0,0.0,0.0,0.0,0.99999684504179742,1.0,18.999999999724029,1.2983197875604527e-07,3.7982209783389261e-07,3.7972079883343388e-07,1.8781798940133625e-10,5.168668320634849e-14,1.4186704895834825e-06,3.0465111432997951e-07,6.0328058050016397e-09,5.3594794712994099e-07,8.8104916314150316e-11,1.7856763859144752e-18,3.358167312773584e-12,5.907195612682676e-19,1.6346595267201972e-12,2.9533331265716835e-15,2.9533331265716835e-15
4.762332747754262e-13,0.9787074812108524,154.0,0.0,0.0,0.0,0.99999670291033071,1.0,18.999999999699416,1.3570438160736989e-07,3.9699841967920327e-07,3.9688696430214841e-07,2.0512740792030412e-10,5.4024378897868697e-14,1.4544940753915708e-06,3.2852754705275653e-07,6.2204411210793343e-09,5.7795182224447663e-07,9.5407083803201887e-11,1.9502506587693392e-18,3.6402636810772598e-12,6.39679215380297e-19,1.7857037750268613e-12,3.3722311922621211e-15,3.3722311922621211e-15
4.96841601472029e-13,0.9787074812107092,154.0,0.0,0.0,0.0,0.99999656081248856,1.0,18.999999999673822,1.4157678320906539e-07,4.1417451344717259e-07,4.1405236119489611e-07,2.231938229334315e-10,5.6362043545349052e-14,1.488684774424562e-06,3.5298564658190229e-07,6.4023937355700383e-09,6.2097897764470318e-07,1.0293244476310355e-10,2.122022515415977e-18,3.9314910451439369e-12,6.9013536167963156e-19,1.9434057635920623e-12,3.8289542792251028e-15,3.8289542792251028e-15
5.174499281686319e-13,0.9787074812105605,154.0,0.0,0.0,0.0,0.99999641874682565,1.0,18.999999999647255,1.474491835613252e-07,4.3135038567619707e-07,4.3121699023687123e-07,2.4201651067989725e-10,5.8699678038744468e-14,1.5213170152332188e-06,3.779988997126607e-07,6.5788357525322731e-09,6.6498277084978205e-07,1.1067446191920426e-10,2.3009850742780589e-18,4.2316322246568871e-12,7.420441683265556e-19,2.1077635509903734e-12,4.3251334498155875e-15,4.3251334498155875e-15
5.380582548652348e-13,0.9787074812104066,154.0,0.0,0.0,0.0,0.99999627671196079,1.0,18.999999999619721,1.5332158266433413e-07,4.4852604271315425e-07,4.483808521525272e-07,2.615947480904293e-10,6.1037283241941747e-14,1.5524618338574933e-06,4.0354200173262212e-07,6.7499340637560671e-09,7.0991868537916804e-07,1.1862678946795255e-10,2.4871314603545685e-18,4.5404766166691419e-12,7.9536308727788794e-19,2.2787751969355529e-12,4.8623992908343952e-15,4.8623992908343952e-15
5.586665815618376e-13,0.9787074812102474,154.0,0.0,0.0,0.0,0.99999613470657278,1.0,18.999999999591228,1.5919398051826933e-07,4.6570149071901218e-07,4.6554394766558006e-07,2.8192781278664233e-10,6.337485999352269e-14,1.5821870284500608e-06,4.2959080134117541e-07,6.9158505066144745e-09,7.5574423385397414e-07,1.267832674690413e-10,2.680454805213489e-18,4.8578199964111444e-12,8.5005081668681285e-19,2.4564387622627483e-12,5.4423819138050906e-15,5.4423819138050906e-15
5.792749082584405e-13,0.9787074812100827,154.0,0.0,0.0,0.0,0.99999599272939832,1.0,18.999999999561783,1.6506637712330017e-07,4.8287673567427524e-07,4.827062774990112e-07,3.0301498308037524e-10,6.5712409107506311e-14,1.6105573068534143e-06,4.5612224807906644e-07,7.076742017135139e-09,8.0241886551415458e-07,1.3513791640178049e-10,2.8809482469855107e-18,5.1834643241302057e-12,9.0606726440385724e-19,2.6407523089114871e-12,6.0667109552466517e-15,6.0667109552466517e-15
5.998832349550434e-13,0.9787074812099125,154.0,0.0,0.0,0.0,0.99999585077922926,1.0,18.999999999531394,1.7093877247958896e-07,5.0005178338427057e-07,4.9986784237506904e-07,3.2485553797302952e-10,6.8049931374068e-14,1.6376344274587836e-06,4.8311434215112996e-07,7.2327607784402148e-09,8.4990387794580312e-07,1.4368493188076612e-10,3.0886049303577474e-18,5.5172175577745837e-12,9.6337351254591947e-19,2.8317138999094218e-12,6.7370155769420864e-15,6.7370155769420864e-15
6.204915616516462e-13,0.9787074812097375,154.0,0.0,0.0,0.0,0.99999570885491007,1.0,18.999999999500066,1.768111665872908e-07,5.1722663948427919e-07,5.1702864301527298e-07,3.4744875715490942e-10,7.0387427560237068e-14,1.6634773336494404e-06,5.1054608653441259e-07,7.3840543646932143e-09,8.981623328289475e-07,1.5241867952623829e-10,3.3034180065674513e-18,5.8588934713473302e-12,1.0219317831024745e-18,3.0293215993567818e-12,7.4549244662031344e-15,7.4549244662031344e-15
6.410998883482491e-13,0.978707481209557,154.0,0.0,0.0,0.0,0.99999556695533576,1.0,18.999999999467807,1.8268355944655438e-07,5.3440130944451739e-07,5.3418868014041416e-07,3.7079392100456113e-10,7.2724898410576069e-14,1.6881422821143357e-06,5.3839744126983181e-07,7.530765880685587e-09,9.4715897552665709e-07,1.6133368998470755e-10,3.5253806333957304e-18,6.2083114787623606e-12,1.0817054045493339e-18,3.2335734724115163e-12,8.2220658361312327e-15,8.2220658361312327e-15
6.617082150448519e-13,0.9787074812093713,154.0,0.0,0.0,0.0,0.9999954250794495,1.0,18.999999999434614,1.88555951057522e-07,5.5157579857497224e-07,5.5134795447055985e-07,3.9489031058811358e-10,7.5062344647838846e-14,1.7116829653096884e-06,5.6664927983846821e-07,7.6730340971941335e-09,9.9686015834147608e-07,1.7042465409547968e-10,3.7544859751612933e-18,6.5652964630372335e-12,1.1426587794406233e-18,3.4444675852750905e-12,9.0400674258749381e-15,9.0400674258749381e-15
6.823165417414548e-13,0.9787074812091807,154.0,0.0,0.0,0.0,0.99999528322624054,1.0,18.999999999400504,1.9442834142032982e-07,5.6875011203009406e-07,5.6850646672505352e-07,4.1973720765862058e-10,7.7399766973607606e-14,1.7341506283373973e-06,5.9528334752672012e-07,7.8109935822383949e-09,1.0472337672706953e-06,1.7968641819877152e-10,3.9907272027141875e-18,6.9296786106597724e-12,1.2047573529501076e-18,3.6620020051788993e-12,9.9105565008839152e-15,9.9105565008839152e-15
7.029248684380577e-13,0.9787074812089851,154.0,0.0,0.0,0.0,0.99999514139474222,1.0,18.999999999365482,2.0030073053510839e-07,5.8592425481335319e-07,5.8566421762251899e-07,4.4533389465540197e-10,7.9737166068915067e-14,1.755594180497007e-06,6.2428222168886266e-07,7.9447748283632692e-09,1.0982491520995674e-06,1.8911397958123258e-10,4.2340974934295199e-18,7.3012932509703751e-12,1.2679675823338423e-18,3.8861748003712823e-12,1.0835159853159699e-14,1.0835159853159699e-14
7.235331951346605e-13,0.9787074812087839,154.0,0.0,0.0,0.0,0.99999499958402926,1.0,18.999999999329543,2.0617311840198234e-07,6.0309823178166279e-07,6.0282120788086083e-07,4.7167965470338728e-10,8.2074542594846549e-14,1.7760603017542741e-06,6.5362927382043481e-07,8.07450437606746e-09,1.1498770596801661e-06,1.9870248205484217e-10,4.4845900312012325e-18,7.6799807004079242e-12,1.332256907287071e-18,4.116984040105108e-12,1.1815503801503337e-14,1.1815503801503337e-14
7.441415218312634e-13,0.9787074812085779,154.0,0.0,0.0,0.0,0.99999485779321784,1.0,18.999999999292704,2.1204550502107134e-07,6.2027204764967114e-07,6.1997743821726776e-07,4.9877377161245881e-10,8.4411897193121741e-14,1.7955935443570378e-06,6.8330863336026721e-07,8.2003049334939081e-09,1.2020895702513002e-06,2.0844721166529285e-10,4.7421980064358796e-18,8.0655861114726097e-12,1.3975937211692994e-18,4.3544277946258964e-12,1.2853214191760066e-14,1.2853214191760066e-14
7.647498485278663e-13,0.9787074812083666,154.0,0.0,0.0,0.0,0.99999471602146184,1.0,18.99999999925496,2.1791789039248974e-07,6.3744570699392923e-07,6.3713290934821477e-07,5.2661552987679592e-10,8.6749230486664179e-14,1.8142364298188588e-06,7.1330515314262676e-07,8.3222954924951606e-09,1.2548600366613332e-06,2.1834359252607891e-10,5.0069146160463285e-18,8.4579593262632886e-12,1.4639473430722638e-18,4.5985041351604556e-12,1.3949916397061118e-14,1.3949916397061118e-14
7.853581752244691e-13,0.9787074812081511,154.0,0.0,0.0,0.0,0.9999945742679518,1.0,18.999999999216325,2.237902745163473e-07,6.5461921425693641e-07,6.5428762198946314e-07,5.5520421467421964e-10,8.9086543080152824e-14,1.8320295414816224e-06,7.4360437642423228e-07,8.4405914411833355e-09,1.3081630263615524e-06,2.2838718277460877e-10,5.27873306344558e-18,8.8569547344508112e-12,1.531287990706021e-18,4.8492111339060266e-12,1.5107235318062826e-14,1.5107235318062826e-14
8.05966501921072e-13,0.9787074812079298,154.0,0.0,0.0,0.0,0.99999443253191367,1.0,18.999999999176797,2.2966265739274875e-07,6.7179257375106541e-07,6.7144157685606484e-07,5.845391118655394e-10,9.1423835560552771e-14,1.8490116128590464e-06,7.7419250541421452e-07,8.5553046730714998e-09,1.3619742660435384e-06,2.3857367064675959e-10,5.5576465585405735e-18,9.2624311355526928e-12,1.5995867540791588e-18,5.1065468640198883e-12,1.6326795383183124e-14,1.6326795383183124e-14
8.265748286176749e-13,0.9787074812077037,154.0,0.0,0.0,0.0,0.99999429081260649,1.0,18.999999999136392,2.355350390217948e-07,6.8896578966237667e-07,6.8859477466236288e-07,6.1461950799389747e-10,9.3761108497636619e-14,1.865219611953612e-06,8.0505637123843718e-07,8.6665436929096999e-09,1.4162705887998862e-06,2.4889887066640128e-10,5.8436483177258806e-18,9.6742516053787557e-12,1.6688155699499367e-18,5.3705093996094108e-12,1.7610220548835537e-14,1.7610220548835537e-14
8.471831553142777e-13,0.9787074812074729,154.0,0.0,0.0,0.0,0.99999414910932216,1.0,18.999999999095103,2.414074194035816e-07,7.0613886605431605e-07,7.0574721612199312e-07,6.4544469028411741e-10,9.6098362444490146e-14,1.880688821730386e-06,8.3618340527282368e-07,8.7744137193157617e-09,1.4710298836933084e-06,2.5935871994652475e-10,6.1367315638775572e-18,1.0092283366521428e-11,1.7389471970256769e-18,5.6410968157225604e-12,1.8959134299660812e-14,1.8959134299660812e-14
8.677914820108806e-13,0.9787074812072372,154.0,0.0,0.0,0.0,0.99999400742138278,1.0,18.999999999052942,2.4727979853820138e-07,7.2331180687130655e-07,7.2289890194788654e-07,6.7701394664205114e-10,9.8435597937995891e-14,1.8954529169227371e-06,8.675616117833503e-07,8.8790167842978422e-09,1.5262310476244422e-06,2.6994927459870605e-10,6.4368895263469872e-18,1.0516397662768353e-11,1.8099551918885035e-18,5.9183071883387834e-12,2.0375159648756269e-14,2.0375159648756269e-14
8.883998087074834e-13,0.9787074812069964,154.0,0.0,0.0,0.0,0.99999386574813987,1.0,18.999999999009908,2.5315217642574223e-07,7.4048461594223716e-07,7.4004983285227061e-07,7.0932656565392678e-10,1.0077281549931057e-13,1.9095440373370891e-06,8.9917954181316403e-07,8.9804518297628337e-09,1.5818539393936278e-06,2.8066670624773715e-10,6.7441154409545643e-18,1.0946469637318479e-11,1.8818138856263002e-18,6.2021385943603129e-12,2.1859919137902939e-14,2.1859919137902939e-14
9.090081354040863e-13,0.9787074812067508,154.0,0.0,0.0,0.0,0.99999372408897302,1.0,18.999999998966008,2.590245530662889e-07,7.5765729698384333e-07,7.5720000954667142e-07,7.4238183658569891e-10,1.0311001563432904e-13,1.9229928578163321e-06,9.3102626825996548e-07,9.0788148011019554e-09,1.6378793358566122e-06,2.9150729864833981e-10,7.0584025499835679e-18,1.1382378214686509e-11,1.9544983611480852e-18,6.4925891116038271e-12,2.3415034837790676e-14,2.3415034837790676e-14
9.29616462100689e-13,0.9787074812065006,154.0,0.0,0.0,0.0,0.99999358244328873,1.0,18.99999999892125,2.6489692845992234e-07,7.7482985360399533e-07,7.7434943274191383e-07,7.7617904938239646e-10,1.0544719883412506e-13,1.9358286550142607e-06,9.6309136208938055e-07,9.1741987379420125e-09,1.6942888900787092e-06,3.0246744440097408e-10,7.3797441021740604e-18,1.1824005986183896e-11,2.0279844311637414e-18,6.7896568187924778e-12,2.5042128348241184e-14,2.5042128348241184e-14
9.50224788797292e-13,0.9787074812062454,154.0,0.0,0.0,0.0,0.99999344081051866,1.0,18.999999998875634,2.7076930260672016e-07,7.9200228930488532e-07,7.9149810314812517e-07,8.1071749466747389e-10,1.0778436557538725e-13,1.948079371126392e-06,9.9536486963253897e-07,9.2666938621482677e-09,1.7510650913963142e-06,3.1354364176383575e-10,7.708133352716544e-18,1.2271239098868079e-11,2.1022486168088002e-18,7.0933397955482574e-12,2.6742820798429225e-14,2.6742820798429225e-14
9.914414421904977e-13,0.978707481205721,154.0,0.0,0.0,0.0,0.99999315758157192,1.0,18.999999998781846,2.8251404716010286e-07,8.2634681144751674e-07,8.2579318843047671e-07,8.82015248584824e-10,1.1245865151964459e-13,1.9709310118411973e-06,1.0604995614611159e-06,9.4433649742795496e-09,1.8656513513883492e-06,3.3603069439167873e-10,8.3860280018351787e-18,1.3182083080062705e-11,2.2530208392927222e-18,7.7205438807006169e-12,3.0371484682792055e-14,3.0371484682792055e-14
1e-12,0.9787074812052327,154.0,0.0,0.0,0.0,0.99999309877545794,1.0,18.999999998761947,2.8495281986900771e-07,8.3347832806240896e-07,8.3291411943257303e-07,8.9719096188753901e-10,1.1342925019948245e-13,1.9754145991423446e-06,1.0741178069045349e-06,9.4787075352307632e-09,1.8896088434781697e-06,3.4075416991261075e-10,8.5303178012247354e-18,1.3373895576712901e-11,2.2846910182253332e-18,7.854096975118797e-12,3.1163890497955689e-14,3.1163890497955689e-14
1.0285364302443828e-12,0.9787074812052327,154.0,0.0,0.0,0.0,0.99999290271447561,1.0,18.999999998694545,2.9308431299468297e-07,8.572565009097624e-07,8.5665619775584659e-07,9.4871113962261543e-10,1.1666545708357659e-13,1.9897515948844815e-06,1.1197426921747451e-06,9.5933396099561272e-09,1.9698730639692498e-06,3.5663286465503682e-10,9.0201687823296972e-18,1.4019939823578302e-11,2.3911552394035041e-18,8.3076325321768105e-12,3.3905244092005165e-14,3.3905244092005165e-14
1.0656314182982679e-12,0.9787074812047294,154.0,0.0,0.0,0.0,0.99999264788144693,1.0,18.99999999860453,3.0365457479058118e-07,8.8816584854736764e-07,8.875167790568707e-07,1.0177976226380112e-09,1.2087221612116949e-13,2.0070562224115009e-06,1.1795258226629049e-06,9.7352375861768033e-09,2.0750447602890426e-06,3.77561094556502e-10,9.6770395043810193e-18,1.4874338706810918e-11,2.5314758401197031e-18,8.9161248316735362e-12,3.7702654378700643e-14,3.7702654378700643e-14
1.102726406352153e-12,0.9787074812042106,154.0,0.0,0.0,0.0,0.99999239307996335,1.0,18.999999998511811,3.1422483254814448e-07,9.1907487135146565e-07,9.1837493644993712e-07,1.0892705849923841e-09,1.2507893094513292e-13,2.0229670026270436e-06,1.2398054551040071e-06,9.8694938547440148e-09,2.1810899182400202e-06,3.9879839497990824e-10,1.0356601064688967e-17,1.5744730853046275e-11,2.6738687309425414e-18,9.5460096111528687e-12,4.1773152978903166e-14,4.1773152978903166e-14
