Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371)
7.354031078459587e-13,0.41857354396582724,154.0,0.0,0.0,0.0,0.99999329798823366,1.0,18.999999996229487,2.0914637882748566e-07,1.4295734856940451e-06,1.4280226592658896e-06,2.6557094550724001e-09,4.5515740735267312e-13,1.780581684309019e-06,6.6799778025219643e-07,8.1031368865091793e-09,1.1747927933698764e-06,1.114349851146938e-09,2.5262076110615478e-17,1.3410701299369835e-11,7.4746990506980825e-18,9.8931476009478088e-12,2.8827873627695543e-14,2.8835635225343712e-14,6.125459764469525e-18,1.6361378837053111e-18,9.6929714432634273e-18,5.2186219720806784e-33
7.428471233817e-13,0.41857354396565266,154.0,0.0,0.0,0.0,0.99999323037491028,1.0,18.999999996156497,2.112634240682094e-07,1.4440360502124356e-06,1.4424505957510859e-06,2.7094162819026158e-09,4.5975377374673301e-13,1.7875284638284989e-06,6.7870606412383244e-07,8.1479835362577607e-09,1.1936252191725586e-06,1.1336258029662892e-09,2.5772965018116465e-17,1.3662841181320405e-11,7.6039969249540971e-18,1.0094018759210696e-11,2.9711204789823528e-14,2.971923946158349e-14,6.3358268363982337e-18,1.6988449235643487e-18,9.9902120617558232e-18,5.5994877848528808e-33
7.502911389174412e-13,0.4185735439654766,154.0,0.0,0.0,0.0,0.99999316276407169,1.0,18.999999996082874,2.1338046911179573e-07,1.4584985046854718e-06,1.4568779972379342e-06,2.763654120731835e-09,4.6436314163812797e-13,1.7943591949522638e-06,6.8945569416332048e-07,8.1923349115175428e-09,1.2125303597522251e-06,1.1530098288530992e-09,2.6288905301616016e-17,1.391699839456373e-11,7.7340197386656879e-18,1.0296900139511628e-11,3.0612379031894753e-14,3.062069332578771e-14,6.5510376900538671e-18,1.7632562029066181e-18,1.0293466641741166e-17,6.0039268375381697e-33
7.577351544531825e-13,0.41857354396529894,154.0,0.0,0.0,0.0,0.99999309515567947,1.0,18.999999996008608,2.1549751395824996e-07,1.4729608502946105e-06,1.4713048639213783e-06,2.8184227767622789e-09,4.6895888948895843e-13,1.8010758157563096e-06,7.0024597984895297e-07,8.2361964809253771e-09,1.2315070007051555e-06,1.1725007740427188e-09,2.6809895111321221e-17,1.4173166034770416e-11,7.8647597462764478e-18,1.0501791488166344e-11,3.1531573999922231e-14,3.1540174547503999e-14,6.7711487832655932e-18,1.829398798509786e-18,1.0602795368810114e-17,6.4331428970743043e-33
7.651791699889237e-13,0.41857354396511975,154.0,0.0,0.0,0.0,0.99999302754969532,1.0,18.999999995933702,2.1761455860757712e-07,1.4874230881524149e-06,1.4857311959962914e-06,2.8737220552674466e-09,4.735709749213277e-13,1.8076802320153505e-06,7.1107624216772275e-07,8.2795736528549387e-09,1.2505539478677025e-06,1.1920974960842704e-09,2.7335932591110279e-17,1.4431337273687488e-11,7.9962092840156603e-18,1.0708692551548749e-11,3.246896731743327e-14,3.2477860833894164e-14,6.9962165705450884e-18,1.8972998903513147e-18,1.0918258427769157e-17,6.8883882552918579e-33
7.726231855246649e-13,0.41857354396493907,154.0,0.0,0.0,0.0,0.99999295994608206,1.0,18.999999995858168,2.1973160305978241e-07,1.5018852194191477e-06,1.5001569936574733e-06,2.9295517615914228e-09,4.7816959135935507e-13,1.8141743180578095e-06,7.2194581331069664e-07,8.3224717766612775e-09,1.2696700267805483e-06,1.2117988645908474e-09,2.7867015893075327e-17,1.4691505357567227e-11,8.1283607699134987e-18,1.0917603076090203e-11,3.3424736585686457e-14,3.3433929869948159e-14,7.2262975028560435e-18,1.9669867588641919e-18,1.1239916002521819e-17,7.3709647542040764e-33
7.800672010604062e-13,0.41857354396475693,154.0,0.0,0.0,0.0,0.99999289234480271,1.0,18.999999995782002,2.2184864731487071e-07,1.516347245187463e-06,1.5145822570996536e-06,2.9859117011492725e-09,4.8278052502428953e-13,1.8205599170792952e-06,7.3285403656132644e-07,8.3648961429498271e-09,1.2888540824922845e-06,1.231603761188661e-09,2.8403143162734389e-17,1.4953663606827693e-11,8.2612067017323728e-18,1.1128522808279735e-11,3.4399059383544288e-14,3.4408559318355562e-14,7.4614480273707454e-18,2.0384867839227437e-18,1.1567828276174773e-17,7.88222552345201e-33
7.875112165961474e-13,0.4185735439645732,154.0,0.0,0.0,0.0,0.99999282474582107,1.0,18.999999995705199,2.2396569137284696e-07,1.5308091665881583e-06,1.5290069865174878e-06,3.0428016794274879e-09,4.8737945167056978e-13,1.826838841438445e-06,7.4380026619004094e-07,8.4068519838166394e-09,1.3081049793740315e-06,1.2515110794720088e-09,2.8944312553094988e-17,1.521780541574938e-11,8.3947396583183799e-18,1.1341451494664277e-11,3.5392113267334358e-14,3.5401926819365475e-14,7.7017245872363334e-18,2.1118274438839391e-18,1.1902055430931886e-17,8.4235767819346506e-33
7.949552321318887e-13,0.4185735439643879,154.0,0.0,0.0,0.0,0.99999275714910174,1.0,18.999999995627764,2.2608273523371602e-07,1.5452709846926479e-06,1.5434311821055591e-06,3.1002215019840241e-09,4.9198957567582197e-13,1.8330128731397114e-06,7.5478386728223412e-07,8.4483444734341959e-09,1.3274216008169262e-06,1.2715197248877264e-09,2.9490522211176136e-17,1.5483924251735832e-11,8.5289522972299148e-18,1.1556388881848552e-11,3.6404075770833805e-14,3.6414209990769184e-14,7.9471836213638436e-18,2.1870363140304546e-18,1.2242657648223153e-17,8.9964794288498787e-33
8.023992476676299e-13,0.41857354396420127,154.0,0.0,0.0,0.0,0.99999268955460929,1.0,18.999999995549704,2.2819977889748266e-07,1.5597327006054713e-06,1.5578548440583792e-06,3.1581709744481547e-09,4.9658927154276671e-13,1.8390837644017328e-06,7.6580421553575869e-07,8.4893787288019168e-09,1.3468028488759768e-06,1.2916286145859098e-09,3.0041770291169163e-17,1.5752013654366151e-11,8.6638373553047949e-18,1.1773334716494863e-11,3.7435124405315171e-14,3.7445586427944123e-14,8.1978815642370104e-18,2.2641410647395382e-18,1.2589695108621994e-17,9.6024505397705532e-33
8.098432632033712e-13,0.41857354396401303,154.0,0.0,0.0,0.0,0.99999262196230954,1.0,18.999999995471011,2.3031682236415145e-07,1.5741943153778298e-06,1.5722779725703864e-06,3.2166499025203648e-09,5.0119868729694531e-13,1.8450532381922281e-06,7.7686069707034701e-07,8.529959810445615e-09,1.3662476439348989e-06,1.3118366772809806e-09,3.0598054941675531e-17,1.6022067234512125e-11,8.7993876461978878e-18,1.1992288745322851e-11,3.8485436659577618e-14,3.8496233703883089e-14,8.4538748457342079e-18,2.3431694597582946e-18,1.2943227991952689e-17,1.0243064918608415e-32
8.172872787391124e-13,0.41857354396382335,154.0,0.0,0.0,0.0,0.99999255437216816,1.0,18.99999999539169,2.3243386563372712e-07,1.5886558300885401e-06,1.5867005678359483e-06,3.2756580919723379e-09,5.0579891217989151e-13,1.8509229887113938e-06,7.8795270825538032e-07,8.5700927230319373e-09,1.385754924403216e-06,1.3321428531299642e-09,3.1159374318039607e-17,1.6294078673562476e-11,8.9355960610535147e-18,1.2213250715109386e-11,3.9555189999950717e-14,3.9566329369196314e-14,8.7152198909605942e-18,2.424149354642981e-18,1.3303316477210261e-17,1.0919956733386514e-32
8.247312942748537e-13,0.4185735439636321,154.0,0.0,0.0,0.0,0.99999248678415187,1.0,18.999999995311747,2.3455090870621415e-07,1.6031172457684562e-06,1.6011226300493587e-06,3.3351953486469587e-09,5.1040767042307307e-13,1.8566946818570985e-06,7.9907965554414402e-07,8.6097824159574695e-09,1.4053236464247677e-06,1.3525460936158951e-09,3.1725726570400398e-17,1.6568041722679329e-11,9.0724555662715169e-18,1.243622037268845e-11,4.064456187029141e-14,4.0656050952106744e-14,8.9819731200907374e-18,2.5071086952558961e-18,1.3670020742658159e-17,1.1634821196539557e-32
8.321753098105949e-13,0.41857354396343943,154.0,0.0,0.0,0.0,0.99999241919822779,1.0,18.999999995231175,2.3666795158161699e-07,1.6175785634715272e-06,1.6155441594048396e-06,3.3952614784582996e-09,5.150083832390176e-13,1.8623699556927469e-06,8.1024095530713076e-07,8.6490337839500353e-09,1.4249527835845438e-06,1.3730453614286196e-09,3.2297109855272335e-17,1.6843950202039071e-11,9.2099592041239833e-18,1.2661197464950995e-11,4.1753729691987432e-14,4.1765575958451892e-14,9.2541909482219583e-18,2.5920755162531777e-18,1.4043400965760354e-17,1.238941626327929e-32
8.396193253463362e-13,0.41857354396324525,154.0,0.0,0.0,0.0,0.99999235161436362,1.0,18.999999995149984,2.3878499425994015e-07,1.6320397842085157e-06,1.6299651560965417e-06,3.4558562873915826e-09,5.1961657260321631e-13,1.8679504209154498e-06,8.2143603366523483e-07,8.6878516676781811e-09,1.4446413266153318e-06,1.393639630343878e-09,3.2873522324328958e-17,1.712179800006302e-11,9.3481000905635711e-18,1.2888181738844821e-11,4.2882870863965938e-14,4.2895081871690746e-14,9.5319297852379388e-18,2.6790779395711028e-18,1.4423517323270336e-17,1.3185564350363175e-32
8.470633408820774e-13,0.4185735439630495,154.0,0.0,0.0,0.0,0.99999228403252716,1.0,18.999999995068166,2.4090203674118789e-07,1.6465009090092757e-06,1.6443856203185428e-06,3.5169795815031553e-09,5.2421770155837904e-13,1.8734376613162934e-06,8.3266432632576227e-07,8.7262408543538185e-09,1.4643882831093046e-06,1.4143278851036776e-09,3.3454962135265532e-17,1.7401579072656666e-11,9.4868714157669201e-18,1.3117172941374426e-11,4.4032162762702232e-14,4.4044746152910846e-14,9.8152460356816554e-18,2.7681441729371129e-18,1.481042999117081e-17,1.4025154085735382e-32
8.545073564178187e-13,0.41857354396285235,154.0,0.0,0.0,0.0,0.99999221645268743,1.0,18.999999994985732,2.4301907902536441e-07,1.6609619388646623e-06,1.6588055522648498e-06,3.5786311669204576e-09,5.2882538124887983e-13,1.8788332342300666e-06,8.4392527842219646e-07,8.7642060783230499e-09,1.4841926772362247e-06,1.4351091212990119e-09,3.4041427441275625e-17,1.7683287442463829e-11,9.6262664420357174e-18,1.3348170819600888e-11,4.5201782742226402e-14,4.5214746240833436e-14,1.0104196098636745e-17,2.8593025084140727e-18,1.5204199144753582e-17,1.4910142093067684e-32
8.619513719535599e-13,0.4185735439626537,154.0,0.0,0.0,0.0,0.99999214887481336,1.0,18.999999994902673,2.4513612111247395e-07,1.6754228747811508e-06,1.6732249521293953e-06,3.6408108498420001e-09,5.3342686921442323e-13,1.8841386709762429e-06,8.5521834435707958e-07,8.8017520216482649e-09,1.5040535494671229e-06,1.455982345254273e-09,3.4632916401244357e-17,1.7966917198131849e-11,9.7662785043007609e-18,1.3581175120641713e-11,4.6391908134129321e-14,4.6405259551817899e-14,1.0398836367616867e-17,2.9525813209720125e-18,1.5604884958566716e-17,1.584255480958229e-32
8.693953874893012e-13,0.41857354396245355,154.0,0.0,0.0,0.0,0.99999208129887451,1.0,18.999999994818992,2.472531630025207e-07,1.6898837177299222e-06,1.6876438201060425e-06,3.7035184365373377e-09,5.3803409716578511e-13,1.8893554772930516e-06,8.6654298764735548e-07,8.8388833146845964e-09,1.5239699563023063e-06,1.4769465739127504e-09,3.5229427169874487e-17,1.8252462493583946e-11,9.9069010081065707e-18,1.3816185591670743e-11,4.7602716247568853e-14,4.7616463479866382e-14,1.0699223230462529e-17,3.0480090670814925e-18,1.6012547606486957e-17,1.6824490335299457e-32
8.768394030250424e-13,0.4185735439622519,154.0,0.0,0.0,0.0,0.99999201372484126,1.0,18.999999994734701,2.4937020469550867e-07,1.7043444686947547e-06,1.7020621563885812e-06,3.7667537333470469e-09,5.4263589381673178e-13,1.8944851337649338e-06,8.7789868077207156e-07,8.8756045366511396e-09,1.5439409700035159e-06,1.4980008347231045e-09,3.5830957907250368e-17,1.8539917547298047e-11,1.0048127430065983e-17,1.4053201979917999e-11,4.8834384369276258e-14,4.8848535396628812e-14,1.1005413069244874e-17,3.145614283327722e-18,1.6427247261673487e-17,1.7858120313706199e-32
8.842834185607836e-13,0.4185735439620489,154.0,0.0,0.0,0.0,0.99999194615268383,1.0,18.999999994649787,2.5148724619144199e-07,1.7188051286274008e-06,1.7164799611707295e-06,3.830516546682695e-09,5.4724271932727811e-13,1.899529096242967e-06,8.8928490502258442e-07,8.9119202161961071e-09,1.5639656783304851e-06,1.5191441655270266e-09,3.6437506769573177e-17,1.8829276641593453e-11,1.0189951315920926e-17,1.4292224032669586e-11,5.0087089763562835e-14,5.0101652651408047e-14,1.1317462260176067e-17,3.2454255850467197e-18,1.6849044096633489e-17,1.8945691844737213e-32
8.917274340965249e-13,0.4185735439618442,154.0,0.0,0.0,0.0,0.99999187858237359,1.0,18.999999994564263,2.5360428749032448e-07,1.7332656984895832e-06,1.7308972346461347e-06,3.8948066830268129e-09,5.5184478045908026e-13,1.9044887962581002e-06,9.0070115035532635e-07,8.9478348319554135e-09,1.5840431842820075e-06,1.5403756144481438e-09,3.7049071918134748e-17,1.9120534121925655e-11,1.0332366280953192e-17,1.4533251497267538e-11,5.1361009672326349e-14,5.1375992571164849e-14,1.1635427173525691e-17,3.3474716649840759e-18,1.7277998283181708e-17,2.0089529430708005e-32
8.991714496322661e-13,0.4185735439616382,154.0,0.0,0.0,0.0,0.99999181101388179,1.0,18.999999994478127,2.5572132859216001e-07,1.747726179213889e-06,1.7453139770083702e-06,3.9596239489328804e-09,5.5645124725533236e-13,1.9093656414273739e-06,9.1214691524707406e-07,8.9833528131048935e-09,1.6041726058413956e-06,1.5616942397821716e-09,3.7665651510624616e-17,1.9413684396189251e-11,1.0475366008120594e-17,1.4776284121109737e-11,5.2656321315057275e-14,5.267173246052278e-14,1.1959364173542879e-17,3.451781291975774e-18,1.7714169992499822e-17,2.1292036955419448e-32
9.140594807037485e-13,0.41857354396122176,154.0,0.0,0.0,0.0,0.99999167588224214,1.0,18.999999994304005,2.5995541020470556e-07,1.7766468769847021e-06,1.774145869167275e-06,4.0908390959992351e-09,5.6565862032220311e-13,1.9188762813836337e-06,9.351250390560804e-07,9.053216345442983e-09,1.6445837405989872e-06,1.6045893028433539e-09,3.8913846674321561e-17,2.0005641264647339e-11,1.0763094817563857e-17,1.5268363836396533e-11,5.5311828568398546e-14,5.5328121254890766e-14,1.2625379859897492e-17,3.6673066323336637e-18,1.8608406660885955e-17,2.3883090880537161e-32
9.28947511775231e-13,0.41857354396079954,154.0,0.0,0.0,0.0,0.9999915407575457,1.0,18.999999994127446,2.6418949102910865e-07,1.8055672292721593e-06,1.8029756391946056e-06,4.2241604417273644e-09,5.7486724427238099e-13,1.9280718138613088e-06,9.5821542929372599e-07,9.1215452781536302e-09,1.6851923167038588e-06,1.6478220203895449e-09,4.0182077551994367e-17,2.0605103732727777e-11,1.105308854699905e-17,1.576846115882506e-11,5.8055028831605409e-14,5.8072237024945151e-14,1.3315960110201972e-17,3.8922332295581344e-18,1.9532235458456254e-17,2.6739750491571804e-32
9.438355428467135e-13,0.41857354396037133,154.0,0.0,0.0,0.0,0.99999140563958022,1.0,18.999999993948446,2.6842357106539814e-07,1.8344872432564422e-06,1.8318032886363795e-06,4.3595864410962903e-09,5.8407557382720021e-13,1.9369626782702202e-06,9.8141436647785391e-07,9.1883733183321811e-09,1.7259917927932726e-06,1.6913852141796182e-09,4.1470329446541717e-17,2.1212029242910584e-11,1.1345299046227588e-17,1.6276574069576472e-11,6.0887339054570266e-14,6.0905497404030813e-14,1.4031555615032974e-17,4.1267938455648717e-18,2.0486137731992215e-17,2.9884312036276701e-32
9.58723573918196e-13,0.41857354395993746,154.0,0.0,0.0,0.0,0.99999127052814019,1.0,18.99999999376702,2.7265765031360226e-07,1.8634069259633806e-06,1.8606288190374675e-06,4.4971155502175908e-09,5.9328380324108665e-13,1.9455589681619089e-06,1.0047182543529764e-06,9.2537334326993536e-09,1.7669758442202354e-06,1.7352718585698105e-09,4.2778587671348567e-17,2.1826376172338204e-11,1.1639679188609331e-17,1.6792700550714275e-11,6.3810175829265472e-14,6.3829319668568308e-14,1.4772616962757421e-17,4.3712223401033434e-18,2.1470594818744738e-17,3.334054334782405e-32
9.736116049896785e-13,0.41857354395949764,154.0,0.0,0.0,0.0,0.99999113542302642,1.0,18.999999993583174,2.7689172877374819e-07,1.8923262842697079e-06,1.8894522319415977e-06,4.6367462263345378e-09,6.0249194037781779e-13,1.9538704429848462e-06,1.0281236157019827e-06,9.3176578642722227e-09,1.8081383556876516e-06,1.7794750771883913e-09,4.4106837550575838e-17,2.2448103811770746e-11,1.1936182848792111e-17,1.731683858518079e-11,6.6824955389942639e-14,6.6845120738213064e-14,1.5539594638018692e-17,4.62575363243111e-18,2.2486088046762885e-17,3.7133756932583396e-32
9.88499636061161e-13,0.4185735439590522,154.0,0.0,0.0,0.0,0.99999100032404598,1.0,18.999999993396923,2.8112580644586227e-07,1.9212453249060402e-06,1.918273528891354e-06,4.778476927821284e-09,6.1169997402879262e-13,1.9619065390503878e-06,1.0516270884390557e-06,9.3801781481243746e-09,1.8494734143770264e-06,1.8239881397893893e-09,4.5455064419142516e-17,2.3077172345690997e-11,1.2234764881606705e-17,1.7848986156793854e-11,6.9933093613323668e-14,6.9954317176009667e-14,1.6332939020499695e-17,4.890623665516756e-18,2.3533098735196702e-17,4.1290883368689026e-32
1e-12,0.41857354395814406,154.0,0.0,0.0,0.0,0.99999089596997215,1.0,18.999999993251404,2.8439644887732233e-07,1.9435838272189434e-06,1.9405352941535097e-06,4.889394448367344e-09,6.1881270949936842e-13,1.9679313435965739e-06,1.0698476147518034e-06,9.427530673966632e-09,1.8815174678678874e-06,1.8585805055285222e-09,4.651017815679207e-17,2.3568101457959471e-11,1.2466801476543613e-17,1.8265529119070791e-11,7.2398803166563077e-14,7.2420869716695566e-14,1.6964098265125903e-17,5.1024518673871015e-18,2.4363749996186634e-17,4.4769255353858554e-32
1.018275698204126e-12,0.41857354395814406,154.0,0.0,0.0,0.0,0.99999073014374407,1.0,18.999999993017219,2.8959395942609691e-07,1.9790824793780608e-06,1.9759097810923802e-06,5.0682322460503704e-09,6.301157451262362e-13,1.9771887847255729e-06,1.0989154739216772e-06,9.5011289614102476e-09,1.9326384967838242e-06,1.9139175889624473e-09,4.8211390517711208e-17,2.4357177192240661e-11,1.2837988267170042e-17,1.8937301851090363e-11,7.6435107768525161e-14,7.6458560626067811e-14,1.8000528895314188e-17,5.4523286473621104e-18,2.5723597727037498e-17,5.0813134130959106e-32
1.048051760347091e-12,0.41857354395721297,154.0,0.0,0.0,0.0,0.99999045998580816,1.0,18.999999992627973,2.9806210925450183e-07,2.0369184404167702e-06,2.0335375879584146e-06,5.3663691944843011e-09,6.4853113857831729e-13,1.9914751267139421e-06,1.1465586764400556e-06,9.6168245708645644e-09,2.0164275917223532e-06,2.005009171393304e-09,5.1047448861259755e-17,2.5666089334439078e-11,1.3449007014575627e-17,2.0057631521537446e-11,8.3327538165181338e-14,8.335337539668528e-14,1.9778987488029521e-17,6.0582440159375286e-18,2.8045942180188928e-17,6.2158034912262589e-32
1.077827822490056e-12,0.41857354395625934,154.0,0.0,0.0,0.0,0.99999018984890031,1.0,18.999999992229245,3.0653025593126106e-07,2.0947532569129729e-06,2.0911569617891196e-06,5.6728754807436272e-09,6.6694616669121805e-13,2.0048304643719815e-06,1.1945335728481144e-06,9.7274933059105497e-09,2.1008000330784258e-06,2.0972139987613273e-09,5.3963122515613675e-17,2.700362048468972e-11,1.4067493190562394e-17,2.1209959069879439e-11,9.0621698965112405e-14,9.0650081169836088e-14,2.1671913963790525e-17,6.7102907599279354e-18,3.050398235588575e-17,7.560731763932033e-32
1.107603884633021e-12,0.4185735439552831,154.0,0.0,0.0,0.0,0.99998991973176465,1.0,18.999999991821092,3.1499839945654755e-07,2.1525869757008539e-06,2.148767914865984e-06,5.9877388304636225e-09,6.8536084499220556e-13,2.0173154680988093e-06,1.2428185467450624e-06,9.8333535756762492e-09,2.1857178046141153e-06,2.1904852392136939e-09,5.6958294717967797e-17,2.8369494879063323e-11,1.4693132656251761e-17,2.2394268411580449e-11,9.8328898627480177e-14,9.8359991936377937e-14,2.368290573414715e-17,7.4104031636602084e-18,3.3101568398809515e-17,9.1476483477194505e-32
1.137379946775986e-12,0.4185735439542845,154.0,0.0,0.0,0.0,0.99998964963322212,1.0,18.999999991403573,3.2346653983052397e-07,2.2104196416441864e-06,2.2063704594523629e-06,6.3109469872678994e-09,7.0377518808912981e-13,2.0289868535815699e-06,1.2913933907638471e-06,9.9346142984319009e-09,2.271145368124834e-06,2.2847780311706609e-09,6.0032848876635253e-17,2.9763448735189038e-11,1.5325624488970337e-17,2.3610543475738366e-11,1.0646043991453062e-13,1.0649441600087917e-13,2.5815558443894785e-17,8.1605279046901852e-18,3.5842550344768815e-17,1.1011774595677743e-31
1.167156008918951e-12,0.4185735439532636,154.0,0.0,0.0,0.0,0.99998937955216671,1.0,18.999999990976743,3.3193467705334365e-07,2.2682512977192959e-06,2.2639646077935084e-06,6.6424877127420159e-09,7.2218920959721969e-13,2.0398976397489501e-06,1.3402392146642875e-06,1.0031475314342475e-08,2.3570495018049633e-06,2.380049400366324e-09,6.3186668570796421e-17,3.1185229731207063e-11,1.596468042577561e-17,2.4858768205002948e-11,1.1502761989726662e-13,1.15064655986431e-13,2.8073465961077294e-17,8.9626232033059982e-18,3.8730778127958356e-17,1.3192314292166352e-31
1.196932071061916e-12,0.41857354395222063,154.0,0.0,0.0,0.0,0.99998910948755937,1.0,18.999999990540655,3.4040281112515016e-07,2.3260819850946884e-06,2.3215503721166058e-06,6.9823487864070746e-09,7.4060292263707373e-13,2.0500973905911334e-06,1.3893383591744597e-06,1.0124127781025361e-08,2.4433991487227991e-06,2.4762581802346501e-09,6.641963755024787e-17,3.2634596506426471e-11,1.6610024329421036e-17,2.6138926555498139e-11,1.2404172996104178e-13,1.24082008839435e-13,3.0460220369612929e-17,9.8186580236043288e-18,4.1770101587794282e-17,1.5732781615326587e-31
1.2267081332048809e-12,0.41857354395115554,154.0,0.0,0.0,0.0,0.99998883943842487,1.0,18.999999990095358,3.4887094204607928e-07,2.3839117432071716e-06,2.3791277646308076e-06,7.3305180056934236e-09,7.5901633976688709e-13,2.0596324406553846e-06,1.4386743156483436e-06,1.0212754551174982e-08,2.5301652755244077e-06,2.5733649357928448e-09,6.9731639735152057e-17,3.4111318184620403e-11,1.7261391677780676e-17,2.7451002496748608e-11,1.3351405581106605e-13,1.3355776583435718e-13,3.2979411964280279e-17,1.0730611326875287e-17,4.496437047532996e-17,1.8681346227386186e-31
1.2564841953478459e-12,0.4185735439500686,154.0,0.0,0.0,0.0,0.99998856940384806,1.0,18.999999989640916,3.5733906981625818e-07,2.4417406098346282e-06,2.4366967975272666e-06,7.6869831859144038e-09,7.7742947301529124e-13,2.0685461052196306e-06,1.4882316511825758e-06,1.0297530533038141e-08,2.6173207407382796e-06,2.6713318908727914e-09,7.3122559215787668e-17,3.5615173918969137e-11,1.7918529075731884e-17,2.8794980011610249e-11,1.4345587747783035e-13,1.4350321257845198e-13,3.5634629247519311e-17,1.1700471374176305e-17,4.8317434459278899e-17,2.2091196193791517e-31
1.2862602574908109e-12,0.41857354394895974,154.0,0.0,0.0,0.0,0.99998829938296874,1.0,18.999999989177358,3.6580719443580698e-07,2.4995686211657425e-06,2.4942574829791719e-06,8.0517321602401417e-09,7.9584233390642087e-13,2.0768788767701783e-06,1.5379959386129361e-06,1.0378623035264096e-08,2.7048401716618585e-06,2.7701228584056733e-09,7.6592280252300286e-17,3.7145952456727198e-11,1.8581193787518313e-17,3.0170843096204271e-11,1.5387846932246305e-13,1.5392962901646338e-13,3.8429458927408847e-17,1.2730235072968586e-17,5.1833143131678475e-17,2.6020919324957122e-31
1.3160363196337759e-12,0.4185735439478295,154.0,0.0,0.0,0.0,0.99998802937497999,1.0,18.999999988704737,3.7427531590483833e-07,2.5573958118668586e-06,2.5518098331417762e-06,8.4247527796713498e-09,8.1425493347922278e-13,2.0846686089830615e-06,1.587953690963194e-06,1.0456192097148278e-08,2.7926998490783202e-06,2.8697031735647774e-09,8.014068727445321e-17,3.8703451722328537e-11,1.9249153288284907e-17,3.1578575759854509e-11,1.6479310004202566e-13,1.6484828943530607e-13,4.1367485916434835e-17,1.382190736405422e-17,5.5515346013216916e-17,3.0534903313400052e-31
1.3458123817767408e-12,0.4185735439466775,154.0,0.0,0.0,0.0,0.99998775937912332,1.0,18.999999988223099,3.8274343422345879e-07,2.6152222151460613e-06,2.6093538601524294e-06,8.8060329130131906e-09,8.3266728230831466e-13,2.0919506888379366e-06,1.6380923001222417e-06,1.0530390804659476e-08,2.8808775994095412e-06,2.9700396296948771e-09,8.3767664881378756e-17,4.0287478418437522e-11,1.9922184834304786e-17,3.3018162025027802e-11,1.762110326747479e-13,1.7627046246872562e-13,4.4452293330919437e-17,1.4977500646870345e-17,5.9367892558237657e-17,3.5703754998274622e-31
1.3755884439197058e-12,0.41857354394550406,154.0,0.0,0.0,0.0,0.99998748939468685,1.0,18.999999987732494,3.9121154939176812e-07,2.6730478628145283e-06,2.6668895761306126e-06,9.1955604468491613e-09,8.5107939052350306e-13,2.0987581974074771e-06,1.6883999795560549e-06,1.0601365592597469e-08,2.9693526939650159e-06,3.07110041696427e-09,8.747309784132985e-17,4.1897847644508117e-11,2.0600075051469187e-17,3.4489585927277372e-11,1.8814352460520456e-13,1.8820741110193694e-13,4.76874624910249e-17,1.6199034241458413e-17,6.3394632159435371e-17,4.1604739182326384e-31
1.4053645060626708e-12,0.41857354394430923,154.0,0.0,0.0,0.0,0.99998721942100144,1.0,18.999999987232954,3.9967966140986037e-07,2.7308727853452763e-06,2.7244169931779686e-06,9.5933232855150309e-09,8.6949126782846838e-13,2.1051220600609385e-06,1.7388657107913104e-06,1.0669256533496914e-08,3.0581057548239021e-06,3.172855063622147e-09,9.1256871091432129e-17,4.3534382532073305e-11,2.1282619541253379e-17,3.599283151518889e-11,2.0060182756943653e-13,2.0067039267624241e-13,5.1076572921184852e-17,1.7488533884789197e-17,6.759941415226188e-17,4.8322237485100721e-31
1.4351405682056358e-12,0.41857354394309315,154.0,0.0,0.0,0.0,0.99998694945743871,1.0,18.999999986724532,4.0814777027782461e-07,2.7886970119294411e-06,2.7819361233783297e-06,9.9993093510728012e-09,8.8790292351869578e-13,2.1110711868904306e-06,1.7894791933825722e-06,1.0734197613997145e-08,3.1471186668435238e-06,3.2752743797233065e-09,9.5118869737436275e-17,4.5196913895857203e-11,2.1969622503233118e-17,3.7527882850329175e-11,2.1359718766002187e-13,2.1367065889363154e-13,5.4623202350812324e-17,1.8848031258893545e-17,7.198608781905975e-17,5.5948227693495525e-31
1.4649166303486008e-12,0.418573543941856,154.0,0.0,0.0,0.0,0.99998667950340903,1.0,18.999999986207257,4.1661587599574398e-07,2.8465205705302084e-06,2.8394469787977528e-06,1.0413506583284754e-08,9.0631436649864651e-13,2.1166326040461585e-06,1.8402307981185477e-06,1.0796316999275803e-08,3.2363744953643541e-06,3.3783304032059804e-09,9.9058979053470994e-17,4.6885279899954245e-11,2.2660896373385253e-17,3.909472400719727e-11,2.2714084533109969e-13,2.2721945582136341e-13,5.8330926715199938e-17,2.0279563548634803e-17,7.6558502392939339e-17,6.4582784030863208e-31
