Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95)
5.680844491265326e-13,0.35585002085627704,154.0,0.0,0.0,0.0,0.99999916776716258,1.0,18.99999999927044,4.3175726119931767e-08,3.0205095834620382e-07,3.0182359093725189e-07,4.7846425615031577e-10,1.6711485932373672e-13,1.1506603734285675e-07,2.8471476744031104e-08,1.705534985157457e-10,4.0744933327736232e-08,2.5092973875672423e-10,6.4175793953600265e-18
5.885555885111161e-13,0.3558500208561716,154.0,0.0,0.0,0.0,0.99999913781459338,1.0,18.99999999921862,4.4731578359277142e-08,3.1292771487486312e-07,3.1268213207301024e-07,5.1348337246587378e-10,1.7313365877634081e-13,1.1736996551267904e-07,3.0240825475235544e-08,1.7479503618963683e-10,4.3277011285847909e-08,2.6772744384152182e-10,6.8873160270679757e-18
6.090267278956995e-13,0.3558500208560629,154.0,0.0,0.0,0.0,0.99999910786376434,1.0,18.999999999165123,4.6287430495170247e-08,3.2380403131136331e-07,3.2353944201399895e-07,5.4973303097288029e-10,1.7915221508544859e-13,1.1958857944422398e-07,3.2044594364156342e-08,1.7893404516610257e-10,4.5858347221229959e-08,2.8496458876695199e-10,7.3735598211696086e-18
6.29497867280283e-13,0.3558500208559507,154.0,0.0,0.0,0.0,0.99999907791461218,1.0,18.999999999109971,4.7843282527613737e-08,3.3467991626683914e-07,3.3439552137601861e-07,5.8721261590801048e-10,1.8517053162842325e-13,1.2172503787542045e-07,3.3881509009910449e-08,1.8297300366890756e-10,4.8487117365868407e-08,3.0263256243211469e-10,7.8763025174823192e-18
6.499690066648665e-13,0.3558500208558352,154.0,0.0,0.0,0.0,0.99999904796707617,1.0,18.99999999905317,4.9399134456610224e-08,3.4555537818444015e-07,3.4525037077456236e-07,6.2592151181407672e-10,1.9118861379987997e-13,1.2378238350367054e-07,3.5750341828461735e-08,1.8691433033341945e-10,5.1161564950343682e-08,3.2072292171795201e-10,8.395535859925461e-18
6.704401460494499e-13,0.3558500208557164,154.0,0.0,0.0,0.0,0.99999901802109825,1.0,18.999999998994721,5.0954986282162131e-08,3.5643042534100755e-07,3.5610399082481171e-07,6.6585910354403645e-10,1.9720646868912218e-13,1.2576354533388443e-07,3.7649911105300149e-08,1.9076038497923653e-10,5.3879998848139976e-08,3.3922738981060085e-10,8.9312515965804634e-18
6.909112854340334e-13,0.3558500208555942,154.0,0.0,0.0,0.0,0.99999898807662135,1.0,18.999999998934637,5.2510838004271859e-08,3.6730506585213941e-07,3.669563821416417e-07,7.0702477625615294e-10,2.0322409764512816e-13,1.2767134503592885e-07,3.9579078430513043e-08,1.9451347077337955e-10,5.6640789905030352e-08,3.581378511441175e-10,9.4834414796334423e-18
7.113824248186169e-13,0.3558500208554686,154.0,0.0,0.0,0.0,0.9999989581335913,1.0,18.999999998872923,5.4066689622941706e-08,3.7817930767334243e-07,3.7780754533961596e-07,7.4941791541911567e-10,2.0924150170717314e-13,1.2950849855283347e-07,4.1536748049950197e-08,1.9817583477633976e-10,5.9442370010542631e-08,3.7744635024299506e-10,1.0052097265425398e-17
7.318535642032003e-13,0.35585002085533984,154.0,0.0,0.0,0.0,0.99999892819195602,1.0,18.999999998809599,5.5622541138173881e-08,3.8905315860538591e-07,3.8865748103299247e-07,7.9303790680594772e-10,2.1525869405508509e-13,1.3127762262353361e-07,4.3521864233606506e-08,2.0174967021264428e-10,6.228322833190807e-08,3.9714508635540088e-10,1.0637210714366082e-17
7.523247035877838e-13,0.3558500208552079,154.0,0.0,0.0,0.0,0.99999889825166488,1.0,18.99999999874467,5.7178392549970515e-08,3.9992662629487191e-07,3.9950618983571691e-07,8.3788413650053812e-10,2.2127568046768333e-13,1.3298123558295375e-07,4.553341095282629e-08,2.0523711675691637e-10,6.5161910852115042e-08,4.172264129036245e-10,1.1238773591064322e-17
7.727958429723672e-13,0.3558500208550726,154.0,0.0,0.0,0.0,0.99999886831266926,1.0,18.999999998678135,5.8734243858333687e-08,4.1079971824003377e-07,4.1035367236143113e-07,8.8395599088995942e-10,2.2729244515531693e-13,1.3462176417228734e-07,4.7570409132678642e-08,2.0864026295574255e-10,6.8077016437841971e-08,4.3768283169869296e-10,1.1856777664207093e-17
7.932669823569507e-13,0.3558500208549341,154.0,0.0,0.0,0.0,0.99999883837492232,1.0,18.999999998610004,6.0290095063265347e-08,4.2167244179140862e-07,4.2119992922346677e-07,9.3125285667030871e-10,2.333090115008598e-13,1.3620154446584674e-07,4.9631916278017227e-08,2.1196114657891645e-10,7.1027196304319444e-08,4.5850699220795101e-10,1.2491214706547594e-17
8.137381217415342e-13,0.35585002085479234,154.0,0.0,0.0,0.0,0.99999880843837918,1.0,18.999999998540297,6.1845946164767442e-08,4.3254480415514133e-07,4.3204496103484661e-07,9.7977412084545155e-10,2.3932539967430689e-13,1.3772282561200052e-07,5.1717024964189767e-08,2.1520175599305943e-10,7.4011151855416541e-08,4.7969168829297705e-10,1.3142076495017994e-17
8.342092611261176e-13,0.3558500208546474,154.0,0.0,0.0,0.0,0.99999877850299601,1.0,18.999999998469008,6.3401797162841785e-08,4.4341681239594932e-07,4.4288876840828518e-07,1.0295191707267952e-09,2.4534155781889266e-13,1.3918777316911885e-07,5.3824861491142187e-08,2.1836403138727481e-10,7.7027632757558046e-08,5.01229855313962e-10,1.3809354810804627e-17
8.546804005107011e-13,0.35585002085449924,154.0,0.0,0.0,0.0,0.99999874856873139,1.0,18.999999998396149,6.4957648057490163e-08,4.5428847344073389e-07,4.537313519561912e-07,1.0804873939303551e-09,2.5135749531405154e-13,1.4059847326423025e-07,5.5954584205598091e-08,2.2144986632881381e-10,8.0075434538630892e-08,5.2311456638514644e-10,1.4493041438980332e-17
8.751515398952846e-13,0.35585002085434786,154.0,0.0,0.0,0.0,0.99999871863554424,1.0,18.999999998321726,6.6513498848714283e-08,4.6515979408049742e-07,4.645727122906659e-07,1.1326781783787624e-09,2.5737333672124676e-13,1.419569347659702e-07,5.8105382624377048e-08,2.2446110859998539e-10,8.3153397333384003e-08,5.4533903040334518e-10,1.5193128168581404e-17
8.95622679279868e-13,0.35585002085419337,154.0,0.0,0.0,0.0,0.99999868870339625,1.0,18.999999998245748,6.8069349536515785e-08,4.7603078097376065e-07,4.7541285002350475e-07,1.1860909122997061e-09,2.6338899860397189e-13,1.4326509255737931e-07,6.027647611397581e-08,2.2739956147257525e-10,8.6260403993804539e-08,5.678965889545416e-10,1.5909606793266013e-17
9.160938186644516e-13,0.3558500208540357,154.0,0.0,0.0,0.0,0.99999865877224969,1.0,18.999999998168228,6.9625200120896299e-08,4.8690144064808045e-07,4.862517657661944e-07,1.2407249842287449e-09,2.6940428081516416e-13,1.4452480923877427e-07,6.24671132035406e-08,2.3026698438995568e-10,8.9395379105927716e-08,5.9078071470410548e-10,1.6642469110807669e-17
9.36564958049035e-13,0.35585002085387507,154.0,0.0,0.0,0.0,0.99999862884206858,1.0,18.999999998089162,7.1181050601857345e-08,4.9777177950290626e-07,4.9708946012991576e-07,1.2965797830063155e-09,2.7541950154493232e-13,1.4573787874306859e-07,6.4676570126256871e-08,2.3306509439043832e-10,9.2557286902450149e-08,6.1398500790587665e-10,1.739170692193794e-17
9.570360974336185e-13,0.3558500208537111,154.0,0.0,0.0,0.0,0.99999859891281795,1.0,18.999999998008562,7.273690097940038e-08,5.0864180381180528e-07,5.0792593372554173e-07,1.3536546977803676e-09,2.8143489873580952e-13,1.4690602802399067e-07,6.6904150138233226e-08,2.3579556679123082e-10,9.5745130287999404e-08,6.3750319477519845e-10,1.8157312032270292e-17
9.77507236818202e-13,0.3558500208535441,154.0,0.0,0.0,0.0,0.99999856898446471,1.0,18.999999997926434,7.4292751253526847e-08,5.1951151972710889e-07,5.1876118716364066e-07,1.4119491180024509e-09,2.8744965339181336e-13,1.4803092074074936e-07,6.9149182031913903e-08,2.3846003666895432e-10,9.8957948711710317e-08,6.6132912381988692e-10,1.8939276253444065e-17
9.979783762027855e-13,0.35585002085337397,154.0,0.0,0.0,0.0,0.99999853905697578,1.0,18.999999997842785,7.5848601424238108e-08,5.3038093327916492e-07,5.2959522105447259e-07,1.4714624334315301e-09,2.9346379150145689e-13,1.4911415838191224e-07,7.1411019682647033e-08,2.4106009934702013e-10,1.0219481751832802e-07,6.8545676468501096e-10,1.973759139833832e-17
1e-12,0.35585002085320083,154.0,0.0,0.0,0.0,0.99999853610153777,1.0,18.99999999783444,7.6002249130702502e-08,5.3145432413856975e-07,5.3066506803879821e-07,1.4774057668963674e-09,2.9405773017697041e-13,1.4921893242829083e-07,7.1635275018087354e-08,2.4131343317336349e-10,1.0251574466421068e-07,6.8785562921162803e-10,1.9817315658080201e-17
1.018449515587369e-12,0.35585002085320083,154.0,0.0,0.0,0.0,0.99999850913032073,1.0,18.999999997757623,7.7404451491535473e-08,5.4125005037916559e-07,5.404280360079943e-07,1.5321940341295005e-09,2.9947906085267725e-13,1.5015728384864539e-07,7.3689040603017557e-08,2.4359731187384774e-10,1.0545484587934504e-07,7.098802044493038e-10,2.0552249281535675e-17
1.0389206549719524e-12,0.3558500208530246,154.0,0.0,0.0,0.0,0.99999847920446905,1.0,18.999999997670955,7.8960301455420254e-08,5.5211887682449917e-07,5.5125963263385383e-07,1.5941433104661644e-09,3.0549430494372258e-13,1.5116178210323856e-07,7.598264568119796e-08,2.4607319333507555e-10,1.0873717641856017e-07,7.3459364689871715e-10,2.1383241729479381e-17
1.0593917943565359e-12,0.35585002085284534,154.0,0.0,0.0,0.0,0.99999844927939219,1.0,18.999999997582787,8.0516151315893668e-08,5.6298741830167538e-07,5.6209001154139621e-07,1.6573096531134245e-09,3.1150653488080486e-13,1.5212908394150593e-07,7.829125765896359e-08,2.484892264341171e-10,1.1204098303399892e-07,7.5959140852974326e-10,2.2230560572794246e-17
1.0798629337411193e-12,0.355850020852663,154.0,0.0,0.0,0.0,0.9999984193550624,1.0,18.999999997493116,8.2072001072956905e-08,5.7385568037743881e-07,5.7291917333965835e-07,1.7216924530514511e-09,3.1752013988833884e-13,1.5306056622969642e-07,8.0614321036110678e-08,2.5084685764348273e-10,1.1536547076112774e-07,7.8486791822518209e-10,2.3094197629496185e-17
1.1003340731257028e-12,0.35585002085247763,154.0,0.0,0.0,0.0,0.99999838943145225,1.0,18.999999997401961,8.3627850726611118e-08,5.8472366851126885e-07,5.8374711863737477e-07,1.787291101561307e-09,3.2353872756172163e-13,1.5395755589732752e-07,8.295130045953724e-08,2.5314749890547407e-10,1.1870987346750238e-07,8.1041771291363122e-10,2.3974144732098609e-17
1.1208052125102863e-12,0.35585002085228923,154.0,0.0,0.0,0.0,0.99999835950853633,1.0,18.999999997309324,8.5183700276857378e-08,5.9559138806963739e-07,5.9457384804297103e-07,1.8541049902328695e-09,3.2955062448296618e-13,1.5482132960994751e-07,8.530168085526793e-08,2.5539252755915595e-10,1.2207345404170551e-07,8.3623543781244265e-10,2.4870393746637839e-17
1.1412763518948697e-12,0.3558500208520979,154.0,0.0,0.0,0.0,0.99999832958628976,1.0,18.999999997215212,8.6739549723696797e-08,6.0645884430406379e-07,6.0539936216457286e-07,1.9221335109556033e-09,3.3555556318004611e-13,1.5565311802005528e-07,8.7664965713409811e-08,2.575832881819913e-10,1.2545550193898359e-07,8.6231584168417215e-10,2.5782936501777726e-17
1.1617474912794532e-12,0.3558500208519035,154.0,0.0,0.0,0.0,0.99999829966468823,1.0,18.999999997119623,8.8295399067130354e-08,6.1732604233620265e-07,6.16223661609995e-07,1.9913760559286679e-09,3.4157868967394257e-13,1.5645410481796533e-07,9.0040677471082997e-08,2.5972109225869003e-10,1.2885533372925075e-07,8.8865377774309634e-10,2.6711764793558223e-17
1.1822186306640366e-12,0.3558500208517061,154.0,0.0,0.0,0.0,0.99999826974370865,1.0,18.999999997022574,8.9851248307159083e-08,6.2819298722914375e-07,6.2704674698675457e-07,2.0618320176492412e-09,3.4760456783425347e-13,1.5722543138369937e-07,9.2428355635603415e-08,2.6180722022443739e-10,1.3227229041121533e-07,9.1524419834906571e-10,2.765687053481926e-17
1.2026897700486201e-12,0.3558500208515058,154.0,0.0,0.0,0.0,0.99999823982332903,1.0,18.999999996924057,9.1407097443783881e-08,6.3905968397364332e-07,6.3786861890205636e-07,2.1335007889253374e-09,3.5358926477996664e-13,1.5796819514686566e-07,9.4827557446193387e-08,2.6384292083573234e-10,1.3570573835934022e-07,9.4208215669155261e-10,2.8618245649493267e-17
1.2231609094332036e-12,0.3558500208513025,154.0,0.0,0.0,0.0,0.9999982099035275,1.0,18.999999996824091,9.2962946477005717e-08,6.4992613736070841e-07,6.4868927796280932e-07,2.2063817628610328e-09,3.5959378928610534e-13,1.5868345475622538e-07,9.7237855788307138e-08,2.6582941347109496e-10,1.3915506633907796e-07,9.6916280076843368e-10,2.9595881817913555e-17
1.243632048817787e-12,0.3558500208510964,154.0,0.0,0.0,0.0,0.99999817998428342,1.0,18.999999996722675,9.4518795406825463e-08,6.6079235208980305e-07,6.5950872477560963e-07,2.2804743328727666e-09,3.6567324082502175e-13,1.5937222761739123e-07,9.9658840187052371e-08,2.6776788713846634e-10,1.4261968692853561e-07,9.9648137602809315e-10,3.0589770868467349e-17
1.2641031882023705e-12,0.35585002085088724,154.0,0.0,0.0,0.0,0.99999815006557713,1.0,18.999999996619813,9.6074644233243953e-08,6.7165833299052277e-07,6.703269599467585e-07,2.3557778926706624e-09,3.7166205653797576e-13,1.6003549571485461e-07,1.0209011445827868e-07,2.6965950309987002e-10,1.4609903315699727e-07,1.0240332184496908e-09,3.1599905074817963e-17
1.284574327586954e-12,0.35585002085067496,154.0,0.0,0.0,0.0,0.99999812014738887,1.0,18.999999996515516,9.7630492956262087e-08,6.825240845566828e-07,6.8114398408224967e-07,2.4322918362731394e-09,3.7763774091766356e-13,1.6067420355866756e-07,1.0453129753699393e-07,2.7150539405244304e-10,1.4959255969045284e-07,1.0518137567252802e-09,3.2626275916166593e-17
1.3050454669715374e-12,0.3558500208504601,154.0,0.0,0.0,0.0,0.99999809022970021,1.0,18.999999996409777,9.918634157588058e-08,6.9338961109291169e-07,6.9195979778777025e-07,2.5100155580040414e-09,3.8377679198117137e-13,1.6128926015566491e-07,1.0698202268206956e-07,2.7330666508176742e-10,1.5309974169346892e-07,1.0798185097391931e-09,3.3668874935175607e-17
1.325516606356121e-12,0.35585002085024214,154.0,0.0,0.0,0.0,0.99999806031249372,1.0,18.999999996302609,1.0074219009210023e-07,7.0425491730776118e-07,7.0277440166870198e-07,2.5889484524923082e-09,3.8976343477825182e-13,1.6188154040387459e-07,1.094419369136621e-07,2.7506439435985135e-10,1.5662007402409487e-07,1.1080430847257272e-09,3.4727695155097864e-17
1.3459877457407044e-12,0.3558500208500213,154.0,0.0,0.0,0.0,0.99999803039575175,1.0,18.999999996194024,1.0229803850492177e-07,7.1512000745020287e-07,7.1358779633012656e-07,2.6690899146660114e-09,3.9565639888900248e-13,1.6245188766080547e-07,1.1191069997703123e-07,2.7677963437622639e-10,1.6015306975100448e-07,1.1364831739934126e-09,3.5802727706078651e-17
1.3644117711868295e-12,0.35585002084982004,154.0,0.0,0.0,0.0,0.9999980034710676,1.0,18.999999996095081,1.0369830198805635e-07,7.2489840707358597e-07,7.2331881814258994e-07,2.7422500561424411e-09,4.0113592828243722e-13,1.6294711999866285e-07,1.1413988115767626e-07,2.7828787173907595e-10,1.6334320481794759e-07,1.1622600260017927e-09,3.6784111372533983e-17
1.3828357966329546e-12,0.35585002084961664,154.0,0.0,0.0,0.0,0.9999979765467345,1.0,18.99999999599499,1.0509856538743957e-07,7.3467663802352093e-07,7.3304886141780494e-07,2.8163882069067413e-09,4.0663854208719222e-13,1.6342581669296042e-07,1.163757336133953e-07,2.7976325684461333e-10,1.6654288702203236e-07,1.18820500042717e-09,3.7778615127379944e-17
1.4012598220790798e-12,0.35585002084941075,154.0,0.0,0.0,0.0,0.99999794962274158,1.0,18.999999995893763,1.0649882870307187e-07,7.4445470353762265e-07,7.4277792659624743e-07,2.8915039264903931e-09,4.1189460852744558e-13,1.6388852976385384e-07,1.1861803463024695e-07,2.8120650523129314e-10,1.6975179764207141e-07,1.2143151292927821e-09,3.8786232441828409e-17
1.419683847525205e-12,0.35585002084920264,154.0,0.0,0.0,0.0,0.99999792269907739,1.0,18.999999995791391,1.0789909193495377e-07,7.542326062276468e-07,7.5250601411819466e-07,2.9675967746226056e-09,4.1720811906403386e-13,1.6433579293328198e-07,1.208665688767523e-07,2.8261831691203346e-10,1.7296962852176255e-07,1.2405874968579931e-09,3.980695617935843e-17
1.43810787297133e-12,0.35585002084899214,154.0,0.0,0.0,0.0,0.99999789577573173,1.0,18.999999995687883,1.092993550830857e-07,7.6401034873389482e-07,7.6223312442372534e-07,3.0446663112306747e-09,4.2280310378746262e-13,1.6476812215941618e-07,1.2312112818826974e-07,2.8399937667555417e-10,1.7619608176111188e-07,1.2670192387978633e-09,4.0840783692809799e-17
1.4565318984174552e-12,0.3558500208487794,154.0,0.0,0.0,0.0,0.99999786885269426,1.0,18.999999995583241,1.1069961814746806e-07,7.7378793437307743e-07,7.7195925795271967e-07,3.1227120964406436e-09,4.2817652688978051e-13,1.6518601608945238e-07,1.2538151138431468e-07,2.8535035436085489e-10,1.7943086945500465e-07,1.2936075414435448e-09,4.1887706816214857e-17
1.4749559238635803e-12,0.35585002084856426,154.0,0.0,0.0,0.0,0.99999784192995511,1.0,18.999999995477477,1.1209988112810133e-07,7.8356536570874046e-07,7.8168441514485965e-07,3.2017336905767425e-09,4.3352874972810901e-13,1.6558995664934431e-07,1.2764752403063067e-07,2.8667190518115546e-10,1.8267371335270945e-07,1.3203496408936906e-09,4.2947719047335688e-17
1.491537546765093e-12,0.3558500208483687,154.0,0.0,0.0,0.0,0.99999781769973672,1.0,18.999999995381323,1.1336011773906616e-07,7.9236492409032437e-07,7.9043622221301236e-07,3.2736870786984544e-09,4.3846361821068915e-13,1.6594195833468225e-07,1.2969159313681999e-07,2.8783667096176395e-10,1.8559893844587447e-07,1.3445467816811646e-09,4.3912917737254823e-17
1.5081191696666057e-12,0.3558500208481714,154.0,0.0,0.0,0.0,0.99999779346974582,1.0,18.999999995284259,1.1462035428219484e-07,8.0116436164329924e-07,7.991872391245439e-07,3.3464301958281287e-09,4.4337022681797374e-13,1.6628336426407174e-07,1.3173993706904271e-07,2.8897857796573876e-10,1.885302811656334e-07,1.3688643517345265e-09,4.4888710908443108e-17
1.5247007925681185e-12,0.3558500208479722,154.0,0.0,0.0,0.0,0.99999776923997508,1.0,18.999999995186283,1.1588059075748763e-07,8.099636804203465e-07,8.079374661995708e-07,3.4199627218531182e-09,4.4811094136674613e-13,1.6661449329435904e-07,1.3379242718369008e-07,2.9009807474634643e-10,1.9146755741285213e-07,1.3933004360108516e-09,4.5875092337906194e-17
1.5412824154696312e-12,0.3558500208477711,154.0,0.0,0.0,0.0,0.99999774501041883,1.0,18.999999995087403,1.1714082716494485e-07,8.1876288205401966e-07,8.1668690375807985e-07,3.4942843367904585e-09,4.529380700170868e-13,1.6693565484955077e-07,1.3584893864285656e-07,2.9119560115063256e-10,1.9441058853465775e-07,1.4178531496524766e-09,4.6872058145535618e-17
1.5578640383711439e-12,0.35585002084756817,154.0,0.0,0.0,0.0,0.9999977207810703,1.0,18.999999994987622,1.1840106350456677e-07,8.275619682163442e-07,8.2543555211992798e-07,3.5693947207869744e-09,4.5803415401488467e-13,1.6724714884436545e-07,1.3790935044518323e-07,2.9227158827916077e-10,1.9735920136857757e-07,1.442520638096052e-09,4.7879607332905878e-17
1.5744456612726566e-12,0.3558500208473636,154.0,0.0,0.0,0.0,0.99999769655192383,1.0,18.999999994886942,1.1966129977635361e-07,8.3636094131338073e-07,8.3418341160484236e-07,3.6452935541190991e-09,4.6281832688716368e-13,1.6754926624039819e-07,1.3997354520147155e-07,2.9332645881513818e-10,2.0031322792142497e-07,1.4673010761513918e-09,4.8897732789428091e-17
1.5910272841741693e-12,0.35585002084715694,154.0,0.0,0.0,0.0,0.99999767232297354,1.0,18.999999994785352,1.2092153598030565e-07,8.4515980278464278e-07,8.429304825324206e-07,3.7219805171928185e-09,4.6764738414892073e-13,1.6784228932498679e-07,1.4204140902217437e-07,2.9436062719698612e-10,2.032725052082899e-07,1.4921926675125948e-09,4.9926429636815934e-17
1.6059507447855306e-12,0.35585002084696943,154.0,0.0,0.0,0.0,0.99999765051708112,1.0,18.999999994693162,1.2205574850586394e-07,8.5307868412807996e-07,8.5080217241476134e-07,3.7916723708481542e-09,4.7203423917377592e-13,1.6809846094721058e-07,1.4390553213598718e-07,2.9527401439040232e-10,2.0594021337938472e-07,1.5146886741516153e-09,5.0861293047001961e-17
1.620874205396892e-12,0.3558500208467805,154.0,0.0,0.0,0.0,0.99999762871133901,1.0,18.999999994600241,1.2318996097647641e-07,8.6099747779941471e-07,8.5867322405723306e-07,3.8620021180263599e-09,4.7641412800755817e-13,1.6834768193722245e-07,1.4577245945251884e-07,2.9617125272344828e-10,2.086119345966626e-07,1.5372720135211475e-09,5.1804713532180572e-17
1.6357976660082533e-12,0.3558500208465902,154.0,0.0,0.0,0.0,0.99999760690574357,1.0,18.999999994506602,1.2432417339214326e-07,8.6891618504011644e-07,8.6654363769255244e-07,3.9329695260124271e-09,4.8079653613024924e-13,1.6859014087145035e-07,1.4764211489012793e-07,2.9705262770233928e-10,2.1128755998130373e-07,1.5599414346687429e-09,5.2756687888804449e-17
1.6507211266196147e-12,0.3558500208463982,154.0,0.0,0.0,0.0,0.99999758510029035,1.0,18.999999994412235,1.2545838575286457e-07,8.7683480708503858e-07,8.7441341355335233e-07,4.0045743621762393e-09,4.8517964402790901e-13,1.6882602120873544e-07,1.4951442443187661e-07,2.9791841978472432e-10,2.1396698360924175e-07,1.5826957045629595e-09,5.3717213098367165e-17
1.665644587230976e-12,0.3558500208462049,154.0,0.0,0.0,0.0,0.99999756329497613,1.0,18.999999994317154,1.2659259805864057e-07,8.8475334515204468e-07,8.8228255187218043e-07,4.0768163939725318e-09,4.8956097391908834e-13,1.6905550143844391e-07,1.5138931606577427e-07,2.9876890447468295e-10,2.1665010242564766e-07,1.6055336078203982e-09,5.4686285987780987e-17
1.6954915084536988e-12,0.3558500208458138,154.0,0.0,0.0,0.0,0.99999751968475026,1.0,18.999999994124828,1.2886102250535723e-07,9.0059017412136186e-07,8.9801891681368592e-07,4.2232111147055345e-09,4.9832454856550195e-13,1.6949595174238881e-07,1.5514656716027427e-07,3.0042502961728075e-10,2.2202702714035601e-07,1.6514555391308689e-09,5.6650062354228446e-17
1.7253384296764215e-12,0.35585002084541684,154.0,0.0,0.0,0.0,0.99999747607503775,1.0,18.999999993929638,1.3112944673229449e-07,9.1642668132693972e-07,9.1375273437575155e-07,4.372151829545275e-09,5.0708788776890095e-13,1.6991282524158292e-07,1.5891333018647292e-07,3.0202311132838895e-10,2.2741756422344707e-07,1.6976978491170564e-09,5.8647992072150508e-17
1.7551853508991442e-12,0.3558500208450141,154.0,0.0,0.0,0.0,0.99999743246581241,1.0,18.999999993731585,1.333978707394534e-07,9.3226287588104911e-07,9.2948400641570414e-07,4.5236366811813777e-09,5.1585106478929856e-13,1.7030738381585587e-07,1.6268909603573096e-07,3.0356518378866179e-10,2.3282098510036918e-07,1.7442514254515721e-09,6.0680050225750961e-17
1.7850322721218669e-12,0.3558500208446057,154.0,0.0,0.0,0.0,0.99999738885704981,1.0,18.999999993530697,1.3566629452683509e-07,9.4809876663684982e-07,9.4521273478951401e-07,4.6776638136582178e-09,5.2461406629526484e-13,1.7068082179420054e-07,1.6647338285296672e-07,3.0505320988115723e-10,2.3823660019855781e-07,1.7911074150023306e-09,6.2746211917503259e-17
1.8148791933445896e-12,0.35585002084419143,154.0,0.0,0.0,0.0,0.99999734524872586,1.0,18.99999999332697,1.3793471809444058e-07,9.639343621958513e-07,9.6093892135179759e-07,4.8342313723739028e-09,5.3337690453762913e-13,1.7103426967560162e-07,1.7026573453547825e-07,3.064890837587214e-10,2.4366375679913145e-07,1.8382572162619423e-09,6.4846452268866128e-17
1.8447261145673123e-12,0.35585002084377143,154.0,0.0,0.0,0.0,0.99999730164081868,1.0,18.999999993120419,1.4020314144227085e-07,9.7976967091505013e-07,9.7666256795581713e-07,4.9933375040792946e-09,5.4213958420701722e-13,1.7136879751548404e-07,1.7406571936667226e-07,3.0787463323430907e-10,2.491018370816504e-07,1.8856924722430301e-09,6.6980746419344112e-17
1.874573035790035e-12,0.35585002084334566,154.0,0.0,0.0,0.0,0.99999725803330675,1.0,18.999999992911054,1.4247156457032688e-07,9.9560470091317812e-07,9.9238367645348332e-07,5.1549803568771242e-09,5.5090210950044248e-13,1.7168541783122861e-07,1.7787292884382616e-07,3.0921162187164212e-10,2.5455025644655184e-07,1.93340506422205e-09,6.9149069526576351e-17
1.9044199570127577e-12,0.3558500208429142,154.0,0.0,0.0,0.0,0.99999721442617007,1.0,18.999999992698886,1.4473998747860955e-07,1.0114394600785786e-06,1.0081022486953546e-06,5.3191580802208413e-09,5.596644853625215e-13,1.7198508918493137e-07,1.816869762326147e-07,3.105017516029124e-10,2.6000846144656359e-07,1.9813871038631339e-09,7.135139676633569e-17
1.9342668782354804e-12,0.35585002084247713,154.0,0.0,0.0,0.0,0.99999717081938955,1.0,18.999999992483925,1.4700841016711962e-07,1.0272739560755975e-06,1.02381828653064e-06,5.4858688249136591e-09,5.6842671512567488e-13,1.7226871900092928e-07,1.855074954303724e-07,3.1174666483522435e-10,2.6547592815994318e-07,2.0296309268285725e-09,7.3587703332474274e-17
1.964113799458203e-12,0.3558500208420343,154.0,0.0,0.0,0.0,0.99999712721294709,1.0,18.999999992266172,1.4927683263585799e-07,1.0431081963505925e-06,1.039531791807198e-06,5.6551107431076108e-09,5.771888030539584e-13,1.7253716613099256e-07,1.8933413993115957e-07,3.1294794641552527e-10,2.7095216070940616e-07,2.0781290867677049e-09,7.5857964436956382e-17
2.0238076419036485e-12,0.3558500208411319,154.0,0.0,0.0,0.0,0.99999704000100953,1.0,18.999999991822353,1.5381367691402242e-07,1.0747759384657424e-06,1.0709512120688259e-06,6.0011807153454163e-09,5.9471257128348788e-13,1.7303171961834244e-07,1.9700451085448885e-07,3.1522567778567823e-10,2.8192907151881525e-07,2.1758596863579676e-09,8.0500251199226144e-17
2.083501484349094e-12,0.35585002084020695,154.0,0.0,0.0,0.0,0.99999695279023049,1.0,18.999999991367496,1.5835052031310847e-07,1.1064427418628295e-06,1.1023605242361614e-06,6.3573532410901783e-09,6.1223581982672171e-13,1.7347474276176743e-07,2.0469567106514e-07,3.173465470116877e-10,2.9293573361588555e-07,2.2745234638800113e-09,8.5278059110208847e-17
2.1431953267945394e-12,0.3558500208392598,154.0,0.0,0.0,0.0,0.99999686558049616,1.0,18.999999990901678,1.6288736283312126e-07,1.1381086588716249e-06,1.1337597430435985e-06,6.7236135860162491e-09,6.2975857778849756e-13,1.7387160430498814e-07,2.1240545452975101e-07,3.1932135641119652e-10,3.0396904723631613e-07,2.3740680896036012e-09,9.019119051564815e-17
2.202889169239985e-12,0.3558500208382903,154.0,0.0,0.0,0.0,0.9999967783717042,1.0,18.999999990424953,1.6742420447406539e-07,1.1697737388886458e-06,1.165148883204041e-06,7.0999470372848009e-09,6.4728087255628981e-13,1.7422711425480986e-07,2.2013192063879517e-07,3.2116016480726047e-10,3.1502623521506414e-07,2.4744441670469385e-09,9.5239448049520281e-17
