Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002)
2.6819803627309167e-15,0.504685707066012,154.0,0.0,0.0,0.0,0.99999999986575083,1.0,19.0,1.5469910773592727e-11,5.7277548475754307e-11,5.7277500895522565e-11,2.812471790534102e-16,4.5304072312230044e-17,4.2154891584873163e-12,3.8194712275002184e-15,6.941149953804716e-16,3.6861863479775428e-15,2.0448390573976951e-16,6.7000277213835429e-24,1.2312822312102593e-19,3.4018012115390477e-24,1.6328331415877338e-20,2.8963094350142544e-26,2.8963162885402044e-26,6.1200400051752657e-32,7.3348542281163462e-33,8.7281385990642045e-21,2.1237935708480967e-59,2.0454249043857671e-59,2.0454249045186804e-59,3.2324583138593628e-28,1.6122155361658376e-17,1.5648818698643009e-29,1.0466656887244356e-28,2.2003270374902649e-26,2.2798863044897143e-26,5.2253889036075185e-39,1.0417336314606817e-31,2.2192606729556916e-50,1.1080558342354907e-39,1.1103598527698048e-39,1.556691931215656e-42,2.7971512191832926e-49,1.4010828553393146e-55,1.5145140111807931e-57,1.5133318957556972e-47,2.478776036356418e-64,8.9741776243232383e-68,1.7955017755723207e-65,1.5063586663917951e-62
3.3524777269642787e-15,0.5046857070660121,154.0,0.0,0.0,0.0,0.99999999983218846,1.0,19.0,1.9337401577596641e-11,7.1596926164590795e-11,7.1596846542236891e-11,4.2968204822331656e-16,5.7836549693396476e-17,5.2672336208092397e-12,5.8338197808077674e-15,8.6742906699516723e-16,5.6302418716435335e-15,3.1237898344329102e-16,1.0514858716215111e-23,1.8811218941428149e-19,5.2420559611077445e-24,2.494600413656191e-20,5.2726222111205432e-26,5.2726367461893611e-26,1.2979006665683711e-31,1.556061044447481e-32,1.3334632177174744e-20,7.8410909424791064e-59,7.5517521648003985e-59,7.5517521653336223e-59,5.8845901114029616e-28,2.0157556771027448e-17,2.3911605654667724e-29,1.8711791527019925e-28,4.0049011775145772e-26,4.1497101033757895e-26,1.1086266854674465e-38,1.8964376818185066e-31,5.388256398231848e-50,2.3503929694924107e-39,2.3555325533652627e-39,3.7789619356056959e-42,7.656976086507789e-49,4.2730995939024528e-55,4.6190483481235375e-57,3.6739383084621012e-47,8.3394315790871194e-64,3.0192228001580116e-67,6.014880331116838e-65,4.5943644418681194e-62
4.6934724554310025e-15,0.5046857070660121,154.0,0.0,0.0,0.0,0.99999999976506382,1.0,19.0,2.7072383181208003e-11,1.0023560914742233e-10,1.0023543811378527e-10,8.2626188100170218e-16,8.2883482876576094e-17,7.3680084010611113e-12,1.1211664782283044e-14,1.2137828451443864e-15,1.0820420732903735e-14,6.0057600650912416e-16,2.0907107171652491e-23,3.6173300198839285e-19,1.018631286525509e-23,4.797023466011405e-20,1.3921263068137869e-25,1.3921316255112506e-25,4.7487354494801704e-31,5.6996160824984877e-32,2.5642030954599682e-20,9.612544512701391e-58,9.2578385527402988e-58,9.2578385538362213e-58,1.5537178120623839e-27,2.8234548409762676e-17,4.5997817889497068e-29,4.7117474840250205e-28,1.0568984670690237e-25,1.0951137226954532e-25,4.0616909187436507e-38,5.0071557859017098e-31,2.787516966689181e-49,8.6054882522831822e-39,8.6286191126391643e-39,1.953742196867297e-41,5.7159266736129141e-48,4.7261839286910453e-54,5.1088153173868132e-56,1.900273538814052e-46,1.4056764130524508e-62,5.0892133972087711e-66,9.8615878803365389e-64,5.0824266529050944e-61
7.37546191236445e-15,0.5046857070660121,154.0,0.0,0.0,0.0,0.99999999963081476,1.0,19.0,4.2542346370952428e-11,1.5751268747384828e-10,1.5751222481394952e-10,2.0158176243441388e-15,1.3295961518956859e-16,1.1558792609639615e-11,2.7318599888012145e-14,1.9054011934542073e-15,2.6365285652460082e-14,1.4646031889206129e-15,5.2673351067063972e-23,8.8251713636322052e-19,2.5095003378600401e-23,1.1703239865272536e-19,5.3831049087041503e-25,5.383138539122815e-25,3.0017900654140004e-30,3.6125154342168633e-31,6.2558716620957101e-20,2.6873807401973373e-56,2.5882155486846597e-56,2.5882155492717923e-56,6.0080642699230875e-27,4.4413135442766006e-17,1.1230795511060062e-28,1.6473226899681929e-27,4.0823054433640302e-25,4.2299131168811957e-25,2.5758299886453404e-37,1.9361837086691106e-30,3.0134232618018087e-48,5.4487309031307175e-38,5.4712086908291519e-38,2.1087428415333071e-40,1.0920138548353429e-46,1.6522745042680776e-52,1.7860434503936142e-54,2.0538796521639441e-45,9.2400339805736267e-61,3.3453963297008011e-64,6.0627831034172739e-62,1.777286301312109e-59
1.0057451369297898e-14,0.504685707066012,154.0,0.0,0.0,0.0,0.99999999949656604,1.0,18.999999999999993,5.8012309537372421e-11,2.1478938223598598e-10,2.1478848247577878e-10,3.7343491762825038e-15,1.8303029112968452e-16,1.5735244327099968e-11,5.0549934960480185e-14,2.5955681053250107e-15,4.8785936337133534e-14,2.7121683089417068e-15,9.9093994622490526e-23,1.634888782781694e-18,4.6697735205922817e-23,2.1680558992000976e-19,1.3359461221807175e-24,1.3359570562448855e-24,9.7576391200114803e-30,1.1764242087941187e-30,1.1589194754625999e-19,1.7950130212398406e-55,1.7287764819825765e-55,1.7287764824435605e-55,1.4910680156208099e-26,6.0624555527973368e-17,2.0820280556210989e-28,3.7822393445658911e-27,1.0122215072773464e-24,1.0488213273553124e-24,8.3914944842500458e-37,4.8051137085349762e-30,1.2579382770664926e-47,1.7731580761059799e-37,1.7822981717144178e-37,8.7948849229742764e-40,5.6891115277249166e-46,1.0485909697995938e-51,1.1334856530005356e-53,8.5733094873014521e-45,6.9802042080848641e-60,2.5272357897079384e-63,4.4772774520683024e-61,1.128069588659848e-58
1.5421430283164793e-14,0.5046857070660121,154.0,0.0,0.0,0.0,0.99999999922806959,1.0,18.999999999999982,8.8952235800260218e-11,3.2934162366243817e-10,3.2933941121309209e-10,8.7578111051187607e-15,2.8317283031611708e-16,2.4045414428702724e-11,1.182545061730453e-13,3.9715645557003603e-15,1.1412787799509359e-13,6.3552997933632909e-15,2.3588359994652232e-22,3.8341744120114693e-18,1.0993972439410571e-22,5.0845509580098563e-19,4.8521105802350973e-24,4.8521728378903321e-24,5.5529224673854547e-29,6.7284257568904875e-30,2.7179264288669168e-19,4.4093998888363679e-54,4.2466917047156696e-54,4.2466917066590745e-54,5.4157040123504968e-26,9.314586396861669e-17,4.8903773566090934e-28,1.1658904464289057e-26,3.6684681910648127e-24,3.8011123185964725e-24,4.8045464249258988e-36,1.7452106237953207e-29,1.157810414752755e-46,1.0121928575174059e-36,1.0203898054127594e-36,8.0714414972786862e-39,8.5613852689175218e-45,2.637326203334175e-50,2.8508487981173186e-52,7.8903100911851429e-44,2.9868579027126819e-58,1.0814669858936485e-61,1.7223247696049626e-59,2.838928382962921e-57
2.078540919703169e-14,0.504685707066012,154.0,0.0,0.0,0.0,0.99999999895957448,1.0,18.999999999999975,1.1989216196987848e-10,4.4389233664067311e-10,4.4388822455419293e-10,1.5896419221687031e-14,3.8331422688401632e-16,3.2298865809388195e-11,2.1415284006686852e-13,5.3417939924565015e-15,2.06679728280714e-13,1.1526753449792356e-14,4.3126956134484188e-22,6.9595052882705206e-18,1.9985613266246597e-22,9.2290649112974005e-19,1.1682323194557874e-23,1.1682517226690842e-23,1.7299542629535164e-28,2.1036691639885758e-29,4.9333840318492524e-19,2.8079933482923822e-53,2.704377559859139e-53,2.7043775613152027e-53,1.3039677021583352e-25,1.2579846219010023e-16,8.8892946583468899e-28,2.4763859791335317e-26,8.8169811404187117e-24,9.1357846423722998e-24,1.5033100834569724e-35,4.2019256148220733e-29,4.602632447082302e-46,3.1603247268953266e-36,3.1926560075627614e-36,3.2028871689315755e-38,4.2196082636237205e-44,1.5791623680290314e-49,1.707014910765974e-51,3.1365500870977084e-43,2.1286750672570762e-57,7.7075409096675642e-61,1.1782289618227057e-58,1.7003309916210614e-56
2.6149388110898584e-14,0.5046857070660119,154.0,0.0,0.0,0.0,0.99999999869108069,1.0,18.999999999999954,1.5083208804622952e-10,5.5844152458405487e-10,5.5843492262748214e-10,2.5150045135003444e-14,4.8345437198916543e-16,4.0495971523283506e-11,3.3805949875022197e-13,6.7062797664624154e-15,3.2626252037375994e-13,1.8223116027475506e-14,6.8524832396871216e-22,1.1010842040009344e-17,3.1638738717952541e-22,1.4601534140170376e-18,2.2910931082041593e-23,2.291139289594953e-23,4.1159755866485116e-28,5.0216313360252825e-29,7.8052674566389762e-19,1.2194457362688804e-52,1.1744478306142912e-52,1.1744478313224269e-52,2.5573687664413001e-25,1.5858234510043957e-16,1.4083501587767604e-27,4.3519638658059719e-26,1.7262831964999888e-23,1.7887019543178399e-23,3.5910665866554156e-35,8.2406933027933461e-29,1.315805154714822e-45,7.5344205240361151e-36,7.6264293735660547e-36,9.1415383106485918e-38,1.4180232329338157e-43,6.1545285107198321e-49,6.6528156920200393e-51,8.966673379518422e-43,9.4918011702677763e-57,3.4368894148646639e-60,5.0687635243237712e-58,6.6289307457783718e-56
3.151336702476548e-14,0.5046857070660118,154.0,0.0,0.0,0.0,0.99999999842258824,1.0,18.999999999999932,1.8177201402931424e-10,6.729891909659938e-10,6.7297950552800195e-10,3.6518593808044752e-14,5.8359318974235546e-16,4.8637111539250421e-11,4.8978560715235132e-13,8.0650456801545595e-15,4.7269397021934353e-13,2.6440914194039529e-14,9.9781725577209585e-22,1.5988160403267772e-17,4.5947286648408383e-22,2.120191469149336e-18,3.9652154113349118e-23,3.9653090889655638e-23,8.3462244911251409e-28,1.0215378431292491e-28,1.1333562659902559e-18,4.1794414242519833e-52,4.0252188225783467e-52,4.0252188252578201e-52,4.4261932534810561e-25,1.9149750975887607e-16,2.0477871330858541e-27,6.8150152958300022e-26,2.9828171901804154e-23,3.0906695430789321e-23,7.3102779340031186e-35,1.4262302026008759e-28,3.1088463525584263e-45,1.5308192671779647e-35,1.5524865555135429e-35,2.1564514505655244e-37,3.835236769808482e-43,1.8868422748294661e-48,2.0396068994718762e-50,2.1185311710086131e-42,3.2649785283868856e-56,1.1822523651102578e-59,1.6857282251541122e-57,2.0330723324222548e-55
4.2241324852499274e-14,0.5046857070660117,154.0,0.0,0.0,0.0,0.99999999788560701,1.0,18.999999999999883,2.4365186571568537e-10,9.0207997181157344e-10,9.0206232610694075e-10,6.5600163241383026e-14,7.8386683124232757e-16,6.4752885011788087e-11,8.7600496573368756e-13,1.0765505300675608e-14,8.454357562764871e-13,4.7428051280782194e-14,1.7987174216211765e-21,2.8720676675676841e-17,8.2508368911652142e-22,3.8086279313680976e-18,9.3793610547157535e-23,9.3796460832141715e-23,2.537690647678236e-27,3.1259411248194251e-28,2.0359353734776201e-18,3.1407623923740485e-51,3.0248673739588697e-51,3.024867376438274e-51,1.0470388041624803e-24,2.5772167688688347e-16,3.6885160226809079e-27,1.3528611348425995e-25,7.0329297621140029e-23,7.2872255027758263e-23,2.2400832718764515e-34,3.3736473400098639e-28,1.2170524998128431e-44,4.6728280107532117e-35,4.7572191388246952e-35,8.4147766424545095e-37,1.8889261741096641e-42,1.1587721960265707e-47,1.2525910505103515e-49,8.293529473138708e-42,2.4707039599988015e-55,8.9472119330247351e-59,1.1898149483552328e-56,1.2498851054002763e-54
5.2969282680233064e-14,0.5046857070660116,154.0,0.0,0.0,0.0,0.9999999973486311,1.0,18.999999999999819,3.0553171702899279e-10,1.1311647067516565e-09,1.1311366869333768e-09,1.0314048518500945e-13,9.8413522417554956e-16,8.0649180736559828e-11,1.3713224038255516e-12,1.3443361341720598e-14,1.3234685178285103e-12,7.4460590404050151e-14,2.8339522635646482e-21,4.5156912399007141e-17,1.2962073351519579e-21,5.9881875655382868e-18,1.8302116881794921e-22,1.830279209323798e-22,6.0077242557499273e-27,7.443896406797854e-28,3.2010681861359142e-18,1.3670549009915734e-50,1.31661019706802e-50,1.316610198286518e-50,2.0432254697598676e-24,3.2447094740366712e-16,5.815023367744427e-27,2.2655651537033558e-25,1.3680653249085624e-22,1.4175316292151359e-22,5.3412078249134087e-34,6.5831115074949617e-28,3.4821261362362702e-44,1.1102383503627476e-34,1.1342946552496484e-34,2.4008773134838596e-36,6.3530631659715499e-42,4.5158197658649169e-47,4.8814417547891461e-49,2.3728568022683249e-41,1.0987860930580077e-54,3.9792698837207862e-58,5.0452241804074649e-56,4.8744346391260089e-54
6.369724050796686e-14,0.5046857070660112,154.0,0.0,0.0,0.0,0.99999999681165996,1.0,18.999999999999741,3.6741156796923777e-10,1.3602434246782705e-09,1.3602025886690088e-09,1.4913889797077422e-13,1.1843982849769852e-15,9.6329111432953689e-11,1.9741906496542192e-12,1.6098810655162849e-14,1.9052989769547261e-12,1.0750963963051568e-13,4.1035034523788773e-21,6.5296725406480137e-17,1.8723395421046169e-21,8.6588414090396194e-18,3.16716755250939e-22,3.1673047963775166e-22,1.2203552732750459e-26,1.5208329872800165e-27,4.6287472442635556e-18,4.625472057257597e-50,4.4547908843477248e-50,4.4547908889316589e-50,3.5359933583698978e-24,3.9174530521110728e-16,8.4314236369271023e-27,3.4189227972751968e-25,2.3600291462630387e-22,2.4453626973557839e-22,1.0926198059286756e-33,1.1392115101614939e-27,8.2949731242264667e-44,2.2632335764505656e-34,2.3203536125081967e-34,5.7037712699318106e-36,1.7332629471723081e-41,1.3965582400107269e-46,1.509631087315574e-48,5.6524954910689995e-41,3.8091354049323544e-54,1.3795598922717296e-57,1.6720467236047297e-55,1.5085572089049728e-53
7.442519833570065e-14,0.504685707066011,154.0,0.0,0.0,0.0,0.99999999627469383,1.0,18.999999999999648,4.2929141853642022e-10,1.589316154066647e-09,1.5892600319561886e-09,2.0359475927595458e-13,1.3846562339565808e-15,1.1179571257646305e-10,2.6831008278714378e-12,1.8732046411381136e-14,2.589470912271873e-12,1.4654672351759237e-13,5.607353191637365e-21,8.9139981597254187e-17,2.5529833166682386e-21,1.1820561540789305e-17,5.0417993328487068e-22,5.0420505400622304e-22,2.2322332681075417e-26,2.7983866581264517e-27,6.3189656119721217e-18,1.3307566183768666e-49,1.2816513468121749e-49,1.2816513482850132e-49,5.629265394701314e-24,4.5954473523093262e-16,1.154179793265871e-26,4.8105141366694987e-25,3.7449492436478038e-22,3.8803584544980995e-22,2.0130794872843144e-33,1.813520044002573e-27,1.7512080880875344e-43,4.1548853787819543e-34,4.2750933054871591e-34,1.2007676963124184e-35,4.1407787205931927e-41,3.7493679036828909e-46,4.0529394811205967e-48,1.1933339469737275e-40,1.1391506868809498e-53,4.1259389237632125e-57,4.7763582145656819e-55,4.0533143671365496e-53
8.515315616343444e-14,0.5046857070660108,154.0,0.0,0.0,0.0,0.99999999573773279,1.0,18.999999999999542,4.9117126873054033e-10,1.8183829224905886e-09,1.818309017416526e-09,2.6650744751763672e-13,1.5849087534970052e-15,1.2705189059308176e-10,3.4966082111047516e-12,2.1343254790959943e-14,3.3745900118540605e-12,1.9154426859004413e-13,7.3454842651020639e-21,1.1668655300507116e-16,3.3376574079344795e-21,1.5473321000232495e-17,7.5446718475081346e-22,7.5450971784121314e-22,3.7769121141343892e-26,4.763965826697667e-27,8.2717166956433386e-18,3.3756166318544372e-49,3.2510555090436469e-49,3.2510555132304421e-49,8.4242777360110268e-24,5.2786922306291929e-16,1.5150122948632971e-26,6.4388617060940333e-25,5.5857967011102839e-22,5.7877668616277939e-22,3.4317058582123001e-33,2.7138177791752102e-27,3.3809649899650831e-43,7.0564409902320635e-34,7.287776112585265e-34,2.311386948583345e-35,8.9694261777996708e-41,9.0717271793221394e-46,9.806236069136788e-48,2.3039048252242679e-40,3.056640304930431e-53,1.1071748627138588e-56,1.2227747250615945e-54,9.8156718430866813e-53
9.588111399116823e-14,0.5046857070660105,154.0,0.0,0.0,0.0,0.99999999520077643,1.0,18.999999999999421,5.5305111855159816e-10,2.0474437568640689e-09,2.0473495456640915e-09,3.3787634865325872e-13,1.7851562674655227e-15,1.4210045037040379e-10,4.4133185447293291e-12,2.393261666088232e-14,4.259310675217628e-12,2.4247536045884772e-13,9.3178796575396506e-21,1.4793631317710154e-16,4.2258920682900259e-21,1.961709309701072e-17,1.0764674172883051e-21,1.0765351947536075e-21,6.014271619033677e-26,7.6347436045088809e-27,1.0486993938341007e-17,7.7918940587778673e-49,7.5043712322978138e-49,7.5043712432485795e-49,1.2020423150868699e-23,5.9671875436538535e-16,1.9260303634590896e-26,8.30343331573772e-25,7.9433401977733812e-22,8.2305538361041912e-22,5.5074851148732659e-33,3.8720840762754722e-27,6.0937914504709311e-43,1.1280507901821861e-33,1.1696052112381536e-33,4.1526370268223145e-35,1.8063029443311257e-40,2.041426238388739e-45,2.2067158001325775e-47,4.1525194794978618e-40,7.6601802903967962e-53,2.7749083317400232e-56,2.9065615986601258e-54,2.2110692180652237e-52
1.1733702964663583e-13,0.5046857070660097,154.0,0.0,0.0,0.0,0.99999999412687812,1.0,18.99999999999913,6.7681081707452821e-10,2.5055477327458512e-09,2.5054052330376256e-09,5.0598027300288438e-13,2.1856357631507445e-15,1.7158602998620844e-10,6.550723708345991e-12,2.904653323177194e-14,6.3221286069029505e-12,3.620288989358592e-13,1.3965393687878734e-20,2.2154488015691598e-16,6.3111356900487703e-21,2.9377565596053122e-17,1.9718178244073545e-21,1.971967526669741e-21,1.3264484374947793e-25,1.7057406297031916e-26,1.5705099810384442e-17,3.2801742433200865e-48,3.1591350684712991e-48,3.1591350743531036e-48,2.2021085641198461e-23,7.3599288810819581e-16,2.9002143962076155e-26,1.2737247521348155e-24,1.4453643836598898e-21,1.4976255215962484e-21,1.234044081469766e-32,7.092800267883104e-27,1.6711138818233362e-42,2.5075521786786241e-33,2.6207143924948594e-33,1.1311072067938667e-34,6.0434020013863747e-40,8.4383438163074351e-45,9.1215947880153182e-47,1.1387595107402589e-39,3.948998495816704e-52,1.4307807232758539e-55,1.3254184286833092e-53,9.1583736761285346e-52
1.3564283778208498e-13,0.5046857070660087,154.0,0.0,0.0,0.0,0.99999999321066146,1.0,18.999999999998838,7.8240040398050646e-10,2.8963754347819179e-09,2.8961835144916788e-09,6.7613809590293959e-13,2.5273015782920479e-15,1.9611161897645223e-10,8.6879710585046716e-12,3.3342214363756794e-14,8.384794232386791e-12,4.8254427980119793e-13,1.8671202949578058e-20,2.9605546726248483e-16,8.4133681919697815e-21,3.9257460227531506e-17,3.0452038608280592e-21,3.0454679104971201e-21,2.3367025866331907e-25,3.0379388364445544e-26,2.0987195274296076e-17,9.0636266426956424e-48,8.7291769048351336e-48,8.7291769237284924e-48,3.4012100980481663e-23,8.5647927781418436e-16,3.8937041497382776e-26,1.7258396237550671e-24,2.2195430208386037e-21,2.2997966632541317e-21,2.2032968894098544e-32,1.0954012556659386e-26,3.4512236610708471e-42,4.446782307464068e-33,4.6791315713397875e-33,2.3226954435472565e-34,1.4367888956267047e-39,2.3200520871629066e-44,2.5079100234764555e-46,2.3518057456680589e-39,1.2524886176403305e-51,4.5385011435682731e-55,3.8671216135041885e-53,2.5218512292921172e-51
1.5394864591753414e-13,0.5046857070660078,154.0,0.0,0.0,0.0,0.99999999229445835,1.0,18.999999999998504,8.8798998980025109e-10,3.2871862287279406e-09,3.2869371798338662e-09,8.7090911973160486e-13,2.8689527098698349e-15,2.2007039512872435e-10,1.1106969940673151e-11,3.7576748451848831e-14,1.0719379343629242e-11,6.1996628443757968e-13,2.405887711518828e-20,3.8134679954693047e-16,1.0810678771000987e-20,5.0566652676974596e-17,4.4509485605761341e-21,4.4513813867362048e-21,3.8255007191125103e-25,5.0276051605323546e-26,2.7033591249196634e-17,2.1951496704931823e-47,2.1141482181254087e-47,2.1141482233263217e-47,4.9718115572888802e-23,9.7849422468403308e-16,5.0387514218792181e-26,2.2453197668176061e-24,3.2258526598272398e-21,3.3424920885422541e-21,3.6553473340209529e-32,1.6010882203924707e-26,6.5006561606286206e-42,7.3277619756422183e-33,7.7629062641459222e-33,4.3502738694724965e-34,3.0570417809291488e-39,5.6019795388416452e-44,6.0555890085684567e-46,4.4298428142987956e-39,3.4270563067843394e-51,1.2419651951292867e-54,9.7912037834501739e-53,6.0981636536668366e-51
1.722544540529833e-13,0.5046857070660066,154.0,0.0,0.0,0.0,0.999999991378268,1.0,18.999999999998128,9.9357957453376364e-10,3.6779802469388658e-09,3.6776662321764269e-09,1.0902902323890301e-12,3.2105890487522048e-15,2.4347545871788118e-10,1.3801208465089997e-11,4.175100597072541e-14,1.3319599290856541e-11,7.7416255805198405e-13,3.0128329971929972e-20,4.7741825270889352e-16,1.3500757385921523e-20,6.3305007494354442e-17,6.2338992498371752e-21,6.2345695772048228e-21,5.9172578456456254e-25,7.8601525793906048e-26,3.3844255071767622e-17,4.8050119242513239e-47,4.6277061160195343e-47,4.6277061287189174e-47,6.9641276222398848e-23,1.1020376563458274e-15,6.3373310208518831e-26,2.8315832693662737e-24,4.4926742441885139e-21,4.6551189107999823e-21,5.7288550828568206e-32,2.2424780333730772e-26,1.1399902826101949e-41,1.1407751318149478e-32,1.2166539994846215e-32,7.5862424263176699e-34,5.9661696051305952e-39,1.2216415892425021e-43,1.3205636159318278e-45,7.7684660018110238e-39,8.3332956667063455e-51,3.020333350186548e-54,2.2187568534737327e-52,1.3317745220525548e-50
1.9056026218843245e-13,0.5046857070660056,154.0,0.0,0.0,0.0,0.9999999904620902,1.0,18.999999999997716,1.0991691581810452e-09,4.0687576209169471e-09,4.0683706746339311e-09,1.3342783194450667e-12,3.5522107757908706e-15,2.6633962846776712e-10,1.6764314695481162e-11,4.5865846293689988e-14,1.6179304493942148e-11,9.4500159825555488e-13,3.6879475239414658e-20,5.8426920804570486e-16,1.6481308872861634e-20,7.7472389154746454e-17,8.4389556585985866e-21,8.4399478573022433e-21,8.7476726124202318e-25,1.174313566141424e-25,4.1419154330009742e-17,9.7139652395076366e-47,9.3555183097508837e-47,9.3555183380336849e-47,9.42845145268271e-23,1.2271095006742956e-15,7.7914214534758757e-26,3.4841310508024223e-24,6.0477787094173159e-21,6.2664521756619129e-21,8.5799925923814815e-32,3.0357273541404256e-26,1.8885152668079042e-41,1.6971741544683307e-32,1.8221736522623569e-32,1.2497711461990618e-33,1.0873069556650992e-38,2.4591202777521393e-43,2.6582506450368761e-45,1.2869383565296907e-38,1.8489510475131959e-50,6.7021406561214451e-54,4.6113078375541533e-52,2.6846898245830088e-50
2.271718784593308e-13,0.5046857070660027,154.0,0.0,0.0,0.0,0.99999998862977113,1.0,18.99999999999676,1.3103483222169211e-09,4.8502629562717974e-09,4.8497057423386905e-09,1.8960629723861497e-12,4.2354112535493965e-15,3.1049501166162223e-10,2.3472412846363507e-11,5.3920646713235968e-14,2.2653315783335702e-11,1.3360878805243047e-12,5.242649825311794e-20,8.3030718070104106e-16,2.3304752985708542e-20,1.1009369143534804e-16,1.4294705648551727e-20,1.4296663441513025e-20,1.72179549884457e-24,2.3599728917334573e-25,5.8861530781820228e-17,3.3404181802089314e-46,3.217156301757276e-46,3.2171563134357366e-46,1.5974083710057285e-22,1.4818381401720413e-15,1.1174043607120008e-25,4.9860624616591352e-24,1.0130561766223677e-20,1.0496858515272719e-20,1.7327855938277566e-31,5.1423341693807888e-26,4.5487390238758393e-41,3.3823619030169098e-32,3.6800600885038651e-32,2.9765966804390829e-33,3.0964640293836689e-38,8.387586567535441e-43,9.0668109139908011e-45,3.0998081805231007e-38,7.5747924380127043e-50,2.7464421886160259e-53,1.6580789627976993e-51,9.1852714164715815e-50
2.6378349473022913e-13,0.5046857070659994,154.0,0.0,0.0,0.0,0.99999998679749935,1.0,18.999999999995648,1.5215274819078883e-09,5.6317032653054173e-09,5.6309424078419658e-09,2.556238185844023e-12,4.9185548439867548e-15,3.5263317717035988e-10,3.1183230292184988e-11,6.1747775894495204e-14,3.0095055316653223e-11,1.7921946179668978e-12,7.0699256550249897e-20,1.1194558851591426e-15,3.1263025148518184e-20,1.4842947632383731e-16,2.237694206565916e-20,2.2380421027612573e-20,3.0520420513932662e-24,4.2691958702094259e-25,7.9360466353522117e-17,9.5072457823557731e-46,9.1564274322812656e-46,9.1564274708769913e-46,2.5010945061462687e-22,1.7426795713678381e-15,1.5202453948521632e-25,6.747100652101887e-24,1.5683546859964119e-20,1.6250625327047737e-20,3.1499901726435724e-31,8.0500117164985685e-26,9.6027255595944023e-41,6.0684871293097128e-32,6.6900046152219602e-32,6.2145579001722984e-33,7.5199311741935678e-38,2.3685002119619169e-42,2.5603085869747861e-44,6.5440242667382342e-38,2.4854149889235211e-49,9.0136711589708774e-53,4.8669625096015964e-51,2.6014178817060886e-49
3.0039511100112744e-13,0.5046857070659958,154.0,0.0,0.0,0.0,0.99999998496527209,1.0,18.999999999994369,1.7327066372539581e-09,6.4130795619309692e-09,6.412080696023923e-09,3.3147790807566928e-12,5.60164245614656e-15,3.9284627447593775e-10,3.9850961332328111e-11,6.9353668870895382e-14,3.846031583662084e-11,2.3123078968508635e-12,9.1697060900409436e-20,1.4517105806873684e-15,4.0338429118765666e-20,1.9247866127104094e-16,3.3044158342477651e-20,3.3049880572872184e-20,5.0076973716792942e-24,7.1453249306849481e-25,1.0291571077848398e-16,2.354455370601514e-45,2.2675757948175281e-45,2.2675758056594156e-45,3.6941309323240013e-22,2.0096332265548035e-15,1.989249984135769e-25,8.7631591739440508e-24,2.2906364864905993e-20,2.3734601387362494e-20,5.2978401434537973e-31,1.1887783007190905e-25,1.8387826793641618e-40,1.0074644130885663e-31,1.1251827141399287e-31,1.1770890243326567e-32,1.623180191084001e-37,5.8174086681659685e-42,6.2885390840013553e-44,1.2531044946663333e-37,6.9324340030327141e-49,2.5147049543063395e-52,1.2313550543669086e-50,6.4077823179702384e-49
