Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58)
2.5748436684406336e-13,0.39960951567161396,154.0,0.0,0.0,0.0,0.99999995122452512,1.0,18.999999999979693,3.9887402728229604e-09,2.0821092203235204e-08,2.0816830915860849e-08,1.2270776821405876e-11,1.6779658301010001e-14,2.615574907205389e-09,2.4136678374823266e-10,9.9988388429250822e-13,2.7056558274870549e-10,8.0061072597006768e-12,2.5566775524815579e-19,8.2695553864595799e-15,1.0812971716731848e-19,1.6937812068809616e-15,4.0494720472689455e-19,4.0502188235145672e-19,6.4960095878333998e-23,9.7175157047713075e-24,5.9630363825187406e-16,3.8172055529327708e-43,3.6443153413570855e-43,3.6443153933416619e-43,2.4540306631336522e-21,1.2895739705837887e-14,2.2844712078837674e-24,7.6868974215173375e-23,3.7072863286881412e-19,3.3072025440063324e-19,1.2978965917989903e-29,1.585480320391948e-24,1.0364110813684708e-38,2.4221292199539346e-30,2.8130163008962682e-30,3.9083815877956286e-31,5.7726717620830327e-36,2.2919407664471223e-40,4.3032369108715707e-42,3.7243874749029538e-36,5.1072667039603279e-47,1.7687438859946318e-50,1.0398809787731747e-48,4.5998759857673291e-47,2.4864788804387498e-43,1.6483635487310564e-24
2.871110812231099e-13,0.39960951567160286,154.0,0.0,0.0,0.0,0.99999994561359162,1.0,18.999999999974811,4.4476933854713222e-09,2.3215841363622486e-08,2.3210487925097903e-08,1.5255338419871671e-11,1.871090229111413e-14,2.8581233133511276e-09,2.9607936983668287e-10,1.1004649031626911e-12,3.3189689990382077e-10,9.8983452889263011e-12,3.1788003831646416e-19,1.0281365989425372e-14,1.3368984016460844e-19,2.1058312380898557e-15,5.6138845292878379e-19,5.6150140877017283e-19,9.8011681965720975e-23,1.4944139355713285e-23,7.4140098006004415e-16,8.1648312920135294e-43,7.795027494341481e-43,7.7950276181466036e-43,3.403309648355673e-21,1.4532514352333409e-14,2.8627913843808999e-24,9.5497081411449339e-23,5.0876854947377539e-19,4.5386311184763696e-19,2.0067685846695285e-29,2.1980532218273412e-24,1.7865321087015286e-38,3.6849482080652889e-30,4.3496004830125664e-30,6.6458235732295855e-31,1.096107441510787e-35,4.8550249340711967e-40,9.1156118980100322e-42,6.420237752175943e-36,1.2053600228643832e-46,4.1761681703060302e-50,2.2588157529850671e-48,9.7897583665692055e-47,5.2671595918930507e-43,2.0494666555581963e-24
3.1673779560215646e-13,0.3996095156715905,154.0,0.0,0.0,0.0,0.9999999400028835,1.0,18.999999999969418,4.9066464843550156e-09,2.5610402281610302e-08,2.5603820668823049e-08,1.8564078034143234e-11,2.0641987432633156e-14,3.0903875121138977e-09,3.5553570883225415e-10,1.1983411344124084e-12,3.985458347545451e-10,1.1978783200091503e-11,3.8685239327366039e-19,1.2511850668494878e-14,1.6179249720918102e-19,2.5626634186492444e-15,7.536708946653121e-19,7.5383466011832694e-19,1.4174594731581633e-22,2.201947597099112e-23,9.0227869955222715e-16,1.6209707124182756e-42,1.5475533778997388e-42,1.5475534049792384e-42,4.5706268987318209e-21,1.6200846821720167e-14,3.5113378773323384e-24,1.1602391998492061e-22,6.7618415890527316e-19,6.0321146577444828e-19,2.9728014756926779e-29,2.9509951967990343e-24,2.9190557782014189e-38,5.3723124371075676e-30,6.4437368187495463e-30,1.0713270537619456e-30,1.9519308180385229e-35,9.5431407095757589e-40,1.7917944846440166e-41,1.0490595209424341e-35,2.613069210906203e-46,9.0572319665962416e-50,4.5334674412427694e-48,1.9332956994389306e-46,1.0353328244870206e-42,2.494195920515582e-24
3.46364509981203e-13,0.39960951567157704,154.0,0.0,0.0,0.0,0.99999993439239121,1.0,18.999999999963517,5.3655995694741415e-09,2.8004778209254524e-08,2.7996829254984791e-08,2.2196887724452682e-11,2.2572930923529542e-14,3.3128035365111673e-09,4.1953467358011303e-10,1.293585311958057e-12,4.7028692925024123e-10,1.4244168922419144e-11,4.6258256924292127e-19,1.4960970491770908e-14,1.9239375362589551e-19,3.0642679453593963e-15,9.8548768513663322e-19,9.8571700955527229e-19,1.9799943882993459e-22,3.1324937291182331e-23,1.0789355836870859e-15,3.0267299064491288e-42,2.8896428621293612e-42,2.8896429173188092e-42,5.9786194111782695e-21,1.7900734268730145e-14,4.2315568524534586e-24,1.3841684652269275e-22,8.7536341248177503e-19,7.8089555721718338e-19,4.2518067517889086e-29,3.858777698965468e-24,4.5645819009360746e-38,7.5632871420542922e-30,9.2164801468658411e-30,1.653060279071782e-30,3.297835650378307e-35,1.7638481584286833e-39,3.3117729931937508e-41,1.6404995954603554e-35,5.2784513900120236e-46,1.8303596241198805e-49,8.527243607762569e-48,3.5899750212538002e-46,1.9136102126297798e-42,2.9825486426314624e-24
3.7599122436024955e-13,0.3996095156715625,154.0,0.0,0.0,0.0,0.99999992878210597,1.0,18.999999999957112,5.8245526408287985e-09,3.039897234248873e-08,3.0389513791495779e-08,2.6153659586845302e-11,2.4503730722006749e-14,3.525788954394661e-09,4.87883654276409e-10,1.3862682158584824e-12,5.4690427305823566e-10,1.6691306526594106e-11,5.4506831611142097e-19,1.762868741007457e-14,2.2545043319693185e-19,3.6106350189941936e-15,1.2605310685548155e-18,1.2608430248256546e-18,2.6868220817823907e-22,4.3274003610134378e-23,1.2713704405018998e-15,5.3693103122689706e-42,5.1261232014933081e-42,5.126123307557446e-42,7.6499499450245696e-21,1.9632173869854069e-14,5.0248975756288729e-24,1.62643769404136e-22,1.1085930961922368e-18,9.8895537877850826e-19,5.9050965970533179e-29,4.9358698313634922e-24,6.8805855666366685e-38,1.0341512110518941e-29,1.2800830120503397e-29,2.4591399564783033e-30,5.3324881901631232e-35,3.0971230343375059e-39,5.8151418386057744e-41,2.4729642282305361e-35,1.0054224869551174e-45,3.4879030479103488e-49,1.5198401724156772e-47,6.3329200782895089e-46,3.3601166978534382e-42,3.5145221794854831e-24
4.056179387392961e-13,0.3996095156715467,154.0,0.0,0.0,0.0,0.99999992317201847,1.0,18.999999999950198,6.283505698419079e-09,3.2792987822040499e-08,3.278187438623295e-08,3.0434285753033619e-11,2.6434377617500363e-14,3.729743626170281e-09,5.6039820895792297e-10,1.4764587229570903e-12,6.28191111772255e-10,1.9317055296454776e-11,6.3430738451623953e-19,2.0514964236775829e-14,2.6092010562057312e-19,4.2017548442379675e-15,1.5824923915578128e-18,1.5829064713377811e-18,3.5576829608562554e-22,5.8311403888274144e-23,1.4795820987614378e-15,9.1200796561452093e-42,8.7070131452725466e-42,8.7070133392517892e-42,9.6073070343556451e-21,2.1395162822983405e-14,5.8928124155431879e-24,1.8867314169158391e-22,1.3780629820093622e-18,1.2293443779667212e-18,7.9994916102398326e-29,6.1967383765910214e-24,1.005390985991856e-37,1.3794831452708119e-29,1.7341750145810279e-29,3.5466830041919963e-30,8.3076096143155335e-35,5.207255089552331e-39,9.7771706378297482e-41,3.6136380075700999e-35,1.8224496225751783e-45,6.3249619650091466e-49,2.588559394549041e-47,1.0697016827177745e-45,5.6494786425024662e-42,4.0901139462337919e-24
4.3524465311834265e-13,0.3996095156715297,154.0,0.0,0.0,0.0,0.9999999175621207,1.0,18.999999999942791,6.7424587422450725e-09,3.5186827734346904e-08,3.5173911147037438e-08,3.5038658390493533e-11,2.8364885279044825e-14,3.9250504640148565e-09,6.3690171330128838e-10,1.5642238582244143e-12,7.1394945434691129e-10,2.211832878335073e-11,7.3029752581971358e-19,2.3619764627374186e-14,2.9876107373581399e-19,4.8376176296478434e-15,1.9550621103743153e-18,1.9556003096281986e-18,4.6128686604349758e-22,7.6912281766116007e-23,1.7035694076040615e-15,1.4924370833768453e-41,1.424841753429399e-41,1.4248417874344235e-41,1.1873404966257994e-20,2.3189698347055854e-14,6.8367568442338947e-24,2.1647397009068906e-22,1.6858699874254168e-18,1.5039331678701181e-18,1.0607328848692153e-28,7.6558478054850991e-24,1.4303363105374134e-37,1.8014935657119388e-29,2.2996187107870579e-29,4.9809429338543755e-30,1.2536085521151894e-34,8.4355908616555712e-39,1.5838802375322138e-40,5.1412054230751891e-35,3.1664056839361168e-45,1.0994003226639031e-48,4.2409762210658347e-47,1.7408857681174001e-45,9.152055499139868e-42,4.709321414625399e-24
4.944980818764357e-13,0.3996095156714925,154.0,0.0,0.0,0.0,0.99999990634286273,1.0,18.999999999926484,7.6603647886045358e-09,3.9973992936938277e-08,3.9957013598033265e-08,4.5218211928507499e-11,3.2225507212108018e-14,4.2911715303540049e-09,8.0120632378960639e-10,1.7327371322948225e-12,8.9813044325255986e-10,2.8235370177418874e-11,9.4252203634012679e-19,3.048479482147063e-14,3.8139370285309097e-19,6.2435329343728487e-15,2.8667841400799497e-18,2.8676469670343546e-18,7.3597418879135492e-22,1.2685258881050986e-22,2.1988664734921523e-15,3.6415105426744441e-41,3.4765800945261662e-41,3.4765801885748427e-41,1.7422809059122972e-20,2.6873398087044913e-14,8.9585718650741399e-24,2.7726869606300307e-22,2.4244405867025133e-18,2.1627978762258878e-18,1.7680286477410385e-28,1.1226635688106068e-23,2.7080005749333986e-37,2.9139757196332621e-29,3.8333385359743788e-29,9.1931139116160479e-30,2.6358122580295621e-34,2.0175840120903264e-38,3.7882921745311654e-40,9.7344074864013969e-35,8.6025497425804372e-45,2.9894693029888409e-48,1.0335700815900446e-46,4.2022023307740348e-45,2.1889812433712276e-41,6.078573620828737e-24
5.458649482385899e-13,0.3996095156714567,154.0,0.0,0.0,0.0,0.99999989661741651,1.0,18.999999999910763,8.456098564096164e-09,4.4123451818679015e-08,4.4102443498083688e-08,5.5089778033110917e-11,3.5571811841648816e-14,4.5838778572886828e-09,9.550282737227796e-10,1.8715687562396148e-12,1.070560655647639e-09,3.4078307574513259e-11,1.1483306628814263e-18,3.7143095739855103e-14,4.6032419860651858e-19,7.6070560487815177e-15,3.8557276490657843e-18,3.8569680770169753e-18,1.0537147318566012e-21,1.8671295672407036e-22,2.6792928282224081e-15,7.2662774784609428e-41,6.937175845500442e-41,6.9371760523384062e-41,2.344747228412437e-20,3.0168886990017796e-14,1.105784580201911e-23,3.3542368827835626e-22,3.2069094938636908e-18,2.8608232812101982e-18,2.6260953925924172e-28,1.5100088634796146e-23,4.4393407754981879e-37,4.2193506939797651e-29,5.6941763855976746e-29,1.4747475827417257e-29,4.6786865747700195e-34,3.958338941701476e-38,7.4324016718588517e-40,1.5959099862989755e-34,1.8633695816085857e-44,6.4802462087430924e-48,2.0546861393973682e-46,8.3096849242596253e-45,4.2946692032911031e-41,7.4067341199797822e-24
5.97231814600744e-13,0.39960951567141745,154.0,0.0,0.0,0.0,0.99999988689243513,1.0,18.999999999893586,9.2518322982124993e-09,4.8272424699134225e-08,4.8246901463608661e-08,6.5933015868795876e-11,3.8917791380835375e-14,4.8554022563154333e-09,1.1186207210520957e-09,2.0039914118429026e-12,1.2539433294451618e-09,4.0407118348241878e-11,1.3744015231592647e-18,4.4457809658530788e-14,5.4581872399713708e-19,9.1049404792700503e-15,5.0492830899050834e-18,5.0510057102860344e-18,1.4573915535509928e-21,2.6522845097162614e-22,3.2071263329813633e-15,1.3624902753072599e-40,1.3007810254971434e-40,1.3007810678607175e-40,3.072452061695957e-20,3.3559168371368574e-14,1.3406509715226473e-23,3.984843881035733e-22,4.1309839017826772e-18,3.68517205867993e-18,3.7642735130810757e-28,1.9775204817656729e-23,6.9614054781272296e-37,5.8987988867961555e-29,8.1626978675091149e-29,2.2637827003728731e-29,7.8767949509637416e-34,7.3008157104245658e-38,1.3708562915197217e-39,2.5027397257436821e-34,3.7604183716488292e-44,1.3087287413330556e-47,3.8317063853248955e-46,1.5446288668646527e-44,7.9212632218192474e-41,8.8659727632858991e-24
6.485986809628982e-13,0.39960951567137487,154.0,0.0,0.0,0.0,0.99999987716788541,1.0,18.999999999874966,1.0047565990953901e-08,5.2420926043051098e-08,5.2390388055526801e-08,7.7747364560547802e-11,4.2263322163018916e-14,5.1072775906527414e-09,1.2912766082715152e-09,2.1303009623517893e-12,1.4474858724805744e-09,4.7207337884382716e-11,1.6207229213931906e-18,5.2428771753901819e-14,6.3768186564974944e-19,1.0737135312345834e-14,6.4666572441643245e-18,6.4689816576075177e-18,1.958658430191278e-21,3.6575448921569687e-22,3.7823615985189017e-15,2.4261165302464952e-40,2.3162343410188487e-40,2.3162344228577794e-40,3.9373155265401741e-20,3.7044228366555171e-14,1.6012248037644698e-23,4.6630554365466024e-22,5.2050569854999812e-18,4.6433315440993351e-18,5.2378620451535599e-28,2.5327300198039434e-23,1.0518753938829792e-36,8.0092019299477652e-29,1.1358954059440639e-28,3.3495821739038125e-29,1.2688010980672143e-33,1.2791163592091828e-37,2.4017896878605706e-39,3.7819137775826624e-34,7.1589998896212264e-44,2.493380750121142e-47,6.7764738357587904e-46,2.7272571494596304e-44,1.3878402343879888e-40,1.0456278065177212e-23
6.999655473250523e-13,0.39960951567132913,154.0,0.0,0.0,0.0,0.99999986744373592,1.0,18.999999999854918,1.0843299642320695e-08,5.6568969883827524e-08,5.6532903834433094e-08,9.0532263556792128e-11,4.5608620693265993e-14,5.3409254007224875e-09,1.472340227283077e-09,2.2507795890394554e-12,1.6504532538741538e-09,5.446493257738628e-11,1.8872831682316518e-18,6.1055823581353059e-14,7.357240330101854e-19,1.2503589666965722e-14,8.1270492179823062e-18,8.1301104344598628e-18,2.569344095638814e-21,4.9187167120187571e-22,4.4049933974343411e-15,4.1346623526117787e-40,3.9473982717846453e-40,3.9473984222079174e-40,4.9512808683073133e-20,4.0624053278811348e-14,1.8882773224097351e-23,5.3874623017469496e-22,6.4369120145298075e-18,5.7422449831896296e-18,7.1071786085915014e-28,3.1831670940635995e-23,1.5401821631512537e-36,1.0609304623419045e-28,1.5413911982538772e-28,4.8043631949372574e-29,1.9687089669937208e-33,2.1454335679574282e-37,4.0285095500343312e-39,5.5379331938026786e-34,1.2970225748492397e-43,4.5207152495526614e-47,1.145813773709898e-45,4.6097102850410441e-44,2.3278280062614825e-40,1.2177638989642093e-23
7.513324136872065e-13,0.39960951567128006,154.0,0.0,0.0,0.0,0.99999985771995814,1.0,18.999999999833456,1.1639033252313198e-08,6.0716569838148298e-08,6.0674449360598422e-08,1.0428715262967196e-10,4.8953088638330917e-14,5.5576647122221716e-09,1.6612031565336848e-09,2.3656964652229726e-12,1.8621634496722452e-09,6.2166286349255124e-11,2.1740705818345995e-18,7.0338812801494057e-14,8.3976127621858836e-19,1.4404252694016571e-14,1.0049650500181073e-17,1.005359927285874e-17,3.3013969431962386e-21,6.4737479070951594e-22,5.0750166591213707e-15,6.7853249868809758e-40,6.4780099060483071e-40,6.4780101708895304e-40,6.1263144277310086e-20,4.4298629574059015e-14,2.2025825754930612e-23,6.1566972267611194e-22,7.8337706097736793e-18,6.9883545813700475e-18,9.4375696368748532e-28,3.9363593637866438e-23,2.1951102897940718e-36,1.3759414420255365e-28,2.0469480163306475e-28,6.7097206468612295e-29,2.958186238181359e-33,3.4660870475658414e-37,6.508384614258734e-39,7.8933251008110781e-34,2.2514525195272535e-43,7.8531690662174405e-47,1.8641610923814925e-45,7.5043411358645923e-44,3.7608126662668333e-40,1.403004493617939e-23
8.026992800493607e-13,0.3996095156712279,154.0,0.0,0.0,0.0,0.99999984799652486,1.0,18.999999999810594,1.2434766820931693e-08,6.4863739115599414e-08,6.4815025193969724e-08,1.1901147187506839e-10,5.2298349798425379e-14,5.7587195994047687e-09,1.8573007723321459e-09,2.4753083678651481e-12,2.0819835321288917e-09,7.0298187998210453e-11,2.4810734850244827e-18,8.0277592929573904e-14,9.4961511519327437e-19,1.6439073575850642e-14,1.2253645000790669e-17,1.2258648120835398e-17,4.1668559663330899e-21,8.3626284845287679e-22,5.7924264650244058e-15,1.0776420337407586e-39,1.0288345377624628e-39,1.0288345826837485e-39,7.4744056097990464e-20,4.8067943876130468e-14,2.5449174133829158e-23,6.9694334215272225e-22,9.4023341805728111e-18,8.3876384692785828e-18,1.229941902064903e-27,4.7998325543693856e-23,3.0561237330461238e-36,1.7521188131488116e-28,2.6678530596813286e-28,9.1568622102773568e-29,4.3229985751261503e-33,5.420535153761925e-37,1.0178419418174167e-38,1.0990117547204963e-33,3.7658292942690057e-43,1.3145135734069897e-46,2.9332908311993553e-45,1.1825067588519079e-43,5.8815370899186361e-40,1.6013485726616477e-23
8.540661464115148e-13,0.39960951567117253,154.0,0.0,0.0,0.0,0.99999983827341177,1.0,18.999999999786347,1.3230500348176447e-08,6.9010490537849535e-08,6.8954631894170618e-08,1.3470466171197556e-10,5.5640504046524878e-14,5.9452252992498401e-09,2.0601094285906356e-09,2.5798602082328903e-12,2.3093265082729911e-09,7.8847819763534201e-11,2.8082802125861784e-18,9.0872023115604136e-14,1.0651123851439036e-18,1.8608001525849223e-14,1.4758209081079006e-17,1.4764449659206895e-17,5.1778461779096899e-21,1.0627303731595296e-21,6.5572180443461227e-15,1.663159392532294e-39,1.5878334353134285e-39,1.5878335090642448e-39,9.0075668549288755e-20,5.1931982962432407e-14,2.9160614880485538e-23,7.8243838313005922e-22,1.1148817422480895e-17,9.9456405857520816e-18,1.5768154348381949e-27,5.7811104845540477e-23,4.1684846155065579e-36,2.1957506712686657e-28,3.4204915219496854e-28,1.2246749896930937e-28,6.165554705944133e-33,8.2393632689462085e-37,1.5471637445719604e-38,1.4991224869033233e-33,6.0978541564719203e-43,2.1301209178489526e-46,4.482968925867105e-45,1.8110117224684919e-43,8.9402320535477677e-40,1.812795159318323e-23
9.05433012773669e-13,0.399609515671114,154.0,0.0,0.0,0.0,0.99999982855059533,1.0,18.999999999760721,1.4026233834047705e-08,7.3156836530686323e-08,7.3093270020501934e-08,1.513661628819027e-10,5.8989328257403651e-14,6.1182342090814091e-09,2.2691436903281917e-09,2.67958555208196e-12,2.543648218741232e-09,8.7802746087933065e-11,3.1556790930046931e-18,1.0212196792866322e-13,1.1860850847554471e-18,2.0910985787993387e-14,1.7582511590340995e-17,1.7590189316735309e-17,6.3465654904137157e-21,1.3311589114770531e-21,7.3693867698282218e-15,2.5026557039584656e-39,2.3893085361157575e-39,2.389308653760679e-39,1.0737833613347518e-19,5.5890733759682969e-14,3.3167972527245154e-23,8.7202995133044715e-22,1.3078981176465543e-17,1.1667499991144159e-17,1.9924253918704155e-27,6.8877150928650362e-23,5.5836384883372759e-36,2.7132340536840277e-28,4.3223484066705358e-28,1.6090252782551318e-28,8.6065625006614203e-33,1.2213587924118759e-36,2.2934557250416206e-38,2.0081839125263902e-33,9.5952257704594795e-43,3.3543278762450209e-46,6.6775251987887269e-45,2.7046728307699987e-43,1.3252716087920798e-39,2.0373433166789753e-23
9.567998791358231e-13,0.3996095156710524,154.0,0.0,0.0,0.0,0.99999981882805467,1.0,18.999999999733738,1.4821967278545699e-08,7.7302789183848862e-08,7.723094013194164e-08,1.689954164490068e-10,6.2320335175038998e-14,6.278722578619854e-09,2.4839532468554887e-09,2.7747071798665778e-12,2.7844438775424814e-09,9.7150901726721342e-11,3.5232584943373089e-18,1.1402729712573677e-13,1.3123702155419738e-18,2.3347975636460486e-14,2.0745713903866521e-17,2.0755045265200993e-17,7.685250986569789e-21,1.6461078625723562e-21,8.2289281532894968e-15,3.681927070089677e-39,3.5151702800103622e-39,3.5151704629094471e-39,1.2677264318556615e-19,5.9944183339418075e-14,3.7479099622867903e-23,9.6559691393934899e-22,1.5198169092742738e-17,1.3557983574712806e-17,2.485325676619394e-27,8.1271664582437334e-23,7.3596292168162799e-36,3.3110560348534191e-28,5.3920110233776975e-28,2.0808360855712356e-28,1.1786757812549437e-32,1.7704779951616674e-36,3.3246207612200716e-38,2.6470928429438524e-33,1.4717730568291173e-42,5.1488943617086989e-46,9.7217335144709758e-45,3.9498550566318266e-43,1.9211384939699792e-39,2.2749921464625309e-23
1e-12,0.39960951567098774,154.0,0.0,0.0,0.0,0.99999981065148547,1.0,18.999999999709996,1.5491188155100253e-08,8.0789286730038151e-08,8.0710018934405652e-08,1.8457060149453367e-10,6.5147643913896438e-14,6.4046686759260518e-09,2.6687741278670119e-09,2.851297666086141e-12,2.9916230485703211e-09,1.0530863535731429e-10,3.8480112548945269e-18,1.2454709249571861e-13,1.4225740158859097e-18,2.5501215947582585e-14,2.3682406904817539e-17,2.3693309031053343e-17,8.9516639472453007e-21,1.9504593222332061e-21,8.9884828894461707e-15,5.0148679374933951e-39,4.7877419555465862e-39,4.7877422159104139e-39,1.4479129700679211e-19,6.3426482931163047e-14,4.1345748247681345e-23,1.0472790621737598e-21,1.7130411837784991e-17,1.528169691886639e-17,2.9663232908024576e-27,9.2779151777682416e-23,9.1800913233191308e-36,3.8808342254696291e-28,6.4359219403159951e-28,2.5549375627181717e-28,1.5152101681690184e-32,2.3819828879427702e-36,4.4729494895509303e-38,3.3020437038747375e-33,2.071793928034393e-42,7.2525512644863611e-46,1.312283195318711e-44,5.3470815063069097e-43,2.5847126272135214e-39,2.4849988540210546e-23
1.0081667454979773e-12,0.39960951567098774,154.0,0.0,0.0,0.0,0.99999980910576935,1.0,18.999999999705402,1.5617700681670641e-08,8.1448360142854884e-08,8.1367642787144518e-08,1.875918638005076e-10,6.569472751049048e-14,6.4275967986494641e-09,2.7041200110270417e-09,2.8654376312949323e-12,3.0312448203986844e-09,1.0688057996610835e-10,3.9110067086979035e-18,1.2658788542599571e-13,1.4438096226892682e-18,2.5918920375275231e-14,2.4266969943601808e-17,2.4278188407582807e-17,9.2061553612968711e-21,2.0123055551235057e-21,9.1358378412138165e-15,5.3085033741300115e-39,5.0680785977345541e-39,5.0680788755936529e-39,1.4837940357169657e-19,6.4092318913554994e-14,4.2101876734745874e-23,1.0630216766394949e-21,1.7511342084607136e-17,1.5621516790488628e-17,3.0645773120242638e-27,9.5069828178393066e-23,9.5615258233520044e-36,3.9957779468616333e-28,6.6491715835580319e-28,2.6532368606035423e-28,1.586872382075008e-32,2.515647486101246e-36,4.723956124873316e-38,3.4392778956049893e-33,2.2063689748540301e-42,7.7245563588075459e-46,1.3867448682212921e-44,5.6537130977906554e-43,2.7297598963934064e-39,2.5257407877898215e-23
1.0595336118601315e-12,0.39960951567092007,154.0,0.0,0.0,0.0,0.99999979938372141,1.0,18.99999999967573,1.6413434043422723e-08,8.5593560853980971e-08,8.5503378544442407e-08,2.0715494664629687e-10,6.9024629186090961e-14,6.5656977357154721e-09,2.9292561197933562e-09,2.9519796424791494e-12,3.2836162634183981e-09,1.1698042241206262e-10,4.318912179431806e-18,1.3980361232544468e-13,1.5802498570838524e-18,2.8623769338007453e-14,2.8165426182138716e-17,2.8178782388713173e-17,1.092156077609874e-20,2.4346420586005867e-21,1.0090111610912766e-14,7.5157221668316059e-39,7.175332304101613e-39,7.1753327175524892e-39,1.7231966038364795e-19,6.8335127830520437e-14,4.7044212440607008e-23,1.1641902084360856e-21,2.0023102076993797e-17,1.7862204843095251e-17,3.7397491174780594e-27,1.1034680589566548e-22,1.2261818165171325e-35,4.7740319823737465e-28,8.1146289607743354e-28,3.3403926428144592e-28,2.1038709800594889e-32,3.5107033560261369e-36,6.5925693816346707e-38,4.4108425578192529e-33,3.2401895554642045e-42,1.1352406265140731e-45,1.9421102950454485e-44,7.9478130996294731e-43,3.8095645805396194e-39,2.7895884161166692e-23
1.1109004782222856e-12,0.39960951567084924,154.0,0.0,0.0,0.0,0.9999997896618934,1.0,18.999999999644732,1.7209167363802139e-08,8.9738402209192754e-08,8.9638147961844983e-08,2.2768410701828375e-10,7.243803476696299e-14,6.693804973492894e-09,3.1590019778021812e-09,3.0345265687655628e-12,3.5411551100271999e-09,1.2743940911056731e-10,4.7469631459035629e-18,1.5367436191788874e-13,1.7215420418731742e-18,3.1462471887447442e-14,3.2460221663349813e-17,3.2475983612128094e-17,1.2843782024640412e-20,2.9181622327232464e-21,1.1091745366826452e-14,1.0466917321999834e-38,9.9928680637863317e-39,9.9928686675332682e-39,1.9871468567764595e-19,7.2672597571510819e-14,5.2314043322655595e-23,1.2689918307850659e-21,2.2737715243697776e-17,2.0283853417407191e-17,4.520918360332482e-27,1.271777439644331e-22,1.5540802263627642e-35,5.6525161521328712e-28,9.8102903879896522e-28,4.1575107858465147e-28,2.7508383499937843e-32,4.8202587036351977e-36,9.0518101231836147e-38,5.5907045217482001e-33,4.6705175414718087e-42,1.6375865905792902e-45,2.6751257116883023e-44,1.0991818749834042e-42,5.2306794738348367e-39,3.066534242206979e-23
1.1622673445844398e-12,0.3996095156707755,154.0,0.0,0.0,0.0,0.99999977994026978,1.0,18.99999999961242,1.8004900642809058e-08,9.3882895279159385e-08,9.3771951597040128e-08,2.491787872700459e-10,7.5555821787521896e-14,6.8126414179222256e-09,3.3930241332065304e-09,3.113262820945367e-12,3.8034875698064619e-09,1.3824684852083487e-10,5.1951483528197122e-18,1.6820002271051226e-13,1.8675417369395491e-18,3.443497741528556e-14,3.7170488035133958e-17,3.7188941247773711e-17,1.4985148660967014e-20,3.4680585601039412e-21,1.2140735136737078e-14,1.436009837973582e-38,1.3709727825279937e-38,1.3709728691920713e-38,2.2768598023351504e-19,7.7104715746669921e-14,5.7919333967136333e-23,1.3773192149714068e-21,2.5659137237570791e-17,2.2889991186119855e-17,5.4186715887152007e-27,1.4563777088152081e-22,1.9486978484176364e-35,6.6379843862673253e-28,1.1759173560526021e-27,5.1208529430433277e-28,3.5516586427781602e-32,6.5210872952097327e-36,1.2245869372575096e-37,7.0107396720377329e-33,6.6189135977830153e-42,2.3224537892065281e-45,3.6296680635010947e-44,1.49775271815367e-42,7.0764320400825821e-39,3.3565775110787377e-23
1.213634210946594e-12,0.3996095156706987,154.0,0.0,0.0,0.0,0.99999977021883568,1.0,18.999999999578808,1.8800633880443629e-08,9.802704983124473e-08,9.7904790007393547e-08,2.7163843007715025e-10,7.898401889316825e-14,6.9228779439978966e-09,3.6310131342596989e-09,3.1883643086672639e-12,4.0702667557948659e-09,1.4939236725598052e-10,5.6634555798488384e-18,1.833804874373468e-13,2.0181088004379775e-18,3.7541235341855071e-14,4.2315349565220226e-17,4.2336797222244231e-17,1.7357986730260505e-20,4.0896638496409158e-21,1.3237077067967121e-14,1.9433505934041089e-38,1.8553362628942754e-38,1.8553363853640112e-38,2.5935527327707851e-19,8.1631470091264216e-14,6.3868076967324082e-23,1.4890681396231989e-21,2.8791038648959324e-17,2.5683892520931192e-17,6.4441056663863242e-27,1.6580199756696821e-22,2.4197477470248764e-35,7.737236249526143e-28,1.3985409197117754e-27,6.2477478960087099e-28,4.5331211778975529e-32,8.7037003651030049e-36,1.6344741968688076e-37,8.705936147846046e-33,9.2359524545177369e-42,3.2431180300973937e-45,4.8575568517244002e-44,2.0133587409619705e-42,9.4450624788499297e-39,3.659717500951039e-23
