Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39)
8.49275147638173e-15,0.8171427229304464,154.0,0.0,0.0,0.0,0.99999999905180792,1.0,18.999999999999993,1.3648520755532281e-10,3.4998332205878546e-10,3.4998219271810712e-10,3.3384306401809588e-15,1.3364674426908665e-16,1.1101472956378248e-10,3.1959087561150519e-13,4.0981552029857241e-14,3.6026238030428995e-13,2.2782403915421509e-15,6.7212590524066828e-23,2.3242002326059758e-18,3.0247117187524782e-23,9.812859350498939e-19,8.3501451115289256e-24,8.3501799052362433e-24,3.0912798214871937e-29,3.8809091030010409e-30,1.6484158108393114e-19,3.5822365806226489e-54,3.4188738252304229e-54,3.4188738279344591e-54,1.1591223784769391e-26,2.0214552588760677e-16
1.0615940245401874e-14,0.8171427229304461,154.0,0.0,0.0,0.0,0.99999999881476453,1.0,18.999999999999989,1.7060652373484821e-10,4.3747847953347404e-10,4.374767360460188e-10,5.2145145280791209e-15,1.6775580808193049e-16,1.3855275865331863e-10,4.9867926781438879e-13,5.1176747863849563e-14,5.6214176857076553e-13,3.5570739031929667e-15,1.0550285517431299e-22,3.6302902950733339e-18,4.7301201277943801e-23,1.5327393325654443e-18,1.6097541791912207e-23,1.6097623144242792e-23,7.2264957886112387e-29,9.0873726960982869e-30,2.5747827884771323e-19,1.5025325398851494e-53,1.4340117075388498e-53,1.4340117088117465e-53,2.2346009004960172e-26,2.5278478143551693e-16
1.2739129014422017e-14,0.8171427229304463,154.0,0.0,0.0,0.0,0.99999999857772304,1.0,18.999999999999986,2.0472783984560032e-10,5.2497335371591186e-10,5.2497086230125297e-10,7.5074864747567452e-15,2.0186476681543225e-16,1.6600497731125973e-10,7.1723437465259612e-13,6.1351926351105864e-14,8.0851045126303978e-13,5.1191377028753958e-15,1.5239621131538502e-22,5.2265890808779924e-18,6.8145893644454234e-23,2.2067349510410588e-18,2.7539883016678738e-23,2.7540046114531207e-23,1.4485321637604567e-28,1.824463609470045e-29,3.7070082991329508e-19,5.01654983278516e-53,4.7877773242846033e-53,4.7877773289797193e-53,3.8230293646412451e-26,3.034652087589344e-16
1.69855065524623e-14,0.8171427229304463,154.0,0.0,0.0,0.0,0.99999999810364559,1.0,18.999999999999975,2.7297047186078509e-10,6.9996225350648368e-10,6.9995786362456742e-10,1.3344063670410329e-14,2.7008233888126691e-16,2.2065295821361644e-10,1.2722963559339963e-12,8.1642374681722596e-14,1.4342102627482701e-12,9.0916537498534117e-15,2.7199156089390881e-22,9.2897643127369882e-18,1.2118967233444515e-22,3.9223475229169503e-18,6.4202961971063934e-23,6.4203451337148303e-23,4.3446846630795351e-28,5.4897618046031822e-29,6.5890317214386327e-19,3.63401004534219e-52,3.4682863036551302e-52,3.4682863078336682e-52,8.9127329351405805e-26,4.0494957815714601e-16
2.1231884090502588e-14,0.8171427229304461,154.0,0.0,0.0,0.0,0.99999999762957559,1.0,18.999999999999961,3.4121310360087821e-10,8.7495002424563276e-10,8.7494319675509936e-10,2.0848095187839021e-14,3.3829950136556683e-16,2.7496077682406006e-10,1.9838088741054102e-12,1.01853206822033e-13,2.2362706875884681e-12,1.4192973363314882e-14,4.2599725576665978e-22,1.4513620945777304e-17,1.8934077648364311e-22,6.128112050831861e-18,1.2416591978952737e-22,1.2416707031978761e-22,1.0211250997604926e-27,1.2940516044856597e-28,1.0294479038412148e-18,1.5541947340384419e-51,1.4833179550752253e-51,1.4833179570933332e-51,1.7237265087654847e-25,5.0659863281339396e-16
2.5478261628542874e-14,0.8171427229304461,154.0,0.0,0.0,0.0,0.99999999715551302,1.0,18.999999999999943,4.0945573506588046e-10,1.0499366688882306e-09,1.0499268617611879e-09,3.0019512696075149e-14,4.0651616481398502e-16,3.2893063534438259e-10,2.8507590723868405e-12,1.219847475828103e-13,3.2135499717030315e-12,2.0420141764493304e-14,6.1441188582708951e-22,2.0898050405678612e-17,2.7255966085502085e-22,8.82401698092444e-18,2.1356112020878982e-22,2.1356344863661414e-22,2.0658657586754354e-27,2.6256206560998265e-28,1.4823343952977397e-18,5.1923465253618572e-51,4.9555571878915705e-51,4.9555571953865871e-51,2.9648195524606092e-25,6.0841237161334611e-16
2.972463916658316e-14,0.817142722930446,154.0,0.0,0.0,0.0,0.99999999668145756,1.0,18.999999999999929,4.7769836625579238e-10,1.2249221903530907e-09,1.2249088587084755e-09,4.0858250560848948e-14,4.7473248430794216e-16,3.8256470032861804e-10,3.8721504894409418e-12,1.4203731735792595e-13,4.3649248429566067e-12,2.7770239988164466e-14,8.3723409661994906e-22,2.8442947005125447e-17,3.7080725952183531e-22,1.2010051477902013e-17,3.3846747406674156e-22,3.3847172583606052e-22,3.7710566241371536e-27,4.8071269486657666e-28,2.0175621276092608e-18,1.4792752895181242e-50,1.4118151242727936e-50,1.4118151266558036e-50,4.698976495327128e-25,7.1039079366140614e-16
3.8217394242663733e-14,0.817142722930446,154.0,0.0,0.0,0.0,0.99999999573336873,1.0,18.999999999999886,6.1418362781034619e-10,1.5748898748876719e-09,1.5748678486770937e-09,6.7537436941765527e-14,6.1116366442782221e-16,4.888336506483611e-10,6.3744851195878936e-12,1.8190676276931686e-13,7.1857094753918192e-12,4.5828088266441156e-14,1.3860960926738984e-21,4.7013740439331161e-17,6.1223953935097114e-22,1.9852468012918785e-17,7.181355535533636e-22,7.1814709275792183e-22,1.0226298007948219e-26,1.3129065501506444e-27,3.3350394035604296e-18,9.568086486337799e-50,9.1317483879331558e-50,9.1317484108654741e-50,9.9704445992470275e-25,9.1484168421378216e-16
4.578483050693007e-14,0.8171427229304455,154.0,0.0,0.0,0.0,0.99999999488860225,1.0,18.999999999999833,7.357982865047321e-10,1.8867234568737358e-09,1.8866918200757971e-09,9.6928095293120056e-14,7.3272869749465006e-16,5.8241293254022511e-10,9.1152775426000286e-12,2.1716917277557482e-13,1.0275298315912256e-11,6.5675061984013245e-14,1.9910986767835698e-21,6.7470969061227395e-17,8.776432090424671e-22,2.8492064784519698e-17,1.2341248559119317e-21,1.234148456714231e-21,2.0901301903160416e-26,2.6995003963420099e-27,4.7864589404294598e-18,3.3401199546116774e-49,3.1877989110602493e-49,3.1877989205413758e-49,1.7135085873108589e-24,1.0975718293054984e-15
5.33522667711964e-14,0.8171427229304453,154.0,0.0,0.0,0.0,0.99999999404385842,1.0,18.999999999999776,8.5741294432547829e-10,2.1985535144156768e-09,2.1985104949347738e-09,1.3161294829341981e-13,8.5429237690786058e-16,6.7495703732581851e-10,1.2332178038928186e-11,2.5218543802474921e-13,1.3901585294933734e-11,8.9045692788606579e-14,2.7053546680682889e-21,9.1612131668589512e-17,1.1902056900637655e-21,3.8688080383332123e-17,1.9523067212670159e-21,1.952349905758657e-21,3.8219330929171474e-26,4.9651607117571449e-27,6.4993743703844552e-18,9.5974118285675239e-49,9.1597367904825679e-49,9.1597368218627317e-49,2.7107791113200607e-24,1.2808249706467745e-15
6.091970303546273e-14,0.817142722930445,154.0,0.0,0.0,0.0,0.99999999319913679,1.0,18.999999999999712,9.7902760127258774e-10,2.5103800632994647e-09,2.5103238736173015e-09,1.7159163270765242e-13,9.7585466278692865e-16,7.6647741440078766e-10,1.6019920697859812e-11,2.8695727609655792e-13,1.805863435598425e-11,1.1592419476658778e-13,3.5288565706473805e-21,1.194366594549127e-16,1.5497157118784493e-21,5.0440454490802295e-17,2.9060636587597307e-21,2.9061364935264712e-21,6.4417933629392011e-26,8.416833111559888e-27,8.4737827501624829e-18,2.3918439147377434e-48,2.2827676386909385e-48,2.2827676474640706e-48,4.0352454379711092e-24,1.4646011030863084e-15
6.848713929972907e-14,0.8171427229304448,154.0,0.0,0.0,0.0,0.99999999235443737,1.0,18.999999999999634,1.1006422573460625e-09,2.8222031192413528e-09,2.8221319564865968e-09,2.1686378536195315e-13,1.0974155883840717e-15,8.5698538532697537e-10,2.0173298403173919e-11,3.2148639259185567e-13,2.2740575719336914e-11,1.4629485164939413e-13,4.4615968898988986e-21,1.5094398754621898e-16,1.9559629360439585e-21,6.3749126814894935e-17,4.1287828145965311e-21,4.1288982662095672e-21,1.0204292521437474e-25,1.3408687821893591e-26,1.0709681154645951e-17,5.3590316513852095e-48,5.1146415480756449e-48,5.1146415697936024e-48,5.7333115549282426e-24,1.6489002214958286e-15
7.605457556399541e-14,0.8171427229304442,154.0,0.0,0.0,0.0,0.99999999150975982,1.0,18.999999999999552,1.2222569125459064e-09,3.1340226978909537e-09,3.1339347439058755e-09,2.674290430818851e-13,1.2189751708311064e-15,9.4649214809625971e-10,2.4787160872077321e-11,3.5577448155836173e-13,2.7941603671379009e-11,1.8014201382231513e-13,5.5035681311893676e-21,1.861335548495891e-16,2.408737916178528e-21,7.8614037077341143e-17,5.6538599076640562e-21,5.6540341824996643e-21,1.5393353470406404e-25,2.0341300904858533e-26,1.3207066675371392e-17,1.1048654558559009e-47,1.0544798464362887e-47,1.054479851334931e-47,7.8514013908333395e-24,1.8337223207674068e-15
9.118944809252808e-14,0.8171427229304434,154.0,0.0,0.0,0.0,0.99999998982046934,1.0,18.999999999999353,1.4654862203247097e-09,3.7576514855893882e-09,3.7575244338472085e-09,3.8443742106571247e-13,1.4620902834821863e-15,1.1225462668332395e-09,3.5376003106045354e-11,4.2363429842122785e-13,3.9877994237965187e-11,2.5820357803255484e-13,7.9151734022831175e-21,2.6755718040838197e-16,3.4530376743711096e-21,1.1301233033443791e-16,9.7446766482546725e-21,9.7450316427991272e-21,3.1315095386387739e-25,4.184359059355947e-26,1.8986287495553303e-17,3.8917083684605063e-47,3.714233422252638e-47,3.7142334425635408e-47,1.353339316923789e-23,2.2049354415323291e-15
1.0632432062106075e-13,0.8171427229304422,154.0,0.0,0.0,0.0,0.99999998813126356,1.0,18.999999999999122,1.7087155246090191e-09,4.3812665502343546e-09,4.3810929463467977e-09,5.2261386149792869e-13,1.7052000999048018e-15,1.2947269419340154e-09,4.7746354768323505e-11,4.9055004909225288e-13,5.3822611190631491e-11,3.4998504784416651e-13,1.0763612431699409e-20,3.6370312182063393e-16,4.6809575816698896e-21,1.5363485217653095e-16,1.5445704517745353e-20,1.544635167087535e-20,5.7013100226630791e-25,7.7022127728739744e-26,2.581142221411984e-17,1.1251882635170199e-46,1.073875946684833e-46,1.0738759533883212e-46,2.145280300963036e-23,2.5782404248055921e-15
1.2145919314959343e-13,0.817142722930441,154.0,0.0,0.0,0.0,0.9999999864421405,1.0,18.999999999998856,1.9519448253988542e-09,5.0048680145121221e-09,5.0046402843097837e-09,6.8195545957002354e-13,1.9483044143800525e-15,1.4631193351739888e-09,6.1859047476646406e-11,5.5653486235248602e-13,6.973130153443812e-11,4.553637373188914e-13,1.404882527450166e-20,4.7456702733367625e-16,6.090855672675362e-21,2.0048112063512735e-16,2.3024122488177018e-20,2.3025210362774587e-20,9.5715334388615342e-25,1.3072125368799972e-25,3.3682448054744463e-17,2.8229647654307703e-46,2.6942283052861378e-46,2.6942283241316349e-46,3.1981328563883315e-23,2.9536372302382767e-15
1.4112037901645758e-13,0.8171427229304391,154.0,0.0,0.0,0.0,0.99999998424798053,1.0,18.999999999998458,2.2679155349705497e-09,5.8149468512418892e-09,5.8146373020035949e-09,9.2055211725934275e-13,2.2641051246861001e-15,1.6763515425200596e-09,8.2731387649650619e-11,6.4088449278279591e-13,9.3259879923110245e-11,6.1236293891585786e-13,1.8968674546502998e-20,6.4055801937543581e-16,8.1914857127844173e-21,2.7063071669713942e-16,3.6111188699794042e-20,3.6113139209465723e-20,1.7132094595829483e-24,2.3730021210130126e-25,4.5469234355939492e-17,8.087384475111796e-46,7.7185735970324672e-46,7.7185736594835214e-46,5.0165296898295872e-23,3.4444258371416672e-15
1.6078156488332173e-13,0.8171427229304371,154.0,0.0,0.0,0.0,0.99999998205395302,1.0,18.999999999998003,2.5838862386451506e-09,6.6250032053683864e-09,6.6245985974462313e-09,1.1948551997459872e-12,2.5798975443972949e-15,1.8835093311622466e-09,1.0639752970187135e-10,7.2371287540680494e-13,1.1993780266718006e-10,7.9183943157537648e-13,2.462537783044371e-20,8.3137010203619349e-16,1.0592940237867144e-20,3.5128145360098373e-16,5.3402843608460627e-20,5.3406078215004608e-20,2.8362327281947474e-24,3.9837381579511853e-25,5.9020948396362097e-17,2.0285418405349832e-45,1.9360338919728311e-45,1.9360339101099675e-45,7.4194911372508431e-23,3.9387443857815401e-15
1.8044275075018588e-13,0.8171427229304347,154.0,0.0,0.0,0.0,0.99999997986005462,1.0,18.999999999997492,2.8998569364226994e-09,7.4350373377059409e-09,7.4345241770033282e-09,1.5048583421074897e-12,2.8956806641773948e-15,2.084765763310504e-09,1.3277787727962534e-10,8.0504744691785651e-13,1.4967534389087378e-10,9.9353240223921758e-13,3.1018803776944611e-20,1.0469941691771042e-15,1.3291728660301517e-20,4.4243227550176509e-16,7.5484556642085671e-20,7.5489608275673586e-20,4.421923865274601e-24,6.2970972268503715e-25,7.4337541736681661e-17,4.5582897256640675e-45,4.3504174874187229e-45,4.3504175333470879e-45,1.0488560718460143e-22,4.4365927891880602e-15
2.0010393661705003e-13,0.817142722930432,154.0,0.0,0.0,0.0,0.99999997766628157,1.0,18.999999999996923,3.2158276283032351e-09,8.2450495060548277e-09,8.2444140470395352e-09,1.8505551804050859e-12,3.2114544601760944e-15,2.2802889562175414e-09,1.6179510835916941e-10,8.8491514954468126e-13,1.8238534148216086e-10,1.217184050904871e-12,3.8148821056879032e-20,1.2874212746730226e-15,1.6284400717652941e-20,5.4408212687489673e-16,1.0294177683126669e-19,1.0294930005549098e-19,6.5742402346400755e-24,9.4898398967820435e-25,9.1418966518824386e-17,9.3965171092695229e-45,8.9680070981617655e-45,8.9680072032815494e-45,1.4305314483740845e-22,4.9379709609947211e-15
2.1976512248391418e-13,0.8171427229304292,154.0,0.0,0.0,0.0,0.99999997547263031,1.0,18.999999999996298,3.5317983142867968e-09,9.0550399652034946e-09,9.0542682139182178e-09,2.231939351969147e-12,3.5272210239232336e-15,2.4702422326237662e-09,1.9337410605268906e-10,9.6334243790193082e-13,2.1798311909303451e-10,1.4625395872854116e-12,4.6015298367206909e-20,1.5526426298301545e-15,1.9567546427973604e-20,6.5622995246973695e-16,1.3635984429715177e-19,1.3637062436856718e-19,9.4043345583148704e-24,1.3757368571305904e-24,1.1026517543139637e-16,1.8073504580617655e-44,1.7249298232339927e-44,1.7249298453777241e-44,1.8951348529687585e-22,5.442878815375669e-15
2.394263083507783e-13,0.8171427229304258,154.0,0.0,0.0,0.0,0.9999999732790974,1.0,18.999999999995609,3.8477689943734231e-09,9.8650089669976398e-09,9.8640866840017688e-09,2.6490044951110503e-12,3.84298033324399e-15,2.6547842532667144e-09,2.274418976633488e-10,1.0403552898722994e-12,2.563864174386385e-10,1.7293471659404916e-12,5.4618104425235942e-20,1.8426496003436958e-15,2.3137795221621505e-20,7.7887469734695646e-16,1.7632408091863404e-19,1.7633904237830143e-19,1.3030109854719791e-23,1.9313498127053337e-24,1.3087612173166765e-16,3.2856699548583464e-44,3.1358336545601217e-44,3.1358336982801664e-44,2.4508291590953601e-22,5.9513162670958872e-15
2.787486800845066e-13,0.8171427229304188,154.0,0.0,0.0,0.0,0.99999996889237341,1.0,18.999999999994071,4.4797103368560171e-09,1.1484883591220633e-08,1.1483616559226329e-08,3.5901522560252144e-12,4.4744701745677676e-15,3.0082466704348444e-09,3.0276232015236785e-10,1.1902392521195881e-12,3.4129220443506994e-10,2.3263257597533296e-12,7.4032177791231892e-20,2.4969866070027989e-15,3.1126316402989466e-20,1.0556507264600454e-15,2.7823170786546027e-19,2.7825840081368027e-19,2.3169323894632264e-23,3.5236243253520506e-24,1.7739204215066272e-16,9.4881133696597486e-44,9.0554281771226327e-44,9.0554283230153693e-44,3.8681505015988739e-22,6.9787796241764886e-15
3.180710518182349e-13,0.8171427229304106,154.0,0.0,0.0,0.0,0.99999996450608364,1.0,18.999999999992305,5.1116516557512978e-09,1.3104675335571779e-08,1.3103003723588764e-08,4.6739475930657531e-12,5.1059309373930509e-15,3.3418574298529519e-09,3.8721309734535661e-10,1.3347656364100321e-12,4.3649028575599762e-10,3.0061629792312089e-12,9.6389991376418675e-20,3.2503662032117587e-15,4.0223774747739255e-20,1.3744017801762787e-15,4.1334567180003045e-19,4.1338964910554697e-19,3.8045055636684162e-23,5.9322498796316547e-24,2.3096636455699622e-16,2.3833936799235711e-43,2.2747043245512673e-43,2.2747043661388245e-43,5.7478465109297269e-22,8.0203603611365166e-15
3.573934235519632e-13,0.8171427229304014,154.0,0.0,0.0,0.0,0.99999996012020376,1.0,18.999999999990319,5.7435929510595341e-09,1.4724386111948507e-08,1.4722248227947673e-08,5.9003396530023482e-12,5.7373477040833701e-15,3.6567315612448117e-09,4.8028139457849619e-10,1.4741259639349853e-12,5.4140256281764211e-10,3.7669469435702949e-12,1.216904957512284e-19,4.1027245914882221e-15,5.0404582628019401e-20,1.7351194289798173e-15,5.8634634706754969e-19,5.8641452098441842e-19,5.878295300662867e-23,9.3909638617937674e-24,2.9159873428129232e-16,5.3813130709125753e-43,5.1359108199530857e-43,5.1359109251047796e-43,8.1553148819467688e-22,9.0760578156565656e-15
3.967157952856915e-13,0.8171427229303909,154.0,0.0,0.0,0.0,0.99999995573471101,1.0,18.999999999988106,6.3755342227809783e-09,1.6344017787953418e-08,1.6341350123142301e-08,7.2692776018876093e-12,6.368764454039422e-15,3.9539214453823511e-09,5.8148319126661885e-10,1.6085048996633281e-12,6.5548341802714759e-10,4.6068100078224098e-12,1.4993264188099721e-19,5.0540001939662984e-15,6.1643744445997455e-20,2.1377952474125364e-15,8.0191271871547573e-19,8.0201344639816404e-19,8.6567886992294438e-23,1.4159795696086442e-23,3.5928880477712933e-16,1.1163865853190389e-42,1.0654764864391693e-42,1.0654765106012455e-42,1.1155989260108434e-21,1.0145871333532114e-14
4.360381670194198e-13,0.8171427229303795,154.0,0.0,0.0,0.0,0.99999995134958386,1.0,18.999999999985679,7.0074754709158703e-09,1.7963572188065406e-08,1.7960309459992488e-08,8.780710625137207e-12,7.0000973143379879e-15,4.2344202412876516e-09,6.9036170463313436e-10,1.7380804905119687e-12,7.7821793791459584e-10,5.5239277785351969e-12,1.8111538113723808e-19,6.1041335765158737e-15,7.3916843459331415e-20,2.5824208139549921e-15,1.0647223680281235e-18,1.0648655261088497e-18,1.2263392543680634e-22,2.0524155289459798e-23,4.3403623742766691e-16,2.1620404636275312e-42,2.0634460761474026e-42,2.0634461275058113e-42,1.481533886398204e-21,1.1229800268472176e-14
4.75360538753148e-13,0.817142722930367,154.0,0.0,0.0,0.0,0.99999994696480188,1.0,18.999999999983029,7.6394166954644333e-09,1.9583051094503301e-08,1.9579126289300523e-08,1.0434587925594348e-11,7.6314964910679758e-15,4.4991653123462017e-09,8.0648581394069952e-10,1.8630244233888614e-12,9.0912013682948368e-10,6.5165178881424655e-12,2.1523766523892468e-19,7.2530673694224014e-15,8.7200025378956834e-20,3.0689877111984862e-15,1.3794520875414978e-18,1.3796491377576273e-18,1.6825624180813964e-22,2.8793974321162354e-23,5.1584070154600811e-16,3.9553175435198313e-42,3.7749456885105682e-42,3.774945790851338e-42,1.9198876921470178e-21,1.2327843982289283e-14
5.227359666748061e-13,0.817142722930351,154.0,0.0,0.0,0.0,0.99999994168246586,1.0,18.999999999979554,8.4007767910668103e-09,2.1534094663078136e-08,2.1529280788816866e-08,1.2616289697282474e-11,8.3921326234254333e-15,4.7984572240857453e-09,9.5543930069720298e-10,2.0076392170796035e-12,1.077029618208371e-09,7.8101581598983413e-12,2.6025076133339981e-19,8.768442714369008e-15,1.045120755977327e-19,3.7108945036868691e-15,1.8342300760074021e-18,1.8345096123997403e-18,2.377732519510205e-22,4.1763140387080827e-23,6.2377081548642981e-16,7.6898210289171052e-42,7.3391479014089582e-42,7.3391481201152622e-42,2.5535006216355414e-21,1.3669508278466382e-14
5.701113945964642e-13,0.8171427229303334,154.0,0.0,0.0,0.0,0.99999993640057117,1.0,18.999999999975763,9.1621368524335151e-09,2.3485034144131506e-08,2.3479228596440597e-08,1.5004591546634757e-11,9.1522430758015206e-15,5.0776156218126633e-09,1.1136527755219822e-09,2.146049160048727e-12,1.2553775247197883e-09,9.2078556106976064e-12,3.0952735056312038e-19,1.0427056671997567e-14,1.232167734974231e-19,4.4136535992945718e-15,2.3793346924099092e-18,2.3797187066392113e-18,3.2540350461185592e-22,5.8610724689073842e-23,7.4194342409916113e-16,1.4115833779972727e-41,1.3472121767172246e-41,1.347212220532374e-41,3.3132206236139117e-21,1.5031658638541199e-14
6.174868225181223e-13,0.8171427229303141,154.0,0.0,0.0,0.0,0.99999993111908803,1.0,18.999999999971671,9.9234968795648687e-09,2.5435872422647797e-08,2.5428969800912088e-08,1.7599404741934604e-11,9.912659413348648e-15,5.3379950508438951e-09,1.2805032435500278e-09,2.2785204986306273e-12,1.443461578466837e-09,1.0706724426786028e-11,3.6306560177636582e-19,1.2228819964760583e-14,1.4327549683498317e-19,5.1772502999768708e-15,3.0229397210975552e-18,3.0234532636135323e-18,4.3353267456629013e-22,8.0009841410239212e-23,8.7035799252541194e-16,2.4682419855467034e-41,2.3556852102488338e-41,2.3556852932505986e-41,4.2105293231955122e-21,1.6414293990734235e-14
6.648622504397804e-13,0.8171427229302937,154.0,0.0,0.0,0.0,0.99999992583798913,1.0,18.999999999967265,1.0684856872461182e-08,2.7386612303779368e-08,2.7378504490931678e-08,2.0400640591398249e-11,1.0673814712072184e-14,5.5808589372225537e-09,1.4554096183257387e-09,2.4053080396273151e-12,1.6406267432736575e-09,1.2303959024811016e-11,4.2086368466659365e-19,1.4173647035239528e-14,1.6465069712891498e-19,6.0016699150382372e-15,3.773216318849378e-18,3.7738875782593863e-18,5.6458182654698321e-22,1.0667758346037662e-22,1.0090140006727886e-15,4.140124268878876e-41,3.9513268197770774e-41,3.9513269696259132e-41,5.2569161515308915e-21,1.7817413278075503e-14
7.122376783614385e-13,0.8171427229302716,154.0,0.0,0.0,0.0,0.99999992055724873,1.0,18.999999999962562,1.1446216831122733e-08,2.9337256516932576e-08,2.9327832755161275e-08,2.3408210441574861e-11,1.1434007882472821e-14,5.8073853620199541e-09,1.637830066033141e-09,2.5266556371446395e-12,1.8462622309393781e-09,1.3996831701458538e-11,4.8291976983067628e-19,1.6261455893029882e-14,1.8730586819969393e-19,6.88689776117911e-15,4.638333519429755e-18,4.639193895137349e-18,7.2100244491148355e-22,1.3937326268303223e-22,1.1579109429645357e-15,6.7019929332108337e-41,6.3963702792350385e-41,6.3963705391029082e-41,6.4638790328898713e-21,1.9241015458309205e-14
7.596131062830966e-13,0.8171427229302484,154.0,0.0,0.0,0.0,0.99999991527684262,1.0,18.999999999957559,1.2207576755549792e-08,3.1287807714550691e-08,3.1276954682223412e-08,2.6622025678270644e-11,1.2192763585835285e-14,6.0186733750042977e-09,1.8272591016556676e-09,2.6427966841395506e-12,2.0597982278519013e-09,1.5782690490678616e-11,5.4923202861056072e-19,1.8492167956582793e-14,2.1120551749885627e-19,7.8329191621592839e-15,5.6264579501222083e-18,5.6275421140926467e-18,9.0526749829953771e-22,1.788964721388165e-22,1.3170483278277901e-15,1.0516779001395359e-40,1.0037196684269726e-40,1.0037197119084289e-40,7.8429239638642417e-21,2.0685099503289405e-14
8.069885342047547e-13,0.8171427229302236,154.0,0.0,0.0,0.0,0.9999999099967487,1.0,18.999999999952262,1.29689366457426e-08,3.3238268470596341e-08,3.3225870360704204e-08,3.004199772364711e-11,1.2954737238007315e-14,6.215748127027741e-09,2.0232252284417777e-09,2.7539545759487707e-12,2.2807032340492455e-09,1.7658956776157901e-11,6.1979863282756205e-19,2.0865707909288768e-14,2.3631513416353618e-19,8.8397194490529899e-15,6.7457547426631291e-18,6.7471006966285139e-18,1.1198684686432469e-21,2.2608549674342886e-22,1.4864256775903654e-15,1.6058012936568916e-40,1.5325743246744058e-40,1.5325743951785218e-40,9.4055662699920609e-21,2.2149664399160074e-14
8.543639621264128e-13,0.8171427229301975,154.0,0.0,0.0,0.0,0.99999990471694589,1.0,18.999999999946674,1.3730296501701394e-08,3.5188641292456197e-08,3.5174579879152354e-08,3.366803803714177e-11,1.3719692605280258e-14,6.3995655820660302e-09,2.2252887707006203e-09,2.8603431162209715e-12,2.5084816202143318e-09,1.9623123409109365e-11,6.9461775533182703e-19,2.3382003568312839e-14,2.6260116380530994e-19,9.9072839599632237e-15,8.0043872459899789e-18,8.0060363730022076e-18,1.3673113144791817e-21,2.8181569774919732e-22,1.6660425280181172e-15,2.3935417852517482e-40,2.2843929502880125e-40,2.2843930615328712e-40,1.1163330187392237e-20,2.363470914580034e-14
9.017393900480709e-13,0.8171427229301701,154.0,0.0,0.0,0.0,0.99999989943741507,1.0,18.999999999940787,1.4491656323426383e-08,3.713892863077577e-08,3.7123083326079406e-08,3.7500058115282631e-11,1.4474752640700101e-14,6.5710176201993721e-09,2.4330395267924098e-09,2.9621669561081023e-12,2.7426709819822563e-09,2.1672752622643104e-11,7.7368757040839517e-19,2.6040985744492378e-14,2.9003098058126864e-19,1.1035598039884501e-14,9.4105170857063542e-18,9.4125141962724565e-18,1.6501127239765e-21,3.4699784212403076e-22,1.8558984279456779e-15,3.4917267528024585e-40,3.3324995825380184e-40,3.3324997538048891e-40,1.3127748929854299e-20,2.5140232756471769e-14
9.491148179697291e-13,0.8171427229301413,154.0,0.0,0.0,0.0,0.99999989415813784,1.0,18.999999999934616,1.5253016110917783e-08,3.9089132842847131e-08,3.907138078995754e-08,4.1537969493902923e-11,1.5232652871092694e-14,6.7309361593485673e-09,2.6460948734218715e-09,3.0596219565378354e-12,2.9828400029839726e-09,2.3805474390616894e-11,8.5700625179085559e-19,2.8842588123109773e-14,3.1857286530902918e-19,1.2224647040248182e-14,1.0972303469400032e-17,1.0974696843085703e-17,1.9707971167721776e-21,4.2257656889606442e-22,2.0559929387056583e-15,4.996153106305888e-40,4.7683227958500706e-40,4.7683230537506652e-40,1.5310363703609484e-20,2.6666234257028293e-14
9.964902458913871e-13,0.8171427229301108,154.0,0.0,0.0,0.0,0.99999988887909674,1.0,18.999999999928153,1.6014375864175757e-08,4.1039256212109732e-08,4.1019472359220105e-08,4.5781683747607884e-11,1.6014131953058441e-14,6.8800969325053399e-09,2.8640980283799413e-09,3.1528955552182684e-12,3.2285864965025352e-09,2.6018984536321781e-11,9.4457197359042001e-19,3.1786747147045113e-14,3.4819598011750235e-19,1.3474416318876878e-14,1.2697903351712918e-17,1.2700744776461755e-17,2.3318957365150484e-21,5.0952901232152669e-22,2.266325633836714e-15,7.0252199913353942e-40,6.704862764163981e-40,6.7048631448970318e-40,1.7722723926527678e-20,2.8212712685674871e-14
1e-12,0.8171427229300797,154.0,0.0,0.0,0.0,0.99999988848801413,1.0,18.999999999927667,1.6070780324775515e-08,4.1183725705926802e-08,4.1163786294030086e-08,4.6104260108181729e-11,1.6072442029522211e-14,6.8907395489305158e-09,2.8804360949667284e-09,3.1596442450762455e-12,3.2470037647193684e-09,2.6186122126884875e-11,9.5122810258158355e-19,3.201053186900663e-14,3.5043276242797314e-19,1.3569419461464488e-14,1.2832484263393819e-17,1.2835361039205114e-17,2.360324971836113e-21,5.1645083945922867e-22,2.2823152160219946e-15,7.2002039856407436e-40,6.8718673744397229e-40,6.8718677660308379e-40,1.7910899402015663e-20,2.8328096433623571e-14
