Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930)
8.760537952299677e-17,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999999938138,1.0,19.0,5.9419954341281318e-14,2.7878541060691441e-13,2.7878545755793498e-13,7.9996311413797782e-20,7.3483653994805724e-20,1.6216477918980232e-15,5.2754075506868036e-20,5.0683269728468559e-20,3.6971093510790851e-20,6.6171090556257396e-20,1.976319108293933e-28,1.4420572035186997e-23,2.9576556858939006e-28,2.6777184535501833e-25,8.1174058518625106e-33,8.1174075638977051e-33,1.5417192340475885e-39,1.7031592592193202e-40,9.398021279079578e-25,1.3089280516816499e-73,1.2847686225780356e-73,1.2847686225784128e-73,3.358232284281135e-33,1.8058786437967392e-20,4.1808783893513748e-34,4.475429985438031e-34,1.2561482688619032e-33,1.7923987181779664e-33,3.563685238149779e-47,6.3862161068033063e-38,1.0938141716324588e-60,2.5326550789692924e-47,2.5353448820332459e-47,7.7130691261689366e-52,5.8114279017638096e-60,3.1711368987869848e-67,3.9684007336939255e-70,3.4306700870190047e-56,7.9112606592927723e-78,1.1696522965888029e-80,2.085551641329976e-79,1.0655825974457424e-74,3.7157455749147572e-70,2.0130860369448252e-35,4.9523309343058549e-42,8.7182579038329993e-45,3.8123436228240621e-44,6.6563078223446525e-47,1.3105413883687668e-41,6.0523340507214549e-32,4.7234774840403428e-39,1.7579542126070018e-39,3.3390665488195783e-46,2.0183563523675148e-46,1.9384648144801304e-47,2.5608715593169729e-50,1.3778068545441481e-54,3.4746675121787135e-41,2.4052847519330749e-50,9.0780890935319524e-48,7.6705631177251633e-87,1.1346808787074466e-50,3.452248617027913e-56,1.5854119134993778e-64,2.0671494874015973e-68,1.1324841985553858e-22,5.2365133819872305e-21,1.3858804761894477e-28
1.7528687145218205e-16,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999999876221,1.0,19.0,1.1889153331574859e-13,5.5781277550516321e-13,5.5781296649978148e-13,3.2019362926685655e-19,2.7176076600911631e-19,3.244520046229329e-15,2.1114349502052e-19,1.0140728691181432e-19,1.4797351339391272e-19,2.6485388265698547e-19,1.5149250727092463e-27,5.7719846222233043e-23,2.0832922218924848e-27,1.0717849182965948e-24,6.4988573621274719e-32,6.4988601033464462e-32,2.4684958306024696e-38,2.7272308713540557e-39,3.7616562342591192e-24,1.6788290014373601e-71,1.6478421567986393e-71,1.6478421567996075e-71,2.6886275584932582e-32,3.6137024997076174e-20,1.673590900528138e-33,3.5673413336653555e-33,1.0056366710458031e-32,1.4349435689090747e-32,5.7065382513063892e-46,5.1128538478498427e-37,3.5031498011774759e-59,4.0554241069248682e-46,4.0577630186469537e-46,2.4701847139456985e-50,3.7223826997293146e-58,4.0624323578112375e-65,5.0837790594631667e-68,1.0981531804001362e-54,2.0269747219560695e-75,2.9968120753661572e-78,5.325009350365726e-77,1.3650861131700959e-72,4.7601114999638189e-68,8.057585710809759e-35,3.9648736371208485e-41,6.9797445329469325e-44,3.0479570282169596e-43,1.0645963815806419e-45,1.0491825508618414e-40,2.4225096772431791e-31,3.7816485756901034e-38,1.407431170579493e-38,5.3466471661936945e-45,3.2319159599129294e-45,3.1040634199857169e-46,3.856246558280033e-49,4.358124701873925e-53,2.7818446382165192e-40,1.9357095722323053e-49,1.450690520730461e-46,1.9676660513032869e-84,1.729531027585612e-49,1.1043351231244182e-54,1.0134018664668406e-62,1.32254128565264e-66,2.2659523167373479e-22,1.0477576020243156e-20,5.5471334872477719e-28
3.5064985531055266e-16,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999999752387,1.0,19.0,2.3783469126065653e-13,1.1158668339823696e-12,1.1158675037722489e-12,1.281190846687125e-18,9.42109531693564e-19,6.4897110996064618e-15,8.4476668688363059e-19,2.0284545810323231e-19,5.9202910629173419e-19,1.0597371805353004e-18,1.1169663387949539e-26,2.3095440125761517e-22,1.3416032064269651e-26,4.2885333633854029e-24,5.2010561445052589e-31,5.2010605313832852e-31,3.9503571497981956e-37,4.3652078547029429e-38,1.5051514003968962e-23,2.1510780685962074e-69,2.1113747267583738e-69,2.1113747267608539e-69,2.1517188278173611e-31,7.2304794419285654e-20,6.6977437578858894e-33,2.8301069578080593e-32,8.0474177466455458e-32,1.148286520630512e-31,9.1341734996020257e-45,4.0918338329965682e-36,1.1214789272215195e-57,6.4909232845715699e-45,6.4933884326967378e-45,7.9074403792838857e-49,2.3832006854756219e-56,5.20184367849115e-63,6.5096525962040712e-66,3.5146314163048232e-53,5.1909907950445276e-73,7.6747037871843817e-76,1.3543514140825581e-74,1.7479731541912048e-70,6.0952046135559939e-66,3.2240803165069188e-34,3.1731003896684148e-40,5.5856566224364594e-43,2.4325392865594392e-42,1.7003019374506443e-44,8.3958906571098597e-40,9.6931850679396564e-31,3.0264595989805173e-37,1.1263709807861155e-37,8.5574464554272136e-44,5.1729019792341405e-44,4.9685043835811412e-45,5.513385018558906e-48,1.3615041119827657e-51,2.2263179357061764e-39,1.5531898537046394e-48,2.3125467255795376e-45,5.042348155611519e-82,2.5248531114767329e-48,3.5276994619051007e-53,6.4627532554999095e-61,8.4496668065513731e-65,4.5328885721366136e-22,2.0959700463875369e-20,2.2195758414525427e-27
7.013758230272939e-16,0.31627843106119596,154.0,0.0,0.0,0.0,0.9999999999950473,1.0,19.0,4.7572100713436583e-13,2.2319726836782565e-12,2.2319746558761498e-12,5.1255917204079767e-18,2.9600883211067904e-18,1.2977880140079284e-14,3.3789583363302152e-18,4.0568235545572039e-19,2.3680404484632894e-18,4.2394528901792832e-18,7.7146205825531327e-26,9.2396683353090398e-22,7.690547294645951e-26,1.715690698124972e-23,4.1616273294673873e-30,4.1616343471574793e-30,6.3191586196797978e-36,6.9853132622798118e-37,6.0215782406655201e-23,4.8228758521198094e-67,4.7338580287648743e-67,4.7338580287759785e-67,1.721701429594503e-30,1.4468550239677476e-19,2.6804939533484529e-32,2.2257346065443458e-31,6.4379858372493555e-31,9.1863658473309808e-31,1.4617638417962415e-43,3.2740842830922941e-35,3.589483965611614e-56,1.0386322122846894e-43,1.0390192873225785e-43,2.530608756827804e-47,1.5253920534279404e-54,6.6590009718858112e-61,8.3331571685913111e-64,1.124768360533542e-51,1.3290229607332509e-70,1.9649170473621034e-73,3.4205244292161452e-72,2.2376576908520522e-68,7.8026134014566566e-64,1.2898395004938799e-33,2.5389572373581669e-39,4.468958255728278e-42,1.9356814167569883e-41,2.7094099989503298e-43,6.7167759401609486e-39,3.8778986703401326e-30,2.4216141991729334e-36,9.0126535449686922e-37,1.3692555580176852e-42,8.2774700177435362e-43,7.9511665914811319e-44,7.2650210944198797e-47,4.1569067349001574e-50,1.7813877658683518e-38,1.2444045458198999e-47,3.6707774612148581e-44,2.2572823897724309e-79,3.434198510610484e-47,1.124351135841272e-51,4.1047699498274302e-59,5.3863615049787884e-63,9.0667611592303153e-22,4.1923946019754088e-20,8.8797478583462217e-27
1.4028277584607761e-15,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999999009415,1.0,19.0,9.5149363881735772e-13,4.4641768114797861e-12,4.4641812703507756e-12,2.0503988180634434e-17,8.2086965117897029e-18,2.5945371990666087e-14,1.3511667889940749e-17,8.1119843138141817e-19,9.4692425608118209e-18,1.6957711304879628e-17,4.8351009446390652e-25,3.6961602812337759e-21,3.9061698142122344e-25,6.8633061375107642e-23,3.3296054976124125e-29,3.3296167182912518e-29,1.0103055725612716e-34,1.1176228789085664e-35,2.4088222621806965e-22,6.1950970903695748e-65,6.0807516107842492e-65,6.0807516108128228e-65,1.3774910449166797e-29,2.8962759427928907e-19,1.0730531645467619e-31,1.7216852688557098e-30,5.1490048471159512e-30,7.3471180960269392e-30,2.3390559224025287e-42,2.6195098787292427e-34,1.1487535821406565e-54,1.6615748250672749e-42,1.6624917766682487e-42,8.0968528629212626e-46,9.7612196199213877e-53,8.5224098612756576e-59,1.0665049382572015e-61,3.5993951520941037e-50,3.401857852794797e-68,5.0295443797257836e-71,8.52453963755539e-70,2.8639221595201975e-66,9.9860437653725712e-62,5.1597593793522139e-33,2.0313511227818107e-38,3.5748423556992906e-41,1.5318111605487306e-40,4.2990758907212126e-42,5.3719941822744393e-38,1.5512810816900299e-29,1.9374547167254892e-35,7.2107690067144303e-36,2.1903464378893651e-41,1.3242561179856027e-41,1.2722980352979848e-42,8.5774616745516066e-46,1.2179754102046399e-48,1.4252383708475564e-37,9.9626230419952095e-47,5.7799425003301627e-43,5.8086829541212254e-77,4.2213348362150469e-46,3.5685471190034944e-50,2.5869308733389211e-57,3.4193525275163027e-61,1.8134506639828977e-21,8.3852423807031435e-20,3.5521875773213787e-26
2.805731629327741e-15,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999998018774,1.0,19.0,1.903038901925635e-12,8.9285582404617188e-12,8.9285637406149556e-12,8.2018912020484685e-17,2.010450896026849e-17,5.1845018982760261e-14,5.4006791208440342e-17,1.6216001984711742e-18,3.784902130881671e-17,6.7821802612296291e-17,2.6876651073194425e-24,1.4785188160930919e-20,1.7977845492027577e-24,2.7454220078191395e-22,2.6637908924331427e-28,2.6638088184441352e-28,1.6138173927290433e-33,1.7878366909239566e-34,9.635645768259706e-22,7.9305715709032597e-63,7.7841937214221659e-63,7.7841937214953218e-63,1.102043749765964e-28,5.8023447718656855e-19,4.298534150657402e-31,1.2914499359044693e-29,4.1164058751890733e-29,5.8737019983051298e-29,3.7426665497977819e-41,2.0956984637748543e-33,3.6761916690806748e-53,2.6573573472357043e-41,2.6600330774832645e-41,2.5898842125007311e-44,6.2445308019993987e-51,1.0904080869075952e-56,1.3645499477615384e-59,1.1518272073710037e-48,8.7050890610156362e-66,1.287025618133149e-68,2.0720792775766141e-67,3.6645132615998755e-64,1.2776743827066592e-59,2.0639740598073075e-32,1.625146898684918e-37,2.8589497403636712e-40,1.1993344959164872e-39,6.7660143240798533e-41,4.294705867987865e-37,6.2053432247089825e-29,1.5500052339643466e-34,5.7688306475741196e-35,3.5025432087104063e-40,2.1180429250651369e-40,2.0357241303130181e-41,8.9831509298387233e-45,3.3335571670969877e-47,1.1402341906206445e-36,7.9730012531203009e-46,8.9616464998995553e-42,1.4872110809700467e-74,4.6051541507558009e-45,1.1235518989680087e-48,1.6059579795314118e-55,2.1534325875555491e-59,3.6269998836516675e-21,1.6770932609216766e-19,1.420932331752934e-25
5.611539371061671e-15,0.31627843106119585,154.0,0.0,0.0,0.0,0.99999999996037492,1.0,19.0,3.8061294271113657e-12,1.7857218505910157e-11,1.7857205648384139e-11,3.2807930168407735e-16,4.483832626238337e-17,1.0350335077987056e-13,2.1569564911371894e-16,3.2398861103544992e-18,1.5116375249959491e-16,2.7119850591394454e-16,1.3283621316661367e-23,5.9141552780361518e-20,7.7547113628069256e-24,1.0981814180846475e-21,2.1310514259612342e-27,2.1310800191850877e-27,2.5734053497178805e-32,2.8591697575511155e-33,3.8543105521195064e-21,1.0151316951913174e-60,9.9639498920249161e-61,9.9639498922121994e-61,8.8165369252052391e-28,1.1643390037634561e-18,1.7243662549238532e-30,9.1791996694537321e-29,3.2884231539606373e-28,4.6922529482834658e-28,5.9883764323454852e-40,1.6765851982251706e-32,1.1764039594193014e-51,4.247733473492873e-40,4.2560819538359349e-40,8.279891225797e-43,3.992793034507579e-49,1.394432885349293e-54,1.7450096341183296e-57,3.6858734949983937e-47,2.2264474837309545e-63,3.291769442211745e-66,4.8169194810155648e-65,4.6868572397883233e-62,1.633912855973549e-57,8.2559594808328807e-32,1.3001313058509458e-36,2.2855212592511477e-39,9.2011065852903039e-39,1.0485888601883994e-39,3.4309087163023942e-36,2.4821623170985076e-28,1.2399829241972868e-33,4.6150832668827353e-34,5.5972214822243106e-39,3.3861612338691026e-39,3.2570648536328208e-40,8.4815150641735704e-44,8.2678134687555877e-46,9.1219311021247218e-36,6.3794812109707164e-45,1.3500675404993191e-40,3.8073311485839545e-72,4.4922582735723992e-44,3.4842796531866239e-47,9.6866274664369497e-54,1.3359417057897643e-57,7.2540988250616815e-21,3.3542291757277966e-19,5.6838408273945897e-25
8.4173471127956e-15,0.31627843106119585,154.0,0.0,0.0,0.0,0.9999999999405621,1.0,19.0,5.7092199512662707e-12,2.6785777024280702e-11,2.6785724525375196e-11,6.9716825212717799e-16,6.9730629211237504e-17,1.5502110399239074e-13,4.5786351195914046e-16,4.8556583106080511e-18,3.2087975295195039e-16,5.7616199914351322e-16,3.0231747091915628e-23,1.2567597328287721e-19,1.6854783630415372e-23,2.3336351900186233e-21,6.0934600514115766e-27,6.0935651368855164e-27,9.4564318929377543e-32,1.0521152806728603e-32,8.1904213641109855e-21,5.2376993377390322e-60,5.1410249541594017e-60,5.1410249542743841e-60,2.5209916401040352e-27,1.7513342554286298e-18,3.6715274874341159e-30,2.4589022850891388e-28,9.3950539419959166e-28,1.3405808022153467e-27,2.2041262277068223e-39,4.7939934828077399e-32,5.371054775250355e-51,1.5627243783265499e-39,1.5665228062358167e-39,3.7788472537016978e-42,2.1930435744668565e-48,8.9934708689621645e-54,1.1254533456210962e-56,1.6828403627300544e-46,1.6529896242565577e-62,2.4439250816951696e-65,3.4898698828752213e-64,3.0229380542127599e-61,1.053801108781365e-56,1.7543866966395035e-31,3.7175579175160401e-36,6.5324244349716009e-39,2.56924010332068e-38,3.8019103941469501e-39,9.8022179280703267e-36,5.2745896467951071e-28,3.5455148335056006e-33,1.3196186287709841e-33,2.0589254562550603e-38,1.2458453343955606e-38,1.1987919366733873e-39,2.5392464562772611e-43,3.4345388768333683e-45,2.6082929007044508e-35,1.8242028061710081e-44,4.8301699604532909e-40,2.3374998675617235e-71,1.3584698394777249e-43,1.5709999686424909e-46,5.2144584181690332e-53,7.2623727940198682e-57,1.0881198276420396e-20,5.0313629603174363e-19,1.2078227956206977e-24
1.1223154854529529e-14,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999992074928,1.0,19.0,7.6123104743903519e-12,3.5714233989288005e-11,3.5714120373569162e-11,1.1892837822983583e-15,9.4649394935176063e-17,2.0639866117890564e-13,7.8029137103452299e-16,6.4689207038237386e-18,5.468435370551061e-16,9.826505905359732e-16,5.3575508586170549e-23,2.1438819717307858e-19,2.909633025672075e-23,3.9808971328459206e-21,1.2852815506879453e-26,1.2853081667775839e-26,2.3948272660426992e-31,2.6678164192014894e-32,1.397188060993546e-20,2.8573328622410898e-59,2.8045938876021529e-59,2.8045938876661603e-59,5.3175193159503201e-27,2.3412201965389508e-18,6.2745689991136353e-30,4.8999731975311815e-28,1.9801978555896036e-27,2.8255454868562738e-27,5.5901534308362956e-39,1.0111913883080885e-31,1.6009620046317452e-50,3.9617440787908342e-39,3.9730450150245152e-39,1.1259720806306533e-41,7.5378671036226778e-48,3.5112665602981621e-53,4.3940391293632717e-56,5.0160739183686494e-46,7.2373982147677299e-62,1.0700442743879931e-64,1.4941909675081597e-63,1.1803143417098148e-60,4.1142924749539237e-56,2.9927629472119677e-31,7.8413800328585212e-36,1.3773510644270578e-38,5.3054479150185406e-38,9.5143834577221774e-39,2.0660315243317705e-35,8.9978001011666336e-28,7.4783843752826291e-33,2.7834390704526709e-33,5.2190678294799982e-38,3.1586121067072669e-38,3.0403351236532464e-39,5.5007209902331242e-43,9.4543574010200018e-45,5.5016166782023594e-35,3.8478413053100828e-44,1.1945955015692265e-39,1.3012289619910848e-70,2.9611138503949688e-43,4.6305192548130985e-46,1.7599092439137698e-52,2.4730522493090427e-56,1.4508298245603913e-20,6.7084946153707092e-19,2.0604091004625127e-24
1.6834770337997387e-14,0.31627843106119596,154.0,0.0,0.0,0.0,0.99999999988112365,1.0,18.999999999999996,1.1418491518219229e-11,5.3570909824893016e-11,5.357062333504784e-11,2.462244547951852e-15,1.4449513937429835e-16,3.0882592669772392e-13,1.6128353464917954e-15,9.6895672152448876e-18,1.1303067268248869e-15,2.0337097401143845e-15,1.1530172432115114e-22,4.4386180920841515e-19,6.0946408755555767e-23,8.2418897807260356e-21,3.5104692944223741e-26,3.5105621610595915e-26,8.3540566978800892e-31,9.326068284039308e-32,2.8926892575103664e-20,3.9682457073774785e-58,3.8950021558931558e-58,3.8950021559942674e-58,1.452388029734732e-26,3.5277762393914535e-18,1.303000368280287e-29,1.2236552725514417e-27,5.4017511629314267e-27,7.7077619009258854e-27,1.9549169299493593e-38,2.7618683158784204e-31,7.0077599108608467e-50,1.3844600016037389e-38,1.3893968323226807e-38,4.9256277524460685e-41,4.0518690100136716e-47,2.2827869362007915e-52,2.8567051554710574e-55,2.1956381191353667e-45,5.6129096763632309e-61,8.2987722961736083e-64,1.1141379101062412e-62,7.6758556572756759e-60,2.6748338727747628e-55,6.1960728812732167e-31,2.1417075634404608e-35,3.7595721853428644e-38,1.3997106357477166e-37,3.2546246228153382e-38,5.6359664726883402e-35,1.8628661765621531e-27,2.0425137420793875e-32,7.6023337122179806e-33,1.8234715932707923e-37,1.1039184580363977e-37,1.0631820452133752e-38,1.5452813305864837e-42,3.6558436222731191e-44,1.5026465358814138e-34,1.0509788049687629e-43,4.0083655933239152e-39,2.0555237351377362e-69,8.3754550647265306e-43,1.988969961280483e-45,9.1668977162272226e-52,1.308238091007831e-55,2.1762499423705614e-20,1.006275292969547e-18,4.2658252172048021e-24
2.2446385821465245e-14,0.31627843106119585,154.0,0.0,0.0,0.0,0.99999999984149823,1.0,18.999999999999993,1.5224672558257393e-11,7.1427212821101984e-11,7.142667389221671e-11,4.1876014695393788e-15,1.9434159083398042e-16,4.10740804308774e-13,2.7387132538402902e-15,1.2901016619018136e-17,1.9193441044033583e-15,3.4576009511561556e-15,2.0060009515236971e-22,7.5488901939144607e-19,1.0433306248292187e-22,1.401719491871158e-20,7.3450068104918766e-26,7.3452384245431219e-26,2.0831780276402958e-30,2.3296243598633167e-31,4.9196830201926533e-20,1.8241265206892281e-57,1.7904578639390583e-57,1.7904578639914887e-57,3.0388949656803828e-26,4.7249620824080578e-18,2.222422279069423e-29,2.370913767706566e-27,1.1289688558972377e-26,1.610926319296057e-26,4.8848250194680029e-38,5.7787297952931686e-31,2.0417316796492661e-49,3.4573649092545399e-38,3.4717324403835208e-38,1.4344217216500757e-40,1.3498853044184602e-46,8.5674665833504128e-52,1.0721422334565513e-54,6.3970454738404062e-45,2.3437175213758282e-60,3.4652433111871141e-63,4.5337645935894959e-62,2.8812067960867031e-59,1.003884865680974e-54,1.0537783467385714e-30,4.481133394275347e-35,7.861822344457199e-38,2.8409488407773712e-37,7.9878706780846398e-38,1.1779331365275508e-34,3.1682210408064038e-27,4.2734970317541928e-32,1.5906420340646726e-32,4.5529310471364358e-37,2.7570215783828619e-37,2.6565221819892606e-38,3.2882097981999306e-42,9.7300054365989309e-44,3.1440078694506697e-34,2.1990078798452915e-43,9.68464102845431e-39,1.0658739561371926e-68,1.7897493724731613e-42,5.7120839035811214e-45,2.9849405775048098e-51,4.3083874704619947e-55,2.9016702571459622e-20,1.341700341860508e-18,7.2550587972247842e-24
2.8058001304933103e-14,0.31627843106119585,154.0,0.0,0.0,0.0,0.99999999980187271,1.0,18.999999999999989,1.9030853594234085e-11,8.9283116758842792e-11,8.9282239743723059e-11,6.3976553175379651e-15,2.4418800319049552e-16,5.1210922870483956e-13,4.1774269399214526e-15,1.6102637942129231e-17,2.9276229475564752e-15,5.2805435686507336e-15,3.1115740515280205e-22,1.1532934008948798e-18,1.6006759581855126e-22,2.1414935057438195e-20,1.337116772744262e-25,1.3371658189957231e-25,4.410522002940328e-30,4.9410303953585152e-31,7.5161221705121162e-20,6.7346015642127765e-57,6.6102982425350876e-57,6.6102982427454261e-57,5.5322139371234996e-26,5.9335367590429601e-18,3.4053033565825106e-29,4.0064943359451781e-27,2.0529176267470118e-26,2.929309354060321e-26,1.0363729094449223e-37,1.0519908348806012e-30,4.957226863168169e-49,7.3308231640887283e-38,7.3656757969097391e-38,3.4810476555573619e-40,3.6942383066095722e-46,2.6123743886965994e-51,3.2691537475777162e-54,1.5531698999894528e-44,7.8835354403004527e-60,1.165609500905535e-62,1.4861842241400973e-61,8.7868336696702351e-59,3.0610255754847586e-54,1.6099164280998109e-30,8.1576617326009983e-35,1.4303886484973462e-37,5.016940391081614e-37,1.6647599825368228e-37,2.1419786115895858e-34,4.8402815487676323e-27,7.779501805944683e-32,2.8956633265908103e-32,9.6521667547861321e-37,5.8463727500970532e-37,5.6359257199596143e-38,6.0580116868996369e-42,2.1697116739916713e-43,5.7234861882995067e-34,4.0032067148241277e-43,1.9872936972342122e-38,4.2760309577882522e-68,3.3074250265445682e-42,1.367093837408524e-44,7.9831894828127806e-51,1.1655315204304364e-54,3.6270907882197799e-20,1.6771245527687031e-18,1.1084094990332229e-23
3.928123227186882e-14,0.31627843106119585,154.0,0.0,0.0,0.0,0.99999999972262166,1.0,18.999999999999979,2.6643215653747918e-11,1.2499370518056201e-10,1.2499188697308399e-10,1.2302209909272643e-14,3.438759054404257e-16,7.1318941386977654e-13,8.0032679029557916e-15,2.2475954073314028e-17,5.6088475286694236e-15,1.0145865740854138e-14,6.096321185590405e-22,2.2177108150324484e-18,3.0926980593907023e-22,4.1179343135700448e-20,3.5302781808413127e-25,3.530456767347665e-25,1.6050232066605639e-29,1.8084181889309521e-30,1.4453031948933267e-19,8.2555245155996539e-56,8.1031489066282997e-56,8.1031489070605744e-56,1.4606771241267349e-25,8.3855663821776161e-18,6.592634912903076e-29,8.9246979802746976e-27,5.4036015519687882e-26,7.7104021534607477e-26,3.7969682660615262e-37,2.7775261257123441e-30,2.5645296897332531e-48,2.680583643579369e-37,2.6985694908664914e-37,1.7975027244402564e-39,2.7543726523257332e-45,2.8857920048805753e-50,3.6113089197414599e-53,8.0350308645827057e-44,1.3271447735679475e-58,1.9623127847341381e-61,2.1549727129008924e-60,9.7138083184687434e-58,3.3814024586746038e-53,3.095724619755319e-30,2.1538086529353142e-34,3.7706997176230805e-37,1.2262645515367518e-36,5.779889311387313e-37,5.6381975615494044e-34,9.3074805974322604e-27,2.0538438883000287e-31,7.6451056092167469e-32,3.5274591678842892e-36,2.138405065264884e-36,2.0646138595139798e-37,1.6272504196036179e-41,8.7377127505299935e-43,1.511125824293898e-33,1.056948882602768e-42,6.597498505829991e-38,8.7878286103478634e-67,8.9242296129748542e-42,6.7128271010000143e-44,5.3819757605549292e-50,8.2633817801965076e-54,5.0779325485233168e-20,2.3479704110800578e-18,2.1314314469086802e-23
6.172769420574025e-14,0.31627843106119585,154.0,0.0,0.0,0.0,0.99999999956411978,1.0,18.999999999999947,4.1867939723321733e-11,1.9641004984965536e-10,1.9640528036582402e-10,3.0012278711534307e-14,5.4323782908065472e-16,1.1088590424328878e-12,1.9370796307831192e-14,3.5104600935220768e-17,1.3575434974482218e-14,2.4708611857428014e-14,1.5141005366683253e-21,5.4103686361006436e-18,7.5719436289251106e-22,1.0046065924068566e-19,1.3650074804148663e-24,1.365119082444905e-24,1.0016140547735914e-28,1.1440622154233793e-29,3.5259890600280974e-19,2.3076957542877953e-54,2.2651016751894847e-54,2.2651016754210417e-54,5.6482487830537142e-25,1.3428284206523611e-17,1.6317007719761225e-28,2.553686476194889e-26,2.0748286262643866e-25,2.9605741217355289e-25,2.4079150788297683e-36,1.073987285543513e-29,2.7723289477094347e-47,1.6920206106753723e-36,1.711365839401054e-36,1.9341503161831012e-38,5.2458024341333539e-44,1.0056903641192377e-48,1.2585286487039174e-51,8.6861856815594226e-43,8.6958901487106081e-57,1.285844282218895e-59,1.0449675478156068e-58,3.3889819415899829e-56,1.1784112721981622e-51,7.552158407033689e-30,8.3279320113976174e-34,1.4528229291371099e-36,4.0545704926221768e-36,3.2755137582954698e-36,2.1650572177613228e-33,2.2706298826944158e-26,7.9403275948931013e-31,2.9559695039195913e-31,2.223650786837072e-35,1.3507430031134948e-35,1.3089866792674232e-36,6.4010748757868353e-41,6.1392332260236997e-42,5.8429186506362354e-33,4.0868538940778171e-42,3.4178942258956525e-37,4.7073785794279072e-65,3.5265201721724131e-41,6.4784155089295691e-43,8.1567926898877582e-49,1.4083686246528176e-52,7.9796190481294315e-20,3.689651953965753e-18,5.2000345717041386e-23
8.417415613961169e-14,0.31627843106119574,154.0,0.0,0.0,0.0,0.9999999994056179,1.0,18.999999999999901,5.7092663726900375e-11,2.678199674955987e-10,2.6781079960088243e-10,5.5596363264815995e-14,7.4258175163243701e-16,1.4959947005978808e-12,3.562388710134109e-14,4.7577130986758496e-17,2.4965920615699335e-14,4.5698283760602062e-14,2.8289096981454471e-21,1.0022589032078183e-17,1.4039878324974698e-21,1.8609904582401512e-19,3.3874181985693355e-24,3.3877781748555353e-24,3.2276702950244212e-28,3.7209248853671257e-29,6.5318180512935039e-19,1.5413139776334813e-53,1.5128653211061577e-53,1.512865321287954e-53,1.4017635340945341e-24,1.865602664630198e-17,3.0625002986150753e-28,5.1315959986949986e-26,5.1203091054821533e-25,7.3061718432845994e-25,7.8444113239463644e-36,2.6652912570699562e-29,1.1572876869175043e-46,5.4947152959794661e-36,5.5752489287341804e-36,8.0525599640157651e-38,2.7288486724697974e-43,6.3742887323296036e-48,7.9768279526902583e-51,3.6259995505011339e-42,6.5618513517223225e-56,9.7031061192895346e-59,7.1794259394854392e-58,2.1491439994594978e-55,7.4690375085557349e-51,1.3989817028586975e-29,2.0666833695896914e-33,3.5951543827301824e-36,8.9427871824155863e-36,9.9474398730994442e-36,5.3432719702088111e-33,4.2062230575916114e-26,1.970279651175313e-30,7.3354361218100039e-31,7.2146985271173298e-35,4.388540754838472e-35,4.2636316736906502e-36,1.6004328355668256e-40,2.0800442761324286e-41,1.4499971451043539e-32,1.0142125569476672e-41,9.8025591242830745e-37,3.6957785861208304e-64,8.8347608217236614e-41,2.5474246023252255e-42,3.8181653227786584e-48,6.9756084817194285e-52,1.0881309799531333e-19,5.0313199440710697e-18,9.6332127746741582e-23
