Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159)
3.3524488055253325e-13,0.46320340086901324,154.0,0.0,0.0,0.0,0.99999900142471565,1.0,18.999999999795431,4.7813914676930738e-08,2.7522594832234768e-07,2.7502157484881137e-07,2.044703333582429e-10,9.6859821870738209e-14,2.9135532475491119e-07,4.1995313067262248e-08,6.7929439935892179e-10,6.6279347205223426e-08
3.4377407062023924e-13,0.4632034008689855,154.0,0.0,0.0,0.0,0.99999897606445953,1.0,18.999999999784912,4.9030379448135355e-08,2.8222814927391522e-07,2.8201326178628644e-07,2.1498681490618405e-10,9.9327277279178905e-14,2.9648527627550466e-07,4.3932975171442925e-08,6.9293859260158416e-10,6.9337473833386376e-08
3.5230326068794524e-13,0.46320340086895684,154.0,0.0,0.0,0.0,0.99999895070595912,1.0,18.999999999774129,5.0246844163242065e-08,2.8923034988063776e-07,2.8900468567676123e-07,2.2576598831084103e-10,1.017844342581898e-13,3.0152718533456672e-07,4.5904164259911151e-08,7.0642919578335694e-10,7.2448514632251954e-08
3.6083245075565124e-13,0.46320340086892764,154.0,0.0,0.0,0.0,0.99999892534918511,1.0,18.999999999763084,5.1463308822253e-08,2.962325501220415e-07,2.9599584659370294e-07,2.3680778012940121e-10,1.0425179085682125e-13,3.0648256305062436e-07,4.7908304889700663e-08,7.1976793787568202e-10,7.5611561405960126e-08
3.6936164082335724e-13,0.4632034008688976,154.0,0.0,0.0,0.0,0.99999889999410918,1.0,18.999999999751775,5.2679773425170242e-08,3.032347499903908e-07,3.029867446105578e-07,2.4811211693959672e-10,1.0673710661582065e-13,3.1135289417698892e-07,4.9944831657876776e-08,7.3295652819164418e-10,7.8825721804383132e-08
3.7789083089106323e-13,0.46320340086886697,154.0,0.0,0.0,0.0,0.99999887464070236,1.0,18.999999999740204,5.3896237971995845e-08,3.1023694954078988e-07,3.0997737980075133e-07,2.5967892533969981e-10,1.0918530109842065e-13,3.16139637516939e-07,5.2013189043432522e-08,7.4599665659049244e-10,8.209011907359697e-08
3.8642002095876923e-13,0.46320340086883577,154.0,0.0,0.0,0.0,0.99999884928893745,1.0,18.999999999728377,5.5112702462731806e-08,3.1723914876411073e-07,3.1696775223768762e-07,2.7150813194846743e-10,1.1160552542482714e-13,3.2084422783190943e-07,5.4112830680638627e-08,7.5888999436200493e-10,8.5403890909042482e-08
3.9494921102647523e-13,0.46320340086880374,154.0,0.0,0.0,0.0,0.99999882393878703,1.0,18.999999999716284,5.632916689738013e-08,3.2424134753043571e-07,3.2395786199475054e-07,2.8359966340518098e-10,1.1412772003957683e-13,3.2546807493313889e-07,5.6243219704949639e-08,7.7163819383129115e-10,8.8766190001453366e-08
4.034784010941812e-13,0.463203400868771,154.0,0.0,0.0,0.0,0.99999879859022422,1.0,18.999999999703928,5.7545631275942737e-08,3.3124354592074566e-07,3.3094770914530256e-07,2.9595344636959384e-10,1.1667092651943269e-13,3.3001256545034912e-07,5.8403828079480287e-08,7.8424288919014967e-10,9.2176182973863971e-08
4.120075911618872e-13,0.46320340086873757,154.0,0.0,0.0,0.0,0.99999877324322273,1.0,18.999999999691308,5.8762095598421578e-08,3.3824574420784745e-07,3.3793729376268545e-07,3.0856940752201174e-10,1.1896236001420922e-13,3.344790607516448e-07,6.0594137387120143e-08,7.9670569556048351e-10,9.563305163176845e-08
4.205367812295932e-13,0.46320340086870354,154.0,0.0,0.0,0.0,0.99999874789775645,1.0,18.999999999678426,5.9978559864818534e-08,3.4524794192762791e-07,3.4492661592022015e-07,3.2144747356322081e-10,1.2146615545480121e-13,3.3886889926674967e-07,6.2813637945831363e-08,8.0902821008234442e-10,9.9135991566834702e-08
4.290659712972992e-13,0.4632034008686688,154.0,0.0,0.0,0.0,0.99999872255379996,1.0,18.999999999665285,6.1195024075135416e-08,3.5225013920189377e-07,3.5191567569120676e-07,3.3458757121446989e-10,1.2406052736632839e-13,3.4318339720822692e-07,6.50618285340034e-08,8.2121201226645788e-10,1.0268421172344412e-07
4.3674224235823464e-13,0.4632034008686368,154.0,0.0,0.0,0.0,0.99999869974550926,1.0,18.999999999653234,6.2289841816473682e-08,3.5855211665875922e-07,3.5820560520516162e-07,3.4663763557880859e-10,1.2618198119904825e-13,3.470030985026278e-07,6.7109322828427629e-08,8.3206012617661878e-10,1.0591568177231899e-07
4.4441851341917006e-13,0.46320340086860434,154.0,0.0,0.0,0.0,0.99999867693840316,1.0,18.99999999964097,6.3384659512389912e-08,3.6485409375463209e-07,3.6449532229877508e-07,3.5889983281676132e-10,1.2837695976259053e-13,3.5076374877352668e-07,6.9179304015407825e-08,8.4279827420115104e-10,1.0918264190331448e-07
4.520947844801055e-13,0.4632034008685713,154.0,0.0,0.0,0.0,0.99999865413246425,1.0,18.999999999628493,6.4479477162885363e-08,3.7115607047723846e-07,3.7078482702543966e-07,3.7137410955068856e-10,1.3065775177861117e-13,3.5446626073889305e-07,7.1271424526486305e-08,8.534275709594242e-10,1.1248454356470125e-07
4.597710555410409e-13,0.4632034008685378,154.0,0.0,0.0,0.0,0.99999863132767441,1.0,18.999999999615802,6.5574294767961346e-08,3.7745804701500704e-07,3.7707411943853398e-07,3.8406041241637188e-10,1.3283594333428992e-13,3.5811153327183285e-07,7.3385342065412306e-08,8.6394911989908191e-10,1.1582084652563777e-07
4.674473266019763e-13,0.4632034008685036,154.0,0.0,0.0,0.0,0.99999860852401723,1.0,18.999999999602906,6.6669112327619078e-08,3.8376002332342986e-07,3.8336319959142341e-07,3.9695868806302166e-10,1.3495605644650246e-13,3.6170045119908875e-07,7.552071968487404e-08,8.743640132059361e-10,1.191910189972736e-07
4.751235976629117e-13,0.46320340086846895,154.0,0.0,0.0,0.0,0.99999858572147526,1.0,18.999999999589793,6.7763929841859764e-08,3.9006199913880327e-07,3.8965206753745938e-07,4.1006888315326547e-10,1.372818093055523e-13,3.6523388584418946e-07,7.7677225579664281e-08,8.8467333208100119e-10,1.2259453730631139e-07
4.827998687238471e-13,0.4632034008684337,154.0,0.0,0.0,0.0,0.99999856292003197,1.0,18.999999999576467,6.8858747310684687e-08,3.963639747403916e-07,3.959407233299798e-07,4.2339094436315442e-10,1.3953395134230617e-13,3.6871269489177238e-07,7.9854533138347224e-08,8.9487814668043264e-10,1.260308859765508e-07
4.904761397847825e-13,0.4632034008683979,154.0,0.0,0.0,0.0,0.99999854011967093,1.0,18.999999999562935,6.9953564734094999e-08,4.0266595021415928e-07,4.0222916702230901e-07,4.3692481838215719e-10,1.4162653179339894e-13,3.7213772272352627e-07,8.2052320815329307e-08,9.0497951629233262e-10,1.2949955752698324e-07
4.98152410845718e-13,0.46320340086836154,154.0,0.0,0.0,0.0,0.99999851732037615,1.0,18.999999999549186,7.1048382112091852e-08,4.0896792519732139e-07,4.0851739866775752e-07,4.5067045191315036e-10,1.4392234924286519e-13,3.7550980083732962e-07,8.4270271971249022e-08,9.1497848955474085e-10,1.3300005221988646e-07
5.058286819066534e-13,0.46320340086832457,154.0,0.0,0.0,0.0,0.99999849452213141,1.0,18.999999999535223,7.2143199444676449e-08,4.1526989991183334e-07,4.1480541831962253e-07,4.646277916724192e-10,1.461994615766281e-13,3.7882974788843591e-07,8.650807485729319e-08,9.2487610448123806e-10,1.3653187803607164e-07
5.127373258614952e-13,0.4632034008682908,154.0,0.0,0.0,0.0,0.99999847400459618,1.0,18.999999999522483,7.3128535005176046e-08,4.2094167700558624e-07,4.2046445479582621e-07,4.7737036225275022e-10,1.4815249262694425e-13,3.8177379453310751e-07,8.8538816931153805e-08,9.3369814594415377e-10,1.397369088943095e-07
5.196459698163371e-13,0.4632034008682566,154.0,0.0,0.0,0.0,0.99999845348788763,1.0,18.999999999509569,7.411387052889345e-08,4.2661345382500481e-07,4.2612331963922122e-07,4.9028433290409045e-10,1.5014712043763023e-13,3.846768468414597e-07,9.0585169820296939e-08,9.4243966131203857e-10,1.4296657762479526e-07
5.265546137711789e-13,0.46320340086822187,154.0,0.0,0.0,0.0,0.99999843297199453,1.0,18.999999999496477,7.5099206015829467e-08,4.3228523040792262e-07,4.3178201288863292e-07,5.0336966481045906e-10,1.5214552058555599e-13,3.875394756259747e-07,9.2646916155917876e-08,9.5110138560480657e-10,1.4622054116408023e-07
5.334632577260208e-13,0.46320340086818695,154.0,0.0,0.0,0.0,0.99999841245690624,1.0,18.999999999483219,7.6084541465984891e-08,4.3795700676064742e-07,4.3744053458287747e-07,5.1662631916466282e-10,1.5414139452070358e-13,3.903622437612779e-07,9.4723841591995245e-08,9.5968404713861268e-10,1.4949846121943935e-07
5.403719016808626e-13,0.4632034008681512,154.0,0.0,0.0,0.0,0.99999839194261153,1.0,18.999999999469789,7.7069876879360543e-08,4.4362878288002492e-07,4.4309888476076261e-07,5.3005425716829648e-10,1.5613790590874961e-13,3.931457062873278e-07,9.681573476599573e-08,9.6818836758323852e-10,1.52800004206853e-07
5.541891895905463e-13,0.4632034008680789,154.0,0.0,0.0,0.0,0.99999835091636102,1.0,18.999999999442416,7.9040547595775537e-08,4.5497233442077696e-07,4.5441507072263951e-07,5.5742382897415131e-10,1.6013083665956223e-13,3.9859689635443209e-07,1.0104359346900146e-07,9.8496483913081012e-10,1.5947264767066931e-07
5.6800647750023e-13,0.46320340086800466,154.0,0.0,0.0,0.0,0.99999830989315952,1.0,18.999999999414356,8.1011218165080508e-08,4.6631588503055604e-07,4.6573057108454557e-07,5.8547807001644436e-10,1.6412400588562303e-13,4.0389733351035193e-07,1.0532885948959908e-07,1.0014364429474065e-09,1.662358946193472e-07
5.818237654099137e-13,0.4632034008679285,154.0,0.0,0.0,0.0,0.99999826887292564,1.0,18.999999999385611,8.2981888587281452e-08,4.7765943470983671e-07,4.7704538615662004e-07,6.1421667022406661e-10,1.6811700706825188e-13,4.0905118669478856e-07,1.0966994527063493e-07,1.0176087190991919e-09,1.7308723948253658e-07
5.956410533195974e-13,0.4632034008678506,154.0,0.0,0.0,0.0,0.99999822785558012,1.0,18.999999999356188,8.49525588623841e-08,4.890029834585034e-07,4.8835951624885982e-07,6.4363931966631103e-10,1.7211002263515621e-13,4.1406250955451831e-07,1.1406530715919009e-07,1.0334871069755236e-09,1.8002424598197457e-07
6.094583412292811e-13,0.46320340086777095,154.0,0.0,0.0,0.0,0.99999818684104624,1.0,18.999999999326075,8.6923228990394078e-08,5.0034653127663092e-07,4.9967296167112021e-07,6.7374570855280791e-10,1.7610304208495383e-13,4.1893524371562226e-07,1.1851344416049601e-07,1.0490769471651893e-09,1.8704454516484652e-07
6.232756291389648e-13,0.4632034008676894,154.0,0.0,0.0,0.0,0.99999814582924884,1.0,18.999999999295287,8.889389897131689e-08,5.116900781642882e-07,5.1098572273311426e-07,7.0453552723346153e-10,1.8009605944926206e-13,4.2367322185506623e-07,1.2301289676825839e-07,1.0643834832376416e-09,1.9414583355773827e-07
6.509102049583322e-13,0.463203400867521,154.0,0.0,0.0,0.0,0.99999806381357403,1.0,18.999999999231648,9.28352384919221e-08,5.3437716914843236e-07,5.33609193014446e-07,7.6816421607785927e-10,1.8808209159645604e-13,4.3275971304811918e-07,1.3216011174022508e-07,1.094167142231998e-09,2.0858248124964264e-07
6.785447807776996e-13,0.4632034008673453,154.0,0.0,0.0,0.0,0.99999798180799504,1.0,18.999999999165283,9.6776577424240615e-08,5.57064256411399e-07,5.5622992956772363e-07,8.3452291180182133e-10,1.9606812665742425e-13,4.4135057682589126e-07,1.4149606342620692e-07,1.1228781576803474e-09,2.2331700399084988e-07
7.06179356597067e-13,0.4632034008671625,154.0,0.0,0.0,0.0,0.99999789981198262,1.0,18.999999999096186,1.0071791576831125e-07,5.7975133995364012e-07,5.7884793486555046e-07,9.0360914224799054e-10,2.0405415837979295e-13,4.4947284766667599e-07,1.5101045693530049e-07,1.150555160295936e-09,2.3833315381614784e-07
7.338139324164345e-13,0.46320340086697237,154.0,0.0,0.0,0.0,0.99999781782503427,1.0,18.999999999024368,1.0465925352417071e-07,6.0243841977557711e-07,6.0146321137826823e-07,9.7542043749731007e-10,2.1204018865675908e-13,4.5715208548681941e-07,1.6069355889860482e-07,1.1772353895415241e-09,2.5361556898535028e-07
7.614485082358019e-13,0.46320340086677514,154.0,0.0,0.0,0.0,0.99999773584667428,1.0,18.999999998949828,1.0860059069185384e-07,6.251254958776102e-07,6.240757615739609e-07,1.049954329866999e-09,2.2002621771852033e-13,4.6441245573218335e-07,1.7053616696991337e-07,1.2029547435701292e-09,2.6914972584760602e-07
7.890830840551693e-13,0.4632034008665704,154.0,0.0,0.0,0.0,0.9999976538764529,1.0,18.999999998872564,1.1254192727139366e-07,6.4781256826011897e-07,6.4668558791845573e-07,1.1272083539085214e-09,2.2801224543799764e-13,4.7127680551441875e-07,1.8052958083256645e-07,1.2277478275793131e-09,2.8492189308281184e-07
8.167176598745367e-13,0.4632034008663588,154.0,0.0,0.0,0.0,0.99999757191394423,1.0,18.999999998792585,1.1648326326282141e-07,6.7049963692346309e-07,6.6929269287532909e-07,1.2071800464055596e-09,2.3599827185473237e-13,4.7776673575887951e-07,1.9066557472509399e-07,1.2516480004969899e-09,3.0091908834006499e-07
8.443522356939041e-13,0.46320340086614,154.0,0.0,0.0,0.0,0.99999748995874405,1.0,18.999999998709892,1.2042459866616671e-07,6.9318670186798349e-07,6.9189707890590818e-07,1.2898669463719884e-09,2.4398429696310422e-13,4.8390266926438173e-07,2.009363715236528e-07,1.2746874199030366e-09,3.1712903733313561e-07
8.719868115132715e-13,0.463203400865914,154.0,0.0,0.0,0.0,0.99999740801047099,1.0,18.999999998624482,1.2436593348145767e-07,7.1587376309400288e-07,7.1449874846927373e-07,1.3752665950498558e-09,2.5197032076163375e-13,4.8970391489120779e-07,2.1133461829885074e-07,1.2968970852556479e-09,3.3354013526289644e-07
8.996213873326389e-13,0.4632034008656807,154.0,0.0,0.0,0.0,0.99999732606876257,1.0,18.999999998536364,1.2830726770872091e-07,7.38560820601828e-07,7.3709770402226345e-07,1.4633765359073643e-09,2.5995634325144238e-13,4.9518872825225151e-07,2.2185336320419602e-07,1.3183068795671342e-09,3.5014141034139755e-07
9.272559631520063e-13,0.4632034008654403,154.0,0.0,0.0,0.0,0.99999724413327662,1.0,18.999999998445539,1.3224860134798169e-07,7.6124787439174864e-07,7.596939480194758e-07,1.5541943146368529e-09,2.6794236443239899e-13,5.0037436917332316e-07,2.3248603359486967e-07,1.3389456096190177e-09,3.6692248925770515e-07
9.548905389713737e-13,0.4632034008651927,154.0,0.0,0.0,0.0,0.99999716220368795,1.0,18.99999999835201,1.3618993439926386e-07,7.8393492446403988e-07,7.8228748291327105e-07,1.6477174791527815e-09,2.7592838430460755e-13,5.0527715604873954e-07,2.432264153287921e-07,1.3588410447417869e-09,3.8387356450970167e-07
9.82525114790741e-13,0.463203400864938,154.0,0.0,0.0,0.0,0.99999708027969003,1.0,18.999999998255774,1.401312668625901e-07,8.066219708189626e-07,8.0487831115377556e-07,1.743943579589716e-09,2.839144028681722e-13,5.0991251720322985e-07,2.5406863320770186e-07,1.3780199541827998e-09,4.0098536353511699e-07
1e-12,0.46320340086467615,154.0,0.0,0.0,0.0,0.99999702847732463,1.0,18.999999998193523,1.4262359113175308e-07,8.2096825499442906e-07,8.1916235732649484e-07,1.8061866323414036e-09,2.88964407613164e-13,5.1271233189714546e-07,2.6097480374243639e-07,1.3897897652048789e-09,4.1188507103762899e-07
1.0101596906101085e-12,0.46320340086467615,154.0,0.0,0.0,0.0,0.99999699836099099,1.0,18.999999998156838,1.4407259873798195e-07,8.2930901345676381e-07,8.2746643518888329e-07,1.8428701683003171e-09,2.9190042012317039e-13,5.1429503942510847e-07,2.6500713249543406e-07,1.3965081431153971e-09,4.1824911954265442e-07
1.0377942664294759e-12,0.46320340086440703,154.0,0.0,0.0,0.0,0.99999691644731581,1.0,18.999999998055205,1.4801393002545975e-07,8.5199605237767783e-07,8.5005185746426022e-07,1.9444947998533322e-09,2.9988643606968275e-13,5.184385138555806e-07,2.7603666144299785e-07,1.4143304873534643e-09,4.3565654393210389e-07
1.0654288422488433e-12,0.4632034008641309,154.0,0.0,0.0,0.0,0.99999683453840316,1.0,18.99999999795088,1.5195526072504289e-07,8.7468308758192701e-07,8.7263458042334568e-07,2.0488150310315843e-09,3.0787245070778482e-13,5.2235597939031178e-07,2.8715225476099981e-07,1.4315109668233379e-09,4.5319980020960743e-07
1.0930634180682107e-12,0.4632034008638477,154.0,0.0,0.0,0.0,0.99999675263400567,1.0,18.999999997843855,1.5589659083674963e-07,8.9737011906972161e-07,8.9521460650735544e-07,2.1558284208299698e-09,3.1585846403754706e-13,5.2605976371830795e-07,2.9834921799179335e-07,1.4480726978322501e-09,4.7087147932292231e-07
1.120697993887578e-12,0.4632034008635573,154.0,0.0,0.0,0.0,0.9999966707338892,1.0,18.999999997734143,1.5983792036059734e-07,9.2005714684126144e-07,9.177919381552837e-07,2.2655325304534505e-09,3.2384447605903733e-13,5.2956152211646052e-07,3.0962311273628329e-07,1.4640379641716495e-09,4.8866457634554943e-07
1.1483325697069455e-12,0.4632034008632598,154.0,0.0,0.0,0.0,0.99999658883783182,1.0,18.999999997621746,1.6377924929660249e-07,9.4274417089673591e-07,9.4036657780390724e-07,2.3779249233150549e-09,3.3183048677231915e-13,5.328722741232232e-07,3.2096974268837114e-07,1.479428247098086e-09,5.0657246843552329e-07
1.1759671455263129e-12,0.46320340086295514,154.0,0.0,0.0,0.0,0.99999650694562336,1.0,18.999999997506656,1.6772057764478075e-07,9.6543119123632438e-07,9.6293852788778627e-07,2.4930031650338734e-09,3.3981649617745274e-13,5.3600243821290436e-07,3.3238514043077716e-07,1.4942642542349309e-09,5.2458889399584877e-07
1.2036017213456803e-12,0.4632034008626435,154.0,0.0,0.0,0.0,0.99999642505706487,1.0,18.999999997388887,1.7166190540514686e-07,9.881182078601971e-07,9.85507790839268e-07,2.6107648234330652e-09,3.4780250427449491e-13,5.3896186458151511e-07,3.4386555494999371e-07,1.5085659474346179e-09,5.4270793296991158e-07
1.2312362971650477e-12,0.46320340086232464,154.0,0.0,0.0,0.0,0.99999634317196773,1.0,18.999999997268439,1.7560323257771494e-07,1.0108052207685153e-06,1.0080743690884887e-06,2.7312074685378584e-09,3.5578851106349968e-13,5.4175986614499726e-07,3.5540743983197445e-07,1.5223525696377289e-09,5.6092398821126408e-07
1.258870872984415e-12,0.4632034008619988,154.0,0.0,0.0,0.0,0.99999626129015295,1.0,18.999999997145306,1.7954455916249824e-07,1.0334922299614324e-06,1.0306382650633758e-06,2.8543286725735513e-09,3.6377451654451773e-13,5.444052478454723e-07,3.6700744210213951e-07,1.5356426707641873e-09,5.7923176787030405e-07
1.2865054488037825e-12,0.4632034008616656,154.0,0.0,0.0,0.0,0.99999617941145169,1.0,18.999999997019501,1.8348588515950945e-07,1.0561792354390944e-06,1.0531994811896516e-06,2.9801260099635328e-09,3.7176052071759794e-13,5.4690633435813327e-07,3.7866239167442602e-07,1.5484541326716054e-09,5.9762626874218382e-07
1.3141400246231499e-12,0.4632034008613256,154.0,0.0,0.0,0.0,0.99999609753570318,1.0,18.999999996891024,1.874272105687606e-07,1.0788662372016379e-06,1.0757580198908343e-06,3.1085970573272731e-09,3.7974652358278514e-13,5.4927099628711019e-07,3.9036929137574529e-07,1.5608041932149064e-09,6.1610276052285901e-07
1.3417746004425173e-12,0.4632034008609785,154.0,0.0,0.0,0.0,0.99999601566275587,1.0,18.999999996759868,1.9136853539026297e-07,1.1015532352491935e-06,1.0983138835882402e-06,3.2397393934783501e-09,3.8773252514012224e-13,5.515066749330106e-07,4.0212530751435571e-07,1.5727094694397127e-09,6.3465677092357299e-07
1.3694091762618847e-12,0.46320340086062434,154.0,0.0,0.0,0.0,0.99999593379246565,1.0,18.999999996626048,1.9530985962402742e-07,1.1242402295818861e-06,1.1208670747009889e-06,3.3735505994224538e-09,3.957185253896505e-13,5.5362040570960671e-07,4.1392776096264874e-07,1.5841859799404789e-09,6.5328407159721697e-07
1.397043752081252e-12,0.463203400860263,154.0,0.0,0.0,0.0,0.99999585192469598,1.0,18.999999996489564,1.9925118327006419e-07,1.1469272201998323e-06,1.1434175956460012e-06,3.5100282583554014e-09,4.0370452433140812e-13,5.5561884028302173e-07,4.2577411872641365e-07,1.5952491664132976e-09,6.7198066483247927e-07
1.4246783279006195e-12,0.46320340085989464,154.0,0.0,0.0,0.0,0.99999577005931783,1.0,18.999999996350414,2.0319250632838291e-07,1.1696142071031442e-06,1.1659654488380048e-06,3.6491699556611589e-09,4.1169052196543131e-13,5.575082675031853e-07,4.3766198597401432e-07,1.6059139144324311e-09,6.9074277097385087e-07
1.4523129037199869e-12,0.46320340085951933,154.0,0.0,0.0,0.0,0.99999568819620865,1.0,18.999999996208604,2.0713382879899294e-07,1.1923011902919279e-06,1.1885106366895365e-06,3.790973278909852e-09,4.1967651829175461e-13,5.5929463319363914e-07,4.4958909850031367e-07,1.6161945734786207e-09,7.0956681652777655e-07
1.4799474795393543e-12,0.46320340085913697,154.0,0.0,0.0,0.0,0.99999560633525231,1.0,18.999999996064137,2.1107515068190296e-07,1.2149881697662832e-06,1.2110531616109411e-06,3.9354358178557897e-09,4.2766251331041032e-13,5.6098355886200137e-07,4.6155331560161628e-07,1.6261049762461324e-09,7.2844942291749434e-07
1.5075820553587217e-12,0.4632034008587475,154.0,0.0,0.0,0.0,0.99999552447633888,1.0,18.999999995917005,2.1501647197712129e-07,1.2376751455263056e-06,1.2335930260103777e-06,4.0825551644354892e-09,4.3564850702142893e-13,5.6258035938987712e-07,4.7355261333924517e-07,1.635658457254484e-09,7.4738739585124085e-07
1.535216631178089e-12,0.46320340085835104,154.0,0.0,0.0,0.0,0.99999544261936413,1.0,18.999999995767222,2.1895779268465573e-07,1.2603621175720862e-06,1.2561302322938204e-06,4.2323289127656915e-09,4.4363449942483959e-13,5.6409005975782467e-07,4.8558507817057437e-07,1.6448678707898578e-09,7.663777152703954e-07
1.5628512069974565e-12,0.4632034008579475,154.0,0.0,0.0,0.0,0.99999536076422924,1.0,18.99999999561479,2.2289911280451393e-07,1.2830490859037102e-06,1.2786647828650596e-06,4.3847546591413975e-09,4.516204905206696e-13,5.655174108580327e-07,4.9764890092746724e-07,1.6537456082003529e-09,7.8541752584591949e-07
1.5904857828168239e-12,0.46320340085753714,154.0,0.0,0.0,0.0,0.9999952789108405,1.0,18.99999999545971,2.2684043233670289e-07,1.3057360505212589e-06,1.301196680125706e-06,4.5398300020338841e-09,4.5960648030894441e-13,5.6686690444450186e-07,5.0974237112315778e-07,1.6623036145683763e-09,8.0450412799316193e-07
1.6457549344555587e-12,0.4632034008566952,154.0,0.0,0.0,0.0,0.99999511520895157,1.0,18.999999995141604,2.3472306963809971e-07,1.3511099686144379e-06,1.3462525243107701e-06,4.8579198821239053e-09,4.7557845596292521e-13,5.6934907244438686e-07,5.3401187404821774e-07,1.6785060775275329e-09,8.4280763807748908e-07
1.69549717093042e-12,0.46320340085591344,154.0,0.0,0.0,0.0,0.99999496788238085,1.0,18.999999994846267,2.4181744119959226e-07,1.3919464821968985e-06,1.3867937338034838e-06,5.1532383466445954e-09,4.8995322957989942e-13,5.7135698939555908e-07,5.5594049787989909e-07,1.6921060655165911e-09,8.7741664065847237e-07
1.7452394074052813e-12,0.4632034008551092,154.0,0.0,0.0,0.0,0.99999482056022015,1.0,18.999999994542385,2.4891181085713167e-07,1.4327829837468468e-06,1.4273263838202813e-06,5.4571042545650376e-09,5.0432799896073307e-13,5.7317207439851788e-07,5.7794254948644709e-07,1.7048371365637176e-09,9.1214153213187118e-07
1.7949816438801426e-12,0.46320340085428224,154.0,0.0,0.0,0.0,0.99999467324207736,1.0,18.99999999422997,2.5600617861074806e-07,1.4736194732646281e-06,1.4678504882887914e-06,5.7695036786012432e-09,5.1870276410553372e-13,5.7481284686927455e-07,6.0001097656357504e-07,1.7167548065472433e-09,9.4697118216169792e-07
1.844723880355004e-12,0.4632034008534327,154.0,0.0,0.0,0.0,0.99999452592759619,1.0,18.999999993909036,2.631005444604689e-07,1.5144559507505558e-06,1.508366061113923e-06,6.0904227141581931e-09,5.3307752501439253e-13,5.7629604675447908e-07,6.221394044395643e-07,1.7279110437233512e-09,9.8189552988909624e-07
1.8944661168298655e-12,0.4632034008525607,154.0,0.0,0.0,0.0,0.99999437861645246,1.0,18.999999993579596,2.7019490840631914e-07,1.5552924162049176e-06,1.5488731161779068e-06,6.4198474792928758e-09,5.474522816873916e-13,5.776368059227365e-07,6.4432207080842659e-07,1.7383544957642954e-09,1.0169054809246126e-06
1.944208353304727e-12,0.4632034008516662,154.0,0.0,0.0,0.0,0.99999423130835219,1.0,18.999999993241666,2.7728927044832174e-07,1.5961288696279738e-06,1.5893716673403311e-06,6.7577641146773829e-09,5.618270341246111e-13,5.7884880292030973e-07,6.6655376679800509e-07,1.7481307021077675e-09,1.0519928143386243e-06
1.993950589779588e-12,0.46320340085074946,154.0,0.0,0.0,0.0,0.99999408400302781,1.0,18.999999992895258,2.8438363058649747e-07,1.6369653110199631e-06,1.6298617284381834e-06,7.1041587835620423e-09,5.7620178232611495e-13,5.7994440292086624e-07,6.8882978367627737e-07,1.757282292819801e-09,1.0871500985502813e-06
2.0436928262544495e-12,0.4632034008498101,154.0,0.0,0.0,0.0,0.99999393670023606,1.0,18.999999992540388,2.9147798882086537e-07,1.6778017403811026e-06,1.6703433132858908e-06,7.4590176717386562e-09,5.905765262919607e-13,5.8093478375946836e-07,7.1114586485685767e-07,1.7658491744137728e-09,1.1223706155799388e-06
2.0934350627293108e-12,0.46320340084884826,154.0,0.0,0.0,0.0,0.99999378939975625,1.0,18.999999992177063,2.9857234515144297e-07,1.7186381577115915e-06,1.7108164356753546e-06,7.8223269875037499e-09,6.0495126602220753e-13,5.8183004981651968e-07,7.3349816253130877e-07,1.7738687037716559e-09,1.1576482926038815e-06
2.143177299204172e-12,0.4632034008478644,154.0,0.0,0.0,0.0,0.99999364210138664,1.0,18.999999991805296,3.0566669957824599e-07,1.7594745630116105e-06,1.7512811093759908e-06,8.1940729616219287e-09,6.1932600151689916e-13,5.8263933504023545e-07,7.5588319843757041e-07,1.7813758509938828e-09,1.1929776400368885e-06
2.1929195356790334e-12,0.4632034008468582,154.0,0.0,0.0,0.0,0.99999349480494482,1.0,18.999999991425117,3.1276105210128916e-07,1.8003109562813258e-06,1.79173734813477e-06,8.5742418472892544e-09,6.3370073277607294e-13,5.8337089619898486e-07,7.7829782834890969e-07,1.7884033519287866e-09,1.228353695486734e-06
2.2426617721538947e-12,0.46320340084582956,154.0,0.0,0.0,0.0,0.99999334751026436,1.0,18.999999991036525,3.198554027205856e-07,1.8411473375208885e-06,1.8321851656762517e-06,8.9628199200967064e-09,6.4807545979977462e-13,5.8403219718045396e-07,8.0073920997229625e-07,1.794981850959139e-09,1.2637719730896326e-06
2.292404008628756e-12,0.46320340084477873,154.0,0.0,0.0,0.0,0.99999320021719351,1.0,18.999999990639537,3.2694975143614764e-07,1.8819837067304369e-06,1.8726245757026261e-06,9.3597934779936931e-09,6.6245018258803257e-13,5.8462998514417582e-07,8.2320477394906332e-07,1.8011400346344245e-09,1.2992284177418804e-06
2.3421462451036174e-12,0.4632034008437058,154.0,0.0,0.0,0.0,0.99999305292559504,1.0,18.999999990234169,3.340440982479864e-07,1.9228200639100976e-06,1.9130555918937476e-06,9.7651488412516324e-09,6.7682490114086719e-13,5.8517035932212247e-07,8.4569219765523152e-07,1.8069047567389287e-09,1.3347193637500785e-06
