Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119)
5.548243371643747e-15,0.3627042669571729,154.0,0.0,0.0,0.0,0.99999999986553645,1.0,19.0,1.2893533345046348e-11,6.0121441766979383e-11,6.0121316092203863e-11,8.9695493323921159e-16,9.1707406428327765e-17,1.3206372962303679e-12,2.5927653058280726e-15,1.0709412333202131e-16,2.1828213409043525e-15,6.8860490863516304e-16,2.8597445648153934e-23,2.6750645669503497e-19,1.4703810710644172e-23,1.359739450715113e-20,3.7749904733073285e-26,3.7750222441635286e-26,2.8465526429733311e-31,3.3053283771236186e-32,1.8429853876285754e-20,1.2550377915254001e-58,1.2185023917624457e-58,1.2185023918424317e-58,2.2247273571090736e-27,9.0554057234367764e-18,1.7915161286165966e-29,4.7778456937742778e-28,1.2809204583250128e-26,1.5214832464029901e-26,1.392827300059097e-38,2.1621063968489463e-31,6.3138805273629039e-50,4.9624245602341909e-39,4.9747826897805759e-39,1.1907426819028907e-41,4.7778204432928077e-48,9.1071753659468477e-54,3.4467296613634175e-56,2.3112792408598268e-46,2.241540579523366e-62
6.709507275162143e-15,0.362704266957173,154.0,0.0,0.0,0.0,0.99999999983739285,1.0,19.0,1.5592188368050434e-11,7.270488341275656e-11,7.2704685892502085e-11,1.2858477691395632e-15,1.1222000397478772e-16,1.5959559763781307e-12,3.7151595258642747e-15,1.2945627665504072e-16,3.1277530132402898e-15,9.8703317878351476e-16,4.1789644170098592e-23,3.8348971086769233e-19,2.1204509785433014e-23,1.9492824486169592e-20,6.3097399369624704e-26,6.3098009533232552e-26,5.4664453612408312e-31,6.3519044964169177e-32,2.6420519602527537e-20,3.8679666216541354e-58,3.7553662627587935e-58,3.7553662630186136e-58,3.718561184264556e-27,1.0958995653312408e-17,2.5696314846986422e-29,7.734613497313193e-28,2.1402269144960707e-26,2.5421714277742769e-26,2.6769836262474934e-38,3.6138762780271978e-31,1.3791983243926093e-49,9.5345638887477006e-39,9.5613206603457932e-39,2.6003244166908046e-41,1.1742096631700964e-47,2.4977652774495309e-53,9.4531196154572472e-56,5.0486817125269077e-46,6.8115680140923185e-62
9.032035082198937e-15,0.36270426695717306,154.0,0.0,0.0,0.0,0.99999999978110565,1.0,19.0,2.0989498411519283e-11,9.7871650420204432e-11,9.7871273752452727e-11,2.2153670527632126e-15,1.5324709560128118e-16,2.1457704866697457e-12,6.395725226997023e-15,1.7414071243460725e-16,5.3844925665678843e-15,1.7001671981886029e-15,7.3658754726379608e-23,6.6070976034262344e-19,3.6787686772631669e-23,3.3583901437987567e-20,1.3470522367410332e-25,1.3470679963612268e-25,1.4117385379285167e-30,1.6422341224765282e-31,4.551959467830697e-20,2.4424453713837158e-57,2.3713433558694362e-57,2.3713433560445501e-57,7.9387627803887685e-27,1.4772410985787114e-17,4.4311409354897327e-29,1.5697253503774029e-27,4.5664302588368571e-26,5.4240269721279805e-26,6.9226416893314934e-38,7.7152013443654477e-31,4.2472388635004597e-49,2.4643449886907087e-38,2.4725101092663384e-38,8.0041898234566683e-41,4.2472312750468439e-47,1.0501503068964107e-52,3.9744313876010923e-55,1.5547195577546876e-45,3.2986602735254718e-61
1.135456288923573e-14,0.362704266957173,154.0,0.0,0.0,0.0,0.99999999972481846,1.0,19.0,2.6386808450872152e-11,1.230382290164345e-10,1.2303761565953023e-10,3.3908278082287488e-15,1.9427483224323834e-16,2.6942529923311979e-12,9.7817139416488481e-15,2.1876057237403738e-16,8.2351201994831e-15,2.6017041221669852e-15,1.144181493020586e-22,1.0112804638379636e-18,5.6554086753686984e-23,5.1403349797542288e-20,2.4494584053248144e-25,2.4494917437755923e-25,2.986127243093052e-30,3.4771768814855838e-31,6.9672165019018778e-20,8.7679698150792816e-57,8.5127254924130999e-57,8.51272549311645e-57,1.4435879069905528e-26,1.859593328096746e-17,6.7881920341841374e-29,2.7241750633427475e-27,8.2989076743539196e-26,9.857480885358306e-26,1.4660535498118812e-37,1.4029230405051554e-30,1.0304797107711393e-48,5.2164483391580023e-38,5.2361536873323108e-38,1.9412619676156417e-40,1.1641515579981573e-46,3.2158459419312198e-52,1.2170790435952316e-54,3.7720805017779695e-45,1.1176355832274595e-60
1.3677090696272523e-14,0.36270426695717284,154.0,0.0,0.0,0.0,0.99999999966853148,1.0,18.999999999999993,3.1784118485829874e-11,1.4820460655226067e-10,1.4820369493469888e-10,4.8289082980914316e-15,2.3530210516641476e-16,3.2413163629679137e-12,1.3919269492493458e-14,2.6331156945960104e-16,1.171848390207054e-14,3.704293725574078e-15,1.6467083625614884e-22,1.4401764714003133e-18,8.0784580288130831e-23,7.320401132620982e-20,4.0518649371582863e-25,4.0519279396817101e-25,5.6425402816882425e-30,6.5771178341495883e-31,9.9220960173801808e-20,2.6704281252952405e-56,2.5926893075168625e-56,2.5926893077500164e-56,2.387993041458223e-26,2.2430247988127629e-17,9.6757236288117733e-29,4.3032010283640624e-27,1.3720198353614604e-25,1.6296914979027609e-25,2.7736141792546573e-37,2.320703767666605e-30,2.200351501257141e-48,9.864252954949661e-38,9.9061725283130434e-38,4.1435206907890041e-40,2.7733425855893293e-46,8.4694006495341607e-52,3.2053557417737777e-54,8.0543526347315373e-45,3.2276581668381543e-60
1.832214631034611e-14,0.36270426695717284,154.0,0.0,0.0,0.0,0.99999999955595742,1.0,18.999999999999989,4.2578738542312197e-11,1.985367479409945e-10,1.9853505081196816e-10,8.5077051368547323e-15,3.1735543704230973e-16,4.331126291134915e-12,2.4480543300267509e-14,3.5220369026917661e-16,2.0609907203383627e-14,6.5231320389868261e-15,2.9419023401937089e-22,2.5373543869194866e-18,1.4287100951939644e-22,1.2897302186478805e-19,9.3462625332163751e-25,9.346452881152827e-25,1.7042494865820979e-29,1.992297938828662e-30,1.7481105708543308e-19,2.2124180173810226e-55,2.1480123351771264e-55,2.1480123354661058e-55,5.5084291718417623e-26,3.0131862249201107e-17,1.7080639091516632e-28,8.942197784267926e-27,3.1603184486936278e-25,3.7538408354070678e-25,8.4064658799392781e-37,5.3530973217714491e-30,8.8418641862126705e-48,2.9856685636848677e-37,3.0024095046208143e-37,1.662916396756668e-39,1.495106227101709e-45,6.2335743290621173e-51,2.3591781664747646e-53,3.2365159013456732e-44,3.3049356880850524e-59
2.2967201924419695e-14,0.36270426695717284,154.0,0.0,0.0,0.0,0.99999999944338347,1.0,18.999999999999975,5.3373358580939535e-11,2.4886807442604568e-10,2.4886533981559462e-10,1.3253326161597765e-14,3.9940735206159114e-16,5.4152179461709604e-12,3.8070186057954077e-14,4.4081741929409201e-16,3.2050881888077e-14,1.0156842188421155e-14,4.6227362802393709e-22,3.9527150729794669e-18,2.2305052815085024e-22,2.0091476317056528e-19,1.7954135501209923e-24,1.7954581961457602e-24,3.9962443996158058e-29,4.6835787942197683e-30,2.7232238154515437e-19,9.5401901475614287e-55,9.2624657681154992e-55,9.26246576960761e-55,1.0581935116233093e-25,3.7877318694619235e-17,2.6660050979934579e-28,1.565760577279724e-26,6.0629298083069701e-25,7.2015759730234691e-25,1.9772204543181339e-36,1.0283333601823442e-29,2.5284587342657822e-47,7.0139968132693378e-37,7.0617162648313953e-37,4.7504685479489227e-39,5.1562034400391067e-45,2.5753210048667509e-50,9.7466415529646221e-53,9.255242766858402e-44,1.6220381976898778e-58
3.225731315256687e-14,0.3627042669571729,154.0,0.0,0.0,0.0,0.99999999921823612,1.0,18.999999999999954,7.4962598604593618e-11,3.4952828733051173e-10,3.495227152384545e-10,2.5947004139093503e-14,5.6350720831519147e-16,7.5663894617360508e-12,7.4258833154318894e-14,6.1721364099588932e-16,6.2517716277268278e-14,1.986423224249065e-14,9.1420334957488635e-22,7.7385925255460336e-18,4.3758568117047025e-22,3.9334650319515176e-19,4.9382334568392125e-24,4.9384075136253977e-24,1.5569072604103106e-28,1.8366052380991736e-29,5.3315063047266939e-19,1.1673351562700973e-53,1.1333528811179328e-53,1.1333528814105087e-53,2.910691773779059e-25,5.3499841574724637e-17,5.2411440307447643e-28,3.583885579283043e-26,1.662462136263385e-24,1.9746801703783743e-24,7.7634192366184344e-36,2.8284355416037241e-29,1.4471676448482924e-46,2.7455726073585262e-36,2.7727411485798942e-36,2.7109508015976109e-38,4.3934999645756333e-44,3.361019043285642e-49,1.2720222078327722e-51,5.2972532931494672e-43,3.3268874820804241e-57
4.154742438071404e-14,0.36270426695717284,154.0,0.0,0.0,0.0,0.99999999899308911,1.0,18.999999999999929,9.6551838556780266e-11,4.5018525328012036e-10,4.5017582071956982e-10,4.2910425911891554e-14,7.2760177099697297e-16,9.6950367515889352e-12,1.2237619792087035e-13,7.9250616791162854e-16,1.0302721030999401e-13,3.2818449309915828e-14,1.5204774760596515e-21,1.2797983494232637e-17,7.2421208685535768e-22,6.50506975385536e-19,1.0416933823279009e-23,1.0417395371564944e-23,4.126211320953472e-28,4.8927133136508899e-29,8.8171780224687241e-19,5.9429348302086381e-53,5.7699301666495427e-53,5.7699301684232944e-53,6.1402458964664092e-25,6.929784026937515e-17,8.7019851834944142e-28,6.5238417625330008e-26,3.4973688474796429e-24,4.1541907662473735e-24,2.0703003172575205e-35,5.9664933868851422e-29,4.8250184026375208e-46,7.3038803212569103e-36,7.3942025313578192e-36,9.0197857049678931e-38,1.8047361723465078e-43,1.6802797558579727e-48,6.3592422279171137e-51,1.7661679933469845e-42,1.9938114162699445e-56
5.0837535608861214e-14,0.3627042669571728,154.0,0.0,0.0,0.0,0.99999999876794277,1.0,18.999999999999893,1.1814107843749555e-10,5.5083898139420945e-10,5.5082465626848366e-10,6.4143581932100688e-14,8.9169105618876754e-16,1.1801385015298795e-11,1.8230301578519452e-13,9.6670157066190047e-16,1.5347895642034422e-13,4.901037403218124e-14,2.2810956621533278e-21,1.9130918356393621e-17,1.0827272626044522e-21,9.7239648339664856e-19,1.8866818817745577e-23,1.8867815918788882e-23,8.9095005136648462e-28,1.0615094697870201e-28,1.3180260569077093e-18,2.1968834401633214e-52,2.1329300130926656e-52,2.1329300138327357e-52,1.1121541429679362e-24,8.5271318493038901e-17,1.3058222588077721e-27,1.0404598332268992e-25,6.3179959965710836e-24,7.504544579686547e-24,4.4959500574816782e-35,1.0806430795009833e-28,1.2421901690561791e-45,1.5825617243278921e-35,1.6057616624929045e-35,2.3177462180032663e-37,5.4362326515328548e-43,5.8656623175776983e-48,2.2199381589247758e-50,4.5469735994334278e-42,7.9780550212140433e-56
6.012764683700839e-14,0.3627042669571726,154.0,0.0,0.0,0.0,0.99999999854279698,1.0,18.999999999999844,1.3973031824673814e-10,6.5148948114152801e-10,6.5146922205914905e-10,8.9646298249052222e-14,1.0557750778908235e-15,1.3885664289645437e-11,2.5391746041218103e-13,1.1398066040147852e-15,2.1377039032183649e-13,6.8430537647404074e-14,3.1960516199945769e-21,2.6737379476612999e-17,1.5129209678036074e-21,1.3590128509062483e-18,3.0940502782062339e-23,3.094239498662053e-23,1.6899281862142191e-27,2.0227628622370615e-28,1.8420742482927103e-18,6.6723260146583131e-52,6.4780880889168156e-52,6.478088091403503e-52,1.8239540355170126e-24,1.0142027332362542e-16,1.8319784575052946e-27,1.523205079736225e-25,1.0334957955013791e-23,1.2275910297492192e-23,8.5752225653817358e-35,1.772210050851706e-28,2.7296343430283462e-45,3.011838487247951e-35,3.062713782537604e-35,5.0838535036359501e-37,1.3613914157714607e-42,1.6620131968311542e-47,6.2901113152700901e-50,9.9917160479048574e-42,2.5360022140182611e-55
7.870786929330274e-14,0.3627042669571724,154.0,0.0,0.0,0.0,0.99999999809250717,1.0,18.999999999999734,1.8290879765080455e-10,8.527808305982652e-10,8.5274554525528364e-10,1.5345952224507405e-13,1.3839273874157241e-15,1.7988855524201582e-11,4.3176455339469634e-13,1.4827703906509542e-15,3.6349795306638311e-13,1.1692051909732172e-13,5.4889446959803304e-21,4.5770742478178503e-17,2.5875654536811477e-21,2.3264143836547574e-18,6.8372715436463518e-23,6.8377994428890972e-23,4.7100720927967608e-27,5.6892009300394303e-28,3.1533811857684849e-18,4.2288262250188225e-51,4.1057209855584691e-51,4.1057209874777619e-51,4.0309682366808197e-24,1.3424459192315301e-16,3.1595566284822132e-27,2.7721494722975223e-25,2.2725432965147864e-23,2.6993372745678219e-23,2.4162994676969562e-34,3.9163262637990052e-28,9.703702335915172e-45,8.4499098372459907e-35,8.6300592670870793e-35,1.8006877269671134e-36,6.0284860943826491e-42,9.1146926250524998e-47,3.4495781080874673e-49,3.5520179328233724e-41,1.7061926653039361e-54
9.728809174959708e-14,0.36270426695717206,154.0,0.0,0.0,0.0,0.99999999764221925,1.0,18.999999999999588,2.2608727676897783e-10,1.0540593773413426e-09,1.0540047922248151e-09,2.3434818110297709e-13,1.7120588239141735e-15,2.2006414246408285e-11,6.549621980412953e-13,1.8214510122194912e-15,5.5140565953236444e-13,1.7821270254590918e-13,8.399087414768243e-21,6.9897776792100893e-17,3.9464649291721629e-21,3.5526862022074072e-18,1.2793395498036608e-22,1.2794580012862746e-22,1.0558993193598924e-26,1.2861545205762474e-27,4.8156187872076905e-18,1.6929988745690352e-50,1.6437140388590356e-50,1.6437140397266874e-50,7.5431300701119475e-24,1.6777075124102358e-16,4.8608697146270718e-27,4.3978794095979385e-25,4.2317718891913379e-23,5.0265178441094805e-23,5.4718545052525024e-34,7.32807255301205e-28,2.620514289706356e-44,1.9058486141625891e-34,1.9543369847231335e-34,4.8473410365280402e-36,1.9068087307524462e-41,3.3367624507591908e-46,1.26284286771481e-48,9.5923693473054715e-41,7.1299345900842963e-54
1.1586831420589144e-13,0.36270426695717184,154.0,0.0,0.0,0.0,0.99999999719193355,1.0,18.999999999999417,2.6926575560125732e-10,1.255325200657501e-09,1.2552469650489133e-09,3.323101937024733e-13,2.0401695143170368e-15,2.5940203592422283e-11,9.2252368670477015e-13,2.1559041448693881e-15,7.7666281112155617e-13,2.5222780115038025e-13,1.1926404547466098e-20,9.9118154011135451e-17,5.5878589408269556e-21,5.0378006381100595e-18,2.1511790351807515e-22,2.1514107432921368e-22,2.0636418283083397e-26,2.5343917754023101e-27,6.8287649955150572e-18,5.3939189142622797e-50,5.236896733476847e-50,5.2368967365466624e-50,1.2684736707231144e-23,2.0199870159830032e-16,6.9442731710703842e-27,6.3977414255941714e-25,7.081467777630307e-23,8.4113994227963724e-23,1.0800531908153526e-33,1.2322201112173887e-27,5.9945905262885857e-44,3.7469859258056117e-34,3.8575544230942351e-34,1.1054360323704147e-35,4.9788303411793088e-41,9.8584334648536933e-46,3.7310580325993151e-48,2.1943230325141514e-40,2.3590377760763764e-53
1.5302875911848013e-13,0.36270426695717073,154.0,0.0,0.0,0.0,0.99999999629136793,1.0,18.99999999999898,3.556227124081375e-10,1.6578189817281885e-09,1.6576800966833811e-09,5.7944585776510766e-13,2.6963291609226355e-15,3.356339662139738e-11,1.5870720927508735e-12,2.8123387559692052e-15,1.3361389965473934e-12,4.3812202429872125e-13,2.083225759886017e-20,1.7283757952265502e-16,9.7113647016983506e-21,8.784444784934032e-18,4.9372144850557547e-22,4.9379026758593975e-22,6.1157197799273608e-26,7.6618792861148369e-27,1.1907691858825455e-17,4.2373952437085392e-49,4.114040663262014e-49,4.1140406669771564e-49,2.911862782536318e-23,2.7255976989445246e-16,1.2289885800495514e-26,1.1509945981920205e-24,1.6084795419096148e-22,1.9105592067384466e-22,3.2787980738203984e-33,2.8282007893938083e-27,2.4415546217113694e-43,1.1264659210694506e-33,1.17108960457497e-33,4.4618127029384341e-35,2.7588230940320063e-40,7.7218604637212916e-45,2.9224449519024248e-47,8.9374739367932343e-40,2.7039456539196557e-52
1.8647315953980995e-13,0.36270426695716984,154.0,0.0,0.0,0.0,0.9999999954808656,1.0,18.999999999998487,4.3334397255657583e-10,2.0200206314622782e-09,2.0198115424141706e-09,8.6023798857977577e-13,3.2868031366107099e-15,4.0155007244613715e-11,2.3277660548640858e-12,3.389197533950066e-15,1.9597213100988094e-12,6.481783034365159e-13,3.0957508628999924e-20,2.5660097281858196e-16,1.4371756667984261e-20,1.3041388170608195e-17,8.923792266520597e-22,8.9252778541318717e-22,1.3177675359914214e-25,1.678200032184844e-26,1.7678609965351453e-17,1.6392423093944537e-48,1.5915224328176576e-48,1.5915224345177255e-48,5.2639520619094352e-23,3.3846435238251459e-16,1.8489079612056467e-26,1.7367135831011102e-24,2.8807509298457686e-22,3.42176876487144e-22,7.2065036186319817e-33,5.1120129676415305e-27,6.5031359533730534e-43,2.4559475534542393e-33,2.573993068285381e-33,1.1803574101799984e-34,8.8006791390207863e-40,2.9438511217868932e-44,1.1141416294918652e-46,2.3805497504697423e-39,1.2176217203417076e-51
2.1991755996113977e-13,0.3627042669571687,154.0,0.0,0.0,0.0,0.99999999467036926,1.0,18.999999999997904,5.1106523177872175e-10,2.3821822267105012e-09,2.3818877000191033e-09,1.1963156809577716e-12,3.8772118063200217e-15,4.6501357949290975e-11,3.1983484467661571e-12,3.9531627405671839e-15,2.6926553015592008e-12,8.9828740880166965e-13,4.3081244231205112e-20,3.5686171416195961e-16,1.9921465620866591e-20,1.8136553303405179e-17,1.4630791869273763e-21,1.4633607797672529e-21,2.493317891100577e-25,3.2261036865616599e-26,2.4586130021018524e-17,5.0790815355003543e-48,4.9312247725948867e-48,4.9312247786716028e-48,8.6318271372763077e-23,4.0664196376741527e-16,2.6052021706109917e-26,2.4401534955380006e-24,4.6805235137621521e-22,5.5595464864363308e-22,1.3900612072019134e-32,8.3815460469710353e-27,1.4702236126870582e-42,4.6999474574094655e-33,4.9650497643074666e-33,2.650867096156641e-34,2.3083151325544113e-39,8.9714362042036635e-44,3.3953668467468291e-46,5.3820026625801057e-39,4.2883413125497262e-51
2.533619603824696e-13,0.3627042669571673,154.0,0.0,0.0,0.0,0.9999999938598787,1.0,18.999999999997222,5.8878649007457557e-10,2.7443041954374841e-09,2.7439085814229556e-09,1.5876670104121022e-12,4.4675558685684978e-15,5.2611574945836942e-11,4.193986072790314e-12,4.5045224001307604e-15,3.5308719552716045e-12,1.1880213752078754e-12,5.7203033354266962e-20,4.7361795668086958e-16,2.6350989191955984e-20,2.4069781183681605e-17,2.2365896715114011e-21,2.2370761165450739e-21,4.2994768117040579e-25,5.649732807698117e-26,3.2630127762792828e-17,1.3403024093724573e-47,1.3012849784739948e-47,1.3012849802760865e-47,1.3197534993158187e-22,4.77092319596827e-16,3.5025683695693016e-26,3.2600641681130268e-24,7.0911956894207184e-22,8.422953297998915e-22,2.4425120913787252e-32,1.2813154018366314e-26,2.9577340750446004e-42,8.1944618992391212e-33,8.7243428666570542e-33,5.2985770620348194e-34,5.2625819082971347e-39,2.3202339753252872e-43,8.7812567531064875e-46,1.0827430588556614e-38,1.2510741260887158e-50
2.868063608037994e-13,0.36270426695716557,154.0,0.0,0.0,0.0,0.99999999304939369,1.0,18.999999999996444,6.6650774744413765e-10,3.1063869611551062e-09,3.1058741985545373e-09,2.0342800484260891e-12,5.0578360133542122e-15,5.8494441650099165e-11,5.3100272795649022e-12,5.0435581066796898e-15,4.4704550940925777e-12,1.5169566902239869e-12,7.3322444801455571e-20,6.0686787294484757e-16,3.3650923880063588e-20,3.084091276554406e-17,3.2436865265428603e-21,3.2444704344985381e-21,6.91635550416292e-25,9.2272365237505057e-26,4.181048021140336e-17,3.1411231157610638e-47,3.0496821726545807e-47,3.0496821773307396e-47,1.9143284395708802e-22,5.4981513664846411e-16,4.5457099882245201e-26,4.1951977774106916e-24,1.0193032845923994e-21,1.2107328715227616e-21,4.0024277567059175e-32,1.8583251877287109e-26,5.4569472149225365e-42,1.3324944566488067e-32,1.4296356114257357e-32,9.7137848062397365e-34,1.0826214900592912e-38,5.3292942117139287e-43,2.0169482230030958e-45,1.9976596361011436e-38,3.191801978407799e-50
3.202507612251292e-13,0.3627042669571638,154.0,0.0,0.0,0.0,0.999999992238914,1.0,18.999999999995577,7.4422900388740882e-10,3.468430943047387e-09,3.4677845633456241e-09,2.5361428635132585e-12,5.648052923992333e-15,6.4158415887154901e-11,6.5419928449717541e-12,5.5705452560279487e-15,5.5076337089038381e-12,1.8846741692833131e-12,9.1439047268645714e-20,7.5660965501577598e-16,4.1811962278177597e-20,3.8449788974302087e-17,4.5151558949107301e-21,4.5163527146293726e-21,1.0540785817647356e-24,1.4274107475634316e-25,5.2127065676845591e-17,6.7153856506951716e-47,6.5198947431639396e-47,6.5198947541265579e-47,2.6651460098737399e-22,6.2481013296438365e-16,5.7393370802337646e-26,5.2443238284247963e-24,1.4063324701937487e-21,1.6704477728104442e-21,6.2121214613392982e-32,2.5868330510683992e-26,9.4160319460282397e-42,2.0523861868646998e-32,2.2189488909060446e-32,1.6655815899307585e-33,2.0581265529165627e-38,1.1183195280668484e-42,4.2324430111784698e-45,3.4470283265446798e-38,7.3596649435095701e-50
3.8713956206778884e-13,0.36270426695715957,154.0,0.0,0.0,0.0,0.99999999061797029,1.0,18.999999999993555,8.9967151399507935e-10,4.1924042114402745e-09,4.1914395836272457e-09,3.7055701051348396e-12,6.8282997437438212e-15,7.4862070758306924e-11,9.336546752887486e-12,6.5894470412311732e-15,7.8603387136619485e-12,2.7347995330181147e-12,1.3366210026953994e-19,1.1055616765116092e-15,6.068057911967464e-20,5.618013909693895e-17,7.9743442644385688e-21,7.9768128917897738e-21,2.1665586371112052e-24,3.0206858176441295e-25,7.6168454967569936e-17,2.5010650250881085e-46,2.4282568225927789e-46,2.4282568274255589e-46,4.7085083298503332e-22,7.8161554175130146e-16,8.5969093064896262e-26,7.6797035118222469e-24,2.4405202082724691e-21,2.8988602625393099e-21,1.3233178709649109e-31,4.5689395182992225e-26,2.4087625088550118e-41,4.306197672465814e-32,4.7269570293043196e-32,4.2075126698505503e-33,6.2254480110224469e-38,4.029206357558567e-42,1.5249129263512098e-44,8.8182136804554562e-38,3.142628845361393e-49
4.540283629104485e-13,0.36270426695715463,154.0,0.0,0.0,0.0,0.99999998899704567,1.0,18.999999999991164,1.0551140203975904e-09,4.9162272674655154e-09,4.9148737376973303e-09,5.0958533080926394e-12,8.0083016531418453e-15,8.4784178857801506e-11,1.2545003930448308e-11,7.56331211749894e-15,1.0561504448378037e-11,3.7351306127837508e-12,1.8386874281707653e-19,1.5204599417895103e-15,8.2884303800803324e-20,7.7259559451175949e-17,1.2860391928183032e-20,1.2864910558367436e-20,3.9518377374652684e-24,5.6679219700208891e-25,1.0475334754539658e-16,7.5161307695545325e-46,7.2973297235915945e-46,7.2973297402201728e-46,7.5959390615076437e-22,9.4750631622173054e-16,1.2113055525098112e-25,1.0556631118376438e-23,3.8680096118801447e-21,4.5944379710924691e-21,2.4993873628969334e-31,7.36882811148562e-26,5.3088383242360081e-41,8.0121450700027598e-32,8.9281238121766468e-32,9.1596485502696126e-33,1.5767241607843105e-37,1.1791509969339525e-41,4.4626750266927519e-44,1.943546623119537e-37,1.0545111341665697e-48
5.209171637531081e-13,0.3627042669571489,154.0,0.0,0.0,0.0,0.9999999873761386,1.0,18.999999999988407,1.2105565230949449e-09,5.6399033053686968e-09,5.6380871209489605e-09,6.706897081621399e-12,9.1880638648168475e-15,9.3981613569398281e-11,1.6137244516325221e-11,8.4941279550052327e-15,1.3585773324453796e-11,4.8824731588109555e-12,2.4205552668722254e-19,2.0012906910957555e-15,1.0835221247306764e-19,1.0168677854201418e-16,1.941943831272017e-20,1.9427026446303026e-20,6.6131149022616143e-24,9.7501824781902287e-25,1.3788081649597431e-16,1.9404928514008233e-45,1.8840034645148795e-45,1.8840034693355153e-45,1.1473663643928835e-21,1.1224802483930817e-15,1.6325613505876221e-25,1.3865751496566572e-23,5.740771712325181e-21,6.8189122190884097e-21,4.3278108887294677e-31,1.1127660006741317e-25,1.0509612288615472e-40,1.3668373679074573e-31,1.5459784173064267e-31,1.7913868056575395e-32,3.5158755656010095e-37,2.9776753242372054e-41,1.1269469638746446e-43,3.8476036783467515e-37,2.9934831087842926e-48
5.878059645957677e-13,0.3627042669571425,154.0,0.0,0.0,0.0,0.99999998575524829,1.0,18.999999999985278,1.3659990220871457e-09,6.363435450895693e-09,6.3610798287229572e-09,8.5386060872097201e-12,1.0367591462665364e-14,1.0250711799581004e-10,2.0085336025500603e-11,9.3837940905775931e-15,1.6909629281975494e-11,6.1737014211552959e-12,3.0821900554677386e-19,2.5480404641187862e-15,1.3701490223077513e-19,1.2946052566307725e-16,2.7897474553183311e-20,2.7909411286014634e-20,1.036657404139371e-23,1.5701580883968166e-24,1.7554995476511284e-16,4.4852670801288456e-45,4.3546972427525549e-45,4.3546972551487242e-45,1.6487993649158077e-21,1.3065351508862831e-15,2.127247649976401e-25,1.7597894228448698e-23,8.1070026536288268e-21,9.6295304854645126e-21,7.0153684077399817e-31,1.598653212328962e-25,1.9184023818025421e-40,2.1830244857668316e-31,2.5060728742599028e-31,3.2304433102977951e-32,7.1296761098049672e-37,6.7556103796191952e-41,2.556766289577492e-43,7.0234598438062026e-37,7.5555421545618061e-48
6.546947654384273e-13,0.3627042669571353,154.0,0.0,0.0,0.0,0.99999998413437308,1.0,18.999999999981796,1.5214415173741948e-09,7.0868267657206232e-09,7.0838519563108156e-09,1.0590885035678587e-11,1.1546889467942886e-14,1.10409833498943e-10,2.4363253436984183e-11,1.0234130250490992e-14,2.0511162134560641e-11,7.6057537216657033e-12,3.8235573484109031e-19,3.1606960803424017e-15,1.6880439279279012e-19,1.605795308443056e-16,3.8540355077248893e-20,3.8558193315513706e-20,1.5437727913964765e-23,2.4005092712413044e-24,2.1775987387474517e-16,9.5100140645822191e-45,9.2331698563915242e-45,9.2331698854579914e-45,2.2785324727087201e-21,1.4996688555994479e-15,2.6991591508623401e-25,2.1744095615256346e-23,1.1011606752997368e-20,1.3079630190618128e-20,1.0796157673534597e-30,2.2086481736658433e-25,3.2851348810087611e-40,3.31026721253841e-31,3.85673726313924e-31,5.4646309888642283e-32,1.342111554445617e-36,1.4104787525847822e-40,5.33818103196782e-43,1.2027408956147777e-36,1.7427013386182275e-47
7.215835662810869e-13,0.36270426695712726,154.0,0.0,0.0,0.0,0.9999999825135123,1.0,18.999999999977952,1.6768840089560952e-09,7.8100802484686753e-09,7.8064035989674505e-09,1.2863638674421005e-11,1.2725962698658762e-14,1.1773546018882376e-10,2.8946794199675107e-11,1.1046878581743553e-14,2.4369996013703668e-11,9.1756314313080811e-12,4.6446227134883882e-19,3.8392446356267378e-15,2.0365410379543844e-19,1.9504252468498274e-16,5.1593841586028762e-20,5.1619421618516977e-20,2.206084653130953e-23,3.5191843637130487e-24,2.6450970370680034e-16,1.8786807539270772e-44,1.8239908719316527e-44,1.8239908782463557e-44,3.0512163699400281e-21,1.7018792133480272e-15,3.3520966660650119e-25,2.6295556122845014e-23,1.4496343198153895e-20,1.7218812944634498e-20,1.5931901066958031e-30,2.9568511832828747e-25,5.3414658973199951e-40,4.8138016442265048e-31,5.6914843974578742e-31,8.776709592152084e-32,2.3776490148130735e-36,2.7510472199398873e-40,1.0411783222643058e-42,1.9556292410898557e-36,3.7325266734892774e-47
