Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345)
2.254738069306301e-08,0.5668261296922105,154.0,0.0,0.0,0.0,0.99171099526418627,1.0,18.99927947312008,0.00075035075355177458,0.0030219296144581042,0.0022967376119159247,0.00069182128476797213,1.3450610310615409e-09,3.7339851662905366e-08,0.00059740327379963372,3.8760321394587985e-11,0.00075552199778678071,8.8709464241429452e-06,1.1577922226342235e-11,0.00010866857736073593,9.8358547024877808e-14,8.6972557701996906e-07,4.0133001878512133e-05,4.0186642584325889e-05,1.5238689837965183e-08,9.9056652937547123e-09,1.1753569874945174e-05,2.6654802760496222e-10,3.0124866043806906e-10,3.0254530598872658e-10,4.7809374643915941e-06,1.4948393947200361e-05,7.7078942924455782e-08,6.4342756540800605e-15,3.897625227477206e-08,3.0087437392573785e-08,2.675456058288365e-08,2.0350642923674093e-10,1.0630551607958427e-12,6.337473111898139e-14,1.4207723640175387e-09,5.0149703025201947e-10,8.1641833603935594e-10,1.6257369827766183e-10,4.6131574217601289e-11,1.3248680922869327e-10,1.998705421427567e-11,5.2392497907786228e-13,1.7632291959236641e-17,2.6480579974750546e-12,3.0998172601870577e-12,5.6107848179020316e-13,1.6752827624142802e-13,1.1760869380548985e-16,2.9223036890768245e-16,1.153922908439682e-12,1.5303372661021202e-16,6.867347002727152e-12,2.5564529481842411e-13,2.3482034637082724e-10,1.7198328707107885e-13,1.2290118642509365e-13,4.2891143628640523e-13,4.0362762543404999e-21,1.6271406123583801e-19,2.0214492354546416e-13,1.1192354915701002e-22,4.376087850467901e-17,2.1527967525836505e-14,2.2962212500831996e-21
2.361926899105973e-08,0.5668260351585779,154.0,0.0,0.0,0.0,0.99131589282251098,1.0,18.999244924727748,0.00078536087009665394,0.0031633781549634471,0.0024024622806566053,0.0007237954971251613,1.4080174587645643e-09,3.7326542052445911e-08,0.00062566307765023915,3.8744879103598904e-11,0.00079129970352084268,9.2861817003880345e-06,1.2113024214570987e-11,0.00011916319890243587,1.0296255842683155e-13,9.1021240328069971e-07,4.4036668616735928e-05,4.4098647722468973e-05,1.672091473878042e-08,1.086919312782335e-08,1.3089012045468731e-05,3.337279156429415e-10,3.8016250937506941e-10,3.8187876578224372e-10,5.4866046077129591e-06,1.6383237452535301e-05,9.2647365428955268e-08,7.1579465296069091e-15,4.0967554332201197e-08,3.1619973194736503e-08,3.2196111592836565e-08,2.2688076702170753e-10,1.292898902456638e-12,7.2751867944823304e-14,1.7013800454506278e-09,5.8312214963391975e-10,9.9480358705369597e-10,1.9858131179534513e-10,5.7384623158794075e-11,1.6659231999112672e-10,2.538407505007778e-11,7.0341729277018639e-13,2.193340593602646e-17,3.5453127189216122e-12,3.9767488958873478e-12,6.5182219259902634e-13,1.9472033958293418e-13,1.3662999483679946e-16,3.3981213277923596e-16,1.3418322001992217e-12,1.6036097477016543e-16,7.1949796654428218e-12,2.6784586880038885e-13,2.5791516949726849e-10,1.8889796951535176e-13,1.3498859590887484e-13,4.7109634494482462e-13,4.6914174773864787e-21,1.7871754642651978e-19,2.2143743240299748e-13,1.2260542048777637e-22,4.7937375597490806e-17,2.7496557472073905e-14,2.6689284444027378e-21
2.469115728905645e-08,0.5668259413130177,154.0,0.0,0.0,0.0,0.99092072401396936,1.0,18.999210345497897,0.00082031155189602497,0.0033045999240912459,0.0025078588162650963,0.00075567021715942993,1.4708727387058537e-09,3.7313229241074049e-08,0.00065391006681031808,3.8729434218582756e-11,0.00082706466046479383,9.7007498600291525e-06,1.2646461156631381e-11,0.00013013309776089787,1.0755917302840273e-13,9.5057383071414692e-07,4.8117040685498129e-05,4.8188342089096274e-05,1.8270231382300398e-08,1.1876335687947887e-08,1.451274072804839e-05,4.1348821885769973e-10,4.747306405521496e-10,4.7697374883507556e-10,6.2575266891962088e-06,1.7881431748244443e-05,1.1044434822575938e-07,7.9290995468092898e-15,4.2958148176458206e-08,3.3151815015638334e-08,3.8422823819374687e-08,2.5181545072063387e-10,1.5580521821593151e-12,8.2998707997418688e-14,2.0206557013605953e-09,6.7314652763356329e-10,1.2008760736892054e-09,2.4025252592177523e-10,7.0624082873699068e-11,2.0732662790435152e-10,3.1846399945827633e-11,9.3143030805891453e-13,2.6993761608818596e-17,4.6825345647471218e-12,5.0431308195215931e-12,7.528802429503127e-13,2.2501308657449534e-13,1.5781337761950052e-16,3.9334240576081518e-16,1.5532744281731565e-12,1.6768396828200089e-16,7.5222128255854198e-12,2.8003156762319615e-13,2.8208159729758513e-10,2.0659746392633183e-13,1.4763683970114445e-13,5.1523858115406585e-13,5.421263795698121e-21,1.954635735240603e-19,2.4159788391287613e-13,1.3376785408254428e-22,5.2301767497973216e-17,3.4719927452425534e-14,3.0841350655326861e-21
2.5763045587053173e-08,0.5668258481477878,154.0,0.0,0.0,0.0,0.99052549252820443,1.0,18.999175733771878,0.00085520287316814803,0.0034455916403726295,0.0026129243545135591,0.00078744458012404363,1.5336254101636476e-09,3.7299913367527389e-08,0.00068214424013733252,3.8713986883746973e-11,0.00086281686593325552,1.0114641268683073e-05,1.3178218580620489e-11,0.00014157712031920693,1.1214828400627276e-13,9.9080876088400055e-07,5.2373482001460929e-05,5.2455172060735585e-05,1.9886397895032194e-08,1.2926935739760985e-08,1.6027015495307576e-05,5.0743230597382516e-10,5.8715139262305018e-10,5.9004937853806939e-10,7.0964083935742221e-06,1.9442602196030602e-05,1.3066847151536076e-07,8.748949022899678e-15,4.494803336462132e-08,3.4682962637406667e-08,4.5505510800102187e-08,2.7835071469286443e-10,1.8619149436314679e-12,9.4151442315552542e-14,2.3817820475667939e-09,7.719658177799993e-10,1.4373182694093958e-09,2.881433677671915e-10,8.6076296937246851e-11,2.5559576548812505e-10,3.9512099550359985e-11,1.2178887025957932e-12,3.2899871586131925e-17,6.1082967074968722e-12,6.3283533567319134e-12,8.6500134754463554e-13,2.5863214254922077e-13,1.8131578892673383e-16,4.5335101579610539e-16,1.7903524409578215e-12,1.7500297938304122e-16,7.8490401052488058e-12,2.9220215375666028e-13,3.0731795757251322e-10,2.2508054149042463e-13,1.6084503967943843e-13,5.6133508025067413e-13,6.2312512240159078e-21,2.1295097990187524e-19,2.6262490683962377e-13,1.4541009071600866e-22,5.6853757357044861e-17,4.3385272558489159e-14,3.5449336402918811e-21
2.6834933885049894e-08,0.5668257556551758,154.0,0.0,0.0,0.0,0.99013020204301938,1.0,18.999141087907752,0.00089003490816934577,0.0035863500414408337,0.0027176560638453172,0.00081911773116232834,1.5962740209127626e-09,3.7286594570103934e-08,0.00071036559659387014,3.8698537242836261e-11,0.00089855631737110033,1.0527846348005211e-05,1.3708282180149752e-11,0.00015349410272246774,1.1672978515846356e-13,1.0309161078414438e-06,5.6805347872152162e-05,5.6898579213019706e-05,2.1569169134505934e-08,1.4020833923808111e-08,1.7634085022480966e-05,6.1727694885576935e-10,7.1981450203956942e-10,7.2351903094428945e-10,8.005930010634676e-06,2.1066364126538774e-05,1.5352590769242567e-07,9.6187034054957849e-15,4.6937209563917805e-08,3.6213415898681328e-08,5.3517801418421375e-08,3.0652660060562388e-10,2.2080327440909882e-12,1.062459364977755e-13,2.7880318109986803e-09,8.799724315380319e-10,1.7069250655840597e-09,3.4283349991359842e-10,1.0397984285773041e-10,3.1238113597063203e-10,4.8528109077583758e-11,1.5741475800827431e-12,3.974292451013828e-17,7.8781004831375936e-12,7.8647244181628807e-12,9.8896599814748751e-13,2.958127100398361e-13,2.073008366973846e-16,5.2039527897852985e-16,2.0552784680502107e-12,1.8231830434659261e-16,8.1754552385866585e-12,3.043573938429064e-13,3.3362255782715081e-10,2.4434595851830266e-13,1.7461230709095212e-13,6.0938274047081719e-13,7.1270465215520337e-21,2.3117858885878931e-19,2.8451711367722234e-13,1.5753136215419512e-22,6.1593044803328213e-17,5.3697199219302228e-14,4.0545479650966755e-21
2.7906822183046615e-08,0.5668256638274991,154.0,0.0,0.0,0.0,0.9897348562240208,1.0,18.999106406280394,0.00092480773119351593,0.0037268718843719022,0.002822051145649877,0.00085068882539067459,1.6588171273765509e-09,3.7273272986648633e-08,0.00073857413524732786,3.8683085439118612e-11,0.00093428301235304789,1.0940355576691897e-05,1.4236637815734053e-11,0.00016588287096775824,1.2130357091545066e-13,1.0708947982309069e-06,6.1411985052425464e-05,6.1518000375803138e-05,2.3318296710705541e-08,1.5157868769478836e-08,1.933618683095583e-05,7.4485369475164635e-10,8.7530811598733098e-10,8.7999759074388402e-10,8.9887472069366943e-06,2.2752322994656755e-05,1.7923029608466749e-07,1.0539565134764259e-14,4.8925676491603371e-08,3.7743174662510663e-08,6.2536107242569169e-08,3.3638295286362146e-10,2.6000951196098159e-12,1.193177276280904e-13,3.2427638427361065e-09,9.9755549838652262e-10,2.0126019998605891e-09,4.0492584833667978e-10,1.2458540507732519e-10,3.7874190409184413e-10,5.9050170333972647e-11,2.0131179638609119e-12,4.7618736515176953e-17,1.0054976568130027e-11,9.6876079773408636e-12,1.1255877454993531e-12,3.3679995432944647e-13,2.3593905874972007e-16,5.9506067096807258e-16,2.3503767713401504e-12,1.8963026405937233e-16,8.5014520742942197e-12,3.1649705878874057e-13,3.6099368565076298e-10,2.643924567227474e-13,1.8893774275108885e-13,6.5937842364321878e-13,8.1145564811052417e-21,2.5014520988191055e-19,3.0727310096087306e-13,1.7013089132707565e-22,6.6519326010640661e-17,6.58784240519411e-14,4.6163383905008296e-21
2.8978710481043336e-08,0.5668255726571064,154.0,0.0,0.0,0.0,0.98933945872426543,1.0,18.999071687281585,0.00095952141657163501,0.0038671539460214677,0.0029261068345308493,0.00088215702797939078,1.721253294777114e-09,3.7259948754540047e-08,0.00076676985526953297,3.8667631615371546e-11,0.00096999694858316318,1.1352159491471124e-05,1.4763271516144854e-11,0.00017874224099506488,1.258695363511483e-13,1.1107437713931572e-06,6.6192731802671025e-05,6.6312867688745545e-05,2.5133529008165279e-08,1.6337876709370963e-08,2.1135547033988904e-05,8.9211003896946552e-10,1.0564256754631412e-09,1.0623085862018285e-09,1.0047490803314039e-05,2.4500074537504349e-05,2.0800261539970012e-07,1.1512730506734873e-14,5.0913433938851659e-08,3.9272238836412126e-08,7.2639589480845846e-08,3.6795941407702982e-10,3.0419339302530557e-12,1.3340202128377818e-13,3.7494192904810924e-09,1.1251008283060077e-09,2.3573634695120194e-09,4.7504622727880697e-10,1.4815563793150814e-10,4.5581731327915007e-10,7.124276165231347e-11,2.5493965103355107e-12,5.6627698848371254e-17,1.2710106042675209e-11,1.1835562168044567e-11,1.2757145626590093e-12,3.8184941363471232e-13,2.6740820856552815e-16,6.7796157107802032e-16,2.6780865858736668e-12,1.9693920465989507e-16,8.8270245782691962e-12,3.2862092386469153e-13,3.8942960910499682e-10,2.852187635026605e-13,2.0382043724641738e-13,7.113189558974754e-13,9.1999378116469589e-21,2.6984963891534174e-19,3.3089144958586938e-13,1.8320789250512223e-22,7.1632293767024899e-17,8.0170461484632469e-14,5.2338074433588291e-21
3.005059877904006e-08,0.566825482136377,154.0,0.0,0.0,0.0,0.98894401318390968,1.0,18.999036929320141,0.00099417603867124876,0.0040071930233575555,0.0030298203985667524,0.00091352151423140554,1.7835810972837511e-09,3.7246622010677222e-08,0.0007949527559363796,3.8652175913868403e-11,0.0010056981238943806,1.1763248688081679e-05,1.5288169479727331e-11,0.00019207101877917105,1.3042757719376568e-13,1.1504619794655705e-06,7.1146917948722608e-05,7.1282608657344821e-05,2.7014611208711697e-08,1.7560692094074234e-08,2.3034380084657958e-05,1.0611104101939495e-09,1.2661726683038061e-09,1.2734912026056045e-09,1.1184766558150396e-05,2.6309204934985985e-05,2.4007105398733777e-07,1.253938953781712e-14,5.2900481760078102e-08,4.0800608367501242e-08,8.3910125566940928e-08,4.0129542056889028e-10,3.5375216857249865e-12,1.4853368862204415e-13,4.3115178299784657e-09,1.2629908756367664e-09,2.7443309288639084e-09,5.5384296087497012e-10,1.749650202459869e-10,5.4482893019715215e-10,8.5279017942523036e-11,3.1993992379424635e-12,6.6874722293944222e-17,1.5923460364677429e-11,1.435047694691481e-11,1.4402302884903042e-12,4.3122743353089662e-13,3.0189355787438477e-16,7.6974207981570363e-16,3.0409653530953384e-12,2.0424549823852565e-16,9.1521668364552543e-12,3.4072876881085301e-13,4.1892857712106545e-10,3.0682359223365485e-13,2.19259471142331e-13,7.6520112838878464e-13,1.0389607604969372e-20,2.9029065863511656e-19,3.5537072513407611e-13,1.9676157148007143e-22,7.69316375454261e-17,9.6834300098959443e-14,5.910605781259682e-21
3.112248707703678e-08,0.5668253922577219,154.0,0.0,0.0,0.0,0.9885485232298642,1.0,18.99900213082201,0.0010287716718959503,0.0041469859337893572,0.0031331891395647254,0.00094478146965882236,1.8457991181596104e-09,3.7233292891466529e-08,0.00082312283662747717,3.863671847636483e-11,0.0010413865362480458,1.2173613822240407e-05,1.5811318075681488e-11,0.00020586800042246938,1.349775898365317e-13,1.1900483874796838e-06,7.6273864943407404e-05,7.6426646209402384e-05,2.8961285314830455e-08,1.882614720736019e-08,2.5034888526104453e-05,1.2540369797881867e-09,1.5077732520845161e-09,1.5168071738783799e-09,1.2403154956407582e-05,2.8179290972781103e-05,2.7567087802496104e-07,1.3620725830549391e-14,5.4886819828271286e-08,4.2328283214158524e-08,9.6432275389337865e-08,4.3643019792294951e-10,4.0909698522284704e-12,1.6474726354412621e-13,4.9326539548738184e-09,1.4116047039383513e-09,3.1767310700942515e-09,6.4198650136702432e-10,2.0529970285179407e-10,6.4708281769909089e-10,1.0134064256936054e-10,3.9814990673512247e-12,7.8469178890724079e-17,1.9784459279312789e-11,1.727771126664603e-11,1.6200561500793779e-12,4.8521162525202002e-13,3.395882157837688e-16,8.7107691036009766e-16,3.4416922485618105e-12,2.1154954359955357e-16,9.4768730578664621e-12,3.5282037794946229e-13,4.4948881990645387e-10,3.2920564256562814e-13,2.3525391519569712e-13,8.2102169804008918e-13,1.1690254377558978e-20,3.1146703873074322e-19,3.8070947820846876e-13,2.1079112575015259e-22,8.2417043576114108e-17,1.1615106765309012e-13,6.6505384742041525e-21
3.21943753750335e-08,0.5668253030135865,154.0,0.0,0.0,0.0,0.98815299247545263,1.0,18.998967290230397,0.0010633083906848473,0.0042865295154918817,0.0032362103933070859,0.00097593609005730791,1.9079059499065011e-09,3.7219961532808965e-08,0.0008512800968257777,3.8621259444085439e-11,0.0010770621837334253,1.2583245610597335e-05,1.6332703845307141e-11,0.00022013197224868156,1.3951947134828529e-13,1.2295019734560615e-06,8.1572885929707847e-05,8.1744398751908739e-05,3.0973290173646269e-08,2.0134072281770711e-08,2.7139262744138738e-05,1.4731903027938712e-09,1.7846767456340459e-09,1.7957475509464048e-09,1.3705211004440867e-05,3.010990020768117e-05,3.1504429770460612e-07,1.4757916440619349e-14,5.6872448012056315e-08,4.3855263331754098e-08,1.1029324717421606e-07,4.7340275657320675e-10,4.7065271409936148e-12,1.820769399376877e-13,5.6164933250873719e-09,1.5713179519775166e-09,3.6578939869661284e-09,7.4016904379749293e-10,2.3945734973317733e-10,7.6397163644103801e-10,1.1961781203114526e-10,4.9161670227049364e-12,9.1524841215984722e-17,2.4392645945257234e-11,2.0666229703977617e-11,1.8161523637047018e-12,5.4409134775562103e-13,3.8069346437588037e-16,9.8267235484881798e-16,3.8830720076538762e-12,2.1885176708602382e-16,9.8011375777943997e-12,3.6489554030428035e-13,4.8110854936174336e-10,3.5236360072775711e-13,2.5180283057280849e-13,8.7877738830272459e-13,1.3108849685033247e-20,3.3337753619376822e-19,4.0690624477619665e-13,2.252957447100341e-22,8.8088194920950452e-17,1.3842268465088446e-13,7.4575716120108512e-21
3.326626367303022e-08,0.5668252143964464,154.0,0.0,0.0,0.0,0.98775742452007376,1.0,18.998932406005803,0.001097786269512017,0.0044258206277264182,0.0033388815297906429,0.0010069845815782945,1.9699001944078596e-09,3.7206628070087315e-08,0.00087942453611716842,3.8605798957710606e-11,0.001112725064567173,1.2992134831678639e-05,1.6852313503212233e-11,0.00023486171089747237,1.4405311948393052e-13,1.2688217284963919e-06,8.7043285805513655e-05,8.7235280228340276e-05,3.3050361501508098e-08,2.1484295514599942e-08,2.9349680722286742e-05,1.7209897967977456e-09,2.1005639874049663e-09,2.1140393449831406e-09,1.5093464030658627e-05,3.210059113519559e-05,3.5844033148857348e-07,1.5952131745197977e-14,5.8857366186310349e-08,4.5381548680279778e-08,1.2558286302937508e-07,5.1225188743657577e-10,5.3885777788457412e-12,2.005565689983975e-13,6.3667691740280467e-09,1.7425028008975958e-09,4.1912513213312335e-09,8.4910413713815157e-10,2.7774697333115351e-10,8.9697667510268797e-10,1.4030907413978373e-10,6.0261169658522242e-12,1.0615981943547163e-16,2.9858378663545458e-11,2.4568738485526786e-11,2.029519814156024e-12,6.081682134950078e-13,4.2541911072843375e-16,1.1052673265073815e-15,4.3680390534529725e-12,2.2615262346824261e-16,1.0124954861202414e-11,3.7695404972694082e-13,5.1378595950817902e-10,3.762961398413722e-13,2.6890526907296734e-13,9.3846488993672304e-13,1.4652660307764362e-20,3.5602089561379566e-19,4.3395954652068018e-13,2.4027460984577341e-22,9.3944771549611758e-17,1.6397250627580538e-13,8.3358392366683396e-21
3.433815197102694e-08,0.5668251263988124,154.0,0.0,0.0,0.0,0.98736182294886798,1.0,18.998897476626183,0.0011322053828859487,0.00456485615115668,0.0034411999534587163,0.001037926160798969,2.0317804630697655e-09,3.7193292638153611e-08,0.00090755615419005646,3.859033715736346e-11,0.0011483751770927824,1.3400272326816756e-05,1.73701339384841e-11,0.00025005598341994124,1.4857843269474961e-13,1.3080066568727624e-06,9.2684361289935234e-05,9.2898700176356595e-05,3.5192231909168094e-08,2.2876643084262198e-08,3.1668307799350836e-05,1.9999740656030902e-09,2.4593535593538255e-09,2.475652044033866e-09,1.6570417492064322e-05,3.4150913359337432e-05,4.0611466851033663e-07,1.7204535312626214e-14,6.0841574244753955e-08,4.6907139232874933e-08,1.4239352415827556e-07,5.530161575899618e-10,6.1416397612770009e-12,2.2021965663065111e-13,7.1872787747591879e-09,1.9255279423914734e-09,4.7803343924357943e-09,9.6952629185302837e-10,3.2048876460510049e-10,1.0476698094316919e-09,1.6362124048282904e-10,7.3364537169352682e-12,1.2249649634985151e-16,3.6303538507301753e-11,2.9041820853919699e-11,2.2612018117245149e-12,6.7775661769595177e-13,4.7398385521736723e-16,1.2396344783697205e-15,4.8996619298241868e-12,2.3345259689660439e-16,1.0448319506309148e-11,3.8899570503034637e-13,5.4751922692660482e-10,4.0100192024116396e-13,2.8656027335802235e-13,1.0000808618118944e-12,1.6329261002797937e-20,3.7939584948239011e-19,4.6186789120326844e-13,2.5572689493505892e-22,9.9986450417882089e-17,1.9314595254173677e-13,9.2896505968501497e-21
3.541004026902366e-08,0.5668250390132294,154.0,0.0,0.0,0.0,0.98696619133238761,1.0,18.998862500586977,0.0011665658053489785,0.0047036329881605821,0.0035431631034258237,0.0010687600547900427,2.0935453769600337e-09,3.7179955371316753e-08,0.00093567495083495531,3.8574874182596952e-11,0.0011840125197800401,1.3807649001067777e-05,1.7886152215823682e-11,0.00026571354737497092,1.5309531013857464e-13,1.3470557761141407e-06,9.8495400991143391e-05,9.8734063785883836e-05,3.7398630927541209e-08,2.4310939167037447e-08,3.4097296429551318e-05,2.3128010753502726e-09,2.8652078754631533e-09,2.884804001963689e-09,1.8138548786696734e-05,3.6260407764487393e-05,4.5832952920812694e-07,1.8516283773490168e-14,6.2825072095558781e-08,4.8432034972884683e-08,1.6082017575498467e-07,5.9573390599293571e-10,6.9703630885708051e-12,2.410993609271107e-13,8.0818799649942316e-09,2.1207585477025294e-09,5.4287723091756246e-09,1.1021905839194826e-09,3.6801391847232251e-10,1.2177153906244828e-09,1.8976927396439591e-10,8.8748243949831097e-12,1.4066146067453695e-16,4.386225205762995e-11,3.414607171657344e-11,2.5122859258036274e-12,7.5318429081786342e-13,5.2661567587916916e-16,1.3865813989780298e-15,5.4811480413102807e-12,2.4075220191905721e-16,1.077122624836129e-11,4.0102031012911197e-13,5.8230651120837852e-10,4.2647958980517554e-13,3.0476687718818462e-13,1.0636219317308219e-12,1.8146547814357884e-20,4.0350111850529241e-19,4.9062977303495417e-13,2.7165176625302134e-22,1.06212905548123e-16,2.263111265544372e-13,1.0323497720207224e-20
3.6481928567020384e-08,0.5668249522322761,154.0,0.0,0.0,0.0,0.98657053322627397,1.0,18.998827476401235,0.0012008676114767091,0.0048421480631375934,0.0036447684536950022,0.0010994855011813018,2.1551935669453331e-09,3.7166616403330244e-08,0.00096378092594406265,3.8559410172381282e-11,0.0012196370912244813,1.4214255824115845e-05,1.8400355576642498e-11,0.00028183315092641302,1.576036516898152e-13,1.3859681170900479e-06,0.00010447568547570012,0.00010474077195757203,3.9669285034032392e-08,2.5787005954185672e-08,3.6638785945313101e-05,2.6622481902522305e-09,3.3225391340765314e-09,3.345968698712008e-09,1.9800309071982709e-05,3.8428606689234453e-05,5.1535352427844751e-07,1.9888526693119601e-14,6.4807859651192787e-08,4.9956235887177054e-08,1.8096027159081835e-07,6.4044323925716283e-10,7.8795279855200888e-12,2.6322848972719962e-13,9.0544877307897745e-09,2.3285562374374837e-09,6.1402900655587997e-09,1.2478722553536129e-09,4.2066445511610009e-10,1.4088720635650597e-09,2.1897617205281938e-10,1.0671572812469535e-11,1.607854387403691e-16,5.2681628452736308e-11,3.9946231519455832e-11,2.7839058940291765e-12,8.3479287387720972e-13,5.8355222860821633e-16,1.5469518852825854e-15,6.1158487007677635e-12,2.480519845634001e-16,1.1093669963596151e-11,4.1302767418707601e-13,6.181459554188898e-10,4.5272778429403461e-13,3.2352410566444677e-13,1.1290846972748985e-12,2.0112751935173666e-20,4.283354119233758e-19,5.2024367305863862e-13,2.8804838278388577e-22,1.1262380811202743e-16,2.6385942078275265e-13,1.1442063299020982e-20
3.7553816865017105e-08,0.5668248660485671,154.0,0.0,0.0,0.0,0.9861748521709347,1.0,18.998792402599676,0.001235110875877419,0.0049803983228115453,0.0037460135133677236,0.0011301017482249064,2.216723673826273e-09,3.7153275867380115e-08,0.00099187407951082827,3.8543945265091249e-11,0.0012552488901468198,1.4620083831164149e-05,1.8912731440121997e-11,0.00029841353294108994,1.6210335794933764e-13,1.4247427240913994e-06,0.00011062448733935055,0.00011091822136161323,4.2003917679419388e-08,2.7304663669422421e-08,3.9294902322764928e-05,3.0512120741961207e-09,3.836015133044414e-09,3.8638808706809794e-09,2.1558123089024402e-05,4.0655034102097763e-05,5.7746151203175475e-07,2.1322406445545702e-14,6.6789936826812309e-08,5.1479741965230163e-08,2.0291373830270704e-07,6.8718202746378374e-10,8.8740431052398436e-12,2.8663949825502013e-13,1.0109070848895722e-08,2.5492790522521831e-09,6.9187066197695386e-09,1.4073663113157128e-09,4.7879303751358333e-10,1.622994515319673e-09,2.5147284617528946e-10,1.2759896767171647e-11,1.8300322474945319e-16,6.2922510001984589e-11,4.6511319288082659e-11,3.0772436059751985e-12,9.2293851633831863e-13,6.45041262982979e-16,1.7216272929236619e-15,6.8072644855174072e-12,2.5535252348459395e-16,1.1415645673395264e-11,4.2501761177192513e-13,6.5503568657429413e-10,4.7974512769987356e-13,3.4283097547792417e-13,1.1964657266745262e-12,2.2236454111525957e-20,4.5389742784277033e-19,5.5070805954245467e-13,3.0491589643874699e-22,1.1921882651576734e-16,3.0620611122434461e-13,1.2650228885175549e-20
3.8625705163013827e-08,0.5668247804547515,154.0,0.0,0.0,0.0,0.98577915169122921,1.0,18.998757277730775,0.0012692956731914628,0.0051183807365288801,0.0038468958268463617,0.0011606080548564443,2.2781343484704777e-09,3.7139933896073027e-08,0.0010199544116295048,3.8528479598493991e-11,0.0012908479153923627,1.5025124123812642e-05,1.9423267404235305e-11,0.00031545342308759679,1.6659433025419677e-13,1.4633786549084842e-06,0.00011694107127924689,0.00011726580449690892,4.4402249315280644e-08,2.8863730586748841e-08,4.2067757950017679e-05,3.4827084639900918e-09,4.4105649466360774e-09,4.4435425100491159e-09,2.3414388992844744e-05,4.2939205779036345e-05,6.4493445423081299e-07,2.281905808895442e-14,6.8771303545186789e-08,5.3002553202483115e-08,2.2678293939305901e-07,7.3598790002994147e-10,9.9589437175666017e-12,3.1136448683703909e-13,1.1249648587746019e-08,2.7832814244230986e-09,7.7679329573488196e-09,1.5814871138992707e-09,5.4276278548294257e-10,1.8620351542512263e-09,2.8749799762111926e-10,1.5176008077895303e-11,2.0745360970059025e-16,7.4760235632119361e-11,5.3914764778045291e-11,3.3935311603604972e-12,1.0179924962576617e-12,7.1134105350202448e-16,1.9115279640029592e-15,7.559050902483394e-12,2.6265443117718033e-16,1.1737148548629134e-11,4.3698994301693658e-13,6.9297381613209704e-10,5.07530232605405e-13,3.6268649516645445e-13,1.2657615597046432e-12,2.4526599584447689e-20,4.8018585357459368e-19,5.8202138838466035e-13,3.2225345227975028e-22,1.2599762648764616e-16,3.5379093934631503e-13,1.3953083390146708e-20
3.969759346101055e-08,0.566824695443516,154.0,0.0,0.0,0.0,0.98538343529615713,1.0,18.99872210036083,0.0013034220780906618,0.0052560922965522025,0.0039474129740291871,0.001191003690753715,2.3394242519435401e-09,3.7126590621424518e-08,0.0010480219224946914,3.8513013309736739e-11,0.0013264341659304196,1.5429367870921785e-05,1.9931951246731034e-11,0.00033295154193588354,1.7107647068721299e-13,1.5018749809060903e-06,0.0001234246941675747,0.00012378290975057415,4.6863997421956534e-08,3.0464023048628259e-08,4.4959451398287043e-05,3.959871819987544e-09,5.0513844632932732e-09,5.0902287319134988e-09,2.5371478188609595e-05,4.5280629482650494e-05,7.1805927049425168e-07,2.4379609242669827e-14,7.0751959739014099e-08,5.4524669601828877e-08,2.526726389512471e-07,7.868982416256149e-10,1.1139389882558278e-11,3.374351986996608e-13,1.2480287467016518e-08,3.0309141502642134e-09,8.6919701390851605e-09,1.7710679727246281e-09,6.1294708654873303e-10,2.1280457201868815e-09,3.2729799030706659e-10,1.7959295206840737e-11,2.3427930909857003e-16,8.8385416415237851e-11,6.2234539677597075e-11,3.7340529945556829e-12,1.120341862317151e-12,7.8272084597613784e-16,2.1176147323001757e-15,8.3750243621907969e-12,2.6995835525277628e-16,1.2058173914192804e-11,4.4894449378982733e-13,7.3195844049621449e-10,5.360817005536042e-13,3.8308966537877598e-13,1.3369687086067048e-12,2.6992513558299422e-20,5.0719936598471914e-19,6.1418210353061094e-13,3.4006018875096141e-22,1.329598711683663e-16,4.0707868169116905e-13,1.5355931885011881e-20
