Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588)
1e-12,0.003130044021721449,1.055987983645619e-24,2.2200278144198201e-31,5.6880130316176038e-30,1.9520412476480731e-30,2.2514855733099379e-35,0.0,0.0,5.7658673305629808e-21,2.3165115808270757e-30,6.8109096539689078e-36,4.4733392306586952e-40,1.0355682612982671e-43,1.210807555923232e-55,7.9763157776995132e-47,1.1171724526232509e-35,4.801727015728405e-21,5.49155143612615e-30,4.8960822933714782e-76,2.9891982993793659e-74,2.5186942566621322e-48,2.1143456592726402e-46,4.1448163552623808e-33,1.1105647738658763e-40,2.1769447863620643e-32,1.46678486175488e-52,2.5409911126515815e-45,2.5894525621581352e-26,8.9747033627554715e-30,1.1370498350388324e-20,2.9448519141858942e-39,2.3512731028607979e-51,3.7658229219147324e-50,7.4659994077035756e-37,4.8581407179192108e-64,7.2020856222438286e-51,6.8310577269733789e-26,1.1065492933162185e-34,1.2429325314870479e-36,1.2015758883756859e-38,4.9222294519065222e-25,8.5762372140902913e-56,5.3765741132741178e-51,4.822502333299708e-46,3.3181085200694144e-40,9.4042476343475113e-36,1.0091894495609336e-49,1.4948282101491273e-51,7.4268684471100515e-51,2.3729133447795032e-76,1.1968809925156805e-70,9.3132227134580927e-105,2.9959759875909588e-93,3.5262133480103327e-47,2.6335226825897928e-44,2.0189554115042101e-50,6.5853339523515968e-60,8.0416735192135329e-47,7.0550483493784986e-56,6.6040821677033502e-65,8.0387556525654403e-33,1.916029566390633e-35,8.4999607487013338e-44,1.5721324732957357e-44,4.6370414753474246e-67,1.7418917559732623e-74,9.5614602304489925e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2696707666000925e-20,1.1370742219897213e-20,1.2696787438461285e-20,2.9236827440675869e-25,2.145487397577214e-25,2.6183520265439253e-25,1.7941673887396176e-31,4.1655307901208052e-22,5.8979613329723373e-32,7.3682689941730649e-26,2.5615421408072619e-35,8.4205332240278094e-36,3.4903330509351353e-22,3.3708559040276757e-33,1.7451664486033096e-22,6.1739426550616537e-26,3.0869618092831006e-26,1.0292590239283076e-31,1.4694839341699601e-35,1.2726460384553903e-41,1.0513148717486582e-44,2.4842685973804111e-23,3.8741961372702427e-44,2.7311788666844946e-41,5.7205451541754585e-28,2.6169780749624277e-35,1.5034853193558876e-32,2.8244719058294401e-33,2.0608639456522494e-40,1.978646582694859e-43,2.7378095021942719e-47
1.023e-12,0.003130044021721449,1.0802685971022811e-24,2.2970129342473284e-31,5.8864033149101862e-30,2.0200764009755642e-30,2.3436215756906281e-35,0.0,0.0,5.8984446171093562e-21,2.3973086604078e-30,7.0483141235445453e-36,4.6563498812781127e-40,1.0779459260203902e-43,1.260340287295476e-55,8.254512640634367e-47,1.1561121405864774e-35,4.9121344129346717e-21,5.6830895264567132e-30,5.1114364281523086e-76,3.1206380937221466e-74,2.6217784491772817e-48,2.2008667733821677e-46,4.2399062201818996e-33,1.1560116657820797e-40,2.2528737493091565e-32,1.5332524787004102e-52,2.6449729713580415e-45,2.679768939421369e-26,9.2877277584669661e-30,1.1631939074638417e-20,3.0653608773956948e-39,2.4581903550669719e-51,3.931435814231776e-50,7.7938548504920781e-37,5.0828624982185659e-64,7.4968161473947263e-51,7.0693160210967323e-26,1.1518318631778183e-34,1.2937139223491166e-36,1.2507820242745833e-38,5.0939095363224904e-25,8.8753640236751586e-56,5.6212457141017e-51,5.0346149387340388e-46,3.4640050064156972e-40,9.7890894225156024e-36,1.0535631098155009e-49,1.560357569244037e-51,7.7534251255015669e-51,2.4828324584727905e-76,1.2514728775974949e-70,9.7441265141170043e-105,3.1329790470626407e-93,3.6813102967374723e-47,2.7493551546331322e-44,2.1108321759055425e-50,6.8849514515580602e-60,8.407411651915508e-47,7.3813652361140528e-56,6.9028786908880252e-65,8.367719611779906e-33,1.9942145056007297e-35,8.8737021136127809e-44,1.6411958796854601e-44,4.8515261752316901e-67,1.8231404870298699e-74,1.0007357495086057e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2988645027311334e-20,1.1632191449925853e-20,1.2988727582118696e-20,3.0256567893465286e-25,2.2203191365710746e-25,2.709676558252306e-25,1.8675879174469627e-31,4.2613018596557943e-22,6.1393167346902904e-32,7.6252577814991081e-26,2.6741721112443279e-35,8.7907808537822601e-36,3.5705804469831023e-22,3.5087977121012548e-33,1.7852901439465951e-22,6.3892760701337676e-26,3.1946281273168573e-26,1.0713775739700295e-31,1.5340961512513798e-35,1.3305504834528771e-41,1.0999554962914019e-44,2.5413899813289053e-23,4.0445581218688999e-44,2.8554530678608414e-41,5.920070153496152e-28,2.7240708850821595e-35,1.5650103214021522e-32,2.9400546602219361e-33,2.1452140027074532e-40,2.0656538748053808e-43,2.8623846132513297e-47
2.047e-12,0.003130044021721449,2.1612611419181074e-24,9.1158436284659167e-31,2.3557612387060327e-29,8.0759286520469373e-30,1.8760203475772632e-34,0.0,0.0,1.1801044366702153e-20,9.5942957094094864e-30,2.8104101056635486e-35,3.714010149858134e-39,8.6282212615309783e-43,1.0044251258720168e-54,3.3030488227058911e-46,4.6091162002370847e-35,9.8275619064525591e-21,2.2744024568694034e-29,8.3664609571974546e-75,5.0018456158969871e-73,2.1023491790054174e-47,1.7609789024905263e-45,8.4457437643840879e-33,9.2536593078176002e-40,9.0161144932862779e-32,4.3681155535691433e-51,2.1168669892700222e-44,1.0724354932314123e-25,3.7168976016354438e-29,2.3270945325229574e-20,2.4534295474590896e-38,7.5979209091675204e-50,6.3273014743191699e-49,1.2038928685286084e-35,3.1739292033907338e-62,6.0022804380012327e-50,2.8291766665930948e-25,9.2202027993533137e-34,1.0137173927734421e-35,1.0107804606393917e-37,2.0385540706767652e-24,3.5518941176993671e-55,1.8160383838578907e-49,8.1346921919307051e-45,5.5456374268685763e-39,7.8354681707657438e-35,1.686493823670828e-48,2.3061040760527235e-50,1.2411524077827726e-49,1.823104225773681e-74,4.5986719283424538e-69,6.2513595088686266e-103,1.2985370745875951e-91,5.948338537823015e-46,4.4420499317110717e-43,6.8203376580278524e-49,2.1976430161745014e-58,2.6248115622394866e-45,4.5642729699251053e-54,1.7173569192657034e-63,6.6980380892631885e-32,1.538289649095251e-34,1.4206196107900258e-42,2.5608128619538262e-43,3.0117234801485117e-65,2.2551548547620735e-72,1.1854637777917443e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.5985746045627277e-20,2.3271955296801627e-20,2.5986076426411826e-20,1.2108725932568529e-24,8.8858074201683821e-25,1.0844170296838753e-24,1.4947032834903349e-30,8.5240497894879072e-22,4.9136183367044377e-31,3.0512036865668444e-25,4.2806630888499912e-34,1.4071996142855897e-34,7.1423754806202132e-22,2.8083298550121861e-32,3.5711874221226521e-22,2.5566371894551996e-25,1.278310665544699e-25,8.5731044713366996e-31,2.4552608401913499e-34,4.2556782580307717e-40,7.0364134796330817e-43,5.0844714442262174e-23,6.4775912498400299e-43,9.1468069431968538e-40,2.3692370818027763e-27,2.1805640285622603e-34,1.2524569435494628e-31,2.3531299877165313e-32,1.7212336184519578e-39,3.3142304954197176e-42,9.1849088828459387e-46
4.095e-12,0.003130044021721449,4.323155852696237e-24,3.6318196218859628e-30,9.4252299230817258e-29,3.2294362644105502e-29,1.5012330864170998e-33,0.0,0.0,2.3606357384003426e-20,3.8387450465201702e-29,1.1162264501301726e-34,2.9509585127084444e-38,6.9036710490260695e-42,7.9671453873558557e-54,1.3211739580497011e-45,1.8300657494717137e-34,1.9658009538787404e-20,9.0997789410063774e-29,1.4560433329463555e-73,8.0232518953149869e-72,1.6882122883408818e-46,1.4079439722577313e-44,1.6747948903035501e-32,7.4050209340861187e-39,3.6073013425638596e-31,1.1904397625088337e-49,1.6933567917754788e-43,4.2905870582331503e-25,1.4870333762293655e-28,4.6545800368063742e-20,1.9627626363621196e-37,2.2738801033120068e-48,1.0232037199103822e-47,1.7998752541568286e-34,1.9344623245677379e-60,4.8051315576606712e-49,1.1319396905142837e-24,7.3782514184692008e-33,7.7825683275901202e-35,8.2412029209482586e-37,8.1557166627896722e-24,1.4210375486968937e-54,5.9157394440041327e-48,1.3256321280506199e-43,8.8745981726015471e-38,6.2693204676269299e-34,2.6982642976645673e-47,3.1973561396398125e-49,1.9858051621259891e-48,1.4729297778166146e-72,1.8600266623011102e-67,4.0140780765066505e-101,6.0064777960845899e-90,9.6942526635966973e-45,7.2380372630250815e-42,2.2222939124888723e-47,6.9901897160589117e-57,7.996865204839638e-44,2.7334197204825523e-52,3.7971053073366555e-62,5.3596793415917608e-31,1.147264927838136e-33,2.2733956751722908e-41,3.8977483061753798e-42,1.814114291093728e-63,2.7008741795798901e-70,1.309614122410774e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.1978116116111773e-20,4.6549840836109139e-20,5.1979437890957602e-20,4.8445551188836358e-24,3.5551486492987654e-24,4.3386234342077252e-24,1.1956748639947231e-29,1.7044961713912514e-21,3.9307409041328747e-30,1.2204007052158362e-24,6.8486626034926963e-33,2.2514564328654714e-33,1.4282133327417974e-21,2.2466629486127371e-31,7.1410653918990987e-22,1.0225908600088534e-24,5.1128908772313822e-25,6.8555063441329843e-30,3.9268031972145053e-33,1.3591011203371864e-38,4.4944308982212186e-41,1.0170386692993218e-22,1.0363436620928899e-41,2.9268777088617362e-38,9.479157326084325e-27,1.7449376900352435e-33,1.0017612948351443e-30,1.8825095138066547e-31,1.3838073570943977e-38,5.3268724259964824e-41,2.9523219277451703e-44
8.191e-12,0.003130044021721449,8.6465837177609726e-24,1.4497697868295947e-29,3.7703660693996292e-28,1.2915409915251234e-28,1.2011045110553727e-32,0.0,0.0,4.7217437368694255e-20,1.5357158999068058e-28,4.4009783587111223e-34,2.3279428843086698e-37,5.5221529628280953e-41,6.2638989991873713e-53,5.2822552782296336e-45,7.2110114445102561e-34,3.9317275522068352e-20,3.6402164713361206e-28,2.9984984955490917e-72,1.2895484316794994e-70,1.360064570524371e-45,1.124499676676782e-43,3.2925738344170156e-32,5.9246475600112293e-38,1.4430378063858289e-30,2.9834221262921588e-48,1.3538454014578899e-42,1.7162362775172219e-24,5.9479900981953724e-28,9.3082884073996825e-20,1.5695202183553483e-36,6.4378931222238998e-47,1.6709190938974372e-46,2.543944407800641e-33,1.1274196971887567e-58,3.8476338412682115e-48,4.5281312328902926e-24,5.903234882174283e-32,5.7573145945182973e-34,6.8372886991889505e-36,3.262204629494657e-23,5.6841550318130815e-54,1.958793424294607e-46,2.1968334770994287e-42,1.4197422325784581e-36,5.0146679728883832e-33,4.3146981468788616e-46,4.0315992362363436e-48,3.1755495486745039e-47,1.3531646513229698e-70,8.5568419935115928e-66,2.5839005814168718e-99,3.0579702067357432e-88,1.6068004858582432e-43,1.1992397069294057e-40,7.3617202741251072e-46,2.2091788647241402e-55,2.3291057157685104e-42,1.5492785767307322e-50,7.496693892458019e-61,4.2877737714939501e-30,8.0741509836710528e-33,3.6369374231167935e-40,5.6672710621606644e-41,1.0330561975275968e-61,3.0605048021774769e-68,1.2849196823204222e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0395552944311505e-19,9.3099044247252643e-20,1.0396081647786687e-19,1.9379121330438756e-23,1.4221610339563238e-23,1.7355314626234752e-23,9.5596091626258309e-29,3.4068470931469749e-21,3.1429046375175867e-29,4.879039630426987e-24,1.0951199917448712e-31,3.6003580537746114e-32,2.8546337526982477e-21,1.7965045043459845e-30,1.4273163685745038e-21,4.0882449547621393e-24,2.0440717794133462e-24,5.4771342098300598e-29,6.2746399370881499e-32,4.3296427285197345e-37,2.863664447774569e-39,2.0341225612468823e-22,1.6562575157644941e-40,9.3556438101844941e-37,3.7919395717234176e-26,1.3960877835399179e-32,8.0071497826090172e-30,1.5053256927767496e-30,1.1173972702929315e-37,8.5954861771477223e-40,9.5263060269717264e-43
1e-11,0.003130044021721449,1.055570788763173e-23,2.4088055876624442e-29,6.2679909164173223e-28,2.1469704185018772e-28,3.0576854248404982e-32,0.0,0.0,5.7645680825409987e-20,2.5532087370539378e-28,7.2073670651794649e-34,5.8140324455310232e-37,1.405316629575201e-40,1.5571837421496453e-52,8.7764002085072831e-45,1.1801649573631688e-33,4.7998359120178673e-20,6.051679183944931e-28,2.0748660972067148e-71,5.6005518769971881e-70,3.4952663834033454e-45,2.855746933446616e-43,3.9712723729743222e-32,1.5082657829911917e-37,2.3989720032121509e-30,1.7093933493113659e-47,3.4430778799886384e-42,2.8529058949177438e-24,9.8871037492826348e-28,1.1362485847808276e-19,3.9925790134192323e-36,4.1955487804295264e-46,7.4421005579701294e-46,9.2624631385006652e-33,1.4296424521594625e-57,9.8061257944231346e-48,7.5277802452278151e-24,1.5028164968421832e-31,1.3316523761401923e-33,1.8262012411043713e-35,5.4226250458433348e-23,9.4487918860420802e-54,1.6289243555554637e-45,1.0004328358411546e-41,6.1198672271696577e-36,1.2761409876611681e-32,1.8585062589067516e-45,1.3118447232985409e-47,1.367879067188419e-46,3.2841088106379567e-69,1.0732106715667631e-64,3.893482478177824e-98,3.8765581721059085e-87,7.3193846440891809e-43,5.459460022189105e-40,6.126184325102041e-45,1.6951134633801479e-54,1.5661605923183159e-41,1.9014404294509663e-49,3.5781994053941522e-60,1.0914084690531198e-29,1.7764803770259127e-32,1.5677193569134663e-39,2.1213102072612899e-40,1.256071552054719e-60,7.2687815865754932e-67,2.427455774642196e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2690490441766461e-19,1.1365171856958184e-19,1.2691369295283628e-19,3.2215546532254487e-23,2.3642407740172147e-23,2.8851227009504475e-23,2.431234787563247e-28,4.15707703056755e-21,7.9939083293045164e-29,8.1059192040627598e-24,4.7169254533305298e-31,1.5509073728751783e-31,3.4832634876886363e-21,4.5698595080013754e-30,1.741630901436821e-21,6.7921634272927867e-24,3.3959528103928002e-24,1.3915739372468072e-28,2.6995108140801367e-31,3.3688820066660787e-36,4.2335866547922308e-38,2.48323032006858e-22,7.1261438875417682e-40,7.3220176328628524e-36,6.3038374027147067e-26,3.554047946858162e-32,2.035670656602364e-29,3.829208701723747e-30,2.8803682517681155e-37,3.7565142147460189e-39,7.5822613957706514e-42
1.6383e-11,0.003130044021721449,1.7291992893870006e-23,5.7927334575994666e-29,1.5080782181488582e-27,5.1653264341970766e-28,9.6085731930497043e-32,0.0,0.0,9.4441412159968536e-20,6.1434004338533499e-28,1.7109621964785559e-33,1.8114590582226583e-36,4.4154580394178392e-40,4.8414607432330513e-52,2.1105381463323324e-44,2.7999572834097188e-33,7.8629291462211935e-20,1.4560450048832739e-27,8.3379554884513082e-71,2.081179288941443e-69,1.1029259291975201e-44,8.9643988073890393e-43,6.366038968668787e-32,4.7396411037637759e-37,5.7719559602836868e-30,6.6882432141218428e-47,1.0814869428060367e-41,6.8636091386256079e-24,2.3786143237889583e-27,1.8610657358105714e-19,1.25422662930725e-35,1.6727821132870728e-45,2.7805534104225503e-45,3.296854664212599e-32,6.076284674060106e-57,3.083047855118811e-47,1.8111948098047271e-23,4.7225195781311863e-31,3.9988957212047664e-33,5.8573793203066321e-35,1.3045601009112324e-22,2.2732195446320516e-53,6.6853789264693803e-45,3.7552830197778703e-41,2.2704111472872048e-35,4.0095546732037755e-32,6.8937597820958138e-45,4.5181106582487499e-47,5.0739148930285169e-46,1.4394524256388435e-68,4.5580755096899226e-64,1.6719792548432469e-97,1.6475877370332877e-86,2.7476059426835477e-42,2.0491514346292284e-39,2.5144674372726284e-44,6.8967665133536477e-54,6.270491649472967e-41,8.0639554906219374e-49,1.355857922467271e-59,3.429481581060567e-29,5.1957969462239027e-32,5.8160861330346396e-39,7.606608125432468e-40,5.3235701401605233e-60,3.1836560830291058e-66,1.053927776265546e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.0788105724383911e-19,1.8617118799988983e-19,2.079022007138808e-19,7.7508471940319596e-23,5.6883397131043692e-23,6.9414194805198557e-23,7.6366925656241245e-28,6.8042399330305288e-21,2.5110523345709121e-28,1.9491862995393395e-23,1.7496352905680587e-30,5.7528605046263783e-31,5.7013638737824153e-21,1.4355556018964524e-29,2.8506799137420553e-21,1.6332855306874381e-23,8.1660228052749698e-24,4.369109412819963e-28,1.0010663304091271e-30,1.3728176033717172e-35,1.8161229883384982e-37,4.0678930202116958e-22,2.6426467110899603e-39,2.9856418465655997e-35,1.5166990445952624e-25,1.1168342984149673e-31,6.3931731965987993e-29,1.202895731759366e-29,9.1009562975149843e-37,1.3978366843740176e-38,3.0974706587693241e-41
3.2767e-11,0.003130044021721449,3.4577022414596401e-23,2.3154811246313399e-28,6.0312478665053428e-27,2.0656666767884949e-27,7.6856437998710388e-31,0.0,0.0,1.8889661321095297e-19,2.4575484055571069e-27,6.4779496418500813e-33,1.3735981528675393e-35,3.5283464294269053e-39,3.6224137477962503e-51,8.4224718184706582e-44,1.0574807939191071e-32,1.5722726802698872e-19,5.8232802847189577e-27,3.1695581513017137e-69,3.3852301985891446e-68,9.0581532209370526e-44,7.1206356182037408e-42,1.192650735733537e-31,3.7911556915581137e-36,2.3083996912854742e-29,1.3375546576906951e-45,8.6255757441690228e-41,2.7441064560743392e-23,9.5088744494291482e-27,3.7195226164731993e-19,1.0010504203981064e-34,3.8832289758144651e-44,4.7893453310815907e-44,3.8146682036840052e-31,2.8919023084117259e-55,2.4740591570229435e-46,7.2436070484106416e-23,3.7774738061703399e-30,2.5260424764607633e-32,5.2985295237488604e-34,5.2151568329146776e-22,9.0884493976500943e-53,2.4030264239481684e-43,6.7675877654843974e-40,3.6284527902083741e-34,3.2037938087199129e-31,1.0997561425671633e-43,4.5019076088355781e-46,8.0946998410485336e-45,1.7763828976313461e-66,2.8161718994410615e-62,1.0928870120477383e-95,8.9010173155015652e-85,4.9549515657837321e-41,3.6898748690553804e-38,9.0489426902212073e-43,2.1037458076986823e-52,1.4898513537070714e-39,3.7526517045602012e-47,2.3148139314328114e-58,2.7420923600378913e-28,2.9757590338557522e-31,9.294965444946408e-38,8.9901431926312642e-39,2.3291681398383397e-58,2.9598988545441419e-64,6.8852655760035104e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.1561498461424533e-19,3.7221048399327085e-19,4.1569951286748167e-19,3.0993939530529949e-22,2.2748691834562214e-22,2.775730558967667e-22,6.0911375341038057e-27,1.3569923770740985e-20,2.0033979189444924e-27,7.7766167322245342e-23,2.7909259318274663e-29,9.1788634592581472e-30,1.1370491768926196e-20,1.145685835500169e-28,5.6852378555378579e-21,6.5164611230625389e-23,3.2579078905882326e-23,3.4748634613677069e-27,1.5923665960122234e-29,4.3132991440028065e-34,1.1413932306903659e-35,8.1338391246127564e-22,4.2037599860105187e-38,9.4996676580833192e-34,6.0655826567829941e-25,8.9330711896477287e-31,5.0939691833473897e-28,9.6003057322053376e-29,7.5330871181195804e-36,2.306554073756312e-37,1.0216309646592995e-39
6.5535e-11,0.003130044021721449,6.9123905350684886e-23,9.2559538405764218e-28,2.4115744761155849e-26,8.2593659367499017e-27,6.146330199279884e-30,0.0,0.0,3.7783595877007879e-19,9.8312157973991808e-27,2.3390940309380773e-32,9.9422817091698081e-35,2.8161045875064198e-38,2.5536587898828776e-50,3.3531756067413565e-43,3.7994050809977049e-32,3.1431907016894843e-19,2.3284818403366803e-26,1.4894373367077521e-67,5.5836906951659558e-67,7.6146448134271227e-43,5.6163339031662794e-41,2.111053056526108e-31,3.0318600254629856e-35,9.2300862563497755e-29,2.4363397763429688e-44,6.8582816642586854e-40,1.0965207437145177e-22,3.7989049182771594e-26,7.428386355003515e-19,7.9708889179847731e-34,7.9940601881610575e-43,8.7455788963686285e-43,3.9167698555207232e-30,1.1574713011881494e-53,1.9913167920552532e-45,2.8963634804212799e-22,3.0209396114566554e-29,1.4163347456471687e-31,5.1970142596137597e-33,2.083497960750672e-21,3.6316642436333699e-52,9.3348672207089488e-42,1.319850500305045e-38,5.7917483900319925e-33,2.556745233249741e-30,1.7491961604358913e-42,4.0815117384585533e-45,1.2875302985466183e-43,2.5310960812309131e-64,2.0085194012450206e-60,7.2764825644461238e-94,4.5146664967786023e-83,9.6764738666280452e-40,7.1845473768198002e-37,3.5219055030797116e-41,6.1534546779963761e-51,2.9751256423826047e-38,1.5493576936098803e-45,3.8150898067340897e-57,2.191163852282548e-27,1.5093620748759925e-30,1.483665358046641e-36,8.9014719085734189e-38,8.0249294269551723e-57,2.4410158350860145e-62,3.5599680109450379e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999998,8.3061486327144081e-19,7.4386959550380257e-19,8.3095259512983292e-19,1.2389415813258008e-21,9.0952993857161259e-22,1.1095686239630501e-21,4.843726526967222e-26,2.6985947649526624e-20,1.5939821623801354e-26,3.094509685200749e-22,4.4382610327701147e-28,1.4603620479390344e-28,2.2612294438070203e-20,9.1211382708257978e-28,1.1306115602909391e-20,2.5932085632674914e-22,1.2963480711381223e-22,2.7474783593975263e-26,2.518130634682382e-28,1.3314828913963867e-32,7.0488041455766679e-34,1.6259308536906387e-21,6.6478683532691797e-37,3.0051402052173805e-32,2.4251372434521999e-24,7.1434668441874033e-30,4.0423250225344607e-27,7.6434859647263393e-28,6.4124507860544168e-35,3.9027211466329746e-36,3.4537241351448769e-38
9.999999999999999e-11,0.003130044021721449,1.0541107472937167e-22,2.3841062161656434e-27,6.2123933802053581e-26,2.127655136538729e-26,2.8754102398914224e-29,0.0,0.0,5.7662078085002325e-19,2.534553374312929e-26,5.2198811528089369e-32,3.9758480580144915e-34,1.3127589580472082e-37,9.7613454322110907e-50,8.5775288442587357e-43,8.4116597101493078e-32,4.7932760008781028e-19,5.9984873702409061e-26,4.2274491522101901e-66,5.2151670914159168e-66,3.8628571049339221e-42,2.5641490857053428e-40,2.7905386866137951e-31,1.418361078152067e-34,2.3776995891966398e-28,2.3010029684641182e-43,3.1755112284258166e-39,2.8217211769522786e-22,9.7727016166092926e-26,1.1312465899192796e-18,3.7001155020514472e-33,8.1807011781968846e-42,9.5802676328222943e-42,2.0988522093380258e-29,2.0353390430528668e-52,9.4229739375961301e-45,7.4612200657587442e-22,1.4132700790533254e-28,4.3790902850072032e-31,3.2040369965938853e-32,5.3597361847227902e-21,9.3455084771354572e-52,2.1408100215056357e-40,1.5532891944647163e-37,5.1247352944286141e-32,1.1915840186203802e-29,1.5374527645780381e-41,2.0158600730991609e-44,1.1317061763357249e-42,2.1779721756312258e-62,8.6966780108413512e-59,2.6613531314961965e-92,1.0620109600096788e-81,1.1417449024886717e-38,8.4292655400597587e-36,8.103231365559204e-40,9.1168972504282565e-50,2.6810567680568926e-37,3.1057682038255176e-44,3.4116260336600278e-56,1.0236093666431224e-26,4.3598956483365983e-30,1.312797211711284e-35,4.1757389323242739e-37,1.1117981657039276e-55,9.6600195538865039e-61,8.1374506097225431e-54,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.0009999999999999998,1.266124722457783e-18,1.1338959405712259e-18,1.2669936708342452e-18,3.1901076918620758e-21,2.3426773692210894e-21,2.8570198031233053e-21,2.2432612064893757e-25,4.0858524058223549e-20,7.3892389860230777e-26,7.9095975440697262e-22,3.8997279412907286e-27,1.2843054982486532e-27,3.4237015571872056e-20,4.2329392750985698e-27,1.7118428300110524e-20,6.6288654793478287e-22,3.3132492502594772e-22,1.2595588616407484e-25,2.1895187104493608e-27,2.1537799671159949e-31,2.2482076313630512e-32,2.4791893095685462e-21,5.7803909398117156e-36,5.0853711776552119e-31,6.2464496252821871e-24,3.3414139998442573e-29,1.8651151578072549e-26,3.5475205838567671e-27,3.2999353324379499e-34,3.7906015212237654e-35,6.5350015229982588e-37
1.31071e-10,0.003130044021721449,1.3812480285254527e-22,3.6989876919940992e-27,9.6389201223778048e-26,3.3011847127847538e-26,4.9135535447364506e-29,0.0,0.0,7.5582992655859591e-19,3.9332052614209534e-26,7.8169778208388095e-32,6.6638478117358548e-34,2.2423633399315439e-37,1.6259242767588429e-49,1.3287404934289276e-42,1.2569714652333248e-31,6.2808663194937879e-19,9.3070828096621817e-26,7.904316752948279e-66,9.4133789393321762e-66,6.6588347694516219e-42,4.3694636126579846e-40,3.4031108036152317e-31,2.423717375095251e-34,3.6891373645868746e-28,4.1557690184880091e-43,5.4200184798228988e-39,4.3770295379309665e-22,1.5158218436974237e-25,1.4814054047096616e-18,6.3172615866929691e-33,1.4835110634083154e-41,1.7428667674328596e-41,3.6379104242880732e-29,3.7658958492845206e-52,1.6122785896658967e-44,1.1576544567804891e-21,2.415021222517968e-28,7.0500833899964867e-31,5.6240280169079074e-32,8.3133412291747771e-21,1.4496672097595155e-51,3.9866441019946871e-40,2.8346279750164477e-37,9.2226638860584754e-32,2.0353282208058893e-29,2.7658081238733779e-41,3.4652470804602368e-44,2.0358917911424311e-42,4.1186463844122668e-62,1.6355863034582635e-58,4.9950257631839755e-92,1.9787377991579932e-81,2.0838188520063136e-38,1.5380741020712017e-35,1.5090975139552274e-39,1.6781244136778293e-49,4.8298773674141747e-37,5.7660123521280688e-44,6.1433471116622696e-56,1.748878521598624e-26,6.9297180380361344e-30,2.3625585792172932e-35,7.1377763905897347e-37,2.04176349239296e-55,1.8148688849044257e-60,1.515261240539589e-53,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.00099999999999999959,1.6587470011398906e-18,1.4855137722146298e-18,1.6600948535764997e-18,4.9491293724212706e-21,3.6346931480607792e-21,4.4323877296484269e-21,3.8289401925590566e-25,5.3364974706551485e-20,1.261379795214552e-25,1.2250511365712495e-21,7.015303917177113e-27,2.3104817703198134e-27,4.4716972349715011e-20,7.2267407402169469e-27,2.2358363533383016e-20,1.0267104157413467e-21,5.131532625755767e-22,2.1473889321341668e-25,3.9364054696935354e-27,3.9754264741928382e-31,4.2114725487577784e-32,3.2484216752317542e-21,1.0392227154245118e-35,9.3990313177769066e-31,9.691451714817646e-24,5.7097763546269718e-29,3.1821348876988092e-26,6.0566149352280842e-27,5.6968065025186088e-34,6.8560776561792376e-35,1.211509628756435e-36
