Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82)
0.006167625619495215,0.0022915506174624243,0.84210526299999999,0.0,0.0,0.0,0.05263157881085441,0.10526315765523545,9.6374323746056972e-13,1.4214339407467817e-10,1.7184152955997894e-10,2.2101225058458415e-23,6.0330484818472779e-16,1.4837422205891208e-11,1.6554322057408678e-11,1.3618024476503055e-11,1.42789395720401e-12,2.0539607888562103e-16,9.9472596563942494e-19,3.1921166027397679e-17,1.3216363270115707e-21,2.0760162115938347e-15,2.7621331748059569e-19,1.0986628508387433e-29,7.2641335961899955e-14,4.9017056091855928e-20,7.7224528761369231e-19,1.3876772468801363e-32,1.198814399784551e-20,4.1791384672445209e-40,3.012917970959537e-37
0.0071864278147645835,0.0022915506173867644,0.84210526299999999,0.0,0.0,0.0,0.052631578771292313,0.10526315758854055,1.1497332871844991e-12,1.6440434122666942e-10,2.0501636114801324e-10,2.6367972579274131e-23,7.3542957051249224e-16,2.0701973906732231e-11,2.3376313751527073e-11,1.8213084536982258e-11,1.7326801108291324e-12,2.492696783074664e-16,1.1991930797293664e-18,4.551050085946214e-17,1.844344652117892e-21,3.3726484374843849e-15,3.8546820913224925e-19,2.1293375184049488e-29,1.0321441257767619e-13,5.9487392461109224e-20,9.2024452838329353e-19,1.9366380154064386e-32,1.9477030863818785e-20,8.1450349406974669e-40,5.9667205293631488e-37
0.008205230010033952,0.002291550617307985,0.84210526299999999,0.0,0.0,0.0,0.052631578729113317,0.105263157518765,1.3440771959037671e-12,1.8640725088424109e-10,2.3968130650478853e-10,3.0826369581952938e-23,8.7571441685409822e-16,2.7664458814473858e-11,3.1587895411947626e-11,2.3395681278490877e-11,2.0514310588538283e-12,2.9516661100264299e-16,1.4118196739450774e-18,6.2278572933012761e-17,2.4650593824291895e-21,5.1396489320927746e-15,5.1520991031499917e-19,3.7934444879586832e-29,1.3982782810042124e-13,7.0440618170847051e-20,1.0746258253016635e-18,2.5885844427704902e-32,2.9683279126760362e-20,1.463068395487763e-39,1.0827324001976831e-36
0.00922403220530332,0.0022915506172260154,0.84210526299999999,0.0,0.0,0.0,0.052631578684219998,0.1052631574457903,1.5470376293577319e-12,2.0818155429224635e-10,2.7588322142789376e-10,3.5482442377809234e-23,1.0241740043038274e-15,3.577437250595741e-11,4.1272350792420444e-11,2.9141035542781926e-11,2.3846250978791312e-12,3.4315749940886599e-16,1.6329285478259272e-18,8.2592176943035757e-17,3.1882380892081124e-21,7.4595239061729323e-15,6.6637021842551405e-19,6.3370452367171707e-29,1.8275827935888192e-13,8.1893591962748551e-20,1.2355977889858133e-18,3.3482209074001052e-32,4.3083821601838917e-20,2.4665856892475103e-39,1.8378416346569498e-36
0.009999999999999998,0.002291550617140783,0.84210526299999999,0.0,0.0,0.0,0.052631578648144883,0.10526315738798839,1.7075655632940653e-12,2.2463056242634756e-10,3.0451651356694923e-10,3.9165084384785056e-23,1.1427444198193431e-15,4.2752545506785479e-11,4.9688151617663529e-11,3.3880173547318702e-11,2.6483697320662806e-12,3.8115573374796409e-16,1.8072157497191766e-18,1.0068665512949252e-16,3.8106231908032838e-21,9.650480076161233e-15,7.9646340415233484e-19,9.0492002245034579e-29,2.1987044490665846e-13,9.0961851390252267e-20,1.3627526146671072e-18,4.0020388599938785e-32,5.5740401606663527e-20,3.547207699729899e-39,2.6529550377245691e-36
0.010242834400572689,0.002291550617140783,0.84210526299999999,0.0,0.0,0.0,0.052631578636513035,0.10526315736949533,1.7588787252640309e-12,2.2975644592412698e-10,3.1366922419111944e-10,4.034225103628015e-23,1.1808286696322314e-15,4.5082811439105476e-11,5.2513156827920959e-11,3.5426033714267317e-11,2.7327119826695107e-12,3.933090225464431e-16,1.8628258672246843e-18,1.0684831070425481e-16,4.0184838559055252e-21,1.0418508339914603e-14,8.3991134931647627e-19,1.0062738391388875e-28,2.322918917004037e-13,9.3862231752029686e-20,1.4033701137293323e-18,4.2204083862700337e-32,6.0177243854078344e-20,3.9531205482455388e-39,2.9594626065450303e-36
0.011261636595842058,0.0022915506170522134,0.84210526299999999,0.0,0.0,0.0,0.052631578585891195,0.10526315728975633,1.9798664823443994e-12,2.5116087524303839e-10,3.5308676486695687e-10,4.5411898300769979e-23,1.3457076323720676e-15,5.5642463294283301e-11,6.5394070406467419e-11,4.2229170509858515e-11,3.0961352731240839e-12,4.456871344318304e-16,2.1018145407377518e-18,1.3547592077297811e-16,4.9605447015704087e-21,1.4106687647133746e-14,1.0368258163566487e-18,1.5336834328988667e-28,2.8872402977265266e-13,1.0636228271486863e-19,1.5781538751518773e-18,5.210164053173851e-32,8.1484504939893505e-20,6.0790420564075229e-39,4.5665963411715563e-36
0.012280438791111428,0.00229155061696023,0.84210526299999999,0.0,0.0,0.0,0.052631578532251255,0.10526315720644683,2.2102691198848689e-12,2.7242353828499876e-10,3.941836893891394e-10,5.0697537827992137e-23,1.518852295856219e-15,6.7507599604989791e-11,7.9999210866422763e-11,4.9530495772666945e-11,3.4753555078665075e-12,5.0036040174219412e-16,2.3502080918948059e-18,1.6893775395125979e-16,6.01931322006352e-21,1.8618117160590149e-14,1.2581363545715382e-18,2.259726816892427e-28,3.5235911592341371e-13,1.1941011383521984e-19,1.760161805087918e-18,6.3226611406317998e-32,1.0754964615074415e-19,9.0325806279373101e-39,6.8024841579630496e-36
0.014318043181650164,0.0022915506167657013,0.84210526299999999,0.0,0.0,0.0,0.052631578415493291,0.1052631570285964,2.7004060216820016e-12,3.1463722395825386e-10,4.8160958934759778e-10,6.1941731844068501e-23,1.8901572776470492e-15,9.5379492201198632e-11,1.147211170615894e-10,6.5555393258484042e-11,4.2830656151691258e-12,6.1687286818125543e-16,2.8764885881287234e-18,2.5239641145836846e-16,8.5072828712385497e-21,3.0507495607136197e-14,1.7781911106553554e-18,4.5238902799113538e-28,5.0250249919766465e-13,1.4721607352410175e-19,2.1467117256128589e-18,8.937371594999631e-32,1.7624929475372068e-19,1.8356795052548817e-38,1.387143501510697e-35
0.016097321216512476,0.0022915506165838823,0.84210526299999999,0.0,0.0,0.0,0.052631578302636865,0.10526315686035081,3.1618217911196181e-12,3.5130477028788338e-10,5.6391267854146977e-10,7.2527060724117194e-23,2.2420336982237905e-15,1.2453774781993471e-10,1.5149469984825621e-10,8.1016625439632296e-11,5.0446277725130916e-12,7.2680623065958717e-16,3.3699252845334509e-18,3.4622632569399967e-16,1.1111180577190004e-20,4.4560707945961312e-14,2.3224815605542727e-18,7.7368768987903323e-28,6.6026023587431291e-13,1.7345209202414345e-19,2.50996258655696e-18,1.1674593719195178e-31,2.5746403052196484e-19,3.174561107568376e-38,2.4033089230293904e-35
0.017876599251374786,0.002291550616390428,0.84210526299999999,0.0,0.0,0.0,0.052631578178985026,0.1052631566792593,3.6559774831399052e-12,3.8794663994966892e-10,6.5205579167132389e-10,8.3863498405653282e-23,2.6201636625160439e-15,1.5853258127392528e-10,1.9477081866049437e-10,9.7769236838686902e-11,5.8613712606486931e-12,8.4478874713531157e-16,3.8968112150812702e-18,4.6312876029156755e-16,1.4148207508893319e-20,6.2665423854177777e-14,2.957311625106049e-18,1.2580678784315877e-27,8.4479449220083637e-13,2.016092630775578e-19,2.8984340455903504e-18,1.4867935681766082e-31,3.6210844376956782e-19,5.2108223178186663e-38,3.9497503101324275e-35
0.019655877286237095,0.0022915506161848404,0.84210526299999999,0.0,0.0,0.0,0.052631578043909284,0.10526315648454618,4.1844310240335024e-12,4.2470976604399981e-10,7.4631683128626844e-10,9.5986787046336065e-23,3.0250989583977651e-15,1.9770775760800381e-10,2.4502207324624784e-10,1.1575195004026934e-10,6.735960514403777e-12,9.7122303293243272e-16,4.4589660325317959e-18,6.0693237020479662e-16,1.764945153234954e-20,8.5466558207771778e-14,3.6891798388505414e-18,1.9638351033415428e-27,1.0580447472448382e-12,2.317837139910962e-19,3.3133575341135148e-18,1.8550408281324348e-31,4.9391927567457456e-19,8.1980912815919995e-38,6.2193434406491531e-35
0.021435155321099405,0.002291550615966591,0.84210526299999999,0.0,0.0,0.0,0.052631577896754773,0.10526315627540221,4.7487930196066024e-12,4.6173999903293017e-10,8.4698309530192903e-10,1.0893387717962401e-22,3.4574951210779946e-15,2.4242371201661273e-10,3.0273179532555645e-10,1.3491478316766742e-10,7.6712064133797962e-12,1.1065352348269786e-15,5.0583061815384536e-18,7.8194999423214263e-16,2.1647545436968036e-20,1.1365481284128676e-13,4.5249076835664111e-18,2.9637750787867318e-27,1.3020477330409765e-12,2.6407719305152794e-19,3.7560048366516622e-18,2.2756710351993527e-31,6.5690088277015955e-19,1.2452927782007199e-37,9.4527564226842472e-35
0.023214433355961715,0.0022915506157351224,0.84210526299999999,0.0,0.0,0.0,0.052631577736838235,0.10526315605098238,5.3507340371832525e-12,4.9918247028129556e-10,9.5435257615149054e-10,1.22743094803787e-22,3.918107512750211e-15,2.9305822658971186e-10,3.68395814558019e-10,1.5521843671637968e-10,8.6700480140687956e-12,1.2511726745164076e-15,5.6968354578665962e-18,9.9303031561420299e-16,2.617673567635385e-20,1.4796895486759084e-13,5.4716539578530308e-18,4.3476832672246752e-27,1.5789419793817232e-12,2.9859650790415691e-19,4.2276937793638194e-18,2.7523310025754151e-31,8.5533895210898949e-19,1.836522068889031e-37,1.3946316824640795e-34
0.024993711390824024,0.0022915506154898456,0.84210526299999999,0.0,0.0,0.0,0.052631577563445921,0.10526315581040348,5.9919918986259808e-12,5.3718199182169415e-10,1.0687352619633301e-09,1.3745430873152735e-22,4.4077848659509007e-15,3.5000721039034208e-10,4.4252425770332459e-10,1.7663373364293333e-10,9.7355153919823478e-12,1.4055988212490384e-15,6.3766244960699982e-18,1.2456176792641913e-15,3.1272961634545715e-20,1.8919819585446194e-13,6.5369313470871323e-18,6.2253298598897653e-27,1.8909731410431152e-12,3.354523266819228e-19,4.7297939349806843e-18,3.2888538852558663e-31,1.0938148783300667e-18,2.640982133644923e-37,2.0060803459529167e-34
0.026772989425686334,0.0022915506152301358,0.84210526299999999,0.0,0.0,0.0,0.052631577375831629,0.10526315555274181,6.6743785153209008e-12,5.7588339484923931e-10,1.1904543557386161e-09,1.5310908739337401e-22,4.9274745920003323e-15,4.1368548517000443e-10,5.2564329514095484e-10,1.9914110737148089e-10,1.0870769756684617e-11,1.5702993701136979e-15,7.099836382269181e-18,1.5458135484147857e-15,3.6973935915046823e-20,2.3818468688432734e-13,7.7286232062970154e-18,8.7297140912334603e-27,2.2404988866616142e-12,3.7476062944239838e-19,5.2637319604041836e-18,3.8892687963419976e-31,1.3772208987717214e-18,3.7160951241157923e-37,2.8232337055669087e-34
0.028552267460548644,0.002291550614955333,0.84210526299999999,0.0,0.0,0.0,0.052631577173214539,0.1052631552770306,7.3997866365042943e-12,6.1543187819783702e-10,1.3198474790436093e-09,1.6975085364940465e-22,5.478229118727158e-15,4.8452764982502055e-10,6.1829690132544265e-10,2.2273014207169343e-10,1.2079148597394114e-11,1.7457890836908371e-15,7.868755451425645e-18,1.9004458932453113e-15,4.331923293890144e-20,2.9582613101881206e-13,9.055002079625095e-18,1.2020735227973143e-26,2.6299942765867209e-12,4.1664434191828297e-19,5.8309968694935958e-18,4.5578114779070101e-31,1.7107760086950777e-18,5.1307734953612482e-37,3.8984104462136446e-34
0.030331545495410953,0.002291550614664741,0.84210526299999999,0.0,0.0,0.0,0.052631576954776896,0.10526315498225752,8.1701968943280095e-12,6.5597342384663303e-10,1.4572679288210885e-09,1.8742504643268592e-22,6.061204751679125e-15,5.6298907825821155e-10,7.2104869882930318e-10,2.4739915623052464e-10,1.3364158905013629e-11,1.9326112485823687e-15,8.685785438003855e-18,2.317152483310126e-15,5.0350391570448236e-20,3.6307853046853375e-13,1.0524751152432989e-17,1.6289516935561677e-26,3.06205834798956e-12,4.6123320710366022e-19,6.4331455495528626e-18,5.2989367286770542e-31,2.1000427718607516e-18,6.9670250066877847e-37,5.2938444952291295e-34
0.032110823530273266,0.0022915506143576197,0.84210526299999999,0.0,0.0,0.0,0.052631576719661753,0.10526315466736166,8.9876848767839991e-12,6.9765522510462912e-10,1.6030859391545435e-09,2.0617928302992119e-22,6.677661176268353e-15,6.4954700058562296e-10,8.3448383871962434e-10,2.7315482969273362e-10,1.4729472936811062e-11,2.1313375075508702e-15,9.5534492012632656e-18,2.80446629698689e-15,5.8111025848257881e-20,4.4095908583744618e-13,1.2146987398810876e-17,2.1763157844247711e-26,3.5394212542592327e-12,5.0866374642784543e-19,7.0718083018727466e-18,6.1173318178742405e-31,2.5509451441861975e-18,9.3220238147799352e-37,7.0832458630612268e-34
0.033890101565135576,0.0022915506140331918,0.84210526299999999,0.0,0.0,0.0,0.052631576466970427,0.10526315433123089,9.8544280865459806e-12,7.4062609530275062e-10,1.7576899225462259e-09,2.2606351872732768e-22,7.3289664266309647e-15,7.4470163800698906e-10,9.5921089282998823e-10,3.0001187225861918e-10,1.6178958941346674e-11,2.3425727451391878e-15,1.0474409447446901e-17,3.3719072988556422e-15,6.6646941891905319e-20,5.3054926361331601e-13,1.3931286019228555e-17,2.8709987006868169e-26,4.0649515744386768e-12,5.5908042702376713e-19,7.7486942895634201e-18,7.0179307534757919e-31,3.0697874222325631e-18,1.2310492613020075e-36,9.3535942789883894e-34
0.035669379599997886,0.0022915506136906333,0.84210526299999999,0.0,0.0,0.0,0.052631576195760088,0.10526315397269861,1.0772713014565173e-11,7.8503689686919816e-10,1.9214877316785767e-09,2.4713020909064514e-22,8.0166014001662223e-15,8.489774327151265e-10,1.0958638002569533e-09,3.2799273358148741e-10,1.7716707049680235e-11,2.5669593936341034e-15,1.1451487061444041e-17,4.0300963430238865e-15,7.600626664683908e-20,6.3299804159244347e-13,1.5887707351162958e-17,3.7445794273484813e-26,4.6416643176238195e-12,6.1263669113693537e-19,8.4655970781362803e-18,8.0059302350809736e-31,3.6632743931939193e-18,1.6066998406448526e-36,1.2206861175216285e-33
0.037448657634860195,0.002291550613329075,0.84210526299999999,0.0,0.0,0.0,0.052631575905041,0.10526315359054074,1.1744942444187151e-11,8.3104100842206562e-10,2.0949079623716382e-09,2.6943447754377498e-22,8.7421613563012156e-15,9.629243923688928e-10,1.2451038905064655e-09,3.5712735307121338e-10,1.9347033128354307e-11,2.8051786061703093e-15,1.2487666447295901e-17,4.7908754183702854e-15,8.6239587992100629e-20,7.4952534507469752e-13,1.8026826157622744e-17,4.8340728996153699e-26,5.2727298676990905e-12,6.6949523786950077e-19,9.224400362099312e-18,9.0868070236484651e-31,4.33853278384003e-18,2.0748810952776924e-36,1.576215488882145e-33
0.039227935669722505,0.002291550612947598,0.84210526299999999,0.0,0.0,0.0,0.052631575593773718,0.10526315318347226,1.277364285299935e-11,8.7879480187642841e-10,2.278401273943213e-09,2.9303428518588358e-22,9.507358663427316e-15,1.0871195248236363e-09,1.4076219613172946e-09,3.8745294953777706e-10,2.1074489199562287e-11,3.0579523836661244e-15,1.3586104845384099e-17,5.6674300680300091e-15,9.7400104102191239e-20,8.8142569029665327e-13,2.0359762850483159e-17,6.1826776731353302e-26,5.9614835460353239e-12,7.2982853252324398e-19,1.002708376881173e-17,1.0266336489640376e-30,5.1031341296470124e-18,2.6539462448907431e-36,2.0158392842479381e-33
0.041007213704584815,0.002291550612545233,0.84210526299999999,0.0,0.0,0.0,0.052631575260866321,0.10526315275014374,1.3861471894113907e-11,9.2845812183077622e-10,2.4724417236799876e-09,3.1799060242284174e-22,1.0314028068418826e-14,1.222168358516311e-09,1.5841404101626314e-09,4.1901384924617203e-10,2.2903888978433349e-11,3.3260480295466492e-15,1.475015133249817e-17,6.6744420573056867e-15,1.0954378550832613e-19,1.0300720524594324e-12,2.2898217364070552e-17,7.8406636381917937e-26,6.7114357225643815e-12,7.938198721906975e-19,1.0875728723670907e-17,1.1550613142648428e-30,5.9651191936113637e-18,3.3652153132604672e-36,2.5556845693273928e-33
0.042786491739447124,0.0022915506121209592,0.84210526299999999,0.0,0.0,0.0,0.052631574905171209,0.1052631522891375,1.5011226090081202e-11,9.8019478818379669e-10,2.677528139250523e-09,3.4436758547872221e-22,1.116413152662577e-14,1.368706572263748e-09,1.7754154460893056e-09,4.5186135100710614e-10,2.4840328628749474e-11,3.6102820001100347e-15,1.5983363331530729e-17,7.8282581077331256e-15,1.2272954915012791e-19,1.1969199748461273e-12,2.5654505538859151e-17,9.866369286918378e-26,7.5262827684371564e-12,8.6166430723994376e-19,1.1772524484077122e-17,1.2946072821481994e-30,6.9330240631863201e-18,4.2333700461626449e-36,3.2144085436972294e-33
0.044565769774309434,0.0022915506116736955,0.84210526299999999,0.0,0.0,0.0,0.052631574525481985,0.10526315179896403,1.622584878067076e-11,1.0341731266107758e-09,2.8941855364272538e-09,3.722327587352296e-22,1.2059762088779326e-14,1.5274017427998441e-09,1.9822393923896135e-09,4.8605362753989437e-10,2.6889199335385019e-11,3.9115225600697215e-15,1.7289518179819328e-17,9.1470550514841196e-15,1.3701944348648311e-19,1.3835119369243493e-12,2.8641597819961229e-17,1.2327261673014843e-25,8.409918942780639e-12,9.3356927739446313e-19,1.2719774375016032e-17,1.445951622756719e-30,8.0159080658336502e-18,5.2869710993019983e-36,4.0135852694828866e-33
0.046345047809171744,0.002291550611202305,0.84210526299999999,0.0,0.0,0.0,0.052631574120530059,0.10526315127805758,1.7508438270215307e-11,1.0905665143122059e-09,3.1229665723849088e-09,4.0165720164597441e-22,1.3003148909532241e-14,1.6989552020310887e-09,2.2054430736901507e-09,5.2165566298283659e-10,2.9056205521055667e-11,4.2306934411493359e-15,1.8672628883944358e-17,1.0651042085000287e-14,1.524788506334616e-19,1.591482001048812e-12,3.1873161506171977e-17,1.5301189368352774e-25,9.3664490937250784e-12,1.0097554882241814e-18,1.3719902181438354e-17,1.6098135152545367e-30,9.2233836577989555e-18,6.5589632680910024e-36,4.978081402858875e-33
0.048124325844034054,0.002291550610705589,0.84210526299999999,0.0,0.0,0.0,0.052631573688981186,0.10526315072477214,1.8862256191334857e-11,1.1495539415918142e-09,3.3644530375689445e-09,4.3271574061138787e-22,1.3996663523902903e-14,1.8841040090689876e-09,2.4458982942177539e-09,5.587392261128542e-10,3.1347389660429323e-11,4.5687786170776454e-15,2.0136964533010846e-17,1.2362695823225663e-14,1.6917670323767927e-19,1.8225607582922666e-12,3.5363606083490409e-17,1.8877818253716639e-25,1.0400202221124354e-11,1.0904580545076853e-18,1.4775458710509988e-17,1.7869540976626908e-30,1.0565648451140352e-17,8.0872256737950048e-36,6.1364642711517483e-33
0.04990360387889636,0.0022915506101822817,0.84210526299999999,0.0,0.0,0.0,0.052631573229431718,0.10526315013737667,2.0290736157285605e-11,1.2113206001985625e-09,3.6192573990505118e-09,4.6548714747664978e-22,1.504282603253926e-14,2.0836230526401769e-09,2.7045204244770095e-09,5.9738287866804272e-10,3.3769154538603708e-11,4.9268266565393164e-15,2.1687068983361482e-17,1.4306985096185751e-14,1.8718571218544534e-19,2.0785805950868648e-12,3.9128130832798527e-17,2.3160132415270986e-25,1.15157460826789e-11,1.1759275422074503e-18,1.5889128581939702e-17,1.9781794425470083e-30,1.2053519556770984e-17,9.915318068047327e-36,7.5215572768000771e-33
0.05168288191375867,0.00229155060963105,0.84210526299999999,0.0,0.0,0.0,0.052631572740404739,0.10526314951405055,2.179749272211642e-11,1.2760584996759325e-09,3.8880243987966046e-09,5.0005434509143786e-22,1.6144311283386032e-14,2.2983272905488463e-09,2.9822711045151098e-09,6.376720184727195e-10,3.6328283502254171e-11,5.305954998091856e-15,2.3327779246339594e-17,1.6511636227271738e-14,2.065826162174113e-19,2.3614813044735354e-12,4.3182777000681892e-17,2.8266187144069029e-25,1.2717902908419288e-11,1.2664309931822599e-18,1.7063737261323045e-17,2.1843438832502402e-30,1.36984704398689e-17,1.2093227906753315e-35,9.1709926502738442e-33
0.05346215994862098,0.0022915506090504904,0.84210526299999999,0.0,0.0,0.0,0.052631572220345993,0.10526314885287848,2.3386330636053647e-11,1.3439671074913593e-09,4.1714327045867566e-09,5.3650461964022781e-22,1.7303955988919698e-14,2.5290741280435837e-09,3.2801610666611061e-09,6.796989573738501e-10,3.9031964966272379e-11,5.7073551450362677e-15,2.5064247725362671e-17,1.9007458083179655e-14,2.2744845283233116e-19,2.6733160677369418e-12,4.7544484422558419e-17,3.4331167718275441e-25,1.4011766224603937e-11,1.3622531705739051e-18,1.8302258325788769e-17,2.4063536932256751e-30,1.5512670502504047e-17,1.4678131860423312e-35,1.1127771680082436e-32
0.05524143798348329,0.002291550608439124,0.84210526299999999,0.0,0.0,0.0,0.052631571667619503,0.1052631481518452,2.5061254421581891e-11,1.4152540161746852e-09,4.4701966181118543e-09,5.7492984032902163e-22,1.8524766664437711e-14,2.7767659447292838e-09,3.5992530879960014e-09,7.2356303401805525e-10,4.1887820364795186e-11,6.1322982695063437e-15,2.6901966181794689e-17,2.1828651268725344e-14,2.4986883946775583e-19,3.0162578337938462e-12,5.2231150316295077e-17,4.1509517113496363e-25,1.5402718886851769e-11,1.4636979005474555e-18,1.9607820982393945e-17,2.6451708752601707e-30,1.7509027625814676e-17,1.7735467281182785e-35,1.3441057501131389e-32
0.0570207160183456,0.002291550607795391,0.84210526299999999,0.0,0.0,0.0,0.052631571080503203,0.10526314740882999,2.6826478311665362e-11,1.4901356436849412e-09,4.7850678476747478e-09,6.1542668737965008e-22,1.9809927822907845e-14,3.0423527831783794e-09,3.940665086321884e-09,7.6937076158614506e-10,4.4903931700395269e-11,6.5821409419859746e-15,2.8846790255168395e-17,2.5013152534292222e-14,2.7393428078327559e-19,3.3926061257261133e-12,5.7261693506408672e-17,4.9977368073565936e-25,1.6896452466146617e-11,1.5710894455096698e-18,2.0983717872462649e-17,2.9018173726338279e-30,1.9701233925110753e-17,2.1340048047612352e-35,1.6166996259052988e-32
0.05879999405320791,0.0022915506071176524,0.84210526299999999,0.0,0.0,0.0,0.052631570457183988,0.10526314662160076,2.8686436563829642e-11,1.5688379683487539e-09,5.1168373479384987e-09,6.5809688864565607e-22,2.1162810616252485e-14,3.326835208287323e-09,4.3055733690071525e-09,8.1723601084150146e-10,4.8088869907667482e-11,7.0583314968392578e-15,3.090496666241017e-17,2.8603079381731692e-14,2.9974050801530616e-19,3.8047943065296442e-12,6.2656125344233593e-17,5.9935480479613982e-25,1.8498988076904082e-11,1.6847740315636846e-18,2.2433413172619028e-17,3.1773798451901132e-30,2.2103814997100506e-17,2.5577112269866485e-35,1.9369479999336717e-32
0.06057927208807022,0.0022915506064041793,0.84210526299999999,0.0,0.0,0.0,0.052631569795752849,0.10526314578780789,3.0645794155550158e-11,1.6515972987888419e-09,5.4663372276637006e-09,7.0304746497576297e-22,2.2586982336072623e-14,3.6312673462005642e-09,4.6952160432147047e-09,8.6728022902719157e-10,5.1451726750391112e-11,7.5624168280560039e-15,3.308316222123103e-17,3.2645160825824774e-14,3.2738882865041389e-19,4.2553973389203655e-12,6.8435622832278526e-17,7.1612268525816342e-25,2.0216698731849045e-11,1.805121476480824e-18,2.3960550996972659e-17,3.4730145476418392e-30,2.4732182966101182e-17,3.0543837065632045e-35,2.3121259165613998e-32
0.06235855012293253,0.002291550605653155,0.84210526299999999,0.0,0.0,0.0,0.052631569094199471,0.10526314490497779,3.2709457884876007e-11,1.738661082732655e-09,5.8344427297213224e-09,7.5039098487233003e-22,2.4086216666838709e-14,3.9567601157442017e-09,5.1108966001375555e-09,9.1963269524243678e-10,5.5002149460820946e-11,8.0960496495154323e-15,3.5388494843705165e-17,3.719118173142533e-14,3.569865050132242e-19,4.7471400768126346e-12,7.4622607757757618e-17,8.5267150431400628e-25,2.2056333360093808e-11,1.9325269297790753e-18,2.5568964119601235e-17,3.7899526685987371e-30,2.7602693665336388e-17,3.6351024774636628e-35,2.7505176683353635e-32
0.06413782815779484,0.002291550604862665,0.84210526299999999,0.0,0.0,0.0,0.052631568350406742,0.10526314397050596,3.4882587902908178e-11,1.8302887592231783e-09,6.2220742881483621e-09,8.002458290547643e-22,2.5664504496046764e-14,4.3044846667485089e-09,5.5539876871746968e-09,9.7443081310310521e-10,5.8750376729046646e-11,8.6609967486455226e-15,3.7828568703587438e-17,4.2298581083503461e-14,3.8864718149530353e-19,5.2829061292863715e-12,8.1240835957203157e-17,1.0119471120357455e-24,2.4025042641886967e-11,2.0674128546391949e-18,2.7262683038597435e-17,4.1295065685196162e-30,3.0732708322927846e-17,4.3124557024148125e-35,3.2615213909026404e-32
0.06591710619265716,0.0022915506040306964,0.84210526299999999,0.0,0.0,0.0,0.052631567562144793,0.10526314298164979,3.7170609691241772e-11,1.9267526571521843e-09,6.6301996645467284e-09,8.5273646523224153e-22,2.7326065446014863e-14,4.6756760389732938e-09,6.0259350803552765e-09,1.0318204417317733e-09,6.270727708297421e-11,9.2591476177927406e-15,4.0411511020828671e-17,4.803105855784635e-14,4.224913237308612e-19,5.8657473415700196e-12,8.8315489167319421e-17,1.1972903236321375e-24,2.6130406803426056e-11,2.2102310969721106e-18,2.9045945392733072e-17,4.4930761497430941e-30,3.4140660160538078e-17,5.1007491658910581e-35,3.8558015452039812e-32
0.06769638422751947,0.0022915506031551303,0.84210526299999999,0.0,0.0,0.0,0.052631566727064837,0.10526314193552093,3.957922649567708e-11,2.0283389429332741e-09,7.0598361658508095e-09,9.0799373334258699e-22,2.9075360321817292e-14,5.0716370561926752e-09,6.5282618699898168e-09,1.0919562663212356e-09,6.6884390874045997e-11,9.8925234348108756e-15,4.3146010347130463e-17,5.4459148808775047e-14,4.58646685883061e-19,6.4988939415452156e-12,9.5873272718446057e-17,1.4124828230802845e-24,2.8380465524660775e-11,2.3614650377082083e-18,3.0923205739956251e-17,4.8821556435012087e-30,3.784612635439929e-17,6.016262106153381e-35,4.5454750609830491e-32
0.06947566226238179,0.002291550602233737,0.84210526299999999,0.0,0.0,0.0,0.052631565842692594,0.10526314082907717,4.2114432235395572e-11,2.1353486214702281e-09,7.5120529469243382e-09,9.6615514169404041e-22,3.0917104433566618e-14,5.4937424723276653e-09,7.0625728750367384e-09,1.1550022096865632e-09,7.1293975480440789e-11,1.0563287621988033e-14,4.6041361467216258e-17,6.1661010030809152e-14,4.9724885141891584e-19,7.1857654045797135e-12,1.0394252848956705e-16,1.6618056419451901e-24,3.0783750141826897e-11,2.5216321301877015e-18,3.2899145712917354e-17,5.298341798444508e-30,4.1869905854744012e-17,7.0774536456727586e-35,5.344257876882338e-32
0.07125494029724411,0.002291550601264175,0.84210526299999999,0.0,0.0,0.0,0.052631564906421437,0.10526313965911402,4.4782524905995922e-11,2.2480985955784769e-09,7.9879734012168587e-09,1.0273651744384339e-21,3.2856281760902885e-14,5.9434433886564807e-09,7.6305593025940226e-09,1.2211318864414955e-09,7.5949053435134454e-11,1.1273757173319113e-14,4.9107513553994254e-17,6.9723282108576285e-14,5.3844179220190639e-19,7.9299820943662939e-12,1.1255335184128821e-16,1.9501014517362051e-24,3.3349318352657973e-11,2.6912866176944611e-18,3.4978684567288137e-17,5.7433423429533826e-30,4.6234103612400147e-17,8.3052469596429726e-35,6.2676687912687078e-32
