Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327),CH2O2(169),CH2O2(71)
0.04160753830450004,0.001927802995493458,0.84210526299999999,0.0,0.0,0.0,0.052631578480746725,0.10526315717740353,8.6128835940576393e-13,2.1269106615919391e-10,4.1571947985871197e-10,1.8439773903383295e-23,6.6880012018921057e-16,9.4799454137264257e-11,1.1459756193730459e-10,8.2213549431333363e-11,6.6739043725372731e-12,6.1952568225775908e-16,1.1639697120053993e-18,2.2025437656819647e-16,2.9181097580711233e-21,3.3300639995651842e-14,1.7296377183409724e-18,2.4554163569959286e-28,1.1648095906326062e-12,5.8457022646360062e-20,4.022401974247549e-19,3.1268994331197831e-32,1.6840124667134931e-19,7.6408308306684636e-39,5.5932042094750267e-33,2.1368062228550023e-29,1.5641190091580569e-25,1.1015934581143536e-27,6.9218736285815742e-18
0.044036766998801546,0.0019278029954245854,0.84210526299999999,0.0,0.0,0.0,0.0526315784292401,0.10526315710338061,9.3740935987365468e-13,2.2465509285808068e-10,4.5246470699703111e-10,2.0069655874002874e-23,7.3168973948744898e-16,1.086895940292762e-10,1.3193508721768757e-10,9.120882202411625e-11,7.2878707036533483e-12,6.7659831403814712e-16,1.2694477933406176e-18,2.6097850004861471e-16,3.3463063625591748e-21,4.0279386533932441e-14,1.9834493857514975e-18,3.232060103728546e-28,1.3388570875892757e-12,6.384235508507922e-20,4.375170558031104e-19,3.5862719251012874e-32,2.0371313435774105e-19,1.0105569255195897e-38,7.4600838665534403e-33,2.5014834565574978e-29,1.8310588770428918e-25,1.2895965515194016e-27,8.4724332088789375e-18
0.04646599569310305,0.0019278029953527737,0.84210526299999999,0.0,0.0,0.0,0.052631578374785395,0.10526315702570041,1.0169871014720519e-12,2.3674741885730744e-10,4.9087862439925226e-10,2.1773554756390732e-23,7.9746993451895186e-16,1.2381045310000154e-10,1.5086585294234969e-10,1.0061549711179121e-10,7.9303582633054008e-12,7.3633644810797194e-16,1.3797533371017967e-18,3.0725070606543592e-16,3.8125721012305354e-21,4.8255218900225709e-14,2.2598269569046455e-18,4.2016276531293902e-28,1.5285932858359696e-12,6.947921897734105e-20,4.7437949507362648e-19,4.0866192533241103e-32,2.4407642553735309e-19,1.3193440614015534e-38,9.8372380173856372e-33,2.9117588329090555e-29,2.1313761183691492e-25,1.5011069969980243e-27,1.0282181395304947e-17
0.048895224387404554,0.0019278029952779286,0.84210526299999999,0.0,0.0,0.0,0.052631578317268418,0.10526315694421633,1.1001372289544092e-12,2.4899387785881874e-10,5.3101705658711589e-10,2.3553946719481939e-23,8.6621609054227868e-16,1.4021847423093856e-10,1.7146236824256202e-10,1.1043273598588767e-10,8.6023419747942487e-12,7.9883263862632093e-16,1.4950588720249822e-18,3.5963022437498402e-16,4.3186708900084915e-21,5.731499054124034e-14,2.5598160279471332e-18,5.3984561207579595e-28,1.7347465552612527e-12,7.5376349867937088e-20,5.1288150565454896e-19,4.6298634027304463e-32,2.8993264302218389e-19,1.7016854628963579e-38,1.2829615497842844e-32,3.3719560922695489e-29,2.4682356687285138e-25,1.7383538272024298e-27,1.2383066416086479e-17
0.05132445308170606,0.0019278029951999517,0.84210526299999999,0.0,0.0,0.0,0.052631578256570624,0.1052631568587761,1.186980275653647e-12,2.614201696083778e-10,5.72938187943179e-10,2.5413412606901419e-23,9.3800879392920262e-16,1.5797206111557416e-10,1.9379910603164323e-10,1.2066095445417398e-10,9.3048389205171096e-12,8.6418353250331709e-16,1.6155442632583376e-18,4.1872365046413249e-16,4.866429781233443e-21,6.7549596660137685e-14,2.8844996186158761e-18,6.8620218261303275e-28,1.9580709880518079e-12,8.1542869704173628e-20,5.530793138772391e-19,5.2179979464530691e-32,3.4174413571172514e-19,2.1705121168518254e-38,1.6562434709121518e-32,3.886765325526309e-29,2.8450706288779436e-25,2.003754940843005e-27,1.4810125976459553e-17
0.05375368177600756,0.001927802995118737,0.84210526299999999,0.0,0.0,0.0,0.052631578192568855,0.10526315676922192,1.2776418257701549e-12,2.7405191227932531e-10,6.1670264105235554e-10,2.7354641411777508e-23,1.0129339591623332e-15,1.7713165561790936e-10,2.1795262815147367e-10,1.3130178841495965e-10,1.0038911236330495e-11,9.3249029790077786e-16,1.7413974956977956e-18,4.8522595564459041e-16,5.4577468663670959e-21,7.9054104644165281e-14,3.235002823462198e-18,8.645529299099588e-28,2.199347432092949e-12,8.7988327707212351e-20,5.9503146243269836e-19,5.8531013466816706e-32,3.9999477791517987e-19,2.7431554240220645e-38,2.1211224277333768e-32,4.4614351493072204e-29,3.2657229359133582e-25,2.3000161759965391e-27,1.7601720664916038e-17
0.05861213916461056,0.0019278029949461551,0.84210526299999999,0.0,0.0,0.0,0.052631578054137478,0.10526315657711073,1.4709486713408173e-12,3.0003393512944239e-10,7.1001650468011068e-10,3.1493698281014785e-23,1.1725526314106456e-15,2.1992115025048477e-10,2.7202713197868512e-10,1.5383395335487917e-10,1.1606265892820226e-11,1.0783985232272903e-15,2.0099996919643747e-18,6.4338846460375523e-16,6.7789671764328158e-21,1.0627452586096636e-13,4.0181578176348588e-18,1.3384615665644858e-27,2.7390179848260298e-12,1.0175636903129144e-19,6.8444480516289194e-19,7.2728767571842887e-32,5.378597713331266e-19,4.2692972694753922e-38,3.3983334693697463e-32,5.8128888937035106e-29,4.2549730343401333e-25,2.9967351791610231e-27,2.4449923363544401e-17
0.06277069682808788,0.0019278029947870962,0.84210526299999999,0.0,0.0,0.0,0.052631577923925352,0.10526315639803512,1.649797660131316e-12,3.2316175426199526e-10,7.9635133585201123e-10,3.5323191165603253e-23,1.3200248053023197e-15,2.6161154304083378e-10,3.2483254831980984e-10,1.7446861446222401e-10,1.3058849377838839e-11,1.2136987853667949e-15,2.2588522803593826e-18,8.095502604961135e-16,8.0670206171828825e-21,1.3456718006094144e-13,4.7816548459381101e-18,1.9006326287111228e-27,3.2657156228090165e-12,1.1452352197237567e-19,7.6713670092327107e-19,8.6579355659702574e-32,6.8120967379124228e-19,6.0848527901030572e-38,4.9760875342080344e-32,7.2153833125842793e-29,5.2815844697955485e-25,3.7197674003230814e-27,3.1893897923964548e-17
0.06651339872521746,0.001927802994634449,0.84210526299999999,0.0,0.0,0.0,0.052631577796855886,0.10526315622451236,1.8219747198176655e-12,3.4479073515206565e-10,8.7946555161726165e-10,3.9009829503830409e-23,1.4617861560945502e-15,3.0343465143067969e-10,3.7788071680597291e-10,1.9413224883358665e-10,1.4459318829256157e-11,1.3442142136902726e-15,2.4987481012243654e-18,9.8753153462029779e-16,9.3598975799759603e-21,1.6447048464519953e-13,5.548012310281195e-18,2.5654462584030833e-27,3.7948044980386216e-12,1.268392519335918e-19,8.4672072277589639e-19,1.0049074284167977e-31,8.3277489187607626e-19,8.2360349525324438e-38,6.9119478020467402e-32,8.7032083085780478e-29,6.3706570918651074e-25,4.4867904138499179e-27,4.008584503143547e-17
0.07025610062234704,0.0019278029944722935,0.84210526299999999,0.0,0.0,0.0,0.052631577659843894,0.10526315603853993,2.0053790807177054e-12,3.6728977167138325e-10,9.6799954886133691e-10,4.2936869254329769e-23,1.6125630554073494e-15,3.49615280020617e-10,4.3650896767075513e-10,2.1486317591467502e-10,1.595322411754569e-11,1.4835120355941094e-15,2.7546522510449428e-18,1.1965589474497139e-15,1.078827932876246e-20,1.9904657129609483e-13,6.3946919219918843e-18,3.417339339625173e-27,4.3797163662447801e-12,1.3998379687523746e-19,9.3147533277613944e-19,1.158703085499108e-31,1.0080888257530554e-18,1.0996556015301235e-37,9.4827891685227258e-32,1.0436077738660954e-28,7.6390998152235597e-25,5.3801420053263985e-27,4.9936361654080323e-17
0.07399880251947662,0.0019278029943001003,0.84210526299999999,0.0,0.0,0.0,0.052631577512291555,0.10526315583935572,2.200631323493129e-12,3.9075583404079186e-10,1.0622528976665847e-09,4.7117598236417321e-23,1.7728303282123712e-15,4.0044145713319047e-10,5.0107027998100061e-10,2.3669902226825874e-10,1.7545923283552375e-11,1.632106452570329e-15,3.027512564085813e-18,1.441126232912162e-15,1.2361281181769078e-20,2.3877658489976104e-13,7.3270969233827628e-18,4.4984907191001317e-27,5.0241918155192998e-12,1.5400569622484668e-19,1.021688786447268e-18,1.328190832716393e-31,1.2096149429893917e-18,1.4504042694455831e-37,1.2866506999914593e-31,1.2448269231491305e-28,9.1120035384038122e-25,6.4174934449833544e-27,6.1715642812361743e-17
0.0777415044166062,0.0019278029941173051,0.84210526299999999,0.0,0.0,0.0,0.052631577353565169,0.10526315562615253,2.408390790191088e-12,4.1528784635958253e-10,1.1625438792920154e-09,5.156613422797595e-23,1.9430996551444756e-15,4.5621775915201202e-10,5.7193644749085142e-10,2.5968361098366393e-10,1.9243137113261131e-11,1.7905476109803442e-15,3.3183420253359337e-18,1.7263219766255531e-15,1.4088568320133576e-20,2.8417391543014199e-13,8.3509564665955526e-18,5.8592649815199731e-27,5.7321915200908544e-12,1.68956884250977e-19,1.117667227134338e-18,1.5144458201618392e-31,1.439985811643109e-18,1.8922740095260612e-37,1.7285847596774011e-31,1.4778598818243687e-28,1.0817781228997813e-24,7.6188557032417759e-27,7.5731503044535744e-17
0.08148420631373578,0.001927802993923307,0.84210526299999999,0.0,0.0,0.0,0.052631577182992856,0.10526315539807536,2.629357779673629e-12,4.4098711738018405e-10,1.269210545956195e-09,5.6297471973644243e-23,2.1239211706466602e-15,5.1726641540325021e-10,6.4949951394677966e-10,2.8386695080674101e-10,2.105097102226121e-11,1.9594238617344877e-15,3.6282229368736548e-18,2.0578888852642039e-15,1.5980390062784197e-20,3.3578614153020218e-13,9.4723459926510696e-18,7.558675438877933e-27,6.5079115771564162e-12,1.8489290328601757e-19,1.2197357155647332e-18,1.7186121813355884e-31,1.7020139431382827e-18,2.4445154366987735e-37,2.3015965329101095e-31,1.7470826354214936e-28,1.2788464688204976e-24,9.006788459032042e-27,9.233425500180442e-17
0.08522690821086536,0.001927802993717467,0.84210526299999999,0.0,0.0,0.0,0.052631576999862324,0.10526315515421847,2.8642758775263635e-12,4.6795777019246756e-10,1.3826118455366174e-09,6.1327533072268282e-23,2.3158853262586113e-15,5.8392849114991026e-10,7.3417327865724546e-10,3.0930526653079439e-10,2.2975940469850243e-11,2.1393644679986911e-15,3.9583118904460207e-18,2.4423140439752323e-15,1.8047625440613712e-20,3.9419712928261633e-13,1.0697714196116579e-17,9.6662713872195246e-27,7.3557999908371085e-12,2.0187315993305932e-19,1.3282393279861149e-18,1.941909193306943e-31,1.9987035857076703e-18,3.1298226633361103e-37,3.0398029636123948e-31,2.0574394404514184e-28,1.5060245408658544e-24,1.0606781020580536e-26,1.1192224823609108e-16
0.08896961010799494,0.0019278029934991052,0.84210526299999999,0.0,0.0,0.0,0.052631576803418283,0.10526315489362216,3.1139344114598337e-12,4.9630717735980809e-10,1.5031288068395199e-09,6.6673218551096863e-23,2.5196249847401429e-15,6.5656514517171527e-10,8.2639487576362458e-10,3.3606105819851984e-10,2.502499962742027e-11,2.3310426460628102e-15,4.3098453410066778e-18,2.8869272549062741e-15,2.0301829580890071e-20,4.6002927886271101e-13,1.2033910522890378e-17,1.2263859174563858e-26,8.2805742667991785e-12,2.1996121258725264e-19,1.4435443118835594e-18,2.1856374712865919e-31,2.3332634429141644e-18,3.9748982754725683e-37,3.9853600504240337e-31,2.4145167556097616e-28,1.7674015744298341e-24,1.2447633465967469e-26,1.3494809377992056e-16
0.09271231200512452,0.0019278029932674988,0.84210526299999999,0.0,0.0,0.0,0.05263157659285983,0.1052631546152695,3.3791710376093504e-12,5.2614640603234291e-10,1.6311657880543276e-09,7.2352464242710293e-23,2.7358176436998377e-15,7.3555896658676954e-10,9.2662643382916986e-10,3.6420318620094948e-10,2.7205571217430548e-11,2.5351787030079216e-15,4.6841453567887512e-18,3.399996384260485e-15,2.2755279327929767e-20,5.3394592436183433e-13,1.3488212249838853e-17,1.5446844942479057e-26,9.2872402142840642e-12,2.3922506783085462e-19,1.5660393010818978e-18,2.4511849128738085e-31,2.7091203666982007e-18,5.0109094841518502e-37,5.1900590387722346e-31,2.8246132696699849e-28,2.0675881507975855e-24,1.4561817660520754e-26,1.6192564485261159e-16
0.0964550139022541,0.0019278029930218804,0.84210526299999999,0.0,0.0,0.0,0.052631576367337667,0.10526315431808288,3.6608744701305389e-12,5.5759067285110124e-10,1.7671517943854032e-09,7.8384299230268065e-23,2.9651878042589784e-15,8.213153999475038e-10,1.0353568232162297e-09,3.9380698699755621e-10,2.9525577631088666e-11,2.752543397918085e-15,5.0826257740117885e-18,3.9908496380678412e-15,2.5421028334892594e-20,6.1665390482395621e-13,1.5068357098806699e-17,1.9326707992446947e-26,1.0381112100446981e-11,2.5973749845830809e-19,1.6961366028916809e-18,2.7400343217496503e-31,3.1299341497808758e-18,6.2743084894981262e-37,6.7175511958756199e-31,3.2948385308061925e-28,2.411788392934033e-24,1.6985985724573159e-26,1.9343784971250749e-16
0.09999999999999998,0.0019278029927614344,0.84210526299999999,0.0,0.0,0.0,0.052631576139115004,0.105263154018194,3.9437345882340816e-12,5.8896242283979255e-10,1.9036962038226841e-09,8.4440902928588831e-23,3.1952933708817592e-15,9.0916682794817644e-10,1.1466489595069982e-09,4.2326896631136408e-10,3.1859259242533193e-11,2.9713708105485118e-15,5.4837225291362711e-18,4.6317369823148433e-15,2.815429667273e-20,7.037813118926587e-13,1.6688525543772777e-17,2.3761699769330612e-26,1.1502724531453772e-11,2.8038819243640102e-19,1.8267676412204639e-18,3.0365477370488776e-31,3.5735126580287684e-18,7.7191051159362915e-37,8.5324904531924085e-31,3.802926750808139e-28,2.7837039669071845e-24,1.9605350113613704e-26,2.2806471184270181e-16
0.10019771579938368,0.0019278029927614344,0.84210526299999999,0.0,0.0,0.0,0.052631576125951103,0.10526315400092011,3.9599873644239289e-12,5.9075980795113713e-10,1.9115418698380894e-09,8.4788907582035144e-23,3.2085095666474995e-15,9.1426426694387028e-10,1.1531034987202018e-09,4.2495442318633318e-10,3.1993474880338004e-11,2.9839616164485011e-15,5.5067989177344829e-18,4.670010817557731e-15,2.8312963795822282e-20,7.0890632576680204e-13,1.6782576879470949e-17,2.4033377267143658e-26,1.1567834283563975e-11,2.8157639095694212e-19,1.8342735565160315e-18,3.0537712104014271e-31,3.5996135521545689e-18,7.8076298708236023e-37,8.6458459884558756e-31,3.8332147194307357e-28,2.8058744622943201e-24,1.976149470708723e-26,2.3014560433892727e-16
0.10394041769651326,0.0019278029924852953,0.84210526299999999,0.0,0.0,0.0,0.052631575867744924,0.10526315366257064,4.2775093617930716e-12,6.2577873020174843e-10,2.0648185669258771e-09,9.1587693542250492e-23,3.4666094754644993e-15,1.0148613917983663e-09,1.2804144458449513e-09,4.5773426746610784e-10,3.4618289837023151e-11,3.2303163782494142e-15,5.9582829244428839e-18,5.4493418095982134e-15,3.1445865712281157e-20,8.1150552606864332e-13,1.8639632639185069e-17,2.9717656322852669e-26,1.2853404443978466e-11,3.0482512433763448e-19,1.9809139670880741e-18,3.3940919588287332e-31,4.1223336749547108e-18,9.6603175843773158e-37,1.1070270747289123e-30,4.4487849383245337e-28,3.2564658262090545e-24,2.2934964857964052e-26,2.7279772816746535e-16
0.10768311959364284,0.0019278029921925446,0.84210526299999999,0.0,0.0,0.0,0.05263157559170599,0.10526315330175119,4.6145003027964868e-12,6.6277793727769348e-10,2.2274934978100981e-09,9.8803350333959034e-23,3.7403695875243002e-15,1.1235903374735442e-09,1.4178702397537362e-09,4.9224231858655321e-10,3.7409660207113353e-11,3.4925532030552367e-15,6.4388097136538549e-18,6.3422120459650062e-15,3.4835474842735128e-20,9.2530626350918649e-13,2.0648854908750062e-17,3.6554602371166193e-26,1.4244198542276713e-11,3.2957298322463688e-19,2.1365496230855363e-18,3.7628134946981488e-31,4.7025547905503572e-18,1.1889866010116235e-36,1.4107221539031045e-30,5.1517478679297972e-28,3.7710278243597405e-24,2.6558973821924284e-26,3.2224219224851803e-16
0.11142582149077242,0.0019278029918822085,0.84210526299999999,0.0,0.0,0.0,0.052631575296759693,0.10526315291710141,4.9720836167291019e-12,7.0189401307663979e-10,2.4001089704566327e-09,1.0645993273294847e-22,4.0307307639237403e-15,1.2409642606431968e-09,1.5660862257619359e-09,5.2858164893362642e-10,4.0377877243372908e-11,3.7716848058766932e-15,6.9502335559014879e-18,7.3636872581375168e-15,3.8498563729176921e-20,1.0512191349813501e-12,2.2820185822150417e-17,4.4746987051419399e-26,1.5746997646010538e-11,3.5591560194483775e-19,2.3017018968585729e-18,4.1618834297041132e-31,5.3450427586651063e-18,1.4563004049297124e-36,1.7898530523886337e-30,5.9536012539448719e-28,4.3579767004182752e-24,3.0692796365896515e-26,3.7943875135694507e-16
0.115168523387902,0.0019278029915532542,0.84210526299999999,0.0,0.0,0.0,0.05263157498176619,0.10526315250717909,5.3514498954016518e-12,7.4327015379848369e-10,2.583239713752205e-09,1.1458293358762928e-22,4.3386962243447043e-15,1.3675278944843101e-09,1.7257148304674506e-09,5.6686288506674569e-10,4.3533931913908889e-11,4.0687961796752355e-15,7.4945403424925349e-18,8.5307354655952826e-15,4.245301281339874e-20,1.1902142510769339e-12,2.5164224241969223e-17,5.4529144184404222e-26,1.736901678064613e-11,3.8395544526405317e-19,2.4769234335743526e-18,4.5933910400815209e-31,6.0548911851792517e-18,1.7757025620350012e-36,2.2616716475687589e-30,6.8673013202936498e-28,5.0267962909015235e-24,3.5403226207011769e-26,4.4547315822791464e-16
0.11891122528503158,0.0019278029912045843,0.84210526299999999,0.0,0.0,0.0,0.052631574645516307,0.10526315207045503,5.7538606605857319e-12,7.8705671431030737e-10,2.7774946961036773e-09,1.2319936448542968e-22,4.6653353928475428e-15,1.5038596695679768e-09,1.8974480137726962e-09,6.0720452274441116e-10,4.6889565044757806e-11,4.3850501673451065e-15,8.0738577406920839e-18,9.862463989533641e-15,4.671789534083192e-20,1.3433251869963081e-12,2.7692276064934794e-17,6.617173333318277e-26,1.9117935983311956e-11,4.1380233564760938e-19,2.6627999355008479e-18,5.0595797934443347e-31,6.8375454996683735e-18,2.1561434479750529e-36,2.8471404016317569e-30,7.9074500357257211e-28,5.7881751026554809e-24,4.0765541435687987e-26,5.2157316068890102e-16
0.12265392718216116,0.0019278029908350387,0.84210526299999999,0.0,0.0,0.0,0.052631574286727295,0.10526315160530789,6.1806523349839012e-12,8.3341177727505726e-10,2.9835190422760813e-09,1.323378407767551e-22,5.0117880443290427e-15,1.6505739840725563e-09,2.0820198732222104e-09,6.4973327742469199e-10,5.045732154301581e-11,4.7216935204314854e-15,8.6904662302820072e-18,1.1380384289467097e-14,5.1313567452836711e-20,1.5116532329717346e-12,3.0416407642153853e-17,7.9986850677895733e-26,2.1001933759450127e-11,4.4557402648476868e-19,2.8599520438743972e-18,5.5628607420786574e-31,7.6988291424771949e-18,2.6079730778969753e-36,3.5716922318117678e-30,9.0904992246082274e-28,6.6541557201364544e-24,4.6864556776248235e-26,6.0912650350690693e-16
0.12639662907929075,0.0019278029904433857,0.84210526299999999,0.0,0.0,0.0,0.052631573904038338,0.10526315111001838,6.6332404260635608e-12,8.8250174764613932e-10,3.2019960529785623e-09,1.4202867115648006e-22,5.3792687656228236e-15,1.8083236351039722e-09,2.2802094126652338e-09,6.9458447102483982e-10,5.4250608919257294e-11,5.0800634675516165e-15,9.3468110634296224e-18,1.3108705330237094e-14,5.6261765888151568e-20,1.6963719690151143e-12,3.334950369206407e-17,9.6333847748211716e-26,2.3029723155026218e-11,4.7939682360860777e-19,3.0690373245891805e-18,6.1058272510645998e-31,8.6449720701675162e-18,3.1431462644366251e-36,4.4661447116675274e-30,1.0434980204929091e-27,7.6383028983729679e-24,5.3795807448929427e-26,7.0970118239084449e-16
0.13013933097642033,0.0019278029900283216,0.84210526299999999,0.0,0.0,0.0,0.052631573496005578,0.10526315058276324,7.1131239317561484e-12,9.3450197483471612e-10,3.4336493315434625e-09,1.5230395199567992e-22,5.769071760414986e-15,1.9778024237018793e-09,2.4928434877700128e-09,7.4190245608141485e-10,5.8283760640281444e-11,5.4615948833645071e-15,1.0045515311921574e-17,1.5074666151479767e-14,6.1585715562057203e-20,1.8987321913324356e-12,3.6505331055038996e-17,1.1562617489038535e-25,2.5210590671977106e-11,5.1540626383156288e-19,3.2907523636177353e-18,6.691271500980769e-31,9.6826418127765852e-18,3.7754649407876289e-36,5.5678030249730496e-30,1.1961766810434799e-27,8.7558960928332428e-24,6.1666905138586093e-26,8.2506822943295055e-16
0.1338820328735499,0.001927802989588463,0.84210526299999999,0.0,0.0,0.0,0.052631573061097066,0.1052631500216088,7.6218899775084461e-12,9.8959740487552224e-10,3.6792450222743093e-09,1.6319766662663468e-22,6.1825760294514296e-15,2.1597479474633649e-09,2.720799941904875e-09,7.918410789186522e-10,6.2572104873585338e-11,5.867828111232077e-15,1.0789394097958156e-17,1.7308907915480829e-14,6.7310245040481646e-20,2.1200672208060302e-12,3.9898607155973898e-17,1.383389306815137e-25,2.7554438280750102e-11,5.5374785531574192e-19,3.5258349754155528e-18,7.3222024018750604e-31,1.0818977345435765e-17,4.5208487235534044e-36,6.9217747464545325e-30,1.3694366300999632e-27,1.0024142403229811e-23,7.0599037736722475e-26,9.5722734525694705e-16
0.1376247347706795,0.0019278029891223458,0.84210526299999999,0.0,0.0,0.0,0.052631572597687221,0.10526314942450422,8.1612186947745788e-12,1.0479832651751463e-09,3.9395941653330538e-09,1.7474578979709864e-22,6.6212509523965648e-15,2.3549445962126629e-09,2.9650109471723722e-09,8.4456418368613284e-10,6.7132039065657021e-11,6.3004174926554316e-15,1.1581470104653074e-17,1.9845888553251586e-14,7.3461912445463295e-20,2.3617986271173617e-12,4.3545074631653189e-17,1.6501749044490499e-25,3.0071828813770472e-11,5.94577884950826e-19,3.775066531014552e-18,8.0018654165066476e-31,1.2061626068285287e-17,5.3976468790899666e-36,8.5825485029630828e-30,1.5659247409040613e-27,1.1462416700574293e-23,8.0728660532451472e-26,1.1084357321760076e-15
0.14136743666780907,0.001927802988628419,0.84210526299999999,0.0,0.0,0.0,0.052631572104051054,0.10526314878927431,8.7328883511030294e-12,1.1098657845981209e-09,4.2155551730676544e-09,1.8698639751122295e-22,7.0866622996527736e-15,2.5642267674970526e-09,3.2264665665730798e-09,9.0024615923100681e-10,7.1981110833595645e-11,6.7611406850909004e-15,1.2424990513763289e-17,2.2724349537465721e-14,8.0069143422259079e-20,2.6254424053835927e-12,4.7461583103957847e-17,1.962874356444884e-25,3.2774035051295754e-11,6.3806430052542309e-19,4.039274411923612e-18,8.7337646223108046e-31,1.3418784222725329e-17,6.4270001594539245e-36,1.0615888488213239e-29,1.7886211807383276e-27,1.3092533538363006e-23,9.2209411255924882e-26,1.2812405259891787e-15
0.14511013856493865,0.00192780298810504,0.84210526299999999,0.0,0.0,0.0,0.052631571578357898,0.10526314811361168,9.3387807417331448e-12,1.1754629517197791e-09,4.508036432562872e-09,1.9995978246932481e-22,7.5804787099528891e-15,2.7884823200803435e-09,3.5062185544271119e-09,9.5907253091487993e-10,7.7138105804896447e-11,7.2519088400557592e-15,1.332344550074058e-17,2.5987838129154708e-14,8.7162380524958053e-20,2.9126156458438541e-12,5.1666177740182811e-17,2.3286567190067229e-25,3.5673092839672429e-11,6.8438767437785229e-19,4.3193345943501739e-18,9.5216869162447565e-31,1.4899241110495182e-17,7.6332509980655691e-36,1.3101098212435812e-29,2.0408808352584106e-27,1.4939050375018551e-23,1.0521424564382501e-25,1.4785152731955052e-15
0.14885284046206823,0.0019278029875504689,0.84210526299999999,0.0,0.0,0.0,0.052631571018664849,0.10526314739506865,9.9808868525393723e-12,1.2450053141768907e-09,4.8179990391626951e-09,2.1370857531709994e-22,8.1044786738770886e-15,3.0286562852574836e-09,3.8053844135259392e-09,1.0212405997355186e-09,8.2623143125035865e-11,7.7747777299393675e-15,1.4280588446929227e-17,2.9685290680578178e-14,9.4774246618673491e-20,3.2250437413119571e-12,5.6178196105380176e-17,2.7557311914469348e-25,3.8781858615914432e-11,7.3374225702577007e-19,4.6161743704997212e-18,1.0369728887868685e-30,1.651242752607653e-17,9.0444165353398432e-36,1.6133733489117077e-29,2.3264800039640654e-27,1.7029609380599577e-23,1.1993784475001826e-25,1.7035009559627026e-15
0.1525955423591978,0.0019278029869628642,0.84210526299999999,0.0,0.0,0.0,0.052631570422909654,0.10526314663104851,1.0661312804238564e-11,1.3187368222215472e-09,5.1464596657489724e-09,2.2827787191650788e-22,8.6605580645973741e-15,3.2857548577398732e-09,4.1251517290607749e-09,1.0869601314105664e-09,8.8457779366676604e-11,8.3319599302135871e-15,1.5300458061676999e-17,3.3871686914461639e-14,1.0293972382807525e-19,3.564568181837776e-12,6.1018374231513141e-17,3.2534918698973768e-25,4.2114071752186326e-11,7.8633713090637376e-19,4.9307752130399523e-18,1.128232669035404e-30,1.8268468863071348e-17,1.0692733948268207e-35,1.9828850778742763e-29,2.6496690240507071e-27,1.9395322638745336e-23,1.3659932788453074e-25,1.9598521295110006e-15
0.1563382442563274,0.001927802986340276,0.84210526299999999,0.0,0.0,0.0,0.052631569788903293,0.10526314581879635,1.1382286087695262e-11,1.3969157197623805e-09,5.4944935725208074e-09,2.4371536684881071e-22,9.2507382603321527e-15,3.5608496899468609e-09,4.4667828010725867e-09,1.1564540983654207e-09,9.4665121632781784e-11,8.9258381557385744e-15,1.6387402592771561e-17,3.8608781657515474e-14,1.1169634854996143e-19,3.9331549912774767e-12,6.6208962220025176e-17,3.8326810475551135e-25,4.5684422176993598e-11,8.4239747351834329e-19,5.2641757881755692e-18,1.2264289055508122e-30,2.0178243411853418e-17,1.261528382848525e-35,2.4324890386028695e-29,3.0152311982223883e-27,2.2071203493064086e-23,1.5544529054325125e-25,2.2516888065193054e-15
0.16008094615345697,0.001927802985680639,0.84210526299999999,0.0,0.0,0.0,0.05263156911432193,0.10526314495538905,1.2146162099848086e-11,1.4798154863169803e-09,5.8632377618701963e-09,2.6007149335358769e-22,9.8771749089029219e-15,3.8550825157506706e-09,4.83161959897737e-09,1.2299594778396505e-09,1.0126995076445796e-10,9.558979868327023e-15,1.7546106336887101e-17,4.3965922438627303e-14,1.21084425323779e-19,4.3329038663068734e-12,7.1773851009400841e-17,4.5055752430278418e-25,4.9508623776025959e-11,9.021659411758132e-19,5.6174751242693657e-18,1.3320834040758314e-30,2.2253446429693522e-17,1.4854709031229808e-35,2.9788323620991913e-29,3.4285491581213804e-27,2.5096652321582893e-23,1.7675322566905608e-25,2.5836548018185567e-15
0.16382364805058655,0.0019278029849817704,0.84210526299999999,0.0,0.0,0.0,0.052631568396698428,0.10526314403772499,1.2955430989385502e-11,1.5677258334606294e-09,6.2538942827574122e-09,2.7739956989906149e-22,1.0542167390443598e-14,4.1696701321674387e-09,5.2210890637153232e-09,1.307728109616334e-09,1.0829885567695325e-10,1.0234153295715731e-14,1.8781618703139125e-17,5.0020964571285817e-14,1.3114726142440197e-19,4.766058084924812e-12,7.773871143008307e-17,5.2861967058280707e-25,5.3603494126956561e-11,9.659041866711402e-19,5.9918359421807259e-18,1.4457629932112182e-30,2.4506660636970798e-17,1.7460042717475555e-35,3.6419210296723136e-29,3.895679516475459e-27,2.8516002983895052e-23,2.0083537222470776e-25,2.9609833390264901e-15
