Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41)
0.036984567954680386,0.0033148349515731783,0.84210526299999999,0.0,0.0,0.0,0.052601225098735271,0.10522854777309219,1.5368649519729397e-07,4.1735454875241409e-06,2.0328835894880965e-06,4.7695728338496721e-18,5.7698270554344284e-10,2.7443965399074262e-05,2.6534760290528777e-05,1.0021254229798566e-06,1.0066745472646737e-07,7.6337380515924404e-11,3.0159531569540942e-12,2.9465878302376696e-09,3.2213797273804409e-13,5.4185298654919338e-07,4.4538921655184739e-12,1.5262239314377932e-16,7.4870808053465845e-08,2.422701547602741e-13
0.037113385826313246,0.003314834772507288,0.84210526299999999,0.0,0.0,0.0,0.052600328342603128,0.10522754866607051,1.5605683551625702e-07,4.2629497246008901e-06,2.064209417871191e-06,4.84307852905429e-18,5.9561493365625444e-10,2.82735022225714e-05,2.7356248983242417e-05,1.0363929502853463e-06,1.0431855437211369e-07,7.8945386236478938e-11,3.1164874351203192e-12,3.0381416061152074e-09,3.3912985495223713e-13,5.6884776507095384e-07,4.6887781768541426e-12,1.626971541596699e-16,7.7562093520052299e-08,2.5112257811685776e-13
0.037242203697946105,0.003314834590923695,0.84210526299999999,0.0,0.0,0.0,0.052599403834549668,0.10522651932729114,1.5846138131727394e-07,4.3538770953193784e-06,2.0959861076945586e-06,4.9176427011148338e-18,6.1484379115902019e-10,2.9128657656321382e-05,2.82045155219322e-05,1.0718338628356942e-06,1.0809308640656868e-07,8.1637921299744738e-11,3.2202170812836502e-12,3.1324459222147247e-09,3.5704105079592235e-13,5.9726711401239571e-07,4.9363685549791534e-12,1.7345753391178436e-16,8.0348020758747807e-08,2.6029249713074181e-13
0.037371021569578965,0.003314834406833059,0.84210526299999999,0.0,0.0,0.0,0.052598450717370702,0.10522545882570791,1.6090058634495832e-07,4.4463485204286299e-06,2.1282195877023409e-06,4.9932793011894044e-18,6.3468757642111466e-10,3.0010198205295112e-05,2.9080433123051191e-05,1.1084883882679939e-06,1.1199493092745964e-07,8.4417568833054224e-11,3.3272386883403552e-12,3.2295803535207132e-09,3.7592169088460213e-13,6.2718810110386513e-07,5.1973557551081254e-12,1.8495095956931052e-16,8.3231796223122496e-08,2.6979118588154523e-13
0.037499839441211824,0.0033148342202494966,0.84210526299999999,0.0,0.0,0.0,0.052597468108180577,0.10522436620136304,1.6337491193069065e-07,4.5403854998439588e-06,2.1609158837672971e-06,5.0700025107642462e-18,6.5516515706892476e-10,3.0918911516405762e-05,2.9984902852040041e-05,1.1463982144564494e-06,1.1602809211854937e-07,8.728699123051526e-11,3.4376518205385152e-12,3.3296267087268816e-09,3.9582465523279901e-13,6.5869199530539605e-07,5.4724701850741552e-12,1.9722816243767066e-16,8.6216731171461889e-08,2.7963033578149677e-13
0.037628657312844684,0.0033148340311905016,0.84210526299999999,0.0,0.0,0.0,0.052596455097618532,0.10522324046441689,1.6588482708121107e-07,4.6360101544781267e-06,2.1940811199209291e-06,5.1478267442125698e-18,6.7629598810695318e-10,3.1855606933157438e-05,3.0918854555862431e-05,1.1856065521069e-06,1.2019670213693193e-07,9.0248933331901215e-11,3.5515591341404598e-12,3.4326691675594546e-09,4.1680572634691764e-13,6.9186449715888227e-07,5.7624823129838966e-12,2.1034341012607857e-16,8.930624520935549e-08,2.8982207389538118e-13
0.03775747518447754,0.0033148338396772163,0.84210526299999999,0.0,0.0,0.0,0.052595410749026246,0.10522208059414355,1.6843080874730556e-07,4.7332452643221568e-06,2.2277215217539079e-06,5.2267666569351156e-18,6.981001340512417e-10,3.2821116062220662e-05,3.1883247832360746e-05,1.2261582013347628e-06,1.2450502615321344e-07,9.3306225395717645e-11,3.6690664901592361e-12,3.5387943479915898e-09,4.3892375235352842e-13,7.2679598203945205e-07,6.068204916771603e-12,2.2435475427279712e-16,9.2503869955063788e-08,3.003789811375781e-13
0.0378862930561104,0.0033148336457347223,0.84210526299999999,0.0,0.0,0.0,0.052594334097595605,0.10522088553788952,1.7101334229182863e-07,4.8321143030125774e-06,2.2618434224428596e-06,5.3068371596703527e-18,7.2059829435306776e-10,3.3816293352381682e-05,3.2879073038363336e-05,1.2680996223526044e-06,1.2895746829265376e-07,9.6461786542638126e-11,3.790283084443888e-12,3.6480913797565627e-09,4.6224082012858194e-13,7.6358175706322697e-07,6.3904954709776195e-12,2.3932429567030081e-16,9.5813252834841973e-08,3.1131411231344842e-13
0.03801511092774326,0.00331483344939229,0.84210526299999999,0.0,0.0,0.0,0.052593224149482656,0.10521965420998795,1.7363292198657269e-07,4.9326414746725174e-06,2.2964532691541877e-06,5.3880534336937829e-18,7.4381182843322999e-10,3.4842016692568954e-05,3.3907352341108274e-05,1.3114790098429666e-06,1.3355857731971752e-07,9.9718628327732089e-11,3.9153215827411084e-12,3.7606520014402857e-09,4.8682243657702975e-13,8.0232233241223446e-07,6.7302586454289431e-12,2.5531846859556239e-16,9.9238161036557472e-08,3.2264101708006372e-13
0.03814392879937612,0.0033148332506836437,0.84210526299999999,0.0,0.0,0.0,0.052592079880885538,0.10521838549062497,1.7629005140789295e-07,5.0348517547298459e-06,2.3315576281009886e-06,5.4704309428744627e-18,7.6776278100030499e-10,3.5899188031738247e-05,3.4969140815654239e-05,1.3563463710081542e-06,1.3831305237908065e-07,1.0307985825915608e-10,4.0442982540182167e-12,3.8765706499407856e-09,5.1273772218024973e-13,8.4312370792226212e-07,7.0884489728474155e-12,2.7240834520588981e-16,1.0278248563610296e-07,3.3437376131038692e-13
0.03827274667100898,0.0033148330496472435,0.84210526299999999,0.0,0.0,0.0,0.052590900237086083,0.1052170782246578,1.7898524377895799e-07,5.1387709325846211e-06,2.3671631888822118e-06,5.5539854440622515e-18,7.9247390953307536e-10,3.6988734019084134e-05,3.60655275896136e-05,1.4027536077459433e-06,1.4322574934852577e-07,1.0654868360974631e-10,4.1773331148193677e-12,3.9959445516305826e-09,5.4005961638458657e-13,8.8609767588608446e-07,7.4660736794617254e-12,2.9066996162565789e-16,1.0645024589706944e-07,3.4652694986015704e-13
0.03840156454264184,0.003314832846326593,0.84210526299999999,0.0,0.0,0.0,0.05258968413145311,0.10521573122038402,1.8171902236475757e-07,5.2444256546628865e-06,2.4032767695098095e-06,5.6387329990991439e-18,8.1796871349420308e-10,3.8111606663747248e-05,3.7197637037367454e-05,1.4507546034143991e-06,1.4830168760516912e-07,1.1012841549707571e-10,4.3145500836466592e-12,4.118873821374868e-09,5.6886509448165637e-13,9.3136214105206127e-07,7.8641956736688179e-12,3.1018466740151199e-16,1.1024559374680577e-07,3.5911575074613081e-13
0.0385303824142747,0.003314832640770576,0.84210526299999999,0.0,0.0,0.0,0.052588430444405643,0.10521434324825817,1.8449192093288205e-07,5.3518434681911422e-06,2.4399053222974438e-06,5.7246899888663495e-18,8.4427146451616886e-10,3.9268784015311119e-05,3.8366630026723505e-05,1.5004053144317567e-06,1.5354605696861625e-07,1.1382247308152092e-10,4.4560771398363136e-12,4.2454615652502112e-09,5.9923539740578272e-13,9.7904145881350178e-07,8.2839367123281581e-12,3.310394997760266e-16,1.1417281843908776e-07,3.7215592034188851e-13
0.03865920028590756,0.003314832433033802,0.84210526299999999,0.0,0.0,0.0,0.052587138022333633,0.10521291303955281,1.8730448422346267e-07,5.4610528664683228e-06,2.4770559398599827e-06,5.8118731276094202e-18,8.714072379286591e-10,4.0461270866761046e-05,3.9573705220930103e-05,1.5517638668443999e-06,1.5896422496776925e-07,1.1763438794588402e-10,4.602046489344127e-12,4.3758139867535322e-09,6.3125627599555544e-13,1.0292667926718393e-06,8.7264807660594477e-12,3.5332758468336248e-16,1.1823635141552659e-07,3.856638297810967e-13
0.03878801815754042,0.003314832223176977,0.84210526299999999,0.0,0.0,0.0,0.052585805676474411,0.10521143928496138,1.9015726839937722e-07,5.5720833359249572e-06,2.5147358608397344e-06,5.9002994766389824e-18,8.9940194610016262e-10,4.1690099480937786e-05,4.0820100438883609e-05,1.6048906580746457e-06,1.6456174457387098e-07,1.2156780874078576e-10,4.752594740557192e-12,4.5100404983580233e-09,6.650182499435815e-13,1.0821764921566395e-06,9.1930775865425587e-12,3.7714856667723409e-16,1.2244077137652528e-07,3.996564928525749e-13
0.03891683602917328,0.0033148320112672937,0.84210526299999999,0.0,0.0,0.0,0.052584432181742587,0.10520992063313978,1.9305084149424614e-07,5.6849654048046449e-06,2.5529524755912786e-06,5.9899864579512402e-18,9.2828237347868049e-10,4.2956330341160913e-05,4.2107094076563253e-05,1.6598484641864565e-06,1.7034436234718175e-07,1.2562650606906371e-10,4.9078630891400481e-12,4.6482538381272826e-09,7.0061688217265587e-13,1.1379164924475612e-06,9.6850464858983827e-12,4.026090698403186e-16,1.2679080957169034e-07,4.1415159537174476e-13
0.03904565390080614,0.003314831797378852,0.84210526299999999,0.0,0.0,0.0,0.052583016275511311,0.10520835568918367,1.9598578387843886e-07,5.7997306932238903e-06,2.5917133320924297e-06,6.0809518683988116e-18,9.5807621319912798e-10,4.4261052926725667e-05,4.34360065929044e-05,1.7167025530420993e-06,1.7631802694991107e-07,1.2981437757725867e-10,5.0679975107442724e-12,4.7905701904120775e-09,7.3815307003830028e-13,1.1966407370060177e-06,1.0203780347392194e-11,4.298231917827095e-16,1.3129135531983993e-07,4.2916752598547494e-13
0.039174471772439,0.0033148315815931086,0.84210526299999999,0.0,0.0,0.0,0.052581556656342406,0.10520674301303895,1.9896268874193957e-07,5.9164119645666434e-06,2.6310261420651551e-06,6.1732138943759025e-18,9.8881210543146443e-10,4.5605386514120116e-05,4.4808202063443054e-05,1.775520803682821e-06,1.824888980793557e-07,1.3413545328392258e-10,5.233148962689178e-12,4.9371093111494772e-09,7.7773335459690093e-13,1.2585116246190091e-06,1.0750749884495729e-11,4.5891303322923697e-16,1.3594746176975045e-07,4.4472340853754576e-13
0.03930328964407186,0.003314831363999346,0.84210526299999999,0.0,0.0,0.0,0.052580051982663127,0.10520508111784098,2.0198216258334526e-07,6.0350431783681455e-06,2.6708987871633843e-06,6.2667911266827824e-18,1.020519677663892e-09,4.6990481004957086e-05,4.6225089805266676e-05,1.8363738322476589e-06,1.8886335587745004e-07,1.3859390118045028e-10,5.4034735959462809e-12,5.087994658746811e-09,8.1947024884054449e-13,1.3237004823594606e-06,1.1327508160623838e-11,4.9000926596930099e-16,1.4076435191397068e-07,4.6083913614733542e-13
0.039432107515704716,0.003314831144695182,0.84210526299999999,0.0,0.0,0.0,0.052578500871386873,0.10520336846817992,2.0504482569970554e-07,6.1556595448412409e-06,2.7113393251570001e-06,6.3617025754051241e-18,1.0532295869564106e-09,4.8417517781662944e-05,4.7688126077042803e-05,1.899335124779608e-06,1.9544801082376035e-07,1.4319403310792362e-10,5.5791329775754563e-12,5.2433535305872427e-09,8.6348258608995912e-13,1.3923880660592984e-06,1.1935695385861034e-11,5.2325174203219084e-16,1.4574742486876293e-07,4.7753540706968911e-13
0.039560925387337575,0.0033148309237871062,0.84210526299999999,0.0,0.0,0.0,0.052576901896475167,0.10520160347828782,2.0815131267847108e-07,6.2782975810706664e-06,2.7523559961281219e-06,6.457967684848406e-18,1.0869735641868466e-09,4.9887710591875162e-05,4.9198815858063527e-05,1.9644811773164839e-06,2.022497141155711e-07,1.4794031090736434e-10,5.7602943235342456e-12,5.4033172047648116e-09,9.0989589001881004e-13,1.4647650899894946e-06,1.2577044010887341e-11,5.5879014710662763e-16,1.5090226243343487e-07,4.9483376238959509e-13
0.039689743258970435,0.0033148307013910537,0.84210526299999999,0.0,0.0,0.0,0.052575253587438218,0.10519978451014388,2.1130227289365033e-07,6.4029951688370538e-06,2.7939572287065865e-06,6.5556063485925374e-18,1.1217844603950528e-09,5.1402306462408273e-05,5.0758714710394963e-05,2.0318916436903219e-06,2.0927556856334843e-07,1.5283735285709196e-10,5.947130742379311e-12,5.568021087146241e-09,9.5884276778482983e-13,1.5410327875567467e-06,1.3253384138335002e-11,5.9678470151177851e-16,1.5623463594262927e-07,5.1275662565467842e-13
0.039818561130603294,0.003314830477633015,0.84210526299999999,0.0,0.0,0.0,0.052573554427771202,0.10519790987149366,2.1449837100585926e-07,6.5297916140803834e-06,2.836151646339433e-06,6.6546389246563435e-18,1.1576962953504417e-09,5.2962586643664635e-05,5.2369430728431546e-05,2.1016494914712963e-06,2.165329400347006e-07,1.5788994041627815e-10,6.1398214905797591e-12,5.737604864160981e-09,1.0104633277059548e-12,1.6214035049501931e-06,1.3966649271261396e-11,6.3740691232469391e-16,1.6175051342587097e-07,5.3132734456730524e-13
0.039947379002236154,0.0033148302526496867,0.84210526299999999,0.0,0.0,0.0,0.052571802853323121,0.10519597781377828,2.1774028746402032e-07,6.6587277080750399e-06,2.8789480735637223e-06,6.7550862507022e-18,1.1947443084325609e-09,5.4569867585431792e-05,5.403262658040895e-05,2.1738411665098311e-06,2.2402946947056376e-07,1.6310302528778926e-10,6.3385522399456459e-12,5.9122126615560194e-09,1.0649056230840844e-12,1.7061013297970611e-06,1.4718882420678814e-11,6.8084038053785973e-16,1.6745606708958794e-07,5.5057023484423828e-13
0.04007619687386901,0.003314830026589165,0.84210526299999999,0.0,0.0,0.0,0.052569997250595392,0.10519398652996863,2.2102871900633538e-07,6.7898457903949165e-06,2.9223555422502437e-06,6.8569696592072785e-18,1.2329650119070463e-09,5.6225501945015017e-05,5.5750021646669232e-05,2.2485567665590566e-06,2.3177308549601271e-07,1.6848173681073775e-10,6.5435153575792977e-12,6.091993209157176e-09,1.1223261239540682e-12,1.7953627570192479e-06,1.55122425964841e-11,7.2728166740366554e-16,1.7335768113757498e-07,5.7051062634882736e-13
0.04020501474550187,0.003314829799611683,0.84210526299999999,0.0,0.0,0.0,0.052568135954966566,0.10519193415230033,2.2436437915907319e-07,6.9231898137204848e-06,2.9663832977976949e-06,6.9603109925562429e-18,1.2723962466999629e-09,5.7930879628599739e-05,5.7523394259697567e-05,2.3258902244925778e-06,2.3977201765377962e-07,1.7403138969599521e-10,6.7549101988612308e-12,6.2771000117031814e-09,1.1828902186358726e-12,1.8894373942289926e-06,1.6349011707498339e-11,7.76941224449249e-16,1.7946195994649506e-07,5.9117491161455607e-13
0.04033383261713473,0.0033148295718903984,0.84210526299999999,0.0,0.0,0.0,0.052566217248840072,0.10518981874990403,2.2774799873239577e-07,7.0588054105273043e-06,3.0110408052659173e-06,7.0651326180313745e-18,1.3130772407839903e-09,5.9687428866691922e-05,5.9354584051196202e-05,2.40593950166491e-06,2.4803481029083015e-07,1.7975749211961518e-10,6.9729434140453749e-12,6.4676915258826159e-09,1.2467727470535268e-12,1.9885887091589744e-06,1.7231601897480129e-11,8.3004439200072813e-16,1.8577573661369231e-07,6.1259059688890835e-13
0.04046265048876759,0.0033148293436122346,0.84210526299999999,0.0,0.0,0.0,0.052564239359711246,0.10518763832632648,2.3118032631229949e-07,7.196739961705501e-06,3.0563377554347084e-06,7.1714574426715866e-18,1.3550486702860914e-09,6.1496617324464071e-05,6.1245494411735281e-05,2.4888067919933244e-06,2.5657033712750279e-07,1.8566575418881776e-10,7.1978292690297632e-12,6.6639313437136687e-09,1.3141585679338847e-12,2.0930948217880368e-06,1.8162563346014867e-11,8.868324714378761e-16,1.9230608189539729e-07,6.3478635583016482e-13
0.04059146836040045,0.0033148291149787713,0.84210526299999999,0.0,0.0,0.0,0.052562200458150195,0.10518539081693636,2.346621287471648e-07,7.3370426671741526e-06,3.1022840707670116e-06,7.2793089279539788e-18,1.3983527234273506e-09,6.3359953247816065e-05,6.3198095068809799e-05,2.5745987373724364e-06,2.6538781653960762e-07,1.9176209679533384e-10,7.4297899808768933e-12,6.8659883823834895e-09,1.3852431621611171e-12,2.2032493439999557e-06,1.9144592565404389e-11,9.4756387681363308e-16,1.9906031355426928e-07,6.5779208599521676e-13
0.04072028623203331,0.003314828886207203,0.84210526299999999,0.0,0.0,0.0,0.052560098655696413,0.10518307408620964,2.3819419162707196e-07,7.4797646185609401e-06,3.1488899112507048e-06,7.3887111042410636e-18,1.443033167413485e-09,6.5278986645919202e-05,6.5214424789428421e-05,2.6634266550685614e-06,2.7449682758640039e-07,1.9805266087190238e-10,7.6690560686971614e-12,7.0740370806514584e-09,1.4602332747148893e-12,2.3193622698018836e-06,2.0180541226750579e-11,1.0125153719192528e-15,2.0604600613608623e-07,6.8163896826548312e-13
0.04084910410366617,0.00331482865753135,0.84210526299999999,0.0,0.0,0.0,0.052557932002661525,0.10518068592488794,2.4177731975414186e-07,7.6249588740173383e-06,3.1961656800945001e-06,7.4996885849401331e-18,1.4891354184004268e-09,6.7255310510955753e-05,6.7296594213670646e-05,2.7554067777802455e-06,2.8390732681891918e-07,2.0454381706822418e-10,7.9158667205291029e-12,7.2882576019016641e-09,1.5393475977731958e-12,2.4417609193317014e-06,2.1273425550502874e-11,1.0819833993536765e-15,2.1327100119626927e-07,7.0635952936611096e-13
0.04097792197529903,0.003314828429202752,0.84210526299999999,0.0,0.0,0.0,0.052555698485835613,0.10517822404700453,2.4541233760233173e-07,7.7726805352395633e-06,3.2441220292556559e-06,7.6122665803265946e-18,1.5367066146619632e-09,6.929056207570359e-05,6.94467888259768e-05,2.8506605070935917e-06,2.9362966590398836e-07,2.1124217586288809e-10,8.1704701768607688e-12,7.508836043916986e-09,1.6228174977413204e-12,2.5707909400995422e-06,2.2426436299193681e-11,1.1562855086735307e-15,2.2074341799783315e-07,7.3198770764084087e-13
0.04110673984693189,0.003314828201491819,0.84210526299999999,0.0,0.0,0.0,0.052553396026093185,0.10517568608677033,2.4910008976510832e-07,7.9229868267682433e-06,3.2927698647769905e-06,7.7264709109830973e-18,1.5857956930899084e-09,7.138642410954876e-05,7.1667272071283366e-05,2.9493146811050542e-06,3.0367461010047236e-07,2.1815459812819751e-10,8.4331241314540152e-12,7.7359646554321183e-09,1.7108877891627018e-12,2.7068173691391627e-06,2.3642949412726909e-11,1.2357618912601781e-15,2.2847166470330377e-07,7.5855892225288193e-13
0.04123555771856475,0.0033148279746890675,0.84210526299999999,0.0,0.0,0.0,0.052551022475894146,0.10517306959531396,2.5284144138922786e-07,8.0759371776447468e-06,3.342120351908068e-06,7.842328020800352e-18,1.6364534691635616e-09,7.3544626253430176e-05,7.3960388623481001e-05,3.0515018570305141e-06,3.1405335762643908e-07,2.2528820616580188e-10,8.704096150172778e-12,7.9698420595283593e-09,1.8038175586664806e-12,2.8502257599909419e-06,2.4926537329286083e-11,1.3207770301514732e-15,2.3646445008413934e-07,7.8611014599220063e-13
0.04136437559019761,0.003314827749106439,0.84210526299999999,0.0,0.0,0.0,0.052548575616675128,0.10517037203726803,2.5663727859269577e-07,8.231593305507293e-06,3.392184919983237e-06,7.9598649894809162e-18,1.6887327205304018e-09,7.5766946394133274e-05,7.6328567814057239e-05,3.157360609668515e-06,3.247775599576336e-07,2.3265039523154607e-10,8.9836641085378074e-12,8.2106734839074543e-09,1.9018810423188721e-12,3.0014233787012845e-06,2.6280981037808655e-11,1.4117214737391472e-15,2.4473079577222471e-07,8.1467998187894697e-13
0.04149319346183047,0.0033148275250787047,0.84210526299999999,0.0,0.0,0.0,0.052546053156126545,0.10516759078719451,2.6048850886490377e-07,8.3900193032133206e-06,3.4429752670281059e-06,8.0791095444849507e-18,1.7426882743448154e-09,7.8055212078246753e-05,7.8774327229189317e-05,3.2670358466381796e-06,3.3585934309924636e-07,2.4024884556852402e-10,9.272116648755117e-12,8.4586709980698659e-09,2.0053685599710475e-12,3.1608404733037063e-06,2.7710282911029554e-11,1.5090137429427556e-15,2.5328004907907372e-07,8.4430874376265504e-13
0.04162201133346333,0.003314827302964967,0.84210526299999999,0.0,0.0,0.0,0.052543452725350076,0.10516472312584092,2.6439606144691408e-07,8.5512817280773481e-06,3.4945033640655693e-06,8.2000900723565042e-18,1.7983770985156842e-09,8.0411301965980839e-05,8.1300276483979385e-05,3.3806791413683951e-06,3.4731132987448032e-07,2.4809153496760376e-10,9.5697536569789315e-12,8.714053757385837e-09,2.1145875104474813e-12,3.3289316215463259e-06,2.9218680371503697e-11,1.6131023822324944e-15,2.6212189640947432e-07,8.7503854112638357e-13
0.041750829205096186,0.003314827083150259,0.84210526299999999,0.0,0.0,0.0,0.052540771875891623,0.10516176623621928,2.6836088768980483e-07,8.7154496938158445e-06,3.546781459091648e-06,8.3228356293671138e-18,1.8558583970196711e-09,8.2837147324915593e-05,8.390912118297022e-05,3.4984490848741952e-06,3.591466632753557e-07,2.5618675187547479e-10,9.8768867616028173e-12,8.9770482540405999e-09,2.2298634316710072e-12,3.5061771619500568e-06,3.0810660446430386e-11,1.7244681657029815e-15,2.7126637729744394e-07,9.0691336831637091e-13
0.041879647076729046,0.003314826866047256,0.84210526299999999,0.0,0.0,0.0,0.052538008076644223,0.10515871719949908,2.7238396138888821e-07,8.8825949652939159e-06,3.5998220806899273e-06,8.4473759514109118e-18,1.9151937094421127e-09,8.5334733563601213e-05,8.6603667076552549e-05,3.6205116574190731e-06,3.7137903092310917e-07,2.6454310907080341e-10,1.019383985339617e-11,9.2478885748055017e-09,2.3515411301041658e-12,3.693084713622893e-06,3.249097527093728e-11,1.8436264702921319e-15,2.8072389909354388e-07,9.3997919842894707e-13
0.042008464948361905,0.003314826652098096,0.84210526299999999,0.0,0.0,0.0,0.052535158710615475,0.10515557299070501,2.7646627909151142e-07,9.052792056171846e-06,3.6536380412518918e-06,8.5737414630822293e-18,1.9764470149133431e-09,8.7906101804770501e-05,8.9386824423369607e-05,3.7470406212285085e-06,3.8402269068746071e-07,2.7316955792972585e-10,1.052094962833154e-11,9.5268166655673639e-09,2.4799858841698046e-12,3.8901907906193508e-06,3.4264658603307327e-11,1.9711298292057099e-15,2.9050525233381199e-07,9.7428408209850525e-13
0.042137282819994765,0.0033148264417763315,0.84210526299999999,0.0,0.0,0.0,0.052532221071553413,0.10515233047421009,2.8060886037603458e-07,9.2261183295526174e-06,3.7082424397688173e-06,8.7019632858637108e-18,2.0396848406128765e-09,9.0553350497742292e-05,9.2261612569347328e-05,3.8782179354906658e-06,3.9709249751592731e-07,2.8207540330239974e-10,1.0858566153970921e-11,9.8140826025154323e-09,2.615584726638503e-12,4.0980625170220949e-06,3.6137043420021005e-11,2.1075706796500403e-15,3.0062162682183236e-07,1.009878251442449e-12
0.042266100691627624,0.0033148262355890065,0.84210526299999999,0.0,0.0,0.0,0.052529192360425109,0.10514898639901395,2.8481274809950195e-07,9.4026541017337254e-06,3.7636486641596803e-06,8.8320732453506685e-18,2.104976375019837e-09,9.3278637069392964e-05,9.5231164754526601e-05,4.0142341949551421e-06,4.1060393152631451e-07,2.9127031902282285e-10,1.1207053460302282e-11,1.0109944869849996e-08,2.7587478112908313e-12,4.3172994493363595e-06,3.8113780662802224e-11,2.253584320100819e-15,3.1108462845674437e-07,1.0468142294318007e-12
0.042394918563260484,0.00331482603407888,0.84210526299999999,0.0,0.0,0.0,0.052526069681741554,0.10514553739379594,2.8907900861141887e-07,9.5824827491687926e-06,3.8198703930980332e-06,8.96410387743473e-18,2.1723935860929644e-09,9.6084179612849723e-05,9.8298733159451592e-05,4.1552890935200409e-06,4.245731274175998e-07,3.007643640747591e-10,1.1566790155946082e-11,1.041467064384946e-08,2.9099098695276126e-12,4.5485355132287897e-06,4.0200859214785355e-11,2.4098520935527312e-15,3.2190629684132216e-07,1.0851469449697729e-12
0.04252373643489334,0.0033148258378267927,0.84210526299999999,0.0,0.0,0.0,0.052522850039722464,0.10514197996173212,2.9340873193095976e-07,9.7656908187459394e-06,3.8769215972995079e-06,9.098088433367532e-18,2.2420113445696153e-09,9.8972258612810651e-05,0.00010146769420347378,4.3015919142816475e-06,4.3901690525643628e-07,3.105679994369918e-10,1.1938170070671513e-11,1.0728536083084869e-08,3.0695317629628374e-12,4.7924410621121592e-06,4.2404627187777953e-11,2.5771048145064404e-15,3.3309912370561109e-07,1.1249338539742879e-12
0.0426525543065262,0.0033148256474542035,0.84210526299999999,0.0,0.0,0.0,0.052519530334294261,0.10513831047506428,2.9780303188481566e-07,9.9523681414918044e-06,3.93481654022983e-06,9.2340608836219697e-18,2.3139075525778637e-09,0.00010194521870612493,0.00010474155410796991,4.4533620476098414e-06,4.5395280269862257e-07,3.2069210563176904e-10,1.2321602925192051e-11,1.1051826624543674e-08,3.2381021384448496e-12,5.049725065578088e-06,4.473181460813044e-11,2.7561264588682381e-15,3.4467607218300679e-07,1.1662350667752053e-12
0.04278137217815906,0.0033148254636258916,0.84210526299999999,0.0,0.0,0.0,0.052516107356914449,0.10513452516940934,3.0226304620279043e-07,1.0142607949810815e-05,3.9935697781918348e-06,9.3720559204661556e-18,2.3881632777617252e-09,0.00010500547047596419,0.00010812395473814086,4.6108295389064118e-06,4.6939910870690379e-07,3.3114800100053774e-10,1.2717515029225319e-11,1.1384837285363042e-08,3.4161391923587805e-12,5.3211374362128395e-06,4.7189557594183599e-11,2.9477581374658782e-15,3.5665059697708093e-07,1.2091134821515997e-12
0.04291019004979192,0.0033148252870528493,0.84210526299999999,0.0,0.0,0.0,0.052512577786214952,0.1051306201377961,3.0678993656813252e-07,1.0336506998370369e-05,4.0531961597480848e-06,9.5121089591618795e-18,2.4648628931240796e-09,0.00010815549227758658,0.00011161867973776275,4.7742356678026678e-06,4.8537489882864073e-07,3.4194746073171637e-10,1.3126350008833375e-11,1.1727872969844224e-08,3.60419255152479e-12,5.6074715038988838e-06,4.9785424124469445e-11,3.1529023755371539e-15,3.6903666545891933e-07,1.2536349283504282e-12
0.04303900792142478,0.0033148251184953606,0.84210526299999999,0.0,0.0,0.0,0.052508938183457261,0.10512659132441639,3.1138488861950504e-07,1.053416568874215e-05,4.1137108244344487e-06,9.6542561376974962e-18,2.5440942227975714e-09,0.00011139783209332997,0.00011522966097199943,4.9438335606577962e-06,5.0190007209886014e-07,3.5310273666529343e-10,1.3548569564068824e-11,1.2081248781342059e-08,3.8028452784623513e-12,5.909566647308696e-06,5.2527441501930334e-11,3.3725277223254424e-15,3.8184877973621109e-07,1.2998683114433311e-12
0.04316782579305764,0.003314824958766307,0.84210526299999999,0.0,0.0,0.0,0.052505184987791796,0.10512243451807667,3.1604911190135728e-07,1.0735688197909589e-05,4.1751292007179097e-06,9.798534314961549e-18,2.6259486939579821e-09,0.00011473510941407332,0.00011896098529416037,5.1198888383299908e-06,5.1899538963639028e-07,3.6462657789973706e-10,1.3984654257986152e-11,1.244529033859861e-08,4.01271600930729e-12,6.2283110929396562e-06,5.5424125626344834e-11,3.6076737168422401e-15,3.9510199973683596e-07,1.3478857713956233e-12
0.0432966436646905,0.0033148248087346787,0.84210526299999999,0.0,0.0,0.0,0.052501314511313138,0.1051181453453354,3.2078383975941501e-07,1.09411826107498e-05,4.2374670031510839e-06,9.9449810672627542e-18,2.7105214950995913e-09,0.00011817001714396884,0.00012281690165310074,5.3026803013092726e-06,5.3668251500257845e-07,3.7653225222638044e-10,1.4435104338074789e-11,1.2820334095986982e-08,4.2344612331783093e-12,6.5646448927216174e-06,5.8484512193943023e-11,3.8594562379198334e-15,4.0881196735121168e-07,1.3977628462373534e-12
0.04342546153632336,0.003314824669329347,0.84210526299999999,0.0,0.0,0.0,0.052497322933903641,0.10511371926331144,3.2559032917781235e-07,1.1150761056596759e-05,4.3007402286731227e-06,1.0093634683096939e-17,2.7979117408965656e-09,0.00012170532352477124,0.00012680182855881242,5.492500654423765e-06,5.5498405639447146e-07,3.8883356841743621e-10,1.4900440591216561e-11,1.3206727667125622e-08,4.4687777223618179e-12,6.9195630919543595e-06,6.1718189950838301e-11,4.1290732689242218e-15,4.2299493167920274e-07,1.4495786447455339e-12
