Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12)
0.0018471460355336071,0.002901455445155098,0.84210526299999999,0.0,0.0,0.0,0.052629323976464783,0.10526071750606512,1.3841340209006735e-07,2.6796609374718825e-07,3.0397257225719462e-07,8.9971440107150682e-18,1.5994416742935185e-10,1.7950875669517815e-06,1.9053203213753617e-06,9.1792312529067234e-09,6.3246329396638985e-10,1.6221020044356131e-12,4.9431324107472755e-13,4.5411698891777039e-11,4.1833673183463625e-14,1.6117917026500705e-08,8.831126652178801e-14,2.5197057305001535e-18,7.0701277352953889e-10,2.5171366105595742e-14,1.6090145424439838e-12
0.0018723615761452594,0.0029014554226118013,0.84210526299999999,0.0,0.0,0.0,0.052629236684241895,0.10526062227429527,1.4218456551664408e-07,2.787561843884146e-07,3.1225415272806927e-07,9.2422667174980673e-18,1.6494998082329064e-10,1.8693716917250295e-06,1.981614460357191e-06,9.5545567809083765e-09,6.633327345856763e-10,1.7059241470512114e-12,5.1712606975587605e-13,4.7920108036446016e-11,4.3695370014601437e-14,1.6994900904124161e-08,9.2241250229138138e-14,2.7291905609524064e-18,7.4940593477592762e-10,2.6487270143753686e-14,1.6543624763319204e-12
0.0018975771167569118,0.0029014553994820536,0.84210526299999999,0.0,0.0,0.0,0.052629146689607026,0.10526052399840774,1.4602786099569611e-07,2.8998627577722283e-07,3.2069411052088061e-07,9.4920771644699423e-18,1.7009906314313194e-10,1.9460846464251736e-06,2.060294737121076e-06,9.9457105603650063e-09,6.9583991017668625e-10,1.7938704798205329e-12,5.4098011699870178e-13,5.0545868405741056e-11,4.562914870519869e-14,1.7910801864541975e-08,9.6323389473347469e-14,2.954020646335695e-18,7.9407782686685001e-10,2.786910641561817e-14,1.7006786653514424e-12
0.001922792657368564,0.0029014553757489314,0.84210526299999999,0.0,0.0,0.0,0.052629053913887475,0.10526042258606952,1.4994457720059748e-07,3.0167355896706246e-07,3.2929527375680099e-07,9.7466590601482781e-18,1.7539659988452348e-10,2.025299257007833e-06,2.1414297982044414e-06,1.0353354696420537e-08,7.3008069857008663e-10,1.8861445192240786e-12,5.6592272665811053e-13,5.3293838706023471e-11,4.7638000474083272e-14,1.8867128636118786e-08,1.0056399784883175e-13,3.1952095957438352e-18,8.4114388047703978e-10,2.9320212101326092e-14,1.7479844095603283e-12
0.0019480081979802164,0.0029014553513949937,0.84210526299999999,0.0,0.0,0.0,0.052628958275590505,0.10526031794163473,1.5393602800857508e-07,3.1383583296300878e-07,3.3806052580645038e-07,1.0006097748377266e-17,1.8084800871142937e-10,2.1070910141472342e-06,2.2250907903087638e-06,1.0778178091263407e-08,7.6615662300257206e-10,1.9829599727139748e-12,5.9200338779020876e-13,5.6169067490185288e-11,4.972507554120312e-14,1.9865452903736054e-08,1.0496972453003109e-13,3.4538345439475598e-18,8.9072536922355258e-10,3.0844097149246909e-14,1.7963015400191083e-12
0.0019732237385918687,0.0029014553264022714,0.84210526299999999,0.0,0.0,0.0,0.052628859690282005,0.10526020996600591,1.5800355266980468e-07,3.264915252302472e-07,3.4699280565587542e-07,1.0270480219162278e-17,1.8645895068300458e-10,2.1915381900729515e-06,2.3113514727009462e-06,1.1220897616458994e-08,8.0417517249920369e-10,2.0845412483785917e-12,6.1927383312736388e-13,5.9176800235260374e-11,5.1893693034490341e-14,2.0907412669772138e-08,1.0954757517877084e-13,3.7310402110128397e-18,9.4294971540297138e-10,3.244445331573659e-14,1.8456524291830307e-12
0.001998439279203521,0.0029014553007522506,0.84210526299999999,0.0,0.0,0.0,0.05262875807045949,0.10526009855648892,1.6214851598968186e-07,3.3965971274915816e-07,3.560951083011711e-07,1.0539895120352444e-17,1.9223534206963885e-10,2.2787219607590774e-06,2.4002883350804074e-06,1.168225933941265e-08,8.4425013969997266e-10,2.1911239897994901e-12,6.4778814200597556e-13,6.2322486667120451e-11,5.4147351565235145e-14,2.1994715824994395e-08,1.1430493426230091e-13,4.028043242048167e-18,9.9795081228833865e-10,3.4125163681616031e-14,1.8960600016497712e-12
0.002023654819815173,0.0029014552744258595,0.84210526299999999,0.0,0.0,0.0,0.052628653325419106,0.10525998360664152,1.6637230852610432e-07,3.5336014362343803e-07,3.6537048517575929e-07,1.081443277028999e-17,1.9818336678898588e-10,2.3687265337287874e-06,2.4919807212001495e-06,1.2163039806736108e-08,8.8650197702168473e-10,2.3029556373428163e-12,6.7760284794837275e-13,6.5611788342452119e-11,5.6489740520414875e-14,2.3129143943560383e-08,1.1924958888422679e-13,4.3461368483590038e-18,1.0558693639143994e-09,3.5890312671146134e-14,1.9475477452838338e-12
0.002048870360426825,0.002901455247403453,0.84210526299999999,0.0,0.0,0.0,0.052628545361116559,0.1052598650061152,1.7067634680366687e-07,3.6761325924753454e-07,3.7482204461448436e-07,1.1094185171549606e-17,2.0430948949430687e-10,2.4616392817504241e-06,2.586510958545337e-06,1.2664047387461772e-08,9.3105817208870333e-10,2.4202960171895327e-12,7.0877705110993658e-13,6.9050586498866125e-11,5.8924752124123167e-14,2.4312556317355596e-08,1.2438975423835443e-13,4.6866957730583866e-18,1.1168532433344613e-09,3.7744196600732164e-14,2.0001397227391016e-12
0.002074085901038477,0.0029014552196647983,0.84210526299999999,0.0,0.0,0.0,0.052628434080021325,0.10525974264048965,1.7506207354673879e-07,3.8244021703955053e-07,3.8445295235882925e-07,1.1379246025895114e-17,2.1062046934903519e-10,2.5575508827149401e-06,2.6839644943888252e-06,1.3186123679232692e-08,9.7805364341049589e-10,2.5434179594743612e-12,7.4137253581277627e-13,7.2644990184695064e-11,6.1456494324245231e-14,2.5546894246004861e-08,1.2973410080390731e-13,5.0511816061119987e-18,1.1810578703903088e-09,3.96913347861397e-14,2.0538605834015558e-12
0.0020993014416501293,0.00290145519118906,0.84210526299999999,0.0,0.0,0.0,0.052628319380964156,0.1052596163911001,1.7953095793345328e-07,3.9786291374564429e-07,3.9426643210769275e-07,1.1669710750584961e-17,2.1712337452313628e-10,2.6565554659989485e-06,2.7844300385598395e-06,1.3730144980792783e-08,1.0276311573306696e-09,2.6726079469727519e-12,7.754538933981211e-13,7.6401344680801429e-11,6.4089304564840306e-14,2.6834185600088863e-08,1.3529178340967908e-13,5.4411484759003869e-18,1.248646610098369e-09,4.1736481238655626e-14,2.1087355757746494e-12
0.0021245169822617814,0.0029014551619547845,0.84210526299999999,0.0,0.0,0.0,0.052628201158977289,0.10525948613485663,1.8408449587270103e-07,4.1390400932184717e-07,4.0426576611829789e-07,1.1965676496161884e-17,2.2382559744857839e-10,2.7587507656327041e-06,2.8879997132796139e-06,1.429702383431188e-08,1.0799417673211009e-09,2.8081667958476873e-12,8.1108865064094962e-13,8.0326240227515908e-11,6.6827764509361721e-14,2.8176549676384379e-08,1.4107247230453412e-13,5.8582491466723042e-18,1.3197911928209435e-09,4.3884636982370798e-14,2.1647905603302944e-12
0.0021497325228734335,0.0029014551319398825,0.84210526299999999,0.0,0.0,0.0,0.05262807930512705,0.10525935174405536,1.8872421030627548e-07,4.3058695139913277e-07,4.1445429586192693e-07,1.2267242165865575e-17,2.3073487087305966e-10,2.86423828060814e-06,2.9947692104362292e-06,1.4887710641305435e-08,1.1351452767460661e-09,2.9504103700447632e-12,8.4834740398239323e-13,8.442652107068946e-11,6.9676715784885416e-14,2.9576202365332485e-08,1.4708638638230013e-13,6.3042415537631992e-18,1.3946721574610671e-09,4.6141063026617023e-14,2.2220520228488556e-12
0.0021749480634850856,0.0029014551011216144,0.84210526299999999,0.0,0.0,0.0,0.052627953706338576,0.10525921308618105,1.9345165153837431e-07,4.4793600033750051e-07,4.2483542273929803e-07,1.2574508436811118e-17,2.3785928475306995e-10,2.9731234426785794e-06,3.1048379566903271e-06,1.5503195356149262e-08,1.1934107262754152e-09,3.0996703310050696e-12,8.8730395984818541e-13,8.8709294841770091e-11,7.2641276822969563e-14,3.1035461652432916e-08,1.5334432872059711e-13,6.7809958111811349e-18,1.4734793189936705e-09,4.8511294029566659e-14,2.280547088271915e-12
0.0022001636040967377,0.002901455069476576,0.84210526299999999,0.0,0.0,0.0,0.05262782424521209,0.10525907002370079,1.9826839759471255e-07,4.6597625487479536e-07,4.3541260886051193e-07,1.2887577783078949e-17,2.4520730402938602e-10,3.0855157920190951e-06,3.2183092868237253e-06,1.6144509261447306e-08,1.2549169071823769e-09,3.2562949244499431e-12,9.2803548133475125e-13,9.3181942287775196e-11,7.5726860878664193e-14,3.2556753476872411e-08,1.5985772460558425e-13,7.2905017291351022e-18,1.556412261724521e-09,5.1001152691088883e-14,2.3403035350920034e-12
0.00222537914470839,0.002901455036980676,0.84210526299999999,0.0,0.0,0.0,0.052627690799830498,0.10525892241384792,2.0317605461355306e-07,4.8473367837596296e-07,4.4618937789460276e-07,1.3206554500865384e-17,2.5278778733022984e-10,3.2015291611345609e-06,3.3352906257643755e-06,1.6812726829785955e-08,1.319852901821337e-09,3.4206498060818982e-12,9.7062264155875319e-13,9.7852127368092384e-11,7.8939195315559851e-14,3.4142617972430481e-08,1.6663866222804173e-13,7.8348768823311179e-18,1.6436808597522137e-09,5.3616764915191058e-14,2.4013498103037526e-12
0.002250594685320042,0.002901455003609125,0.84210526299999999,0.0,0.0,0.0,0.052627553243557612,0.10525877010839638,2.0817625727100613e-07,5.0423512568845506e-07,4.5716931599383086e-07,1.3531544735845942e-17,2.6061000664957305e-10,3.3212818674214695e-06,3.455893679743597e-06,1.7508967676702888e-08,1.3884186526437253e-09,3.5931189081404461e-12,1.0151497839808385e-12,1.0272780773613549e-10,8.2284342251668229e-14,3.5795716117577299e-08,1.7369993625076747e-13,8.4163752734054255e-18,1.7355058261975539e-09,5.6364575784736642e-14,2.4637150449413316e-12
0.002275810225931694,0.002901454969336416,0.84210526299999999,0.0,0.0,0.0,0.052627411444826772,0.10525861295342452,2.132706692429972e-07,5.2450837060954745e-07,4.6835607279795066e-07,1.3862656512906239e-17,2.6868366805042092e-10,3.4448969148094178e-06,3.580234637065157e-06,1.8234398610013648e-08,1.4608255611760166e-09,3.7741053488509945e-12,1.0617050900301e-12,1.0781724562505561e-10,8.5768720668384692e-14,3.7518836823696899e-08,1.8105509446299572e-13,9.0373966397355793e-18,1.8321192928594747e-09,5.925136639364411e-14,2.5274290702272286e-12
0.002301025766543346,0.002901454934136307,0.84210526299999999,0.0,0.0,0.0,0.052627265266919306,0.10525845078906805,2.1846098370634006e-07,5.4558213397141614e-07,4.7975336252377739e-07,1.4199999768398227e-17,2.7701893344541858e-10,3.572502204928986e-06,3.7084343789906181e-06,1.8990235780975847e-08,1.5372971184537972e-09,3.964032386911218e-12,1.1103807543725975e-12,1.1312901915798187e-10,8.9399130092861154e-14,3.9314904492546808e-08,1.8871848775458408e-13,9.700496456104725e-18,1.9337654220574057e-09,6.228427158446319e-14,2.5925224343577821e-12
0.002326241307154998,0.0029014548979818043,0.84210526299999999,0.0,0.0,0.0,0.052627114567732197,0.10525828344926136,2.2374892388139883e-07,5.6748611234994985e-07,4.9136496514546249e-07,1.4543686385081805e-17,2.8562644350973813e-10,3.7042307582745336e-06,3.8406187012715063e-06,1.9777746943131186e-08,1.6180695684788911e-09,4.1633444232693702e-12,1.1612731681848256e-12,1.1867203410455386e-10,9.3182775972872089e-14,4.1186987076414537e-08,1.9670532366117744e-13,1.0408396690311575e-17,2.040701052527309e-09,6.5470798642058642e-14,2.659026419951061e-12
0.0023514568477666503,0.002901454860845143,0.84210526299999999,0.0,0.0,0.0,0.052626959199534598,0.10525811076146717,2.2913624361885437e-07,5.9025100740345453e-07,5.0319472767097465e-07,1.489383022991467e-17,2.9451734178399224e-10,3.8402209458532512e-06,3.9769185468863219e-06,2.0598253825050548e-08,1.7033926063442332e-09,4.3725080525676094e-12,1.2144831108118995e-12,1.2445553610696085e-10,9.7127296872711461e-14,4.313830467696856e-08,2.0503172375150094e-13,1.1163997373879397e-17,2.153196381352743e-09,6.8818846997186092e-14,2.7269730621829618e-12
0.0023766723883783024,0.002901454822697773,0.84210526299999999,0.0,0.0,0.0,0.052626799008712505,0.10525793254639318,2.3462472803313198e-07,6.139085558476378e-07,5.1524656552034885e-07,1.5250547194855088e-17,3.0370330002784183e-10,3.9806167318357101e-06,4.117470250569369e-06,2.1453134623618707e-08,1.7935301127527224e-09,4.5920131667466263e-12,1.2701159502099253e-12,1.3048912340015658e-10,1.0124079362893994e-13,4.5172238721539523e-08,2.1371478514961359e-13,1.1970389055538487e-17,2.2715356840338252e-09,7.2336728996964993e-14,2.7963951676375668e-12
0.0024018879289899545,0.002901454783510337,0.84210526299999999,0.0,0.0,0.0,0.052626633835501022,0.10525774861769589,2.4021619418508213e-07,6.3849156007355485e-07,5.2752446401136014e-07,1.5613955240845024e-17,3.131965448880736e-10,4.1255679277482216e-06,4.2624157957487583e-06,2.2343826624935633e-08,1.8887609267427238e-09,4.8223741134397654e-12,1.3282818525931354e-12,1.36782760052532e-10,1.0553186061589621e-13,4.7292341758524705e-08,2.2277264650835596e-13,1.2830866211206415e-17,2.3960180749263499e-09,7.6033191802711831e-14,2.8673263338980751e-12
0.0024271034696016066,0.0029014547432526534,0.84210526299999999,0.0,0.0,0.0,0.052626463513703668,0.10525755878167027,2.4591249181653764e-07,6.6403391941556085e-07,5.4003247995833286e-07,1.5984174445142735e-17,3.2300988594819223e-10,4.2752304587735371e-06,4.4119030845430038e-06,2.3271828960381169e-08,1.989379658524233e-09,5.0641309119235006e-12,1.3890960017286309e-12,1.4334678975499649e-10,1.1000961928295627e-13,4.9502347916804305e-08,2.3222455877567493e-13,1.3748941690805308e-17,2.5269583104210873e-09,7.9917440479270078e-14,2.9398009699047546e-12
0.0024523190102132587,0.0029014547018937015,0.84210526299999999,0.0,0.0,0.0,0.052626287870397893,0.1052573628369249,2.5171550413940868e-07,6.9057066207674763e-07,5.5277474338987825e-07,1.6361327052176478e-17,3.3315674523004099e-10,4.4297666427539333e-06,4.5660862214994056e-06,2.4238705505892835e-08,2.0956975444259237e-09,5.3178505295374103e-12,1.4526788283450907e-12,1.5019195018818013e-10,1.1468375413856958e-13,5.1806184077508749e-08,2.4209096112302058e-13,1.4728362289493256e-17,2.6646876373800444e-09,8.399916234388539e-14,3.0138543171066534e-12
0.002477534550824911,0.0029014546594015984,0.84210526299999999,0.0,0.0,0.0,0.052626106725626363,0.10525716057404191,2.5762714868200736e-07,7.1813797771986246e-07,5.657554593914235e-07,1.6745537528092825e-17,3.4365118822164039e-10,4.5893454825195894e-06,4.7251258117928699e-06,2.5246087933043691e-08,2.2080433460562084e-09,5.5841282216440436e-12,1.5191562501471428e-12,1.5732938799940846e-10,1.1956455137027959e-13,5.4207981810207748e-08,2.5239356243490939e-13,1.5773125538825817e-17,2.8095546895028137e-09,8.8288552646882897e-14,3.0895224714339341e-12
0.002502750091436563,0.002901454615743584,0.84210526299999999,0.0,0.0,0.0,0.052625919892073082,0.10525695177522097,2.6364937819532826e-07,7.4677325073232144e-07,5.7897891007845625e-07,1.7136932619175045e-17,3.5450795650931375e-10,4.7541429721953118e-06,4.8891892746413975e-06,2.6295678921081444e-08,2.3267642958888979e-09,5.8635889383613679e-12,1.588659922953338e-12,1.647706744230103e-10,1.2466294030529076e-13,5.6712090129624437e-08,2.6315542879112308e-13,1.6887497822034881e-17,2.9619264344627676e-09,9.2796341660833932e-14,3.1668424061180173e-12
0.002527965632048215,0.0029014545708860064,0.84210526299999999,0.0,0.0,0.0,0.052625727174723601,0.1052567362139061,2.6978418162204527e-07,7.7651509417464021e-07,5.9244945670649014e-07,1.7535641414309468e-17,3.6574250209630345e-10,4.924342418170489e-06,5.0584511727338815e-06,2.7389255539703953e-08,2.4522270915997619e-09,6.1568888014782074e-12,1.6613275035044215e-12,1.7252782157974683e-10,1.2999053793282212e-13,5.9323089133338742e-08,2.7440107740818256e-13,1.8076033927146496e-17,3.1221891748304744e-09,9.7533823259714607e-14,3.2458519953869215e-12
0.002553181172659867,0.0029014545247942904,0.84210526299999999,0.0,0.0,0.0,0.052625528370508774,0.1052565136543951,2.7603358513102017e-07,8.0740338442243024e-07,6.0617154192382433e-07,1.7941795411679653e-17,3.7737102349443882e-10,5.1001347754502617e-06,5.2330935585075807e-06,2.8528672813002735e-08,2.5848189416013621e-09,6.464716655145267e-12,1.7373029245181458e-12,1.8061329949326712e-10,1.3555969672757745e-13,6.2045804585661306e-08,2.8615657754487897e-13,1.9343598162071427e-17,3.2907496059910772e-09,1.0251288507460867e-13,3.3265900390634282e-12
0.0025783967132715193,0.00290145447743294,0.84210526299999999,0.0,0.0,0.0,0.052625323267930818,0.10525628385143034,2.8239965322015614e-07,8.3947929651307002e-07,6.2014969217324391e-07,1.8355528589870387e-17,3.8941050368008271e-10,5.281719000140915e-06,5.4133063381565836e-06,2.9715867475707656e-08,2.7249486643537481e-09,6.7877956941342342e-12,1.8167366825994447e-12,1.8904005386399736e-10,1.4138355603329838e-13,6.4885323517962403e-08,2.9844965891804371e-13,2.0695387167260271e-17,3.4680359344643746e-09,1.0774604031800826e-13,3.4090962880941644e-12
0.0026036122538831714,0.0029014544287655035,0.84210526299999999,0.0,0.0,0.0,0.052625111646671149,0.10525604654976986,2.8888448989046113e-07,8.7278534020923938e-07,6.3438852024888833e-07,1.877697748356603e-17,4.0187875001048175e-10,5.4693024188590502e-06,5.5992876542990147e-06,3.0952861933616375e-08,2.8730478441654322e-09,7.1268851736632896e-12,1.8997861396482463e-12,1.9782152464325917e-10,1.4747609728671263e-13,6.7847010921262609e-08,3.1130982821975092e-13,2.2136954574040365e-17,3.6544990602518282e-09,1.1324646137454218e-13,3.4934114710378434e-12
0.0026288277944948235,0.002901454378754566,0.84210526299999999,0.0,0.0,0.0,0.052624893277178897,0.10525580148373827,2.9549023989423563e-07,9.0736539679276083e-07,6.4889272801459769e-07,1.9206281264030042e-17,4.1479443620190742e-10,5.6631011158925313e-06,5.7912442882797888e-06,3.224176844089494e-08,3.0295720463456659e-09,7.4827822050113007e-12,1.9866158384438962e-12,2.0697166545317142e-10,1.5385220338532289e-13,7.0936527612870702e-08,3.2476849437591175e-13,2.3674237670531448e-17,3.8506138270646823e-09,1.190280152622354e-13,3.579577321541501e-12
0.0026540433351064756,0.002901454327361727,0.84210526299999999,0.0,0.0,0.0,0.052624667920239072,0.10525554837675599,3.0221909006033399e-07,9.4326475660359471e-07,6.6366710929013727e-07,1.9643581824555312e-17,4.2817714647654791e-10,5.8633403389816356e-06,5.989392083137492e-06,3.3584793507794157e-08,3.1950020947252782e-09,7.8563236413791591e-12,2.0773978331237513e-12,2.1650496390067944e-10,1.6052772252770338e-13,7.4159849365326731e-08,3.3885910323939666e-13,2.5313586252144069e-17,4.0568803445328559e-09,1.2510530107507355e-13,3.6676366068339485e-12
0.0026792588757181277,0.0029014542745475894,0.84210526299999999,0.0,0.0,0.0,0.052624435326519559,0.10525528694084584,3.0907327069949887e-07,9.8053015734044689e-07,6.7871655291178593e-07,2.0089023871077478e-17,4.4204742199100411e-10,6.0702549246312196e-06,6.1939563883188538e-06,3.4984242553245031e-08,3.3698454147278702e-09,8.2483880587048681e-12,2.1723120353143263e-12,2.2643646283697883e-10,1.6751953688227593e-13,7.7523287392918925e-08,3.536172824683851e-13,2.706179385023899e-17,4.2738253867564369e-09,1.3149368952475561e-13,3.7576331572661983e-12
0.00270447441632978,0.002901454220271737,0.84210526299999999,0.0,0.0,0.0,0.052624195236095739,0.10525501687611587,3.1605505709281237e-07,1.0192098231412424e-06,6.940460459738882e-07,2.0542755018146654e-17,4.5642680966560242e-10,6.2840897439092673e-06,6.4051725272821256e-06,3.6442524817779954e-08,3.5546374453519295e-09,8.6598978364115889e-12,2.2715465767181139e-12,2.3678178261692416e-10,1.7484563647031043e-13,8.1033510298638875e-08,3.6908099740340407e-13,2.8926131550780186e-17,4.5020038718415924e-09,1.3820936470725352e-13,3.8496118969292613e-12
0.002729689956941432,0.0029014541644927284,0.84210526299999999,0.0,0.0,0.0,0.052623947377951542,0.10525473787021748,3.2316677106636783e-07,1.0593535044637595e-06,7.0966067725806578e-07,2.1004925890456086e-17,4.7133791354040472e-10,6.5051001697341326e-06,6.6232862891920981e-06,3.7962158553278292e-08,3.7499431236110282e-09,9.0918213433456413e-12,2.3752981890051371e-12,2.4755714441612864e-10,1.8252519868125374e-13,8.4697567592669204e-08,3.8529071882473199e-13,3.0914384634791204e-17,4.7420004273619217e-09,1.45269368227902e-13,3.9436188753804529e-12
0.002754905497553084,0.0029014541071680704,0.84210526299999999,0.0,0.0,0.0,0.052623691469455794,0.10525444959777699,3.3041078265531205e-07,1.1010125187890057e-06,7.25565640856909e-07,2.147569023012963e-17,4.8680444879100904e-10,6.7335525667020288e-06,6.8485544459744629e-06,3.9545776507162602e-08,3.9563584451830627e-09,9.5451752344732581e-12,2.4837726019096776e-12,2.5877939466730496e-10,1.9057867387360684e-13,8.8522914902420257e-08,4.0228960354586582e-13,3.3034892294488161e-17,4.9944310470061645e-09,1.5269164582766878e-13,4.0397013005100467e-12
0.002780121038164736,0.002901454048254214,0.84210526299999999,0.0,0.0,0.0,0.052623427215812812,0.1052541517197997,3.3778951186047974e-07,1.1442397921724613e-06,7.4176623999908856e-07,2.195520500997409e-17,5.0285129854483087e-10,6.9697248045581999e-06,7.0812452960659619e-06,4.1196131719878981e-08,4.1745121052325826e-09,1.0021026864219911e-11,2.5971849604849659e-12,2.7046603068084398e-10,1.9902787755296578e-13,9.251744100380628e-08,4.201236888796753e-13,3.5296590703103891e-17,5.2599448440150913e-09,1.6049509666256922e-13,4.1379075725811424e-12
0.002805336578776388,0.0029014539877065394,0.84210526299999999,0.0,0.0,0.0,0.052623154309485533,0.10525384388304519,3.453054305008977e-07,1.189089901671204e-06,7.5826789108297037e-07,2.2443630552905771e-17,5.1950457364674671e-10,7.213906796469829e-06,7.3216392362698265e-06,4.2916103655788646e-08,4.4050672236025395e-09,1.0520496822690027e-11,2.7157602625272225e-12,2.8263522751892745e-10,2.0789608966038888e-13,9.6689496813942903e-08,4.3884210210144844e-13,3.770905974309566e-17,5.5392259073763261e-09,1.6869962539844863e-13,4.2382873194765731e-12
0.0028305521193880403,0.0029014539254793416,0.84210526299999999,0.0,0.0,0.0,0.052622872429590066,0.10525352571937188,3.5296106416551267e-07,1.2356191186780969e-06,7.7507612792594953e-07,2.2941130657765701e-17,5.3679167553164954e-10,7.4664010633162215e-06,7.5700293632033483e-06,4.4708704688985611e-08,4.6487231588168679e-09,1.104476160136697e-11,2.8397338172408304e-12,2.9530586619642222e-10,2.1720816154975839e-13,1.0104792649683172e-07,4.5849728612893013e-13,4.0282573726673208e-17,5.8329952671372866e-09,1.7732619729413878e-13,4.3408914331878333e-12
0.0028557676599996924,0.0029014538615258203,0.84210526299999999,0.0,0.0,0.0,0.05262258124126018,0.10525319684504962,3.6075899426756729e-07,1.2838854531978061e-06,7.9219660623688513e-07,2.3447872731741852e-17,5.5474136237081994e-10,7.7275233252723744e-06,7.8267221059065379e-06,4.6577086967043145e-08,4.9062174156008067e-09,1.1595056395294312e-11,2.969351726283186e-12,3.0849756328654021e-10,2.2699063128210503e-13,1.0560210084594983e-07,4.7914524274336503e-13,4.3028156474877249e-17,6.1420129756155391e-09,1.8639689645778502e-13,4.4457721075823329e-12
0.0028809832006113445,0.002901453795798074,0.84210526299999999,0.0,0.0,0.0,0.052622280394980139,0.1052528568600386,3.6870186020513342e-07,1.3339486991033605e-06,8.096351083191738e-07,2.3964027929622167e-17,5.7338381866889392e-10,7.9976031220259222e-06,8.0920378912680937e-06,4.8524549677288039e-08,5.1783276509070618e-09,1.2172678049154444e-11,3.1048713883972521e-12,3.2223070201374401e-10,2.372718479188457e-13,1.1036195312107316e-07,5.0084579478931652e-13,4.5957641156901032e-17,6.4670803117346663e-09,1.9593498747360851e-13,4.552982877486712e-12
0.0029061987412229966,0.0029014537282470885,0.84210526299999999,0.0,0.0,0.0,0.052621969525884153,0.10525250534723257,3.7679236163138976e-07,1.3858704804163775e-06,8.273975480121813e-07,2.4489771300106928e-17,5.927507284989325e-10,8.27698446303474e-06,8.3663118440175031e-06,5.0554546741916317e-08,5.4658737837421946e-09,1.2778988155120372e-11,3.246562028916696e-12,3.3652646492170342e-10,2.4808210555443495e-13,1.1533801753122263e-07,5.2366286891441654e-13,4.9083735330529909e-17,6.8090421161946067e-09,2.0596498061000683e-13,4.6625786591255322e-12
0.0029314142818346487,0.0029014536588227347,0.84210526299999999,0.0,0.0,0.0,0.052621648253021035,0.10525214187166512,3.8503326083833013e-07,1.4397142986589604e-06,8.4548997587893279e-07,2.5025281939415046e-17,6.1287535257440416e-10,8.5660265093035353e-06,8.6498945231307062e-06,5.2670694970105376e-08,5.7697202144109196e-09,1.3415416310831498e-11,3.394705255508341e-12,3.5140686820913903e-10,2.5945378789310338e-13,1.2054147057144067e-07,5.4766480054542964e-13,5.2420091667622383e-17,7.1687892657008072e-09,2.1651270083430709e-13,4.7746157919564978e-12
0.002956629822446301,0.002901453587473762,0.84210526299999999,0.0,0.0,0.0,0.052621316178581838,0.1052517659796761,3.9342738525767556e-07,1.4955455813306795e-06,8.6391858464816271e-07,2.5570743152424208e-17,6.3379260936917985e-10,8.865104288232754e-06,8.9431526966014507e-06,5.4876782697256828e-08,6.0907781591490669e-09,1.4083463546371539e-11,3.5495956416052247e-12,3.6689479783239579e-10,2.7142152424395575e-13,1.2598417543828968e-07,5.7292466294366397e-13,5.5981384896164812e-17,7.5472612950290931e-09,2.276053608752774e-13,4.889152081945252e-12
0.002981845363057953,0.0029014535141477942,0.84210526299999999,0.0,0.0,0.0,0.052620972887089029,0.10525137719803705,4.0197763008287014e-07,1.5534317315700263e-06,8.8268971491902767e-07,2.6126342621591348e-17,6.5553916050963132e-10,9.1746094431722288e-06,9.2464701566421501e-06,5.7176778943632461e-08,6.4300081064901315e-09,1.4784705929673449e-11,3.7115413390757388e-12,3.8301404747925094e-10,2.8402235788509452e-13,1.3167872976764507e-07,5.9952062234372233e-13,5.9783395542787431e-17,7.9454491762960248e-09,2.3927163859121989e-13,5.0062468463250132e-12
0.003007060903669605,0.002901453438791338,0.84210526299999999,0.0,0.0,0.0,0.052620617944544791,0.105250975033033,4.1068696101614532e-07,1.6134421790663624e-06,9.0180986113701179e-07,2.6692272583906312e-17,6.7815350067704636e-10,9.4949510193957626e-06,9.5602485774967551e-06,5.9574843126936201e-08,6.7884224021179885e-09,1.5520798360381587e-11,3.8808647217764687e-12,3.9978935852519411e-10,2.972959278303284e-13,1.3763851695866249e-07,6.2753632135423181e-13,6.3843101117551488e-17,8.3643982654405934e-09,2.5154175891976603e-13,5.1259609598887252e-12
0.003032276444281257,0.002901453361349777,0.84210526299999999,0.0,0.0,0.0,0.052620250897536587,0.10525055896949805,4.195584171447473e-07,1.6756484322956501e-06,9.2128567784976992e-07,2.7268730016138228e-17,7.016760522735486e-10,9.8265562883011142e-06,9.8849084181749697e-06,6.207533536586159e-08,7.1670879693931945e-09,1.6293478562833842e-11,4.057903061743356e-12,4.1724646208986585e-10,3.1128466512306331e-13,1.4387776136988758e-07,6.570612929909831e-13,6.817877544660796e-17,8.805211426606221e-09,2.6444758070495443e-13,5.2483569028638886e-12
