Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327)
6.039797750000001e-07,0.003443391793975026,0.84210526299999999,0.0,0.0,0.0,0.052631578999942676,0.10526315799988828,2.9429100885740151e-15,5.7325004253967379e-14,5.438369694223438e-14,2.2990847098533354e-26,3.6454870993564329e-19,1.369125630511324e-18,1.004226706308419e-18,9.8381305487741753e-19,4.3113257142247179e-19,2.4992484942822517e-22,6.5072538201949739e-22,1.9307583426552217e-25,3.441482837266158e-28,6.0672053209543691e-26,1.0423507187247767e-26,4.8224756578660201e-43,1.1248727500251712e-23,2.0868229732057166e-25,8.68884644344135e-22,1.6498055079059834e-39,2.2365523578318169e-31,4.8175137532932748e-48,2.8887422322749226e-51,1.7093327662771819e-33,1.8991228828252191e-26
9.999999999999997e-07,0.0034433917939748543,0.84210526299999999,0.0,0.0,0.0,0.052631578999905081,0.10526315799981388,3.7187472262100389e-15,9.4910845777127983e-14,9.1197251904624869e-14,3.8553871865146217e-26,6.7327639082097224e-19,4.1457309906592449e-18,3.4721606946371102e-18,2.9134465691987968e-18,1.3028362365543273e-18,5.6178322996087471e-22,8.9025539538573246e-22,7.4286102402606986e-25,1.0955454249972286e-27,3.6635197617942246e-25,4.158634932761883e-26,3.9105296011413996e-42,4.6252421371645835e-23,4.6967245376253453e-25,1.8646113664110644e-21,6.5821788345485304e-39,1.732582597248081e-30,1.9220324679483758e-47,3.6603052123764077e-50,2.8680483528926095e-33,5.7503107991712683e-26
1.1408506870000001e-06,0.0034433917939748543,0.84210526299999999,0.0,0.0,0.0,0.052631578999891709,0.10526315799978742,3.9946856428304221e-15,1.082788286876228e-13,1.0429055921579812e-13,4.4089101107984623e-26,7.8308014124461662e-19,5.1332734135360524e-18,4.349919394276118e-18,3.5997504218628661e-18,1.6128710588774555e-18,6.7270046188944921e-22,9.7544793053909118e-22,9.3840058688601918e-25,1.3627913808263841e-27,4.750717446013879e-25,5.2669893670193324e-26,5.1298508615883457e-42,5.8702023735574521e-23,5.6249761903051566e-25,2.2187568974060673e-21,8.3364533077729244e-39,2.2692558328017173e-30,2.4342906016548153e-47,4.8594065234135296e-50,3.2801633816449707e-33,7.1200450438893042e-26
2.2145925110000004e-06,0.0034433917939745103,0.84210526299999999,0.0,0.0,0.0,0.05263157899978977,0.10526315799958566,6.0983748317161547e-15,2.1018158674773124e-13,2.0410910037613967e-13,8.6287645362528629e-26,1.6279768353368986e-18,1.9884974792564763e-17,1.8260909872332344e-17,1.3754524813994541e-17,6.2207412087641233e-18,2.039443766900742e-21,1.6317091267711847e-21,5.1858678245112872e-24,5.5044583298184907e-27,3.8226799923089512e-24,2.466675747352458e-25,6.3041937603231674e-41,3.4643285655587581e-22,1.706671778992836e-24,5.1866964233301749e-21,3.9041900022230531e-38,2.1429474464326305e-29,1.1400544648764437e-46,8.1294396721738552e-49,6.4283502149663827e-33,2.7580797913072496e-25
4.3620761590000006e-06,0.0034433917939738234,0.84210526299999999,0.0,0.0,0.0,0.052631578999585829,0.10526315799918211,1.0306167501306468e-14,4.1396764373686765e-13,4.0376572396814773e-13,1.7069299499441254e-25,3.3259645396726402e-18,7.8387035474280328e-17,7.510135137995636e-17,5.3748598250489304e-17,2.4312188928347262e-17,6.8339962545448675e-21,2.9711851796474303e-21,3.118681450873337e-23,2.2281585705827923e-26,3.0924354893592853e-23,1.0830565592367057e-24,8.6206380725954677e-40,2.2747542007125936e-21,5.7213385907623787e-24,1.1288905543602126e-20,1.7142336601040114e-37,1.8968507521331367e-28,5.0058653982274554e-46,1.343619754004118e-47,1.2750874622480915e-32,1.0872785999755617e-24
8.657043455e-06,0.0034433917939724473,0.84210526299999999,0.0,0.0,0.0,0.052631578999177718,0.10526315799837474,1.8723422389663597e-14,8.2146273549835134e-13,8.0315800726941583e-13,3.3953710698033892e-25,6.7487471813075537e-18,3.1220799822592003e-16,3.0577234311401127e-16,2.1241843906138104e-16,9.5201515370874385e-17,2.4482709227909062e-20,5.7555312684810661e-21,1.9173530247640138e-22,9.0079047560988814e-26,2.5005535343614454e-22,4.5673432290852546e-24,1.2665157428548378e-38,1.6091130426580391e-20,2.0501281241045866e-23,2.3551060848340913e-20,7.229071688546865e-37,1.608781932452899e-27,2.1113032705353122e-45,2.2045768056094582e-46,2.5500967748009385e-32,4.3312821404744249e-24
9.999999999999997e-06,0.0034433917939710717,0.84210526299999999,0.0,0.0,0.0,0.052631578999050035,0.10526315799812222,2.135586928073482e-14,9.4885505179765636e-13,9.2806553642675653e-13,3.9234208525061325e-25,7.8271533237758584e-18,4.2209750115457988e-16,4.1475861252083437e-16,2.8661628276274584e-16,1.2797600947700782e-16,3.246482571609577e-20,6.6583600203207348e-21,2.9072170203488843e-22,1.2205971791747723e-25,3.9637139889002562e-22,6.2272715231999162e-24,2.3416568478308184e-38,2.4915818980141512e-20,2.7186246720859698e-23,2.7387351574396091e-20,9.8563628847044036e-37,2.568255372332555e-27,2.8788242243814028e-45,4.1487260841737851e-46,2.9530453824774497e-32,5.8575222053329389e-24
1.2952010751e-05,0.0034433917939710717,0.84210526299999999,0.0,0.0,0.0,0.052631578998769371,0.10526315799756715,2.7142364422972515e-14,1.2288816012124342e-12,1.2026301679676206e-12,5.0841498734155292e-25,1.0197644415511725e-17,6.6365036098106882e-16,6.5432603575441712e-16,4.4971376579221127e-16,2.0001903970021757e-16,5.0010660521094323e-20,8.6429068708240931e-21,5.0830797970512858e-22,1.9235780989076672e-25,7.1799501421233877e-22,9.8760315581834666e-24,4.7049709197177256e-38,4.4313747812112124e-20,4.1880757902138729e-23,3.5820067814873192e-20,1.5631525071403987e-36,4.6773153567147783e-27,4.5659451634818129e-45,8.4222445336265189e-46,3.8387841105027469e-32,9.2124163728648326e-24
1.7246978047e-05,0.0034433917939696956,0.84210526299999999,0.0,0.0,0.0,0.052631578998360788,0.10526315799675932,3.5563010881099309e-14,1.6362250194054505e-12,1.602183029767047e-12,6.7732698430114092e-25,1.3672139618493243e-17,1.1335014254573917e-15,1.1216373633784959e-15,7.6557855046074996e-16,3.3800421768802155e-16,8.3241504931126093e-20,1.1631000275078718e-20,1.0162292423222643e-21,3.2934914672073242e-25,1.5191869599952432e-21,1.7021398676153563e-23,1.3096722980691445e-37,9.1289596875972955e-20,6.9712064454935142e-23,4.8091685873808573e-20,2.6941025745902346e-36,9.9659508294260026e-27,7.871126081416786e-45,2.4071565306020036e-45,5.1412407705660359e-32,1.5746852621111923e-23
2.5836912639e-05,0.0034433917939669417,0.84210526299999999,0.0,0.0,0.0,0.052631578997543074,0.10526315799514312,5.2408356195311112e-14,2.4507371325849365e-12,2.4014806428290113e-12,1.0152320999849755e-24,2.0679668076782691e-17,2.353478031735291e-15,2.3376244753764013e-15,1.5815327579961858e-15,6.8952541083533026e-16,1.6725025299483138e-19,1.7836602639278529e-20,2.6157041550282439e-21,6.854980977826051e-25,4.1677886403610914e-21,3.5659700810794227e-23,5.8933410167221525e-37,2.4235941247787541e-19,1.4007183609660446e-22,7.264028513809144e-20,5.6441244301619665e-36,2.7538430862763345e-26,1.6500963264240293e-44,1.122734628238477e-44,7.7869970510487227e-32,3.2759647344586257e-23
3.4426847231e-05,0.003443391793964187,0.84210526299999999,0.0,0.0,0.0,0.052631578996724493,0.10526315799352605,6.9260107757809976e-14,3.2649780182051779e-12,3.2010816226769441e-12,1.3532654647586779e-24,2.7777253962409378e-17,4.0151844661751289e-15,3.9973497326573981e-15,2.6859520736893398e-15,1.1569458889057988e-15,2.7817778282828192e-19,2.439412933816182e-20,5.1912724010401202e-21,1.1711467355786139e-24,8.7512437417737849e-21,6.1150135239888336e-23,1.5806591644731358e-36,4.9711030550090741e-19,2.3297838325777161e-22,9.7197232974114444e-20,9.6786839386972503e-36,5.8068966578544753e-26,2.8316456178815786e-44,3.0565860952672007e-44,1.0488101007661843e-31,5.6014022905084467e-23
4.3016781823e-05,0.0034433917939614305,0.84210526299999999,0.0,0.0,0.0,0.052631578995904975,0.10526315799190802,8.611883095249099e-14,4.0789331308402627e-12,4.0010127761813122e-12,1.6914384112956317e-24,3.4968170439521379e-17,6.1550678021954918e-15,6.1379853567076908e-15,4.0990705230061001e-15,1.7438372286408481e-15,4.1685437258369136e-19,3.1314396362650247e-20,8.8721089919814703e-21,1.7969822679714563e-24,1.5984198635085194e-20,9.4058307983778914e-23,3.6582921566717613e-36,8.8988456438757342e-19,3.4912713487012489e-22,1.217633412328997e-19,1.4887303779993566e-35,1.0637883816283742e-25,4.3599282265736141e-44,7.170835742307662e-44,1.3245547128836411e-31,8.606868620443589e-23
6.0196651007e-05,0.003443391793955913,0.84210526299999999,0.0,0.0,0.0,0.052631578994263045,0.10526315798866898,1.1985831434072389e-13,5.7059985463791139e-12,5.6019189529526348e-12,2.368225602997987e-24,4.9615961321404225e-17,1.1930364688186046e-14,1.1927078536923013e-14,7.8683073037843006e-15,3.2539006171443943e-15,7.7231735934214912e-19,4.6175741802123112e-20,1.9744247102859003e-20,3.4871058501259836e-24,4.254411109593834e-20,1.8307536227210484e-22,1.3795332701595117e-35,2.2679757398673052e-18,6.4684826374094425e-22,1.7092446557705347e-19,2.8976691486765113e-35,2.8434551071212535e-25,8.5106441508836439e-44,2.7576660192704119e-43,1.8931333805661799e-31,1.6776064813089077e-22
