Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35)
0.07586284647887138,0.0034963092254212858,0.84210526299999999,0.0,0.0,0.0,0.052630744668214081,0.10526217423906387,5.989271613369011e-09,1.1259578252662279e-07,2.2471444681528415e-07,1.2638312427176396e-19,4.9200974475342995e-12,5.9864340130605267e-07,6.36570818269177e-07,2.5617862286993212e-08,1.4618568500521934e-09,7.2886897355442435e-13,1.2630683574983501e-14,4.441540019179338e-11,3.1859653548527382e-16,2.2244887868636018e-09,1.3184481135763378e-14,3.3043327359265917e-20,1.2087473650951205e-09
0.07640895400846513,0.0034963092034713634,0.84210526299999999,0.0,0.0,0.0,0.052630715718453049,0.10526213986073525,6.1514289859516809e-09,1.1720535378842572e-07,2.3079828678810709e-07,1.29804778819725e-19,5.0966236759811968e-12,6.211145503335904e-07,6.5895945111096803e-07,2.6722221905702625e-08,1.5303980404930416e-09,7.6575381820003215e-13,1.3260094112614357e-14,4.6853134101176472e-11,3.3405779361996427e-16,2.3251196917178626e-09,1.3824308313184939e-14,3.5473240800897964e-20,1.2672769214018237e-09
0.07695506153805888,0.003496309180887477,0.84210526299999999,0.0,0.0,0.0,0.052630685742921554,0.10526210425551465,6.3173677299888228e-09,1.220041972766698e-07,2.370239813645723e-07,1.3330621501837124e-19,5.2802331311942449e-12,6.4445400478941676e-07,6.821532299190034e-07,2.7877848962046093e-08,1.6026470623552394e-09,8.0457573683112123e-13,1.3922085393657357e-14,4.9415128813838856e-11,3.5039284285417477e-16,2.4306527837098484e-09,1.4500294719080641e-14,3.8083661067452635e-20,1.3287750166840792e-09
0.07750116906765263,0.0034963091576517345,0.84210526299999999,0.0,0.0,0.0,0.052630654701731644,0.10526206737629827,6.487157428818536e-09,1.2699940116122693e-07,2.433941398710126e-07,1.3688890042555157e-19,5.4712542804655549e-12,6.686983105269418e-07,7.0618457559458564e-07,2.9087226032122755e-08,1.6788210109920759e-09,8.4543679128067599e-13,1.4618348199014548e-14,5.2107174271991395e-11,3.6765929647157941e-16,2.5413663501073262e-09,1.5214824471328511e-14,4.0888508503081584e-20,1.3933977952819393e-09
0.07804727659724638,0.0034963091337457566,0.84210526299999999,0.0,0.0,0.0,0.052630622553251794,0.10526202917402185,6.6608684885514666e-09,1.3219824606922064e-07,2.4991140242946349e-07,1.4055431990968537e-19,5.6700322103348922e-12,6.938856857796376e-07,7.3108741673668495e-07,3.0352956950846099e-08,1.7591494390013794e-09,8.8844409059049655e-13,1.5350655494130847e-14,5.4935284916065659e-11,3.8591882768939755e-16,2.6575570666172879e-09,1.5970449893500198e-14,4.390287837188933e-20,1.4613096314914554e-09
0.07859338412684012,0.003496309109150666,0.84210526299999999,0.0,0.0,0.0,0.052630589254025424,0.10526198959757602,6.8385721490331079e-09,1.3760820439307119e-07,2.5657844036657372e-07,1.4430397590884592e-19,5.8769293774657379e-12,7.2005609985410979e-07,7.568972658265223e-07,3.1677772566380479e-08,1.8438749824550289e-09,9.3371008388924345e-13,1.6120867115830507e-14,5.7905721269610204e-11,4.0523763978570035e-16,2.7795413317118098e-09,1.6769910380103566e-14,4.7143105476230476e-20,1.5326835452665384e-09
0.07913949165643387,0.003496309083847073,0.84210526299999999,0.0,0.0,0.0,0.052630554758685826,0.10526194859371871,7.0203404962483682e-09,1.4323693907660756e-07,2.6339795664437432e-07,1.4813938865480986e-19,6.0923264591149032e-12,7.4725135525846466e-07,7.836512990861755e-07,3.3064536737730151e-08,1.9332540013428369e-09,9.8135299485394277e-13,1.6930936685641992e-14,6.1025020434771961e-11,4.2568684860769511e-16,2.9076567011225474e-09,1.7616148739395105e-14,5.0626846662706571e-20,1.6077016366632825e-09
0.07968559918602762,0.0034963090578150687,0.84210526299999999,0.0,0.0,0.0,0.052630519019867102,0.1052619061069836,7.206246473522254e-09,1.4909230195687811e-07,2.7037268630314278e-07,1.5206209640530476e-19,6.3166232588473337e-12,7.7551517350034597e-07,8.1138844014346035e-07,3.4516252583994208e-08,2.0275572472332963e-09,1.0314968208161602e-12,1.7782911555886022e-14,6.4299970484273441e-11,4.4734261347219781e-16,3.0422634308521403e-09,1.8512316834538893e-14,5.4373271546399536e-20,1.6865555403511835e-09
0.08023170671562137,0.003496309031034215,0.84210526299999999,0.0,0.0,0.0,0.052630481988111676,0.10526186207958525,7.3963638935729711e-09,1.5518233143361914e-07,2.7750539691873945e-07,1.5607365574104628e-19,6.5502395301447155e-12,8.0489328446409973e-07,8.4014944763637482e-07,3.6036068990891952e-08,2.1270705545179339e-09,1.0842715872255662e-12,1.8678936874777524e-14,6.7737626816106373e-11,4.7028670014121902e-16,3.183746136046463e-09,1.9461798018364746e-14,5.8403157389727726e-20,1.7694468997508445e-09
0.08077781424521512,0.003496309003483529,0.84210526299999999,0.0,0.0,0.0,0.052630443611773492,0.10526181645132061,7.5907674522755981e-09,1.6151524949271372e-07,2.8479888907059406e-07,1.6017564181137494e-19,6.7936159068958372e-12,8.3543351951431705e-07,8.6997700688933129e-07,3.7627287377593642e-08,2.2320955419846521e-09,1.1398139068730863e-12,1.9621264479977043e-14,7.134535665743798e-11,4.9460700932318802e-16,3.3325155740063417e-09,2.0468229571282879e-14,6.2738981564633767e-20,1.8565878616235246e-09
0.08132392177480886,0.003496308975141476,0.84210526299999999,0.0,0.0,0.0,0.052630403836917375,0.10526176915946651,7.7895327403767261e-09,1.6809945823416329e-07,2.9225599680627704e-07,1.6436964856519916e-19,7.0472149211572523e-12,8.6718590862973422e-07,9.0091582579161004e-07,3.9293368731572614e-08,2.3429503404587154e-09,1.1982669822165835e-12,2.061225286714095e-14,7.5130809473273506e-11,5.2039771103224289e-16,3.4890105618575252e-09,2.153550876995888e-14,6.7405172834608812e-20,1.9482015928375052e-09
0.08187002930440261,0.0034963089459859563,0.84210526299999999,0.0,0.0,0.0,0.052630362607214147,0.10526172013867352,7.9927362553450214e-09,1.74943535646369e-07,2.9987958810370536e-07,1.6865728906354569e-19,7.3115218963000839e-12,9.0020278144279728e-07,9.3301273500811684e-07,4.1037940916104706e-08,2.4599703460927857e-09,1.2597807810566013e-12,2.1654369986350854e-14,7.9101923355621601e-11,5.4775990448746067e-16,3.6537000379182921e-09,2.266781898548568e-14,7.2428252053058713e-20,2.0445228187058263e-09
0.08241613683399636,0.003496308915994301,0.84210526299999999,0.0,0.0,0.0,0.052630319863831404,0.10526166932085572,8.2004554152589332e-09,1.8205623060595815e-07,3.076725653264675e-07,1.730401957223423e-19,7.5870459466071771e-12,9.3453887226444674e-07,9.6631679264984717e-07,4.2864806250052482e-08,2.5835089786771942e-09,1.3245127355573087e-12,2.2750204358326645e-14,8.3266986237859448e-11,5.7680234218397374e-16,3.8270852765318306e-09,2.3869660202316021e-14,7.783693419851798e-20,2.1457983833677331e-09
0.0829622443635901,0.0034963088851432543,0.84210526299999999,0.0,0.0,0.0,0.052630275545320127,0.10526161663507655,8.4127685695980549e-09,1.8944645734544434e-07,3.1563786565339536e-07,1.7752002050415609e-19,7.874321111468432e-12,9.7025142947693645e-07,1.0008793935271255e-06,4.4777949365949282e-08,2.7139384626493255e-09,1.3926277792522938e-12,2.3902465561376804e-14,8.763460556536359e-11,6.0764157268366493e-16,4.0097022695763031e-09,2.5145855876803892e-14,8.3662455204655911e-20,2.2522878343986482e-09
0.08350835189318385,0.0034963088534089725,0.84210526299999999,0.0,0.0,0.0,0.052630229587496552,0.10526156200743027,8.6297550090110771e-09,1.9712328911676143e-07,3.2377846148199069e-07,1.8209843521202288e-19,8.1739073125524637e-12,1.0074003291469428e-06,1.0367543831064767e-06,4.6781545349775531e-08,2.8516506362685268e-09,1.4642983934581814e-12,2.5113984949886316e-14,9.2213698701322587e-11,6.4040269509508271e-16,4.2021242858229276e-09,2.6501582528732441e-14,8.9938781021630643e-20,2.3642640309434899e-09
0.0840544594227776,0.0034963088207670074,0.84210526299999999,0.0,0.0,0.0,0.052630181923319759,0.10526150536091972,8.8514949775468539e-09,2.0509595095517997e-07,3.3209736080071731e-07,1.8677713169568957e-19,8.4863914037133953e-12,1.0460481928317429e-06,1.0739981762875899e-06,4.8879968157266524e-08,2.997057759258686e-09,1.5397054507490697e-12,2.6387729072503717e-14,9.7013572702008919e-11,6.7522033996490712e-16,4.4049646194642107e-09,2.7942410753520716e-14,9.6702718968831556e-20,2.4820137752809256e-09
0.08460056695237135,0.0034963087871923036,0.84210526299999999,0.0,0.0,0.0,0.052630132482764373,0.10526144661532924,9.0780696805954241e-09,2.1337381189419753e-07,3.4059760750616033e-07,1.9155782195297475e-19,8.812388423194287e-12,1.0862605100438426e-06,1.1126698811093971e-06,5.1077799309847585e-08,3.1505933367541585e-09,1.6190383363656076e-12,2.7726801465324401e-14,1.02043898714987e-10,7.1223883311624988e-16,4.6188795443337825e-09,2.9474313602735453e-14,1.0399433682659399e-19,2.6058384704950934e-09
0.0851466744819651,0.0034963087526591933,0.84210526299999999,0.0,0.0,0.0,0.052630081192688832,0.10526138568709344,9.3095612900853183e-09,2.2196637637321222e-07,3.4928228166352504e-07,1.9644223835793806e-19,9.1525426074096654e-12,1.1281057652249634e-06,1.152831427489744e-06,5.3379836872308668e-08,3.312712974437951e-09,1.7024948066772098e-12,2.9134440350297705e-14,1.0731467924746904e-10,7.5161303314377927e-16,4.8445714877085275e-09,3.110369913466289e-14,1.1185727228632897e-19,2.7360548035747687e-09
0.08569278201155885,0.003496308717141379,0.84210526299999999,0.0,0.0,0.0,0.052630027976698558,0.10526132248916184,9.5460529527239813e-09,2.3088327463414888e-07,3.5815449970534739e-07,2.0143213378870816e-19,9.5075284626333464e-12,1.1716555690494807e-06,1.1945477010969979e-06,5.57911047007876e-08,3.4838952248442312e-09,1.7902819639193759e-12,3.0614034153085332e-14,1.1283634668647831e-10,7.9350964229364179e-16,5.0827924365300312e-09,3.283746474197055e-14,1.203388542656711e-19,2.8729954530299155e-09
0.0862388895411526,0.003496308680611939,0.84210526299999999,0.0,0.0,0.0,0.052629972755004563,0.10526125693085878,9.7876287927250281e-09,2.4013425257644201e-07,3.6721741453904125e-07,2.0652928157451058e-19,9.878052132928245e-12,1.2169847945995452e-06,1.2378866824410772e-06,5.8316861959659044e-08,3.6646424396553419e-09,1.8826165340420251e-12,3.2169125747905617e-14,1.1861975064923661e-10,8.3810741619064807e-16,5.3343475965705703e-09,3.4683008352139984e-14,1.2949063191974379e-19,3.0170098241773276e-09
0.08678499707074634,0.003496308643043319,0.84210526299999999,0.0,0.0,0.0,0.052629915444276983,0.10526118891773839,1.0034373909381408e-08,2.497291608671454e-07,3.7647421556176382e-07,2.117354755985712e-19,1.0264852462283353e-11,1.2641717182965964e-06,1.2829195912638354e-06,6.0962612908493271e-08,3.8554816566492245e-09,1.9797244747534446e-12,3.3803406130802722e-14,1.2467609423827293e-10,8.8559806064867627e-16,5.6000993219723878e-09,3.6648262944229614e-14,1.3936882909722117e-19,3.1684648116416563e-09
0.08733110460034009,0.003496308604407323,0.84210526299999999,0.0,0.0,0.0,0.052629855957493824,0.10526111835143596,1.0286374378479554e-08,2.5967794295559505e-07,3.859281285777283e-07,2.1705253030018369e-19,1.0668702048042573e-11,1.3132981652066015e-06,1.3297210363012575e-06,6.373411694006704e-08,4.056965470671955e-09,2.081842040948589e-12,3.5520731401572955e-14,1.3101704875849206e-10,9.361879564895959e-16,5.8809713293055067e-09,3.8741767343358245e-14,1.5003447860800271e-19,3.3277455870619659e-09
0.08787721212993384,0.003496308564675114,0.84210526299999999,0.0,0.0,0.0,0.052629794203784594,0.10526104512951388,1.054371724714824e-08,2.6999062258036954e-07,3.9558241558286674e-07,2.2248228039297712e-19,1.10904087171619e-11,1.364449659317911e-06,1.3783691704753974e-06,6.6637398861541964e-08,4.2696728955162678e-09,2.1892163164273814e-12,3.7325131014070183e-14,1.3765476545311053e-10,9.9009845818489884e-16,6.1779532214161072e-09,4.0972682352140375e-14,1.6155407835916923e-19,3.4952564155380541e-09
0.08842331965952759,0.0034963085238172136,0.84210526299999999,0.0,0.0,0.0,0.052629730088269128,0.10526096914530288,1.080649052031687e-08,2.8067729067726744e-07,4.05440374417737e-07,2.2802658077152709e-19,1.1530816629563126e-11,1.4177155787614682e-06,1.4289458515629158e-06,6.9678759419944798e-08,4.4942102640058606e-09,2.3021045132220077e-12,3.9220796482088775e-14,1.4460177293551293e-10,1.0475668116813505e-15,6.4921053431912084e-09,4.3350825720983415e-14,1.7400025176595512e-19,3.6714215008832206e-09
0.08896942718912133,0.0034963084818035034,0.84210526299999999,0.0,0.0,0.0,0.052629663511891293,0.1052608902877394,1.1074783152092728e-08,2.917480911503427e-07,4.1550533828465841e-07,2.3368730633962056e-19,1.1990807260283879e-11,1.4731893153382453e-06,1.4815368083787616e-06,7.2864786044536756e-08,4.7312121065637395e-09,2.4207750482934724e-12,4.1212098573486937e-14,1.5187110151350767e-10,1.1088483847045297e-15,6.8245639842445667e-09,4.5886762717191324e-14,1.8745190278799705e-19,3.8566858562841757e-09
0.08951553471871508,0.0034963084386032094,0.84210526299999999,0.0,0.0,0.0,0.052629594371247784,0.10526080844119745,1.1348685030000731e-08,3.0321320619439545e-07,4.2578067508726589e-07,2.3946635141953796e-19,1.2471300969998188e-11,1.530968438969222e-06,1.536231812495722e-06,7.6202363789285711e-08,4.9813420001379331e-09,2.5455084529293826e-12,4.3303601546075744e-14,1.5947633419033908e-10,1.1742171227261407e-15,7.1765469592616715e-09,4.8591830399324353e-14,2.0199501371032725e-19,4.0515162040837585e-09
0.09006164224830883,0.0034963083941849274,0.84210526299999999,0.0,0.0,0.0,0.052629522558412051,0.10526072348531591,1.1628286946632437e-08,3.1508284126360589e-07,4.3626978660006137e-07,2.4536562938256263e-19,1.297325814672137e-11,1.591154867191299e-06,1.5931248555053186e-06,7.969868647825217e-08,5.2452934582394568e-09,2.6765963217092994e-12,4.5500046204684111e-14,1.6743145880234618e-10,1.2439664338137893e-15,7.5493595944941113e-09,5.1478171023571605e-14,2.1772359310259686e-19,4.256401905672631e-09
0.09060774977790258,0.0034963083485166123,0.84210526299999999,0.0,0.0,0.0,0.052629447960753126,0.10526063529482152,1.1913680577613044e-08,3.2736720892247043e-07,4.4697610746588168e-07,2.5138707226178631e-19,1.3497680049863755e-11,1.6538550387697608e-06,1.6523143318172987e-06,8.3361268018296885e-08,5.5237907975304463e-09,2.814342269305521e-12,4.7806365232952416e-14,1.7575098981192969e-10,1.3184120176032571e-15,7.9444011354923286e-09,5.4558845558882692e-14,2.347398682859829e-19,4.4718559164401368e-09
0.09115385730749632,0.003496308301565577,0.84210526299999999,0.0,0.0,0.0,0.052629370460749766,0.1052605437393469,1.2204958452780943e-08,3.4007651232581933e-07,4.5790310397015085e-07,2.5753262977392012e-19,1.4045610452343358e-11,1.7191800919923938e-06,1.7139032269748749e-06,8.7197953850516767e-08,5.8175899485242357e-09,2.9590633650921482e-12,5.0227705781847642e-14,1.8445007675590051e-10,1.3978925802570403e-15,8.3631716128377441e-09,5.7847870713861469e-14,2.5315523328769068e-19,4.698415769334582e-09
0.09169996483709007,0.003496308253298517,0.84210526299999999,0.0,0.0,0.0,0.052629289935799795,0.10526044868324355,1.2502213909482643e-08,3.5322092869938019e-07,4.6905427261300888e-07,2.6380426858913398e-19,1.4618136826674679e-11,1.7872460480080836e-06,1.7779993114428067e-06,9.1216932547548627e-08,6.1274793083049651e-09,3.1110887247772666e-12,5.2769406743691694e-14,1.9354430782646717e-10,1.4827706183511055e-15,8.8072792031503508e-09,6.1360248411914169e-14,2.7309159128040659e-19,4.9366445894479678e-09
0.09224607236668382,0.003496308203681506,0.84210526299999999,0.0,0.0,0.0,0.052629206258024613,0.10526034998539083,1.2805541053890924e-08,3.6681059180147783e-07,4.8043313848133475e-07,2.7020397170248662e-19,1.5216390970586276e-11,1.858173997962721e-06,1.8447153398185592e-06,9.5426747514868097e-08,6.4542805740267368e-09,3.2707601511398809e-12,5.5437009110922998e-14,2.0304980984617338e-10,1.5734359320210803e-15,9.2784480993591412e-09,6.5112104854060801e-14,2.9468161622527181e-19,5.1871321327438415e-09
0.09279217989627757,0.0034963081526800037,0.84210526299999999,0.0,0.0,0.0,0.052629119294069195,0.10526024749900015,1.3115034717407106e-08,3.8085557409614461e-07,4.9204325335441214e-07,2.7673373700227126e-19,1.5841550686925975e-11,1.9320902943482951e-06,1.9141692553962884e-06,9.9836308752247565e-08,6.798849489154305e-09,3.4384342568205956e-12,5.8236289542761602e-14,2.1298343490841402e-10,1.6703067410580375e-15,9.7785269331714505e-09,6.9120746547086932e-14,3.1806984892139799e-19,5.4504958517825793e-09
0.09333828742587132,0.0034963081002588724,0.84210526299999999,0.0,0.0,0.0,0.05262902890489763,0.10526014107141406,1.3430790388680921e-08,3.9536586939097968e-07,5.0388819358782605e-07,2.8339557609495056e-19,1.649484103537778e-11,2.0091267472670975e-06,1.9864843999880066e-06,1.0445490469042724e-07,7.1620766284685427e-09,3.614480750674963e-12,6.117323265701403e-14,2.2336251790283723e-10,1.7738302923067894e-15,1.0309497799329297e-08,7.3404683512169638e-14,3.4341457087927929e-19,5.7273819928990134e-09
0.09388439495546506,0.0034963080463823962,0.84210526299999999,0.0,0.0,0.0,0.05262893494558419,0.10526003054390135,1.3752904155542528e-08,4.103513746533735e-07,5.1597155778621235e-07,2.9019151343616977e-19,1.717753464769181e-11,2.089420824054399e-06,2.0617897289022412e-06,1.0929221405924858e-07,7.5448881771712178e-09,3.7992824894031533e-12,6.4254032075877208e-14,2.3420492672763459e-10,1.8844871219886707e-15,1.0873485892886348e-08,7.7983795355014106e-14,3.7088819130974705e-19,6.0184667160892729e-09
0.09443050248505881,0.0034963079910142777,0.84210526299999999,0.0,0.0,0.0,0.052628837265100314,0.10525991575144802,1.4081472646184232e-08,4.2582187160336094e-07,5.2829696417207737e-07,2.9712358440619086e-19,1.7890953397067238e-11,2.173115852390278e-06,2.1402200309627638e-06,1.1435831772412771e-07,7.948246588104129e-09,3.9932384505988424e-12,6.7485137598523558e-14,2.4552934883133693e-10,2.0027927596955204e-15,1.1472769807956868e-08,8.2879414254052946e-14,4.0067847248592736e-19,6.3244572390142245e-09
0.09497661001465256,0.0034963079341176722,0.84210526299999999,0.0,0.0,0.0,0.052628735706097385,0.10525979652254285,1.4416592938187405e-08,4.4178700933215676e-07,5.4086804773223691e-07,3.0419383361144569e-19,1.8636469760015434e-11,2.2603612280473936e-06,2.2219161534187205e-06,1.1966371051807324e-07,8.3731512671499548e-09,4.1967618559329891e-12,7.0873224741913223e-14,2.5735501423109478e-10,2.1292980899940197e-15,1.210979256495434e-08,8.8114340316893697e-14,4.3299110600852594e-19,6.6460930123004241e-09
0.09552271754424631,0.003496307875655213,0.84210526299999999,0.0,0.0,0.0,0.052628630104685714,0.10525967267895925,1.475836247922772e-08,4.5825628641249139e-07,5.5368845717020814e-07,3.1140431381473343e-19,1.9415506721816688e-11,2.3513126254656875e-06,2.3070252315977976e-06,1.2521931303144467e-07,8.8206392780434759e-09,4.410279275941706e-12,7.4425180773847293e-14,2.6970165822017653e-10,2.2645943929507377e-15,1.2787173372703933e-08,9.3713034312567197e-14,4.6805031930566252e-19,6.9841469157420812e-09
0.09606882507384006,0.003496307815589,0.84210526299999999,0.0,0.0,0.0,0.052628520290209875,0.10525954403553368,1.5106879014441838e-08,4.7523903280405311e-07,5.66761851524794e-07,3.18757083521914e-19,2.0229539367877565e-11,2.4461322108244264e-06,2.3957009231435012e-06,1.3103648327230872e-07,9.2917858911838339e-09,4.6342345873569809e-12,7.8148167692739777e-14,2.8258992773082484e-10,2.409315864332883e-15,1.3507720177265948e-08,9.9701737001820606e-14,5.0610018721408834e-19,7.3394264743656198e-09
0.0966149326034338,0.003496307753880654,0.84210526299999999,0.0,0.0,0.0,0.052628406085020334,0.10525941039993848,1.5462240472590036e-08,4.9274439341187544e-07,5.8009189658996522e-07,3.2625420469187756e-19,2.108009643314939e-11,2.5449888593018611e-06,2.4881036466403182e-06,1.3712702824090745e-07,9.7877051384454176e-09,4.8690872025674901e-12,8.2049593276197639e-14,2.9604109441602932e-10,2.564139692303617e-15,1.4274443089282613e-08,1.0610847698019162e-13,5.4740811777520031e-19,7.7127751049711954e-09
0.09716104013302755,0.003496307690491344,0.84210526299999999,0.0,0.0,0.0,0.052628287304242058,0.10525927157245121,1.5824544864949274e-08,5.1078131158248774e-07,5.9368226119959956e-07,3.3389774155459473e-19,2.1968759698135432e-11,2.6480583745858644e-06,2.5844008244360731e-06,1.4350321539858932e-07,1.0309550426862221e-08,5.1153097851132388e-12,8.6137075032477582e-14,3.1007688193858621e-10,2.7297918538181868e-15,1.5090568689028712e-08,1.1296328730246966e-13,5.922658295848825e-19,8.1050733816535665e-09
0.0977071476626213,0.0034963076253817804,0.84210526299999999,0.0,0.0,0.0,0.052628163755539838,0.10525912734572118,1.6193890202645162e-08,5.2935851233167632e-07,6.0753661315642596e-07,3.4168975777621946e-19,2.2897165409009023e-11,2.7555237096343735e-06,2.6847671294736551e-06,1.5017778391457352e-07,1.0858514969091509e-08,5.3733932563255348e-12,9.0418520112993037e-14,3.2472000606419631e-10,2.9070507042339246e-15,1.595955525976263e-08,1.2029837103123677e-13,6.4099067333086601e-19,8.5172403155592573e-09
0.09825325519221505,0.0034963075585122743,0.84210526299999999,0.0,0.0,0.0,0.052628035238880759,0.10525897750453084,1.657037436256914e-08,5.4848448786832171e-07,6.2165861501180544e-07,3.4963231352148726e-19,2.3867006135490473e-11,2.8675751909900696e-06,2.7893847359006185e-06,1.5716395575311741e-07,1.143583218080556e-08,5.6438455697740339e-12,9.4902104829406139e-14,3.3999391990297675e-10,3.0967467971100742e-15,1.6885109076442851e-08,1.2814810557116839e-13,6.9393026914560331e-19,8.9502346635698105e-09
0.0987993627218088,0.0034963074898427763,0.84210526299999999,0.0,0.0,0.0,0.052627901546294278,0.10525882182555325,1.6954094965358779e-08,5.6816748364953145e-07,6.3605191982725357e-07,3.5772746430352745e-19,2.4880029568282095e-11,2.9844107447972462e-06,2.898443573236124e-06,1.6447544661710381e-07,1.2042776190869409e-08,5.9271875229998717e-12,9.9596208276336196e-14,3.5592244861104335e-10,3.2997693534883785e-15,1.7871201739665108e-08,1.3654927769118519e-13,7.5146408972921936e-19,9.405056254324e-09
0.09934547025140254,0.003496307419332874,0.84210526299999999,0.0,0.0,0.0,0.052627762461629493,0.10525866007710803,1.7345149289212698e-08,5.884154839858699e-07,6.5072016656338e-07,3.6597725787807922e-19,2.5938039639982368e-11,3.1062361226102868e-06,3.0121415838985089e-06,1.7212647659583598e-07,1.2680662157692322e-08,6.2239587519383658e-12,1.0450950831020529e-13,3.7253046513013537e-10,3.5170711594835544e-15,1.8922088595492783e-08,1.4554130368350686e-13,8.1400467304097481e-19,9.8827473216269072e-09
0.09989157778099629,0.0034963073469418435,0.84210526299999999,0.0,0.0,0.0,0.052627617760310677,0.10525849201891189,1.7743634121231229e-08,6.0923620053006618e-07,6.656669753897172e-07,3.7438373061199995e-19,2.7042898866348045e-11,3.2332651299262535e-06,3.1306849838470192e-06,1.8013178059792404e-07,1.3350846490690304e-08,6.534717701617883e-12,1.0965097989883203e-13,3.8984373190587313e-10,3.7496682757185327e-15,2.0042328418080633e-08,1.5516624021490217e-13,8.8200368097046543e-19,1.0384393864459894e-08
0.09999999999999998,0.0034963072726287205,0.84210526299999999,0.0,0.0,0.0,0.052627588343399784,0.10525845788096622,1.7823640315096543e-08,6.1343866306576595e-07,6.6866791732650932e-07,3.760715392356882e-19,2.7267993953037986e-11,3.2591233376744179e-06,3.1548152230762263e-06,1.8176459633146827e-07,1.3487866385442568e-08,6.5981284870796131e-12,1.1069969325550412e-13,3.9336722557721661e-10,3.7977604648780543e-15,2.0273408034414906e-08,1.571563073613383e-13,8.9619564090936879e-19,1.0486936921015863e-08
0.10043768531059004,0.0034963072726287205,0.84210526299999999,0.0,0.0,0.0,0.052627467209090534,0.10525831740182548,1.8149645616863351e-08,6.3063706205275027e-07,6.8089594316985373e-07,3.8294890656218362e-19,2.8196526481878643e-11,3.3657198559908942e-06,3.2542885261057491e-06,1.8850661864452775e-07,1.4054727249706294e-08,6.8600349792471971e-12,1.1502978947937504e-13,4.0788827943856668e-10,3.9986470438063219e-15,2.1236804334755266e-08,1.6546903004991156e-13,9.5595444218337182e-19,1.0911127023503172e-08
0.10098379284018379,0.0034963071963522857,0.84210526299999999,0.0,0.0,0.0,0.052627310565801902,0.10525813596759948,1.856327921952199e-08,6.5262520343957702e-07,6.9641063855644438e-07,3.9167479435369718e-19,2.9400899086561852e-11,3.5038309018143265e-06,3.3831757669917625e-06,1.9726678582889705e-07,1.4793744370347477e-08,7.2005000719495246e-12,1.2065540292432102e-13,4.2669119962809233e-10,4.2651704408113826e-15,2.2510746009253766e-08,1.7649778015678991e-13,1.0363928862643804e-18,1.14641244573112e-08
0.10152990036977753,0.003496307118071117,0.84210526299999999,0.0,0.0,0.0,0.052627147579107809,0.10525794744861557,1.8984629506457515e-08,6.7520745801171337e-07,7.1221459708128334e-07,4.0056338280913163e-19,3.065805370830188e-11,3.6478376098758337e-06,3.5175793348143199e-06,2.0642862203427218e-07,1.5569379704456782e-08,7.5567234167187254e-12,1.2653761713346002e-13,4.4628067482492954e-10,4.5504780073734215e-15,2.3869753329725533e-08,1.8830379798826279e-13,1.1239053049079461e-18,1.2044611741963448e-08
0.10207600789937128,0.0034963070377436803,0.84210526299999999,0.0,0.0,0.0,0.052626977988250466,0.10525775156762329,1.9413790033192052e-08,6.9839035206661332e-07,7.283113167123465e-07,4.0961664049329356e-19,3.1970085259670933e-11,3.7979882949010677e-06,3.6577412008254485e-06,2.1600902157482883e-07,1.6383157306112386e-08,7.9293267573967454e-12,1.3268640640853755e-13,4.6668503585217478e-10,4.8558932472483912e-15,2.5319821573248642e-08,2.0094184019132722e-13,1.2191323737865951e-18,1.2653863787868692e-08
0.10262211542896503,0.0034963069553283163,0.84210526299999999,0.0,0.0,0.0,0.052626801522798701,0.10525754803747694,1.9850853270679483e-08,7.2218009815220394e-07,7.4470425299414299e-07,4.1883651295376781e-19,3.3339146472535057e-11,3.9545404712788212e-06,3.8039129522965556e-06,2.2602544251843152e-07,1.7236643611765813e-08,8.3189500221399655e-12,1.3911203357058633e-13,4.8793362493227635e-10,5.1828313712814016e-15,2.6867368012871248e-08,2.1447044109641779e-13,1.3227695828602534e-18,1.3293206248166911e-08
0.1031136122055994,0.003496306879334815,0.84210526299999999,0.0,0.0,0.0,0.052626636594607451,0.10525735807480761,2.025104243927986e-08,7.4411460700562255e-07,7.5971397895733188e-07,4.2727843897602502e-19,3.4621891355170293e-11,4.1011311341542609e-06,3.9408218835749451e-06,2.3542791028195689e-07,1.8040060958951236e-08,8.6847112598298654e-12,1.4514058284924003e-13,5.0780453207977169e-10,5.4967215764046659e-15,2.834916984895182e-08,2.2745909795947125e-13,1.4238609153254128e-18,1.3895479435792428e-08
0.10360510898223378,0.0034963068015858717,0.84210526299999999,0.0,0.0,0.0,0.052626465659612917,0.10525716145168158,2.0657772276757886e-08,7.6654952400825779e-07,7.7496885118503654e-07,4.3585825487349696e-19,3.5954278523496563e-11,4.2533243845719284e-06,4.0830081388927043e-06,2.4521170021468085e-07,1.8878146925195578e-08,9.0652870055134972e-12,1.5140985236241283e-13,5.2840653724934315e-10,5.8304333608182749e-15,2.9920823910261085e-08,2.4126793560040609e-13,1.5329818894497418e-18,1.4524282725843616e-08
