Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176)
0.2668367129138662,0.002799327918420443,0.84210526299999999,0.0,0.0,0.0,0.052474759218028105,0.10509090634996161,4.3395928786257358e-08,4.0703671983599736e-06,3.8431037066924598e-06,9.4352706062490209e-19,4.9942363820748297e-10,0.00013917813522501904,0.00014952458417742041,1.2598764849792837e-05,1.0189714913757692e-06,2.7849011204002107e-10,2.1310673941792514e-12,1.4735838549497363e-08,9.0428246313783033e-13,1.1509884115152316e-05,9.1437069595861135e-11,1.9069928475252393e-15,1.1951405929941112e-06,1.7918166127828607e-13,4.5486199198567454e-14,2.0713016899928863e-22,1.3082203453461807e-09,2.8595576151112368e-23
0.2673541080419444,0.0027993279123609853,0.84210526299999999,0.0,0.0,0.0,0.052472293875816402,0.10508814792991399,4.3690039401791679e-08,4.1055257925136606e-06,3.8690125680306783e-06,9.4992071060059798e-19,5.068234208217587e-10,0.00014125984147659779,0.00015202727907629145,1.2817359257448319e-05,1.0345922155709373e-06,2.8259469291951687e-10,2.1624753524541706e-12,1.493573520035676e-08,9.283919679926933e-13,1.1831764350595076e-05,9.3872454337607656e-11,1.9736086925984691e-15,1.2146170254798266e-06,1.8228528816268984e-13,4.5758066107769923e-14,2.1467452254342454e-22,1.3574557735854036e-09,3.0111415558609873e-23
0.2678715031700227,0.0027993279111381965,0.84210526299999999,0.0,0.0,0.0,0.052469792956465602,0.10508534752538017,4.3985801557485984e-08,4.141015633071726e-06,3.8950639496976872e-06,9.5635052246968336e-19,5.1433130022984891e-10,0.0001433678794973051,0.00015456939426347269,1.3039916773483131e-05,1.0504528795862127e-06,2.8675852219978031e-10,2.1943381370245649e-12,1.5138100785861775e-08,9.5312617951649582e-13,1.2162214105897362e-05,9.6370836810365184e-11,2.0424633102536545e-15,1.2343783429190811e-06,1.8544376716653414e-13,4.6030760439158452e-14,2.2248819554922681e-22,1.4084838817756921e-09,3.1706161739852462e-23
0.2683888982981009,0.0027993279149289207,0.84210526299999999,0.0,0.0,0.0,0.052467255949983041,0.10508250447408093,4.4283223760878707e-08,4.1768410849758988e-06,3.9212585225656115e-06,9.6281669706186068e-19,5.2194895097786564e-10,0.00014550252879983385,0.00015715157085661744,1.3266517395824619e-05,1.066557474550135e-06,2.9098251279000832e-10,2.2266628093752692e-12,1.5342964936394012e-08,9.7850117307611218e-13,1.2501455024059021e-05,9.8933833567601123e-11,2.113629833904019e-15,1.2544285859640142e-06,1.8865813636671635e-13,4.6304276188436078e-14,2.3058074808247019e-22,1.4613686566317e-09,3.3383871690831697e-23
0.26890629342617917,0.002799327923915288,0.84210526299999999,0.0,0.0,0.0,0.052464682338609209,0.10507961810224965,4.4582314416019394e-08,4.2130065685146397e-06,3.9475969473066845e-06,9.6931943440883753e-19,5.2967806867262064e-10,0.00014766407087009006,0.00015977446153926203,1.349724285721534e-05,1.0829100610724499e-06,2.9526756972059647e-10,2.259456374900381e-12,1.5550353877920616e-08,1.0045334760029579e-12,1.2849714427635331e-05,1.0156310654137381e-10,2.1871832691719406e-15,1.2747718546724169e-06,1.9192944024964567e-13,4.6578607472964876e-14,2.3896205161267543e-22,1.5161763596003913e-09,3.5148798111414189e-23
0.26930896828371303,0.0027993279346244277,0.84210526299999999,0.0,0.0,0.0,0.052462653698530433,0.10507734129958883,4.4816248591027372e-08,4.2413913655674973e-06,3.9681954021573173e-06,9.7440576861304063e-19,5.3577168548710811e-10,0.00014936513266340589,0.00016184438674679696,1.3679718145163793e-05,1.0958110956149487e-06,2.9864536691427965e-10,2.2853077995281779e-12,1.5713524116607222e-08,1.0252592842051815e-12,1.3127145364923837e-05,1.03656338967974e-10,2.2461299715169788e-15,1.2908099144237481e-06,1.9451549715970847e-13,4.6792671844906059e-14,2.4569141195031451e-22,1.5602062712474395e-09,3.6585632154791607e-23
0.2697116431412469,0.002799327948684693,0.84210526299999999,0.0,0.0,0.0,0.052460602317151994,0.10507503751421648,4.5051202243098597e-08,4.2699869616088052e-06,3.9888816810609347e-06,9.7951445948705377e-19,5.4193470339516164e-10,0.00015108278971095161,0.00016393969336164982,1.3864782551127283e-05,1.108866814628477e-06,3.0206117171145352e-10,2.3114511213661682e-12,1.587825613037595e-08,1.0464014642167604e-12,1.3410292382245446e-05,1.0579154873520507e-10,2.3066081220771869e-15,1.3070299679834994e-06,1.9713721581805682e-13,4.7007222219539619e-14,2.5260692817974264e-22,1.6054757935989172e-09,3.8080244889564756e-23
0.2701143179987808,0.0027993279661888766,0.84210526299999999,0.0,0.0,0.0,0.052458527940359802,0.10507270641359283,4.5287179158246277e-08,4.2987955117808015e-06,4.0096560794044459e-06,9.8464560084950758e-19,5.4816793337083096e-10,0.00015281717712686718,0.00016606070411773267,1.4052476871702323e-05,1.1220792178304035e-06,3.0551542633404834e-10,2.3378897713139415e-12,1.604456239772553e-08,1.0679685576737801e-12,1.3699270110698245e-05,1.0796959417669056e-10,2.3686550148626852e-15,1.3234340247473824e-06,1.9979510551739333e-13,4.7222256598245104e-14,2.597136163110089e-22,1.6520192086697578e-09,3.9634880953874265e-23
0.2704767253705613,0.0027993279849655517,0.84210526299999999,0.0,0.0,0.0,0.052456641127723677,0.10507058479003364,4.5500436408039041e-08,4.3249070781032308e-06,4.0284286208250765e-06,9.8928289659471107e-19,5.5383858986955232e-10,0.00015439254248597641,0.00016799186123311896,1.422368460899903e-05,1.1341060200741792e-06,3.0865750123961801e-10,2.3619399312809208e-12,1.6195594388658273e-08,1.0877490275595809e-12,1.3964431900539774e-05,1.0996714197269015e-10,2.4258722665817116e-15,1.3383566777414662e-06,2.0221857569880455e-13,4.7416197477839624e-14,2.662775267585725e-22,1.6950265559155528e-09,4.1087387330808058e-23
0.2708391327423418,0.002799328006679253,0.84210526299999999,0.0,0.0,0.0,0.052454735291034643,0.10506844051934713,4.5714528283581818e-08,4.3511944915150523e-06,4.047272983429517e-06,9.9393851516718831e-19,5.5956744061222722e-10,0.0001559816688814534,0.00016994434550380262,1.4397086895319453e-05,1.1462628730032395e-06,3.1183142654099249e-10,2.3862347712261407e-12,1.6347922879464337e-08,1.107886663944847e-12,1.4234498066567335e-05,1.1200069203683603e-10,2.4844227255829372e-15,1.3534315166128743e-06,2.0467217327912888e-13,4.7610524206058312e-14,2.7300456395186841e-22,1.7391206321300989e-09,4.2592285934247929e-23
0.2712015401141223,0.0027993280314020596,0.84210526299999999,0.0,0.0,0.0,0.052452810238739413,0.10506627334966989,4.592945746418738e-08,4.3776593639246725e-06,4.0661893723882275e-06,9.9861252176149602e-19,5.6535511508271047e-10,0.00015758465620531895,0.00017191840175692988,1.4572714920179469e-05,1.1585512888161418e-06,3.1503753881771482e-10,2.4107768988130699e-12,1.6501557572463262e-08,1.1283878592952426e-12,1.450955698984699e-05,1.1407088700241908e-10,2.5443365924093939e-15,1.3686600541385194e-06,2.0715629444468112e-13,4.7805234143159688e-14,2.7989876753109801e-22,1.7843284424308936e-09,4.4151447147764378e-23
0.2715639474859028,0.0027993280592076087,0.84210526299999999,0.0,0.0,0.0,0.052450865777251082,0.10506408302607984,4.6145226593392604e-08,4.404303319706252e-06,4.0851779893310391e-06,1.0033049812424137e-18,5.7120224644113487e-10,0.00015920160477632888,0.00017391427791992435,1.4750600344957147e-05,1.1709727971914896e-06,3.1827618089355281e-10,2.4355689712802323e-12,1.6656508705184016e-08,1.1492591545143495e-12,1.478969862720974e-05,1.1617838387897176e-10,2.6056446618711199e-15,1.3840438185226375e-06,2.0967134159545759e-13,4.8000324688154356e-14,2.8696426813711189e-22,1.830677660641247e-09,4.5766803480062438e-23
0.2719263548576833,0.0027993280901709204,0.84210526299999999,0.0,0.0,0.0,0.052448901710927157,0.105061869290554,4.6361838289392747e-08,4.4311279974074818e-06,4.1042390326805543e-06,1.0080159573602508e-18,5.771094823328937e-10,0.00016083261533381856,0.00017593222506399607,1.4930775310451928e-05,1.1835289455567254e-06,3.2154769607565932e-10,2.4606136481781036e-12,1.6812785998383098e-08,1.1705071177283089e-12,1.5075014540724921e-05,1.1832384298963567e-10,2.6683787225408871e-15,1.3995843535610005e-06,2.1221772308841229e-13,4.8195792808707383e-14,2.942053293791048e-22,1.8781966472471861e-09,4.7440370041171544e-23
0.2722887622294638,0.00279932812436863,0.84210526299999999,0.0,0.0,0.0,0.052446917842049551,0.10505963188193322,4.6579295130238887e-08,4.4581350476067199e-06,4.1233726972978292e-06,1.012745514038799e-18,5.830774683280489e-10,0.00016247778902717008,0.00017797249744493131,1.5113272443968616e-05,1.1962212992234358e-06,3.248524351052194e-10,2.4859136493389154e-12,1.6970399933540747e-08,1.1921385347855095e-12,1.5365597925785116e-05,1.205079456668971e-10,2.7325709435837075e-15,1.4152832187575987e-06,2.1479585256461675e-13,4.8391635796101082e-14,3.016262888278749e-22,1.9269144663417062e-09,4.9174219242122279e-23
0.2726511696012443,0.0027993281618788725,0.84210526299999999,0.0,0.0,0.0,0.052444913970803884,0.10505737053588181,4.6797599668741493e-08,4.4853261354952065e-06,4.1425791748173665e-06,1.0174937140142037e-18,5.8910686602299302e-10,0.00016413722741123857,0.00018003535254370765,1.5298124866275995e-05,1.2090514413795336e-06,3.281907494656539e-10,2.511471698558045e-12,1.7129360502766352e-08,1.2141602022292278e-12,1.566154363836675e-05,1.2273137519321553e-10,2.7982545250883454e-15,1.4311419894857957e-06,2.1740614979992304e-13,4.8587850461561493e-14,3.0923162442709584e-22,1.9768609025954169e-09,5.0970510557977872e-23
0.2730135769730248,0.0027993282027814204,0.84210526299999999,0.0,0.0,0.0,0.052442889895259116,0.10505508498485056,4.7016754410733685e-08,4.5127029395491117e-06,4.1618586527935143e-06,1.0222606202521115e-18,5.9519833242646399e-10,0.00016581103243584958,0.00018212105110864343,1.5485366198989736e-05,1.2220209733524791e-06,3.3156299616531653e-10,2.5372905659037807e-12,1.7289678149675825e-08,1.2365791702159158e-12,1.5962948224422711e-05,1.2499483914999918e-10,2.865463019372083e-15,1.4471622571144205e-06,2.2004903878504907e-13,4.8784434045037147e-14,3.1702588757233092e-22,2.0280664790866471e-09,5.2831465604276988e-23
0.2733759843448053,0.0027993282471576314,0.84210526299999999,0.0,0.0,0.0,0.052440845411345367,0.10505277495803494,4.7236761839375519e-08,4.5402671524440848e-06,4.1812113155403337e-06,1.0270462942039801e-18,6.0135254549317269e-10,0.00016749930643965589,0.00018422985719869329,1.5675030572090972e-05,1.2351315147332781e-06,3.3496953390482381e-10,2.5633730317015745e-12,1.7451362947631323e-08,1.259402446305641e-12,1.6269909948794042e-05,1.2729904210986884e-10,2.9342311769646211e-15,1.4633456291675707e-06,2.2272495100194275e-13,4.8981383091927722e-14,3.2501378845289518e-22,2.0805624758750868e-09,5.475940081796741e-23
0.2737383917165858,0.0027993282950905304,0.84210526299999999,0.0,0.0,0.0,0.052438780312833437,0.10505044018133647,4.7457624384188608e-08,4.5680204805321339e-06,4.2006373429041452e-06,1.0318507978220439e-18,6.0757017335627772e-10,0.00016920215213853991,0.00018636203822722223,1.5867152631597054e-05,1.248384703635786e-06,3.3841072646314002e-10,2.5897219202140472e-12,1.7614425364069893e-08,1.2826373611305461e-12,1.6582528826479573e-05,1.2964471943713031e-10,3.0045940064593625e-15,1.4796937294548381e-06,2.2543432133926121e-13,4.9178694805712438e-14,3.3320010390074913e-22,2.1343809490350704e-09,5.6756699793852639e-23
0.2741007990883663,0.0027993283466648247,0.84210526299999999,0.0,0.0,0.0,0.052436694391311822,0.1050480803773207,4.7679344458892947e-08,4.5959646438034475e-06,4.220136911852505e-06,1.0366741912559292e-18,6.1385191154693097e-10,0.0001709196726192701,0.00018851786500595247,1.6061767547200044e-05,1.2617821967643625e-06,3.418869401629534e-10,2.6163400714162878e-12,1.7778875597914148e-08,1.3062911281902437e-12,1.690090665153698e-05,1.3203259654348481e-10,3.076587876416536e-15,1.4962081982290729e-06,2.2817759339680177e-13,4.9376365427256916e-14,3.4158978825747131e-22,2.189554750009319e-09,5.8825845044221094e-23
0.2744632064601468,0.002799328401966916,0.84210526299999999,0.0,0.0,0.0,0.052434587436167156,0.10504569526517753,4.7901924412456192e-08,4.6241013768522399e-06,4.2397101941823236e-06,1.0415165354980172e-18,6.201984375991772e-10,0.00017265197132680521,0.00019069761178943989,1.6258911020038707e-05,1.2753256696759972e-06,3.4539854569772891e-10,2.6432303651906699e-12,1.794472415075161e-08,1.3303713909378641e-12,1.7225147030025638e-05,1.3446343971367569e-10,3.1502492854980828e-15,1.5128906923190155e-06,2.3095521306697472e-13,4.9574392206742213e-14,3.5018785247246189e-22,2.2461175454275364e-09,6.0969395733148354e-23
0.27482561383192733,0.002799328461084988,0.84210526299999999,0.0,0.0,0.0,0.052432459234559602,0.10504328456067867,4.8125366588615649e-08,4.6524324271966274e-06,4.2593573593809559e-06,1.0463778892851111e-18,6.2661046704200667e-10,0.00017439915205821427,0.00019290155632007561,1.6458619290582639e-05,1.2890168168454927e-06,3.4894591695120959e-10,2.6703957005717579e-12,1.8111981311812208e-08,1.3548855487167544e-12,1.7555355408638555e-05,1.3693799328259606e-10,3.2256163105386504e-15,1.5297428852871683e-06,2.3376763639917742e-13,4.9772770987688947e-14,3.5899950954524855e-22,2.304103837428657e-09,6.3190009230281448e-23
0.27518802120370783,0.002799328524108943,0.84210526299999999,0.0,0.0,0.0,0.052430309571404647,0.10504084797613665,4.8349673248667206e-08,4.6809595582103291e-06,4.2790785705943319e-06,1.0512583126594545e-18,6.3308868429557926e-10,0.00017616131894781514,0.00019512997987382487,1.6660929146595404e-05,1.3028573519645918e-06,3.525294316411872e-10,2.6978390142221888e-12,1.8280657620276824e-08,1.3798416016216872e-12,1.7891639110414888e-05,1.3945705871120924e-10,3.3027269871772889e-15,1.5467664675637171e-06,2.3661532046173989e-13,4.9971499176918065e-14,3.680300144477611e-22,2.3635489845483161e-09,6.54904378628196e-23
0.27555042857548834,0.0027993285911305896,0.84210526299999999,0.0,0.0,0.0,0.052428138229345861,0.10503838522036164,4.8574846668391092e-08,4.7096845448138943e-06,4.2988739898969037e-06,1.0561578628249145e-18,6.3963382880029849e-10,0.00017793857646238064,0.00019738316730636627,1.6865877931307018e-05,1.3168490079641366e-06,3.5614947130907249e-10,2.7255632647839925e-12,1.8450763444182527e-08,1.4052470955221008e-12,1.8234107362159607e-05,1.4202139544635969e-10,3.381621199012078e-15,1.5639631466064611e-06,2.3949873419428655e-13,5.0170572068351705e-14,3.772848546549038e-22,2.4244892231041197e-09,6.7873519827177412e-23
0.27591283594726884,0.002799328662243441,0.84210526299999999,0.0,0.0,0.0,0.052425944988739474,0.10503589599861923,4.8800889012315041e-08,4.7386091798260352e-06,4.3187437710460256e-06,1.061076598939589e-18,6.462465872566457e-10,0.00017973102938274453,0.00019966140709995779,1.7073503551480424e-05,1.3309935373697758e-06,3.5980642083841993e-10,2.753571447220554e-12,1.8622309371406221e-08,1.4311104584644667e-12,1.8582871334197468e-05,1.4463184709460005e-10,3.4623385576046838e-15,1.5813346470333801e-06,2.4241834596322507e-13,5.0369987421391686e-14,3.8676953837049655e-22,2.4869616891284107e-09,7.0342223977034309e-23
0.27627524331904935,0.0027993287375430915,0.84210526299999999,0.0,0.0,0.0,0.052423729627622671,0.10503338001258665,4.9027802494394335e-08,4.7677352651577341e-06,4.3386880690945249e-06,1.0660145765331898e-18,6.5292772955292331e-10,0.00018153878280217553,0.00020196499141061371,1.7283844485929807e-05,1.3452927122389832e-06,3.6350066948947423e-10,2.7818665799584718e-12,1.8795305829615318e-08,1.4574393091117055e-12,1.8938044164711924e-05,1.4728918099704919e-10,3.5449208597237739e-15,1.5988827107872648e-06,2.4537463806268728e-13,5.0569739724723057e-14,3.9648984499531508e-22,2.5510044408253723e-09,7.2899569241297995e-23
0.27663765069082985,0.002799328817126775,0.84210526299999999,0.0,0.0,0.0,0.052421491921703568,0.1050308369603094,4.9255589167617496e-08,4.797064624201669e-06,4.3587070272204832e-06,1.0709718539699998e-18,6.5967793653931596e-10,0.00018336194210187093,0.00020429421611616985,1.749693979359755e-05,1.3597483246413986e-06,3.6723260944125974e-10,2.8104517178202651e-12,1.8969763466763783e-08,1.4842426215336157e-12,1.9299741006099443e-05,1.499942945163243e-10,3.6294093297664886e-15,1.6166090972631568e-06,2.4836809023769089e-13,5.0769827424934688e-14,4.0645154464523243e-22,2.6166564816040637e-09,7.5548775099043772e-23
0.27700005806261035,0.002799328901094058,0.84210526299999999,0.0,0.0,0.0,0.052419231644321544,0.1050282665361567,4.9484251197501559e-08,4.8265990848531826e-06,4.3788007944201296e-06,1.0759484849246412e-18,6.6649801988782831e-10,0.00018520061295591357,0.00020664938086453313,1.7712829122582317e-05,1.3743621864229216e-06,3.7100263771521262e-10,2.8393299388985743e-12,1.9145692745039251e-08,1.5115279503444522e-12,1.9668079042828766e-05,1.527479493884728e-10,3.7158477930080799e-15,1.6345155834825977e-06,2.5139919865634815e-13,5.097024376165699e-14,4.1666072833094225e-22,2.6839577836926206e-09,7.8293028618855573e-23
0.27736246543439086,0.0027993289895459723,0.84210526299999999,0.0,0.0,0.0,0.052416948566447269,0.10502566843077688,4.9713790500541908e-08,4.8563405030066082e-06,4.3989695012856415e-06,1.0809445271003276e-18,6.7338863999437324e-10,0.00018705490129590157,0.00020903078912302633,1.7931552718012419e-05,1.3891361299343898e-06,3.7481115396739895e-10,2.8685043600203179e-12,1.932310439513637e-08,1.5393050195216745e-12,2.0043177549172241e-05,1.5555111690119965e-10,3.8042791224562554e-15,1.6526039642093485e-06,2.5446845448532133e-13,5.1170988455439772e-14,4.2712343557633629e-22,2.7529493123167498e-09,8.1135853870216417e-23
0.27772487280617136,0.0027993290825862912,0.84210526299999999,0.0,0.0,0.0,0.052414642456628489,0.10502304233105238,4.9944209221713042e-08,4.8862907303570051e-06,4.4192132928936489e-06,1.085960032101818e-18,6.8035067044453143e-10,0.00018892491332897008,0.00021143874822765308,1.8153151431899379e-05,1.4040720074428854e-06,3.786585629480455e-10,2.897978118035751e-12,1.9502008873285709e-08,1.5675810666566269e-12,2.0425157894041122e-05,1.5840452807573836e-10,3.8947492913215398e-15,1.6708760521420315e-06,2.5757636833150045e-13,5.1372052714044671e-14,4.3784609162464565e-22,2.8236730505471591e-09,8.4080568254209396e-23
0.27808728017795187,0.002799329180319869,0.84210526299999999,0.0,0.0,0.0,0.052412313081009493,0.10502038792005366,5.0175509096044422e-08,4.9164516588503991e-06,4.4395322836179638e-06,1.0909950571431948e-18,6.8738472455278037e-10,0.00019081075548253281,0.0002138735694338206,1.8377666730349513e-05,1.4191716923642923e-06,3.8254527208679715e-10,2.9277543950781259e-12,1.968241703762857e-08,1.5963669289232191e-12,2.0814143619222368e-05,1.6130926426007608e-10,3.9873028632491487e-15,1.6893336780058594e-06,2.6072344279008607e-13,5.1573438579610395e-14,4.4883501079733957e-22,2.8961720246378357e-09,8.7131092301829292e-23
0.27844968754973237,0.0027993292828550082,0.84210526299999999,0.0,0.0,0.0,0.052409960203249277,0.10501770487699366,5.0407692304166764e-08,4.9468251594796554e-06,4.4599266190626105e-06,1.0960496515189216e-18,6.944917744601506e-10,0.0001927125344478499,0.00021633556796652403,1.8605140704914861e-05,1.4344370779554823e-06,3.8647169364639556e-10,2.9578363841106094e-12,1.9864339264585568e-08,1.6256690554414539e-12,2.1210260418523306e-05,1.6426597872447304e-10,4.0819880715616545e-15,1.7079786907803664e-06,2.6391020350890197e-13,5.1775133818053126e-14,4.6009697949618922e-22,2.9704903302272891e-09,9.0290785488382101e-23
0.2788120949215129,0.0027993293903003057,0.84210526299999999,0.0,0.0,0.0,0.052407583584578636,0.10501499287718022,5.0640760314698812e-08,4.977413167065219e-06,4.4803963904704296e-06,1.101123872134964e-18,7.0167233699298599e-10,0.0001946303570873831,0.00021882506307263524,1.8835616078170624e-05,1.4498700795798754e-06,3.9043824340412694e-10,2.988227338416049e-12,2.0047786632810916e-08,1.6555000619242528e-12,2.16136362543062e-05,1.6727592937626922e-10,4.1788512377330009e-15,1.7268129577437716e-06,2.6713716449850889e-13,5.1977144699294565e-14,4.71638588360833e-22,3.0466731588053082e-09,9.3564130510707468e-23
0.2791382615561153,0.002799329491292733,0.84210526299999999,0.0,0.0,0.0,0.052405424129910019,0.10501252704778373,5.0851279706265875e-08,5.0051273525183349e-06,4.4988837892892852e-06,1.1057074859095085e-18,7.0819860232077573e-10,0.00019637020331783104,0.00022108938537712011,1.9045645940365698e-05,1.4639046915652395e-06,3.9404279380484329e-10,3.0158460411557829e-12,2.0214201622711104e-08,1.682804566316463e-12,2.1982988534587413e-05,1.7003085036010889e-10,4.2679319121902466e-15,1.7439271685904663e-06,2.7007624711919791e-13,5.2159210480951157e-14,4.822710444623195e-22,3.1168701274659923e-09,9.6610058476386182e-23
0.27946442819071776,0.0027993295964362772,0.84210526299999999,0.0,0.0,0.0,0.052403245072042033,0.10501003725492107,5.1062518575479575e-08,5.0330182496848307e-06,4.5174324676417709e-06,1.1103070738438561e-18,7.1478569434646447e-10,0.00019812320985436202,0.0002233764802985971,1.9258174122097516e-05,1.4780780648393907e-06,3.9768049577981242e-10,3.0437200440089129e-12,2.0381868212914994e-08,1.7105511382943764e-12,2.2358422573412035e-05,1.7283026537123915e-10,4.3588531938032164e-15,1.7611975902415377e-06,2.7304871589185561e-13,5.2341522569183185e-14,4.9314088994062697e-22,3.1886494209408171e-09,9.9754238163595951e-23
0.2797905948253202,0.0027993297058160767,0.84210526299999999,0.0,0.0,0.0,0.052401046231611785,0.10500752325359101,5.1274478680974692e-08,5.0610872363212893e-06,4.5360425467296963e-06,1.1149226803317307e-18,7.2143428461576098e-10,0.00019988945505408417,0.00022568658913082269,1.9473233120416788e-05,1.4923916389096772e-06,4.0135166232808434e-10,3.0718517824475597e-12,2.0550794479765126e-08,1.7387456568552661e-12,2.2740036361601581e-05,1.7567476393234049e-10,4.4516522584853887e-15,1.7786256227752679e-06,2.7605496716105244e-13,5.2524074711226268e-14,5.0425344168231686e-22,3.2620463715740723e-09,1.0299954527954343e-22
0.28011676145992265,0.002799329819516967,0.84210526299999999,0.0,0.0,0.0,0.052398827427643256,0.10500498479610737,5.1487160847517564e-08,5.0893357808746008e-06,4.5547140660493716e-06,1.1195543349979121e-18,7.2814490478543407e-10,0.00020166901731646361,0.00022801995593829406,1.9690855866256928e-05,1.5068468700790276e-06,4.0505660873430514e-10,3.1002437116685436e-12,2.0720988358547128e-08,1.7673960651342308e-12,2.3127929513529732e-05,1.7856514563400159e-10,4.5463672545083348e-15,1.7962126786459836e-06,2.7909540392419159e-13,5.2706865494387081e-14,5.1561414250474852e-22,3.3370971006769132e-09,1.0634945310253509e-22
0.2804429280945251,0.0027993299376285947,0.84210526299999999,0.0,0.0,0.0,0.052396588477431644,0.10500242163207711,5.1700566341554821e-08,5.1177653160141568e-06,4.5734471032433513e-06,1.1242020737485693e-18,7.3491820440055126e-10,0.00020346197515887772,0.00023037682758829736,1.991107574259296e-05,1.5214452256347027e-06,4.0879564749287469e-10,3.1288982679383199e-12,2.0892457067949019e-08,1.7965088959685862e-12,2.3522203193130435e-05,1.8150206191435724e-10,4.6430363763399288e-15,1.813960182813686e-06,2.8217043027913386e-13,5.288988961860366e-14,5.2722854628200123e-22,3.4138385381938697e-09,1.09807102703511e-22
0.28076909472912753,0.002799330060237857,0.84210526299999999,0.0,0.0,0.0,0.052394329196578791,0.10499983350836879,5.19146961395665e-08,5.1463773061753214e-06,4.5922417100282644e-06,1.128865929347078e-18,7.4175474648595769e-10,0.00020526840716604634,0.00023275745378356516,2.0133926579100564e-05,1.5361881888488472e-06,4.1256910121575706e-10,3.1578179652722445e-12,2.1065208980175125e-08,1.8260919967431766e-12,2.3922960184705961e-05,1.8448630108641921e-10,4.7416992937870442e-15,1.8318695728153314e-06,2.8528045560238936e-13,5.3073144797598925e-14,5.3910230025894837e-22,3.4923084389799626e-09,1.1337608351293548e-22
0.28109526136373,0.002799330187437241,0.84210526299999999,0.0,0.0,0.0,0.052392049398936873,0.10499722016908321,5.2129551507876287e-08,5.1751731962035435e-06,4.6110979632969343e-06,1.1335459389363703e-18,7.4865516511543321e-10,0.00020708839201798382,0.00023516208709430128,2.0359442664819157e-05,1.5510772559389759e-06,4.1637728981368536e-10,3.1870052980562454e-12,2.1239251646007355e-08,1.8561524846422454e-12,2.4330304876706867e-05,1.8751857538186266e-10,4.8423958859186221e-15,1.8499422988951416e-06,2.8842589586043048e-13,5.3256626787901884e-14,5.5124122817790958e-22,3.5725454026059236e-09,1.170598630079901e-22
0.2814214279983324,0.0027993303193178886,0.84210526299999999,0.0,0.0,0.0,0.052389748896632844,0.10499458135552217,5.2345133465439095e-08,5.2041544608863468e-06,4.6300159176732783e-06,1.1382421362489609e-18,7.5562004993377658e-10,0.00020892200844612618,0.00023759098299139334,2.0587658747696306e-05,1.5661139387414785e-06,4.2022053902359993e-10,3.2164628062135875e-12,2.1414593101147731e-08,1.8866982267570902e-12,2.4744343323607718e-05,1.9059967367141336e-10,4.9451671845926854e-15,1.868179824065334e-06,2.9160716973657195e-13,5.3440332682234326e-14,5.6365124260866178e-22,3.6545888913085808e-09,1.2086219309168035e-22
0.28174759463293486,0.0027993304559746648,0.84210526299999999,0.0,0.0,0.0,0.052387427500027409,0.10499191680615963,5.2561443150539985e-08,5.2333225710959013e-06,4.6489956377173116e-06,1.1429545564726901e-18,7.6265003560860682e-10,0.00021076933524549773,0.000240044399879648,2.0818610045044092e-05,1.5812997628938156e-06,4.2409917524191022e-10,3.2461930360243018e-12,2.159124108792492e-08,1.9177366939757777e-12,2.5165183245544014e-05,1.9373034385310149e-10,5.0500547793202354e-15,1.8865836242143474e-06,2.9482470202803773e-13,5.3624258461350129e-14,5.7633841635914167e-22,3.7384792501035356e-09,1.2478680630001819e-22
0.2820737612675373,0.0027993305975024542,0.84210526299999999,0.0,0.0,0.0,0.052385085017721503,0.10498922625661036,5.2778481520301729e-08,5.2626790212850999e-06,4.6680371715896276e-06,1.1476832322216216e-18,7.6974573064148741e-10,0.00021263045124605265,0.00024252259913189693,2.1052332245724627e-05,1.5966362696786581e-06,4.2801352947077865e-10,3.2761985698069683e-12,2.1769203628854733e-08,1.9492758850124284e-12,2.5592934073923818e-05,1.9691138765641879e-10,5.1571012709029853e-15,1.9051551881855077e-06,2.9807892178502786e-13,5.3808400821194601e-14,5.8930893890356865e-22,3.8242577258734919e-09,1.2883766842521889e-22
0.28239992790213975,0.002799330743999138,0.84210526299999999,0.0,0.0,0.0,0.0523827212565234,0.10498650943960049,5.2996249608083302e-08,5.2922253054502706e-06,4.687140573638967e-06,1.1524281971628671e-18,7.7690777440653211e-10,0.00021450543531678808,0.00024502584512313316,2.1288861519638185e-05,1.6121250147176807e-06,4.3196393364355142e-10,3.3064819982696208e-12,2.1948488478548614e-08,1.9813235879070697e-12,2.6027706959788643e-05,2.0014358469477647e-10,5.2663499165002029e-15,1.9238960178764497e-06,3.0137026341798318e-13,5.3992755835376002e-14,6.0256915461299006e-22,3.9119664881809545e-09,1.3301877859808882e-22
