Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21)
4.194672766327153e-05,0.0035521841541028545,0.84210526299999999,0.0,0.0,0.0,0.052631578872244483,0.10526315776179677,1.4496005806304476e-11,1.2445218678659877e-10,1.1095805844839131e-10,4.8489717666399633e-22,9.7142654751654115e-15,2.1855481799990594e-12,2.2043274812029647e-12,4.7733537910186185e-13,1.1581599989610307e-13,6.8825007553132297e-17,1.7650645669434077e-17,7.4915714440846966e-18
4.6500797440686576e-05,0.0035521841540597197,0.84210526299999999,0.0,0.0,0.0,0.052631578858006456,0.1052631577355502,1.6075812662196467e-11,1.379281568441107e-10,1.2308807374752558e-10,5.3790648716188144e-22,1.0831678096082498e-14,2.6955816587103292e-12,2.7234224752769592e-12,5.846473435282415e-13,1.3395915492565179e-13,7.9617367739363096e-17,1.9743650163099356e-17,9.279209497331738e-18
5.105486721810162e-05,0.003552184154016528,0.84210526299999999,0.0,0.0,0.0,0.05263157884369455,0.10526315770922651,1.7657821802288589e-11,1.5139800206112331e-10,1.3523499190936517e-10,5.909896647637944e-22,1.195624090190417e-14,3.2601069331646686e-12,3.2991599439948192e-12,7.0242032905341142e-13,1.5240882194477017e-13,9.0594199700569951e-17,2.1846737669434379e-17,1.1261042758420958e-17
5.5608936995516665e-05,0.003552184153973279,0.84210526299999999,0.0,0.0,0.0,0.052631578829308363,0.10526315768282529,1.9242065057639066e-11,1.6486181091449148e-10,1.4739905796102055e-10,6.4414778026132609e-22,1.3087496117682012e-14,3.8792769992225761e-12,3.9318928238397638e-12,8.3054879471541312e-13,1.7109089629130361e-13,1.0171149602993374e-16,2.3957353642301397e-17,1.3437914106093337e-17
6.471707655034675e-05,0.0035521841538866065,0.84210526299999999,0.0,0.0,0.0,0.052631578800311905,0.10526315762978887,2.2417369475765526e-11,1.9177158081184154e-10,1.7177952281759697e-10,7.5069271032313732e-22,1.5368794835748284e-14,5.2820757625396126e-12,5.3696580378145565e-12,1.1174554748725435e-12,2.0894864303279673e-13,1.2424657269126827e-16,2.8194154420590854e-17,1.8380220382717896e-17
7.382521610517684e-05,0.0035521841537997007,0.84210526299999999,0.0,0.0,0.0,0.052631578771014577,0.10526315757643824,2.5601939783966228e-11,2.1865785721668859e-10,1.9623111297710831e-10,8.5754846466584752e-22,1.7673770589290969e-14,6.9049041136783068e-12,7.0392024194070538e-12,1.4445440021522156e-12,2.4725757495310558e-13,1.4705944217770222e-16,3.2444588435373369e-17,2.4113126960946771e-17
8.293335566000693e-05,0.00355218415371256,0.84210526299999999,0.0,0.0,0.0,0.052631578741414005,0.10526315752277107,2.879597051250955e-11,2.4552089392751283e-10,2.2075532356756531e-10,9.6472157713976222e-22,2.0001426616777562e-14,8.7485646216381795e-12,8.9428535474478906e-12,1.8110077638822718e-12,2.8588061585009944e-13,1.7006877057335709e-16,3.6703944214248558e-17,3.0643823787377628e-17
9.204149521483701e-05,0.003552184153625181,0.84210526299999999,0.0,0.0,0.0,0.052631578711507948,0.1052631574687851,3.1999645788382657e-11,2.7236088510524078e-10,2.4535356936804675e-10,1.0722182304628134e-21,2.2351123609122606e-14,1.0813812202533969e-11,1.1082859549884519e-11,2.2160562264890951e-12,3.2474134129425531e-13,1.9322925316285748e-16,4.096960310174077e-17,3.797968867241676e-17
9.999999999999998e-05,0.0035521841535375628,0.84210526299999999,0.0,0.0,0.0,0.052631578685124789,0.10526315742135059,3.4806986081669176e-11,2.9579438274327666e-10,2.6690868913783199e-10,1.1664161361202393e-21,2.4421908854725662e-14,1.2800362257309378e-11,1.3147969270019821e-11,2.6009577594926865e-12,3.5885285250760228e-13,2.1356719156580592e-16,4.4700684797553003e-17,4.5054681627776257e-17
0.0001011496347696671,0.0035521841535375628,0.84210526299999999,0.0,0.0,0.0,0.052631578681294137,0.10526315741447817,3.5213143226098917e-11,2.9917799813329725e-10,2.7002721493299739e-10,1.1800443878665608e-21,2.472238847931271e-14,1.3101386405480388e-11,1.3461422761662105e-11,2.6589142274695886e-12,3.6379119465770197e-13,2.1651214088764308e-16,4.5239908173715003e-17,4.612828503962935e-17
0.00011025777432449719,0.0035521841534497025,0.84210526299999999,0.0,0.0,0.0,0.052631578650770394,0.10526315735984813,3.8436634973862102e-11,3.2597238198745716e-10,2.9477758268877944e-10,1.2882058284788832e-21,2.711486551139908e-14,1.5612019497110875e-11,1.6080708639632229e-11,3.1388215535113973e-12,4.0300112242804899e-13,2.3990027166763999e-16,4.9513875639118417e-17,5.5097354182481053e-17
0.00012847405343415736,0.0035521841532732503,0.84210526299999999,0.0,0.0,0.0,0.052631578588784443,0.10526315724961037,4.4914267024158001e-11,3.7949350030471879e-10,3.4451359760367751e-10,1.5055569028820776e-21,3.1962418989508967e-14,2.1305386998606852e-11,2.2049961846424828e-11,4.2068160787931302e-12,4.8184808570843354e-13,2.8696110539744926e-16,5.8071040798610484e-17,7.5528762392065492e-17
0.00014669033254381754,0.003552184153095806,0.84210526299999999,0.0,0.0,0.0,0.052631578525533025,0.10526315713805541,5.1433832868966972e-11,4.3292524686779697e-10,3.9457152950415987e-10,1.7243147848677946e-21,3.6892212272627275e-14,2.7899799516098223e-11,2.9007396910527649e-11,5.414247470669258e-12,5.6125607112551704e-13,3.3439702405589434e-16,6.6640349668442201e-17,9.9339370678359592e-17
0.00016490661165347771,0.003552184152917356,0.84210526299999999,0.0,0.0,0.0,0.052631578460999362,0.10526315702516707,5.7996570488470137e-11,4.8626860426690716e-10,4.4496088679175623e-10,1.9445210270472716e-21,4.190296651138276e-14,3.5401278940831878e-11,3.6969487716111289e-11,6.755546344022934e-12,6.4123967472685068e-13,3.8221754066453103e-16,7.5222463279946413e-17,1.2659738743272018e-16
0.0001831228907631379,0.003552184152737886,0.84210526299999999,0.0,0.0,0.0,0.052631578395166904,0.10526315691092933,6.4603672339111741e-11,5.3952457809516543e-10,4.9569082826370131e-10,2.1662156542280036e-21,4.6993414819807856e-14,4.3816024647830042e-11,4.5952462503441372e-11,8.2253573707116498e-12,7.2180641203872269e-13,4.3042799632947487e-16,8.3817802081311126e-17,1.5737372868378104e-16
0.00020133916987279807,0.003552184152557381,0.84210526299999999,0.0,0.0,0.0,0.052631578328019291,0.10526315679532626,7.1256286770898788e-11,5.9269419245048214e-10,5.4677017397064881e-10,2.3894372108630012e-21,5.2162322587401166e-14,5.315040338939681e-11,5.5972310475064939e-11,9.8185309442664492e-12,8.0296055383027756e-13,4.7903183744981255e-16,9.2426678133881994e-17,1.9174192105554227e-16
0.0002377717280921184,0.00355218415219321,0.84210526299999999,0.0,0.0,0.0,0.052631578189714361,0.10526315655996163,8.4702433679057449e-11,6.987784719932853e-10,6.5001072125142161e-10,2.8406081362854738e-21,6.2731043076258738e-14,7.4604262911372837e-11,7.9185409810326594e-11,1.3355334494633093e-11,9.6708659450487897e-13,5.7745646622711235e-16,1.0968763420772416e-16,2.7156069169124934e-16
0.00027420428631143876,0.0035521841518247415,0.84210526299999999,0.0,0.0,0.0,0.05263157804595802,0.10526315631894921,9.8343363395254235e-11,8.0452984478583109e-10,7.5474667801261648e-10,3.2983141421477655e-21,7.3600631733505075e-14,9.9816784729236911e-11,1.0673213442888375e-10,1.7328590265574104e-11,1.1337251620725155e-12,6.7756310564181343e-16,1.2701042071117678e-16,3.6669207627406476e-16
0.0003106368445307591,0.0035521841514518752,0.84210526299999999,0.0,0.0,0.0,0.052631577896626772,0.10526315607216724,1.1218681609152561e-10,9.0995691396611082e-10,8.6103749288077947e-10,3.7628150245535686e-21,8.4763340697314356e-14,1.2884416957596792e-10,1.3873250899279411e-10,2.1703771744275494e-11,1.3029904836053889e-12,7.7942798837421338e-16,1.444004140755903e-16,4.7781268460835144e-16
0.00034706940275007947,0.003552184151074519,0.84210526299999999,0.0,0.0,0.0,0.052631577741599885,0.10526315581949594,1.2623997196779655e-10,1.0150684918631575e-09,9.6893831360515553e-10,4.2343517843673365e-21,9.6211968349128998e-14,1.6174474735042287e-10,1.7530353283066904e-10,2.6448971655718321e-11,1.4749782522997152e-12,8.8311679820865774e-16,1.6186239882098071e-16,6.0563592492010896e-16
0.0003835019609693998,0.003552184150692588,0.84210526299999999,0.0,0.0,0.0,0.052631577580759079,0.10526315556081731,1.4050949479660232e-10,1.1198735786475343e-09,1.0785003214689056e-09,4.7131480886227417e-21,1.0793984399470599e-13,1.9857881963598559e-10,2.1655942087047207e-10,3.1534703209035663e-11,1.6497713550696275e-12,9.8868805369583686e-16,1.794007623900018e-16,7.5091053054135068e-16
0.0004199345191887202,0.0035521841503059984,0.84210526299999999,0.0,0.0,0.0,0.052631577413988502,0.10526315529601486,1.5500156995559229e-10,1.2243813381631758e-09,1.1897710233282535e-09,5.1994115467613901e-21,1.199408454383714e-13,2.3940851524660716e-10,2.6261181269980387e-10,3.6933723696051152e-11,1.8274503052091041e-12,1.0961992894228992e-15,1.9701985268272382e-16,9.1441931395587347e-16
0.00045636707740804054,0.003552184149914676,0.84210526299999999,0.0,0.0,0.0,0.052631577241174378,0.10526315502497381,1.6972193739166646e-10,1.3286010863943272e-09,1.3027945047987822e-09,5.6933348170807335e-21,1.3220936326970348e-13,2.8429767776515847e-10,3.1356995730104828e-10,4.2620886153180012e-11,2.0080933518495428e-12,1.2057071092816287e-15,2.1472397990681762e-16,1.0969782328663944e-15
0.0004927996356273609,0.003552184149518548,0.84210526299999999,0.0,0.0,0.0,0.052631577062204886,0.10526315474758059,1.846759320031694e-10,1.4325422810596284e-09,1.4176117404427721e-09,6.1950969622819982e-21,1.4474023725552255e-13,3.3331173298320844e-10,3.6954094095707371e-10,4.857295941238289e-11,2.1917731324352339e-12,1.3172651766518876e-15,2.3251729834137821e-16,1.2994346827706472e-15
0.0005292321938466813,0.0035521841491175476,0.84210526299999999,0.0,0.0,0.0,0.052631576876970017,0.10526315446372286,1.9986851439611659e-10,1.5362145121286644e-09,1.534260830004851e-09,6.7048644818422662e-21,1.5752871721613697e-13,3.8651758622676553e-10,4.3062986076184796e-10,5.4768490173512923e-11,2.378555760307243e-12,1.4309236754143978e-15,2.5040377390112711e-16,1.522667748759882e-15
0.0005656647520660016,0.0035521841487116098,0.84210526299999999,0.0,0.0,0.0,0.052631576685361357,0.10526315417328952,2.1530429774144997e-10,1.6396274902909455e-09,1.6527772046760533e-09,7.2227922134078403e-21,1.7057044738875886e-13,4.4398352877781496e-10,4.9693997550494427e-10,6.1187680874703292e-11,2.5685032785162354e-12,1.5467307511022401e-15,2.6838726685414593e-16,1.7675868945523924e-15
0.000602097310285322,0.003552184148300675,0.84210526299999999,0.0,0.0,0.0,0.052631576487272028,0.1052631538761704,2.3098757325166689e-10,1.7427910373131414e-09,1.7731938227630506e-09,7.7490241878872299e-21,1.8386144505827587e-13,5.0577915107977916e-10,5.6857284956526097e-10,6.7812274408169757e-11,2.7616748424978134e-12,1.6647331976479859e-15,2.8647157078821445e-16,2.0351307044169043e-15
0.0006749624267239627,0.0035521841474635872,0.84210526299999999,0.0,0.0,0.0,0.052631576071230354,0.10526315326143851,2.6311230887357991e-10,1.9484096364800619e-09,2.0198484335530563e-09,8.8269280928570061e-21,2.1117697599457529e-13,6.4264379171051665e-10,7.2820553277412963e-10,8.1611657691251816e-11,3.15790661956948e-12,1.9075012623894842e-15,3.2295725207866592e-16,2.6419931561039296e-15
0.0007478275431626034,0.0035521841466058576,0.84210526299999999,0.0,0.0,0.0,0.052631575628014751,0.10526315261866263,2.9627154476789049e-10,2.1531508156288977e-09,2.2744460371194786e-09,9.9395436252655862e-21,2.3944980936706554e-13,7.9769113578524075e-10,9.1031184714026726e-10,9.604719805099008e-11,3.5676543022783447e-12,2.1595677796126907e-15,3.5988936965617698e-16,3.3513372900468258e-15
0.0008206926596012441,0.003552184145727102,0.84210526299999999,0.0,0.0,0.0,0.052631575156811071,0.10526315194698854,3.3049041595347724e-10,2.3570963938206049e-09,2.5371796777555103e-09,1.1087714406883602e-20,2.6865878098859491e-13,9.7151677464564945e-10,1.1156569638336086e-09,1.1101751503546564e-10,3.9912719044416817e-12,2.4212489510114311e-15,3.9729523671544592e-16,4.1716873271497898e-15
0.0008935577760398848,0.003552184144826966,0.84210526299999999,0.0,0.0,0.0,0.052631574656818197,0.10526315124557008,3.6579093492247298e-10,2.560329320430915e-09,2.8082184161741727e-09,1.227217924897547e-20,2.9878651038766141e-13,1.1647304228253807e-09,1.3449905529812763e-09,1.2643673274786904e-10,4.4290770216759253e-12,2.6928447180427636e-15,4.3520134186996229e-16,5.111998268524086e-15
0.0009664228924785255,0.003552184143905124,0.84210526299999999,0.0,0.0,0.0,0.052631574127245416,0.1052631505135672,4.0219246959759372e-10,2.7629335339301219e-09,3.0877110005073601e-09,1.3493588194911416e-20,3.2981890473023872e-13,1.3779544017627764e-09,1.5990495706429643e-09,1.4223232191314161e-10,4.8813565665665751e-12,2.9746420592095284e-15,4.7363352592294371e-16,6.1816472649354218e-15
0.0009999999999999998,0.003552184142961273,0.84210526299999999,0.0,0.0,0.0,0.052631573873039676,0.10526315016572663,4.1934211127429206e-10,2.8561077262430011e-09,3.219386780156063e-09,1.4069023767275898e-20,3.4442028958922758e-13,1.4831201545500527e-09,1.7246459982934648e-09,1.4962055772807781e-10,5.094716466995874e-12,3.1080076423415102e-15,4.9152759035282066e-16,6.7207755467329084e-15
0.0010392880089171662,0.003552184142961273,0.84210526299999999,0.0,0.0,0.0,0.052631573567309985,0.10526314975014404,4.3971216049775271e-10,2.9649938483403954e-09,3.3757890704096738e-09,1.4752516522403201e-20,3.6174470912707354e-13,1.6118223470029497e-09,1.8785607165106598e-09,1.5834321700743835e-10,5.3483689026874548e-12,3.2669162014040223e-15,5.1261704010537888e-16,7.3904292395994439e-15
0.001112153125355807,0.003552184141995128,0.84210526299999999,0.0,0.0,0.0,0.052631572976235219,0.10526314895446746,4.7836528524960688e-10,3.1665958571365993e-09,3.6725699567191714e-09,1.6049476978285639e-20,3.9455513339467759e-13,1.8669781005244572e-09,2.1842426043957464e-09,1.7471816841775792e-10,5.830349218282772e-12,3.5699337632621995e-15,5.5217671878200362e-16,8.7485531086782896e-15
0.0011850182417944477,0.0035521841410064182,0.84210526299999999,0.0,0.0,0.0,0.052631572353248612,0.10526314812570564,5.1816557007463381e-10,3.3678258578661645e-09,3.9781590738531728e-09,1.7384930233511803e-20,4.2824353787148767e-13,2.1440747933037532e-09,2.5168076440793962e-09,1.9131433294458228e-10,6.3275150139073917e-12,3.8839559941396526e-15,5.9233715998045163e-16,1.0266640230406744e-14
0.0012578833582330884,0.003552184139994887,0.84210526299999999,0.0,0.0,0.0,0.052631571697580287,0.10526314726302673,5.591254526679227e-10,3.5687707987781456e-09,4.2926519388801249e-09,1.875929370668744e-20,4.6280515645632154e-13,2.4437741061051763e-09,2.8769636593017575e-09,2.0809608440286759e-10,6.840068722611159e-12,4.2092403315970226e-15,6.3312281033788915e-16,1.1955724585434023e-14
0.001330748474671729,0.0035521841389602837,0.84210526299999999,0.0,0.0,0.0,0.052631571008461706,0.1052631463655979,6.0125630607524715e-10,3.7695182412341043e-09,4.6161358910349223e-09,2.0172949078515046e-20,4.9823686007224157e-13,2.7667456709201132e-09,3.2654152934600717e-09,2.2503399997475494e-10,7.368199874687497e-12,4.546041711337892e-15,6.7455803733913077e-16,1.3827254792781187e-14
0.0014036135911103698,0.0035521841379023682,0.84210526299999999,0.0,0.0,0.0,0.052631570285124413,0.10526314543258446,6.4456863203516145e-10,3.970156333320345e-09,4.9486915766983646e-09,2.1626248781294121e-20,5.3453695867720038e-13,3.1136665812335262e-09,3.6828652489073795e-09,2.4210398363493851e-10,7.9120881093310999e-12,4.8946143930255009e-15,7.1666723283072527e-16,1.589309714528994e-14
0.0014764787075490105,0.003552184136820904,0.84210526299999999,0.0,0.0,0.0,0.05263156952679901,0.10526314446314869,6.8907222802830291e-10,4.1707737945108117e-09,5.2903942324340377e-09,2.3119521605913319e-20,5.7170502907305879e-13,3.485220997994592e-09,4.1300153835356899e-09,2.5928650834054567e-10,8.4719056144237284e-12,5.2552134581051173e-15,7.5947489862493665e-16,1.8165539576385706e-14
0.0015493438239876512,0.003552184135715656,0.84210526299999999,0.0,0.0,0.0,0.052631568732714261,0.1052631434564494,7.3477633013294696e-10,4.3714599108917883e-09,5.6413147822071805e-09,2.465307749680035e-20,6.0974176430769599e-13,3.8820998441774947e-09,4.6075676761211711e-09,2.7656596775249423e-10,9.0478186602098496e-12,5.6280957839525087e-15,8.030057027389642e-16,2.0657296788311194e-14
0.001622208940426292,0.003552184134586396,0.84210526299999999,0.0,0.0,0.0,0.052631567902096131,0.105263142411641,7.8168973449224953e-10,4.5723045389214731e-09,6.0015207703265706e-09,2.6227211628965986e-20,6.4864884671290017e-13,4.3050005766291083e-09,5.1162250753590116e-09,2.9393012444326498e-10,9.6399891250977813e-12,6.0135210272689247e-15,8.4728453710055999e-16,2.338151649261344e-14
0.0016950740568649327,0.0035521841334328922,0.84210526299999999,0.0,0.0,0.0,0.052631567034167201,0.10526314132787308,8.2982090109715563e-10,4.7733981162474066e-09,6.37107715855801e-09,2.7842207891465152e-20,6.8842884091045624e-13,4.7546270219447894e-09,5.6566922528130776e-09,3.1136963792364543e-10,1.0248576084412595e-11,6.4117526561111962e-15,8.9233657885451662e-16,2.6351786548293395e-14
0.0017679391733035734,0.0035521841322549152,0.84210526299999999,0.0,0.0,0.0,0.052631566128145943,0.10526314020428956,8.7917804301812327e-10,4.9748316788514716e-09,6.7500470114772602e-09,2.9498341882453924e-20,7.2908510087337012e-13,5.2316892658746509e-09,6.2296762770965281e-09,3.2887765864289892e-10,1.0873737029046685e-11,6.8230587707761361e-15,9.3818734005412695e-16,2.9582142793746546e-14
0.001840804289742214,0.0035521841310522345,0.84210526299999999,0.0,0.0,0.0,0.052631565183246042,0.10526313904002847,9.2976920304047423e-10,5.176696883671343e-09,7.1384920850760112e-09,3.1195883481453079e-20,7.7062168947930373e-13,5.7369035891869455e-09,6.8358872199434209e-09,3.4644947913952535e-10,1.1515628816283462e-11,7.2477127738819379e-15,9.848627091610767e-16,3.308707754055532e-14
0.0019136694061808548,0.0035521841298246162,0.84210526299999999,0.0,0.0,0.0,0.052631564198676026,0.10526313783422116,9.8160231913668193e-10,5.3790860358865466e-09,7.5364733296277409e-09,3.2935099046919353e-20,8.1304331044952925e-13,6.2709924445456939e-09,7.4760387019168746e-09,3.6408223578033854e-10,1.2174408610036459e-11,7.685994043515442e-15,1.0323889932309514e-15,3.6881548815439089e-14
0.0019865345226194953,0.0035521841285718267,0.84210526299999999,0.0,0.0,0.0,0.052631563173638575,0.10526313658599198,1.0346852803024705e-09,5.5820921203780662e-09,7.9440513185414566e-09,3.471625329037673e-20,8.5635525059678535e-13,6.8346844691032399e-09,8.1508483861510818e-09,3.8177465426528791e-10,1.2850234740826397e-11,8.1381885678915831e-15,1.0807929583097711e-15,4.0980990337445972e-14
0.002059399639058136,0.003552184127293625,0.84210526299999999,0.0,0.0,0.0,0.052631562107330193,0.10526313529445795,1.0890259742959924e-09,5.7858088368973101e-09,8.3612866150266142e-09,3.6539610878776732e-20,9.0056333015853382e-13,7.4287145275179885e-09,8.8610384286208261e-09,3.9952683202891492e-10,1.3543267392633651e-11,8.6045894847873347e-15,1.1301018646852023e-15,4.5401322104147748e-14
0.0021322647554967763,0.0035521841259897715,0.84210526299999999,0.0,0.0,0.0,0.052631560998940709,0.10526313395872816,1.1446323285358246e-09,5.9903306383981332e-09,8.7882400862134861e-09,3.8405437807234081e-20,9.4567386032003512e-13,8.0538237808720031e-09,9.6073358918207198e-09,4.1734005185446691e-10,1.425366920176328e-11,9.0854975754209088e-15,1.180343499827226e-15,5.0158961514957249e-14
0.0022051298719354168,0.0035521841246600196,0.84210526299999999,0.0,0.0,0.0,0.052631559847652956,0.10526313257790344,1.2015123450998022e-09,6.1957527721298205e-09,9.2249731719639519e-09,4.0314002573755148e-20,9.9169360722630299e-13,8.7107597781143682e-09,1.0390473127029795e-08,4.3521662244090148e-10,1.4981605826393097e-11,9.5812217479278655e-15,1.2315462110227098e-15,5.5270835056094961e-14
0.0022779949883740573,0.0035521841233041177,0.84210526299999999,0.0,0.0,0.0,0.052631558652642324,0.10526313115107608,1.2596741306107623e-09,6.4021713232528312e-09,9.6715481144105289e-09,4.226557718234531e-20,1.0386297614092265e-12,9.4002765673487678e-09,1.1211188129524613e-08,4.5315974240965462e-10,1.5727246450195071e-11,1.0092079488919144e-14,1.2837389364243917e-15,6.0754390566026239e-14
0.0023508601048126978,0.003552184121921813,0.84210526299999999,0.0,0.0,0.0,0.05263155741307643,0.10526312967732938,1.3191259217393034e-09,6.6096832607356e-09,1.0128028153831391e-08,4.4260437999001103e-20,1.0864899117857916e-12,1.0123134824450637e-08,1.2070224870796189e-08,4.7117338447130567e-10,1.6490764213095136e-11,1.061839727860722e-14,1.3369512342250072e-15,6.6627610049945665e-14
0.0024237252212513383,0.0035521841205128435,0.84210526299999999,0.0,0.0,0.0,0.052631556128114855,0.10526312815573731,1.3798761069856799e-09,6.8183864852723149e-09,1.0594477695946686e-08,4.6298866482811064e-20,1.1352820237063585e-12,1.0880101996685691e-08,1.2968333611443684e-08,4.8926219675517725e-10,1.7272336605781253e-11,1.1160510990814276e-14,1.3912133111701716e-15,7.2909023008810612e-14
0.0024965903376899788,0.003552184119076944,0.84210526299999999,0.0,0.0,0.0,0.052631554796908717,0.10526312658536424,1.4419332452971265e-09,7.028379879027803e-09,1.1070962454908719e-08,4.8381149810836251e-20,1.1850144204987066e-12,1.167195245941705e-08,1.3906271197850415e-08,5.0743141879498675e-10,1.8072145838247083e-11,1.1718766283880389e-14,1.446556050739599e-15,7.9617720275642982e-14
0.0025694554541286193,0.003552184117613846,0.84210526299999999,0.0,0.0,0.0,0.052631553418600416,0.10526312496526455,1.5053060819727765e-09,7.2397633570767176e-09,1.1557549575459077e-08,5.050758141194853e-20,1.235695767952395e-12,1.2499467684388936e-08,1.4884801345188137e-08,5.2568681014197266e-10,1.8890379172356882e-11,1.2293518976574974e-14,1.5030110406386371e-15,8.6773368363432515e-14
0.0027151856870059007,0.0035521841146049357,0.84210526299999999,0.0,0.0,0.0,0.052631550517201642,0.10526312157205099,1.6360348377915848e-09,7.6671057140865557e-09,1.2561307204804102e-08,5.4894096905775097e-20,1.339941620425439e-12,1.4264654893873922e-08,1.6966730122427454e-08,5.6248140937107771e-10,2.0582894188706931e-11,1.3493992774454671e-14,1.6193878029665192e-15,1.0250715032838056e-13
0.002860915919883182,0.003552184111483828,0.84210526299999999,0.0,0.0,0.0,0.052631547416872336,0.10526311796832007,1.7721365324372795e-09,8.1012355864987546e-09,1.3606319952457148e-08,5.9460901158388488e-20,1.4480953180823558e-12,1.6182064337268362e-08,1.9220377134240459e-08,5.9970039658091452e-10,2.2351491888744619e-11,1.4764995919078467e-14,1.7406114098541022e-15,1.2027979222925301e-13
0.0030066461527604635,0.0035521841082481395,0.84210526299999999,0.0,0.0,0.0,0.052631544110408511,0.10526311414611542,1.913688997382384e-09,8.5429950661871603e-09,1.4693185389945533e-08,6.4210605613895224e-20,1.5602374493826872e-12,1.8258222547233565e-08,2.1652126020677627e-08,6.3740346077525569e-10,2.4197881149487016e-11,1.6109777598551458e-14,1.8669626698586805e-15,1.4027093406915555e-13
0.003152376385637745,0.0035521841048953835,0.84210526299999999,0.0,0.0,0.0,0.052631540590439646,0.10526311009729096,2.0607739486383922e-09,8.9932481990690194e-09,1.5822530912817881e-08,6.9145952050200535e-20,1.6764532962117181e-12,2.0499788711738727e-08,2.4268494547767606e-08,6.7565470604860426e-10,2.6123877144525631e-11,1.7531783928052812e-14,1.9987362508651908e-15,1.6267097354839477e-13
0.0032981066185150264,0.0035521841014229645,0.84210526299999999,0.0,0.0,0.0,0.052631536849420221,0.10526310581350101,2.2134771414850566e-09,9.4528829556571067e-09,1.6995014928933276e-08,7.4269817771945034e-20,1.7968327455414673e-12,2.291356187558233e-08,2.7076142088678423e-08,7.1452205882359315e-10,2.813140863825593e-11,1.9034669676634739e-14,2.1362415774584155e-15,1.8768166066582599e-13
0.003443836851392308,0.003552184097828177,0.84210526299999999,0.0,0.0,0.0,0.052631532879621065,0.10526310128619024,2.371888490712223e-09,9.9228132736490554e-09,1.8211327781849783e-08,7.9585219645800994e-20,1.9214702478343644e-12,2.5506488438347759e-08,3.0081877036266511e-08,7.5407685440826001e-10,3.0222525196931022e-11,2.0622310059032306e-14,2.27980373991166e-15,2.1551670150424548e-13
0.0035895670842695892,0.0035521840941081994,0.84210526299999999,0.0,0.0,0.0,0.052631528673120889,0.10526309650658348,2.536102163313983e-09,1.040398117476924e-08,1.9472192462616493e-08,8.5095317211071534e-20,2.0504648152180045e-12,2.8285669937745236e-08,3.3292664196885077e-08,7.9439357101835391e-10,3.2399404473535799e-11,2.2298813270316609e-14,2.4297644545248551e-15,2.4640241822872528e-13
0.0037352973171468707,0.0035521840902600944,0.84210526299999999,0.0,0.0,0.0,0.052631524221797461,0.10526309146567557,2.7062166468973129e-09,1.0897358960725154e-08,2.0778365135021978e-08,9.0803414975077637e-20,2.1839200562779994e-12,3.125837112444488e-08,3.6715632197643986e-08,8.3554969687419787e-10,3.4664359623059355e-11,2.4068533405520244e-14,2.5864830549911636e-15,2.8057843378969813e-13
0.003881027550024152,0.0035521840862808053,0.84210526299999999,0.0,0.0,0.0,0.052631519517318932,0.1052630861542205,2.8823348008650864e-09,1.1403951490943622e-08,2.2130635528523979e-08,9.6712964130299115e-20,2.3219442404196225e-12,3.4432028319762828e-08,4.035808095958506e-08,8.7762569859911542e-10,3.7019846973919487e-11,2.5936084036022118e-14,2.7503375309154653e-15,3.1829839721642778e-13
0.0040267577829014335,0.0035521840821671506,0.84210526299999999,0.0,0.0,0.0,0.052631514551134725,0.10526308056272085,3.0645638984503355e-09,1.1924798543803577e-08,2.3529827260895307e-08,1.0282756396436927e-19,2.4646503835842266e-12,3.7814258042204674e-08,4.4227489293913369e-08,9.2070505398543683e-10,3.946847411155671e-11,2.7906352542011108e-14,2.9217256194596562e-15,3.5983075001177907e-13
0.0041724880157787145,0.003552184077915822,0.84210526299999999,0.0,0.0,0.0,0.052631509314466363,0.10526307468141642,3.2530156640845195e-09,1.2460977264601789e-08,2.4976798125015787e-08,1.0915096311338456e-19,2.6121563507191483e-12,4.1412865902095398e-08,4.8331522659104267e-08,9.6487432837573187e-10,4.201300847014492e-11,2.9984515230940952e-14,3.1010659522085376e-15,4.0545953148880241e-13
0.0043182182486559955,0.003552184073523383,0.84210526299999999,0.0,0.0,0.0,0.052631503798297993,0.10526306850027292,3.4478063071835085e-09,1.301360470524368e-08,2.6472440348133885e-08,1.1568706069490403e-19,2.7645849740552523e-12,4.523585577733715e-08,5.2678041099242675e-08,1.0102232895555863e-09,4.4656386489680291e-11,3.2176053317788595e-14,3.2887992622163527e-15,4.5548522640686376e-13
0.0044639484815332765,0.0035521840689862628,0.84210526299999999,0.0,0.0,0.0,0.052631497993366638,0.10526306200897005,3.6490565530112898e-09,1.3583840461162267e-08,2.8017680828666616e-08,1.2243990734278949e-19,2.9220641868199293e-12,4.9291439286158844e-08,5.7275107382606138e-08,1.0568450581259721e-09,4.7401723403079553e-11,3.4486769838463104e-14,3.485389655989034e-15,5.1022565755851476e-13
