Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21)
0.014519334550065705,0.003552182975955231,0.84210526299999999,0.0,0.0,0.0,0.052629353242056622,0.10526066037893249,4.5380128094769224e-08,2.7694375687364525e-07,3.4842474201195422e-07,1.5226492208288602e-18,4.4261430153793189e-11,1.8304440956115331e-06,1.8667060842009055e-06,2.2226215276654598e-08,1.3492876814763704e-09,1.7831254621921407e-12,1.3398614267768132e-13,7.8953394143455598e-11
0.014665064782942987,0.00355218293707215,0.84210526299999999,0.0,0.0,0.0,0.05262926707538941,0.10526056234985599,4.665870950149355e-08,2.9004103340593541e-07,3.5824102507824051e-07,1.5655473273512402e-18,4.5913785231716574e-11,1.9054299751273137e-06,1.9396021159437308e-06,2.3318589784590578e-08,1.4260856583642531e-09,1.8848369783321632e-12,1.4133561161838364e-13,8.3465155257795554e-11
0.014810795015820269,0.00355218289693761,0.84210526299999999,0.0,0.0,0.0,0.052629177684828568,0.10526046057588614,4.7967560447391773e-08,3.0374907365469927e-07,3.6828966227436272e-07,1.6094608457805644e-18,4.7634768817944037e-11,1.9833717099334063e-06,2.015224851507082e-06,2.4466250803954502e-08,1.5078191558787941e-09,1.9924217656934518e-12,1.490936690527172e-13,8.8213563657719617e-11
0.01495652524869755,0.003552182855509296,0.84210526299999999,0.0,0.0,0.0,0.052629084937506232,0.10526035490220703,4.9307326928917956e-08,3.1809426371265468e-07,3.7857560981961269e-07,1.6544114355228441e-18,4.9427816523761048e-11,2.0643962073984655e-06,2.0936879982922931e-06,2.5672016360467545e-08,1.5948229696099569e-09,2.1062222597997036e-12,1.5728313612706846e-13,9.3210174229819342e-11
0.015102255481574832,0.0035521828127434377,0.84210526299999999,0.0,0.0,0.0,0.052628988694139435,0.1052602451667798,5.0678668378528172e-08,3.3310394928337547e-07,3.8910392685656107e-07,1.7004212057967173e-18,5.1296557955430833e-11,2.1486366503809499e-06,2.1751109729650701e-06,2.6938849526129888e-08,1.6874541235581178e-09,2.2266007335408323e-12,1.6592809430482856e-13,9.8467076200039067e-11
0.015247985714452114,0.00355218276859477,0.84210526299999999,0.0,0.0,0.0,0.052628888808686485,0.10526013119997937,5.2082257996170788e-08,3.4880645675159459e-07,3.99879777981048e-07,1.7475127266928034e-18,5.3244827864133998e-11,2.2362328364601447e-06,2.2596192239458604e-06,2.8269866074410665e-08,1.7860932376893586e-09,2.3539404071639841e-12,1.7505395235283046e-13,1.0399691714391412e-10
0.015393715947329396,0.0035521827230164823,0.84210526299999999,0.0,0.0,0.0,0.052628785127984856,0.10526001282421241,5.3518783087881599e-08,3.6523111355935092e-07,4.1090843582573796e-07,1.7957090404674611e-18,5.5276677882699149e-11,2.3273315356851326e-06,2.3473445723878435e-06,2.9668342544001654e-08,1.89114596811284e-09,2.4886466146980172e-12,1.8468751654287172e-13,1.0981292807172755e-10
0.015539446180206678,0.003552182675960181,0.84210526299999999,0.0,0.0,0.0,0.052628677491369485,0.10525988985351631,5.4988945410780032e-08,3.8240826776269563e-07,4.2219528369177117e-07,1.8450336730470951e-18,5.7396388872162894e-11,2.4220868677678819e-06,2.4384255726086963e-06,3.1137724730717214e-08,2.0030445225959765e-09,2.6311480289751778e-12,1.9485706418103039e-13,1.1592894963328105e-10
0.015685176413083958,0.003552182627375841,0.84210526299999999,0.0,0.0,0.0,0.052628565730270437,0.10525976209313821,5.6493461523618443e-08,4.0036930663512865e-07,4.3374581822193613e-07,1.8955106457143111e-18,5.9608483901144813e-11,2.5206606996804251e-06,2.5330078929793636e-06,3.2681636627524059e-08,2.1222492541115777e-09,2.7818979474098844e-12,2.0559242057635026e-13,1.2235945948772356e-10
0.015830906645961238,0.003552182577211758,0.84210526299999999,0.0,0.0,0.0,0.052628449667789116,0.10525962933909282,5.803306314187846e-08,4.1914667417523603e-07,4.4556565210756132e-07,1.947164486941864e-18,6.1917741880824128e-11,2.6232230646496586e-06,2.6312447183099782e-06,3.4303889833001193e-08,2.2492503350719732e-09,2.9413756406776988e-12,2.169250395585781e-13,1.2911960088442926e-10
0.015976636878838518,0.003552182525414509,0.84210526299999999,0.0,0.0,0.0,0.052628329118252007,0.10525949137769873,5.9608497496231277e-08,4.3877388736718558e-07,4.576605168199721e-07,2.0000202443344363e-18,6.4329211877942815e-11,2.7299526035762812e-06,2.7332971748094466e-06,3.6008493448746199e-08,2.3845695148460714e-09,3.1100877664056206e-12,2.2888808765184429e-13,1.3622521250119621e-10
0.0161223671117158,0.0035521824719289,0.84210526299999999,0.0,0.0,0.0,0.052628203886740679,0.10525934798509148,6.122052769298797e-08,4.5928555103387935e-07,4.7003626535587676e-07,2.0541034966318212e-18,6.6848228127707011e-11,2.8410370299365545e-06,2.8393347787309164e-06,3.7799664486340345e-08,2.5287619630729569e-09,3.2885698499345189e-12,2.4151653200731796e-13,1.4369285958595965e-10
0.01626809734459308,0.0035521824166979284,0.84210526299999999,0.0,0.0,0.0,0.05262807376859728,0.10525919892671348,6.2869933074953047e-08,4.8071737111370117e-07,4.8269887498441766e-07,2.109440365719963e-18,6.948042576769858e-11,2.9566736192565749e-06,2.9495359098498883e-06,3.9681838804441761e-08,2.682418201179185e-09,3.4773878341475694e-12,2.5484723219303965e-13,1.5153986644794248e-10
0.01641382757747036,0.0035521823596627302,0.84210526299999999,0.0,0.0,0.0,0.052627938548904116,0.10525904395677861,6.4557509580866562e-08,5.0310616618301452e-07,4.9565444998186038e-07,2.1660575285886203e-18,7.2231757312907231e-11,3.0770697242783363e-06,3.0640883109549235e-06,4.1659682596371495e-08,2.8461661243712111e-09,3.6771397002656466e-12,2.6891903593280791e-13,1.5978435034321609e-10
0.01655955781034764,0.0035521823007625434,0.84210526299999999,0.0,0.0,0.0,0.052627798001936434,0.10525888281771147,6.6284070101369425e-08,5.2648987703794758e-07,5.0890922433797092e-07,2.2239822291659971e-18,7.5108509890735883e-11,3.2024433169645118e-06,3.1831896145621483e-06,4.3738104448166877e-08,3.0206731162089662e-09,3.8884571613983091e-12,2.8377287887855847e-13,1.6844525679854569e-10
0.01670528804322492,0.003552182239934657,0.84210526299999999,0.0,0.0,0.0,0.052627651890587115,0.10525871523955972,6.8050444829158593e-08,5.5090757414061609e-07,5.2246956441605919e-07,2.2832422899516738e-18,7.8117323253276897e-11,3.333023558514275e-06,3.3070478980938002e-06,4.5922267986476886e-08,3.2066482576661624e-09,4.1120074304950203e-12,2.9945188849142037e-13,1.7754239641542649e-10
0.0168510182761022,0.003552182177114372,0.84210526299999999,0.0,0.0,0.0,0.052627499965762103,0.10525854093937885,6.9857481600708976e-08,5.7639946272689896e-07,5.3634197154645055e-07,2.3438661233594552e-18,8.1265208582280577e-11,3.469051398585091e-06,3.4358822687872481e-06,4.8217605134833793e-08,3.4048446323447441e-09,4.3484950641696437e-12,3.1600149209581616e-13,1.8709648319383225e-10
0.01699674850897948,0.0035521821122349584,0.84210526299999999,0.0,0.0,0.0,0.052627341965745499,0.1052583596205877,7.1706046226630271e-08,6.0300688536528653e-07,5.505330845307517e-07,2.4058827426713092e-18,8.4559568100012469e-11,3.6107802049347347e-06,3.5699234796237962e-06,5.0629829995728885e-08,3.616061729233044e-09,4.5986638836672994e-12,3.3346952915832026e-13,1.9712917441210228e-10
0.01714247874185676,0.003552182045227615,0.84210526299999999,0.0,0.0,0.0,0.052627177615532914,0.10525817097229478,7.3597022807397597e-08,6.3077232174929014e-07,5.6504968203176745e-07,2.4693217724926082e-18,8.800821549657424e-11,3.7584764247131858e-06,3.7094145775854936e-06,5.3164953374514719e-08,3.8411479440722056e-09,4.8632989739976569e-12,3.5190636782801091e-13,2.0766311209525804e-10
0.01728820897473404,0.003552181976021428,0.84210526299999999,0.0,0.0,0.0,0.052627006626132088,0.10525797466859307,7.553131403084819e-08,6.5973938549956367e-07,5.7989868482123173e-07,2.534213458587122e-18,9.1619397181230073e-11,3.9124202786450309e-06,3.8546115855625157e-06,5.5829297959418286e-08,4.081003180024171e-09,5.1432287619809702e-12,3.7136502575824787e-13,2.1872196609946966e-10
0.01743393920761132,0.0035521819045433367,0.84210526299999999,0.0,0.0,0.0,0.052626828693829446,0.10525777036782324,7.7509841447469681e-08,6.8995281774636574e-07,5.9508715785471673e-07,2.6005886769579701e-18,9.5401814361781518e-11,4.0729064893487003e-06,4.0057842192426557e-06,5.8629514169848469e-08,4.3365815479085582e-09,5.4393271736234394e-12,3.9190129521007058e-13,2.3033047883426596e-10
0.0175796694404886,0.0035521818307180947,0.84210526299999999,0.0,0.0,0.0,0.052626643499421324,0.1052575577118039,7.953354571912497e-08,7.2145847725843138e-07,6.1062231214014263e-07,2.6684789420279251e-18,9.9364645952046156e-11,4.2402450450386843e-06,4.1632166403174201e-06,6.1572596682677965e-08,4.6088941657942175e-09,5.752515870869364e-12,4.1357387241548381e-13,2.425145116374351e-10
0.01772539967336588,0.0035521817544682394,0.84210526299999999,0.0,0.0,0.0,0.052626450707408866,0.10525733632502761,8.1603386836463899e-08,7.5430332688089141e-07,6.265115063632761e-07,2.7379164137591893e-18,1.0351757230297712e-10,4.4147619998499505e-06,4.327208247335197e-06,6.4665901643242991e-08,4.8990120571880054e-09,6.083766567350756e-12,4.3644449115375488e-13,2.5530109280922911e-10
0.01787112990624316,0.003552181675714061,0.84210526299999999,0.0,0.0,0.0,0.052626249965155199,0.10525710581382224,8.3720344299863059e-08,7.8853541604270771e-07,6.427622482304663e-07,2.8089339035390365e-18,1.078707997478749e-10,4.5968003120092378e-06,4.4980745055201717e-06,6.7917164564393827e-08,5.2080691464557022e-09,6.4341034222790429e-12,4.6057806046595483e-13,2.6871846730325558e-10
0.01801686013912044,0.003552181594373571,0.84210526299999999,0.0,0.0,0.0,0.052626040902003873,0.1052568657654761,8.5885417258324014e-08,8.2420385909336453e-07,6.5938219548569355e-07,2.8815648786439108e-18,1.1243508594645163e-10,4.7867207210549118e-06,4.6761478168551067e-06,7.1334518913013236e-08,5.5372653494312443e-09,6.8046055110823165e-12,4.8604280640147959e-13,2.8279614806038131e-10
0.01816259037199772,0.003552181510362485,0.84210526299999999,0.0,0.0,0.0,0.052625823128357396,0.10525661574732645,8.8099624600338877e-08,8.6135880922944503e-07,6.7637915655577673e-07,2.9558434650803995e-18,1.1722176600619363e-10,4.9849026652744481e-06,4.8617784316957342e-06,7.4926515378960854e-08,5.8878697564219012e-09,7.1964093707973579e-12,5.1291041765586131e-13,2.9756496895996433e-10
0.018308320604875,0.0035521814235941955,0.84210526299999999,0.0,0.0,0.0,0.052625596234714779,0.10525635530580994,9.0364004990317149e-08,9.0005142777437886e-07,6.9376109077438391e-07,3.0318044485875748e-18,1.2224277935246367e-10,5.1917452404857374e-06,5.0553354031434318e-06,7.8702141816366325e-08,6.261223903986573e-09,7.6107116175522723e-12,5.4125619492035846e-13,3.1305713934827358e-10
0.01845405083775228,0.0035521813339797594,0.84210526299999999,0.0,0.0,0.0,0.052625359790667216,0.10525608396547489,9.2679616843756018e-08,9.4033384857927195e-07,7.1153610813232941e-07,3.1094832735713765e-18,1.2751069731110608e-10,5.4076682012336211e-06,5.257207585349679e-06,8.2670843841553146e-08,6.658745130958017e-09,8.0487716327488276e-12,5.7115920372209375e-13,3.2930630008882558e-10
0.01859978107062956,0.003552181241427885,0.84210526299999999,0.0,0.0,0.0,0.052625113343850685,0.10525580122795393,9.5047538233938347e-08,9.8225913731947796e-07,7.2971246849857672e-07,3.1889160397283031e-18,1.3303875135890141e-10,5.6331130054058456e-06,5.4678046768596868e-06,8.6842546065597103e-08,7.0819300131865495e-09,8.5119143137389222e-12,6.0270243048691764e-13,3.4634758106131173e-10
0.01874551130350684,0.0035521811458449223,0.84210526299999999,0.0,0.0,0.0,0.052624856418855025,0.1052555065708969,9.7468866722565004e-08,1.025881245470623e-06,7.4829858025346331e-07,3.2701394961030568e-18,1.3884086198806017e-10,5.8685439031913908e-06,5.6875583100221382e-06,9.1227673932587516e-08,7.5323578704038805e-09,9.001532883912199e-12,6.3597294150717848e-13,3.6421766001677199e-10
0.01889124153638412,0.003552181047134866,0.84210526299999999,0.0,0.0,0.0,0.052624588516088262,0.10525519944686292,9.9944719106376246e-08,1.0712549587593162e-06,7.6730299827295596e-07,3.353191032312918e-18,1.4493166812104973e-10,6.1144490712078628e-06,5.9169231873959739e-06,9.5837176127043934e-08,8.0116943374408607e-09,9.5190917561527348e-12,6.7106204444211333e-13,3.829548226751835e-10
0.0190369717692614,0.0035521809451993566,0.84210526299999999,0.0,0.0,0.0,0.052624309110595978,0.10525487928217171,1.0247623107150392e-07,1.1184358398979177e-06,7.8673442120034145e-07,3.4381086666611616e-18,1.5132655700135663e-10,6.3713417925121376e-06,6.1563782659726084e-06,1.0068254750563432e-07,8.5216949907737239e-09,1.006612944258172e-11,7.0806545191961512e-13,4.0259902392805446e-10
0.01918270200213868,0.003552180839937687,0.84210526299999999,0.0,0.0,0.0,0.052624017650834971,0.1052545454757136,1.0506455674702455e-07,1.1674801654296553e-06,8.0660168793966427e-07,3.524931030852675e-18,1.5804169447438207e-10,6.6397616830784577e-06,6.4064279899011753e-06,1.0577585249933852e-07,9.0642090200319203e-09,1.0644261502397159e-11,7.4708344674571885e-13,4.2319194998372653e-10
0.01932843223501596,0.0035521807312468285,0.84210526299999999,0.0,0.0,0.0,0.052623713557401017,0.10525419739771781,1.0771086814897231e-07,1.2184448565301792e-06,8.2691377330359827e-07,3.6136973510178703e-18,1.6509405556047806e-10,6.920275965179518e-06,6.6676035722547385e-06,1.1112974892250357e-07,9.6411829326637234e-09,1.1255183518418345e-11,7.8822104816038298e-13,4.4477708126493815e-10
0.01947416246789324,0.0035521806190214437,0.84210526299999999,0.0,0.0,0.0,0.052623396221710271,0.10525383438847924,1.1041635450591865e-07,1.271387403634474e-06,8.4767978274727691e-07,3.7044474247458898e-18,1.7250145520925254e-10,7.2134807879375743e-06,6.9404643262051178e-06,1.167575121148622e-07,1.0254664278439e-08,1.1900674091686619e-11,8.3158817850761673e-13,4.6739975583956454e-10
0.01961989270077052,0.003552180503153928,0.84210526299999999,0.0,0.0,0.0,0.052623065004634782,0.10525345575704401,1.1318222145715539e-07,1.3263657847839382e-06,8.689089461190579e-07,3.7972215938257406e-18,1.8028257911069762e-10,7.5200025951232274e-06,7.2255990457822931e-06,1.2267305933155528e-07,1.0906805378865681e-08,1.2582597842122821e-11,8.7729982961232174e-13,4.9110723313330033e-10
0.0197656229336478,0.0035521803835344423,0.84210526299999999,0.0,0.0,0.0,0.05262271923509191,0.10525306077985376,1.1600969011453061e-07,1.383438377617528e-06,8.9061061035930433e-07,3.8920607123944465e-18,1.8845701442451714e-10,7.8404995400680372e-06,7.5236274361801032e-06,1.2889097428455129e-07,1.1599867044922694e-08,1.3302908401846045e-11,9.2547622807825375e-13,5.159487576406645e-10
0.01991135316652508,0.003552180260050964,0.84210526299999999,0.0,0.0,0.0,0.052622358208588384,0.10525264869934947,1.1889999597910064e-07,1.442663864963065e-06,9.1279423107913395e-07,3.9890061101951427e-18,1.9704528027427799e-10,8.175662947322827e-06,7.8352015933321328e-06,1.3542653172664659e-07,1.2336222264764339e-08,1.406365138627768e-11,9.7624299863899144e-13,5.4197562231501896e-10
0.02005708339940236,0.0035521801325893465,0.84210526299999999,0.0,0.0,0.0,0.052621981185719563,0.10525221872253565,1.2185438770398211e-07,1.5041011340202435e-06,9.3546936295278841e-07,4.0880995506554474e-18,2.0606885783782919e-10,8.5262188204354256e-06,8.161007532219579e-06,1.4229572195651872e-07,1.3118359841252511e-08,1.48669673266472e-11,1.0297313246100337e-12,5.6924123128284111e-10
0.020202813632279642,0.003552180001033379,0.84210526299999999,0.0,0.0,0.0,0.052621587390625064,0.10525177001950597,1.2487412569512816e-07,1.5678091691653645e-06,9.5864564885989749e-07,4.1893831835079323e-18,2.1555021984988491e-10,8.8929293949391492e-06,8.5017667630856726e-06,1.4951527511018715e-07,1.3948887957323888e-08,1.5715094545942009e-11,1.0860781044028757e-12,5.9780116148908645e-10
0.020348543865156922,0.003552179865264871,0.84210526299999999,0.0,0.0,0.0,0.05262117600940186,0.1052513017219313,1.2796048054222548e-07,1.6338469384493734e-06,9.8233280771752733e-07,4.2928994916903271e-18,2.2551285931691808e-10,9.2765947353360395e-06,8.8582379144186895e-06,1.5710268509080378e-07,1.4830537645322713e-08,1.6610371958762455e-11,1.145426102974563e-12,6.2771322284277003e-10
0.020494274098034202,0.0035521797251637363,0.84210526299999999,0.0,0.0,0.0,0.052620746188476765,0.10525081292151228,1.3111473127251307e-07,1.7022732739051863e-06,1.0065406209465803e-06,4.3986912322834948e-18,2.3598131722870825e-10,9.6780543745265348e-06,9.2312184012272335e-06,1.6507623297507178e-07,1.5766166134541741e-08,1.7555241773932587e-11,1.207924096997445e-12,6.5903751639235841e-10
0.020640004330911482,0.003552179580608088,0.84210526299999999,0.0,0.0,0.0,0.052620297032939925,0.1052503026683983,1.3433816342107956e-07,1.7731467458273734e-06,1.0312789175229029e-06,4.5068013712705758e-18,2.4698120903519088e-10,1.0098188993779958e-05,9.6215461367676352e-06,1.7345500972092244e-07,1.6758760049330406e-08,1.8552252077117471e-11,1.2737270124460587e-12,6.9183649002165615e-10
0.020785734563788762,0.0035521794314743523,0.84210526299999999,0.0,0.0,0.0,0.052619827604842011,0.10524976996957483,1.3763206691210001e-07,1.8465255312367889e-06,1.0565575575704232e-06,4.6172730119310792e-18,2.5853924964190637e-10,1.0537922140958285e-05,1.0030101285493859e-05,1.8225893798751085e-07,1.781143842828391e-08,1.9604059269124456e-11,1.342996053212036e-12,7.2617499111820631e-10
0.020931464796666042,0.003552179277637385,0.84210526299999999,0.0,0.0,0.0,0.052619336921457815,0.10524921378722214,1.4099773374653255e-07,1.922467276794362e-06,1.0823864144617887e-06,4.730149316719348e-18,2.7068327666252751e-10,1.0998221984299734e-05,1.0457808054586823e-05,1.9150879286531473e-07,1.8927455533235044e-08,2.0713430334030519e-11,1.4158988192743394e-12,7.6212031562806046e-10
0.021077195029543323,0.0035521791189706063,0.84210526299999999,0.0,0.0,0.0,0.052618823953519217,0.1052486330370485,1.4443645549301327e-07,2.0010289564816572e-06,1.1087753554013477e-06,4.8454734225177514e-18,2.8344227165292672e-10,1.1480103098640162e-05,1.0905636520982417e-05,2.0122622130131949e-07,2.0110203415068205e-08,2.1883244909823059e-11,1.4926094128734802e-12,7.9974225287477199e-10
0.021222925262420603,0.003552178955346142,0.84210526299999999,0.0,0.0,0.0,0.052618287623421411,0.10524802658660082,1.4794952058006087e-07,2.0822667244205107e-06,1.1357342204758758e-06,4.9632883492010857e-18,2.9684637903829301e-10,1.198462828050007e-05,1.1374604490358363e-05,2.1143375999216988e-07,2.1363214201794459e-08,2.3116497132879244e-11,1.5733085310651749e-12,8.391131254860422e-10
0.021368655495297883,0.0035521787866349837,0.84210526299999999,0.0,0.0,0.0,0.052617726803406345,0.10524739325355743,1.5153821138922976e-07,2.1662357632596172e-06,1.1632728001701998e-06,5.083636901500021e-18,3.1092692243321418e-10,1.2512910387995809e-05,1.1865779384060637e-05,2.2215485150698816e-07,2.269016207289842e-08,2.4416297226378256e-11,1.6581835429634865e-12,8.8030782374029529e-10
0.021514385728175163,0.0035521786127071494,0.84210526299999999,0.0,0.0,0.0,0.052617140313727939,0.10524673180400643,1.5520380115052414e-07,2.2529901286117865e-06,1.1914008113577531e-06,5.2065615642076848e-18,3.2571641804467073e-10,1.3066114201047134e-05,1.2380280149453164e-05,2.3341385839154473e-07,2.409486488273016e-08,2.5785872801665481e-11,1.7474285499271755e-12,9.234038336176668e-10
0.021660115961052443,0.003552178433431877,0.84210526299999999,0.0,0.0,0.0,0.052616526920804145,0.10524604095071505,1.5894755064319271e-07,2.3425825900811627e-06,1.2201278717899954e-06,5.3321043908341766e-18,3.4124858483992999e-10,1.3645458296852988e-05,1.2919279188662904e-05,2.4523607499687365e-07,2.5581285394710905e-08,2.7228569840709637e-11,1.8412444268980702e-12,9.6848125781678724e-10
0.021805846193929723,0.003552178248677804,0.84210526299999999,0.0,0.0,0.0,0.052615885335361393,0.1052453193513949,1.6277070470695912e-07,2.4350644694743422e-06,1.2494634731235355e-06,5.4603068858789285e-18,3.5755835115560533e-10,1.4252216935096435e-05,1.3484004300169373e-05,2.5764773676851508e-07,2.715353208738016e-08,2.8747853327130619e-11,1.9398388430677629e-12,1.0156228289803277e-09
0.021951576426807003,0.00355217805831318,0.84210526299999999,0.0,0.0,0.0,0.052615214210577355,0.10524456560696883,1.6667448857078167e-07,2.5304854768423137e-06,1.279416952539459e-06,5.5912098809592582e-18,3.7468185742109069e-10,1.4887721946822267e-05,1.4075740627157705e-05,2.7067602672759921e-07,2.8815859492886533e-08,3.0347307492886774e-11,2.0434262600322276e-12,1.0649139143607709e-09
0.022097306659684283,0.003552177862206083,0.84210526299999999,0.0,0.0,0.0,0.052614512140228782,0.10524377825984567,1.7066010400836067e-07,2.6288935450508907e-06,1.309997463025747e-06,5.7248534051049464e-18,3.926564546693985e-10,1.5553364620411123e-05,1.4695832606021059e-05,2.8434907887223124e-07,3.0572668028440427e-08,3.2030635647590651e-11,2.1522279055926267e-12,1.1164425111517379e-09
0.022243036892561564,0.0035521776602246476,0.84210526299999999,0.0,0.0,0.0,0.052613777656851213,0.10524295579220923,1.7472872533180169e-07,2.7303346636248426e-06,1.341213942410503e-06,5.8612765496022538e-18,4.1152069851154014e-10,1.6250597577557196e-05,1.534568590786789e-05,2.9869597822735022e-07,3.2428503281557467e-08,3.380165955765688e-11,2.266471721379497e-12,1.1702992317136331e-09
0.022388767125438844,0.003552177452237306,0.84210526299999999,0.0,0.0,0.0,0.052613009229918198,0.1052420966243289,1.7888149523706924e-07,2.8348527126547422e-06,1.3730750812508583e-06,6.0005173278456186e-18,4.3131433825717515e-10,1.6980936631648407e-05,1.6026769365366184e-05,3.1374675727365692e-07,3.4388054710648011e-08,3.5664318343038179e-11,2.3863922825145526e-12,1.2265772779315466e-09
0.022534497358316124,0.0035521772381130385,0.84210526299999999,0.0,0.0,0.0,0.052612205264048049,0.10524119911289891,1.8311952051709357e-07,2.9424892975946974e-06,1.4055892896995757e-06,6.1426125307302137e-18,4.5207830087470398e-10,1.7745962620453689e-05,1.6740616876747796e-05,3.2953238849157016e-07,3.6456153723704134e-08,3.7622666860289424e-11,2.5122306875858944e-12,1.2853724039647348e-09
0.022680227591193404,0.0035521770177216376,0.84210526299999999,0.0,0.0,0.0,0.05261136409724651,0.10524026154941468,1.8744386766060739e-07,3.0532835858128993e-06,1.43876466348843e-06,6.2875975781929669e-18,4.7385466949832922e-10,1.8547323204548564e-05,1.7488829278306583e-05,3.4608477276468465e-07,3.8637771099496535e-08,3.9680873542024629e-11,2.6442344172932407e-12,1.3467828666736161e-09
0.022825957824070684,0.003552176790933975,0.84210526299999999,0.0,0.0,0.0,0.052610483999194255,0.10523928215859416,1.9185555835692812e-07,3.1672721457846822e-06,1.4726089491839093e-06,6.4355063675815404e-18,4.9668665620835966e-10,1.9386734622464064e-05,1.827307617626154e-05,3.6343672339902415e-07,4.0938013717903118e-08,4.1843217664683376e-11,2.7826571602306039e-12,1.4109093630530284e-09
0.022971688056947964,0.003552176557622289,0.84210526299999999,0.0,0.0,0.0,0.052609563169588411,0.10523825909685301,1.9635556492897147e-07,3.2844887898386066e-06,1.5071295088867408e-06,6.5863711196004477e-18,5.2061856883382872e-10,2.026598339313169e-05,1.9095097728427208e-05,3.8162194552966528e-07,4.3362120568672351e-08,4.4114086018670691e-11,2.92775860440101e-12,1.477854954044551e-09
0.023117418289825244,0.0035521763176604667,0.84210526299999999,0.0,0.0,0.0,0.052608599736547891,0.10523719045084259,2.0094480571868261e-07,3.4049644213797134e-06,1.5423332845613959e-06,6.7402222226473352e-18,5.456957715541101e-10,2.1186927955826526e-05,1.9956706365745728e-05,4.0067501070512715e-07,4.5915458011226355e-08,4.6497968957752421e-11,3.0798041932232552e-12,1.5477249741690003e-09
0.023263148522702524,0.003552176070924347,0.84210526299999999,0.0,0.0,0.0,0.052607591755092213,0.10523607423606003,2.0562414045086976e-07,3.5287268875193455e-06,1.5782267621955899e-06,6.8970880764130237e-18,5.7196463910766862e-10,2.2151500237487418e-05,2.0859788443394487e-05,4.2063132646234337e-07,4.860351426183857e-08,4.8999455807538544e-11,3.239064844962887e-12,1.6206269264789045e-09
0.023408878755579805,0.0035521758172920165,0.84210526299999999,0.0,0.0,0.0,0.052606537205704247,0.10523490839553987,2.1039436560292385e-07,3.655800838038275e-06,1.6148159360013732e-06,7.0569949356693465e-18,5.9947250445272551e-10,2.3161707137026524e-05,2.1806305810898778e-05,4.4152710073099396e-07,5.1431893088949606e-08,5.1623229616759902e-11,3.4058166347443857e-12,1.6966703624300702e-09
0.023554608988457085,0.0035521755566441243,0.84210526299999999,0.0,0.0,0.0,0.052605433992986922,0.10523369079863697,2.1525620980932571e-07,3.7862075915975055e-06,1.6521062728803484e-06,7.2199667552165035e-18,6.2826759976418436e-10,2.4219631916034439e-05,2.2798297290455485e-05,4.6339930093550722e-07,5.4406306702087798e-08,5.4374061238644199e-11,3.5803404385096066e-12,1.7759667463360324e-09
0.023700339221334365,0.0035521752888641894,0.84210526299999999,0.0,0.0,0.0,0.052604279944424813,0.10523241923991088,2.202103293307573e-07,3.9199650100908516e-06,1.6901026773826514e-06,7.3860250369925913e-18,6.5839899069665706e-10,2.5327435485151768e-05,2.3837880052520376e-05,4.8628560769583746e-07,5.7532567825427976e-08,5.7256802734778567e-11,3.7629215385805067e-12,1.8586293042112797e-09
0.023846069454211645,0.0035521750138389156,0.84210526299999999,0.0,0.0,0.0,0.052603072809260534,0.10523109143812073,2.2525730361862861e-07,4.057087382001865e-06,1.7288094573970183e-06,7.5551886803814614e-18,6.8991650388951527e-10,2.6487357575314833e-05,2.4927250877631631e-05,5.1022436306424573e-07,6.0816580952461583e-08,6.0276380097666134e-11,3.9538491907029169e-12,1.9447728568566909e-09
0.023991799687088925,0.00355217473145851,0.84210526299999999,0.0,0.0,0.0,0.052601810257497154,0.10522970503534132,2.3039763100591907e-07,4.197585315590058e-06,1.7682302908100054e-06,7.7274738367580842e-18,7.2287064774411149e-10,2.7701717783104233e-05,2.6068687293444896e-05,5.3525451327410287e-07,6.4264332785020526e-08,6.343778529491284e-11,4.1534161528347529e-12,2.034513637257531e-09
0.024137529919966205,0.0035521744416170003,0.84210526299999999,0.0,0.0,0.0,0.052600489879036344,0.1052282575962098,2.3563172455593436e-07,4.3414656426792801e-06,1.8083681933778871e-06,7.9028937693344825e-18,7.5731252655234072e-10,2.8972916479524273e-05,2.726454857604084e-05,5.6141554601846595e-07,6.7881881865511981e-08,6.6746067640909878e-11,4.361918176106778e-12,2.1279690923327316e-09
0.024283260152843485,0.003552174144212547,0.84210526299999999,0.0,0.0,0.0,0.052599109182962948,0.1052267466073124,2.4095990809936744e-07,4.4887313337688916e-06,1.8492254880454888e-06,8.0814587193284866e-18,7.9329374812015639e-10,3.0303435571741603e-05,2.8517276604745098e-05,5.8874742231947377e-07,7.1675347419599237e-08,7.0206324511687432e-11,4.5796534589477401e-12,2.2252576694611576e-09
0.024428990385720765,0.0035521738391477574,0.84210526299999999,0.0,0.0,0.0,0.052597665596985581,0.10522516947672093,2.4638241249111794e-07,4.6393814251129271e-06,1.8908037759544649e-06,8.26317577951373e-18,8.3086632507335491e-10,3.1695839107582158e-05,2.9829396559967029e-05,6.1729050309567138e-07,7.5650897430946161e-08,7.3823691417588705e-11,4.8069220652983866e-12,2.3264985879217553e-09
