Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39)
3.724288961445745e-07,0.002281727635649584,0.84210526299999999,0.0,0.0,0.0,0.052631578983228754,0.10526315797026393,3.7936024324813447e-12,1.6756016082561197e-11,1.2964872643440996e-11,2.5871287981786594e-22,2.4699628667506791e-15,1.1653884623406883e-14,9.1936682749176962e-15,2.4497981603168484e-15,1.0992774172772533e-15,1.139666403497559e-18,1.1125812388344933e-17,2.6720697254267219e-20,2.1858378795039609e-20
4.877265626952915e-07,0.002281727635640228,0.84210526299999999,0.0,0.0,0.0,0.052631578978030648,0.10526315796096672,4.8826812979825593e-12,2.1942483904004032e-11,1.7064803224925315e-11,3.4052663064326997e-22,3.3678215340830321e-15,1.9998127914553054e-14,1.6651225378489562e-14,4.157665256775152e-15,1.8608316873671882e-15,1.9371230110617337e-18,1.3465822084230772e-17,5.4800167375951144e-20,4.8943292315947553e-20
6.030242292460083e-07,0.0022817276356308694,0.84210526299999999,0.0,0.0,0.0,0.052631578972829551,0.10526315795166659,5.9718643593666556e-12,2.7128524873886053e-11,2.1165123652012625e-11,4.2234816080392423e-22,4.2694857814949915e-15,3.0638627281556994e-14,2.6407476348776397e-14,6.3217665898594644e-15,2.8132647082252726e-15,2.9362187619737841e-18,1.582512656766546e-17,9.57715138931105e-20,9.2181617818597714e-20
8.336195623474421e-07,0.00228172763561215,0.84210526299999999,0.0,0.0,0.0,0.052631578962418372,0.10526315793305753,8.1505519978926211e-12,3.7499361960909189e-11,2.9366968938855629e-11,5.8601525547462623e-22,6.0824015157418078e-15,5.8843891713989225e-14,5.286054564021234e-14,1.2014677916555568e-14,5.2555694237450892e-15,5.5022815563666695e-18,2.0598056326086947e-17,2.2173177389311659e-19,2.4702914549387711e-19
9.999999999999997e-07,0.0022817276355934246,0.84210526299999999,0.0,0.0,0.0,0.052631578954898957,0.10526315791962329,9.7228025598884357e-12,4.4981177023415412e-11,3.5285828072385093e-11,7.0412556410476146e-22,7.3983049656027184e-15,8.4950591503218001e-14,7.7721175138588831e-14,1.7249920689703485e-14,7.4416770757130589e-15,7.8017555407536534e-18,2.4084689115418236e-17,3.5115408793613979e-19,4.2822630567419649e-19
1.0642148954488758e-06,0.0022817276355934246,0.84210526299999999,0.0,0.0,0.0,0.052631578951995155,0.10526315791443668,1.0329677018350221e-11,4.7868573671426635e-11,3.7570452926820768e-11,7.4971505028385133e-22,7.9079380824375376e-15,9.6316951484442827e-14,8.8610688119130609e-14,1.9523286773777945e-14,8.3804500884738404e-15,8.7896792222587171e-18,2.5439967476162808e-17,4.0974499468035318e-19,5.1373452086274139e-19
1.2948102285503096e-06,0.0022817276355746943,0.84210526299999999,0.0,0.0,0.0,0.052631578941559856,0.10526315789580393,1.2509251514181538e-11,5.8236207522011479e-11,4.5775621546013729e-11,9.1344846176260853e-22,9.7454697597162525e-15,1.4310669181200455e-13,1.3371802677686613e-13,2.8841947874992617e-14,1.2141001908538858e-14,1.2748981385650363e-17,3.0346105115684506e-17,6.6341053016212815e-19,9.2221495836566495e-19
1.5254055616517434e-06,0.002281727635555959,0.84210526299999999,0.0,0.0,0.0,0.052631578931112415,0.10526315787715919,1.4689287246822958e-11,6.8602309165065335e-11,5.3982519492928996e-11,1.0772163818253083e-21,1.159435601139596e-14,1.9926031303995942e-13,1.882412734397582e-13,3.9964899830929358e-14,1.6492189940811054e-14,1.7332705884598522e-17,3.5311901750761394e-17,9.8492072158756937e-19,1.5033544790626793e-18
1.986596227854611e-06,0.002281727635518472,0.84210526299999999,0.0,0.0,0.0,0.052631578910180887,0.10526315783983343,1.9050782421314888e-11,8.933006810396279e-11,7.0401655415382719e-11,1.4048587817555664e-21,1.5323969039586889e-14,3.3981761536769291e-13,3.2573616430487946e-13,6.7602520479712221e-14,2.6816447364922181e-14,2.8215174941058494e-17,4.5407249668269694e-17,1.8349792485958653e-18,3.2986166508084563e-18
2.4477868940574786e-06,0.002281727635480965,0.84210526299999999,0.0,0.0,0.0,0.052631578889200156,0.10526315780245878,2.3414245883690433e-11,1.1005216489713446e-10,8.6828177480114627e-11,1.7326485715086223e-21,1.9092173806131914e-14,5.1831681123008251e-13,5.0151434309226866e-13,1.0239051275229885e-13,3.9043650283579929e-14,4.1110530391654378e-17,5.5694598715363432e-17,2.9658416735977537e-18,6.1490056084167501e-18
3.3701682264632136e-06,0.0022817276354058875,0.84210526299999999,0.0,0.0,0.0,0.052631578847089633,0.10526315772756054,3.2147363421611958e-11,1.5148038916842629e-10,1.1970446559379377e-10,2.3886919826805293e-21,2.6729487275223921e-14,9.9022082568096176e-13,9.6937551727826746e-13,1.9322825436066746e-13,6.8209576581236559e-14,7.1887562822864785e-17,7.6744074012078535e-17,6.0717227718252404e-18,1.6080962913235867e-17
4.133210314639902e-06,0.002281727635343717,0.84210526299999999,0.0,0.0,0.0,0.052631578812101835,0.10526315766544844,3.9378397203053857e-11,1.8573694906822889e-10,1.4692602791187408e-10,2.9318958425411913e-21,3.3133689710478428e-14,1.4975299858033146e-12,1.4751718854464124e-12,2.8958681028357925e-13,9.6048909607293668e-14,1.0127949856821977e-16,9.4530582513823085e-17,9.4965311383417286e-18,2.9772651524090909e-17
4.89625240281659e-06,0.0022817276352814905,0.84210526299999999,0.0,0.0,0.0,0.052631578776975316,0.10526315760319654,4.6615605473652323e-11,2.1998069773381333e-10,1.7417079585568185e-10,3.4755627686185887e-21,3.9604279831352282e-14,2.1115926682353111e-12,2.0898038588192103e-12,4.0493710213056415e-13,1.2646966311851748e-13,1.3340887496891492e-16,1.1257597407041391e-16,1.3696754719545806e-17,4.9679951196209624e-17
5.659294490993278e-06,0.002281727635219208,0.84210526299999999,0.0,0.0,0.0,0.052631578741709012,0.10526315754080341,5.3859188673017455e-11,2.5421222535270592e-10,2.0143952968282553e-10,4.019707931783582e-21,4.6132688300480492e-14,2.8330776829207549e-12,2.8143309627184229e-12,5.3907946321700378e-13,1.5890230616721752e-13,1.6767474223151095e-16,1.3082244635276563e-16,1.8673526795721953e-17,7.698927451986796e-17
6.422336579169966e-06,0.0022817276351568684,0.84210526299999999,0.0,0.0,0.0,0.052631578706302001,0.10526315747826781,6.1109317733534923e-11,2.8843198578709814e-10,2.2873287724821283e-10,4.5643442599216034e-21,5.2712352383334748e-14,3.6625205777047218e-12,3.6496732130069478e-12,6.9181675504694529e-13,1.9291342161592259e-13,2.0361980088773873e-16,1.4922601610564236e-16,2.4429285813011305e-17,1.1289383710860791e-16
7.185378667346654e-06,0.002281727635094472,0.84210526299999999,0.0,0.0,0.0,0.052631578670753458,0.1052631574155888,6.8366142258127838e-11,3.2264033501118336e-10,2.5605140516031284e-10,5.1094830596529993e-21,5.9338152847873287e-14,4.6003615465083415e-12,4.5966501206103365e-12,8.6295398054694237e-13,2.2816737191038502e-13,2.4088993224473967e-16,1.6775262601439834e-16,3.0966683912017264e-17,1.5859303500138608e-16
7.948420755523341e-06,0.0022817276350320195,0.84210526299999999,0.0,0.0,0.0,0.052631578635062626,0.1052631573527654,7.5629797895837593e-11,3.5683756569253602e-10,2.8339562688155613e-10,5.6551345770738948e-21,6.6005905739691811e-14,5.6469792665538298e-12,5.6560155790901353e-12,1.0522979146414025e-12,2.6439176774217651e-13,2.7919775251956833e-16,1.8637463863206326e-16,3.8288111295789293e-17,2.1529008197584046e-16
8.711462843700029e-06,0.00228172763496951,0.84210526299999999,0.0,0.0,0.0,0.052631578599228825,0.10526315728979686,8.2900403315186405e-11,3.9102389447447038e-10,3.1076599121111208e-10,6.2013077679310374e-21,7.2712549276358134e-14,6.8026788419088161e-12,6.8284439175303827e-12,1.2596579962965993e-12,3.0139020316559476e-13,3.1833605297459192e-16,2.0507212932838945e-16,4.6395811678685137e-17,2.8419317877284291e-16
9.999999999999997e-06,0.00228172763484432,0.84210526299999999,0.0,0.0,0.0,0.05263157853839056,0.10526315718313148,9.5194242226022245e-11,4.48729550915573e-10,3.5704639487174796e-10,7.1248291152381007e-21,8.4119380707197655e-14,9.0026671926543886e-12,9.0667368593653025e-12,1.6501976172532474e-12,3.6519199441423186e-13,3.8585568287292266e-16,2.3677360703660505e-16,6.1878718110221902e-17,4.316399338157702e-16
1.0237547020053405e-05,0.00228172763484432,0.84210526299999999,0.0,0.0,0.0,0.052631578527129838,0.10526315716342165,9.7462897874711358e-11,4.5936453855686065e-10,3.6558678948887993e-10,7.2952519317994194e-21,8.6232837890153564e-14,9.4423770262691098e-12,9.5149993839027198e-12,1.7276737197456031e-12,3.77098002286431e-13,3.9845933020919604e-16,2.4263155407041388e-16,6.4979502498701573e-17,4.6346394718628631e-16
1.1545493895511693e-05,0.002281727634736841,0.84210526299999999,0.0,0.0,0.0,0.05263157846487599,0.10526315705464259,1.0996690349951166e-10,5.1790324438521478e-10,4.1265831443213936e-10,8.2345600341047986e-21,9.7926077276499608e-14,1.205416241756957e-11,1.2182951106869389e-11,2.1844160788728805e-12,4.4331138995016199e-13,4.6857434786509631e-16,2.749472552061695e-16,8.3431788732995591e-17,6.6718942701226377e-16
1.285344077096998e-05,0.002281727634629193,0.84210526299999999,0.0,0.0,0.0,0.052631578402194137,0.1052631569454289,1.2249266530080455e-10,5.7641160380325111e-10,4.5981169803866245e-10,9.1755016187869795e-21,1.0971064313593102e-13,1.4989424967469066e-11,1.5191021989499298e-11,2.6915332440099229e-12,5.1039472440904934e-13,5.3964820907813777e-16,3.0734235048268742e-16,1.0422792571159581e-16,9.236227049055782e-16
1.4161387646428268e-05,0.002281727634521374,0.84210526299999999,0.0,0.0,0.0,0.05263157833908165,0.10526315683577805,1.3504060523136165e-10,6.34889983059462e-10,5.0704853207879855e-10,1.0118108449480639e-20,1.2158187228611479e-13,1.8249018080553911e-11,1.8541801836314467e-11,3.2481240058778654e-12,5.7808505478395887e-13,6.1140367195664825e-16,3.3979021438325386e-16,1.2738082844894737e-16,1.2389198773802354e-15
1.5469334521886554e-05,0.0022817276344133833,0.84210526299999999,0.0,0.0,0.0,0.052631578275536023,0.10526315672568773,1.4761112332753194e-10,6.9333867462752088e-10,5.5437032508329866e-10,1.1062410628782386e-20,1.3353621003100639e-13,2.1833730979379533e-11,2.2237784450198987e-11,3.853302787849347e-12,6.4619386755630134e-13,6.8364204433647975e-16,3.7227177816255699e-16,1.5290360574007742e-16,1.6192518395988456e-15
1.808522827280313e-05,0.0022817276341968815,0.84210526299999999,0.0,0.0,0.0,0.052631578147135732,0.10526315650417978,1.728213800555124e-10,8.1014777648004806e-10,6.4927438867857482e-10,1.2956212794543829e-20,1.5768584348508751e-13,2.9981333847595078e-11,3.0674832299103301e-11,5.2059614889677498e-12,7.8330434384357065e-13,8.2918583529594978e-16,4.3729947073304601e-16,2.1111237465679283e-16,2.5997821092658768e-15
2.0701122023719705e-05,0.0022817276339796794,0.84210526299999999,0.0,0.0,0.0,0.052631578016974705,0.10526315628088834,1.9812627809130479e-10,9.2684015299076066e-10,7.4453459951204546e-10,1.4857121846889634e-20,1.8214775645842412e-13,3.94376364230429e-11,4.0520578958433112e-11,6.7427339089203017e-12,9.2132823579218977e-13,9.7586160933827996e-16,5.0238558886909578e-16,2.7896430218313406e-16,3.9148710025052182e-15
2.2972257844659425e-05,0.002281727633790528,0.84210526299999999,0.0,0.0,0.0,0.052631577902526143,0.10526315608556648,2.2017498951172761e-10,1.0280592976197624e-09,8.2753680573244915e-10,1.6513423505188309e-20,2.0363354060300336e-13,4.8713068118175216e-11,5.0224959741074984e-11,8.2212087075350337e-12,1.0418324690673468e-12,1.1040524072345213e-15,5.5893451491244025e-16,3.4578299524673338e-16,5.3666255539394856e-15
2.5243393665599144e-05,0.002281727633600836,0.84210526299999999,0.0,0.0,0.0,0.052631577786725184,0.10526315588887791,2.4229876351808563e-10,1.1291918015373237e-09,9.1082149615737261e-10,1.8175362110758714e-20,2.2534487823512399e-13,5.8982440433093971e-11,6.1016046483694114e-11,9.8293907118900948e-12,1.1628956840962596e-12,1.2329626284550129e-15,6.1551513636733732e-16,4.2003404359014858e-16,7.1409104421013805e-15
2.7514529486538864e-05,0.0022817276334105995,0.84210526299999999,0.0,0.0,0.0,0.052631577669560434,0.10526315569081247,2.6449924672228125e-10,1.2302382872064455e-09,9.943948733680192e-10,1.9843061435558277e-20,2.4727756930279196e-13,7.0249331365568075e-11,7.2905099134748024e-11,1.156326281036884e-11,1.2844710677504246e-12,1.3625442590346832e-15,6.721230859299543e-16,5.0179704114179237e-16,9.2706031489276428e-15
3.20568011284183e-05,0.002281727633028468,0.84210526299999999,0.0,0.0,0.0,0.052631577431094818,0.10526315529051082,3.0913665606527769e-10,1.4320755783193922e-09,1.1624314759447746e-09,2.3196216926249749e-20,2.9179290905002992e-13,9.5790196488585444e-11,1.0002117465801516e-10,1.5392602058567678e-11,1.5291186140249105e-12,1.6236855542495028e-15,7.8541850820334446e-16,6.8818819371876552e-16,1.4728335918233309e-14
