Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448)
3.307037052870097e-13,0.19299079326860227,76.950000000000003,0.0,0.0,0.0,0.99999989381172372,9.499999999936799,4.6036474843501998e-09,4.9159047697185859e-08,4.9145645484502765e-08,3.8301989128334278e-11,4.2428956164814974e-14,2.5673792510435244e-09,3.071133814017216e-10,2.4861837349075966e-11,8.2280623821974e-19,1.9377693910750374e-20,2.0491455617979968e-20,3.3871066810705636e-10,4.9050339213598635e-14,3.4511918178558936e-19,4.6089026946926553e-22,4.6992862097950446e-29,4.0561922004878608e-29,5.3981440914324131e-19,4.5344743796591566e-15,1.3209273917261467e-18,1.3212364462862832e-18,2.6750224744625394e-22,4.1552312689873254e-23,2.9900781202344247e-26,4.6384817496494921e-17,2.341782321754309e-20,1.9159562326688719e-21,1.0720084213207909e-41,2.1294464302607841e-24,1.0384412957696578e-25,1.0244243217149699e-41,3.4676485731550916e-12,3.3165407758972018e-29,9.4443630824273917e-30,3.3170360244160205e-16,1.0138890570387145e-16,4.1386740568538578e-15,3.3169959748592748e-16,6.0390197357322454e-20,1.0244243054718327e-41,1.0140414988578166e-28,4.8581057729672561e-29,8.0189870391840415e-30,1.486856099114541e-34,7.0059823091248496e-26
3.737912856031185e-13,0.19299079326856416,76.950000000000003,0.0,0.0,0.0,0.99999987997815964,9.4999999999195204,5.2034592998225668e-09,5.5560596871640499e-08,5.5543226210746134e-08,4.8925277547567173e-11,4.7957167624483854e-14,2.8201798213290759e-09,3.8493386411714148e-10,3.1512395145499004e-11,1.0511016952095788e-18,2.800820443524594e-20,2.9596782586205852e-20,4.2453769264020373e-10,6.2661918631940432e-14,4.3745022408306851e-19,5.8667367901129897e-22,7.6807612188194896e-29,6.4820881543601749e-29,7.6830515414776564e-19,5.7924321768157832e-15,1.9072330730625967e-18,1.9077228131130728e-18,4.2241313708152282e-22,6.7326913394215261e-23,4.1774311985673855e-26,5.9254063403388813e-17,3.2483615764370757e-20,2.7413723352290232e-21,2.524415397721649e-41,3.4499288995782477e-24,1.4992827744752175e-25,2.4123623851100835e-41,4.3463277047787779e-12,5.4249917252550772e-29,1.5341508152605653e-29,4.6455703611569992e-16,1.4198622889693533e-16,5.07474601767681e-15,4.6455158570561551e-16,9.618181762063136e-20,2.4123623419459984e-41,1.6547451360671064e-28,7.9350071324917649e-29,1.4528884759290315e-29,3.0502202557172354e-34,1.0094929550755332e-25
4.125701078876164e-13,0.192990793268526,76.950000000000003,0.0,0.0,0.0,0.99999986752823578,9.4999999999022382,5.7432899093834942e-09,6.1321369843586382e-08,6.1299939919100446e-08,5.9594899276429261e-11,5.2932021357088065e-14,3.0345977472952959e-09,4.6103513732808146e-10,3.8119029820676383e-11,1.2804007390511514e-18,3.7693109881584749e-20,3.9788147354848255e-20,5.0846862723562836e-10,7.633512061452387e-14,5.291724871121735e-19,7.1185596782534104e-22,1.1407395896211119e-28,9.4421709977613924e-29,1.0198492439220351e-18,7.0559677044298332e-15,2.5643031423896661e-18,2.5650113859628973e-18,6.0897083945987846e-22,9.9272733770930161e-23,5.4537851704214117e-26,7.2180964578193777e-17,4.2168466606699385e-20,3.6559895844138874e-21,5.0317891071308825e-41,5.0863625589025632e-24,2.0157047583278767e-25,4.8084399541497904e-41,5.205595099843082e-12,8.0541275419570956e-29,2.2661944871049763e-29,6.0781043979794208e-16,1.857570283382225e-16,5.9593531880551884e-15,6.0780349758779351e-16,1.3965513524863142e-19,4.8084398594046921e-41,2.4554667059953188e-28,1.1784573160198534e-28,2.3423477964809988e-29,5.4365956145061486e-34,1.3547797309517608e-25
4.513489301721143e-13,0.1929907932684843,76.950000000000003,0.0,0.0,0.0,0.99999985507856481,9.4999999998833342,6.2831204958626885e-09,6.7081567543161276e-08,6.7055603509005594e-08,7.131437126853225e-11,5.7906378247493331e-14,3.2373053831778926e-09,5.4255500439578418e-10,4.530079247496175e-11,1.5322686244890477e-18,4.9394229185957178e-20,5.2068179142557288e-20,5.9837564645504657e-10,9.1356078669260379e-14,6.2888030768547988e-19,8.4812849551859968e-22,1.6344933629056802e-28,1.3278010561780765e-28,1.3183260762862311e-18,8.4439254329218461e-15,3.3571735052848138e-18,3.3581626241262652e-18,8.4784246105400789e-22,1.4127638039712914e-22,6.9344544636842989e-26,8.6381486073573639e-17,5.3350323375931483e-20,4.7478733274424384e-21,9.4298320086422901e-41,7.2377515826267212e-24,2.6388088430174272e-25,9.0112650030350521e-41,6.1260444401683002e-12,1.1527265517088366e-28,3.2298553055984234e-29,7.7447651711294693e-16,2.3667640567660707e-16,6.876441210206437e-15,7.7446791461416431e-16,1.9573159213854941e-19,9.0112648090357346e-41,3.5166068231287895e-28,1.6891431698393201e-28,3.6133292277913831e-29,9.1908821054032099e-34,1.770411220884124e-25
4.901277524566122e-13,0.19299079326843901,76.950000000000003,0.0,0.0,0.0,0.99999984262913366,9.4999999998628155,6.8229510592602847e-09,7.2841202520526762e-08,7.2810217425069212e-08,8.408324894173923e-11,6.2880249135290584e-14,3.4289423156869719e-09,6.2919751517284151e-10,5.3045132938877093e-11,1.8066957942519378e-18,6.3304762931959463e-20,6.6625605182201184e-20,6.9393235139445593e-10,1.0772465964346617e-13,7.3639942876073973e-19,9.9524905374195999e-22,2.272892738939569e-28,1.8131768439104941e-28,1.66687234304277e-18,9.9562697846696326e-15,4.2985836514985289e-18,4.299925483950304e-18,1.1466453715576039e-21,1.9518708021737758e-22,8.6250274110880737e-26,1.0185545389084393e-16,6.6070370263376547e-20,6.0305762644000986e-21,1.6782786607378391e-40,9.9986836572302417e-24,3.3785860945266513e-25,1.6037841516827008e-40,7.1043341281807246e-12,1.6002407516156524e-28,4.4678952537798758e-29,9.6531217911860364e-16,2.9497404542261359e-16,7.819533550917736e-15,9.653017634065769e-16,2.6634775805666384e-19,1.6037841142235816e-40,4.8892686015007821e-28,2.350437187766637e-28,5.3724547742422554e-29,1.4866431917270637e-33,2.2627054025974965e-25
5.289065747411101e-13,0.1929907932683902,76.950000000000003,0.0,0.0,0.0,0.99999983017992844,9.4999999998406981,7.3627815995764109e-09,7.8600287051925579e-08,7.8563782111710482e-08,9.7901087902170267e-11,6.7853644623579535e-14,3.6101131813516021e-09,7.2068289169157948e-10,6.1339774961852935e-11,2.1036726951154848e-18,7.9618538878416699e-20,8.3647825902118161e-20,7.9483017920023092e-10,1.2544073328888193e-13,8.5155939661476805e-19,1.1529809127195692e-21,3.0815209612812923e-28,2.4152019411428149e-28,2.068453254359986e-18,1.1592965199378774e-14,5.4012690984345603e-18,5.4030452731893717e-18,1.513186423574104e-21,2.6298833123562615e-22,1.0529651432180761e-25,1.1860270361895339e-16,8.0362784985197094e-20,7.5171906567110526e-21,2.8588479781837732e-40,1.3470593515120796e-23,4.2450208177710167e-25,2.731951255827504e-40,8.1373051679213096e-12,2.1649226815452677e-28,6.0261884933808834e-29,1.1809140441398414e-15,3.6083055880716385e-16,8.7827816184332063e-15,1.180901680971453e-15,3.534953017584027e-19,2.7319511870149473e-40,6.6291231026663809e-28,3.1894971733819475e-28,7.7427206920964092e-29,2.3163029491879766e-33,2.8379315511458734e-25
5.67685397025608e-13,0.19299079326833793,76.950000000000003,0.0,0.0,0.0,0.99999981773093727,9.4999999998169944,7.9026121168111854e-09,8.4358833145587954e-08,8.4316298013160081e-08,1.127674439442888e-10,7.2826575082124998e-14,3.7813895698148876e-09,8.1674664746961745e-10,7.0172710305923472e-11,2.4231897779042123e-18,9.8530010603093233e-20,1.033209582133706e-19,9.0077743176465624e-10,1.4450417219920005e-13,9.7419347883537121e-19,1.3210927869032609e-21,4.0879752443223349e-28,3.149313237460857e-28,2.5258718772234047e-18,1.335397613388068e-14,6.6779614293377819e-18,6.6802636515225159e-18,1.955428755373444e-21,3.4679342935997773e-22,1.2651189228542555e-25,1.3662307919154786e-16,9.6255955606928502e-20,9.2203638964754591e-21,4.689711777338961e-40,1.7761532141643528e-23,5.2480904842747871e-25,4.481548245345762e-40,9.2219712210295392e-12,2.8648674696693275e-28,7.953616462152902e-29,1.4217341512254137e-15,4.3438230109823815e-16,9.7609144737486121e-15,1.4217197277589712e-15,4.5920850919349652e-19,4.4815481242560125e-40,8.7964066765256973e-28,4.2357674499082631e-28,1.086419264513882e-28,3.4947933524197939e-33,3.5023106363507882e-25
6.064642193101059e-13,0.19299079326828214,76.950000000000003,0.0,0.0,0.0,0.99999980528214816,9.4999999997917168,8.4424426109647216e-09,9.0116852547689404e-08,9.0067765573460368e-08,1.2868187305069015e-10,7.7799050655748997e-14,3.9433118444500121e-09,9.1713874507275022e-10,7.9532192787915597e-11,2.7652374974869545e-18,1.2023425611586202e-19,1.2582987906273486e-19,1.0114983466148781e-09,1.6491485174692535e-13,1.1041385815981177e-18,1.4993580691942243e-21,5.3218524704251743e-28,4.0314724103531066e-28,3.0417780682158992e-18,1.5239267061912302e-14,8.141388329639601e-18,8.1443186363517541e-18,2.4814656634542724e-21,4.4884104869923287e-22,1.49913607363117e-25,1.5591643190055646e-16,1.1377343701666936e-19,1.1152313858736364e-20,7.4455421295327705e-40,2.2985939015396257e-23,6.3977656817422061e-25,7.1150554395750486e-40,1.0355509094695828e-11,3.7192592160112073e-28,1.0301964350089347e-28,1.6880944124811805e-15,5.1572580198431824e-16,1.0749192059444412e-14,1.6880778396348947e-15,5.8555312927093661e-19,7.1150552342884236e-40,1.1455916854636563e-27,5.5209859393403781e-28,1.489462250539971e-28,5.1278447300922395e-33,4.2620157348079009e-25
6.452430415946038e-13,0.1929907932682229,76.950000000000003,0.0,0.0,0.0,0.99999979283355012,9.4999999997648743,8.9822730820371245e-09,9.5874356748108866e-08,9.5818185236465593e-08,1.4564393139198776e-10,8.2771081270038218e-14,4.0963908643455671e-09,1.0216227993163211e-09,8.9406732521290429e-11,3.1298063127743974e-18,1.449269765889566e-19,1.5135826640060013e-19,1.126732218135852e-09,1.8667265002237923e-13,1.2412351697152492e-18,1.6875549565007261e-21,6.8147356137643909e-28,5.0781160544647363e-28,3.6186769223726036e-18,1.724880247391521e-14,9.8042736179920789e-18,9.8079446065926226e-18,3.09949760196538e-21,5.7149099857801794e-22,1.7550874179604724e-25,1.7648261952435982e-16,1.3293479260023049e-19,1.3324843623539264e-20,1.1486921279994663e-39,2.9264423578789413e-23,7.7040100700277e-25,1.0977050123304114e-39,1.1535249744923443e-11,4.7483337423942323e-28,1.3125821771175594e-28,1.9802000298321175e-15,6.0492187836244253e-16,1.1743361544392942e-14,1.9801812443089444e-15,7.346161668423905e-19,1.0977049786459608e-39,1.4677008772242478e-27,7.0791913856044416e-28,2.0010019063712196e-28,7.3424768485028163e-33,5.1231724263133752e-25
6.840218638791017e-13,0.1929907932681602,76.950000000000003,0.0,0.0,0.0,0.99999978038513271,9.4999999997364828,9.5221035300284999e-09,1.0163135698605774e-07,1.0156755744584202e-07,1.6365317532665089e-10,8.7742676629940885e-14,4.2411095982685347e-09,1.1299753304507931e-09,9.9785090287194402e-11,3.5168866867156084e-18,1.728044951552427e-19,1.8008863825070821e-19,1.2462325739201006e-09,2.0977744777394757e-13,1.3853271884786617e-18,1.8854669948473095e-21,8.6001806247906956e-28,6.306112253078105e-28,4.2589366920189629e-18,1.9382546876838619e-14,1.1679337270755634e-17,1.1683872304998646e-17,3.8178141091008071e-21,7.1722013391077759e-22,2.0329543148062454e-25,1.9832150563521223e-16,1.5375625479001335e-19,1.5749355637756146e-20,1.7279205576160981e-39,3.6723554821787056e-23,9.1767803505837616e-25,1.6512233199448353e-39,1.2758669844168067e-11,5.9733427293520322e-28,1.6482487122994414e-28,2.2981516185164964e-15,7.019993504324912e-16,1.2739617447592739e-14,2.2981305845310088e-15,9.0849692905195806e-19,1.6512232662446608e-39,1.8533591535361297e-27,8.9467305624691788e-28,2.6405154156136389e-28,1.0289377743932259e-32,6.0918591833241718e-25
7.228006861635997e-13,0.19299079326809418,76.950000000000003,0.0,0.0,0.0,0.99999976793688572,9.4999999997065494,1.0061933954938939e-08,1.0738786425549889e-07,1.0731588264506786e-07,1.8270916140099153e-10,9.2713846228334166e-14,4.3779246415910146e-09,1.2419850622480299e-09,1.1065627211542596e-10,3.9264690862977642e-18,2.040637558402744e-19,2.1220239132172666e-19,1.3697664006377759e-09,2.3422912835062558e-13,1.5362619884175089e-18,2.0928823592368752e-21,1.0713704115456213e-27,7.7327213907964879e-28,4.9647962295101121e-18,2.1640464793967014e-14,1.3779295441479947e-17,1.3784828838055118e-17,4.6447781291058724e-21,8.8861844606358503e-22,2.3326393480621796e-25,2.2143295899448909e-16,1.7625129781881631e-19,1.8436865236219482e-20,2.5413672851026838e-39,4.5495660278390031e-23,1.0826026241537298e-24,2.4285637950110339e-39,1.4023383855956413e-11,7.4165194502392351e-28,2.0431876224788373e-28,2.6419563490299818e-15,8.0695845677919401e-16,1.3734564741608369e-14,2.6419330597634121e-15,1.109298952986987e-18,2.4285637115710198e-39,2.3104125300101607e-27,1.1162265725248963e-27,3.4294028813677861e-28,1.4145308469143395e-32,7.1741077436767896e-25
7.615795084480976e-13,0.19299079326802474,76.950000000000003,0.0,0.0,0.0,0.99999975548880016,9.4999999996750883,1.0601764356768531e-08,1.1314388931048771e-07,1.1306316127743356e-07,2.0281144634908691e-10,9.7684599358320848e-14,4.5072676500760365e-09,1.3574522585586107e-09,1.2200952394320204e-10,4.3585439825444392e-18,2.3890232253851137e-19,2.4787983842691666e-19,1.4971134123358424e-09,2.6002757764535689e-13,1.6938902511360439e-18,2.3095932900384287e-21,1.31927712876501e-27,9.3755616572673273e-28,5.7383720220404062e-18,2.4022520764750797e-14,1.6116860478126976e-17,1.6123537676942335e-17,5.5888135490199539e-21,1.0883852663345165e-21,2.6539759484561016e-25,2.4581685306423675e-16,2.0043109249305679e-19,2.1398013754447051e-20,3.6631597190703895e-39,5.5718631001784905e-23,1.2661690465776609e-24,3.5005636256406828e-39,1.532713654388603e-11,9.1010455238598747e-28,2.5036433673078371e-28,3.0115380929473894e-15,9.1977396390577501e-16,1.4725184866374902e-14,3.0115125717583325e-15,1.339122899008683e-18,3.5005634989373542e-39,2.8471618032247268e-27,1.3766781947553808e-27,4.3910291343781999e-28,1.9115590828052194e-32,8.3759034834944222e-25
8.003583307325955e-13,0.19299079326795196,76.950000000000003,0.0,0.0,0.0,0.99999974304086703,9.4999999996421103,1.1141594735517365e-08,1.1889944267038923e-07,1.1880939378604156e-07,2.2395958709274188e-10,1.0265494510461622e-13,4.6295467011867455e-09,1.4761880934056004e-09,1.3383432639837256e-10,4.8131018505148228e-18,2.7751837806100849e-19,2.8730024333680829e-19,1.6280653557241057e-09,2.8717268403975897e-13,1.858065916879426e-18,2.5353969599739428e-21,1.6076784290954197e-27,1.1252577673791599e-27,6.5816648708543697e-18,2.6528679344650079e-14,1.8704740938897915e-17,1.8712718658852173e-17,6.6583943601562752e-21,1.3193255941003525e-21,2.9967372354428955e-25,2.7147306557777311e-16,2.2630490152335386e-19,2.4643081199897393e-20,5.1851049887996603e-39,6.7535733069695918e-23,1.4693708745876157e-24,4.9549550009603315e-39,1.6667795859289013e-11,1.1051018788874423e-27,3.0361047165476727e-28,3.4067468144160092e-15,1.0403980444282678e-15,1.5708804017338709e-14,3.4067191158270008e-15,1.6000601311157402e-18,4.9549548125069896e-39,3.4723622385235313e-27,1.6803594476752012e-27,5.5507624366563168e-28,2.5436630410120936e-32,9.7031857843440064e-25
8.391371530170934e-13,0.1929907932678758,76.950000000000003,0.0,0.0,0.0,0.99999973059307778,9.4999999996076259,1.1681425091185519e-08,1.2465453462502323e-07,1.2455458061380677e-07,2.4615314074137448e-10,1.0762489234546814e-13,4.7451475843796714e-09,1.5980140539388653e-09,1.4612038965401257e-10,5.2901331693013132e-18,3.201107232064833e-19,3.3064185564771085e-19,1.7624253517026287e-09,3.156643383495606e-13,2.0286461130905848e-18,2.770095424902588e-21,1.9407070775226158e-27,1.338201267278809e-27,7.4965662220176313e-18,2.9158905104978864e-14,2.1555641606950951e-17,2.1565087989414875e-17,7.8620359378788311e-21,1.5843465260465634e-21,3.3606440023459892e-25,2.9840147818661557e-16,2.5388039723944208e-19,2.8181998560004122e-20,7.2196881883085575e-39,8.1095424442577328e-23,1.6932009809401091e-24,6.8992302808421507e-39,1.8043346199928183e-11,1.3291422087505025e-27,3.6472964257563892e-28,3.8273671476704356e-15,1.1687629056053614e-15,1.6683063834566195e-14,3.8273373581526677e-15,1.8941870720999016e-18,6.8992300057545444e-39,4.1952232231317642e-27,2.0318355950912602e-27,6.9360094930643632e-28,3.3378506015477003e-32,1.1161848401747123e-24
8.779159753015913e-13,0.19299079326779642,76.950000000000003,0.0,0.0,0.0,0.99999971814542454,9.4999999995716458,1.2221255423773071e-08,1.3040917523967413e-07,1.3029872220345622e-07,2.6939166459194282e-10,1.1259444978190769e-13,4.8544350209439861e-09,1.7227613759899414e-09,1.5885764841870354e-10,5.7896284220278668e-18,3.6687877589581654e-19,3.7808194570530453e-19,1.9000072728438085e-09,3.4550243377150216e-13,2.2054910848510516e-18,3.0134943516817624e-21,2.3226872910393566e-27,1.578238337697714e-27,8.4848641515098096e-18,3.1913162632761007e-14,2.4682263503167152e-17,2.4693358244511561e-17,9.2082875306252491e-21,1.8864538137837786e-21,3.7453719936602199e-25,3.2660197615144969e-16,2.831639351243111e-19,3.2024359656609745e-20,9.9033769978051213e-39,9.6551178529902363e-23,1.9386515399054553e-24,9.4637999454820567e-39,1.945188203678969e-11,1.5848093184648243e-27,4.344171216881924e-28,4.2731262786309413e-15,1.3047832044585906e-15,1.7645894216635445e-14,4.2730945172055645e-15,2.2235601758412062e-18,9.4637995507308566e-39,5.0254079400304988e-27,2.4359063669145481e-27,8.5762478162958761e-28,4.324758724655512e-32,1.2757739826545884e-24
9.166947975860892e-13,0.19299079326771373,76.950000000000003,0.0,0.0,0.0,0.99999970569790009,9.4999999995341806,1.2761085733280092e-08,1.3616337436000005e-07,1.3604181899752968e-07,2.9367471612884314e-10,1.1756362592577414e-13,4.957753814758098e-09,1.8502705115928879e-09,1.7203625702748443e-10,6.3115780958477613e-18,4.1802257034213691e-19,4.2979683679524743e-19,2.0406351561292444e-09,3.7668686583126619e-13,2.3884641267196629e-18,3.2654034679229333e-21,2.7581336731423466e-27,1.8472457808117851e-27,9.5482490113635418e-18,3.4791416530590495e-14,2.8097303897296849e-17,2.8110238372053778e-17,1.0705726222797158e-20,2.228748534126001e-21,4.150558433056675e-25,3.5607444808628939e-16,3.141607734312209e-19,3.6179432599389215e-20,1.3400270482249993e-38,1.1406131367823997e-22,2.2067140290123014e-24,1.2805479447052061e-38,2.0891601901807379e-11,1.8747695703800563e-27,5.1339020280207926e-28,4.743701098823208e-15,1.4483582397225798e-15,1.8595488322346731e-14,4.743667517498786e-15,2.5902115662321847e-18,1.2805478889351868e-38,5.9730330333558696e-27,2.8976066821653284e-27,1.0503055121521592e-27,5.5389201384164777e-32,1.4496663643850532e-24
9.55473619870587e-13,0.1929907932676278,76.950000000000003,0.0,0.0,0.0,0.99999969325049698,9.4999999994952375,1.3300916019706651e-08,1.4191714161681315e-07,1.4178387143837918e-07,3.1900185302385019e-10,1.2253242907386595e-13,5.0554299389811388e-09,1.9803906261494049e-09,1.8564658466128865e-10,6.8559726819425047e-18,4.737427562774779e-19,4.8596193567470784e-19,2.1841426483808182e-09,4.0921753233279627e-13,2.5774315163552608e-18,3.5256375871334203e-21,3.2517501927546227e-27,2.1471235328862308e-27,1.0688318761472538e-17,3.7793631416502754e-14,3.1813456317547176e-17,3.1828433693203213e-17,1.2362951776240586e-20,2.6144238797888083e-21,4.5758079399443877e-25,3.8681878573466642e-16,3.4687526074743361e-19,4.0656170815018074e-20,1.7906090308013451e-38,1.3378882894491517e-22,2.4983792311808569e-24,1.7111303282598743e-38,2.2360802710303855e-11,2.2017691140048301e-27,6.0238745488766816e-28,5.2387247495417373e-15,1.599373956817716e-15,1.9530279451419569e-14,5.2386895336038535e-15,2.9961452059839154e-18,1.7111302505881137e-38,7.0486682937576094e-27,3.4222073776101358e-27,1.2750136543981231e-27,7.0190325782787557e-32,1.6384378885535093e-24
9.942524421550848e-13,0.19299079326753865,76.950000000000003,0.0,0.0,0.0,0.99999968080320889,9.4999999994548272,1.3840746283052808e-08,1.4767048643076966e-07,1.4752487996816951e-07,3.4537263313603061e-10,1.275008673650031e-13,5.147771563429843e-09,2.1129791230400733e-09,1.9967921065721162e-10,7.4228026755198888e-18,5.3424059820720479e-19,5.4675176455470317e-19,2.3303724819616799e-09,4.4309433330856084e-13,2.7722624494004367e-18,3.7940152975151702e-21,3.808429190784265e-27,2.4797928927486623e-27,1.1906584010373713e-17,4.0919771923850058e-14,3.5843410559411987e-17,3.5860645903915017e-17,1.4188582452114738e-20,3.0467620509015213e-21,5.0206978409012403e-25,4.188348837811146e-16,3.8131098775510634e-19,4.5463223719552282e-20,2.3652546634290187e-38,1.5590124516267908e-22,2.8146372374407169e-24,2.2602697113391986e-38,2.3857874393328817e-11,2.5686311764189537e-27,7.021679996712184e-28,5.7577925682281328e-15,1.7577047695008404e-15,2.0448919741442624e-14,5.7577559363971056e-15,3.4433336011467833e-18,2.2602696045802734e-38,8.2633363335523509e-27,4.0152159315937798e-27,1.5353349565232899e-27,8.8082321827388009e-32,1.842660038128693e-24
1e-12,0.19299079326744623,76.950000000000003,0.0,0.0,0.0,0.99999967895835784,9.4999999994487148,1.3920756592961053e-08,1.4852317632972937e-07,1.483756880409081e-07,3.4936992478672562e-10,1.2823722808530607e-13,5.1610219156977905e-09,2.132832296936235e-09,2.0179440942813228e-10,7.508723183892862e-18,5.436260414115387e-19,5.5616577161047784e-19,2.352268245045048e-09,4.48229881176489e-13,2.801630188265133e-18,3.8344746253327654e-21,3.8966098317250617e-27,2.5320073778914147e-27,1.2093889515482173e-17,4.1393651936847538e-14,3.6468180122867895e-17,3.6485769159843691e-17,1.4474021724320017e-20,3.1150152514656521e-21,5.0882810190963952e-25,4.2368832090788571e-16,3.8656148769714666e-19,4.6204314968550475e-20,2.4625850337350916e-38,1.5939196166012948e-22,2.8636639586093765e-24,2.3532799763756057e-38,2.4082038828595973e-11,2.6265727475882911e-27,7.1792162511273262e-28,5.8367452779274329e-15,1.7817858928911244e-15,2.058362823787358e-14,5.8367084568925464e-15,3.5132420623089407e-18,2.3532798645814194e-38,8.455890639646512e-27,4.1092758194164566e-27,1.5771774158363616e-27,9.1025688680942169e-32,1.8742778986214445e-24
1.0330312644395826e-12,0.19299079326744623,76.950000000000003,0.0,0.0,0.0,0.99999966835602916,9.499999999412962,1.4380576523318632e-08,1.5342341801695052e-07,1.5326484502887814e-07,3.7278661451167592e-10,1.3246894879233137e-13,5.2350700268980079e-09,2.2479011937117945e-09,2.1412491992772156e-10,8.0120585758122757e-18,5.9971797470394253e-19,6.1233999163687631e-19,2.4791759785745449e-09,4.7831717097099318e-13,2.9728289758780385e-18,4.070358172947028e-21,4.4332504225450835e-27,2.8471949254858114e-27,1.3204472785893888e-17,4.4169802701185226e-14,4.0199852693709856e-17,4.02195730764008e-17,1.6191251439517415e-20,3.5291312514230253e-21,5.4847829784880419e-25,4.5212263968474175e-16,4.1747091689321522e-19,5.0608947022239045e-20,3.0912081714171141e-38,1.8057045147999562e-22,3.1564774499795021e-24,2.9540010831068333e-38,2.5381294817652078e-11,2.9782534459011861e-27,8.1351081411832399e-28,6.3004675262823897e-15,1.9232152255744937e-15,2.1350260444007595e-14,6.300429730752308e-15,3.9337149400282499e-18,2.95400093814256e-38,9.6285122705830473e-27,4.6823771893117129e-27,1.8350727201322921e-27,1.0954369360947409e-31,2.0628999105421896e-24
1.0718100867240805e-12,0.1929907932673506,76.950000000000003,0.0,0.0,0.0,0.99999965590895201,9.4999999993696491,1.4920406740504175e-08,1.5917594538935337e-07,1.5900376706229532e-07,4.0124335538421284e-10,1.3743668110802253e-13,5.3176007568092244e-09,2.3850293921352459e-09,2.2897469846870041e-10,8.6237308860750686e-18,6.7037737772290593e-19,6.8289945831702165e-19,2.6304125799373147e-09,5.1488594966485778e-13,3.1790059378212123e-18,4.3544924968865839e-21,5.1314801274972561e-27,3.2512890420710745e-27,1.4583335047388106e-17,4.7543688412148815e-14,4.489546507413124e-17,4.491790966085783e-17,1.8379603946367032e-20,4.0649827802219246e-21,5.9676000203107556e-25,4.8668195353665907e-16,4.5535748787542508e-19,5.6101412695747064e-20,4.0003017930516063e-38,2.0797255685825742e-22,3.5248885856210017e-24,3.8227438109783982e-38,2.6929624980921135e-11,3.4336055413119198e-27,9.3721405544804452e-28,6.8662851639625515e-15,2.0957615183810366e-15,2.2233333749307009e-14,6.866246490334902e-15,4.4691906699429544e-18,3.8227436163427139e-38,1.1156123403879858e-26,5.4296740837366313e-27,2.1782499387846676e-27,1.3510288088867665e-31,2.2997202522189885e-24
1.1105889090085783e-12,0.1929907932672519,76.950000000000003,0.0,0.0,0.0,0.99999964346197168,9.4999999993249027,1.5460236934609493e-08,1.6492807736527874e-07,1.6474164651002405e-07,4.3074241417412893e-10,1.424040718945392e-13,5.395624138623001e-09,2.5242432325124797e-09,2.4421972897321708e-10,9.2578101135852297e-18,7.4642191194982585e-19,7.5860220742455835e-19,2.7839494041009231e-09,5.528005758207469e-13,3.390670908371198e-18,4.6462490805026103e-21,5.9085701329908159e-27,3.6940517234223754e-27,1.6044446951445849e-17,5.1041393735363619e-14,4.9942926344045989e-17,4.9968346486996567e-17,2.0762294728783519e-20,4.6578482217947163e-21,6.4686713367597188e-25,5.2251272793346545e-16,4.9497270725874104e-19,6.1948418597003954e-20,5.1295116751901742e-38,2.3828774676253648e-22,3.9208586795332657e-24,4.9018328641985153e-38,2.850150446933869e-11,3.9377265695544511e-27,1.0740944097532318e-27,7.4547580818332867e-15,2.2751928623315775e-15,2.3097336004284913e-14,7.4547188489565752e-15,5.051623442331504e-18,4.9018326055939505e-38,1.2858548898195285e-26,6.2633283581170512e-27,2.5691112936209666e-27,1.6534107370988885e-31,2.5536794926951014e-24
1.149367731293076e-12,0.19299079326715002,76.950000000000003,0.0,0.0,0.0,0.99999963101508305,9.4999999992787263,1.6000067105634636e-08,1.7067982256962498e-07,1.7047848381348047e-07,4.6128334948888693e-10,1.4737112868518894e-13,5.4693863373085653e-09,2.6654288091638158e-09,2.5985138653654047e-10,9.9142867696386718e-18,8.2805529416920939e-19,8.3961951267290625e-19,2.9396608262283868e-09,5.9206095790953378e-13,3.6077041321420248e-18,4.945461078411771e-21,6.7701569856804753e-27,4.1774753858904431e-27,1.7589014882418413e-17,5.4662883364333177e-14,5.5354911442822262e-17,5.5383570765629732e-17,2.3347986078738364e-20,5.3113367287408647e-21,6.9875084581916853e-25,5.5961486786733776e-16,5.3631822133082942e-19,6.8157497765782366e-20,6.5215572328507456e-38,2.7170014464453316e-22,4.3453750892269192e-24,6.232091572512978e-38,3.009564716576901e-11,4.4937227635302489e-27,1.2249864624027561e-27,8.0653800009321205e-15,2.4613527361966337e-15,2.3941612279178177e-14,8.0653405606586516e-15,5.6828354204872326e-18,6.2320912322505463e-38,1.47486194658533e-26,7.1898012861532444e-27,3.0121250052077178e-27,2.008950550850616e-31,2.8253317785138168e-24
