Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418)
8.078469768037885e-22,0.314305610138546,76.950000000000003,0.0,0.0,0.0,0.99999999999957034,9.5,2.1030061433348394e-15,2.3290262262178857e-14,2.3290262262199771e-14,4.8190308084893212e-26,4.8189573982635017e-26,3.8101015027742281e-13,1.8957592375503161e-22,2.4054201079876302e-26,3.8526995780299878e-38,1.158734432500529e-42,5.6607132143408095e-41,4.7539040432923071e-22,7.2211897015872873e-28,3.8453223442878101e-38,2.240624700560129e-42,1.2707343005004818e-55,3.3590200098437112e-56,5.7165741324518195e-37,3.2192580121374082e-27,5.4633437639480762e-38,5.4633437639533006e-38,4.5155063002914286e-50,7.0892235725129416e-51,6.408566343866389e-40,7.6441022380296541e-29,1.3536940339287198e-40,1.0626316315290935e-41,5.5019166108245232e-89,3.0862917611933228e-51,2.0414062405723336e-43,5.0197390904002722e-89,5.5455171239588477e-24,2.472901030291734e-63,2.4729004977050794e-63,8.9697842752786058e-35,2.6442465903355482e-35,2.1025948605172478e-25,8.9691511930152673e-35,8.0974233712448864e-46,5.0197390903997462e-89,7.291958144558492e-55,3.3590200567066539e-56,4.6863035153108154e-64,2.1495777795396456e-76,9.1921701557633452e-44,6.674847792005024e-89,3.8647626643051186e-31,9.1868873010630496e-70,1.3202591725035588e-88,3.4683597379586998e-42,1.2211671603310482e-101,7.1115665862753903e-94,1.4101479830354807e-105,7.145776498732966e-60,3.2946580309533618e-42,6.6139951832535819e-61,3.7379581827451219e-42,3.0947183612005384e-54,2.2595597937388169e-34,3.0894584852178886e-54,2.4251834087819449e-55,4.008266956126202e-46,3.8524886931214001e-45
1.6163958189219157e-21,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999999914024,9.5,4.2078393988694348e-15,4.6600759330669445e-14,4.660075933075314e-14,1.9288681989040358e-25,1.9288094269226217e-25,7.6235132451951776e-13,7.5879774297429387e-22,9.6279491253936864e-26,3.084100024018498e-37,9.2769210868742947e-42,4.5331616382011613e-40,1.9028005175529998e-21,2.890357776973129e-27,3.0775312259740832e-37,1.793861823653592e-41,2.0353833037836702e-54,5.3788084371382342e-55,4.576735221208505e-36,1.2885421676808255e-26,4.3739969579746591e-37,4.3739969579830248e-37,7.2306933097603647e-49,1.1351994276763958e-49,5.1307497408423081e-39,3.0596330058123642e-28,1.0837783242562118e-39,8.5075142895398741e-41,7.0567546931697216e-87,4.9420879508432874e-50,1.6343662553762876e-42,6.4383141167706925e-87,2.2196520496574058e-23,7.9199408671375086e-62,7.9199374556701656e-62,7.181281416129952e-34,2.1170050823474804e-34,8.4158589412822249e-25,7.1807745654197996e-34,1.2966427533455124e-44,6.438314116769346e-87,1.1676633758867919e-53,5.3788085872258357e-55,1.5008789532094726e-62,1.3769060252948737e-74,7.3593253569240567e-43,8.5511680563815652e-87,1.546912251891135e-30,2.9422776266958608e-68,1.6913880906567293e-86,2.7767967001538149e-41,3.1288926186149843e-99,9.1106500304576099e-92,3.6131020976056981e-103,2.2885725628792155e-58,2.6377295581536187e-41,2.1182593536030777e-59,2.9926393847029197e-41,4.9555814590475426e-53,9.0441277575263309e-34,4.947158822683598e-53,3.8834532357121834e-54,3.2090507624966026e-45,3.0843334165339485e-44
3.23349350315817e-21,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999999828015,9.5,8.4175059099349313e-15,9.322175346713595e-14,9.3221753467470843e-14,7.7179852614731003e-25,7.7175149203790964e-25,1.5250336689178164e-12,3.0361793424333507e-21,3.8524337387845045e-25,2.4675737478621345e-36,7.4243563559498065e-41,3.6283666663313752e-39,7.6136805593553086e-21,1.1565195973164949e-26,2.4612577361895551e-36,1.4356341178937386e-40,3.258381059318549e-53,8.6095962375465633e-54,3.6627791297386074e-35,5.1558470744240443e-26,3.5005269132171417e-36,3.5005269132305323e-36,1.157381812179134e-47,1.8170583729714708e-48,4.1061591051424728e-38,1.224251738031429e-27,8.673520308591761e-39,6.8085970101979443e-40,9.0418102464844651e-85,7.9105592079218551e-49,1.3079897224193041e-41,8.2494031722213052e-85,8.8814994021256158e-23,2.5354463679688463e-60,2.5354441836986839e-60,5.7472076438221261e-33,1.6942474588571248e-33,3.3674397759925699e-24,5.7468020092783779e-33,2.0754728305418953e-43,8.2494031722178545e-85,1.8690218395356706e-52,8.6095967180288785e-54,4.8048325748239527e-61,8.8159644839732373e-73,5.8896969336883573e-42,1.0950209821557241e-84,6.1896639536921581e-30,9.4192484629990435e-67,2.1659093075000807e-84,2.222281283059474e-40,8.013428931583218e-97,1.1666655686885026e-89,9.2535412955018896e-101,7.3265123557272049e-57,2.1109850507048439e-40,6.7812808639327808e-58,2.395021031815858e-40,7.9321575098562023e-52,3.6188291550477031e-33,7.9186758651187688e-52,6.2160542622773316e-53,2.5682159055382978e-44,2.4684040994816656e-43
6.467688871630679e-21,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999999655986,9.5,1.6836838932051159e-14,1.8646374173801047e-13,1.8646374173935e-13,3.087696668550685e-24,3.0873203456203001e-24,3.0503983413708501e-12,1.2146694336620374e-20,1.5412243430746591e-24,1.9734047450570799e-35,5.9406131692788763e-40,2.9034285054241189e-38,3.0459679781973567e-20,4.6268314695388666e-26,1.9666609730788065e-35,1.1487245655579382e-39,5.2148244042767438e-52,1.3778156402319292e-52,2.9307797912098641e-34,2.0626745582109305e-25,2.8009533827914722e-35,2.8009533828129019e-35,1.852187665696055e-46,2.9078849596076534e-47,3.2855511098471243e-37,4.8978041373969498e-27,6.9401338833754086e-38,5.4479120261602821e-39,1.157938585332313e-82,1.265947008430644e-47,1.0465905086635549e-40,1.0564590473347474e-82,3.553178067605874e-22,8.1151301597500369e-59,8.1151161774603756e-59,4.598639273460628e-32,1.3556553695756744e-32,1.3471951713750367e-23,4.5983147043022186e-32,3.3214322147503595e-42,1.0564590473338636e-82,2.9910434475890886e-51,1.3778157940185927e-52,1.537869646920789e-59,5.6434225107370427e-71,4.7126523961347923e-41,1.4019286368773274e-82,2.4762686278763998e-29,3.0147933102962347e-65,2.7729608225350739e-82,1.7781626650434397e-39,2.0518812342602784e-94,1.49365357184191e-87,2.3694186502167251e-98,2.3449768944416468e-55,1.6891083638362601e-39,2.170466132814626e-56,1.9163807126468618e-39,1.2694034082987159e-50,1.4477673058961359e-32,1.267245924991313e-50,9.9477105875200476e-52,2.0549629254244276e-43,1.9750982754459657e-42
1.2936079608575696e-20,0.3143056101385459,76.950000000000003,0.0,0.0,0.0,0.99999999999311928,9.5,3.3675504976224549e-14,3.7294771827152654e-13,3.7294771827688342e-13,1.2351791867363955e-23,1.2348781340534716e-23,6.1011276209026595e-12,4.8590731115564309e-20,6.165399055988975e-24,1.5772293691928141e-34,4.7529418956987989e-39,2.3230369900574743e-37,1.2184863380402108e-19,1.8508832145590069e-25,1.5691444848366401e-34,9.1906554794441006e-39,8.3448512563337666e-51,2.2047290966513584e-51,2.3448464315599699e-33,8.2513697365976202e-25,2.2409754695951332e-34,2.2409754696294241e-34,2.963801607429636e-45,4.6530891948049617e-46,2.6286903927406977e-36,1.9592811036163637e-26,5.5526340081892216e-37,4.3587433772016745e-38,1.4825371042155054e-80,2.0257212418074415e-46,8.3735190934373669e-40,1.352610368660246e-80,1.4213868835763995e-21,2.5971119642913246e-57,2.5971030147035084e-57,3.6792606673783192e-31,1.0846272521309338e-31,5.3892191574851927e-23,3.6790009875676115e-31,5.3148320869877698e-41,1.3526103686579829e-80,4.7861563871465872e-50,2.2047295888203703e-51,4.9216997676470004e-58,3.6121758981210185e-69,3.7704798927761315e-40,1.7946617026859897e-80,9.9058806598392628e-29,9.6483529631031377e-64,3.5497716940480903e-80,1.4226651975453264e-38,5.2533832815008691e-92,1.9120825559965584e-85,6.0663670075114831e-96,7.5047147714991687e-54,1.3514143429942444e-38,6.9462216385855509e-55,1.5332501402587947e-38,2.031251943005102e-49,5.7915405441468839e-32,2.0277996786200877e-49,1.5917956140953624e-50,1.6441264364564386e-42,1.5802285854871288e-41
2.587286108246573e-20,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999998623823,9.5,6.7352837064335026e-14,7.4591567130563422e-13,7.4591567132705074e-13,4.9409177876604289e-23,4.9385097996623433e-23,1.2202585918469265e-11,1.943708287116859e-19,2.4662599249774999e-23,1.2592202854979981e-33,3.8025341955318077e-38,1.8585474029093249e-36,4.8741435632141207e-19,7.4038341221482239e-25,1.2484961234451176e-33,7.3528516271468962e-38,1.3352668740729902e-49,3.5277453454063306e-50,1.8759661571897423e-32,3.3006821994130407e-24,1.7928654851612592e-33,1.7928654852161281e-33,4.7423233144473279e-44,7.445321183340989e-45,2.1030520381248279e-35,7.8374433251241071e-26,4.4423176433266557e-36,3.4871601248976594e-37,1.8978879873801204e-78,3.2413187382397264e-45,6.6991333274531012e-39,1.7315606895093737e-78,5.6857787511748728e-21,8.3111779619854232e-56,8.3111206819926669e-56,2.9435481575029593e-30,8.6774296165143705e-31,2.1557752955515578e-22,2.9433404040650996e-30,8.5041635682042716e-40,1.7315606895035799e-78,7.6582397624638831e-49,3.527746920429668e-50,1.5750264246333575e-56,2.311915634460983e-67,3.0165271089430171e-39,2.2972902348133194e-78,3.9625134978443871e-28,3.0876353550913226e-62,4.5439515646092216e-78,1.1381861801557829e-37,1.3449385652381209e-89,2.4475977745497893e-83,1.5530736848935856e-93,2.4016348641362562e-52,1.0811817521642215e-37,2.2229076741029201e-53,1.2266583429149132e-37,3.2501679864047495e-48,2.3167104845229505e-31,3.2446442747210451e-48,2.5470025218399987e-49,1.3153635894181355e-41,1.2642427788621179e-40
5.17464240302458e-20,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999997247613,9.5,1.3470750123961086e-13,1.4918515772422155e-12,1.4918515773277875e-12,1.9764073198626764e-22,1.9744817596643525e-22,2.4405501467614497e-11,7.774990950644991e-19,9.8652400068204328e-23,1.0032282945477243e-32,3.0420998302976227e-37,1.4868852551393677e-35,1.9496969965777989e-18,2.9615939024734711e-24,9.8798718729214831e-33,5.8823860318789223e-37,2.1364998270663387e-48,5.6445340593661709e-49,1.5008084798775659e-31,1.3202997405912053e-23,1.4343264321837981e-32,1.43432643227159e-32,7.5879087949439442e-43,1.1912816169740955e-43,1.6824813877872119e-34,3.1350411149079343e-25,3.5539377554910526e-35,2.7897941297980107e-36,2.4294505499488338e-76,5.1862415253167111e-44,5.3594339281476232e-38,2.2165381190774472e-76,2.274357661118532e-20,2.6596358718774653e-54,2.6595992122514294e-54,2.3548942436444322e-29,6.9421079399338418e-30,8.6232759307422605e-22,2.3547280373860431e-29,1.3607006758685821e-38,2.2165381190626141e-76,1.2253495334331007e-47,5.644539099571506e-49,5.0402152167300236e-55,1.4796649947615736e-65,2.4132789613356885e-38,2.9406096093489138e-76,1.5850376452945308e-27,9.8806936157707425e-61,5.8164125035953653e-76,9.105705423968831e-37,3.443134553105637e-87,3.13301037568361e-81,3.9759750518424056e-91,7.685432977788716e-51,8.6496425620331172e-37,7.1134909775902334e-52,9.8134996650319678e-37,5.2003996460913435e-47,9.2670304703394702e-31,5.1915620979738954e-47,4.0753076540560043e-48,1.0523158458567481e-40,1.0114180618636695e-39
1.0349354992580594e-19,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999994495181,9.5,2.6941682958638193e-13,2.9837233885893464e-12,2.983723388930869e-12,7.905709657285478e-22,7.8903189893700241e-22,4.8811328381953809e-11,3.1100277124735231e-18,3.9461358230178147e-22,7.9599676828073264e-32,2.4337091747415412e-36,1.189527468764094e-34,7.7988665566044488e-18,1.1846496116269191e-23,7.736004769276467e-32,4.7059088455556513e-36,3.4184589072272173e-47,9.0313628049833238e-48,1.2006609231791128e-30,5.2812526796389398e-23,1.1474747625133494e-31,1.1474747626538184e-31,1.2140803721439024e-41,1.9060746063307903e-42,1.3460007999948976e-33,1.254029204321419e-24,2.8431828033634094e-34,2.2318614903156899e-35,5.4438091481204858e-74,8.2980908420848364e-43,4.287598116403028e-37,4.9667240570732396e-74,9.0975222982029974e-20,8.5108764215398892e-53,8.5106418038181874e-53,1.8839374690058725e-28,5.5537514155728831e-29,3.4493449065547739e-21,1.8838045031202535e-28,2.1771484475646655e-37,4.9667240570068741e-74,1.9605842135148368e-46,9.031378933840849e-48,1.6128889142403766e-53,9.4699757181448293e-64,1.9306460706677208e-37,3.7640283002719002e-74,6.3402150644742913e-27,3.1618640311133032e-59,7.4451029594471727e-74,7.2846505549760921e-36,8.814537351559945e-85,4.0103095545362973e-79,1.0178628454929405e-88,2.4593705146086708e-49,6.9197693538021103e-36,2.276346693953656e-50,7.8508928902133044e-36,8.320740806941219e-46,3.7068498910517577e-30,8.3066025192659875e-46,6.5205750933218764e-47,8.4186266263428326e-40,8.0914378343925674e-39
2.069878017169262e-19,0.314305610138546,76.950000000000003,0.0,0.0,0.0,0.99999999988990329,9.5,5.3883548626480182e-13,5.9674670091834994e-12,5.9674670105434611e-12,3.1622999125769538e-21,3.1500096407301442e-21,9.7622965474833499e-11,1.2440171686594643e-17,1.5784621001579543e-21,6.2649647374362517e-31,1.9469795769855744e-35,9.5163021088868564e-34,3.1195618783734275e-17,4.7386225463519883e-23,5.9360142948095898e-31,3.7646600909137185e-35,5.4695845431293963e-46,1.4450251465834507e-46,9.6053426219060465e-30,2.1125118114733728e-22,9.179852550936812e-31,9.1798525531843231e-31,1.9425394326618941e-40,3.0497380630040968e-41,1.0768065745638597e-32,5.0161423443027248e-24,2.2745579098730894e-33,1.7854993055899088e-34,6.9914991264805251e-72,1.3277026196072631e-41,3.4300989895841444e-36,6.3787774284273472e-72,3.6390267153958853e-19,2.7234534218051132e-51,2.7233032744426268e-51,1.507158463676631e-27,4.4430261405759885e-28,1.3797445368955202e-20,1.5070520914555338e-27,3.4834586469089512e-36,6.3787774282566001e-72,3.1369547817417155e-45,1.445030307844422e-46,5.1612710890152484e-52,6.060816362131332e-62,1.5445260038289488e-36,4.817981849922004e-72,2.536098914834579e-26,1.0118034757244128e-57,9.5297825054428272e-72,5.8277546450273874e-35,2.2565336351077163e-82,5.1332366719745684e-77,2.6057438271626615e-86,7.8700350910044701e-48,5.5358054216624891e-35,7.2843551723031546e-49,6.280751556911484e-35,1.3313255757617299e-44,1.482747493942899e-29,1.3290640654706293e-44,1.0432986268105982e-45,6.7349411825253243e-39,6.4731843765388583e-38
4.1397630529916675e-19,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999977980614,9.5,1.0776727995611522e-12,1.1934954242003315e-11,1.1934954247394368e-11,1.2649231541999543e-20,1.2551264569569904e-20,1.9524617271744299e-10,4.976079379597379e-17,6.3138623976625847e-21,4.8546301694811652e-30,1.5575893771535665e-34,7.6130831092428428e-33,1.2478274357849013e-16,1.8954538372940345e-22,4.3888908971157272e-30,3.0115940972877805e-34,8.7513849223638297e-45,2.3120408981641522e-45,7.6842940785665359e-29,8.4500686940981385e-22,7.34390379459598e-30,7.3439037981920104e-30,3.1080681306466683e-39,4.8795941828034227e-40,8.6144708727816006e-32,2.0064620512897484e-23,1.8196487988054002e-32,1.4284029117054515e-33,8.9494057146852172e-70,2.1243298038830566e-40,2.744087561118967e-35,8.1650968094245035e-70,1.4556138176190329e-18,8.7147920657231332e-50,8.7138312343467592e-50,1.2057296203841982e-26,3.5544292877304916e-27,5.518988635289091e-20,1.2056445241446234e-26,5.5735483003873198e-35,8.1650968089873677e-70,5.0191439131762116e-44,2.3120574142065101e-45,1.6516074731511954e-50,3.8789244651930432e-60,1.2356244405459291e-35,6.16702012551795e-70,1.0144421376133411e-25,3.2377839243290018e-56,1.2198128327443683e-69,4.6622169396883876e-34,5.7767293860092455e-80,6.5705801556030085e-75,6.6707131115441012e-84,2.5184180554885435e-46,4.428588820952209e-34,2.3309999651635264e-47,5.0246161134323321e-34,2.1301231561172311e-43,5.9310050261058006e-29,2.1265067445268713e-43,1.6692830414827858e-44,5.3879687984864344e-38,5.1785559816741882e-37
8.279533124636478e-19,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999955961183,9.5,2.1553474259118954e-12,2.3869928674421086e-11,2.3869928695599074e-11,5.0596988291249443e-20,4.9818879956653343e-20,3.9049231943042991e-10,1.9904327229081712e-16,2.5255465228412338e-20,3.6536215644197827e-29,1.2460751010585088e-33,6.0904966192155353e-32,4.9913121782785993e-16,7.5818249769466507e-22,3.0462845346007037e-29,2.4090502252785378e-33,1.4002285736493977e-43,3.6992499214553583e-44,6.1474398734914691e-28,3.3800317424219548e-21,5.8751316947368392e-29,5.8751317004904754e-29,4.9729014192266478e-38,7.8073559665525992e-39,6.8915752694313417e-31,8.0258584976065054e-23,1.4557165138665405e-31,1.1427227912861174e-32,1.1455275669840072e-67,3.3989294389384545e-39,2.1952736700400609e-34,1.0451357099683034e-67,5.822458111246141e-18,2.7885540511828541e-48,2.7879392651711903e-48,9.6458396255574801e-26,2.8435441754832591e-26,2.2075954229664163e-19,9.6451588832675527e-26,8.9176810469083883e-34,1.0451357098563967e-67,8.0306440078174557e-43,3.6993027725768811e-44,5.2851225107134566e-49,2.4825017800589878e-58,9.8850097312393116e-35,7.8937545204758855e-68,4.0577736447715326e-25,1.036093943965914e-54,1.5613542670089911e-67,3.7297781103786615e-33,1.478836909941146e-77,8.4103954279154344e-73,1.7076984687299948e-81,8.0589417573985811e-45,3.542766467578979e-33,7.45920351887525e-46,4.0196987898797317e-33,3.4081879499856058e-42,2.3724050007376546e-28,3.4024081346011095e-42,2.6708568942672961e-43,4.3103812195510857e-37,4.142839916447082e-36
1.2419303196281289e-18,0.314305610138546,76.950000000000003,0.0,0.0,0.0,0.99999999933941752,9.5,3.2330220520206813e-12,3.5804903073865699e-11,3.5804903118306669e-11,1.0751863707959522e-19,1.0530290392130964e-19,5.8573819837155179e-10,4.2296688269342329e-16,5.3667859485537084e-20,1.0094164253332343e-28,3.5630007005338651e-33,1.8081196527328769e-31,1.0606536600353129e-15,1.6111384082271075e-21,8.0598827531336444e-29,6.8880051149286034e-33,5.2973578804685637e-43,1.3615664526672863e-43,1.7577835179070252e-27,7.1825700903720213e-21,1.6799210997496096e-28,1.6799211018673276e-28,1.830355860827262e-37,2.8736252092033886e-38,1.9705586404015812e-30,1.7054955836022029e-22,4.1624333012996276e-31,3.2674722032607606e-32,5.9104988659065853e-67,1.2510315421766733e-38,6.277113753214489e-34,5.3925139907734413e-67,1.2372721411956479e-17,1.2731205503326314e-47,1.2727827961939458e-47,2.7581064056695298e-25,8.1307565198382972e-26,4.691137859559307e-19,2.7579117605506192e-25,3.2822981369668298e-33,5.3925139900863911e-67,2.9558115403428478e-42,1.3615905825578688e-43,2.4129937873510978e-48,1.3639600130908848e-57,2.8264959742094086e-34,5.0925545530034033e-67,8.6227721239491569e-25,4.7304398242502872e-54,1.0072876971155595e-66,1.066483674712985e-32,1.0982095886142617e-76,5.4258762027354377e-72,1.2681666259706481e-80,3.6794248046333843e-44,1.0129921305110658e-32,3.4056057478228832e-45,1.1493830501355469e-32,1.2544373660499659e-41,5.0413624732773406e-28,1.2523111514505015e-41,9.8305300887456547e-43,1.232500064465492e-36,1.1845919306925386e-35
1.65590732679261e-18,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999911922322,9.5,4.3106966778875097e-12,4.7739877440582523e-11,4.7739877515517157e-11,1.8341417645678523e-19,1.7875798908195501e-19,7.8098380954117598e-10,7.2153152263561035e-16,9.1551034361269597e-20,2.0651236870176323e-28,7.51540979520267e-33,3.939802936390067e-31,1.8093498134994266e-15,2.7484131144662627e-21,1.5898423202099375e-28,1.4528082356682294e-32,1.3789009102076475e-42,3.4532200634944618e-43,3.7076738888058081e-27,1.2252621891710754e-20,3.5434408633298115e-28,3.5434408687007979e-28,4.6421734169022043e-37,7.2881342980284255e-38,4.1564760952017981e-30,2.909375414609871e-22,8.7797644845982984e-31,6.8920427790968988e-32,3.2243838971108445e-66,3.1728860239343202e-38,1.3240255345225654e-33,2.9418050273686448e-66,2.1106400725369171e-17,3.7947192433302548e-47,3.7935580634189958e-47,5.8176427716963748e-25,1.7150113010752278e-25,8.0025243107073702e-19,5.817232217681135e-25,8.324616208777923e-33,2.9418050269861796e-66,7.4965801712422481e-42,3.4532919877228377e-43,7.192436933034708e-48,4.689568502025214e-57,5.9618997325638772e-34,1.9887748609907505e-66,1.4709437532299183e-24,1.4100110261235113e-53,3.9337201717389123e-66,2.2495231103724908e-32,4.8094791295520828e-76,2.1189578270297618e-71,5.5537903825580968e-80,1.0967318424116853e-43,2.1366597146169072e-32,1.0151141699576936e-44,2.4243822252377112e-32,3.1815195189408109e-41,8.5999729029661162e-28,3.1761295961500072e-41,2.4932356945197033e-42,2.5997000705527339e-36,2.4986445255794997e-35
2.4838613411215724e-18,0.3143056101385459,76.950000000000003,0.0,0.0,0.0,0.9999999986788346,9.5,6.4660459290533061e-12,7.1609826097954239e-11,7.1609826250097969e-11,3.7973581026126815e-19,3.6709697391282012e-19,1.1714744034382519e-09,1.4938384114407013e-15,1.8954469285943868e-19,5.3685632663291836e-28,2.0526967232563552e-32,1.1436050522654658e-30,3.7460265648351498e-15,5.6902413304823724e-21,3.9116484076746281e-28,3.9677439689545639e-32,5.0603793803545223e-42,1.2076038441926307e-42,1.0126803029396668e-26,2.5367501900452472e-20,9.67823797059783e-28,9.6782379893803934e-28,1.6233871683150962e-36,2.5486947069720728e-37,1.1352611099049954e-29,6.0234934999171253e-22,2.3980198042324998e-30,1.882429281928932e-31,4.4781062805761955e-65,1.1095729788793549e-37,3.6163261963455386e-33,4.0856535685044755e-65,4.3698093766799981e-17,1.660953476528458e-46,1.6603290555125822e-46,1.5889773474418915e-24,4.6842238034072121e-25,1.6568190652987694e-18,1.588865216477139e-24,2.9111567457848239e-32,4.0856535679002904e-65,2.6215914601435394e-41,1.2076353267420844e-42,3.1482611147318445e-47,2.5221314825539492e-56,1.628380010575532e-33,1.2935689092112074e-65,3.0454027335695504e-24,6.1719035419927947e-53,2.5586295585399377e-65,6.1441452155993782e-32,3.7315185425727626e-75,1.3782761622816572e-70,4.3090206786911212e-79,4.8006068921077735e-43,5.8357245827164211e-32,4.4433505712287189e-44,6.6217410938179925e-32,1.1125895488808159e-40,1.7805154730742792e-27,1.1107062120411703e-40,8.7189673517513278e-42,7.100588392015308e-36,6.8245588562447378e-35
3.3118153554505345e-18,0.3143056101385459,76.950000000000003,0.0,0.0,0.0,0.99999999823844599,9.5,8.6213951793293406e-12,9.5479774636964849e-11,9.5479774890916884e-11,6.4583119489628594e-19,6.1953138608378254e-19,1.5619640126470782e-09,2.5406261367245572e-15,3.2236569974693638e-19,1.0758920710114058e-27,4.2949377850474899e-32,2.5009383228134373e-30,6.3710056768284922e-15,9.6776111553894931e-21,7.4882207860238472e-28,8.3012422437184379e-32,1.3121956185687892e-41,3.0174652149407689e-42,2.1188650016471876e-26,4.3143480767114296e-20,2.0250113567180233e-27,2.0250113614112677e-27,4.056395367505102e-36,6.3684913830425628e-37,2.3753431895458032e-29,1.0244386056285368e-21,5.0174477770315975e-30,3.9386689595909649e-31,2.0585225514918719e-64,2.772519308323762e-37,7.5665669968332802e-33,1.8781175536193476e-64,7.4318961342885039e-17,4.8390638889904711e-46,4.8369830234874372e-46,3.3246694456812891e-24,9.8009550696792326e-25,2.8178119220358191e-18,3.3244348377643152e-24,7.2741838223548358e-32,1.8781175533060497e-64,6.550645180057902e-41,3.0175569397601947e-42,9.1724999161515136e-47,8.405736656412317e-56,3.4071159877064164e-33,4.8564347672705842e-65,5.1794328795261971e-24,1.7981983713714714e-52,9.6058412598828081e-65,1.2855606016315771e-31,1.5585636184759037e-74,5.1745069848490519e-70,1.7997746589392313e-78,1.3986654638641292e-42,1.2209997974559801e-31,1.2945781868191392e-43,1.3854898888917478e-31,2.7800515199373015e-40,3.0281907639716489e-27,2.7753487618816338e-40,2.1786327056619195e-41,1.4856807338482977e-35,1.4279232487553118e-34
4.139769369779497e-18,0.31430561013854597,76.950000000000003,0.0,0.0,0.0,0.99999999779805737,9.5,1.0776744428652055e-11,1.1934972305072714e-10,1.1934972343127655e-10,9.8668416003148294e-19,9.3907235789532782e-19,1.9524525668352337e-09,3.8814997882792803e-15,4.9250165054662944e-19,1.8766329352936153e-27,7.8187877971522822e-32,4.6921064244010675e-30,9.7334498879868085e-15,1.4785204127041434e-20,1.2518062231872787e-27,1.5110972945274521e-31,2.8690880557985386e-41,6.4018642140573333e-42,3.8573108874340181e-26,6.5913493980508477e-20,3.6864560861421909e-27,3.6864560960994036e-27,8.6060692428293926e-36,1.351144230106842e-36,4.3242161588322917e-29,1.5651108457933047e-21,9.1340497589277624e-30,7.170190923454389e-31,7.6001016434285721e-64,5.8821985970653917e-37,1.3774651014406441e-32,6.9340432053439214e-64,1.1354249590555834e-16,1.1748593019374889e-45,1.174289663654353e-45,6.0524284844044594e-24,1.7842248668819583e-24,4.3049744864765921e-18,6.0520014036884676e-24,1.5432964229143957e-31,6.9340432040870296e-64,1.3897911522962359e-40,6.4020869163366937e-42,2.2270271572370211e-46,2.3012997932843848e-55,6.2025247970078069e-33,1.4813042941266993e-64,7.9130035315024102e-24,4.3659314936465915e-52,2.9299629572206272e-64,2.3403136749371675e-31,5.2440253588434262e-74,1.5783436595652122e-69,6.0556284919874582e-78,3.3958802894062749e-42,2.2227297092598479e-31,3.1431622826552324e-43,2.5222315868988375e-31,5.8981674362528063e-40,4.6263915163551184e-27,5.8881968822148993e-40,4.622206953601867e-41,2.7046251339151139e-35,2.5994745237856091e-34
